MAT.1.1	Jeacuu tiene aay ke bang Deabid kedea Deabid tiene aay ke bang Abraahm.
JHN.11.51	Gihn ni arobe padh lubo me en naa apar ngo ke robo. Abea bang gihn anahg en naa ruohdh duohng yaa lam yi wong nu, e naa ameehg Juoge ngo rob gihn utiihy ree rih Jeacuu: ge uthowe ke nying tien paar yaa Judea. 
JHN.11.52	 Kedea padh ke nying tien paar Judea keede e nuu uthowe abea beehda ke nying nyethen Juog ge akeedho ke bang wiih piny cang beere ge kahle ke ka maa acielo kedea umade yihdh gen. 
JHN.11.53	 Ke wong cahng nu, e ge athubo ke gweehg dhe yooh me dhiil gene Jeacuu ke naah.
JHN.11.56	 Noono e nyoge ge athubo ke cej ka ne Jeacuue yea kaa anaa acuung gene yi laaro gihr Wod Juog kedea e ge upeehyo ke rog gen kob gene, “Ne ngaa me ngahy ngo kejea Jeacuu ubeehn kar Yaan Amono?” 
JHN.11.57	Abea ka jo doong yaa lam maa Paarijea amor acub gene kob gene nea ngaa ngahy ka ne Jeacuu yea e kea robe ngo beere ngo mag gene mago.
JHN.12.2	 Cam anaa agwiir Maarthae yihre paar ge Laajoruj. Maartha e naa anaa apiih buud gen kaano acahm gene cahmo. Laajoruj anaa apiih tiehd ke gen ne cam. 
JHN.12.3	 Maa abeehn Maarya ukaabe udhoohmo me yea ne mow me ngwaahy me ngiene teeg keter uwiihre tien Jeacuu kedea uwuunye tien ngo keehd yiehj wiihe. Maa abeehn mowe upaahnge yea wod ke ngwahje.
JHN.12.5	 “Gihn ge bahnge mown ni be ne ngeew oogo beere amahr ngiihny me thoohdh ge yoad ge ke paahngo yihr nyoge maa angoohng? Ngiihny ne yoad ge ne nahg kar koog gihr dhaano yi wong acielo.” 
JHN.12.6	Gihn nu kea robo kaa nying gihn anhyaare nyoge maa angoohng, abea ngo anahg ngad kahw me na ukahbo rog ngiihny na cub yihre ne maa. Anahg en ne mag ngiihny yoad yaa waahdh Jeacuue bang nyoge.
JHN.12.8	Yaa angoohng ge beehdo e ge nud ke wun ke cahng cahngo. Abea a buu kwaay nudo ke wun.”
JHN.12.10	Noono e jo doong yaa lam ge athubo ke daahd dhe yooh me nahg gene Laajoruj kedea Jeacuu thiow. 
JHN.12.11	 Ge adaahd unahg gene Laajoruj bang gihn beehda ke nyinge e naa abeehn yaa Judea me thoohdh udoohng gene ne yaa Jeacuu.
JHN.12.12	Ruuwow e amahr akuud yaa Judea ge anaa abeehn yi yaay, ngo alihng gene kejea Jeacuu ngo nii yooh ne beehn Jeruucalem. 
JHN.12.13	 Maa atoohng gene ageehbe kedea ucidh gene ne lore e ge ukwaago kob gene,
JHN.12.13	“Wuoro Juog.
JHN.12.13	Dooj Juoge ngade ge abeehno ke yoohn Paar Maalo.
JHN.12.13	Juog dooj ruohdh yaa Yijarael.”
JHN.12.14	Maa abeehn Jeacuue uyoade akaja maa apaahre wiih ngo wa kwaad kaa anaa agweede yi kitaab Juog,
JHN.12.15	“Wu keá tudo,
JHN.12.15	wu yaa Jeruucalem,
JHN.12.15	maanyu ruohdh ne ca beehn nu
JHN.12.15	e ne wiih akaja me poohd thiin.”
JHN.12.18	E naa gihn ameehg amahr nyoge beehn ne lor Jeacuu ke nying gihn teeg e anaa ayuge ni. 
JHN.12.19	 Maa arub Paarijea ke rog gen kob gene, “Gihn me romo ke yugo tooro ne weey weey. Niidu kaa abuodh amahr nyoge me thoohdhe batiene!”
JHN.12.20	Anudo ke yaa Griihg maa anaa kiin yaa anaa acidho yi yaay ne wuor Juog. 
JHN.12.21	 Noono e ge abeehn bang Pihlihb. (Pihlihb anahg ngad Bedhceada ge beehda geen Gaalili). Gihn nu e ge arubo yihre kob gene, “Ruohdh! Wa daahd ucidh wane bang Jeacuu.”
JHN.12.22	Maa abeehn Pihlihbe urobe lum nu yihr Andrya kedea uaay gene tiehd ucidh gene ne rob gihn ateed yaa Griihge yihr Jeacuu.
JHN.12.24	 A rob gihn maa athiir yihru. Nea a athow e nyoge me thoohdh Juog beehn gene ke ne ngahyo. Thona uroomo ke wong beehlo nea ke piidho e ngo kuong thoo batiene e ngo utuuyo kedea uciege. 
JHN.12.25	Kwaad ngaa yug gihn nhyaare cog kedea ukoare gihn me pahdh wiihe, e ngaan nu kuowo me guge tooro be yoade. Abea kwaad ngaa nhyaar buodh batiena keehd me padh ngaan ngo Ujudea kedea ubeehn nyoge cang umahd gene rih ngo, e yihre unaa kuowo me be gug. 
JHN.12.26	 Kwaad ngaan tiihy yihra dhiile batiena ke buodho beere ngo caa ka nuda yea. Kaano e nuu ubeehn Wura umoare wiih ngaa tiihy yihra keehd me padhe Ujudea.
JHN.12.28	 Abaa Wura nyoadh teegi yihr nyoge wiih piny kan.”
JHN.12.28	Kaano e duol ake lihngo ke yoohn Paar Maalo kobe, “Tee ngo beehde e ngo anyoadha kedea ngo udoga ke nyoadho keehdo.” 
JHN.12.29	Akuud nyoge giih anudo kaano duol alihng gene ke yoohn Maalo maa akoohb nyoge mooge kejea, “Kodh e naa amaahr.” Abea nyoge mooge kob gene, “Beehda wuohnjuog e naa arubo keehde.”
JHN.12.30	Maa abeehr Jeacuue ngo yihr gen kea, “Duol gihn nu ngo kuu arubo kaa nying kony an, abea arubo kaa nying kony wun. 
JHN.12.31	 Awaahn ni e ne beehn Juoge ukihme yaa wiih piny kedea Juog ngad atiihb ukeehg, ge raany wiih ngoom ngo urieme oogo wiih koom. 
JHN.12.32	 Abea cahng ugur an wiih yaadh maa ariihw ne naah, e nyoge ge umeehga beehn banga.” 
JHN.12.33	 (Gihn nu arob Jeacuue ne nyoadh dhe yoohn ka unahge kii ngo).
JHN.12.36	 Yiihu luma a ngaa cub daahr yihr nyoge maano e ngo poohd nud ke wun, beere wu udoohng ne nyethen ngaa cub daahr yihr nyoge.”
JHN.12.36	Ge athume ke rob luube giih nu e Jeacuu a'aay ucea ne pahno ka me be yoad ree yihr gen. 
JHN.12.37	 Keehd maano abeehn Jeacuue uyuge amahr giih me thoohdh me gaahy nyoge nyum gen, e poohd e ge ukweer ke lume. 
JHN.12.38	 Giih nu cang rog ge ayug gene beere luube giih agamloohngjuog ge cuohn ne Yicaaya ge dhiil pahdh kar gen naa athere wa kwaad kaa agweede naa,
JHN.12.38	“Juog, bekihd ngaa maa anaa alihng giih arob wane
JHN.12.38	kedea utoor dhaano maa adead giih tee ge atiihy Juoge.”
JHN.12.39	Ge kuu ayiiho bang gihn arob Yicaaye thiow kea,
JHN.12.40	“Kob Juoge kea,
JHN.12.40	‘Bang gihn wudh gen aciehg gene
JHN.12.40	ukweer gene ke yiiho,
JHN.12.40	udoohng wa an naa aciehg wudh gen
JHN.12.40	utoor ka maa angey gene yi luma.
JHN.12.40	Ge naa arom ke thiehdho
JHN.12.40	nea wudh gen be ne ciehg gene.’ ”
JHN.12.41	Giih ni ge arob Yicaaye bang gihn kaa amoar wiih Jeacuu kii ngo anyoadh yihre yi laahg e naa gihn arube ke nying ngo.
JHN.12.43	 Bang gihn Judea giih nu, nea yihr gen e leej gihn ayoad gene bang nyoge e ne wiihe ne maalo yihr man yoad gene bang Juog.
JHN.12.45	 Kwaad ngaa alog cwihnye ne maany an, e ngaa aoohr an e naa ayiihe. 
JHN.12.46	 A beehda daahr gihn abeehn ne meeny wiih piny kedea kwaad ngaa ayiih luma be cahg beehdo yi muudho keehdo.
JHN.12.48	Kwaad ngaa kweer ke lihng luma kedea luma be yiihe nud ke gihn muu ukihm en. Gihn ukihm en beehda luuba ge ateeda ni ge nuu ukihm en yi cahng gug piny. 
JHN.12.49	 Bang gihn, luub roba ge padh luuba abea Wura e aoohr an ni e naa acub tee yihra kedea uteede ngo yihra kejea roba gihn teeda. 
JHN.12.50	 Ngo ngahya kejea tee gihn cube yihra ni e naa dhe yoohn boadh wahy me be gug. Neehn maano kwaad gihn roba e naa gihn arob Wura yihra.”
JHN.13.4	 Noono e Jeacuu a'aj maalo kedea uthube ke kahl waahny athoohr gihn anaa ree oogo kedea uriiwe waaro moogo yi badhe. 
JHN.13.5	Ke batien gihn nu e Jeacuu athubo ke woj piih yi wal noono maa athube ke luog tien jo waahdhe kedea uwuunye tien gen keehd waaro gihn anaa ariiwe yi badhe ni. 
JHN.13.6	Naa awahnh Jeacuue bang Cimoane Piihter, e Piihter arubo yihre kea, “Ruohdh! Tiena romi kaa luogo ne!”
JHN.13.7	Maa abeehr Jeacuue ngo yihre kea, “Gihn ni tiihya awaahn ni be ngey ree yihru abea ngo ungahyu cahng moogo.”
JHN.13.8	Maa abeehr Piihtere ngo yihre kea, “Bekihde! Tiena be kuongi ke luogo ne weey weey!”
JHN.13.8	Maa acahg Jeacuue ngo ke beehro kea, “Nea tieni be luoga luogo e yihri utoor gihn me nweehd an ke yihn.”
JHN.13.9	Maa arub Piihtere yihre kea, “Nea wa maano ruohdh e padh tiena cog ge ne luog abea luog cinga kedea wiiha cang.”
JHN.13.11	 Ngo beehde e ngo ngahy Jeacuue e ngaan uluom en. E naa lum yea gihn akoohbe kea, “Dhaano acielo kiinu e ne ree ne nyooro.”
JHN.13.13	A cuohnu cuohno ne ngad puohny kedea ne ruohdh. Beehda gihn maa kare ucuohnu an ne ngad puohny kedea ne ruohdh bang gihn a ngad puohny gihru kedea ruohdhu adiehr muon. 
JHN.13.14	Me neehn kaan ni aluoga tienu abea a beehda ruohdhu kedea ngad puohny gihru kea noono beehn dhaane kiinu luoge tien wad gen. 
JHN.13.15	 Luog tiel anyoadha yihru beere gihn atiihya yugu yugo wa kaano anyoadha ngo yihru. 
JHN.13.16	 Athiir e ne roba yihru. Baahng aweehne e ne wiihe ne maalo rih ngaa nahge baahng paare? Wale ngaa e ne wiihe ne maalo, ngaan aoohr wale ngaa aoohr ngo? 
JHN.13.17	 Awaahn ni adiehj yihdh luub ni ge angeyu. Kea noono tiihyu ke gen beere cwihnyu umihno.
JHN.13.18	‘Ngaa anywaag wane amono keehde,
JHN.13.18	e naa adoohng ne ngad mahna.’
JHN.13.20	 Athiir e ne roba yihru. Ngaan ayiih lum ngaa aoohr an e ngo ayiih luma kedea ngaa ayiih luma ayiih lum ngaa aoohr an.”
JHN.13.21	Batiene naa athume ke rob gihn ni e aduune ake ngoan maa arube oogo kea, “Athiir e ne roba yihru, dhaano acielo kiinu a uluome.”
JHN.13.22	Kaano e jo waahdhe ge agaahy maa athub gene ke maahnyo ke kiin gen ke ngaan robe. 
JHN.13.23	 Ngaan nhyaar Jeacuue kiin jo waahdhe anaa apiih buud Jeacuu. 
JHN.13.24	Gihn nu e ngo amun Cimoane Piihtere maa ateede ngo yihre kejea peehnye ngaa kiin gen e ne rub Jeacuue ke nyinge.
JHN.13.25	Maa aloge wiih bang Jeacuu maa apeehye kea, “Ruohdh beehda ngaa?”
JHN.13.26	Maa abeehr Jeacuue ngo kea, “Beehda ngaan cuba amono gihn cwinya ke kado yihre.” Noono maa acwinye amono ke kado kedea ucube ngo yihr Juudo waahd Cimoane. 
JHN.13.27	 Nye wong kaano akaab Juude amono yi cinge nu, e kuohm Juudo abeehn atiihb ukeehg ne yaahngo cang.
JHN.13.27	Maa arub Jeacuue yihr ngo kea, “Gihn daahdi laar ngo ke tiihyo piow piow.” 
JHN.13.28	Yaa anaa anudo wiih cam gihn arub Jeacuue yihre wa gihn nu ngo kuu angey gene. 
JHN.13.29	 Mar gen cuohn gene kejea ngo caa ne cub ngiihny yihr nyoge maa angoohng bang gihn nahge en naa ngad mag ngiihny.
JHN.13.30	Maa akaab Juudoe amono gihn acwiny kedea e naa waahdhe noono. Kaano piny anaa adoohng ne dewaahr.
JHN.13.32	kedea Juog wiiha umoare ka me cahng kan.
JHN.13.35	 Nea nhyaahro nud kiin nu, e nyoge cang ngo dhiil gene kaa ngeyo kejea wu beehda jo batiena.”
JHN.13.36	Maa abeehr Jeacuue ngo kea, “Ka caa yea wu be rom ci yea awaahn ni. Unahg cahng moogo e nuu ubuodhu batiena.”
JHN.13.37	Maa apeehy Piihtere kea, “Ruohdh gihn e bahng e batieni be roma ke buodho awaahn ni. Ke nyingi, riha cuba kii thoo.”
JHN.14.2	Paar Wura yea ne wuude me thoohdh kedea a caa ne gwiir kuohn beehdo giihu. Nea ngo be ne naa wa gihn nu, e gihn be naa arobo yihru. 
JHN.14.3	 Abea ge aaya ne cidh ne gwiir kuohn nu, e a uduu bangu ne kaab wun beere wu kedha ke ka beeda. 
JHN.14.4	Kun caa yea yoohn ngo ngahyu.”
JHN.14.7	 Nea a nuu ngahyu ne cohg e a beehda ngaa, e Wura nuu ngahyo thiow. Kedea me neehn bad cahng tihn ge ngahyu an ne cohg, e Wura ngo ngahyu thiow.”
JHN.14.8	Maa akoohb Pihlihbe kea, “Ruohdh meehg wan niid Wuru ke nying wan utoor gihn mooge me daahd wane.”
JHN.14.10	 Ngo be yiihi kejea a beehda anweehd ke Wura kedea Wura beehda anweehd ke an ne? Luube giih ni teeda yihru ni ge padh luub muua keeda. Abea ngo beehda Wura ge anweehd keehd an e ne tiihyo. 
JHN.14.11	 Dhiilu luma ke yiiho nea a urubo yihru kejea Wura anweehd keehd an kedea a anweehd keehd Wura. Nea maano be yiihu kea yiihu ke nying giih gaahy nyoge ge niidu e ge tiihya tiihyo. 
JHN.14.12	Gihn ni roba yihru beehda athiir: kwaad ngaa ayiih luma utiihyo ke kwaad giih me neehn giih teeg ge tiihya ni. Giih me teeg me yoohm wudh muu atiihya ge rome kaa tiihyo, bang gihn a ado bang Wura. 
JHN.14.13	 Kedea gihn peehnyu ke nyinga ngo tiihya tiihyo yihru bang umeehga nyoge niid ka teeg Wura kii ngo. 
JHN.14.14	Nea wu apeehyo yihra ke kwaad nyepiny ke nying gihn nahgu yaa batiena ni, e ngo dhiila kaa yugo yihru.
JHN.14.16	 Noono e a urubo ke Wura beere Wahy Juog e ucwag wun oohre oohro yihru. 
JHN.14.17	 Ngaan uoohre ne beehda keehd wun beehda Wahy Juog ge nyoadh gihn maa athiir. Ngad cwaahg, yaa reje wiih piny ge ukweer keehde bang gihn ngo be neehn yihr gen kedea ngo kwihy gene. Abea ke kur maru ngo ngahyu ke nying gihn ngo beehd kaa wun.
JHN.14.18	“Wu buu uwiia piny wa mar kiihye. A uduu bangu. 
JHN.14.19	 Adoohng kaa me thiin ubahnge a buu ucahg yaa wiih pinye ke niido keehdo. Abea ke kur maru a uke neehn yihru bang gihn a ucahr, e wu ucahr thiow. 
JHN.14.20	 Cahng ucahra, e naa ka ungahyu ngo kejea a beehda anweehd keehd Wura kedea wu anweehd keehd an kedea a beehda anweehd ke wun. 
JHN.14.21	 Kwaad ngaa tiihy loohnge giiha e roba yihre ni, e naa ngaa nhyaar an noono. Kedea kwaad ngaa nhyaar an ngo nhyaar Wura nhyaaro kedea ngo nhyaara nhyaaro maa riha nyoadha nyoadho yihre thiow.”
JHN.14.22	Maa akoohb Juudo (Padh Juudo Yijkaariod) kea, “Ruohdh gihn ge nahge ke yihr wan cog e ne daahdi rihi ke nyoadho abea padh yihr yaa wiih piny cang?”
JHN.14.24	 Yaa be nhyaar an luube giiha ge buu umag gene. Kedea luube giih roba ge padh luube me aay ke banga. Ge beehda luub ngaan aoohr an.
JHN.14.25	“Giih ni cang ge aroba maano e a poohd ubeehdo ke wun. 
JHN.14.26	 Abea ngad cwaahg ge nyinge cuohn ne Wahy Juog ni, ge uoohr Wura, wu upuohnye ke giih nyepinye cang kedea umeehge wun par giih anaa arob yihru cang. 
JHN.14.27	 Yoohm rog awiia piny yihru kedea yoohm rog gihra ngo acuba yihru. Ngo kaa acubo yihru wa mar yaa wiih piny kan, wu keá diero kedea wu keá tud.
JHN.14.29	 Ngo aroba yihru awaahn ni maan e Wahy Juog poohd kuu abeehno beere cahng yuge ree, e gihn aroba ngo uyiihu kejea ngo athiir. 
JHN.14.30	 A be cahg rob ke wun keehdo bang gihn ruohdh yaa wiih piny ngo abeehno. Abea keehd me beehne, e a be rom leehw yihre. 
JHN.14.31	 Abea yaa wiih piny dhiil gene ngo ke ngahyo kejea Wura ngo nhyaara nhyaaro kedea e naa gihn tiihya nyepinye wa kwaad kaa arobe yihra.
JHN.14.31	“Beeh aayo oogo kan.
JHN.15.1	“A uroomo ke yaadh me cuung yea ajeniino, yaadh me wiihe be toohr ke nyethen kedea Wura e naa ngad ajeniino. 
JHN.15.2	 Bad yaadh me nyethen toor wiihe ngole ke oogo abea bad me wiihe ne nyethen ngo gwiire gwiiro beere unyuol ke nyethen me thoohdh. 
JHN.15.3	 Abea ke kur maru, wu kwel, rogu toor adhemuohm bang gihn wu aluog luube giih aroba yihru. 
JHN.15.4	 Madu rogu banga beere riha mada ke bangu. Bad yaadh keede be rom nyuol ke nyethen nea ngo tooro rih yaadh. Keehd wun thiow gihn me romu ke tiihy wu keedu tooro nea wu be mahd banga unahgo anweehd.
JHN.15.5	“A ne room ke yaadh kedea wu neehn baahde. Ngaa beehdo naa anweehd tiehd ke an kedea ubeehda naa anweehd tiehd keehde, e naa ngaa me beer wa mar yaadh me nyuol. Ngaa padh anweehd tiehd ke an gihn me rome ke yoado tooro. 
JHN.15.6	 Nea ngaa padh anweehd ke an, e ngo uroomo ke bad yaadh maa angol oogo utale. Baahd yen giih ngol oogo ge ne cong uthoohr gen yi maaj ne waang. 
JHN.15.7	 Nea wu ubeehdo tiehd ke an umagu wudh luube giiha, e kwaad gihn kwayu ke nyinga ucub Wura yihru. 
JHN.15.8	 Kea beehnu udoohngu ne nyoge me beeye wa mar yaadh me nyuol kedea unyoadu ngo ke dhe yoohn nu kejea wu jo'a. Gihn nu thiow beehda nyuudho e naa anyoadhu beey Juog.
JHN.15.10	 Nea loohnge giiha ge amagu beer mee, e wu nhyaara nhyaaro wa kwaad ka nhyaar Wura an bang gihn loohnge giihe ge maga mago. 
JHN.15.11	 Giih ni ge aroba yihru, beere kwaad mihn cwihny gihn ne yihra ni ngo yoadu yoado kedea utoor gihn me daag yi mihn cwihny gihru. 
JHN.15.12	 Gihn ni e naa loohng aroba yihru: nhyaaru rogu wa kwaad ka nhyaara wun. 
JHN.15.13	 Kwaad nhyaaro gihn nu room kaa nhyaaro gihr ngaa maa acub wahye yi thoo ke nying gome. 
JHN.15.14	Wu beehda goma nea gihn teeda yihru yugu yugo. 
JHN.15.15	Wu be cahga ke cuohno ne baahng giiha keehdo, bang gihn baahng me ngahy gihn nii cwihny ruohdhe tooro. Abea wu cuohna e wu goma kaa nying gihn, giih arob Wura yihra ge ateeda yihru cang ungahyu gen. 
JHN.15.16	 Padh wun naa akwany an, abea a naa akwany wun beere gihn me beer tiihyu tiihyo wa mar yaadh me nyuol me wiihe be toohr ke nyethen. Ke nying tiihyu noono, e gihn kwayu yihr Wura ke nyinga ngo ucube yihru. 
JHN.15.17	 Loohng gihra ne roba yihru e man: Nhyaaru rogu.
JHN.15.19	Nea giih yug yaa wiih pinye ge nuu ke tiihyo e wu ne nhyaar gene kedea wu ne nahg yaa gen. Abea awaahn ni wu be tiihy giih tiihy yaa wiih pinye ke nying gihn nu e wu amaan gene bang gihn nahgu jo'a maa akwanya. 
JHN.15.20	 Paru wudhu rog luub anaa ateeda yihru: ne ngad tiihj me wiihe ne maalo rih ngaan tiihye yihre ne? A utaab yi cing gen wa kwaad ka agweede kedea wu utaab thiow yi cing gen. Nea giih apuohnya yihr gen ge ne mag gene e kare ne nudo yihr gen umag gene giih upuohnyu. 
JHN.15.21	 Giih nu ge utiihy gene rogu ke nying gihn nahgu yaa batiena kedea Juog, ngaa aoohr an ngo kwihy gene. 
JHN.15.22	 Nea a be ne beehno kedea uruba keehd gen, e adhemuohm me ne naa rog gen ne tooro. Abea awaahn ge aruba keehd gen ni, gihn me kony gen tooro ke nying adhemuohme giih gen. 
JHN.15.23	 Ngaa amaan an, e kea ngahye ngo kejea Wura ge aoohr an ngo amaane thiow. 
JHN.15.24	 Nea giih me teeg me gaahy nyoge ge be naa yugo kiin gen, e adhemuohme me ne naa rog gen ne tooro. Keehd maano aniid gene giih gaahy nyoge ge atiihya e Wura maa an wa poohd maan gene maano. 
JHN.15.25	Abea gihn ni ngo beehda bang ubeehn gihn anaa agweed yi kitaab Juog giih gen upahdhe kare. Anaa agweed naa,
JHN.15.25	‘A amaan gene ke dhieny now.’
JHN.15.27	 Kedea wu thiow wu dhiil rob ke nyinga bang gihn wu anudo ke kaa athuba ke puohny.”
JHN.16.1	“Giih ni ge aroba yihru bang ubange yiiho gihru yea be waaru keehd me yug giih me reje rogu. 
JHN.16.2	 Wu riem gene oogo yihdh wuud amaad kejea utooru kiin gen. Cahng ngo adoohng cahng ke beehno. Cahng ukoohb ngaa anahg dhaano kiinu kea e naa ngaa ayiih lum Juog. 
JHN.16.3	 Kwaad giih nu ge utiihy gene bang gihn Wura kwihy gene kedea a kwihy gene thiow. 
JHN.16.4	 Giih ni ge aroba yihru beere nea rog gen yug gene yugo e ngo uparu kejea wu anaa atoohna.
JHN.16.4	“A kuu arubo yihru ke nying giih raahm umodho, bang gihn a anudo ke wun. 
JHN.16.5	 Awaahn a caa bang Wura ge anaa aoohr an. Kedea ngaa maa apeehny an kiinu tooro ke kun caa yea. 
JHN.16.6	 Abea ngo aniida kejea cwihnyu arahnyo ke nying giih aroba yihru. 
JHN.16.7	 Abea a rob athiir yihru, waahdha ge aaya oogo bangu, e ne kahl gihn me beer yihru. Bang gihn nea a buu ucidho bang Wura e Wahy Juog ge kony wun ni be beehn bangu. Abea nea a ucidho, e ngo oohra oohro yihru. 
JHN.16.8	 Ge ubeehn ngaan kony wun, e ngo unyoadhe yihr yaa wiih piny kejea ge rob giih toohd. Ge rob giih toohd ke nying adhemuohm kedea ke nying beehd naa abiohgrwaal ke Juog maa ke nying cahng Lug Juog. 
JHN.16.9	 Ge rob giih toohd ke nying adhemuohm bang gihn luma be yiih gene. 
JHN.16.10	Kedea ge rob giih toohd ke nying beehd naa abiohgrwaal ke Juog bang gihn a caa bang Wura ka me a be niidu yea. 
JHN.16.11	 Ge rob giih toohd ke nying cahng Lug Juog bang gihn atiihb ukeehg luue amaany Juoge kedea ukihme ngo.
JHN.16.12	“Yihra ne giih me thoohdh me nii cwihnya me daahda ke robo yihru, abea kar rob gen yihru awaahn ngo tooro bang gihn, yihdh gen be romu ke deedo. 
JHN.16.13	 Abea nea cahng ubeehn Wahy Juoge, ge urob athiir ni, e nuu umeehg wun ngey athiir kiin nyepinye. Kedea buu urubo kaa teeg mare keede, unahg kwaad gihn alihnge e nuu urobe. Kedea urubo kaa nying kwaad gihn muu uyug ree wong maalo. 
JHN.16.14	 Wiiha amoar Wahy Juoge bang gihn kwaad giih urobe yihru cang ge aay ke banga. 
JHN.16.15	 Giih ne yihr Wura cang ge beehda giiha. E naa gihn koohba kejea Wahy Juog ulihng gihn roba batiene e caa ne rob ngo yihru.
JHN.16.17	Maa abeehn yaaj mooge kiin jo waahdhe maa apeehny gene rog gen kob gene, “Gihn e rube kejea, ‘Nye ka me cahng kan e a buu uniidu’ maa kea, ‘Batien ka me thiin e a udogu ke niido.’ Maa kea, ‘Bang gihn a caa bang Wura?’ ” 
JHN.16.18	Noono ubuohj gene ke piehj kob gene, “Lum yea ka me thiin beehda gihn? Gihn rube ke nying ngo yea kuu adeado ne cohg.”
JHN.16.19	Aguo Jeacuue ke ngeyo kejea ge daahd upeehny gene ngo ke nying gihn nu, noono maa akoohbe yihr gen kea, “Wu peehny rogu ke nying yea lum gihn aroba naa akoohba kejea, ‘Nye ka me cahng kan e a buu uniidu,’ kedea, ‘Batien ka me thiin e a udogu ke niido?’ 
JHN.16.20	Gihn maa athiir e ne roba yihru. Wu uyuog ungeer yihdhu maano e yaa wiih piny cwihny ge med. Wu uyuog, abea lanu noono e nuu ukahl med cwihny yihru. 
JHN.16.21	Raahm yoad dhaage yoado yi nyoohdo bang gihn nyethiin adoohng cahng ke nyuolo. Abea nea nyethiin apahdh piny, e wiihe uwulo rih raahm bang gihn cwihnye med ke nying nyethiin naa anyuole. 
JHN.16.22	 E ne neehn maru thiow. Awaahn beehda caang lanu. Abea a uduu uniida wun keehdo kedea kaano e cwihnyu umihn kedea ngaa me dog mihn cwihnyu ke raanyo keehdo utooro. 
JHN.16.23	 Wong cahng nu, gihn muu udogu ke peehnyo yihra tooro. Athiir e ne roba yihru. Wura gihn kwayu yihre ke nyinga ngo ucube yihru. 
JHN.16.24	Peehyu yihr Wura beere gihn daahdu yoadu yoado kedea e naa kaa utoor gihn me daag yi med cwihny gihru.
JHN.16.26	Yi bad cahng nu wu ukwayu ke gihn daahdu yihr Wura ke nyinga bang gihn wu beehda yaa batiena. Kedea a be daahd ngo unahe ke an e ne kwahyo yihre ke nyingu. 
JHN.16.27	Bekihde! Wura ke ngude, wu nhyaare nhyaaro ke nying gihn nhyaaru an kedea gihn ayiihu ngo kejea a aay ke bange. 
JHN.16.28	 A aay ke bang Wura kedea ubeehna wiih piny kan. Kedea awaahn a uaay wiih piny kedea udoga bang Wura.”
JHN.16.29	Maa arub jo waahdhe yihre kob gene, “Awaahn yih rubo yihr wan ne wag wag kedea padh kuu ucaale. 
JHN.16.30	Abea awaahn ngo aniid wane kejea nyepinye ge ngahyi cang kedea yih be daahd ngaa me peehny yihn ke gihre me nii cwihnye. Kedea e naa gihn ayiih wane ngo kejea yih aay ke bang Juog.”
JHN.16.31	Maa abeehr Jeacuue ngo yihr gen kobe, “Wu ayiiho arumo? 
JHN.16.32	 Abea cahng moogo muu ubeehn nud kedea ngo abeehno awaahn ni. Wu ugoohd oogo riha cang kedea udoohnga a keeda. Kwaad dhaano ngo uci kure keede. A uwiiu piny a keeda. Abea keehd maano e a buu unaa keeda bang gihn Wura unud keehd an.
JHN.17.2	 Bang gihn yih naa acub an nyum nyoge cang ne ngaa me duohng kedea umuoja yaa akwanyi yihra ne jo batiena keehd kuowo me guge tooro. 
JHN.17.3	 Gihn e naa dhe yoohn yoad kuowo me be gug: ubeehn gene ungahy gene yihn, yih ge beehda Juog acielo cog juog moogo tooro. Kedea ubeehn gene ungahy gene Jeacuu Kriihjto naa aoohri. 
JHN.17.4	 Wiihi amoara wiih piny naa athuma ke tiihy gihn anaa acubi yihra ne tiihyo. 
