MAT.1.1	Dool asaame hana juduud Isa al-Masiih ibn Dawuud ibn Ibraahiim. 
JHN.17.23	ya’ni ana ma’aahum wa inta ma’aayi. Khalli yabgo waahid be alaakha tamaama wa be da, kulla l-naas ya’arfu kadar inta rassaltini wa kadar tihibbuhum misil tihibbini.
JHN.17.24	Ya Abuui, nidoor kadar al-naas al-anteethum leyi yagoodu ma’aayi fi l-bakaan al-ana nagood foogah. Wa hinaak yichiifu al-nuur al-majiid al-anteetni be sabab mahabbitak leyi min gubbaal bidaayit al-dunya. 
JHN.17.25	Ya Abuui al-aadil, naas al-dunya abadan ma irifook. Laakin ana iriftak wa l-naas dool ya’arfu kadar inta rassaltini. 
JHN.17.26	Ana arraftuhum beek wa ni’arrifhum beek ziyaada achaan mahabbithum tabga misil mahabbitak leyi wa ana nagood ma’aahum.
JHN.18.1	Wa wakit Isa kammal al-du’a da, hu gamma ma’a talaamiizah wa gata’o waadi Khidruun. Wa jo le jineene waahide wa dakhalo fiiha. 
JHN.18.2	Wa Yahuuza al-naadum al-khaan Isa kula irif al-bakaan achaan Isa lamma foogha ma’a talaamiizah iddat marraat. 
JHN.18.3	Wa Yahuuza ja le l-jineene be askar roomaaniyiin wa be naas murassaliin min kubaaraat rujaal al-diin wa l-Fariisiyiin. Wa humman musallahiin wa chaayliin fawaaniis wa iidaan bidaawu beehum.
JHN.18.4	Wa Isa irif kulla cheyy al-yabga foogah wa macha leehum wa gaal : Tifattuchu yaatu ?
JHN.18.5	Wa raddo leyah wa gaalo : Nifattuchu Isa min hillit al-Naasira.
JHN.18.5	Wa Isa gaal : Ana bas hu.
JHN.18.5	Wa Yahuuza al-khaayin gaa’id fi usuthum. 
JHN.18.6	Wa wakit Isa gaal «Ana bas hu» humman kasso minnah wara wa waga’o fi l-turaab. 
JHN.18.7	Wa marra taaniye hu sa’alaahum wa gaal : Tifattuchu yaatu ?
JHN.18.7	Wa gaalo : Isa min hillit al-Naasira.
JHN.18.8	Wa Isa radda leehum wa gaal : Awwal ooreetku ana bas hu. Wa khalaas kan tidooruuni, khallu al-naas al-ma’aayi yamchu.
JHN.18.9	Wa hu gaal al-kalaam da, achaan al-kalaam al-gaalah min awwal yitimm. Awwal hu gaal «min al-naas al-inta anteetni, ma fi naadum waddar». 
JHN.18.10	Wa Sim’aan Butrus indah seef wa sallah wa darab beyah abid hana kabiir rujaal al-diin wa gata’ adaanah al-zeene. Wa usum al-abid da Malkhus. 
JHN.18.11	Wa Isa hajja le Butrus wa gaal : Dakhkhil seefak fi beetah. Kikkeef ma nachrab min kaas al-ta’ab al-Abuui antaani ?
JHN.18.12	Wa l-askar ma’a kabiirhum wa l-naas al-murassaliin min kubaaraat al-Yahuud karabo Isa wa rabbatooh. 
JHN.18.13	Wa awwal cheyy, waddooh le Hanaan. Wa hu nasiibah abu marit le Gayaafa kabiir rujaal al-diin fi l-sana di. 
JHN.18.14	Wa Gayaafa da, hu bas al-naadum al-gaal le kubaaraat al-Yahuud akheer leehum kan naadum waahid yumuut le faaydit al-cha’ab.
JHN.18.15	Wa Sim’aan Butrus wa tilmiiz aakhar macho wara Isa. Wa l-tilmiiz al-aakhar ma’ruuf le kabiir rujaal al-diin wa achaan da, gidir dakhal fi hooch al-beet ma’a Isa. 
JHN.18.16	Wa Butrus wigif barra fi khachum al-beet. Wa l-tilmiiz al-ma’ruuf le kabiir rujaal al-diin marag le l-khaddaama al-mas’uula fi l-baab wa hajja leeha wa wadda Butrus daakhal. 
JHN.18.17	Wa l-khaddaama sa’alatah le Butrus wa gaalat : Inta kula tilmiiz hana l-raajil da ?
JHN.18.17	Wa Butrus gaal : La, la.
JHN.18.18	Al-wata baarde. Wa l-khaddaamiin wa l-haras oogado naar fi kaanuun achaan yiddaffo fi l-naar. Wa Butrus gaa’id yiddaffa ma’aahum. 
JHN.18.19	Wa kabiir rujaal al-diin gamma sa’al Isa min talaamiizah wa min ta’aaliimah. 
JHN.18.20	Wa Isa radda leyah wa gaal : Ana hajjeet kalaam waadih giddaam kulla al-naas. Min al-awwal allamt al-naas fi buyuut al-sala wa fi Beet Allah wa fi l-bakaanaat al-kulla l-Yahuud yilimmu fooghum. Ma gult cheyy be achiir. 
JHN.18.21	Maala tas’alni ? Al-naas al-sim’o kalaami as’alhum min al-kalaam al-ana gultah leehum. Humman ba’arfu al-kalaam al-ana gultah.
JHN.18.22	Wa wakit gaal al-kalaam da, waahid min al-haras al-waagfiin jambah chaddagah wa gaal : Kikkeef turudd le kabiir hana rujaal al-diin be misil da ?
JHN.18.23	Wa Isa radda leyah wa gaal : Kan kalaami kidib, achhad foog al-kidib. Laakin kan kalaami sahiih, maalak darabtini ?
JHN.18.24	Wa Hanaan wadda Isa murabbat ke le Gayaafa kabiir rujaal al-diin.
JHN.18.25	Wa Sim’aan Butrus waagif yiddaffa fi l-naar. Wa gaalo leyah : Inta ma tilmiizah ?
JHN.18.25	Wa hu nakar wa gaal : La, ana ma tilmiizah.
JHN.18.26	Wa waahid min khaddaamiin hana kabiir rujaal al-diin hajja leyah. Wa hu akhu hana l-naadum al-Butrus gata’ adaanah. Wa hu sa’al Butrus wa gaal : Ana ma chiftak ma’aayah fi l-jineene walla ?
JHN.18.27	Wa Butrus nakar battaan wa tawwaali ke al-diik oo’a.
JHN.18.28	Wa marago Isa min beet Gayaafa wa waddooh fi beet al-hakuuma. Al-wata bigat fajur. Al-kubaaraat zaathum ma dakhalo fi beet hana l-waali al-Roomaani achaan da yoom al-iid. Wa kan dakhalo fi beet naadum ma Yahuudi, yitallufu tihaarithum wa ma yagdaro yaakulu acha al-Fisha. 
JHN.18.29	Wa achaan da, Bilaatus al-waali marag leehum wa gaal : Chunu al-tuhma al-khatteetuuha foog al-naadum da ?
JHN.18.30	Wa raddo leyah wa gaalo : Al-naadum da kan ma mujrim, ma nisallumuuh leek.
JHN.18.31	Wa Bilaatus gaal : Chiiluuh wa chaaru’uuh hasab gaanuunku.
JHN.18.31	Wa l-Yahuud gaalo : Gaanuunak ma yasmah leena achaan nahkumu ayyi naadum be l-moot.
JHN.18.32	Be misil da, al-kalaam al-Isa gaalah fi keefiiye hana mootah
JHN.18.33	Wa Bilaatus gabbal fi beet al-hakuuma wa naada Isa. Wa sa’alah wa gaal : Inta malik al-Yahuud walla ?
JHN.18.34	Wa Isa radda leyah wa gaal : Al-su’aal da, su’aalak walla su’aal hana naas aakhariin ?
JHN.18.35	Wa Bilaatus radda leyah wa gaal : Haay ! Ana Yahuudi walla ? Gabiiltak inta bas wa kubaaraat rujaal al-diin sallamook leyi. Chunu al-cheyy al-inta sawweetah ?
JHN.18.36	Isa radda leyah wa gaal : Mamlakati ma mamlaka hana l-dunya. Kan mamlakati hana l-dunya, khaddaamiini yugummu yidaawusu achaan al-Yahuud ma yakurbuuni. Wa laakin mulki ma jaayi min al-dunya.
JHN.18.37	Wa Bilaatus gaal : Haa, inta malik ?
JHN.18.37	Wa Isa radda leyah gaal : Inta gult ana malik. Wa be l-sahiih, daahu al-sabab ana mawluud wa jiit fi l-dunya, achaan nachhad le l-hagg. Ayyi naadum al-yiriid al-hagg yasma’ kalaami.
JHN.18.38	Wa Bilaatus gaal : Chunu al-hagg ?
JHN.18.38	Wa wakit gaal al-kalaam da, Bilaatus marag le l-Yahuud wa gaal leehum : Ana ma ligiit foog al-naadum da ayyi jariime. 
JHN.18.39	Laakin fi aaditku waajib natlig makruub waahid fi Iid al-Fisha. Tidooru natlig malik al-Yahuud walla ?
JHN.18.40	Wa be hiss chadiid gaalo : La, ma hu. Atlig leena Baraabaas.
JHN.18.40	Wa Baraabaas hu mujrim wa saawri.
JHN.19.1	Wa Bilaatus wadda Isa daakhal wa amar askarah achaan yajluduuh. 
JHN.19.2	Wa wakit jaladooh khalaas, al-askar sawwo leyah taaj min al-chook wa khattooh fi raasah wa labbasooh be khalag loonah garadi misil khalag hana malik. 
JHN.19.3	Wa gammo yaju giddaamah wa yuguulu «Salaam aleek, ya malik al-Yahuud !» wa yudugguuh amkufuuf.
JHN.19.4	Wa Bilaatus marag battaan. Wa hajja le l-naas wa gaal : Chiifuuh, namurgah leeku achaan ta’arfu ma ligiit foogah jariime.
JHN.19.5	Wa Isa marag laabis al-taaj al-sawwooh min al-chook wa l-khalag al-garadi. Wa Bilaatus hajja leehum wa gaal : Daahu al-raajil.
JHN.19.6	Wa kubaaraat rujaal al-diin wa khaddaamiinhum chaafooh wa awwo foogah wa gaalo : Aktuluuh fi l-saliib ! Aktuluuh fi l-saliib !
JHN.19.6	Wa Bilaatus gaal : Intu bas chiiluuh wa aktuluuh fi l-saliib. Kan leyi ana, ma ligiit foogah khata.
JHN.19.7	Wa laakin al-Yahuud raddo leyah wa gaalo : Indina gaanuun wa hasab al-gaanuun da, hu laazim yumuut achaan hu sawwa nafsah Ibn Allah.
JHN.19.8	Wa wakit Bilaatus simi’ al-kalaam da, khoof chadiid karabah be ziyaada.
JHN.19.9	Wa hu gabbal fi beet al-hakuuma wa sa’al Isa wa gaal : Inta jiit min ween ?
JHN.19.9	Wa laakin Isa ma radda leyah kalaam. 
JHN.19.10	Wa achaan da, Bilaatus gaal : Ma tidoor tihajji leyi walla ? Ma fihimt indi sulta foogak wa ana nagdar natligak aw naktulak fi l-saliib walla ?
JHN.19.11	Wa Isa radda leyah wa gaal : Ma indak sulta foogi illa kan awwal Allah antaak al-fursa wa achaan da, hu al-sallamaani leek hu khaati minnak ziyaada.
JHN.19.12	Wa wakit Bilaatus simi’ al-kalaam da, hu dawwar yatlig Isa laakin al-Yahuud raddo leyah be hiss chadiid wa gaalo : Kan tatlig al-naadum da, sultaan al-Roomaaniyiin ma yiriidak. Kan naadum yisawwi nafsah malik, hu yisawwi nafsah adu le sultaan al-Roomaaniyiin.
JHN.19.13	Wakit Bilaatus simi’ al-kalaam da, hu marag Isa wa ga’ad tihit fi kursi al-waali al-gaa’id fi l-bakaan al-usmah Saahat al-Hujaar wa be kalaam al-Yahuud usmah Jabbaasa. 
JHN.19.14	Wa l-yoom da, jum’a hana Iid al-Fisha wa l-wata gaayle. Wa Bilaatus hajja le l-Yahuud wa gaal : Chiifuuh, daahu malikku.
JHN.19.15	Wa awwo foogah wa gaalo : Chiilah, aktulah ! Aktulah fi l-saliib !
JHN.19.15	Wa Bilaatus sa’alaahum wa gaal : Tidooru ana naktul malikku fi saliib walla ?
JHN.19.15	Wa kubaaraat rujaal al-diin raddo leyah wa gaalo : Ma indina malik illa sultaan al-Roomaaniyiin.
JHN.19.16	Wa khalaas, Bilaatus sallam Isa le l-askar achaan yaktuluuh fi saliib. Wa gammo chaalooh. 
JHN.19.17	Wa Isa marag chaayil al-saliib al-dawwaro yaktuluuh foogah wa waddooh fi bakaan waahid usmah bakaan hana l-Jumjuma wa be kalaam ibraani usmah Juljusa.
JHN.19.18	Wa fi l-bakaan da, khatto Isa fi l-saliib wa salabo ma’aayah naaseen, waahid fi nussah al-zeenaay wa waahid fi nussah al-israay wa hu fi usuthum. 
JHN.19.19	Wa Bilaatus katab fi looh waahid wa allagah foog fi raas al-saliib. Wa l-kalaam al-maktuub foogah buguul «Isa min al-Naasira malik al-Yahuud». 
JHN.19.20	Wa salabo Isa gariib le l-madiina wa achaan da, Yahuud katiiriin garo kalaam al-maktuub da. Wa katabooh be kalaam ibraani wa kalaam laatiini wa kalaam yuunaani.
JHN.19.21	Wa kubaaraat rujaal al-diin hajjo le Bilaatus wa gaalo : Ma taktib malik al-Yahuud. Aktib al-naadum da gaal hu malik al-Yahuud.
JHN.19.22	Wa Bilaatus radda leehum wa gaal : Al-kalaam al-katabtah ma nikhayyirah.
JHN.19.23	Wa wakit al-asaakir al-arba’a salabo Isa khalaas, humman chaalo khulgaanah wa gassamoohum ambeenaathum. Wa jawaaniitah bas faddalat. Wa l-jawaaniye hi kullaha ke matruura wa ma indaha khiyaate. 
JHN.19.24	Wa achaan da, hajjo ambeenaathum wa gaalo : Ma nicharrutuuha. Nisawwu am’iyeedaat wa l-naadum al-jaat fi gismah yichiilha.
JHN.19.24	Wa be misil da, kalaam al-Kitaab tamma al-buguul {Humman gassamo khulgaani ambeenaathum wa sawwo am’iyeedaat le lubaasi}. Wa da bas al-cheyy al-sawwooh al-askar.
JHN.19.25	Wa fiyah awiin waagfaat gariib le l-saliib al-Isa gaa’id foogah. Wa hinna ammah Mariyam wa khaaltah wa Mariyam marit Kuluuba wa Mariyam al-Majdaliiye. 
JHN.19.26	Wa Isa chaaf ammah wa chaaf al-tilmiiz al-hu yiriidah bilheen waagif gariib leeha. Wa hajja le ammah wa gaal : Mara zeene chiifiih, da wileedki.
JHN.19.27	Wa hajja le tilmiizah wa gaal : Chiifha, di ammak.
JHN.19.27	Wa l-tilmiiz waddaaha fi beetah wa min al-yoom da, hi sakanat ma’aayah.
JHN.19.28	Wa Isa irif kulla l-cheyy kammal. Wa hu hajja battaan achaan al-kalaam al-maktuub fi sababah fi l-Kitaab yitimm. Wa hu gaal : Ana atchaan.
JHN.19.29	Wa fi l-bakaan da, fiyah kooro hana khall haamud wa ballo sooso fi l-khall wa khattooh fi raas ageeg hana zuufa wa rafa’ooh foog gariib le khachmah. 
JHN.19.30	Wa Isa chirib min al-khall wa gaal : Tamma khalaas.
JHN.19.30	Wa dangar raasah wa khalla ruuhah tufuut.
JHN.19.31	Wa da al-yoom al-yihassulu foogah khumaam hana yoom al-sabit. Wa ambaakir yoom kabiir fi l-iid. Wa l-Yahuud dawwaro al-janaazaat ma yagoodu fi l-salabaan yoom al-sabit. Wa achaan da, talabo min Bilaatus yikassuru rijileen al-masluubiin achaan yumuutu ajala wa khalaas al-janaazaat yidalluuhum. 
JHN.19.32	Wa l-askar jo le awwal naadum al-salabooh ma’a Isa wa kassaro rijileenah wa sawwo nafs al-cheyy le l-taani. 
JHN.19.33	Wa laakin wakit jo le Isa, chaafo hu mayyit khalaas. Wa achaan da ma kassaro rijileenah. 
JHN.19.34	Laakin askari waahid ta’an fi naaytah be harba wa tawwaali ke daffag minnah damm wa almi. 
JHN.19.35	Al-chaafah be eenah chaahid leyah wa chahaadtah sahiihe wa hu ya’arif kalaamah sahiih wa hu yachhad achaan intu kula ti’aamunu. 
JHN.19.36	Wa l-cheyy da bigi achaan kalaam al-maktuub fi l-Kitaab yitimm. Buguul {Ma yikassuru adum waahid min udaamah}. 
JHN.19.37	Wa l-Kitaab kula buguul {Yugummu yichiifu al-naadum al-ta’anooh}.
JHN.19.38	Wa ba’ad da, Yuusuf min hillit al-Raama macha le Bilaatus wa talab minnah janaazat Isa. Hu tilmiiz hana Isa laakin gaa’id yitaabi’ah be sirr achaan hu khaayif min al-Yahuud. Wa Bilaatus antaah izin wa Yuusuf macha chaal al-janaaza. 
JHN.19.39	Wa Nigudiimus al-naadum al-yoom waahid macha hajja ma’a Isa be l-leel, macha ma’aayah wa jaab talaatiin kiilo hana l-dihin al-indah fiiha sibir wa riihe usumha uud. 
JHN.19.40	Wa chaalo janaazat Isa wa ballo gabag tawiil fi l-dihin wa laffo beyah jismah. Wa be misil da, kafanooh fi aadat al-Yahuud. 
JHN.19.41	Wa fiyah jineene gariib le l-bakaan al-katalo Isa foogah. Wa fi l-jineene khabur
JHN.19.42	Wa l-khabur da gariib. Wa l-yoom al-Yahuud yihassulu foogah khumaam yoom al-sabit gariib yikammil. Wa achaan da dafano Isa fi l-bakaan da.
JHN.20.1	Wa yoom al-ahad wakit al-wata lissaa’ dalma, Mariyam al-Majdaliiye gammat machat le l-khabur wa chaafat kadar al-hajar al-kabiir al-awwal saddo beyah al-khabur ma gaa’id fi bakaanah. 
JHN.20.2	Wa hi gammat jarat le Sim’aan Butrus wa le l-tilmiiz al-aakhar, al-tilmiiz al-Isa yiriidah bilheen, wa gaalat leehum : Sayyidna chaalooh min al-khabur wa ma na’arfu al-bakaan al-waddooh foogah.
JHN.20.3	Wa Butrus wa l-tilmiiz al-aakhar marago wa chaalo al-derib al-maachi le l-khabur. 
JHN.20.4	Wa humman jaariyiin wa laakin al-tilmiiz al-aakhar sabagah le Butrus wa lihig al-khabur gubbaalah. 
JHN.20.5	Wa dangar taawag fi l-khabur daakhal wa chaaf al-gabag al-kafano beyah Isa laakin hu ma andassa. 
JHN.20.6	Wa Sim’aan Butrus wisil waraayah wa andassa tawwaali fi l-khabur. Wa chaaf al-kafan. 
JHN.20.7	Wa l-mindiil al-rabato beyah raas Isa ma gaa’id ma’a l-gabag wa laakin gaa’id fi bakaan wiheedah mutabbag adiil.
JHN.20.8	Wa l-tilmiiz al-aakhar al-lihig al-khabur gubbaalah, hu kula andassa daakhal wa chaaf al-khumaam wa aaman khalaas. 
JHN.20.9	Lissaa’ ma fihmo min al-Kitaab kadar Isa laabudda yab’as min ust al-maytiin. 
JHN.20.10	Wa l-talaamiiz gabbalo fi buyuuthum.
JHN.20.11	Wa laakin Mariyam ga’adat waagfe jamb khachum al-khabur wa gaa’ide tabki. Wa wakit gaa’ide tabki, hi dangarat wa taawagat fi l-khabur daakhal. 
JHN.20.12	Wa chaafat malaa’ika itneen khulgaanhum buyud. Humman gaa’idiin tihit fi l-bakaan al-janaazat Isa awwal raagde foogah, waahid fi bakaan raasah wa waahid fi bakaan rijileenah. 
JHN.20.13	Wa hajjo leeha wa gaalo : Mara zeene, maalki tabki ?
JHN.20.13	Wa hi raddat leehum wa gaalat : Ana gaa’ide nabki achaan chaalo sayyidi wa ma na’arif al-bakaan al-waddooh foogah.
JHN.20.14	Wa ba’ad hi gaalat al-kalaam da, hi anlafatat wa chaafat Isa waagif waraaha laakin ma irifat hu Isa. 
JHN.20.15	Wa Isa hajja leeha wa gaal : Mara zeene, maala tabki ? Tifattichi yaatu ?
JHN.20.15	Wa fi fikirha, hu al-khaddaam al-bakhdim fi l-jineene wa raddat leyah wa gaalat : Al-sayyid, kan inta chiltah, ooriini al-bakaan al-khatteetah foogah wa ana niwaddiih fi bakaan aakhar.
JHN.20.16	Wa Isa hajja leeha wa gaal : Mariyam.
JHN.20.16	Wa anlafatat chaafatah adiil wa gaalat : Ya rabbuunaay !
JHN.20.16	Ma’anaatah «ya mu’allim» be kalaam ibraani. 
JHN.20.17	Wa Isa hajja leeha wa gaal : Ma takurbiini. Ana lissaa’ ma tala’t le Abuui. Amchi le akhwaani wa ooriihum ana taali’ le Allah wa hu Abuui wa hu Abuuku. Wa hu Ilaahi wa hu Ilaahku.
JHN.20.18	Wa Mariyam al-Majdaliiye machat le talaamiizah wa gaalat : Ana chift sayyidna.
JHN.20.18	Wa oorathum be kulla cheyy al-hu gaalah leeha.
JHN.20.19	Wa nafs al-yoom, ya’ni yoom al-ahad, fi l-achiiye al-talaamiiz laammiin fi bakaan waahid wa l-biibaan mugaffaliin achaan humman khaayfiin min al-Yahuud. Wa Isa ja wa wigif fi usuthum wa sallamaahum. Wa hu gaal : Al-salaam aleekum.
JHN.20.20	Wa ba’ad hu sallamaahum, hu wassaf leehum iideenah wa naaytah. Wa wakit al-talaamiiz chaafo sayyidhum, humman firho farha chadiide. 
JHN.20.21	Wa Isa hajja leehum battaan wa gaal : Al-salaam aleekum. Ana nirassilku fi l-dunya misil Abuui rassalaani fi l-dunya.
JHN.20.22	Wa ba’ad hu gaal al-kalaam da, hu nafakh fooghum wa gaal : Akhbalo al-Ruuh al-Khudduus. 
JHN.20.23	Kan tisaamuhu le ayyi naadum zunuubah, Allah yakhfir leyah. Wa kan ma tisaamuhu le ayyi naadum zunuubah, Allah ma yakhfir leyah.
JHN.20.24	Wa Tuuma hu waahid min al-talaamiiz al-atnaachar wa usmah al-aakhar Chigg al-Toom. Wa hu ma gaa’id ma’aahum wakit Isa ja fi usuthum. 
JHN.20.25	Wa l-talaamiiz al-aakhariin oorooh beyah wa gaalo : Aniina chifna sayyidna.
JHN.20.25	Wa laakin hu radda leehum wa gaal : Kan ma chift be eeni al-bakaan al-ta’anooh fi iideenah be l-musmaar wa kan ma khatteet usba’i fi l-bakaan al-musmaar wa kan ma limistah fi naaytah be iidi, abadan ma ni’aamin.
JHN.20.26	Wa ba’ad usbuu’ waahid, talaamiiz Isa lammo battaan fi nafs al-beet wa Tuuma ma’aahum. Wa l-biibaan mugaffaliin wa laakin Isa ja wa wigif fi usuthum. Wa Isa sallamaahum wa gaal : Al-salaam aleekum.
JHN.20.27	Wa hajja le Tuuma wa gaal : Khutt usba’ak hini wa chiif iideeni. Midd iidak wa almasni fi naayti. Khalli minnak al-chakk wa aamin.
JHN.20.28	Wa Tuuma radda leyah gaal : Inta Rabbi. Inta Allah.
JHN.20.29	Wa Isa gaal : Inta aamant achaan chiftini. Mabruuk le l-naas al-yi’aamunu beyi kan ma chaafooni kula.
JHN.20.30	Wa wakit Isa gaa’id ma’a talaamiizah, hu sawwa ajaayib katiiriin al-ma maktuubiin fi l-kitaab da. 
JHN.20.31	Laakin al-kalaam al-maktuub hini ankatab achaan intu tisaddukhu kadar Isa hu al-Masiih wa Ibn Allah wa ti’aamunu beyah wa talgo be usmah al-haya al-abadiiye.
JHN.21.1	Wa ba’adeen Isa kula baan le talaamiizah jamb bahar hana Tibiriyaas. Wa daahu kikkeef hu baan leehum. 
JHN.21.2	Sim’aan Butrus wa Tuuma al-binaaduuh Chigg al-Toom wa Natanaayil al-min hillit Kaana fi daar al-Jaliil wa awlaad Zabadi wa battaan talaamiiz itneen gaa’idiin fi bakaan waahid. 
JHN.21.3	Wa Sim’aan Butrus hajja leehum wa gaal : Ana namchi nihawwit.
JHN.21.3	Wa gaalo leyah : Namchu ma’aak.
JHN.21.3	Wa marago wa rikbo fi l-markaba wa laakin tuul al-leel ma karabo cheyy.
JHN.21.4	Wa fajur fajur, Isa ja wigif fi khachum al-bahar wa l-talaamiiz ma irifo hu Isa. 
JHN.21.5	Wa Isa sa’alaahum wa gaal : Ya l-awlaad, karabtu huut walla ?
JHN.21.5	Wa raddo leyah wa gaalo : La.
JHN.21.6	Wa gaal leehum : Azgulu charakku fi nuss al-zeenaay wa takurbu huut.
JHN.21.6	Wa zagalo charakhum wa karabo huut katiir ke lahaddi ma gidro karrooh foog fi l-markaba. 
JHN.21.7	Wa l-tilmiiz al-Isa yiriidah hajja le Butrus wa gaal : Da Rabbina.
JHN.21.7	Wa wakit Sim’aan Butrus simi’ kadar al-Rabb ja, hu gamma rabat khalagah al-barraani wa natta fi l-bahar. Hu laabis lubaas chiyya bas achaan bakhdim. 
JHN.21.8	Wa l-talaamiiz al-aakhariin jo waraayah be l-markaba wa gaa’idiin yukurru al-charak al-malaan huut. Humman ma ba’iid min khachum al-bahar illa misil miya mitir. 
JHN.21.9	Wa wakit marago min al-markaba khalaas, chaafo kaanuun malaan jamur wa huutaay foogah wa khubza.
JHN.21.10	Wa Isa hajja leehum wa gaal : Jiibu waahidiin min al-huut al-dahaaba karabtuuhum.
JHN.21.11	Wa Butrus gamma wa karra al-charak fi khachum al-bahar wa l-charak malaan huut kubaar. Wa adadhum miya talaata wa khamsiin. Al-huut katiiriin bilheen wa laakin al-charak ma angata’. 
JHN.21.12	Isa naadaahum wa gaal : Ta’aalu afturu.
JHN.21.12	Ma fi naadum minhum haawal yas’alah wa yuguul «Inta yaatu ?» achaan fi guluubhum irifo da al-Rabb Isa. 
JHN.21.13	Wa Isa gamma chaal al-khubza wa antaahum minha wa sawwa nafs al-cheyy be l-huut. 
JHN.21.14	Wa di taalit marra Isa baan le talaamiizah min hu ba’as min ust al-maytiin.
JHN.21.15	Wa wakit fataro khalaas, Isa sa’al Sim’aan Butrus wa gaal : Sim’aan wileed Yuuhanna, tiriidni ziyaada min al-aakhariin walla ?
JHN.21.15	Wa Butrus radda leyah wa gaal : Aywa sayyidna, ta’arif niriidak.
JHN.21.15	Wa Isa gaal leyah : Ayyichhum le humlaani.
JHN.21.16	Wa marra taaniye sa’alah wa gaal : Sim’aan wileed Yuuhanna, tiriidni walla ?
JHN.21.16	Wa Butrus radda leyah wa gaal : Aywa sayyidna, ta’arif niriidak.
JHN.21.16	Wa Isa gaal leyah : Asrah be khanami.
JHN.21.17	Wa marra taalta Isa sa’alah wa gaal : Sim’aan wileed Yuuhanna, tiriidni walla ?
JHN.21.17	Wa bigi le Butrus gaasi achaan talaata marraat Isa sa’alah «tiriidni walla ?». Wa Butrus radda leyah wa gaal : Sayyidna, ta’arif kulla cheyy. Wa ta’arif niriidak.
JHN.21.17	Wa Isa gaal leyah : Ayyichhum le khanami. 
JHN.21.18	Asma’, nuguul leek al-hagg, wakit inta sakhayyar, inta rabatt sulbak wa macheet misil dawwart. Laakin wakit tabga kabiir, timattit iideenak wa naadum aakhar yarbutak wa yiwaddiik fi bakaan inta ma tidoor tamchi foogah.
JHN.21.19	Wa Isa gaal al-kalaam da achaan yi’oori Butrus be l-moot hu yumuut wa yimajjid Allah beyah. Wa ba’ad da, Isa gaal : Taabi’ini.
JHN.21.20	Wa Butrus anlafat wa chaaf waraahum al-tilmiiz al-Isa yiriidah. Wa da bas al-tilmiiz al-takka wara lahaddi lihig sadur Isa wakit gaa’idiin yil’achcho wa gaal «Sayyidna, yaatu al-naadum al-yidoor yukhuunak ?». 
JHN.21.21	Wa Butrus chaafah wa gaal : Ya sayyidna, tuguul chunu fi l-naadum da ?
JHN.21.22	Wa Isa radda leyah wa gaal : Kan ana nidoor hu yagood lahaddi nigabbil kula, da ma lammaak. Taabi’ni bas.
JHN.21.23	Wa min al-yoom da, naas gaalo al-tilmiiz da ma yumuut. Wa l-kalaam da chattat fi ust al-akhwaan. Laakin Isa ma gaal le Butrus kadar al-tilmiiz al-aakhar ma yumuut. Hu gaal «kan nidoor hu yagood lahaddi nigabbil kula, da ma lammaak».
