GEN.1.1	Diad gapoy gapo nen pinalsa na Dios iray katawenan tan say dalin,
LEV.16.4	Insan say 
LEV.16.5	Saray Israelita mangiter ira ed kinen Aaron na duaran kanding a kalakyan ya ibagat a para kasalanan tan sakey a karniron kalakyan ya isaklang a bagat a popoolan. 
LEV.16.6	Mangibagat na sakey a kalakyan a baka a pangekal ed saray dilin kasalanan to tan saray kasalanan da ray kabyangay pamilya to. 
LEV.16.7	Insan to iyakar ed lolooban na Tuldan Ayamay 
LEV.16.8	Diman to gawaen so pampapalaranan; ikana toy duaran bato a say sakey nanmarka na “para 
LEV.16.9	Si Aaron isaklang toy kanding ya apilin para 
LEV.16.10	Say kanding ya apilin para Azazel iyapay ton mabilay ed 
LEV.16.11	No ibagat nen Aaron imay bakan kalakyan a para saray kasalanan to tan saray kasalanan da ray kabyangay pamilya to, 
LEV.16.12	mangala na pananginay insinso a napnoy ngalab a nanlapud altar tan duaran akup a pinon insinso, insan awiten to ra ed loob na Sankasantosan a Pasen. 
LEV.16.13	Diman ed arap na 
LEV.16.14	Mangala na daiset a dala to may baka tan diad panamegley na tamoro to iwalsik tod arap na samay sakub, insan mamimpito ton iwalsik so daiset a dala diad arap to may Kaban na Sipanan.
LEV.16.15	Kayari to ya, pateyen to may kanding ya ibagat a para saray kasalanan da ray totoo. Awiten to ed Sankasantosan a Pasen so dala to tan iwalsik tod samay sakub, insan diad arap na samay Kaban na Sipanan a singa ginawa tod dala na samay baka. 
LEV.16.16	Diad onya, si Aaron gawaen toy sirimonya na panlinis ed samay Sankasantosan a Pasen lapud inkarotak na saray Israelita tan lapud kasalanan dan amin. Onyay nepeg ton gawaen ed samay Tulda, lapud manalalagey ed pegley na kampo a marotak onung ed ganggan. 
LEV.16.17	Anggapoy toon nepeg a manayam ed dalem na Tulda manlapud iloob nen Aaron ed Sankasantosan a Pasen a manggaway sirimonya na panlinis ya anggad ipaway to. Kayari ton gawaen so sirimonya a para sikato, para pamilya to, tan para amin ya Israelita, 
LEV.16.18	nepeg ya ompaway ya onlad altar a panagpoolan na saray bagat, ta linisan to. Nepeg a mangawit na daiset a dala to may bakan kalakyan tan daiset a dala to may kanding tan iporanis to ra ed saray pinagkasaklur na saray suyok na altar. 
LEV.16.19	Diad panamegley na tamoro to nepeg a mamimpito ton walsikan so tapew na altar. Diad onya, nalinisan to may altar ed saray kasalanan da ray totood Israel tan napasanto to.
LEV.16.20	No asumpal la nen Aaron a gawaen so sirimonya na panlinis ed Sankasantosan a Pasen, saray arum nin parti na Tuldan Ayamay 
LEV.16.21	Itapew ton duay lima to ed olo na samay kanding tan ipatua to dia iray amin a kaogsan, kasalanan, tan kasusumlang na saray totood Israel. Diad onya, niyalis to ra ya ed olo na samay kanding. Samay kanding et ibolus ed kalawakan na sakey a lakin apilin manggawa ed saya. 
LEV.16.22	Samay kanding et awiten ton amin iray kasalanan da ray Israelita diad dalin ya ag natotoowan.
LEV.16.23	Insan si Aaron onloob ed Tulda, lakseben to ray kawes na pari ya insosolung to kasakbayan a linmoob ed Sankasantosan a Pasen, insan to la rad man taynan. 
LEV.16.24	Nepeg a manames ed masanton pasen insan to isolung so dilin kawes to. Kayari to ya, ompaway, ta mangisablang na bagat a popoolan a mangekal na saray dilin kasalanan to tan saray kasalanan da ray katoowan. 
LEV.16.25	Poolan tod tapew na altar so taba na ayep ya ibagat a para kasalanan. 
LEV.16.26	Say toon angibolus na kanding ed kalawakan diad Azazel et nepeg ya ipesak toy kawes to tan manames kasakbayan ya ompawil ed kampo. 
LEV.16.27	Say laman na samay baka tan samay kanding ya imbagat a para kasalanan a say dala ra et niakar ed Sankasantosan a Pasen a pangekal na kasalanan, et iyakar irad paway na kampo tan diman ira poolan. Say katat, say karni, tan saray pait et poolan ira. 
LEV.16.28	Say toon mamool ed saraya et nepeg ya ipesak toy kawes to tan manames kasakbayan ya ompawil ed kampo.
LEV.16.29	Saray onggendan a totontonen et nepeg a tombuken ira ya anggan kapigan man a panaon. Diad kumaplon agew na kumapiton bulan, saray Israelita tan saray sangkailin manaayam ed kawalaan da et nepeg a manayuno ra tan ag ira mankimey. 
LEV.16.30	Diad sayan agew gawaen so sirimonya a panlinis ed sikara ed saray kasalanan da, pian nalinisan ira onung ed ganggan. 
LEV.16.31	Sayan agew et masanton tuloy, kanyan saray totoo et nepeg a manayuno ra tan ag ira mankimey. Sarayan totontonen et nepeg a tombuken ira ya anggan kapigan man a panaon. 
LEV.16.32	Say Pangulon Pari a nikonsagra tan nisaklang a salatan toy ama to et sikatoy manggawa na sirimonya na panlinis. Mansolung na saray kawes na pari 
LEV.16.33	tan gawaen toy sirimonya na panlinis ed Sankasantosan a Pasen, saray arum nin a parti na Tuldan Ayamay 
LEV.16.34	Sarayan totontonen et nepeg a tombuken ya anggan kapigan man a panaon. Sayan sirimonya et nepeg a gawaen a maminsan ed sakey taon a panlinis ed amin a kasalanan da ray Israelita.
LEV.16.34	Ginawa sirin nen Moises so ingganggan na 
LEV.17.1	Say 
LEV.17.2	ya iter tod kindi Aaron tan saray anak ton lalaki tan amin ya Israelita iray onggendan a totontonen. 
LEV.17.3+LEV.17.4	Say Israelitan mamatey na baka odino karniro odino kanding diad pasen ya aliwan diad lolooban na Tuldan Ayamay 
LEV.17.5	Say kabaliksan to yan ganggan et saya: saray Israelita et iyakar da la natan ed 
LEV.17.6	Say pari isibo tod saray dapag na altar a walad lolooban na Tulda so dala, tan poolan toy taba a mangiter na balingit a makapaliket ed 
LEV.17.7	Saray Israelita et ag da la nepeg a sumlangen so 
LEV.17.8	Siopamay Israelita odino sangkailin manaayam ed kawalaan da ray Israelita a mangisaklang na bagat a popoolan odino arum a bagat 
LEV.17.9	ed 
LEV.17.10	No walay Israelita odino sangkailin manaayam ed kawalaan da ray Israelita a mangan na dala, sumpaen na 
LEV.17.11	Walad dala so bilay na amin a pinalsan mabilay; sikato yay makasengeg a say 
LEV.17.12	Sikato yay makasengeg a say 
LEV.17.13	No say sakey ya Israelita odino sakey a sangkaili a manaayam ed kawalaan da ray Israelita et mangerel na ayep odino manok a malinis onung ed ganggan, nepeg ya ipaterter tod dalin so dala to insan to tabunan na dalin. 
LEV.17.14	Walad dala so bilay na amin a pinalsan mabilay; sikato yay makasengeg a say 
LEV.17.15	Siopaman a too, Israelita man odino sangkaili, a mangan na karni na ayep ya inatey a bukor odino pinatey na ayep ed takel et nepeg ya ipesak toy kawes to, manames, tan manalagar ya anggad labi kasakbayan a magmaliw a malinis onung ed ganggan. 
LEV.17.16	No ag to ra ya gawaen, nadusa.
LEV.18.1+LEV.18.2	Say 
LEV.18.3	Ag yo aaligen iray kagagawa na saray Egipsio a nanayaman yo nen saman, odino saray kagagawa da ray taga dalin na Canaan a pangyaakaran kod sikayo natan. 
LEV.18.4	Sumpal yo ray ganggan ko tan tombuk yo ray bilin kod sikayo. Siak so 
LEV.18.5	Tombuk yo ray ganggan tan saray bilin ya iter kod sikayo; makapansiansia kayon mambilay no onuren yo ra. Siak so 
LEV.18.6	Say 
LEV.18.7	Ag mo ipepelag ed kababaingan so amam lapud piakdul mod inam. Ag nepeg ya ipelag mod kababaingan so dilin inam. 
LEV.18.8	Ag yo ipepelag ed kababaingan so amam lapud piakdul mod siopaman ya asawa to. 
LEV.18.9	Ag ka miaakdul ed peteg ya agim a bii odino agim ed ama odino ina, anggaman a sasakey ya abung so binalegan yo. 
LEV.18.10	Ag mo piaakdulan so apom a bii; ipelag to ka ya ed kababaingan. 
LEV.18.11	Ag ka miaakdul ed biin anak nen amam ed sananey a bii ta agim met ni lamlamang. 
LEV.18.12+LEV.18.13	Ag ka miaakdul ed panginaen mo, agi man na amam odino agi na inam. 
LEV.18.14	Ag ka miaakdul ed asawa na pangamaen mo, ta panginaen mo met ni lamlamang. 
LEV.18.15	Ag ka miaakdul ed biin manugang mo 
LEV.18.16	odino diad ayrom. 
LEV.18.17	Ag ka miaakdul ed anak odino apo na biin akiakdulan mo la; nayarin asingger a kanayon mo et maoges a tuloy so piakdul mod sikato. 
LEV.18.18	Ag mo aasawaen so ayrom legan a mabilay niy asawam.
LEV.18.19	Ag ka miaakdul ed biin naliliberan, ta marotak onung ed ganggan. 
LEV.18.20	Ag ka miaakdul ed asawa na sananey a laki; pagmaliwen to kan marotak onung ed ganggan. 
LEV.18.21	Ag mo aabuloyan a saray anak mo et nikana ra ed pangigalang ed diyos-diyos a Moloc, ta mangipelag ya ed kababaingan na ngaran na Dios. 
LEV.18.22	Ag nepeg a say sakey a laki et miakdul ed kapara ton laki; kabosul ya na Dios. 
LEV.18.23	Ag nepeg a misiping ed ayep so sakey a laki odino bii; mabambanday yan kagagawa tan pagmaliwen to kayon marotak onung ed ganggan.
LEV.18.24	Ag yo dodotakan so sikayon dili onung ed ganggan diad panamegley na sarayan kagagawa, ta saray paganon manaayam ed dalin a laen yo et sikara yay impanotak dad sikaran dili; pataynanen ira na 
LEV.18.25	Lapud saray kagagawa ra dinotakan da so dalin da, kanyan say 
LEV.18.26+LEV.18.27	Ginawa ra yan amin a mabambanday a kagagawa kanyan dinotakan day dalin, balet ag nepeg a gawaen yo ra ya. Amin yo, Israelita kayo man odino sangkaili, nepeg ya onuren yo ray ganggan na 
LEV.18.28	et diad ontan say dalin ag to kayo pagiten, a singa impamagit tod saray pagano a nanayam diman kasakbayan na panayam yo. 
LEV.18.29	Ta siopamay manggawad sarayan mabambanday a kagagawa et ag la nibilang a sakey ed saray totoo na Dios.
LEV.18.30	Say 
LEV.19.1+LEV.19.2	Say 
LEV.19.3	Balang sakey ed sikayo et nepeg a pangalangan toy ina to tan say ama to, tan nepeg a ngilinan toy Agew na Panagpainawa, onung na ingganggan ko. Siak so 
LEV.19.4	“Ag yo ak ikakaindan tan ag kayo mangigagalang ed saray talintaoy diriyos; ag kayo manggagawa na saray mital a diriyos insan yo ra pampikasian. Siak so 
LEV.19.5	“No mamatey kayo na ayep ya ibagat a para kareenan, tombuk yo ray totontonen ya inter kod sikayo, et awaten koy bagat yo. 
LEV.19.6	Say karni et nepeg a kanen diad agew na impamatey ed ayep odino diad ontombuk ya agew. Nepeg a poolan so karnin nakeraan ed kumatlon agew, 
LEV.19.7	lapud marotak onung ed ganggan; no walay mansira ed sayan karni, ag ko awaten so bagat yo. 
LEV.19.8	Siopamay mangan ed nakeraan a karni mankasalanan lapud panleglemew tod bengatlan masanto, tan ag la nibilang a sakey ed saray totook.
LEV.19.9	“No manani kayod saray kaalogan yo, ag yo gagapasen iray walad saray gilig na kaalogan yo tan ag yo la papawilen a tortoren iray atilak-tilak. 
LEV.19.10	Ag yo totortoren iray atilak a bungay igos kayari yon mamborbor, ni dodokdoken iray napnaplag ed dalin; paolyan yo la ran para saray mairap-bilay odino saray sangkaili. Siak so 
LEV.19.11	“Ag kayo mantatakew odino manasaol odino mantitila. 
LEV.19.12	Ag kayo mansisipan ed ngaran ko no ag yo lamlamang tooren; saya et makapangipelag ed kababaingan na ngaran ko. Siak so 
LEV.19.13	“Ag yo aanamutey pankanawnawa yod arum a too odino tatakewan yo. Ag yo aabalaen na anggan sanlabi so upa na siopaman ya impankimey yo. 
LEV.19.14	Ag yo aayewen so toon telek; ag kayo mangiiyan na antokaman a pakapateran na toon bulag. Takotan yo ak; siak so 
LEV.19.15	“Nepeg a maptek tan matonung so pangiter yoy sintinsia; ag yo kikilingan so toon mairap-bilay, ni tatakotan so toon mayaman. 
LEV.19.16	Ag yo tatalabutoben so siopaman, tan no walay toon nidalem ed korti a nayarin nasintinsiaan na patey, mantasi kayo no say pantasi yo et natulongan to. Siak so 
LEV.19.17	“Ag yo bobosulen so siopaman a too, no ag ingen mipulangan kayod sikato, pian ag kayo mankasalanan lapud sikato. 
LEV.19.18	Ag kayo ombabawi ed siopaman a too odino say ituloy yon bosulen, no ag ingen aro yo so kapara yon too a singa panangaro yo ed sikayon dili. Siak so 
LEV.19.19	“Onur yo ray ganggan ko. Ag yo pakakastaan so sakey ya ayep ed doman ayep. Ag kayo mantatanem na duaran nandomaan a bokel ed sakey ya alog. Ag kayo mangisosolung na kawes ya inabel ed duaran klasiy tinebey.
LEV.19.20	“No akisipanan lan mikasal ed sakey a laki so sakey ya aripen a bii, et ag ni abayaran, ni nibolus, insan walay lakin miakdul ed sikato, nepeg a nadusa ran dua, balet ag nepeg iran pateyen, bangta sayan bii et sakey ya aripen. 
LEV.19.21	Samay lakin akiakdul mangyakar na karniron kalakyan diad lolooban na Tuldan Ayaman ko, ta bagat ton pambayar. 
LEV.19.22	Diad panamegley na sayan karniro say pari gawaen toy sirimonya na panlinis a pangekal na kasalanan na samay laki, et pirdonaen na Dios.
LEV.19.23	“No makasabi kayo la ed dalin na Canaan tan mangitanem kayo na anggan anton klasiy kiew a mambunga, nepeg yon ibilang a marotak onung ed ganggan iray bunga ra ed loob na ononan taloy taon. Diad loob na sayan panaon ag yo ra kakanen. 
LEV.19.24	Diad kumapat a taon amin a bungay kiew et ibagat yo ran pangipanengneng na pisasalamat yod siak a 
LEV.19.25	Balet diad kumaliman taon nayarian yo lan kanen so bunga ra. No sumpalen yo ya, mambunga na dakel iray kakiewan yo. Siak so 
LEV.19.26	“Ag kayo mangakan na karnin nandala ni. Ag kayo manggagawa na antokaman a panagbuyon odino panagsalamangka diad pananulong na maoges ya ispiritu. 
LEV.19.27	Ag yo kakatlian so buek ed saray diking na olo yo, ni popotutan so balbas yo, 
LEV.19.28	ni tatatakan so laman yo odino salsalgeran so laman yo lapud panermen yod inatey yo. Siak so 
LEV.19.29	“Ag yo ipepelag ed kababaingan iray anak yon bibii lapud panggawa yod sikaran marotak a bibii ed timplo;
LEV.19.30	Ngilinan yo so Agew na Panagpainawa, tan pangalangan yo so pasen a panangigalangan ed siak. Siak so 
LEV.19.31	“Ag kayo miaalay simbawa ed saray totoon manangipanon ed saray ispiritu na inaatey. No gawaen yo ya, magmaliw kayon marotak onung ed ganggan. Siak so 
LEV.19.32	“Itdan yoy lugar iray mamatakken tan igalang yo ra. Takotan yo ak a 
LEV.19.33	“Ag yo panggagawaan na makapoy iray sangkailin manaayam ed dalin yo. 
LEV.19.34	Ipasen yo ran singa pangipasen yod saray kapara yon Israelita, tan aro yo ran singa panangaro yod sikayon dili. Ag yo lilingwanan a sangkaili kayo met nen saman ed dalin na Egipto. Siak so 
LEV.19.35	“Ag yo sasaolen so siopaman diad pangikana yoy masaol a sukatan, simbangan, odino bilangan. 
LEV.19.36	Ikana yoy anggapoy saol a simbangan tan sukatan. Siak so 
LEV.19.37	Sumpal yo ray amin a ganggan ko tan saray bilin ko. Siak so 
LEV.20.1+LEV.20.2	Say 
LEV.20.3	No walad sikayoy mangiter ed Moloc na sakey ed saray anak to tan dotakan toy masanton Tuldak tan ipelag ton kababaingan so masanton ngaran ko, sumpaen ko tan ag ko la ibilang a sakey ed saray totook. 
LEV.20.4	Balet no palabasen na katoowan so ginawa to tan ag da pateyen, 
LEV.20.5	siak a dili so onsumpad sikato tan amin a kabyangan na pamilya to tan sumpaen ko met iray amin a mikasakey ed insumlang tod siak diad impangigalang tod Moloc. Ag ko la ra ibilang a totook.
LEV.20.6	No walad sikayoy onkerew na simbawa ed saray midium tan diad saray manangipanon ed saray ispiritu na inaatey, sumpaen ko tan ag ko la ibilang a sakey ed saray totook. 
LEV.20.7	Nepeg a masanto kayo ta siak so 
LEV.20.8	Sumpal yo ray ganggan ko, lapud siak so 
LEV.20.9	Say 
LEV.20.10	No say sakey a too et mikaloguran ed asawa na kapara ton Israelita, sikato tan say biin akikaloguranan to et nepeg iran pateyen. 
LEV.20.11	Say lakin miakdul ed sakey ed saray asawa na ama to ipelag tod kababaingan so ama to, tan sikato tan say biin akiakdulan to et nepeg iran pateyen. Sikaran dili so makasengeg na ipatey da. 
LEV.20.12	No say sakey a laki et miakdul ed manugang to, nepeg iran pateyen a dua. Maoges a tuloy so ginawa ra tan sikaran dili so makasengeg ed ipatey da. 
LEV.20.13	No say sakey a laki et miakdul ed kapara ton laki, nanggawa ran dua na kabandayan tan nepeg iran pateyen a dua. Sikaran dili so makasengeg na ipatey da. 
LEV.20.14	No say sakey a laki et asawaen toy sanina, nepeg iran poolan a talo ya anggad ag da ipatey lapud maoges a tuloy so ginawa ra; ag yo ya aabuloyan a nagawad sikayo. 
LEV.20.15	No say sakey a laki et misiping ed ayep, sikato tan say ayep ya akisipingan to et nepeg iran pateyen. 
LEV.20.16	No say sakey a bii et pasipingan ed ayep, sikato tan say ayep ya akisipingan to et nepeg iran pateyen. Sikaran dili so makasengeg na ipatey da.
LEV.20.17	No say sakey a laki et asawaen toy agi ton peteg odino say agi tod ama o ina, nanggawa ran duay kababaingan, tan nepeg iran pataynanen ed olupan da ray Israelita. Akiakdul ed agi to kanyan nepeg ya akoen toy dusa na ginawa to. 
LEV.20.18	No say sakey a laki et miakdul ed biin naliliberan nepeg iran pataynan ed olupan da ray Israelita, lapud sinumpa ray totontonen nipaakar ed inkarotak onung ed ganggan.
LEV.20.19	No say sakey a laki et miakdul ed panginaen to, nepeg ya akoen day dusa lapud maoges a tuloy so ginawa ra. 
LEV.20.20	No say sakey a laki et miakdul ed asawa na pangamaen to ipelag tod kababaingan so pangamaen to tan sikato tan samay biin akiakdulan to et nepeg iran dusaen; ag ira nawalaan na anak. 
LEV.20.21	No alaen na sakey a laki so asawa na agi to, ompatey iran dua ya anggapoy anak. Nanggawa may laki na karotakan onung ed ganggan tan impelag tod kababaingan so agi to.
LEV.20.22	Say 
LEV.20.23	Ag yo aaligen iray kagagawa na saray totoon manaayam diman; pataynanen ko ra may paganon totoo pian makaloob kayo. Lapud saray maoges a gagawaen da, pinaingungot da ak. 
LEV.20.24	Balet insipan kon kayaryanen yo man a mataba tan mayaman a dalin, kanyan iter kod sikayo. Siak so 
LEV.20.25	Kanyan nepeg yon pambiigan iray ayayep tan saray manok a malinis tan saray marotak onung ed ganggan. Ag yo kakanen iray marotak ya ayayep odino saray manok. Sinintinsiaan ko la ran marotak, tan magmaliw kayon marotak no kanen yo ra. 
LEV.20.26	Nepeg a masanto kayo tan siak labat so akankayaryan ed sikayo, lapud siak so 
