GEN.1.1	Indeeŋe ta matapopoten kat na, Anutu iur saamba mi toono mi koroŋ ta boozomen.
MRK.4.19	Tamen tikam ŋgar biibi mete pa pataŋana ta izze kizin i, mi koroŋ matakiŋa ki toono ipalpaala matan, ma lelen ilip pa koroŋ pakan. Tabe koroŋ soroksorok tina ikaukau zin, ma urlaŋana kizin ipiyooto ŋonoono ambaiŋana sa som.
MRK.4.20	Mi toono pakaana ambaiŋana ta kini iweniwen pakan titoptop su pa na, ina ise kizin wal ta tileŋ Anutu sua kini, mi tikam ma imbol pizin. Tabe urlaŋana kizin ipiyooto ka ŋonoono. Pakan tipiyooto uraata ambaimbaiŋan boozo, pakan boozo kat, mi pakan boozo ma ilip.”
MRK.4.21	Yesu iso mini ma iso: “Parei? Sombe tutun lam sa, ko tuur lela mbalia kopo mbarmaana, som tukutunkaala pa timbiiri? Som. Iti tuurur se kor.
MRK.4.22	Tana koroŋ turkeŋan, inako kaimer tiswe ma ipet mat. Mi koroŋ zukŋan, inako kaimer tipeeze ma borok su.
MRK.4.23	Niom so talŋoyom, na keleŋ sua tio ti mi kakam ŋgar pa.”
MRK.4.24	Mi Yesu iso pizin mini ma iso: “Sua ta niom keleŋleŋ i, na kakam kat ŋgar pa. Pa mbulu pareiŋana ta so kakam pa sua tana, inako kere ka pekelŋana, mi ko ilip.
MRK.4.25	Pa tomtom ta so ikam ŋgar pa sua ki Anutu, mi ikam ka uraata, inako Anutu ikam le ŋgar pakan ma isala ki. Tamen ni ta ikam ŋgar pa som, mi ikam ka uraata som na, ŋgar kini musaari tina, Anutu kola itatke pini.”
MRK.4.26	Yesu iso mini ma iso: “Peeze ki Anutu na, ka mbulu kembei ta tomtom ta. Ni ikam kini iweniwen ma itiyaryaara isu mokleene. 
MRK.4.27+MRK.4.28	Itiyaara makiŋ, to imbotmbot mi iurur mataana pa toono be ikam ma kini indom ma ise mi ipiyooto ŋonoono. Tana ni ikenne pa mbeŋ, mi iloulou pa aigule, mi toono itunu iputum kini tina. Mi mbulu tabe kini itum pa i, ina ni iute som. Loŋa men mi ber ma ise, to iur kiini ma isala, iur ruunu, to ŋonoono.
MRK.4.29	Mi sombe ŋonoono irao pa kanŋana mi mai ka nol ipet, na katuunu ko iŋgo zin uraata kan ramaki buza ma tila tiyembut, mi tiyo ma tila ruumu kini.”
MRK.4.30	Yesu ikam sua tooroŋana mini mi iso ta kembei: “Peeze ki Anutu na, ka mbulu pareiŋana? Ko aŋso se ki sokorei, to kakam ŋgar pa? 
MRK.4.31	Ina kembei ta mastet iweene. Koroŋ tina na, somto kat pa koroŋ iweniwen ta boozomen isu toono ti. 
MRK.4.32	Tamen sombe tapaaza sula toono, na indom ma ise, mi isala ma ilip pa zin zeere pakan ma iwe kembei ta ke i. Mi iur namannaman bibip ma iur narenren pizin man tabe tipo len ŋgini sala.”
MRK.4.33	Tana Yesu ikam sua ki Anutu ila sua tooroŋan boozomen ta kembei. Pa isombe ikam sua ta irao pa ŋgar kizin bekena tileŋ mi tikam ŋgar pa. 
MRK.4.34	Tana iwal biibi na, ni ikamam sua tooroŋan men pizin. Mi sombe ziŋan naŋgaŋ kini men timbotmbot, tona iwesweeze sua uunu ta boozomen pizin.
MRK.4.35	Timbotmbot ma rou, to Yesu iso pizin naŋgaŋ kini ma iso: “Ayo, tamaŋga mi takam wooŋgo ma talae mbaaga.” 
MRK.4.36	Tana tizem zin iwal biibi tina ma timbotmbot, mi naŋgaŋ kini tiyo zin se wooŋgo ta Yesu imbotmbot sala na, ma tila. Mi wooŋgo pakan tomini tigaaba zin ma ziŋan tila. 
MRK.4.37	Tila lukutuunu, to miiri ipol ma mburaana, mi ipei duubu ma ise. Tabe ikam ma lele isaana kat, mi tai borokborok sula wooŋgo leleene mabe wooŋgo imon. 
MRK.4.38	Mi Yesu, ni iur uteene se kiliigi mi ikenne ta wooŋgo mbuleene a. Tana naŋgaŋ kini tipai i mi tiso: “Wae, mos katuunu, re iti! Iŋgi be tomon i!”
MRK.4.39	To Yesu imaŋga mi iŋasaara miiri. Mi iso pa duubu: “Hai! Ur nim. Pol mini pepe!” Tona miiri imap mi taun biibi isu. 
MRK.4.40	To Yesu iso pizin naŋgaŋ kini ma iso: “Komoto sorok paso? Urlaŋana tiom imbol zen?” 
MRK.4.41	To motoŋana biibi ikam zin ma tikam ŋgar boozo. Mi tiparso sua pizin ma tiso: “Wai, to ti ni pareiŋana, ta miiri ma duubu tomini tileŋleŋ la kalŋaana?”
MRK.5.1	Yesu ziŋan naŋgaŋ kini tila tipet lele pakaana kizin Gerasa, ta imbot la tai pakaana mbaaga na. 
MRK.5.2+MRK.5.3	Yesu izem wooŋgo mi ilu i su peende na, tomtom ta ikoŋuru i ma imar. Tomtom tana bubuŋana sananŋana ikami ma imbotmbot lela raŋ sumbunsumbun ta tiurur zin wal meeteŋan lela i. Mi tomtom tirao be tikiskisi mi tipo i na som. 
MRK.5.4	Pa titomtoombo be tipo kumbuunu ma namaana pa re mi sen na, ni iyatutut zin mi iko ma ila ne. Tana tomtom tirao be tiyaraami na som. Pa ni mburaana ilip kat. 
MRK.5.5	Ni ra, ikennekaala mataana som. Mbeŋ ma aigule na, iwwa le sorok pa su, mi imbotmbot ta zin meeteŋan murin ma iyakyak mi itartaara itunu pa pat.
MRK.5.6	Ni imbot molo mi mataana ila na ire Yesu. To iloondo ma ila itop su kereene uunu. 
MRK.5.7+MRK.5.8	Tona Yesu iso pa bubuŋana sananŋana tana be iyooto pa tomtom tana. Tabe ni iboobo se pini ma iso: “Aii, Yesu, Anutu kor kana Lutuunu, iŋgi ko kam parei pio? Nio aŋtaŋroro u pa Anutu zaana, seeze motoŋ pepe!” 
MRK.5.9	To Yesu iwi i. Iso: “Ai, nu zom asiŋ?” Mi ni ipekel ma iso: “Nio zoŋ Legion. 
MRK.5.10	To bubuŋana sananŋana tina itaŋroro i be iziiri zin pa lele tana pepe. 
MRK.5.11	Lele tana na, ŋge uunu biibi kat ta tikanan sala abal zilŋaana ma timbotmbot. 
MRK.5.12	Tana bubuŋana sananŋan tina tiso pini ma tiso: “A, yok piam ma amla amloondo pizin ŋge tiŋga.”
MRK.5.13	Ni iyok pizin, tona tiyooto pa tomtom tana mi tila tiru pizin ŋge. Ŋge uunu tana biibi kat, kembei munŋaana ru (2,000) ma iŋgi. To zin ŋge tana tiko, mi tiparkamtoto zin ma tila pa yok tatiliuŋana kezeene, to tizirir pa dogo ma tisula, mi tiwin katkat yok ma timetmeete lup.
MRK.5.14+MRK.5.15	Zin tomtom ta timborro ŋge ŋan i, tire mbulu tina, to tiko ma tila mi tizzo uruunu pizin tomtom ta boozomen ma irao kar ma ila. Tabe tomtom timeke ma tila be tire kat mbulu ta ipet na. Tipet ki Yesu na, tire tomtom ta muŋgu bubuŋana sananŋan boozomen tizeebi na, ŋgar kini ambai mini, mi iurpe ruŋguunu ma ambai, mi imbutultul ma imbotmbot. Wal tana tire i na, motoŋana biibi ikam zin. 
MRK.5.16	Mi zin wal tau timbotmbot ma tire kat mbulu ta Yesu ikam pa tomtom tina mi zin ŋge na, tipit mbol pa ma iwal tileŋ. 
MRK.5.17	Tona iwal tana timaŋga mi timaŋmaŋ Yesu be izem lele kizin, mi ila pa lele pakaana toro sa. 
MRK.5.18	Tana Yesu ila ma ise wooŋgo mini. Beso ila na, tomtom tana ikam biluuŋu be ziŋan tila. 
MRK.5.19	Tamen Yesu iyok pini som, mi iso pini ta kembei. Iso: “Miili ma la kar ku, mi so zin toŋmatiziŋ ku pa mbulu ta Anutu ikam pu na. Pa ni imuŋai u mi ikam uraata biibi pu.” 
MRK.5.20	Tana tomtom tina ila, mi isoyaara sua pa uraata biibi ta Yesu ikam pini na isu kar ta boozomen ta imbot lele pakaana ki Dekapolis na. Mi wal boozomen ta tileŋ sua kini na, timurur pa Anutu mburaana. Tikam ŋgar pa ma tirao som.
MRK.5.21	Yesu ziŋan naŋgaŋ kini tikam wooŋgo, mi timiili ma timar mini pa tai pakaana mbaagi, to zin iwal biibi timar ma timokor la kini su peende, mi ziŋan timbotmbot. 
MRK.5.22	Mi mboroŋan ta ki lupŋana muriini, zaana Yairus, ni ila ipet ki Yesu, mi itop su kumbuunu uunu, 
MRK.5.23	to itaŋroro i ma iso: “O biibi, lutuŋ moori ra, mete biibi ikami mabe imeete. Mar ruumu tio ma nomom isalakaali, bekena niini ambai mini. Kokena imeete.”
MRK.5.24	Tana Yesu imaŋga mi ziru tipa ma tila. Mi iwal biibi ta tikuuti mi tiparzalla pizin ma ziŋan tila. 
MRK.5.25	Tiwwa ma tila na, tindeeŋe moori ta. Ni, mete kizin moori ikami ma ikisi pa ndaama laamuru mi ru kek. 
MRK.5.26	Ni ilala kizin tomtom ta tiurpewe zin meteŋan i, mi ire yoyouŋana biibi ila naman, mi ipasaana koroŋ kini ta boozomen pizin bekena tiuuli. Tamen tikam, na som. Mete kini tana ipasaani mabe isaana kat. 
MRK.5.27	Moori tana ileŋ Yesu uruunu kek. Tana itokelkeeli ma ila be iteege mburu kini. 
MRK.5.28	Pa ikam ŋgar ta kembei: “Oo, sombe aŋteege lae pa mburu kini koroŋŋana risa, to mete tio imap.”
MRK.5.29	Beso iteegi na, iyamaana itunu kembei mete kini imap ma niini ambai. 
MRK.5.30	Mi indeeŋe tana, Yesu iyamaana itunu kembei mburaana ri izemi. Tana mataana imiili pizin iwal biibi tana mi iwi zin. Iso: “Asiŋ ta iteege mburu tio?” 
MRK.5.31	Mi naŋgaŋ kini tipekel kwoono ma tiso: “Nu wi paso? Zin iwal biibi ta tizalla piti i, motom ma re zin som?” 
MRK.5.32	Tamen Yesu mata rru tomtom ta iteegi na. 
MRK.5.33	Beso moori tina iyamaana itunu kembei mete kini imap na, motoŋana ikami mi kete kutkut. To ikoŋuru Yesu ma ila itop su kereene uunu, mi iswe mbulu ta ipet pini na. 
MRK.5.34	Tana Yesu iso pini. Iso: “O luŋri, urlaŋana ku ta iuulu u ma nim ambai. La raama lelem ambai. Pa pataŋana ku ta imap kat.” 
MRK.5.35	Yesu izzo sua pa moori tina ma imbotmbot, mi wal ta timbot Yairus ruumu kini na, tikam lutuunu moori uruunu ma timar, mi tiso lae pa Yairus. Tiso: “Ou kolman, segeede sorok tomtom biibi tana ma ila ruumu ku pepe. Pa lutum moori ipas kek.” 
MRK.5.36	Tamen Yesu ileŋ sua ta tiso pa Yairus na, iso pini ta kembei: “Moto pepe. Kis urlaŋana ku. Pa nio aŋbotmbot.” 
MRK.5.37	To iso pizin iwal biibi be timbot, mi ikam Petrus ziru Yems mi tiziini Yoan men ma ziŋan tila. 
MRK.5.38	Tiwwa ma tila tipet ruumu ki Yairus. Mi Yesu ileŋ tiŋiizi biibi izalla, mi ire zin wal tizzu ma tizze, 
MRK.5.39	to ilela ruumu leleene mi iso pizin. Iso: “Parei ta kataŋtaŋ ma koyo orooro biibi ma kembei? Morri tana, ni imeete som. Iŋga sa ikeene na.” 
MRK.5.40	Zin tileŋ sua kini tana na, tiseeŋge pini. Tana iziiri zin ma tiyooto lup. To ikam morri tana tamaana ma naana, mi naŋgaŋ kini tel tina, mi ziŋan tilela ruumu leleene ta morri ikenne pa na. 
MRK.5.41	To Yesu iteege su pa namaana mi iso: “Talita kum!” (Sua ti ka uunu ta kembei: ‘Morri, nio aŋso pu: maŋga!’) 
MRK.5.42	To ni burup ma imaŋga mi iwwa pataaŋa. Morri tina, ka ndaama laamuru mi ru. Zin wal ta tire mos tina na, tiŋa naman. Paso, tikam ŋgar pa ma tirao som. 
MRK.5.43	Mi Yesu iŋgalsek pizin be tiso uruunu pa tomtom sa pepe. Tona iso pa tamaana ma naana be tikam lutun moori ka kini ma ikan.
MRK.6.1	Yesu izem lele tana, mi imiili ma ila pa itunu kar kini. Mi naŋgaŋ kini tito i ma ziŋan tila. 
MRK.6.2	Indeeŋe aigule potomŋana tabe keten su pa i na, Yesu ilela lupŋana muriini mi ikamam sua ki Anutu pizin tomtom. Mi wal boozomen ta tileŋ sua kini na, timurur pa ŋgar kini ma tiso: “Wai, to tiŋgi ikam mbulu boozomen tiŋgi be parei? Asiŋ ipaute i, ta le ŋgar biibi ta kembei? Mi parei ta ni irao ikam mos bibip ta kembei? 
MRK.6.3	Ni kar toro sa bekena takankaana pini? To ti, ni tomtom ki iwwo ruumu tau. Naana Maria, mi tiziini bizin Yems, Yose, Yudas, mi Simion, ziŋan lunuri bizin, ta niamŋan ambotmbot i.” Tana tirepiili i mi tiurla kini som. 
MRK.6.4	Tabe Yesu iso pizin ma iso: “Anutu kwoono sa, sombe ikam uraata su itunu kar kini, nako wal kini mi toŋmatiziŋ kini matan pasomi. Mi sombe ila lele toro, nako len ŋger pini mi tiwit uruunu.” 
MRK.6.5	Tana Yesu irao be itooro mos biibi sa isu tana na som. Tamen namaana isalakaala zin meteŋan tataŋa ma nin ambai. 
MRK.6.6	Mi ikam ŋgar boozo pa zin wal kini. Parei ta tiurla kini som?
MRK.6.6	Tona Yesu imaŋga ma izem kar kini, mi iwwa pa kar ta boozomen mi ikamam Anutu sua kini pizin tomtom. 
MRK.6.7	Mi ilup naŋgaŋ kini laamuru mi ru, mi iur zin se ruŋa pa uraata, be tila ma tiziiri bubuŋana sananŋan. 
MRK.6.8+MRK.6.9	Mi iur sua pizin be tila na, tipa raama mburu boozo pepe. Irao tikam kini pepe, pelpeele pepe, pat pepe, mi mburu keeneŋana pepe. Tiur kumbun keteene mi titeege len tete men be tipa pa. Ina irao. 
MRK.6.10	Mi iso pizin ta kembei. Iso: “Niom sombe kala pa kar sa, mi tikam yom ma tiur yom pa ruumu tasa, na kombotmbot ruumu tina men ma irao kezem kar tana. 
MRK.6.11	Mi sombe kar sa tileŋ yom som, mi titit yom, na kitirke ululu kizin pa kumbuyom ma isu lene, mi kezem zin ma kala leyom. Naso iwe kilalan pizin pa sanaana kizin.” 
MRK.6.12	Tana naŋgaŋ kini tila mi tizzoyaryaara sua pizin tomtom boozomen be tizem sanaana kizin mi titooro lelen. 
MRK.6.13	Mi tizirziiri bubuŋana sananŋan boozomen pizin tomtom, mi tizulzuulu ŋgere ise zin meteŋan kulin, mi tiurpewe zin ma nin ambai. 
MRK.6.14	Yesu uruunu ila ma irao lele ta boozomen kek. Tabe king Erot, ni ileŋ uruunu tomini. Pa tomtom pakan tiso ta kembei: “Iŋga ko Yoan som? Tomtom ta muŋgu ikamam yok pizin iwal, mi imeete ma ila, ta iŋga burup ma imaŋga mini a. Tanata le mburaana biibi kat.” 
MRK.6.15	Mi pakan tiso: “Soom. Iŋga Anutu kwoono Ilia ta imiili ma imar mini a.” Mi pakan tiso: “E-e. Iŋga ko Anutu kwoono toro sa, raraate kembei ta Anutu kwoono bizin ta muŋgu tikamam uraata na.” 
MRK.6.16	Mi Erot ileŋ Yesu uruunu na, iso: “Iŋga ko Yoan tau. Tomtom ta aŋpuni ma imeete, ta imaŋga mini ma imbotmbot a.” 
MRK.6.17+MRK.6.18+MRK.6.19+MRK.6.20	Ni iso ta kembei paso, ikam ŋgar pa mbulu ta muŋgu ikam pa Yoan na. Mbulu ta kembei: Muŋgu Erot iwoolo kana toono Pilip kusiini, zaana Erodias. Tana Yoan ila ki Erot, mi iyaambi ma iso pini ta kembei. Iso: “Mbulu ta kam pa tom Pilip kusiini, ina nu molo pa tutu.” 
MRK.6.17+MRK.6.18+MRK.6.19+MRK.6.20	Sua tana ikam ma Erodias keteene malmal pa Yoan. Tana iru zaala be ipuni ma imeete. Tamen itoombo ma som. Paso, Erot ire Yoan kembei ni tomtom ndeeŋeŋana mi tomtom potomŋana ki Anutu. Tana imoto i, mi ipeteke waene be ipasaani pepe. Mi iso ma tikam Yoan ma tila tipo i, mi tiuri lela ruumu sanaana ma imbotmbot. Yoan imbotmbot lela ruumu sanaana leleene, mi ikamam sua pa Erot. Mi indeeŋe ta Erot ileŋleŋ sua kini na, dadaru ikamami pa. Tamen ni leleene be ileŋleŋ men.
MRK.6.21	Timbot ma kaimer to zaala ipet pa Erodias be ipun Yoan. Indeeŋe Erot mbeŋ kini na, ni ikam kini biibi, mi ilup zin wal ta timuŋmuuŋgu pa uraata kini na, raama zin bibip kizin malmal kan mi zin peeze kan ki Galilea be ziŋan tikan kini mi menmeen zin. 
MRK.6.22	To Erodias lutuunu moori ilela ruumu leleene, mi irak su keren uunu ma ambai kat. Tabe ipas Erot ziŋan zin wal tina keten. Tana Erot isu mi iso: “Wai, sokorei sa ta nu sombe wi yo pa, na nio ko aŋkam pu!” 
MRK.6.23	To ipombol sua kini ma imbol kat. Iso: “Ŋonoono kat, sokorei sa ta nu sombe wi yo pa, na nio ko aŋkam pu men tau. Sombe lelem be aŋpeete koroŋ tio ta boozomen, ramaki toono taiŋgi ta aŋborro na, ma pakaana iwe lem, nako aŋkam ta kembei!”
MRK.6.24	Erot iso sua tana, to morri tina iyooto ma ila, mi iwi naana. Iso: “Parei, ko aŋwi pa leŋ sokorei?” Naana ipekel kalŋaana ma iso: “Wi pa Yoan ta yok kamŋana ka tomtom na, uteene.” 
MRK.6.25	Tana ni iloondo ma ila ki Erot mini mi iso: “Nio leleŋ be yembut Yoan ta yok kamŋana ka tomtom na ŋgureene ta buri, mi uteene isula timbiiri, mi kam pio.”
MRK.6.26	King Erot ileŋ sua tina na, leleene ipata biibi kat. Tamen irao be itit kalŋaana na som. Pa ipombol sua ma iso ŋonoono kat isu wal biibi tina keren uunu ma tileŋ kek. 
MRK.6.27+MRK.6.28	Tana loŋa men mi iŋgo menderŋana kini ta ma ila pa ruumu sanaana, be iyembut Yoan ŋgureene mi ikam uteene ma imar. Menderŋana tana ila ma iyembut Yoan ŋgureene makiŋ, to ikam uteene mi iur sula timbiiri, mi ikam ma imar, mi iur la ki morri tina. To ni ikam ma ila ki naana.
MRK.6.29	Indeeŋe naŋgaŋ ki Yoan tileŋ Yoan uruunu na, tila ma tikam putuunu, mi tila titwi i lela raŋ sumbuunu.
MRK.6.30	Kaimer to Yesu ŋgoŋana kini timiili ma ziŋan Yesu tilup mini, mi tisotaari pa uraata mi sua boozomen ta tikam pizin tomtom na. 
MRK.6.31	Mi iwal biibi timarmar ma tilala. Tabe Yesu ziŋan naŋgaŋ kini tirao be keten su ma tikan kan kini na som. Tana Yesu iso pizin ta kembei: “O naŋgaŋ tio, kamaŋga ma tala lele bilimŋana sa bekena iti men tombotmbot mi ketende su ri.” 
MRK.6.32	Tana tila ma tise wooŋgo ta, mi tisombe zin men tila len toono pakaana sa ta ka tomtom somŋana. 
MRK.6.33	Tamen wooŋgo ikowo ma ila, mi iwal tire la pizin mi tikilaala zin. To tiloondo pa peende ma tikonzaala zin mi timuuŋgu ma tila tizza zin.
MRK.6.34	Yesu ziŋan naŋgaŋ kini sor lela peende na, ire zin iwal biibi tana ma leleene isaana pizin. Pa ire zin kembei sipsip ta len mboroŋan sa som mi timbot sorok. Tabe imaŋga mi ikam sua ki Anutu pizin mi ipaute zin pa koroŋ boozo. 
MRK.6.35	Timbotmbot ma lele be rorou, to naŋgaŋ kini tila kini mi tiso pini. Tiso: “Lak, iŋgi rou kek mi tombot lele ta ka kini somŋana i. 
MRK.6.36	Tana so pizin wal be tila pa kar ta koloulouŋan i ma tiŋgiimi kan kini.”
MRK.6.37	Yesu ipekel kwon ma iso: “Soom. Niom ituyom kakam kan kini ma tikan.” Mi zin tipekel kwoono ma tiso: “Wai, mi niam leyam pat denari 200 sa be amgiimi iwal biibi ti kan kini? Wal ti sorok?” 
MRK.6.38	Mi Yesu iso pizin ma iso: “Kala kere. Koyom narabu piizi ta imbotmbot?” Tana tila tire, to timiili ma timar, mi tisotaari ta kembei: “Iŋgi ye luluunu tamen, mi narabu lamata ti.” 
MRK.6.39	To Yesu iur sua pizin naŋgaŋ kini be tila mi tiso zin iwal biibi tana be mbulen isu mbutmbuutu mi timbot la utumbuunu. 
MRK.6.40	Tana zin mbulen su mi timbot la utumbuunu. Uunu pakan na, tomtom kembei tomto lamata, mi uunu pakan na, tomtom kembei tomtooru laamuru.
MRK.6.41	Tona Yesu ikam narabu zaraaba lamata mi ye luluunu ta tana, mi mataana isala kor mi isuŋ pa. To itete narabu mi izarra la kizin naŋgaŋ kini, mi tila ma tirai pizin tomtom. Mi ye ru tina tomini, ina ni iyapalpaala mi izarra la kizin, mi zin tila tirai pizin tomtom ta boozomen. 
MRK.6.42	Mi tomtom boozomen tina tikan ma kopon isaana. 
MRK.6.43	Mi narabu mi ye surunsurun ta imbotmbot na, naŋgaŋ kini tiyogeege sula kiri laamuru mi ru ma bokbok. 
MRK.6.44	Wal ta tikan narabu tana na, tinin zin tomooto men ma tirao kembei munŋaana lamata (5,000).
MRK.6.45	To loŋa men mi Yesu iur sua pizin naŋgaŋ kini be tise wooŋgo mi timuuŋgu ma tila pa kar Betsaida ta imbot tai pakaana mbaaga na. Mi ni itunu imbot ma iur zin iwal biibi ma tila len lup. 
MRK.6.46	Tona imiili na isala pa abal ta be imbot mi isuŋ. 
MRK.6.47	Mbeŋ na, wooŋgo ila ma ipeete tai lukutuunu kek. Mi Yesu itutamen ta imbotmbot toono uunu. 
MRK.6.48	Ni ire la pizin naŋgaŋ kini na, kembei tiseebe miiri mi mburan papiriizi pa puze. Ni imbotmbot ma lele imarmar, to imaŋga ma ipa se tai kuliini mi ikoŋuru zin naŋgaŋ kini ma ila. Ila ma isombe ikonzaala zin, 
MRK.6.49	to tire lae pini na tiso ko kon sa ta ipa se tai kuliini. Tana tiŋarakrak ma kalŋan sanaana. 
MRK.6.50	Pa zin ta boozomen tire i, mi timoto kan ma tisaana. To Yesu loŋa men mi iso pizin. Iso: “Hai! Komoto paso? Kakam ŋgar boozo pepe. Iŋgi nio tau.” 
MRK.6.51	Tona ise kizin. Isala wooŋgo na, miiri imap mi taun isu. Naŋgaŋ kini tire mos tina na, timurur pa. Tikam ŋgar pa ma tirao som. 
MRK.6.52	Paso, lelen imun kat. Mos ta ni ikam pa narabu, ina ipei ŋgar kizin risa som. 
MRK.6.53	To Yesu ziŋan naŋgaŋ kini tila ma sor lela kar Genesaret. 
MRK.6.54	Tilu zin su pa wooŋgo na, iwal biibi tikilaala Yesu. 
MRK.6.55	Tabe tiloondo ma tila mi tiso uruunu ma irao lele tana. Tana tileŋ Yesu uruunu beso imbot swoi na, tisiŋ zin meteŋan mi tikoŋuru i ma tila. 
MRK.6.56	Mi Yesu ipa ma ila pa kar bibip mi kar munmun mi su tomini. Mi indeeŋe ta sombe ni ipet kar sa, na zin wal tiyyo meteŋan kizin ma tila tiluplup zin su kar keteene, mi titaŋroro i be irao zin wal meteŋan titeegi, som titeege mburu kini kwopiriini men. Mi wal boozomen ta titeegi na, mete kizin imap mi nin ambai. 
MRK.7.1+MRK.7.2+MRK.7.3+MRK.7.4	Zin tutu kan ziŋan zin Yuda pakan tomini, zin timbolmbol pa tutu kizin kolman. Ŋgar kizin ta kembei: Sombe tikan kini, na bela tiŋguuru kat naman muŋgu, tona tikan. Mi sombe tila nol muriini ma timiili ma timar, na bela tikam yok ma titiyaara sala ŋwan be tiŋguuru wal buŋin ma ila lene, tona tikan kini. Tana zin len tutu boozo ta kembei. Tutu pakan iso pa kuuru ma mbooro ŋguuruŋana mi tutu pakan iso pa koroŋ pakan.
MRK.7.1+MRK.7.2+MRK.7.3+MRK.7.4	Zin tutu kan pakan ziŋan zin ŋgarŋan ki tutu tizem Yerusalem mi timar ki Yesu, mi tire naŋgaŋ kini tito tutu ki naman ŋguuruŋana som, mi tikan kini. Tana tire ma ambai som. Pa naŋgaŋ kini naman iŋgeeze som, mi titeege kini ma tikan.
MRK.7.5	Tabe tisu to tiwi Yesu. Tiso: “Naŋgaŋ ku tina tiŋguuru naman som mi tikan sorok kini. Parei ta timololo tutu kizin kolman?” 
MRK.7.6	Yesu ipekel kwon ma iso: “Niom tina pakamkaamŋoyom! Muŋgu Anutu kwoono Yesaya ibeede sua ta indeeŋe kat yom. Iso ta kembei:
MRK.7.6	Wal taiŋgi, zin tipakurkur yo sorok pa kwon.
MRK.7.6	Tamen lelen na, imbot molo kat pio.
MRK.7.7	Pa tipaute zin tomtom pa tutu kizin kolman, mi tiso ina tutu ki Anutu.
MRK.7.7	Tana mbulu ta tikamam be timbesmbeeze pio na, iwe koroŋ sorok.”
MRK.7.8	Mi Yesu iso pizin mini ma iso: “Tutu ta Anutu iur na, niom kezem ma imborene. Mi tutu ta tumbuyom bizin tiur, ta iŋgi kikiskis, mi kakam ma imbol piom.” 
MRK.7.9	Mi iseeŋge sua kini ta kembei: “Ŋonoono kat, niom kipizil ndemeyom pa tutu ki Anutu, bekena motoyom iŋgal ituyom tutu tiom mi koto. Mbulu tana, niom karao pa kat. 
MRK.7.10	Nio aŋso paso, Mose ibeede tutu pataaŋa kek ta kembei:
MRK.7.10	Lem ŋger pa tomom ma nom mi mbeeze pizin.
MRK.7.10	Mi tomtom ta sombe mata pasom tamaana ma naana, som ikam sua sananŋana pizin na, kupuni ma imeete.
MRK.7.11+MRK.7.12	“Mi niom na, kakamam ta kembena som. Pa kozzo ta kembei: Sombe tomtom sa le koroŋ be iuulu tamaana ma naana pa, mi tamen ikam pizin som, mi iso pizin ma iso: ‘O, koroŋ ti, nio aŋrao aŋkam piom som. Pa iŋgi aŋur ma iwe Anutu lene kek.’ Tomtom sa iso ikam ta kembei, na niom kepeteke i som, mi kopomboli be iuulu tamaana ma naana som. 
MRK.7.13	Ta kembena ta niom kakamam Anutu sua kini ma iwe koroŋ sorok, mi kapakurkur zin kolman tiom tutu kizin ma ilip. Mi mbulu tiom boozomen raraate men.”
MRK.7.14	Tona Yesu iboobo zin iwal ma tila kini mini, mi iso pizin ta kembei: “O niom ta boozomen, kuŋgun talŋoyom pa sua tio ti mi kakam ŋgar pa ka uunu. 
