MAT.1.1	Uvva ukua aglaŋich sivulliaŋiñ Jesus Christ-ŋum, kiŋuviaŋupluni David-miñ Abraham-miñḷu.
ROM.14.15	Atniġñiġupku aniqatin niġikkapkun tuvranġiññiġiñ tumaa piqpaktam. Piyaqquqtaqnagu ukpiqsrił̣ha niġikkapkun nalaunŋaginġitpagu. Itqaġilugu una, Christ-ŋum tuqqutipmigaa aniqatin. 
ROM.14.16	Uqautigipkaqnagu atlanun pigiiññiḷugu nakuuruaq ilipni. 
ROM.14.17	Aŋaayuqautaani Agaayyutim niqilu imiġlu suksraunġitchuk, aglaan nalaunŋasripkakkaułikun Agaayyutmi qiñuiññaqaqtugut quvianaqaqhutalu Ipqitchuakun Irrutchikun. 
ROM.14.18	Kiñapayaaq savautriruaq Christ-mik taatna quyaqnaqtuq Agaayyutmi, suli iłuagigisigaat atlat iñuich. 
ROM.14.19	Ki, pisuqtilaaptikni iñuuniaqta qiñuiññakun suli sayyiḷḷaaġutiluta avatmun ukpiqsrił̣ikun. 
ROM.14.20	Niġił̣ipkun niqimik suksraunġiqsitnagu savaaŋa Agaayyutim. Niġiruni iluqaitñik niqinik nakuuruq, aglaan nalaunŋaitchuq kiña iñuk killuqsaqtitnapku. 
ROM.14.21	Nalaunŋaruq niqitunġitchuni taaŋŋanġitchuniḷu suli piñġitchuni qanutchipayaamik killuqsautigiyumiñakkaŋanik aniqatvich. 
ROM.14.22	Ukpiqsrił̣hiñ qanupayaaq inniqpan, nalupqinaisirruŋ akuqtuyunałha Agaayyutmi. Iñugguuq quvianamiuruq patchisiginġitchuaq iŋmiñik iłuagikkaġmigun. 
ROM.14.23	Aglaan iñuk nalupqisruktuaq patchisauruq niġigumi, takku ukpiqsrił̣ikuanġitchuq. Supayaaq ukpiqsrił̣ikuunġitchuaq, tarra killuqsautauruq.
ROM.15.1	Uvagut sayakturuani ukpiqsrił̣ł̣aptigun ikayuġniaqtaksraġigivut tamatkua sayaitchuat piḷguirrutiŋisigun, quyaliñiasruŋaqata uvaptiknik. 
ROM.15.2	Atausriukattaaġuta quyaliñiaġlavut iñuuniaqativut nakuułiksraŋatnun, sayyiḷḷaaġniaġlugich ukpiqsrił̣hat. 
ROM.15.3	Taatnatuntuuq Christ iñuuniaqami quyaliñianġiññiqsuq iŋmiñun. Itna Agaayyutim uqałhum nipliutiginiġaa, “Iñuich pisaaŋapmatin, Agaayyuun, atniaġaġigaatŋa.” 
ROM.15.4	Qanusripayaaq aglausimaruaq qaaŋiqsuami aglausimaruq iḷisautisrukhuta niġiugaqupluta anuqsrułikunlu pitchuksaaġutigunlu aggiġaqtuaq uqałhaniñ Agaayyutim. 
ROM.15.5	Anuqsrułiġlu pitchuksaaġunlu aggiġaqtuk Agaayyutmiñ. Agaayuruŋa Agaayyutmun iñuuniaqatigitquplusri qiñuiññakun maliłłapsitñi Christ Jesus-mik. 
ROM.15.6	Taatnaġupsi iluqasri piqatigiiksitkisirusri, aasriiñ atautchisun kamaksruġisigiksi Agaayyun aapagikkaŋa atannapta Jesus Christ.
ROM.15.7	Christ akuqtuġaasri. Taatnatuntuuq akuqtuutiruksraurusri. Taavrumuuna qiñiqtitkisigiksi kamanautaa Agaayyutim. 
ROM.15.8	Uqautigipsi, Christ savaktigiliutigaat Jew-ŋuruat qiñiqtitchaqługich iḷumutuułhat Agaayyutim akiqsruutaiñ Jew-ŋuruat sivulliaŋitñun 
ROM.15.9	suli Jew-ŋunġitchuat qaitchitquplugich nanġautmik Agaayyutmun iḷunŋuksrił̣hagun. Aglausimaruq Agaayyutim uqałhani,
ROM.15.9	“Quyagisigikpiñ akunġatni Jew-ŋunġitchuat.
ROM.15.9	Atuġisiruŋa quyyatinik atiġikkaqnun.” 
ROM.15.10	Uqałiq nipliġñiqsuqsuli,
ROM.15.10	“Ilipsi Jew-ŋunġitchuani,
ROM.15.10	quviasruqatiqaġitchi Agaayyutim iñuiñik.” 
ROM.15.11	Uqałiq niplitqiŋñiqsuq,
ROM.15.11	“Iluqasri Jew-ŋunġitchuani quyyasriuŋ ataniq.
ROM.15.11	Iluqasri iñuŋni atuġitchi quyyatinik ilaanun.” 
ROM.15.12	Isaiah nipliqmiñiqsuq,
ROM.15.12	“Kiñuviaŋa Jesse-m aggiġisiruq aŋalatchityaġuni Jew-ŋunġitchuanik.
ROM.15.12	Ilaa pisigilugu Jew-ŋunġitchuat piqaġisirut niġiukkamik.” 
ROM.15.13	Iŋiqsruqtuŋa Agaayyutmun qaitchiraqtuamun niġiukkamik immiquplusri quvianapayaamik suli qiñuiññamik tunŋałłapsigun ilaani, aasriiñ saŋŋiagun Ipqitchuam Irrutchim niġiugaqsi ulipkaulagisiruq.
ROM.15.14	Aniqatiumaaŋ, nalupqiginġitchiga imaqałiqsi nakuuruamik. Iḷisimagiga piqałiqsi kaŋiqsimmatipayaamik aasrii iḷisautritḷasripḷusri avatmun. 
ROM.15.15	Aglaan aglaaġigitka iḷisauttutigikkatka ilipsitñun itqaġitquplugich. Aglaktuŋa taluqsrautaiqł̣uŋa Agaayyutim iłuaqqutaagun qaisaŋagun uvamnun. 
ROM.15.16	Christ Jesus-ŋum savaktigitqugaaŋa Jew-ŋunġitchuanun. Ilaan iḷisautritqugaaŋa tusraayugaallautaq tamatkunuŋa tuniḷḷautigitquplugich akuqtuyunaġlugich Agaayyutmun, ipqiqsillugich Ipqitchuam Irrutchim. 
ROM.15.17	Taatnaqługu savaqatauniqama Christ-mun uqaviutigitlagiga savautrił̣iġa pisigiplugu Agaayyun. 
ROM.15.18	Uqautigigisigiga kisian Christ iñiqsiruaq uvapkun sivulliutlasripḷuŋa Jew-ŋunġitchuanik tupiksritḷasripḷugich Agaayyutmik, ami nipliutigikkapkun suli iḷitchuqqutitigun 
ROM.15.19	suli quviqnaqtuatigun suli saŋŋiagun Ipqitchuam Irrutchim. Quliaqtuaġigiga iluqaallapiaq tusraayugaallautaq Christ-kun nunapayaami Jerusalem-miñ Illyricum-munaglaan. 
ROM.15.20	Ataramik quliaqtuaġisrukkiga tusraayugaallautaq nunami iñuŋnun tusraanġitchuanun Christ-mik. Uvvatakku nappaiñiaġunġitchuŋa savaamik atlam iñuum aullaġniiŋanikkaŋanik. 
ROM.15.21	Aglaan aglausimaruatun Agaayyutim uqałhani,
ROM.15.21	“Tamatkua sivuani uqautraunġitchuat ilaanik qiñiġisirut.
ROM.15.21	Suli tamatkua sivuani tusraanġitchuat ilaanik kaŋiqsigisirut.” 
ROM.15.22	Taamna pisigiplugu iñugiaktuami uvuŋanunaglaan nutqaqtitakkauruŋa tikiññiałłamni ilipsitñun. 
ROM.15.23	Aglaan pakma quliaqtuaġviksraiguti'ama makunani nunaaqqiñi suli iñugiaktuani ukiuni tikitchukkaluaqapsi. 
ROM.15.24	Utlakkisigipsi Spain-muksaġuma. Nayuqtuallagukkipsi aasriiñ aquagun ikayułhiñaugipsitŋa iglauniaġuma. 
ROM.15.25	Pakma aullaġniaqtuŋa Jerusalem-mun ikayuġiaġlugich Agaayyutim iñui taamani. 
ROM.15.26	Ukpiqsriruat Agaayyutmik Macedonia-miḷu Greece-miḷu quviasruŋniqsut qaitchipḷutiŋ maniŋñik ikayuqsaqługich inuqsraqtuat Agaayyutim iñui Jerusalem-mi. 
ROM.15.27	Taapkua piyumaaġniqsut takku akiqsruummipḷugich Jew-ŋuruat. Jew-ŋunġitchuat akuqtuiñiqsut irrutchikun ikayuusriaŋatnik Jew-ŋuruat. Taatnaqhutiŋ ikayutaksraġigaich Jew-ŋuruat suuraġmiktigun. 
ROM.15.28	Qaisaksraġigitka inuqsraqtuanun Jerusalem-mi maniich aatchuutigikkaŋich iliŋitñun. Taatnaqqaaġluŋa aullaġisiruŋa Spain-mun, aasrii igliłłamni apqusraallakkisigipsi nayuqtuallagiaġusri. 
ROM.15.29	Iḷisimagiga tikitchuma ilipsitñun tikiutrigisił̣iġa Christ-ŋum kamanaqtuamik ikayuutaamik.
ROM.15.30	Aniqatiumaaŋ, pisigilugu ataniq Jesus Christ suli Ipqitchuaq Irrusriq piqpakkutipkakkaŋasri avatmun, iŋiġipsi ikayuqupluŋa savaamni itqaġiluŋa agaayułłapsitñi Agaayyutmun. 
ROM.15.31	Agaayuyumausri annaumaaquluŋa ukpiqsriñġitchuani Judea-mi. Agaayuyumausripsuuq taamna ikayuun tikiutiniakkaġa Jerusalem-mun quyaqnaqulugu Agaayyutim iñuiñi taamani. 
ROM.15.32	Tarra utlakkisigipsi quviasrugluŋa ikayuusriaqaġiaġluŋa nutaqtirrutmik ilipsitñiñ, Agaayyutim pitqukpaŋa. 
ROM.15.33	Agaayyutimtuq qaitchiraġaqtuam qiñuiññamik nayuġumalisi iluqasri. Taatnatuq.
ROM.16.1	Uvvauna uqautigigiga ilipsitñun iłuagiplugu aniqatvut Phoebe. Ikayuqtigigaa agaayyuvium Cenchreae-mi. 
ROM.16.2	Akuqtuġumagiksi Agaayyutim iñuiñ akuqtuiruksraułhatitun kisunik Phoebe-m. Ikayuqsimagaaŋa suli iñugiaktuat iñuich.
ROM.16.3	Tuyuqtuŋa nayaaŋŋanik Priscilla-mun suli Aquila-mun savaqatigikkakka Christ Jesus-kun. 
ROM.16.4	Suginġiqł̣ugu iñuułiqtik annautimagaatŋa. Taatnaqługik quyallapiaġikka, suli iluqatiŋ ukpiqsriruat agaayyuviŋñi Jew-ŋunġitchuat quyagillapiaġaittuuq. 
ROM.16.5	Tuyuqtuŋa nayaaŋŋanik ukpiqtuaŋuruanun katiraġaqtuanun tupqakni. Tuyuqtuŋa nayaaŋŋanik iḷannamnun Epaenetus-mun sivulliuruamun nunaŋani Asia-m maliġuaqługu Christ. 
ROM.16.6	Tuyuqtuŋa nayaaŋŋanik Mary-mun sakuuktuamun akunipsitñi. 
ROM.16.7	Tuyuqtuŋa nayaaŋŋanik Andronicus-mun Junias-munlu, iḷakka isiqtaupmiruak isiqtau'amaptuuq. Uqqiraqtit kamanaqtuaġigaik ukpiqsriruaŋŋuqqaaqtuak sivumni. 
ROM.16.8	Tuyuqtuŋa nayaaŋŋanik Ampliatus-mun iḷannamnun Agaayyutikun. 
ROM.16.9	Tuyuqtuŋa nayaaŋŋanik Urbanus-mun savaqatigikkamnun Christ-kun, suli piqpagikkamnun Stachys-mun. 
ROM.16.10	Tuyuqtuŋa nayaaŋŋanik Apelles-mun; uuktuakkau'ami [ukpiqsrił̣iġmiñi] qiñiqtitkaa iḷumutun piqpaksrił̣ł̣i Christ-mik. Tuyuqtuŋa nayaaŋŋanik iluqaitñun qitunġaiñun Aristobolus-ŋum. 
ROM.16.11	Tuyuqtuŋa nayaaŋŋanik Herodion-mun iḷamnun, suli iluqaitñun qitunġaiñun Narcissus-ŋum pigikkaŋanun Atanġum. 
ROM.16.12	Tuyuqtuŋa nayaaŋŋanik Tryphaena-mun suli Tryphosa-mun, taapkuak aġnak savaktauruak Ataniġmun. Tuyuqtuŋa nayaaŋŋanik Persis-mun iḷannamnun sakuullapiaqtuamun Ataniġmun. 
ROM.16.13	Tuyuqtuŋa nayaaŋŋanik Rufus-mun ukpiqsriruaŋullautaqtuamun atanikun, suli aakaŋanun; taamna aakaupmiuq uvaŋnun. 
ROM.16.14	Tuyuqtuŋa nayaaŋŋanik Asyncritus-mun Phlegon-munlu Hermes-munlu Patrobas-munlu Hermas-munlu suli iluqaitñun aniqatiunun iliŋitñiittuanun. 
ROM.16.15	Tuyuqtuŋa nayaaŋŋanik Philologus-munlu Julia-munlu, Nereus-munlu aniqataanunlu, Olympas-munlu, suli iluqaitñun Agaayyutim iñuiñun taraniittuanun. 
ROM.16.16	Paġlatisritchi avatmun kunigutmik ipqitchuakun piqpakkutiłikun. Iluqaġmiŋ ukpiqtuaŋuruaŋi Christ-ŋum tuyuġaasri nayaaŋŋanik.
ROM.16.17	Aniqatiut, qaunagipiaqugipsi iñuŋnik akiḷḷiġiiksitchiraġaqtuanik suli iłuiḷḷiuqtitchiruanik atlanik ukpiqsrił̣hatigun. Akiḷḷiḷiqsimagaat iḷumutun iḷisauttun iḷisauttusriaqsi. Piisimaaġitchi iliŋitñiñ. 
ROM.16.18	Taatnatchich iñuich savautriñġitchut atannaptiknik Christ-mik, aglaan savautrił̣hiñaqtut iŋmiknik pisułiġmiktigun. Uqallautaġutitigun uqayusraaġutitigunlu kinnitchiñiaġaich iñuich naluruat iḷumutuuruamik. 
ROM.16.19	Iluqaġmiŋ ukpiqsriruat tusraagaasri tupiksriñipḷusri. Taatnaqłuŋa quviasrullapiaqtuŋa ilipsigun. Iḷisimallautaqugipsi nakuuruaq suli piisimaaqugipsi pigiitchuamiñ. 
ROM.16.20	Taatnaġupsi Agaayyutim tikiutriruam qiñuiññamik qilamik akiiḷiḷḷapiaġisigaa tuunġaq. Iłuaqqutaan atannapta Jesus-ŋum nayuġlisi.
ROM.16.21	Timothy savaqatiga tuyuqtuq nayaaŋŋanik, ukuaptuuq iḷatka Lucius, Jason, suli Sosipater. 
ROM.16.22	Uvaŋa Tertius, aglaktuŋa uumiŋa tuyuutaanik Paul-ŋum. Tuyuqtuŋa nayaaŋŋanik ilipsitñun Christ-kun atanikun. 
ROM.16.23	Gaius-ŋumlu tukkuġikkaġma iluqaġmiŋlu ukpiqtuaŋuruat tuyuġaasri nayaaŋŋanik. Taatnatuntuuq Erastus suli aniqatvut Quartus tuyuqmiuk nayaaŋŋanik. Erastus iḷirakuviuruq uvani nunaaqqimi. 
ROM.16.24	[Iłuaqqutaa atannapta Jesus Christ nayuġlisi iluqasri. Taatnatuq.]
ROM.16.25	Quyyan Agaayyutmun! Agaayyutim kisimi makittaaġiksitlagaasri ukpiqsrił̣ipsitñi tusraayugaallautakun quliaqtuaġikkapkun. Taamna tusraayugaallautaq Christ-kun kaŋiqsiñaitchuaq taimani, 
ROM.16.26	aglaan pakma iḷitchuqnaqsiruq suli nalunaiqł̣ugu iḷitchuġipkakkauruq iluqaitñun iñuŋnun ukpiliquplugich aglaaŋisigun sivuniksriqirit tuvraqługu tillisaagun isruitchuam Agaayyutim. 
ROM.16.27	Kisianun isrumaturuamun Agaayyutmun illi kamanaun qaŋavak taimuŋa Jesus Christ-kun. Taatnatuq.
1CO.1.1	Uvaŋa Paul, aglaqatiqaqtuŋa Sosthenes-mik aniqatiptiknik. Agaayyutim piksraqtaaġigaaŋa uqqiraqtaupluŋa pigiplugu Christ Jesus. 
1CO.1.2	Tuyuqtuŋa ukuniŋa tuyuutinik ilipsitñun Corinth-miittuanun, ukpiqtuaŋuruanun Agaayyutmun. Iñugiliutigaasri Agaayyutim ipqiqsipkaqhusri Christ Jesus-kun, iḷagiplugich iñupayaat nanipayaaq agaayusuuruat atannaptiknun Jesus Christ-mun iḷaisaptuuq Ataniġikkaŋatnun. 
1CO.1.3	Uvvatuq Agaayyutim aapagikkapta suli Jesus Christ Atannapta iłuaqqutillaŋniaġlisi suli tutqiksiḷusri.
1CO.1.4	Ataramik quyasuugiga Agaayyun pisigiplusi, atakkii iłuaqqutigaasi Christ Jesus-kun. 
1CO.1.5	Piqataułłaptikni Christ-mi ikayuusiaqaqtusri atqunallapiaq supayaakun, uqautrił̣ipayaapsigun suli iḷitchuġiłłapsigun. 
1CO.1.6	Uqałiq Christ-kun nalupqinaiqsuq ilipsitñi, atakkii iñuutchisi atlaŋŋuqhutiŋ, 
1CO.1.7	piqaqhusri qanusripayaamik aatchuutaanik Ipqitchuam Irrutchim, utaqqił̣ipsitñi sagvił̣iksraŋanik atanipta Jesus Christ-ŋum. 
1CO.1.8	Ilaan qaunaginiaġaasri ukpiqsrił̣ł̣apsigun isruanunaglaan, patchisaiḷḷusriasriiñ aggiqpan ataniqput Jesus Christ atanniityaġuni iñupayaanik. 
1CO.1.9	Agaayyun tuniqsimaruq tuqłuqtigikkaqsi piqatautquplusi iġñiġmiñun Jesus Christ-mun atannaptiknun.
1CO.1.10	Aniqatiumaaŋ, iŋiġipsi saŋŋiqałhagun atanipta Jesus Christ aŋiġusrimaaquplusri avgummataiġusriḷu suli atausiŋŋuqatigiiquplusri isrummatipsitñi suraġałłapsitñiḷu. 
1CO.1.11	Aniqatiumaaŋ, iḷaŋisa iñuich Chloe-ŋum iḷaiñ nalupqinaiqł̣ugu uqautigaatŋa qapiqsiġiutraġnipḷusi [tillisaipsigun uvamniñ]. 
1CO.1.12	Nipliutigikkaŋat uvamnun itnauvva, iḷasi uqaqtut “Paul-kuaqtuŋa,” atlat “Apollos-kuaqtuŋa” naagaqaa “Cephas-kuaqtuŋa” naagaqaa “Christ-kuaqtuŋa.” 
1CO.1.13	Qanuq pivisi? Christ avgumayumiñaitchuq! Uvaŋa Paul, aasriiñ kikiaktuutrauyumiñaitchuŋa pisigilusri. Uvvasuli, paptaakkaunġitchusri maliġuaqsiutisukhusri uvamnun! 
1CO.1.14	Paptaaġikka Crispus-lu Gaius-lu, aasriiñ quyagiga Agaayyun paptaaġinġił̣iġa atlamik nallipsitñik. 
1CO.1.15	Kiñauniiñaasii nipliġumiñaitchuq paptaakkauniḷuni attapkun maliġuaqsiutisuguni uvamnun. 
1CO.1.16	Aa, paptaaġigaluaqmiuŋa tupiqatiŋiñik Stephanas-ŋum, aglaan atlakun naluruŋa kimik paptaaġitnił̣imnik. 
1CO.1.17	Atakkii Christ tiliñġitchaaŋa paptaaqsityaquluŋa aglaan quliaqtuaġitquplugu tusraayugaaġiksuaq. Quliaqtuaġigupku tusraayugaaġiksuaq puqiutaagun iñuum, ilipsi aglakmatun, tarra Christ-ŋum tuqułha sanniġutami iḷumun saŋŋiqaġumiñaitchuq.
1CO.1.18	Quliaqtuaqałiq tuqułhagun Christ-ŋum pisigiplugich iñuich killuqsautiŋich suutnaunġitchuq tamatkunuŋa tammaummiruanun, aglaan taamna quliaqtuaqałiq saŋŋigigaa Agaayyutim uvaptiknun anniqsuumaaqtuanun. 
1CO.1.19	Atakkii aglausimaruq Agaayyutim makpiġaaŋiñi itna,
1CO.1.19	“Puqiutaat isrumaturuat piyaqquġisigiga,
1CO.1.19	suli piiqsillugich kaŋiqsimałhat iḷisimaniraaġuuruat.” 
1CO.1.20	Taamna taatniinniqpan suniaġniqpat isrumaturuat iñuich? Suniaġniqpat puqiksaat iḷisautrit? Suniaġniqpat tamatkua qapiqsaiḷiralguruat? Agaayyutim nalupqinaiġuugaa puqiutaat nunam iñuiñ puqiiḷḷapiałhat. 
1CO.1.21	Agaayyun iḷumun isrumaturuaq iḷisimaniqsuq nunam iñuiñun iḷitchuġiyumiñaisilaaġmiñik iŋmiŋ puqiutmiktigun. Taatnamik Agaayyutim sivunniġñiġaa anniqsuġiaqługich iñuich ukpiġikpatruŋ tusraayugaaġiksuaq. Taamna tusraayugaaġiksuaq suuknaunġitchuq iñuŋiñun nunam. 
1CO.1.22	Jew-ŋuruat iŋiġuurut nalupqinaiġutitquplutiŋ quviqnaqtuanik, Jew-ŋuŋitchuatli kiggutiqatlasrukhutiŋ puqiutmiktigun. 
1CO.1.23	Aglaan uvagut, quliaqtuaġigikput Christ kikiaktuutrauplugu. Taatnasriq quliaqtuaqałiq Jew-ŋuruanun piñaiḷutaġiniġaat aglaali Jew-ŋunġitchuanun kinnauniġautauniqsuq. 
1CO.1.24	Aglaan Christ-kun Agaayyutim qiñiqtitkaa saŋŋiñi puqiutniḷu tamatkunuŋa Agaayyutim tuqłukkaŋiñun, Jew-ŋugaluaŋŋaġmiŋ suli Jew-ŋunġitchaluaŋŋaġmiŋ, 
1CO.1.25	atakkii kinnauniġutaa Agaayyutim isrumatutluktuq iñuŋniñ, suli sayaił̣ha Agaayyutim saŋŋiqatluktuq iñuŋniñ. 
1CO.1.26	Aniqatiumaaŋ, isrummatigisiuŋ qanusriutilaaqsi tuqłukkaukapsi ukpiqsriruatquplusri, iñugiaktuat akunnapsitñi isrumaturuaŋunġitchut aŋalatchisiqanġitḷutiŋlu umialguruaŋunġitḷutiŋlu. 
1CO.1.27	Agaayyutim piksraqtaaġiniġai puqiitchuaŋi nunam qanuġviiquplugich isrumatuniraaqtuat. Taatnatun Agaayyun piksraqtaaqaqtuq sayaitchuaŋiñik nunam kanŋutchaktitchaqługich sayakturuat. 
1CO.1.28	Aasriisuli piksraqtaaġiniġai iñuich kamananġitchuat marrumani nunami naġġuġikkauruatlu suunġiḷḷaġuqtitchaqługich kamanaġniraaġuuruat iñuich. 
1CO.1.29	Taatnamik kiñaunniiñ iñuk uqavigaaġumiñaiññiqsuq Agaayyutim sivuġaani. 
1CO.1.30	Agaayyutim atausriŋŋuqasiutipkaġaasri Christ Jesus-mun, puqiutiġuqtuaq uvaptiknun Agaayyutmiñ. Agaayyutim qiñiqtitkaa puqiutni Christ tuqupman piqutigipluta anniqsuġiaqhuta. Tumigiplugu taamna Christ Agaayyutim nalaunŋasripkaġaatigut suli iñugiliutipkaġaatigut Agaayyutim ipqiqhuta suli tasuġaatigut killuqsautaiqhuta. 
1CO.1.31	Taatnali aglausimaruatun Agaayyutim makpiġaaŋani, itna, “Iñuum uqavigaaġukkumi kamaksruġliuŋ atanġum iñiqtaŋa.”
1CO.2.1	Aniqatiumaaŋ, uvaŋa tikitqaaqama ilipsitñun quliaqtuaġigiga Agaayyutim tusraayugaaġiksuaŋa nalupqinaiqł̣ugu atusuŋaqnaŋa uqałiġnik kaŋiqsitḷaisapsitñik. 
1CO.2.2	Sivunniqsuŋa nayuutiłłamni ilipsitñi quliaqtuaqaġukłuŋa Jesus Christ-łhiñamik tuqqutaułhaniglu sanniġutami. 
1CO.2.3	Ilipsitñi itnama sayaitchuŋa, iqsipḷuŋalu suli uuliksipḷuŋa. 
1CO.2.4	Quliaqtuaqama maliksuaqusaanġitchipsi iñuich puqiutaatigun, aglaan uvapkuaqługu Ipqitchuam Irrutchim uqautigaasri nalupqinaiqł̣ugu saŋŋiñi. 
1CO.2.5	Quliaqtuaqtuŋa taatna ukpiqsritquplusri Agaayyutim saŋŋiagun puqiutiginġisaŋatigun iñuich.
1CO.2.6	Iḷisautrisuugaluaġmiugut isrumattutmik Agaayyutmiñ qatqitchuanun ukpiqsrił̣iġmikni. Aglaan tamanna isrumattun inġitchuq ukpiŋaitchuaniñ naagaqaa sivulliuqtaiñiñ nunam suksraunġiġñiaqtuaniñ. 
1CO.2.7	Aglaan isrummattun uqautigikkaqput Agaayyutim nalunaqtuaq isrummattutigigaa iñuich nunam kaŋiqsitḷaisaŋat. Agaayyutim sivunniutigigaa, sivuaniimma nunamik iñiqsigaluaqani, piqatautlasriñiaġnipḷuta ilaan kamanautmiñi. 
1CO.2.8	Nalliataunniiñ marruma nunam aŋalataisa kaŋiqsimanġitchaat, takku kaŋiqsimaniġumitruŋ kikiaktuutinayaitchaat ataniq Jesus Christ kamanautiqaqtuaq atripḷugu Agaayyun piqaqmatun. 
1CO.2.9	Aglausimaruq Agaayyutim Makpiġaaŋani taapkunuuna kaŋiqsitḷaitchuatigun, itna,
1CO.2.9	“Sut iñuum tautuksimaisaŋi
1CO.2.9	unniiñ tusraamaisaŋiḷu
1CO.2.9	unniiñ isrummatigitlaisaŋiḷu,
1CO.2.9	taapkua Agaayyutim itqanaiyaġai tamatkunuŋa piqpagirimiñun.” 
1CO.2.10	Aglaan Agaayyutim satqummiġñiġai uvaptiknun Ipqitchuakun Irrutchiġmigun. Ipqitchuam Irrutchim iḷisimagai supayaat, suvaluk nalunapiaġataqtuat Agaayyutim pigikkaŋi. 
1CO.2.11	Atakkii kia-unniiñ iḷisimanġitchaa isrummataa atlam iñuum. Kisimi iñuum irrusrian iḷisimagaa isrummatni. Taatnatun kia-unniiñ iḷisimanġitchaa pigikkaŋi Agaayyutim kisimi Irrusrian Agaayyutim. 
1CO.2.12	Ukpiqsriruaġuqapta akuqtuiñġitchugut irrusrianik nunam iñuiñ, aglaan Agaayyutim Irrusria aggiġñiqsuq uvaptiknun iḷitchuġitqupluta iluqaitñik Agaayyutim akiiḷaanik aatchuutaiñik uvaptiknun. 
1CO.2.13	Uqaqapta Agaayyutim nalunaqtuaŋanik uqanġitchugut iñuich puqiutaatigun aglaan iḷisausriaptigun Irrutchimiñ, aasriiñ Ipqitchuam Irrutchim satqummiġñiġai iḷumutuuruat nalupqinaiqł̣ugich iñuŋnun piqaqtuanun Ipqitchuamik Irrutchimik. 
1CO.2.14	Iñuum piqanġitchuam Ipqitchuamik Irrutchimik tunŋaviqaqtuamlu isrummattutmiñun kaŋiqsitḷaitchai sut Agaayyutim Irrusrian satqummikkaŋi. Tamatkua isrumatuitchuaŋurut ilaani, atakkii kisimi Ipqitchuam Irrutchim puttuqsripkaġniġai. 
1CO.2.15	Iñuum puttuqsripkairiqaqtuam Ipqitchuamik Irrutchimik kaŋiqsitḷasriraġigai supayaat, aglaan atlat iñuich atanniiyumiñaitchut ilaanik atakkii kaŋiqsitḷaitchaich sut ilaatun. 
1CO.2.16	Atakkii Isaiah-unniiñ sivuniksriqiri apiqsruaniktuq, itna,
1CO.2.16	“Kiami iḷisimavauŋ isrummataa Agaayyutim,
1CO.2.16	suli kia iḷisautitlavauŋ?” 
1CO.2.16	Aglaan Ipqitchuamik Irrusriqaqtugut iḷisimapluta isrummataanik Christ-ŋum.
1CO.3.1	Aniqatiumaaŋ, uqautriḷguitchuŋa ilipsitñun uqautripmatun iñuŋmun irrutchikuaġiaqtuamun. Uqaqatigiqqaaqapsi iñuuniaġaqtusri puqiutipsigun iñuktun kaŋiġruaqaqtuatun suli aniqammiuratun ukpiqsrił̣iġmiñi. 
1CO.3.2	Iḷisauttutiga milułhiñatun ittuq niqipiatun inġitḷuni takku isiḷġaġuqsimaitḷusrisuli kaŋiqsitḷaitḷusriḷu. Pakmaunniiñ piyumiñairgaqtusri, 
1CO.3.3	takku ukpiqsriruaŋugaluaŋŋapsi kaŋiġruaqtaqaqtusrisuli iñuuniaqhusriḷu iñuktun iḷisimanġitchuatun Christ-mik. Killuqsrisiqaġupsi avatmun uqavaaġutilusriḷu kaŋiġruaqtaqaqtusri suli aullasriqaqtusri iñugruiñatun. 
1CO.3.4	Tarra iḷari nipliqsuq, “Paul-kuaqtuŋa,” suli iḷaŋatsuli “Apollos-kuaqtuŋali.” Taatnaġupsi kaŋiġruaqtaqaġniqsusisuli. 
1CO.3.5	Uvva kisuuniqpa Apollos naagaqaa kisuuniqpa Paul? Apollos uvaŋalu savaktaułhiñaqtuguk aasrii tumigiplunuk ukpiqsriaqsipḷusri. Agaayyun qaitchiraqtuq uvaptiknun savaaksraptiknik iñullaaŋupluta. 
1CO.3.6	Quliaqtuaqama iñuktun nautchirriiruatun ittuŋa, Apollos-suli iñuktun imaqtiġiruatun ittuq. Aglaan Agaayyutim naupkaġaġigaa ukpiqsrił̣iqsi. 
1CO.3.7	Iñuk nautchirriiruaq iñuglu imaqtiġiruaq qulliunġitchuk. Kisimi Agaayyun qulliuruq atakkii naupkairaqtuq. 
1CO.3.8	Uvva iñuk nautchirriiruaq suli iñuk imaqtiġiruaq atiruk savautrił̣hakni, aasriiñ iŋmikkullaa akuqtuigisiruk akiññaktaaksraġmiknik savaallaamiktigun. 
1CO.3.9	Agaayyutim piqatigiiksitluta savaktigigaatigut. Ilipsiḷi Agaayyutim nautchiivigigaasri. Uvvasuli Agaayyutim tupiġipmigaasri. 
1CO.3.10	Isrumaturuatun tuppiuqtitun, malikługu iłuaqqutaa Agaayyutim uvamnun, inillakkiga nappaivik ukpiqsrił̣ipsitñun. Atlat nappairut qaaŋanun taavruma nappaiviliutauruam, aglaan iñullaa qaunagiruksrauruq qanuq nappaisilaaġmiñik. 
