MRK.1.1	Dhaŋum ŋuwakurrun yana dhäwu. Ga dhäwum dhaŋu God-Waŋarrwuruy Gäthuꞌmiŋuwuruy,
MRK.10.45	Ḻinygu ŋayam banha Gulitjŋum Walꞌŋu Yolŋu ŋangawul räli ŋarran dhanal ŋarru gayŋa yolŋu warra bitjuwayiŋ nyäku djäma. Ŋayam banha räli ŋarran, mä ŋaya ŋarru gayŋa djäma yolŋuwu warrawu. Ŋayam banha ŋarran ŋaya ŋarru waŋayin mundhurr-wuŋanmin, mä ŋarru bayiŋuyam bäyarran, ḏirrumana ŋarru yolŋunhan bewaḻin barrakinyŋurun romŋuru.”
MRK.10.46	Yo, Djesu ga guyurrꞌmiŋu warra nhangu ga waripu yolŋu warra guḻku marimi waythuwan ŋunhalan Djarikawnha ŋirrimaŋa. Ga banha dhanal guŋnharrumanam banhayam ŋirrima, bitjanam yolŋu gayŋan bambay nyenan galiꞌŋa batjiwarrŋa yäku Bätimayatj, Dimayatjku gäthuꞌmiŋu, ŋäŋꞌthuwan nyin. 
MRK.10.47	Ga banha nhan bayiŋuya ŋäkulam nhanany Djesuny banha Nätjiritjpuynha djuḻkthundam, bala nhan yatjuwanan murrukayyun rirrakayyum bitjanan, “Djesu, Daybitkuŋ mala-guwatharanhara, ḻinygun ŋanapu wikarraŋumin gayŋan gäḻkuḻanam nhuŋgu. Gu, maŋutji-wuyuwan nyäku.”
MRK.10.48	Ga banha dhanal yolŋuyum warrayu ŋäkulam nhanany yatjundam bala dhanal ŋarran dhaykuwanan nhanany, “Ye,... mukthuwa!”
MRK.10.48	Ga nhanmam mariminan yatjuwan bitjan, “Djesu! Daybitkuŋ mala-guwathanhara maŋutji-wuyuwa nyäku!”
MRK.10.49	Bala nhan Djesum guluwanan bala bitjanan garruwan, “Gu, räli warra nhanany gutjparruwa!”
MRK.10.49	Ga dhanalim ŋarran nhanguḻ, bayikuḻiya bala garruwanan, “Ye, ḻinygun mukthuwan. Ŋunha nhuŋgu nhan gayŋa guykuyyuna. Maꞌ, gu ṉakaman!”
MRK.10.50	Ga nhanmam banha Bätimayatjthum ŋäkul bala yana yupthumanan nhanguway gärruŋma bala djingaryuwanan bondin yana, bala djartjar-bitjanan Djesuwuḻin.”
MRK.10.51	Bala nhan Djesuyum nhanany dhä-wirrkaꞌyuwanan, “Nhäwu nhunu djälma?”
MRK.10.51	Ga nhanmam banha bambayma ḏämbu-ganitjuman bitjan, “Buku-djulŋi, djälmiyi ŋaya gayŋa dhaŋu nhänharawun.”
MRK.10.52	Ga biyapul nhan Djesu garruwan nhangu, “Ḻinygun nhunu dhaŋu bitjuwayiŋ mä-wulitjmiyinan, ŋayam ŋarru ḏukthumana nhuna. Yo, ḻinygun nhunu dhaŋu dukthuwanan, gatjuy maŋgarran!”
MRK.10.52	Bala nhan Bätimayatjkum maŋutjim dhuṉḏaynha yana ŋuwatjinan. Ga bewaḻiyam nhan gayŋan malthuwanan Djesuwun.
MRK.11.1	Yo, Djesum ga guyurrꞌmiŋum warra nhangu ŋarran ŋaykanan bala.
MRK.11.2	Bala nhan Djesuyum garruwan nhanguway burrparnham guyurrꞌmiŋuny wulanynha bitjanan, “Gatjuy maŋgarran wulay. Ga bayiŋ nhuma ŋarru banhalayam ŋirrimaŋa waythun, maḻŋꞌthuman nhuma ŋarru bäwarraṉꞌnha yäkuny duŋꞌkiny djingaryun ŋarru gayŋa garrwiꞌyunda ḏarpaḻ. Ga ŋangawul nhan banha buŋgannharra yulŋum. Ga yapthuman nhuma ŋarru rakiꞌ, bala rälin nyäkuḻ gutjparrun. 
MRK.11.3	Ga bayiŋ ŋarru yolŋuyu dhä-wirrkaꞌyun bitjan, ‘Nhäwu nhuma gayŋa dhuwan duŋꞌkinham yapthuman?’ bitjanma, nhumam ŋarru bitjan garrun, ‘Garray ŋunha djinaku djälmiyin, ga yalŋuwa nhan ŋarru ḏirruman nhuŋgu.’ ”
MRK.11.4	Ga banha dhupal bitjuwayiŋ ŋarranam bala yana dhupal nhäŋalan banha duŋꞌkinham, ŋarru yutjuwaḻ, djingaryuwan nyin garrwiꞌyunda gumurrŋa yana buṉbuŋa. 
MRK.11.5	Bala banha yolŋuyum warrayu dhä-wirrkaꞌyuwanan dhupaliny bitjanan, “Way! Nhäwu nhuma gayŋa dhuwan duŋꞌkinham yapthuman?”
MRK.11.6	Ga dhupalim garruwan, “Garray dhaŋu djinaku djälmiyin, ga yalŋuwa ŋanapu ŋarru ŋunhuŋ ḏirruman.” Bala dhanal bitjuwayiŋ dhayuŋganan. 
MRK.11.7	Bala dhupalim banha gutjparruwanan duŋꞌkinham Djesuwuḻin. Ga ŋunhalam dhanalim ŋarran banha ŋäkirrinyawuyma girriꞌ dhanaliŋguway ŋalthuman duŋꞌkiwuḻin ŋarakaḻ, bala nhan Djesum ŋalthuwanan nhanguḻ ŋarakaḻim bala ŋarranan Djurutjalamḻin.
MRK.11.8	Ga guḻkuyun ŋarran banha yolŋuyum warrayu ŋäkirrinyawuyma girriꞌ dhanaliŋguway rarrꞌyuwan batjiwarrḻim. Ga waripuyum yolŋuyu warrayu ŋarran ganiꞌ-ganitjuman baṉan ŋarru manꞌtjarrmi nhawun galuku baṉa, banha ŋarran djingaryuwan galiꞌmurru batjiwarrmurru. Bala dhanal ŋarran batjiwarrḻin rarrꞌyuwan mä nhan ŋarru gayŋa banha duŋꞌkim gayanhꞌthamurrun ŋarra.
MRK.11.9	Ga bitjanan dhanal ŋarran banha yatjunminam,
MRK.11.9	“Yo yo-o-oy! 
MRK.11.9	Dhaŋum nhan gayŋa ŋarram God-Waŋarrwurun yäkuyum.
MRK.11.9	Nhän banha God-Waŋarryu nhanany yänguwanam, ga dhaŋun nhan rälin ŋarranam.
MRK.11.10	Yo, yo-o-oy! 
MRK.11.10	God-Waŋarr marrkapmi, nhunum ŋarru dhaŋunham yolŋuny buŋgawayumana bukmakkun yana Djuwwum yolŋuwu warrawu, bilanyan bitjuwayiŋ nhangu banha mala-ŋurrkanhayŋuny Geŋ-Daybitnha.
MRK.11.10	Yo, yo-o-oy! 
MRK.11.10	God-Waŋarr, ŋunha djiwarrꞌŋam nhunum dhaŋu murrukay!”
MRK.11.11	Ga banha dhanal Djesu ga guyurrꞌmiŋu warra bitjuwayiŋ waythuwanam ŋunhalam banha God-Waŋarrwuḻim Dharrpalŋam Buṉbuŋa bala nhan ŋarran nhäŋalan ḻiwꞌyumanan, bukmak yana banha mungurr malany banhalaya bitjuwayiŋ ḻoḻuŋa, banha ŋarran djingaryuwan ḻiwꞌyuman. Bala banha walum giḻyuwanan, bala nhan Djesuyum guŋnharrumanan banhaya buṉbum bala ḏirruwanan ŋarran balan Bithaniḻin, ga dhanalin banha guyurrꞌmiŋun warra nhangu galkiwuynha, 12-nha.
MRK.11.12	Ga waripuyun waluyu djaḏawꞌyundayu nhan Djesu ga guyurrꞌmiŋu warra nhangu ŋarran martjmartjtjuwan bewaḻi Bithaniŋuru balan Djurutjalamḻin. Ga gandarrŋam bala nhan Djesum djaṉŋarryinan. 
MRK.11.13	Bala nhan nhäŋalan ḏarpan, djingaryuwan gayŋan galiꞌŋa batjiwarrŋa. Banhayam ḏarpa bilanya bitjuwayiŋ muthir. Ga ŋarran nhan galitjin borumgu maḻŋꞌthumandawu ŋarru ŋangawulnha. Yo, djamarrinyꞌma guḻku gayŋan goyuwan ŋarru borumnha ŋangawulma, ḻinygu ŋangawul banha bitjuwayiŋ bayikuya walum borumdjinyarawum. 
MRK.11.14	Bala nhan Djesum wanyuyun yändhu garruwan bayikuya ḏarpawum bitjanan, “Ŋangawulnha ŋarru yolŋuyum biyapulma nhuŋguŋum borum guwaman!” bitjan.
MRK.11.14	Ga dhanalim banha guyurrꞌmiŋuyum warrayu nhanguru ŋäkul nhanany bilanyaḻim garrundaḻi.
MRK.11.15	Bala nhan Djesum ga guyurrꞌmiŋum warra nhangu ŋarran ŋaykanan balan Djurutjalamḻin. Ga biyapulya nhan ŋirrimbuwan balaya bitjuwayiŋ God-Waŋarrwuḻ Dharrpalḻi Buṉbuḻi. Ga banhalaya goḏuŋa ŋirrimaŋa banha gayŋan ḻoḻuwunuwan Dharrpalnhan Mungurrnha, yolŋuyu warrayu ŋarran warrakanꞌ mala wuŋiḻiꞌyuwan mundhurrwu-guŋandawu. Ga waripum dhanal gayŋan buku-djuḻkthumanmin banhalaya rrupiya.
MRK.11.16	Ga gulumanan nhan gayŋan banha yolŋunham warrany girriꞌŋurum gutjparrundaŋuru, banha dhanal gayŋan bayitjaniya bitjuwayiŋ mungurrmurru räy-ŋarrꞌŋarr ŋaykan. 
MRK.11.17	Bala nhan Djesuyum gayŋan dhanaliny marŋgikuwanan bukmaknhan yana bitjanan, “Bamanꞌ ŋätjil nhan God-Waŋarr garruwan nhanguḻ djawarrkmiwuḻ yolŋuwuḻ nhan ŋarru wukirri yän djorraꞌḻi bitjan, ‘God-Waŋarrwum Buṉbu ŋarru gayŋa dhäya bukmakku bäpurruwu yolŋuwu buku-ŋalthundawu.’ Ga nhumam dhaŋu Buṉbuny rrorru, yanawarri dhaŋu manaŋganmiwun ḻuŋꞌthumanminyawun buṉbu.”
MRK.11.18	Ga banha dhanal ŋurruŋu-ḏalkarramiyum ga rom-marŋgikunhamiyum warrayu ŋäkul bitjuwayiŋ Djesunham banha nhä nhan djäma, bala dhanal mariminan ŋayaŋu-barrakinydjinam. Bala dhanal gayŋan garrunminan batjiwarrwun rangan guwatharanharawun nhangu, ŋarru dhanal gayŋan banha biyaṉiyin nhangu ḻinygu bukmakma yolŋu warra gayŋan djälmiyinan Djesuwum mariminan, ḻinygu nhan gayŋan dhanaliny ŋuwatjuman yana marŋgikuwan.
MRK.11.19	Ga banha walum bitjuwayiŋ nyilŋꞌthuwan bala dhanal Djesum ga guyurrꞌmiŋum warra nhangu ŋarranan bewaḻi Djurutjalamŋurum balan Bithaniḻin.
MRK.11.20+MRK.11.21	Ga waripuyun djaḏawꞌyundamiyu waluyu nhan Djesu ga guyurrꞌmiŋum warra nhangu ḏirruwan balaya Djurutjalamḻi. Ga gandarrŋam dhanal djuḻkthumanan banhayan ḏarpa banha nhan Djesuyu garruwan bitjuwayiŋ wanyuyu yändhu. Ga dhanalim banha guyurrꞌmiŋum warra nhangu mariminan yana ganyimꞌthuwan, ḻinygu dhanal banha nhäŋalam ḏarpam gayŋan räwaknha djingaryun, rakunynha, bewaḻi ḻinygu marwatŋuru ga baṯ-ŋayathan ŋunha wärrurr. Bala nhan Betayum yännha guyaŋin Djesunhan banha nhalpiyan nhan garrun bayikuya ḏarpawu. Bala nhan Betam bitjanan garruwan, “Marŋgikunhami, dhaŋun banha ḏarpam räwaknha nyin djingaryun, rakunynha, banha nhunu wanyuyu yändhu garrun!”
MRK.11.22	Ga nhanmam Djesum bitjanan garruwan, “Bayiŋ nhuma ŋarru God-Waŋarrwum mä-wulitmiyi, nhumam ŋarru bitjanya ḻinygu djäma bitjuwayiŋ ŋaya. 
MRK.11.23	Ga banha nhuma ŋarru gulitjtjumanma mä-wulitjtji warrpamꞌthum yana ŋayaŋuyu, ga ŋangawulma bitjuwayiŋ mä-yuḻkthun, nhumam ŋarru garrun dhaŋuny gayꞌ bukuny ŋirrimany nhan ŋarru ṉakamana bala garmakḻin ḏamurruŋꞌḻin ḻupthun. Nhanmam ŋarru God-Waŋarryum giṯthumana yana banhayam bukuny ŋirrimany.
MRK.11.24	Yo, ŋangawul warra meṉguŋam. Banha nhunu ŋarru gulitjtjumanma yana mä-wulitjtji, nhunum ŋäŋꞌthuwa nhanany bawalamiwun, ga nhanmam ŋarru guŋana yana nhuŋgu. 
MRK.11.25	Ga banha nhunu ŋarru bukumiŋganma, ŋurruŋum ŋatjil guyaŋiya: Bayiŋ nhuna yolŋuyu bitjuwayiŋ ŋayaŋu-barrakinydjuman, maŋgarra ŋatjil ga waythuwa nhangu ga baya-rakaraŋan, ŋangawulnha guyaŋiya bäyarraꞌwum. Ga bayiŋ nhunu ŋarru bitjanyam djäma, nhanmam ŋarru God-Waŋarryum baya-rakaraman nhuŋgum nhä malany barrakiny banha nhunu gayŋan djäma. Nhunum dhanaliŋgu ŋatjil baya-rakaraŋ, ga ŋärrun bukumiŋga God-Waŋarrwuḻim. 
MRK.11.26	[Ga banha nhunu yolŋu dhuŋam baya-rakaranharawu, nhanmam ŋarru God-Waŋarryum banha ŋangawulnha nhuŋgum barrakiny malany meṉgum.]”
MRK.11.27	Ga banha dhanal waythuwan Djurutjaḻamma bala dhuṉḏaynha dhanal banha gulŋiyanam balan mungurrḻi banha gayŋan ḻoḻuwunuwan God-Waŋarrwu Dharrpal Buṉbu. Ga dhanalim banha ŋurruŋu-ḏalkarramim ga Djuwwu-ŋurru-warrundayŋum warra ga rom-marŋgikunharamim yolŋu warra waythuwanan nhangu, 
MRK.11.28	bala dhanal gayŋan dhä-wirrkaꞌyuwanan Djesunhan bitjanan, “Gu, rakaraŋan wilak ŋanapiliŋgu, yolthu nhuna banha garrunma djinakum buṉbuwum ḏarrtjalkkunharawu? Yolthu nhuna barka-nhinathuŋganma?”
MRK.11.29	Ŋarru nhanmam banha Djesum marŋgiyin dhanaliŋgu. Bala nhan bitjanan ḏämbu-ganitjuman, “Ŋaya ŋatjil nhumaliny ŋäŋꞌthun ŋayꞌ. Nhuma ŋatjil warra nyäku rakaraŋ, ga ŋärrun ŋaya ŋarru nhumaliŋgum rakaram. 
MRK.11.30	Marŋgi nhuma Djongu, banha Buku-ḻupthumandamiwum yolŋuwu? Yolthu banha nhananham barka-nhinathuŋgan yolŋuwum warrawu buku-ḻupthumandawu? God-Waŋarryu, wo yolŋuyu?”
MRK.11.31	Bala dhanalim gayŋan garrunminan bitjanan, “Way, nhalpiyana ŋalmam ŋarru ḏämbu-ḏirruman nhangum? Banha ŋalma ŋarru bitjanma garrun, ‘God-Waŋarryu nhanany banha garruwan,’ bitjanma, ga nhanmam ŋarru bitjana garrun, ‘Ga nhäwu nhumam banha nhangu Djongum ŋangawulma bitjuwayiŋ mä-wulitjtjin yängu?’ 
MRK.11.32	Ga banha ŋalma ŋarru bitjanma garrun, ‘Yolŋuyu warrayu nhanany banha garruwan bayikuya djämawu,’ bitjanma, dhanalim ŋarru yolŋum warra maḏakarritjtjin, ḻinygu dhanal marŋgi banha dhaŋu Djonma God-Waŋarrwu djawarrkmi yolŋu.”
MRK.11.33	Bala dhanal bitjanan ḏämbu-ganitjuman, “Ŋangawul ŋanapu dhaŋu marŋgi!”
MRK.11.33	Ga ŋärrun nhanmam Djesum dhanaliŋgu ḏämbu-ganitjuman bitjanam, “Ŋayam ŋarru ŋangawulya nhumaliŋgum rakaram yolthu nhänany bitjuwayiŋ barka-nhinathuŋgan.”
MRK.12.1	Ga dhurrwaraŋuru bewaḻiyam nhan Djesu biyapulya bitjuwayiŋ garruwan bayikuḻ banha ŋurruŋu-ḏalkarramiwuḻ ga rom-marŋgikunhamiwuḻ ga Djuwwuḻ ŋurru-warrundayŋuwuḻ warrawuḻ. Ga bitjan nhan banha dhäwum rakaran mayaliꞌmiŋganam gamꞌ, “Waŋganymiyu waluyu ŋirrima-waṯaŋu yolŋu ḏukṯukmiyin nhän ŋarru borum, wuḻuymuŋꞌtjinya lämu-nhinathuŋgan. Yo, ŋurruŋum nhan ŋatjil ḻerrꞌyuwan ŋirrimany gaykarraŋguwan, ḏarpa gulkthuwan, bala ḻoḻun botjan. Ga balaꞌpala nhan djäma yaŋaraꞌ garramatḻi milꞌŋuwun djägamiwun nyenanharawu. Ga banikinꞌ nhan murrukay nhinathuŋgan bayikuya borumgun bitjuwaŋ wiyikaꞌwun. Bala nhan yolŋunhan warrany warraṯthuwan djägaminhan warrany, mä dhanal ŋarru gayŋa djäga bayikuya borumgu. Ga yalala ŋarru banha borumma borumdji bala dhanal ŋarru bärrkuwaḻyumana nhangum bayikuyam ŋirrima-waṯaŋuwum. Manymak, bala nhan banha ŋirrima-waṯaŋum ŋarranan bärrkuḻin waŋgalaḻi.
MRK.12.2	Ga banha nhan walum galitjin borumgum gulkthundawu bala nhan bayiŋuya ŋirrima-waṯaŋuyum yänguwanan nhanguway djämaminhan, mä nhan ŋarru balayan bitjuwayiŋ ŋarra banha borum-djägamiwuḻin warrawuḻ dhanal ŋarru nhangum borum mala gänaŋꞌthumana bewaḻiyam gätniŋuru. 
MRK.12.3	Ga dhanalim banha yolŋuyum warrayu nhäŋal nhanany bala barkan warruwan bala guwatharanan, bala ḏupthuwanan nhanany warraŋulḻin goŋ-waŋaranhan.
MRK.12.4	Ga biyapul nhan banha bayiŋuya ŋirrima-waṯaŋuyu yänguwan waripuny djämaminy. Ga dhanalim banha borum-djägamiyum warrayu muḻkurrnha nhanany gayŋan djuḏulꞌyuwan maŋguꞌ-burrwurrꞌyumanan ga baya nhan djetji guḻkumiyin. Bala dhanal nhanany dhawaṯthumanan bewaḻiyam goŋ-waŋaranhan. 
MRK.12.5	Ga biyapul nhan bitjuwayiŋ yänguwan waripunham djämaminy. Ga dhanalim banha guwatharan nhanany murrkayꞌkuwanan. Ga mä-waŋganynha gayŋan banha bilanyayam bitjuwayiŋ maḻŋꞌthuwan. Waripuny dhanal djämaminy guwatharan yana, ga waripunham dhanal guwatharan rakunyguwanan. 
MRK.12.6	Yo, ga waŋganynha gayŋan banha yolŋum bitjuwayŋ nyenan, gäthuꞌmiŋun nhangu, ḏirramun, banha nhan gayŋan mariminan nhangu mä-ŋuwatjin. Ga bitjanan nhan banha guyaŋinam, ‘Banha ŋaya ŋarru gäthuꞌmiŋunham nyäkuway yängum, dhanalim ŋarru banha nhangun bitjuwayiŋ makmakthunma bala mäkiri-witjuna nhangu.’
MRK.12.7	Bala nhan yänguwanan nhanguway gäthuꞌmiŋunham balayan. Ga dhanalim banha borum-djägamiyum warrayu nhäŋal banhaya gäthuꞌmiŋunham bala dhanal garrunminan, ‘Way, waraparra nhäŋa warra dhaŋu! Dhaŋum nhan gäthuꞌmiŋunhan moriꞌmiŋuyum yänguwan. Ga yalalaŋumi ŋarru banha moriꞌmiŋum waŋayi bala barkthu banha nhännha djinaŋun bukmakma nhä malany warraṯthu nhangum. Gu, ŋalma guwatharaman waŋayumana nhangu gäthuꞌmiŋunham, mä ŋarru banha bukmakma nhäm mala ŋalmaliŋgun’ 
MRK.12.8	Bala dhanal ŋayathanan nhanany, ga guwatharanam dhanal nhanany murrkayꞌkuwanan, waŋayumanan yana. Bala dhanal nhangu rumbalma ḏupthuwan warraŋulḻin, ḏiltji-duwaṯthumanan bayikuya ḻoḻuwum borummiwum.”
MRK.12.9	Bala nhan Djesuyum dhä-wirrꞌkayuwanan banha ŋaḻapaḻminham bitjanan, “Nhalpiyana nhumam gayŋa guyaŋi? Nhalpiyana nhan ŋarru bayiŋuya ŋirrima-waṯaŋuyum yolŋuyu guyaŋi ŋunha borum-djägaminham warrany? Banham nhan ŋarru ŋarran yana bala guwatharaman rakunguman banha borum-djägaminham warrany. Bala nhan ŋarru banhayam ŋirrima borummim guŋan waripuwuḻin yolŋuwuḻ warrawuḻ djägawu.
MRK.12.10	Ḻinygu mu nhuma dhaŋu marŋgimi banha ŋunha God-Waŋarrwuram Djorraꞌŋa gayŋa bitjan djingaryun,
MRK.12.10	‘Waŋganyma banha ṉutjurru dhanal djämamiyu warrayu ḏupthuwanan ḻinygu dhanal barrakiny rakaranan.
MRK.12.10	Ŋarru banhayam ṉutjurru ŋuwakurruꞌŋun walꞌŋu, ga banhayan nhan djalkirim.
MRK.12.11	Ga God-Waŋarryum nhanbayim banha warraṯthuwan bala ŋuwakurru-rakaranan.
MRK.12.11	Ga marimin banha maŋutji-wiḏiꞌmin yulŋum!’ ”
MRK.12.12	Ga dhanalim banha ŋaḻapaḻmiyum dharaŋganan yana banha nhan Djesuyum gayŋan dhanalinhan bitjuwayiŋ waywayyuwan bayiŋuyam dhäwuyu. Dhanalim banha banhayam ŋaḻapaḻmim bilanyan bitjuwayiŋ banha borum-djägamin warra. Ga mariminan dhanal banha ŋayaŋu-barrakinydjinam. Ga djälmiyinam dhanal gayŋan banha Djesuwum ŋayathandawun, dhanal ŋarru nhanany dharruŋguḻin dhethuŋgan. Ŋarru dhanal gayŋan banha yolŋuwun warrawu biyaṉiyinam, bala yana dhanal martjmartjuwanan.
MRK.12.13	Ga dhurrwaraŋuru bewaḻiyam Djuwwuru ŋurru-warrundayŋuyu ḻuŋꞌthuman yolŋuny warrany bewaḻi bala Baratjiny yolŋuny warrany ga Geŋ Yaritku ḻunduꞌmiŋuny warrany. Bala dhanal yänguwanan banhayam yolŋuny warrany balan Djesuwun mayaliꞌ-wilkthundawun, mä nhan ŋarru be nhalpiyan barrakinydjuman garrun, mä dhanalim ŋarru mari-waythuna nhangu. 
MRK.12.14	Bala dhanal garruwanan nhangu Djesuwum bitjanan, “Marŋgikunhami, bukmak ŋanapu dhaŋu marŋgi nhuŋgum, nhunum bayiŋ gayŋa dhaŋu ŋuwakurru yana djäma, ga garrun nhunu bayiŋ gayŋa gulitjtjuman yana dhuṉḏay. Ga dhuṉḏay yana nhunu mala-djarrꞌyundami yolŋu, ḻinygu nhunu bayiŋ gayŋa djäma rrambaŋiyuman bukmakku yana, ŋaḻapaḻwu ga yaka ŋaḻapaḻwu. Ga God-Waŋarrwum yän nhunu bayiŋ gayŋa gulitjtjuman yana marŋgi-wuŋan. Gu rakaraŋan ŋanapiliŋgu, nhä banha dhuṉḏay ŋalmaliŋgu Djuwwum bäpurruwu ŋalma ŋarru gayŋa rrupiya ḏämbu-ḏirruman Rawumbuywum gapmangu yäku tax-ma,
MRK.12.15	Ga nhanmam banha Djesum marŋgiyin dhanaliŋgu ŋayaŋuwu. Ga banha nhan warri bitjarram garruwarra, ‘Ŋangawul dhuwan ŋuwakurru, nhuma ŋarru wuŋiḻiꞌyun dhanaliny banha 
MRK.12.16	Bala dhanal guŋanan nhanguḻ Djesuwuḻim waŋganynha ŋaraka. Ga nhäŋal nhan, bala garruwan bitjanan, “Yol dhaŋum wuŋiḻi ga yäku djinalaŋam rrupiyaŋa ŋarakaŋa?”
MRK.12.16	Ga dhanalim ḏämbu-ganitjuman, “Dhuwanma wuŋiḻi nhännha Djetjan banha nhan buŋgawan Rawumbuywun Gapmangu!”
MRK.12.17	Bala nhan Djesum bitjanan garruwan, “Gatjuy, ḏirruman warra guŋa nhä malany nhangum bayikuyam Rawumbuywum gapmangu. Ga nhä malany banha nhangu God-Waŋarrwu, bitjaya ḻinygu nhangum ḏirrunmaraŋ guŋa.”
MRK.12.17	Ga bukmakthum banha ŋäkulam nhanany yänma ṉirruwanan, ḻinygu nhan dhanaliŋgu banha ḏämbu-ḏirrunmaranam djämbatjthun yändhum.
MRK.12.18	Ga waripu ŋurruk yolŋu warra yäku Djatutji banha dhanal bayiŋ gayŋa marŋgikum yolŋuny warrany, banha barkthu gayŋi ŋangawul be yolŋu warra rakunyŋuru wälŋayi. Ga bilanyamiyu dhanal birrkaꞌyuwan mayaliꞌ-wilkthuwan Djesuny. Ga bitjan dhanal banha nhangu garruwanam,
MRK.12.19	“Marŋgikunhami, bitjan ŋunha Mawtjitjthum wukirri God-Waŋarrwum romnha, gamꞌ: Banha ŋarru yolŋuyu baṯaminy warraṯthun, ga waŋayin nhan ŋarru bitjuwayiŋ walkurnharra yana, bala nhanguru yukuyukuꞌmiŋuyun ŋarru banha baṯaminham warraṯthun. Ga yalŋuwa dhupal ŋarru banha yothum bitjuwayiŋ maḻŋꞌthuman, nhangun bayikuyan rakunygun ḏirramuwum.
MRK.12.20	Ga nhämi dhaŋum, gayꞌ? Guḻku dhanal gayŋan banha nyenanam, djabin wäwaꞌmanydji warra. Ga nhän ŋatjil ŋaḻapaḻyu wäwaꞌmiŋuyu warraṯthuwan baṯaminy bala waŋayinan, ga ŋangawul nhan banha bayiŋuya baṯamiyum ŋunhuŋ yothum nhangu gutjparruwan. 
MRK.12.21	Bala banha malpurayun warraṯhuwan banhaya baṯaminham yana bayiŋ romgun bitjuwayiŋ malthuwan. Bala nhan banha ḏirramum waŋayinan, walkurnharra yana. 
MRK.12.22	Ga bitjanan ḻinygun gayŋan banha bilanyayam maḻŋꞌthuwan bukmakkun yana dhanaliŋgu wäwaꞌmanydjiwum warrawu. Ga bukmak dhanal gayŋan banha bitjuwayiŋ romgum malthuwan, ga bukmakthu dhanal banha warraṯthuwanam banhayanham baṯaminy. Ga bukmak yana dhanal banha waŋayinam yothunharra yana. Ga dhä-yurputjnha nhanmam banhaya baṯamim bitjuwayiŋ waŋayin.
MRK.12.23	Ga djinakun ŋanapu ŋarru nhunany dhaŋu dhä-wirrkaꞌyunma, gayꞌ: Banha ŋarru barkthu God-Waŋarryu yolŋunham warrany wälŋayumu rakunyŋurum ŋunhalam djiwarrꞌŋam, ga banha barkthu banhaya wäwaꞌmanydji warra ga banhaya baṯami bitjuwayiŋ rakunyŋurum wälŋayi, ga yolkun nhan barkthu banha baṯamim, ḻinygu bukmakkuḻ yana dhanaliŋguḻ nhan gayŋan banha bitjuwayiŋ nyenanam?”
MRK.12.24	Ga nhanmam Djesum garruwan bitjanan, “Bukmak yana nhuma dhaŋu djarrpiꞌmi. Ŋangawul yana nhuma dhaŋu God-Waŋarrwurum yängu gulitjma marŋgi, ga ŋangawul nhuma marŋgi nhangu ganydjarrwu.
MRK.12.25	Ga banha barkthu yolŋum warra wälŋayi rakunyŋurum, banhayam dhanal barkthu bilanyan bitjuwayiŋ God-Waŋarrwun dhäwumi mala, djiwarrꞌwuynha yolŋu warra. Dhanalim ŋarru barkthu gayŋi banha ŋangawulnha warraṯthunmi ŋunhalam. Bukmakma yolŋu warra ŋunhalam djiwarrꞌŋam barkthu waŋganynha yana mala. Ŋangawulnha barkthu gayŋi banha yolŋu warra dhawuꞌ nhinathuŋganmi baṯaminy ga biyapul gayŋi barkthu warraṯthunmi. 
MRK.12.26	Nhumam gayŋa dhaŋu bitjan guyaŋi yana warri barkthu ŋangawulnha gayŋi yolŋum warra wälŋayi rakunyŋurum. Guyaŋiya warra banha dhäwu Mawtjitjkuruy ŋunhal God-Waŋarrwura dhuyuŋa djorraꞌŋa: banha nhan nhäŋal ŋorrtja ḏarpaŋa, ga God-Waŋarr gayŋan garruwan nhanguḻ bitjan, ‘Ŋayam dhaŋu God-Waŋarr dhanaliŋgu Yipurayimgu ga Yitjakku ga Djaykupku.’
MRK.12.27	Ŋangawul nhan bitjan garruwan banha nhan bayinyamiyu yana waluyu dhanaliŋgu God-Waŋarr. Banham nhan bitjan garruwan, ḻinygu nhan God-Waŋarr dhanaliŋgu djinakun bala waluyu, ḻinygu dhanal banhayam yolŋu warra wälŋan gayŋa nyena God-Waŋarrwuran, ŋangawul dhanal rakunymi. Ḻinygu wälŋami yolŋu warra bayiŋ gayŋa banha God-Waŋarrwum buku-ŋalthun ŋangawul rakunymi. Werra nhumaliŋguŋ dhuwan guyaŋinyaram.”
MRK.12.28	Ga ŋunhalaya gayŋan nyenan waŋgany rom-marŋgikunharami yolŋu, mäkiriꞌ-witjuwan nhan gayŋan Djesuwu. Ga bitjan nhan gayŋan banha guyaŋinam: banha nhan Djesuyum bitjuwayiŋ ŋuwakurrun yana dhanaliŋgu yänma ḏämbu-ḏirrunmaran Djatutiwum warrawu. Bala nhan ŋäŋꞌthuwanan nhanany Djesunham bitjanan, “Nhä dhaŋu ŋurruŋum marimim walꞌŋu God-Waŋarrwum Rom?”
MRK.12.29	Ga nhanmam Djesum ḏämbu-ganitjuman bitjanan, “Dhaŋu banha ŋurruŋum walꞌŋu rom ŋunha God-Waŋarrwurum djorraꞌyu gayŋa rakaram bitjan gamꞌ,
MRK.12.29	‘Ŋäkam warra ŋuwatjuma, nhumam Yitjuralpuyum yolŋuyu warrayu!
