MAT.1.1	Bwen, aj ntzanije' kye tijajil Jesukrist aj tijajil Dawid aj tijajil Abran:
1CO.2.10	Komo te Qtata Dios oje tzaj tyek'u' kyaqil qetz tzan te Txew tuj qanim. Komo te Txew nqet tb'isu' ti'j kyaqil b'ix teb'en kyaqil aj nqet tb'isu' te Qtata Dios. 
1CO.2.11	¿Ab'l jun xjal teb'en kyaqil tidi'chq aj nky'ik tuj tanim junky xjal? Nijunwt, sinoke a'oxkix tanim te xjal teb'en. Ax ikxji nijunwt ab'l teb'en tidi' ntb'isu' te Qtata Dios sinoke a'ox te Txewx tetz. 
1CO.2.12	Te Txew Dios aj oje jk'amoj, nya'tx iktza' te aj atqex tuj kyanim kye xjal aj k'onti'l nkye'okslan, sinoke tetz n'onen quky'i'l tzan tel qniky' ti'j te aj oje tzaj tsi' te Qtata Dios qetz cha jkotz.
1CO.2.13	Qetza nqoyolina ti'j ntzani nya'tx tuky'i jun tume'l aj otzaj xnaq'tza' qetza tzan xjal, sinoke tuky'i jun tume'l aj otzaj txnaq'tza' te Txew Dios qetza; ikxji nqoyolin te b'an'ax ti'j te Qtata Dios tuky'i jun tume'l aj ntzaj tsi' te Txew. 
1CO.2.14	Jun xjal aj k'onti'l atqex Txew Dios tuj tanim, tetz k'onti'l ntk'amo' te aj ntq'uma' te Txew Dios tzan tpaj tetz tuj tnab'l cha jun tontwil, b'ix k'onti'l n'el tniky' ti'j; komo a'ox qa atqex te Txew Dios tuj qanim b'a'n tzan tel qniky' ti'j. 
1CO.2.15	Per yatzun te jun xjal aj atqex Txew Dios tuj tanim, tetzji nqetb'aj tb'isu' kyaqil alkyetz te galan b'ix alkyetz te nya'tx galan, b'ix k'onti'l ab'l b'a'n tzan txik q'uman tidi' ti'j. 
1CO.2.16	Komo nyolin [te Tu'jal Dios oqtxi'] ikxjani: “¿Ab'l jun xjal totzqi' kyaqil aj ntb'isu' te Qtata Dios? ¿Ab'l b'a'n tzan txnaq'tzan tetz?”
1CO.3.1	Wetz erman, [aj atin tuq exol], k'onti'l ob'antik tzan nyolin etuky'i'l iktza' jwert atix tuky'i Qtata Dios, sinoke inyolin etuky'i'l iktza' cha n'ok esi' ek'u'j ti'j tidi'chq tzani twitz tx'o'tx' b'ix iktza' man txiklen etoksla' ti'j Krist. 
1CO.3.2	A tgan tuq tzan [exik nxnaq'tza' kyeb'a' iktza'] jun tal k'wa'l aj man nxik si' xtxu' b'ix nya'tx twe', komo etetz mina' tuq tb'antik tzan ek'amon [jun xnaq'tzb'ilj aj mas kwest].
1CO.3.3	tzan tpaj etetz tzunx n'ok esi' ek'u'j ti'j tidi'chq tzani twitz tx'o'tx', komo etetz tzunx b'an enbidyos a'ix exolx b'ix nkxq'ojin exolx. ¿Ti'tzun, nya'tx petzun ikxji nkxk'ulun iktza' aj cha tgan te echi'jel b'ix cha nkxb'et iktza' kye txq'anky xjal? 
1CO.3.4	Oj eyolin ikxjani, “wetz a'in te Pa'k,” b'ix junjunky, “wetz a'in te Pol,”
1CO.3.5	Komo ¿tidi' [tajwalil] te Pol? B'ix ¿tidi' [wajwalil] wetz? Qetza cha a'o'na aq'unon te Qajaw Jesukrist, b'ix b'a'n tuq tzan etokslan tzan tpaj te Qajawil otzaj tsi' qajwalilna te junjunchaq qetza tzan txik qpakb'a'na etuky'i'l. 
1CO.3.6	Tb'ay a'in wetz [inpakb'an exol iktza' jun xjal aj] nqex tawa' jun awalj, b'ix yaji a te Pol
1CO.3.7	Ikxji, te aj n'awan b'ix te aj n'a'len k'onti'l kyajwalil sinoke a'ox te Qtata Dios aj njaw tky'ib'sa' kyaqil. 
1CO.3.8	Kye aj nkye'awan b'ix kye aj nkye'a'len, kyetz junx nkye'aq'unan tzan tok galan te awalj, b'ix kykab'il okyk'amo'tz twi' kyk'u'j iktza'x kyaq'umb'en. 
1CO.3.9	Komo qetza iktza' a'o'na oneyon te Qtata Dios [tuj taq'un], b'ix etetz a'ix iktza' te awalj aj nkxk'amon jun etanq'in tuky'i'l. B'ix ax [b'a'n tzan qyolin] etetz iktza' jun jay aj tk'ulb'en Qtata Dios. 
1CO.3.10	Komo te Qtata Dios oje tzaj tsi' wetz jun wajwalil, b'ix tzan tpaj nini wetz a'in iktza' jun aj k'ulu jay aj totzqi' nim aj wit'b'al txe' jun jay b'ix txq'anky njaw ktz'aqo' te loq'. Per junjunchaq te qetz a tgan tzan tok qsi' qnab'l titza' nqo'aq'unan 
1CO.3.11	tzan tpaj nlay b'antik tzan txik xnaq'tza' junky tume'l titza' tzan jkolet sinoke a'ox te tume'l ti'j Jesukrist.
1CO.3.12	Te ntzani iktza' qa jun xjal ojawel tk'ulu' jun loq' tajsik te twit'lel tuky'i xtx'otx'al oro, xtx'otx'al plat, qatzun tuky'i pur ab'j aj b'an tb'anil, qatzun tuky'i tze'ji qatzun tuky'i ky'imji qatzun cha toq triwji, 
1CO.3.13	per te taq'umb'en owokel e'elet qa b'a'n oj tok te q'aq' ti'j oj tul te jwisy
1CO.3.14	Qa taq'umb'en jun xjal owelal galan oj tul te jwisy ntons otk'amo'tz te aj tmeres. 
1CO.3.15	Per qa te taq'umb'en opoyonaj, ntons tetz okoletel, per iktza' jun xjal aj pen okoletel tuj jun q'aq' b'ix opoyonaj kyaqil tidi' tetz.
1CO.3.16	¿K'onti'l petzun eteb'en qa etetz [echi'jel] iktza' te jay aj nab'il Qtata Dios b'ix te Txew nnajan tuj etanim? 
1CO.3.17	Qa at ab'l opoyon tnajsa' te aj jayji, ntons te Qtata Dios opoyon tnajsa' te tetz tzan tpaj tetz tjay pawa' a'ox te tetz, b'ix etetz a'ix iktza' aj jayji.
1CO.3.18	Intok esi' enab'l tzan k'on tqet eteq'i' etib'x. Qa exol etetz at jun aj tuj tnab'l b'an teb'en nim, ntons mejor intok iktze'xtzun k'onti'l teb'en nich'inwt [tuj kywitz kye xjal] tzan tok tetz jun aj b'an'ax totzqi' nim [ti'j te tume'l b'an'ax]. 
1CO.3.19	Komo te tume'l titza' nkyeb'isun kye xjal twitz ja tx'o'tx'ni, cha jun tidi' aj k'onti'l token tuj twitz Qtata Dios. Komo iktza'x nyolin [tuj Tu'jal] ikxjani: “Te Qtata Dios tuky'i kylistulx nkyeqet titza' kye aj b'an kyotzqi' kyaqil.”
1CO.3.20	B'ix ax nyolin ikxjani: “Te Qajawil totzqi' titza' nqet kyb'isu' kye [aj twitz ja tx'o'tx'ni] aj nim kylistul, per k'onti'l token te aj nkyb'isu'.”
1CO.3.21	Astilji nijunwt intqet tjiq'b'a' tib' ti'j junky [aj ja' n'ok lapet], tzan tpaj kyaqil te jun galan te etetz exolx, 
1CO.3.22	qa te Pa'k, qatzun te Pol, qatzun te Xhpe'y, qatzun kyaqil aj at twitz ja tx'o'tx'ni, qatzun te etanq'in, qatzun te ekamiky, qatzun kyaqil aj at ajna'l qatzun kyaqil aj oky'el mas yaj, kyaqil nini te etetz 
1CO.3.23	b'ix etetz a'ix te Krist b'ix te Krist te Qtata Dios.
1CO.4.1	Ntons, kyaqil xjal injqet kyena ch'in iktza' q'apo' qib'a nqo'aq'unana te Krist, b'ix oje tzaj si' qajwalilna tzan txik qpakb'a' te aj k'onti'l owel niky'j ti'j te Qtata Dios tb'aya'. 
1CO.4.2	Kye aj oje tzaj si' kyajwalil presis tzan k'on tkaj ksi' tzan kyaq'unan tuky'i tume'l. 
1CO.4.3	Wetz k'onti'l nkyinb'isun titza' nkyin'el tuj ewitz, qatzun tuj kywitz kye aj nkyepoqon txq'anky, komo ni wetz k'onti'l tidi' b'a'n tzan txik nq'uma' wi'jx. 
1CO.4.4	Wetz nna'o' tuj wanim nkyin'aq'unan tume'l, per nya'tx tzan tpajji wetz galan atin tuj twitz Qtata Dios, a'ox te Qtat e'el tetz.
1CO.4.5	Ntons k'on xik eq'uma' til te junky qa mina' tpon or, sinoke [pe'etiyon waq] max oj tul te Qajawil; a tetz otzajel tq'uma' xtxolil kyaqil tidi'chq aj nkyek'ulun ewj tuj qlolj b'ix a tetz otzajel tyek'u' kyaqil aj n'el tgani' te qanim. Ntons junjunchaq okyeqtel jiq'b'a' tzan te Qtata Dios tzan tpaj aj owokel en kyi'j.
1CO.4.6	Ntons wetz erman, nxik nq'uma' etetz ntzani te jun galan te etetzx b'ix nqet nyek'u' jun ejempl te etetz ti'j te Pol b'ix wi'jx wetz, tzan tox tuj ewi' te aj tz'ib'ankaj [tuj Tu'jal Dios] tzan k'on ena'on etetz mas tb'anil a'ix kywitz txq'anky. 
1CO.4.7	Komo ¿ab'l jun mas tb'anil kywitz kye txq'anky? B'ix ¿tidi' at te etetz aj nya'tx a te Qtata Dios oje tzaj sin tetz? Per qa te Qtat oje tzaj sin tetz, ntons ¿tistil etetz nqet ejiq'b'a' etib'? 
1CO.4.8	Qa tuj enab'l k'onti'l tidi' npaltin te etetz b'ix q'inon a'ix b'ix wit'likix tuj ewit'lel iktza' jun k'ulul mandad, galan-talo qa b'an'axwit a'ix iktza' jun k'ulul mandad, ikxji qetza b'a'n-tal tzan jk'uluna mandad ch'in etuky'i'l. 
1CO.4.9	Per ajna'l qetza aj tky'ixel Jesus a'o'ni, qanq te Qtata Dios oje qokaj tkola' b'ix okaj si'na tzan jkamik, b'ix cha a'o'na te kyka'yb'il kyaqil xjal b'ix kyka'yb'il kye ángel. 
1CO.4.10	Qetza tzan tpaj nqet qgani'na te Krist, n'el tuj ewitz iktza' b'an t'a'q a'o'na, per etetz tuj enab'l b'an list a'ix tzan tpaj te Krist; b'ix etetz tuj enab'l qetza k'onti'l b'a'n qitza'na per etetz b'a'n etitza'. Etetz b'an jiq'b'amix per qetza nya'tx jiq'b'amo'na. 
1CO.4.11	Qetza n'ok qen twitz wa'ij b'ix at tzakjel qi'ja b'ix pur ch'i xhb'u'q jq'anaq, b'ix nqoqetb'aj b'uju'na b'ix k'onti'l jun qjaya aj qetzax, 
1CO.4.12	b'ix njkansa' qib' tzan tpaj nim nqo'aq'unana. Kye xjal nqo'ok kyyaso'na, per qetza nkyeqet qky'iwla'na; kyetz nqo'ex kylajo'na, per nky'ix qitza'na; 
1CO.4.13	njaw kynik'o' yol qi'j, per qetza tuky'i yol tume'l n'aj qtzaq'b'e'na; qetza nqoqet ena tzan kye xjal iktza' ky'is b'ix iktza' k'onti'l qokena.
1CO.4.14	Wetz nqet ntz'ib'a' ntzani nya'tx tzan tel win eky'exaw sinoke tzan txik nsi' jun konsej etetz iktza' nk'wa'al a'ix aj ganimix witza'. 
1CO.4.15	Anke ate' b'an ky'ila'j
1CO.4.16	Astilji wetz nxik nq'uma' etetz, intel etin iktza' wetz a'in.
1CO.4.17	Astilji wetz oxik nlajo' te Timotey etuky'i'l tzi. Tetz iktza' jun nk'wa'al aj gani' nim witza', b'ix k'onti'l nkaj tsi' tzan tqet toksla' te Qajawil. Tetz oxe'l tq'uma' etuky'i'l tzan stzaj ena'o' titza' wetz nkyinb'et tuj tume'l iktza'x nkyin'okslan ti'j Krist, iktza'x nxik nxnaq'tza' ja'chq kxol kyaqil b'uch'uj qerman.
1CO.4.18	Ntons, ate' junjun exol etetz, b'an nqet kyjiq'b'a' kyib' iktza' tlimaqal xjal-e', kyetz tuj kynab'l qa nlay kyinpon exol. 
1CO.4.19	Wetz okyinpoyon naj etuky'i'l, qa ikxji tgan te Qajawil, b'ix ikxji owokel ncha'o' kyaqil aj nkyyoli' kye ja cha kyjiq'b'anqet kyib'ni b'ix owokel wen tidi' b'a'n tzan kyk'ulun. 
1CO.4.20	Komo tzan jkaj tuj tq'ab' Qtata Dios, nya'tx cha tzan tpaj aj nim nqoyolin sinoke tzan tpaj nqo'anq'in tuky'i jun tume'l aj ntzaj tsi' te Qtata Dios qetz tuky'i nim tajwalil. 
1CO.4.21	¿Titza' egan etetz oj npon exol? ¿Egan pe' tzan wilin eti'j, qatzun tzan nyolin tuky'i jun tume'l b'an galanji iktza' nkxqet ngani' b'ix tzan tok lo'et nk'u'j eti'j?
1CO.5.1	Ntons wetz owok ncha'o' exol etetz at jun k'ajajb'ilj aj ni kxol kye aj nya'tx aj tijajil Israel aj k'onti'l nkye'okslan te Qtata Dios nkyek'ulun ikxji. Oje tz'ok ncha'o' jun te etetz xujela' tnanb'ilx titza'. Te nini b'an nya'tx galan.
1CO.5.2	¡B'ix etetz tuj enab'l b'an galan atix! ¿Nya'tx petzun cha-tal b'an kxb'isun ch'in ti'j nini? ¿Tistil mina'x tetz etin exol te aj nk'ulun ikxnini? 
1CO.5.3	Wetz, anke k'onti'l akyinqet nwitzale' exol, wetz nkyinb'isun nim tuj wanim eti'j, b'ix oje qet nb'isu', te aj ntk'ulu' te aj xjalni jun b'an nya'tx galan. 
1CO.5.4	Nxik nq'uma' etetz, cha'oj tok echimo' etib' tzan ena'on te Qajaw Jesukrist b'ix oj tqet eb'isu' ti'j te nyol aj ma'tx xik nq'uma', ntons tuky'i tajwalil te Qajaw Jesukrist aj oje xik tsi' etetz, 
1CO.5.5	intetz etin exol te aj xjalni tzan tkaj tuj tq'ab' te Satanas tzan tponaj te xhchi'jel b'ix tzan tkolet te tanim oj tul te Qajaw junky'el.
1CO.5.6	Etetz nya'tx galan nkxk'ulun b'ix nqet ejiq'b'a' etib'. ¿Ti'tzun, k'onti'l eteb'en [aj ntk'ulu' jun xjal ikxnini owokel jun nya'tx galan kxol kye txq'anky iktza'] te malsb'il aj nxik tsipa' tib' tuj kyaqil te q'otj?
1CO.5.7	[Astilji] intex etin [te aj xjal exolni] tzan ekaj saq exol etetz iktza' te qjay nkaj saq cha'oj tex qin te malsb'il wab'j q'anq tuj qjay tuj te q'ij Paskw. Ikxji tzan etok exol etetz iktza' jun ak'a'j q'otj k'onti'l jun malsb'il tuj. Komo te Krist oje qet klabi' twitz krus te chojb'il qchoj iktza' te tal moch
1CO.5.8	Ntons intqet jq'ijla' te q'ij, per nya'tx tuky'i jun [nya'tx galan qxol iktza'] jun malsb'il q'anq tuj te wab'j, iktza' te [aj b'an nya'tx galan tuj qanim tuq oqtxi'], sinoke intqet jq'ijla' tuky'i jun tk'u'jlal b'ix tuj tume'l b'an'ax iktza' nqet jq'ijla' te q'ij tuky'i jun wab'j aj k'onti'l malsb'il tuj.
1CO.5.9	Wetz oje qet ntz'ib'a' te etetz tzan k'on tz'ox esamo' etib' kyuky'i kye aj nkyek'ajajin. 
1CO.5.10	Per wetz k'onti'l nkyinyolin kyi'j kye aj nya'tx a'e' aj qxol, iktza' a'e' aj k'ajajiyon b'ix nkyetzeqtik ti'j tmin b'ix eleq' b'ix kye aj nkyena'on titzb'alil jun tidi'; qa nkyinyolin-wit kyi'j kyetz, ntons presis-tal tzan tkaj ekola' te ja twitz tx'o'tx'ni. 
1CO.5.11	Nqet ntz'ib'a' te etetz tzan k'on tox esamo' etib' kyuky'i kye aj nkyyoli' qerman-e' b'ix nkyek'ajajin, nkyetzeqtik ti'j tmin, nkyena'on twitz titzb'alil jun tidi', ntzaj kyqanb'e' ti'j junky, nkyexhb'a'jin, nkye'elq'an. Kyuky'i kyaqil aj xjalji ni k'on kxwa'an junx kyuky'i'l. 
1CO.5.12	Komo ¿tidi' wetz woklen tzan kxik npoqo' kye aj k'onti'l nkye'okslan? ¿Nya'tx petzun a'ix etetz aj at etoklen tzan kxik epoqo' kye aj exol etetz? 
1CO.5.13	Kye aj k'onti'l nkye'okslan, a te Qtata Dios oxe'l poqon kyetz. Per yatzun exol etetz, inkyetz etin kye aj nkyejoyon choj.
1CO.6.1	Ntons, qa at jun exol etetz aj oxe'l qaniyon ti'j junky, ¿tistil nxik qaniyon ti'j, kywitz kye aj k'onti'l nkye'okslan Qtata Dios? ¿Tistil nya'tx kywitz kye qerman aj pawame' te Qtata Dios? 
1CO.6.2	¿Ti'tzun, k'onti'l eteb'en etetz, qetz aj pawamo' te Qtata Dios oxe'l jq'uma' kyil kye aj k'onti'l nkye'okslan Qtata Dios [cha'oj tul te Qajaw]?
1CO.6.3	¿Ti'tzun, k'onti'l eteb'en, qetz aj nqo'okslan Qtata Dios oxe'l jq'uma' kyi'j kye ángel? Qa ikxji, ntons ¿token nlay b'antik tzan txik epoqo' jun tidi' aj tzani twitz tx'o'tx'? 
1CO.6.4	Qa etetz at jun q'oj exol, ¿tistil nkxik kyuky'i kye pujul il aj k'onti'l kyoklen qxol qetz aj nqo'okslan Qtata Dios? 
1CO.6.5	Wetz nxik nq'uma' etetz ntzani tzan eky'ixwik ch'in. ¿Ti'tzun, k'onti'l nijunwt exol etetz aj b'a'n tzan txik tq'uma' alkyetz te tume'l kyi'j kab'e' qerman aj nkyeq'ojin? 
1CO.6.6	[Per k'onti'l] sinoke cha nkxqanin ti'j junky etermanx exolx b'ix nkxik qaniyon kywitz xjal aj k'onti'l nkye'okslan. 
1CO.6.7	Tzan tpaj cha nkxqanin eti'jx exolx, nini telponx etetz k'onti'l nkxb'et tuj tume'l. ¿Tistil nya'tx mejor cha tzan etipan kyaqil te aj nya'tx galan aj n'ok k'ulu' eti'j? ¿Tistil mejor nya'tx tzan etzoqpin qa ma kxqet elq'a'? 
1CO.6.8	Per etetz cha mas nkxk'ulun ti'chq nya'tx galan b'ix nkyeqet etelq'a' txq'anky, b'ix kyaqil ntzani kyi'j etermanx. 
1CO.6.9	¿Ti'tzun, k'onti'l eteb'en etetz kyaqil kye aj nkyek'ulun nya'tx galan nlay b'antik tzan kyk'amon jun kyanq'in te jun-ele'x tuky'i Qtata Dios? K'on qet emoyi' etib'; kye aj nkyek'ajajin b'ix kye aj nkyena'on twitz titzb'alil jun tidi' b'ix kye aj xhq'e-e', 
1CO.6.10	b'ix kye aj eleq' b'ix kye aj nkyetzeqtik ti'j tidi'chq, b'ix ax kye aj pur xhb'a'j kyaq'un b'ix kye aj yasol txq'anky, b'ix kye aj nqet kyelq'a' junky, nijunwt kyetz nlay b'antik tzan kyk'amon jun kyanq'in te jun-ele'x tuky'i Qtata Dios. 
1CO.6.11	Oqtxi' junjun exol etetz a'ix tuq iktza' kye ja xjalni, per ya etetz ajna'l oje kaj saq etanim, oje kx'el pawa' a'ox te Qtata Dios, b'ix oje tz'el in echoj tzan tpaj tajwalil Qajaw Jesukrist b'ix tzan tpaj te Txew Dios.
1CO.6.12	Wetz libr atin tzan tqet nk'ulu' kyaqil aj ngan, per nya'tx kyaqil owokel te jun galan te wetz. Libr atin tzan tqet nk'ulu' kyaqil, per wetz nlay ntzoqpij tzan nqet kyk'ulu' mandad kyaqil nini.
1CO.6.13	[Iktza'x kye xjal nkyeyolin] “te qwe' n'oken te jk'u'j, b'ix te jk'u'j te qwe'.” Per jun q'ij te Qtata Dios opoyon tnajsa'xkix kykab'il nini. B'ix te qchi'jel nya'tx tzan token te k'ajajb'ilj, sinoke te qchi'jel te Qajaw, b'ix te Qajaw te qchi'jel.
1CO.6.14	B'ix te Qtata Dios aj otk'uluj tzan tjaw anq'in te Qajawil, ax otk'ulu'tz tzan qjaw anq'in qetz tzan tajwalil. 
1CO.6.15	¿Ti'tzun, k'onti'l eteb'en etetz, te echi'jel [nya'tx te etetzx sinoke] te Krist [tzan tpaj te Txew atqex tuj etanim tuj echi'jel]? ¿Nk'ulu'tz petzun wetz tzan tok njunb'e' te xhchi'jel Jesukrist ti'j xhchi'jel jun xuj aj nk'ayin tib'? ¡Nlay! 
1CO.6.16	¿K'onti'l petzun etetz eteb'en qa jun xjal ma tz'ok tjunb'e' tib' tuky'i jun xuj aj nk'ayin tib', nkye'ok cha jun xjal-oq kykab'il? Komo te Qtata Dios nyolin ikxjani [tuj Tu'jal]: “Te kchi'jel kyetz owokel iktza' cha jun xjal tzan kykab'il.”
1CO.6.17	Per te aj n'ok tjunb'e' tib' tuky'i Qajawil, tetz n'ok cha jun-oq tuj tanim tuky'i'l. 
1CO.6.18	Intkaj ekola' waq te k'ajajb'ilj. Kye txq'anky txakl choj aj ntk'ulu' jun xjal k'onti'l tidi' nky'ik ti'j te xhchi'jel tetz, per te xjal aj nk'ajajin, te nini njoyon choj ti'jx te xhchi'jel tetz. 
1CO.6.19	¿K'onti'l petzun eteb'en etetz, te echi'jel iktza' tjay te Txew Dios aj atqex tuj etanim b'ix otzaj si' tzan te Qtata Dios, b'ix [astilji] etetz nya'tx a'ix etajawilx eti'j?
1CO.6.20	Te Qtata Dios oje tz'el xhchojo' te echoj tzan tkolon etetz, astilji etetz presis tzan tqet ejiq'b'a' te Qtata Dios tuky'i echi'jel.
1CO.7.1	Ajna'l ti'j te aj oqet etz'ib'a' tuj etu'uj aj otzaj esama' wetz, b'a'n qa jun ichan nlay tz'ok tmako' xuj.
1CO.7.2	Per tzan tpaj at nim k'ajajb'ilj mejor junjunchaq intqet tjoyo' txu'jel b'ix junjunchaq intqet tjoyo' tichmil. 
1CO.7.3	Jun ichmilb'aj a tgan tzan tk'ulun tuky'i te txu'jel kyaqil aj presis iktza'x tkajlen si', b'ix ax ikxji te xuj tuky'i tichmil. 
1CO.7.4	Te xuj k'onti'l tzan tk'ulun mandad tib'x ti'j xhchi'jel sinoke a te tichmil, b'ix ax te ichmilb'aj k'onti'l tzan tk'ulun mandad tib'x ti'j xhchi'jel sinoke a te txu'jel. 
1CO.7.5	K'on qet exk'ayi' waq etib'x, a'ox qa ma kxkaj ti'j tzan k'on ek'ulun jun tyemp tzan tok esi' ek'u'j tzan exnaq'tzan, b'ix yaji a tgan tzan eqet witan junch'in junky'el tzan k'on eqet tz'aqik tzan te Satanas, tzan tpaj cha nqet etipa' aj tgan te echi'jel. 
1CO.7.6	Kyaqil ntzani nxik nq'uma' iktza' cha jun konsej, nya'tx jun tidi' aj nxik nk'ulu' mandad-wit tzan ek'ulun ikxji. 
1CO.7.7	Wetz ngan-talo kyaqil kye ichan tzan kykaj [kchukel] iktza' wetz a'in, per te Qtata Dios oje kaj tsi'chaq te junjun te aj b'an galan te tetz, junjun tzan kyok junan b'ix junjunky tzan k'on kyok junan. 
1CO.7.8	Wetz oxe'l nq'uma' ntzani kye aj ku'xon b'ix kye aj byud-e', b'a'n-talo tzan kykaj kchukel iktza' wetz a'in. 
1CO.7.9	Per qa k'onti'l nb'antik tzan kyipan aj ntqani' te kchi'jel, ntons mejor inkyok junan; komo mejor tzan kyok junan b'ix nya'tx tzan kkyaqub'an b'ix nlay qet kyk'ulu'.
1CO.7.10	Per yatzun kye aj oje kye'ok junan, oxe'l nq'uma' kyetz, te ntzani nya'tx nyol wetz sinoke te Qajawil: Te jun xujelb'aj k'onti'l tzan tqet tpawa' tib' ti'j te tichmil. 
1CO.7.11	Per qa oqtel tpawa' tib' ti'j te tichmil, a tgan tzan k'on tok junan tuky'i junky; b'ix qa nya'tx ikxji, ntons intjoyon tume'l tzan sten kontent junky'el tuky'i tichmil. B'ix yatzun te ichmilb'aj, k'onti'l tzan tkaj tkola' te txu'jel.
1CO.7.12	Yatzun kyi'j kye txq'anky, wetz oxe'l nq'uma' kyetz, te ntzani cha nyolx wetz, nya'tx te Qajawil: Qa te txu'jel jun qerman k'onti'l n'okslan b'ix ntna'o' qa b'a'n tzan tanq'in tuky'i'l, ntons te qerman k'onti'l tzan taj tlajo' te txu'jel. 
1CO.7.13	B'ix qa te tichmil jun qerman xuj k'onti'l n'okslan b'ix ntna'o' qa b'a'n tzan tanq'in tuky'i'l, ntons te qerman xuj k'onti'l tzan tkaj tkola' te tichmil. 
1CO.7.14	Komo te jun ichmilb'aj aj k'onti'l n'okslan nkaj pawa' te Qtata Dios tzan tpaj tokslb'en te txu'jel; b'ix ax te jun xujelb'aj aj k'onti'l n'okslan nkaj pawa' te Qtata Dios tzan tpaj tokslb'en te tichmil; qa nya'tx-wit ikxji ntons kye kyk'wa'al, kyetz nya'tx-tal pawame' te Qtata Dios, per ajna'l kyetz pawame' te tetz. 
1CO.7.15	Per qa te ichmilb'aj, qatzun te xujelb'aj, aj k'onti'l n'okslan te Qtata Dios tgan tzan tqet tpawa' tib' tuky'i txu'jel qatzun tuky'i tichmilji [aj n'okslan], ntons intqet tpawa' tib'; ikxji te qerman ichan qatzun te qerman xuj okolpjel ti'j te ntzani, tzan tpaj te Qtata Dios oje tzaj tq'uma' tzan qanq'in tuj jun tume'l k'onti'l q'oj. 
1CO.7.16	Komo ¿aweb'en petzun yatz aj xujelb'aj a'ich, qa ob'antel tzan tkolet te awichmil awitza'? Qatzun ¿aweb'en petzun yatz aj ichmilb'aj a'ich, qa ob'antel tzan tkolet te axu'jel awitza'? 
1CO.7.17	Junjunchaq te etetz pe'eb'et iktza' te tume'l galan aj oje tzaj tsi' te Qajawil etetz iktza'x etzajlen tuk'le'. Aj ntzani wetz nxik nq'uma' kye kyaqil b'uch'uj qerman ja'chq.
1CO.7.18	Qa te Qtata Dios otzaj tuk'le' jun aj atok techalul, ntons intkaj ikxji b'ix k'on b'isun; per qa te Qtata Dios otzaj tuk'le' jun aj k'onti'l atok techalul ntons k'on tz'ok tsi' techalul. 
1CO.7.19	Komo qa atok qechalul qatzun k'onti'lji, nya'tx a te presisji; komo te aj presis tzan tqet qoksla' te aj okaj tq'uma' Qtata Dios. 
1CO.7.20	Junjunchaq inkyten iktza'x tuq akyeqet aj ktzaj uk'le' tzan Qtata Dios. 
1CO.7.21	¿Aj awokslan yatz, mosi' petzun tuq a'ich? K'on chb'isun, per qa b'a'n tzan akaj tzoqpi', intok asi' ak'u'j tzan akaj tzoqpi'. 
1CO.7.22	Te aj mosi' tuq tzan junky b'ix yaji otzaj uk'le' tzan te Qajawil, tetz ajna'l oje tzoqpjik [tuj tq'ab' te choj] tzan tpaj te Qajawil; b'ix te aj otzaj uk'le' b'ix nya'tx tuj tq'ab' junky tuq n'aq'unan, tetz ajna'l n'aq'unan te Krist. 
1CO.7.23	Te Qtata Dios oje tz'el xhchojo' te echoj tzan tkolon etetz, astilji k'on etzoqpij tzan ekaj tuj tq'ab' junky. 
1CO.7.24	Astilji waq erman, [ti'j te etechalul] pe'eten tuky'i Qtata Dios iktza'x aj atikxqet tuq aj etzaj tuk'le' tb'ay-el.
1CO.7.25	Ntons kyi'j kye aj mina' tok kyen twitz ichan qatzun twitz xujji,
1CO.7.26	Wetz tuj nnab'l, galan qa jun ichan nkaj iktza'x atqet ajna'l tzan tpaj te ja tyemp ajna'l aj itz'ojo' qetzni b'an kwest tzan qanq'in. 
1CO.7.27	Qa yatz at axu'jel, ntons k'onti'l tzan tkaj akola'; qa k'onti'l axu'jel, mejor-tal k'onti'l tzan tqet ab'isu' tzan tqet ajoyo'. 
1CO.7.28	Qa jun ichan ma tz'ok junan, k'onti'l njoyon choj, b'ix qa jun xuj ma tz'ok junan, ax k'onti'l njoyon choj; qa ma kye'ok junan, kyetz owokel kyen twitz xhcho'nal tzan tpaj te aj presis te kyetz tzan kyanq'in, b'ix wetz k'on-tal ngan tzan tky'ik eti'j ikxji. 
1CO.7.29	[Ntons instzaj echa'o' te ja ntzani,] wetz nxik nq'uma' etetz erman, nya'tx nim tyempky [tzan tul te jwisy]. Astilji kye aj at kxu'jel, k'onti'l tzan tok ksi' kyk'u'j cha a'ox ti'j kxu'jel,
1CO.7.30	b'ix kye aj nkye'oq', inkyten iktze'xtzun k'onti'l nkye'oq', b'ix kye aj nkyechalaj, inkyten iktze'xtzun k'onti'l nkyechalaj, b'ix kye aj ntzaj kyloq'o' jun tidi', inkyten iktze'xtzun te tidi' nlay b'antik tzan tkaj te kyetz b'eyx te jun-ele'x. 
1CO.7.31	B'ix kye aj n'oken kyitza' tidi'chq aj tzani twitz ja tx'o'tx'ni, k'onti'l tzan tok ksi' kyk'u'j a'ox ti'j nini, tzan tpaj kyaqil aj at twitz ja tx'o'tx'ni opoyonaj.
