GEN.1.1	Kezdetben teremtette Isten az eget és a földet. 
PRO.30.17	Aki gúnyolja apját,
PRO.30.17	vagy engedetlenül megveti anyját,
PRO.30.17	annak szemét kivájják
PRO.30.17	a patak menti hollók,
PRO.30.17	és megeszik a saskeselyűk.
PRO.30.18	Ez a három dolog csodálatos előttem,
PRO.30.18	sőt négy dolgot nem értek:
PRO.30.19	a sasmadár útját az égen,
PRO.30.19	a kígyó útját a kősziklán,
PRO.30.19	a hajó útját a mély tengeren
PRO.30.19	és a férfi útját a nővel.
PRO.30.20	Ilyen a házasságtörő nő útja:
PRO.30.20	eszik, aztán megtörli a száját,
PRO.30.20	és ezt mondja:
PRO.30.20	Nem tettem semmi rosszat!
PRO.30.21	Három dolog miatt rendül meg a föld,
PRO.30.21	sőt négyet nem bír elviselni:
PRO.30.22	ha a szolgából király lesz,
PRO.30.22	ha a bolond teleeszi magát, 
PRO.30.23	ha a megvetett nő férjhez megy,
PRO.30.23	és ha a szolgálóleány úrnője örökébe lép. 
PRO.30.24	Van négy kicsiny állat a földön,
PRO.30.24	amelyek mégis nagyon okosak:
PRO.30.25	nem erős a hangyák népe,
PRO.30.25	mégis beszerzik nyáron az eledelüket. 
PRO.30.26	Nem hatalmas a mormoták népe,
PRO.30.26	mégis sziklák közt építenek házat.
PRO.30.27	Nincs királyuk a sáskáknak,
PRO.30.27	mégis rendezetten vonulnak mindnyájan.
PRO.30.28	Kézzel is megfogható a gyík,
PRO.30.28	mégis ott van a királyi palotákban.
PRO.30.29	Ez a három lépked szépen,
PRO.30.29	sőt négynek szép a járása:
PRO.30.30	az oroszlán a legerősebb állat,
PRO.30.30	mely nem riad vissza senkitől,
PRO.30.31	a fölingerelt ló meg a kecskebak
PRO.30.31	és a hadserege élén álló király.
PRO.30.32	Ha fennhéjázásból bolondságot követtél el,
PRO.30.32	és rájöttél, tedd kezedet a szádra! 
PRO.30.33	Ha tejfölt köpülnek, vaj lesz belőle,
PRO.30.33	ha az orrot erősen fújják,
PRO.30.33	vér jön belőle,
PRO.30.33	és ha haragot szítanak,
PRO.30.33	perpatvar lesz belőle.
PRO.31.1	Lemúél masszái király beszéde, amelyre anyja tanította.
PRO.31.2	Mit mondjak, fiam,
PRO.31.2	méhemnek gyermeke,
PRO.31.2	akiért fogadalmat tettem?
PRO.31.3	Ne vesztegesd erődet nőkre,
PRO.31.3	ne járj azokhoz,
PRO.31.3	akik királyokat rontanak meg! 
PRO.31.4	Lemúél! Nem illik
PRO.31.4	a királyokhoz a borivás,
PRO.31.4	nem illik az a királyokhoz,
PRO.31.4	sem a fejedelmekhez a részegeskedés. 
PRO.31.5	Mert ha iszik,
PRO.31.5	elfeledkezik a rendeletekről,
PRO.31.5	és helytelenül ítélkezik
PRO.31.5	a nincstelenek ügyében.
PRO.31.6	Adjatok részegítő italt a veszendőnek,
PRO.31.6	és bort az elkeseredett embernek. 
PRO.31.7	Igyék, hogy megfeledkezzék szegénységéről,
PRO.31.7	és ne gondoljon tovább nyomorúságára.
PRO.31.8	Nyisd meg szádat a némáért,
PRO.31.8	a mulandó emberek ügyéért! 
PRO.31.9	Nyisd meg szádat,
PRO.31.9	ítélkezz igazságosan,
PRO.31.9	juttasd igazához a nincstelent
PRO.31.9	és a szegényt! 
PRO.31.10	Derék asszonyt kicsoda találhat?
PRO.31.10	Értéke sokkal drágább az igazgyöngynél. 
PRO.31.11	Ura szívből bízik benne,
PRO.31.11	vagyona el nem fogy.
PRO.31.12	Egész életén át
PRO.31.12	javát munkálja urának, nem kárát.
PRO.31.13	Szerez gyapjút és lent,
PRO.31.13	és jókedvűen dolgozik kezével.
PRO.31.14	Hasonló a kereskedők hajóihoz:
PRO.31.14	távolból is hoz eledelt.
PRO.31.15	Fölkel még éjjel,
PRO.31.15	ételt ad háza népének,
PRO.31.15	és rendelkezést szolgálóinak.
PRO.31.16	Ha az a szándéka, mezőt vásárol,
PRO.31.16	keze munkájával szőlőt telepít.
PRO.31.17	Megkeményíti derekát,
PRO.31.17	megfeszíti karjait.
PRO.31.18	Érzi, milyen hasznos tevékenysége,
PRO.31.18	éjjel sem alszik el mécsese.
PRO.31.19	Ügyesen kezeli a rokkát,
PRO.31.19	tenyerében tartja az orsót.
PRO.31.20	Tenyerét megnyitja a nincstelen előtt,
PRO.31.20	kezét nyújtja a szegénynek.
PRO.31.21	Nem félti háza népét a hóeséskor sem,
PRO.31.21	mert egész háza népe
PRO.31.21	meleg ruhába öltözött.
PRO.31.22	Színes szőtteseket készít magának,
PRO.31.22	lenvászon és bíbor az öltözete.
PRO.31.23	Férjét jól ismerik a városkapukban,
PRO.31.23	ahol az ország véneivel ül együtt.
PRO.31.24	Finom inget készít, és eladja,
PRO.31.24	övet is ad el a kalmárnak.
PRO.31.25	Erő és méltóság árad róla,
PRO.31.25	és nevetve néz a holnap elé.
PRO.31.26	Szája bölcsességre nyílik,
PRO.31.26	és nyelve szeretetre tanít.
PRO.31.27	Ügyel háza népe dolgaira,
PRO.31.27	nem kenyere a semmittevés.
PRO.31.28	Fölkelnek előtte fiai,
PRO.31.28	és boldognak mondják,
PRO.31.28	ura pedig így dicséri:
PRO.31.29	Sok nő végez derék munkát,
PRO.31.29	de te felülmúlod mindegyiket!
PRO.31.30	Csalóka a báj, mulandó a szépség,
PRO.31.30	de az 
PRO.31.30	dicséretre méltó.
PRO.31.31	Hadd élvezze munkája gyümölcsét,
PRO.31.31	dicsérjék tetteiért minden helyen!
ECC.1.1	A Prédikátornak, Dávid fiának, Jeruzsálem királyának beszédei: 
ECC.1.2	Igen nagy hiábavalóság
ECC.1.2	– mondja a Prédikátor –,
ECC.1.2	igen nagy hiábavalóság!
ECC.1.2	Minden hiábavalóság! 
ECC.1.3	Mi haszna van az embernek
ECC.1.3	minden fáradozásából,
ECC.1.3	ha fáradozik a nap alatt? 
ECC.1.4	Nemzedékek jönnek,
ECC.1.4	nemzedékek mennek,
ECC.1.4	de a föld örökké ugyanaz marad.
ECC.1.5	Fölkel a nap, és lemegy a nap,
ECC.1.5	siet vissza arra a helyre,
ECC.1.5	ahol majd újból fölkel.
ECC.1.6	A szél fúj délre,
ECC.1.6	majd északnak fordul,
ECC.1.6	körbefordul a szél járása,
ECC.1.6	és visszatér oda, ahonnan elindult.
ECC.1.7	Minden folyó a tengerbe ömlik,
ECC.1.7	és a tenger mégsem telik meg,
ECC.1.7	pedig ugyanoda folynak a folyók,
ECC.1.7	újra meg újra oda folynak.
ECC.1.8	Minden dolog fárasztó,
ECC.1.8	el sem tudja mondani az ember.
ECC.1.8	Szemünk nem győz eleget nézni,
ECC.1.8	fülünk nem tud eleget hallani. 
ECC.1.9	Ami volt, ugyanaz lesz majd,
ECC.1.9	és ami történt, ugyanaz fog történni,
ECC.1.9	mert nincs semmi új a nap alatt. 
ECC.1.10	Ha van is olyan dolog,
ECC.1.10	amiről azt mondják, hogy új,
ECC.1.10	az is megvolt már régen,
ECC.1.10	megvolt már jóval előttünk.
ECC.1.11	Nem emlékszünk az elmúltakra,
ECC.1.11	de ami ezután következik,
ECC.1.11	arra sem fognak emlékezni,
ECC.1.11	akik majd azután lesznek.
ECC.1.12	Én, a Prédikátor, Izráel királya voltam Jeruzsálemben, 
ECC.1.13	és rászántam magam arra, hogy megvizsgáljak és bölcsen kikutassak mindent, ami az ég alatt történik. Rossz foglalkozás ez, azért adta Isten az embereknek, hogy bajlódjanak vele. 
ECC.1.14	Láttam, hogy mindaz, amit véghezvisznek a nap alatt, csak hiábavalóság és hasztalan erőlködés. 
ECC.1.15	Ami görbe, azt nem lehet kiegyenesíteni, és ami nincs, azt nem lehet számba venni. 
ECC.1.16	Így gondolkodtam magamban: Én sokkal nagyobb bölcsességre tettem szert, mint azok, akik elődeim voltak Jeruzsálemben; sok bölcsességet és ismeretet szereztem. 
ECC.1.17	Amikor azonban rászántam magam, hogy megismerjem a bölcsességet, megismertem az esztelenséget és oktalanságot is. Megtudtam, hogy ez is hasztalan erőlködés. 
ECC.1.18	Mert ahol sok a bölcsesség, sok a bosszúság is; és aki gyarapítja az ismeretet, gyarapítja a szenvedést is.
ECC.2.1	Ezt gondoltam magamban: Megpróbálom, milyen az öröm, és élvezem a jót. De kitűnt, hogy ez is hiábavalóság. 
ECC.2.2	A nevetésre azt kellett mondanom, hogy esztelenség, az örömre pedig azt, hogy mit sem ér. 
ECC.2.3	Majd azt gondoltam ki, hogy borral vidítom magam, de csak úgy, hogy eszemet a bölcsesség vezesse. Oktalan dolgokhoz fogok, hogy meglássam: jó-e az az embereknek, amit véghezvisznek az ég alatt egész életük során. 
ECC.2.4	Nagyszerű dolgokat alkottam: házakat építettem, szőlőket ültettem, 
ECC.2.5	kerteket és ligeteket létesítettem, és beültettem azokat mindenféle gyümölcsfával. 
ECC.2.6	Csináltattam víztárolókat, hogy öntözni lehessen belőlük az erdőben sarjadó fákat. 
ECC.2.7	Szereztem szolgákat és szolgálóleányokat, de házamnál született szolgáim is voltak. Marhacsordám és juhnyájam is több volt, mint mindazoknak, akik elődeim voltak Jeruzsálemben. 
ECC.2.8	Gyűjtöttem ezüstöt és aranyat is: királyok és tartományok kincsét. Szereztem énekeseket, énekesnőket és ami a férfiakat gyönyörködteti: szép nőket. 
ECC.2.9	Naggyá lettem, és felülmúltam mindazokat, akik elődeim voltak Jeruzsálemben. De megmaradt a bölcsességem is. 
ECC.2.10	Nem tagadtam meg magamtól semmit, amit megkívánt a szemem. Nem vontam meg szívemtől semmi örömöt, hanem szívből örültem mindannak, amit fáradsággal szereztem, hiszen ez volt a hasznom minden fáradozásomból. 
ECC.2.11	De amikor szemügyre vettem minden művemet, amelyet kezemmel alkottam, és fáradozásomat, ahogyan fáradozva dolgoztam, kitűnt, hogy mindaz hiábavalóság és hasztalan erőlködés; nincs semmi haszna a nap alatt.
ECC.2.12	Azután arra törekedtem, hogy meglássam: mit ér a bölcsesség meg az esztelenség és az oktalanság, és hogy mit tesz az az ember, aki a király után következik. Csak azt, amit azelőtt is tett. 
ECC.2.13	Úgy láttam, hogy hasznosabb a bölcsesség az oktalanságnál, ahogyan hasznosabb a világosság a sötétségnél. 
ECC.2.14	A bölcs ember nyitott szemmel jár, a bolond pedig sötétben botorkál. De arra is rájöttem, hogy ugyanaz lesz a sorsa mindegyiküknek. 
ECC.2.15	Azért ezt gondoltam magamban: Ha az én sorsom is az lesz, ami a bolondé, akkor mit ér az, hogy én bölcsebb vagyok? És ezt mondtam magamban: Ez is hiábavalóság! 
ECC.2.16	Bizony a bölcs emberre sem emlékeznek örökké, meg a bolondra sem. Mert mindaz, ami megtörtént, feledésbe megy az eljövendő időben, és a bölcs is meghal, meg a bolond is. 
ECC.2.17	Meggyűlöltem az életet, mert rossznak tartottam azokat a dolgokat, amiket véghezvisznek a nap alatt: hiszen minden hiábavalóság és hasztalan erőlködés.
ECC.2.18	Meggyűlöltem mindazt, amit fáradsággal szereztem, míg fáradoztam a nap alatt, mert más emberre kell hagynom, aki utánam következik. 
ECC.2.19	Ki tudja, hogy bölcs lesz-e, vagy ostoba? És mégis rendelkezni fog mindazzal, amit fáradsággal szereztem, míg bölcsen fáradoztam a nap alatt. Ez is hiábavalóság! 
ECC.2.20	Odáig jutottam, hogy már kétségbeestem minden szerzeményem miatt, amiért fáradoztam a nap alatt. 
ECC.2.21	Mert van olyan ember, aki bölcsességgel, tudással és rátermettséggel fáradozott, és olyan emberre kell hagynia vagyonát, aki nem dolgozott érte. Ez is hiábavalóság és nagyon rossz dolog. 
ECC.2.22	Mert mi jut az embernek mindabból, amit fáradsággal és teljes odaadással szerzett a nap alatt, 
ECC.2.23	hiszen mindennap fájdalom és bosszúság gyötri, és még éjjel sincs nyugta szívének?! Ez is hiábavalóság!
ECC.2.24	Nincs hát jobb dolog, mint ha az ember eszik, iszik, és jól él fáradságos munkájából. De beláttam, hogy Isten kezéből jön ez is. 
ECC.2.25	Mert ugyan ki ehetik, és ki lehet vígan nélküle? 
ECC.2.26	Mert annak az embernek, akit ő jónak talál, bölcsességet, tudást és örömöt ad. A bűnöst pedig azzal veri meg, hogy gyűjtsön és halmozzon, azután annak hagyja, akit Isten jónak talál. Ez is hiábavalóság és hasztalan erőlködés. 
ECC.3.1	Mindennek megszabott ideje van,
ECC.3.1	megvan az ideje minden dolognak az ég alatt.
ECC.3.2	Megvan az ideje a születésnek,
ECC.3.2	és megvan az ideje a meghalásnak.
ECC.3.2	Megvan az ideje az ültetésnek,
ECC.3.2	és megvan az ideje az ültetvény kitépésének.
ECC.3.3	Megvan az ideje az ölésnek,
ECC.3.3	és megvan az ideje a gyógyításnak.
ECC.3.3	Megvan az ideje a rombolásnak,
ECC.3.3	és megvan az ideje az építésnek.
ECC.3.4	Megvan az ideje a sírásnak,
ECC.3.4	és megvan az ideje a nevetésnek.
ECC.3.4	Megvan az ideje a gyásznak,
ECC.3.4	és megvan az ideje a táncnak.
ECC.3.5	Megvan az ideje a kövek szétszórásának,
ECC.3.5	és megvan az ideje a kövek összerakásának.
ECC.3.5	Megvan az ideje az ölelésnek,
ECC.3.5	és megvan az ideje az öleléstől való tartózkodásnak.
ECC.3.6	Megvan az ideje a megkeresésnek,
ECC.3.6	és megvan az ideje az elvesztésnek.
ECC.3.6	Megvan az ideje a megőrzésnek,
ECC.3.6	és megvan az ideje az eldobásnak.
ECC.3.7	Megvan az ideje az eltépésnek,
ECC.3.7	és megvan az ideje a megvarrásnak.
ECC.3.7	Megvan az ideje a hallgatásnak,
ECC.3.7	és megvan az ideje a beszédnek.
ECC.3.8	Megvan az ideje a szeretetnek,
ECC.3.8	és megvan az ideje a gyűlöletnek.
ECC.3.8	Megvan az ideje a háborúnak,
ECC.3.8	és megvan az ideje a békének.
ECC.3.9	Mi haszna van a munkásnak abból, amiért fáradozik? 
ECC.3.10	Láttam azokat a bajokat, amelyeket Isten azért adott az embereknek, hogy bajlódjanak velük. 
ECC.3.11	Szépen megalkotott mindent a maga idejében, az örökkévalóságot is az emberi értelem elé tárta, de az ember mégsem tudja felfogni Isten alkotásait elejétől a végéig, amelyeket megalkotott. 
ECC.3.12	Rájöttem, hogy nincs jobb dolog, mint ha örül az ember, és a maga javára törekszik egész életében. 
ECC.3.13	De az is Isten ajándéka, hogy az ember eszik, iszik, és jól él fáradságos munkájából. 
ECC.3.14	Rájöttem, hogy mindaz, amit Isten tesz, örökké megmarad; nincs ahhoz hozzátenni való, és nincs belőle elvenni való. Azért rendezte Isten így, hogy féljék őt. 
ECC.3.15	Ami volt, régóta megvan, és ami lesz, már régen megvolt; és az Isten előkeríti azt, ami tovatűnt. 
ECC.3.16	Még azt is láttam a nap alatt, hogy a törvény helyén törvénytelenség van, az igazság helyén pedig gonoszság. 
ECC.3.17	De arra gondoltam, hogy az igazat is, a bűnöst is megítéli az Isten, mert minden dolognak eljön az ideje, és ő ügyel minden cselekedetre. 
ECC.3.18	Úgy gondoltam, hogy az embereket ilyen módon próbálja meg Isten. Így tűnik ki, hogy ők magukban véve hasonlók az állatokhoz. 
ECC.3.19	Az emberek sorsa olyan, mint az állatoké, egyforma a sorsuk: ahogyan meghal az egyik, ugyanúgy meghal a másik is, és ugyanolyan lélek van mindegyikben, nem különb az ember az állatnál. Bizony minden hiábavalóság! 
ECC.3.20	Mindegyik egy helyre kerül, mindegyik porból lesz, és újból porrá lesz mindegyik. 
ECC.3.21	Ki tudja, hogy fölszáll-e az emberek lelke a magasba, és leszáll-e az állatok lelke a föld alá? 
ECC.3.22	Beláttam tehát, hogy nincs jobb, mint ha örül az ember a munkájának, mert ez jutott neki. Senki sem hozhatja őt vissza, hogy lássa, mi történik utána. 
ECC.4.1	Láttam azt is, hogy milyen sok elnyomás történik a nap alatt. Láttam az elnyomottak könnyeit, akiknek nincs vigasztalójuk. Elnyomóik erőszakosan bánnak velük, és nincs vigasztalójuk. 
ECC.4.2	Ezért boldogabbaknak tartom a halottakat, akik már régen meghaltak, az élőknél, akik még életben vannak. 
ECC.4.3	De mindkettőjüknél jobb annak, aki meg sem született, mert nem látja azokat a gonosz dolgokat, amelyeket elkövetnek a nap alatt.
ECC.4.4	És láttam, hogy minden fáradozást és sikeres munkát az emberek kölcsönös irigysége kísér. Ez is hiábavalóság és hasztalan erőlködés! 
ECC.4.5	Az ostoba karba teszi a kezét, és tönkreteszi önmagát. 
ECC.4.6	Jobb egy marokra valót szerezni nyugodtan, mint két marokra valót hajszoltan és hasztalan erőlködéssel.
ECC.4.7	Láttam a nap alatt ilyen hiábavalóságot is: 
ECC.4.8	Van egyedülálló ember, akinek nincs senkije, sem fia, sem testvére, még sincs vége fáradozásának; nem elégszik meg a gazdagsággal, és nem mondaná: Ugyan kiért fáradozom, és kiért vonom meg magamtól a jót? Ez is hiábavalóság és elhibázott dolog. 
ECC.4.9	Jobban boldogul kettő, mint egy: fáradozásuknak szép eredménye van. 
ECC.4.10	Mert ha elesnek, föl tudják segíteni egymást. De jaj az egyedülállónak, mert ha elesik, nem emeli föl senki. 
ECC.4.11	Éppígy, ha ketten fekszenek egymás mellett, megmelegszenek; de aki egyedül van, hogyan melegedhetne meg? 
ECC.4.12	Ha az egyiket megtámadják, ketten állnak ellent. A hármas fonál nem szakad el egyhamar.
ECC.4.13	Többet ér a szegény, de bölcs gyermek a vén, de ostoba királynál, aki nem ismeri el, hogy figyelmeztetésre szorul. 
ECC.4.14	Amaz a fogházból is kikerül, és király lesz, még ha szegénynek született is emennek az uralkodása idején. 
ECC.4.15	Láttam, hogy aki csak él, és jár-kel a nap alatt, a másikkal, a gyermekkel tart, aki amannak a helyébe lép. 
ECC.4.16	Határtalanul nagy az a nép, amelynek élére kerül. De az utána következők már nem örülnek neki. Mert ez is hiábavalóság és hasztalan erőlködés.
ECC.4.17	Megfontoltan járj, amikor Isten házába mégy! Többet ér, ha hallgatva járulsz oda, mint ha áldozol az ostobák módjára, akik nem tudják, hogy rosszat tesznek! 
ECC.5.1	Ne beszélj elhamarkodottan, ne hirtelenkedd el az Isten előtt kimondott szavadat, mert Isten a mennyben van, te pedig a földön, ezért kevés beszédű légy! 
ECC.5.2	Mert ahogyan a sok munka álommal jár, úgy a sok beszéd ostoba fecsegéssel. 
ECC.5.3	Ha fogadalmat teszel Istennek, ne halogasd teljesítését, mert nem telik neki kedve az ostobákban. Teljesítsd, amit megfogadtál! 
ECC.5.4	Jobb, ha nem teszel fogadalmat, mint ha fogadalmat teszel, és nem teljesíted. 
ECC.5.5	Ne engedd, hogy beszéded vétekbe ejtsen téged, és ne mondd az Isten követének, hogy az csak tévedés volt. Miért háborodjék föl Isten szavadon, és miért tegye tönkre kezed alkotásait? 
ECC.5.6	Bizony a sok álommal és a sok beszéddel együtt jár a hiábavalóság. Ezért féld az Istent!
ECC.5.7	Ha a szegény elnyomását, a jog és az igazság megrövidítését látod az országban, ne csodálkozz el a dolgon, mert a magas rangúra vigyáz a magasabb rangú, rájuk pedig a még magasabb rangúak. 
ECC.5.8	Az országra nézve mindenekfölött hasznos, ha a király a földművelést pártolja.
ECC.5.9	Aki szereti a pénzt, nem elégszik meg a pénzzel, sem a jövedelemmel az, aki szereti a vagyont. Ez is hiábavalóság! 
ECC.5.10	Ha szaporodnak a javak, szaporodnak a fogyasztói is; mi haszna van hát belőlük a gazdának? Legfeljebb annyi, hogy szemlélheti. 
ECC.5.11	Édesen alszik, aki dolgozik, akár keveset, akár sokat eszik; a gazdagot ellenben nem hagyja aludni a jóllakottság. 
ECC.5.12	Van egy fájdalmasan rossz dolog, amit láttam a nap alatt: a gazdája rovására őrizgetett gazdagság. 
ECC.5.13	Az ilyen gazdagság elveszhet valamilyen rossz számítás miatt, és ha fia születik, annak semmi sem marad. 
ECC.5.14	Ahogyan világra jött anyja méhéből, mezítelenül, úgy megy el ismét, ahogy jött; semmit sem kap fáradozásáért, amit magával vihetne. 
ECC.5.15	Ez is fájdalmasan rossz dolog, hogy ahogyan jött, ugyanúgy kell elmennie. Mi haszna van céltalan fáradozásából? 
ECC.5.16	Hiszen egész életében sötétben eszik, és sok bosszúság, betegség és háborgatás éri!
ECC.5.17	Rájöttem tehát, hogy az a jó és szép, ha az ember eszik, iszik, és élvezi a jót minden fáradozása nyomán, amivel fárad a nap alatt egész életén keresztül, amelyet Isten adott neki, mert ez jutott neki. 
ECC.5.18	Ha pedig Isten valakinek gazdagságot és kincseket is adott, és megengedte neki, hogy azt élvezze, kivegye belőle a részét, és örüljön fáradozása eredményének: ez Isten ajándéka. 
ECC.5.19	Az ilyen nem sokat gondol élete múlásával, mert Isten megengedi, hogy szívből örvendezzen.
ECC.6.1	Láttam, hogy van egy rossz dolog a nap alatt, amely elhatalmasodhat az emberen: 
ECC.6.2	Ha Isten valakinek gazdagságot, kincseket és tekintélyt ad, úgyhogy nem hiányzik neki semmi, bármit is kívánna, de Isten nem engedi meg, hogy élvezze azt, hanem idegen ember élvezi, az hiábavaló és fájdalmasan rossz dolog. 
ECC.6.3	Ha valakinek száz gyermeke születik is, ha sok évig él is, magas kort érve meg, de ha nem tudja élvezni javait, sőt méltó temetés sem jut neki, akkor azt gondolom, hogy jobb az elvetéltnek, mint neki. 
ECC.6.4	Mert az hiábavalóságra jött, sötétben megy el, és nevét sötétség takarja. 
ECC.6.5	Még a napot sem pillantotta meg, nem tudta meg, milyen az, de nyugodtabb sors jutott neki, mint amannak. 
ECC.6.6	Élhet valaki kétezer évig is, ha nem tud gyönyörködni a jóban! Végül is egy helyre kerül mindenki.
ECC.6.7	Az ember egyre a szájáért fáradozik, de kívánsága csak nem teljesül. 
ECC.6.8	Mert mi előnye van a bölcsnek az ostobával szemben, és a szegénynek azzal szemben, aki tudja, hogyan kell élni az életet? 
