MAT.1.2	Abraham Aisak tegi, Aisak Zekop tegi. Zekop Zuda gum ntogi tegi. 
ROM.5.17	Guma bavira, ana Fhe Bakɨme suaŋgi buneŋ kaadogi. Mba guma bavira, ana muuŋgi bigɨna mbatɨgeŋra, vhɨzi tɨv hɨgap, ŋgui vhɨrve gari guman pana fara muuŋgiap, za kha gumgi gu mbigi mbevigim, mbe vergi. Mbe vergim, Fhe Bakɨmen korar muumbar gum ana fhura ndɨɨi bigeŋ hɨgap, khaŋ tɨgap ŋkasŋkagiap vhɨzi tɨvɨr ŋkasŋka mbevav, guigira kɨvgi. Maaŋ muuŋgiap, nza guigira kaŋgi, mba gumgi Fhe Bakɨme nɨman, ana tɨvir vhuuiaŋ mbui gumgir, mben kaai. Mba gumgi, ana mba guma bavira Zisas Krais muuŋgi ŋaara panan, mbe vhɨzi tɨva mbevav, mbe zazera mbara muuŋgip ki bɨɨŋbɨɨŋ ŋkasŋka ndigi.
ROM.5.19	Guma bavira Fhe Bakɨme suaŋgi buneŋ kaadogi. Ana mba muuŋgi tɨva mbatɨgeŋra, gumgi gu mbigi zam tɨvi mbatɨgi ga mbui gumgi gu mbigi ki. Mba tɨvara, guma bavira, ana buni mbararav nta zɨn vugi. Mba guma buni mbararagim, anan panan gumgi gu mbigi zam tɨvir vhuuiaŋ mbui gumgi gu mbigi kɨrga.
ROM.5.21	Mba tɨvi mbatɨgi ga mbui tɨvara, ana vhɨzi tɨva ndi hiaŋ tɨgi. Mba tɨv, tɨvi mbatɨgi za kha gumgi gu mbigi mbevigim, mbe za ana piin ki. Ntigem, Fhe Bakɨme fhura kora mbui korar muumbar, ana tɨvi mbatɨgi mbevigi. Nza Bakɨme Zisas Krais muuŋgi ŋaarar panan, Fhe Bakɨme fhura nzan kora muuŋgiap tɨvir vhuuiaŋ mbui gumgi gu mbigir nzan kaaim, nza zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ ndigirga.
ROM.6.2	Zakɨra fhuvara! Nza wom ndava vura tɨvi zɨn ŋgɨgɨrga tuktɨgi fhuvara. Nza rimgi gumgir fara muuŋgiap ki. Nza rimgiap, nza mba tɨvi mbatɨgi ga mbui tɨv, nza ana thagi. Nza ram muuŋgip wom mba tɨvi zɨn ŋgɨvra kɨrie? 
ROM.6.3	Nza Zisas Kraisan zɨn panan ruagiap, nza ana phorgi. Nza mba tɨva muuŋgi, nza vhɨra za ana phorga rimgi. Ee, nde ne kaŋgi fhuve? 
ROM.6.4	Nza Zisas Kraisan zɨn panan ruagi, ne khaŋ muuŋgi. Nza Krais phorgap rimgim, Fhe Bakɨme nza ndiav ana phorga mboga tɨgi fara muuŋgi. Ana won ŋkasŋka bakɨme, ana wom Krais khavgi. Ana maaŋ muuŋgim, nza vhɨra, nza tɨvar kama ndigi, nza mba tɨva zɨn ŋgɨrga.
ROM.6.6	Maaŋ muuŋgiap, nza kaŋgi, nzan ndava vurar tɨvi, nta Krais phorgap khanarareŋ ga ntorgap rimgi. Maaŋ muuŋgiap, nzan ndava vurar tɨvi, ana nta ŋkasŋka vhɨzgi. Maaŋ muuŋgiap, nza wom tɨvi mbatɨgir ŋaara gumgi kɨrga fhu. 
ROM.6.7	Ne khaŋ muuŋgi, guma rimgiap wom tɨvi mbatɨgi ŋkasŋka piin kim, nta ana gari fhu, ana bɨkbɨɨgi.
ROM.6.8	Ahaŋ, nza Krais phorgap rimgi, nza maaŋ muuŋgiap, nza guigira ana khothɨgi, nza vhɨra ana phorgɨp zazera mbara muuŋgip kɨrga. 
ROM.6.9	Nza kaŋgi, Krais rimgim, Fhe Bakɨme taagia ana khavgi. Maaŋ muuŋgiap, ana taagip rimgirga tuktɨgi fhuvara. Vhɨzi tɨv, ana wom ana mbevarga ŋkasŋka ki fhuvara. 
ROM.6.10	Ana vhɨza bueŋra muuŋgi. Ana maaŋ muuŋgiap, ana mba tɨvi mbatɨgi ga mbui ŋkasŋka, ana za anan farfagi. Ana ntigem zazera mbara muuŋgiap ki bɨɨŋbɨɨn ŋkasŋka ndigap, ana Fhe Bakɨme zɨ ndiv vun kuamkuar zav ki. 
ROM.6.11	Maaŋ muuŋgiap, nde vhɨra mba ndɨkndɨk kɨri. Nde vhɨra rimgiap, nde tɨvi mbatɨgi ŋkasŋka piin ki fhuvara. Nde Zisas Krais phorgap, nde zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ ndigap, nde Fhe Bakɨme zɨ ndiv vun kuamkuar zav ki.
ROM.6.13	Nde fhura tɨvi mbatɨgi ganɨrim, nta nde hari gu suira, gu nde fhavi nderi ganɨrim, nde tɨvi mbatɨgir muuŋ thari. Nde rimgim, Fhe Bakɨme taagia nde khavgi gumgi gu mbigi fara muuŋgiap wari ki. Maaŋ muuŋgiap, nde wari ndiv Fhe Bakɨmen nɨɨŋgiri. Nde wari ndiv Fhe Bakɨmen nɨɨŋgip, fhura ana ganɨrim, ana za nde kɨrɨ tɨvi gu nde fhavi ganɨrim, nde tɨvir vhuuiŋra muuŋri. 
ROM.6.14	Tɨvi mbatɨgi wom nde ganɨ thari. Ne khaŋ muuŋgi, nde ntigem Moses suaŋgi tɨvi, nde nta piin ki fhuvara. Nde Fhe Bakɨme fhura nde kora muuŋgi kora muumbara piin ki.
ROM.6.16	Ee, nde khueŋ kaŋgi fhuve? Nde warir guma mbe nɨɨŋgiap ana nzuai buni zɨn vui, nde fhura anan ŋaara gumgir khɨni ki. Mba tɨvara, nde tɨvi mbatɨgi ga mbuav fhura ntan ŋaara gumgir khɨni ki. Mba tɨv nde mbuim, nde fhura vhɨzi gumgi ma. O, nde Fhe Bakɨme nzuai buni zɨn vui, mba tɨv nde mbuim, nde tɨvir vhuuiaŋ mbui gumgi gu mbigi ma. 
ROM.6.17	Khueŋ guigi guarara, nde fhum fhura tɨvi mbatɨgir ŋaara gumgi gu mbigi khɨni kegi. Nde zumgum nde guigira Fhe Bakɨme buni guari khothɨgap, nde nta zɨn vui. Nza ne suaŋv Fhe Bakɨmen ndikndigɨri! 
ROM.6.18	Nde tɨvi mbatɨgi bɨnan kim, Fhe Bakɨme taagia nde ndigap, nde muuŋgim, nde bɨkbɨɨgiap fhura tɨvir vhuuiaŋ mbuav, ntan ŋaara gumgir khɨni ki. 
ROM.6.19	Gu nde kora muuŋgiap, gu nde nzuai buni, gu hiiŋra ki bunin mba vhunaa ga si bunin nde nzuai. Ne khaŋ muuŋgi, nde thɨga havhargi fhuvara. Gu vhɨra khueŋ vuzvugi, nde tuituigip mba buni kaŋgirga. Nde fhum, nde za fhura wari wo fhavi ndi nɨɨŋgim, nta fhura tɨvi mbatɨgir ŋaara gumgir khɨni kav, nde fhura ferferap, nde vhɨra guigira khaŋ tɨgap tɨvi mbatɨgi guarira muuŋgi. Nde ntigem, wari wo fhavi ndiv tɨvir vhuuin nɨɨŋgip, nde Fhe Bakɨmen gumgi gu mbigi kɨv, nde tɨvi ŋgaravra Fhe Bakɨme nɨman kɨri.
ROM.6.21	Nde fhum mba khesharigi tɨvi ga mbuav, nde nta nzuav thagɨna bigɨna vhuuŋ ndigi? Nde mba fhum muuŋgi bigi, nde ntigem ntan mberi. Mba khesharigi tɨvi, nta guma vhɨzi tɨvi ma. 
ROM.6.22	Nde ntigem maaŋ muuŋgi fhuvara, Fhe Bakɨme mba tɨvi mbatɨgi bɨnan taagiap nde ndigap, nde muuŋgim, nde ana ŋaara gumgi ki. Ana vhɨra nden muuŋgirim, nde ŋgarav kɨv, nde maaŋ muuŋv zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ ndigirga. 
ROM.6.23	Tɨvi mbatɨgi, nta vhezar wari won ŋaara gumgi ga ndɨɨi. Mba vhez khare, vhɨzi. Fhe Bakɨme, ana fhura kha bigɨnan nza nɨɨŋgi. Mba bigɨn khare, zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ. Mba bɨɨŋbɨɨŋ nza wo Bakɨme Zisas Krais muuŋgi ŋaara panan ana ndigi.
ROM.7.1	Nde nan phorgap guigira Zisas khothɨgi gumgi gu mbigi, nde tuituigiap Moses suaŋgi tɨvi kaŋgi. Gu maaŋ muuŋgiap kha kamen nde nzuai. Nde khueŋ kaŋgi thi? Guma, ana ŋam kav, ana Moses suaŋgi tɨvi, ana nta piin ki. Ana rimgiap, ana wom Moses suaŋgi tɨvi piin ki fhu. 
ROM.7.2	Maaŋ muuŋgip, mbik manan tɨgɨrga, ana man rimgi fhu, ana ŋam ki, Moses suaŋgi tɨvi ana ndiv ana mana phokegi. Ana man maaŋ muuŋgip rimgirga, mba Moses suaŋgi tɨvi wom mba mbiga kegɨrga tuktɨgi fhu, ana bɨkbɨɨgi. 
ROM.7.3	Guma maaŋ muuŋgip ŋam kɨrga, ana muuŋ ŋgɨp harigi guma ndigi kegɨrga, mbe khaŋ ana suanga, ana muuŋ ruarir harigi gumgi ndi mbik ma. Ana man rimgirga, mba Moses suaŋgi tɨvi wom ana ndim ana mana phokegi fhu. Ana maaŋ muuŋgip harigi guman tɨgɨrga, ana ruan harigi guma kɨɨi tɨva muuŋgi fhu.
ROM.7.5	Nza fhum wari won ndavi vuri tɨvira zɨn vui. Mba Moses suaŋgi tɨvi, nta za nza fhavi vuzvugi mbatɨgi khavim, nza tɨvi mbatɨgi ga muuŋgi. Nza mba tɨvi ga mbuim, nta nza shogim, nza vhɨzi. 
ROM.7.6	Nza ntigem rimgiap, mba nzan suirigi bigi, nza nta thagi. Fhe Bakɨme nza muuŋgim, nza Moses suaŋgi tɨvi, nza wom ntan piin kim, nta nzan suirigi fhuvara. Maaŋ muuŋgiap, nza ntige zɨn vui tuav, ana Moses suaŋgi tɨvi, mbe nta khergim, nta gavar ki, nza nta zɨn vui tuavar vui fhuvara. Nza tɨvir ŋkaa zɨn vui tuavar vui. Mba tɨvi, Fhe Bakɨmen Ŋina Ŋaar nduara ntan nza nɨɨŋgi.
ROM.7.8	Moses suaŋgi tɨvi mbugum, tɨvi mbatɨgi tuav gangia zav na ndava vhee khavim, gu mbarkɨrga bigi niihav ndɨkndɨgi mbatɨgi ga mbui. Maaŋ muuŋgip, Moses suaŋgi tɨvi ki fhu, tɨvi mbatɨgi nta rimgi guma farar muuŋgirga. 
ROM.7.9	Gu fhum Fhe Bakɨmen tɨvi kaŋgi fhu, gu khaŋ nzuai, “Gu nzerara ki.” Gu zumgum Fhe Bakɨmen tɨvi garim, nta na han zim, gu garim, tɨvi mbatɨgi pim kɨvgiap nan him, gu garim, vhɨzi tɨv nan hɨgi. 
ROM.7.10	Moses suaŋgi tɨvi, nta nzerara ki tɨvir gumgi khɨvi. Moses suaŋgi tɨvi na mbuim, gu kaŋgi, Fhe Bakɨme khaŋ na nzuai, “Ndu rimgirga.” 
ROM.7.11	Ne khaŋ muuŋgi, tɨvi mbatɨgi nta Moses suaŋgi tɨvir tuav gangiap, na guiguigi. Nta mba tɨva mbuav, Moses suaŋgi tɨvi mbugum tɨvi mbatɨgi na shogim, gu rimgi.
ROM.7.13	Maaŋ muuŋgiap, ram muuŋgi? Mba tɨvir vhuuiŋ na shogim, gu rimgire? Zakɨra fhuvara! Tɨvi mbatɨgi na shogim, gu rimgi. Tɨvi mbatɨgi mba Moses buni vhuuiŋ phorgap ŋgarav na shogim, gu rimgi. Fhe Bakɨme fhura mba tɨvi mbatɨgi garim, nta mba tɨvar na muuŋgi. Ne khaŋ muuŋgi, ana khueŋ vuzvugi, mba tɨvi mbatɨgi kɨrar hɨgɨrga. Nza nta gangip, kaŋgirga, tɨvi mbatɨgi nta guigira tɨvi mbatɨgi, ma. Mba tɨvira nzuav, Fhe Bakɨme suaŋgi tɨvi, nta guigira tɨvi mbatɨgi ga mbui tɨva ndi hiaŋ tɨgi. Mba tɨv, ana guigira khurigiap, mbatɨgi tɨv ma.
ROM.7.15	Gu kaŋgi fhu. Gu ram muuŋgi ne nzuav, gu khar mbui tɨvi, gu nta mbui. Gu guigira muungeŋ vuzvugi tɨvi, gu tugi mbarir, gu nta mbui fhu. Gu mba guigira muungeŋ thagi tɨvi, gu tugi mbarir, gu nta mbui. 
ROM.7.16	Gu maaŋ muuŋgip, gu khar mbui tɨvi, gu nduara nta vuzvugi fhu. Gu maaŋ muuŋgiap kha ndɨkndɨga mbui, Fhe Bakɨme nzuai tɨvi, nta tɨvir vhuuiŋ ma. 
ROM.7.17	Maaŋ muuŋgiap, gu nduara wo vuzvugar kha tɨvi mbatɨgi ga mbui fhuvara. Nan ndava vurar tɨvi mbatɨgi vhɨra na mbuim, gu nta mbui. 
ROM.7.18	Gu kaŋgi, tɨvar vhuuŋ the na ndava vhen ki fhuvara. Gu won ndava vurara nzuai. Gu guigira tɨvar vhuun muungeŋ vuzvugi, gu mba tɨvav mbovaragi. 
ROM.7.19	Gu tɨvar vhuun muun za mbuav, gu zazera mba tɨva mbui fhu. Gu muuŋ thagi tɨvi mbatɨgi, gu nta mbuavra ki. 
ROM.7.20	Gu mba vuzvugi fhuv tɨvi, gu nta mbui. Maaŋ muuŋgiap, gu wo vuzvugara, gu mba bigi ga mbui fhuvara. Mba nan ndava vhen ki tɨvi mbatɨgi, nta na mbuim, gu mba tɨvi ga mbui.
ROM.7.21	Gu maaŋ muuŋgi tɨva garim, mba tɨv na gari. Gu tɨvar vhuun muun za mbuim, tɨvi mbatɨgi vuzvugi tɨv zazera na phorga kav, za na tuav gori. 
ROM.7.22	Gu guigira won ndavar kaman vuzvuga zɨn vov, gu Fhe Bakɨme tɨva vuzvugi. 
ROM.7.23	Gu vhɨra harigi tɨva garim, ana nan ki. Mba tɨv, ana Fhe Bakɨmen tɨvi, nta na ndɨkndɨgar ki, ana nta phorgap shogi. Mba nan ki tɨv, ana tɨvi mbatɨgi ga mbui tɨv ma. Mba tɨv, ana na kegim, gu ana bɨnan kim, ana na gari. 
ROM.7.24	O, gu guigira thaneŋ ndikndigi fhuvara. Mba tɨv, ana guigira simtɨgar na ndɨɨv, guigira nan ndɨkndɨgar farfagi. The nan kurarim, gu kha vhɨzi fhava ndera tharie? 
ROM.7.25	Gu Fhe Bakɨmen ndikndigi! Ana nza Bakɨme Zisas Kraisan farve panan, ana nan kurkurigi. Gu ntigera kaŋgi, gu nduara na ndɨkndɨgar, gu Fhe Bakɨme nzuai tɨvi piin ki. Gu wo ndava vurar, gu tɨvi mbatɨgi ga mbui tɨvir piin ki.
ROM.8.2	Krais Zisas muuŋgi ŋaarar panan, Fhe Bakɨmen Ŋina Ŋaar nza nzuav tuavar kama fhɨrgim, nza anan ki. Ana vhɨra nza tɨn nzan ndavi vurir tɨvi mbatɨgi ndiav, vhɨra mba vhɨzi tɨva ndigim, nza bɨkbɨɨgi. Mba ndava vura tɨvi wom na gari fhu. Ana vhɨra nan tɨn mba tɨvi mbatɨgi zɨn vui tɨvi ndiav, vhɨra mba vhɨzi tɨva ndigim, mba tɨv wom na gari fhu. 
ROM.8.3	Mba Moses suaŋgi tɨvi, nta nza muuŋgi tɨvi mbatɨgi vhɨzgirga tuktɨgi fhuvara. Ne khaŋ muuŋgi, nzan ndava vur, ana Moses suaŋgi tɨvi zɨn vui ŋkasŋka ki fhuvara. Mba Moses suaŋgi tɨvi muungeŋ tuktɨgi fhuv bigeŋ, Fhe Bakɨme nduara mba bigeŋ muuŋgi. Fhe Bakɨme nduara won Kama sarigim, ana kha nuianan zergi. Ana kha nuianan zergap, guma guara gegap, nza kha nuianan kav tɨvi mbatɨgi ga mbui gumgi, ana nzara fara muuŋgi. Ana nza muuŋgi tɨvi mbatɨgi vhɨzɨ zav zergi. Fhe Bakɨme ana fhava tɨn nza muuŋgi tɨvi mbatɨgi ga nzuav, ntan ŋkasŋka, ana nta vhɨzgi. 
ROM.8.4	Fhe Bakɨme Moses ga suaŋgi tɨvi, nza nta zɨn vov, mbui bigir vhuuiŋ, nta guigira nzan kɨrga. Ne khaŋ muuŋgi, nza ntigem ndava vura tɨva zɨn vui fhuvara. Nza ntigem Fhe Bakɨmen Ŋina Ŋaara tɨva zɨn vui.
ROM.8.6	Guma ndɨkndɨgi ndava vura tɨvira zɨn vui, mba guma ana rimgirga. Guma ndɨkndɨgi maaŋ muuŋgip Fhe Bakɨmen Ŋina Ŋaara vuzvugi zɨn vui, mba guma, ana zazera mbara muuŋgip kɨv, ana ndava mɨɨtɨga ndirga. 
ROM.8.7	Guma ndava vura vuzvugi zɨn vui, mba guma ana panan Fhe Bakɨme ga kegi. Ne khaŋ muuŋgi, ana Fhe Bakɨme tɨvi piin ki fhuvara. Ana Fhe Bakɨme nzuai tɨvi zɨn ŋgɨgɨrga tuktɨgi fhu. 
ROM.8.8	Mba ndava vura tɨvira zɨn vui gumgi, mbe Fhe Bakɨmen muuŋgirim, ana ndikndigirga tuktɨgi fhuvara.
ROM.8.10	Tɨvi mbatɨgi nde shogim, nde fhavi vhɨzɨrga. Nde maaŋ muuŋgip Krais nden vhen kɨrga, nde Fhe Bakɨme nɨman, nde tɨvir vhuuiaŋ mbui gumgi kɨv, Fhe Bakɨme Ŋina Ŋaar zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ nden ntuua ndɨɨi. 
ROM.8.11	Nde mba ntige ki fhavi, nta vhɨzi fhavi ma. Fhe Bakɨme taagiap Zisas Krais khavgi. Nde maaŋ muuŋgip, Fhe Bakɨmen Ŋina Ŋaar nden vhen kɨrga, nde rimgirga, Fhe Bakɨme taagi nde khavgip ana won Ŋina Ŋaarar panan zazera mbara muuŋgiap ki bɨɨŋbɨɨn nden nɨɨnga, nden fhavi wom vhɨzgirga fhu.
ROM.8.12	Maaŋ muuŋgiap, nde na phorgap guigira Zisas khothɨgi gumgi gu mbigi, nza ntigem, harigi khesharigi rurur muuŋri. Gu mba ndava vurar tɨva nzuai fhuvara. Zakɨra fhuvara! 
ROM.8.13	Nde ntigem Fhe Bakɨmen Ŋina Ŋaara zɨn ŋgɨri. Nde wom ndava vura tɨvi zɨn ŋgɨ thari. Nde maaŋ muuŋgip, Fhe Bakɨmen Ŋina Ŋaara ŋkasŋkar panan, mba ndava vurar tɨvi mbatɨgi, nde nta shogirim, nta rimgirga, nde zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ ndigirga. 
ROM.8.14	Nza kaŋgi, gumgi gu mbigi fhura Fhe Bakɨmen Ŋina Ŋaara garim, ana mben ruru tɨvi gu bigi gari, mba gumgi gu mbigi, mbe Fhe Bakɨmen ŋkaa gu ŋkaar mbigi ma. 
ROM.8.15	Nde Fhe Bakɨmen Ŋina Ŋaar ndigim, ana fhura nde ganɨrim, rɨrɨp wom nde ganɨrim, nde fhura anan ŋaara gumgir khɨni kegɨrga fhu. Zakɨra fhuvara! Fhe Bakɨmen Ŋina Ŋaar nde muuŋgim, nde Fhe Bakɨme tari ma. Nza Fhe Bakɨmen Ŋina Ŋaara ŋkasŋkar panan, nza kha kakaman Fhe Bakɨme mbui, “Aba.” Kha zɨ “Aba,” anan nɨɨeŋ khare, “Dara.” 
ROM.8.16	Fhe Bakɨmen Ŋina Ŋaar, ana nduara nzan vhen ki guma phorgap khueŋ bun nzuai, nza Fhe Bakɨmen tari ma. 
ROM.8.17	Nza Fhe Bakɨmen tari ki. Maaŋ muuŋgiap, nza zumgum Fhe Bakɨme nzan nɨɨn za suaŋgi bigir vhuuiŋ, nza Krais phorgɨp nta ndirga. Nza ntigem maaŋ muuŋgip ana ndigi zaagi, nza nta ndirga, nza zumgum zɨ bakɨme ndiv, ana phorgɨp mpirmpirɨga vhuun muuŋgirga.
ROM.8.19	Fhe Bakɨme kha muuŋgi bigi, nta zam Fhe Bakɨme sarigi tugar rargap ki. Ana mba tugar, nza anan tari, ana nza ndiv kɨra khɨngirga. Fhe Bakɨme mba muuŋgi bigi, nta ntigem mba hɨrga tugar rargap, pani fegap, tamtam gari. 
ROM.8.20	Ntige khar ki bigi, nta ntige Fhe Bakɨme muun za nta suaŋgi ŋaara mbui fhuvara. Nta wari wo vuzvugar maaŋ muuŋgiap ki fhuvara. Fhe Bakɨme nduara nta muuŋgim, nta maaŋ muuŋgiap ki. Nta maaŋ muuŋgiap kav, mba Fhe Bakɨme ntan muunga bigɨna vhuuen rargap ki. 
ROM.8.21	Fhe Bakɨme mba sarigi tugar, ana mba nta kegi nta vhɨzi tuga mbatɨk, ana ana vhɨzgirga. Mba bigi, nza anan tari, mbe nza phorgɨv guigira nzerav bɨkbɨɨgirga.
ROM.8.22	Nza kaŋgi, mba Fhe Bakɨme muuŋgi bigi, nta zam mbik tara tɨr zav zaa ndi zaa fara muuŋgi zaa ndiav ki. Nta fhum guarara zaa ndiav, ŋgɨɨv, zav kav, ntige khar ki. 
ROM.8.23	Mba bigira nzɨɨv nziav ki fhuvara. Nza vhɨra nzan ndavi vherir nziav ki. Nza Fhe Bakɨmen Ŋina Ŋaara ndigi, ana fharigi bigɨn, Fhe Bakɨme fhura anan nza nɨɨŋgi. Nza vhɨra zaa ndiav, ŋgɨɨv, Fhe Bakɨme mba sarigi tuga rargap ki. Fhe Bakɨme mba tugar, ana khueŋ sigi sarav, nza suanga, “Gu nde ndiga won kaman fagi, nde nan tari ma.” Fhe Bakɨme mba tugar, ana nza fhavir muuŋgirim, nta guigira harigi kheshararga. 
ROM.8.24	Nza guigira Zisas khothɨgap, Fhe Bakɨme mba nzan muunga bigɨna vhuuen rarga ki, Fhe Bakɨme taagia nza ndigi. Nza maaŋ muuŋgip mba rarga ki bigɨn, nza ana gangi, nza bigɨn then rarga ki fhu. Maaŋ muuŋgip, guma bigɨna ndigɨrga, ana thaaŋ suaŋv rargɨ kɨrie? 
ROM.8.25	Nza kaŋgi, nza mba rarga ki bigi, nza nta gangi fhup, nza maaŋ muuŋgiap, nza wari won ndavi havhargiap mba bigir, rarga ki.
ROM.8.27	Fhe Bakɨme, ana guigira gumgir ndavi vheri gari. Ana vhɨra won Ŋina Ŋaara ndɨkndɨgi kaŋgi. Ne khaŋ muuŋgi, ana Ŋinan Ŋaar, ana ana ndɨkndɨgira zɨn vov, anan gumgi gu mbigir kurkurar zav ana phorga nzuai. 
ROM.8.28	Nza kaŋgi, Fhe Bakɨme za kha bigi ga mbui, nta wari tɨgap ŋgarav tɨvar vhuun ndavar ana ndɨɨi gumgi gu mbigi ga mbui. Mba gumgi gu mbigi, Fhe Bakɨme taagip mbe ndir zav suaŋgiap mben kamgi. Ana mben kamgim, mbe ana vuzvuga zɨn ŋgɨp, ana muun zav suaŋgi ŋaari, mbe ntan muunga. 
ROM.8.29	Ne khaŋ muuŋgi, mba gumgi gu mbigi, Fhe Bakɨme fhum guarara mbe ndir zav suaŋgi. Ana vhɨra mbe farasegi, mbe ana Kamara farar muuŋgirga. Maaŋ muuŋgip, ana tari vhɨrve kɨrga, Krais, ana mben fega rum ma. 
ROM.8.30	Ana mba fhum farasegi gumgi, ana vhɨra mben kamgi. Ana mba kamgi gumgi, ana Krais muuŋgi ŋaarar panan, ana tɨvir vhuuiaŋ mbui gumgi gu mbigir mben kaai. Ana mba tɨvir vhuuiaŋ mbui zɨn kaai gumgi gu mbigi, ana bɨɨŋbɨɨn vhuun mbe ndɨɨv, vhɨra won zɨ bakɨmen mben nɨɨnga.
ROM.8.32	Fhe Bakɨme zaa ndiv rɨmɨngen won kama thɨvigi fhuvara. Ana ana sarigim, ana za nzan kurkura zav zergi. Ana won kamanra nza nɨɨŋgi, ana vhɨra maaŋ muuŋgip za mba harigi bigir nzan nɨɨŋgirga.
ROM.8.34	The nza muuŋgi tɨvi mbatɨgi ga suaŋv, khaŋ nza suaŋgirie, “Nde rimgirga”? Fhuvara. Zisas Krais ana rimgiap, ana vhɨra taagia khavgi. Ana ntigem Fhe Bakɨmen guva haren kav, ana nzan kurkurar zav nza nzuav Fhe Bakɨme phorga nzuai. 
ROM.8.35	Krais, ana guigira won ndavara nza nɨɨŋgi. Mba vuzvuk, ana guigi guarara za nzan ki, bigɨn the ana vuzvuga thugɨrga tuktɨgi fhuvara. Zakɨra fhuvara! Maaŋ muuŋgip, simtɨk nzan hɨrga o, nza maaŋ muuŋgip zaa ndirga o, harigi gumgi tɨvi mbatɨgir nzan muunga o, nza thi hɨrga o, nza shagi ga sosuagirga o, bigɨna mbatɨga thueŋ nzan hɨr saŋv muunga o, mbe nza shogiri nza vhɨzɨrga. Mba bigi, nta Krais vuzvuga thugɨrie? Zakɨra fhuvara! 
ROM.8.36	Mba bigi guigira nzan hɨrga. Fhe Bakɨme buni vhuuiŋ ki gap ne suaŋgi,
ROM.8.36	“Nza ndun gumgi gu mbigi ki. Maaŋ muuŋgiap, mbe zazera nza shogirim, nza vhɨzir za mbui.
ROM.8.36	Mbe nza garim, nza sipsivi fara muuŋgim, mbe fura nza shogi.”
ROM.8.38+ROM.8.39	Fhe Bakɨme, ana guigira won ndavar nza nɨɨŋgim, gu khueŋ khothɨgi, bigɨna the Fhe Bakɨme vuzvuga thugɨrga tuktɨgi fhuvara. Nza rimgirga o, nza ŋamki o, Fhe Bakɨme enseri o, tori gu ŋiniŋgi havhari o, ntige khar ki bigi o, zumgu hɨrga bigi o, mbarkɨrga bigi nta ŋkasŋka ki o, kha vun ki bigi o, kha nɨɨn nuianan ki bigi o, mbar tamtam khar ki bigi, mba bigi, nta zam, nta Fhe Bakɨme wo ndavar nza nɨɨŋgi vuzvuga thugɨrga tuktɨgi fhuvara. Ana wo ndavar nza nɨɨŋgi vuzvuk, ana nza Bakɨme Krais Zisas muuŋgi ŋaarar panan, ana wo ndavar nza nɨɨŋgi vuzvugar nza khɨvigi.
ROM.9.1	Gu Krais guma ma, gu guigira nzuai. Gu guiguigi fhuvara. Fhe Bakɨmen Ŋina Ŋaar na ndɨkndɨga muuŋgim, gu wo ndava vhen, gu kaŋgi, na buneŋ, ne guigira buneŋ ma. 
ROM.9.2	Gu wo ndava vhen, gu guigira zazera nde kora mbuav, gu ndɨkndɨgi vhɨrve ga mbui. 
ROM.9.3	Gu vuzvugi, Fhe Bakɨme taagip na fegi gu ŋgugi ndigɨrga. Mbe Zekovan nzɨgi ma. Maaŋ muuŋgip, Krais na vuzvuga zɨn ŋgɨrga, gu mbe suaŋv ana phorgɨv suaŋv ana suaŋrim, ana na vhararim, gu ana gumgi gu mbigi tharim, nan fegi gu ŋgugi nan ŋana ndirga. 
ROM.9.4	Mbe Isreriŋ, Fhe Bakɨme mben won kaman fagim, mbe anan tari ma. Mbe vhɨra Fhe Bakɨme phorgap ana zɨ bakɨme vhen kav, vhɨra ana ŋkasŋka gangi. Fhe Bakɨme mbe phorga suaŋgiap ana won tɨvir mbe nɨɨŋgi. Ana vhɨra won rotur muunga tɨvar mbe khɨvigi. Ana vhɨra wo muunga bigi, ana ntan mbe phorga suaŋgi kameŋ, ana za ntan mbe suaŋgi. 
ROM.9.5	Mben farigi nzɨgi, mbe zɨri bakɨvi kegi. Mben rɨgar mben nzɨga mbera, Krais kha nuianan hɨgap, guma guara gegi. Krais, ana Fhe Bakɨme ma. Ana za kha bigi gari guman pan ma. Nza zazera ana zɨ ndi vun kuamkuarga. 
ROM.9.7	Nza khaŋ suanga fhu, “Mbe za Abrahaman vɨzi ma, mbe maaŋ muuŋgiap, mbe Abrahaman tari guari ma.” Fhuvara. Fhe Bakɨme fhum khaŋ suaŋgi, “Aisakra ndun nzɨgi hegɨrga.” 
ROM.9.8	Kha kama nɨɨeŋ khaŋ nzuai, “Gumgi guma vɨzɨnra hegi, mbe Fhe Bakɨmen tari fhuvara.” Fhe Bakɨme suaŋgi kameŋ zɨn vov hegi tari, mbe kha zɨn mben kaai, mbe Abrahaman tari ma. 
ROM.9.9	Mba Fhe Bakɨme mbe suaŋgi kameŋ khaŋ nzuai, “Gu mba sarigi tugar, gu taagi zɨrga, Sara ŋguga ruagirga.”
