PSA.1.1	 Blažen 
ACT.9.5	 A on je rekao: “Tko si ti Gospodine?” A Gospodin je rekao: “Ja sam Isus, koga ti progoniš. Teško ti je u bodljike nogom udarati.”
ACT.9.6	 A on je drhteći i zapanjen rekao: “Gospodine, što hoćeš da ja činim?” A Gospodin mu je rekao: “Ustani i uđi u grad, i reći će ti se što trebaš činiti!”
ACT.9.7	 A muškarci koji su s njim putovali ostali su bez riječi jer su čuli glas, ali nisu vidjeli nikoga.
ACT.9.8	 Tada je Savao ustao sa zemlje, i kad su mu se oči otvorile nije vidio nikoga. A oni su ga vodili za ruku i doveli u Damask.
ACT.9.9	 I tri dana nije vidio; i nije ni jeo ni pio.
ACT.9.10	 A u Damasku je bio neki učenik imenom Ananija, kome je Gospodin u viđenju rekao: “Ananija!” A on je rekao: “Evo me, Gospodine.”
ACT.9.11	 A Gospodin mu je rekao: “Ustani i idi u ulicu koja se zove Ravna i u kući Judinoj potraži čovjeka iz Tarsa zvanog Savao jer evo on moli.
ACT.9.12	 I on je u viđenju vidio nekoga čovjeka imenom Ananiju kako je ušao i stavio ruke na njega da bi mogao progledati.”
ACT.9.13	 Tada je Ananija odgovorio: “Gospodine, od mnogih sam čuo za tog čovjeka kolika je zla učinio tvojim svetima u Jeruzalemu.
ACT.9.14	 I ovdje ima vlast od glavara svećeničkih da sveže sve koji prizivaju tvoje ime.”
ACT.9.15	 Ali mu je Gospodin rekao: “Idi, jer mi je on izabrana posuda da donese moje ime pred Pogane, i kraljeve, i sinove Izraelove.
ACT.9.16	 Jer ja ću mu pokazati koliko on mora trpjeti radi mog imena.”
ACT.9.17	 A Ananija je otišao svojim putem te ušao u tu kuću i stavio svoje ruke na njega i rekao: “Brate Savle, Gospodin me je poslao, Isus, koji ti se pokazao na putu kojim si dolazio, da progledaš i napuniš se Duhom Svetim.”
ACT.9.18	 I odmah mu je spalo s očiju nešto kao ljuske; i on je učas progledao te ustao i bio kršten.
ACT.9.19	 A kad je uzeo hranu, okrijepio se. Zatim je Savao proveo nekoliko dana s učenicima u Damasku.
ACT.9.20	 I odmah je 
ACT.9.21	 A svi koji su 
ACT.9.22	 Ali je Savao bio sve jači i zbunjivao je Židove koji su prebivali u Damasku, dokazujući da je ovo stvarno Krist.
ACT.9.23	 I nakon što se navršilo mnogo dana, Židovi su se dogovorili da ga ubiju.
ACT.9.24	 Ali je Savao doznao za njihovu zavjeru. I nadzirali su gradska vrata danju i noću da bi ga ubili.
ACT.9.25	 No učenici su ga uzeli i noću 
ACT.9.26	 A kad je Savao došao u Jeruzalem, nastojao se pridružiti učenicima; ali su ga se oni svi bojali, jer nisu vjerovali da je on učenik.
ACT.9.27	 Nato ga je uzeo Barnaba i odveo 
ACT.9.28	 I ostao je s njima u Jeruzalemu, ulazeći i izlazeći.
ACT.9.29	 I hrabro je govorio u ime Gospodina Isusa i raspravljao s Helenistima, ali su ga oni nastojali pogubiti.
ACT.9.30	 Kad su 
ACT.9.31	 Tada su crkve po cijeloj Judeji, Galileji i Samariji imale mir; izgrađivale se i hodile u strahu Gospodinovu te se umnožavale utjehom Duha Svetoga.
ACT.9.32	 I dogodilo se dok je Petar posvuda prolazio, sišao je i k svetima koji su prebivali u Lidi.
ACT.9.33	 I tamo je našao nekog čovjeka imenom Eneja koji je osam godina ležao na postelji jer je bio uzet.
ACT.9.34	 I Petar mu je rekao: “Eneja, ozdravlja te Isus Krist! Ustani i prostri sâm sebi!” I on je odmah ustao.
ACT.9.35	 I svi koji su prebivali u Lidi i Šaronu vidjeli su ga i okrenuli se Gospodinu.
ACT.9.36	 A u Jopi je bila neka učenica imenom Tabita, što prevedeno znači Gazela. Ta je žena bila puna dobrih djela i djela milodarivanja što ih je činila.
ACT.9.37	 I dogodilo se u one dane da je ona oboljela te umrla. Kada su je okupali, položili su 
ACT.9.38	 I kako je Lida bila blizu Jope, a učenici su čuli da je Petar tamo, poslali su k njemu dva čovjeka koji su 
ACT.9.39	 Tada je Petar ustao i krenuo s njima. Čim je tamo stigao, odveli su ga u gornju sobu. I sve su udovice stale uz njega plačući i pokazujući mu košulje i odjeću koju je izradila Gazela dok je još bila s njima.
ACT.9.40	 No Petar 
ACT.9.41	 A on joj je pružio svoju ruku i podigao je. Tada je dozvao svete i udovice te im je pokazao živu.
ACT.9.42	 I to je postalo poznato po svoj Jopi te su mnogi povjerovali u Gospodina.
ACT.9.43	 I dogodilo se da je on ostao mnogo dana u Jopi kod nekog kožara Šimuna.
ACT.10.1	 A u Cezareji je bio neki čovjek imenom Kornelije, satnik čete zvane Italska.
ACT.10.3	 On je u viđenju, oko devetog sata dana, jasno vidio da anđeo Božji ulazi k njemu i govori mu: “Kornelije!”
ACT.10.4	 I on ga je pogledao, uplašio se te rekao: “Što je, Gospodine?” A on mu je rekao: “Tvoje su molitve i tvoji milodari uzišli kao podsjetnica pred Boga.
ACT.10.5	 A sada pošalji ljude u Jopu i dozovi Šimuna koji je nazvan Petar.
ACT.10.6	 On se je smjestio kod nekog Šimuna, kožara, čija je kuća uz more; on će ti reći što moraš činiti.”
ACT.10.7	 A kad je anđeo koji je govorio Korneliju otišao, dozvao je dvojicu svojih slugu i 
ACT.10.8	 I kada im je sve to izložio, poslao ih je u Jopu.
ACT.10.9	 A sutradan, dok su oni putovali i približavali se gradu, uzišao je Petar oko šestog sata na krov moliti se.
ACT.10.10	 I jako je ogladnio, te zaželio 
ACT.10.11	 i ugledao otvoreno nebo i neku posudu, sličnu velikom platnu svezanom s četiri kraja, kako silazi na njega i spušta se na zemlju.
ACT.10.12	 U njoj su bili svakovrsni četveronošci zemaljski i zvijeri, i gmazovi i ptice nebeske.
ACT.10.13	 I došao mu je glas: “Ustani, Petre, kolji i jedi!”
ACT.10.14	 A Petar je rekao: “Ne nikako, Gospodine, jer nikada nisam jeo ništa prosto i nečisto.”
ACT.10.15	 A glas mu je opet po drugi put 
ACT.10.16	 To se ponovilo tri puta, i posuda je ponovo bila ponesena u nebo.
ACT.10.17	 A dok se je Petar u sebi dvoumio što bi imalo značiti viđenje koje je gledao, gle, ljudi koje je poslao Kornelije stali su na vrata, pošto su se raspitali za Šimunovu kuću.
ACT.10.18	 I pozvali su i upitali je li Šimun koji je nazvan Petar odsjeo ondje?
ACT.10.19	 A dok je Petar razmišljao o viđenju, Duh mu je rekao: “Gle, traže te tri čovjeka.”
ACT.10.20	 Stoga ustani, siđi i pođi s njima i ništa ne sumnjaj, jer sam ih ja poslao!”
ACT.10.21	 Tada je Petar sišao k tim ljudima, koje je k njemu poslao Kornelije te rekao: “Evo, ja sam onaj koga vi tražite. Koji je razlog zbog kojeg ste došli?”
ACT.10.22	 I odgovorili su mu: “Kornelije, satnik, čovjek pravedan i koji se boji Boga i na dobrom glasu među cijelim židovskim narodom, bio je upozoren od Boga po svetom anđelu da te pozove u svoju kuću i da čuje riječi od tebe.”
ACT.10.23	 Tada ih je pozvao unutra i smjestio. A sutradan je Petar pošao s njima te su mu se pridružila neka braća iz Jope.
ACT.10.24	 A sljedećeg dana stigli su u Cezareju. I Kornelije ih je čekao, a bio je sazvao svoju rodbinu i bliske prijatelje.
ACT.10.25	 I dok je Petar ulazio, Kornelije mu je izašao u susret, pao do njegovih nogu te 
ACT.10.26	 A Petar ga je podignuo govoreći: “Ustani! I ja sam isto čovjek!”
ACT.10.27	 I dok je razgovarao s njim, ušao je i našao mnogo onih koji su se sakupili,
ACT.10.28	 te im rekao: “Vi znate da čovjeku koji je Židov zakonom nije dopušteno družiti se ili pak dolaziti k onomu koji je iz drugog naroda, ali je meni Bog pokazao da nikoga ne zovem prostim ili nečistim.
ACT.10.29	 Zato sam i došao bez prigovora, čim sam bio pozvan. Stoga bih vas želio upitati s kojom namjerom ste me pozvali.”
ACT.10.30	 Nato je Kornelije rekao: “Prije četiri dana bio sam u postu sve do ovog časa, i o devetom satu molio sam u svojoj kući, i gle, neki je čovjek u sjajnoj odjeći stao pred mene,
ACT.10.31	 te rekao: ‘Kornelije, saslušana je tvoja molitva i tvoji milodari su spomenuti pred Bogom.
ACT.10.32	 Pošalji dakle u Jopu i dozovi Šimuna koji je nazvan Petar! On se smjestio u kući Šimuna kožara, pokraj mora, koji će kad dođe govoriti s tobom.’
ACT.10.33	 Stoga sam odmah poslao k tebi, i ti si dobro učinio što si došao. Sada smo, dakle, svi mi ovdje pred Bogom da čujemo sve što ti je Gospodin zapovjedio.”
ACT.10.34	 Tada je Petar otvorio usta i rekao: “Doista, sada shvaćam da Bog nije pristran,
ACT.10.35	 nego je njemu prihvatljiv u svakom narodu onaj koji ga se boji i čini što je pravedno.
ACT.10.36	 Riječ koju je 
ACT.10.37	 Vi znate tu riječ, koja je bila razglašena po svoj Judeji, a počelo je u Galileji, poslije krštenja koje je Ivan propovijedao:
ACT.10.38	 Kako je Bog Isusa iz Nazareta pomazao Svetim Duhom i snagom te 
ACT.10.39	 I mi smo svjedoci svega što je učinio i u zemlji židovskoj i u Jeruzalemu, njega su pogubili i objesili 
ACT.10.40	 Njega je Bog uskrsnuo treći dan i javno ga očitovao.
ACT.10.41	 Ne svemu narodu, nego unaprijed od Boga izabranim svjedocima, nama koji smo s njim jeli i pili nakon što je uskrsnuo od mrtvih.
ACT.10.42	 I on nam je zapovjedio propovijedati narodu i svjedočiti da je on taj koji je od Boga određen 
ACT.10.43	 Za njega svjedoče svi proroci da po imenu njegovom prima oslobođenje od grijeha svaki koji u njega vjeruje.”
ACT.10.44	 Još dok je Petar govorio te riječi, Duh Sveti se spustio na sve koji su čuli riječ.
ACT.10.45	 A vjernici iz obrezanja koji su došli s Petrom bili su zapanjeni zato što se i na Pogane izlio dar Duha Svetoga.
ACT.10.46	 Jer su ih čuli gdje govore jezicima i veličaju Boga. Tada je Petar progovorio:
ACT.10.47	 “Može li tko zabraniti vodu, da se ne krste ovi koji su primili Duha Svetoga isto kao i mi?”
ACT.10.48	 I zapovjedio im je da se krste u ime Gospodinovo. Tada su ga zamolili da ostane s njima nekoliko dana.
ACT.11.1	 A apostoli i braća što su bili u Judeji dočuli su da su i Pogani primili riječ Božju,
ACT.11.2	 i kad je Petar uzišao u Jeruzalem, oni iz obrezanja prepirali su se s njim,
ACT.11.3	 govoreći: “Ušao si k neobrezanim ljudima i jeo s njima!”
ACT.11.4	 Nato im je Petar počeo 
ACT.11.5	 “Bio sam u gradu Jopi i molio se, te sam u zanosu ugledao viđenje; neka posuda, slična velikom platnu zavezanom s četiri kraja silazi s neba i dolazi sve do mene.
ACT.11.6	 U njoj sam, kad sam u nju dobro promotrio, vidio četveronožne zemaljske životinje, i zvijeri, i gmazove i ptice nebeske.
ACT.11.7	 I čuo sam glas koji mi je govorio: ‘Ustani Petre, kolji i jedi!’
ACT.11.8	 Ali ja sam rekao: ‘Ne nikako, Gospodine, jer nikada ništa prosto i nečisto nije ušlo u moja usta.’
ACT.11.9	 Nato mi je po drugi put glas s neba progovorio: ‘Ono što je Bog očistio, ti ne nazivaj prostim!’
ACT.11.10	 A to se dogodilo tri puta te je ponovno sve bilo povučeno u nebo.
ACT.11.11	 I, gle, odmah su pred kuću u kojoj sam bio već došla tri čovjeka poslana iz Cezareje k meni.
ACT.11.12	 Tada mi je Duh rekao da pođem s njima ništa ne sumnjajući. Također su me pratila i ova šestorica braće te smo ušli u kuću tog čovjeka.
ACT.11.13	 I on nam je izložio kako je u svojoj kući vidio anđela koji je stao pred njega i rekao mu: ‘Pošalji ljude u Jopu i dozovi Šimuna, koji je nazvan Petar:
ACT.11.14	 On će ti govoriti riječi po kojima ćeš ti i sav tvoj dom biti spašeni.’
ACT.11.15	 I dok sam počeo govoriti, sišao je na njih Duh Sveti kao i na nas u početku.
ACT.11.16	 Tada sam se sjetio riječi Gospodinove: kako je rekao: ‘Ivan je doista krstio vodom, a vi ćete biti kršteni Duhom Svetim.’
ACT.11.17	 Ako im je, dakle, Bog dao isti dar kao i nama, koji vjerujemo u Gospodina Isusa Krista, tko sam ja da mogu sprečavati Boga?”
ACT.11.18	 Kad su to čuli, primirili su se te počeli slaviti Boga govoreći: “Dakle, i Poganima je Bog podario pokajanje na život!”
ACT.11.19	 A oni koji su bili raspršeni poslije progonstva koje je nastalo zbog Stjepana prostirali su se sve do Fenicije, Cipra i Antiohije, nisu nikome propovijedali riječ nego samo Židovima.
ACT.11.20	 A neki od njih bili su ljudi iz Cipra i Cirene koji su, kad su došli u Antiohiju, govorili Helenistima propovijedajući Gospodina Isusa.
ACT.11.21	 I ruka Gospodinova bila je s njima te je velik broj povjerovao i okrenuo se Gospodinu.
ACT.11.22	 Tada je vijest o tome došla do ušiju crkve koja je bila u Jeruzalemu te su oni poslali Barnabu da ode sve do Antiohije.
ACT.11.23	 On se, kada je došao tamo te vidio milost Božju, razveselio i sve ih je ohrabrio da odlučna srca prionu uz Gospodina.
ACT.11.24	 Jer je on bio dobar čovjek, pun Duha Svetoga i vjere. I mnogo se naroda pridružilo Gospodinu.
ACT.11.25	 Zatim je Barnaba otputovao u Tarz potražiti Savla.
ACT.11.26	 A kad ga je našao, doveo ga je u Antiohiju. I dogodilo se da su se godinu dana sastajali s crkvom i poučavali puno naroda. I najprije su u Antiohiji učenici nazvani kršćanima.
ACT.11.27	 A u te dane stigli su iz Jeruzalema u Antiohiju proroci.
ACT.11.28	 A jedan od njih, po imenu Agab, ustao je i po Duhu nagovijestio da će biti velika glad po cijelom svijetu, koja se dogodila u dane cezara Klaudija.
ACT.11.29	 Tada su učenici odlučili, svaki prema svojim mogućnostima, poslati pomoć braći koja su živjela u Judeji.
ACT.11.30	 To su i učinili te poslali to starješinama po rukama Barnabinim i Savlovim.
ACT.12.1	 A u ono vrijeme kralj Herod je pružio ruku da zlostavlja neke iz crkve.
ACT.12.2	 I mačem je ubio Ivanovog brata Jakova.
ACT.12.3	 A kad je vidio da je to Židovima drago, nastavio je 
ACT.12.4	 I nakon što ga je uhitio, bacio ga je u tamnicu i predao 
ACT.12.5	 Stoga su Petra čuvali u tamnici, dok je crkva bez prestanka upućivala molitve Bogu za njega.
ACT.12.6	 A kad ga je Herod kanio privesti, te iste noći Petar je spavao između dvojice vojnika okovan s dva lanca, a stražari su 
ACT.12.7	 I gle, anđeo se Gospodinov spustio na 
ACT.12.8	 I anđeo mu je rekao: “Opaši se i obuj svoje sandale!” I 
ACT.12.9	 I izašao je i počeo ga slijediti, a nije znao da je to zbilja što se događalo po anđelu; nego je mislio da gleda viđenje.
ACT.12.10	 Kada su oni prošli prvi i drugi pritvor, došli su do željezne kapije koja vodi u grad, a ona su im se sama od sebe otvorila. Zatim su izašli i prošli jednu ulicu, i odjednom je anđeo otišao od njega.
ACT.12.11	 A kad je Petar došao k sebi, rekao je: “Sada sigurno znam da je Gospodin poslao svojega anđela i izbavio me iz ruke Herodove i 
ACT.12.12	 A kad je on 
ACT.12.13	 A kad je Petar pokucao na vrata kapije, prišla je prisluhnuti djevojka imenom Ruža.
ACT.12.14	 I kad je prepoznala Petrov glas, od radosti nije otvorila vrata, nego je utrčala te javila da Petar stoji pred vratima.
ACT.12.15	 Nato su joj oni rekli: “Mahnitaš!” Ali ona je uporno tvrdila da je tako. Tada su rekli: “To je njegov anđeo.”
ACT.12.16	 No Petar je nastavio kucati pa kad su oni otvorili 
ACT.12.17	 Ali on im je rukom dao znak da šute, te im sve redom ispripovjedio kako ga je Gospodin izbavio iz tamnice. Zatim im je rekao: “Javite to Jakovu i braći!” I izišao je te otišao na drugo mjesto.
ACT.12.18	 A kad je osvanuo dan, nastala je nemala pometnja među vojnicima: što li se dogodilo s Petrom.
ACT.12.19	 A Herod je poslao u potragu za njim ali kako ga nije našao, ispitao je stražare i zapovjedio da se pogube. Potom je iz Judeje sišao u Cezareju i ostao 
ACT.12.20	 A Herod je bio vrlo nezadovoljan s Tircima i Sidoncima. No ovi su složno došli k njemu, te su se sprijateljili s kraljevim komornikom Blastom 
ACT.12.21	 I u dogovoreni dan Herod je, odjeven u kraljevsko ruho, sjeo na svoje prijestolje i održao im govor.
ACT.12.22	 A narod je počeo klicati: “
ACT.12.23	 I odmah ga je udario anđeo Gospodinov jer nije Bogu dao slavu, te je izjeden od crvi izdahnuo.
ACT.12.24	 A riječ je Božja rasla i množila se.
ACT.12.25	 A Barnaba i Savao, pošto su izvršili 
ACT.13.1	 A tamo je, u crkvi koja je bila u Antiohiji, bilo nekih proroka i učitelja: kao Barnaba, i Šimun zvani Niger, i Lucije Cirenac, i Manaen, koji je bio othranjen zajedno s Herodom, tetrarhom, i Savao.
ACT.13.2	 Dok su 
ACT.13.3	 Tada su, pošto su postili i molili, položili ruke na njih te 
ACT.13.4	 Tako su oni poslani od Duha Svetoga otputovali u Seleuciju i odande otplovili na Cipar.
ACT.13.5	 I kad su bili u Salaminu, propovijedali su riječ Božju u židovskim sinagogama. A imali su sa sobom i Ivana za poslužitelja.
ACT.13.6	 A kad su prošli 
ACT.13.7	 koji je bio s prokonzulom Sergijem Pavlom, čovjekom razboritim. Ovaj je dozvao Barnabu i Savla te zaželio čuti riječ Božju.
ACT.13.8	 Ali im se usprotivio Elim, vračar, jer mu tako glasi ime u prijevodu, nastojeći prokonzula odvratiti od vjere.
ACT.13.9	 Tada se Savao (koji 
ACT.13.10	 te rekao: “O, sine đavolski, pun svake lukavosti i nevaljalštine, neprijatelju svake pravednosti, nećeš li prestati s iskrivljavanjem ravnih puteva Gospodinovih?
ACT.13.11	 A sada, evo ruke Gospodinove na tebe: oslijepit ćeš i neko vrijeme nećeš vidjeti sunce!” I odjednom je pao na njega mrak i tama te se vrtio naokolo tražeći nekog da ga vodi za ruku.
ACT.13.12	 Tada je prokonzul, kad je vidio što se dogodilo, uzvjerovao pošto se zapanjio Gospodinovim naukom.
ACT.13.13	 A kad su se Pavao i njegovi pratioci otisnuli iz Pafa, došli su u Pergu u Pamfiliji. A Ivan se je odvojio od njih te se vratio u Jeruzalem.
ACT.13.14	 A oni kad su napustili Pergu došli su u Antiohiju u Pizidiji, te su ušli u sinagogu na dan Šabata i sjeli.
ACT.13.15	 I poslije čitanja Zakona i Proroka nadstojnici sinagoge poslali su po njih govoreći: “Ljudi! Braćo! Ako li vi imate kakvu poticajnu riječ za narod, govorite!”
ACT.13.16	 Tada je Pavao ustao, rukom dao znak i rekao: “Ljudi, Izraelci i vi koji se Boga bojite, saslušajte!
ACT.13.17	 Bog ovoga naroda, Izraela, izabrao je naše očeve. On je uzvisio ovaj narod dok je boravio u tuđini, u zemlji Egipatskoj, i uzdignutom rukom izveo ih iz nje.
ACT.13.18	 I u vremenu oko četrdeset godina podnosio je njihovo ponašanje u pustinji.
ACT.13.19	 A kad je uništio sedam naroda u zemlji kanaanskoj, ždrijebom im je razdijelio njihovu zemlju.
ACT.13.20	 I nakon toga dao im je suce za oko četiri stotine i pedeset godina sve do proroka Samuela.
ACT.13.21	 A nakon toga zatražili su kralja, i Bog im je dao Šaula, sina Kišova, čovjeka iz plemena Benjaminova, na četrdeset godina.
ACT.13.22	 I kad je njega uklonio, podignuo im je Davida za kralja, o kome je i posvjedočio i rekao: ‘Našao sam Davida, sina Jišajeva, čovjeka po mome vlastitom srcu, koji će ispuniti svu moju volju.’
ACT.13.23	 Iz njegovog je sjemena Bog po 
ACT.13.24	 Već je Ivan prije njegovog dolaska propovijedao krštenje pokajanja svom izraelskom narodu.
