MAT.1.1	Jisu Khrista David atu ate Abraham sanao pa puhang pahang na jiekka shi. 
ACT.4.14	Adam ahra spa hana mani karra ngir toll am ha mani ri jarra, mani na ephao rillang am no ae. 
ACT.4.15	Chuna mani na mani inthum hata mani Sahidrin mashel waishit hlakna amunt haithou thing ranga trongsan pe so. 
ACT.4.16	“Ani na manui hitta alota ae ang sha?” Jerushalem sunga ringa am malmasi lim na mani ae angakpi tullu hi dang hap so ae chuna ani na denga hou nea ang ni jo weta mani na ril hlakso. 
ACT.4.17	Chuna hijonghi malmashi ngei mai ah lea ah rou sam no ranga ani na atujong akha kolla kom Jisu minga rouril no ranga rou chu dolla shi ei oh.” 
ACT.4.18	Hana mani na woiha lea ah mani ta kok weta Jisu minga rouril no ranga manita trongsan pe pi so. 
ACT.4.19	Chuti weta Pitar lea Johon na sange, “Nangei na nangei thei chakka routreem oh, Chungthieng ta hella nangei rou juipa na Chungthieng ningtienga adiek kang mo ae. 
ACT.4.20	Rouram chu kani na ri sha theipha sa rou ha trong no lutta am nea nonge.” 
ACT.4.21	Anutienga chu atri pi weta mani ha hla so, rouram chu malmashi lim pa na Chungthieng ta domma am akha chu shukka am eja hana taranga chunapa chu mani na manita alota dandi pe ang mo ta roungir nea ni jo. 
ACT.4.22	Rouram chu angakpi ah adam pha spa ha akum somly chunga ulien chang mee ae.
ACT.4.23	Mani na hla su wa Pitar lea Johon na mani mee mak ngei am na lea weta chungtekti thiempu ngei akha chu ulien changei na manui ta ril na lim thangkou so ae. 
ACT.4.24	Na rou hi mani thei juija mani na rachon weta sanrol shukka Chungthieng kolla nie so. 
ACT.4.25	Kani puthou nashuk David kolla na muihla athieng hana jarra rilphur ae,
ACT.4.25	‘Alo wa jatidang ngei na lung hanga;
ACT.4.25	akha chu ariem sal halla am ma meh?
ACT.4.26	Ane angam akha chu simlei chunga Rengpa lim na,
ACT.4.26	rachun ha weta arengpu
ACT.4.26	Messiya ta anda rang tullu thouso.’
ACT.4.27	Messiya ae ta nashak athieng nasuuk ta Herod lea Pontius Pilate akha chu hupi sunga am jat adang hana Israel ngei hita tuk hlakka rachun ha weta Jisu amota an shi anda thouso. 
ACT.4.28	Mani na rachun ha weta amatienga nane jaitha hana akha chu nahalsa ha shukpi ranga ae. 
ACT.4.29	Chuna atun chu arengpu, mani na ati pi ah am hi dangpi ah nasuuk na ati am no wa rouril shuk nea rang jaitha pe pi oh.
ACT.4.30	Naban dok shukka athieng nasuuk Jisu minga angakpi ah dampi hrapi ranga anealah pe pi oh.” 
ACT.4.31	Mani nie shu nutienga mani ranchun na amunt ha linga. Hana mani lim pa ha athieng muihla na shihakta ati alou am no lutta Chungthieng rou ril.
ACT.4.32	Ngoiringei lim na thin lea lung akha chakka ammeh, atu akha na madon na am ha mata chakkae ta hal no ae, chuna mani adon anei lim pa ha sam hlak kae. 
ACT.4.33	Jisu na ringthou pha ket ta ahalsha rui ngei na atreem am no lutta hata meelung ngir pe ah mani lim chunga ehekta jaihra pha ae. 
ACT.4.34	Hana lei ah atu akha na phao awat apa am no ae mani sunga chuna atu jung ram mun don ano lea inn don ngei na apha anu juija jur weta apha sum lea pai hana ahalsha rui ngei am na choija phao ae. 
ACT.4.35	Hana ahalsha rui ngei kae kunga pe ah atu jung awat apa mee kolla manina sam pi ae. 
ACT.4.36	Sypras hai thou Levite Josep ahalsha rui ta kok sha Barnabas (hina ril na chu thanum thawak sanao.) 
ACT.4.37	Maloupuk jur weta apha sum lea pai ha ahalsha ngei kae kunga choija phao weta pe ae.
ACT.5.1	Ananiah ti spa akha na anamei Saphira hina manui don ram ahui te jurra. 
ACT.5.2	Anamei hitta ngei hlakka amo na mataranga sum ahre shi weta alem sum hana ahalsha rui ngei kae kunga choija phao wata pe so. 
ACT.5.3	Hana Pitar na ril, “Ananiah alo ta saitan na nalungsung shihakta muihla athieng kolla murthei ah naram jur na napha sunga nataranga shi ah che? 
ACT.5.4	Amatieng napot ha jurmatieng chu na ha nata ae; hana najur sa nutienga kom sum ha nata ae. Eje ranga hajong tullu lu ranga nalungir ra che? nangna malmashi ngei ta murthai ah no che ae Chungthieng ta murthui ah che!” 
ACT.5.5	Ananiah na rou hi mathei sulen tu wa thi so ae; hana atu jong rou thei meelimna ati alou shukso. 
ACT.5.6	Hana rungthar ngei na lut weta apum ha hlum ma rui ah shukka amota uise so ae. 
ACT.5.7	Anamei na shukka am rou dang no wa apha innthum neidom ti ah lutta. 
ACT.5.8	Pitar na sai, “Nahina napisal lea nangna ram mant na pha hi adiek tak jou mo?” Amo na sange, “Oh weh,” “naha makkae.”
ACT.5.9	Chuna Pitar na makolla ril, “Ejeranga nang lea napisal nanui na arengpu muihla ta chang an ranga lungir ah chau? Napisal ta ui she spa ngei ha atun eenhar ra am meh, hana mani na nangta kom rui ah shukange!” 
ACT.5.10	Hana makka makae kunga tu wa thi so. Chuna rungthar ngei na lut weta amo hi thi so ae ta danga mani na rui ah shukka apisal ui na apanga ui so ae. 
ACT.5.11	Akoksha akha chu adang thei pha meelim na ati hlakso ae.
ACT.5.12	Angakpi anealah eja ahalsha rui eja na malmashi ngei mai ah ripi so. Ngoiring eja Solomon laihalla rachun na tuk hlakae. 
ACT.5.13	Atu akha na kom ati alou am no lutta mani kolla jui num no ae, mani ta malmashi ngei na leima ajak ati halkom. 
ACT.5.14	Chuti weta arengpu ta ngoiring malmashi snu spa chu abom abom ma tamtek tekta hange. 
ACT.5.15	Ahalsha rui ngei na tullu lu hana jarra ana asha lim na lampi hou wa rui ah shukka kutchung ano lea phar chunga jalpi ah shi ae Pitar na hella thingjuija mahla chak na phao mani chunga lee ranga. 
ACT.5.16	Hana Jerushalem hulokhana am malmashi wairul riha na ana asha akha chu hrano muihla na tong mee eja ta akha chu rai phao ah mani limpa ha adam pha ae.
ACT.5.17	Chungtekti thiempu akha chu achim aruol ngei hana am Saddusees ngei na ahalsha rui ngei ta leima tam ma anarra; mani chunga tullu lu rang lungir so mani na. 
ACT.5.18	Mani na ahalsha rui ngei ta mant na aral inn sunga shi so ae. 
ACT.5.19	Chuti weta nani jantieng makka arengpu wanrui na aral inn har ha hongpi ah ahalsha rui ngei ta rui ah shukka manita rourillea. 
ACT.5.20	“Athieng innsunga thing weta ngirra malmashi ngei mai ah ringchang athar hina rou rillo.” 
ACT.5.21	Ahalsha rui ngei na aril juija hu warra wak juija athieng inn na lutta chupi takpi thou so.
ACT.5.21	Chungtekti thiempu akha chu achim arual hana Jihudi ulien changei ta kokka rachun na alok bomtulha ae; Hana aral inn sunga am ahalsha rui ngei ta mani maikunga rui ah wak ranga trongsan pe ae. 
ACT.5.22	Chuna offisars ngei na tung jui ja aral inn sunga ahal sharui ngei ha tukpha no ah mani na lea weta bontul na ah thangkou so, 
ACT.5.23	“Kani na aral inn amunt na pha juija enn har kom hrabakta harra am enn har hok ngei kom ngirra am tuk hlakkunge, chu ti weta enn har sunga kani lut juija chu aral inn sunga atu akha phao am no ae!” 
ACT.5.24	Chuna chungtekti thiempu akha chu mokna enn hakka am offisars ngeina rou hi thei pha ah mani na rouron rui ngei hi ejongpa mo ae ta angak shukso. 
ACT.5.25	Hana spa akha na mani am na lut weta hita ril, “Ann oh! nangei na aral inn sunga shi ngei ha mokna enn na malmashi ngeita chupi takpi ah am meh!” 
ACT.5.26	Chunapa chu offisars na ma mee ngei hitta thing weta ahalsha rui ngei ta rui ah lea so. Mani na akal ring sha ah ae no ae rouram chu mani na malmashi ngei na alung deng ang mo weta atri jarra.
ACT.5.27	Manina ahalsa rui ngei ta bam tul ha na maikunga ngir pi weta chungtekti thimpu ngeina rou sai ae. 
ACT.5.28	“Kani na akal trongsan nangei ta pe ah am munge, ti chu na Jisu hina minga chupi takpi ngai ang no ae.” Amo na ril; Anno nangei ae sha tullu hi! nangei na Jerushalem ram sunga rou ril sa so ae, hana mathit hi kani hrano lu tullu hek ti chang pi nangei na di ah chau!”
ACT.5.29	Pitar akha chu adang ahalsha rui ngei na sange, “Kani na Chungthieng ril jui anga ae, malmashi ngei ta no ae. 
ACT.5.30	Kani puthou Chungthieng na khross chunga jotpi rei ah nangei that Jisu ha athi sa hai thou ringpi ae. 
ACT.5.31	Israel ngei lunghlong ranga akha chu pak sil pi ranga hana sanpi weta lu chingpi rang Chungthieng maban changtiengpa na amo ta ringthou pi ae. 
ACT.5.32	Kani na hi lim pa taranga meelung ngir pe ah am munge hana Chungthieng maril matrong jui ngeita pek muihla athieng hana kom meelung ngir ae.”
ACT.5.33	Hana bomtulla am ngei na rou hi theijuija mani na lung leima sha ah mani na ahalsharui ngeita that num so. 
ACT.5.34	Chuti weta mani kar sunga roukung ocha Pharisee amingna Gamaliel amo hi malmashi ngei na ajak atri shak na tul bam sunga ngir thou weta apha atante sunga ahalsha rui ngei ta shuk pirang rou pe ae. 
ACT.5.35	Hana amo na tulbom ngei ta ril, “Tonpi thanruol Israels ngei oh na spa kolla nangei lu tullu ha cheksillo. 
ACT.5.36	Apha esot sot no matienga Theudas spa na mathei chakka kei kom kei inge ta ril shuk kolla spa rihaly na ma nutieng jui ae. Chuti weta amota that su nutienga chu manu jui mee ngei kom adang adanga thing happa mani lam ha thi so ae. 
ACT.5.37	Hana waitakka mee masing tel lei ah Galily hai thou Judas shukka wairul riha na manutienga jui ja amo ta kom that sier ra manu jui mee ngei kom hran hlak hapso. 
ACT.5.38	Chuna hijong rou sunga keina nangei ta karil num chu, hata mani thei chakka am shu oh, ‘ashu oh.’ Ejonga na mani lu tullu hi malmashi hai ah lea chu woiha chu tui ange. 
ACT.5.39	Chuti weta ejonga Chungthieng na adit ahal ah lea chu nangei na na spa ngei ta ephau ae nea ang no ae, Chuna nangei hi Chungthieng ta asul di ngei ae ta nangei thei chakka hal pha ange.” 
ACT.5.40	Chuna mani na ahalsha ngeita mani am na ah lut piveta Jisu minga woiha lea ah rou ril no rang trongsan pe pi ah mani ha ta thingpi so. 
ACT.5.41	Rouril nea ulien chang bomtul na hai thou wa shukka thinga Jisu minga ani ajak tuk hi ngei so ae ta ariem ma thingso. 
ACT.5.42	Chuna rungnie chang honna athieng inn sunga akha chu inn lakchanghon na mani na thing weta Jisu hi Sanpipa ae tina ahra trongsan hi chupi takpi ah rol ae.
ACT.6.1	Hana apha nutienga chu ngoiring mee hella hanga Grik trong tronga am Jihudi ngei lea hana am sha Jihudi ngei kar sunga trongjet hlak thou so. Grik tronga am ngei na mani arong ngei ta rungnie changhon na sam hata thousa no ae ta ril thou so. 
ACT.6.2	Chuna ahalsa asom ani hana ngoiring sha meelim ta tul bom pi weta ril, “Hojon tun siel ang sarukka kani na Chungthieng rouril thadol rang ephao jaitha am no ae. 
ACT.6.3	Chuna ulea nao ngei oh muihla athieng na shihak ti akha chu lungrang shukthei mee sari nangei kar sunga hallo, hana kani na mani ta tun siel pi ange. 
ACT.6.4	Chuna kani na kani hi apha chang honna nie ah, akha chu rouril ang tullu lu ah am tukkae.”
ACT.6.5	Bomtulla am lim pa na rouron ngei lunghal ril shuk lim pa ariem ma ngei pi ah, muihla athiengna shihakti akha chu ngoiringchet Stephen, Philip, Procharus, Nicanor, Timon, Parmenas akha chu amatienga Judaism ma lunghlong nga hou phur Gentile Antioch ka Nicolaus ta mani na hal so ae bomtulla am lim pa na ahakha ngei ta mani lim ming pe shu weh, 
ACT.6.6	mani chunga mani kut shi weta prathana aeso.
ACT.6.7	Chuna Chungthieng rou hi atreem am no wa sai ah thinga Jerushalem sung ngoiring ngei hi tam tek, tekta thingso, hana thiempu atam nakom hijong ngoiring hi ta lah sier num ae.
ACT.6.8	Chungthieng na ehakta lungshi ah jaihra pek spa Stephen ane jaitha na shihakti na malmashi ngei maikunga angakpi ati pi ripi so. 
ACT.6.9	Chuti weta amota Synagogue sung tol spa ahre hana Cyrene akha chu Alexandria hai thou wa, mani akha chu Silisia Asia ram tienga Jihudi ngei na Stephen ta trong jet hlak thou so. 
ACT.6.10	Chuti weta muihla sihakti Stephen kolla lungsin na trong juija mani na ephou sang nea no ae. 
ACT.6.11	Chuna mani na aru wa spa ahre kolla waishi weta rillo ta ril, “Chungthieng akha chu Moses kolla amona ngeinum no rou ril thei unge kani na makolhai thou wa!” 
ACT.6.12	Hijong lamtienga malmashi ngei na, ulien changeina akha chu roukung ocha ngeina Stephen ta mant na Sahedrin am na ah rui ah phao so ae. 
ACT.6.13	Hana mani na spa ahre ta diek lou marou ril pi ranga rui ah honga “Mani rilna chu,” “Na spa hi, apha changhon na ani athieng inn akha chu Moses hina Roukung ta ngei num no na rou tronge. 
ACT.6.14	Maril na kani thei chu Nazareth ta Jisu na athieng inn sung hi mangpi weta Moses hai thou wa ani talit tamang hi ahlong akha phao pi ange taril ae!” 
ACT.6.15	Sahedrin sunga onga am limpa na Stephen mai hi wanrui mai hekta mani mit ta ri hapso ae.
ACT.7.1	“Na hi routakka meh?” Chungtekti thiempuna sai.
ACT.7.2	Stephen na sange, “Ulea nao kapa ngei oh, karao hi ngei thei oh! Ani pi pu ngei matienga, Abraham na Haran ram ma thinga ringa am lei ah Mesopotamiya ah Chungthieng na mahung majai tolla ri pi ae. 
ACT.7.3	Hita makolla ril, ‘na-u-nanao akha chu naram houphurra kari pi rang ramma thingo.’ 
ACT.7.4	Chunapa chu amo na maram haouphurra Haran ramma am thingso. Abraham mapa thit su takka atun na am na ram ma Chungthieng na hlonga am pi so. 
ACT.7.5	Chungthieng na chu Abraham ta lam ha alei ram te phao ma taranga ta pe no songe chutichun, Chungthieng na matarang akha chu matu mate ngeita range ta saro ei ah shi ae Chungthieng na masaro ei lei apha sunga Abraham chu asanao am no sange. 
ACT.7.6	Nahi ae Chungthieng na makolla ril rou ha: Natu nate ngei hi mee ram ma kum rihaly mee suuk meekor changa ehakta aol pha ange. 
ACT.7.7	Chuti weta mani ta suukka nei malmashi ngei chunga kei na routreem mange hana nutienga naram sunga hai thou wa shukka phao weta na ram hina mani na keita mokkange. 
ACT.7.8	Hana Chungthieng na Abraham ta asar tan ranga roungir rang rou pe ae chuna Abraham na Isaac don su hapta akha waitakka asartan ae; Isaac na kom masanao Jacob ta asartan ae, akha chu Jacob na kom ani pi thou puthou phao asanao asom anita asar tan ae.
ACT.7.9	“Jacob sanaou ngei na mani nao Josep ta anarra Egypt ram makor changa jurra hou chuti weta Chungthieng na chu amo hita am ha ae. 
ACT.7.10	Hana maol manat lim chung hai thou wa amota hrabakta sanpi ae Egypt rengpa maikunga Josep shuk juija Chungthieng na lungsin lungwar akha chu lungshit rang mel ri pi ah Rengpa na Josep ta rengpa inn sung changpi ah ram sung hana Governor changpi ae. 
ACT.7.11	Hana lei apha ah Egypt akha chu Kanaan ram sunga butang aol akha shukka ani pi pu ngei na bu hai ah aol pha ae. 
ACT.7.12	Egypt ram ma sang am meh ta Jacob na thei ah, ani puthou masaunao ngei ta ahal pa changa hla so ae. 
ACT.7.13	Hanna woini suna pa ah Josep na ma-u-manao ngei ta mamel dangpi ah Egypt rengpa na kom Josep inn sungei hi dang so ae. 
ACT.7.14	Chunapa chu Josep na mapa Jacob kolla rourilla hla rou chu, Egypt ram ma inn sunga am somsary ranga meelim ha phao oh. 
ACT.7.15	Hana Jacob na Egypt ramma thinga amunt hana asanao akha chu amo kom thi ae. 
ACT.7.16	Shekim ramma Hamar sanao pa kolla Abraham na hlankung taranga sum ahre ah lei na ram ma mani tak chu choi ja lea weta ui ae.
ACT.7.17	“Chungthieng na Abraham kolla saro ei tung ang apha nei ah wakjuija chu Egypt ramma ani mee na tamtek tekta hangso. 
ACT.7.18	Atreem na ah chu Josep maram ma shupdang, dang no spa akha na Egypt ramma Rengpa changa. 
ACT.7.19	Amo na ani pi pu ngei ta wutta rella nao thar don unga lim ha thi ung shu oh ta inn hai thou wa shi pi no ae. 
ACT.7.20	Hina lei apha sunga ehekta ahra unga Moses don so hla thum sunga chu amo hi mapa am na ah jokka shi ae. 
ACT.7.21	Hana inn sunga hai thou wa hou thing juija Rengpa sanaonu na asanao hekta amota jokka lokka hangso. 
ACT.7.22	Amo hi Egypt ngei athei asing lim chupi takpi ah anutienga chu ehekta trong thei akha chu tullu lu thei mee changso ae.
ACT.7.23	“Moses na kum somly mapha juija alo sharukka mamee Israel sanao ngei ta hija ol pi shi meh ta jong thou ranga lungir so. 
ACT.7.24	Egypt sanao akha na mani Israel sanao akha ta aol pekka am mari juija amona thing weta matarang sarukka thatta lamant dingso. 
ACT.7.25	(Mahal malung chu Chungthieng na amo ta shiji na weta mamee ngei hi ta rui ah shuk pi ange ti hi bahap ta range ti weta mani na chu baha tano wa am so.) 
ACT.7.26	Hana mathangpa rungnie ah mani Israel sanao mashel sulhlakka am mari juija amona manui ni makta adai lakranga ril. ‘Ngei oh, nanui ani mak ha Israel sanao rukkae; alo sarukka hita sulhlakka am ma chau?’ 
ACT.7.27	Chuti weta sulhlakka am ani sunga akha na Moses ta illa hla weta rilla sai, ‘Atu na kani hita nangna routreem ae oh ta rilla meh?’ 
ACT.7.28	‘Ajan na Egypt sanao ta nathat hek ta keita kom that tang ae ah cha meh?’ 
ACT.7.29	Moses na rou hi thei juija Egypt ram hai thou wa tan na Midian ram ma thing weta hana asanaopa ani don na ringe.
ACT.7.30	“Kum somly waitakka Sinai mullon ningkol ramruk sarmei kanga am apunt bil akha hana wanrui na Moses ta ri pi. 
ACT.7.31	Kanga am apunt bil ha Moses na rijuija angak shukka alo wa mo hella bahap ta ranga nei ah mawakjuija Arengpu sanrol akha amo na theipi so. 
ACT.7.32	‘Napa napu ngei Chungthieng ha kei inge, Abraham hina Chungthieng, akha chu Isaac lea Jacob.’ Moses na ati hai sulla an nea ni jo weh. 
ACT.7.33	Arengpu na makolla rillea, nahonghup ha lah hou oh, nangir na amunt ha athieng amunt ae. 
ACT.7.34	Egypt ramma kamee ngei na ehekta olla am ri singe mani tap tara kom thei inge chuna mani ha rui ah shuk ranga jung singe Hana wa oh; keina nangta Egypt ramma hla ange.’
ACT.7.35	“Moses chu mamee Israel sanao ngei na annum no akha ae mani sai na chu, ‘Nangta kanita routreem ae aranga atu na happa shi meh?’ Amo chu Chungthieng na mamee ngeita sum ranga hla mee ae apunt sunga kanga am sarmei karra mari wanrui hana jarra. 
ACT.7.36	Amo ae Egypt hai thou mamee ngei ta lamkai ah shukka hana ramrukka kum somly angakpi aloupi eja akha chu Egypt ramma Red Sea ripinapa ae. 
ACT.7.37	Chungthieng na rouphupa thiempu hla ange keita mahla hekta hana amo ha chu nangei mee mak kange ta Israel sanao ngei ta rilphur ha Moses ae. 
ACT.7.38	Amo ha chu ramrukka Israel sanao ngei hitta rachun na am ha ange; hana amo chu ani pi pu ngei hita akha chu wanrui na Sinai mullon na Chungthieng na aringrouril pha ah anita rui ah lal pi ange.
ACT.7.39	“Chuti weta ani pi pu ngei na maril matrong jui no ae; Mani na amo ta lamhou wa illa houveta mani na Egypt ramtienga lea num meh. 
ACT.7.40	Chunapa chu manina Aron kolla ril kanita lamkai ranga hlawang akha sempi oh, Atun kani ta Egypt ram hai thou wa rui ah shuk spa Moses ha alo ti someh ti dang ni jo weh.’ 
ACT.7.41	Hana apha ah mani na shil hekti hlawang akha sha weta rithoi tamthoi weta manina shak nang hata ajak ati utta bakha inn ha ah reen ae. 
ACT.7.42	Chunapa chu Chungthieng na mani hai thou wa mai hai lea ah thiempu abai sunga jiekka shi sha hekta thangwan arshi ta mokrang pe so ae:
ACT.7.42	‘Israel mee ngei oh! kum somly ramrukka
ACT.7.42	asha that weta nangei
ACT.7.42	katta am ha kei ta no ae.
ACT.7.43	Molek dambur ah hlawang hana thou nangei
ACT.7.43	choija phao arshi hlawang Rephan hina ahla;
ACT.7.43	mani ha chu nangei kuttakka amok
ACT.7.43	ranga shakkae chuna sarukka keina
ACT.7.43	nangei ta Babylon ram ma ah phaija ta pi ange.’
ACT.7.44	“Ani pi pu ngei dambur ra Chungthieng ha ramrukka mani hitta amtol ae naha chu Moses na mari nu juija Chungthieng na makolla sha oh ta ril ha ae. 
ACT.7.45	Ani pi pu ngei maikung Chungthieng na julla hla jat ngei ram ma unga phao wa mani pha dambur inn ha chu Joshuah hitta ronna lutta David apha phao am phur ae. 
