MAT.1.1	E̱i̱ tjít'a ntje̱he̱ Jesucristo̱. Ntje̱he̱ David nibaha̱ ra̱ ko̱ ntje̱he̱ Abraham nibaha̱ ra̱.
ACT.15.30	A̱s'a̱i i̱ncha ngji já xi kis'et'a xóo̱ ko̱ i̱ncha tsichu nanki Antiokia̱. Yo̱ kinchja̱ ñjakúhu̱ ngayjee̱ xu̱ta̱ ni̱nku̱ ko̱ kits'ínkjas'ehe̱n xu̱ju̱n. 
ACT.15.31	Nk'ie nga kits'ínyaha̱ xu̱ju̱n xu̱ta̱ ni̱nku̱, tsjo i̱ncha kamaha̱ a̱t'aha̱ kichjuxíhi̱n ni xi títs'ín ntji̱hi̱. 
ACT.15.32	Juda̱ ko̱ Sila̱ xi ta̱ já profeta̱ tse kinchja̱ni̱jmíko̱ xu̱ta̱ ni̱nku̱. B'a̱ ts'ín kisakú nga'yúhu̱n ra̱ já nts'eé ko̱ ndjá tsinchajin ni xi kis'ejihi̱n.
ACT.15.33	Já xi i̱ncha tsichu nanki Antiokia̱ ts'andaya jaha̱ yo̱, a̱s'a̱i i̱ncha kik'óya ngáha nanki Jerusalen. Nda ts'ín i̱ncha kits'ínkjihi̱ já nts'eé. 
ACT.15.34	Tu̱nga y'ejñahá Sila̱ yo̱. 
ACT.15.35	Pablo̱ ko̱ Bernabe ta̱ y'entu Antiokia̱ nga tsakúya éhe̱n Nti̱a̱ná ko̱ y'éni̱jmí én nda tsuhu̱ Jesucristo̱. Nkjin já nts'eé xi b'a̱ ta̱ i̱ncha kits'ín.
ACT.15.36	J'a ni̱stjiu̱n, a̱s'a̱i Pablo̱ b'i̱ kitsúhu̱ Bernabe:
ACT.15.36	—Tankíhi̱ntsubek'áán já nts'eé xi tjíntu má nga y'eni̱jmíaá én nda tsuhu̱ Nda̱ Nti̱a̱ná tu̱ xi cha̱haná nkú ts'ín tjíntu.
ACT.15.37	Mjehe̱ Bernabe nga ngju̱a̱i̱ko̱ Jua xi ta̱ 'mi ya Marco̱. 
ACT.15.38	Tu̱nga b'a̱há kitsú Pablo̱ nga najmi nda tjín tsa ngju̱a̱i̱ko̱ nda̱ xi kits'ín nga maha̱ a̱nte Panfili̱a̱, nda̱ xi najmi kits'ínndju̱úko̱ho̱ xáha̱ nga tjuhun. 
ACT.15.39	Kits'ín ngabihi̱ xinkjín, a̱t'aha̱ kits'ínstiko̱. Kui nga Bernabe ngjiko̱ho Marco̱ xjo̱ Chipre̱. Ni̱yá ntá i̱ncha kits'ín. 
ACT.15.40	Máha Pablo̱, Sila̱ ngjiko̱. I̱ncha tsitju nk'ie nga já nts'eé kits'ínkjas'ehe̱n a̱ya ntsja Nti̱a̱ná. 
ACT.15.41	A̱s'a̱i i̱ncha j'a a̱nte Siri̱a̱ ko̱ a̱nte Cilici̱a̱. Kitsjáha̱ nga'yúhu̱n xu̱ta̱ ni̱nku̱ xi tjín yo̱.
ACT.16.1	A̱s'a̱i tsichu Pablo̱ nanki Derbe̱ ko̱ nanki Listra̱. Yo̱ kisakúhu̱ nku nda̱ xi tje̱nnki Jesucristo̱ xi 'mi Timoteo̱. Na̱aha̱ Timoteo̱ ntje̱ judio̱ tje̱he̱n ra̱ ko̱ s'ejihi̱n Nti̱a̱ná, tu̱nga nda̱ griego̱hó na̱'mihi̱. 
ACT.16.2	Já nts'eé xi tjíntu Listra̱ ko̱ Iconi̱o̱ nda ts'ín i̱ncha kinchja̱ni̱jmíyaha Timoteo̱. 
ACT.16.3	A̱s'a̱i b'a̱ kitsú Pablo̱ nga Timoteo̱ tsjénko̱ho̱ ko̱ kits'íhi̱n ni circuncision, tu̱ xi najmi ch'on ka̱maha̱ ra̱ xu̱ta̱ judio̱ xi tjíntu a̱nte xu'bo̱. A̱t'aha̱ ngayjee̱ xu̱ta̱ be nga ntje̱ griego̱ tje̱he̱n ra̱ na̱'mihi̱ Timoteo̱.
ACT.16.4	Xki̱ a̱nte má nga j'a kitsúyaha̱ xu̱ta̱ ni̱nku̱ ni xi y'énda já postru̱ ko̱ jácháha̱ ni̱nku̱ Jerusalen, tu̱ xi ts'i̱íntjusuhun. 
ACT.16.5	Kui b'a̱ maha, xu̱ta̱ ni̱nku̱ 'yún kama 'yún tak'uhun Nti̱a̱ná ko̱ xki̱ ni̱stjin 'yún i̱ncha kama nkjin.
ACT.16.6	J'a ni̱yá Pablo̱ ko̱ já xi tje̱nko̱ nanki xi tjíntujín a̱nte Frigi̱a̱ ko̱ a̱nte Galaci̱a̱, a̱t'aha̱ Espiri̱tu̱ Santo̱ najmi kitsjántehe̱ nga k'u̱éni̱jmí éhe̱n Nti̱a̱ná nanki xi tjín a̱nte Asi̱a̱. 
ACT.16.7	Nk'ie nga tsichu tiña nanki Misi̱a̱, mjehe̱ jóo̱ kju̱a̱s'en a̱nte Bitini̱a̱, tu̱nga najmi kitsjántehé ra̱ Espiri̱tu̱hu̱ Jesu. 
ACT.16.8	Kui nga tu̱ j'a ni̱yáhá ni nanki Misi̱a̱ nga i̱ncha ngji nanki Troa̱.
ACT.16.9	Nk'ie nga jyuu̱n xi nkúhu tsa nchi̱ni kik'a̱i̱hi̱ Pablo̱ nga kama chjihi̱ nku nda̱ xi nibáha Macedoni̱a̱ xi kabasinjña ndju. “Nibáí a̱nte Macedoni̱a̱ ko̱ ti̱si̱nko̱ni̱”, kitsúhu̱. 
ACT.16.10	Nk'ie nga kama chjihi̱ Pablo̱ niu̱, tje̱n'yún y'enda níi̱ yjoni̱ tu̱ xi kuankíhi̱nni̱ a̱nte Macedoni̱a̱. A̱t'aha̱ b'a̱ tsixíi̱n nga Nti̱a̱ná tínchja̱ni̱ tu̱ xi k'úéni̱jmíhi̱ ri̱ én nda tsuhu̱ Jesucristo̱ xu̱ta̱ xi tjín yo̱.
ACT.16.11	Tsitjui̱ nanki Troa̱ ko̱ nkuhú nga tsankihi̱nni̱ xjo̱ xi 'mi Samotraci̱a̱. Ni̱stjin xi ma ndyjuu̱n tsichii̱ nanki Neapo̱li̱. 
ACT.16.12	Yo̱ tsitjuhu̱ni̱ nga tsankii̱n Filipo̱. Nanki k'aku̱hu̱ a̱nte Macedoni̱a̱ niu̱, má nga tjíntu nkjin xu̱ta̱ Roma̱. Chuba ni̱stjin kamani̱ yo̱.
ACT.16.13	Nku xua̱tu̱ tsitjui̱ a̱jin na̱nti̱o̱ ko̱ tsankii̱n tiña má f'a ntáje̱ nga tsankinnchisjái̱ a̱nte má ma ñjakú xu̱ta̱ nga nchja̱ko̱ Nti̱a̱ná. Tintsu̱ba̱i̱ yo̱ nga tsixínyai̱hi̱ éhe̱n Nti̱a̱ná jminchjín xi kama ñjakú. 
ACT.16.14	A̱s'a̱i nku ta̱chju̱ún xi benkjún Nti̱a̱ná xi 'mi Lidi̱a̱, xi nanki Tiatira̱ nibáha ko̱ najyun kuan batéña, nk'ie nga tíbasínñju, Nti̱a̱ná kits'ínko̱ ani̱ma̱ha̱ tu̱ xi 'yún nda ts'ín ts'i̱ínsihi̱n ra̱ ni xi tínchja̱ Pablo̱. 
ACT.16.15	Kisatentá ta̱chjúu̱n ko̱ xu̱ta̱ xi tjíntu ni'yaha̱. A̱s'a̱i b'i̱ kitsúni̱:
ACT.16.15	—Tsa b'a̱ tíbixíún nga s'ejin kju̱axi̱na Nti̱a̱ná, nibá n'e̱kj'áíyo ni'yana̱.
ACT.16.15	Kits'ín kju̱a̱'yúhu̱nni̱ nga ku̱i̱ntsu̱ba̱i̱ ni'yaha̱.
ACT.16.16	Ni xi kama nk'ie nga tíbankíi̱n a̱nte má ma ñjakú xu̱ta̱ nga nchja̱ko̱ Nti̱a̱ná, kisatéjii̱n nku ta̱kjín musu̱ xi tíjñajihi̱n ntjo̱ xi maha̱ basejin ni xi 'ma tíjña. Ts'ín ngana̱ ṉkjún to̱on já nti̱a̱ha̱ nga b'éjña chji ni xi basejin. 
ACT.16.17	B'i̱ kitsúni̱ nk'ie nga kitsjennkíni̱ ko̱ kikjintáya tje̱nnkini̱:
ACT.16.17	—Kui jmii̱ xi ts'ínxát'aha̱ Nti̱a̱ná xi tíjña nk'a ján. Tíbakú ni̱yánu̱u xi nkú ts'ín k'u̱a̱nkihinu.
ACT.16.18	Nkjin ni̱stjin tu̱ nku b'a̱há kits'ín. Tu̱ chahán kama stihi̱ Pablo̱, kits'ínk'ótjiya ko̱ b'a̱ kitsúhu̱ nda̱ninda xi tíjñajihi̱n ta̱kjíu̱n:
ACT.16.18	—Ngajoho̱ Jesucristo̱ b'a̱ tíxihin nga ti̱tjujihi̱n ta̱kjíu̱n.
ACT.16.18	Ta̱ kuihi chu̱bo̱ tsitjujíhi̱n ta̱kjíu̱n nda̱nindoo̱. 
ACT.16.19	Nk'ie nga kikie já nti̱a̱ha̱ ta̱kjíu̱n nga najmi ta̱ ka̱ma ts'i̱ín ngana̱ha to̱on, jakj'ánijé Pablo̱ ko̱ Sila̱. Ngjiko̱ kju̱a̱'yún a̱jin na̱nti̱o̱. Nginku̱n já tjíxóo̱ i̱ncha ngjiko̱. 
ACT.16.20	Nk'ie nga i̱ncha tsichuko̱ jóo̱ nginku̱n já jue, b'i̱ i̱ncha kitsú:
ACT.16.20	—Já xi ntje̱ judio̱ tje̱he̱n ra̱ jái̱. Xu̱ta̱ná tíi̱ncha ts'ínndyjajihi̱n. 
ACT.16.21	Ni xi najmi ma ñá n'ekjáíhi̱ín ko̱ ta̱ ndaha najmi ma n'eé tíi̱ncha bakúya, a̱t'aha̱ já Roma̱há ñá.
ACT.16.22	A̱s'a̱i ko̱ xu̱ta̱ nkjiu̱n ngji kontra̱ha̱ Pablo̱ ko̱ Sila̱. B'a̱ i̱ncha kitsú já jue nga n'e̱sje najyun ndjuhu̱ jóo̱ ko̱ nga yá s'e̱he̱ ra̱. 
ACT.16.23	A̱skahan nga ja kingjáha̱ nkjin ni̱yá, kits'ínkjas'en nu̱ba̱yóo̱ ko̱ b'a̱ kitsúhu̱ nda̱ xi basehe̱ nu̱ba̱yóo̱ nga 'yún kúnnta jóo̱. 
ACT.16.24	Nk'ie nga b'a̱ kik'ihi̱n ndo̱, ngjiko̱ jóo̱. Kits'ínkjas'en má nga 'yún ndjáha̱ nu̱ba̱yóo̱ ko̱ y'ékj'á'yún tsjantsjan sjai jóo̱.
ACT.16.25	Tu̱nga nkú ra̱ ma nga masen ni̱stje̱n, Pablo̱ ko̱ Sila̱ tíi̱ncha nchja̱ko̱ Nti̱a̱ná ko̱ tíi̱ncha sehe̱ Nti̱a̱ná. Já nu̱ba̱yá xingisoo̱ tíi̱ncha basínñju nga b'a̱ tíi̱ncha ts'ín. 
ACT.16.26	Tu̱ nkuhú chón xi tu̱ xí 'yúhún kama. Xí y'étsujneyáha santaha má tjíyanji nu̱ba̱yóo̱. Tje̱n'yún tsix'ahá ngayjee̱ a̱nkju̱a̱ nu̱ba̱yóo̱ ko̱ tsixuntu ngayjee̱ n'úki̱cha̱ xi tjíntukj'áha̱ já nu̱ba̱yóo̱.
ACT.16.27	Nk'ie nga j'áha̱ nda̱ xi basehe̱ nu̱ba̱yóo̱ ko̱ kikie nga tje̱n ti̱xa̱ a̱nkju̱a̱ nu̱ba̱yóo̱, a̱s'a̱i ts'asje ki̱cha̱ha̱ xi má nga mjehe̱ ts'i̱ínk'ien yjoho̱. A̱t'aha̱ b'a̱ kitsú nga kits'ínnkjink'un nk'ie nga ja kabitju já nu̱ba̱yóo̱. 
ACT.16.28	Tu̱nga b'i̱hí kitsú Pablo̱ nga kikjintáya:
ACT.16.28	—Najmi tu̱ n'e'uihi̱n yjohi̱. Tintsu̱ba̱ tente níi̱ e̱i̱.
ACT.16.29	A̱s'a̱i tsanki nd'í ndo̱ ko̱ ki̱tsa̱ jas'en a̱yoo̱. I̱xí tíb'atsé nkjúhún nga tsasinkúnch'int'aha̱ Pablo̱ ko̱ Sila̱. 
ACT.16.30	Kik'onsje ko̱ b'i̱ kitsúhu̱:
ACT.16.30	—Jun já nti̱a̱, ¿mí ni xi tjíhin nga ts'ian tu̱ xi k'u̱a̱nkihina?
ACT.16.31	B'i̱ i̱ncha kitsú jóo̱:
ACT.16.31	—N'e̱ s'ejin Nda̱ Nti̱a̱ná Jesucristo̱. B'a̱ ts'ín k'u̱a̱nkihini ji ko̱ xu̱ta̱ xi tjíntu ni'yahi̱.
ACT.16.32	Y'éni̱jmíhi̱ éhe̱n Nti̱a̱ná ndo̱ ko̱ ngayjee̱ xu̱ta̱ xi tjíntu ni'yaha̱. 
ACT.16.33	Ta̱ kuihi chu̱bo̱ nga jyuu̱n tsanéjnu ndo̱ má uhu̱n Pablo̱ ko̱ Sila̱. Ko̱ kisaténtá ndo̱ ko̱ ngayjee̱ xu̱ta̱ xi tjíntu ni'yaha̱. 
ACT.16.34	Ngjiko̱ ni'yaha̱ ko̱ kits'ínkjen ko̱ tsjo kik'ientuhu̱ ngayjee̱ nga kis'ejihi̱n Nti̱a̱ná.
ACT.16.35	Nk'ie nga ja kama see̱n, kits'ínkji já jue já xi b'a̱ ku̱i̱tsu̱hu̱ nda̱ xi basehe̱ nu̱ba̱yóo̱ nga ts'i̱ín nda̱íhi̱ Pablo̱ ko̱ Sila̱. 
ACT.16.36	Kitsúyaha̱ ndo̱ Pablo̱ én xi j'aik'íhi̱n nga b'i̱ kitsúhu̱:
ACT.16.36	—Ja kuats'ín nibá én já jue nga k'uasjé'anu̱u. Kui nga ti̱tjusje̱henu nd'a̱i̱ ko̱ kas'enu̱u kju̱a̱jyu nga n'o̱o ni̱yá.
ACT.16.37	Tu̱nga b'a̱há kitsú Pablo̱ nga kinchja̱ko̱ já xi kits'ín nibá já jue:
ACT.16.37	—Ta̱ Roma̱ ní tje̱he̱nni̱. ¿Nkú ts'ín nga kis'ehe̱ni̱ nginku̱n xu̱ta̱ nga ndaha najmi títjun kin'eko̱kju̱a̱ni̱, a̱s'a̱i kin'ekjas'enni̱ nu̱ba̱yá? ¿Á nd'a̱i̱ mjehe̱ ra̱ k'o̱nsje 'maha̱ni̱? ¡Najmi ka̱ma ni xi tíi̱ncha tsu! Kui ní kanibák'osjeni̱.
ACT.16.38	Kik'óya ngáha jóo̱ ko̱ j'ai tsúyaha̱ já jue ni xi kitsú Pablo̱. A̱s'a̱i i̱ncha kitsankjún já jue nk'ie nga i̱ncha kint'é nga já Roma̱ niu̱. 
ACT.16.39	Kui nga i̱ncha j'ainkihi̱ ra̱ kju̱a̱n'endyjat'a. Kik'onsje ko̱ tsankihi̱ nga i̱ncha ku̱i̱tjujin na̱nti̱o̱.
ACT.16.40	Nk'ie nga ja tsitju'a Pablo̱ ko̱ Sila̱ nu̱ba̱yóo̱, ngji ni'yaha̱ Lidi̱a̱. A̱skahan nga ja kamaha̱ nga kikie já nts'eé ko̱ kitsjáha̱ nga'yúhu̱n, i̱ncha ngji ngáha.
ACT.17.1	J'a Pablo̱ ko̱ já xi tje̱nko̱ nanki Amfipo̱li̱ ko̱ nanki Apoloni̱a̱. A̱s'a̱i i̱ncha tsichu nanki Tesaloni̱ka̱ má tíjñaha̱ nku ni'ya sinagoga̱ xu̱ta̱ judio̱. 
ACT.17.2	Xi nkú ts'ín nkaha̱ Pablo̱ jas'en yo̱ jan xua̱tu̱ tjíhin nga kinchja̱ni̱jmíyako̱ho xu̱ta̱ ni xi tjít'a xu̱ju̱n éhe̱n Nti̱a̱ná. 
ACT.17.3	Kitsúyaha̱ xu̱ta̱ ko̱ y'éjña chjihi̱ nga tjíhin nga un sku̱e̱he̱ xi kits'ín nibá Nti̱a̱ná ko̱ nga kj'u̱a̱íya ngáha̱ ra̱ ngabayoo̱. B'i̱ kitsúhu̱ jóo̱:
ACT.17.3	—Jesu xi tíb'eni̱jmínu̱u nd'a̱i̱, kui xi kits'ín nibá Nti̱a̱ná ngajoho̱.
ACT.17.4	K'u̱a̱ xu̱ta̱ xi ntje̱ judio̱ tje̱he̱n ra̱ kis'ejihi̱n ko̱ i̱ncha kamako̱ Pablo̱ ko̱ Sila̱. Ko̱ b'a̱ ta̱ i̱ncha kits'ín nkjin ṉkjún xu̱ta̱ griego̱ xi benkjún Nti̱a̱ná ko̱ nkjin jminchjín xi benkjúhu̱n na̱xi̱nantóo̱.
ACT.17.5	A̱s'a̱i kama xintak'un xu̱ta̱ judio̱ xi najmi s'ejihi̱n. I̱ncha tsinchá'a k'u̱a̱ já ts'e ch'onk'un ko̱ kinchja̱ ñjaha̱ xu̱ta̱ nkjiu̱n. Xa̱áha̱n kits'ín xu̱ta̱. A̱s'a̱i i̱ncha j'ai kján ni'yaha̱ Jason nga tsangisjai Pablo̱ ko̱ Sila̱ tu̱ xi k'o̱nsjehe ko̱ ts'i̱ínkjas'ehe̱n ra̱ xu̱ta̱ nkjiu̱n. 
ACT.17.6	Nk'ie nga najmi kisakúhu̱ Pablo̱ ko̱ Sila̱, i̱ncha ngjiko̱ kju̱a̱'yún nginku̱n já tjíxóo̱ Jason ko̱ k'u̱a̱ já nts'eé xi tjíntu yo̱. B'i̱ i̱ncha kitsú nga i̱ncha kikjintáya:
ACT.17.6	—Já xi títs'ínndyja̱jihi̱n ngayjee̱ xu̱ta̱ a̱sunntee̱ ta̱ ko̱ e̱i̱ ja i̱ncha j'ai. 
ACT.17.7	Jason kits'ínkjáíhi̱n jóo̱ ni'yaha̱. Ngayjee̱ jóo̱ tífi kontra̱ha̱ kju̱a̱téxumaha̱ nda̱ títjun k'aku̱ Cesa̱r ko̱ b'a̱ tíi̱ncha tsu nga tíjña sa kj'a̱í nda̱ rei̱ xi 'mi Jesu.
ACT.17.8	Nk'ie nga kint'é én xu'bi̱ xu̱ta̱ nkjiu̱n ko̱ já tjíxóo̱, xa̱áha̱n i̱ncha kits'ín. 
ACT.17.9	A̱skahan nk'ie nga y'échjíntjai yjoho̱ Jason ko̱ já xingisoo̱, kin'e nda̱í ngáha̱ ra̱.
ACT.17.10	A̱s'a̱i já nts'eé tje̱n'yún kits'ínkjihí Pablo̱ ko̱ Sila̱ nga jyuu̱n nanki Berea̱. Nk'ie nga tsichu yo̱, jas'en ni'ya sinagoga̱ha̱ xu̱ta̱ judio̱. 
ACT.17.11	Xu̱ta̱ judio̱ xu'bi̱ 'yún nda sa ani̱ma̱ha̱ nga xi tjín nanki Tesaloni̱ka̱ ko̱ tsjo ts'ín kits'ínkjáíhi̱n én xi kinchja̱ Pablo̱. Xki̱ ni̱stjin i̱ncha kits'ínya xu̱ju̱n éhe̱n Nti̱a̱ná tu̱ xi i̱ncha sku̱e̱he tsa kju̱axi̱ ni xi tís'eni̱jmíhi̱. 
ACT.17.12	Kui b'a̱ maha, nkjin xu̱ta̱ xi ntje̱ judio̱ tje̱he̱n ra̱ xi kis'ejihi̱n én xi y'a Pablo̱. A̱jihi̱n xu̱ta̱ xi nchja̱ griego̱ ta̱ kis'ejihi̱n nkjin jminchjín xi benkjúhu̱n xu̱ta̱ ko̱ nkjin já.
ACT.17.13	Tu̱nga nk'iehé nga kint'é xu̱ta̱ judio̱ xi tjín nanki Tesaloni̱ka̱ nga nanki Berea̱ ta̱ tíb'éni̱jmí Pablo̱ éhe̱n Nti̱a̱ná, i̱ncha j'ai yo̱ ko̱ ta̱ tsinchákjaha̱n xu̱ta̱. 
ACT.17.14	A̱s'a̱i ki̱tsa̱ kits'ínkjihi̱ já nts'eé Pablo̱ a̱ndai ntáchak'uu̱n. Tu̱nga y'entuhú sa Berea̱ Sila̱ ko̱ Timoteo̱. 
ACT.17.15	Já xi tsasín ni̱yáha̱ Pablo̱ ngjiko̱ho̱ santaha nanki Atena̱. A̱s'a̱i kik'óya ngáha nga ja kits'ínkjáíhi̱n én xi kits'ínk'at'aha̱ Pablo̱, xi ku̱i̱tsu̱yaha̱ Sila̱ ko̱ Timoteo̱ nga tjíhin nga ki̱tsa̱ ngju̱a̱i̱ tje̱nnkihi̱.
ACT.17.16	Nk'ie nga tíkuyá Pablo̱ nanki Atena̱ nga ku̱i̱chú Sila̱ ko̱ Timoteo̱, kama stihi̱ nga kikie nga tjín ṉkjún nti̱a̱ xi ts'ínnda xu̱ta̱ yo̱. 
ACT.17.17	Kui b'a̱ maha, a̱ya ni'ya sinagoga̱ kinchja̱ni̱jmíko̱ho xu̱ta̱ judio̱ ko̱ xi najmi judio̱ xi benkjún Nti̱a̱ná, ko̱ xki̱ ni̱stjin kinchja̱ni̱jmíko̱ xi kisatekjá ni̱yátée̱. 
ACT.17.18	A̱s'a̱i kinchja̱ko̱ Pablo̱ k'u̱a̱ já nkjink'un xi 'mi já epicure̱o̱ ko̱ k'u̱a̱ xi 'mi já estoi̱co̱. K'u̱a̱ b'i̱ i̱ncha kitsú:
ACT.17.18	—¿Nkú títsu nda̱i̱ nk'ie nga b'a̱ nkjún ts'ín tínchja̱?
ACT.17.18	Kj'a̱í ngá b'i̱ i̱ncha kitsú:
ACT.17.18	—Kj'a̱í ra̱ nti̱a̱ha tíb'éjña chji.
ACT.17.18	B'a̱ i̱ncha kitsú jóo̱ a̱t'aha̱ én nda tsuhu̱ Jesu ko̱ nga kj'u̱a̱íya ngáha̱ ra̱ xu̱ta̱ ngabayoo̱ y'éni̱jmí Pablo̱. 
ACT.17.19	A̱s'a̱i i̱ncha ngjiko̱ho̱ jóo̱ a̱nte xi 'mi Areopa̱go̱ ko̱ b'i̱ kitsúhu̱:
ACT.17.19	—¿A ka̱ma ko̱ ji̱n cha̱i̱ mí ni tse̱tse̱he xi tíb'eni̱jmí? 
ACT.17.20	A̱t'aha̱ tíchubai ni xi najmi kje̱e nu'yái̱. Kui nga mjehe̱ni̱ cha̱ha̱ni̱ nkú tsuhu̱ ra̱ niu̱.
ACT.17.21	B'a̱ i̱ncha kitsú a̱t'aha̱ ngayjee̱ xu̱ta̱ nanki Atena̱ ko̱ xu̱ta̱ xi xin nankihi̱ xi tjíntu yo̱ i̱ncha tsjoho̱ nga ku̱i̱nchja̱ni̱jmíyaha ko̱ a ra̱ ku̱a̱sínñjuhu̱ nku kju̱a̱nkjink'un tse̱tse̱. 
ACT.17.22	A̱s'a̱i tsasinjña ndju Pablo̱ kamasehe̱n já xi kama ñjakú Areopa̱go̱ ko̱ b'i̱ kitsúhu̱:
ACT.17.22	—Jun já Atena̱, mankjinna nga jun xi 'yún yankjún nti̱a̱ xi tjín a̱sunntee̱. 
ACT.17.23	A̱t'aha̱ nk'ie nga tsú'ba̱ a̱jin nankinu̱u, kikie nga nkjin maha nti̱a̱ xi yankjún. Ko̱ ta̱ kikie nku na̱chan chje̱ má nga b'i̱ ts'ín tjít'a: “Nti̱a̱ xi najmi yaha̱.” Kui b'a̱ maha, Nti̱a̱ xi yankjún nga najmi yo, kui xi tíb'eni̱jmínu̱u.
ACT.17.24	’Nti̱a̱ xi kits'ínnda a̱sunntee̱ ko̱ ngayjee̱ ni xi tjíhi̱n, xi batéxumaha̱ nk'a ján ko̱ t'anankiu̱, najmi ni̱nku̱ xi xu̱ta̱ ts'ínnda b'ejñaya. 
ACT.17.25	Najmi machjéhe̱n tsa xu̱ta̱ ku̱a̱si̱nko̱ho̱. Najmi chumi nihi xi machjéhe̱n. A̱t'aha̱ kui xi tsjáná ni̱stjin ko̱ tsjáná ntjo̱ ko̱ ngayjee̱ ni xi tjínná. 
ACT.17.26	Kui xi nkuhú ntje̱ kits'ínndaha ngayjee̱ xu̱ta̱ xi tjín nga ngúsuhu̱n a̱sunntee̱. Y'éjña nga nkjé ko̱ má nga k'úéntu nga nkúnkú.
ACT.17.27	’B'a̱ kits'ín tu̱ xi ngayjee̱ xu̱ta̱ ku̱a̱ngisjaihi Nti̱a̱ná, tsa tu̱ ahá ni sa̱kúhu̱ nga ku̱a̱ngisjai. B'a̱ tjín kjáíhin nga najmi kjin tíjñaná Nti̱a̱ná nga nkúnkáá. 
ACT.17.28	A̱t'aha̱ Nti̱a̱ná tintsu̱ba̱ tík'uhunná, tinimaá ko̱ tjínná ni̱stjin, xi nkú nga ta̱ kitsú k'u̱a̱ já nkjink'un xi tjín a̱jinnu̱u: “Ntíhi̱ ní Nti̱a̱ná ñá.”
ACT.17.29	’Kui b'a̱ maha, tsa ntíhi̱ Nti̱a̱ná ñá, najmi tjíhin nga n'e̱nkjíntak'aán tsa b'a̱ tjín Nti̱a̱ná xi nkú joyaha sénni̱stjin xi kamandako̱ho to̱onsine ko̱ tsa to̱ontaba ko̱ tsa ndji̱o̱. Kui niu̱ xi ts'ínnda xu̱ta̱. Xi nkú ts'ín maha̱ ko̱ xi nkú ts'ín ts'ínnkjink'un, b'a̱ i̱ncha ts'ínk'íé.
ACT.17.30	’Nti̱a̱ná najmi kits'ín kuenta̱ ni xi kits'ín xu̱ta̱ ni̱stjin nk'ie, a̱t'aha̱ najmi kje̱e behe̱ xu̱ta̱. Tu̱nga nd'a̱i̱ tu̱ má xi tje̱hén ni nga tjíntu xu̱ta̱ Nti̱a̱ná b'a̱ títsuhu̱ nga ngju̱a̱i̱kj'áha̱ ra̱ ani̱ma̱ha̱ ngayjee̱. 
ACT.17.31	A̱t'aha̱ Nti̱a̱ná ja tíjñaha̱ ni̱stjin nga na̱xu̱ ku̱a̱se̱he̱ ni xi nda ko̱ ni xi najmi nda kits'ín xu̱ta̱. Nda̱ xi Nti̱a̱ná kitsjá xáha̱ nga b'a̱ ts'i̱ín, kui xi b'a̱ ts'i̱ín. Kits'ínkj'áíya ngáha̱ ra̱ ngabayoo̱ nda̱ xu'bo̱. B'a̱ ts'ín tsakúchjihi̱ ra̱ ngayjee̱ xu̱ta̱ nga kju̱axi̱ niu̱.
ACT.17.32	Nk'ie nga kint'é jóo̱ nga kj'u̱a̱íya ngáha̱ ra̱ xu̱ta̱ ngabayoo̱, tjín xi tsajnukiehe̱ Pablo̱. Tu̱nga k'u̱a̱há xi b'i̱ kitsú:
ACT.17.32	—Mjeni̱ ku̱i̱nú'yái̱ ni xu'bi̱ kj'a̱í ni̱stjin ngáha.
ACT.17.33	A̱s'a̱i tsitju yo̱ Pablo̱. 
ACT.17.34	Tu̱nga k'u̱a̱há xi kis'ejihi̱n ko̱ kamako̱ho̱. Kis'ejihi̱n nda̱ xi 'mi Dionisi̱o̱, xi ta̱ ma ñjakúko̱ jóo̱ a̱nte xi 'mi Areopa̱go̱, ko̱ nku ta̱chju̱ún xi 'mi Dama̱ri̱ ko̱ kj'a̱í sa.
ACT.18.1	A̱s'a̱i tsitju Pablo̱ Atena̱ ko̱ ngji nanki Corinto̱. 
ACT.18.2	Yo̱ kisakúhu̱ nku nda̱ judio̱ xi 'mi Akila̱ xi kitsinjín a̱nte Ponto̱, ko̱ Priscila̱ xi chju̱úhu̱n maha. Kui xi a̱s'a̱i i̱ncha nibahá a̱nte Itali̱a̱, a̱t'aha̱ Claudi̱o̱ xi nda̱ títjun k'aku̱ Roma̱ b'a̱ kitsú nga tjíhin nga ku̱i̱tju nanki Roma̱ ngayjee̱ xu̱ta̱ xi ntje̱ judio̱ tje̱he̱n ra̱. A̱s'a̱i Pablo̱ ngjisehe̱ jóo̱ 
ACT.18.3	ko̱ y'ejñajihi̱n. Kits'ínxáko̱ nga kits'ínnda ni'ya najyunte, a̱t'aha̱ ta̱ kuihi xá xi maha̱ jóo̱. 
ACT.18.4	Xki̱ xua̱tu̱ ngji nchja̱ko̱ Pablo̱ xu̱ta̱ ni'ya sinagoga̱. Y'éjña chjihi̱ xu̱ta̱ xi ntje̱ judio̱ tje̱he̱n ra̱ ko̱ xi a̱nte Greci̱a̱ y'aha̱ ra̱ nga kju̱axi̱ ni xi tínchja̱.
