GEN.1.1	Muga na maki lobo ni rata, a Vure i rata rike a hunu a malala. 
MAT.27.34	Na tahuna ri bele vonga ri habi vona a vain ni pulo turana maki vagole ni gale a “gal” ge ninu. Pali na tahuna i dame kilangana, i marikoi vona. 
MAT.27.35	Ri paditata loboa, muri ri varangi vona tara rihiva na satu, pali e rei a viri ge mulangi bara i bole a varakia vona. 
MAT.27.36	Muri ri made puru tabukoi vona, ri tagaria. 
MAT.27.37	 Ni here polomeli na gina a ngava ri padi virihia vona. A ngava iea i maea, “Ra bakovi iea, e Isu, a hariki ne huriki a Iuda.” 
MAT.27.38	A bakovi ru panaho ru rabalaki a viri, rua ranga ni paditata tabukoi ne Isu. I tavore na kanena tara, na maurina tara. 
MAT.27.39	E huriki ri laho polo ri mapakulu, ri harogi pilea, 
MAT.27.40	ri ta maea, “O taki ioe ta go pukea a roho na Vure, muri go hae rikea na parava i tolu. Ngane o korimule ioe ke! Ge ioe a Tuna Vure muholi, o puru valai na kai tavalavala!”
MAT.27.41	E huriki a prister dagi, a mari na vinara na lotu, a gare, ria ranga ri padi­kedea, 
MAT.27.42	ri ta maea, “I korimule e huriki ranga, pali i keri ni korimule ia! Ia a hariki ne Israel! Ge puru valai na kai tavalavala, bara si luhoi tora ia. 
MAT.27.43	I luhoi tora hateka a Vure. Pali ngane a Vure ge ngarua a bakovi iea, bara i korimulea, a vuhuna i ta maea, ‘Iau a Tuna Vure.’ ” 
MAT.27.44	Ra bakovi ala rua ni paditata turana, rua ranga, ru harogi pilea e Isu.
MAT.27.45	Ngane a uvo i kavitagua a malala, i vakatubu na kuru haro, i vano i lobo na kilala i tolu na malunga. 
MAT.27.46	I tabukoi na kilala i tolu ngane, e Isu i haloho dagi, i ta maea, “Eloi. Eloi, lama sabaktani?” A pelegona a ngava iea i maea, “Vure nau, Vure nau, i navai o lohopile iau?”
MAT.27.47	E huriki ri pesi tabukoi vonga ri longoa ri ta maea, “I galea e Elaisa.”
MAT.27.49	Pali e huriki ranga ri ta maea, “O dava. Si gi masia e Elaisa ge valai ge korimulea, o ge uka.”
MAT.27.50	E Isu i haloho tala dagi tabu. Muri a hanuna i pea, i mate.
MAT.27.52+MAT.27.53	A maka lovo ne huriki ri mate ri matuba. Muri, na tahuna e Isu i mahuri mule na matenga, e huriki a bakovi mala­mala ri mate pali, ngane ri mahu­ri mule, ri pagi­tala na lovo, ri dili na tanga na Vure, re Ierusalem, ri bele ne huriki.
MAT.27.54	Na tahuna a ubu turana e huriki ri tagaria e Isu ri hatakia a vuruke, ri matai a maka maki i bele, ri mangenge, i vakulu a tagane ria, ri ta maea, “Muholi hateka, ra bakovi iea a Tuna Vure!”
MAT.27.56	A ngatavine ranga ne ria, a rane tou ra nga: e Maria Magdala, e Maria e kinane Iakop rua e Iosep, e kinane tune Sebedi ala rua.
MAT.27.57	I rodo ngane a hini, i valai a bakovi na mahala o Arimatea, a rana e Iosep. Ia tara a murimuri ne Isu. 
MAT.27.58	I lakea ne Pilato i takia vona a podane Isu, ge bolea. Lakea e Pilato i longo maia, i taki e huriki a nugumaheto ri gi habia vona a podana. 
MAT.27.59	E Iosep i bolea a podane Isu i sivua na lavalava keakea karaba, 
MAT.27.60	lakea i bolea, i rua na babe i keli purua na kedo dagi ge ne vona. Muri i kulea a kedo dagi, i ru karia a matana, i vano ia. 
MAT.27.61	E Maria Magdala turana e Maria tara ru made vonga, ru matanonoa a babe.
MAT.27.62	Na parava muri, na Parava Nimalo, e huriki a prister dagi, e huriki a Pariseo ri vapopo turane Pilato, 
MAT.27.63	ri ta maea, “Bakovi dagi, ra bakovi na taminga iea, mi longoa na tahuna i tabana na ni mahuri, i ta maea, ‘Muri na parava i tolu bara mahuri mule na matenga.’ 
MAT.27.64	I mavonga, mi ngaru go vakuku ni gi tagari a babe ge vano ge harena na toluna parava. Mi mangenge, ma ge valai e huriki a murimuri vona, ri gi pana­hoa a podana. Muri bara ri taki e huriki ta i mahuri mule na nimate. Lakea ra ngava taminga karaba bara i hale hateka na ngava taminga muga.”
MAT.27.65	Lakea e Pilato i ta maea, “A ru na limane mua a tara na nugumaheto. Mu vano mu taki e huriki a tagari ri gi tagaria a babe, ge ramai a niluhoi ne mua.” 
MAT.27.66	Lakea ri vano ri tukaria a babe, ri ru a kilakila na kedo ni gi matakilaka vona, ni kule tala, o i uka. Muri ri taki e huriki a tagari ri gi tagaria a babe.
MAT.28.1	A Parava Nimalo i lobo. Na hate­langa pokopoko na mugana parava na vik, e Maria Magdala rua e Maria tara ru vano ru gu gosia a babe.
MAT.28.2	I pori vakaturutu a vuruke, a vuhuna a agelo ne Bakovi Dagi i puru valai na hunu, i kule vurokia a kedo dagi ni tukari a matana babe vona. Muri i made langa vona. 
MAT.28.3	A agelo i parahidi manga a vila. A varakia vona i kea manga a havu. 
MAT.28.4	 E huriki a tagari ri mangenge hateka, i vakulu a tagane ria, i vurea a matane ria, ri mate.
MAT.28.5	Pali a agelo i taki rua, i ta maea, “Naha ni mangenge. A lohoka marua, muru matakanea e Isu, ra ni paditata na kai tavalavala. 
MAT.28.6	I uka ma ia koea, a vuhuna i mahuri mule pali, i manga a hini i taki muga. Muru valai muru masia a murina i tabuli muga vona a podana. 
MAT.28.7	Muri muru vano malaviriri, muru vaka­longo e huriki a murimuri vona, muru ta maea, ‘E Isu i mahuri mule pali na nimate. I muga lakea o Galili. Mu vano, mu masia vonga.’ Ngane a vakalongo pali marua.”
MAT.28.8	Ra ngatavine nga ru mangenge, pali ru vivi hateka. Ru pea a babe, ru nunu hamule lakea ne huriki a murimuri, ru vaka­longo ria. 
MAT.28.9	Ru tabana ni nunu na dala, e Isu i luve vakaturutu ne rua, i ta maea, “Hate­langa.” Lakea ru valai vona, ru nugu­tata a vahana, ru kavu­rikea. 
MAT.28.10	Muri e Isu i taki rua, i ta maea, “Naha ni mangenge. Muru vano muru vakalongo e huriki a turagu ri gi lakea o Galili, ri gi matai iau vonga.”
MAT.28.11	Ru tabana ni lalaho lokovonga, lakea e huriki a tagari ranga ri lakea o Ierusalem, ri vakalongo e huriki a prister dagi vona a maki i bele. 
MAT.28.12	Lakea e huriki a prister dagi ri vapopo turana e huriki a gare, ri vata vona a maki ri gi ratea. Muri ri habi ne huriki a nugumaheto a moni dagi, 
MAT.28.13	ri ta maea, “Mu taki e huriki, mu ta maea, ‘E huriki a murimuri vona ri vali na rodo ri panahoa a podana na tahuna mi mahita.’ 
MAT.28.14	Ra ngava iea, ge longoa e Pilato, naha ni loho lege. Bara mi vano, mi vakalongo kamumua, bara mu uka ngava.” 
MAT.28.15	Lakea e huriki a nuguma­heto ri bole a moni, ri muri mai a ngava ni taki ria vona. Ra ngava taminga iea, i nunu viliha lae ne huriki a Iuda, i valai i harena mona.
MAT.28.17	Na tahuna ri masia e Isu, ri kavurikea. Pali e huriki ranga ne ria ri loho rua. 
MAT.28.18	Muri e Isu i valai mai ria, i ta maea, “A Vure i habi nau a nitora lobo na hunu a malala. 
MAT.28.19+MAT.28.20	I mavonga mu vano, mu lakea na tanga lobo na malala. Mu vahilolo e huriki na rane Tata, ne Tuna, na Hanu Kiripiripi. Mu tovo ria ri gi ramai a ngava lobo a habi ne mua. I mavonga bara mu rata ria ge ria e huriki a murimuri nau. Mu longo. Iau ga made vakaroro turane mua, ge vano ge harena na nilobona malala.”
MRK.1.1	Iea a vuhuna a Velenga Kamumu ne Isu Kristo, a Tuna Vure.
MRK.1.2	“Mu longo! Iau ga rudua a vinuru nau ge muga vomu,
MRK.1.2	ge pelekadoa a dalamu.
MRK.1.3	‘Mu pelekadoa a dala ne Bakovi Dagi.
MRK.1.3	Mu pelekadoa a dala ge laho vona ge kiripiripi.’ ”
MRK.1.5	E huriki lobo na tabeke ne Iudea, e huriki lobo o Ierusalem, ri lakea ne Ioanes, ri taki tala a vilo hale ne ria. Lakea e Ioanes i vahilolo ria na naru e Iordan. 
MRK.1.6	A padirodo ne Ioanes ni rata na vuna kamel. I rea na palabele ni rata na kulina me. I kani a koa, a ame na robo. 
MRK.1.7	E Ioanes i vara maea, “A bakovi tara ge muri valai nau, i tuhaka hateka nau. Iau i uka ma a bakovi kamumu, ga pasike puru, ga puga vuroki a mota na vahapolo vona.
MRK.1.8	Iau a vahilolo mua na naru. Pali ia bara i vahilolo mua na Hanu Kiripiripi.”
MRK.1.9	Na parava tara, e Isu i malaga na tanga e Nasaret, na tabeke ne Galili, i lakea na naru e Iordan. Na tahuna i bele vonga, e Ioanes i vahiloloa. 
MRK.1.10	Na tahuna e Isu i taratavaga rike na naru, i mata rike. Malaviriri kunana i masia a hunu i mata ka. A Hanuna Vure i puru valai vona, i manga balu. 
MRK.1.11	A lohona viri i ta valai meli na hunu, i ta maea, “Ioe e Tugu a hategu. A vivi hateka vomu.”
MRK.1.12	Malaviriri kunana a Hanuna Vure i rudua e Isu i lakea na tabeke i ngeki. 
MRK.1.13	I made vonga na parava i ravulu va, lakea e Satan i tonia. E Isu i made turana maka maki mahuri na robo, pali e huriki a agelo ri tuhoria.
MRK.1.15	I ta rike, i ta maea, “Ra parava a Vure i takia hosi, i bele pali. A harikianga na Vure i popote ge bele. Mu pulo a vilone mua, mu luhoi tora a Velenga Kamumu!”
MRK.1.16	Na parava tara, e Isu i lalaho na gagana Darilomu e Galili, i matai e Simon rua e tarina e Andreas, ru ru a vuko, a vuhuna rua a tahodari. 
MRK.1.17	Lakea e Isu i taki rua, “Muru valai, muru muri nau. Ga tovo marua ni tuli valai nau e huriki a bakovi, i manga a hini ngane muru lakavu a manu.” 
MRK.1.18	Malaviriri kunana, ru pe purua a vuko ne rua, ru ramaia e Isu.
MRK.1.19	I uka ma to laho basi hateka ma, lakea e Isu i matai e tune Sebedi ala rua, e Iakop e Ioanes. Ru made na aga, ru honoa a vuko ne rua i marape. 
MRK.1.20	Malaviriri kunana i gale rua. Ru ha taroa e tamane rua, e Sebedi, i made na aga turana bolekori ne tou, ru vano, ru ramaia e Isu.
MRK.1.21	Muri ri lakea na tanga e Kapernaum. A Parava Nimalo i bele ngane, lakea e Isu i dili malaviriri na roho na vaponga, i vakatubu ni vara. 
MRK.1.22	E huriki ri turutu na vinara vona, a vuhuna i uka ma i vara manga e huriki a mari na vinara. I vara manga a bakovi i tahoka a nitora.
MRK.1.23	A bakovi tara pololilo na roho na vaponga i dili vona a hanitu. Lakea a bakovi iea i malaviriri kunana i gale maea, 
MRK.1.24	“Isu, ioe a bakovi o Nasaret, o valai go rata navai mia? O valai ni ratapile mia? Iau a lohoka vomu. Ioe a Viri Malamala na Vure.”
MRK.1.25	Pali e Isu i tahatea a hanitu, i ta maea, “O vulai. O pagitala vona a bakovi iea!” 
MRK.1.26	Lakea a hanitu i pulua a bakovi iea, muri i haloho i ha tala vona.
MRK.1.27	E huriki lobo ri turutu hateka, ri vanana lae, “A ra maki iea i bele? A ngava karaba! Ra bakovi iea, i vara, i ta manga a bakovi i tahoka a nitora. Na tahuna i tono talea a hanitu, a hanitu i longototo kunanea!” 
MRK.1.28	A nuverei na maki e Isu i rata i malaviriri kunana ni longo na tanga kiroko lobo na tabeke ne Galili.
MRK.1.29	Malaviriri kunana, e Isu i pagitala na roho na vaponga, i laho turane Iakop e Ioanes, to lakea na ruma ne Simon rua e Andreas. 
MRK.1.30	E lahuane Simon i giloa, i rongo a kulina, i mahita na kiri. Lakea ni vakalongo e Isu vona. 
MRK.1.31	I mavonga e Isu i lokovonga maia, i nugua a limana, i tulipesia. Lakea i lobo a gilanga vona, i vakatubu ni gutu a maki ni kani ne ria.
MRK.1.32	Na tahuna a haro i rolo pali, ni tuli valai vona e huriki ri giloa turana e huriki i dili ne ria a hanitu. 
MRK.1.33	E huriki lobo na tanga ri vapopo na mataruma, 
MRK.1.34	lakea e Isu i vakamahuri e huriki ri tahoka a maka gilanga legelege. I lili tala e huriki a hanitu i kupo, i ta tora ne ria nahea ri gi ta, a vuhuna ri lohoka vona.
MRK.1.36	Muri e Simon, e huriki a turana ri matakanea. 
MRK.1.37	Ri matavisia ngane, ri takia, ri ta maea, “E huriki lobo ri matakana ioe.” 
MRK.1.38	Pali e Isu i koli, i ta maea, “Si gi lakea na maka tanga tabukoi nga, ga vara taro vonga. Ra leho iea kunana a valai vona.” 
MRK.1.39	Lakea i laho lobo vona a tabeke ne Galili, i vara na maka roho na vaponga, i lili tala e huriki a hanitu.
MRK.1.40	A bakovi i vona a patala i lakea ne Isu, i nana tora ia, i turume puru, i ta maea, “Ioe bara o ngaru, o vakamatapado iau.”
MRK.1.41	Lakea e Isu i dodo hatekea, i toto talea a limana, i padoia, i ta maea, “Iau a ngaru go matapado. O matapado!” 
MRK.1.42	I malaviriri kunana i malaharuri vona a patala, i matapado.
MRK.1.43	E Isu i rudua ge vano malaviriri, lakea i taki tora ia i ta maea, 
MRK.1.44	“Naha ni vakalongoa tara viri. Pali o vano, o vakasiri ioe na prister. Muri o habi a nihabi e Moses i taki hosi, ge ne vona a nivakamatapado, ri gi matakilaka vona ioe ni vakamatapado pali.” 
MRK.1.45	Pali a bakovi iea i vano ngane, i vakalongo lae e huriki, i nunu viliha lae a velengana. Ngane e Isu i keri ni laho kavakava ge dili na tanga dagi. I made polovavo kunana na tabeke i ngeki. Pali e huriki na tanga lobo ri lakea maia, ri masia vonga.
MRK.2.1	Muri na parava ranga, e Isu i lakea tabu o Kapernaum. E huriki a bakovi a ngatavine ri longoa e Isu i dili pali na ruma, lakea ri dili maia. 
MRK.2.2	A ruma i vonu liu. A hini polovavo ranga, ri vapesihi vona e huriki. Lakea e Isu i vara ria na nitana Vure. 
MRK.2.3	Na tahuna e Isu i vavara, a bakovi ala va ri kaloho vilia vona a bakovi i beu. 
MRK.2.4	Pali ri keri ni kalohoa lakea ne Isu, a vuhuna i kupo hateka e huriki ri vapesihi. Lakea ri pukea a mapana ruma polomeli. Ri puka loboa, muri ri vakatavore purua a bakovi i mahita na kiri. 
MRK.2.5	Na tahuna e Isu i matai ria ri luhoi tora hateka ia, i takia a beu, “O tugu, a puga vuroki a naro hale vomu.”
MRK.2.6	Pali e huriki a mari na vinara ri made vonga, ri luhoi maea, 
MRK.2.7	“I navai a bakovi iea i ta maea? I ngaru ni bole a murina Vure! I uka tara viri ge puga a naro hale, a Vure kikeri kunana.”
MRK.2.8	E Isu, i malaviriri kunana i lohoka vona a ngava ri luhoi hateka na hatene ria, lakea i taki ria, “I navai mu luhoi mavonga? 
MRK.2.9	I vai a ngava kavakava ga taki a beu vona, ‘Iau a puga a naro hale vomu.’ O ga ta maea, ‘O pesi rike, o kaloho a kiri vomu, o laho.’ 
MRK.2.10	Pali ngane ga vakasiri mua vona a Tuna Bakovi i tahoka a nitora koea na malala ni puga a naro hale.” Ngane i mata lakea na beu, i takia, 
MRK.2.11	“A taki ioe, o pesi rike, o kalohoa a kiri vomu, o lakea na ruma vomu.” 
MRK.2.12	Lakea i pesi rike, i malaviriri kunana i kaloho a kiri vona, i laho tala. E huriki lobo ri masia, ri turutu, ri kavurikea a Vure, ri ta maea, “I uka ma mi masia hosi tara maki ge maea!”
MRK.2.13	Muri e Isu i pagitala, i hamule lakea na Darilomu e Galili. E huriki ala kupo ri lakea vona, lakea i vara ria. 
MRK.2.14	Na tahuna i laho lokovonga i masia e Levi, e tune Alpius, i mamade na roho ni bole a takis. Lakea e Isu i takia, “O muri nau.” Lakea e Levi i pesi rike, i muri maia. 
MRK.2.15	Muri e Isu i vano, i kani na ruma ne Levi. E huriki a bakovi ni bole a takis, e huriki a bakovi hale, ri kani turane Isu, e huriki a murimuri vona, a vuhuna e huriki ri muri vona ri ala kupo. 
MRK.2.16	Na tahuna e huriki a mari na vinara ne huriki a Pariseo ri masia e Isu i kani turana e huriki a bakovi hale, e huriki a bakovi ni bole a takis, ri nana e huriki a murimuri vona, “I navai i kani turana e huriki a bakovi ni bole a takis, e huriki a bakovi hale?”
MRK.2.17	Na tahuna e Isu i longoa a ninana iea, i taki ria, “E huriki i uka ma ri giloa, i uka ma ri gi lakea na dokta. E huriki ri giloa kunana bara ri masia. A valai i uka ma ga gale mua e huriki mu luhoi ta mu naro kamumu mu gu pulo a vilone mua. A valai ga gale e huriki ri naro hale ri gi pulo a vilone ria.”
MRK.2.18	E huriki a murimuri ne Ioanes, e huriki a Pariseo na parava ranga ri peremu ni kani. Lakea e huriki ranga ri valai, ri nanea e Isu, “I navai e huriki a murimuri ne Ioanes, a murimuri ne huriki a Pariseo ri peremu, pali e huriki a murimuri vomu i uka ma ri peremu?”
MRK.2.19	E Isu i koli i ta maea, “E huriki ri lakea na habu na bakovi i parangi karaba i uka ma ri gi peremu, a vuhuna a bakovi i parangi karaba i tabana turane ria. 
MRK.2.20	Muri ma a bakovi i parangi karaba bara ni tuli tala ne ria, bara ri peremu.
MRK.2.21	“I uka tara viri ge bolea a mavidana lavalava karaba ge rahi karia turana hini marape na matutu na varakia. Bara i rata mavonga, na tahuna i loi a varakia vona, a mavidana lavalava karaba bara i hoho, i turapea a matutuna varakia, muri bara i ratea a hini mavida i ngavaka. 
MRK.2.22	Pali i uka tara viri ge guru dili a vain karaba na matutuna buroi ni rata na kulina me. Bara i rata mavonga, bara i mapoda a matutuna buroi. Pali a vain a buroi bara ru lobo tavula varago. A viri i lohoka bara i guru dili a vain karaba na buroi karaba.”
MRK.2.23	Na Parava Nimalo tara, e Isu i laho padikudu na hania na vit. E huriki a murimuri vona ri laho turana, ri vakatubu ni pasi a vutuna vit, a vuhuna ri vitolo. 
MRK.2.24	Lakea e huriki a Pariseo ri nanea, “Mata lakea! I navai e huriki a murimuri vomu ri ratea a maki ni hatekakari na Parava Nimalo?”
MRK.2.26	Na tahuna iea, e Abiatar ia a prister dagi. Lakea e Davit i dili na roho na Vure, i kani a bret. A bret iea, a nihabi na Vure. A vinara i taki e huriki a prister kunana ri gi kani. Pali e Davit i bole ranga, i habi ne huriki a tara vona, ri kani.”
MRK.2.28	I mavonga kunana, a Tuna Bakovi ia a Bakovi Dagi na maki lobo. A Parava Nimalo tara, ia a Bakovi Dagi vona.”
MRK.3.1	Na parava tara, e Isu i dili na roho na vaponga. I masia vonga a bakovi i mate a limana. 
MRK.3.2	E huriki ranga ri ngaru ni matakana a ngava ri gi padi virihi e Isu vona, lakea ri matanonoa, a ra ge ratea? Ge vakamahuri a bakovi iea na Parava Nimalo, o ge uka? 
MRK.3.3	Ngane e Isu i takia a bakovi i mate a limana, “O pesi rike na matane huriki lobo.”
MRK.3.5	Lakea e Isu i madihi a hatena, i mata lae ne ria. I dodo, a vuhuna ri gigi tora hateka. I takia a bakovi, i ta maea, “O toto talea a limamu.” A bakovi i toto talea a limana, lakea a limana i tavaga mule. 
MRK.3.6	Malaviriri kunana e huriki a Pariseo ri pagitala, ri vakatubu ni vata turana e huriki a tara ne Herod na dala ri gi rabalaki e Isu vona.
MRK.3.7	E Isu i pe a tabeke iea turana e huriki a murimuri vona, ri lakea na darilomu. E huriki ala kupo hateka ri muri vona. E huriki na tabeke ne Galili, e huriki na tabeke ne Iudea, 
MRK.3.8	e huriki o Ierusalem, e huriki na tabeke ne Idumea, e huriki na tabeke tara na naru e Iordan, e huriki na maka tanga ri pesi halui e Tair, e Sidon. Ria lobo ri longo a maka maki i rata e Isu, ri valai maia. 
MRK.3.9	E huriki ri ala kupo hateka, lakea e Isu i taki e huriki a murimuri vona ri gi kanu vilia vona a aga, ge pesi langa vona, ma ge bole tugua e huriki. 
MRK.3.10	E huriki ri tahoka a gilanga ri boletugu, ri gi padoia e Isu, a vuhuna e Isu i vakamahuri muga pali e huriki ala kupo. 
MRK.3.11	Na tahuna e huriki i dili ne ria a hanitu ri masia, ri tabuli puru na ngalana, lakea e huriki a hanitu ri gale tala, ri ta maea, “Ioe a Tuna Vure.” 
MRK.3.12	Pali e Isu i taki e huriki a hanitu nahea ri gi taki tala ne huriki, ia e rei muholi.
MRK.3.13	E Isu i sike na gagana lolo, i gale valai vona e huriki i ngaru, lakea ri valai vona. 
MRK.3.14	I vulaki a viri ala ravulu a polona i rua ri gi turana, i gale ria a apostolo. Muri ge rudu tala ria, ri gi vara, 
MRK.3.15	ri gi tahoka a nitora ni lili tala a hanitu. 
MRK.3.16	A viri ala ravulu a polona i rua, i vulaki, a rane ria ra nga: e Simon (e Isu i vunua e Petrus), 
MRK.3.17	e Iakop e Ioanes rua e tune Sebedi (e Isu i vunu kalale rua e Boanerges, ra i maia: e maki tarina rua a vilone rua i manga a hini maravila, a hini i kururu), 
MRK.3.18	e Andreas, e Pilip, e Bartolemeus, e Mateo, e Tomas, e Iakop tune Alpius, e Tadeus, e Simon a tara ne huriki a Silot,
MRK.3.19	e Iudas Iskariot, ra viri i habi na limana pile e Isu.
MRK.3.20	Muri e Isu i dili na ruma, pali e huriki ri vapopo tabu mai ia, lakea e Isu turana e huriki a murimuri vona ri keri ni kani. 
MRK.3.21	E huriki a kabu ne Isu ri longo, lakea ri vano ri gi tuli mulea, a vuhuna ri takia ta i manga.
