GEN.1.1	Paphibangga, Tingwang niu ting-kadih damsubo tingga,
ISA.14.32	Philistia mai khugasu wangbo champaomaitu aliuniu dechiujiu kenkak ralo? 
ISA.15.1	Ar nai Kir gu namdi situ nchun khat lunggasu kam maha mide, khatdi Moab kadih hai tingjing-nging mide. 
ISA.15.2	Dibon maidungniu charakyga kapra khang-e. Moab maidungniu Nebo nai Medeseba namdidung riga paliu chun sajiu achung bamme; khatdi paliu chun chariujiu paliu pitham khatdi paliu ntanggiu gotthon mide. 
ISA.15.3	Maidungniu puidiga maliufai benlujiu bamme; namdi wonjeng lam khatdi chaky npom riga maidung kapjiu achung bamme. 
ISA.15.4	Heshbon maidung nai Elealeh maidungniu kapjiu paliu khuan senpad bamme, sichiujiu paliuniu senpadbo khuanse Jahaz tangbo chiu-e. Riphen maidung niudi kaphikrai-rai bamme; paliu hotse hamide. 
ISA.15.5	Moab jengniu alungchun kapjiu bamme! Maidungniu Zoar khatdi Eglath Shelishiyah namdilam paktad mide. Mai khangsianiu Luhith tadbo npuilam khangjiu kapjiu tadle; khangsia mainiu Horonaim ga marikhai lujiu, chariujiu paliu khuan tanjiu kap ahik bamme. 
ISA.15.6	Nimrim giuse sangmide, sibo mungga bambo chapiubuanse agui mide, khatdi madiakbo piubuanse wadi hamide. 
ISA.15.7	Maidungniu paliugu mania hinase ponlujiu marira Masangli Ramjengga tadmide. 
ISA.15.8	Kapbo khuanse Moab gu ramrai pabam hinaga chiu chiamide. Sise Eglaim nai Beerelim namdaklam chiutang-e. 
ISA.15.9	Dibon namdakgu singgiuse tazainiu heng maren mide, sichiujiu siga lungbam maidung leng sa-nkiubo haise Tingwang niu kaden khai nbamme. Yo, Moab ga saokhai diak mibo maidung hinatu kamshat kammi rabo-e.
ISA.16.1	Sela namdi gasu ramjingga lung bambo Moab maidungniu Jerusalem ga mawangjiu bambopiu khuga milypoi khat kalen thiujiu langkhai-e. 
ISA.16.2	Paliuniu Arnon giuky hugen gase khuanjiu bamme, khatdi thingnadungtu paliu sip gasu hathon padmibo kumjiu paliu chun thiumakjiu tadpad tadngutjiu bamme.
ISA.16.3	Paliuniu Judah maidung khuga din-e, “Dekam ralo chiubo aliu khuga dinkhailo. N-nien tingthiuboga pijiu ting-agui khaibo singbang khat kumjiu aliutu gukhailo, khatdi aliutu pijiu nagu mahiuga mathak khailo. Aliura maidihga lungmaidung-e; mai khatniudi phiudao lakbo bamga aliutu baikhailo. 
ISA.16.4	Aliutu pijiu naliu ramga lungkhailo. Aliutu kam maha mira kambambo maidung khugasu aliutu gukhailo!”
ISA.16.4	(Kam kabuak khaibo nai kam maha khaibo hai loimi rabo-e, khatdi namditu kam mahara kamjiu bambo maidungse hami rabo-e. 
ISA.16.5	Sigasu David kaikik ruanggasu mai khatniu chawang thiurabo-e, sichiujiu paniu pamaidungtu chamchangbo nai lungsaboniu mawang rabo-e. Paniu majibose kam majad khai rabo-e, khatdi majibo kam khairatu paniu phuikhai rabo-e).
ISA.16.6	Judah maidungniu din-e, “Moab maidungse dejiukha chalianglo chiubo aliuniu chiu-e. Paliu hai chaliang-e khatdi wasao thiu-e, chiudi paliuniu wasao thiubose mathakhu-e.”
ISA.16.7	Moab maidungniu chariu magenthiubo khengjiu bambo jengniu paliu kaprabo-e. Paliuniu Kir Heres namdi ga tiuwibo tiutek tiukhai mibo situ maningtaoboga paliu mathiu kaprabo-e. Paliu lung pi manang khairaleng paliutu hathon mirabo-e. 
ISA.16.8	Heshbon mungga bambo chalu nai Sibmah gu mumsy reng hinase kam maha mide—jatdunggu mawangpaodung situ pi sak khaibo jawgu mumsy rengse kam maha mide. Pawan khatga mumsy kense tingbang lam bambo kathaidih khatdi tingnulam bambo Kashaibo Duipui gasu Jazer namdi tangbo kenpad tangbo-e. 
ISA.16.9	Tuhoira Iniu Jazer leng kapbo kumjiu Sibmah gu mumsy reng jengniu kap-e. Agu mikdui hai Heshbon nai Elealeh leng luangkiu-e, palamra maidungtu pijiu chunwi khairabo leng atiatse hamide. 
ISA.16.10	Kadihtam bambo luzamga bammai khatniudi tuhoira paliu chun wisilak mide. Mumsireng lungga mai khat khuandi chiuta mide, maksai chalui thiuta mide. Mai khatniudi jaw kamra mumsy taoni tamide; chunwibo khuanse hamide. 
ISA.16.11	Iniu Kir Heres leng chunsabo jaojiu Moab leng chunsajiu kap-marung bamme. 
ISA.16.12	Ramluonglam bambo charaky lam Moab maidungniu kakheng thiura paliu pon thiulujiu tadpad sude, chiudi siseniu paliuleng wadi kawibo kamkhai silak mide.
ISA.16.13	Haise 
ISA.16.14	Haichiujiu tuhoira 
ISA.17.2	Syria gu namdidungse tingtheng pijiu ramjing thiumi rabo-e. Siga milydung nai matom-kabuidung situ pijiu tagibo tiubo bam thiumi rabo-e, sichiujiu mai khatniudi paliutu hathon lakge. 
ISA.17.3	Israel maidungniu maitu dangngam lulakmi rabo-e, khatdi Damascus niu pakhen parang thiubose hami rabo-e. Ring kabangbo Syria maise, Israel maidung kumjiu, mangammi rabo-e. Ngamkambo 
ISA.17.5	Israel mai hai miusy gelubo khatdi atiatlubo luzam pabui khomlubo Rephiam gu ramjengga maruang bambo luzam khatdi nchum mibo kadih khat kummi rabo-e. 
ISA.17.6	Mai khangsia ronna ring masiak rabo-e, khatdi Israel maidung hai takisy raikam mibo paton ga pasy nia-sum ronna masiak khaibo poinakha ronna masiak khaibo takisy bang kummi rabo-e. Israel mai Rawang, 
ISA.17.7	Sibo tingmik wangboga, maidungniu paliugu Dampao, Israel maigu masanbo Rawang khuga nkha khai raleng mariwang rabo-e. 
ISA.17.8	Paliu bensiakniu machalubo rathak bam gase paliuniu mangiu khailan tami rabo-e, maksai paliu bensiam kawibo--charapui Asherah mungga maksai maruta rukhai rabo rathakbam tuse malumbose saomi rabo-e.
ISA.17.9	Sibo tingmik wangboga, chari dangkham kawibo namdidungse kathaidih pijiu thiukhai mirabo-e, sichiujiu Hiv mai nai Amor mainiu Israel maidung khugasu paktad kinbo tingga saokhaibo namdidung kumjiu mathakhu saodiak mirabo-e.
ISA.17.10	Israel mai yo, naliutu kadibo tudi khat kumjiu rankhaibo khatdi gukhaibo Tingwang tu naliuniu mangai mide. Sibosung naliuniu masanbo kareng kamlujiu sangdiumai ratu kahumra kamme. 
ISA.17.11	Chiudi naliuniu lingkhaibo nsuan siakga puakkhangjiu khatdi pabuan bonkhangjiu bam tadi, atiat silu lakge. Siga chariu magenthiubo nai wisi lulakbo thad ronna padrabo-e.
ISA.17.12	Pumtanniu phuijiu bambo jatdunggu kabuakbo khuan siniu duipui kasuak khuan kum khatdi tadui kadibo duidet kasuakbo khuan kum bamme. 
ISA.17.13	Sibo jatdungse luang bambo duiliu katanbo kumjiu masuang tadjiu bamme, chiudi Tingwang niu paliutu rukhaine, siga paliu masaiwang lanjiu, luongbut riga nbuitu hunthon mibo kum, khatdi nbui-maribo kumjiu hathonmi rabo-e. 
ISA.17.14	Chawan tingga paliuniu kapingbo kamkhai-e, chiudi nsuan tingga paliu hami-e. Haise aliu dih sutra kambambo mai hinagu sansiat si-e.
ISA.18.2	Sibo kadih gasu dihsungpao dungniu sibo bamgasu chahutangniu kamlubo aliam gasu Nile lam kiu-e. Majadbo ladlangtadmaidung yo, chaky lam malan wangmilo! Singgiu gasu njan lujiu naliugu katanbo nai pumtan bambo jat, naliugu katheng-kadibo khatdi pagiwi bansat bambo, kadihpiri pakhiangnaniu pingkamjiu bambo naliu maidung khulam tacham hai phungwang malanmi sulo.
ISA.18.3	Kadihga kalungmai hina, nkinglo! Kadih maluong ton-ga madanleng jusurabo pengfai tuse phuilo! Marung mudbo khuan situ nkinglo! 
ISA.18.4	 niu akhuga din-e, “Atiatting nchun kalumbo wan ga kajikdui kiubo kum khatdi n-nien tingphu-langa naimik nbiu thaokhaibo kumjiu Iniu tinggen lamsu phuikiu rabo-e. 
ISA.18.5	Mumsy khom madui makhaga, papen hinase nkai kam miboga, khatdi mumsyse minpadboga, nsinaniu mumsy kentu ramtap malapabo kumjiu mikre mainiu Sudan maitu kam mahami rabo-e. 
ISA.18.6	Paliugu riphen maidunggu kashaibo phawdungse nthingnadung nai nkan khaodung khuga thonkhai rabo-e. Kariak tingga thingnadungniu khatdi tathe tingga nkan khaodungniu paliugu tatek thiu rabo-e.”
ISA.18.7	Ngamkambo 
ISA.19.2	 niu din-e, “Iniu Egypt ga maidungtu chari thiura kamkhaine khatdi singna khattu singna khatniu, khatdi kiningmai khatniu kiningmai khattu suimakbo pikhaine. Suinimakbo namdidungse khatniu khattu chari thiune, khatdi suinimakbo chawangdung siniu pumtan asutrabo-e. 
ISA.19.3	Egypt maidung niu marangbambo nai paliugu lunlung jaise Iniu kam maha mirabo-e. Paliugu charameng khuga nkha khaira khengsune, khatdi paliuniu chamang phungmaidung khuga tadlujiu shaimi mai hiuna khuga ladpi khaira maniu sune. 
ISA.19.4	Egypt maitu Iniu pacheng-pajai khatdi palung kasabo chawang khuga pikhai mine, sichiujiu paliutu mawang rabo-e. Ngamkambo, 
ISA.19.5	Tadui hai Nile giu suang nami rabo-e, sichiujiu singgiuse sangkiu mirabo-e. 
ISA.19.6	Taduise sangkiu mibo jengniu aluad duise manamsa mirabo-e. Chahutang nai piumenbang hina aguikiu mirabo-e, 
ISA.19.7	Khatdi Nile giuky mungga lingkhaibo alinbang hinase aguikiujiu hunthon mirabo-e. 
ISA.19.8	Nile giu gasu chakha khajiu pa-tatek leng phiu kinmai hinase nkiu-marungjiu kapne; paliugu khakhoidung nai alangdungse pageng hami rabo-e. 
ISA.19.9	Fainoi dakmaidungse manangmi rabo-e; 
ISA.19.10	chafai dakmaidung nai tatien thiusi maidungse paliu lung magenthiujiu paliu chun nkhin mirabo-e.
ISA.19.11	Zoan gu jupaodungse kamengbo maidung-e! Egypt gu ningting thubo maidungniu kamengbo ladpise pikhai-e! Paliu hai nda karaiga kasi-kangaobo maidung nai chawang maidungtu malin maidung-e chiujiu, chawang khuga paliuniu dejiukha hujiu dinbo gulo? 
ISA.19.12	Egypt gu chawang yo, nagu ningtingbo ladpipaodungse dega bamlo? Ngamkambo 
ISA.19.13	Zoan nai Memphia gu jupaodungse kamengbo maidung-e. Paliu hainiu jattu jukhaira chiubo-e chiudi paliuniu jumaokam mide. 
ISA.19.14	 niu paliutu kamaobo ladpi khaira kamkhai mibo-e. Sijengniu, Egypt mainiu wahina kammao kam mide, sigasu paliu jai-alise jaw sak maniu, mainiu tangat lad-ladjiu pagu marui bamga nkhuangkiubo kum mide. 
ISA.19.15	Egypt ga kalungmai, kalekwi maidi, kaleksa maidi, para-kathiumaidi, maidiu-maida maidi, mai khatniudi nkhakhai ngamlulak mide.
ISA.19.16	Egypt maidungniu npuimai kumjiu pingmi rabo tingse wangkinne. 
ISA.19.17	Ngamkambo 
ISA.19.18	Sibo wan wangbo tingga, Hebrew mai ladniu Egypt maigu namdi mangiu lungga dinmi rabo-e. Maidungniu Ngamkambo 
ISA.19.19	Sibo wan wangbo tingga Egypt kadihga 
ISA.19.20	Siseniu Egypt lungga Ngamkambo 
ISA.19.21	 papum siakniu Egypt maidung khuga madu khaine, siga paliuniu patu suikhaijiu kahumrabo-e, khatdi rathak mania pakhuga phungwang rabo-e. Paliuniu pakhuga ladriat katanbo thiune khatdi paliuniu ladriat khaibo hinase kamrabo-e. 
ISA.19.22	 niu Egypt maitu sajai pirabo-e, chiudi paniu paliutu wikhai rabo-e. Paliu pakhulam mariwang rabo-e, siga paniu paliu rathoi chiukhaijiu paliutu wikhai rabo-e.
ISA.19.23	Sibo wan wangbo tingga, Egypt nai Assyria kakga puidi khat bammi rabo-e. Panaigu namdi kakgase maidungniu tadpad tadngutjiu bammi rabo-e, khatdi sibo jat kania siniu kahum aruangjiu bammi rabo-e. 
ISA.19.24	Sibo wan wangbo tingga, Israel mainiu Egypt mai nai Assyria maitu machammi rabo-e, sichiujiu sibo jat sum siniu kadihpiri pakhiangna khuga thoidam thiumi rabo-e. 
ISA.19.25	Ngamkambo 
ISA.20.1	Assyria maigu wangdipiu Sargon gu chamtan hangga, Assyria mai riphen gu charipiniu Ashdod gu namdi Philistine maitu chari thiusude. 
ISA.20.2	Takum sum masuangga Amoz nahpiu Isaiah khuga, paniu khaibambo paphitop nai paniu benbambo maliufaise lupad mira 
ISA.20.3	Ashdod tu chari ngamluboga, 
ISA.20.4	Assyria maigu wangdipiuniu chari ngamlubo gasu minlumai situ paliu pumruang jutad mirabo-e. Kating-kana, paliu phiruangniu khatdi paliu pumruangniu, paliu dang luiku lujiu tadrabo-e, sichiujiu kamangambose Egypt mai riga phungwang rabo-e. 
ISA.20.5	Sudan tu malumjiu, khatdi Egypt jengniu wasao thiu bam maise paliu chun hami rabo-e khatdi panglu-lu mirabo-e. 
ISA.20.6	Sibo wan wangbo tingga, Philistine luongriangga lungjiu bambo maidungniu dinsune, ‘Assyria maigu chawangpiu khugasu aliutu gukhaira aliuniu mangiu khaijiu bambo, maidung khuga degu padmi gulo chiubo phuilo! Dechiujiu aliuniu ring masiak luralo?’”
ISA.21.1	Haise Babylon lamga champao si-e.
ISA.21.1	Kathaidihga nbui mari kawangbo kumjiu chariu magenthiubose kapingbo kadih khat lamsu wangrabo-e. 
ISA.21.2	Wa kasa padbo, maitu jontiubo khatdi wakam kamahabogu madungao khat Iniu ngao-e.
ISA.21.2	Elam gu riphen mai yo, aphen sulo! Medesia gu riphenmai yo, namdidung situ taoweng sulo! Babylon niu kam chariu khaibose Tingwang niu kam mahami rabo-e.
ISA.21.3	Iniu ngaobo khatdi chiubo madungaose kapingbo nai charenbo siniu phuiting-e, haise maipui khatgu manathad kumbo-e. 
ISA.21.4	Apee hai tawenglui-lui-e, khatdi pingbo siniu I masandi-di mide. Chawan wangrabotu Iniu ramgun-e, chiudi kapingbo makjiu wakhatdi phungwang son makge.
ISA.21.5	Madungao gase khumkibo khat kaden khai bamme; chagiang maidungtu pijiu ntao khaira leng kasing hamkhai bamme. Paliu tiu-sakjiu bamme. Siga bungjiu chamtan senpadle: “Chakampaodung yo! Naliugu chageese kaden lusulo!”
ISA.21.6	Siga 
ISA.21.7	Chaqon riga khangnia-nia, khatdi qonniam nai qontrao tongbo maidungtu paniu ngaosai, paliutu phui mawijiu phuirabo-e.”
ISA.21.8	Akhepiu siniu senpadle, “Paohubo, Iniu agu akhe bamga nchun n-nien chapjiu bambo-e.”
ISA.21.10	Amai Israel maidung yo, naliutu chabanmiutu kumjiu manuikhai mide, chiudi tuhoira Ngamkambo 
ISA.21.11	Haise Edom lamga champao si-e.
ISA.21.11	Edom lamsu mai khatniu atu kujiu din-e, “Akhepiu yo, nchun haise dejiukha majadjiu loimi ralo? Haise dejiuga majadjiu loimi ralo chiubo akhuga dinkhailo.”
ISA.21.12	Iniu paokakge, “Nsuanse padkinne, chiudi nchun wanglan rabo-e. Nangniu maniulan nisai, wanglanjiu maniu lanno.”
ISA.21.13	Haise Arabia lamga champao si-e.
ISA.21.13	Naliu Dedan maidung yo, Arabia gu kathaidihga bambo maidungniu, 
ISA.21.14	tadui charijiu wangbo maidungtu tadui pikhai-e. Naliu Tema dihga lungmaidungniu, paky-palu kaha maidungtu paliu tatek pikhai-e. 
ISA.21.15	Maidungniu paliutu kamshat rabo heng gasu, paliutu ketra kaden khai nbambo tavaipi gasu, tathiu chari ganiu shai rabo gasu mari raleng pakjiu bamme.
ISA.21.16	Sigasu 
ISA.21.17	Tavaipi thinbo maidungse Kedar gu huthubo maidung-e, chiudi paliutu poinakha ronna masiak khai rabo-e. Israel mai Rawang, 
ISA.22.1	Haise Madungao gu Ramjeng lamga champao si-e.
ISA.22.1	Degu padbam jiulo? Namdiga maidung siniu dekamjiu chaky npom riga chakhuan kariobam jiulo? 
ISA.22.2	Namdi pakhiangnase chakhuan kariobo siniu phuimide.
ISA.22.2	Maidung haise chari aphenbo gasu shaibo makge. 
ISA.22.3	Naliugu jupaodungse pakkam mibo-e, paliuniu tavaithuse khatnadi ketpad khai makjiu paliutu minkam mibo-e. 
ISA.22.4	Tuhoira shaimibo amaidung riga kap marung-kasin khaira atu saokhai diaklo. Atu hiamra kamtulo 
ISA.22.5	Haise Tanthubo, Ngamkambo 
ISA.22.6	Elam kadih lamsu riphendungniu chaqon riga tuanglujiu, tavaipi nai pathuse phunglu wangbamde. Kir kadih lamsu riphendung siniu paliugu chagee phunglujiu kaden bamde. 
ISA.22.7	Judah gu kadih-tam wibo ramjeng gase chaqon-karidungniu khatdi chaqon tongmai siniu Jerusalem rengmun mungga chap bamde. 
ISA.22.8	Judah maigu charirengse kampang kam mide.
ISA.22.8	Sise padboga, charigu maniadungse naliuniu charinia khaibam ky gasu ponwanglo. 
ISA.22.9+ISA.22.10	Siga Jerusalem gu karengse katin lanra pageng kabambose naliuniu silude. Naliuniu Jerusalem lungga bambo hinase phuilujiu namdi rengse katin lanra naliuniu tatukang kasiadi rathon mide 
ISA.22.11	Tadui madon khaira, kaguangbo ajai gasu luangkiubo situ dangra, naliuniu namdi lunggase akhun kam khaide. Chiudi haise nda rang masuang khaibo khatdi pipad khaibo Tingwang khuga naliu chun ngut makge.
ISA.22.12	Tanthubo Ngamkambo 
ISA.22.13	Chiudi sibosung naliuniu nuijiu matha-mala bamme. Naliuniu mily maksai matom-kabui gilujiu tiu-sakjiu bamme. Naliuniu din-e, “Aliuniu tiu kanithen tiukhe khatdi sak kanithen sakkhe! Nsuannai aliu shaimi rabo-e.”
ISA.22.14	Tanthubo Ngamkambo 
ISA.22.15	Tanthubo Ngamkambo 
ISA.22.16	“Nang hai sao-e chiujiu maning jiulo? Chakha-turen gase naraw bungraleng nagu maji nde bamjiulo? 
ISA.22.17	Nang hai para kathiumai khat thiubamdi sui-e, chiudi Tingwang niu natu jupad thon mine. 
ISA.22.18	Paniu natu n-getpuitu kumjiu kadih kadiulam thonkhai mine. Siga nangniu wasao thiujiu bambo chaqon-kari jiugase nang shaikhai mirabo-e. Nangra nawangpiu kikhun-ga kamangambo gu-e. 
ISA.22.19	 niu natu nabam kakubo gasu lukiu lujiu nagu chakamky gasu natu lupad mine.”
ISA.22.21	Nagu chakamky ntiang nai khen-gakse Iniu patu pikhai lujiu nakhuga bambo pumtan hinase patu pikhai mine. Pahai Jerusalem nai Judah maidunggu papiu kum rabo-e. 
ISA.22.22	David kaikik thiubo, chawangpiu hangga siak Iniu patu pumtan pikhai bine. Paniu chawanggu khamtendungse thin rabo-e, sichiujiu paniu lekhaibose, mai khat niudi khamman lulakge, paniu khammibose mai khatniudi lepadsi lakge. 
ISA.22.23	Iniu patuse ntuang
ISA.22.24	“Chiudi pasingnamai khatdi patu mangiu khaijiu bammai hinase pabangrip thiusu rabo-e. Paliuniu pakhuga, chalidung, chakuang-chapiang situ ntuangga wa maseng khaibo kumjiu maseng khai surabo-e! 
ISA.22.25	Haise padsu dasai, matipjiu genkhai nbambo ntuangse ahiujiu mahin npadmi sune, sichiujiu siga maseng khai nbambo hinagu kaloibose thiumi rabo-e.” Haise 
ISA.23.1	Duinai riga malee ramkin maise dejiukha sansabo thiuralo! Tyre ga naliugu malee bamse kam maha mide, sibo kidung khatdi pamungga bambo maleedung sidi nchum mide! Naliugu maleese Cyprus lamsu wangsai, haibo chamse silurabo-e. 
ISA.23.2	Sidon maigu chali-thinmai yo, achung lulo! 
ISA.23.3	Duipuise kenlujiu Egypt dihga bambo mumsyse liujiu khatdi jonjiu jat hina khuga alitadra naliuniu maidungtu langkhai-e.
ISA.23.4	Sidon gu namdi yo, naliura kamangambo gu-e! Duipui nai duinai siniu naliutu lukhai makjiu din-e, “Iniu wadaodi anahdung lungkhai makge. Iniu wadaodi anahpiudung maksai anahpuidung makuatkhang makge.”
ISA.23.5	Tyre haitu kam maha mide chiubo khuanse Egypt maidungniu chiusai paliutu kam charenjiu, paliu chun thiuta mirabo-e.
ISA.23.6	Phoenicia maidungse dejiukha sansabo thiuralo! Spain lam pakkhaira kamsulo! 
ISA.23.7	Nda bammibo Tyre namdi hai chunwi ringabo thiulan ngamma? Haibo namdiga lungmai siniu duipui hugenlam namsan thomra langkhaibo makma? 
ISA.23.8	Kadihpirigu chali-thinbo chawangnahdung siniu chakhuangthiubo Tyre, chawanggu namdi riga haikumbo phungwang khaira saoniu rangkhai jiulo? 
ISA.23.9	Haise Ngamkambo 
ISA.23.10	Spain ga namsan thomjiu bammai naliu tadlujiu kadih haiga tatien thiusulo! Naliutu gukhaira mai khatdi hamide. 
ISA.23.11	 niu pabense duipui riga henpad lujiu chawang kadihse kamkao mide. Phoenicia maigu chalithinbo namgang situ kam maha mira paniu chamtan pikhai mide. 
ISA.23.12	Sidon namdi yo, nagu chunwibose loi mide, namaidungtu mathadjiu bamme. Paliuniu Cyprus lam pak mari khaidi, paliu siga nbai ngamlakge.
ISA.23.13	(Nkan khaoniu Tyre maitu tun kadat-kada khaibo hai Assyria mainiu makge, haise Babylon mainiu-e. Tyre maigu akheky-tontu taomagui lujiu, charireng situ kampang mibose Babylon mainiu-e, paliuniu namdi haitu kam maha khai lujiu tadmide).
ISA.23.14	Duinai riga malee ramkin maidungse dejiukha sansabo thiuralo! Naliuniu mangiu khaijiu bambo namdise kam maha mide.
ISA.23.15	Chawang ken khat, takum riakchinnia leng, Tyre tu mangaimi rabo wanse wangkin-e. Sibo tingkumse loimisai, chaluiga thiukhaibo kumjiu Tyre hai papum kajonpui kummi rabo-e:
ISA.23.16	Nagu nthiam-tara thinlujiu namdak gase tadron sulo,
ISA.23.16	kaleksabo, mangaimibo chakhapui yo!
ISA.23.16	Maidungtu kuwang lanlura, sise mathenjiu chalui thiulan lanlo.
ISA.23.17	Tingkum riakchinniase loidasai, 
ISA.23.18	Paniu alijiu daolubo rangkangse paniu 
ISA.24.2	Mai hina haibo sansetse machamjiu dao rabo-e: singkudung nai pamaidung, pavangdung nai pawangpiudung, kaliu-maidung nai kajon-maidung, apukbi-maidung nai apuk-lumaidung, kalekwimai nai kaleksamai machambo sanset hai daorabo-e. 
ISA.24.3	Kadihpiri haitu kam marapu lujiu kam nchummi rabo-e. 
ISA.24.4	Kadihpiri hai sangkiujiu kuimi rabo-e; kadihpiri pakhiangna sonkiujiu tingdi--kadihdi hakiu misune. 
ISA.24.5	Chamai dung niu tingtheng leng riatkhaibo ladriat situ suimakjiu Tingwang gu tacheng-tajai tu kampang mibo jeng niu kadih hai tu kam-tania khaide. 
ISA.24.6	Sijengniu kadihpiri haitu Tingwang niu siangkhai mibo-e. Maidungniu kamkhai mibo phijengse paliutu pilan bambo-e. Ringbammai riak hai nkhinbi-bi mibo-e. 
ISA.24.7	Mumsy kense kui mide, jaw hai riang mide. Pakak khatga chunwi khai mibo mai hinase tuhoira chunsa mide, 
ISA.24.8	paliugu ringabo lui thiubo, nthiam-tara khuan nai nchom khuanse chiuta mide. 
ISA.24.9	Jao sakjiu mai khatniudi chunwijiu chalui thiuta mide; mai khatdi pasakwatse sita mide. 
ISA.24.10	Namdi hinase chakhuan kario mide, sichiujiu maidung siniu marilura paliu ky-kyse khamten lujiu bamkam mide. 
ISA.24.11	Maidung siniu npui-nchengga chakhuan senbamme, palamra siga jaw daota mide. Chunwibo kadih gasu hathon mide, haise tingtheng leng hamide. 
ISA.24.12	Namdise nkamkui mide, khatdi haibo rengmundungse pangkaokiu mide. 
ISA.24.13	Haise kadihpiri pabam hinaga, jat hina khuga padrabo-e. Haise singbangdung gasu takisy hinase railubo khatdi mumsy ken gasu mumsy hinase railubo, atiat loikam mibo kum rabo-e.
ISA.24.14	Ring masiaklubo maidung siniu ringajiu chalui thiune. Tingnu lam bambo maidung siniu 
ISA.24.15	khatdi tingbang lam bambo maidung siniu patu thuon rabo-e. Duipui mungga lungbo maidung siniu Israel mai Rawang 
ISA.24.16	Tacheng matip thubo jat Israel maitu thuonbo lui thiubose kadihpirigu diuthubo bam gasudi chiusune.
