GEN.1.1	Er penn-kentañ, Doue a grouas an neñvoù hag an douar. 
PSA.126.4	, degas hor sklavourien en-dro, evel ar gwazhioù e bro ar c'hreisteiz! 
PSA.126.5	Ar re a had gant daeroù, a vedo gant kanaouennoù trec'hus. 
PSA.126.6	An hini a zoug an had evit e skuilhañ, a gerzh en ur ouelañ, met dont a raio en-dro en ur ganañ gant levenez, pa zougo e feskennoù.
PSA.127.1	Kanaouenn ar "Maalod" 
PSA.127.1	Ma ne sav ket an 
PSA.127.2	En aner e savit da vintin, en aner e kouskit diwezhat, hag e tebrit ar bara a c'hlac'har. Reiñ a ra kement d'e re garet-mat e-pad o c'housk. 
PSA.127.3	Setu, ar vibien a zo un hêrezh a-berzh an 
PSA.127.4	Evel ma'z emañ ar biroù e dorn ur brezelour, evel-se eo mibien ar yaouankiz. 
PSA.127.5	Eürus an den en deus leuniet e gargas anezho! Ne vint ket mezhek, pa gomzint ouzh an nor gant enebourien.
PSA.128.1	Kanaouenn ar "Maalod" 
PSA.128.1	Eürus an den a zouj an 
PSA.128.2	Rak debriñ a ri eus labour da zaouarn, eürus e vi hag e vleugni. 
PSA.128.3	Da wreg a vo e-barzh da di evel ur winieg frouezhus, ha da vibien evel gwez-olivez en-dro da'z taol. 
PSA.128.4	Ya, evel-se e vo benniget an den a zouj an 
PSA.128.5	An 
PSA.128.6	Gwelout a ri mibien da vibien. Ra vo ar peoc'h war Israel!
PSA.129.1	Kanaouenn ar "Maalod" 
PSA.129.1	Trubuilhet kalz o deus ac'hanon adalek va yaouankiz, a c'hell lavarout Israel. 
PSA.129.2	Trubuilhet o deus ac'hanon adalek va yaouankiz, met n'o deus ket trec'het warnon. 
PSA.129.3	Labourerien-douar o deus aret va c'hein, merket o deus penn da benn o irvi. 
PSA.129.4	An 
PSA.129.5	Ar re holl a gasa Sion a vo mezhekaet ha kaset war-dreñv. 
PSA.129.6	Bez' e vint evel geot an toennoù, a sec'h a-raok ma kresk; 
PSA.129.7	ar meder ne leugn ket e zorn anezho, nag an endrammer e zivrec'h, 
PSA.129.8	hag an dremenerien ne lavaront ket: Bennozh Doue ra vo warnoc'h! Ni ho pennig en anv an 
PSA.130.1	Kanaouenn ar "Maalod" 
PSA.130.1	O 
PSA.130.2	, selaou va mouezh! Ra vo da zivskouarn evezhius ouzh mouezh va fedennoù! 
PSA.130.3	, ma taolez evezh ouzh an direizhder, Aotrou, piv a bado? 
PSA.130.4	Met ar pardon a zo en da gichen, evit ma vi doujet. 
PSA.130.5	Gortozet em eus an 
PSA.130.6	Va ene a c'hortoz an 
PSA.130.7	Israel, en em fiz en 
PSA.130.8	Eñ e-unan eo a zaspreno Israel eus e holl zireizhder.
PSA.131.1	Kanaouenn ar "Maalod" 
PSA.131.2	Ha ne'm eus ket mestroniet ha sioulaet va ene, evel ma ra ur bugel dizonet e-keñver e vamm? Va ene a zo evel hini ur bugel dizonet. 
PSA.131.3	Israel, esper en 
PSA.132.1	Kanaouenn ar "Maalod" 
PSA.132.2	Touiñ a reas d'an 
PSA.132.3	N'in ket dindan teltenn va zi, ne bignin ket war ar gwele e-lec'h ma tiskuizhan, 
PSA.132.4	ne roin ket morgousk da'm daoulagad, na diskuizh da'm malvennoù, 
PSA.132.5	ken na'm bo kavet ul lec'h evit an 
PSA.132.6	Setu, klevet hon eus komz diwar e benn en Efrata, kavet hon eus anezhañ e parkeier Yaar 
PSA.132.7	Deomp en e chomlec'hioù, en em stouomp dirak skabell e dreid! 
PSA.132.8	Sav, o 
PSA.132.9	Ra vo da aberzhourien gwisket a reizhder, ha ra gano da re garet-mat gant levenez! 
PSA.132.10	Abalamour da garantez David da servijer, na daol ket kuit dremm da Olevet! 
PSA.132.11	An 
PSA.132.12	Mar vir da vibien va emglev ha va zestenioù a zeskin dezho, o mibien ivez, da viken, a vo azezet war da dron. 
PSA.132.13	Rak an 
PSA.132.14	Bez' eo, emezañ, al lec'h eus va diskuizh, da viken. Chom a rin enni, rak he dibabet em eus. 
PSA.132.15	Bennigañ a rin gant fonnuster he bevañs; Leuniañ a rin a vara he feorien. 
PSA.132.16	Me a wisko a silvidigezh e aberzhourien, hag e re leal a gano gant ul levenez vras. 
PSA.132.17	Eno eo e lakain ur c'horn da sevel da Zavid, hag e kempennin ul lamp da'm Olevet. 
PSA.132.18	Goleiñ a rin a vezh e enebourien, ha warnañ e lugerno e gurunenn.
PSA.133.1	Kanaouenn ar "Maalod" 
PSA.133.1	Setu, pegen mat ha pegen dous eo gwelout breudeur o chom unanet asambles. 
PSA.133.2	Evel an eoul prizius eo, an hini a ziskenn war benn ha war varv Aaron, hag a zeu betek bord e zilhad; 
PSA.133.3	evel glizh an Hermon eo, an hini a ziskenn war menezioù Sion, rak eno eo en deus urzhiet an 
PSA.134.1	Kanaouenn ar "Maalod" 
PSA.134.1	Setu, bennigit an 
PSA.134.2	Savit ho taouarn etrezek ar santual, ha bennigit an 
PSA.134.3	Ra vennigo an 
PSA.135.1	Meulit an 
PSA.135.2	C'hwi hag en em zalc'h e ti an 
PSA.135.3	meulit an 
PSA.135.4	Rak an 
PSA.135.5	rak anavezout a ran eo bras an 
PSA.135.6	An 
PSA.135.7	Eñ eo an hini a laka an aezhennoù da sevel eus penn an douar, a ra al luc'hed hag ar glav, a denn an avel eus e deñzorioù. 
PSA.135.8	Eñ eo an hini a skoas re gentañ-ganet an Ejipt, adalek an dud betek al loened, 
PSA.135.9	a gasas sinoù ha burzhudoù en da greiz, Ejipt, a-enep Faraon hag a-enep e holl servijerien, 
PSA.135.10	a skoas meur a vroad, a lakaas d'ar marv rouaned galloudus: 
PSA.135.11	Sihon, roue an Amoreaned, Og, roue Basan, hag holl rouaned Kanaan, 
PSA.135.12	hag a roas o bro da hêrezh da Israel e bobl. 
PSA.135.13	, da anv a bad da viken. 
PSA.135.14	Rak an 
PSA.135.15	Idoloù ar broadoù a zo arc'hant hag aour, graet gant daouarn an den. 
PSA.135.16	Ur genoù o deus ha ne gomzont ket; daoulagad o deus ha ne welont ket; 
PSA.135.17	divskouarn o deus ha ne glevont ket; n'eus ket kennebeut a c'hwezhadenn en o genoù. 
PSA.135.18	Ar re o gra hag ar re holl en em fiz enno a zeu heñvel outo! 
PSA.135.19	Tiegezh Israel, bennigit an 
PSA.135.20	Tiegezh Levi, bennigit an 
PSA.135.21	Benniget ra vo eus Sion an 
PSA.136.1	Meulit an 
PSA.136.2	Meulit Doue an doueoù, rak e drugarez a bad da viken! 
PSA.136.3	Meulit Aotrou an aotrounez, rak e drugarez a bad da viken, 
PSA.136.4	an hini hepken a ra burzhudoù bras, rak e drugarez a bad da viken! 
PSA.136.5	An hini en deus graet an neñvoù gant skiant, rak e drugarez a bad da viken, 
PSA.136.6	en deus astennet an douar war an doureier, rak e drugarez a bad da viken, 
PSA.136.7	hag en deus graet ar goulaouennoù bras, rak e drugarez a bad da viken, 
PSA.136.8	an heol evit ren war an deiz, rak e drugarez a bad da viken, 
PSA.136.9	al loar hag ar stered evit ren war an noz, rak e drugarez a bad da viken! 
PSA.136.10	An hini en deus skoet an Ejipt en o re gentañ-ganet, rak e drugarez a bad da viken, 
PSA.136.11	hag en deus lakaet Israel da vont er-maez eus o zouez, rak e drugarez a bad da viken, 
PSA.136.12	dre un dorn nerzhus hag ur vrec'h astennet, rak e drugarez a bad da viken! 
PSA.136.13	An hini en deus faoutet ar Mor Ruz en daou, rak e drugarez a bad da viken, 
PSA.136.14	en deus lakaet Israel da dremen dre e greiz, rak e drugarez a bad da viken, 
PSA.136.15	hag en deus diskaret Faraon hag e arme er Mor Ruz, rak e drugarez a bad da viken! 
PSA.136.16	An hini en deus renet e bobl el lec'h distro, rak e drugarez a bad da viken, 
PSA.136.17	en deus skoet rouaned bras, rak e drugarez a bad da viken, 
PSA.136.18	en deus lazhet rouaned meur, rak e drugarez a bad da viken, 
PSA.136.19	Sihon, roue an Amoreaned, rak e drugarez a bad da viken, 
PSA.136.20	Og, roue Basan, rak e drugarez a bad da viken, 
PSA.136.21	hag en deus roet dezho o bro da hêrezh, rak e drugarez a bad da viken, 
PSA.136.22	da hêrezh da Israel e servijer, rak e drugarez a bad da viken! 
PSA.136.23	An hini en deus bet soñj ac'hanomp pa oamp izelaet, rak e drugarez a bad da viken, 
PSA.136.24	en deus hon dieubet eus hon enebourien, rak e drugarez a bad da viken! 
PSA.136.25	An hini a ro bevañs da bep kig, rak e drugarez a bad da viken! 
PSA.136.26	Meulit Doue an neñvoù, rak e drugarez a bad da viken!
PSA.137.1	Ni a zo azezet war ribloù stêrioù Babilon, hag eno hon eus garmet, o kaout soñj eus Sion. 
PSA.137.2	Skourret hon eus hon telennoù ouzh haleg ar vro. 
PSA.137.3	Eno, ar re hon doa kaset da sklavourien a c'houlenne diganeomp kanaouennoù laouen: Kanit deomp un dra bennak eus kanennoù Sion. 
PSA.137.4	Penaos e kanfemp kanaouennoù an 
PSA.137.5	Mar ankounac’haan ac'hanout, Jeruzalem, ra en em ankounac’haio va zu dehou e-unan! 
PSA.137.6	Ra en em stago va zeod ouzh va staon, ma ne'm eus ket soñj ac'hanout, ma ne ran ket eus Jeruzalem va abeg brasañ a levenez! 
PSA.137.7	, az pez soñj eus bugale Edom, ar re a lavare e deiz Jeruzalem: Touzit, touzit betek e ziazez! 
PSA.137.8	Merc'h Babel, an distrujet, eürus an hini a roio dit ar pezh ac'h eus graet deomp! 
PSA.137.9	Eürus ar re a gemero da vugale, hag a friko anezho ouzh ar roc'h!
PSA.138.1	Salm David.
PSA.138.1	Da veuliñ a rin eus kreiz va c'halon, kanañ a rin da veuleudioù dirak Doue. 
PSA.138.2	En em stouiñ a rin e palez da santelezh, hag e veulin da anv abalamour da'z madelezh ha da'z kwirionez, rak meuraet ec'h eus da c'her e tu all da bep brud. 
PSA.138.3	En devezh ma em eus da bedet, ec'h eus va selaouet, dieubet ec'h eus ac'hanon ha nerzhet va ene. 
PSA.138.4	O 
PSA.138.5	Hag e kanint hentoù an 
PSA.138.6	An 
PSA.138.7	Ma kerzhan e-kreiz ar glac'har, e ro din ar vuhez en-dro; astenn a rez da zorn a-enep kounnar va enebourien, ha da du dehou am dieubo. 
PSA.138.8	An 
PSA.139.1	D'ar mestr-kaner; salm David.
PSA.139.1	Va furchet ac'h eus ha va anavezet. 
PSA.139.2	Gouzout a rez pa azezan ha pa savan, gwelout a rez a bell e-barzh va soñjoù. 
PSA.139.3	Gouzout a rez pa gerzhan ha pa gouskan, anavezout a rez e gwirionez va holl hentoù. 
PSA.139.4	A-raok ma vefe zoken ar gomz war va zeod, setu, o 
PSA.139.5	Va stardañ a rez dre a-dreñv ha dre a-raok, ha lakaet ec'h eus da zorn warnon. 
PSA.139.6	Anaoudegezh re vurzhudus evidon, ken uhel ma ne c'hellan ket he c'hompren! 
PSA.139.7	Pelec'h ez in pell diouzh da Spered, ha pelec'h e tec'hin pell diouzh da zremm? 
PSA.139.8	Mar pignan en neñvoù, emaout eno. Mar gourvezan e lec'h ar marv, emaout ennañ. 
PSA.139.9	Mar kemeran eskell tarzh an deiz, ha mar d-an da chom e penn ar mor, 
PSA.139.10	eno zoken, da zorn am reno, ha da du dehou am dalc'ho. 
PSA.139.11	Mar lavaran: Da vihanañ an deñvalijenn am goloio, an noz a zeuio da vezañ sklêrijenn en-dro din, 
PSA.139.12	an deñvalijenn zoken n'eo ket teñval evidout, an noz a lugern evel an deiz, hag an deñvalijenn a zo evel ar sklêrijenn. 
PSA.139.13	Te eo ec'h eus stummet va lounezhi, ha doareet ac'hanon e kof va mamm. 
PSA.139.14	Da veuliñ a ran rak on bet graet en un doare iskis ha burzhudus. Da oberennoù a zo burzhudus, ha va ene en anavez mat. 
PSA.139.15	Va eskern ne oant ket kuzhet dirazout, pa oan graet en ul lec'h goloet, evel gwiadet e lec'hioù izel an douar. 
PSA.139.16	Da zaoulagad o deus va gwelet, pa oan evel un dra dizoare, ha war da levr e oa skrivet an holl zeizioù a oa merket din, a-raok ma vefe hini anezho. 
PSA.139.17	Pegen talvoudus eo din da soñjoù, o Doue, ha pegen bras eo an niver anezho! 
PSA.139.18	Ha fellout a ra din o niveriñ? Niverusoc'h int eget an traezh. Ha dihun on? Me a zo c'hoazh ganit. 
PSA.139.19	O Doue, ha ne lakai ket an hini drouk da vervel? Tud wadsec'hedik, pellait diouzhin! 
PSA.139.20	Komz a reont a-enep dit en un doare fall, da enebourien a dou e gaou. 
PSA.139.21	, ha ne gasain ket ar re a gasa ac'hanout? Ha ne'm bo ket euzh ouzh ar re en em sav a-enep dit? 
PSA.139.22	O c'hasaat a ran gant ur gasoni beurvat, o derc'hel a ran evel va enebourien. 
PSA.139.23	Furch ac'hanon, o Doue, hag anavez va c'halon; amprou ac'hanon, hag anavez va soñjoù. 
PSA.139.24	Gwel hag-eñ ez on war hent an direizhder, ha ren ac'hanon en hent peurbadus!
PSA.140.1	D'ar mestr-kaner; salm David.
PSA.140.3	a soñj fall en o c'halon, a sav bemdez brezelioù, 
PSA.140.4	a lemm o zeod evel un naer, hag o deus binim naer-wiber dindan o muzelloù. 
PSA.140.5	, diwall ac'hanon diouzh daouarn an hini drouk, ha mir ac'hanon diouzh an hini taer, a glask va lakaat da gouezhañ. 
PSA.140.6	Ar re lorc'hus o deus stegnet ur pech ha lasoù din; lakaet o deus rouedoù war vord an hent; savet o deus antelloù din. 
PSA.140.7	Lavaret em eus d'an 
PSA.140.8	Aotrou, 
PSA.140.9	, na ro ket d'an hini drouk e c'hoantoù, n'en lez ket da zont a-benn eus e vennadoù, en em uhelaat a rafe. 
PSA.140.10	Ra gouezho direizhder o muzelloù, war benn ar re a zo en-dro din! 
PSA.140.11	Ro gouezho glaou devus warno! Ra o stlapo en tan, en doureier don na savint ket diouto! 
PSA.140.12	An den a zo fall e deod ne vo ket startaet war an douar, ha diwar-benn an den taer, an droug a redo war e lerc'h hag en diskaro. 
PSA.140.13	Me a oar penaos e roio an 
PSA.140.14	Ya, ar re reizh a veulo da anv, an dud eeun a chomo dirak da zremm.
PSA.141.1	Salm David.
PSA.141.2	Ra zeuio va fedenn dirazout evel ar c'hwezh-vat, ha savadenn va daouarn evel profadenn an abardaez. 
PSA.141.3	, laka ur gward ouzh va genoù, diwall dor va muzelloù. 
PSA.141.4	Na zoug ket va c'halon war-zu traoù drouk, war-zu oberennoù fall gant ar vicherourien a zireizhder, ha ra ne gemerin ket perzh en o flijadurioù! 
PSA.141.5	Ra skoio an den reizh ac'hanon, kement-se a vo ur vadelezh din; ra c'hourdrouzo ac'hanon, kement-se a vo eoul war va fenn; ne zistroio ket, met bepred e pedin evitañ en e boanioù. 
PSA.141.6	Ro vo stlapet o barnerien a-hed ar reier, neuze e vo selaouet va gerioù rak plijus int. 
PSA.141.7	Evel pa droer douar ha pa faoter anezhañ, hon eskern a zo stlabezet e genoù lec'h ar marv. 
PSA.141.8	Met da'z kavout-te, o 
PSA.141.9	Diwall ac'hanon diouzh ar pech o deus stegnet din, ha diouzh antelloù ar vicherourien a zireizhder! 
PSA.141.10	Ro gouezho ar re zrouk asambles en o rouedoù, e-keit ma c'hellin tec'hout!
PSA.142.1	"Maskil" 
PSA.142.2	Gant va mouezh e krian d'an 
PSA.142.3	Skuilhañ a ran va c'hlemm dirazañ, kontañ a ran va zristidigezh dezhañ. 
PSA.142.4	Pa emañ va spered dinerzhet ennon, te a anavez va hent. Kuzhet o deus ur pech din, en hent a gerzhen gantañ. 
PSA.142.5	Sell ouzh va zu dehou ha gwel! Den ne anavez ac'hanon, pep degemer a vank din, den n'eo chalet gant va ene. 
PSA.142.6	! Krial a ran dit hag e lavaran: Te eo va repu, va lodenn e douar ar re vev. 
PSA.142.7	Bez evezhius ouzh va c'hriadenn, rak gwall ezhommek on. Dieub ac'hanon eus ar re a red war va lerc'h, rak kreñvoc'h ez int egedon. 
PSA.142.8	Tenn va ene eus e doull-bac'h, evit ma veulin da anv. Ar re reizh a zeuio en-dro din, abalamour ma ez po graet vad din.
PSA.143.1	Salm David.
PSA.143.2	Ne d-a ket e barnedigezh gant da servijer, rak den bev ebet ne vo reizh dirazout. 
PSA.143.3	An enebour a glask va ene, gwaskañ a ra va buhez d'an douar, va lakaat a ra da chom en deñvalijenn, evel a re a zo marv abaoe pell zo. 
PSA.143.4	Va spered a zo dinerzhet ennon, va c'halon a zo trubuilhet em c'hreiz. 
PSA.143.5	Me am eus soñj eus an deizioù a-wechall; soñjal a ran en da holl oberennoù; prederiañ a ran war labourioù da zaouarn. 
PSA.143.6	Astenn a ran va daouarn war-zu ennout, va ene en deus sec'hed ac'hanout evel un douar kras. 
PSA.143.7	, hast respont din! Va spered en em guzum. Na guzh ket da zremm diouzhin, en hevelep doare ma teufen da vezañ heñvel ouzh ar re a ziskenn er poull. 
PSA.143.8	Ro din da glevout da vadelezh adalek ar beure, rak en em fiziet on ennout. Ro din da anavezout an hent am eus da vont gantañ, rak savet em eus va ene war-zu ennout. 
PSA.143.9	, dieub ac'hanon eus va enebourien! Rak en em dennet on da'z kavout. 
PSA.143.10	Desk din ober da volontez, rak va Doue out. Ra reno da Spered mat ac'hanon en hent eeun! 
PSA.143.11	, ro din ar vuhez dre garantez evit da anv. En da reizhder, tenn va ene eus an dristidigezh! 
PSA.143.12	Hag en da vadelezh, lam va enebourien kuit, distruj ar re holl a heskin va ene, rak da servijer ez on-me.
PSA.144.1	Salm David.
PSA.144.1	Benniget ra vo an 
PSA.144.2	va madoberour ha va c’hreñvlec’h, va repu uhel ha va dieuber, va skoed hag an hini en em dennan ennañ, an hini a laka va fobl dindanon! 
PSA.144.3	, petra eo an den evit ma ec'h eus evezh outañ, ha mab an den evit ma talc'hez soñj anezhañ? 
PSA.144.4	An den a zo heñvel ouzh ur c'hwezhadenn, e zeizioù a zo evel ur skeudenn a dremen. 
PSA.144.5	, izela da neñvoù ha diskenn, stok ouzh ar menezioù ha ma vogedint! 
PSA.144.6	Laka al luc'hed da lugerniñ ha stlabez anezho, stlap da viroù ha disparfoeltr anezho! 
PSA.144.7	Astenn da zaouarn eus an nec'h, dieub ac'hanon ha tenn ac'hanon eus an doureier bras, eus dorn mibien an diavaeziad, 
PSA.144.8	a lavar gaou o genoù, hag a zo touellus o dorn dehou. 
PSA.144.9	O Doue, kanañ a rin dit ur ganaouenn nevez, da veuliñ a rin war al lourenn dek kordenn. 
PSA.144.10	Te, an hini a ro an dieubidigezh d'ar rouaned, hag a saveta David da servijer eus ar c'hleze lazhus, 
PSA.144.11	dieub ac'hanon ha tenn ac'hanon eus dorn mibien an diavaeziad, a lavar gaou o genoù, hag a zo touellus o dorn dehou. 
PSA.144.12	Ra vo hor mibien evel gwez o kreskiñ en o yaouankiz, hor merc'hed evel peulioù kizellet o kaeraat kerniel ur palez! 
PSA.144.13	Ra vo hor c'havioù leuniet, o kinnig pep seurt traoù! Ra gresko hon deñved dre vilieroù ha dre zek milieroù en hor parkeier! 
PSA.144.14	Ra vo hon ejened bec'hiet gant lard! Ra ne vo na toull na harz na klemm en hor straedoù! 
PSA.144.15	Eürus ar bobl emañ an traoù evel-se ganti! Eürus ar bobl eo an 
PSA.145.1	Meuleudi; eus David.
PSA.145.1	Va Doue, va roue, me az meulo, me a vennigo da anv dalc'hmat ha da viken. 
PSA.145.2	Bemdez e vennigin ac'hanout, da anv a veulin dalc'hmat ha da viken. 
PSA.145.3	An 
PSA.145.4	Ur rummad a veulo da oberennoù da unan all, ha e tisklêrint da oberoù bras. 
PSA.145.5	Me a gomzo eus splannder glorius da veurded, hag eus da oberennoù burzhudus. 
PSA.145.6	Lavaret e vo galloud da burzhudoù spontus, ha me a zisklêrio da vraster. 
PSA.145.7	Embannet e vo soñj eus da vadelezh vras, hag e vo kanet da reizhder. 
PSA.145.8	An 
PSA.145.9	An 
PSA.145.10	O 
PSA.145.11	Disklêriañ a raint gloar da rouantelezh, hag ec'h embannint da c'halloud, 
PSA.145.12	da lakaat mibien an dud da anavezout da oberoù bras, ha splannder glorius da rouantelezh. 
PSA.145.13	Da rouantelezh a zo ur rouantelezh peurbadus, ha da vestroniezh a bad en holl rummadoù. 
PSA.145.14	An 
PSA.145.15	Daoulagad an holl a esper ennout, hag e roez dezho o bevañs en o amzer. 
PSA.145.16	Digeriñ a rez da zorn, hag e roi e walc'h da gement a vev. 
PSA.145.17	An 
PSA.145.18	An 
PSA.145.19	Peurober a ra c'hoant ar re holl a zouj anezhañ, klevout a ra o c'hriadenn hag e tieub anezho. 
PSA.145.20	An 
PSA.145.21	Va genoù a embanno meuleudi an 
PSA.146.1	Meulit an 
PSA.146.2	Me a veulo an 
PSA.146.3	N'en em fiziit ket er re vras, nag e mab den ebet, ne c'hellont ket dieubiñ. 
PSA.146.4	E c'hwezh a ya digantañ, distreiñ a ra en e boultr, hag en deiz-se e c'hoantoù a ya da goll. 
PSA.146.5	Eürus an den a zo Doue Jakob e sikourer, hag a laka e esperañs en 
PSA.146.6	an hini en deus graet an neñvoù hag an douar, ar mor ha kement a zo ennañ, an hini a zalc'h ar fealded da viken, 
PSA.146.7	a ro o gwir d'ar re a zo gwasket, an hini a ro bara d'ra re o deus naon! 
PSA.146.8	An 
PSA.146.9	An 
PSA.146.10	An 
PSA.147.1	Meulit an 
PSA.147.2	An 
PSA.147.3	a yac'ha ar re o deus ar c'halon flastret, hag a lien o goulioù. 
PSA.147.4	Kontañ a ra niver ar stered, o gervel a ra holl dre o anv. 
PSA.147.5	Meur eo hon Aotrou, e c'halloud a zo bras, e skiant a zo divent. 
PSA.147.6	An 
PSA.147.7	Kanit d'an 
PSA.147.8	Goleiñ a ra an neñvoù gant ar c'houmoul, kempenn a ra ar glav evit an douar, lakaat a ra ar geot da ziwanañ war ar menezioù, 
PSA.147.9	reiñ a ra magadur d'ar chatal, ha da re vihan ar vran o krial. 
PSA.147.10	Ne laka ket e blijadur e nerzh ar marc'h, ne ra van ebet eus divhar an den, 
PSA.147.11	an 
PSA.147.12	Jeruzalem, kan d'an 
PSA.147.13	Rak startaet en deus barrennoù da zorojoù, benniget en deus da vibien en da greiz, 
PSA.147.14	reiñ a ra ar peoc'h da'z harzoù, leuniañ a ra ac'hanout eus ar gwellañ gwinizh. 
PSA.147.15	Kas a ra e c'her war an douar, hag e gomz a red buan. 
PSA.147.16	Reiñ a ra an erc'h heñvel ouzh ar gloan, hag e skuilh ar rev gwenn evel ludu. 
PSA.147.17	Teurel a ra skorn dre dammoù, piv a bado dirak e yenijenn? 
PSA.147.18	Kas a ra e gomz, hag o laka da deuziñ. Lakaat a ra e avel da c'hwezhañ, hag e red an doureier. 
PSA.147.19	Roet en deus da anavezout e gomz da Jakob, e reolennoù hag e varnedigezhioù da Israel. 
PSA.147.20	N'en deus graet evel-se da vroad all ebet, ha n'anavezont ket e varnedigezhioù. Meulit an 
PSA.148.1	Meulit an 
PSA.148.2	Meulit anezhañ e holl aeled! Meulit anezhañ e holl armeoù! 
PSA.148.3	Meulit anezhañ heol ha loar! Meulit anezhañ stered lugernus! 
