MAT.1.1	Абраһамай үри һадаһан болохо Давидай үри һадаһан Иисус Христосой уг гарбалынь иимэ:
JHN.21.16	– Тиимэ даа, Дээдын Эзэн, шамда минии дуратайе ши мэдэнэ ха юмши, – гэжэ Петр харюусаба.
JHN.21.16	– Минии хонидые харууһалжа бай.
JHN.21.17	Иисус тэрээнһээ гурбадахияа:
JHN.21.17	– Иоаннай хүбүүн Симон, ши намда дуратай гүш? – гэжэ һураба.
JHN.21.17	Намда дуратай гүш гэжэ Иисусай гурбадахияа һурахадань, Петрой досоо уйдхартай байба.
JHN.21.17	– Дээдын Эзэн, ши бултыень мэдэжэ байналши. Шамда минии дуратайе ши мэдэнэ ха юмши, – гэжэ Иисуста Петр харюусаба.
JHN.21.17	Иисус тэрээндэ:
JHN.21.17	– Минии хонидые харууһалжа бай. 
JHN.21.18	Шамда үнэн зүбые хэлэнэб: залуу ябахадаа бүһэеэ ши өөрөө бүһэлөөд, дуратай тээшээ ошодог байгааш. Харин үтэлхэдэшни гарыешни уяад, шинии ошохо дурагүй байһан газарта шамайе хүтэлөөд абаашаха, – гэжэ хэлэбэ.
JHN.21.19	Иигээд хэлэхэдээ, Петр ямар үхэлөөр үхэжэ Бурханиие алдаршуулхаб гэжэ Иисус ойлгуулһан байгаа. Тиигээд:
JHN.21.19	– Минии хойноһоо дахаад яба! – гэжэ Петрто хэлэбэ.
JHN.21.20	Петрой гэдэргээ эрьеэд харахадань, Иисусай дуратай шаби Петрой арада ябаба. Һүүлшын үдэшэ хоол барижа байха үедэ эгээл тэрэ шабинь Иисусай сээжэдэ толгойгоо налаад һуужа байһанаа: «Дээдын Эзэн аа! Шамайе хэн барижа үгэхэеэ байнаб?» – гэжэ һураа бэлэй. 
JHN.21.21	Петр тэрэ шабииень хараад, Иисусһаа:
JHN.21.21	– Дээдын Эзэн аа, энэмнай яахань гээшэб? – гэжэ һураба.
JHN.21.22	– Һөөргөө бусажа ерэтэрни энэ шабиингаа амиды байхые хүсөөшье һаамни, шамда ямар хэрэг байнаб? Ши минии хойноһоо дахаад яба! – гэжэ Иисус хэлэбэ.
JHN.21.23	Тиимэл ушарһаа тэрэ шабинь үхэхэгүй гэһэн һураг бэшэнүүдэйнь дунда тараба. Теэд үхэхэгүй гэжэ Иисус хэлээгүй, харин: «Һөөргөө бусажа ерэтэрни энэ шабиингаа амиды байхые минии хүсөөшье һаамни, шамда ямар хэрэг байнаб?» – гэжэ хэлээ һэн.
JHN.21.24	Тэрэл шабинь энээн тухай хөөрэһэн, эдэ бүгэдые бэшэһэн байна. Тэрэ шабиинь энэ гэршэ баримта үнэн зүб юм гэжэ бидэ мэдэнэбди.
JHN.21.25	Иисус үшөөшье олон хэрэгүүдые бүтээһэн байна. Хэрбээ эдэ бүгэдыень тодорхойгоор бэшээ һаа, тиимэ олон номууд бүхы дэлхэйдэшье багтахагүй һэн гэжэ һананаб.
ACT.1.1+ACT.1.2	Хүндэтэ Феофил! Иисусай хэрэгүүдээ бүтээжэ эхилһэн сагһаа тэнгэри өөдэ дэгдэхэ саг хүрэтэрөө юу хэжэ, юундэ хүнүүдые һургажа байһан тухайнь би түрүүшынгээ ном соо бэшээ һэнби. Тэнгэри өөдэ дэгдэхынгээ урда тээ Иисус Нангин Һүлдын хүсөөр шэлэжэ абаһан элшэнэртээ захяа үгэһэн юм. 
ACT.1.3	Хэрээһэндэ хадагдажа зоболон эдлэһэнэйнгээ удаа дүшэн хоногой туршада тэрэ өөрынгөө амиды байһые баталан, элшэнэртээ оло дахин ерэдэг бэлэй. Элшэнэрынь тэрэниие харадаг, тиихэдэ Иисус тэдэндээ Бурханай хаан орон тухай хөөрэдэг байгаа. 
ACT.1.4	Нэгэтэ элшэнэрээрээ хамта байхадаа, Иисус тэдэнэртээ:
ACT.1.4	– Иерусалимдаа байгты. Минии түрүүн хэлэһэнээр таанадта Эсэгымни үгэхэб гэжэ найдуулһан юумые хүлеэжэ байгты. 
ACT.1.5	Иоанн уһаар арюудхадаг байгаа, харин таанад Нангин Һүлдөөр мэнэ гэһээр арюудхадаг болохот, – гэжэ захяа һэн.
ACT.1.6	Элшэнэр суглараад байхадаа, Иисуста хандан:
ACT.1.6	– Дээдын Эзэн, ши тиихэдээ Израилиин хаан орониие сүлөөлжэ, захирха эрхыень бусаахашни гү? – гэбэ.
ACT.1.7	– Таанарта Эсэгын эрхэ мэдэлээр тогтоогдоһон саг болзорой ерэхые мэдэхэ хэрэггүй. 
ACT.1.8	Гэбэшье Нангин Һүлдын танай дээрэ буухада, таанад хүсэтэй боложо, Иерусалимай, бүхы Иудейн болон Самариин нютагуудһаа эхилээд, газарай заха хизаар хүрэтэр минии гэршэнүүд болохот, – гэжэ тэрэнь харюусаба.
ACT.1.9	Эдэ үгэнүүдээ хэлэһээр Иисус элшэнэрэйнгээ хаража байтар тэнгэри өөдэ дэгдэжэ захалба, тииһээр үүлэндэ халхалуулба.
ACT.1.10	Тэрэнэй дэгдэхые хаража, тэнгэри өөдэ шэртэжэ байһан элшэнэрэй хажууда сагаан хубсаһатай хоёр хүн гэнтэ бии болобо.
ACT.1.11	– Галилейнхид! Юугээ тэнгэри өөдэ шэртэн зогсоо хүмта? Тэнгэри өөдэ таанадһаа үргэгдэжэ абтаһан Иисус танай хараһаар байтар тэнгэридэ дэгдэһэндээл тон адляар бусажа ерэхэ, – гэжэ тэдэ хоёр хэлэбэ.
ACT.1.12	Тиигээд тэдэ элшэнэр хотоһоо нэгэ модоной газарта оршодог Элеон хадаһаа буужа, Иерусалимдаа бусаба. 
ACT.1.13	Гэртээ ерэжэ, өөһэдынгөө байрладаг дээдэ дабхарай таһалгада тэдэ ошобод. Тэдэ элшэнэрэй нэрэнүүдынь Пётр, Иоанн, Яков, Андрей, Филипп, Фома, Варфоломей, Матвей, Алфейн хүбүүн Яков, Симон Зелот, Яковай хүбүүн Иуда болоно. 
ACT.1.14	Тэдэнэр Иисусай эхэ Мариятай, тэрэнэй аха дүүнэртэй болон бусад эхэнэрнүүдтэй хамта сугларжа, һанал сэдьхэлээрээ нэгэдэн, ходо зальбардаг байгаа.
ACT.1.15	Хэдэн хоногой удаа зуун хорёод һүзэглэгшэдэй суглараад байхада Пётр өөдөө бодожо хэлэбэ:
ACT.1.16	– Аха дүүнэрни, аа! Иудын хуби заяан тухай Нангин Һүлдын Давидаар уридшалан хэлүүлһэн Нангин Бэшэгэй мүрнүүд үнэн дээрээ бэелхэ ёһотой байгаа. Иисусые бэдэрһэн зондо Иуда байһан газарыень заажа үгөө. 
ACT.1.17	Иуда бидэнтэй хамта Бурханда алба хэхээр һунгагдаһан хадаа бидэнэй нэгэн байһан юм.
ACT.1.18	(Тэрэ хүн өөрынгөө хара хэрэгээр олоһон мүнгөөрөө газар худалдажа абаа. Тиигээд тэндээ толгойгоо сохин унажа, ехээр гэмтээ: гүзээниинь хахаржа, бүхы гэдэһэ доторынь гарашаба. 
ACT.1.19	Энээн тухай бүхы Иерусалимай хүн зон дуулажа, тэрэ газарые өөрынгөө хэлэн дээрэ «Акелдама» гэжэ нэрлээ һэн, тэрэнь «Шуһата газар» гэһэн удхатай үгэ байгаа.)
ACT.1.20	Энээн тухай «Бурханай дуунуудай ном» соо:
ACT.1.20	«Тэрэнэй гэр байра хооһорхонь болтогой,
ACT.1.20	тэндэ хэншье байрлахагүйнь болтогой», – гэжэ бэшэгдэнхэй.
ACT.1.20	Үшөө ондоо газарта:
ACT.1.20	«Тэрэнэй орондо ондоо хүн алба хэхэнь болтогой», – гэжэ бэшээтэй байдаг.
ACT.1.21+ACT.1.22	Тиимэһээ Иудые ондоо хүн һэлгэхэ ёһотой. Тэрэ хүн Иоаннай уһаар арюудхахаһаа эхилээд, Иисусай тэнгэри өөдэ дэгдэһэн саг хүрэтэр үргэлжэ маанадтай хамта Дээдын Эзэн Иисусые дахажа ябаһан хүнүүдэй нэгэн, тэрэнэй амидыралгын гэршэнэрэй нэгэн байха ёһотой.
ACT.1.23	Юст гэжэ ара нэрэтэй Иосиф (тэрэниие баһа Баршабба гэжэ нэрлэдэг һэн) ба Матвий хоёрые һунгаха гэһэн дурадхал оробо.
ACT.1.24+ACT.1.25	– Дээдын Эзэн, аа! Ши хүнүүдэй һанал бодолые мэдэнэш. Тиимэһээ байха ёһотой газартаа ошохо гэжэ алба хэхэеэ болиһон Иудын орондо алба хэжэ, элшэн болохыень эдэ хоёрой хэниие шэлэжэ абаһанаа бидэндэ харуулыш, – гэжэ суглараашад зальбарба.
ACT.1.26	Жээрэб татахадань, Матвийда тудаа. Тиин Матвий арбан нэгэн элшэнэрээр хамтаран, арбан хоёрдохи элшэн болобо.
