GEN.1.2	Umhlaba wawulihlane lelingenalutfo, bumnyama babumbonye emanti nekujula kwawo; Moya waNkulunkulu
JER.8.2	Ayawukwenekwa elangeni, nasenyangeni, nakuto tonkhe tinkhanyeti tasemazulwini lababekutsandzile, bakusebentela, bakulandzela, bakufuna, bakukhotsamela. Akayiwubutfwa futsi akayiwungcwatjwa, kodvwa ayawuba njengemfucuta yetibi lelahlwe emhlabatsini. 
JER.8.3	Yonkhe indzawo lapho ngiyakuyicoshela khona lensali yalesive lesibi iyawucolela kufa kunekuphila, kusho Simakadze longuSomandla.’ ”
JER.8.4	“Khuluma kubo utsi: ‘Naku lokushiwo nguSimakadze, utsi:
JER.8.4	“ ‘Bantfu nabawa,
JER.8.4	bayaye bangabe basavuka yini?
JER.8.4	Umuntfu nakahlubuka,
JER.8.4	uyaye angabe asabuya yini?
JER.8.5	Bahlubukeleni kepha labantfu?
JER.8.5	IJerusalema yentiwa yini lokuhlubuka njalo nje?
JER.8.5	Banamatsela ekuyengweni,
JER.8.5	bala kubuya.
JER.8.6	Ngibalalele kahle hle,
JER.8.6	kodvwa abakhulumi lokulungile.
JER.8.6	Kute namunye lophendvukako ebubini bakhe,
JER.8.6	atibute, atsi: “Ngenteni kantsi?”
JER.8.6	Ngulowo nalowo utihambela ngendlela yakhe
JER.8.6	njengelihhashi nalihlasela ekulweni.
JER.8.7	uyatati tikhatsi takhe letimisiwe,
JER.8.7	nelituba, nenkonjane, nadvoye,
JER.8.7	kuyatigcina tikhatsi tako tekuhamba,
JER.8.7	kodvwa sive sami asitati timiso taSimakadze.
JER.8.8	“ ‘Ningasho kanjani kutsi: “Sihlakaniphile tsine,
JER.8.8	ngobe sinemtsetfo waSimakadze,”
JER.8.8	ibe kantsi lutsi lwemanga lwebabhali
JER.8.8	lukucobele phansi lokungemanga?
JER.8.9	bayawujabhiswa, babhajwe elugibeni.
JER.8.9	Njengobe balilahlile livi laSimakadze nje,
JER.8.9	banakuphi-ke kuhlakanipha?
JER.8.10	ngibanikela kulamanye emadvodza,
JER.8.10	nemasimi abo ngiwanike labanye bantfu,
JER.8.10	kutsi abe ngewabo.
JER.8.10	Kusukela kulomncane kakhulu
JER.8.10	kuye kulomkhulu kakhulu,
JER.8.10	bonkhe babogubhela kwesabo.
JER.8.10	Baphrofethi nebaphristi bayafanana,
JER.8.10	bonkhe bayayengana.
JER.8.11	kube shangatsi yintfo nje lengenamsebenti,
JER.8.11	babe batsi: “Kuthula, kuthula,”
JER.8.11	kube kantsi kute nalokuthula.
JER.8.12	Kantsi banawo yini emahloni
JER.8.12	ngalamanyala abo labawentako?
JER.8.12	Cha, bate nalamancane nje emahloni;
JER.8.12	abakwati ngisho nekukhophota.
JER.8.12	Ngako bayakuwela kulabawile,
JER.8.12	bayakwehliselwa phansi,
JER.8.12	nabajeziswako, kusho Simakadze.
JER.8.13	Ngiyawususa sivuno sabo,
JER.8.13	kuyawubate emagelebisi emvinini.
JER.8.13	Kuyawubate emakhiwa esihlahleni semkhiwa,
JER.8.13	nemacembe aso ayawubuna.
JER.8.13	Loko lengabanika kona kuyawutsatfwa kubo.’ ”
JER.8.14	Butsanani ndzawonye!
JER.8.14	Asibalekeni siye emadolobheni labiyelwe,
JER.8.14	siyewufela khona!
JER.8.14	Ngobe Simakadze Nkulunkulu wetfu
JER.8.14	sewusimisele kutsi sibhubhe,
JER.8.14	wasinika emanti lanashevu kutsi siwanatse,
JER.8.14	ngobe sonile kuye.
JER.8.15	kodvwa kute lokuhle lokufikile,
JER.8.15	besetsembe sikhatsi sekuphiliswa,
JER.8.15	kwefika lokwesabisako kodvwa nje.
JER.8.16	kuyevakala kuvela kulakaDani,
JER.8.16	kukhala kwetinjomane tabo
JER.8.16	kutfutfumelisa lonkhe live.
JER.8.16	Tifikele kutawushwabudzela live
JER.8.16	nako konkhe lokukulo,
JER.8.16	lidolobha kanye nabo bonkhe labahlala kulo.”
JER.8.17	“Buka-ke, ngitawutfumela
JER.8.17	tinyoka letinesihlungu lesibi emkhatsini wenu,
JER.8.17	tindlondlo letingeke titsetjulwe
JER.8.17	ngumuntfu titewuniluma,” kusho Simakadze.
JER.8.18	Kute likhambi
JER.8.18	inhlitiyo yami iselusizini.
JER.8.19	sikhala eveni lelikhashane kakhulu, sitsi:
JER.8.19	“Simakadze akekho yini eSiyoni?
JER.8.19	Kungabe iNkhosi yayo ayikho yini lapho?”
JER.8.19	“Bangitfukutseliseleni ngaletitfombe tabo,
JER.8.19	ngaletithico tabo tebetive letingenamsebenti?”
JER.8.20	“Kuvuna sekwendlulile,
JER.8.20	lihlobo seliphelile,
JER.8.20	kodvwa tsine asikasindziswa.”
JER.8.21	Njengobe bantfu bami bayabhujiswa,
JER.8.21	nami ngiyabhujiswa;
JER.8.21	ngiyalila, nekwesaba kuyangintfonya.
JER.8.22	Sekute yini inyanga lapho?
JER.8.22	Kepha sekute leni kuphiliswa
JER.8.22	kwemanceba ebantfu bami?
JER.9.1	nemehlo ami abe ngumtfombo wetinyembeti,
JER.9.1	bengitawukhala busuku nemini,
JER.9.1	ngenca yekubulawa ngesihluku kwesive sami!
JER.9.2	lapho bengingashiya khona sive sami, ngisuke kuso,
JER.9.2	ngobe bonkhe batiphingi,
JER.9.2	sicumbi sebantfu labangaketsembeki.
JER.9.3	“Balola tilwimi tabo njengebutjoki,
JER.9.3	bentele kudubula emanga.
JER.9.3	Abaphumeleli ngalo liciniso
JER.9.3	Besuka esonweni baye esonweni,
JER.9.3	abanginaki nekunginaka,” kusho Simakadze.
JER.9.4	Ngobe bonkhe bomnakenu banemanga,
JER.9.4	nabo bonkhe bangani bayayengana.
JER.9.5	kute namunye lokhuluma liciniso.
JER.9.5	Bafundzise tilwimi tabo kukhuluma emanga;
JER.9.5	bayatiphuphisa bona ngekwenta sono.
JER.9.6	Wena
JER.9.6	ngalamanga abo bayala kungemukela,”
JER.9.6	kusho Simakadze.
JER.9.7	“Buka la, ngitabavivinya ngibacolisise,
JER.9.7	ngobe yini lenye lengingayenta
JER.9.7	macondzana nesono sebantfu bami?
JER.9.8	lukhuluma emanga odvwana.
JER.9.8	Ngulowo nalowo uncempheta ngalo
JER.9.8	kumakhelwane wakhe,
JER.9.8	kantsi ngenhlitiyo umbekela lugibe.
JER.9.9	“Ngingete ngatiphindziselela yini mine
JER.9.9	esiveni lesifanana nalesi?”
JER.9.10	ngikhihlite sililo ngenca yemadlelo asehlane.
JER.9.10	Alahliwe omile akasahanjwa ngumuntfu,
JER.9.10	nekubhonsa kwetinkhomo akusevakali.
JER.9.10	Tinyoni tasemoyeni setibalekile,
JER.9.10	netilwane tihambile.
JER.9.11	ngiyente umgedze wetimphungutja.
JER.9.11	Emadolobha akaJuda ngiyakuwenta abe tindzala,
JER.9.11	kuze kubete muntfu lohlala kuwo.”
JER.9.13	Simakadze watsi: “Kungenca yekutsi bawufulatsele umtsetfo wami lengababekela wona; abakangilaleli, kantsi futsi abakawulandzeli umtsetfo wami. 
JER.9.14	Esikhundleni saloko, balandzele inkhani yetinhlitiyo tabo, balandzela boBhali, njengemfundziso yaboyise.” 
JER.9.15	Ngako-ke, naku lokushiwo nguSimakadze longuSomandla, Nkulunkulu wema-Israyeli, utsi: “Buka la, labantfu ngitabadlisa kudla lokubabako, ngibanatsise emanti lanashevu. 
JER.9.16	Ngiyawubasakatela emkhatsini wetive labangazange sebatati, bona kanye naboyise, ngiyawubacosha ngenkemba ngize ngibacedze.”
JER.9.17	“Caphelani-ke manje!
JER.9.17	Bitani bafati besililo kutsi bete;
JER.9.17	ngibiteleni labo labahlakaniphile babo.
JER.9.18	Abefike masinyane, batesikhihlela sililo,
JER.9.18	emehlo etfu adzimate aphophote tinyembeti;
JER.9.18	kugobhote imifula yemanti etinkhopheni tetfu.
JER.9.19	Umsindvo wesililo sewuvakele uvela eSiyoni, utsi:
JER.9.19	‘Maye, likhulu bo lihlazo letfu!
JER.9.19	Sekufanele silishiye lelive letfu,
JER.9.19	ngobe tindlu tetfu setiyimfuhlululu.’ ”
JER.9.20	Awu, nine labasikati,
JER.9.20	vanini livi laSimakadze.
JER.9.20	Vulani tindlebe tenu kuwo emavi
JER.9.20	laphuma emlonyeni wakhe.
JER.9.20	Fundzisani emadvodzakati enu kukhihla sililo,
JER.9.20	fundzisani ngulowo nalowo kulila.
JER.9.21	Kufa sekufohle emafasitelo etfu kwangena ngekhatsi,
JER.9.21	kwadzimate kwangena nasetinqabeni tetfu,
JER.9.21	kwancamula bantfwana lapha etindleleni,
JER.9.21	nemajaha ancamuka etinkhundleni.
JER.9.22	“ ‘Tidvumbu temadvodza tiyawulala lunja
JER.9.22	ematsafeni njengetibi,
JER.9.22	kube shangatsi ngemabele lajutjiwe,
JER.9.22	asala ngemvakwalovunako,
JER.9.22	yebo, emabele lasala
JER.9.22	ate lowabutsako emvakwalovunako.’ ”
JER.9.23	Naku lokushiwo nguSimakadze, utsi:
JER.9.23	“Lohlakaniphile akangatigabatisi
JER.9.23	ngekuhlakanipha kwakhe,
JER.9.23	kanjalo nemuntfu lonemandla
JER.9.23	akangatigabatisi ngemandla akhe,
JER.9.23	kanjalo futsi nemuntfu lonjingile
JER.9.23	angatigabatisi ngebunjinga bakhe.
JER.9.24	Kwekutsi uyangicondza,
JER.9.24	futsi uyangati mine,
JER.9.24	kutsi nginguSimakadze lophatsana ngemusa,
JER.9.24	ehlulele ngekwemtsetfocotfo,
JER.9.24	abuse nangekulunga emhlabeni,
JER.9.24	ngobe ngiyajabula-ke kuloko,” kusho Simakadze.
JER.9.25	Simakadze umemetela utsi: “Lalela ngikutjele! Ayeta emalanga, lapho ngiyawujezisa bonkhe labasoke enyameni kuphela, 
JER.9.26	baseGibhithe, nebakaJuda, nebaka-Edomu, nebaka-Amoni, nebakaMowabi, nabo bonkhe labahlala ehlane etindzaweni letikhashane.
JER.10.1	Vanini lokushiwo nguSimakadze kini, ninendlu yaka-Israyeli. 
JER.10.2	Naku lokushiwo nguSimakadze, utsi:
JER.10.2	“Ningatifundzi tindlela tebetive
JER.10.2	nome-ke netfuswe tibonakaliso letisesibhakabhakeni,
JER.10.2	nome ngabe tive tiyatfutfumela ngato.
JER.10.3	bajuba sihlahla ehlatsini,
JER.10.3	bese kutsi umbati usibata ngelishizolo lakhe,
JER.10.4	bakuhlobise ngesiliva nangegolide,
JER.10.4	bakutsekeletele ngehhamela nangetipikili,
JER.10.4	kuze kungetiwuntengetela.
JER.10.5	letithico tabo atikwati kukhuluma,
JER.10.5	kudzingeka tize tetfwalwe, ngobe atikwati kutihambela.
JER.10.5	Ningatesabi, tingeke tinente lutfo lolubi,
JER.10.5	kantsi futsi kute naloluhle letingalwenta.”
JER.10.6	nemandla eLibito lakho makhulu kakhulu.
JER.10.7	awu, wena Nkhosi yetive?
JER.10.7	Lolu ludvumo lolufanele wena.
JER.10.7	Kute namunye lofanana nawe,
JER.10.7	kuto tonkhe tihlakaniphi tetive,
JER.10.7	nakuyo yonkhe imibuso yato.
JER.10.8	tifundziswa tithico letingenamsebenti tetigodvo.
JER.10.9	iyaletfwa isuka eThashishi,
JER.10.9	negolide legcotjiwe isuka e-Ufazi.
JER.10.9	Loko lokubatwe ngumbati nangumbumbi wetegolide,
JER.10.9	kubese kwembatsiswa letiluhlata
JER.10.9	njengesibhakabhaka naletibukhwebeletane,
JER.10.9	konkhe kwakhiwe tingcweti.
JER.10.10	unguNkulunkulu lophilako, iNkhosi yaphakadze.
JER.10.10	Nakatfukutsele yena,
JER.10.10	kutfutfumela umhlaba,
JER.10.10	tive atikhoni kumelana nelulaka lwakhe.
JER.10.11	“Batjele naku: ‘Labonkulunkulu labangazange
JER.10.11	sebalibumbe lizulu nemhlaba,
JER.10.11	batawubhubha baphele emhlabeni,
JER.10.11	ngisho nangaphansi kwemazulu.’ ”
JER.10.12	ngemandla akhe lamakhulu;
JER.10.12	wesekela umhlaba ngekuhlakanipha kwakhe,
JER.10.12	weneka emazulu ngekucondza kwakhe.
JER.10.13	ukhuphula emafu emikhawulweni yemhlaba.
JER.10.13	Utfumela imibane kanye nemvula,
JER.10.13	akhiphe umoya lohhushako etingungwini takhe.
JER.10.14	futsi abanalwati,
JER.10.14	bonkhe babumbi betegolide
JER.10.14	bahlazekile ngetithico tabo.
JER.10.14	Titfombe tabo tiyinkhohliso, atinamphefumulo.
JER.10.15	Atinamsebenti walutfo, tintfo nje tekuhlekisa,
JER.10.15	kuyawutsi nakufika kwehlulelwa kwato, tibhubhe.
JER.10.16	ngobe yena unguMenti wato tonkhe tintfo,
JER.10.16	wamenta na-Israyeli, sive lesilifa lakhe,
JER.10.16	nguSimakadze Somandla libito lakhe.
JER.10.17	Butsani timphahla tenu titewusuka kulelive,
JER.10.17	nine lenihlala nivinjetelwe yimphi.
JER.10.18	Ngobe naku lokushiwo nguSimakadze, utsi:
JER.10.18	“Ngalesikhatsi ngiyawubadzacata
JER.10.18	labo labakhile kulelive.
JER.10.18	Ngiyawubacindzetela ngenjabhiso lembi,
JER.10.18	kuze bakuve bonkhe.”
JER.10.19	Silondza sami aselapheki!
JER.10.19	Noko ngatitjela, ngatsi:
JER.10.19	“Lesi sifo sami,
JER.10.19	kufanele ngisibeketelele.”
JER.10.20	Lithende lami libhidlitiwe;
JER.10.20	tonkhe tindophi talo tidzabukile.
JER.10.20	Emadvodzana ami esukile kimi, akasekho;
JER.10.20	kute namunye losasele nyalo,
JER.10.20	kute longangimisela lelithende lami,
JER.10.20	nome-ke angimisele lelidlangala lami.
JER.10.21	abambuti naSimakadze;
JER.10.21	ngako abaphumeleli,
JER.10.21	nayo yonkhe imihlambi yabo isakatekile.
JER.10.22	siphitsiphitsi lesikhulu,
JER.10.22	lesivela eveni langasenyakatfo!
JER.10.22	Utakwenta emadolobha akaJuda
JER.10.22	asale akhala libhungane,
JER.10.22	angumgedze wetimphungutja.
JER.10.23	kute umuntfu lotiphatsele yena imphilo yakhe.
JER.10.23	Akusiko kwemuntfu kutsi
JER.10.23	aticondzisele yena tinyatselo takhe.
JER.10.24	loko ukwente ngemtsetfocotfo wakho kuphela,
JER.10.24	kungabi ngekwelulaka lwakho,
JER.10.24	funa ungehlise ngidzimate ngibe lite.
JER.10.25	letingakwemukeli wena,
JER.10.25	etikwetive letingalibiti Libito lakho.
JER.10.25	Ngobe Jakobe timudle tamshwabudzela,
JER.10.25	timudle taze tamshwabudzela,
JER.10.25	tabhubhisa live lakhe lekutalwa.
JER.11.1	Leli livi lelefika kuJeremiya liphuma kuSimakadze, litsi: 
JER.11.2	“Lalela timiso talesivumelwane utikhulume esiveni sakaJuda nakulabo labahlala eJerusalema. 
JER.11.3	Batjele kutsi: Naku lokushiwo nguSimakadze Nkulunkulu waka-Israyeli, utsi: ‘Ucalekisiwe umuntfu longalaleli timiso talesivumelwane, 
JER.11.4	timiso lengayala ngato bokhokho benu mhlazane ngibakhipha eGibhithe, embawuleni yemlilo loncibilikisa insimbi.’ Ngatsi: ‘Lalelani mine, nente konkhe lenginiyala ngako, khona niyawuba sive sami, nami ngibe nguNkulunkulu wenu. 
JER.11.5	Mine ngiyawube ngifeza sifungo lengasenta kubokhokho benu, kutsi ngibanike live leligcwele lubisi neluju lwetinyosi,’ lekulive lenu lamuhla.”
JER.11.5	Ngaphendvula ngatsi: “Amen, Simakadze.”
JER.11.6	Simakadze wakhuluma kimi, watsi: “Wamemetele onkhe lamavi emadolobheni akaJuda nasetitaladini taseJerusalema, utsi: ‘Lalelani timiso talesivumelwane, nitilandzele. 
JER.11.7	Kusukela ngesikhatsi lengakhipha ngaso bokhokho benu eGibhithe kuze kube ngulamuhla, ngangibayala njalo nje, ngitsi: Ngilaleleni. 
JER.11.8	Kodvwa abazange bangilalele, abazange sebanginake nekunginaka, esikhundleni saloko bonkhe balandzela inkhani yetinhlitiyo tabo letimbi. Ngako ngehlisela etikwabo tonkhe ticalekiso talesivumelwane lengangibayale ngaso kutsi basilandzele kodvwa labangazange basigcina.’ ”
JER.11.9	Ngako Simakadze wakhuluma kimi, watsi: “Kukhona luzungu emkhatsini wesive sakaJuda nakulabo labahlala eJerusalema. 
JER.11.10	Babuyela etonweni tabokhokho babo, labala kulalela emavi ami. Balandzele labanye bonkulunkulu, bakhonta bona. Indlu yaka-Israyeli nendlu yakaJuda, totimbili tisephulile sivumelwane lengasenta nabokhokho bato. 
JER.11.11	Ngako-ke naku lokushiwo nguSimakadze, utsi: ‘Ngiyakwehlisela etikwabo inhlekelele labangeke bakhone kuyibalekela. Nome bangakhala bacele lusito kimi, ngingeke ngibalalele. 
JER.11.12	Emadolobha akaJuda kanye nebantfu baseJerusalema bayawuhamba bayewukhala kubonkulunkulu labatfuncisa kubo imphepho, kodvwa bangeke babasite nakancane nje nase behlelwa ngulenhlekelele. 
JER.11.13	Ninabonkulunkulu labanyenti labangangalamadolobha enu, nine maJuda; nalamalati leniwamisele kutfuncisa imphepho kuwo, niyitfuncisele sithico lesilihlazo lesinguBhali, manyenti angangetitaladi taseJerusalema.’
JER.11.15	“Lotsandzekako wami wentani ethempelini lami,
JER.11.15	ngesikhatsi enta emacebo akhe ebubi nalabanyenti?
JER.11.15	Inyama lenikelwe ingasijikisa yini sijeziso sakho?
JER.11.15	Nase wenta bubi bakho uyajabula.”
JER.11.16	Simakadze wakubita ngekutsi
JER.11.16	wena usihlahla semncumo lesikhula kahle,
JER.11.16	lesitsela titselo letihle impela.
JER.11.16	Kodvwa ngekubhodla
JER.11.16	kwesivunguvungu lesinemandla
JER.11.16	uyakusilumeka ngemlilo,
JER.11.16	emagala aso ayakwephuka.
JER.11.17	Simakadze Somandla lowakuhlanyela, sewukumisele inhlekelele, ngobe indlu yaka-Israyeli nendlu yakaJuda tente lokubi tangicunula, ngatfukutsela ngekutfuncisa kwato imphepho kuBhali.
JER.11.18	Njengobe Simakadze alwembula luzungu lwabo kimi, ngabe sengiyalwati, ngobe ngaleso sikhatsi wangibonisa kutsi bentani. 
JER.11.19	Bengifanana nelizinyane lemvu lelitfobile liyewuhlatjwa; ngangingati kutsi kantsi bese bente lisu lekungenta silo sengubo, batsi:
JER.11.19	“Asisibhubhise lesihlahla kanye netitselo taso,
JER.11.19	asimkhweshise eveni lalabaphilako,
JER.11.19	kuze libito lakhe lingaphindzi likhunjulwe.”
JER.11.20	wena lowehlulela ngekulunga,
JER.11.20	uvivinye inhlitiyo nengcondvo,
JER.11.20	ngicela kubona wena utikhiphela sibhongo kubo,
JER.11.20	ngobe mine ngitinikele kuwe ngatilahla ematsambo.
JER.11.21	Ngako-ke naku lokushiwo nguSimakadze ngemadvodza ase-Anathothi lafunana nemphilo yami, atsi: “Ungaphrofethi ngelibito laSimakadze, funa sikubulale ngetandla tetfu,” 
JER.11.22	ngako-ke naku lokushiwo nguSimakadze longuSomandla, utsi: “Ngitabajezisa. Emajaha abo atawubulawa ngenkemba, emadvodzana nemadvodzakati abo abulawe yindlala. 
JER.11.23	Kute ngisho lencane insali leyawusala kubo, ngobe ngiyakwehlisela inhlekelele etikwemadvodza ase-Anathothi ngemnyaka wekujeziswa kwawo.”
JER.12.1	nangiletsa indzaba embikwakho.
JER.12.1	Noko ngifuna kukhuluma nawe
JER.12.1	macondzana nekwehlulela kwakho.
JER.12.1	Kwentiwa yini kutsi indlela yalomubi iphumelele?
JER.12.1	Kwentiwa yini kutsi labangaketsembeki
JER.12.1	bahlale kahle bakhululekile?
JER.12.2	Sonkhe sikhatsi uhlala usetindzebeni temilomo yabo,
JER.12.2	kodvwa ukhashane netinhlitiyo tabo.
JER.12.3	uyangibona,
JER.12.3	uvivinye imicabango yami ngawe.
JER.12.3	Bahudvule phansi njengetimvu tiyawuhlatjwa!
JER.12.3	Babeke eceleni,
JER.12.3	ubabekele lilanga lekuhlatjwa!
JER.12.4	solomane live lihleti ligagadzekile,
JER.12.4	netjani bawo onkhe emasimi bubunile?
JER.12.4	Njengobe labo labahlala kulo bakhohlakele,
JER.12.4	tilwane netinyoni sekubhubhe kwaphela.
JER.12.4	Ngetulu kwaloko bantfu batsi:
JER.12.4	“Angeke akubone loko lokwenteka kitsi.”
JER.12.5	“Nangabe uke wancintisana nemadvodza
JER.12.5	ngekugijima ngetinyawo bakushiya bakuhlolela,
JER.12.5	ungancintisana kanjani nemahhashi?
JER.12.5	Nawukhubatela eveni leliphephile,
JER.12.5	ungalunga kanjani emahlatsini langaseJordane?
JER.12.6	nabo futsi bakutsengisile,
JER.12.6	baphakamisa sililo lesikhulu
JER.12.6	kakhulu ngekutsi abakufuni.
JER.12.6	Ungabetsembi nome bakhuluma kahle kuwe.”
JER.12.7	“Ngiyakuyilahla indlu yami, ngilishiye lifa lami;
JER.12.7	ngiyawunikela lowo lengimtsandzako
JER.12.7	etandleni tetitsa takhe.
JER.12.8	Lifa lami selifanana
JER.12.8	nelibhubesi lasehlatsini kimi.
JER.12.8	Liyangihhongela; ngako ngiyalenyanya.
JER.12.9	nenyoni yekuhlasela lengemabhadvubhadvu
JER.12.9	letungeletwa nguletinye tinyoni tekuhlasela?
JER.12.9	Hambani niyewubutsa tonkhe tilwane tesiganga,
JER.12.9	nitiletse titewudla.
JER.12.10	Belusi labanyenti bayawubhubhisa sivini sami,
JER.12.10	bagcobagcobe insimi yami.
JER.12.10	Batayigucula insimi yami lenhle,
JER.12.10	bayente umhlaba losigagadvu.
JER.12.11	Itakwentiwa ibe sigagadvu lesilahliwe,
JER.12.11	yebo, lesihangukile nalesisikhotsa embikwami.
JER.12.11	Yebo, lonkhe live litawuba sikhotsa,
JER.12.11	ngobe kute lonakile.
JER.12.12	Etikwawo onkhe emadvundvu latingagadvu
JER.12.12	babhubhisi bayawunyakatela,
JER.12.12	ngobe inkemba yaSimakadze iyawubadla bantfu,
JER.12.12	kusukela ngala kwelive kuye ngale kwalo,
JER.12.12	kute namunye loyawusindza.
JER.12.13	bayawutikhandla, kodvwa bangazuzi lutfo ngako.
JER.12.13	Ngako yetfwalani lihlazo ngesivuno senu,
JER.12.13	ngenca yentfukutselo leyesabekako yaSimakadze.”
JER.12.14	Naku-ke lokushiwo nguSimakadze, utsi: “Bonkhe labomakhelwane bami labakhohlakele labatsatsa ngendlovuyangena lifa lami lengalipha sive sami, ema-Israyeli, ngitabazuphuna kulamave abo, ngiphindze ngizuphune nendlu yakaJuda emkhatsini wabo. 
JER.12.15	Kodvwa ngitawutsi ngingabazuphuna, ngiphindze ngibe nesihawu kubo ngibuyisele ngulowo nalowo eveni lakhe lekulifa lakhe. 
JER.12.16	Nangabe bafundze kahle tindlela tebantfu bami base bafunga ngeLibito lami, batsi: ‘Ngifunga kuphila kwaSimakadze,’ njengaloku bake bafundzisa bantfu bami kutsi bafunge ngaBhali, bayawube sebayahlaliswa emkhatsini wesive sami. 
JER.12.17	Kodvwa nangabe nome ngusiphi nje sive singalaleli, ngiyawusizuphuna sonkhe ngisibhubhise,” kusho Simakadze.
JER.13.1	Naku lokwashiwo nguSimakadze kimi, watsi: “Hamba uyewutsenga libhande lelineni ulivunule elukhalweni lwakho, kodvwa lingawatsintsi emanti.” 
JER.13.2	Ngako ngavele ngatsenga libhande, njengobe Simakadze abeshito, ngabe sengilivunula elukhalweni.
JER.13.3	Livi laSimakadze lase liyefika kimi kwesibili, latsi: 
JER.13.4	“Tsatsa lelibhande lolitsengile lolivunule elukhalweni lwakho uhambe nyalo uye eYufrathe, ufike ulifihle khona elufantfwini lwemadvwala.” 
JER.13.5	Ngako ngahamba ngafike ngalifihla eYufrathe, njengobe Simakadze abengitjelile. 
JER.13.6	Emvakwemalanga lamanyenti Simakadze wakhuluma kimi, watsi: “Hamba-ke manje uye eYufrathe, ufike utsatse lelibhande lengakutjela kutsi uyekulifihla khona.” 
JER.13.7	Ngako ngahamba ngaya eYufrathe, ngafike ngemba lelibhande ngalitsatsa kulendzawo lapho bengilifihle khona, kodvwa manje lase libhudluke kakhulu selingenamsebenti.
JER.13.8	Livi laSimakadze lase liyefika kimi, latsi: 
JER.13.9	“Naku lokushiwo nguSimakadze, utsi: ‘Ngalokufananako ngitalibhidlita ligcabho lakaJuda kanye neligcabho lelikhulu laseJerusalema. 
JER.13.10	Labantfu lababi labalako kulalela emavi ami balandzele inkhani yetinhlitiyo tabo, balandzele labanye bonkulunkulu kutsi batewubasebentela babakhonte, bayawufanana nalelibhande, bangabi namsebenti walutfo ngalokuphelele! 
JER.13.11	Ngobe njengobe libhande livunulwa elukhalweni lwendvodza, kanjalo indlu yonkhe yaka-Israyeli kanye neyakaJuda ngitibophele kimi,’ kusho Simakadze, ‘kutsi babe sive sami lengitakwatiwa ngaso, ngibatjatwe ngaso ngidvunyiswe ngaso. Kodvwa abakangilaleli.’ ”
JER.13.12	“Khuluma kubo utsi: ‘Naku lokushiwo nguSimakadze Nkulunkulu wema-Israyeli, utsi: Leso naleso sikhumbasikhwama kufanele sigcwaliswe ngeliwayini.’ Nabakhuluma kuwe, batsi: ‘Asati yini tsine kutsi leso naleso sikhumbasikhwama kufanele sigcwaliswe ngeliwayini?’ 
JER.13.13	ubobatjela, utsi: ‘Naku lokushiwo nguSimakadze, utsi: Bonkhe labahlala lapha eveni ngitawubagcwalisa ngekudzakwa, kanye nemakhosi lahlala esihlalweni sebukhosi saDavide, nebaphristi, nebaphrofethi, nabo bonkhe labahlala eJerusalema. 
JER.13.14	Ngitabashayanisa lomunye kulomunye, boyise nemadvodzana ngalokufananako, kusho Simakadze. Ngingeke ngisivumele sihe nome sihawu nome luvelo kutsi kungivimbele ngingababhubhisi.’ ”
JER.13.15	Vanini, nilalelisise, ningatigabatisi,
JER.13.15	ngobe Simakadze sewukhulumile.
JER.13.16	asengakabuletsi bumnyama,
JER.13.16	tinyawo tenu tisengakakhubateli
JER.13.16	emagcumeni lahwalalisako.
JER.13.16	Netsembele ekukhanyeni,
JER.13.16	kodvwa utakugucula,
JER.13.16	akwente kube bumnyama lobuphatsekako,
JER.13.16	yebo, akwente kube lusizi lolujulile.
JER.13.17	ngiyawukhala emasitseleni
JER.13.17	ngenca yeligcabho lenu.
JER.13.17	Emehlo ami ayawukhala kabuhlungu kabi
JER.13.17	agobhote tinyembeti,
JER.13.17	ngobe umhlambi waSimakadze uyawube utfunjiwe.
