GEN.1.1	Me'ttia'ye Chigaja sefacco, andeve'qque agattoen. 
ACT.11.1	Tsonsi Jesúsne afasundeccu, toya'caen Judea ande'su Jesúsve in'jan'chondeccu'qque paña'fa israembindeqquia'qque Chiga Aya'fama pañamba in'jan'fa'choma. 
ACT.11.2	Tsa'caen paña'jen'fani Pedro toequi Jerusaléni jisi manda'choma toya in'jan'chondeccu Pedroma iyu'upa 
ACT.11.3	su'fa:
ACT.11.3	—¿Jongoesie qui israembindeqquiama can'su japa tsendeccui'ccu fae'ngae an'fa?
ACT.11.4	Tsonsi Pedroja pa'tssi ma'caen tseyi tson'choma condaseye ashaemba qquen su:
ACT.11.5	—Ña Jope canqqueni can'jemba Chigama iñajan'jemba gi attian'choma atte. Sefaccone randeje'a sarupama cuatro suivo'fai'ccu tandandusian'cho tsu ñanga ande. 
ACT.11.6	Andesi ñotsse camba gi osha'cho ingi an'masia aña'choma atte. Tsampi'ye tsu'tte tivei'ccu jacanqque'su, osha'cho manguqque'su, osha'cho sefane chhajepa jacanqque'suma'qque gi atte. 
ACT.11.7	Tsomba afa'choma gi paña. Ñama tsu su: “Pedro, jangipa fi'ttipa anjan.”
ACT.11.8	Tsa'ma ñajan pañamba su: “Me'i, Na'su, in'jambi gi. Minga'ni'qque gi ambi tsa'caen an'masia aña'chomaja.”
ACT.11.9	Tsa'caen ña susi sefaccone afa'je'choja ccase afapa su: “Que atte'choja anqque'su tsu. Chiga Quitsa ‘Tsa aña'choja ñotssi’ qquen su'ninda ¿jongoesie qui asettu'je?” 
ACT.11.10	Tres se tsa'caen ñanga attiamba tsu pa'cco sarupa toequi sefacconi ansunde.
ACT.11.11	Tsa'caen sefacconi ansundesi tse'faei'ccuyi tres a'i ña can'jen'cho tsaoni ji'fa. Tsendeccuja Cesareane ñama ttuse'su ji'fa. 
ACT.11.12	Chiga Qquendya'pa tsu ñama manda dyombe'yi tsendeccui'ccu jaye. Toya'caen va seis ingi faengasundeccu'qque ñai'ccu japa tsu ñama ttuse'sumbe tsa'onga ca'ni'fa. 
ACT.11.13	Tise tsa'onga ca'nisi tsu conda ma'caen Chigama sefacconi'su shondo'su tise tsa'onga attiamba ccutsupa tisenga su'choma: “Mandaja a'ima Jope canqqueni Simón Pedro, qquen inise'cho'choma cuintsu ttusengaye. 
ACT.11.14	Tsa jipa tsu condaya ma'caen quei'ccu fae'ngae poiyi'cco que tsaoni can'jensundeccu'qque ccusha'faya'choma.”
ACT.11.15	Tsonsi ña japa condaseye ashae'nijan Chiga Qquendya'pa'qque tsendeccunga ca'ni. Inginga tseyi me'ttia'ye ca'niqquia'caen tsu ca'ni. 
ACT.11.16	Tsa'caen ca'nisi gi in'jan Na'su su'choma: “Ñoa'metsse tsu Juanjan tsa'ccui'ccu a'ima feti. Tsa'ma que'ija Chiga Qquendya'pai'ccu qui fetiye'faya.” 
ACT.11.17	Nane ingi Na'su Jesucristove in'jansi Chigaja Tise Qquendya'pama inginga afe. Tsa'caeñi inginga afeqquia'caen tsendeccunga'qque afe'nijan ¿ma'caen gi Chigama se'piya?
ACT.11.18	Tsonsi Pedro condase'choma pañamba ccaningae afambe'yi Chigane ñotsse afapa su'fa:
ACT.11.18	—Ja'ño gi atesu'fa. Chigata tsu israembindeqquianga'qque egae tsincon'choma antteye in'jaña'chove afe cuintsu tsangae canse'faye.
ACT.11.19	Estebanma fi'ttipa faesu Jesúsve in'jan'chondeccuma mandian'can'fasi ccuyayin ja'chondeccu biani jaja'fa. Majanda Fenicia andeni, majanda Chipre anttepo'choni, majanda Antioquía canqqueni jaja'fa. Tsa'caen jajapa jo'su israendeccungayi Chiga Aya'fama condase'fa. 
ACT.11.20	Tsa'ma majan tsendeccu'suja Chipre anttepo'cho'su, Cirene ande'su'qque Antioquía canqqueni japa griegondeccunga'qque Na'su Jesúsne ñotsse condase'choma condase'fa. 
ACT.11.21	Na'su Chiga tisema fuitesi condasesi tsu tsain'bitssi a'i tise'pa tayopi in'jan'choma anttepa Na'su Jesúsve in'jan'fa.
ACT.11.22	Tsama pañamba Jerusaléni'su Jesúsve in'jan'chondeccuja Bernabéma mandamoen'fa Antioquíani. 
ACT.11.23	Antioquíani japa Bernabéja Chiga tsenisundeccunga ñotsse tson'choma attepa avuja. Tsa'caen avujapa poiyi'cconga candusian cuintsu anttembe'yi Na'suve tansintsse in'jamba canse'faye. 
ACT.11.24	Nane Bernabé tsu ñotssia a'i, Chiga Qquendya'pa ca'ni'cho. Tise injama'choi'ccu Na'su Jesúsve ñotsse in'jan. Tsa'camba avujapa candusiansi tsu tsain'bitssi a'i Na'su Jesúsve in'jan'fa.
ACT.11.25	Omboe Bernabéja Tarso canqqueni ja Saulove tta'ttaye. 
ACT.11.26	Attepa Antioquíani anga. Angapa fae canqque'fa pa'cco tseni'su Jesúsve in'jan'chondeccui'ccu fae'ngae can'jemba tsain'bio a'ima atesian'fa. Nane tseni Antioquíani tsu tseyi me'ttia'ye Jesúsve in'jan'chondeccuma “Cristondeccu” qquen inisian'fa.
ACT.11.27	Tsa'caen atesian'jen'fa'ni majan Jerusaléni'su Chigama afasundeccu Antioquíani ji'fa. 
ACT.11.28	Tsa'caen jipa fa'e Agabo qquen inisecho'cho Chiga Qquendya'pa tisema in'jaensi bo'fa'cho enttingenga ccutsupa poi andenga qquipoesuite napiya'chone conda. Nane tsa'caen su'cho tsu Claudio na'suite tsa'caen napi. 
ACT.11.29	Tsa'caen napisi Antioquía'su Jesúsve in'jan'chondeccuja mi'getsse afeye osha'ta fuiteye in'jan'fa Judea ande'su fae'ngae in'jan'chondeccuma. 
ACT.11.30	Tsa'caen afeya'cho corifin'dima boñamba Bernabé, Sauloi'ccu moen'fa cuintsu angapa Judea'su coenzandeccunga afe'faye.
ACT.12.1	Tseite ande na'su Herodesja majan Jesúsve in'jan'chondeccuma noñangiañe ashaen. 
ACT.12.2	Tsa'caen ashaemba Juan quindya Santiagoma indipa fi'tti. Nane tise tsovema chattu ttovapa fi'tti. Tsa'caen tson'choma attepa israendeccuja avujatssi'fa. 
ACT.12.3	Tsa'caen avujatssi'fasi attepa Herodesja Pedroma'qque indian. Nane pan cupana'cco mechoa fiestama panshaen'jenqui tsu tsa'caen tson. 
ACT.12.4	Tsa'caen indipa Herodesja diez y seis sundarove manda cuintsu Pedro sombosa'ne picco'je'cho ettima coira'je'faye. Nane cuatrove cuatrove attufaemba manda tisema coira'faye. Tsa'caen an'biamba fiesta pasasi poiyi'cco a'inga canjaemba fi'ttiye qquen Herodesja in'jan. 
ACT.12.5	Tsa'caen Pedro picco'je'cho ettinga piccoyesi Jesúsve in'jan'chondeccuja ti'tsse'tsse Chigama iñajan'fa tisene.
ACT.12.6	Pedroma fi'ttiya'cho a'ta napiji'ni tsequi cose Pedroja picco'je'cho ettini ana'jen. A'tasi Herodesja tisema somboeña'cho a'inga canjaemba fi'ttiye. Pedro tsa'caen ana'jensi tseccuni dos sundaro tisei'ccu can'jen'fa. Toya'caen dos candenai'ccu tandansi sundaro enttingeni tiseja ana'jen. Toya'caen faesu sundarondeccuja sombo'ttini ronda'je'fa, majan indiye'cho sombosa'ne. 
ACT.12.7	Tsa'caen ana'jen'ni Na'su Chigama sefacconi'su shondo'su jipa attian. Tsa'caen attiansi picco'je'cho ettinga tuño setsaqquia'caen a'tatsse da. Tsonsi sefacconi'su shondo'su Pedronga catsepa utuccu'tti'ye tssai qquendyaemba su:
ACT.12.7	—¡Utatsse jangija!
ACT.12.7	Qquen susi Pedro jangisi tise tive'ye tandan'cho candena'qque ccupaye amppi. 
ACT.12.8	Tsa'caen ccupayesi sefacconi'su shondo'suja su:
ACT.12.8	—Que utuqui'fama utuquipa sapatoma'qque ejianjan.
ACT.12.8	Pedro tsa'caen tsonsi sefacconi'su shondo'suja su:
ACT.12.8	—Que omba'su ondiccu'jema ondiccupa ñai'ccu fae'ngae jija.
ACT.12.9	Tsa'caen susi Pedroja sefacconi'su shondo'sui'ccu fae'ngae sepaccofae ja sombo. Pedroja ayo'opa atteqquia'caen in'jamba sefacconi'su shondo'su ñoa'me tson'choma atesumbi. 
ACT.12.10	Fae sombo'ttima coira'su sundaroma panshamba faesuma'qque panshansi rande yoshava sombo'ttima picco'je'cho'qque tisuyi fettaye. Nane tse'ttima panshamba tsu ñoa'me tsoteni jaya'cho. Tsa'cansi tsama panshamba fae tsaiqui'ye japa tse'faei'ccuyi Chigama sefacconi'su shondo'suja Pedroma catipa ja. 
ACT.12.11	Tsa'caen tisema catipa jasi Pedroja ñoa'me in'jamba su:
ACT.12.11	—Ja'ño gi in'jan ñoa'me tsu na'su Chiga Quitsaja Tisema sefacconi'su shondo'suma mandamoemba ñama ccushaen Herodes tsoña'cho'ye toya'caen israendeccu in'jamba ronda'je'cho'ye'qque.
ACT.12.12	Qquen in'jamba Pedroja María tsaoni ja. Tsa María tsu Juan Marcos chan. Tsain'bio a'i tse'ttinga bopa Chigama iñajan'jen'fa. 
ACT.12.13	Tsa'caen iñajan'jen'fa'ni Pedroja tsotefa'su sombo'ttima tssai jeña cuintsu fetta'fasi ca'niñe. Tssai jeñasi chu'a pushesu, Rode qquen inisecho'cho, “¿Majan tsu tssai jeña?” qquen can'su ja. 
ACT.12.14	Japa Pedro aya'fasi pañamba sombo'ttima fettambe'yi avujapa toequi conda'su buttoin ja. Japa su:
ACT.12.14	—¡Pedro tsu sombo'ttini ccutsu!
ACT.12.15	Qquen susi pañamba aindeccuja su'fa:
ACT.12.15	—¡Sumbie qui da!
ACT.12.15	Tsa'ma pushesuja ñoa'me qquen su'ni'qque aindeccuja toya in'jambipa su'fa:
ACT.12.15	—Pedrombi. Tisema sefacconi'su coira'su.
ACT.12.16	Tsa'caen su'je'fa'ni'qque toyayi Pedroja sombo'ttima tssai jeña'jen. Tsonsi fettapa Pedroma attepa dyopa can'boen ccutsu'fa. 
ACT.12.17	Tsonsi tiseja tivei'ccu sepi'pian cuintsu ziya'faye. Tsomba condase ma'caen na'su Chiga tisema piccoje'cho etti'ye somboen'choma. Condasepa su:
ACT.12.17	—Pa'tssima conda'faja Santiagonga, poi Jesúsve in'jan'chondeccunga'qque.
ACT.12.17	Tsa'caen condapa sombopa cca'ttinga japa jacan.
ACT.12.18	A'tasi poi sundarondeccu tisupanaccu qquejecco'fa Pedro ma'caen ja'chove atesumbipa. 
ACT.12.19	Tsa'caen moen'fasi Herodesja tta'ttaye mandasi atte'fambisi coira'su sundarondeccuma iñajansepoemba fi'ttiye manda. Tsa'caen mandapa Herodesja Judea'ye sombopa Cesarea canqqueni ja tseni canseye.
ACT.12.20	Herodesja Tiro canqque'su, Sidón canqque'su aindeccuma iyicca'ye. Tsa'ma majan tsendeccu'su fae'ngae Herodesi'ccu condasepa ñoquiañe ji'fa. Nane pa'cco tise'pa anqque'su tsu na'su Herodes andene ji'je'cho. Tsa'cansi tsendeccuja jipa, na'sumbe teniente, Blastoma amigoen'fa. Tsa'caen amigoemba tisei'ccu na'suma afa'fa cuintsu ñoquipa tise'pai'ccu avujatsse canseye. 
ACT.12.21	Tsonsi na'su Herodes maqui a'ta tise condaseye su'cho napisi pa'cco tise ñotssia na'su ondiccuqque'suma ondiccupa na'su dyaipa'chonga ansundepa dyaipa poiyi'cconga quia'me candusian. 
ACT.12.22	Tsa'caen candusiansi aindeccuja fundoye ashaen'fa:
ACT.12.22	—¡Va afa'suja a'imbi tsu! ¡Ñoa'me chiga!
ACT.12.23	Qquen fundo'je'fasi Herodesja “Ñajan chigambi” qquen condambisi Chigama sefacconi'su shondo'suja tse'faei'ccuyi tisema pporaen. Tsa'caen pporaensi pave dapa misiangepa pa.
ACT.12.24	Tsa'ma Chiga Aya'fama ti'tsse poi andeni afa'fasi tsain'bitssi a'i Jesúsve in'jan'fa.
ACT.12.25	Toya'caen Bernabé Sauloi'ccu tise'panga corifin'dima afeye manda'choma afe nanimba Jerusaléne sombopa toequi Antioquíani ja'fa. Juan Marcosma'qque fae'ngae anga'fa.
ACT.13.1	Antioquía'su Jesúsve in'jan'chondeccu majan Chiga Aya'fama afasundeccu, majan atesiansundeccu'qque can'jen'fa. Tsendeccuta tsu Bernabé, Simón –tsa Singo qquen inisecho'cho, Lucio– tsa Cirene'su a'i, Manaen –tsa governaror Herodesi'ccu fae'ngae coen'cho, toya'caen Saulo'qque. 
ACT.13.2	Tseite tsendeccu ambe'yi Na'su Chigama afa'je'fa'ni Chiga Qquendya'paja tise'pama su:
ACT.13.2	—Ñambe moenjan Bernabé, Sauloma'qque cuintsu ña manda'cho sema'bama sema'faye.
ACT.13.3	Tsa'caen susi ambe'yi Chigama iñajamba tise'pa tivei'ccu Bernabé, Sauloma'qque pporaemba mandamoen'fa.
ACT.13.4	Chiga Qquendya'pa tise'pama mandasi Bernabé, Sauloi'ccu Seleucia canqqueni ja'fa. Tsene barconga otsepa Chipre anttepo'chonga ise'fa. 
ACT.13.5	Salamina canqqueni napipa ccattufapa sombo'fa. Sombopa Chigane atesian'jen'ttinga ca'nimba Chiga Aya'fama condase'fa. Juan Marcos'qque tsendeccuma fuite'suve jacan. 
ACT.13.6	Pa'cco anttepo'cho'ye já Pafos canqqueni napi'fa. Tseni napipa cachui'fa israe'su coraga, Barjesús, qquen inisecho'choma. Tsa tsu afopa'cho Chiga Aya'fama afa'su. 
ACT.13.7	Tiseja governaror Sergio Pauloma shondo'su. Governarorja injama'pa a'ipa Chiga Aya'fama pañañe in'jamba Bernabé Sauloma'qque ttu'se. 
ACT.13.8	Tsa'caen ttu'sesi tsa coraga, Barjesús –tise faesu inise, Elimasja– se'pi, governaror Chiga Aya'fama pañamba in'jansa'ne. 
ACT.13.9	Tsa'ma Saulo –tise faesu inise, Pablo– Chiga Qquendya'pai'ccu in'jamba Elimasma can'boemba 
ACT.13.10	su:
ACT.13.10	—¡Que qui afopa'cho, injamambi, cocoya na'su in'jan'cho! ¡Pa'cco ñotssiane qui chi'ga'cho! ¿Mingapa qui anttembe Na'su Chiga tansintssia tsaiquima dañoqquia'caen Tisene atesian'jen'choma daño'jen? 
ACT.13.11	Ja'ño tsu Na'suja que injama'choma somboeña. Nane binie dapa qui a'tave atesumbe canseccaya.
ACT.13.11	Tse'faei'ccuyi binie dapa atteye oshambipa faesuve va'se tta'tta ccutsu cuintsu majan tivei'ccu fendepa tisema anga'faye. 
ACT.13.12	Tsa'caen coraga binie dasi governarorja attepa Na'su Jesúsne atesian'jen'choma ñoa'me injama'chopie asi'ttaemba Jesúsve in'jan.
ACT.13.13	Tsonsi Pablo tisei'ccu fae'ngae jacansundeccui'ccu Pafosne barconga otsepa Pergeni ja'fa. Pergeta tsu Panfilia ande'su canqque. Tseni napipa Juan Marcosja tsendeccuma catipa toequi shandapa Jerusaléni ja. 
ACT.13.14	Tsa'ma Pablo, Bernabéi'ccu Pergene sombopa Pisidia ande'su Antioquía canqqueni jaja'fa. Tse'ttinga sema'ma'qquia a'ta napisi Chigane atesian'jen'ttinga ca'nimba dyai'fa. 
ACT.13.15	Tsonsi Moisés manda'cho tevaen'jen, Chiga Aya'fama afasundeccu tevaen'jema'qque camba afa nanimba Chigane atesian'jentti'su nasundeccuja tise'pama ttu'sepa su'fa:
ACT.13.15	—Antiandeccu, jongoesuma a'inga candusiañe in'jan'da ja'ño afa'faja.
ACT.13.16	Tsonsi Pablo jangi ccutsupa tivei'ccu sepi'pian cuintsu ziya'faye. Tsomba su:
ACT.13.16	—Paña'faja israendeccu. Chigave in'jamba Tisema dyoe'sui'ccu can'jendeccu'qque paña'faja. 
ACT.13.17	Ingi israendeccumbe Chigaja, ingi tayopi'su coenzandeccuma in'jamba ttu'se. Toya Egiptoni cca'imbe andeni can'jeinte Chiga tise'pama fuitesi tsain'bitsse atapa'fa. Tsonsi Chiga Tise osha'choma oshacho'choma canjaemba ingi tayopi'su coenzandeccuma tsa ande'ye somboen. 
ACT.13.18	Tsa'caen somboensi cuarenta canqque'fave israendeccu a'i menia can'jen'fasi Chigaja tise'pa egae tsincon'choma attembiqquia'caen tise'pama fuitepa angacan. 
ACT.13.19	Tsa'caen angacamba Canaán andeni napipa tseni'su siete ande'su aindeccuma fitti'ttipa tsa andema israendeccunga afe. Tise'panga afe cuintsu tise'pa, tise'pa dutssiyendeccu'qque tsa andeni canse'faye. 
ACT.13.20	Afesi cuatrociento cincuenta canqque'fave tseni can'jen'fasi Chiga Quitsaja injama'choma somboensundeccuma ccutsian cuintsu tsendeccuma manda'faye.
ACT.13.20	Tsonsi Chiga Aya'fama afa'su Samuel canseite 
ACT.13.21	israendeccuja tisupa na'suve in'jamba iñajan'fa. Tsa'caen iñajan'fasi Chiga Quitsaja Saúlma na'suve tson. Tsa Saúlta tsu Cis dutssi'ye, israe'su Benjamíndeccu'su. Tise cuarenta canqque'fa na'suve dapa manda'jesi 
ACT.13.22	Chiga Quitsaja tisema joqquitssiamba Davidma na'suve tson. Nane tsa Davidne Chiga Quitsaja afapa su: “Va David –Isaí dutssi'ye– tsa tsu ña in'janqquia'caen in'jamba pa'cco ña in'jan'choma pañamba tsoña.”
ACT.13.23	David dutssiyendeccu'su omba'su dutssi'ye tsu Jesúsja. Tsama Chiga Quitsaja Tise ñoa'me suqquia'caen israendeccuma ccushaen'suve moen. 
ACT.13.24	Jesús toya jacañe ashaembi'te Juanjan ji. Tsa'caen jipa poi israendeccuma candusian cuintsu tise'pa egae tsincon'choma anttepa fetiye'faye; tsa'caen fetiye'fasi cuintsu Chiga Quitsa tise'pa egae tsincon'choma joqquitssiañe. 
ACT.13.25	Juan, tisu paya'cho napiji'ni afapa su: “Ñajan que'i in'janqquia'caen tsa Chiga in'jan'cho Cristombi gi. Ñama omboe tsu tsaja jiye tson'jen. Nane ñajan utu'ccoapa gi shaca tise sapatoma uga'choma ccupa'suve ca'niñe.”
ACT.13.26	Antiandeccu, Abraham dutssiyendeccu, poiyi'cco que'i majan Chigave in'jamba Tisema dyoe'sui'ccu can'jendeccu'qque, paña'faja va que'ima ccushaeña'chone condase'choma. 
ACT.13.27	Jerusalénisundeccu, tise'pa nasundeccu'qque atesu'fambi majan tsu Jesús. Nane poi sema'ma'qquia a'ta canjan'fa tayopi'su Chiga Aya'fama afasundeccu tevaen'jema. Tsa'caen canjamba ñotsse paña'ma in'jan'fambi. Tsa'ma tsa Chiga Tevaen'jen suqquia'caen Jesúsma fi'tti'fa. 
ACT.13.28	Nane ma'caen Jesúsma fi'ttiya'cho jinchoma'caen aindeccuja injanga Pilatoma iñajan'fa tise mandasi fi'ttiye. 
ACT.13.29	Tsa'caen tsomba toya'caen pa'cco Chiga tevaen'jen ma'caen tisema fi'tti'faya'chove suqquia'caen tsomba avuja'cco'ye andiamba a'tu'fa. 
ACT.13.30	Tsa'ma fi'tti'fasi Chiga Quitsaja pa'cho'ye tisema ccase qquendyaen. 
ACT.13.31	Tsa'caen qquendyaensi Jesúsja tsain'bio a'tave attia'ñacca tisei'ccu fae'ngae Galileane Jerusaléni jacansundeccunga. Tsendeccuja attesundeccupa ja'ño tisene aindeccunga conda'fa.
ACT.13.32	Ingija va ñotsse condase'choma que'inga condase'fa. Nane Chiga Quitsa tayopi'su coenzandeccunga ma'caen su'choma tsu 
ACT.13.33	ja'ñojan ingi tise'pa dutssiyendeccunga canjan'jen, Jesúsma pa'cho'ye ccase qquendyaemba. Tsane tsu qquen Salmo settapoen'cho tevaen'jen dosnga tevaen: “Que qui ña Dutssi'ye. Ja'ño gi atte.” 
ACT.13.34	Nane Chiga Quitsaja Jesúsma ñoa'me pa'cho'ye qquendyaemba pa'masiave tson. Tsane tsu qquen tevaen: “Ñajan Davidnga ñotssiave tsoña qquen tansintsse supa gi tsa'caen que'inga ñotssiave tsoña.” 
ACT.13.35	Toya'caen faesu Salmo settapoen'cho tevaen'jenga'qque su: “Antteya'bi qui que in'jan'cho a'imbe ai'vo papa congoñe'jan.” 
ACT.13.36	Tsa'ma ñoa'me tsu Davidja Chiga mandaqquia'caen tise canseite'su a'ima ñotsse coirapa tise coenzandeqquia'caen pa. Pasi tise ai'voja congo. 
ACT.13.37	Tsa'ma Chiga Qquendyaen'choja ñoa'me congo'masia've tsu da. 
ACT.13.38	Antiandeccu, atesu'faja: Va tsandieta tsu a'i egae tsincon'choma joqquitssian'su. Tsane gi que'inga condase. 
ACT.13.39	Jesúsi'ccu tsu majan tise've in'jan'da osha'cho egae tsincon'choma joqquitssiaña'cho. Nane Moisés afapa manda'cho tsama joqquitssiañe oshambisi Jesúsi'ccu tsu joqquitssiaña'cho. 
ACT.13.40	Injama'tse in'jan'faja tayopi'su Chiga Aya'fama afasundeccu qquen tevaen'cho que'inga dasa'ne:
ACT.13.41	Que can'faja afasesundeccu.
ACT.13.41	Can'boen ccutsupa pa'faja.
ACT.13.41	Ña Chiga gi que'i canseite ccaningae tsoña.
ACT.13.41	Tsa'caen tsonsi qui in'jan'faya'bi cca'i que'inga condase'ni'qque.
ACT.13.42	Tsa'caen Pablo condase nanisi poiyi'cco a'i sombo'je'ni aindeccuja Pabloma afa'fa cuintsu faesu sema'ma'qquia a'ta'qque ti'tsse condaseye tise condase'choma. 
ACT.13.43	Nane bo'fa'cho pasasi tsa'caen sombopa tsain'bio a'i Pablo, Bernabéma'qque omboen'fa. Majanda ñoa'me israendeccu, majanda israendeqquia'caen in'jan'chondeccu'qque tise'pai'ccu jaja'fa. Tsa'caen fae'ngae jacan'fasi Pablo Bernabé'qque tise'pama candusian'fa cuintsu Chiga tise'pama ccushaeña'choma aqque'pambe'yi can'jen'faye.
ACT.13.44	Faesu sema'ma'qquia a'ta napisi poiyi'cco tsa canqque'su a'i bo'fa Chiga Aya'fama pañañe. 
ACT.13.45	Tsa'ma poiyi'cco a'i tsa'caen bo'fasi israendeccuja attepa injama'choni se'pipa iyicca'ye'fa. Iyicca'yepa Pablo su'choma ccaningae afapa tisema afase'fa. 
ACT.13.46	Tsonsi Pablo, Bernabé dyombi'tsseyi afapa su'fa:
ACT.13.46	—Que'i israendeccunga tsu Chiga Aya'fama me'ttia'ye afa'cho. Tsa'ma que'ija pañañe in'jambipa qui tisu injama'choma somboenqquia'caen tisuja shacapa qquen canjaen'fa. Tsa'cansi gi israembindeqquianga condaye tson'jen'fa. 
ACT.13.47	Nane tsane tsu Na'suja ingima qquen manda:
ACT.13.47	Ña gi que'ima tuño attianqquia'caen poi israembindeqquianga canjaeña.
ACT.13.47	Que'i'ccu gi poi biani'su ande'suma'qque ccushaeña.
ACT.13.48	Tsama pañamba israembindeqquiaja avujapa Chiga Aya'fane ñotsse afa'fa. Tsonsi Chiga tsangae canseya'chove majama tayo in'jan'chondeccuja ñotsse pañamba in'jan'fa. 
ACT.13.49	Tsa'caen tsu Pablo, Bernabéja Na'sune ñotsse condase'choma pa'cco tsa ande'su canqquenga candusian'fa. 
ACT.13.50	Tsa'ma israendeccuja ño'a qquen nafattuye atesu'cho pushesundeccuma afopoemba canqque'su nasundeccuma'qque afopoensi tsendeccuja iyicca'yepa Pablo, Bernabéma'qque noñangiañe ashaen'fa. Tsomba tteyamoen'fa tise'pa ande'ye. 
ACT.13.51	Tsonsi jayipa Pablo, Bernabé'qque tise'pa tsu'tte'su andema fanttundu shequiamba cati'fa. Tsa'caen tsu tseni'su a'ima ccane'qque chi'ga qquen canjaen'fa. Tsa'caen canjaemba Iconio canqqueni jaja'fa. 
ACT.13.52	Tsa'ma Jesúsve in'jan'chondeccuja Chiga Qquendya'pai'ccu ñotsse in'jamba toya avujatsse canse'fa.
ACT.14.1	Iconio canqqueni napipa Pablo, Bernabéi'ccu israe Chigane atesian'jen'ttinga ca'nimba candusian'fa. Tsa'caen candusian'fasi tsain'bio a'i pañamba in'jan'fa, majan israendeccu, majan israembindeqquia'qque. 
ACT.14.2	Tsa'ma majan israendeccu Jesúsve in'jambipa iyicca'yepa israembindeqquianga afafaen'fa cuintsu Jesúsve in'jan'chondeccuma egae in'jan'faye. 
ACT.14.3	Tsa'ma Pablo, Bernabéi'ccu bo'tsse tseni can'jemba dyombi'tsse Na'su Jesúsne afa'fa. Toya'caen Na'su Jesús tise'pama fuitepa antte cuintsu sefacconi'su canjaen'cho osha'cho Chiga agattoen'choma'qque canjaen'faye. Tsa'caen tsu fuite cuintsu a'i atesu'faye tise'pa condase'choja ñoa'me Chiga ñotsse condase'chove. 
ACT.14.4	Tsa'ma tsa canqque'su a'i fae'ngae in'jan'fambi. Enttingeja israendeccui'ccu in'jan'fa. Faesuja Jesúsne afasundeccui'ccu in'jan'fa. 
ACT.14.5	Tsomba tse'i israendeccu israembindeqquia'qque tise'pa nasundeccui'ccu in'jamba Jesúsne afasundeccuma afasepa patui'ccu ttovaccoeñe in'jan'fa. 
ACT.14.6	Tsa'ma Pablo Bernabé'qque tsama attepa ccuyayin jaja'fa faesu Licaonia ande'su canqqueni. Nane Listra canqque, Derbe canqque, faesu tsai'ccu pporotssia'su canqqueni'qque jaja'fa. 
ACT.14.7	Tsa'caen jacamba Jesúsne ñotsse condase'choma condase'fa.
ACT.14.8	Listra canqqueni fae tsandie tsu'tte dañonge'cho tsuiye oshambipa dyai. Nane chuitepie tsave dañonge'chopa tsuimbe'yi canse. 
ACT.14.9	Tsa'caen dyaipa Pablo afa'je'choma pañamba Chigave in'jan tisu ccushaye. Tsa'caen in'jansi attepa Pabloja 
ACT.14.10	tisema quia'me afapa su:
ACT.14.10	—¡Jangipa que tsu'ttei'ccu tansintsse ccutsuja!
ACT.14.10	Tsonsi tsa a'ija butto jangipa tsui ja. 
ACT.14.11	Tsa'caen Pablo tsonsi attepa poiyi'cco a'i quia'me afaye ashaen'fa. Qquen tsu tise'pa Licaonia aya'fangae afa'fa:
ACT.14.11	—¡Chigandeccu tsu a'ia'caen attiamba inginga ande'fa!
ACT.14.12	Tise'pa chiga Júpiter qquen tsu Bernabéma su'fa. Tsomba Pabloma tsu chiga Mercurio qquen su'fa, tsa ti'tsse'tsse afa'jesi. 
ACT.14.13	Tsa chiga Júpiterma iñajan'su ettita tsu tsa canqque caninga'tti pporotsse. Júpiterma iñajan'su na'suja tsene jipa tetaen'choma a'ndu'cho vaura quitsayema i. Poiyi'cco a'i'ccu tsu tsa vaurama fi'ttiye in'jan'fa Pablo, Bernabénga iñajanqquia'caen afeye. 
ACT.14.14	Tsa'caen tson'jen'fasi Jesúsne afasundeccu Bernabé, Pablo'qque a'i in'jan'choma attepa tisupa ondiccu'jema chitta'fa. Tsa'caen tsu tson'fa a'i in'jan'choma se'pi'chove canjaeñe. Tsomba a'inga butto catsepa quia'me afa'fa:
ACT.14.15	—Aindeccu, ¿jongoesie qui jova'caenjan tson'jen'fa? Ingija que'ia'caeñi a'i'fa gi. Ingita gi ji'fa ñotsse condase'choma condaseye. Nane osha'cho injanga iñajan'choma catipa ñoa'me canse'cho Chigave in'jan'faye gi condaseye ji'fa. Nane tsa canse'cho Chiga tsu sefacco, ande, marve agattoen'su. Toya'caen osha'cho sefacco, ande, marni jinqque'suve'qque tsu agattoen'su. 
ACT.14.16	Tayoe tsu Chigaja aindeccuma antte cuintsu tisupa injama'cho in'janqquia'caen canse'faye. 
ACT.14.17	Tsa'ma anttembe'yi tsu Chigaja osha'cho ñotssiama tson'jen Tise can'jen'choma a'inga canjaeñe. Nane sefaccone tsu unjima tuiña cuintsu osha'cho teta'cho tise'pa naite nañe. Tsa'caen tsu Chigaja que'i anqque'suma que'inga afesi qui amba tteppupa avujatsse canse'fa.
