MAT.1.1	Ujawawu wata situuba Yéesu 
ACT.27.1	Nan jeˈe lakomuu boot min jíjowum li ébato boot Itali, li kukat Fool li bukan kukee kan kukul̥e, li kaŋen kata anahaan ata kusollaali an koone Súliyis, ata kayooŋaku kata esollaaliyayi yata áyiiyawu áamakawu ata Lom. 
ACT.27.2	Li jíjufo li ébato yata ésukayi yata Adalamit, yalakowe li ejow ejooŋoo li úsikawu wata etaamayi yata 
ACT.27.3	Li líiŋ hunak hukaten li jiŋej Sidoŋ. Súliyis acookoomuu Fool jak, li akatool min ajow ajuk kubukewool min kusenool wahawu wan jokoolumuu li wo. 
ACT.27.4	Nan jífulum tomuu, li jijow jikel̥el̥en katantaku káfibomuu kata étebelemukayi yata Ciif, mata jilallaaj élusayi. 
ACT.27.5	Li jiliij halahu hakoojumuu etaamayi yata Silisi li yata Fanfili, min jijow boot li ésukayi yata Miila yammuu li etaamayi yata Lisi. 
ACT.27.6	To untu, anahaanawu ata esollaaliyayi li ajuk to ébato yata ésukayi yata Alekusandili, yalakowe ejow boot Itali, li ákaanoli jíjufo li yo.
ACT.27.7	Muñeˈe ébatowayi li enaak etey jatiita jow baj kunak kafame. Li jinaaŋoojinaaŋoo, li jíliiŋ bújooŋoo ésukayi yata Sinid síniiloli bajame. Emmuu élusayi éhilolihi jijow haŋ máloyi jijuke ban jilakomuu ejowayi, li jíjowum Kaf Solimon jihaaŋ jilo kagebaku káfibomuu kata étebelemukayi yata Kilet. 
ACT.27.8	Li jijow li sílaam ló jinab li kagendenaku kata Kilet, jijow jiyok jíliiŋ tan koonemuu «Usík Wajake». To untu kokkooj ésukayi yata Laase.
ACT.27.9	Jifiyowulofiyo ŋáa’ li halahu, ban li laañ kóyileni ŋáa’ min jijow li ébato jihaaŋ. Mata no unnu, hunakahu hata emommowayi yata li buŋit ho balul̥e. Wahawu unwu újimuu Fool li alob kata ébatowayi kulimaku unke akat to aaniil:
ACT.27.10	— Kufaalom, lijuujuk kaanaku kañaahoolaku koololaal fan kúkoyileni. Ebátowayi fan eban li ekajen ŋáa’ boot li wahawu wan etebumuu ló. Ban ololaal humumolaal foof ujukelutaal tomuu, fan uketaal ló.
ACT.27.11	Bale anahaanawu ata esollaaliyayi yata Lom, li ahaŋ majanten kulimaku kata ateyenemuu ébatowayi li kata anahaanawu ata yo, min abes kulimaku kata Fool. 
ACT.27.12	Kásikaku kujakut boot mata min jikaan to húl̥iyahu. Wahawu unwu újimuu bukan kameeŋe kalakomuu li ébatowayi, li koon jífu’ li kásikaku. Kufañeene min nokoo loon kayiliyeenuma, li jijow li kásikaku kata ésukayi yata Fóweniis jijow jikaan bo húl̥iyahu. Kásikaku kata Fóweniis ko kommuu kata étebelemukayi yata Kilet, ban li kujooŋoo Kúñum li Jalaŋ
ACT.27.13	Jílus jatiita lí jítoŋ jítekumul Kúñum, kafañumuu ejowayi li kuyinoo li koon fan kuyili kujow. Li kuñak hulankalahu min kujow li ébatowayi kukel̥el̥en katantaku kata Kilet. 
ACT.27.14	Bale yaanut fiyo, búlus babaje sembe ban koone «Alool-Akiw» (Aálakiloŋ), li bútekumul li kuyuuyaku kata étebelemukayi. 
ACT.27.15	Búlusabu li bújowetum ébatowayi. An ayilaat akaan yo elaaj búlusabu. Li jikomen jikat yo min ejow. 
ACT.27.16	Li jíjowum Kúñum étebelemukayi yatitayi yan koone Kóoda, yáfibolimuu jakee li búlusabu. Muñeˈe li jinaaŋoojinaaŋoo, li jijok jisaanaaju jakokimuu búsol ébatowayi. 
ACT.27.17	Li jíñakul asaanaawu jiŋitenul jikaan li ébatowayi yáamakayi, ban li jiŋa’ uneew min jikok ébatowayi yáamakayi jiŋolen. Emmuu jíkolikoli min ban li jilo li sifaahasu sata utantawu wata etaamayi yata Libi, li kuwalen éyaka min élusayi éjowetumoli. 
ACT.27.18	Emmuu búlusabu buyeelenut min bunaak bútinken ébatowayi elaañ baabe li elaañ baaba, li líiŋ hunak hukaten li jiteb wahawu wan ébatowayi éjufumuu jibeten li halahu. 
ACT.27.19	Li líiŋ li hunakahu húhaajutahu, li kuteb buko humumiil wañawu wata ébatowayi kubeten li halahu. 
ACT.27.20	Jijukut banakabu li bawuutabu jow baj kunak kameeŋe. Búlusabu bukatut kátekul li sembe. Alóli jilaañenut jíkangum kaanaku fan jifak.
ACT.27.21	Bukanabuku kalakomuu li ébatowayi kutiñut kujow kubaj kunak kafame. Muñeˈe Fool li ayito hákiliil min aaniil:
ACT.27.21	— Inti jijuke kufaalom, booteen min jijanten kulimaku kúmbaam min ulakowaal Kilet. Ulakoweenaal bomuu, let uloweenaal li búlusabu umbe, ban wañawu woololaal let ukajeneen ban let újimeen. 
ACT.27.22	Bale muñeˈe leene sákoluul, mata an li bukuluul let ájim. Ebátowayi bale yóomi li ekajen. 
ACT.27.23	Mata li mal̥egenamu li ehukaayi yakatenumee síyaat, 
ACT.27.24	ban li aanom: «Fool, sákoli! Kaan min kaane, fan ujow utiibi hákil áyiiyawu áamakawu, ban awu an kájiyaku kata Ateemit kommuu li awu, awu ommuu li úji li afaken bukanabuku feh kan jommuu li ébatowayi.» 
ACT.27.25	Mó mújimuu, sákoluul kufaalom, líkangunkangum li Ateemit. Wahawu wan alobumuu wo wommuu li ubaj. 
ACT.27.26	Bale fan ujowaal utaal̥aal li katantaku kata étebelemukayi.
ACT.27.27	Li líiŋ li ehukaayi eŋenen li ebaalikenayi, búlusabu bo baloŋe li bútuuñenoli bújowetum jijow jífu’ li halahu han koonemuu mediteelane (Adiliyatik). Nan hukahu hujeˈe hulitumuu, kata ébatowayi li kunaak kuyin li koon jikooje etaamayi. 
ACT.27.28	Li kubeten hugisa hakoki li kaneew min kuyoob, bale li kujuk kaanaku másenkiyamu mubaje simeetal áyii li kaat li síl̥uba. Li kuyinno bo jakee, li kulaañen kubeten hugisaahu hakokimuu li kaneewaku, li kujuk koon másenkiyamu mubaje simeetal áyii li hutok li síhaaji. 
ACT.27.29	Emmuu kúkolikoli min ébatowayi yóololi elo li kugisa, li kubeten kulankal kubakii kata búsol, ban li kukob li esommen ló min tinakatu tikaten. 
ACT.27.30	Kata ébatowayi li kulako huŋes min kúfu’ li ébatowayi yáamakayi mantee li kufak, li kuwalen asaanaawu atitawu li malamu, ban li kúmal koon boot min kujow kubeten kulankalaku kammuu kayooŋ ébatowayi. 
ACT.27.31	Bale Fool li alob anahaanawu ata esollaaliyayi li kusollaaliyaku aaniil:
ACT.27.31	— Bukanabuku umbuku kufañutumuu kulako li ébatowayi, bukuluul let jiban li jiyili jifakeni.
ACT.27.32	Muñeˈe kusollaaliyaku li kucac uneewawu wakokeenimuu li jisaanaaju, min kukat jo min jijow.
ACT.27.33	Li kulako kakobaku min banakabu búkanul, Fool li awankulen kalakomuu feh li ébatowayi min kuŋa’ wah ukee kutiñ, ban li aaniil:
ACT.27.33	— Muñeˈe baje síyaat kunak kuŋen li kubakii bukuluul li kakob, ban jitiñut wahoowah. 
ACT.27.34	Wahawu unwu újimuu ínje ummu li kawankulenuul min jitiñ, mata fan jak boot li bukuluul bánum li jifak. Anoowan li bukuluul kal let kújim li húkowool.
ACT.27.35	Nan Fool alobumuu kulimaku unku aban, li aŋa’ húmbuulu min asal Ateemit hákil bukanabuku feh ban, li amuncul ho atokoñ. 
ACT.27.36	Muñeˈe bukanabuku feh li kulaañen kútik min kuhin kutiñ. 
ACT.27.37	Alóli fóofoli feh jalakomuu li ébatowayi joono síteemeel síl̥uba li kúyii kúhaaji li kaat li ano. 
ACT.27.38	Nan kutiñumuu kujow kufooñ, li kubeten 
ACT.27.39	Nan tikatenumuu, kata ébatowayi li kujuk etaamayi kuhaasut, bale li kuŋanden éteewaay yabaje katant. Li kufañeen min kuyiliyeen, li kujow kuya to ébatowayi. 
ACT.27.40	Li kúl̥el̥ul kulankalaku li ugebawu úl̥uba, ban li kukat ko min kuwuj li halahu. Li kúl̥el̥ul foof li mano uneewawu wata siweenasu san kuŋa’muu kukaan hulam. Fúlum tó, li kuŋiten éyaka kayooŋ ébatowayi, bánum élusayi li étekul, li etuuñeniil kujow boot bata katantaku. 
ACT.27.41	Bale li kujow kulo li efaah yan uwuusa úl̥uba ukaane li tut, min ébatowayi etaal̥. Kayooŋ ébatowayi iyilaat goloo mata el̥uhol̥uho li mul̥uyisamu. Kuyammalaku li kuhum kata búsol ébatowayi, mata kubabbaj sembe.
ACT.27.42	Esollaaliyayi li kufañeen min kumuk bukanabuku kan kujokumuu jakum bil an li buko awaj alimb min afak. 
ACT.27.43	Bale anahaanawu ata esollaaliyayi ata Lom, li afañ min afaken Fool, li aaniil kukat. Ban li alob bukanabuku kayilimuu kawaj min kujand kufum kulo li malamu, min kuwaj kúfu’ li masaye. 
ACT.27.44	Kaabuku li kútuk ubabbaluwawu, mantee foof úgembulawu wata ébatowayi min kujowubeniil. Muñaˈa kukaanumuu min buko foofiil feh kúfu’ li masaye, ban wah ubajut an.
ACT.28.1	Nan jijowe jifakumuu, li jijam kaanaku étebelemukayi kajaw yo Malut. 
ACT.28.2	Bukanabuku kakinumuu li étebelemukayi li kúyaboli súum ŋáa’. Emmuu emitayi kalaal elakowe ban li jóobi, li kútifenoli sambun sáamak min kúyaboli tó. 
ACT.28.3	Fool li áhomul uyaaj wasaye abeten li sambunasu, hásufaahu li húkesoolul ló ébanuu éliiŋul li ejokool li kaŋen. 
ACT.28.4	Nan bukanabuku kakinumuu li étebelemukayi kujukumuu enuukayilaayi maleeyoole li kaŋenaku kata Fool, li kunaak kúsuumenoo koon:
ACT.28.4	— Manooman ánayinaawu ummu amuka bukan, mata maayeet min áfakumulomuu li halahu áliiŋul, ateemitawu ata batiibabu akatutool min aloŋ.
ACT.28.5	Bale Fool li ahank enuukayilaayi abeten li sambunasu, ban kaanutool wahoowah. 
ACT.28.6	Bukan kaabuku li kulako kakob min koon fan alaa, mantee foof li iyaan alo to min aket. Bale nan kujeˈe kukobumuu fiyo, ban li kujuk koon wah ukaanutool, li kulaañen kubaj kayinoo kukee, min koon kama Fool ateemit.
ACT.28.7	Halaabahu unhu hulolloh etaamayi yata anahaanawu ata étebelemukayi, an koonemuu Fíbiliyus. Fíbiliyus li áyaboli súum, ban li áakenoli boola kunak kúhaaji. 
ACT.28.8	Atuubaawu ata Fíbiliyus akila ló mahintowe. Bújuusa bujokool búgiiwoo ló li bílitaañi
ACT.28.9	Fúlum tó, kúsomuta kaabuku kata étebelemukayi li kubil foof kujuk Fool, li afakeniil. 
ACT.28.10	Bukanabuku kakinumuu li étebelemukayi li kúluukenoli ŋáa’. Nan jilakomuu li jíjufo li ébatowayi boot ejow, li kúcaholi wahawu feh wan jókolimuu li wo boot li kañaahoolaku.
ACT.28.11	Nan jeˈe bajumuu kul̥eeñ kúhaaji, li jíjowum li ébato yata Alekusandili yan koone «Mál̥uba kuteemit», yakaane taŋayi yata kutontaku feh li étebelemukayi. 
ACT.28.12	Li jijow boot li ésukayi yata Sílakiis, min jilako to kunak kúhaaji. 
ACT.28.13	To untu jíjowummuu li ébatowayi min jikel̥el̥en katantaku boot li ésukayi yan koonemuu Léjiwo. Nan tikatenumuu, kálusaku kata Kúñum li kútekul, li jikaan kunak kúl̥uba li jíliiŋ li ésukayi yata Fusol. 
ACT.28.14	Nan jíliiŋumuu li ésukayi inyu, li jitook bo kútuyoli li káyinenaku. Li kóonoli jijow jilako booliil esimen. To untu jíjowummuu boot 
ACT.28.15	Kútuyoli li káyinenaku kata Lom, li kujam móololi, li kubil boot yok tin emalisaayi yata Afíyis, li boot tin koonemuu Ufóoyum Uháaji, kubil jifam to. Nan Fool ajukiilumuu, li asal Ateemit ban li abaj kawankulen. 
ACT.28.16	Nan jiŋejumuu Lom, li kukat Fool min alako joola buko li asollaaliyawu anaake afooyoolumuu.
ACT.28.17	Nan jeˈe bajumuu kunak kúhaaji, Fool li ahooñ boola kunahaanaku kata 
ACT.28.17	— Kutuyom, maayeet min ikaanutumuu bukanolaal wah wajakut, mantee foof li múkaaniinamu mata situubawolaal sihaan, li kujokom 
ACT.28.18	Kata Lom li kugel̥l̥enoolom kuban, li kufañeen min kukatenom mata kujukut wahoowah lí ínje waate úji li kumukom. 
ACT.28.19	Bale Kusuwifaku kufañut, gay li ikomen een kama áyiiyawu áamakawu atiibom. Bale ínje humumom ifañut min iwataten ésukayi yúmbaam. 
ACT.28.20	Wahawu unwu újimuu li iŋes min ijukuul min ilob li bukuluul, mata min íjenkumimee baseelabu umbe, anawu an kata 
ACT.28.21	Kusuwifaku li koonool:
ACT.28.21	— Alóli jiyabut eleetal yáfulumulo Súde yalobe mooli. Ban bajut akee li kutuyolaal abilumulo bo, abil áheboli mantee li áloboli kulim kajakut aya li awu. 
ACT.28.22	Bale jifaañe min awu humumi úloboli min jijam kayinooli, mata jihaase kaanaku tanootan bukanabuku kuhoohoy hujojahu unhu dán ommuu.
ACT.28.23	Kusuwifaku li kusen Fool hunak nan kommuu li kufam. Nan hunakahu húliiŋumuu, li kuhaŋ mabil kumeeŋ, kubil kutookool tan akinumuu. Fool li akitteniil mata 
ACT.28.24	Kukee li buko li kúyinen mata wahawu wan alobiilumuu úji, bale kaabuku li kuhoy báyinen. 
ACT.28.25	Muñeˈe li kulako li kuyiisoo buko bayilaat kujamoo, Fool li alobiil kulimaku unke:
ACT.28.25	— Buyinumabu Banabaabu bukonkooŋ nan bulobumuu situubawuul sihaan, li butum bata afulofetawu 
ACT.28.26	Laaniisaan:
ACT.28.26	«Ujow boot bata bukanabuku umbuku ujow ooniil:
ACT.28.26	fan jijam jak, bale let jínaanum;
ACT.28.26	fan jijuke jak, bale let jijuk.
ACT.28.27	Mata bukanabuku umbuku kufañut kúnaanum.
ACT.28.27	Kutottoj sijaniil,
ACT.28.27	li kúmib kúkiliil,
ACT.28.27	jakum bil kúkiliil kujuk,
ACT.28.27	jakum bil sijaniil sijam,
ACT.28.27	jakum bil kúnaanum li uyinumiil,
ACT.28.27	Letumuu mo fan kútiiwowul boot búmbaam min ifakeniil
ACT.28.28	Fool li afamen aan:
ACT.28.28	— Joote kama jihaas joon Hulimahu hata Ateemit hata kafakaku, húboñuliboñul boot li bukanabuku kákaanumutumuu li Ateemit balewool: buko, fan kujanten ho!
ACT.28.29	[Nan Fool alobumuu kulimaku unku, Kusuwifaku li kujow, mo kúwonnoolemaa li bukoyiil súf.]
ACT.28.30	Fool li alako simit síl̥uba feh li eluufayi yan aŋa’muu min anaak acaam. Li anaak ayab ló bukanabuku feh kanaake kubilumuu kujukool. 
ACT.28.31	Fool li anaak awaale bukanabuku mata Jáyiiyaju jata Ateemit, ban li anaak aliiken bukanabuku mata 
ROM.1.1	Injé Fool ammuu aloka ata Yéesu 
ROM.1.2	Hulimahu unhu Hásuumaahu, Ateemit lájowunjowum li 
ROM.1.3	Bakiicelabu umbu bulollob mata Añoolool, áamummuu ál̥ahukowan li kabukiyaku koola li kalandaku kata áyiiyawu 
ROM.1.4	Ateemit li ájowum li Buyinumabu Banabaabu, min áhiis kaanaku Añiil ata Ateemit laam li sembe, nan ayitenumuloomuu li eketayi. Okila ammuu Yéesu Kilisita, 
ROM.1.5	Li okila Ateemit ásenumommuu kájiyaku kata kalako afootal, boot kakaan bukanabuku kata sihetasu feh kúyinen li akila ban li kútuulool, boot li kasal kata kajawaku koola. 
ROM.1.6	Bukuluul foof jumbuku ló li bukanabuku umbuku, bukuluul jan Ateemit ahooñumuu boot min jilako bukan kata Yéesu Kilisita.
ROM.1.7	Likiiculuukiic bukuluul foofuul feh jammuu 
ROM.1.8	Boot min ijand ísalum Ateemit úmbaam li kajaw kata Yéesu 
ROM.1.9	Ateemit an éemimuu li bulok boot li akila li buyinumom feh, min inaak iwaale Hulimahu Hásuumaahu hata Añoolool, lahaase aan ímalut. Lahaase aan ikatut kayinooluul 
ROM.1.10	nanoonan li ul̥awawu wúmbaam feh. Ikatut foof kal̥aw mantee Ateemit afañumuu, li iyili ibaj bútin min ibil booluul. 
ROM.1.11	Li mal̥egenamu, lifañe ŋáa’ min ijukuul mantee Ateemit li ájowum lí ínje min asenuul káji kata Buyinumabu boot kalitenuul. 
ROM.1.12	Wahawu wan ifañumuu ilob, wo wommuu ibilumuu booluul, li uyiliyaal úwankulenoolumaal li káyinenaku kan ubajaalumuu foofolaal.
ROM.1.13	Kutuyom, lifañe min jihaas kaanaku lilobeene ñameeŋe ebil booluul, bale boot yok muñeˈe bajebaj wah wáhilewommuu ibilum. Lifañe min bulokabu búmbaam bújiwuul li jank li káyinenaku kooluul li Yéesu Kilisita, loon foof bújimuu bukan kaabuku kaletumuu kusuwif li kúyinen li akila. 
ROM.1.14	Léetiseeti ijow ikaan bulokabu búmbaam li bukanabuku feh, li kásawuliisemuu li kásawuliisewutumuu, li kájallomuu li kahaasutumuu wahoowah. 
ROM.1.15	Wahawu unwu újimuu li ifañ foof min íŋaluluul Hulimahu Hásuumaahu, bukuluul jakinumuu li ésukayi yata 
ROM.1.16	Li mal̥egenamu, isuuwut kawaale Hulimahu Hásuumaahu. Ho hommuu sembaasu sata Ateemit boot kafaken anoowan áyinene, kítum li 
ROM.1.17	Li mal̥egenamu, Hulimahu Hásuumaahu húhihhiis buu Ateemit akaanemuu bukanabuku kulako bukan kacole hákilool: jówunjowum li káyinenaku ban li káyinenaku bale ko, loon Bakiicelabu bulobumuu: «An acole hákil Ateemit fan áloŋum li káyinenaku.»
ROM.1.18	Ateemit, haatiya emitayi láhiisummuu etindihuuñayi yajokoolumuu humum hata kátuulaatiyaku kan bukanabuku kútuulutoolumuu li kákaanikoo kanookan kooliil. Bakaanelabu bajakutumuu bata bukanabuku bújimuu ésukayi eyilaat ehaas mal̥egenamu. 
ROM.1.19	Wahawu wan bukanabuku kuyilimuu kuhaas mata Ateemit, usetiiset. Ateemit humumool láhiisiihiis wo set. 
ROM.1.20	Li mal̥egenamu, kábilum nan Ateemit ajuul̥umuu adunaayi, majakamu moola májukoliitimuu, sembaasu soola saano tomuu boot nanoonan, li min aanomuu Ateemit, wahawu unwu feh ujukijuk set. Bukanabuku kuyilo kuŋa’ bújallowiil min kúnaanum wo li wahawu feh wan Ateemit akaanumuu. Wahawu unwu újimuu, kuyilaat kubaj bakooŋ li wahawu wan kukaanumuu. 
ROM.1.21	Bukanabuku kuhaase Ateemit, bale kúluukeneliitool ban foof kúsaleliitool loon kooteenumuu kukaanool mata min áamimuu Ateemit. Bale li kulaañ kubaj uyinoo wasoŋete, ban li koono li élim humum hata uyinumawu wooliil wábaamomuu. 
ROM.1.22	Koonesoon buko bukan kájallowe koom, ban kuwewwel. 
ROM.1.23	Kúmaneneliit máyiineniyamu mata Ateemit áketeliitumuu, min buko kunaak kumanen kambu kata bukan kaketemuu, kata basuu, kata bánuukuleŋ li kata sinuukayila.
ROM.1.24	Wahawu unwu újimuu Ateemit li akatiil bo li kákaanikoolaku kooliil, naboo li kásiibowaku kajakutumuu kata uyinumawu wooliil, min jíyiil li kunaak kukaan li bukoyiil wah wasuuneniye li siniilasu sooliil. 
ROM.1.25	Li kutiiben mal̥egenamu mata Ateemit li émalimiñ. Li kunaak kumanen ban li kusal wahawu wan Ateemit áwuwenumuu, min kukat bo Ateemit áwuwen womuu, ásooniyenimuu boot nanoonan. 
ROM.1.26	Wahawu unwu újimuu Ateemit li akatiil bo min kubaj kásiibo kasuuneniye kata húfulo. Kanaalaabuku kooliil li kunaak kuhoy kuhinto li kúyiniil loon kaanemuu, min kunaak kuhinto li kufaaliil kanaale. 
ROM.1.27	Li manolamu, kánayinaabuku li kukat kahinto li kanaale loon kaanemuu, min kunaak kubaj kásiibo káamak kata kahinto li kufaaliil kánayine. Li kunaak kukaan li buko humumiil bakaane basuuneniye, min jíyiil Ateemit li atekiil katekaku kan kutookumuu min kubaj humum hata kákaanikoolaku kooliil. 
ROM.1.28	Emmuu bukanabuku kuyinoolut kahaas li mal̥egen Ateemit, wahawu unwu újimuu Ateemit li akatiil min kunab li uyinoolawu wooliil wacolutumuu, min kunaak kukaan wahawu wan kooteenutumuu kukaan. 
ROM.1.29	Li baj li buko bóono banooban bacolut, bújakaati, kásiibo wah kanookan kajakut, búl̥afut. Li kuyili batahaay li jamuk bukan, úmuy, bubuntoo li kákaanikoo kanookan. Anoowan li buko li ámal al̥oof afaalool. 
ROM.1.30	Li baj li buko kúloboo, ban li koono kulatoola kata Ateemit. Li kuwel utum, li kuteben ubandiil, ban li kunaak kusaloolo, ban li kuyili kajuul̥ bakaane bajakut. Kútuuleliit sibukoolayiil. 
ROM.1.31	Kutuukowut, ban kúkaaneliit wahawu wan kulobemuu, húbooli hulet li buko, ban kubajut káyiyen. 
ROM.1.32	Maayeet min kuhaasumuu koon Ateemit lansaan an akaanumuu wah loon muñowu latooke min aket, bale li kunaak kukaan wo ban li kukooŋen foof kakaane womuu.
ROM.2.1	Awu jatiibemuu li bukanabuku, oono min oono, ubajut bakooŋ banooban. Li mal̥egenamu, nan utiibumuu kaabuku awu humumi utiiboolowe, mata lukaanekaan wahawu wan buko kukaanemuu. 
ROM.2.2	Luhaasaale kaanaku batiibabu ban Ateemit atiibumuu bukanabuku kakaanemuu wahawu unwu, bunannab li mal̥egenamu. 
ROM.2.3	Awu jatiibemuu bukanabuku kakaanemuu wahawu unwu ban li unaak ukaan loon buko, waa, luyinooyinoo file loon awu fan ufak li batiibabu bata Ateemit? 
ROM.2.4	Bale waa, lubebbes másuumamu máamakamu mata Ateemit, li húmuñahu hoola li kabebenaku koola? Uhaasut oon másuumamu mata Ateemit móotimuu mújiyi li ubet búsol buloŋabu booli buhaanabu? 
ROM.2.5	Min buyinumabu booli bul̥aal̥umuu ban ufañut min útiiwo uŋa’ buloŋ buwunkul, mó mújimuu li oono li káŋalul katek káamak boot li awu, káami li kubaji li hunakahu nan Ateemit ammuu li áhiis etindihuuñayi yoola li batiibabu boola bacolaabu. 
ROM.2.6	No unnu, lammuu li acaam anoowan wahawu wan akaanumuu. 
ROM.2.7	Fan asen buloŋabu bábaneliitumuu bukanabuku kahankenumuu li kakaan majake, ban li kuŋes 
ROM.2.8	Bale Ateemit fan áhiis etindihuuñayi yoola li bal̥eetabu boola bukanabuku káhoogulewoolumuu, ban li kuhoy banab li mal̥egenamu min kunaak kunab li bakaanelabu bacolutumuu. 
ROM.2.9	Sílaam li buyina fan bulako li anoowan akaane majakut, kítum li 
ROM.2.10	Bale Ateemit fan asen máyiineniyamu, kábinkenaku, li kásuumaayaku anoowan akaane majake, kítum li kusuwifaku ban kit kaletumuu kusuwif. 
ROM.2.11	Li mal̥egenamu, Ateemit ájukeleliit li buul.
ROM.2.12	Bukanabuku feh kahoofoolemuu bahaasut 
ROM.2.13	Let bukanabuku kajantenemuu bale waa eluwaayi elobe kommuu bukan kacole hákil Ateemit, bale bukanabuku kajantene yomuu ban li kukaan loon elobumuu, buko kommuu bukan kacole hákilool. 
ROM.2.14	Nokoomuu loon bukan kalet kusuwif kahaasut eluwaayi yata Ateemit kuloŋe loon eluwaayi inyu elobumuu, nokoonokoo loon eluwaayi inyu káta láalayiil, maayeet min kite eenimuu let buko humumiil Ateemit asen yo. 
ROM.2.15	Fan kúhiisum to kaanaku bakaanelabu ban eluwaayi efañumuu, bukiicikiic li uyinumawu wooliil. Uyinumawu wooliil ulollob wahawu wanolawu, ban uyinoolawu wooliil li unaak wooniil nakee kukaanut jak, naanu li wooniil kukankaan jak. 
ROM.2.16	Wahawu unwu wommuu li ubil ujuki li hunakahu nan Ateemit ammuu li ájowum li Yéesu 
ROM.2.17	Awu atebenoolowemuu mata min uhooñimuu 
ROM.2.18	Li utebenoolo mata min uhaasumuu waa Ateemit afañumuu, li min eluwaayi eliikenimuu kaman wahawu wajakumuu. 
