MAT.1.1	Jesucristowa kwal an ñamin kwal uztuza wian kit ka munara: Davidpa kwalkas Abrahampa kwalkas.
ROM.4.15	Awa Moisés ɨninta aizpa mɨarachi akwa, Diosne kwail awaruza aliz kulnat kit usparuza ilninnanazi. Dios sun pit ɨninnaratkine, awane sun pit mɨasachiwal. Awa sun ɨninta pit pian akwa, uspane uspa kwail kiarɨt aizpa piankamat kit sun ɨninta pit mɨashitchi.
ROM.4.16	Abraham Diosta nɨjkultɨt akwa, Diosne ussakas paiña kwizta kwaltuzakas wat kinana namta. Watcha, Diosne us kin namtɨt aizpa mɨlanana wenamanazi. Judío awaruzkas Judío chi awaruzkas Dios mɨlan namtɨt aizpa kawarain sappanazi, Abraham nɨjkultakanain nɨjkulamtu akwa. Sunkana wan Diosta nɨjkulturuzne Abrahamta, uspa papihshkanain mɨjmanazi. 
ROM.4.17	Dios pɨnkɨhta ka parɨt: “Akkwan suras awaruzne Abrahamta ‘nune au papihsh i’ kizanazi.”
ROM.4.18	We piankas, Abrahamne Diosta nɨjkul kit tɨrɨzta, Dios sun kin namtɨt aizpa sapnakima. Diosne paiña kwal akkwan pashpa kawiranazi kizta. Dios pɨnkɨhta ka parɨt: “U kwalne kwisha akkwan pashpa mɨlnanazi.”
ROM.4.19	Cien año uztakas, kwisha ɨlapa parɨtkas, Abrahamne Diosta nɨjkulmɨzta. Akkwan año mɨj akwa, Abrahamkas Sarakas pashpa mɨlsachiwailkas, Abrahamne Diosta nɨjkulmɨzta. 
ROM.4.20	Abrahamne Dios kin namtɨt aizpa an tɨnta nɨjkulmɨz kit an tɨnta namta. Usne “Dios kin namtɨt aizpa kisachi” kaiztachi. Uskas “Dios kwisha wari,” kizta. 
ROM.4.21	Diosta wat piankamtɨt akwa, usne sunkana minta: “Watcha, Diosne us kin namtɨt aizpa kishina.” 
ROM.4.22	Katmizna Diosta nɨjkultɨt akwa, Diosne Abrahamta wat namnin kit ussa wat kulninta.
ROM.4.23	Dios Abrahamta wat namtɨtkas, Diosne an akkwantuzakas wat namninnashimtu. 
ROM.4.24	Diosne au akwakas sun pit parɨt, ma payu Diosta nɨjkulturuza wat namninnanapa, au kwail kiarɨt aizpa wat kulninnanapa. Aukas Dios au Anpat Jesústa irɨttas kakulninta nɨjkultumakpas. 
ROM.4.25	Au kwail kiarɨt akwa, Diosne Jesústa chɨhkarɨt, awa ussa piantaanapa. Diosne kwiztane ussa irɨttas kakulninta, aumɨza wat namanapa. Au Anpat Jesucristo akwa, Diosne aumɨza chiyura pailta payukima uzninnanazi.
ROM.5.1	Mane au Diosta nɨjkulamtu akwa, Diosne aumɨza wat namninnat kit au kwail wat kulninnara. An Anpat Jesucristone aumɨza Dios iztakin kalpain uzninnamtu. 
ROM.5.2	Au Diosta nɨjkulamtu akwa, Diosne aumɨza sapnat kit watsal kiwainanamtu. Aune us au akwa kimtu aizpa pianmakpas, us aumɨza wat uzninnamtu akwa. Aune Diosta tɨriztumakpas, Dios aumɨza uskanain namninnakima. Sun akwa, aune kwisha wat puramakpas. 
ROM.5.3	Dios aumɨza wat kinamtuasmin, aune wat kulanapas. Au parishiztukas, Dioskas aumɨza wat kulninnashina. Parishiztuasmin, aune wan tailchamtumakpas, an tɨnta namana. 
ROM.5.4	Diosne wan parishizmu tailchamturuza wat minñamtu. Dios au akwa wat minamtu akwa, aune us mɨlan namtɨt aizpa sapna tɨriztumakpas. 
ROM.5.5	Sunkana Diosne us kin namtɨt aizpa tɨrizturuza mɨtsal chi kininmanazi. Usne aumɨza pɨrail kaizmanazi. Diosne paiña Sɨnam Izpulta au kaijchukin uznapa ɨninta, yawa Dios aumɨza panashimtu piankamanapa.
ROM.5.6	Au tɨnta chi akwa, aumɨzain kiwainarachi akwa, Cristone wan kwail kirɨttuz akwa irɨt. Diosne Cristowa irɨmtu payu narɨt. 
ROM.5.7	Izti, auruzpain mɨnminkas mamaz akwa imanazi, kwail kirɨtne. Kainchas mazane wat kimtumika akwa ishina. 
ROM.5.8	Au kwail kiarɨtkas, Diosne yawa aumɨza pashinara annat kit Cristora au akwa inapa ɨninta. 
ROM.5.9	Cristo au akwa irɨt akwa, Diosne aumɨza wat namnat kit au kwail kiarɨt aizpa wat kulnara. Dios awaruza wat namninnarane, usne aumɨza watsat mɨlnashina, minpa payura parishizamanpa. 
ROM.5.10	Aune Diosta aliz manashɨ. Diospa Painkul au akwa irɨt akwa, Diosne aumɨza paiña izmuruz namninnara. Dios aumɨza paiña izmuruz namninashimtune, manaz Diosne aumɨza watsat mɨlnashina, Cristo uztu akwa. 
ROM.5.11	Dios aumɨza watsat mɨlnashimtu akwa, Diosne aumɨza watsal kulninnanazi. Sunkana Jesucristone aumɨza Diospa izmuruz namninnarɨt.
ROM.5.12	An ñamin au sukin Adánne, maza awain, kwail kirɨt. Usne sun kwail kirɨt aizpa wantuza kwakninnara. Kwiztane wan awane Adánkana namarɨt. Us kwail kirɨt akwa, awane iamɨzta. Sunkanane wan awa au sukin uzturuzne kwail kiat kit iamɨznazi. 
ROM.5.13	Moisés ɨninta pit pɨnkɨhta parachasmin, wan awa an sukin uzturuzne kwail kiarɨt. Moisés pɨnkɨhta parachasmin, Diosne awaruz kwail kiarɨt aizpa wiantachi. 
ROM.5.14	Adánpa kwizpa uztaruzkas Moiséspa an ñancha uztaruzkas, iara, uspa kwail kiarɨt akwa. Adánpa kwizta uztaruzne Adán kwail kirɨtkana kwail kiarachi. Adán paiña kwail kirɨt aizpa wantuza kwaknarakas, Cristone kwiztane at kit wantuza wat namninashina.
ROM.5.15	Nane uruza paas pit kamtanamtus. Une Adán mɨz kit ñanta kirɨt piankamarawa. Adán kwail kira akwa, pailta awaruzne iarɨnazi. Ukas Dios wan awaruza wat kiwainashimtu piankamtawa. Adán kwail kitkas, Diosne awaruza pashinat kit Jesucristora ɨninta, awaruza kiwainnanapa, usparuza watsat mɨlnanapa. Jesucristone Adánkin an wari, Dios Jesús akwa wan awaruza kwisha kiwainashimtu akwa. 
ROM.5.16	Maza awa kwail kirɨt akwa, wan awane parishizanazi. Dios wan awara pashinamtu akwa, usne kwail awaruza wat namninnat kit uspa kwail kiamtu aizpa wat kulnanazi. Adánkin Dios kimtu aizpa anza wari, Dios awaruza paiña iztakin wat namninnamtu akwa. 
ROM.5.17	Maza awa kwail kirɨt akwa, pailta awaruzne iarɨnazi. Dios wantuza pashinamtu akwa, Diosne Jesucristora piankamturuza sapnat kit uspa kwail kiarɨt aizpa wat kulnanazi. Dios kimtu aizpa Adánkin anza wari. Diosne Jesucristo akwa usparuza chiyura uzninnananzi.
ROM.5.18	Adán kwail kit akwa, wan awaruzne kwail namat kit uspa kwail akwa parishizanazi. Cristo au akwa irɨt akwa, aumɨza wat kit akwa, Diosne wan Jesucristora nɨjkulturza wat namninnashina, pailta payukima chiyura uzanapa. 
ROM.5.19	Maza awa Dios ɨninta aizpa mɨrachi akwa, pailta awaruzne kwail namarɨt. Sunkana Cristo paiña Papihsh kurunta aizpa kirɨt akwa, Cristo au akwa wat kit akwa, Diosne awaruza wat namninnashina, uskasa uzanapa.
ROM.5.20	Diosne paiña pit Moisésta ɨninnara, awa uspa kwail kiarɨt aizpa an piankamanapa. Awa an akkwan kwail kiamtuasmin, Diosne wan awaruza an akkwan wat kinashira, uspa kwail wat kulnanapa. 
ROM.5.21	Minpa pit kaiznamtus. Awa kwail kiashimtu akwa, uspane iarɨnazi. Sunkanane Dios wan awaruza pashinamtu akwa, Diosne au Anpat Jesucristora au sukin inapa ɨninta, awaruza wat namninnanapa, uspa kwail wat kultananapa, pailta payukima uzanapa.
ROM.6.1	Aune ¿chima kizanapai? Aune an kwail kitchiwamakpas, Dios aumɨza an akkwan wat kinanapa, Dios aumɨza an wat kulnanapa. 
ROM.6.2	Aune mizurainkas sunkana kwail kiasachimakpas. Aune kwail kin chɨhkashimtumakpas, Dios iztakin kwail kiman. 
ROM.6.3	Jesucristora piantuzne Cristowa munkasa munnara. Sunkana aune Cristokasa wanmaktɨtmakpas. Au kwazikasa munkane, aune Dios iztakin Cristora kanpamtuzkanain namtamakpas, us aumɨza mɨlashimtu aizpa sappanapa. 
ROM.6.4	Pira win kit Cristo munkasa munarɨt akwa, aune ussa kamtɨtmakpas. Ussa kanpamtuasmin, aune us pashimtu aizpa kimtumakpas. Sun akwa aune kwail kitchiwamakpas. Au Taitta Dios kwisha tɨnta akwa, usne Cristora irɨttas kakulninta, mamasa uznapa. Sunkana Diosne aumɨza kiwainnashina, maiztɨt awakanain uzanapa, mamaz tuntu uzanapa.
ROM.6.5	Diosne Cristora wanmakturuza namninnarɨt, kwail kishiamanpa. Uskana namtɨttuzne, uskasa wanmaktɨttuzne, maizarɨt, nil uzana, kwail kiaman. 
ROM.6.6	Aune an ñancha miza uzara pianmakpas. Aune kwail kaiznash. Mane Diosne au kwail kiashimtu aizpa kaninta. Cristo kurishta au akwa irɨt akwa, usne aumɨza kiwainamtu, an kwail kiashimanpa. 
ROM.6.7	Awa irɨkane, usne kwail kin pailtɨt. Kawarain Diosne mazara maiz kit masas awakanain namnintu, an kwail kishimanpa. 
ROM.6.8	Cristora piantuzne Cristokasa wanmakkarɨt. Cristo au akwa irɨt nɨjkulamtu akwa, aune ma payu uskasa uziznapas pianmakpas. 
ROM.6.9	Cristo irawane, aune Dios Cristora irɨttas kakulnintɨt pianmakpas. Katmizna usne mamasa imanazi. Pailta payukima uznazi. 
ROM.6.10	Cristo irɨkane, usne masa piji kwail kirɨttuz akwa ira. Ma chiyura uztuasmin, Cristone pailta payukima Dios akwa uz, ussa kiwainna. 
ROM.6.11	Mane une sunkana kiarawa. Umin izizanaka. Mane kwail kin minman. U Cristora wanmaktɨt akwa, une Dios pashit aizpa kizanaka.
ROM.6.12	Katmizna an sukin uzamtuasmin, aune wan kwail kirɨt aizpa chɨhkatpamakpas. Aune chiwazha ayukta kwail kinpa minñashimtu aizpa mɨrakiwamakpas, sun kwail kimanpa. 
ROM.6.13	U ayukta kwail mintu aizpa kiman. Kancha uruza Diosta chɨhkatpa, wat kianapa. Une an ñamin irɨt awakanain mazi. Kwiztane Dios uruza uzninara akwa, une Dios wat pashimtu aizpa kiaiznaka. 
ROM.6.14	Ma uzamtuasmin, u ayukta kwail minñamtu aizpa kiman. Dios Moisésta paiña ɨnim pit ɨnintakas, sun ɨnim pitne, aumɨza mizurainkas watsat mɨlnamanazi. Dios aumɨza kwisha wat kiwainashimtu, kwail kiamanpa.
ROM.6.15	¿Aune chima kizanapai? Aune an akkwan kwail kitchiwamakpas. Diosne awaruza wat kiwainnamtuchi, awa sun ɨnim pit mɨamtu akwa. Dios awaruza pashinamtu akwa, usne awaruza wat kiwainanazi. 
ROM.6.16	Une anpatpakas kiwainmumikawakas wat pian. Kiwainmumikane anpat ɨnintu aizpa mɨmtu. Kwail kishimtumikane paiña kwail anpat ɨnintu aizpa mɨnazi. Sun akwa usne Diostas attishta chanazi. Diosne us ɨnintu aizpa mɨshimtumikasha wat namninnat kit paiña kwail wat kulnazi. Sun akwa nil uznazi. 
ROM.6.17	An ñamin une u kwail anpatta mɨat kit kwail kiara. Mane Diosta aishtaish kiztus, u na kamtanara aizpa sapparɨt akwa. U sun watcha mɨara akwa, une Dios kiwainmuruz namat kit us ɨninta aizpa kiara. 
ROM.6.18	Diosne uruza chɨhtnara, an kwail kin pashiamanpa. Dios uruza chɨhtnara akwa, une Diospa kiwaintuz namara, nil uzanapa. 
ROM.6.19	U we piankamamtu akwa, nane uruza an kamtananash, ap pit an mɨanapa. Diosta piankamarachasmin, une sɨnam chi aizpa kiashit kit akkwan tuntu kwail kiashira. Mane Diosta piankamamtu akwa, une Dios wat ɨnintu aizpa kiarawa, nil uzanapa, Dios pashit aizpa kianapa.
ROM.6.20	U akkwan tuntu kwail kiashikane, une Dios awaruza kurunara aizpa mɨashitchi. Nil uzarachi. 
ROM.6.21	An ñamin kwail kiamtuasmin, une sun kwail akwa mɨtsal kiat kit chinkas kana kiarachi. Sun kwail kimturuzne paimpa iarɨnazi, Dios uzkin putnasachi akwa. 
ROM.6.22	Dios au kwail kiashit aizpa kanintɨt akwa, usne aumɨza paiña kiwaintuz namninnara. Usne aumɨza sɨnam awakanain namninnamtu, pailta payukima chiyura uzanapa. 
ROM.6.23	Kwail kimmikane chinkas sapmanazi, irɨkane. Usne Dios uzkin uzmanazi. Diosne au Anpat Jesucristora pianturuza uskasa wanmaktuza pailta payukima chiyura uzninnanazi.
ROM.7.1	Une Diosta piantuz mai. Na uruza kaiznamtu aizpa mɨizanaka, uruza ɨnintɨt aizpa piankamamtu akwa. An sukin uzturuzne chiwazha ɨnim mɨarawa, ianakima. 
ROM.7.2	Ashampa ampu mɨjmikawa kwinta kainanamtus. Ashampa ampu mɨjmikane paiña ampukasa uztawa, sunkana ɨnintɨt akwa. Usne paiña ampura kwaisachi. Paiña ampu irɨkane, sun ashampane sun ɨnintɨt aizpa mɨmanazi, paiña ampu uztuchi akwa. 
ROM.7.3	Paiña ampu uzasmin, mamaz ampukasa yaltane, sun ashampane kwail cham ashampa i. Ampu irɨkane, sun ashampane paiña ampura wanmaksachi. Sun ashampa chɨht akwa, usne mamaz ampura mɨlshinai. Suasne usne kwail cham ashampa chi.
ROM.7.4	Une Diosta piantuz mɨizanaka, na kaiztɨt aizpa piankamanapa. Cristo u akwa irɨt akwa, une Moisés ɨnintɨt aizpa an mɨarakiwa, u Cristora wanmakkarɨt akwa. Une Cristo ɨnintu aizpa kiashina. Dios Cristora irɨttas kakulnintɨt akwa, usne aumɨza kiwainnanazi, paiña wat kal kianapa, us iztakin nil uzanapa. 
ROM.7.5	Cristora piankamarachasmin, aune au uzashitkanain uzanashɨ. Moisés ɨnintɨt aizpa izamtukas, aune au kwail kiashimtu aizpa kamanashɨ. Kwail minñamtuasmin, aune chiwazha kwail kishimtu aizpa kianashɨ. Au kwail kiamtu akwa, aune iarɨnapas. 
ROM.7.6	Mane Diosne aumɨza chɨhtnarɨt, Moisés Judío awaruza ɨninnarɨt aizpa mɨamanpa. Ñamin aune sun ɨninta pit mɨramakpas. Aune sun ɨninta pit mainsachimakpas. Paiña Izpul aumɨza kiwainamtu akwa, mane aune Diosta mɨmtumakpas, watsal uzana.
ROM.7.7	¿Aune chima kizanapai? Mane mɨnpazha Judío awaruza ɨninta aizpa kwail i minñashina. Sun ɨninta pitne kwailchi. Wari. Sun ɨninta pit akwa, nane kwail kimika ish pianish. Sun ɨninta pit pɨnkɨhta ka parɨt: “Patna pashikain.”
ROM.7.8	Sun ɨninta pit iztuasmin, nane patna pashimɨztuarau. Sun ɨninta pit wachiatne, nane sun kwail pura aizpa piankamsachish. 
ROM.7.9	Na sun ɨninta pit piankamtachasmin, nane watsal uztus mintau. Dios ɨninta aizpa piankamtawane, nane ap kwail kishit aizpa nɨjkultau. 
ROM.7.10	Sun akwa nane Diostas attishta charau. Dios sun pit nawa uznapa ɨnintakas, nane ɨnintɨt aizpa kimanamtish. Na sun ɨninta pit kisachi akwa, nane Diostas attishta charau. 
ROM.7.11	Na Dios ɨnintɨt aizpa kisachi akwa, nane ap kwail kit aizpa nɨjkultau. Sun akwa nane Diostas attishta charau.
ROM.7.12	Katmizna nane mamasa kaiznamtus: Sun ɨnim pit Diostas at akwa, kwail chi mai. Watchakas watkas mai. 
ROM.7.13	Aune “Dios ɨnintɨt aizpa wari” pianmakpas. Kwail chi. Sun wat ɨnim pit nawa Diostas attishta chaninta. Dios ɨninta aizpa piankamtawane, nane kwailpa piankamtau. Sun wat ɨnninta pit akwa, nane ap kwail kirɨt aizpa tailchasachish. Nane Diostas attishta charau. Na kwail kishirɨt akwa, nane kwisha kwail namtɨt nɨjkultau.
ROM.7.14	Aune Dios Sɨnam Izpul sun ɨnim pit aumɨza ɨninnara pianmakpas. Dios ɨninta aizpa watkas, nane wan awakanain uz kit kwail kishimtus. 
ROM.7.15	Watcha, na kimtu aizpa we pianish. Masetne wat kishimtu aizpa kimanash. Masetne kwail kishitchi aizpa kinash. 
ROM.7.16	Na kwail kishimtuchi aizpa kitkima, nane na kwail kimtus nɨjkultus. Suasne nane Dios ɨnintɨt aizpa wari kiztawash. 
ROM.7.17	Katmizna ap kaijchukin kwail wa akwa, nane kwail kishimtus. 
ROM.7.18	Ap kaijchukin wat wachi pianish. Na wat kishimtukas, wat kisachish. 
ROM.7.19	Nane wat kishimtu aizpa kimtuchish. Sunkana nane kwail kishitchi aizpa kimtus. 
ROM.7.20	Suasne na sun kwail kishitchi aizpa kitkima, nane kwail kimɨztus, kwail ap kaijchukin wa akwa.
ROM.7.21	Wan awaruzne nakanain uzamtu. Wat kishimtukas, nane kwailmin kimɨzish, wat kimtuchin. 
ROM.7.22	Nane ap kaijchukin watsal kultus, Dios paiña ɨninta pit nawa mɨlat akwa. Sun pit mɨshimtus. 
ROM.7.23	An sukin uzasmin, nane mamaz tuntu pitkas nawa ɨnintu pianish. Sun mamaz pitne nawa kwail kin kinintu. Sun kwail kimanash minkane, nane sun mamaz pit mɨmtu, kwail kinpa. Sun mamaz pitne na mintu aizpa ɨnintu, na kwail kinpa.
ROM.7.24	Sun akwa nane kwisha tayalish, wan awakana kwail kishimtu akwa. Anne tailchasachish. ¿Mɨnmika nawa kwainshina, na kwail kimanpa? 
ROM.7.25	Diosmin nawa kiwainshina, kwail kin kishimanpa, kwail minmanpa. Katmizna nane Diosta aishtaish kiztus, Dioskas au Anpat Jesucristokas nawa kiwainshimtu akwa, us kuruntu aizpa mɨnapa. An sukin uztuasmin, nane kwail kin minshimtus. Minpa pit kainanamtus. Ukas nakas Dios ɨnintɨt aizpa mɨrawamakpas, kwail kimanpa.
ROM.8.1	Mane Cristo au akwa irɨt akwa, Diosne Jesucristora piantuza, Jesucristokasa wanmakturuza, uspa kwail akwa parishizninmanazi. 
ROM.8.2	Sɨnam Izpulne Jesucristora piantuza mamaz tuntu uzninnat kit usparuza Jesucristokasa wanmakkamtu. Sun akwa usne nawa kwail kimanpa kiwainamtu. Mane nane ap kwail kirɨt akwa parishizmanash. 
ROM.8.3	Awa Moisés ɨnintɨt aizpa kiasachi akwa, uspane uspa kwail akwa wat namarachi. Diosmin awaruza wat namninashina. Diosne paiña painkulta au sukin ɨninta, apa kwail awa uztukin uznapa. Jesús an sukin awakanain uztuasmin, awakanain uzta, kwail kitchin. Usne awa akwa irɨt, Dios au kwail kiarɨt aizpa kaninnanapa. 
ROM.8.4	Dios au akwa sun kirɨt akwa, Sɨnam Izpulne aumɨza kurunnat kit Dios ɨnintɨt aizpa mɨninnamtu. Diosta pianchiruzne Dios ɨninta aizpa mɨasachi.
ROM.8.5	Diosta pianchiruzne chiwazha ayukta kwail minñashimtu aizpa kiamtu. Sɨnam Izpul kuruntu aizpa mɨmturuzne us kuruntu aizpa minñat kit ka kiashimtu. 
ROM.8.6	Kwail kishiamtu aizpa minturuzne Diostas attishta uzanazi. Diosne Sɨnam Izpul kuruntu aizpa kishimturuza pailta payukima kalpain uzninnanazi, Dioskasa uzamtu akwa. 
ROM.8.7	Kwail kishimturuzne Diosta aliz mai, mizurainkas Dios ɨnintu aizpa miashimtuchi akwa. 
ROM.8.8	Chiwazha kwail kin minturuzne Dios pashimtu aizpa kiasachi.
ROM.8.9	Une chiwazha kwail kiashimtuchi. Mɨnminkas uruza kwail kin kininsachi. Une Sɨnam Izpul kuruntu aizpa mɨamtu, Sɨnam Izpul u kaijchukin uztu akwa. Cristowa Sɨnam Izpul mɨjchiruzne Cristowa kwal namamtuchi. 
ROM.8.10	Au kwail kiarɨt akwa, aune wan awakanain iarɨrnawas. Au kwail kiarɨtkas, Sɨnam Izpulne Cristora piantuza uzninnanazi. Paiña Izpulne au kaijchukin uztu akwa, usne au izpultuza uzninnat kit Dios iztakin aumɨza nil namninnashina. 
ROM.8.11	Diospa Izpulne Cristowa ña irɨttas kakulninta pianmakpas. Sɨnam Izpulmin aukasa uz kit au ña minpa payura irɨttas kakulninnanazi. Sɨnam Izpul au ayukta uztu akwa, Diosne au ña mamasa uzninnanazi.
ROM.8.12	Sun akwa, Diosta piantuz mɨizanaka. Aune Dios Izpul aumɨza kuruntu aizpa mɨrawamakpas. Aune au kwail minñamtu aizpa kitkiwamakpas. 
ROM.8.13	Kwail kin minturuzne watcha iat kit Diostas paimpa uzanazi. Dios Izpul u ayukta uztu akwa, usne uruza tɨnta kiwainanazi, kwail kiamanpa.
ROM.8.14	Diosne paiña Izpul kuruntu aizpa mɨshimturuza paiña kwal namnashina. 
ROM.8.15	Diosne aumɨza paiña Sɨnam Izpulta mɨlanarɨt, ussa ishkumanpa. Sɨnam Izpulne aumɨza paiña pashparuzkanain kwininna namtu. Dios aumɨza paiña kwal namnintɨt akwa, aune “Diosne au Taitta i” kiziznapas. 
ROM.8.16	Diospa Sɨnam Izpulne au izpulkasa wanmaktu, au Diospa kwal makpas piankamninnanapa. 
ROM.8.17	Dios aumɨza paiña kwal namarɨt akwa, aune Dios aumɨza kin namtɨt aizpa sapiznapas. Aune Cristokasa Dios wan watsarɨt mɨj aizpa sapiznapas. Aune, Cristokana parishizturuzne, uskasa chiyura wat uziznapas.
ROM.8.18	Ma an sukin uzamtuasmin, aune parishiziznapas. Awa an sukin parishiztukas, Diosne Diosta piantuza wat kiwainnanazi, kwisha watsal puranpa. An sukin parishizamtukas, aune mamaz payura Dios iztakin anza watsal manapas. 
ROM.8.19	Dios an sura uztuza paiña kwal namninnashimtu akwa, uskas usparuza maiznat kit wat namninnanazi. Suasne awane Dios an su sarɨtkin wat kianazi. Aune tɨriztawamakpas, Dios wan sarɨt aizpa maiznakima. 
ROM.8.20	An ñancha awa kwail kirɨt akwa, wan Dios an sukin sarɨt aizpa maizarɨt. Makima aune tɨriztumakpas, Dios wan chiwal wat sanakima. 
ROM.8.21	Makima wan sarɨt aizpa iamtu. Mamaz payura Diosne wan sarɨt aizpa maizninnanazi, mamasa iamanpa. Dios awaruza paiña kwal namnintawane, usne wan au sukin sarɨt aizpa mamasa wat namninnanazi. 
ROM.8.22	Aune wan su sarɨtkin parishizamtu pianmakpas. Makima wanne ashampa pashpa mɨltukanain naizamtu, ishtu kanakima. 
ROM.8.23	Wan an sukin sarɨt aizpa parishiztukas, aukas parishiztumakpas. Dios an ñancha paiña Sɨnam Izpulta aumɨza mɨlanarɨtkas, aune parishiz kit ayukta pihshtaamtumakpas, Dios aumɨza paiña pashpakanain sapnanakima. Dios aumɨza paiña kwalkanain kwira kinamtu akwa, aune paiña kailtu payu impara imparain tɨriztumakpas, aumɨza irɨttas kakulninnanapa, uskasa uzana. 
ROM.8.24	Diosne aumɨza watsat mɨlnara, au ussa nɨjkulamtu akwa. Ussa nɨjkulamturuzne impara imparain tɨrizamtu, us wan kin namtɨt aizpa sapnakima. Dios kin namtɨt aizpa saptamikane an sapna tɨriztuchi, me us wan saptɨt akwa. 
ROM.8.25	Au wan kin namtɨt aizpa sappamtuchi akwa, aune impara imparain tɨrizat kit tailchamtumakpas, sun sapnakima.
ROM.8.26	Au Diosta tɨrizamtuasmin, Sɨnam Izpulkas ayukta tɨnta pihshtat kit au akwa Diosta mamaz tuntu paikumtu. Au Diosta paikwan we pian akwa, Sɨnam Izpulne aumɨza kiwainat kit Diosta au akwa nil paikumtu. 
ROM.8.27	Dios au ayuk kaijchukin mintu aizpa pianasmin, uskas paiña Izpul mintu aizpa pian. Sun akwa Sɨnam Izpulne au Diosta piantuz akwa Diosta paikumtu, us Dios pashimtu aizpa wat pian akwa.
ROM.8.28	Aune Dios kimtu aizpa pianmakpas. Diosne au ussa pashimturuza wat kiwainamtu, chiwazha aumɨza kimtu aizpa watsal puznapa. Diosne aumɨza akwanat kit au akwa sunkana kimtu, us pashimtu aizpa kianapa. 
ROM.8.29	An su sarachasmin, Diosne au ussa nɨjkulamturuza nanara, paiña painkulkanain namanapa, Cristo uztakanain uzanapa. Diosne “Cristo an tɨnta i” kiz kit wan ussa piantuza sapnamtu, paiña kwal namanapa. 
ROM.8.30	An su sarachasmin, Diosne au ussa pashimturuza nanarɨt. Suasne usne aumɨza wat uzanapa akwanat kit au kwail kiarɨt aizpa kaninnara. Dios aumɨza akwanamtuasmin, usne aumɨza wat awakanain namninnat kit au kwail kiarɨt aizpa wat kulnarɨt. Au kwail kiarɨt aizpa wal kulnarɨt akwa, Diosne aumɨza paiña Painkul uztukin watsal uzninnanazi.
ROM.8.31	¿Aune chima kizanapai? U na kaizta aizpa nɨjkulamtuasmin, ma pitchin mɨizanaka. Dios paiña izmuruza kiwainamtukima, mɨnminkas aumɨza anuppasachi. Aune kwailtuza ishkuamanapas. 
ROM.8.32	Aune Dios paiña painkulmin au akwa irɨnpa chɨhkarɨt pianmakpas. Sunkana usne au we aizpa aumɨza kain mɨlananazi, us pashimtu aizpa kianapa. 
ROM.8.33	Mɨnminkas “Dios narɨttuza wat kulmanazi” kaizsachi, Dios usparuza me wat kulnarɨt akwa. Diosne paiña narɨttuza maizninnat kit uspa kwail kiarɨt aizpa kaninnara. 
ROM.8.34	Mɨnminkas “usparuza kwail kiarɨt” parasachi, Cristo au kwail akwa irɨt akwa. Kwiztane Diosne ussa irɨttas kakulninta. Mane usne Dios iztakin, Dios ɨnintukin, uz kit au akwa Diosta paikumtu. 
