MAT.1.1	Yiesu 
ACT.2.25	K mɑɑn Dɑɑfiid din yet k jikt sɑɑ Yiesu po k yɑɑ ɑ:
ACT.2.25	‹N din tun lɑɑt Yonmdɑɑnɔ n tuɑnn ni,
ACT.2.25	k mɑɑn u be n niidiitu po,
ACT.2.25	ɑ n dɑɑ jekl. 
ACT.2.26	L pɑɑk, n mɔk pɑlpienn k piɑk pɑlpienn mɑɑn.
ACT.2.26	Mi i lek i tɑnŋ i kpo gbɑɑ, ŋɑɑn n sii mɔk dindɑnn,
ACT.2.27	k mɑɑn ɑ tɑn kɑn nyik n siek k lin kpɑkn kpientinŋ ni.
ACT.2.27	A kɑn ŋɑɑ k min ɑ Niŋɑnɔ gbɑnɑnt
ACT.2.27	n tɑn bɑt,
ACT.2.28	k ɑ biɑ te k n bɑnn sɔni nbɑ bɑɑt mɑnfuol ni,
ACT.2.28	k mɑɑ sii be ɑ tuɑnn ni
ACT.2.28	n sii mɔk pɑlpienn nbɑ kɑɑ pɑɑk.› »
ACT.2.29	K Piɑl biɑ ŋɑnm yet yɑɑ ɑ: «N nɑɑ wɑɑs, n sɑɑ fit wɑnn’i nɑn bɑlmɔni k jikt sɑɑ t yejɑsɑɑkuɑ Dɑɑfiid po. U din kpo k b pii’u, k u kɑɑɔk dɑɑ be t buol nnɑ nɑ. 
ACT.2.30	Ŋɑɑn u din tie Yennu sɔkni e, k din mi nɑn Yennu senn mɔsonn k tul’ɔ, k yet yɑɑ ɑ, u tɑn sɑɑ jii u yɑɑbuonn yenɔ kuɑ k din’ɔ u mɔnŋ nɑɑn. 
ACT.2.31	Dɑɑfiid din mi lin nbɑ k Yennu yɑɑ wun tɑn tien. L pɑɑk, k u din pɑk 
ACT.2.32	«Yiesu nbɑ nɑ e k Yennu dɑɑn fiin’ɔ kuun ni, k t kul ɑ nɑ mun tie u kuun fiilu mɑnŋ siɑlɑɑdɑnm. 
ACT.2.33	K Yennu biɑ donn’ɔ ɑ wun kɑl u niidiitu po. Wɑɑ kɑl nɑ k u gɑɑl Foŋɑnm nbɑ k u Bɑɑ din senn mɔsonn ɑ u sɑɑ tul’ɔ nɑ, k mɔtɑɑnɑ k u yɑt Foŋɑnm mɑnŋ t pɑɑk k ŋɑnn e k i gbiɑ k biɑ lɑɑt lin nbɑ tuun t ni nɑ. 
ACT.2.34	K mɑɑn Dɑɑfiid din k duo 
ACT.2.34	‹Yonmdɑɑnɔ Yennu yet n Yonmdɑɑnɔ
ACT.2.34	Kɑln n niidiitu po
ACT.2.35	mɔkmɔk nɑn mɑɑ tɑn sɑɑ jii ɑ dɑtɑi
ACT.2.35	k tien’m ɑ tɑɑkpɑktɑ.› »
ACT.2.36	K Piɑl biɑ yet ɑ: «Tɔn, l ŋɑn k Islɑɑeltieb kul n bɑnn nɑn l tie Yiesu nɑ e, wun nbɑ k i dɑɑn te k b kpɑɑ’u dɑpunpunn pɑɑk k kpii’u nɑ, ŋuɑ e k Yennu wɑnn nɑn u tie Klistu k biɑ tie Yonmdɑɑnɔ biɑk.»
ACT.2.37	Niib nɑ nbɑ gbɑt nnɑ mɑnŋ, k b pɑlɑ ni biil bonciɑnn, k b boi Piɑl nɑn u lieb nɑ ɑ: «T nɑɑ wɑɑs, k t sɑɑ tien nlee?» 
ACT.2.38	K Piɑl yet’b ɑ: «Sie k i kul ɑ n mɔ kuɑŋɑɑn k lebt binbenŋ, k tin wul’i Yennu nyunwulu Yiesu Klistu sɑnn ni, k Yennu n nyik i biit k cɑb’i, k sɑɑ tul’i u piini nbɑ tie Foŋɑnm nɑ, 
ACT.2.39	k mɑɑn u ponŋ din senn mɔsonn k tul yinm nɑn i wɑɑs nɑn bin nbɑ kul be bɑnfɔkl k yɑb bonciɑnn k Yonmdɑɑnɔ Yennu tɑn sɑɑ yiin’m nɑ.»
ACT.2.40	L puolpo e k Piɑl pɑk mɑɑn bonciɑnn k kpɑɑn’m k biɑ cie b pɑlɑ ɑ: «Nyint i mɔnŋ mɑn mɔtɑɑnɑ nibiit nɑ sinsuuk ni.» 
ACT.2.41	Bin nbɑ din sɑk u mɑɑn mɑnŋ k b wul’b Yennu nyunwulu l dɑɑl nɑ, din tie nɑn niib tusɑ ŋɑntɑ nɑ k pukn Klistuweilɑ po. 
ACT.2.42	K b ŋɑnmt k lek tumi k bɑnt tuomiinbɑ mɑnŋ wɑnnu, k jii b yuo k tɑɑn diɑ lieb nɑn mɔtɑɑɔk, k lɑknt k centl pɑɑnu, k biɑ tiki mei Yennu
ACT.2.43	K jijiet ji din mɔk suɑ kul, k mɑɑn tuomiinbɑ nɑ tuun bɑktnɔunŋ tuonjɑɑnɑ bonciɑnn. 
ACT.2.44	K Yiesuweilɑ mɑnŋ kul ɑ biɑ lek diɑ lieb nɑn mɔtɑɑɔk, k centl b bonɑ kul k tien b lieb, 
ACT.2.45	k tuu kɔi bɑɑ mɔk lin nbɑ k jikt l likli k tuol b lieb, k jɑnŋt nɑn suɑ kul nbɑ luon biɑnŋ nbɑ.
ACT.2.46	Dɑɑl kul b biɑ lek tuu tɑɑn lieb e Yennu jɑɑnti ŋɑsɑɑkɑk ni, k b lɑknt bɑɑ jedikpɑguul b mɔnŋ ŋei ni, k sɑɑ di jiet nɑn lieb nɑn pɑlpienn, k ninfɔksɑi kɑɑ nɑn b lieb. 
ACT.2.47	K yuo kul k b pɑk Yennu, k suɑ kul pɑl mei b pɑɑk. K dɑɑl kul k Yonmdɑɑnɔ biɑ ŋɑnmt k te k niib lɑɑt fielu k puki b pɑɑk.
ACT.3.1	Dɑsiɑl yenlekl dinn k Piɑl nɑn Sɑn din tɑn sɑɑ Yennu jɑɑnti ŋɑsɑɑkɑk ni Yenmiɑlyuo. 
ACT.3.2	Ŋɑnn e k b sɑɑ yɑɑ bin kuɑ Yennu jɑɑnti ŋɑsɑɑkɑk tɑnmɔb nbɑ k b din yi Tɑnmɔŋɑnŋ nɑ, k lɑ jɑsuɑ nnɑ k u kɑl lenŋ, k ponŋ tie wɔbk u mɑɑlu ni wɑɑ, k dɑɑl yejɑ ŋɑɑk kul k b din tuu jii’u k bɑɑl nɑn’ɔ tɑnmɔb mɑnŋ buol ni, ɑ wuu mei likli niib nbɑ bɑɑt Yennu jɑɑnti ŋɑsɑɑkɑk mɑnŋ ni nɑ.
ACT.3.3	Yuo nbɑ k u lɑ Piɑl nɑn Sɑn k b yɑɑ bin kuɑ nɑ, k u miɑl’b likli. 
ACT.3.4	K b jiɑnt k goli’ɔ silll, k Piɑl tɑn yet’ɔ ɑ: «Ii goli’t.» 
ACT.3.5	Ŋɑnn e k u ji nul u ninbinɑ k goli’b, k dɑɑn nɑn u sɑɑ gɑɑl siɑl e b penŋ. 
ACT.3.6	Ŋɑɑn k Piɑl yet’ɔ ɑ: «N lek k mɔk likli k biɑ k mɔk sɑlmɑ k sɑɑ tul’ɑ ni, ŋɑɑn mɑɑ mɔk lin nbɑ e k n yɑɑ n tul’ɑ. Mi i tul’ɑ mɔb Yiesu 
ACT.3.7	ŋɑɑn suol u niidiitu k fiin’ɔ.
ACT.3.7	L tɑɑkpɑɑk ni k juɑ nɑ tɑɑ kɑkt yiɑn ɑ, 
ACT.3.8	k u tɑb k fiil set, k ji piin sonm k lin, k tɑn wei’b k kuɑ Yennu jɑɑnti ŋɑsɑɑkɑk mɑnŋ ni, k yuuk k mobt nɑn pɑlpienn, k pɑk Yennu. 
ACT.3.9	K niib kul lɑ’u k u sonm k pɑk Yennu. 
ACT.3.10	Bɑɑ ji din bɑnn nɑn ŋuɑ e tie miɑtɔ nbɑ tuu kɑɑl k mei niib likli Yennu jɑɑnti ŋɑsɑɑkɑk tɑnmɔb nbɑ k b yi’l Tɑnmɔŋɑnŋ nnɑ, k l ji yɑɑl ŋɑɑn lit’b nɑn lin nbɑ tien k tul’ɔ nɑ pɑɑk.
ACT.3.11	K wɔbk mɑnŋ puul wɔb Piɑl nɑn Sɑn, k l tien niib nɑ kul ɑ bɑktnɔunŋ bonciɑnn, k b ciɑl sɑɑn lɑkn b buol ni. Bɑɑ lɑkn siɑn nɑ k b yi’l Sɑɑlomɔn bɑlntl.
ACT.3.12	Piɑl nbɑ lɑ niib nɑ yuo nbɑ k u yet ɑ: «Yinm Islɑɑeltieb, bee k l yɑɑl ŋɑɑn lit’i ni i? K bee k i bɑli tinm nnɑ ɑ? Tɑɑ te k jɑwɔbk nɑ fiil sonm nɑ, i duki mi ɑ l tie t mɔnŋ yiikuo ɑmi t mɔnŋ yentinu pɑɑk e? 
ACT.3.13	Yennu nbɑ tie Ablɑɑhɑɑnm nɑn Isɑɑk nɑn Sɑɑkɔb nɑn t yejɑlieb Yennu nɑ, ŋuɑ e tie dɑɑnɔ nbɑ donn u tuontunnɔ Yiesu k tul’ɔ u mɔnŋ 
ACT.3.14	Ŋuɑ e lek tie Yennu nilɔ, k biɑ jen ɑ tie Niŋɑnɔ, ŋɑɑn k i lek yet’ɔ, ŋɑɑn biɑ miɑl Piilɑɑt ɑ wun nyinn nikpiiluk k tul’i. 
ACT.3.15	Yinm e te k b kpii Mɑnfotultuɑ mɑnŋ, ŋɑɑn k Yennu fiin’ɔ kuun ni, k tinm e tie lin nbɑ nɑ siɑlɑɑdɑnm. 
ACT.3.16	Wɔbk nɑ tie wun nbɑ k i ponŋ tuu mi’u k biɑ lɑɑt’ɔ e, ŋɑɑn k u tɑn pɑɑk nɑ, k mɑɑn wɑɑ tien Yiesu mɑnŋ sɑnn yɑdɑ nɑ pɑɑk. Wɑɑ tien Yiesu yɑdɑ nɑ pɑɑk e te k u pɑɑk cɑin k sie i nunm nnɑ.
ACT.3.17	«Tɔn, n nɑɑ wɑɑs, n mi nɑn yinm nɑn i yudɑnm nbɑ dɑɑn te k b kpii Yiesu nɑ, i dɑɑn k bɑnn yɑɑ tun lin nbɑ mɑnŋ pɑɑk. 
ACT.3.18	Ŋɑɑn nnɑ e k Yennu tɑn te k lin nbɑ k u din pɑk k tul u sɔkniinbɑ kul, k b mun pɑk tul niib nɑ n tɑn tien mɔni, ɑ l kpɑɑ tɑlɑs e k u Klistu n lek di fɑlɑ.
ACT.3.19	«L pɑɑk, i mɔ kuɑŋɑɑn k lebt binbenŋ mɑn kii wɑɑ Yennu sɔnu, k wun nyik cɑb i biit, 
ACT.3.20	k u sɑɑ tul’i fuon k biɑ tɑn sɑɑ tun Yiesu Klistu i buol ni, wun nbɑ k u ponŋ lukt’ɔ k tul’i nɑ, 
ACT.3.21	ŋɑɑn mɔtɑɑnɑ Yiesu mɑnŋ lek dɑɑ sii be 
ACT.3.22	«Muois mun din yet ɑ: ‹Yonmdɑɑnɔ Yennu sɑɑ tul’i u sɔkniisuɑ, nɑn mɑɑ tie sɔkni biɑnŋ nbɑ k u sii tie i mɔnŋ nilɔ. Gbiintl’ɔ mɑn k tun lin nbɑ kul k u sɑɑ pɑk tul’i. 
ACT.3.23	Dɑɑnɔ nbɑ k gbɑt sɔkni mɑnŋ mɑɑn, Yennu sɑɑ nyinn l dɑɑnɔ i sinsuuk ni k wun kpo.›
ACT.3.24	«
ACT.3.25	Yennu mɔsonn nbɑ k u din senn k tul u sɔkniinbɑ mɑnŋ, l mɔsonn tie i yɑl e, k 
ACT.3.26	Yennu nbɑ din lukt u Tuontunnɔ mɑnŋ nɑ, k u tun’ɔ i buol ni sinsinn, ɑ yin lɑ yetŋɑnm k mɑɑn wɑɑ nyinn’i biit sɔni ni nɑ pɑɑk.»
ACT.4.1	Yuo nbɑ k Piɑl nɑn Sɑn dɑɑ din sie k piɑk tien niib mɑnŋ nɑ, k Yennu mɑnntieb nɑn Yennu jɑɑnti ŋɑsɑɑkɑk sejenm yudɑɑnɔ nɑn 
ACT.4.2	B wutuol duo nɑn Piɑl nɑn Sɑn, ɑ b wɑnt niib ɑ Yiesu dɑɑn fiil kuun ni k l wɑnt nɑn kpienm tɑn sɑɑ fiil kuun ni k jen b mɑnfuol ni biɑk.
ACT.4.3	Ŋɑnn e k b suol’b k kuɑn’m dɑnsɑlk ɑ lin yent ɑ, k mɑɑn yuo ponŋ gɑl ɑ. 
ACT.4.4	Ŋɑɑn k niib bonciɑnn nbɑ din gbɑt Piɑl mɑɑn mɑnŋ tien Yiesu yɑdɑ, k jɑb nbɑ tien u weilɑ nɑ din tien nɑn tusɑ ŋɑnŋmu nɑ.
ACT.4.5	Lɑɑ tɑn yent sɑn-nyiɑɔk ni, k 
ACT.4.6	k b lɑkn nɑn juɑ nbɑ tie Yennu mɑnntieb yudɑɑnɔ k b yi’u 
ACT.4.7	k te k Piɑl nɑn Sɑn fiil k set b sinsuuk ni, ŋɑɑn k b boi’b ɑ: «Pɑnbuolbee k i mɔk i? K ŋmee sɑnn ni e k i fiin wɔbk nbɑ nɑ?»
ACT.4.8	Ŋɑnn e k Foŋɑnm fiil Piɑl ni, k u yet’b ɑ: «Yinm cɑnbɑɑnbɑ nɑn sɑɑkɑb, gbiintl mɑn. 
ACT.4.9	L i tie k i boi’t dinnɑ nɑ k jikt sɑɑ tuonŋɑnn nbɑ k t tun k tul wɔbk nɑ nɑn wɑɑ lɑ lɑɑfiɑ nɑ pɑɑk i e, 
ACT.4.10	ŋɑnn l ŋɑn k i kul ɑ n bɑnn, k Islɑɑeltieb kul n mun bɑnn nɑn Nɑɑsɑɑlet nilɔ Yiesu 
ACT.4.11	Ŋuɑ e tie dɑɑnɔ nbɑ k Yennu lolkpel kɑdɑɑɔk piɑk u po nɑ, ɑ: ‹Tɑnn nbɑ k yinm tɑnmɑɑlɑ yet’ɔ nɑ, ŋɑnn e set tie tɑnn nbɑ te k ŋɑɑk mɔk pɑnŋ.› 
ACT.4.12	K suɑ sɑnn ji kɑɑ tingbounŋ nɑ ni k Yennu tul niib ɑ bin lɑ fielu, sie Yiesu kuukuɑ.»
ACT.4.13	Tituk niib mɑnŋ nbɑ din lɑ Piɑl nɑn Sɑn pɑlcienn nbɑ k b mɔk nɑ, k biɑ bɑnn nɑn Piɑl nɑn Sɑn tie dɑnm nbɑ k mi kɑdɑɑɔk bonŋɑnn k k tie nijɑɑnɑ nɑ, l din yɑɑl ŋɑɑn lit’b e, k b ji bɑnn nɑn b tuu tie Yiesu wei-nɑn-lieb e. 
ACT.4.14	Ŋɑɑn bɑɑ lɑ juɑ nbɑ k b won te k u pɑɑk nɑ, k u sie Piɑl nɑn Sɑn buol ni nɑ, b ji din k mɔk mɔb nbɑ sɑɑ pɑk k jiin.
ACT.4.15	Ŋɑnn e k tituk niib din ŋɑɑn k b nyii b lɑknu dieok mɑnŋ ni dɑɑnn, ŋɑɑn k b biɑl fɑɑ nɑn b lieb lɑbɑɑl, 
ACT.4.16	k boi b lieb, ɑ: «T sɑɑ tien jɑb nɑ nlee nɑ? K mɑɑn suɑ kul nbɑ be Selusɑɑlenm ponŋ mi yɑɑl-lituk tuonn nbɑ k b tun mɑnŋ nɑ. L pɑɑk nnɑ t ji kɑn fit noi, 
ACT.4.17	ŋɑɑn ŋɑɑnt mɑn k tin potn k tul’b, k b ji dɑɑ mi k yi Yiesu sɑnn k tien niib ni, k lɑbɑɑl mɑnŋ ji dɑɑ biɑ yɑt k sɑɑ niib ni.»
ACT.4.18	Ŋɑnn e k b yiin’m, ɑ bin ŋɑnm kuɑ, k tɑn potn k tul’b ɑ b dɑɑ mi k piɑk ɑmi k tumi niib Yiesu sɑnn ni jik. 
ACT.4.19	K Piɑl nɑn Sɑn jiin k yet’b ɑ: «I mɔnŋ mɔnŋ n got lɑɑn lɑnn e tokn Yennu buol ni. L ŋɑn k t ji sɑk i mɔb ŋɑɑn nyik Yennu mɔb ɑmi nlee? 
ACT.4.20	k mɑɑn tinm kɑn fit k nyik pinpɑɔk lin nbɑ po k t lɑ k biɑ gbɑt.» 
ACT.4.21	K tituk niib mɑnŋ lek potn k tul’b nɑn ninmɔnjɑl, ŋɑɑn ŋɑɑ’b yɑnn ɑ bii sɑɑ, k mɑɑn b k lɑ sɔnsɑu nbɑ k b sɑɑ dɑt b tubɑ, k mɑɑn niib nɑ din piɑk Yennu lin nbɑ din tien nɑ pɑɑk, 
ACT.4.22	k mɑɑn juɑ nbɑ lɑ lɑɑfiɑ bɑktnɔunŋ tuonn nɑ pɑɑk nɑ binɑ din gɑl nɑn binɑ piinnɑ nɑ wɑɑ.
ACT.4.23	Bɑɑ ŋɑɑ Piɑl nɑn Sɑn yuo nbɑ, k b ŋmɑt b lieb penŋ, k sɑɑ yet’b lin nbɑ k Yennu mɑnntieb yudɑnm nɑn sɑɑkɑb mɑnŋ pɑk’b.
ACT.4.24	Bɑɑ mun gbɑt nnɑ mɑnŋ k b kul tɑɑn lieb nɑn dudukyent kuukuɑ, k mei Yennu ɑ: «T Yonmdɑɑnɔ, fin e din nɑn sɑnpɑɑk nɑn tinŋ nɑ, nɑn mɔkgbenŋɑ nɑn lin nbɑ kul be lenŋ, 
ACT.4.25	k Foŋɑnm mɑnŋ ni e k ɑ din pɑk ɑ tuontunnɔ Dɑɑfiid nbɑ tie t yejɑ nɑ mɔb ni ɑ:
ACT.4.25	‹Bee te k bin nbɑ k tie Islɑɑeltieb nɑ tuun nɑn jɑpɑɑt i?
ACT.4.25	Bee te k b loln lol yɑnɑ ɑ?
ACT.4.26	Tingbounŋ nɑ kpɑnbɑlɑ nɑn yudɑnm tɑɑn lieb
ACT.4.26	k tuok ɑ bin kɔn nɑn Yonmdɑɑnɔ Yennu
ACT.4.26	nɑn u Klistu nɑ.›
ACT.4.27	«L tie bɑlmɔni e nɑn 
ACT.4.28	Ŋɑnn e k b lɑkn, ɑ bin tun lin nbɑ kul k ɑ ponŋ din dukn ɑ yiikuo nɑn ɑ yɑnbuɑt, k yɑɑ l tɑn sɑɑ tien nɑ. 
ACT.4.29	Tɔn, mɔtɑɑnɑ, Yonmdɑɑnɔ, gbiintl niib nɑ nbɑ fuɑ kɔnfuɑt nɑn ninmɔnn t pɑɑk nɑ, k ŋɑɑn k tinm nbɑ tie ɑ tuontunnɑ nɑ i piɑk ɑ mɑɑn nɑn pɑlcienn bonciɑnn. 
ACT.4.30	Tɑntl ɑ nuu k te k bɑɑtb n pɑɑk k bɑktnɔunŋ tuonjɑɑnɑ i tuun ɑ tuontunŋɑnɔ Yiesu sɑnn ni.»
ACT.4.31	K bin nbɑ tien Yiesu yɑdɑ nɑ nbɑ gbenn Yenmiɑlu nɑ yuo nbɑ, k siɑn nbɑ po k b tikl nɑ ji jek, k b kul ɑ gbie nɑn Foŋɑnm, k ji piin piɑk Yennu mɑɑn nɑn pɑlcienn.
ACT.4.32	L yuo nɑ k Yiesuweilɑ mɑnŋ kul ɑ tɑɑn lieb nɑn dudukyent kuukuɑ. B suɑ din k yɑɑ ɑ u yen siɑl u mɔnŋ, ŋɑɑn b din centl b bonɑ k tien b lieb e. 
ACT.4.33	L yuo nɑ jik k tuomiinbɑ mɑnŋ din nyint Yonmdɑɑnɔ Yiesu kuun fiilu 
ACT.4.34	K lin nbɑ nɑ suɑ din kɑɑ b ni k pɔt siɑl, k mɑɑn bin nbɑ din mɔk b mɔnŋ mɔnŋ kpɑɑnt nɑn b ŋei din tuu kɔi e, k gɑɑl l likli k bɑɑl nɑn’n, 
ACT.4.35	k tɑn tien tuomiinbɑ nɑ, k b centl k tien b lieb nɑn bɑɑ luon biɑnŋ nbɑ. 
ACT.4.36	K jɑsuɑ din be lenŋ k u sɑnn yi Suosiɑf, k u din tie Liefi buolu ni nilɔ, k b din mɑl’ɔ Siipl, k tuomiinbɑ nɑ din yi’u Bɑɑlnɑɑbɑɑs (k l pɑɑk tie wun nbɑ cien pɑlɑ nɑ), 
ACT.4.37	k u din tɑn kɔi u kpɑɑb, k gɑɑl l likli k bɑɑl nɑn’n, k tɑn tul tuomiinbɑ nɑ.
ACT.5.1	Jɑsuɑ nnɑ din be k u sɑnn yi Anɑɑniɑs, k u ŋɑɑpuo sɑnn mun din yi Sɑɑfiilɑ, k u mun din tɑn kɔi u kpɑɑb k gɑɑl l likli, 
ACT.5.2	ŋɑɑn pɑɑt likli mɑnŋ pɑɑk k bɔl k u ŋɑɑpuo mi l po, ŋɑɑn jii lin nbɑ tenn nɑ, k bɑɑl nɑn’n k tɑn tul tuomiinbɑ mɑnŋ. 
ACT.5.3	K Piɑl boi’ɔ ɑ: «Anɑɑniɑs, ɑ tien nlee k 
ACT.5.4	Fɑɑ dɑɑn dɑɑ k kɔi ɑ kpɑɑb mɑnŋ nɑ, l dɑɑn k tie ɑ yɑl kɑɑ ɑɑ? K fɑɑ biɑ dɑɑn kɔi’l nɑ, l likli mɑnŋ biɑ dɑɑn k be ɑ yent ni kɑɑ ɑɑ? K bee tien k ɑ dukn ɑ pɑl ni k tun lin nbɑ nɑ? A k fɑɑl fɑɑk mɑnŋ k pɑɑn nilɔ kɑɑ, ŋɑɑn ɑ fɑɑl k pɑɑn Yennu e.»
ACT.5.5	Anɑɑniɑs nbɑ gbɑt nnɑ mɑnŋ yuo nbɑ, k u bɑɑ k kpo l yuo nɑ. K jɑŋmɑɑnciɑɔnŋ kuɑ bin nbɑ kul gbɑt u kuun mɑnŋ po. 
ACT.5.6	K nɑɑsinm fiil k jii’u k pɔbn’ɔ cincenn ni, k nyii nɑn’ɔ k sɑɑ pii’u.
ACT.5.7	Ŋɑnn e k l yɑnn nɑn kut muntɑ nnɑ nɑ, k u ŋɑɑpuo bɑɑl k kuɑ, ŋɑɑn dɑɑ k bɑnn lin nbɑ tien. 
ACT.5.8	K Piɑl biɑ boi’ɔ ɑ: «Yetl’n, l set tie bɑlmɔni e nɑn fin nɑn ɑ sɔlɔ kpɑɑb likli nbɑ k i gɑɑl nɑ kul i nɑ ɑɑ?» K u jiin ɑ: «Nnn, l kul i nɑ.» 
ACT.5.9	K Piɑl boi’ɔ ɑ: «Bee k fin nɑn ɑ sɔlɔ tɑɑn mɔb, k lol lol ɑ i bikn Yonmdɑɑnɔ Foŋɑnm i? Tɔn, nɑɑsinm nbɑ jii ɑ sɔlɔ k sɑɑn k sɑɑ pii’u nɑ, ŋɑnm e kuɑ tɑnmɔb nnɑ, k b mun biɑ sɑɑ jii’ɑ nnɑ e.» 
ACT.5.10	L tɑɑkpɑɑk ni, k u bɑɑ k kpo, k nɑɑsinm nɑ kuɑ k lɑ k u kpo wɑɑ, k b biɑ jii’u k nyii nɑn’ɔ k sɑɑ pii’u k kpiɑn’ɔ nɑn u sɔlɔ. 
ACT.5.11	L yuo nɑ k jɑŋmɑɑnciɑɔnŋ suol Yiesuweilɑ kul nɑn bin nbɑ kul gbɑt mɑɑn mɑnŋ po.
ACT.5.12	L yuo nɑ k tuomiinbɑ nɑ tuun bɑktnɔunŋ tuonjɑɑnɑ niib nɑ ni bonciɑnn. K Yiesuweilɑ kul ɑ tuu tɑɑn lieb Sɑɑlomɔn bɑlntl buol. 
ACT.5.13	Bin nbɑ k tie Yiesuweilɑ nɑ din k mɔk pɑl nbɑ k b sɑɑ lɑkn nɑn’m, ŋɑɑn niib din piɑk dont Yiesuweilɑ nɑ bonciɑnn. 
ACT.5.14	Jɑb nɑn puob bonciɑnn din tien Yonmdɑɑnɔ yɑdɑ k pukn Yiesuweilɑ nɑ po.
ACT.5.15	Ŋɑnn e k niib din nyi nɑn bɑɑtb, k duɑnt’b liɑni nɑn dunduɑni pɑɑk sɑnjokpini ni, ɑ Piɑl i tɑnŋ i bɑɑl k gɑɑl yuo nbɑ, k u yun-yunŋ n lek bɑɑ b pɑɑk. 
ACT.5.16	K niib nbɑ din be Selusɑɑlenm digbɑnbis ni mun jikt bɑɑtb, nɑn bin nbɑ k nɑlnbiit dɑɑmi’b nɑ, k bɑɑt nɑn’m, k b kul ɑ din lɑɑt lɑɑfiɑ.
ACT.5.17	L pɑɑk, k Yennu mɑnntieb yudɑɑnɔ nɑn u wei-nɑn-lieb kul, bin nbɑ tie 
ACT.5.18	k sɑɑ suol tuomiinbɑ mɑnŋ k kuɑn’m dɑnsɑlk. 
ACT.5.19	Ŋɑɑn l nyiɑɔk mɑnŋ e k Yennu 
ACT.5.20	«Ii sɑɑ mɑn Yennu jɑɑnti ŋɑsɑɑkɑk ni, k sɑɑ set, ŋɑɑn muɑnt k tul niib mɑɑn nbɑ tien niib mɑnfuol nɑ kul ɑ.»
ACT.5.21	Bɑɑ gbɑt u mɑɑn mɑnŋ, k b sɑɑn k sɑɑ kuɑ Yennu jɑɑnti ŋɑsɑɑkɑk mɑnŋ ni, sɑn-nyɑpob ni, k ji piin k wɑnt niib mɑɑn mɑnŋ.
ACT.5.21	K Yennu mɑnntieb yudɑɑnɔ nɑn u wei-nɑn-lieb nɑ din yiin Islɑɑeltieb yudɑnm kul ɑ, k lɑk’m tituk kɑɑnu, k b tɑn tun sejenm ɑ bin nyinn tuomiinbɑ mɑnŋ dɑnsɑlk ni k bɑɑl nɑn’m nɑ. 
ACT.5.22	Ŋɑɑn b sɑɑn dɑnsɑlk mɑnŋ ni k sɑɑ got k k lɑ’b k ŋmɑt tituk mɑnŋ ni k sɑɑ yet’b ɑ: 
ACT.5.23	«Tɑɑ bɑɑl dɑnsɑlk ni yuo nbɑ, t lɑ k tɑnmɔi kpɑl e kenkenken ɑ, k dɑnsɑlguulɑ nɑ be tɑnmɔi ni k guu, k t luot tɑnmɔi nɑ, ŋɑɑn k k lɑ suɑ dɑnsɑldieok mɑnŋ ni.»
ACT.5.24	Yennu jɑɑnti ŋɑsɑɑkɑk sejenm yudɑɑnɔ nɑn Yennu mɑnntieb yudɑnm nbɑ gbɑt nnɑ mɑnŋ, k l tien’m yɑɑl-lituk nɑn tuomiinbɑ nɑ botu mɑnŋ pɑɑk k b ji bils lin nbɑ sɑɑ tien, 
ACT.5.25	k tɑn suɑ k jɑsuɑ nnɑ kuɑ, k yet’b ɑ: «Gotl mɑn, jɑb nbɑ k i won kuɑn’m dɑnsɑlk wonn nɑ, b sie Yennu jɑɑnti ŋɑsɑɑkɑk ni k tumi niib.» 
ACT.5.26	L yuo nɑ k sejenm yudɑɑnɔ nɑ jii u jɑb, k b sɑɑn k sɑɑ nyinn tuomiinbɑ mɑnŋ k jen nɑn’m, ŋɑɑn b k nyinn’b nɑn pɑnŋ kɑɑ, k mɑɑn b tiin jɑŋmɑɑni ɑ niib nɑ tɑn sɑɑ mɑnn jɑɑt’b tɑnɑ.
ACT.5.27	Bɑɑ bɑɑl nɑn’m yuo nbɑ, k b te k b sɑɑn set tituk niib nɑ sinsuuk ni, k Yennu mɑnntieb yudɑɑnɔ piin k boi’b buboit, 
ACT.5.28	k yet’b ɑ: «T dɑɑn tul’i mɔb nɑn ninmɔnn, k yɑɑ ɑ i dɑɑ wɑnt niib wɑnnu juɑ mɑnŋ sɑnn ni, ŋɑɑn i tun bee nɑ? I jii i wɑnnu mɑnŋ k yɑt Selusɑɑlenm kul po, k ji luon ɑ i tien’t Yiesu kpiilɑ.»
ACT.5.29	K Piɑl nɑn tuomiinbɑ lieb nɑ jiin k yet’b ɑ: «Sie k tii lek ii sɑɑk Yennu mɔb k gɑl nilɔ mɔb. 
ACT.5.30	Yiesu mɑnŋ e k i dɑɑn ponŋ kpɑɑ tɑbn’ɔ dɑpunpunn pɑɑk k kpii’u nɑ, ŋɑɑn Yennu nbɑ tie t yejɑnm Yennu nɑ, ŋuɑ e fiin Yiesu kuun ni, 
ACT.5.31	k jii’u donn’ɔ k kɑɑn’ɔ u niidiitu po, k tien’ɔ Yudɑɑnɔ nɑn Fietuɑ, ɑ k Islɑɑeltieb n lɑ yɑɑk k fit mɔ kuɑŋɑɑn k lebt binbenŋ, k biɑ fit lɑ nyikcɑbu. 
