MAT.1.1	Inu nərgɨ tɨpɨ Iesu Kristo rat mɨn, kit in Kig Tefɨt, kən kit mɨn in Epraham.
JHN.7.4	Məto-inu etəmim itəm tolkeike məmə netəmim okotɨtun in, okol təsəhluaig-inən rəhan wək mɨn. Okəmə natol natɨmnat mɨn u, uwɨn mol əp ik, kən təwɨr agɨn məmə onəkol pəs netəmim mɨn e nətueintən kotəplan.” 
JHN.7.5	Pian agɨn-əh mɨn pap, ilat mɨn kəsotahatətəən lan, kən mol koatən nəhlan.
JHN.7.6	Kən Iesu təmən-ipən kəm ilat məmə, “Nian ətuatɨp rəhak təsuwamən əh,
JHN.7.7	Netəmim rəha nətueintən u, ilat okol kəsotetəhauən itəmat, məto io, ilat kotetəhau io,
JHN.7.8	Itəmat onəkotuwɨn e lafet, məto io okol esuwɨn paupənən e lafet əh məto-inun, nian ətuatɨp rəhak təsuwamən əh.”
JHN.7.9	In təmatən nəghatən u, kən mətatɨg əpəh Kalili.
JHN.7.10	Kən pia Iesu mɨn kəmotaupən motuwɨn e lafet əh, uarisɨg un, Iesu təmuwɨn mɨn. Məto nian təmuwɨn, in təmətan anion əm o netəmim məmə okəsotehmən. 
JHN.7.11	Kən e lafet əh, netəm-iasol rəha netəm Jerusalem, koategəs-in in moatətapəh-in əpnapɨn əm o netəmim məmə, “?Suah əpəh in hiə?”
JHN.7.12	Kən ikɨn əh, nɨmanin netəmim kəmotasiwɨn-asiwɨn in. Ilat neen kotəmə, “In etəm wɨr kit,” məto neen kotəmə, “Kəpə, in tateiuə-in əm netəmim əpəh.” 
JHN.7.13	Məto ilat koatəgin rəhalat netəm-iasol mɨn,
JHN.7.14	Lafet əh, kəmol o wik apiəpiə kit, kən ilugɨn e lafet u, Iesu in təmuwɨn əpəh e Nimə Rəha Uhgɨn, matəgətun netəmim. 
JHN.7.15	Kən netəm-iasol rəha netəm Isrel, narmɨlat təmiwɨg pɨk, kən kotəmə, “?Suah u təmahrol mɨtun natɨmnat mɨn u e Naoa Rəha Uhgɨn? Rəhatat kit etəm-iasol təsəgətunən lan, ne.” 
JHN.7.16	Kən Iesu təmən-ipən kəm ilat məmə, “Nəghatən mɨn u itəm iatəgətun netəmim lan, sənəmə rəhak əm. Ilat kotɨsɨ-pən e Tata Uhgɨn itəm təmahl-ipa io ekuwa.
JHN.7.17	“Kən okəmə suah kit rəhan nətəlɨgən təskasɨk məmə otol natɨmnat mɨn itəm Uhgɨn tolkeike, kən in otɨtun məmə nəghatən mɨn u rəhak, ilat koatɨsɨ-pən o Uhgɨn, sənəmə rəhak atɨp əm. 
JHN.7.18	Etəmim itəm tatəghat-in atɨp əm rəhan nepətən, in tətalkut atɨp əm ron, məmə otiuw rəkɨs netəmim, kən kotos-ipər nərgɨn ron.
JHN.7.19	Moses təmos-ipɨnə Lou kəm itəmat, məto itəmat kitiəh ne təsol-wɨrən Lou əh ne. ?Itəmat nakotəmə onəkotohamnu io o naka?”
JHN.7.20	Kən nɨmanin netəmim kotəmə, “!Nəman! !Narmɨn rat kit un tətatɨg lam! ?Pah təmə otoh ik ne?”
JHN.7.21	Kən Iesu təmən-ipən kəm ilat məmə, “Io emol wək kitiəh əm,
JHN.7.22	Məto itəmat mɨn nəkotol wək e Sapat, noatəhg-ipən nɨsualkələh e nian əh, moatətəu-pən Lou rəha Moses.
JHN.7.23	Məto nian rafin, itəmat noatəhg-ipən nɨsualkələh e nian rəha Sapat moatol məmə onasotətgəhlən Lou rəha Moses.
JHN.7.24	Otapəs nakilən nolən rəhak u itəm nəmotəplan əm e nɨganəmtɨtəmat, məto itəmat onəkotəkəike motakil rəhak nolən e nətəlɨgən itəm tətuatɨp.”
JHN.7.25	Kən e nian əh, netəm Jerusalem neen kotəmə, “?Təhrol əh? ?Suah u inu, netəm-iasol kotəmə okotohamnu?
JHN.7.26	Məto otəplan-tu. In tɨnatəgətun-arəp əm netəmim əpəh e nɨganəmtɨ netəmim məto suah kit təsəhaiən in ron. ?Təhrol okəm-naka netəm-iasol mɨn kɨnotɨtun rəkɨs məmə in Kristo itəm Uhgɨn təmən məmə otahl-ipa? 
JHN.7.27	Məto kitat kotɨtun ikɨn suah u təmɨsɨ-pən ikɨn. Məto nian Kristo in otuwa, okol suah kit təsɨtunən ikɨn in tatɨsɨ-pən ikɨn.”
JHN.7.28	Kən e nian əh, Iesu in tatəgətun netəmim e Nimə Rəha Uhgɨn. Kən in təmagət əfəməh matən-iarəp məmə, “Nɨkitəmat təht məmə nəkotɨtun io, kən motɨtun mɨn ikɨn emɨsɨ-pən ikɨn, məto itəmat nəkotəruru. Io, eməsuwamən e nətəlɨgən əm rəhak. Uhgɨn təmahl-ipa io ekuwa. Kən Uhgɨn, in nɨpahrienən. Itəmat nəkotəruru in, 
JHN.7.29	məto io ekɨtun,
JHN.7.30	O nat u, ilat kəmotolkeike məmə mopael mɨn okotaskəlɨm Iesu, məto kit təməsea-pənən mek, məto-inun təsolən əh nian rəhan.
JHN.7.31	Məto e nɨmanin netəmim ikɨn əh, ilat tepət kəmotahatətə lan, kən motəmə, “Okəmə Kristo tuwa, kən in okol təsolən nəmtətin tepət taprəkɨs-in itəm suah u Iesu tatol.”
JHN.7.32	Kən nian Farisi mɨn kəmotəto nɨmanin netəmim kotasiwɨn-asiwɨn e Iesu nulan, ilat ne pris asol mɨn kəmotahl-ipən mopael mɨn itəm kotətul o Nimə Rəha Uhgɨn məmə okotaskəlɨm Iesu.
JHN.7.33	Kən Iesu təmən-ipən kəm ilat məmə, “Io ekətatɨg nian təkuəkɨr əm kitat min itəmat, kən uarisɨg, ekɨtəlɨg-pən mɨn o etəm təmahl-ipa io. 
JHN.7.34	E nian u, itəmat onəpanotegəs-in io, məto okol nəsotehmən io; məto-inu ikɨn əh, itəm oekuwɨn ikɨn, okol itəmat nəsotuwamən ikɨn.”
JHN.7.35	Kən netəm-iasol mɨn rəha netəm Isrel kɨnotətapəh-ətapəh olat mɨn məmə, “?In otuwɨn hiə əh məmə kitat okəsotəplanən in? ?Otuwɨn o noanol mɨn neen rəha netəm Isrel itəm kotatɨg e nəptən pɨsɨn pɨsɨn mɨn ilat netəm Kris, məmə otəgətun netəm Kris? 
JHN.7.36	In tatən məmə e nian əh, kitat okotegəs-in in, məto kəsotehmən in, məto-inun ikɨn əh in tatuwɨn ikɨn, okol kitat kəsotuwɨnən ikɨn. ?Nəghatən u, nɨpətɨn tatən naka?”
JHN.7.37	Namnun nian rəha lafet əh, in iahgin taprəkɨs-in nian mɨn neen rəha lafet. Kən e nian əh, Iesu təmətul əpəh e nɨganəmtɨ netəmim magət əfəməh məmə, “!Etəmim itəm tatoaoa, pəs in otuwa ron io, mənim!
JHN.7.38	Etəmim itəm tətahatətə lak, in tahmen e nəghatən rəha Naoa Rəha Uhgɨn u tatən nulan məmə, ‘Nəhau itəm tatos-ipən nəmegəhən pahrien, in otɨsɨ-pən e nɨkin, tahmen e nəmtɨ nəhau itəm tɨtapuəl-apuəl matər mətaiu e nɨkin.’”
JHN.7.39	Iesu təmən nəghatən u, matəghat-in Narmɨn Rəha Uhgɨn u uarisɨg in otəpanos-ipən kəm netəm mɨn u itəm kotahatətə lan.
JHN.7.40	Nian netəmim əh-ikɨn kəmotəto nəghatən u, kən neen kotəmə, “Suah u, in ien rəha Uhgɨn u, aupən kəmatəghat-in.”
JHN.7.41	Məto neen mɨn ilat kotəmə, “Suah u, in Kristo itəm Uhgɨn təmən məmə otahl-ipa.”
JHN.7.41	Məto in pɨsɨn mɨn neen kotən məmə, “?Nɨkitəmat təht məmə Kristo itəm Uhgɨn təmən məmə otahl-ipa tɨtun nɨsɨ-pənən e netəm Kalili?
JHN.7.42	Naoa Rəha Uhgɨn tatən məmə Kristo itəm Uhgɨn təmən məmə otahl-ipa otəkəike masɨpən e noanol rəha Tefɨt, e taon u Petlehem, imə Tefɨt aupən.”
JHN.7.43	Tol nəhlan, kən nɨmanin netəmim mɨn u, kəmotoor ilat mɨn o Iesu. 
JHN.7.44	Kən neen kotəmə okotaskəlɨm in, məto etəmim kit təməsea-pənən mek.
JHN.7.45	Kən mopael mɨn kəmotɨtəlɨg motuwɨn o pris asol mɨn ne Farisi mɨn, kən netəm-iasol mɨn əh kəmotətapəh olat məmə, “?Təhrol nəsotɨləsən Iesu motuwa?”
JHN.7.46	Kən mopael mɨn un kotən-ipən kəm ilat məmə, “!Eməsotɨləsən məto-inun suah kit təsəghatən tahmen e suah əh!”
JHN.7.47	Kən Farisi mɨn kəmotən-ipən kəm ilat məmə, “?Tahro? ?In tɨneiuə-in mɨn itəmat? 
JHN.7.48	?Nəmotəplan rəkɨs rəhatat kit etəm-iasol o Farisi kit təmatahatətə lan? 
JHN.7.49	Məto netəm əpnapɨn mɨn, ilat kotəruru agɨn Lou rəha Moses, tol nəhlan, Uhgɨn otərəkɨn ilat.”
JHN.7.50	Kən Nikotimas u in Farisi kit, in əh-ikɨn ilat min. Suah u inu aupən təmuwɨn matəghat kəm Iesu.
JHN.7.51	“?Təhrol? ?Tətuatɨp e Lou rəhatat məmə kitat okotən-iarəp nalpɨnən rəha etəmim itəm kitat kəsotaupənən motɨtun wɨr, kənu, məsotehm ətuatɨpən nat naka itəm in tatol?”
JHN.7.52	Kən ilat kəmotən-ipən kəm in məmə, “?Təhrol? ?Ik mɨn un ik etəm Kalili? Uwɨn-tu mafin mɨn Naoa Rəha Uhgɨn. Ik onəkəplan məmə ien kit okol təsɨsɨ-pənən Kalili.”
JHN.7.53	Kən netəmim kɨnotɨtəlɨg-pən mɨn motuwɨn latuənu mɨn.
JHN.8.1	Məto Iesu təmuwɨn əpəh e nɨtot u, nərgɨn un, Nɨtot Rəha Nɨg U Olif.
JHN.8.2	Kəmən lawɨgin, laulaugɨn agɨn-əh, kən Iesu təmɨtəlɨg-pən mɨn e Nimə Rəha Uhgɨn. Kən netəmim tepət kəmotuwa, motuəfɨmɨn ilat mɨn ron, kən Iesu təməpələh mɨnətuoun matəgətun ilat. 
JHN.8.3	Kən nəgətun mɨn rəha Lou ne Farisi mɨn kəmotɨləs pətan kit motuwa ron. Kən motol in tətul aupən e nɨganəmtɨlat. Pətan un, netəmim kəmotəplan məmə in tətapɨl ilau iərman kit sənəmə rəhan ətuatɨp iərman. 
JHN.8.4	Kən ilat kəmotən-ipən kəm Iesu məmə, “Iəgətun, pətan u netəmim kəmotəhtɨmɨs in məmə in tətapɨl ilau iərman kit u, məto sənəmə rəhan iərman ətuatɨp. 
JHN.8.5	E Lou rəhatat, Moses təmələhəu nəghatən kit tatən məmə, pətan tol nulan, kitat kotəkəike motaht e kəpiel apɨn motahtɨmnu.
JHN.8.6	Ilat kəmotətapəh nəhlan, məmə okotol noa eko-eko, pəs ilat motəplan-pən nolən rat neen lan, kən ilat kotɨtun nakilən nolən rəhan ron. Məto Iesu təpnapɨn əm, moeg-oeg matəte nat e nɨsɨp e noanelmɨn.
JHN.8.7	Ilat kəmoatətapəh-in nəghatən u kəm in, moatuwɨn moatuwɨn, kən in tətul, kən mən-ipən kəm ilat məmə, “Okəmə itəmat kit u ikɨn-u, in təsolən nolən rat nian kit ne, pəs in otaupən maht pətan u.”
JHN.8.8	Kən in təmoeg-oeg mɨn, matəte nat e nɨsɨp e noanelmɨn. 
JHN.8.9	Kən nian ilat kəmotəto nəghatən rəhan, kɨnotan kitiəh kitiəh, moatagɨm. Naguɨhl-aguɨhl mɨn kotaupən moatiet kitiəh kitiəh, motapəs əm Iesu ne pətan un.
JHN.8.10	Kən Iesu təməg-ətuatɨp mɨn mən-ipən kəm pətan un məmə, “?Pətan, netəm mɨn u kəmotahruwɨn? ?Kit təsuwamən məmə otən-iarəp rəham nalpɨnən?”
JHN.8.11	Kən pətan un təmən-ipən kəm in məmə, “Etəm-iasol, ilat kotɨkə.”
JHN.8.11	Kən Iesu tən-ipən məmə, “Io mɨn, okol esən-iarəpən rəham nalpɨnən. Məto atuwɨn, mol namnun e nolən rat mɨn.”
JHN.8.12	Kən Iesu təmatəghat mɨn kəm ilat, matən məmə, “Io u, io Nəhag-əhagən rəha netəmim u e nətueintən.
JHN.8.13	Kən Farisi mɨn kəmotən-ipən kəm in motəmə, “!Ik nəkatən-iarəp ik nulan, məto suah kit təsolən rəham nəfɨgəmən, kən tol nəhlan, rəham nəghatən okol təsətulən!”
JHN.8.14	Kən Iesu tən-ipən məmə, “Əwəh, nɨpahrienən məmə io atɨp əm iatən-iarəp io. Məto rəhak nəghatən in tatətul əh, məto-inun, io ekɨtun ikɨn iatɨsɨ-pən ikɨn, kən mɨtun mɨn ikɨn iatuwɨn mɨn ikɨn,
JHN.8.15	Itəmat u, nakotakil nolən rəha etəmim e nətəlɨgən rəha etəmim əm. Məto io esakilən nolən rəha etəmim nəhlan. 
JHN.8.16	Məto okəmə io, iakakil nolən rəha netəmim, oekol e nolən itəm tətuatɨp, məto-inu sənəmə ekakil e nətəlɨgən əm rəhak, məto itɨmlau Tata Uhgɨn itəm təmahl-ipa io, rəhatɨmlau nakilən in kitiəh əm. 
JHN.8.17	E Lou rəhatəmat, kəməte məmə, okəmə etəmim kəiu, kətioal nəfɨgəmən o nəghatən kit, kən nəghatən u, in otatətul.
JHN.8.18	Kən roiu əh, io iatən-iarəp io, məto rəhak Tata itəm in təmahl-ipa io iakuwa, in mɨn tatol nəfɨgəmən ron io.”
JHN.8.19	Kən tol nəhlan, ilat kɨnotətapəh ron məmə, “?Məto rəham Tata in hiə?”
JHN.8.19	Kən in təmə, “Itəmat nəkotəruru io, kən itəmat nəkotəruru mɨn rəhak Tata. Okəmə itəmat nəkotɨtun io un, kən nəkotɨtun mɨn rəhak Tata.”
JHN.8.20	Iesu təmən nəghatən u, nian in təməgətun netəmim əpəh e ikɨn kit itəm katələhəu-pən məni ikɨn e Nimə Rəha Uhgɨn. Məto suah kit təməsuwɨnən maskəlɨm in, məto-inun təsolən əh nian rəhan.
JHN.8.21	Kən Iesu təmatən-ipən mɨn kəm ilat məmə, “Io ekagɨm tənin itəmat, kən itəmat onakoategəs-in io. Məto itəmat onəkotɨmɨs, kən təfagə rat u rəhatəmat
JHN.8.22	Kən netəm Isrel, ilat kotəmə, “?Nəghatən əh Iesu tatən məmə, ikɨn əh in tatuwɨn ikɨn, okol kitat kəsotuwɨnən ikɨn, nɨpətɨn tatən naka? ?Okəm-naka in otohamnu atɨp in, o?”
JHN.8.23	Kən Iesu təmən-ipən kəm ilat məmə, “Imatəmat u ikɨn-u, məto io, io imak əh ilɨs ikɨn əh, kən emɨsɨ-pən ikɨn, meiuaiu-pa. Itəmat netəmim rəha nətueintən u. Məto io, sənəmə etəm rəha nətueintən u.
JHN.8.24	Tol nəhlan, iatən-ipɨnə kəm itəmat məmə, itəmat onəpanotɨmɨs e nolən rat mɨn rəhatəmat, məto-inu okəmə itəmat nəsotahatətəən lak məmə Io u inu,
JHN.8.25	Kən ilat kəmotətapəh ron motəmə, “!Ei! ?Ik pah un?”
JHN.8.25	Kən in təmən-ipən kəm ilat məmə, “Io ekahmen əm məmə inun ematən kəm itəmat aupən, mətoarus-pa u-roiu. 
JHN.8.26	Natɨmnat tepət itəm ekɨtun nənən etəmat, kən mɨtun nakilən nolən mɨn rəhatəmat ron, məto etəmim itəm təmahl-ipa io, rəhan nəghatən in nɨpahrienən əm. Io iatən-iarəp əm natɨmnat mɨn itəm eməto ron, məmə netəmim rəha nətueintən ilat okotəto.”
JHN.8.27	Məto ilat kəsotɨtunən məmə Iesu in tatəghat-in Tata Uhgɨn. 
JHN.8.28	Tol nəhlan, in tən-ipən kəm ilat məmə, “Nian nəmotɨləs-ipər rəkɨs Netɨ Etəmim un,
JHN.8.29	Etəm təmahl-ipa io ekuwa, in tətatɨg itɨmlau min. In təsapəsən io ekan pɨsɨn,
JHN.8.30	Nian Iesu təmatən nəghatən mɨn əh, netəmim tepət kəmotən nɨpahrienən lan.
JHN.8.31	Kən Iesu təmən-ipən kəm netəm Isrel mɨn itəm kəmotən nɨpahrienən lan məmə, “Okəmə nakotaskəlɨm əskasɨk nəghatən mɨn u rəhak, itəm iatən-ipɨnə kəm itəmat, itəmat ətuatɨp un, rəhak netəmim mɨn.
JHN.8.32	Kən itəmat onəkotɨtun nɨpahrienən, kən nɨpahrienən u, otɨkɨs itəmat məmə nakəsotuwa-mɨnən kol slef.”
JHN.8.33	Kən ilat kəmotən-ipən kəm in məmə, “Itɨmat u noanol mɨn rəha Epraham,
JHN.8.34	Kən Iesu tən-ipən kəm ilat məmə, “Nɨpahrienən agɨn u iatən-ipɨnə kəm itəmat, netəmim itəm koatol nolən rat, kən nolən rat u, in tatərəmərə elat, kən mətaskəlɨm ilat matol ilat koatuwa rəhan slef mɨn.
JHN.8.35	Kən slef, rəhan etəm-iasol təsegəhan-inən məmə otatɨg e nimə rəhan.
JHN.8.36	!Tol nəhlan, okəmə Nətɨ Uhgɨn tatɨkɨs itəmat, kən tatɨkɨs agɨn pahrien itəmat, kən itəmat nakəsotuwa-mɨnən kol slef! 
JHN.8.37	Ekɨtun məmə itəmat noanol mɨn rəha Epraham, məto noategəs-in suatɨp məmə onəkotohamnu io, məto-inu nəsotolkeikeən məmə onəkotətəlɨg-in rəhak nəghatən.
JHN.8.38	Io iatən natɨmnat mɨn un, itəm eməplan rəhak Tata təmol. Məto itəmat noatol natɨmnat mɨn u itəm rəhatəmat əm tata təmən kəm itəmat.” 
JHN.8.39	Kən ilat kəmotən-ipən kəm in məmə, “Məto tata rəhatɨmat, in Epraham.”
JHN.8.39	Kən Iesu təmən-ipən kəm ilat məmə, “Okəmə itəmat noanol ətuatɨp mɨn rəha Epraham, kən itəmat onəkotos rəhan nolən mɨn, tahmen lan təmatol aupən. Məto itəmat sənəmə noanol ətuatɨp rəhan.
JHN.8.40	Io iatən-iarəp nəghatən pahrien kəm itəmat itəm iakatəto o Uhgɨn, məto itəmat nakotən məmə onəkotohamnu io. ?Nɨkitəmat təht məmə nolən rəha Epraham tol nəhlan? 
JHN.8.41	Itəmat nakotətəu-pən əm nolən rəha tata rəhatəmat əm.”
JHN.8.41	Kən ilat kəmotən-ipən kəm in məmə, “Itɨmat u sənəmə nɨsualkələh lapɨn. Uhgɨn əm in Tata rəhatɨmat.”
JHN.8.42	Kən Iesu tən-ipən kəm ilat məmə, “Okəmə Uhgɨn pahrien in Tata rəhatəmat, kən itəmat onəkotolkeike io, məto-inu io emɨsɨ-pən lan, muwa ikɨn-u.
JHN.8.43	?Məto təhrol nakəsotɨtunən nɨpətɨ nəghatən rəhak? !Məto-inun nəsotolkeike agɨn-əhən məmə onəkotəto rəhak nəghatən! 
JHN.8.44	Itəmat, rəhatəmat nolən tahmen əm e nolən rəha tata rəhatəmat, Setan. Kən nian rafin itəmat nakotolkeike nolən noan.
JHN.8.45	Məto io iatən nɨpahrienən əm kəm itəmat, kən tol nəhlan, itəmat nəsotahatətəən e rəhak nəghatən. 
JHN.8.46	?Təhrol? ?Itəmat kit u ikɨn-u tɨtun nəgətunən məmə io emol nolən rat kit? ?Okəmə io ekatən əm nəghatən pahrien mɨn, kən təhrol itəmat nəsotahatətəən lak? 
JHN.8.47	Etəmim rəha Uhgɨn, in tatətəlɨg-in nəghatən rəha Uhgɨn, məto itəmat sənəmə netəmim rəha Uhgɨn. Tol nəhlan, nəsotətəlɨg-inən nəghatən rəha Uhgɨn.”
JHN.8.48	Kən netəm Isrel kəmotəhai Iesu motəmə, “!Nəman! !Itɨmat enotəplan ətuatɨp ik! Ik etəm Sameria kit. !Ik, narmɨn rat kit tətatɨg lam!”
JHN.8.49	Məto Iesu təmə, “Narmɨn rat tɨkə lak, məto io iatɨləs-ipər nərgɨ rəhak Tata, kən məto itəmat, nakotərəkɨn nərgək. 
JHN.8.50	Io esalkutən o rəhak nərɨg asol, məto suah kit in tətalkut ron io. Kən in otəpanakil netəmim rafin. 
JHN.8.51	Nɨpahrienən agɨn u iatən-ipɨnə kəm itəmat məmə, etəmim itəm tatol nəwiak, okol in təsɨmɨsən nian kit ne.”
JHN.8.52	Kən netəm mɨn un kotən-ipən kəm in məmə, “!Roiu enotɨtun məmə narmɨn rat kit tətatɨg lam! Epraham təmɨmɨs, kən ien mɨn kəmotɨmɨs mɨn, məto ik nakatən məmə, etəmim itəm tatol nəwiam, in okol təsɨmɨsən nian kit. ?Nəghatən naka u? 
JHN.8.53	?Ik nakaprəkɨs-in Epraham u tɨpɨtɨmat tɨnəmɨmɨs rəkɨs? ?Kən ne ien mɨn u kəmotɨmɨs? ?Ik nakəmə ik etəmim naka?”
JHN.8.54	Kən Iesu tən-ipən məmə, “Okəmə io əm iatɨləs-ipər atɨp io, kən rəhak nɨsiaiiən in nat əpnapɨn əm. Məto rəhak Tata u itəmat nakoatən məmə in Uhgɨn rəhatəmat, inun in tatɨləs-ipər io matos-ipən nɨsiaiiən kəm io. 
JHN.8.55	Itəmat nəkotəruru in, məto io ekɨtun. Okəmə ekən məmə ekəruru in, kən in otol io məmə io etəmim rəha neiuəən, tahmen əm etəmat. Məto io ekɨtun in, kən io matol nəwian. 
JHN.8.56	Tɨpɨtəmat u Epraham, nɨkin təmagien pɨk məmə in otəpanəplan nian rəhak otuwa. Kən nian in təmɨtun məmə rəhak nian otəkəike muwa, kən nɨkin təmagien təmagien.”
JHN.8.57	Kən netəm mɨn u kəmotəhai motəmə, “!Nəman! !Ik nəsosən əh nup fifti ne! ?Nəmahrol məplan Epraham?”
JHN.8.58	Kən Iesu təmə, “Nɨpahrienən agɨn u iatən-ipɨnə kəm itəmat məmə, nian Epraham təməsaiirən əh, məto Io Etatɨg.”
JHN.8.59	Kən əmun, ilat kəmotəmɨk kəpiel apɨn, motəmə okotaht Iesu lan;
JHN.9.1	Kən nian kit, Iesu təmaliwək mətan, kən məplan suah kit. Nian təmaiir, məto nɨganəmtɨn təpɨs. 
JHN.9.2	Kən netəmim mɨn rəha Iesu kəmotən-ipən kəm in məmə, “Iəgətun, suah u təmaiir məto nɨganəmtɨn təpɨs. ?O naka? ?O nolən rat rəhan, o nolən rat rəha tata ne mama rəhan?”
JHN.9.3	Məto Iesu təmə, “Nɨganəmtɨ suah u təmərat, məto sənəmə e nolən rat rəhan, o e nolən rat rəha tata ne mama rəhan. Məto, nɨganəmtɨ suah u təməpɨs nəhlan məmə Uhgɨn otəgətun rəhan wək e nəmegəhən rəhan.
JHN.9.4	Nian tatian əh,
JHN.9.5	Nian io etatɨg əh e nətueintən u, io Nəhag-əhagən rəha netəmim e nətueintən.”
JHN.9.6	Nian Iesu təmən rəkɨs nəghatən əh, təmagəh nɨsɨp, kən mol nəmɨt əkəku lan, kən mos nəmɨt un, mol-pən e nɨganəmtɨ suah un. 
JHN.9.7	Kən Iesu mən-ipən kəm in məmə, “Onəkuwɨn e noan nəhau Saeloam, kən mau nɨganəmtɨm.” (Nərgɨn u Sailom, nɨpətɨn təmə, “Kəmahl-ipən”). Kən suah un təmuwɨn, mau nɨganəmtɨn. Nian təmɨtəlɨg-pa, məto nɨganəmtɨn tɨnəwɨr, kən tɨnatehm nat.
JHN.9.8	Kən netəmim iman ikɨn, ne netəm mɨn u itəm kotɨtun in, məmə in etəmim kit nian rafin tateasiə o məni o netəmim, ilat narmɨlat təmiwɨg pɨk ron. Kən kɨnotətapəh-ətapəh olat mɨn məmə, “!Ei! !Otəplan-tu! ?Suah u inu, nian rafin tatəpələh mateasiə o məni o netəmim?”
JHN.9.9	Kən netəmim neen koatəmə, “Əwəh, in əh.”
JHN.9.9	Kən məto neen kotəmə, “Kəpə. Tahmen əm lan, məto sənəmə in.”
JHN.9.9	Məto suah un təmə, “!Io u inu!”
JHN.9.10	Kən ilat kəmotətapəh ron məmə, “?Nɨganəmtɨm təmahrol məwɨr?”
JHN.9.11	Kən in təmə, “Suah u, nərgɨn u Iesu, in təmol nəmɨt neen kən mol-pən e nɨganəmtək, kən mən məmə, ‘Uwɨn əpəh Saeloam, mau nɨganəmtɨm.’ Kən əmun, emuwɨn. Nian emau nɨganəmtək, məto nɨganəmtək tɨnəwɨr, enatehm nat.”
JHN.9.12	Kən ilat kəmotətapəh ron məmə, “?Məto suah un tətatɨg hiə?”
JHN.9.12	Kən in təmə, “Io ekəruru.”
JHN.9.13	Kən netəmim kəmotɨləs suah u itəm nɨganəmtɨn təməpɨs aupən, motuwɨn kəm Farisi mɨn. 
JHN.9.14	Nian u, itəm Iesu təmol-pən nəmɨt e nɨganəmtɨ suah kit lan təwɨr, in nian rəha Sapat. 
JHN.9.15	Kən Farisi mɨn kəmotətapəh ron məmə, “?Nəmahrol nɨganəmtɨm təwɨr?” Kən suah un təmən-ipən kəm ilat məmə, “Iesu təmol-pən nəmɨt e nɨganəmtək, kən ekuwɨn mau rəkɨs, kən nɨganəmtək təwɨr, iatəplan nat.” 
JHN.9.16	Kən Farisi mɨn neen kəmotən-ipən məmə, “Suah un təsɨsɨ-pənən o Uhgɨn, məto-inun, in təsətəu-pənən Lou rəha Sapat.”
JHN.9.16	Məto Farisi mɨn neen mɨn kotəmə, “?Məto tahro? Suah əh sənəmə in iol təfagə rat. Iol təfagə rat təruru nolən nəmtətin kit nulan.” Kən ilat kəmotoor ilat mɨn o nəghatən u. 
JHN.9.17	Kən ilat kəmotətapəh mɨn ron məmə, “?Suah əh təmol-wɨr nɨganəmtɨm, kən nɨkim təht məmə in etəmim naka?” Kən in təmən-ipən kəm ilat məmə, “In ien kit.” 
JHN.9.18	Məto netəm-iasol rəha netəm Isrel kəsotənən nɨpahrienən lan məmə suah u aupən nɨganəmtɨn təməpɨs, məto roiu əh, tɨnətaiir. Tol nəhlan, ilat kəmotaun-in-pən rəhan tata ne mama kueia, 
JHN.9.19	kən kəmotətapəh olau məmə, “?Təhrol? ?Nətɨtəmlau u suah u? ?Itəmlau onakuən-tu məmə nian in təmaiir-pa, kən nɨganəmtɨn təpɨs? ?Okəmə nɨpahrienən, kən nɨganəmtɨn təmahrol məwɨr?”
JHN.9.20	Kən rəhan mama ne tata kuəmə, “Itɨmlau ekiatun məmə nətɨtɨmlau əh, kən itɨmlau ekiatun məmə təmaiir-pa, nɨganəmtɨn təpɨs. 
