MAT.1.1	Ginn kaw lə Jeju Kirisitɨ kɨ ngonnkaw *Dabidɨ, kɨ ngonnkaw *Abiraham ə to kin: 
ACT.16.22	Bulə de’gɨ indəi, ɓuki nan dɔ Pol’tɨ kɨ Silasɨ. Ningə, njegangɨ ta’gɨ, adɨ nginyəi ku rɔ’de’tɨ, tindəi’de kɨ gɔl. 
ACT.16.23	Lokɨ indəi’de majɨ ə, awi ɓuki’de dangay’tɨ, ningə adɨ ndu njengəm dangay’gɨ kadɨ ngəmi’de majɨ. 
ACT.16.24	Lokɨ njengəm dangay’gɨ ingə ndu kin be ə, aw se’de kəy dangay’tɨ kɨ duni nu, taa ulə kangila nja’de’tɨ.
ACT.16.25	Kondɔ dann lo’tɨ, Pol kɨ Silasɨ elita kɨ Luwə, osi pa uləi tɔjɨ dɔ Luwə’tɨ, ə ndəgɨ dangay’gɨ oyi ndu’de. 
ACT.16.26	Ningə, kɨ kum kɨ kində jipɨ, dɔnangɨ yəkɨ kɨ tɔgɨ’ne ngayn. Yəkɨ yəkɨ kɨ ra adɨ ngirə kəy dangay kaa in ɓakɨ ɓakɨ. Ningə tanan’tɨ non, takəy’gɨ tei num, kulə gindɨ’gɨ kɨ dɔi dangay’gɨ pətɨ kaa tuti num tɔ. 
ACT.16.27	Lo kin’tɨ non, njengəm dangay’gɨ ində dɔ ɓi’tɨ. Lokɨ ində taa dɔ ɓi’tɨ ə oo takəy’gɨ rai tagira, oo ene dangay’gɨ anyinan wa, adɨ ɔr kiyərɔ lə’ne kadɨ to n’tɔl’n rɔ’ne kɔ. 
ACT.16.28	Ə Pol un ndu’ne kɨ taa ngayn el’ə ene: «Tujɨ rɔ’i el, nan j’isi ne pətɨ.» 
ACT.16.29	Lo kin’tɨ, njengəm dangay’gɨ dəjɨ por, ə nagɨ rɔ’ne ur kəy, osɨ non Pol’tɨ kɨ Silasɨ kɨ rɔ dadɨ. 
ACT.16.30	Go’tɨ, adɨ’de tei taga, ningə dəjɨ’de ene: «Ɓe’m’gɨ, in ri ə kadɨ m’ra ə m’a m’ingə’n kajɨ wa?» 
ACT.16.31	Ə eli’ə eyina: «Un me’i adɨ Burəɓe Jeju, ə a ingə kajɨ in kɨ nje kɨ me kəy’tɨ lə’i.» 
ACT.16.32	Lo kin’tɨ, iləi’ə mbər ta lə Burəɓe, nan’tɨ kɨ nje kɨ me kəy’tɨ li’ə. 
ACT.16.33	Dann kondɔ’tɨ inɓe kin non, njengəm dangay’gɨ aw kɨ Pol in kɨ Silasɨ, togɨ do’gɨ lə’de, ə kalangɨ ba go’tɨ, adɨ rai’ə batəm nan’tɨ kɨ de’gɨ kɨ me kəy’tɨ li’ə. 
ACT.16.34	Go’tɨ, təl aw se’de me kəy’tɨ lə’ne, adɨ’de nyakusɔ sɔi, rai rɔnel me kəy’tɨ tadɔ kun kɨ uni me’de adi Luwə.
ACT.16.35	Lokɨ lo ti ningə, njegangɨ ta’gɨ uləi paja’gɨ lə’de kɨ rɔ njengəm dangay’gɨ’tɨ eyina: «Inyə de’gɨ kin adɨ awi.» 
ACT.16.36	Ə njengəm dangay’gɨ re el Pol ta kin ene: «Njegangɨ ta’gɨ eyina kadɨ m’inyə’se madɨ awi, ene tei awi lo lə’se kɨ lapiya.» 
ACT.16.37	Nan Pol el paja’gɨ ene: «J’in de’gɨ kɨ Rɔm’tɨ tɔ
ACT.16.38	Ə paja’gɨ təli kɨ ta kin awi rɔ njegangita’gɨ’tɨ, adɨ ɓol ra njegangɨ ta’gɨ ngayn. Ɓol ra’de, lokɨ oyi kadɨ Pol in de’gɨ kɨ Rɔm’tɨ. 
ACT.16.39	Be ə, indəi, rei rɔ’de’tɨ, dəji’de mesɔl, ə inyəi’de kadɨ awi, ə dəji’de kadɨ tei me ɓebo’tɨ kin kɔ nga. 
ACT.16.40	Lokɨ Pol in kɨ Silasɨ tei dangay’tɨ ə, awi ɓe lə Lidi. Awi oyi ngannkon’gɨ kɨ njekunme’gɨ, uləi dingəm me’de’tɨ ə awi.
ACT.17.1	Pol in kɨ Silasɨ indəi Ampipolisɨ kɨ Apoloni gangi, ə awi tei Tesalonikɨ’tɨ. Ningə Tesalonikɨ’tɨ, Juwipɨ’gɨ awi kɨ lo kəykawnan lə’de non. 
ACT.17.2	Be ə, Pol awɨ’tɨ, tokɨ isɨ ra’n kɨ lo’gɨ pətɨ. Asɨ ndɔ kɔrkon mutə go nan’tɨ, Pol manjinan ta kɨ Juwipɨ’gɨ dɔ ta’gɨ’tɨ kɨ me Makitu’tɨ lə Luwə. 
ACT.17.3	Ɔr’de ginn ta’gɨ, tɔjɨ’de adɨ gəri tokɨ, makitu lə Luwə el kadɨ Kirisitɨ kɨ in De kɨ Luwə mbət’ə a oy, ə go’tɨ, a ində taa dann njekoy’gɨ’tɨ. Ningə, Pol el’de tokɨ in darɔ Jeju inɓe kɨ n’isɨ n’el’de mbər ta li’ə kin ə in Kirisitɨ. 
ACT.17.4	Juwipɨ’gɨ kɨ nan’gɨ, ta kin ra kulə rɔ’de’tɨ, adɨ indəi rɔ’de nan’tɨ kɨ Pol kɨ Silasɨ. Bulə Girekɨ’gɨ kɨ nje kɔsikurə Luwə kɨ dene’gɨ ngayn kɨ in dene kɨ nje tɔɓar’gɨ kaa indəi rɔ’de nan’tɨ se’de tɔ. 
ACT.17.5	Ə lo kin’tɨ, jangɨ ra Juwipɨ’gɨ, adɨ kawi de’gɨ kɨ ra uləi lo kɨ gorow kare, adɨ ɔsi dɔ de’gɨ nan’tɨ, rai ndu kɨ me ɓe. Awi tei me kəy’tɨ lə Jason, sangi Pol kɨ Silasɨ kadɨ n’uwəi’de, n’awi se’de taga, non bulə de’gɨ’tɨ. 
ACT.17.6	Nan lokɨ ingəi’de el, uwəi Jason kɨ ngannkon’gɨ kɨ madɨ’gɨ, awi se’de non njegangɨ ta’gɨ’tɨ. Ningə elita kɨ ndu’de kɨ boi eyina: «De’gɨ kɨ tuji dɔnangɨ kɨ ta’a ba kaa, rei tei ne. 
ACT.17.7	Rei ə, Jason uwə’de rɔ’ne’tɨ ɓe lə’ne. De’gɨ kin pətɨ, nya ra’de in nyara kɨ ɔsi ta ndukun’gɨ lə Nje konɓe kɨ bo Sejar. In eli tokɨ ngar madɨ kɨ rangɨ in non tɔ’a nan Jeju.» 
ACT.17.8	Ta kin adɨ wongɨ bulə de’gɨ kɨ njegangɨ ta’gɨ, 
ACT.17.9	adɨ uwəi Jason kɨ ndəgɨ njekunme’gɨ adɨ ugəi nar ɓay taa inyəi’de taa.
ACT.17.10	Lokɨ lo ene n’gonyi par ə, ngannkon’gɨ adi Pol kɨ Silasɨ awi Bere’tɨ. Lo kɨ rei tei Bere’tɨ ə, awi kəykawnan’tɨ lə Juwipɨ’gɨ. 
ACT.17.11	Juwipɨ’gɨ kɨ Bere’tɨ, awi kɨ mərta kɨ majɨ ngayn utə nje kɨ Tesalonikɨ’tɨ. Taai ta lə Luwə kɨ ndigɨ ra kɨ majɨ ngayn. Ndəri ginn ta lə Luwə kɨ ndɔ’gɨ pətɨ, kadɨ n’oyi ke ta’gɨ kɨ Pol eli’de kin in ta kɨ rɔta’tɨ inɓe. 
ACT.17.12	Be ə, ngayn’gɨ dann’de’tɨ uni me’de, taa dann Girekɨ’gɨ’tɨ, dene’gɨ kɨ nje tɔɓar, kɨ dingəm’gɨ ngayn uni me’de tɔ.
ACT.17.13	Nan lokɨ Juwipɨ’gɨ kɨ Tesalonikɨ’tɨ, oyi kadɨ Pol isɨ iləmbər ta lə Luwə Bere’tɨ non ningə, təli awi go’de’tɨ ɓay, awi suləi bulə de’gɨ adɨ rai ndu. 
ACT.17.14	Lo kin’tɨ ngannkon’gɨ, sangi row kalangɨ ba adi Pol aw kɨ kadɨ babo’tɨ. Nga ningə, Silasɨ kɨ Timote ə nanyinan Bere’tɨ. 
ACT.17.15	Nje kɨ dani Pol, dani’ə bitɨ, awi tei si’ə Atenn’tɨ. Nga a, lokɨ isɨ təli, Pol adɨ’de ndu’ne kadɨ Silasɨ kɨ Timote rei kalangɨ ingəi’ne.
ACT.17.16	Lokɨ Pol isɨ nginə Silasɨ kɨ Timote, Atenn’tɨ hangal’a tujɨ tadɔ yo’gɨ kɨ de’gɨ isɨ rai’de, rosɨ me ɓebo kin. 
ACT.17.17	Pol manjinan ta’tɨ kɨ Juwipɨ’gɨ, kɨ de’gɨ kɨ nje kɔsikurə Luwə, me kəykawnan’tɨ lə Juwipɨ’gɨ, taa kɨ ndɔ’gɨ pətɨ, tambalo’tɨ, kɨ de’gɨ kɨ ingə’de. 
ACT.17.18	Nje nyagər’gɨ kɨ ɓari’de Epikir’gɨ kɨ Sətoyisi’gɨ kaa manjinan ta’tɨ se’de tɔ. Ə nje kɨ madɨ’gɨ eli eyina: «Nje ta’gɨ kam ta ri ə ra eli indəi ndu be wa?» Ningə nje kɨ nungɨ eli eyina: «To to nya kɨ in nje kelta kɨ dɔ luwə’gɨ’tɨ kɨ mbah ə am.» Eli be tadɔ oyi kadɨ Pol isɨ iləmbər Poyta kɨ majɨ lə Jeju num, isɨ iləmbər kində taa lo koy’tɨ num. 
ACT.17.19	Be ə, uwəi Pol, awi si’ə rɔ njegangɨ ta’gɨ’tɨ, ə eli’ə eyina: «To kadɨ el’je ta dɔ nyando’tɨ kɨ sigɨ kɨ isɨ ndo kin adɨ jɨ gər wa? 
ACT.17.20	Tadɔ in isɨ el’je ta’gɨ kɨ mbi’je oo nja kare el, ə kadɨ ɔr ginn’ə majɨ adɨ j’oo.» 
ACT.17.21	Ningə nya kare kɨ majɨ kadɨ in gər, de’gɨ kɨ Atenn’tɨ pətɨ, kɨ mbah’gɨ kɨ sii dann’de’tɨ, dɔkagilo lə’de kɨ ngayn in tadɔ k’el’n ta’gɨ kɨ sigɨ ə k’oo’n ta’gɨ kɨ mbah.
ACT.17.22	Lo kin’tɨ, Pol ində ra taa, dann njegangɨ ta’gɨ’tɨ, ə un ta el ene: «In de’gɨ kɨ Atenn’tɨ, m’oo kadɨ in de’gɨ kɨ, ɓar yo lə’se ətɨ ɓol kɨ dum. Ɓari yo me nya’gɨ’tɨ pətɨ. 
ACT.17.23	Tadɔ, lokɨ m’njiyə me ɓe’tɨ, m’oo nya’gɨ kɨ isɨ ɔsi məkəsɨ’se nanga non’de’tɨ. M’oo lo ɓar yo madɨ inɓe ɓay kɨ indəi nya dɔ’tɨ eyina in lo lə “luwə kɨ in gəri’ə el,” ningə in kɨ isɨ ɔsi məkəsɨ’se nanga non’a’tɨ kɨ kanjɨ gər’ə kakin ə m’njɨ m’ilə’se mbər ta li’ə. 
ACT.17.24	In Luwə kɨ njera dɔran kɨ dɔnangɨ kɨ nya’gɨ pətɨ kɨ me’tɨ, in kɨ in Be nje dɔran kɨ dɔnangɨ. In nje kisɨ me kəy’tɨ kɨ de ra kɨ ji’ne el. 
ACT.17.25	Taa aw kɨ ndoo kadɨ de ra kulə madɨ ad’a el tɔ, tadɔ in ə in nje kadɨ de isɨ kumngayira num, nje kadɨ de kon kɨ nya’gɨ pətɨ num tɔ
ACT.17.26	Kɨ de kɨ kareba be ə ində’n de’gɨ pətɨ adɨ taai dɔnangɨ. Ində dɔkagilo adɨ’de num, ində gangɨ lo kisi’de num tɔ. 
ACT.17.27	Luwə ində nya’gɨ kin be kadɨ de’gɨ sangi’ə’n’ə. Dɔ majɨ ə a ingəi’ə me mam lo’tɨ lə’de. Kɨ rɔta’tɨ, Luwə in sanyi el kɨ de kɨ ra dann’je’tɨ. 
ACT.17.28	Tadɔ kisikidɔtaa lə’je in me ji’ə’tɨ. In ə in nje kadɨ j’ɔdi rɔ’je, kɨ nje kadɨ jɨ isɨ kumngayira. In tadɔ kin ə njegosita’gɨ lə’se kɨ madɨ’gɨ eli eyina: “J’in kaa j’in ngann’a’gɨ tɔ.” 
ACT.17.29	Ə re j’in ngann’gɨ lə Luwə ə, majɨ kadɨ j’oo Luwə kadɨ in de kɨ to to yo ɔr’gɨ, kɨ yo nar’gɨ kɨ de’gɨ lenyi’de, eke yo mbal’gɨ kɨ de’gɨ tɔli’de kɨ gosɨ kɨ dɔ’de’tɨ kin be el. 
ACT.17.30	Luwə inyə go nya kɨ de’gɨ rai kete kɨ go lo gər’ə’tɨ el, dɔkagilo’tɨ kɨ gəri el ɓay kin kɔ, nan kɨ ngɔsine kin, Luwə iləmbər kadɨ de’gɨ pətɨ, kɨ lo’gɨ pətɨ, inyəi gorow njiyə’de kɨ majel kɔ. 
ACT.17.31	Tadɔ ɔr ndɔ kare ində non kadɨ to a gangɨ’n ta dɔ de’gɨ kɨ dɔnangɨ’tɨ ne pətɨ kɨ row kɨ dana. A gangɨ ta kin kɨ row lə de kare kɨ mbət’ə tadɔ kulə kin, in tɔj’ɔ kɨ taga adɨ de’gɨ pətɨ gəri’ə kɨ row kində taa dann njekoy’gɨ’tɨ.»
ACT.17.32	Lokɨ Pol elta kində taa lo koy’tɨ, ə osɨ mbi’de’tɨ ningə, nje kɨ madɨ’gɨ uwəi’ə kogi, ə nje kɨ nungɨ eli eyina: «J’a j’oo ta lə’i kin ndɔ kɨ rangɨ’tɨ.» 
ACT.17.33	In be ə, Pol te’n dann’de’tɨ, aw. 
ACT.17.34	Nan be kaa, kɨ madɨ’gɨ dann’de’tɨ nanyinan go Pol’tɨ, uni me’de adi Jeju Kirisitɨ. Dann’de’tɨ kin, Denisɨ kɨ in kɨ kare dann njegangita’gɨ’tɨ in se’de non, taa dene kɨ ɓari’ə nan Damarisɨ kɨ ndəgɨ de’gɨ kɨ rangɨ kaa in se’de non tɔ.
ACT.18.1	Lokɨ Pol in Atenn’tɨ ningə, aw Korentɨ’tɨ. 
ACT.18.2	Lo kin’tɨ non, ingə Juwipɨ kare kɨ tɔ’a nan Akilasɨ, kɨ ginn’ə in Pon’tɨ, in Itali’tɨ kɨ ne’ne Pirisil rei ngɔsine ɓay. Rei tadɔ nje konɓe kibo kɨ Rɔm’tɨ kɨ tɔ’a nan Kilodɨ un ndu’ne kadɨ Juwipɨ’gɨ pətɨ tei Rɔm’tɨ kɔ. Pol aw ingə Akilasɨ’gɨ non, 
ACT.18.3	ningə tokɨ kulə kɨ kadɨ rai ingəi nya in kulə kɨ kareba, adɨ in kulə kojɨ ku ra kəy, Pol isɨ se’de, adɨ rai kulə kin nan’tɨ. 
ACT.18.4	Ndɔ kɔrkon’gɨ pətɨ, Pol un ta, el me kəykawnan’tɨ lə Juwipɨ’gɨ. El kɨ kujə kɨ sangɨ kadɨ Juwipɨ’gɨ kɨ Girekɨ taai to ta kɨ rɔta’tɨ.
ACT.18.5	Nan lokɨ Silasɨ kɨ Timote in Maseduwann’tɨ rei ingəi’ə
ACT.18.6	Nan Juwipɨ’gɨ tanyi’ə rɔ, taji’ə, adɨ Pol jəngɨ bu ku lə’ne ta de’tɨ, ə el’de ene: «Ta mosɨ’se in dɔ’se’tɨ! M’ar njay. Ningə kɨ ngɔsine kin, de’gɨ kɨ in Juwipɨ’gɨ el ə m’a m’aw kɨ rɔ’de’tɨ nga.» 
ACT.18.7	Be ə, Pol in non, aw ɓe lə Titusɨ Jusitusɨ, kɨ in de kare kɨ nje kɔsikurə Luwə, kɨ kəy li’ə ndunə nan kɨ kəykawnan lə Juwipɨ’gɨ. 
ACT.18.8	Kirisipusɨ, kɨ in njekundɔ kəykawnan lə Juwipɨ’gɨ in kɨ de’gɨ kɨ me kəy’tɨ lə’ne ba pətɨ, uni me’de adi Burəɓe. Taa de’gɨ kɨ Korentɨ ngayn, kɨ oyi ta lə Pol kaa uni me’de tɔ, adɨ rai’de batəm.
ACT.18.9	Ndɔ kare kondɔ, Burəɓe el Pol ta me nii’tɨ ene: «Ɓol el, elta kɨ nonyi’tɨ, um utɨ ta’i el. 
ACT.18.10	Tadɔ m’in sə’i nan’tɨ, de madɨ kare kɨ a ulə ji’ne kadɨ ɔdi tokɨ majel goto. De’gɨ kɨ in de’gɨ lə’m in ngayn me ɓebo’tɨ kin ne.» 
ACT.18.11	Be ə Pol isɨ’n Korentɨ’tɨ ɓal kare kɨ nanyi mehen, ndo’n de’gɨ ta lə Luwə.
ACT.18.12	Dɔkagilo’tɨ kɨ Galiyon in’n nje konɓe kɨ Akay’tɨ, Juwipɨ’gɨ dɔi ta nan’tɨ dɔ Pol’tɨ, adɨ awi si’ə non njegangɨ ta’gɨ’tɨ, 
ACT.18.13	eyina: «De kam isɨ aw kɨ de’gɨ kadɨ ɔsi dɔ’de nanga non Luwə’tɨ, kigo ndukun’tɨ el.» 
ACT.18.14	Pol ra kadɨ to n’el ta ningə, Galiyon un ta ta’ne’tɨ kete el Juwipɨ’gɨ ene: «Kin ə re in ta lə nya tɔl, eke ta lə majel madɨ kɨ ngan ngayn ə to be ə, re m’a m’oo ta lə’se, in Juwipɨ’gɨ. 
ACT.18.15	Nan tokɨ in ta kɨ manjinan’tɨ kɨ ɔjidɔ ta’gɨ, kɨ tɔgɨ kɨ ndukun’gɨ lə’se kɨ sɔw dɔ’se kin ə, rai dann’se’tɨ non. M’in m’a m’gangɨ ta kɨ be kin el.» 
ACT.18.16	Ningə tuwə’de lo gangɨ ta’tɨ kɔ. 
ACT.18.17	Ə low’ə’tɨ non, de’gɨ pətɨ uwəi Sositenn kɨ in njekundɔ kəykawnan lə Juwipɨ’gɨ, tindəi’ə lo gangɨ ta’tɨ non, nan usɨ Galiyon nya kare dɔ’de’tɨ el.
ACT.18.18	Pol təl isɨ Korentɨ’tɨ non dɔkagilo asɨ ta’tɨ ɓay. Ningə go’tɨ, inyə ngannkon’gɨ, ə un tokibo kaw kɨ Siri’tɨ, nan’tɨ kɨ Pirisil kɨ Akilasɨ. Pol adɨ ngisəi dɔ’a Sankire’tɨ, tadɔ un mindɨ’ne adɨ Luwə
ACT.18.19	Awi tei Epejɨ, Pol inyə Pirisil kɨ Akilasɨ ə aw kəykawnan’tɨ lə Juwipɨ’gɨ, manjinan ta’tɨ se’de. 
ACT.18.20	Juwipɨ’gɨ kin dəji Pol kadɨ isɨ se’de ndɔ’gɨ nden ɓay, nan Pol ndigɨ el. 
ACT.18.21	Ningə lokɨ ɔtɨ isɨ aw el’de ene: «Ndɔ kɨ rangɨ, ə Luwə ndigɨ ə, m’a m’təl to m’re rɔ’se’tɨ ɓay,» ningə inyə’de Epejɨ’tɨ ə in me tokibo’tɨ ə aw. 
ACT.18.22	Ningə un to Epejɨ’tɨ, aw Sejare’tɨ. Lo kɨ te Sejare’tɨ, aw uwə ji Njekawnan’gɨ, ə un row aw Antiyosɨ’tɨ. 
ACT.18.23	Pol ra ndɔ’gɨ non nden, ə təl ilə dɔ’ne gogɨ. Aw te Galasi’tɨ kɨ Piriji’tɨ, adɨ tɔgɨ njendo’gɨ pətɨ.
ACT.18.24	Juwipɨ kare kɨ tɔ’a nan Apolosɨ, kɨ in de kɨ ginn’ə in Alegijandiri’tɨ re Epejɨ’tɨ. In de kɨ ɓal ta to ta’a’tɨ, taa gər ta lə Luwə majɨ tɔ. 
ACT.18.25	Ndoi’ə row ta lə Burəɓe, adɨ iləmbər ta lə Jeju kɨ rɔnel kɨ ngayn, ndo de’gɨ nya kɨ dɔ Jeju’tɨ kɨ gorow’ə’tɨ. Nan k’in ə, gər batəm lə Jan par. 
ACT.18.26	Ilə rɔ’ne, elta lə Luwə kəykawnan’tɨ lə Juwipɨ’gɨ kɨ me kɨ tinyi katɨ. Nan lokɨ Pirisil kɨ Akilasɨ oyi’ə lo kelta’tɨ, ɓari’ə rɔ’de’tɨ, ɔji’ə gorow lə Luwə ar njay, adi’ə gər. 
ACT.18.27	Go’tɨ, ndigɨ kaw Akay’tɨ, ə ngannkon’je’gɨ ndigɨ dɔ’tɨ si’ə, adɨ rai makitu adi njendo’gɨ kɨ Akay’tɨ kadɨ uwəi’ə rɔ’de majɨ. Lokɨ aw te Akay’tɨ, kigo memajɨ’tɨ lə Luwə, ra kɨ nje kɨ uni me’de adi Luwə ngayn. 
ACT.18.28	Tadɔ dum dɔ Juwipɨ’gɨ kɨ tɔgɨ ta lə’ne, taga wangɨ takum de’gɨ’tɨ. Tɔjɨ, kɨ ta lə Luwə ji’ne’tɨ, tokɨ Jeju in Kirisitɨ kɨ in De kɨ Luwə mbət’ə.
ACT.19.1	Dɔkagilo’tɨ kɨ Apolosɨ in’n Korentɨ’tɨ, Pol ində dɔnangɨ kɨ mbal’gɨ in’tɨ kɨ dɔnangɨ Aji’tɨ gangɨ, ə re te Epejɨ’tɨ. Ingə njendo’gɨ lə Jeju kɨ nan’gɨ’tɨ non. Adɨ dəjɨ’de ene: 
ACT.19.2	«Lokɨ uni me’se adi Jeju kin, ingəi Ndil Luwə wa?» Ə təli iləi’ə’tɨ eyina: «Jagɨ, k’oo ka j’oo kete kadɨ Ndil Luwə in non el.» 
ACT.19.3	Pol təl dəjɨ’de ɓay ene: «Batəm kɨ bann ə ingəi wa?» Eli eyina: «J’ingə batəm lə Jan Batisɨ.» 
ACT.19.4	Be ə, Pol el’de ene: «Oyo, Jan ra batəm Isirayel’gɨ kadɨ tɔri ndu’de dɔ majel’gɨ’tɨ lə’de. Ə təl el’de ɓay kadɨ to uni me’de adi de kɨ a re go’ne’tɨ non, adɨ de’ə kin in Jeju
ACT.19.5	Lokɨ oyi ta’gɨ kin ningə, adɨ rai’de batəm me tɔ Burəɓe Jeju’tɨ. 
ACT.19.6	Be ə, Pol ində ji’ne dɔ’de’tɨ, ə Ndil Luwə risɨ dɔ’de’tɨ. Ningə tumginn kadɨ elita kɨ ndonnta’gɨ kɨ dangɨ dangɨ num, ta elita kɨ ta Luwə’tɨ num tɔ. 
ACT.19.7	Dingəm’gɨ pətɨ kɨ rai lo nya’gɨ’tɨ kin asi dɔgɨ gidə in joo. 
ACT.19.8	Go’tɨ, asɨ nanyi mutə go nan’tɨ, Pol te ə aw kəykawnan’tɨ lə Juwipɨ’gɨ, el’de ta kɨ me kɨ tinyi katɨ kibo. Iləmbər konɓe lə Luwə, sangɨ uwə’de kɨ ta, kadɨ oyi to ta kɨ rɔta’tɨ kadɨ tai ta kin tɔ. 
ACT.19.9	Nan Juwipɨ’gɨ kɨ nan’gɨ dann’de’tɨ me’de ngan, adɨ mbeti kadɨ uni me’de. Elita kidi nyando lə Pol kɨ ɔjɨ gorow ta lə Burəɓe kin takum bulə de’gɨ’tɨ. Be ə, Pol inyə’de ə ɔtɨ aw kɨ njendo’gɨ me kəy ndo nya’tɨ lə de kɨ tɔ’a nan Tiranusɨ. Ningə kɨ ndɔ’gɨ kare kare pətɨ, ndo’de nya. 
ACT.19.10	Nyando kin, Pol ra kul’ə asɨ ɓal joo. Be ə, ra adɨ Juwipɨ kɨ de’gɨ kɨ in Juwipɨ’gɨ el kɨ isɨ dɔnangɨ Aji’tɨ, oyi ta lə Burəɓe. 
ACT.19.11	Luwə ra nyakɔjɨ’gɨ kɨ ətɨ ɓol kɨ takul Pol. 
ACT.19.12	Adɨ, de’gɨ ɔyi ta ku’gɨ kɨ kare kɨ ta ku kɨ ji’ə ɔdɨ, awi ɔdi njemonyi’gɨ adɨ ingəi lapiya num, ndil’gɨ kɨ majel kaa anyinan kɔ num tɔ.
ACT.19.13	Juwipɨ’gɨ kɨ nan’gɨ kɨ nje njiyə kigo ɓe’gɨ, kadɨ n’tuwəi ndil’gɨ kɨ majel, ingɨ kaa gei kadɨ n’ɓari tɔ Burəɓe Jeju dɔ de’gɨ’tɨ kɨ in ginn tɔgɨ’tɨ lə ndil’gɨ kɨ majel tɔ. Adɨ eli eyina: «Me tɔ Jeju’tɨ kɨ Pol isɨ iləmbər ta li’ə, m’dəjɨ’se kadɨ tei kɔ.» 
ACT.19.14	De’gɨ kɨ njera nya be kakin, in siri. In ngann’gɨ lə Juwipɨ kare kɨ tɔ’a nan Seba kɨ in kibo lə njekujənyamosɨ kadikare’gɨ. 
ACT.19.15	Ndil kɨ majel təl ilə’de’tɨ ene: «M’gər Jeju, taa m’gər de kɨ in Pol tɔ, nan ingɨ, in nan’gɨ wa?» 
ACT.19.16	Lo kin’tɨ, de kɨ ndil kɨ majel sii me’ə’tɨ kakin ində ur dɔ’de’tɨ uwə’de tɔsɔsɔ. Ningə ində’de kində kɨ de oo go madɨ’ne el, adɨ tei me kəy’tɨ kɨ kanyi kɨ rɔ’de kare, kɨ ku kɨ gangɨ rɔ’de’tɨ batɨ batɨ kɨ mosɨ. 
ACT.19.17	De’gɨ pətɨ kɨ ɓebo Epejɨ’tɨ, kɨ Juwipɨ’gɨ nan’tɨ kɨ de’gɨ kɨ in Juwipɨ’gɨ el, gəri go nya kɨ ra nya kin majɨ. Ingɨ pətɨ ɓol ra’de, adɨ ɔsikurə Burəɓe Jeju. 
ACT.19.18	De’gɨ ngayn kɨ in njekunme’gɨ rei tɔrindu’de, ə eli kulə ra’de’gɨ kɨ majel kɨ taga non de’gɨ’tɨ. 
ACT.19.19	Nje kɨ nan’gɨ ngayn dann njera mboli’gɨ’tɨ, rei kɨ makitu ra mboli’gɨ lə’de, kawi kɨ dɔnan’tɨ ə uləi por takum de’gɨ’tɨ. Ndogi se’de makitu’gɨ lə’de kin asɨ silə dər dɔ mi
ACT.19.20	In be ə, kɨ takul tɔgɨ lə Burəɓe, ta lə Luwə sanan kɨ lo’gɨ’tɨ kɨ kete kete kɨ tɔgɨ’ne tɔ. 
ACT.19.21	Go nya’gɨ’tɨ kin, Ndil Luwə ɔsɨ Pol adɨ un ndu’ne kadɨ n’aw ɓebo Jerujalem’tɨ. Dɔ row kaw’a’tɨ, ində dɔnangɨ Maseduwann kɨ Akay gangɨ. Ningə Pol el ene: «Re m’aw m’te ɓebo Jerujalem’tɨ ə, majɨ kadɨ m’aw m’oo dɔnangɨ Rɔm tɔ.» 
ACT.19.22	Pol ulə kɨ njera si’ə kulə’gɨ joo, Timote ingɨ kɨ Erasɨ adɨ’de awi dɔnangɨ Maseduwann’tɨ. Ningə inɓe, isɨ dɔnangɨ Aji’tɨ ba njaba ɓay.
ACT.19.23	Dɔkagilo’ə’tɨ kin, ta kasɨ nan el kibo ngayn in dɔ row ta’tɨ lə Burəɓe me ɓe’tɨ kɨ Epejɨ. 
ACT.19.24	De kare kɨ tɔ’a nan Demetriyusɨ, in kɔdɨ kɨ njera ningə kasɨ’gɨ. In njera ngann kəy yo kɨ dene kɨ a ɓari’ə nan Artemisɨ. Kulə kin ra adɨ in sotɨ kɨ njekulə’gɨ li’ə ngayn. 
ACT.19.25	Be ə, Demetriyusɨ kaw kɔdɨ’gɨ kɨ de’gɨ pətɨ kɨ isɨ kɨ dɔ’de taa kɨ takul kulə kin nan’tɨ, ə el’de ene: «Madɨ’m’gɨ, in gəri kadɨ in kɨ takul kulə kin ə, j’isɨ j’ingəi nya majɨ. 
ACT.19.26	Ingɨ oyi kɨ kum’se taa kɨ mbi’se tɔ, kadɨ in Epejɨ’tɨ ne par el, nan dɔnangɨ Aji’tɨ ba pətɨ, ə dingəm kɨ tɔ’a nan Pol kam təl dɔ bulə de’gɨ basi. In el’de ene: “Kagɨ yo’gɨ kɨ de’gɨ rai kɨ ji’de in Luwə el.” 
ACT.19.27	In kulə’gɨ kɨ j’isi rai kin par ə de’gɨ a oyi to nya kɨ kare el, nan kəy lə luwə kɨ dene kibo kɨ in Artemisɨ kin kaa, de’gɨ a oyi’ə nya madɨ’tɨ el tɔ. Lo kadɨ de’gɨ a eli eyina: “Artemisɨ in yo kɨ dene kɨ bo,” goto. Artemisɨ kɨ de’gɨ kɨ dɔnangɨ Aji’tɨ kɨ ndəgɨ dɔnangɨ ba pətɨ ɔsikurə kin.» 
