MAT.1.1	Yesu Kristu kaweriti mwiwuka gwa Dawudi na mwiwuka gwa Aburahamu. Ayi ndo walanga ya ukowu wakuwi,
JHN.12.46	Neni na Gulangala, niza pasipanu su woseri wawanjimira waweri ndiri muntiti. 
JHN.12.47	Yakapikanira shisoweru shangu uganu kagakola ndiri, neni hapeni numtozi, hanumtozi ndiri. Niza ndiri kuwatoza wantu wa pasipanu ira kuwalopoziya. 
JHN.12.48	Woseri yawanema neni na kuujimira ndiri ujumbi waneni, kwana yumu yakiza kuwatoza. Visoweru vyantakula haviweri vyakuwatoza mulishaka lya kupelera. 
JHN.12.49	Ayi ndo nakaka, toziya neni ntakula ndiri kwa uwezu wangu namweni, kumbiti Tati yakantumiti ndomweni yakantumiti ntakuli shishi na nyoweri shishi. 
JHN.12.50	Naneni nuvimana weri lilagaliru lyakuwi lijega ukomu wa mashaka goseri. Su, neni ntakula hera galii Tati yakanagaliriti nugatakuli.”
JHN.13.1	Iweriti lishaka lya pamberi pa msambu gwa Pasaka. Yesu kavimaniti handa saa yakuwi isoka ya kuwuka pasipanu na kugenda kwa Tati. Shipindi shoseri yomberi kawafiriti nentu wantu wa pasipanu yawaweriti wakuwi, na kawafiriti mpaka lupeleru!
JHN.13.2	Yesu pamuhera na wantumini wakuwi waweriti walivaga kuliya shiboga sha pamihi. Shetani kingiriti kala mumoyu mwa Yuda, mwana gwa Simoni Isikariyoti, maholu ga kumgalambuka Yesu. 
JHN.13.3	Yesu kavimaniti handa Tati kaweriti kamupa makakala, kavimaniti kuwera kalawa kwa Mlungu na kaweriti kankugenda kwa Mlungu. 
JHN.13.4	Su, kawukiti pameza, kayikusa nguwu yakuwi, katola shitambala na kulitawa mushyunu mwakuwi. 
JHN.13.5	Shakapanu katula mashi mubakuli, kanja kuwagulula magulu wafundwa wakuwi kugapukuta kwa shitambala shilii shakashitawiti mushinu mwakuwi. 
JHN.13.6	Pakiziti kwa Simoni Peteru, nayomberi katakula, “Mtuwa, hashi gwenga gwiza kugagulula magulu ganeni?”
JHN.13.7	Yesu kamwankula, “Gwenga hapeni gwerewi vinu shantenda ashi, kumbiti hagwelewi shakapanu.”
JHN.13.8	Peteru kamgambira, “Gwenga hapeni gungululi magulu gangu nakamu!” Yesu kamwankula,
JHN.13.8	“Pangulula ndiri magulu gaku, hapeni guweri ntumintumi gwangu kayi.”
JHN.13.9	Simoni Peteru kamwankula, “Mtuwa, nagungululi magulu hera! Gugagululi mawoku gangu na mtuwi viraa.”
JHN.13.10	Yesu kamgambira, “Yawakoga kala wawera waherepa na wafiruwa ndiri kunawa ira magulu gawu. Mwenga muherepa, kumbiti mwawoseri ndiri.” 
JHN.13.11	Yesu kamumaniti kala ulii yakagenda kumgalambuka, ndo mana kalongiti, “Mwenga muherepa, kumbiti yumu kaherepa ndiri.”
JHN.13.12	Pakamaliriti kuwagulula magulu gawu, kavulumula nguwu yakuwi, na kalivagiti pahala pakuwi pakwegera na meza, su yomberi kawakosiya, “Hashi, mwerewa shanuwatenderani mwenga?” 
JHN.13.13	“Mwenga munshema mfunda na Mtuwa, mwenga mtakula weri toziya ndo neni. 
JHN.13.14	Paiwera neni Mtuwa gwenu na mfunda gwenu, nuwanaviya magulu mwenga, mwenga viraa mfiruwa kulinawiviyana magulu. 
JHN.13.15	Nukupanani kala mfanu, su mwenga mtendi viraa ntambu yanuwatenderani. 
JHN.13.16	Nuwagambirani nakaka, wantumintumi wakulu ndiri kuliku mtuwa gwawu na ntumintumi hapeni kaweri mkulu kuliku ulii yakantumiti. 
JHN.13.17	Vinu muumana unakaka awu, hamuweri na sekuseku pamgatenda.
JHN.13.18	“Aga gantakula gawawusu ndiri mwenga mawoseri. Neni nuwamana walii yanuwasyaguliti. Kumbiti mpaka gatimii Malembu Mananagala gaweri nakaka ntambu yagalembwa, ‘Muntu yakaliyiti pamuhera naneni shiboga shangu hakang'alambuki’. 
JHN.13.19	Neni nuwagambireni vitwatira avi vinu pamberi kulawira. Su pagalawila mpati kujimira kuwera ‘Neni ndo Mweni’. 
JHN.13.20	Nuwagambireni nakaka, yakamshemera yoseri ulii yanumtumiti, kanshemera neni viraa na yakanshemera neni ndo kamshemera ulii yakantumiti.”
JHN.13.21	Yesu pakatakuliti kala aga, kahinginikiti nentu mumoyu, katakula pota kufifa, “Nakaka nuwagambireni, yumu gwenu hakamgalambuki!”
JHN.13.22	Wafundwa walilola weni, su waweriti wavimana ndiri handa gaa hakamgalambuki. 
JHN.13.23	Yumu gwa wafundwa, mweni Yesu ndo yakamfiriti nentu, kaweriti kalivaga pakwegera na Yesu. 
JHN.13.24	Simoni Peteru kamlanguziya kwa mawoku, kamgambira “Gumkosiyi katakula kuusu gaa.”
JHN.13.25	Su ntumintumi ulii kasegelera nentu uwega wa Yesu, kamkosiya, “Mtuwa, ndo gaa?”
JHN.13.26	Yesu kamwankula, “Ulii yanumupa shipandi sha libumunda shantotiti musahani, ndo mweni.” Su, kashitola shipandi sha libumunda, kashitota musahani, kamupa Yuda, mwana gwa Simoni Isikariyoti. 
JHN.13.27	Yuda pakayankiti kala shipandi sha libumunda, Shetani kamwingiriti yomberi. Su, Yesu kamgambiriti Yuda, “Gutendi kanongola shilii shagufira kutenda!” 
JHN.13.28	Woseri yawalivagiti kuliya shiboga wavimaniti ndiri kwantambu gaa Yesu katakuriti aga kwa yomberi. 
JHN.13.29	Yuda kaweriti mkola mpiya pakati pawu, wavimaniti kuwera Yesu kamgambiriti hakahemeri vilii vyawafiruwa mumsambu, ama kamgambiriti kakalaviyi shoseri kwa wahushu.
JHN.13.30	Su Yuda pakayankiti kala shipandi shilii sha libumunda, palaa paliya kalawa kunja. Na iweriti Pashiru.
JHN.13.31	Yuda pakawukiti kala, Yesu kalonga, “Vinu ukwisa wa Mwana gwa Muntu ugubutulwa, vinu ukwisa wa Mlungu ugubutulwa kupitira yomberi. 
JHN.13.32	Handa ukwisa wa Mlungu paugubutulwa kupitira yomberi, su Mlungu hakaulanguziyi ukwisa wa Mwana gwa Muntu mngati mwakuwi, kamukamu hakatendi hangu. 
JHN.13.33	Wana wangu, nankali na mwenga katepu hera. Hamunsakuli, kumbiti vinu nukugambirani galii ganuwagambiriti kala wakulu wa Wayawudi, ‘Pang'endaku, mwenga hapeni mgendi.’ 
JHN.13.34	Vinu nukupanani lilagaliru lya syayi, mulifiri weni. Handa yanukufirani mwenga, viraa vilii mulifiri weni. 
JHN.13.35	Handa pamulifira weni, wantu woseri hawavimani kuwera mwenga ndo wafundwa waneni”.
JHN.13.36	Simoni Peteru kamkosiya Yesu, “Mtuwa gwankugenda koshi?” Yesu kamwankula,
JHN.13.36	“Hapeni guwezi kunfata vinu kwang'endaku, kumbiti shakapanu hamunfati.”
JHN.13.37	Peteru kamkosiya, “Mtuwa, kwantambu gaa nsindi kukufata vinu? Nakali kuhowa kwajili ya gwenga!”
JHN.13.38	Yesu kamwankula, “Hashi, ndo wakala nakaka kuhowa kwajili ya neni? Nukugambira nakaka, pamberi njogolu keniwiki, hagunemi mala tatu kuwera gumana ndiri neni.”
JHN.14.1	Yesu kawagambira, “Namuligaziya mumyoyu mwenu. Mumjimiri Mlungu na munjimiri neni viraa. 
JHN.14.2	Ukaya mwa Tati gwangu kwana mbakati zivuwa, nuwagambiriti kala na vinu nankugenda kuwanyawirani pahali penu. 
JHN.14.3	Na pang'enda na kuwanyawilireni pahala penu, hambuyi na kuwatola, su mwenga hamuweri pamuhera naneni. 
JHN.14.4	Muyimana njira ya kugenda aku kwang'enda.”
JHN.14.5	Tomasi kamkosiya, “Mtuwa, tuvimana ndiri kwagugenda, su twankuyimana hashi njira ayi?”
JHN.14.6	Yesu kamwankula, “Neni ndo njira na unakaka na ukomu. Kwahera yakaweza kugenda kwa Tati ira kwa kupitira kwaneni. 
JHN.14.7	Kawagambira, vinu mumana neni, mumana na Tati gwangu viraa. Na kwanjira vinu mumana na mumwona kala.”
JHN.14.8	Filipu kamgambira, “Mtuwa, tumlanguziyi Tati, natwenga hatwikuti.”
JHN.14.9	Yesu kamwankula, “Filipu, nulikala namwenga kwa shipindi shoseri, nagwenga gumana ndiri? Yakamoniti kala neni kamwona Tati. Guweza hashi kutakula, Tumlanguziyi Tati? 
JHN.14.10	Hashi, mjimira ndiri handa neni namngati mwa Tati, nayomberi Tati ka mngati mwaneni? Visoweru nyanuwagambirani ntakula ndiri kwa utuwa waneni, Tati yakawera mngati mwaneni kankutenda lihengu lyakuwi. 
JHN.14.11	Munjimiri neni pantakula handa neni namngati mwa Tati naTati ka mngati mwaneni. Handa hangu ndiri, mjimiri toziya ya vintu vyantenda. 
JHN.14.12	Nakaka nuwagambirani, yakanjimira neni hakatendi vitwatira vyantenda neni, yina, hakatendi vintu vikulu nentu, toziya nankugenda kwa Tati. 
JHN.14.13	Na shoseri shamluwa mulitawu lyaneni hantendi, su Tati kakwiswi mnumba ya mwana. 
JHN.14.14	Pamunduwa shoseri mulitawu lyangu, hanuwatendereni.
JHN.14.15	“Pamunfira neni, hamulijimili lilagaliru lyaneni. 
JHN.14.16	Naneni hanumluwi Tati nayomberi hakawapanani mtanga yumonga, hakalikali namwenga kwa mashaka goseri. 
JHN.14.17	Yomberi ndo Rohu yakalanguziya unakaka kuusu Mlungu. Wantu wa pasipanu waweza ndiri kumuwanka toziya waweza ndiri kumwona wala kummana. Kumbiti mwenga mumana toziya kalikala namwenga na ka mngati mwenu.
JHN.14.18	“Pang'enda hanuwaleki ndiri mwawashiwa, hanizi kayi kwamwenga. 
JHN.14.19	Katepu hera wantu wa pasipanu hawamoni kayi ndiri, kumbiti mwenga hamumoni. Toziya nana ukomu, viraa mwenga hamuweri na ukomu. 
JHN.14.20	Lishaka lilii palisokiti hamuvimani handa neni na mngati mwa Tati, naneni mngati mwamwenga.
JHN.14.21	“Yakagayanka malagaliru ganeni na kugajimira, ndoweni walii yawanfira neni. Tati gwangu hakawafiri woseri yawanfira neni, naneni vulaa hanuwafiri womberi na hanulilanguziyi kwawomberi.”
JHN.14.22	Yuda, Yuda Isikariyoti ndiri, kamgambira, “Mtuwa, hashi iwezekana gwenga kulilanguziya kwatwenga na gulilanguziya ndiri kwa wantu wa pasipanu?”
JHN.14.23	Yesu kamwankula, “Muntu pakanfira neni hakagajimili mafundu gangu na Tati gwangu hakamfiri, neni pamuhera na Tati gwangu hatwizi kulikala nayomberi. 
JHN.14.24	Yakanfira ndiri hapeni kagajimili mafundu gangu. Na mafundu gampikaniriti gangu ndiri, galawa kwa Tati yakantumiti.
JHN.14.25	“Nuwagambiriti vitwatira avi pamweriti nakali na mwenga. 
JHN.14.26	Kumbiti mtanga, Rohu Mnanagala, ndomweni Tati hakamtumi mulitawu lyaneni, hakawafundeni kila shintu na kuwakumbusiyani goseri ganuwagambirani.
JHN.14.27	“Nuwalekera ponga, nuwapanani ponga yangu. Nuwapanani ndiri mwenga gambira wantu wa pasipanu ntambu yawatenda. Namuwera na lyoga ama namuhinginyika. 
JHN.14.28	Mpikaniriti kala panuwagambira, Nankugenda zyangu, shakapanu hambuyi kayi kwamwenga. Handa munganfiriti, munganemeli toziya nankugenda kwa Tati, yomberi ndo mkulu nentu kuliku neni. 
JHN.14.29	Nuwagambireni aga vinu pamberi ganalawira, su pagalawila mpati kujimira. 
JHN.14.30	Ntakula ndiri namwenga kayi vitwatira avi vivuwa, mana mtuwa gwa pasipanu kankwiza. Hapeni kawezi shintu kwaneni, 
JHN.14.31	kumbiti wantu wa pasi panu mpaka wavimani handa numufira Tati, ndo mana ntenda kila shintu gambira Tati ntambu yakanamuwiti.
JHN.14.31	“Mgoloki, tuwuki panu!”
JHN.15.1	“Neni ndo mzabibu gwa nakaka, Tati gwangu ndo mkulima. 
JHN.15.2	Yomberi kawusiyaga kila lutambi lwalulera ndiri mabwajubwaju mnumba mwangu na kila lutambi lwalulera nulugulula lupati kulera nentu. 
JHN.15.3	Mwenga muwera kala muherepa toziya ya mafundu ganuwafunditi. 
JHN.15.4	Mwikali mngati mwangu, naneni nulikali mngati mwenu. Lutambi hapeni luleri mabwajubwaju gweka yakuwi, haluleri paluwera mumtera gwa zabibu. Ntambu iraayi hapeni mleri mabwajubwaju mpaka muweri mngati mwangu.”
JHN.15.5	“Neni namzyabibu, mwenga ndo mitambi. Woseri yawawera mngati mwangu, naneni mngati mwawu, hawaleli mabwajubwaju gavuwa, pamuhera ndiri naneni hapeni mtendi shintu shoseri. 
JHN.15.6	Muntu yoseri pakalikala ndiri mngati mwangu kaswa kunja gambira lutambi lawalwasa kunja mpaka linyali, mitambi yeni ijojinirwa na kwasirwa pamotu, yeni ndo ilunguziwa. 
JHN.15.7	Pamulikala mngati mwaneni na visoweru vyaneni paviwera mngati mwenu, hamluwi shoseri shamfira na hampati. 
JHN.15.8	Ukwisa wa Tati gwangu hawuwoneki pamulera mabwajubwaju na kwa njira ayi hamuweri wafundwa waneni. 
JHN.15.9	Nukufireni mwenga gambira Tati ntambu yakanfira neni, mulikali muwundama wa neni. 
JHN.15.10	Handa pamjimila malagaliru gangu, hamulikali mu muwundama waneni, gambira neni ntambu yanjimiriti malagaliru ga Tati gwangu na nulikali muwufiru wakuwi.
JHN.15.11	“Nukugambirani vitwatira avi su nemeleru yangu iweri mngati mwenu na nemeleru ya mwenga ikamiliki. 
JHN.15.12	Lilagaliru lyangu ndo ali, mulifiri weni, ntambu yanuwafira mwenga. 
JHN.15.13	Mafiliru makulu nentu kwa muntu kuulanguziya kwa waganja wakuwi ndo kuulaviya ukomu wakuwi kwa womberi. 
JHN.15.14	Mwenga ndo waganja waneni handa pamtenda shilii shanuwalagaliriti. 
JHN.15.15	Mwenga hapeni nuwashemi kayi wamanda, toziya wamanda hapeni wavimani vyawatenda watuwa wawu. Kumbiti nuwashema mwenga waganja, toziya nuwagambiriti vitwatira vyoseri vyanpikaniriti kwa Tati gwangu. 
JHN.15.16	Mwenga munsyagula ndiri neni, kumbiti neni ndo yanuwasyaguliti mwenga na kuwatuma mgendi mwakaleri mabwajubwaju nentu, mabwajubwaju yagalikala. Su Tati hakakupanani shoseri shamluwa mu litawu lyangu. 
JHN.15.17	Su, lilagaliru lyangu kwa mwenga ndo ali, mulifiri weni kwa weni.
JHN.15.18	“Handa wantu wa pasipanu pawakukalalirani, mliholi kuwera wankalalira neni kwanja pamberi pa kuwakalalira mwenga. 
JHN.15.19	Handa memuweriti wamu wa wantu wa pasipanu, wantu wa pasipanu wangawafiriti gambira wantu wawu weni. Kumbiti nuwasyagula mwenga kulawa pasipanu, toziya wantu wa pasipanu wawakalalira mwenga. 
JHN.15.20	Muliholi shilii shanuwagambiriti, ‘Wamanda hapeni waweri wakulu kuliku watuwa wawu.’ Handa wantu pawamberiti neni, hawawaberi mwenga viraa, handa wagajimiriti mafundu ganeni, hawagajimili mafundu genu viraa. 
JHN.15.21	Kumbiti womberi hawatendi vyoseri avi kwa mwenga toziya mwenga waneni, kwani wamumana ndiri ulii yakantumiti. 
JHN.15.22	Handa nganiziti ndiri na kutakula na womberi wangaweriti ndiri na vidoda, kumbiti vinu hapeni wawezi kutakula wahera vidoda. 
JHN.15.23	Yakankalalira neni, kamkalalira Tati gwangu viraa. 
JHN.15.24	Handa nangantenda ndiri kwawomberi vitwatira vyeni kwahera muntu yumonga yakavitenditi kala mwangaweriti ndiri na vidoda, kumbiti vinu waviwoniti vyantenditi wankalalira neni pamuhera na Tati gwangu. 
JHN.15.25	Ndo toziya galii gagalembitwi mu Malagaliru gawu ganakaka, ‘Wankalalira hera!’
JHN.15.26	“Mtanga yakiza ndo Rohu, hakagubutuli unakaka kuusu Mlungu, ndo mweni kiza kulawa kwa Tati. Hanumtumi kwa mwenga kulawa kwa Tati na hakatakuli kuusu neni. 
JHN.15.27	Mwenga viraa, hamtakuli kuusu neni, toziya muweriti pamuhera na neni kwanjira kwanja.”
JHN.16.1	“Nuwagambiriti aga, su namleka moyu gwenu. 
JHN.16.2	Wantu hawawawingi mwenga kulawa Mnumba zya Mlungu zyenu na shipindi hashizi yoseri pakakulageni hakavimani kamtendera Mlungu lihengu. 
JHN.16.3	Wantu hawawatenderani vitwatira avi toziya womberi wamumana ndiri Tati ama neni. 
JHN.16.4	Kumbiti nukugambirani aga, su shipindi pashizaku kwa womberi kutenda vitwatira avi, hamuliholi kuwera nuwagambiriti kala.
JHN.16.4	“Nuwagambiriti ndiri vitwatira avi kwanjira kwanja, toziya nweriti pamuhera namwenga. 
JHN.16.5	Su vinu nankugenda kwa ulii yakantumiti, kwahera ata yumu gwenu yakankosiya neni pang'endaku. 
JHN.16.6	Vinu nuwagambirani vitwatira avi, myoyu yenu ihinginika. 
JHN.16.7	Kumbiti, nankuwagambirani nakaka, Iherepa kwa mwenga neni ng'endi zangu, toziya pang'enda ndiri, Mtanga hapeni kizi kwa mwenga. Kumbiti pang'enda zyangu, hanumtumi yomberi kizi kwa mwenga. 
JHN.16.8	Nayomberi pakizaku, hakawalunguziyi unakaka wantu wa pasipanu kuwera watenda upyota kuusu vidoda na vintu vyavimfiriziya Mlungu na utoza wa Mlungu. 
JHN.16.9	Watenditi upyota kuusu vidoda toziya wanjimira ndiri neni, 
JHN.16.10	na kuusu vyavimfiriziya Mlungu, toziya nankugenda kwa Tati, hapeni mumoni kayi, 
JHN.16.11	nawomberi wapayira kuusu kutoza, toziya mkolamlima gwa pasipanu katozwa kala.
JHN.16.12	“Nanaga gavuwa gakuwagambireni, kumbiti vinu hapeni muwezi kugahepelera. 
JHN.16.13	Kumbiti pakizaku Rohu ayu, hakagubutuli unakaka kuusu Mlungu, hakawalongoziyi mu unakaka woseri. Hakatakuli ndiri kwa uwezu wakuwi mweni, kumbiti hakatakuli shilii shakapikinira na hakawagambiri vintu vyaviyiza. 
JHN.16.14	Yomberi hakanupi neni ukwisa, toziya hakawagambiri shilii shantakula na shilii shanumgambira kawagambiri. 
JHN.16.15	Vyoseri vyakawera navi Tati vyaneni, ndo mana nuwagambirani kuwera Rohu Mnanagala hakawapanani vilii vyakapatiti kulawa kwaneni.
JHN.16.16	“Shakali shipindi shididi hapeni mumoni kayi na shipindi shididi shakapanu hamumoni.”
JHN.16.17	Wafundwa wakuwi wamu walikosiyana, “Kamaanisha shishi? Katugambira kwa shipindi shididini hapeni tumwoni, kayi shipindi shididini hatumwoni, viraa katakuriti kayi, ‘Toziya nankugenda kwa Tati.’ 
JHN.16.18	Su, waweriti wankulikosiyana, kamaanisha shishi pakatakula, ‘shakali shipindi shididini?’ Tuvimana ndiri shakayowera!”
JHN.16.19	Yesu kavimaniti handa wafiriti kumkosiya, su kawagambira, “Hashi mlikosiyana ntambu yanongiti, ‘Shakali shipindi shididini hapeni mumoni kayi na shipindi shididi shakapanu hamumoni?’ 
JHN.16.20	Nankuwagambirani nakaka, hamulili na kudaya, kumbiti wantu wa pasi panu hawanemeleri, hamuhinginiki, kumbiti kuhinginika kwamwenga hakugalambuki kuwera nemeleru. 
JHN.16.21	Shipindi mdala pakalera, kawera na hinginika toziya shipindi sha kuwera mundabiri shankwiza, kumbiti mwana pakiwuka, yomberi kalyaluwa, toziya kawera na nemeleru kwiwuka kwa mwana pasipanu. 
JHN.16.22	Mwenga viraa mwanguhinginika vinu vinu, kumbiti hanuwawuyili kayi, mwenga hamuweri na nemeli mumyoyu mwenu na nemeli ayi kwahera muntu yakaweza kuyiwusiya kwamwenga.”
JHN.16.23	“Lishaka ali lyankwiza, hapeni munuwi shoseri. Nukugambirani nakaka, Tati hakawapanani shoseri shamumluwa kupitira litawu lyaneni. 
JHN.16.24	Mpaka vinu munuwiti ndiri shoseri kwa litawu lyangu. Munduwi shoseri, namwenga hampati su nemeli yamwenga ipera.”
JHN.16.25	“Nuwagambirani vitwatira avi kwa mafumbu. Kumbiti shipindi hashizi hapeni ntumiyi mafumbu kuwagambira, su hantakuli pota kufifa kuusu Tati. 
JHN.16.26	Lishaka ali palizaku, mwenga hamuluwi kwa litawu lyaneni, 
JHN.16.27	toziya Tati mweni kawafira mwenga. Yomberi kawafira mwenga toziya munfira neni na kujimira kuwera niziti kulawa kwa Mlungu. 
JHN.16.28	Niziti kulawa kwa Tati na niziti pasipanu, vinu nankuwuka pasipanu, nankugenda kwa Tati.” 
JHN.16.29	Su, wafundwa wakuwi wamgambira, “Vinu gwankutakula pota kufifa, gutakula ndiri kwa mafumbu. 
JHN.16.30	Vinu tuvimana kuwera gwenga guvimana kila shintu, gufira ndiri muntu yoseri kakukosiyi. Ayi itutenda tujimiri kuwera gwenga gulawa kwa Mlungu.” 
JHN.16.31	Yesu kawankula, “Hashi, vinu mjimira? 
JHN.16.32	Shipindi shankwiza, na shapalaa kala, pawawapalasiya mwoseri mwenga, kila yumu pakawuya ukaya kwakuwi, hamundeki gweka yangu. Kumbiti nagweka yangu ndiri, toziya Tati kapamuhera na neni. 
JHN.16.33	Nuwagambiriti aga, su hamuweri na ponga kwa kuwera pamuhera na neni. Wantu wa pasipanu hawawatendi ntabiki. Kumbiti muweri wagangamala! Neni nuwakanga kala wantu wa pasipanu!”
JHN.17.1	Yesu pakamaliriti kutakula aga, kalola kumpindi, kalonga. “Tati, shipindi shisoka! Gumkwisi mwana gwaku su Mwana kapati kukukwisa gwenga. 
JHN.17.2	Gumupiti uwezu kwa wantu woseri, su guwayupi ukomu wa mashaka goseri woseri awa wagunupiti. 
JHN.17.3	Na ukomu wa mashaka goseri ndo awu, kukumana gwenga yaguwera gweka yaku Mlungu gwa nakaka na kumana Yesu Kristu, yagumtumiti. 
JHN.17.4	Neni nuulanguziya ukwisa waku pasipanu, ntenda kala lihengu lyagunupiti ntendi. 
JHN.17.5	Tati! Gunkwisi pawulongolu paku vinu, ukwisa ulii yatuweriti nawu pamuhera pamberi pa kunyawa pasipanu.
JHN.17.6	“Nukutenda gumanikani kwa wantu walii wagunupiti kulawa pasi panu. Waweriti wantu wakuwi. Na gwenga gunupiti waweri waneni. Womberi washipikanira shisoweru shakuwi, 
JHN.17.7	na vinu wavimana handa kila shagunupiti shilawa kwagwenga. 
JHN.17.8	Nuwapanani ujumbi ulii wagunupiti na womberi wawuwanka, wavimana nakaka ndawiti kwagwenga na wajimira handa gwenga guntumiti.
JHN.17.9	“Nuwaluwira awa. Nuwaluwira ndiri wantu woseri wa pasipanu kumbiti nuwaluwira wagunupiti, mana ndo waku. 
JHN.17.10	Vyoseri vyawera navi ndo vyaku na vyaku ndo vyaneni na ukwisa waneni uwonikana pakati pa wantu wagunupiti. 
JHN.17.11	Na vinu niza kwakuwi, namulamu ndiri kayi pasipanu, kumbiti womberi wamulamu pasipanu. Tati Mnanagala! Kwa likakala lya litawu lyaku lyagunupiti, shondi shondi guwatuli weri su waweri yumu gambira twenga ntambu yatuwera yumu. 
JHN.17.12	Pamuweriti nawomberi, neni nuwalolera weri kwa likakala lya litawu lyaku lyagunupiti. Neni nuwalolera, kwahera ata yumu gwawu yakagamiriti, kumbiti ulii yumu yakagamiriti, su Malembu Mananagala gapati kutimirika. 
JHN.17.13	Na, vinu niza kwagwenga na ntakula vitwatira avi pasipanu, su waweri na nemeleru ikamilika mumyoyu mwawu. 
JHN.17.14	Nuwayupiti ujumbi waku na wantu wa pasipanu wawakalalira toziya womberi wa pasipanu ndiri, gambira neni gwa pasipanu ndiri. 
JHN.17.15	Nduwa ndiri guwawusiyi pasipanu, kumbiti nduwa guwaloleri na mkondola uliya. 
JHN.17.16	Womberi wa pasi panu ndiri, handa viraa ntambu yanwera ndiri gwa pasipanu. 
JHN.17.17	Guwapungi waweri wagwenga munakaka, shisoweru shaku ndo shanakaka. 
JHN.17.18	Ntakula viraa ntambu yaguntumiti pasipanu, naneni viraa nuwatuma womberi pasipanu, 
JHN.17.19	na kwajili yawu, namweni neni nulitula kwa gwenga su nawomberi viraa wapungwi muunakaka.
JHN.17.20	“Nuwaluwira awa ndiri hera, kumbiti nuwaluwira viraa woseri yawajimira toziya ya ujumbi awu. 
JHN.17.21	Nduwa su woseri waweri yumu. Tati! Nduwa waweri mngati mwa twenga gambira viraa gwenga ntambu yaguwera mngati mwaneni, naneni mngati mwaku. Nduwa waweri yumu su pasipanu papati kujimira handa gwenga guntumiti. 
JHN.17.22	Neni nuwapanani ukwisa ulaa uliya wagunupiti neni, su waweri shintu shimu gambira twenga ntambu yatuwera yumu, 
JHN.17.23	neni, namngati mwawu nagwenga mngati mwangu, nduwa wakamiliki na waweri yumu, su wantu wa pasipanu wapati kumana gwenga guntumiti na guwafiri womberi ntambu yagunfira neni.
JHN.17.24	“Tati! Nfira awa wagunupiti waweri pamuhera naneni palaa panu, su wawoni ukwisa waneni wagunupiti, toziya gunfiriti neni pamberi pa kunyawa pasipanu. 
JHN.17.25	Tati Muheri! Wantu wa pasipanu wakumana ndiri, kumbiti neni nukumana. Awa wavimana handa gwenga guntumiti. 
JHN.17.26	Nukutenda gumanikani, na haendereyi kutenda hangu, su ufiru yaguwera nawu kwaneni uweri mngati mwawu, naneni hanweri mngati mwawu.”
JHN.18.1	Yesu pakamaliliti kuluwa, kagenditi kumwambu kulushemba Kedironi, pamuhera na wafundwa wakuwi. Pahala panu paweriti na shiwunga sha mitera, Yesu kingira amu pamuhera na wafundwa wakuwi. 
