MAT.1.1	Ini se guhud te kepuun ni Hisu Kristu, kevuwaran ni David wey kevuwaran dema ni Abraham.
ACT.10.38	Netuenan niyu rema te mekeatag ki Hisus ne riyà ebpuun te inged ne Nesarit. Su impelumun te Eleteala kandin ke Kedesenan ne Ebpetuntul te Menusiyà ne midlumun kandin ne mibehey kandin te gehem. Ne mid-eneb din ini se menge inged se ebaal te meupiya wey nengeulian din ke langun ne edlelungen dut te datù te pekaid su diyà ma te kandin ke Eleteala.
ACT.10.39	“Ne sikami,” ke si Pedro, “ne ebpeketitihus key su nekita rey ke langun ne mibeelan din diyà te langun ne inged te menge Hudiyanen wey riyà dema te inged ne Hirusalim. Ketà ne mibpeimetayan sikandin dut te menge etew te kedlensanga kandin diyà te pinebelavag ne kayu. 
ACT.10.40	Ugaid ne ketà te iketelu ne hewii ne mibanew sikandin te Eleteala ne impekita sikandin kenami. 
ACT.10.41	Warà impekita sikandin diyà te langun ne menge etew, ugaid ne kayi rà te kenami ke raan ne nepemilì te Eleteala ne egkevaluy ne edtitihus, uya, kayi rà te kenami se ruma rin pà te egkaan wey ed-inum dut te nevanew en sikandin.
ACT.10.42	“Ne insuhù din kenami,” ke si Pedro, “te ebpemesabut dut te Meupiya ne tudtul diyà te menge etew. Ne insuhù din ded kenami te ebpemenudtul te sikandin se mibehayan te Eleteala te kebayàbayà te egkukum dut te langun ne menusiyà ke biviyag wey menge minatey. 
ACT.10.43	Su ke langun dut te ebpelambas te Lalag te Eleteala rengan,” ke si Pedro, “ne midlalag mekeatag kandin su nekahi ran te piya engkey ne etew se ebperetiyaya kandin ne egkepesehad ke menge salà din su arà te atag te kinepatey ni Hisu Kristu mekeatag dut te menge salà tew.”
ACT.10.44	Ne gewii te edlalag pà si Pedro ne midlumun en ke Kedesenan ne Ebpetuntul te Menusiyà dut te langun ne menge etew ne ebpemineg te lalag din. 
ACT.10.45	Ne ke menge Hudiyanen ne mibperetiyaya ki Hisus ne egenat te Hupa ne nekeruma ki Pedro ne nengegeyip su netelimà dan ke Kedesenan ne Ebpetuntul te Menusiyà ne midlumun dut te menge etew ne kenà Hudiyanen. 
ACT.10.46	Su nerineg dan ini se kenà menge Hudiyanen ne nekelalag te kenà kandan ne kinehiyan te mideyù te Eleteala atag dut te gehem din.
ACT.10.46	Ketà ne migkahi si Pedro te, 
ACT.10.47	“Ini se menge etew ne kenà Hudiyanen, ne neketelimà dan dema te kedlumun dut te Kedesenan ne Ebpetuntul te Menusiyà iring dut te sikami ne menge Hudiyanen,” ke si Pedro. “Geina te iring kayi, ne warè ebpekevangen te kebunyahi kandan.” 
ACT.10.48	Dutun ne migkahi sikandin te ebunyahan dan en ini se tuus te mibpesakup dan en ki Hisu Kristu. Ketà ne mibuyù dan kandin te med-ubpà pà sikandin diyà te kandan te pipira ne hewii.
ACT.11.1	Ke menge kedserihan wey ke menge ruma ran ne mibperetiyaya ki Hisus diyà te lusud te Hudiya ne nerineg dan te mibperetiyaya en dema ke menge etew ne kenà Hudiyanen te Lalag te Eleteala. 
ACT.11.2	Guna su mid-ulì si Pedro diyà te Hirusalim ne ruen menge Hudiyanen ne mibperetiyaya ki Hisus ne midawey kandin se egkahi te, 
ACT.11.3	“Meambe ke mibpemenayik ka diyà te baley te menge etew ne kenà Hudiyanen ne warà mengeetusi wey mibpekidtuhen ka rema kandan?”
ACT.11.4	Ketà ne miguhud ni Pedro ke ned-ulaula igenat te rudsuan. 
ACT.11.5	Ke sikandin te, “Diyan a te inged ne Hupa se ebpengeningeni diyà te Eleteala, ne ruen impekita kedì. Ketà te impekita kediey, ne ruen iring te meluag ne saput ne mid-iketan dut te epat ne pediyulu ne intuntun kayi te uvey ku. 
ACT.11.6	Midtengtengan ku ne ruen nekita ku ne intahù ketà ne menge binatang ne ayam wey mehintelunan, ruen edulug wey ruen edlayang. 
ACT.11.7	Ne ketà ne ruen suwara ne nerineg ku ne migkahi te, ‘He Pedro, enew ka ne sumbalì ka su apey ka mekekaan.’
ACT.11.8	“Ugaid ne migkahi a te, ‘Kenà a, Kerenan! Su warà e pà mekekaan te misan engkey ne meredsik ne iring keniyan su indawey dut te penduan ta.’
ACT.11.9	“Ne nerineg ku en maa ke suwara ne riyà ebpuun te langit se egkahi te, ‘Ini se migkahi te Eleteala ne meupiya, ne kenà nu kehiya te meredsik.’ 
ACT.11.10	Ini ne ketetelu ku mekita wey merineg, na in-ulì diyà te langit arà se intuntun.
ACT.11.11	“Arà dà iya ne nekeuma en ketà te baley ne ubpaan ku,” ke si Pedro, “ini se tetelu ne etew ne riyà ebpuun te Sisariya ne midsuhù su ibpeangey a. 
ACT.11.12	Ne migkehiyan a rut te Kedesenan ne Ebpetuntul te Menusiyà te ibperuma a ne kenà a meuru te kenà dan Hudiyanen. Ne ruen miduma kedì ne enem ne etew ne mibperetiyaya ki Hisus ne menge ruma ku diyà te inged ne Hupa.
ACT.11.12	“Guna su nekeuma key riyà te Sisariya,” ke si Pedro, “ne midlusud key en diyà te baley rut te Kepitan ne si Cornelio. 
ACT.11.13	Ne mibpenudtulan key ni Cornelio te ruen suluhuen te Eleteala ne mibpekitakita kandin diyà te baley rin. Ne migkahi ini se suluhuen te, ‘Suhù ka te ebpendiyà te inged ne Hupa su ipeangey nu ini se senge etew ne ed-ingaranan ki Simon Pedro. 
ACT.11.14	Su sikandin ne ruen ibpesabut din keniyu ne ebpekepeliyu keykew wey langun niyu ne telteleanak dut te kedusa te Eleteala te salà niyu.’
ACT.11.15	“Ne gewii ku te edlalag kandan,” ke si Pedro, “ne midlumun en kandan ke Kedesenan ne Ebpetuntul te Menusiyà iring dut te kinelumun din keyta pehaney. 
ACT.11.16	Dutun ne netenuran ku ke migkahi te Kerenan tew ne si Hisus, ke sikandin te, ‘Si Juan, ne wayig se imbunyag din te menge etew, ugaid ne ebunyahan kew ibpepevayà dut te Kedesenan ne Ebpetuntul te Menusiyà.’ 
ACT.11.17	Na, mepayag nevenar,” ke si Pedro, “te ini se menge etew ne kenà Hudiyanen ne mibpelumunan te Eleteala dema dut te Kedesenan ne Ebpetuntul te Menusiyà iring dut te kinelumun din kenami dut te kineperetiyaya rey ki Hisu Kristu ke Kerenan. Tembù be kenà a ebpekevangen te helevek te Eleteala dut te menge etew ne kenà Hudiyanen.”
ACT.11.18	Nerineg dà ini rut te menge mibperetiyaya ne Hudiyanen, ne mid-engked dan en te edsawey kandin. Nasì pà te mideyù dan te Eleteala te migkahi, “Embiya iring ketà ne mibpedsendit dan en bes dema diyà te Eleteala arà se menge etew ne kenà Hudiyanen ne ed-engkeran dan ke meraat ne ulaula ran su apey ran egketelimà ke umur ne warà edtemanan din.”
ACT.11.19	Ketà te hewii ne kineimetayi ki Esteban, ne nevurahey ke menge mibperetiyaya su mekeatag dut te kedresaya kandan. Ne ruen duma ne nekeuma diyà te inged ne Pinisi, riyà te punul te Sipri, wey inged te Antiyuka lusud te inged ne Siriya se ebpesabut dut te Meupiya ne Tudtul mekeatag ki Hisus ugaid ne riyà dà te menge Hudiyanen. 
ACT.11.20	Duen pà duma ne menge mibperetiyaya ne riyà ebpuun te inged ne Sipri wey Sirini ne mibpendiyà te Antiyuka ne mibpenudtulan dan ke menge etew ne kenà Hudiyanen dut te Meupiya ne Tudtul mekeatag ki Hisus ke Kerenan. 
ACT.11.21	Ke gehem te Eleteala ne neketavang kandan su medmerakel ne menge etew ne riyà te Antiyuka ne mibperetiyaya ki Hisus ke Kerenan ne mibpesakup kandin.
ACT.11.22	Ne nerineg ini se tudtul dut te menge mibperetiyaya diyà te Hirusalim, ne midsuhù dan si Bernabe diyà te Antiyuka. 
ACT.11.23	Guna su nekeuma sikandin ne nekita rin arà se rekelà ne penaub te Eleteala ketà te menge etew. Ketà ne nehalew nevenar sikandin wey mibag-et din sikandan te egkahi te geweri ran te nevaher arà se kebperetiyaya ran ki Hisu Kristu ke Kerenan. 
ACT.11.24	Ne si Bernabe ini ne meupiya se ulaula rin wey layun edlumun kandin ke Kedesenan ne Ebpetuntul te Menusiyà wey meilut se kebperetiyaya rin te Eleteala. Ne merakel se menge etew riyà te inged ne Antiyuka se mibperetiyaya ki Hisus ke Kerenan su atag dut te impesabut din.
ACT.11.25	Ne mibpendiyà si Bernabe te inged ne Tarsu su ebpemengaan din si Saulo. 
ACT.11.26	Guna su netuen din, ne mid-ewit din te ed-ulì diyà te inged ne Antiyuka. Ne lusud te senge rahun ne mid-ubpà dan duma dut te menge mibperetiyaya kayi te inged ne Antiyuka wey merakel se mibpenurù dan. Ne kayi te inged ne Antiyuka ne ke menge mibperetiyaya ki Hisus ne arà ke neuna ne mid-ingaranan te Kristiyanu.
ACT.11.27	Ketà ne hewii, ne ruen ebpuun te Hirusalim ne menge ebpelambas te Lalag te Eleteala ne mibpendiyà te Antiyuka. 
ACT.11.28	Ruen senge etew kandan ne ed-ingaranan ki Agabu ne mid-itindeg su igkahi rin neraan ini se impesabut kandin dut te Kedesenan ne Ebpetuntul te Menusiyà. Iyan din migkahi te ruen mepasang ne bitil ne ebpekeuma kayi te langun ne inged te ampew te dunya. (Nekeuma ini se mepasang ne bitil te gewii te si Claudio se egkamal te inged ne Ruma.) 
ACT.11.29	Ne netahù te itungan dut te menge edumdumaan ni Hisus te ebehey ran te tavang diyà te menge suled dan te ebperetiyaya ki Hisus diyà te inged ne Hudiya te endei rà taman se egkegaga te uman seveka. 
ACT.11.30	Na ini se mid-ulaula ran, ne mibpeewit dan te kureta ki Bernabe wey si Saulo diyà te menge pekilukesen dut te menge mibperetiyaya diyà te Hirusalim.
ACT.12.1	Ketà ne hewii te si Hirudis se egkamal ketà ne inged ne midrudsù sikandin te ebpekesakit dut te ruma ne mibperetiyaya ki Hisus. 
ACT.12.2	Ne mibpeimetayan din si Santiago, ke suled ni Juan, su impetibas din te sundang. 
ACT.12.3	Guna su netuenan din te ingkesuat dut te menge Hudiyanen arà se ulaula rin, ne mid-iseg ke meraat ne ulaula rin su impesigkem din si Pedro. (Ned-ulaula ini se gewii te Pista ne Egkaan te Pan ne warà Insawug ne Ibpelevag.) 
ACT.12.4	Guna su nesigkem en si Pedro, ne impevilanggù din en. Ne ruen epat ne puntuk ne menge sundaru ne ebantey kandin, ne ruen epat ne sundaru te uman senge puntuk. Su ruen netahù te itungan ni Hirudis te embiya egkeipus en ke Pista te Kedtenuri dut te Menge Hudiyanen te Kedsehari te Suluhuen te Menge Apù dan ne edsumeriyaan din si Pedro diyà te etuvangan te menge etew. 
ACT.12.5	Ketà ne diyà si Pedro te bilengguan, ugaid ne ke menge mibperetiyaya ki Hisus ne meilut ne ebpengeningeni diyà te Eleteala mekeatag kandin.
ACT.12.6	Ne arà ne kerukileman ke embiya egkepawà en ne ibpeetuvang en ni Hirudis si Pedro diyà te menge etew, ne nekelipereng si Pedro diyà te elet te deruwa ne ebantey kandin. Nevakù sikandin te deruwa ne sengkalì wey ruen ebantey diyà te bengawan te bilengguan. 
ACT.12.7	Netekew te duen suluhuen te Kerenan ne nekeitindeg diyà te uvey rin, ne ruen merayag kayi te lusud te bilengguan. Ne migunggel dut te suluhuen si Pedro ne migkehiyan din te, “Gaan ke en med-enew!” Arà dà ne nengeulug en ini te sengkalì ne imbakù te belad din. 
ACT.12.8	Ne migkahi ke suluhuen te Kerenan te, “Pipinding ka wey medtetelumpà.” Ne midumaan ini ni Pedro. Ne migkahi maa ke suluhuen te, “Kukumbalà ka ne medtundug kedì.”
ACT.12.9	Ne midtundug si Pedro kandin te edlihawang dut te bilengguan, ugaid ne warà din metueni ke benar be ini se ed-ul-ulaan dut te suluhuen su iyan din kunaan ke ebpenehinep dà sikandin. 
ACT.12.10	Midsahad ini se deruwa kayi te penempang ne menge bantey, ne dutun te ikeruwa ne menge bantey taman te nekeuma ran diyà te menge putew ne bengawan ne ebpependiyà te siyudad. Nekeuma ran ketà ne netekew te neveukaan ini se bengawan ne midlihawang dan en. Ne midtuntul dan te ralan ne gewii ran te ed-ipanew ne netekew te warè en ke suluhuen te Kerenan.
ACT.12.11	Ketà ne neimemanan ni Pedro te kenà tehinepen dà ini se ned-ulaula rin ne migkahi sikandin te, “Ini se suluhuen ne impepengkayi te Eleteala su ebpelihawang kedì rut te palad ni Hirudis wey rut te meraat ne egketemanan ku ne ebpenerengen dut te menge Hudiyanen ne ibped-ulaula kedì.”
ACT.12.12	Guna ne netuenan ni Pedro ini, ne mibpendiyà sikandin te baley ni Maria ke iney ni Juan ne ed-ingaranan dema ki Marcos. Ne merakel se menge etew ne nevurun ketà su ebpengeningeni te Eleteala. 
ACT.12.13	Ne mibpemehuktuk si Pedro diyà te bengawan te lama su ebpetukewtukew ne ruen meritan ne ed-ingaranan ki Roda ne sugsuhuen ketà ne baley ne nekeuma su iyan ebukà.
ACT.12.14	Nekilala rin ke suwara ni Pedro, ugaid ne egenat dut te kegkehalew rin ne warà din en mevukai su midlived pà diyà dut te menge etew ne ketà te lusud te baley su ebpesabut kandan. Ke sikandin te, “Si Pedro ne diyan te liyu rut te bengawan.”
ACT.12.15	“Egkevuneg ka!” ke sikandan. Ugaid ne meilut nevenar se kedlalag din ne egkahi te benar iya ini ne migkahi ran te, “Suluhuen arà te Eleteala ne ebantey kandin!”
ACT.12.16	Ugaid ne diyà te bengawan ne warà med-engked si Pedro se ebpetukewtukew. Netaman ne mibukaan dan ke bengawan ne nekita ran te benar iya ne si Pedro ini ne negeyip dan nevenar. 
ACT.12.17	Ne miguringan kandan te kenà dan pà medlalag, ne mibpenudtul din kandan ke memenu se kinepelihawang kandin te Eleteala diyà te bilengguan. “Penudtula niyu ini,” ke si Pedro, “diyà te ki Santiago wey ke ruma ne menge suled tew te ebperetiyaya.” Ne mid-awà sikandin ketà su mibpendiyà te senge inged.
ACT.12.18	Guna su nepawà en ne newawet ke menge bantey diyà te bilengguan se egkahi te, “Nemenu ve buwa si Pedro?”
ACT.12.19	Impepemengà ni Hirudis, ugaid ne warà dan mekita. Ne impesumeriyà din ke menge bantey, ne mibpeimetayan din.
ACT.12.19	Ketà ne mid-awà si Hirudis diyà te lusud te Hudiya ne mibpendiyà te inged ne Sisariya ne riyà pà med-ubpàubpà sikandin.
ACT.12.20	Ne ingkeepesi nevenar ni Hirudis ke menge etew diyà te inged ne Tiru wey Sidun. Tembù be arà se menge etew ketà te deruwa ne inged ne mipendiyà te kandin. Ugaid ne mid-una ran pà mebpekidlalag ki Belastu, senge etew ne egkamal dut te turuhan ni Hirudis, su apey ebpeketavang sikandin kandan. Ne ketà ne midlaus dan diyà te ki Hirudis te ebuyù se edtuntey kandin dut te kegkeepes din. Mid-ulaula ran ini su riyà ebpuun te inged ni Hirudis se kebpekekuwa ran te keuyahan dan.
ACT.12.21	Ne rutun te hewii ne neupakatan en ni Hirudis te ebpekidlalag dut te menge etew, ne imbevelegkas din ke belegkas ne edait dut te kedatù wey mibpinuu sikandin diyà te kurusì. Ne ketà ne mibehey te lalag diyà dut te menge etew. 
ACT.12.22	Ne mibpememensag ke menge etew te, “Kenà ini etew se edlalag,” ke sikandan, “su diwata.”
ACT.12.23	Arà dà ne pinedaru en sikandin dut te suluhuen te Kerenan su iyan din kiyug ne sikandin se edeyuen te menge etew, ugaid ne iyan edait perem ne edeyuen ne Eleteala. Ne midtegkayan ini se lawa rin, na minatey en.
ACT.12.24	Ugaid ne mid-iseg ke kebpesabut dut te Lalag te Eleteala, ne mibmerakel ke menge etew ne mibperetiyaya ketà. 
ACT.12.25	Ne geina te nekeipus en si Bernabe wey si Saulo te mibpeveelan kandan diyà te Hirusalim, ne mid-ulì dan en diyà te Antiyuka. Ne pineruma ran si Juan ne ed-ingaranan dema ki Marcos.
ACT.13.1	Diyà te menge mibperetiyaya ne riyà te Antiyuka ne ruen menge ebpelambas te Lalag te Eleteala wey ebpenurù te Lalag din. Ketà ne si Bernabe, si Simeon (ke ed-imukuen te Meitem), si Lucio (ne riyà ebpuun te Sirini), ne si Menain (ne riyan en medekelà te ki Hirudis ne gubinedur) wey si Saulo. 
ACT.13.2	Gewii ran te ebpengarap te Kerenan wey edlimpas te egkaan su ebpengeningeni ran, ne ruen impesabut kandan dut te Kedesenan ne Ebpetuntul te Menusiyà. Ke sikandin te, “Idtail niyu kediey si Bernabe wey si Saulo su apey ran egelevek dut te ebpeveelan ku.” 
ACT.13.3	Ketà ne midlimpas dan maa te egkaan su mibpengeningeni ran, ne indampen dan ke velad dan ki Bernabe wey si Saulo ne arà pà ne impeipanew ran.
ACT.13.4	Geina te impeipanew si Bernabe wey si Saulo rut te Kedesenan ne Ebpetuntul te Menusiyà, ne mibpendiyà dan te inged ne Selusiya diyà te beyvey te rahat te mid-untud te kapal te ebpependiyà te punul ne Sipri. 
ACT.13.5	Guna ne nekerunggù dan en diyà te inged ne Selamis ketà te punul te Sipri, ne impesabut dan ke Lalag te Eleteala diyà te menge valey ne ebpengedian te menge Hudiyanen te penduan dan. Iyan miduma kandan si Juan ne ed-ingaranan dema ki Marcos ne edtavang kandan.
ACT.13.6	Neeneb dan ini se punul ne Sipri egenat te inged ne Selamis taman te inged ne Papus. Ketà ne neuma ran ini se etew ne ed-ingeranan ki Barhisus ne metau ne ebaal te malik mata. Hudiyanen ini ne uvag kun ne ebpelambas te Lalag te Eleteala. 
ACT.13.7	Ne sepekat sikandin ni Sergio Peulu ne gubinedur te ini ne punul. Metampas ne ebpegitung si Sergio, ne impepengkayi te turuhan din si Bernabe wey si Saulo su egkesuat sikandin ne ebpemineg te Lalag te Eleteala. 
ACT.13.8	Ugaid ne mibelavag kandan ini se metau ne ebaal te malik mata ne ed-ingeranan ki Barhisus ne ed-ingeranan ded maa ki Elimas (su ini se ngaran din dut te kinehiyan ne Gerisiyanen) su kiyug din ne kenà ebpekeperetiyaya ke gubinedur ki Hisus. 
ACT.13.9	Ne si Saulo, ne ed-ingaranan dema ki Pablo, ne midlumunan dut te Kedesenan ne Ebpetuntul te Menusiyà ne midtengtengan din arà se metau te malik mata 
ACT.13.10	ne migkehiyan din te, “Anak ka rut te datù te pekaid! Ne kunterà ka rut te langun ne meupiya! Nepenù ke itungan nu te ulaula ne menge limbung! Ne ebpehintarù ka te benar ne Lalag te Kerenan! 
ACT.13.11	Na guntaani,” ke si Pablo, “edtebpien ka te Kerenan. Egkepisek ka ne meuhet ne kenà ka ebpekekita te rayag te andew.”
ACT.13.11	Arà dà ne mibmerusirem en se kedtengteng ni Elimas ne kenà en ebpekekita. Nekeyangapyangap sikandin se ebuyù te ebpikit kandin. 
ACT.13.12	Guna su nekita rut te gubinedur arà se ned-ulaula ni Elimas ne mibperetiyaya en sikandin. Su negeyip nevenar dut te impesabut ni Pablo kandin mekeatag dut te Lalag te Kerenan.
ACT.13.13	Mid-awà ensi Pablo ketà te inged ne Papus ne mid-untud dan te kapal te ebpependiyà te inged ne Pirga lusud te inged ne Pempilya. Nekeuma ran ne si Juan ne ed-ingaranan dema ki Marcos ne midsuwey kandan su midlivid sikandin diyà te Hirusalim. 
ACT.13.14	Ne mid-awà en si Pablo ki Bernabe riyà te inged ne Pirga ne midlaus dan diyà te inged ne ed-ingaranan maa te Antiyuka diyà te lusud te Pisidya. Dut te Hewii ne Id-imeley ne midlusud dan diyà te baley ne ebpengedian te menge Hudiyanen te penduan dan ne mibpinuu ran dutun. 
ACT.13.15	Duen mibasa rut te insurat ne penduan ni Moises wey ingkesurat dut te menge ebpelambas te Lalag te Eleteala dengan. Neipus ketà ne ruen midsuhù dut te pekilukesen diyà te baley ne ebpengedian dan te migkahi te, “Menge suled, embiya ruen egkehiyen niyu kayi te menge etew ini ne nevurun ne ebpekepevag-et te hinawa ran ne leleha niyu en.”
ACT.13.16	Ketà ne mid-itindeg si Pablo ne mid-uyew te belad din ne migkahi te,
ACT.13.16	“Menge ruma ku ne menge kevuwaran ni Israyil abpeg dut te menge etew ne kenà Hudiyanen ne nevurun kayi su ebpengarap te Eleteala, pemineha niyu ini se egkehiyen ku keniyu. 
ACT.13.17	Ini se menge keep-epuan dut te sikami ne menge Hudiyanen,” ke si Pablo, “ne nepemilì te Eleteala, ke Eleteala ne ebpengerapen dut te sikami ne bansa te Israyil. Ne mibmerakel ke kevuwaran dan te gewii ne riyà dan med-ubpà te inged ne Ihiptu, inged ini te ruma pà ne bansa. Ne midtevangan dan dut te gehem te Eleteala su nekeliyu ran ketà ne inged. 
ACT.13.18	Lusud te neked-epat nepulù ne rahun diyà te tanà ne kenà egkeubpaan te etew se kinetigker dut te Eleteala kandan, misan warà dan medtuman te menge lalag din. 
ACT.13.19	Ne pitu ne bansa se midereetan din diyà te lusud te inged ne Kenaan,” ke si Pablo, “ne impeangkun din ini se tanà dut te menge etew rin ne kevuwaran ni Israyil. 
ACT.13.20	Ne inggenat dut te hewii ne mibpendiyà dan te inged ne Ihiptu taman dut te hewii ne ked-ubpà dan diyà te inged te Kenaan ne neked-epat ne hatus wey lelima nepulù ne rahun.
ACT.13.20	“Neipus arà,” ke si Pablo, “ne ruen en menge perekukum ne netendù te Eleteala ne ed-ewit kandan taman dut te hewii ne si Samuel en se ebpelambas te Lalag te Eleteala. 
ACT.13.21	Ketà ne mibuyù dan te Eleteala te ruen datù ne ed-ewit kandan. Ne midtendù din si Saulo, ke anak ni Kis, ne kevuwaran ni Benjamin, ne midatù kandan taman te epat nepulù ne rahun. 
