MAT.1.1	Akko kitawu
LUK.2.27	Ngaima duwon Ruhu Alayedǝ Simiyonna cakke balballa Fado Alayero kǝrgawo. Isuwu-a Meram-a awo Attaura wuljǝnadǝa dioro Isaa kewudǝnniya, 
LUK.2.28	Simiyon tia nganjiro ngoje Alaa cungore:
LUK.2.29	«Kǝmande, wuro wulsǝgǝmmadǝ gai,
LUK.2.29	kǝrma wu kanjinǝmba kolsǝne kǝlewan nukko!
LUK.2.30	Akko njǝkkawonǝm simmin rukkǝna,
LUK.2.31	njǝkkawo duwon fuwu jama duniaye sammayen dabbarnǝmmadǝ.
LUK.2.32	Adǝ jama kǝrdiyayero nur Alaye njukkudoma ye,
LUK.2.32	jamanǝm Israyilawuyero daraja njoma ye,» yeno.
LUK.2.33	Bawanju-a yanju-a awo kǝlanjun wuljǝnadǝa fangeranniya, ajapkera. 
LUK.2.34	Simiyon tayiro barga dǝpciye Merambo: «Akko Ala kadarjǝna tada adǝ nangaro curo jama Israyilawuyen am kada ye cijai, kada ye casuri. Ti naptu alama waadaye cǝdi, 
LUK.2.35	karwu am kadayen gǝraada federo culuworo. Nidǝ ye, kashagar karwunǝm sukci,» yeno.
LUK.2.36	Nadǝn nawi kamuye laa ye mbeji, cunju Hannatu. Ti fero Fanuwelle ye, kaduwu Asherre ye. Kawu ngǝwu juwuna, kǝlayakkun kwanju-a rokko kǝrwu tulurro napkenniya, 
LUK.2.37	kwadǝ bawoyeno, ngawo adǝyen runju napce, har kǝrwu fiskun lukko dewun kiwando. Ngaltema Fado Alayedǝa koljǝnni, asem-a moduwa-a cǝdilan bune-a kausu-a Alaa ambǝcciyi kǝrga. 
LUK.2.38	Sa adǝn Hannatu ye ise Alaro ardije kǝla tadadǝyen am duwon Jerujalem merudu gurejai sammaro mana kiddo.
LUK.2.39	Daji kǝla wada Kǝmandeyen awo sammaa kedǝnniya, Isuwu-a Meram-a bǝlanja Najaratte cidi Galileyero walladara. 
LUK.2.40	Adǝgaima tadadǝ wuraji ye, dunoaji ye, jauro rashiduji ye, koro barga Alaye tilan kǝrga.
LUK.2.41	Saa nguson Isaye bawanju-a yanju-a Jerujalembo sala Laya Njǝkkayirambero lejai. 
LUK.2.42	Ngai duwon Isa kǝrwunju mewun yindin
LUK.2.43	Ngawo sala kojǝnayen, fadoro waldai duwon, nojannilan tada Isadǝ Jerujalemnin napkeno. 
LUK.2.44	Ti dawu jamadǝyen cane ledu kawu falle kedǝnniya, curo kǝramiyanja-a sawawanja-ayen tia madu badiyera. 
LUK.2.45	Cawandǝnnidǝ, Jerujalembo tia maduro walladara.
LUK.2.46	Ngawo kawu yakkuyen Isa Fado Alayen dawu malǝmbayen napkada tayia kǝrǝnji ye, cuwori ye nayeyera. 
LUK.2.47	Am tia kǝrǝndu cadi samma kǝla hangalkǝjinju-a jaawunju-ayen ajapcana. 
LUK.2.48	Bawanju-a yanju-a tia kerunniya, jauro ajapcane yanjuye tiro: «Tadani, awiro adǝa andiro seddǝm? Wu-a bawanǝm-a hangalnde nga cijǝna nia manjiye,» yeno. 
LUK.2.49	Isaye tayiro: «Awiro wua masew? Fado Bawaniyedǝn naptudǝ wuro wajipdǝro nonuwwi wa?» yeno. 
LUK.2.50	Amma mananju adǝa asujanni.
LUK.2.51	Daji Isa tayia jǝgane kallo bǝla Najarattero waldane mananja ngoji kǝrga. Yanju awo ani sammaa karwunjun royeno. 
LUK.2.52	Adǝgaima Isa wuraji ye, rashiduji ye, na Alaye-a ambe-an ardiya cuwandi ye kǝrga.
LUK.3.1	Nodo Kaisar
LUK.3.2	koro Annas-a Kaifas-a ye wurawa ɍimannaye. Jaman adǝn mana Alaye karaan Nawi Yahaya tada Jakariyayero jǝpkeyeno. 
LUK.3.3	Daji Yahaya cidi bǝrǝm Jordaniye sammaa jǝgane jamaro kawuɍi cǝdde kasala tuwaye biwuwa gawurduye wormaji kǝrga. 
LUK.3.4	Adǝgaima awo Nawi Ishaya curo kitawunjuyen ruwujǝnadǝ wakkayeno. Tiye:
LUK.3.4	«Karaan kam laa kowo sapce:
LUK.3.4	“Kǝmandero jawal dabbargǝnowo,
LUK.3.4	koduramnju cǝkko dewo!
LUK.3.5	Ngorso rǝpkadaro walja,
LUK.3.5	kǝri-a kau-aso ye sanaadaro walja.
LUK.3.5	Jawal kǝriyadaso cǝkko walja,
LUK.3.5	batti ye tassa.
LUK.3.6	Ngainin adamgǝna samma njǝkkawo Alayedǝa carui,”
LUK.3.6	cǝne wormaji.» 
LUK.3.7	Jama kada na Yahayayero tayiro kasala tuwaye cǝddoro isai duwon, Yahayaye tayiro: «Nayi kaduwu fusiyayeso! Wundu nayia ajawu isidǝro kasoworo galanja? 
LUK.3.8	Awo tuwa jireye fǝlejiyisoa dewo! Bare karwundon: “Andi kaduwu Nawi Ibrahimbe,” wulluwwi. Nayiro wulnjagakki, Alaye kǝnduwonju dongur kauye anilan Nawi Ibrahimbo kaduwu alaktuwuye mbeji. 
LUK.3.9	Akko kǝrmamaro bewodǝ fǝrdu kǝskayen gǝnaada. Kǝska fi duwon tada ngǝla cakkiwawodǝa caljane kannuro fijagai,» yeno.
LUK.3.10	Daji jama captanadǝye tiro: «Awi gǝle diye?» cane tia keworo. 
LUK.3.11	Yahayaye tayiro: «Kam nanjun gǝmaje yindiadǝ kam cǝdanniro fal co, koro kam nanjun kǝmboadǝ ye ngai cǝdo!» yeno. 
LUK.3.12	Akki mowomaso ye tayiro kasala tuwaye cǝddoro nanjuro isane tiro: «Sayinna, awi gǝle diye?» cane tia keworo. 
LUK.3.13	Tayiro: «Bare awo wowom wulnjaanadǝa kojǝnaro mowuwwi!» yeno. 
LUK.3.14	Koro sojiya ye tiro: «Andi nda, awi gǝle diye?» cane tia keworǝnniya, tayiro: «Bare dunon bi jirenambun wuɍi kambe mowuwwi, amma kǝla biyandoyen danowo!» yeno.
LUK.3.15	Jamadǝ tǝmanjaa karwunjan Yahayama wa Almasiwudǝ woro cawori duwon, 
LUK.3.16	Yahayaye tayi sammaro: «Wu ingilan nayiro kasala ngeddǝkko, amma kam laa wua kǝnduwon kosǝna je sunonjuye wuiduma tikkǝni isi. Tidǝ Ruhu Alaye-a kannu-alan nayiro kasala njaddi. 
LUK.3.17	Akko mukkonjun kǝmo laladuramba na wasturamnjuyero ise algama-a kalaɍi-a firji. Algamanjudǝa culore bǝralan gǝnaji, amma kalaɍidǝa kannu tǝmmaro nuiwawolan warji,» yeno. 
LUK.3.18	Adǝgaima mana kadan Yahaya jamadǝa galaje tayiro kawuɍi kǝji Alayedǝa wulyeyeno.
LUK.3.19	Calan Yahaya Mai Hirudusso kamu yanjugǝnaye Ya Hirudiyaa kamuro cǝmowona-a awo diwi kada cǝdǝnadǝ-a nangaro jǝkkadǝna. 
LUK.3.20	Daji Mai Hirudus biwunjuro biwu gade cǝrgane Yahayaa kosoro kekko.
LUK.3.21	Jaman Nawi Yahaya jama sammaro kasala tuwaye cǝddidǝn, Isa yero kasala kiddo. Daji Isa moduwa cǝdi duwon, same farakko fǝrǝmde 
LUK.3.22	Ruhu Alaye alama bullam gai tiro jǝpciye samelan kowo nukce: «Nima Tadani wo, njǝraakkǝna. Niramnin jauro karwuni kǝjijǝna!» yeno.
LUK.3.23	Isa kǝrwunju fiakku gai duwon, kidanju badiyeno. Jamadǝ tia tada Isuwuyero ngoyera. Isuwudǝ tada Eliye, 
LUK.3.24	Eli ye tada Mattaye, Matta ye tada Lewiye, Lewi ye tada Malkiye, Malki ye tada Jannaye, Janna ye tada Isuwuye, 
LUK.3.25	Isuwu ye tada Mattatiyaye, Mattatiya ye tada Amosse, Amos ye tada Nahumbe, Nahum ye tada Esliye, Esli ye tada Naggaiye, 
LUK.3.26	Naggai ye tada Maatte, Maat ye tada Mattatiyaye, Mattatiya ye tada Semeyinne, Semeyin ye tada Yosakke, Yosak ye tada Yodaye, 
LUK.3.27	Yoda ye tada Yohanaye, Yohana ye tada Resaye, Resa ye tada Jorobabelle, Jorobabel ye tada Sheyaltiyelle, Sheyaltiyel ye tada Neriye, 
LUK.3.28	Neri ye tada Malkiye, Malki ye tada Addiye, Addi ye tada Kosambe, Kosam ye tada Almadamaye, Almadama ye tada Yeriye, 
LUK.3.29	Yeri ye tada Yushawuye, Yushawu ye tada Aliyejerre, Aliyejer ye tada Yerimaye, Yerima ye tada Mattaye, Matta ye tada Lewiye, 
LUK.3.30	Lewi ye tada Simiyonne, Simiyon ye tada Yahudaye, Yahuda ye tada Isuwuye, Isuwu ye tada Jonamiye, Jonami ye tada Aliyakimbe, 
LUK.3.31	Aliyakim ye tada Malayaye, Malaya ye tada Mannaye, Manna ye tada Mattataye, Mattata ye tada Natanne, Natan ye tada Mai Daudaye, 
LUK.3.32	Mai Dauda ye tada Yisaiye, Yisai ye tada Abidaye, Abida ye tada Bowosse, Bowos ye tada Salmonne, Salmon ye tada Nashonne, 
LUK.3.33	Nashon ye tada Aminadabbe, Aminadab ye tada Adaminne, Adamin ye tada Arambe, Aram ye tada Hesronne, Hesron ye tada Feresse, Feres ye tada Yahudaye, 
LUK.3.34	Yahuda ye tada Yakubaye, Yakuba ye tada Isakuye, Isaku ye tada Nawi Ibrahimbe, Nawi Ibrahim ye tada Tarahuye, Tarahu ye tada Nahorre, 
LUK.3.35	Nahor ye tada Serukke, Seruk ye tada Rewuye, Rewu ye tada Felekke, Felek ye tada Abiruye, Abiru ye tada Shelaye, 
LUK.3.36	Shela ye tada Kenanne, Kenan ye tada Arfajadde, Arfajad ye tada Samuye, Samu ye tada Nawi Nuhuye, Nawi Nuhu ye tada Lamekke, 
LUK.3.37	Lamek ye tada Matusalembe, Matusalem ye tada Idǝrisaye, Idǝrisa ye tada Jaredde, Jared ye tada Mahalalelle, Mahalalel ye tada Kenanne, 
LUK.3.38	Kenan ye tada Yenosse, Yenos ye tada Shituye, Shitu ye tada Nawi Adambe, Nawi Adam ye Alaye.
LUK.4.1	Ruhu Alaye Isalan dǝgana duwon, Isa bǝrǝm Jordaniye kolje Ruhu Alaye tia simojiye karaa dǝɍiro culuwe 
LUK.4.2	kawu fidewuro Yiwulis tia jarapci kǝrga. Yim anin Isa awima juwunni, ngawo adǝyen kǝna tia kida. 
LUK.4.3	Daji Yiwulisse tiro: «Ni Tada Alayea, dongur kauye adǝro wulgǝne kǝmboro waljo!» yeno. 
LUK.4.4	Isaye: «A’a, kitawulan ruwuwada: “Kam kǝmbo baslan gǝni dǝgai,”»
LUK.4.5	Koro Yiwulis tia na toɍi laaro cade samdǝn tiro larduwa duniaye sammaa fǝleyeyenniya, tiro: 
LUK.4.6	«Kǝnduwo-a daraja-a larduwa ani sammayedǝa niro njikki. Awo ania wuro sadǝna, wu ye kam raakkǝnaro tayia yikki. 
LUK.4.7	Wuro sujada sǝddǝmia, ani samma kaanǝmbo waljai,» yeno. 
LUK.4.8	Isaye: «A’a, kitawulan ruwuwada: “Ala Kǝmandero sujada yidde, ti tilonjuro ambǝtkǝgǝne!”»
LUK.4.9	Koro yaye Yiwulis tia Jerujalembo cade loiloiram Fado Alayen gǝnayenniya, tiro: «Ni Tada Alayea, na adǝn sǝktǝne cidiro yukkure! 
LUK.4.10	Awoa kitawulan ruwuwada: “Ala malaiyawanjuro wada ce nia njaɍiwi,” 
LUK.4.11	koro: “Nia mukkonjan kamnjagai bare sinǝm kauro gǝmdǝgǝnniro,”»
LUK.4.12	Isaye tiro kalakciye: «A’a, kitawu ye wuljǝna: “Bare Ala Kǝmandea rijammǝmmi!”»
LUK.4.13	Tia jarapce kerǝnniya, Yiwulis tia har sa gade laaro kolyeno.
LUK.4.14	Daji Isa kǝnduwo Ruhu Alayea cidi Galileyero wallada. Lawarnju ye lardu sammaro tatargaada. 
LUK.4.15	Dandal dandallo leje jamaa alamgenniya, wunduso tia jajakkeno.
LUK.4.16	Ngai duwon Isa Najarat bǝla wurajǝnadǝro kadio. Kǝla adanjuyen yim tustuyea dandallo ngaye jamadǝro kǝra njǝddoro cije dayeno. 
LUK.4.17	Tiro kitawu Nawi Ishayaye cade kayenniya, na adǝ ruwuwadadǝa kiwando. Tiye:
LUK.4.18	«Ruhu Kǝmandeye wulan kǝrga,
LUK.4.18	tima kawuɍi kǝji talaawaro wulgǝkkoro
LUK.4.18	wua galasǝna nangaro.
LUK.4.18	Am cadane kaɍearo waljanaro
LUK.4.18	nankam kǝlaye cawandi,
LUK.4.18	kambuwa yero sim cawandi wulduwuro
LUK.4.18	wua sinodo.
LUK.4.18	Koro am curo jǝktuyen dasaanaye asǝrnja jakturo
LUK.4.18	wua sinodo.
LUK.4.19	Ngaima “Sa ser Kǝmandeye fandoye cǝdǝna!”
LUK.4.19	jamaro wulgǝkke wormaduro kadikko,»
LUK.4.20	Daji kitawudǝa jakce kistuwumadǝro kalakciye napkeno.
LUK.4.21	tayiro: «Kuma awo kitawulan ruwuwada sǝmondon fanuwwa adǝ wakkajǝna,» yeno. 
LUK.4.22	Tayi samma kǝla mana serra cinjun culuwuna adǝyen ajapcane tia jajakcane amanjaro: «A! Kam attǝ tada Isuwuyedǝma, gǝna?» cani. 
LUK.4.23	Daji Isaye tayiro: «Fagatto karau adǝa sǝdduwe: “Karwunma, kǝlanǝm isangaane!” Koro wuro: “Awo ajabba ajabba bǝrni Kafarnaamben dimma faniyenadǝa bǝlande yen de, ruiye!” nuwi. 
LUK.4.24	Jiremaro nayiro wulnjagakki, nawi fimaa bǝla wurajǝnalan kasaccanni.
LUK.4.25	«Jiremaro nayiro wulnjagakki, kuren jaman Nawi Iliyayen lardu Israyilayen kamuwa kwa faccaanaa kada mbeji, koro kǝrwu yakku redaaro ingi duro waje lardu sammaro kǝna kura kǝrgawo. 
LUK.4.26	Adǝ yaye kamu kwa faccǝgǝnaa laa bǝla Sarepta lardu Sidonnedǝro
LUK.4.27	Koro jaman Nawi Iliyasayen lardu Israyilayen am barasua kada mbeji. Adǝ yaye Naaman kam lardu Siriyayea
LUK.4.28	Adǝa fangeranniya, am dandalnin dasaana samma tiro fum gǝrgayeyera. 
LUK.4.29	Cijane tia cadane ngawo bǝlayero cattuluwe ci kau kura bǝlanja kǝladǝn garjanadǝyero kesado. Nadǝn tia cidiyaro gǝptuwu majai duwon, 
LUK.4.30	Isa dawunjayen reje koje leyeno.
LUK.4.31	Daji Isa bǝrni Kafarnaambe cidi Galileyero kadio. Yim tustuye kidǝnniya, dandallo ngaye jamaa alamdu badiyeno. 
LUK.4.32	Jamadǝ alamdunjudǝa ajapkera, kǝnduwoaro manaji nangaro. 
LUK.4.33	Curo dandaldǝyen karuwama laa mbeji, kamdǝ burwu dunoaro cakke: 
LUK.4.34	«A! Isa kam Najaratte, awi lambonǝm andiro? Andia siduwuro wa kadim? Nia asunjǝkkǝna, nima Tayir Alayedǝ wo!»
LUK.4.35	Amma Isa sedandǝro jǝkkade mana dapciye: «Cinǝm jange kamdǝa kolle luwe!» yeno. Sedandǝ kamdǝa dawunjan cidiro yapkeyenniya, tia lorujǝnnin kolje kiluwo. 
LUK.4.36	Tayi samma ajapcane amanjaro: «Attǝ mana jiɍi fi? Kǝnduwoaro sedansoro wada ciya, caluwi!» cani. 
LUK.4.37	Lawar Isaye cididǝ ngaro tatargaada.
LUK.4.38	Isa dandaldǝn kiluwunniya, fado Simannero leyeno. Ya kǝsai Simannedǝ dondi, kange tia jauro cǝdana. Daji Isaro lawarnju wulyeyeranniya, 
LUK.4.39	ise tiro ngujiye kangedǝro kikkado. Kangedǝ tia kolje, ya kǝsai ye sadǝman cije tayia sosayeno.
LUK.4.40	Kǝngal kikkurunniya, amnja dondi kasuwa jiɍi jiɍia sammaa na Isayero kewudo. Wundunja yayero mukko gǝnajiye isangayeyeno. 
LUK.4.41	Sedanna ye am ngǝwun caluwe yiljaiaro: «A! Ni Tada Alaye!» cani. Amma Isa tayiro jǝkkade manadu amarjǝgǝnni, ti Almasiwuro nojana nangaro.
LUK.4.42	Wajǝnanjua suwa lǝp Isa cije culuwe na wunduma baworo leyeno. Am ngǝwu tia madaro keluwo. Kewandǝnniya, bare tayia koljǝnniro tia roduro mayera. 
LUK.4.43	Amma Isaye tayiro: «Dole bǝlawa gadero lekke kawuɍi kǝji nodo bargaa Alayedǝa wulgǝkki. Adǝma nangaro Ala wua sinodo,» yeno. 
LUK.4.44	Adǝgaima cidi Yahudiyaye yen dandalnjan jamaro kawuɍi kǝjidǝa wulyeyeno.
LUK.5.1	Yim laa Isa ci bǝrǝm Genesaretten daada, am ngǝwu ye mana Alaye fanduro gǝgǝrǝptagane tia kimiccagai ngai duwon, 
LUK.5.2	maara yindi ci ingidǝyen tuwada kiro. Buni tawudǝ jǝpcana, karenja buni taye tuldu cadi. 
LUK.5.3	Daji Isa leje maara Simannedǝro ngaye tiro: «Ci ingidǝyen ganaro lene!» yeno. Ngai kidǝnniya, Isa ci maaradǝyen napce koro yaye jamadǝa alamdu badiyeno.
LUK.5.4	Mana cǝde kerǝnniya, Simanno: «Maaradǝa na kuruwuro yade, buni taramndo figǝnowo buni taiwo!» yeno. 
LUK.5.5	Simanne tiro: «Malǝm, bune farai ngǝnǝptiye diyenason, awima taiyende! Amma wulsǝgǝmmadǝro, buni taramdǝa ingidǝro figǝkki,» yeno. 
LUK.5.6	Fiyeyeranniya, buni kada kadami cadane, har buni taramnjadǝ kakamdu badiyeno. 
LUK.5.7	Daji amanja maara toyedǝa mukkon cǝgapcane isa tayia banajaaro bowoyera. Isane maara yindi sammaa bunin kek casǝmbǝɍe, har maara yindiso lǝpturo mayera.
LUK.5.8	Siman tiro Biturus canidǝ adǝa kirunniya, fuwu Isayen tungurumje: «Kǝma, marne nani kolle! Wu biwuma, diye!» yeno. 
LUK.5.9	Awoa ti-a am rokkonjuye-aso kǝla buni ngǝwu cadanadǝyen ajapkera. 
LUK.5.10	Koro sawawanju kidaye Yakuba-a Yahaya-a tadawa Jabadiye ye ajapkera. Daji Isaye Simanno: «Bare rinǝmmi, kua adǝn fuwun kam tamaro wallǝmi!»
LUK.5.11	Maaranja ci ingiyero kewudǝnniya, awonja sammaa koljane tia geya.
LUK.5.12	Isa bǝla laan duwon, kam laa tiyinju ngan barasua mbeji. Isaa kirunniya, fǝdǝryero tǝmde tia lowoje: «Kǝma, raammaa, rangǝme wua isangasǝgǝme tayirro wallǝkki,» yeno. 
LUK.5.13	Isa mukko sajiye kamdǝa leje: «Raakkǝna, tayirro walle!» yeno. Sadǝman barasudǝ tia kolyeno. 
LUK.5.14	Daji Isa tiro wada ce: «Bare wundumaro adǝa wulgǝmmi, amma lene ɍimandǝro fǝledǝgǝne. Tayirro wallǝmmadǝ, sadaa Nawi Musa wuljǝnadǝa de, jamaro shedaro waljo!» yeno. 
LUK.5.15	Adǝson lawar Isaye cayea kojǝnaro ndarasoro tatargaada. Am kada kadami tia kǝrǝndu-a kasuwanjan ngadu-aro nanjuro capkadara. 
LUK.5.16	Amma Isa ngǝwusoro karaa wunduma baworo leje moduwa cǝdi.
LUK.5.17	Yim laa Isa fado laan jamaa alamdu cǝdi duwon, Farisawa-a malǝmba Attauraye-a nadǝn napkada ye mbeji. Tayidǝ bǝlawa samma cidi Galileye-a Yahudiyaye-a bǝrni Jerujalembe-alan isana, koro na Isayen kǝnduwo Kǝmandeye am dondi isangaduwuye mbeji. 
LUK.5.18	Daji am laa kam tiyi nunaa kǝla bǝnaramben ngojane kadira. Kamdǝa cawude fuwu Isayen gǝnajai cane mayerason, 
LUK.5.19	jama captana nangaro rakcane nanjuro isaiwawodǝ, daji sorodǝro jawane kajane kamdǝa kǝla bǝnaramnjuyen dawu jamayen fuwu Isayero sayeyera. 
LUK.5.20	Isa kambǝrsenja kirunniya, kamdǝro: «Kam, biwunǝm gawurdǝna,» yeno.
LUK.5.21	Daji malǝmba Attauraye-a Farisawa-adǝ karwunjan: «Wundu gǝle kam Alaa gaskajǝna attǝ? Ala gǝnia, wunduma kambo biwu gawurjiyi bawo, mare?» cani. 
LUK.5.22	Amma Isa awo karwunjaye asuje tayiro: «Awiro karwundon ngai wulluwidǝ? 
LUK.5.23	Ndaso gǝle budu wo: “Biwunǝm gawurdǝna” wulduma ra “Cine lene!” wulduma? 
LUK.5.24	Nonowo, Tada Kambedǝ
LUK.5.25	Sadǝman kamdǝ fuwu jamadǝyen cije bǝnaramnju ngoje Alaa cungoriaro fannjuro leyeno. 
LUK.5.26	Tayi samma jauro ajapcane rijane Alaa congorǝne: «Ku awo ajabba ajabba ruiyena!» yera.
LUK.5.27	Ngawo adǝyen Isa culuwe akki mowoma laa cunju Lewi kidaramnjun napkadaa kiro. Isaye tiro: «Wua sǝgai!» yenniya, 
LUK.5.28	cije kare sammaa kolje tia giya.
LUK.5.29	Daji Lewi fannjun Isaro masǝna kura dabbaryeyeno. Akki mowomaso-a am gadeso-a kada ye Isa-a fuwurawanju-a rokko masǝna dioro napkera. 
LUK.5.30	Farisawa-a malǝmbanja Attauraye-a adǝa kerunniya, karwunja waje fuwurawanjuro: «Awiro akki mowomaso-a biwuma gadeso-a rokko masǝna diwidǝ?» yera. 
LUK.5.31	Isaye tayiro: «Kam dondi gǝnia, kam ngadǝ lowotor majiwawo. 
LUK.5.32	Jiremasoa gǝni, biwumasoa bowokke tuwa cadoro kadikko,» yeno.
LUK.5.33	Am laaye Isaro: «Fuwurawa Nawi Yahayaye-a Farisawaye-a ngǝwusoro asem
LUK.5.34	Isaye tayiro: «Mai larusaye dawunjan duwon, ngaladiyaa yakkuwe asem cadai wa? 
LUK.5.35	A’a, amma sa ise mai larusayedǝa dawunjan cattuluwiya, sa adǝn duwon asem cadai.»
LUK.5.36	Koro walde tayiro misal adǝa cǝdde: «Wunduma kajǝmu bǝɍin karje guntu ngoje kajǝmu dinaro cukkududiwawo. Ngai cǝdia, kajǝmu bǝɍin ye kardǝna, guntu bǝɍin ye dinadǝro candǝnni. 
LUK.5.37	Koro wunduma diben bǝɍin ngoje satki dinaro fijiyiwawo. Ngai cǝdia, diben bǝɍindǝ satkidǝa falje
LUK.5.38	A’a, amso diben bǝɍindǝa satki bǝɍinno fijagai. 
LUK.5.39	Koro wunduma diben dina canadǝ bǝɍindǝa majiwawo, tiye: “Diben dinadǝ kǝji,” cǝni nangaro.»
LUK.6.1	Yim tustuyea laa Isa-a fuwurawanju-a kulo algamaye rejane kojai duwon, fuwurawadǝ kǝla algamaye ficcane mukkonjan kǝmǝssane ngǝro badiyera. 
LUK.6.2	Farisawa laaye tayiro: «Awi nangaro awo yim tustuyea kǝndoro haramdǝa diwidǝ?» yera. 
LUK.6.3	Isaye tayiro: «Sa Nawi Dauda-a amnju-a kǝna fanjanadǝn, awo cǝdǝnadǝa kitawulan kǝranuwwi wa? 
LUK.6.4	Curo Fado Alayero ngaye burodi sadaaye ngoje jǝgǝre amnju yero ce gewo. Ɍimannaro gǝnia, am gadero burodi sadaaye ngǝrodǝ haram!»
LUK.6.5	Daji Isaye tayiro: «Tada Kambedǝ kǝma yim tustuye, diye!» yeno.
LUK.6.6	Koro yim tustuyea laa Isa dandallo ngaye jamaa alamdu badiyeno. Nadǝn kam laa mukkonju kǝmboram canaa mbeji. 
LUK.6.7	Malǝmba Attauraye-a Farisawa-a Isaro ayau gǝnaduwu majai nangaro hangalnjayen tia ninijai, yim tustuyeaman kamdǝa isangayeyenoaro. 
LUK.6.8	Amma Isa awo karwunjaye asuje kam mukko canaadǝro: «Cine dawunden dane!» yeno. Kamdǝ cije dayenniya, 
LUK.6.9	Isaye jamadǝro: «Nayia njaworǝkki, yim tustuyea ser dio ra niadiwi dioma halal wo? Ro kambe njǝkkawo ra ro tuluwoma halal wo?» 
LUK.6.10	Isa memejiaro tayi sammaa curui duwon, kamdǝro: «Mukkonǝm sane!» yeno. Sayenniya, mukkonju kǝlewa salairo walyeno. 
LUK.6.11	Malǝmba Attauraye-a Farisawa-a jauro gǝrgajane sawardane awo Isaro njǝddoye mayera.
LUK.6.12	Yim anin Isa leje kǝla kauyero juwane bune farai moduwa kido. 
LUK.6.13	Dunia wayenniya, fuwurawanjua bowoje curonjan mewun yindin kǝreje tayia kǝngayambanjuro galayeno. 
LUK.6.14	Tayima Siman kam tiro cu Biturus cakkǝnadǝ, yanjugǝna Andarawus, Yakuba, Yahaya, Filibus, Bartolomi, 
LUK.6.15	Matiyu, Toma, Yakuba tada Alfawusse, Siman tiro kam lardunju rawoma canidǝ, 
LUK.6.16	Yahusa tada Yakubaye, Yahusa Iskariyot kam fuwun aman bomaro waljǝnadǝ.
LUK.6.17	Isa kǝngayambanju-a rokko kaudǝlan jǝpce faya laan na fuwurawanju kada captanalan dayeno. Koro jama gade jauro ngǝwu bǝrni Jerujalembe-a lardu Yahudiyaye samma-a bǝrniya ci tekuye Tir so, Sidon so-alan ye 
LUK.6.18	mananju kǝrǝndu-a kasuwanjan ngadu-aro nanjuro kadira. Am duwon karuwa tayia basarjaidǝ ngayera. 
LUK.6.19	Jama samma Isaa leduro mayera, dalilnjudǝ kǝnduwo tiyinjun culuwe tayi sammaa isangajiyi nangaro.
LUK.6.20	Daji Isa fuwurawanjua niniyenniya, tayiro:
LUK.6.20	«Bargando nayi talaawadǝ,
LUK.6.20	nodo bargaa Alayedǝ nuwandodǝro.
LUK.6.21	Bargando nayi kǝrma kǝnandoadǝ,
LUK.6.21	fuwun kulluwidǝro.
LUK.6.21	Bargando nayi kǝrma yiruwidǝ,
LUK.6.21	fuwun kaasu diwidǝro.
LUK.6.22	«Am Tada Kambedǝ nangaro nayia wanjane dunjane raranjane diwindo wuljaiya, bargando! 
LUK.6.23	Sa adǝn kǝji fanowo, bikke ye farnowo, dalilnjudǝ samelan mukowando jauro ngǝwu nangaro. Nonowo, adǝgaiman amwurawanja kureyeso nawiyaro keddo.
LUK.6.24	«Kuttundo nayi gaɍiwuwadǝ,
LUK.6.24	nuwando dunialan fanduwwadǝro.
LUK.6.25	Kuttundo nayi kǝrma kulluwwadǝ,
LUK.6.25	fuwun kǝna fanuwidǝro.
LUK.6.25	Kuttundo nayi kǝrma kaasu diwidǝ,
LUK.6.25	fuwun karwukutta nayia njadane yiruwidǝro.
LUK.6.26	«Am samma ngǝlando wuljaiya, kuttundo! Nonowo, adǝgaiman amwurawanja kureyeso nawiya kattuwuyero keddo.
LUK.6.27	«Amma nayi manani fanuwidǝro wulnjagakki, kǝladowandoa rawowo, waduwundoro ser yiddowo, 
LUK.6.28	am nayia baskunjanadǝro barga dǝpkǝnowo, koro am nayia basarnjanadǝ yero Alaa yukkorowo. 
LUK.6.29	Kam feɍinǝm maɍin bakcia, feɍi faldǝ yea fǝlegǝne. Koro kam kalwunǝm gari ngojia, bare gǝmajedǝa dapkǝmmi. 
LUK.6.30	Wundu duwon njuworǝnadǝro ye, koro kam karenǝm ngojǝnadǝro bare yukkorǝmmi. 
LUK.6.31	Jiɍi am nayiro njaddiya raawwadǝ gai, nayi ye tayiro yiddowo!
LUK.6.32	«Am nayia njaraanaa raawia, awi mukowaye diw? Biwumaso ye am tayia caraanadǝa caraana. 
LUK.6.33	Am nayiro ser njaddiro ser yidduwia, awi mukowaye diw? Biwumaso ye ngai cadi. 
LUK.6.34	Am nayiro njakkarǝmbiro kasu yiwia, awi mukowaye diw? Biwumaso ye tayiro kalkal kalakcaaro amanjaro kasu cadi. 
LUK.6.35	Amma nayidǝ, kǝladowandoa rawowo, ser yiddowo, kasu yiwiya, bare awima fanduwiro tǝmanuwwi. Daji mukowando ngǝwuro walje, nayi ye tadawa Mai Samemayero walluwi, dalilnjudǝ ti am kǝladowa so, sernambuwu soye serma nangaro. 
LUK.6.36	Bawando kanjimaɍimadǝ gai, nayi ye amba njunonowo!»
LUK.6.37	«Bare wundumaro shara yidduwwi,
