MAT.1.1	Ísu Káráísitina akúni'a uráan-kwasai. Ísu aíkwá'náma Tévítimani. Tévíti aíkwá'náma Ááváramumani.
ACT.5.34	miwítí avumpinkémbá moóráwai usásinena ámáán-kawaa-kwaasigo áwí'a Kámérieri kwemá usásinena miwí táái káráyuwena kwemá Áánútun-aai aúváí-kwandaaivinkemba aasiyaasí simáti simati kwéuwasa kwenáwí'a mósá makáawai kwemá usásinena aantá-kwaasiyavena séna sáwíyanka'a máápa'a kumónááowe súwasa máápa'a kúmúwana 
ACT.5.35	séna Ísareri-kwaasiyono. minkwáásíyáváí mirá ónáemo síyamba kakaariyá íma mirá é'a ísáíyuwe'a mirán-oro. 
ACT.5.36	ááéma moóráwai áwí'a Tiutaásí usásinena séna anón-kwaasi únda pó'a kesirááíye sé'a kwaránááowe súwasa sáwíva-kwaasi 400 kwaasi kwarówana moóráwai Tiutaásímbá tuvuwúwana puwúwasa kwembó kwa'maésamo nááún-kwaasi kóyáwé ésa kwená mayáí ivátukaawe. 
ACT.5.37	minkákémbá túwí'o aawásó-tawai moóráwai Kárírivakewai áwí'a Yútási usásinena tááyowasa sáwíva-kwaasi kwenarááíma kwa'maésa kwéguwana moóráwai tuvuwúwana puwúwasa kwembó kwa'maésamo nááún-kwaasi kóyáwé umáguraawe. 
ACT.5.38	mindáyavai imáyáa é'a minkwáásíyómbá íma ándáva'a mátiyuwe'a tíyúwéwasa máéro. miwítí mayáígóná ááimbo marará-kwáásítí imáyáavinkembo énamo éna ánásaniye. 
ACT.5.39	miwítí mayáígóná ááimbo Áánútuna imáyáavinkembo ína'o é'a íma kanaán-umai karánááovo úwoi kwaíkwai'a íníye. Áánútumpakembo ína'o é'a minkwáásí sáwí'o umátinke'o é'a Áánútunkwara'a sáwí'a umánkanaaowe Kámérieri súwasa aaimó isáí-kwáásí isésa kwenááiyavesa owé sésa 
ACT.5.40	aantá-kwaasi tááyowasa íyúwasa túwíruku'a nésa asiramái sésa Ísun-aai kwená asirayámbá íma simátíméro sésa ti'mákaawe.
ACT.5.41	ti'márówasa kwéesa tigaeyáváí uráasina Áánútu imáyáa timúwana tirunkó kawe'á úwasa sésa Áánútu asirayámbá símakaisata Ísuntaveta asiramáíya máyaundaya pósa sí'o iní'a umásínkáantaanivo sirunkó kawetá isatá máyaumne aantá-kwaasi simásuwesa 
ACT.5.42	aasiyaasi-táwai anóm-bono'-naumpa'a kwaásiti naúmpimpa'a Ísuna áséi-kwasai simátíma'maesa kwénaaesa Áánútumo usásinankaiwai Yútaa-kwaasiya kwéamu'maraundayawai kwemá Ísuman-iye sésa simátíma'maesa kuráawe.
ACT.6.1	simátíma'maesa kuwasá Ísun-aai isésa sáwíva-kwaasi kwená aampa'á kwégwesa máyónka'a Yútaa-kwaasi ó'om-baravaken-kwaasi Kíríki tááivinken-aimba sun-kwáásí Yérúsaremuva'a máyón-Yutaa-kwaasiyavesa í'ái tinkésa óntamba taaínkesa Kíríki-ketorinimba íma tímúnkakemba í'ái tínkówasa 
ACT.6.2	mindáyavesa aantá-kwaasi Ísuna aampa'á kwéguwai amáparawai tááyowasa tuwasá sésa Áánútun-aai simátimunda-mayai tuwéta óntamba taaínkaar-umai timúnda-mayaimo máyáandaya uwóví'a ónaundayaawe sésa 
ACT.6.3	keinárawapinkemba avakaeté-kwaasi túwí'o tewatá óntambo taaináí-máyáí timénaumne. mindárawa'a kawer-ímáyáágwárá-kwáásí Áánútun-amanko miwívímbá anómba umátínkáin-kwaasi túwí'a tewatá óntambo taaináí-máyáíyá timéta 
ACT.6.4	kesáá Áánútunopata námúnaa kwéseta Áánútun-aai simátíma'maeta kónaundayaawe aantá-kwaasi suwasá 
ACT.6.5	isésa tirumbá kawe'á kwéuwasa avakaeté-kwaasi túwí'a tombá moóráwai áwí'a Sítíveni kwemá Áánútun-amanko kwempímbá anómba umánkowana Ísuntavai imáyáa umái asiraiwáí úwana moóráwai áwí'a Vírípi úwana moóráwai áwí'a Pórókórasi úwana moóráwai áwí'a Náíkéna úwana moóráwai áwí'a Táímóno úwana moóráwai áwí'a Páménasi úwana moóráwai áwí'a Níkóráasi kwemá Ántíoku-naopaken-kwaasi póna ó'on-ampakemba Yútaa-monor-ampa'a kuréna minkákémbá Ísuna aampa'á kwétuwai úwasa 
ACT.6.6	miráumai-kwaasi tí'mai aantá-kwaasitopa'a móitinkowasa Ísóigona mayáí mayóntavesa tine'á tátokesa Áánútumpa'a námúnaa siráawe.
ACT.6.7	Áánútun-aai simátíma'maesa kwéguwasa Yérúsaremu-naopaken-kwaasi sáwíva'a Ísuna aampa'á kwéguwasa Áánútuna mono'-náúmpá'á mayáí máyón-kwaasi sáwíva'a Ísun-aai isésa kwená aampa'á kwéguwasa miráumai kwégwesa sáwíva-kwaasi-i'a uráawe.
ACT.6.8	Ísóigo Sítívenimba áwa'naa úwana asirayánkwárá'á ména amápa-kwaasi túranka'a ó'on-o'om-bayai kawe'-máyáímá maéna máyowasa 
ACT.6.9	moórá-tawai évakarawai Sítíveninopa'a tésa kampar-áíné-ímáyáá ésa kwesimá kwesiman-esa miwímá Yútaa-kwaasima pósa évakarawai Sáíríni-maravakewai évaka'a Arekesándiyaa-maravakewai évaka'a Sírísiyaa-maravakewai évaka'a Ésiyaa-maravakewai miráumai-mapaken-kwaasi mimbórá-mónó'-náúmpá'á mésa Sítíveninopa'a tésa kampar-áíné-ímáyáá ésa kwesimá kwesiman-umbanivo 
ACT.6.10	Áánútun-amanko Sítívenimba kawer-ímáyáá amúwana póna Sítívenin-aaigo miwí tááigomba usáyaaitowasa 
ACT.6.11	ivátuwesa kwésa aúpá'á óntamba torupamái évaka-kwaasi timésa sésa Sítíveni Mósesimba simái sáwí'a umánkena Áánútumba simái sáwí'a umánkaraisata ísaraumne. kosimátíméro suwasá 
ACT.6.12	minkámpár-áímbá tasimátímúwasa úwoi-kwaasiye anón-kwaasiye ámáámba sun-kwáásíyé ísówana tirunkó sáwí'a úwasa Sítíveninopa'a tésa tayáto'mai áí'maesa monor-ánón-kwáásítópa'a máankesa 
ACT.6.13	kampar-áímbó sun-kwáásí kotí'maesa mátínkówasa kampa'á sésa minkwáásígó anóm-bono'-namba simái sáwí'a úmae iyéna Mósesina ámáámba simái sáwí'a úmae iyéna 
ACT.6.14	séna naaóvá'á Mósesimo ámáámbo simátímakain-amaamba Ísu Násáretivakewaima ivátuwena ó'on-amaamba kwésena Yútaa-kwaasiti anóm-bono'-namba tawísíyuwaniye Sítíveni siráiye. mirán-kámpár-áímbá kwésuwasa 
ACT.6.15	amápa-kwaasi Sítívenimba awánomba kwíyómpakemba Áánútuna kwayó-kwáásí tóikaamba aúkówasa awánaraawe.
ACT.7.1	mirá simásúwówana aiva'-mónó-káwáánákó Sítívenimba áísaa ena séna kwésen-aimba árair-aina'i. kampar-áíná'iyo súwana 
ACT.7.2	Sítíveni séna kesivoísáí kesuwaaísáíyó simátíménda ísáaro. naaóvá'á kentáá síkwá'náo Ááváramu íma Áránaava'a komáyonka'a Mésópótemiyaa-marava'a máyonka'a Áánútu asirayánkwáráwáí kuména 
ACT.7.3	Ááváramuntavena séna ená maragwárá enamááraawigwara'a tiyuwé kwina'á moórá-marama agarááránkáandava'a koméniyone súwana 
ACT.7.4	iséna mimbárámá Káútéa-kwaasiti maravá'á tuwéna teémena Áránaava'a tamáyowana avowá puwúwana Áánútu ai'marówana teémena maavá'á máyaundava'a túwana 
ACT.7.5	minkánáá Áánútu íma maramá amúmba asiramái séna aáno maambárámá enkwárá enaísaavutantambo íyawaigwara'a timénaumne. Áánútumo súmba Ááváramu iyámpói íma maránkaronka'a mináímbá simámena 
ACT.7.6	moórá-ainkwara'a séna enaísaavutantambo íyawai ó'on-kwaasiti maravá'á koméwasa umbai-máyáí timésa sáwí'a umátínkéwana sáwívar-ima 400 ima ánásaina'a 
ACT.7.7	sáwí'o umátinkanaaowaima sáwí-meyamba timénaunda pósa enaísaavutantambo íyawai mimbárámá tuwésa maavá'á tésa kesí imáyáa mósá maránááowe séna 
ACT.7.8	mináímbá naaóvá'á Áánútu Ááváramuntavena séna aáno maambárámá enkwárá enaísaavutantambo íyawaigwara'a timénaumne siráimba mináímbá simái tarúmarena póna túra'a kárámai araa'éna uwó Áánútu siráiye.
ACT.7.8	súwana Ááváramu ména Áísákaamba ankéna avakaumboé-no'waamba kwaéna áúra'a kárámai araa'éna umánkowana Áísákaa anón-éna Yákópomba ankéna áúra'a kárámai araa'éna umánkowana Yákópo anón-éna sísamaivakemba kae'á kumbaimái-iyampoi tinkéna túra'a kárámai araa'éna umátínkáva'a kuráiye.
ACT.7.9	mirá umátínkáva'a kúwasa mináváráwáínónda tíváko áwí'a Yósépintavesa naaénkewai íma kentáárá'á kárákwiyiniye sésa tirumbá sáwí'a umánkesa áí'maesa ó'on-kwaasiva'a mátimesa óntamba máyówasa miwí Yósépimba áí'maesa kweémesa Ísípi-marava'a máánkówana Áánútu kwesé máyowasa 
ACT.7.10	umbai-máyáí amésa sáwí'a umánkómbanivo Áánútu kwesé ména áwa'naa ena kawer-ímáyáá aména kwená umbai-yántáá'á ánásamankowana mimbárámá Ísípi-marara-kawaanako Yósépina kawer-ímáyáá iséna séna Ísípi-marava'a amápa-kwaasira'a kawe'á umái kárákwiye kesí náaindaanka'a mirán-uwo súwana kwemó súntemba kwéuwana 
ACT.7.11	naaémba ayawaimá téna Ísípi-maravare Kénááni-maravare amápar-ayampa'a ayawaimá tówasa tááiyavai ésa kentáá síkwá'náyomba toómbá íma kentáávímbá kwéraiye. 
ACT.7.12	Ísípi-marava'a toómbá kwáyáiye-aimba isáúmpo komeéyán-oro Yákópo séna áánimbaa'a ti'marówasa komeéyá úmaesa 
ACT.7.13	tivowánópa'a tamáyówana mintómbá ánásowana ó'a kuwaná Yósépi miwítí egwaa'á tamaéna séna kemá Yósépi kentívá'a úne súwasa kesí imáyáao pukáane súndayaawe suwaná Ísípi-marara-kawaanako Yósépina ááimba iséna awaaísáí tuwánówana 
ACT.7.14+ACT.7.15	Yósépi awaaísáí simátimena kesivombá kosimámiyana ená akúmbá tí'mae Ísípiva'a tiyó Yósépi siyé. kosimáméro Yósépi súwana avowámá iséna kwená akúmbá 75 kwaasi tí'maena Ísípiva'a kawe'á umái komésa púwúwasa 
ACT.7.16	naaémba miwí tísaavutomba tiyáántámba maimaé teémesa Sékémuva'a máutomba naaóvá'á Ááváramu Émon-andaraken-kwaasima óntamba tímatukom-barava'a máutaraawe.
ACT.7.17	ánivo kentáá síkwá'náyomba Ísípi-marava'a komésa sáwíva-kwaasi agairáawe. Áánútu Ááváramuntavena asirayán-áímbá séna Kénááni-marama enaísaavutantambo íyawai timénaumne siróntemba timínín-kanaa ákíse únka'a 
ACT.7.18	moóráwai Ísípi-marara-kawaanako Yósépimo naaóvá'ó pukóntavena kwená mayáí-áímbá íma ísarowai póna 
ACT.7.19	kentáá síkwá'náya umbai-máyáí tiména maimái sáwí'a kwéumatinkowasa iyámpói máápa'a tiyuwówasa pukáawe.
ACT.7.20	iyámpóíyomba púwúwana minkánáávímbá Mósesi kawer-óígwárár-íyámpóí ánkarena anówama naaúmpa'a aúpá'á ánkarowana kaumbo-kwíyómbá putuwéna 
ACT.7.21	máápa'a áí'maena móru ánkarowana Ísípi-kawaanako ayáámúnkoma awánómba aráái tówana kesáánine séna kárákwirowana anón-úwasa 
ACT.7.22	Ísípi-kwaasi miwítí ááimba kwésimama'mae íyúwana Mósesi kwéisena anón-éna kwemó mayóm-bayaigoe kwenááigoe kawe'á uráiye.
ACT.7.23	Mósesi mirán-kwáásí ména kae-kwááí aíyayaan-ima 40 íma maisuwéna kesí kwaási Ísareri-kwaasi kotuwánanae séna kúmba 
ACT.7.24	Ísípi-kwaasigo Ísareri-kwaasigomba sáwí'a umánkowana Mósesi tuwánéna Ísareri-kwaasi áwa'naa ena Ísípi-kwaasigomba tuvúwúwana puwúwana 
ACT.7.25	Mósesi imáyáa éna séna Áánútu mimbáyáírátávéna usásisinkaraimba pó'a Ísípivakemba Ísareri-kwaasi tí'mae'a koónaunda mimbáyáíyávésa owé sénááowe siráimbanivo Ísareri-kwaasi íma mirán-ímáyáá uwaná 
ACT.7.26	Mósesi kogwaéna usásinena kúmba Ísareri-kwaasi kaekó áái'a tíyóyana tuwánéna tiyoráínda-imayaa éna séna kae'náraiyo mimbórá-naoraama óívo áái'a tiyaáyavo súwana 
ACT.7.27	aiva'ó ááimba'maimo tiyón-kwaasigo Mósesimba améntáyuwena séna nááwa embá usásinankaraisa kentáásí kawááí'a éwa aaiyá kwésimasimeno. 
ACT.7.28	tíndaumo Ísípi-kwaasimo tuvuwónanamo puwéiraintena kembá mirá íníyono súwana 
ACT.7.29	Mósesi iséna inkaiséna kweéme kweémena Mítíyani-marava'a ó'on-kwaaiti maapa'a koména kaer-íyámpóí matínkaraiye.
ACT.7.30	Mósesi kaer-íyámpóí matinkéna ména kae-kwááí aíyayaan-ima 40 íma maisuwéna moórá-tawai kavóná-marava'a kwégwena Sáínai-omapa'a egwaa'á kwáyonka'a kwéguwana sáwíyan-taivinkemba irá kwégena íma mintáí kówana Áánútuna kwayó'ná'á kwíyómpakewaima mimpímbá máyowana mintáí íma kówana 
ACT.7.31+ACT.7.32	Mósesi awánéna anón-imayaa éna egwaa'á koména awánówana Áánútu séna enaíkwá'ná Ááváramune Áísákaane Yákópone miwítí Áánútu úne súwana Mósesi mináímbá iséna ayántámbá tówana úwoiva'a karakówana 
ACT.7.33	Ísóigo séna máyaunda póna á'oram-barama kwáyáipa'an-ivo kawe'-márává'á méraapa'an-ivo maambárámá sáwí'a ónavainivo aísamai ánáamba ayútuwaao. 
ACT.7.34	Ísípiva'a kesí kwaási sáwí'o kwéumatinkaawasamo ivi'ó kwétaamba tuwánáúnda pó'a túwa'naa ónaumpo usásinena'a ai'máráana kweéme kweéme Ísípiva'a kuré kesí kwaási Ísareri-kwaasi kótí'mae Kénááni-marava'a kwaaó Áánútu Mósesintavena siráiye.
ACT.7.35	kwembá Mósesimba Ísareri-kwaasi tínaaemba umánkesa sésa nááwa embá usásinankaraisa kentáásí kawááí'a éwa aaiyá kwésimasimeno siráawe. siráan-kwaasiyavena Áánútu mináímbá siráiye. kwembá Mósesintavena Áánútuna kwayó'ná'á kwíyómpakewaima sáwíyan-taivinkemba aaí simámakaiye. kwembá Mósesimba Áánútu kawáá-máyáí aména ai'marówana Ísípivakemba Ísareri-kwaasi kótí'maena Kénááni-marava'a kuráiye. 
ACT.7.36	kwemá Mósesima Ísípiva'a ímo awárom-bayai ó'om-bayai mayówasa sésa úwoi tí'mae kóuwo suwaná tí'maena kúmba nonkó áwí'a naae-nóné supa'á kwéna ímo awárom-bayai kawe'-máyáí komaéna tí'maena kúmba kavóná-marava'a kae-kwááí aíyayaan-ira'a 40 ira'a komáyówana ímo awárom-bayai kawe'-máyáí maimaéna iráiye. 
ACT.7.37	kwemá Mósesima simátimena séna Áánútumo kembó usásisinkarainten-umai naaémba moóráwaimba kentísaavutantambo íyawaivinkemba usásinankaniye. Áánútun-aai simátiminiwaimba usásinankaniye. 
ACT.7.38	kwemá Mósesima kavóná-marava'o Áánútuna kwaási Ísareri-kwaasimo méraapa'a miwísé ména kentáá síkwá'náyonte ména Áánútuna kwayó'ná'á kwíyómpakewai kwesé ména Sáínai-omapa'a umáyowana Áánútuna kwayó'ná'á kwíyómpakewai Áánútuna ámáámba simámuwana ímo ánásai-aimba simámuwasa simátíma'maesa kuráanta kwéisaumne.
ACT.7.39	Mósesin-aai simátímúmba kentáá síkwá'ná íma isésa tínaaemba umámesa Ísípiva'a tayauweránáe-imayaa uwaná 
ACT.7.40	naaémba Áánútu Mósesimba ááyowana omápa'a umáyowasa Mósesi awaaó áwí'a Érónintavesa sésa Mósesi Ísípivakembo síkaiwaiya náávara kóuraiyo. íma awánáúndavata kóuraivo moórá-isoigomba tarórúmarewata kwenarááíya kwáráano sésa 
ACT.7.41	óntandankakemba purumakan-áráákaamba úmaresa minkámpár-ísóígóná aamoimá umánkesa póíma tuvú'mái kwénesa úmakon-tantaatavesa aamoí ésa toóní'a umái kwénowana 
ACT.7.42	mindáyavena Áánútu ánaaemba umátiyuwowasa kwíyóntavesa aaváúyávésa otávésa kesí ísóigoman-iye siráawe. mindáyavena naaóvá'á Áánútun-aai simátímakowai agaimaréna séna
ACT.7.42	Ísareri-kwaasiyono. kavóná-marava'a kae-kwááí aíyayaan-ira'a 40 ira'a mé'a póíma tuvú'mái neémáémba íma kentávé'a ísámai neémáémbanivo 
ACT.7.43	kentí kampar-ísóígóntávé'a ísámai kwená ampanta-námbá maimaé'a kwénaaowe. minkámpár-ísóígó áwí'a Mórókowe siráawe. okáán-tántáá'á tarórumake'a áwí'a Erevááníyé kwése'a toré kwénaaowe. minkámpá-káér-ísóíráí úmare'a kesí ísóigowe kampa'á sé'a áwí'a maé kwéiyowe. mirá uráantave'a kentí maravákémbá ti'máráana'a kweéme'a moórá-marava'a áwí'a Pépíróni-marava'a koménaaowe
ACT.7.43	Áánútun-aai simátímakowai agaimaréna siráiye.
ACT.7.44	naaóvá'á kavóná-marava'a Áánútu Mósesimba agaráárankena Áánútuna naambó ampantará'ó ónááomba maará ónááowe séna agaráárankowasa Áánútumo súntemba mirán-dámbá umái maimaésa kavóná-marava'a kwénaaowe. 
ACT.7.45	naaémba miwí táánimbaa'a kentáá síkwá'náyomba mindámbá maimáyówana Yósúwa tí'maena Kénááni-marava'a kúmba Áánútu túwa'naa ena mimbárává'ó máyón-kwaasi kwatuwówasa kóuwasa koyavíresa mindámbá minká'á mámaresa máyówana naaémba Tévíti Ísareri-kwaasiti kawááná'á máyompimba mindámbá úwoi kwáyowana 
ACT.7.46	Tévíti kawe'á umái máyowana Áánútu aamoí umánkowana Tévíti Áánútumba áísaa ena séna ená naambá ónaum. íya ónaumno. emá Yákópona Ísóigoma po owé sina'ó é'a ená naambá ónaumne súwana 
ACT.7.47	Áánútu séna emá íma íníyompo enááninko Sórómoni kesí naambá íníye siráimbanivo 
ACT.7.48	Áánútu kwíyómpa'o máyáimba kwaási úmakaan-daumpa'a íma máyáiye. mindáyavena naaóvá'á Áánútun-aai simátímakowai agaimaréna séna
ACT.7.49	Ísóigo séna kwíyómpa'a kárákwiye'a marará'á kárákwiyunda pó'a úmaraniyonda-naumpa'a íma úwoi marapá'á kumbénaumne. 
ACT.7.50	kesáváí mintántáá'á amápa'a tarórumakaumne Ísóigo siráiye
ACT.7.50	agaimaréna siráiye Sítíveni siráiye.
ACT.7.50	Sítíveni mináímbá simátímatuwena aaimó isáí-kwáásíyáváí simátimena séna 
ACT.7.51	keinárawa'a tirunté máráamba mé'a pó'a Áánútuna aampa'ó ímo kwáráan-kwaasiraani'a umái mé'a Áánútun-aai kwéisaambanivo íma ísámai kawe'á kwéowe. kentíkwá'náyomba Áánútun-amankomba tínaaemba umámemaentemba kemá mirá kwéowe. 
ACT.7.52	kentíkwá'náyomba Áánútun-aai simátíma'maesa kwéguwai amáparawai sáwí'a umátinkesa Áánútuna kawe-kwáyóná'á kumíníye-aimba simátímakowai tínkamuwasa pukáawe. naaémba kwemá kumúwa'a kuntaru'á umái tuvúwúwana pukáiye. 
ACT.7.53	ánivo kwíyómpakewaima Áánútuna ámáámba simátímakowa'a keinárawa'a ísaraambanivo íma ísámai kawe'á uráawe Sítíveni siráiye.
ACT.7.54	Sítíveni mináímbá simátimumba aaimó isáí-kwáásí ávááraumai tirunkó sáwí'a úwasa i'naiyámbá mésa tíyántavesa uwaná 
ACT.7.55	Sítívenimba Áánútun-amanko kwempímbá anómba umánkarowana kwíyómpa'a awánómba Áánútuna ságayamba kwáyowana Ísu ayáánúrapa'a asirayán-áyámpá'á máyowana Sítíveni awánéna 
ACT.7.56	séna awánaaro. kwíyómba taaínkaar-isaná Áánútu ayáánúrapa'a asirayán-áyámpá'á Ísuma kwaási úrandako máyáimba awánaraumne súwasa 
ACT.7.57	miwí anónka'a kwáá'a tésa kwenáái íma isánáe sésa tááka'a tiyáándei awááésa Sítívenimba tarááparaapa ésa 
ACT.7.58	tátokesa taagwiya'maésa marur-awámpá'á máyuwesa óntamba mairésa tuvúkáawe. Sítívenintavesa kampar-áímbá siráawai paákár-únánkwátói ayútuwowana ívé-kwaasi áwí'a Sóro minúnánkwátói kárákwirowasa 
ACT.7.59	Sítívenimba óntandei tuvúto'naa uwaná Ísóigonka'a námúnaavinkemba séna Ísu Ísóigoo kesimambá kumbaimaéna'a púwóno séna 
ACT.7.60	arauntaúmbá airéna anónka'a séna Ísóigoo sáwí'a kwéumasinkaambanivo miwí íma sáwí'a umátinke miwítí sáwí-imayaa maitiyuwaaó Sítíveni simásuwena pukáiye.
ACT.8.1+ACT.8.2+ACT.8.3	Sítívenimbo tuvúmba Sóro arunkó aamoí úmbanivo évakarawai Áánútun-aaiyavesamo asiramáímo máúwai Sítíveni áúma maimaé máutesa anón-ivi'a tombánivo Sóro Ísuna aampa'ó kwéguwai tínkambai ánásanae séna kúmba naaúmpimpakemba aarakwá'á koyavisimái ándáva'a tíyupa'a kúwasa Yérúsaremuva'a Ísuna aampa'ó kwéguwaima aivarí'a umái sáwí'a umátinkowasa kóyáwé uwasá aantá-kwaasiye su'mai Yérúsaremuva'a máyówasa ó'on-kwaasi Ísuna aampa'ó kun-kwáásí Yútiyaa-ayampa'a Sámériyaa-ayampa'a kóyáwé uráawe.
ACT.8.4	Ísuna aampa'ó kwéguwai kóyáwé ésa Ísuna áséi-kwasai kosimátíma'maesa kurá. 
ACT.8.5	Vírípi Sámériyaa-naopa'a kúmba kosimátimena séna Áánútumo usásinankaiwai amu'maráúndawaiyaamo á'o kunkáimba kwemá Ísuman-iye 
ACT.8.6	Vírípi simátimumba kawe'á umái ísówana ímo awánarom-bayai mayówasa awánowana 
ACT.8.7	taraváá-kwámbá tirumpimbá máyówaiyavena aaí súwasa taraváá-kwámbá kwáá'a tumásuwesa kóuwasa kwaási kawe'á umái máyówana aíyayaamba pukón-kwaasi asóvamatinkowasa kawe'á umái mésa 
