MAT.1.1	Tákɨ̀rɨ́b ndùtì ndútí Yésù Krístù nyȩ Dàvît ya dundóŋce nyȩ Àbɨ̀ràháàm á rè:
ACT.18.27	Cùr kɨ́ no, Àpòlôs ɨ́ ɗû gìnɨ ɗɔ̀ɔ́b Àkàyíì no. Mwin yàáb ə́mní ɨ́ ə́ə̀mnàɓà ŋgə́ àm kɨ́, á ŋgáb tɨinsona nùb ə́mní ɗɔ̀ɔ́b kɨ́ noò tàsònànɨ ŋgáb, ŋgáb gàmɓà ŋgə́ mîn. Ɓwâ ŋgə́ yi féín kwe, ŋgə́ ɨ́ kpɔ́kɓà nùb ya ə́mne Yésù àm Mèín yi du ɓe ŋgáb ceí. 
ACT.18.28	Ɓetí ɓe sɨ̀ɨ̀ŋ nyindíí bɨ ví̧i̧, ŋgə́ yaá nyìnnàɓànɨ Jwîf bɨ laŋtɨ̧ɨ̧́, tànànɨ ŋgáb ɨnayâna ŋgáb á ɓe kum: ɓe nɨ́ɨ́b du tɨín káàtà Mèèín noò á ŋgə́ yi du túùmnànɨ Jwîf bɨ ɨnayâna Yésù dumeɓa 
ACT.19.1	Jíìb Àpòlôs yi ducéye Kòréèntə̀, á Pôl ya ɔkndóŋ ŋgɨ̀ŋgɨ́ŋ ɗɔ̀ɔ́b kíì péín haré, ŋgə́ ɨ́ gì féínnɨ Èfês. Ŋgə́ ɨ́ kwà nùb ə́mní kù ɓè. 
ACT.19.2	Á ŋgə́ fɔ́ ŋgáb ɨnè: «Ɓwâ nyí tɨ ə́mne Yésùù, Nyéhè Sarîn tɨ sótɨ́ nyí ya à?» Á ŋgáb yi piina ŋgə́ ɨnè: «Sà̧à̧ Nyéhè Sarîn du kwe, nɨ́m nɨ ókkɨ́ɓàcéyèwá.» 
ACT.19.3	Á Pôl fɔ́gi ŋgáb ɨnè: «Kɔ ə́mní nyí yi kɔk kɨ́ macè nɨ́ kɨ́ ŋge?» Á ŋgáb pihe ɨnè: «Kɨ́ Jâŋ ya ɓéekom ndɨ́.» 
ACT.19.4	Kí á Pôl tana ŋgáb ɨnè: «Jâŋ ya kɔɔkom nɨ nùb ya ə́mne cə́ndɨ̀nɨ ɗɨ́m juu ŋgábè á, ŋgə́ a tanace gbàŋ Ísràyéèl ɨnayâna ŋgáb ə́mnɨ̀ nò ɓa gònɨ níì cùrìì, kí ta Yésù na á.» 
ACT.19.5	Hȩ nùb ə́mní ŋgə́ ya kwa ɓè kɨ́ óknɨ u̧nèé, á ŋgáb ndɨŋ kùb kɔ̀ɔ̀ ŋgáb kɔ ə́mní ɓe ɨ́r Yésù nò du Kékéé. 
ACT.19.6	Pôl ɨ́ hèìtèèwû ŋgáb ŋgáár ŋgwéé, á Nyéhè Sarîn só ŋgáb ya. Ɗà ŋgáb ɨ́ yàrê nyìntèènɨ nyindɨ́b kùb ya du bɨ́ ókkɨ́yèwáá, ŋgáb ɨ́ yà tàɓwênɨ Kìn Mèèín. 
ACT.19.7	Vùùm nùb ə́mní yi ɓè kɨ́ lâs yaá sàmàìn ndɨŋ cóóŋ ɨ́ bɨrɨ́b.
ACT.19.8	Pôl ɨ́ gì 
ACT.19.9	Ɨ́dù nùb kù ɨ́ yà ndɨ̀ŋnɨ mɨ̀sə̧̀ə̧́, ŋgáb ɨ́ mvû ə́ə̀mnɨ. Ŋgáb ɨ́ yà sàkkɨ́nɨ àm jɨ̀r Kékéé kɨ́ nɨ̀vɨ́tɨ̀bì tíí ɓè. Kí á Pôl mbɨ́kkɨ́so nɨ́ ŋgáb, ŋgə́ ɨ́ ɓégè nùb ə́mní rè. Nɨ̀ŋgwá kù ɨ́r yi du Tìrànúùs yaá ɓe dúú sùkúrùù; ye lâs Pôl a yà gìnɨ ɓéènànɨ nɨ̀vɨ́tɨ̀b Kìn Mèèín yó ku. 
ACT.19.10	Ŋgə́ yi ndɨŋtɨ́ u̧ há̧á̧ dáín bɨrɨ́b; ɗà ɗɔ̀ɔ́b Àsíì no bɨ̂ŋ, Jwîf bɨ ɓe nùb yi du Jwîf séé lâs ɨ́ ô Kìn du ɓe ɨ́r Kékéé.
ACT.19.11	Mèín yaá nànɨ Pôl nyòm ŋgə́ ndɨŋ nɨ́ɨ́b kàtɨ́b sɨ̀sɨ̀rí. 
ACT.19.12	Hȩ kɨ́ kùb ya genakom nɨ̀yáàb júúb ə́ré ɓe nábkèìn bɨ Pôl nɨ̀mɨr ya di̧nɨré rɨ. U̧ á cè yáàb ŋgábè yi du cɔ̧́nɨ, nyéhɨ̀b ɓáŋhɨ́b ŋgábè sóò a éíkɨ́ce. 
ACT.19.13	Jwîf bɨ kù yi du yə̀ŋtèènɨ, cuwú cusé, ŋgáb a juteekɨ́ce nɨ̀wàtɨ̀b nɨ̀yábì sóò, ɨ́ kə̀k jùɓwênɨ nyéhɨ̀b ɓáŋhɨ́b ɓe ɨ́r Yésù nò du Kékéé. Ŋgáb yaá tànànɨ nyéhɨ̀b ɓáŋhɨ́b kɨ́ ɨnè: «Ɓe ɨ́r Yésù Pôl du ɓéènɨ kɨ́, mɨ ta nyí éíkɨ́tɨ!» 
ACT.19.14	(Nùb ya ndɨŋkom u̧ kɨ́ yaá nɨ̀ŋgwáàb tɨ́ɓaám. Ŋgáb lâs yɨɨ́m munɨ́b Jwîf kù yi du 
ACT.19.15	Ɨ́dù nyéhè ɓáŋhîn ɨ́ pììnà ŋgáb ɨnè: «Mɨ ɗəəŋɓatɨ́ mɨ́ Yésù, mɨ ókceé àm Póòl sóò. Kɨ́ nyínè, nyí cè na bɨ á?» 
ACT.19.16	Á nɨ̀ŋgwá yi du nyéhè ɓáŋhîn só rè yi túmne ní ndóóŋ ŋgáb nyòme. Ŋgə́ ɨ́ bì ŋgáb, ŋgə́ ɨ́ tâb ŋgáb jɨ̀ɨ̀m u̧u̧, há̧á̧ ŋgáb ɨ́ lùùhô̧ yó ku síí sam, ɓààì só bɨ̂ŋ. 
ACT.19.17	Hȩ nùb Èféès, dùgɨ̀ Jwîf bɨ, dùgɨ̀ nùb du Jwîf séé óknɨ àm jɨ̀ɨ̀m kíì, vùù ɨ́ bɨ̀ɓà nɨ́ ŋgáb cei. Á ŋgáb yarégi jə̀ŋnɨ ɨ́r Yésù nò du Kékéé. 
ACT.19.18	Nɨ̀vɨ́tɨ̀b ví̧i̧ yi ə́mne Yésùù, ɨ́ yà gònɨ tàsénɨ ə́rɨ́b májɨ̀ɨ̀ ŋgáb ya éíkomndé mɨ̀kùnín. 
ACT.19.19	Nùb kù ví̧i̧ mvókín nùb ya éíkom ə́rɨ́b májɨ̀ɨ̀ kɨ́ ɨ́ gètèèwò káàtààb ŋgábè májɨ̀ɨ̀ tòŋkɨ́nɨ nɨ̀vɨ́tɨ̀b lâs tíí. Vùùm káàtààb kùb ya toŋkɨ́ kɨ́ mwèìn ya kwe yaá sàmàìn féín sure mònéè
ACT.19.20	U̧ á nùb ók Kìn du ɓe ɨ́r Kékéé yi du víndóŋnɨ tíí tíí ɓe nyòme. Kùb a pə́mece túúm nyòm Kìn kíì.
ACT.19.21	Ɓwâ nɨ́ɨ́b kɨ́ yi ndóŋndé, á Pôl ta á ɗúnɨ ní téínndóŋ Màsèduwân ɓe Àkàyî gìnɨ Yèrúsàlèm yáá. Ŋgə́ yaá tànɨ ɨnè: «Ɓwâ mɨ ɓa féínnɨ kwe, á ɗúnɨ mɨ ndóŋɓwê Rôm.» 
ACT.19.22	Kí á ŋgə́ tóm nùb no ə́ré bɨrɨ́b, Tìmòtê ɓe Èrâstə̀, ŋgáb gɨ̀ Màsèduwân. Ŋgə́ nɨ̀mɨr, ŋgə́ ɨ́ mècê gwínyènɨ ɗɔ̀ɔ́b Àsíì no. 
ACT.19.23	Ɓwâ ya kɨ́, jóktɨ́r nɨ̀vɨ́tɨ̀b ya kwa ɓe ɨ́r jɨ̀r Kékéé ya nɨ́ jóktɨ́r ŋgóbí nɨ sé. 
ACT.19.24	Tɨ́wùr kù ɨ́r yi du Dèmètɨ̀rúùs yi du lèèlɨ́ŋnɨ nɨ́ɨ́b nyàŋgáá yaá nyààŋnɨ dúhɨ́b cutɨ́b kù ɓe gôl fɨ́tîn ɓà ɓe kɨ́ Àrtèmíìs
ACT.19.25	Ŋgə́ ɨ́ ɓáhè nùb ɗəŋhȩ ə́r kíì ɓe tɨ́wùr bɨ kù ɓwê á ŋgə́ tana ŋgáb ɨnè: «Tá bɨ, nyí ɗəəŋtɨ́ ɨnayâna ju nyɔ̧ɔ̧́ nɨ́mè go ə́r nɨ́mè rè ya á. 
ACT.19.26	Ɨ́dù nyí á pénɨ nyí á cè óknɨ nɨ́m nɨ̀ŋgwá Pôl lè du ndɨ̀ŋniì. Ŋgə́ taá ɨnayâna mèín bɨ nɨ̀vɨ́tɨ̀b nyaaŋɓa ɓe ŋgállí nɨ mèín bɨ àmɨrìí sé. Ŋgə́ njóoceé nɨ́ nɨ̀vɨ́tɨ̀b ví̧i̧ ə́mnɨ̀ àm kɨ́, nɨ tàhó̧ɗóòwá nɨ́mè Èfês hò̧, duɓa nɨ ŋgɨ̀ŋgɨ́ŋ ɗɔ̀ɔ́b Àsíì rè bɨ̂ŋ á. 
ACT.19.27	Á sàmàìn nyindí kɨ́ ndɨŋ ə́r nɨ́mè a gù, ɗà wúúm dúú Àrtèmíìs nò du mèín jírií a cɔ̧̂. Kùb a pə́tə̀ə̀ŋkɨ́cɨ̀ bɨ́ ŋgə́, ŋgə́ nò nùb Àsíì ɓe nùb ɗɔ̀bɨ́nné lâs du jə̀ŋnɨ kɨ́!» 
ACT.19.28	Hȩ nùb Dèmètɨ̀rúùs ya ɓáawo ɓè kɨ́ óknɨ u̧nèé, ŋgáb ɨ́ ə́tɨ̀wû ɓe njù̧ ŋgáb a kɨ́ŋce ɨnè: «Mèín nɨ́m nùb Èféès á ɓàgɨ̀ Àrtèmîs kɨ́!» 
ACT.19.29	Kúr bɨ̂ŋ ɨ́ ɓàndɨ̀ɓà jùùr. Nɨ̀vɨ́tɨ̀b ɨ́ ɗàmmgbə́ktɨ̀gè nùb Màsèduwáàn bɨrɨ́b yi háawo Pôl lè laŋtaŋ ɓáhɨ́rí ya. Nùb kɨ́ yɨɨ́m Gàyûs ɓe Àrìstârk á. 
ACT.19.30	Pôl yaá ɗúnɨ fó̧nɨ mɨ̀kùnín nyìnnɨ nyindí, ɨ́dù nùb ə́mní ɨ́ hàrè bɨ́ ŋgə́. 
ACT.19.31	Ɓwàjììb no kù yi du nùb ə́ré gómnàà ɗɔ̀ɔ́b Àsíì noò ɨ́ tómsònà ŋgə́ pénè tànànɨ ŋgə́ ɨnayâna, ŋgə́ tɨ̀ fó̧ɓacéye nɨ́ laŋtaŋ ɓáhɨ́rí ku. 
ACT.19.32	Mvókín kɨ́ no, nùb ya ɓáaso kwe yaá bɨ sumkí̧i̧ vɨ̀ntìì. Nùb kù gbə̀mnɨ kɨ́ rè nùb kù a gbəmndóŋce kɨ́ rè. Nùb kù ví̧i̧ ya bɨ́ ɗə̀ə̀ŋɓàcéyèwá ŋgwé ɓáhɨ́r kíì. 
ACT.19.33	Nùb kù mɨ̀kwìn kɨ́ noò ɨ́ tànànyàŋhȩ̀ Álèksândɨ̀rə̀ nò Jwîf bɨ ya kɨ́k dù ŋgwé tíí vúmè àm kɨ́. Kí á Álèksândɨ̀rə̀ ya mábna nɨ̀vɨ́tɨ̀b ŋgáár, ŋgə́ ɨ́ ɗû nyìnnɨ gàmnànɨ Jwîf bɨ àm. 
ACT.19.34	Ɨ́dù ɓwâ ŋgáb yi ɗəŋhȩ ɨnayâna ŋgə́ nɨ Jwîf á na rèé, ŋgáb lâs ŋgáb ɨ́ gbə̀mɓàgɨ̀: «Mèín nɨ́m nùb Èféès kɨ́ á ɓàgɨ̀ Àrtèmîs kɨ́!» Ŋgáb ɨ́ gbə̀mɓàgɨ̀ u̧ nȩ̀ȩ́ ɓà.
ACT.19.35	Á 
ACT.19.36	Sàmàìn nò kù sə́ndɨré nɨ ɗàà. Gurɨnáam, nɨ ɗúwa nyí ndɨ̀ŋtèè nɨ́ɨ́b júk jùk júk. 
ACT.19.37	Nùb nyí gewo hò̧ rè, ŋgáb bɨ nɨ́ɨ́b kù dúú mèèín no hà̧à̧wá, ŋgáb cè bɨ́ nyìnɓáàŋwá ɓe ɨ́r mèín nɨ́mè. 
ACT.19.38	Óo Dèmètɨ̀rûs ɓe nùb no ə́ré duú ɓe àm ɓe nò kù, ye ŋgù̧ní á ku, tɨ́ŋgù̧ú̧ bɨ á cè ku. Ku á ŋgáb fɨ́tɨ gìnɨ ru. 
ACT.19.39	Óo nyí dukwatɨ́ ɓe nɨ́m kù nyí ɗú nyìnniì, kùb ɓa nyààŋcɨ̀nɨ kí ɓáhɨ́r jírií no hȩ du ɗúniì á. 
ACT.19.40	Ɓe nɨ́m ndóŋ mwáín ndè, á sàmàìn kùb á bɨ́ nɨ́m hȩ nùb ŋgób ɓáŋhɨ́bí. Ŋgwé kúúŋ ɓáhɨ́r kàm ndèè nɨ ɗàà, sàmàìn nɨ́m tɨ̀ tace nɨ́m tɨ ndɨŋ nɨ́m ɓáàte nɨ ɗàɓwêwá.» 
ACT.19.41	Hȩ ŋgə́ tàcáàŋnɨ u̧nèé, á ŋgə́ ta nɨ̀vɨ́tɨ̀b gɨ̀cù bɨ yáá.
ACT.20.1	Ɓwâ jóktɨ́r bɨ kɨ́ ya cɔ̧́ré, á Pôl ya ɓáhe nùb ə́mní, tààmnɨ ŋgáb njɔ̧̀. Ŋgə́ ɨ́ nyìndɨ̀kɨ́sò ŋgáb, ŋgə́ ɨ́ gì nɨ́ Màsèduwân. 
ACT.20.2	Ŋgə́ ɨ́ téínndôŋ ŋgɨ̀ŋgɨ́ŋ ɗɔ̀ɔ́b kíì ŋgə́ a tasénace nùb ə́mní Kìn Mèèín tààmnɨ ŋgáb njɔ̧̀. Cùr kɨ́ no ŋgə́ ɨ́ gɨ̀ndôŋ Gɨrês. 
ACT.20.3	Ku á ŋgə́ yi jə́b njumi taarɨ́b. Ŋgə́ ɓànɨ lénɨ kwáìn gìnɨ Sìrî, á ŋgə́ ók ɨnayâna Jwîf bɨ lə́réé ní kúúr ya. Kí á ŋgə́ ɓandɨcu ndóŋcùnɨ péín Màsèduwáàn. 
ACT.20.4	Nùb ya háaso ŋgéé á rè: Sòpàtêr mwin Pírùs nò Bèréè, Àrìstârk ɓe Sèkùŋdûs yi go Tèsàlònîk lɨ, Gàyûs nò Dêrbə̀, ɨ́ Tìmòtê, Tìcîk ɓe Tɨ̀ròfîm yi go ɗɔ̀ɔ́b Àsíì. 
ACT.20.5	Nùb kɨ́ ɨ́ yàkɨ́yè bɨ́ gùr tíí gìnɨ nɨ́m móŋnɨ Tɨ̀ròwâs. 
ACT.20.6	Nɨ́m nɨ̀miib, jùrúb kùb taŋ 
ACT.20.7	Ye sàmèdî lɨ́tɔ̧ɔ̧́, nɨ́m yaá ɓáhîn tàŋnɨ cɔŋ yɨ́ mwi̧, Pôl a nyinnace nɨ̀vɨ́tɨ̀b. Hȩ ŋgə́ yi du gùrí yȩné, ŋgə́ ɨ́ nyìnɓà nɨ́ há̧á̧ cɨ́m tə̧ə̧́. 
ACT.20.8	Lúùm nɨ́m yi du nó ɓáhîn dúú còmné no rè, lámbààb yaá no ví̧i̧. 
ACT.20.9	Dúú bɨrɨ́bí còmné nɨ́m yi du nó rè no, mutí wàánjí kù ɨ́r yi du ƏÈtîk yaá wúndàà du̧ú̧. Hȩ Pôl yi nyinɓacɨ nɨ́ nȩ̀ȩ́ rèé, wum ɨ́ hàìn nɨ́ mutí wàánjí rè. Ŋgə́ ɨ́ mvíìhô̧ lúu, ŋgə́ ɨ́ láàsê gusɨ̀r ɗàá. Kùb gò ŋgə́ bɨ̀cùwúnɨ ɨ́dù ŋgə́ yi kúcií nɨ́. 
ACT.20.10	Pôl ɨ́ sésò, ŋgə́ ɨ́ tɨ̀ɨ̀msê ŋgə́ ya. Ŋgə́ ɨ́ bɨ̀kùùwû ŋgə́, á ŋgə́ tana ŋgáb: «Nyí nɨ njɔ̧̀ lòm, ŋgə́ á nɨ jáŋ!» 
ACT.20.11	Á Pôl wúcu. Féíncùwòó ŋgéé lúmnìn kwe, á ŋgə́ kum bɨ̀rê ŋgə́ ɨ́ tàŋ. Ŋgə́ ɨ́ nyìncùkwà nɨ́ nȩ̀ȩ́ há̧á̧ yesə̀rì, á ŋgə́ ə́llégi. 
ACT.20.12	Kùb ɨ́ gècù mutí wàánjí rè no yó jáŋ, ɗà njɔ̧̀ ɨ́ nyàŋɓà nùb lâs.
ACT.20.13	Nɨ́m ɨ́ gɨ̀kɨ́yàyè tíí lénɨ kwáí yi ɓa nɨ́m gènɨ Àsóòs no. Àsôs ku á kwáí kɨ́ yi ɓagɨ hàìnndóŋnɨ Pôl, ɓetí ŋgə́ nɨ̀mɨr ya ɗúɓa nɨ́ ndóŋnɨ jɨ̀r ɗàá ru. 
ACT.20.14	Ɓwâ ŋgə́ féínkwaso nɨ́m Àsôs kwe, nɨ́m ɨ́ áréndôŋ ŋgə́ kwáìn ɗà nɨ́m ɨ́ gì Mìtìlên. 
ACT.20.15	Nɨ́m ɨ́ éícùndôŋ ɓè. Kpíí, nɨ́m ɨ́ pə́ndóŋkɨ́sò Kìyô ŋgáár lame. Ye saín, nɨ́m ɨ́ féìn Sàmôs. Kpíí kɨ́ no cùkwà, á nɨ́m gi féínnɨ Mìlê. 
ACT.20.16	Kɨ́ Pôl, ŋgə́ yi ta nɨ́ ní á nɨ ndóŋnɨ Èfês ndó̧o̧, ní nɨ lə́sònɨ ku ɗàà nɨ̀vɨ́tɨ̀b tɨ̀ bɨrékɨ́ bɨ́ ní ɗɔ̀ɔ́b Àsíì ku. Ŋgə́ ya ɗúú gɨ̀kɔ́ɔ̀nɨ àm yè á sàmàìn ní féín Yèrúsàlèm ye jùrúb 
ACT.20.17	Mìlê ɓè á Pôl tómsona 
ACT.20.18	Ɓwâ nùb kɨ́ ya féínworé, ŋgə́ ɨ́ tànà ŋgáb ɨnè: «Nyí ɗəəŋtɨ́ ɗɨ́m mɨ yi ge ɓe nyínè yànɨ ye mɨ ya féínwo ɗɔ̀ɔ́b Àsíì hò̧neè há̧á̧ gònɨ féínnɨ ye nɨ́me náb ya gɔɔré. 
ACT.20.19	Dugɨ hȩ mɨ ya pə́ jábɨ́r, mɨ ɨ́ ô yəré, mɨ ɨ́ pə́cè kúúr ɓáŋhîn Jwîf bɨ ya lə́ré mɨ yaà, mɨ ya geséé síí móò ɗàá ɓe éínàá Kékéé. 
ACT.20.20	Nyí ɗəəŋtɨ́ mɨ yi mɨ́ nyí yòònàwá nɨ́ɨ́b yi fɨ́te nyí kpɔ́kniì. Dùgɨ̀ laŋtɨ̧ɨ̧́, dùgɨ̀ nyínè yúkbìn, mɨ yi tanatɨ́ nyí kìn Yésùù lâs. Mɨ ɨ́ tɔ̀ɔ̀nà nyí nɨ́ɨ́b lâs, kɨ́b kù mèwá. 
ACT.20.21	Mɨ yi ndɨŋtɨ́ Jwîf bɨ, dùgɨ̀ nùb du Jwîf séé ɓàndɨ̀cùré Mèín no, ŋgáb a ə́mnè Yésù nò du Kéké nɨ́mè. 
ACT.20.22	Ɗàrò cè, mɨ gɨ Yèrúsàlèm á hȩ Nyéhè Sarîn du mɨ kpɔ́ɔ̀niì, mɨ cè ɗə̀ə̀ŋwá nɨ́m ɓa mɨ ku féínnàniì. 
ACT.20.23	Nɨ́m mɨ ɗəəŋɗóoré á kɨ́ Nyéhè Sarîn du mɨ tàgèènànɨ ɨnayâna, kwɨ́í mɨ féín nóò lâs, nì̧ì̧ ɓe jábɨ́r á mɨ móŋnɨ na rè. 
ACT.20.24	Ɨ́dù kɨ́ mè mɨ nɨ̀mɨrí sé, mɨ nóomhó̧ mɨ́ cáàŋnɨ ə́r Yésù nò du Kékéé yi ɗob mé á: kí du ɓéhèé Kìn Nyɔ̧ɔ̧́ du ɓe ɨ́r ndɨ̀ŋnyàáŋ Mèèín ndè á.
ACT.20.25	«Mɨ gɨteetɨ́ yɨ́ nyí lâs mɨ a ɓéenace nyí àm 
ACT.20.26	Àm kɨ́ á mɨ du nyí wáànànɨ mwáín ɨnayâna nò kù mvókín nyínè no ɨ́ lɔ̧́ɓà nɨ́, kí nɨ mɨ góòmcɨ̀wá ru. 
ACT.20.27	Ɓetí mɨ tanacií nyí ɓwáár Mèèín lâs, mɨ nyí kɨ́ kù yòònàwá. 
ACT.20.28	Gə́tɨnáam síí nyí nɨ̀mibi, nyí a gómnè íí mɨ̀kwìn nùb ə́mní Nyéhè Sarîn yi naré nyí ŋgáré rè ya. Gə́tɨ̀ná nɨ mɨ̀kwìn nùb ə́mní Mèín ya céín ɓe cwá mwin ŋgə́ nɨ̀mɨrí rè. 
ACT.20.29	Mɨ ɗəəŋtɨ́ ɓwâ mɨ ɓa gìniì, nùb kù du ndɨ̀ŋnɨ nɨ́m hȩ màŋgùù ɓa lénɨ kpáín nyínè no á, ŋgáb tɨ̀ bɨ kpáín nùb ə́mní gə́tɨ̀r. 
ACT.20.30	Nùb kù ɓàcéyè mvókín nyínè no ɓa yànɨ kààŋtèènɨ kààŋ á, àm ɗamteeré nùb ə́mní ɓo cùrìì. 
ACT.20.31	Gə́tɨnáam nyí a ɗə̀ə̀ŋcù ɨnayâna, cɨ́ɨ́m ɓe mvihin cúk, há̧á̧ dáín taarɨ́b, mɨ yaá nyí sóòŋnɨ dùgɨ̀ jábɨ́rí tə̧ə̧́.
ACT.20.32	«Ɗàrò mɨ naréé nyí Mèèín ŋgáré, Kìn ndɨ̀ŋnyàáŋ noò tàmɨ̀ nyí njɔ̧̀. Ŋgə́ á ɓe nyòm ŋgə́ fɨ́tɨ nyí fàmnɨ, ŋgə́ a nàɓwê nyí nɨ́ɨ́b lâs ŋgə́ gə́tɨna nùb lâs ók ɓe ŋgéé. 
ACT.20.33	Mɨ nɨ́m nò kù súnɨ̀wá, dùgɨ̀ gôl, dùgɨ̀ júk. 
ACT.20.34	Nyí nɨ̀miib nyí ɗəəŋtɨ́ ɨnayâna, mɨ kwànɨ nɨ́m kpɔ́k nɨ́me nùb ya háateekom mé, mɨ yi ndáŋkomɓa ɓe ŋgáár á. 
ACT.20.35	Nɨ́ɨ́b lâs ya, mɨ yi túumnatɨ́ nyí ɨnayâna á ɗúnɨ wu éíɓà ɓe ŋgáár àm wu a kwà kpɔ́knɨ nùb tiri, wu a lə́əmkɨ́lɨ́ŋce nɨ́m Yésù nɨ̀mɨr nò du Kékéé ya ta ɨnè rɨ: ‹Mɨ̀tù wu du óknɨ ɓwâ wu na nyərí, ndóŋtɨ́ kɨ́ wu ók ɓwâ kùb na wé!› »
ACT.20.36	Nyìncáŋhȩ̀ȩ́ u̧nèé, Pôl ɨ́ cáàmsê ɗàá ɓe ŋgáb yóŋnɨ Mèín. 
ACT.20.37	Ŋgáb lâs, ŋgáb yaá kɨ́ínɨ. Ŋgáb ɨ́ yà kùùtèèkɨ́nɨ Pôl àm ɓe ŋgáb yi ɓa gɔ̀ɔ̀niì. 
ACT.20.38	Ŋgáb yi ókɓa yəré sumí àm ŋgə́ yi ta vúme ŋgáb tɨ̀ bɨ ɓàìncɨ̀r na rè á. Á ŋgáb háasogi ŋgə́ há̧á̧ sɔ̀ɔ́.
ACT.21.1	Ɓwâ nɨ́me kɨ̀jííb nùb ə́mní ya gɔɔré, nɨ́m ɨ́ lê kwáìn ɗà nɨ́m ɨ́ gɨ̀ɓà nɨ́ gi̧í̧ há̧á̧ Kôs; ye saín nɨ́m ɨ́ féìn Rôdə̀. Éíndôŋ ɓèé, nɨ́m ɨ́ gì féínnɨ Pàtàrâ. 
ACT.21.2	Nɨ́m kwàɗóòrê kór du gìnɨ Fènìsíì ɓè, nɨ́m ɨ́ lə́ndôŋ no, nɨ́m ɨ́ gì nɨ́. 
ACT.21.3	Nɨ́m féín gín Cîpɨ̀rə̀, nɨ́m ɨ́ pèìnndôŋ ŋgə́ péín ŋgáár pène. Nɨ́m ɨ́ gì nɨ́ péín Sìríì, á nɨ́m féín Tíìr; ɓè á haain yi du kwánnè yi du mènɨ. 
ACT.21.4	Nɨ́m yi kwatɨ́ nùb ə́mní kwé ku, nɨ́me ŋgáb ɨ́ jə̂b jíì tɨ́ɓaám. Ɓe nyòm Nyéhè Sarɨ́nne, ŋgáb ɨ́ sóŋhȩ̀ Pôl ŋgə́ nɨ Yèrúsàlèm gɨ̀r. 
ACT.21.5	Ɨ́dù hȩ jíì gùrí nɨ́mè yi ɗóoré, nɨ́m ɨ́ éícùrê gùrí. Ŋgáb ɓe gub ɓoò ɓe munɨ́b ɓoò ɨ́ háàsòɓà nɨ́m há̧á̧ gín mvúmí. Nɨ́m ɨ́ cáàmsê saséé gín mvúmí ɓè, Mèín yóŋnɨ. 
ACT.21.6	Ɓwâ nɨ́me ŋgáb ya nyindɨcáaŋndé, nɨ́m ɨ́ lê nɨ́ kwáìn, ŋgáb ɨ́ gɨ̀cùcê ŋgábè yúkbìn. 
ACT.21.7	Ə́rè nɨ́m yi éí Tíìr gìnɨ Tòlèmàyîs á gùr nɨ́mè kwánnè yi cɔ̧́. Tòlèmàyîs ɓè á nɨ́me mwin yàáb ə́mní yi nyindi ɗà nɨ́me ŋgáb ɨ́ jə̂b kpíí. 
ACT.21.8	Ye saín nɨ́m ɨ́ éíndôŋ, á nɨ́m gi féínnɨ Sèsàrê. Nɨ́m ɨ́ lê Fɨ́lɨ̂b
ACT.21.9	Ŋgə́ yaá ɓe munɨ́b nɨ̀gub nààsɨ̀b yi du tàndóŋnànɨ nɨ̀vɨ́tɨ̀b Kìn Mèín tómworé, ŋgáb yi bɨ́ ŋgwáá ŋgáré ɗàyèwá. 
ACT.21.10	Nɨ́m yaácɨ̀ ɓè jíìb ti nó, á 
ACT.21.11	Ŋgə́ ɨ́ gàìnwò nɨ́m, ŋgə́ ɨ́ áhô̧ lí ŋgù̧né Póòl, ŋgə́ ɨ́ kwéícùɓà gurub ɓe ŋgárɨ̀b ŋgə́ nɨ̀mɨrí no. Á ŋgə́ ta: «Nyéhè Sarîn wáaɓatɨ́ ɨnè: Nɨ̀mɨr lí ŋgù̧né rèè Jwîf bɨ ɓa ŋgə́ kwéíɓwênɨ Yèrúsàlèm u̧ á, ŋgáb a gɔ̀ksòkɨ́nà ŋgə́ nùb du Jwîf séé.» 
ACT.21.12	Hȩ nɨ́m óknɨ u̧nèé, nɨ́me nùb Sèsàréè ɨ́ yôŋ Pôl ŋgə́ nɨ Yèrúsàlèm gɨ̀r. 
ACT.21.13	Ɨ́dù Pôl ɨ́ tàcù ɨnè: «Àm níì á nyí du kɨ́ínɨ mánɨ nànɨ mɨ yəré? Kɨ́ moò, mɨ á mɨ kə́sə́k ə́ə̀mnɨ nɨ́ɨ́b lâs. Tàgɨ̀ kùb kwéí mɨ kwéin, tàgɨ̀ mɨ kú Yèrúsàlèm ku ɓe ɨ́r Yésùù nò du Kéké nɨ́mè.» 
ACT.21.14	Hȩ ŋgə́ yi mvú nɨ́ óknɨ nyindí nɨ́mè ɓɔ̧ne, nɨ́m ɨ́ mbɨ́kcì nɨ́ yô̧ ŋgéé, á nɨ́m ta: «Nɨ́ɨ́b lâs ndɨ̀ŋhácɨ̀ hȩ Kéké ɗúré!»
ACT.21.15	Nɨ́m ɨ́ jə̂b ɓè jíìb ti kù, á nɨ́m nyaŋhȩ gùr gìnɨ Yèrúsàlèm. 
