GEN.1.1	Ainau anai bag God safam a tafanam ifourai. 
ROM.1.11	Yabin yau abiamari kwakwan anitem, ato ayubit an siwar on aurim anfasararam, onai aniyamem ayuai ankufaiwarim. 
ROM.1.12	Yau dura aifan abikakafun on omi a yau on ra kaita tanibaibais bonen, omi ami baitutum on yau inibaisiu a yau au baitutum on omi inibaisim.
ROM.1.13	Yau taitaiu tutuau, yau agogoi wonsagob wera sigaraba maiau yau abotitiwagiu atnat atfasiuem mes, baise bobo tani on ra fufur ibiyameu on nan iyayafoteu mom inat ari igat. Yau agogoi sabu fani omi sanamui semama mat on anboes sinnat Iesu sinigibubunuai mes, ato sabu men Jew yangan fani tafanam fani semama sanasi auris afofour ba. 
ROM.1.14	Yabin yau on God bobo iteu sabu engon tutufin aniagires mes, sabu Greek yangan a sabu men Greek yangan, sabu sagobotis a sabu ojis auris. 
ROM.1.15	On mes yau agogoi kwakwan omi mat iyabon Rome womama on aurim Wasagobin ankurereb mes.
ROM.1.16	Yau Wasagobin akurereb aurin on men mamai eboeu on; ato atonio wasagobin on God an faiwar on nan, osi sabu iyabon sinbitutum on iniyawasis, Jew yangan on ainau iniyawasis weie sabu men Jew yangan ba. 
ROM.1.17	Yabin wasagobin on ebiyoboet mamaba God on sabu ebiyames senat On matanai asi yawas totorin semamatar aurin on: God an eta mamaba ebiyamai sabu senat On matanai asi yawas totorin semamatar an bosurufin a an baisawarin on engon baitutumai wat. God an dura buk amonai sigayam siyau, “Iyai iyafan an baitutum emon innat God matanai an yawas totorin wat inmamatar on arimon yawasin inama.”
ROM.1.18	God an yatatab on safam emon rerebai esusur sabu bobo komasis engon tutufin sefofour auris, osi sabu asi yawas komasis sefofour emon on God an dura maiauin sebotan, men sibo segat on. 
ROM.1.19	God sabu ebimakies yabin sabu mamaba God sinsasagobai on iyamai irereb osi auris sinitai. God Toun on iyamai irerebai osi sabu auris On Toun on sinsagobai mes. 
ROM.1.20	God tafanam ifofourai nenei, On an bobo gagamis, an faiwar mama wantoanin a On Toun on dura bag God, on iyamen rerebai taiten. God bobo ifofouren nan sabu min rerebai siniten sinsagob. On mes osi sabu on men sinau, “God an bobo aifan ifofour on wei men wasagob on!” 
ROM.1.21	Osi on God sisagobai, baise osi on men God sifain siduduranai on o osi on men sikakafai on. Baise osi asi bainonot on inat yabin wagan wat imatar ato osi asi not waganin amonai on wouman wat ibonu yen. 
ROM.1.22	Osi sau on osi gigiboanotis, baise osi on tufais; 
ROM.1.23	osi on God Maiuin bag sitkwakwafirai on sikirir, baise baiyuyur siyamai orot asi itis ba o kiwiu o bobaitu o mota on siyamen sikwakwafires.
ROM.1.24	Yabin sabu on tufais, on mes osi nunuas asi gogoi nanaba on God atonio bobo iyamai ikirires bobo komasis on sefofour, a osi on usis aurin on mamai an bobo on tuturas mat sefofour bonen. 
ROM.1.25	Osi God an dura maiauin on sikirir ato baisigogo dura on sibo; osi on God sawar aifan ifofouren on sekwakwafiren a sebiagiren baise osi on tafanam Baimatarenotin Toun, On sitifain sitiduduranai au wantoan! Dura Bag.
ROM.1.26	Yabin sabu atonio bobo sifofour fasinai on, God on ikirires osi asi gogoi nanaba mamai an bobo on sefofour. Mat jever on eb osi awawas orot mat si’yen simimisir on sikirir ato tous tuturas jever on mat sebiyayar. 
ROM.1.27	On eta kaitamomai orot on eb yawas an etaiai bag jever mat sen semimisir on sikirir ato sibosuruf orot tous tuturas orot mat on segogoiis bag siniyayar bonen mes. Orot on mamai an bobo on tous wat auris sefofour bonen, ato on yabinai osi tous usisi emon on baimaki sibo ato asi bobo komasis sifofour aurin on.
ROM.1.28	Yabin sabu on men sigogoi dura maiauin God aurin on sitsagob, on mes On ikirires osi asi bainonot komasis on sebinonoten, onai osi bobo men on nanaba sitfofour on sefofour. 
ROM.1.29	Osi on bobo komasis ta ta on sibonues, bobo komasis, baiafeyan a sebisisiweiis bonen, osi on baiboboar wat on amosi ibonu yen, bairabob, baigagam, baisigogo, a osi tuturas sekuneneyis. Osi seyayanu, 
ROM.1.30	a dura komasisi nan on tous sawures bonen, osi on God sebisisiweiai, osi dura komasisi nan tous sawures bonen, setaseseir, tous sebogaiis; osi bobo komasis an eta sigaraba four auris on sebinonoten kwakwan; osi on a’yos tatamas auris sebifonaseir; 
ROM.1.31	osi kokok ba sefofour; osi asi aumatan on men sebokikin on, a osi on yawas wawaninai nan tuturas auris sefofour a osi tuturas auris on men sebiyababan on. 
ROM.1.32	Osi sisagob God an baifafaro dura iyau on sabu iyabon atonio yawasai semama on serarabob. Osi on men atonio osi bobo wat on nana sefofour on; baise sabu fani atonio bobo sefofour on auris sebibasites.
ROM.2.1	Yau turau, om men tuturam fani unigurubabanis mes. Om iyafan tuturam fani unbigurubabanis on, om men fofonin dura uniyafot on, om mat bokomas uyamai. On an ra om tuturam fani ebigurubabanis, baise om osi bobo komasis sefofour, on magis kaita min om nanaba efofour, ato om on toum baimaki ebitem. 
ROM.2.2	God on ato osi sabu iyabon osi bobo komasis nanaba sefofour on ebigurubabanis, ato ot tasagob On totorinai wat sabu ebigurubabanis. 
ROM.2.3	Baise yau turau, om on atonio osi bobo magis kaita on toum efofour ato om tuturam ebigurubabanis! Ato om enonosin arimon God an baigurubaban emon unayai kirir? 
ROM.2.4	O tait om on God an kaber gagamin om aurim a On nana yaterabobai emomousim aurin on ebisisiweiai. Dura bag om usagob God on kaberotin yabin On efofourtobon inbonanawaiim unan ya baikitabir unboai mes. 
ROM.2.5	Baise om nunuam on wawanin a om men egogoi dura untatam. On mes om toum aurim am baimaki on gagamin fafa bag ebitem on an werai God an yatatab a an baigurubaban totorin an Ra inboai ingagat nan. 
ROM.2.6	Yabin orot jever kakaita kakaita asi boboai nan on God arimon asi baiyan inraramis. 
ROM.2.7	Sabu fani on nana bobo obis sefofour, a On baifain baiduduranin a yawas mama wantoanin aurin on senunuen; osi sabu auris on God arimon yawas mama wantoanin inites. 
ROM.2.8	Sabu fani on tous auris on senonosis kwakwan ato yawas totorin aurin on sebisisiwei; a osi yawas komasin aurin on segogoi on sinigibubunuai; osi sabu auris on God arimon yatatabai nan inigurubabanis inimakies. 
ROM.2.9	Sabu engon tutufin iyabon bobo komasis sefofour on baikokosar a usibaban sinboai, Jew yangan on ainau baikokosar sinboai weie sabu men Jew yangan mat on gibui baikokosar sinboai. 
ROM.2.10	Baise God on arimon baiduduran, baifain a tuf on sabu engon osi iyabon bobo obis sefofour on inites, Jew yangan on ainau inites weie sabu men Jew yangan mat gibui inites. 
ROM.2.11	Yabin God on fofoninai wat sabu engon tutufin ebigurubabanis.
ROM.2.12	Sabu men Jew yangan on men Moses an Baifafaro dura sibo on; baise osi on sibokomas a sisiwan, basit osi Baifafaro dura on men sibo min on. Jew yangan on baifafaro dura sibo; osi sibokomas a Baifafaro duraiai on igurubabanis. 
ROM.2.13	Yabin sabu on men Baifafaro dura setatam nan senat God matanai asi yawas totorin semamatar on, baise Baifafaro dura wawaninai aifan ebikakafun on aurin unifonabo bobo uniyamen on nan unnat am yawas totorin wat unmatar. 
ROM.2.14	Sabu men Jew yangan on men Baifafaro dura sibo on; baise osi asi gogoi nanaba Baifafaro dura iyau nanaba sinfofour on, osi on tous sisagob menan on men sinafour a menan on sinafour, basit osi men baifafaro dura sibo min on. 
ROM.2.15	Osi asi bobo ebiyoboes on aifan Baifafaro dura ibikakafun on nunuasi sigayamen sen nono. Osi asi bainonot mat ebiyoboes on dura bag, ra tani asi bainonotai yawures on osi bobo komasin sifour, ra ta asi bainonot yawures on osi bobo obin sifour. 
ROM.2.16	On mes yau Wasagobin akurereb, on iyau nanaba on, atonio bobo on arimon nanaba on Ra nan inmatar, on an rai God on Iesu Kerisoai arimon sabu asi bainonot buburis on inigurubabanen.
ROM.2.17	Ato om aurim on mamaba? Om toum eyoyorem Jew orot; om Baifafaro dura ebitutumai a toum ebogagaiim ebikakafun yau, God on om ebinoanim; 
ROM.2.18	om usagob mamaba God egogoi om bobo unabo mes on, a om Baifafaro dura amonai on usagob bobo totorin wat on unrubin; 
ROM.2.19	om enonosin dura bag om on sabu matas fotis asi eta ebinetewaris senan, a om on tafa ba sabu iyabon woumanai semama on amosi etatagawai, 
ROM.2.20	om enonosin dura bag on sabu asi not samisamis on unitotoren, a fifirig gugudis unibebeyes. Yabin om Baifafaro dura ubo on mes om enonosin dura bag on engon tutufin usagob tiwag a dura aifan ebikakafun on dura bag wat. 
ROM.2.21	Om on sabu fani ebibebeyes—ato aibo mes om toum on men ebibebeyim? Om dura ekurereb yau, “Omi men wonbainau”—baise om toum on ebabainau. 
ROM.2.22	Om yau, “Omi men wonireg nan mes”—baise om on ebireg nan. Sabu baiyuyur sekwakawfires aurin on dura wawaninai yawures men sinkwafiren mes—baise om on baiyuyur ato tafaror goai sen on ebabainauen. 
ROM.2.23	Om God an baifafaro dura uboai aurin on toum ebogagaiim—baise om On an baifafaro dura u’yastob aurin on God ebimamaiai. 
ROM.2.24	God an dura buk amonai sigayam siyau, “Omi Jew yangan ami bobo emon on, sabu men Jew yangan on God Wabin aurin on dura komasis sebikakafun.”
ROM.2.25	Om Baifafaro dura aurin utbifonabo on, am askibubu ebiyamai on er an yabin auman; baise om Baifafaro dura aurin ebifonaseir on, sitau om men siaskibubuem bait. 
ROM.2.26	Orot men Jew, on men siaskibubuai on, ato Baifafaro dura aurin ibifonabo on, God arimon on aurin inidura bag on sitau siaskibubuai bait. 
ROM.2.27	On mes omi Jew yangan on arimon sabu men Jew yangan on sinigurubabanim, yabin omi Baifafaro dura wastob on mes, basit omi on Baifafaro dura on toum wobo a siaskibubuem, baise osi Baifafaro dura aurin on sifonabo, basit osi on men usis maiauis siaskibubues on. 
ROM.2.28	Dura au kanfoun on, iyafan on Jew maiauin, dura bag sibiaskibubuai on? Ambin, orot men ato usin koun wat on Jew orot a asir orot usin maiauin sibiaskibubuai on. 
ROM.2.29	Baise dura bag Jew on orot ato usin amonai on Jew orot, an yabin min on orot nunuanai on siaskibubuai, on min God an Ayu an bobo, men Baifafaro dura sigayam nan on. Atonio orot on baifain God emon eboai, men orot jever emon eboai on.
ROM.3.1	Jew yangan min asi obin irat kwakwan, men sabu men Jew yangan ba? O askibubu min er an yabin auman? 
ROM.3.2	On dura bag, eta au engonai on ebibasit! Efan ainau bag on, God itutum On an dura Jew yangan ites. 
ROM.3.3	Ato Jew sabu fani men sibitutum on mamaba? On yabinai omi wononosin God aifan iyaumatan on men iniyamai? 
ROM.3.4	Ambin bag! Om unsagob God on ra fufur dura maiauin wat ebikakafun, basit sabu engon tutufin on sebisigogo min on. God an dura buk amonai sigayam siyau,
ROM.3.4	“Om dura ebikakafun on totor dura maiauin wat ebikakafun; Om sabu sebiubarem on totor dura maiauin wat ebikakafun ebisowaris.”
ROM.3.5	Baise ot ati bobo komasis tafofour on sabu rerebai seitai God aifan bobo efofour on totorin wat. Ot dura arimon mamaba tanau? God min eta ebisarar fetag asir ebimakiet? (Yau atonio dura abikakafun on orot jever asi dura ra engon sebikakafun ba.) 
ROM.3.6	Atonio on men dura bag! God on men bobo fofoninai wat itfofour on, On men arimon tafanamai sabu itigurubabanis tiwag on.
ROM.3.7	Baise orot jever arimon inau, yau au baisigogo duraiai nan on God Wabin duran gagamin abogaiai, yabin yau au baisigogo duraiai on God an dura maiauin ebiyamai ebidura bag. On mes yau on aibo mes God igurubabaniu yau on bokomasotiu? 
ROM.3.8	Ot aibo mes kokok dura on tanikakafun tanau, “Bobo komasis sigaraba tanafour ato yawas obis on sigaraba sinnat”? Sabu fani on dura bag atonio dura kaitamomai nan dura komasisi siyawureu, siubareu siyau on yau atonio osi dura kaitamom on aikakafun! Sabu ato osi nanaba asi bobo emon on God arimon asi baiyan gagamin inites inimakies.
ROM.3.9	On mes ot Jew yangan on obit bag men sabu men Jew yangan ba? Ambin bag! Yau on aiyoboem nono Jew yangan a sabu men Jew yangan on bokomas an faiwar babanai tamama. 
ROM.3.10	God an dura buk amonai sigayam siyau:
ROM.3.10	“Men iyafan tani on an yawas totorin on,
ROM.3.11	men iyafan tani on gigiboanotin o God ekwakwafirai on.
ROM.3.12	Sabu engon tutufin on kous God aurin siyein; osi engon eta sisarar bobo komasis sefofour; men iyafan tani bobo obin efofour mes, ambin bag men iyafan tani.
ROM.3.13	Osi duraiai wat tuturas seborarabis; osi fafesi on baisigogo dura on sebikakafunen, a dura komasis riribis bag mota an farum ba on giburusi emon segat nan sabu sebirabobis;
ROM.3.14	osi awasi osi on audab dura riribis wat on sebikakafunen.
ROM.3.15	Osi sabu on sasasan wat sinikomasim a sinasububunuem;
ROM.3.16	osi efan menan menan senan on sabu sebikomasis a sebiyames sebikokosaris.
ROM.3.17	Osi on tuf an yawasai tuturas mat mair ma tiwag on men sisagob on,
ROM.3.18	o osi God men sebeberuai on.”
ROM.3.19	Ari tasagob baifafaro dura engon buk amonai sigagayamen on ato osi sabu iyabon baifafaro dura babanai semama auris, onai sabu engon tutufin on awas sinafot ato God arimon tafanam engon tutufin amonai sabu engon inigurubabanis. 
ROM.3.20	Yabin men orot jever tani Baifafaro dura iyau nanaba ifofour on nan inat God matanai an yawas totorin imatar on; aifan Baifafaro dura efofour on ebiyamai orot jever esasagob on ibokomas.
ROM.3.21	Baise ari on God orot jever ebiyames asi yawas totorin semamatar on aurit ibo igat iyoboet, ato men baifafaro dura takakaifarai nan iyamet ati yawas totorin tamatar on. Baifafaro dura a aubairuruotis min atonio yawas mamaba God iniyamai inmamatar on aurit sikakafun: 
ROM.3.22	Sabu asi baitutum Iesu Kerisoai seyeyeinin on God osi ebiyames senat asi yawas totorin semamatar. God atonio bobo on sabu engon auris efofour osi sabu iyabon Keriso sebitutumai on, yabin men iyafan tani on magin tani, ab engon tutufin on fofonin wat: 
ROM.3.23	Sabu engon tutufin on sibokomas on mes osi on men fofonin arimon God Toun Kudidirin on mat sinikaita sinama on. 
ROM.3.24	Baise God an siwar an baiyan ambin an kaber Iesu Kerisoai nan ifofour on osi sabu engon tutufin itobonis iboes men sinat On matanai asi yawas totorin simatar. 
ROM.3.25	God on Keriso ikutetai onai On an rabobai on itiyamai sabu asi baitutum On aurin sityeyeinin on asi bokomas sitinotbur. God atonio bobo ifour onai itiyoboet God on ra fufur bobo totorin a fofoninai wat efofour. Ainau bag, On nana yaterabobai imomousin a sabu asi bokomas sifour on nana irutatanen; 
ROM.3.26	baise ari wera on God on sabu asi bokomas on enonosin, On an yawas totorin on iniyoboet. On etaiai God ebiyoboet On Toun on an yawas totorin wat ato sabu engon on iyafan Iesu ebitutumai on ebiyamai an yawas totorin emamatar.
ROM.3.27	Ato ot aifan aurin on tout tanbogaiit? Ambin! Ato atonio bobo an yabin bag on aifan? Ot Baifafaro dura tabifonabo aurin on? Ambin, baise ot tabitutum on. 
ROM.3.28	Yabin dura kanfounai tanau on, orot an baitutumai on enat God matanai an yawas totorin emamatar, ato men Baifafaro dura iyau nanaba unfofour on nan unnat am yawas totorin unmatar on. 
ROM.3.29	O God min Jew yangan wat asi God? Ato On men sabu men Jew yangan mat asi God? Dura bag On sabu men Jew yangan mat asi God. 
ROM.3.30	God on kaitamom, ato Jew yangan asi baitutumai on inboes sinnat On matanai asi yawas totorin sinmatar, a mat sabu men Jew yangan asi baitutumai on iniyames On matanai on asi yawas totorin sinmatar. 
ROM.3.31	On mes atonio an yabin min ot tabitutum on mes baifafaro dura on tarereben? Ambin bag, baise Baifafaro dura on nana tanbokikin.
ROM.4.1	Ot wawat agirit Abraham on ot ati tar, on toun aurin on mamaba tanau? On abi bobo igaturai? 
ROM.4.2	On ato bobo ifofour nan on God itiyamai itnat matanai an yawas totorin itmatar nan on On arimon toun wabin itbogaiai. Baise on men fofonin God matanai toun Wabin itbogaiai on. 
ROM.4.3	God an dura buk amonai sigayam siyau, “Abraham on God itutumai, ato on an baitutum emon on God ibo iyamai inat an yawas totorin imatar.” 
ROM.4.4	Orot bobo ebobo on sebibaiyanai, on an baiyan on men siwar on, baise on aifan baiyan aurin ibobo on eboai. 
ROM.4.5	Baise orot on men an boboai nan iniyamai God matanai an yawas totorin inmatar on, ab on iyafan ebitutum on, on iyafan God ebitutumai ato on an bokomas nana yen on esosouin egugumidar, a on an baitutum emon God eboai ebiyamai onai on enat matanai an yawas totorin emamatar. 
ROM.4.6	David min atonio dura kaitamom aurin on ikakafun iyau, orot jever senat God matanai asi yawas totorin semamatar on yasisir gagamin bag, men osi asi bobo emon senat asi yawas totorin semamatar on.
ROM.4.7	“Yasisir gagamin bag ato osi sabu bobo komasis sifofour on, God inotbures, osi asi bokomas on God isouen isawar!
ROM.4.8	Yasisir gagamin bag orot iyafan an bokomas ifofour on Bada men arimon nana innonosin on!”
ROM.4.9	David atonio yasisir aurin ibikakafun min sabu sibiaskibubues wat on ebinoanis? Ambin. Atonio yasisir on sabu men siaskibubues on mat ebinoanis. Yabin wei God an dura buk amonai sigagayam on nan waikakafun wau, “Abraham on God itutumai, ato yabin on an baitutumai on God ibo iyamai inat matanai an yawas totorin imatar.” 
ROM.4.10	Atonio bobo on meyan inmatar? Atonio bobo min ainau o gibui imatar weie Abraham siaskibubuai? Ainau, men gibui. 
ROM.4.11	On gibunai weie siaskibubuai, ato on an askibubu on asir ayun wat inidura bag on, yabin Abraham an baitutum emon on God ibo iyamai inat matanai an yawas totorin imatar weie siaskibubuai. On mes ayuai on Abraham on osi tamas, osi iyabon engon tutufin God sebitutumai on a On iboes sinat On matanai asi yawas totorin simatar, basit osi men siaskibubues min on. 
ROM.4.12	Mat Abraham on ato osi sabu iyabon sibiaskibubues on osi tamas, osi men ato sibiaskibubues wat auris on, baise osi on baitutum an yawas kaitamomai nan simama mamaba tamat Abraham ainau imama ba weie gibui siaskibubuai.
ROM.4.13	God on Abraham a an dam warar auris iyaumatan ato tafanam on engon arimon osi ininoanis. Atonio aumatan on siyamai, men ato Abraham Baifafaro aurin ifonabo on, baise On itutum ato God ibo iyamai inat an yawas totorin imatar. 
ROM.4.14	Ato God aifan i’yaumatan on ato osi sabu iyabon Baifafaro dura aurin sinbifonabo inbibites on, orot jever asi baitutum on yabin ambin a God an aumatan on yabin wagan wat. 
ROM.4.15	Baifafaro dura on God an yatatab ibo enat; baise baifafaro dura ambin on, men arimon baifafaro dura tatastob on.
ROM.4.16	Aumatan on baitutum tefanai nan etatawar, onai aumatan on God an siwar an baiyan ambin on Abraham an dam warar engon auris ites—ato men osi sabu iyabon Baifafaro dura aurin sibifonabo wat auris on, baise osi sabu iyabon Abraham ifofour ba on nanaba situtum on mes, osi mat ites. Yabin ayuai on Abraham on ot engon tutufin tamat; 
