GEN.1.1	U poèetku stvori Bog nebo i zemlju. 
2CH.18.24	A Miheja mu reèe: eto, vidjeæeš u onaj dan kad otideš u najtajniju klijet da se sakriješ. 
2CH.18.25	Tada car Izrailjev reèe: uhvatite Miheju, i odvedite ga k Amonu zapovjedniku gradskom i k Joasu sinu carevu. 
2CH.18.26	I recite im: ovako veli car: metnite ovoga u tamnicu, a dajite mu po malo hljeba i po malo vode dokle se ne vratim u miru. 
2CH.18.27	A Miheja reèe: ako se vratiš u miru, nije Gospod govorio preko mene. Još reèe: èujte svi narodi. 
2CH.18.28	I otide car Izrailjev s Josafatom carem Judinijem na Ramot Galadski. 
2CH.18.29	I reèe car Izrailjev Josafatu: ja æu se preobuæi kad poðem u boj, a ti obuci svoje odijelo. I preobuèe se car Izrailjev, i otidoše u boj. 
2CH.18.30	A car Sirski zapovjedi vojvodama od kola svojih govoreæi: ne udarajte ni na maloga ni na velikoga nego na samoga cara Izrailjeva. 
2CH.18.31	A kad vojvode od kola vidješe Josafata, rekoše: to je car Izrailjev. I okrenuše se na nj da udare. Ali Josafat povika, i Gospod mu pomože, i odvrati ih Bog od njega. 
2CH.18.32	Jer vidjevši vojvode od kola da nije car Izrailjev, otstupiše od njega. 
2CH.18.33	A jedan zastrijeli iz luka nagonom i ustrijeli cara Izrailjeva gdje spuèa oklop. A on reèe svojemu vozaèu: savij rukom svojom i izvezi me iz boja, jer sam ranjen. 
2CH.18.34	I boj bi žestok onoga dana, a car Izrailjev zaosta na kolima svojim prema Sircima do veèera, i umrije o sunèanom zahodu.
2CH.19.1	A kad se Josafat car Judin vraæaše s mirom kuæi svojoj u Jerusalim, 
2CH.19.2	Izide preda nj Juj sin Ananijev, vidjelac, i reèe Josafatu: bezbožniku li pomažeš, i one koji mrze na Gospoda ljubiš? zato se podigao na te gnjev Gospodnji. 
2CH.19.3	Ali se našlo dobra na tebi što si istrijebio lugove iz zemlje i što si upravio srce svoje da tražiš Boga. 
2CH.19.4	Potom Josafat sjeðaše u Jerusalimu, i opet proðe po narodu od Virsaveje do gore Jefremove, i povrati ih ka Gospodu Bogu otaca njihovijeh. 
2CH.19.5	I postavi sudije u zemlji po svijem tvrdijem gradovima Judinijem, u svakom gradu. 
2CH.19.6	I reèe sudijama: gledajte šta æete raditi, jer neæete suditi za èovjeka nego za Gospoda, koji je s vama kad sudite. 
2CH.19.7	Zato neka bude strah Gospodnji u vama; pazite i radite, jer u Gospoda Boga našega nema nepravde, niti gleda ko je ko, niti prima poklona. 
2CH.19.8	Takoðer i u Jerusalimu postavi Josafat od Levita i sveštenika i glavara domova otaèkih u Izrailju za sudove Gospodnje i za raspre; jer dolažahu opet u Jerusalim. 
2CH.19.9	I zapovjedi im govoreæi: tako radite u strahu Gospodnjem, vjerno i cijela srca. 
2CH.19.10	I u svakoj parnici koja doðe k vama od braæe vaše što sjede po gradovima svojim, da rasudite izmeðu krvi i krvi, izmeðu zakona i zapovijesti, izmeðu uredaba i sudova, obavijestite ih da ne bi griješili Gospodu, da ne bi došao gnjev njegov na vas i na braæu vašu; tako èinite, te neæete zgriješiti. 
2CH.19.11	I evo, Amarija poglavar sveštenièki biæe nad vama u svijem poslovima Gospodnjim, a Zavdija sin Ismailov voð doma Judina u svijem poslovima carskim; takoðer Leviti upravitelji biæe uz vas. Budite slobodni, i radite, i Gospod æe biti s dobrijem.
2CH.20.1	A poslije toga sinovi Moavovi i sinovi Amonovi i s njima koji žive meðu sinovima Amonovijem, doðoše da vojuju na Josafata. 
2CH.20.2	I doðoše te javiše Josafatu govoreæi: ide na te veliko mnoštvo ispreko mora, iz Sirije; i eno ih u Asason-Tamaru, a to je En-Gad. 
2CH.20.3	A Josafat se uplaši, i obrati lice svoje da traži Gospoda, i oglasi post po svoj zemlji Judinoj. 
2CH.20.4	I skupiše se svi sinovi Judini da traže Gospoda, i iz svijeh gradova Judinijeh doðoše da traže Gospoda. 
2CH.20.5	Tada stade Josafat u zboru Judinu i Jerusalimskom u domu Gospodnjem pred trijemom novijem, 
2CH.20.6	I reèe: Gospode Bože otaca naših! nijesi li ti Bog na nebu i vladaš svijem carstvima narodnijem? nije li u tvojoj ruci moæ i sila da ti niko ne može odoljeti? 
2CH.20.7	Nijesi li ti, Bože naš, odagnao stanovnike ove zemlje ispred naroda svojega Izrailja, i dao je navijek sjemenu Avrama prijatelja svojega? 
2CH.20.8	Te se naseliše u njoj, i sagradiše ti u njoj svetinju za ime tvoje govoreæi: 
2CH.20.9	Kad nas zadesi kako zlo, maè osvetni ili pomor ili glad, staæemo pred ovijem domom i pred tobom, jer je ime tvoje u ovom domu, i vapiæemo tebi u nevolji svojoj, usliši i izbavi. 
2CH.20.10	A sad evo, sinovi Amonovi i Moavovi i oni iz gore Sira, kroz koje nijesi dao sinovima Izrailjevijem proæi kad iðahu iz zemlje Misirske, nego ih obidoše i ne istrijebiše; 
2CH.20.11	A evo, oni nam vraæaju došavši da nas istjeraju iz našljedstva tvojega, koje si nam predao. 
2CH.20.12	Bože naš, zar im neæeš suditi? jer u nama nema snage da se opremo tome mnoštvu velikom, koje ide na nas, niti mi znamo što bismo èinili, nego su oèi naše uprte u te. 
2CH.20.13	A svi sinovi Judini stajahu pred Gospodom i djeca njihova, žene njihove i sinovi njihovi. 
2CH.20.14	Tada siðe duh Gospodnji usred zbora na Jazila sina Zaharije sina Venaje sina Jeila sina Matanijina, Levita izmeðu sinova Asafovijeh, 
2CH.20.15	I reèe: slušajte, svi sinovi Judini i Jerusalimljani, i ti care Josafate, ovako vam veli Gospod: ne bojte se i ne plašite se toga mnoštva velikoga, jer nije vaš rat nego Božji. 
2CH.20.16	Sjutra izidite na njih; oni æe poæi uz brdo Zis, i naæi æete ih nakraj potoka prema pustinji Jeruilu. 
2CH.20.17	Ne treba vi da se bijete u ovom boju; postavite se, stojte pa gledajte kako æe vas izbaviti Gospod, Judo i Jerusalime! ne bojte se i ne plašite se, sjutra izidite pred njih, i Gospod æe biti s vama. 
2CH.20.18	Tada se Josafat savi licem k zemlji, i svi Judejci i Jerusalimljani padoše pred Gospodom, i pokloniše se Gospodu. 
2CH.20.19	A Leviti od sinova Katovijeh i sinova Korejevijeh ustaše, te hvališe Gospoda Boga Izrailjeva glasom veoma visokim. 
2CH.20.20	A ujutru ustavši rano izidoše u pustinju Tekujsku; a kad izlažahu, stade Josafat i reèe: èujte me, Judejci i Jerusalimljani: vjerujte Gospodu Bogu svojemu i biæete jaki, vjerujte prorocima njegovijem i biæete sreæni. 
2CH.20.21	I tako dogovoriv se s narodom postavi pjevaèe Gospodnje da hvale svetu krasotu iduæi pred vojskom i govoreæi: hvalite Gospoda, jer je dovijeka milost njegova. 
2CH.20.22	A kad poèeše pjesmu i hvalu, obrati Gospod zasjedu na sinove Amonove i sinove Moavove i na one iz gore Sira, koji izidoše na Judu, te se razbiše. 
2CH.20.23	Jer sinovi Amonovi i sinovi Moavovi ustaše na one iz gore Sira da ih pobiju i potru; i kad pobiše one iz gore Sira, udariše jedni na druge, te se potrše. 
2CH.20.24	A kad Juda doðe do stražare prema pustinji, i pogleda na mnoštvo, a to mrtva tjelesa leže po zemlji, i nijedan ne bješe ostao živ. 
2CH.20.25	Zato doðe Josafat sa narodom svojim da pokupe plijen; i naðoše kod njih mnogo blaga i dragocjenijeh nakita na mrtvacima, i naplijeniše da veæ ne mogoše nositi; tri dana kupiše plijen, jer ga bješe mnogo. 
2CH.20.26	A èetvrti dan skupiše se u dolini blagoslovnoj, jer ondje blagosloviše Gospoda; zato se prozva mjesto dolina blagoslovna do danas. 
2CH.20.27	Potom okrenuše svi Judejci i Jerusalimljani i Josafat pred njima da se vrate u Jerusalim s veseljem, jer ih oveseli Gospod neprijateljima njihovijem. 
2CH.20.28	I doðoše u Jerusalim sa psaltirima i guslama i trubama u dom Gospodnji. 
2CH.20.29	I strah Božji doðe na sva carstva zemaljska kad èuše da je Gospod vojevao na neprijatelje Izrailjeve. 
2CH.20.30	I tako se smiri carstvo Josafatovo, jer mu Bog njegov dade mir otsvuda. 
2CH.20.31	I carovaše Josafat nad Judom; trideset i pet godina bijaše mu kad poèe carovati; i carova dvadeset i pet godina u Jerusalimu. Materi mu bješe ime Azuva, kæi Silejeva. 
2CH.20.32	I hoðaše putem oca svojega Ase, niti zaðe s njega, èineæi što je pravo pred Gospodom. 
2CH.20.33	Ali visine ne biše oborene, jer još ne bješe narod upravio srca svojega k Bogu otaca svojih. 
2CH.20.34	A ostala djela Josafatova prva i pošljednja, eno zapisana su u knjizi Juja sina Ananijeva, koja je stavljena u knjigu o carevima Izrailjevijem. 
2CH.20.35	Potom združi se Josafat car Judin s Ohozijom carem Izrailjevijem, koji èinjaše bezakonja. 
2CH.20.36	A združi se s njim zato da naèine laðe da idu u Tarsis; i naèiniše laðe u Esion-Gaveru. 
2CH.20.37	Tada prorokova Elijezer sin Dodavin iz Marise za Josafata govoreæi: što si se združio s Ohozijom, zato Gospod razmetnu djela tvoja. I razbiše se laðe i ne mogoše iæi u Tarsis.
2CH.21.1	Potom poèinu Josafat kod otaca svojih, i bi pogreben kod otaca svojih u gradu Davidovu; a na njegovo se mjesto zacari Joram sin njegov. 
2CH.21.2	A braæa mu, sinovi Josafatovi, bijahu: Azarija i Jehilo i Zaharija i Azarija i Mihailo i Sefatija; ti svi bijahu sinovi Josafata cara Izrailjeva. 
2CH.21.3	I otac im dade velike darove, srebra i zlata i zaklada s tvrdijem gradovima u zemlji Judinoj; carstvo pak dade Joramu, jer bješe prvenac. 
2CH.21.4	A Joram stupiv na carstvo oca svojega i utvrdiv se, pobi svu braæu svoju maèem i neke knezove Izrailjeve. 
2CH.21.5	Imaše Joram trideset i dvije godine kad se zacari, i carova osam godina u Jerusalimu. 
2CH.21.6	I hoðaše putem careva Izrailjevijeh, kao što èinjaše dom Ahavov, jer se oženi kæerju Ahavovom; i èinjaše što je zlo pred Gospodom. 
2CH.21.7	Ali Gospod ne htje zatrti doma Davidova radi zavjeta koji uèini s Davidom i što mu bješe rekao da æe dati vidjelo njemu i sinovima njegovijem uvijek. 
2CH.21.8	Za njegova vremena odvrže se Edom da ne bude pod Judom, i postaviše sebi cara. 
2CH.21.9	Zato otide Joram s vojvodama svojim i sa svijem kolima svojim; i usta noæu, te pobi Edomce koji ga bijahu opkolili, i zapovjednike od kola. 
2CH.21.10	Ipak se odvrgoše Edomci da ne budu pod Judom do danas. U isto vrijeme odvrže se i Livna da ne bude pod njim, jer ostavi Gospoda Boga otaca svojih. 
2CH.21.11	Još i visine naèini po brdima Judinijem, i navede na preljubu Jerusalimljane i prelasti Judu. 
2CH.21.12	Tada mu doðe knjiga od Ilije proroka, gdje mu govoraše: ovako veli Gospod Bog Davida oca tvojega: što nijesi hodio putovima Josafata oca svojega i putovima Ase cara Judina, 
2CH.21.13	Nego si hodio putem careva Izrailjevijeh i naveo si na preljubu Judu i Jerusalimljane, kao što je dom Ahavov naveo na preljubu Izrailja, i još si pobio braæu svoju, dom oca svojega, bolje od sebe, 
2CH.21.14	Evo, Gospod æe udariti velikim zlom narod tvoj i sinove tvoje i žene tvoje i sve što imaš. 
2CH.21.15	I ti æeš bolovati teško, od bolesti u crijevima, da æe ti crijeva izaæi od bolesti, koja æe trajati dvije godine. 
2CH.21.16	I tako podiže Gospod na Jorama duh Filistejima i Arapima koji žive od Etiopljana. 
2CH.21.17	I oni došavši na zemlju Judinu prodriješe u nju, i odnesoše sve blago što se naðe u domu carevu, i sinove njegove i žene njegove, da mu ne osta nijedan sin osim Joahaza najmlaðega sina njegova. 
2CH.21.18	I poslije svega toga udari ga Gospod bolešæu u crijevima, kojoj ne bješe lijeka. 
2CH.21.19	I dan po dan prolažaše, i kad se navršiše dvije godine, izidoše mu crijeva s bolešæu i umrije od teških bolova, i narod mu ne pali mirisa kao što je èinio ocima njegovijem. 
2CH.21.20	Imaše trideset i dvije godine kad poèe carovati, i carova osam godina u Jerusalimu, i preminu da niko ne zažali za njim; i pogreboše ga u gradu Davidovu, ali ne u grobu carskom.
2CH.22.1	A Jerusalimljani zacariše na njegovo mjesto Ohoziju najmlaðega sina njegova, jer starije sve pobi èeta koja doðe s Arapima u oko; i tako Ohozija sin Joramov posta car Judin. 
2CH.22.2	Imaše Ohozija èetrdeset i dvije godine kad poèe carovati, i carova godinu dana u Jerusalimu. Materi mu bješe ime Gotolija, kæi Amrijeva. 
2CH.22.3	I on hoðaše putovima doma Ahavova, jer ga mati nagovaraše na zla djela. 
2CH.22.4	I èinjaše što je zlo pred Gospodom kao dom Ahavov; jer mu oni bijahu savjetnici po smrti oca njegova na pogibao njegovu. 
2CH.22.5	I po njihovu svjetu hodeæi izide s Joramom sinom Ahavovijem carem Izrailjevijem na vojsku na Azaila cara Sirskoga u Ramot Galadski; i ondje Sirci raniše Jorama. 
2CH.22.6	A on se vrati da se lijeèi u Jezraelu od rana koje mu zadaše u Rami, kad se bijaše s Azailom carem Sirskim. A Azarija sin Joramov car Judin doðe u Jezrael da vidi Jorama sina Ahavova, jer bijaše bolestan. 
2CH.22.7	Ali bijaše od Boga na propast Ohoziji što doðe k Joramu; jer došav otide s Joramom na Juja sina Nimsijina, kojega Gospod pomaza da istrijebi dom Ahavov. 
2CH.22.8	Jer kad Juj izvršivaše osvetu na domu Ahavovu, naðe knezove Judine i sinove braæe Ohozijine, koji služahu Ohoziji, i pogubi ih. 
2CH.22.9	Potom potraži Ohoziju, i uhvatiše ga kad se krijaše u Samariji, i dovedavši ga k Juju pogubiše ga, i pogreboše ga; jer rekoše: sin je Josafata koji je tražio Gospoda svijem srcem svojim. I tako ne bi nikoga od doma Ohozijina koji bi mogao biti car. 
2CH.22.10	Zato Gotolija mati Ohozijina vidjevši da joj sin pogibe, usta i pobi sve carsko sjeme doma Judina. 
2CH.22.11	Ali Josaveta kæi careva uze Joasa sina Ohozijina i ukrade ga izmeðu sinova carevijeh, koje ubijahu; i sakri ga s dojkinjom njegovom u ložnicu. I tako Josaveta kæi cara Jorama žena Jodaja sveštenika sakri ga od Gotolije, jer bijaše sestra Ohozijina, te ga ne ubi. 
2CH.22.12	I bijaše s njima sakriven u domu Božijem šest godina; a Gotolija carovaše u zemlji.
2CH.23.1	A sedme godine oslobodi se Jodaj, i uze k sebi stotinike Azariju sina Jeroamova i Ismaila sina Joananova i Azariju sina Ovidova i Masiju sina Adajeva i Elisafata sina Zihrijeva, i uhvati vjeru s njima, 
2CH.23.2	Te prolazeæi zemlju Judinu sabraše Levite iz svijeh gradova Judinijeh i glavare porodica otaèkih u Izrailju, i doðoše u Jerusalim. 
2CH.23.3	I sav zbor uèini vjeru u domu Božijem s carem; i Jodaj im reèe: evo, sin æe carev carovati, kao što je rekao Gospod za sinove Davidove. 
2CH.23.4	Ovo uèinite: treæina vas koji dolazite u subotu izmeðu sveštenika i Levita neka budu vratari na pragu; 
2CH.23.5	A druga treæina neka bude u carskom dvoru; a ostala treæina na vratima od temelja, a sav narod u trijemovima doma Gospodnjega. 
2CH.23.6	Niko da ne ulazi u dom Gospodnji osim sveštenika i onijeh Levita koji služe; oni neka ulaze, jer su posveæeni, a sav narod neka èini što je Gospod zapovjedio da èini. 
2CH.23.7	I Leviti neka opkole cara svaki s oružjem svojim u ruci; i ko bi god ušao u dom, da se pogubi; i budite uz cara kad stane ulaziti i izlaziti. 
2CH.23.8	I uèiniše Leviti i sav narod Judin sve što zapovjedi sveštenik Jodaj; i uzeše svaki svoje ljude koji dolažahu u subotu i koji odlažahu u subotu; jer Jodaj sveštenik ne otpusti redova. 
2CH.23.9	I dade Jodaj sveštenik stotinicima koplja i štitove i štitiæe cara Davida što bijahu u domu Božijem. 
2CH.23.10	I postavi sav narod sve s oružjem u ruku, od desne strane doma do lijeve prema oltaru i prema domu, oko cara. 
2CH.23.11	Tada izvedoše sina careva, i metnuše mu na glavu vijenac, i daše mu svjedoèanstvo, i zacariše ga, i Jodaj i sinovi njegovi pomazaše ga i rekoše: da živi car! 
2CH.23.12	A kad Gotolija èu viku naroda koji se stjecaše i hvaljaše cara, doðe k narodu u dom Gospodnji. 
2CH.23.13	I pogleda, i gle, car stajaše kod svojega stupa na ulasku, a knezovi i trube oko cara, i sav narod zemaljski radovaše se i trube trubljahu i pjevaèi pjevahu uz oruða muzièka i oni koji poèinjahu u pjevanju. Tada razdrije Gotolija haljine svoje i povika: buna! buna! 
2CH.23.14	A Jodaj sveštenik zapovjedi da izidu stotinici koji bijahu nad vojskom, i reèe im: izvedite je iz vrsta napolje, i ko poðe za njom neka se pogubi maèem; jer reèe sveštenik: nemojte je ubiti u domu Gospodnjem. 
2CH.23.15	I naèiniše joj mjesto, te otide kako se ide vratima konjskim u dom carev, i ondje je pogubiše. 
2CH.23.16	Tada Jodaj uèini vjeru meðu sobom i svijem narodom i carem da æe biti narod Gospodnji. 
2CH.23.17	Potom sav narod otide u dom Valov, i raskopaše ga, i oltare njegove i likove njegove izlomiše, a Matana sveštenika Valova ubiše pred oltarima. 
2CH.23.18	I Jodaj uredi opet službu u domu Gospodnjem meðu sveštenicima i Levitima, koje David bješe odredio domu Gospodnjemu, da bi prinosili žrtve paljenice Gospodu, kao što piše u zakonu Mojsijevu, s veseljem i pjesmama po naredbi Davidovoj. 
2CH.23.19	Postavi i vratare na vratima doma Gospodnjega da ne bi ulazio neèist oda šta mu drago. 
2CH.23.20	I uze stotinike i znatnije ljude i koji upravljahu narodom, sav narod zemaljski, i izvede cara iz doma Gospodnjega i uðoše visokim vratima u dom carski, i posadiše cara na carski prijesto. 
2CH.23.21	I radovaše se sav narod zemaljski, i grad se umiri, kad Gotoliju ubiše maèem.
2CH.24.1	Bijaše Joasu sedam godina kad se zacari, i carova èetrdeset godina u Jerusalimu. Materi mu bješe ime Sivija iz Virsaveje. 
2CH.24.2	I èinjaše Joas što je pravo pred Gospodom dokle god bijaše živ Jodaj sveštenik. 
2CH.24.3	I Jodaj ga oženi dvjema ženama, te rodi sinove i kæeri. 
2CH.24.4	Potom Joas naumi da opravi dom Gospodnji. 
2CH.24.5	I sazva sveštenike i Levite, pa im reèe: poðite po gradovima Judinijem i kupite od svega Izrailja novaca da se opravlja dom Boga vašega od godine do godine, i vi pohitajte s tijem. Ali ne hitješe Leviti. 
2CH.24.6	Zato car dozva Jodaja poglavara i reèe mu: zašto ne nastojiš da Leviti donose iz Judeje i Jerusalima priloge koje je naredio Mojsije sluga Gospodnji zboru Izrailjevu na šator od sastanka? 
2CH.24.7	Jer bezbožna Gotolija i sinovi njezini oplijeniše dom Gospodnji i sve stvari posveæene domu Gospodnjemu obratiše na Vale. 
2CH.24.8	I tako zapovjedi car te naèiniše kovèeg, i metnuše ga na vrata doma Gospodnjega spolja. 
2CH.24.9	I oglasiše po Judeji i po Jerusalimu da donose Gospodu prilog koji je naredio Mojsije sluga Božji Izrailju u pustinji. 
2CH.24.10	I obradovaše se knezovi i sav narod, i donoseæi metahu u kovèeg dokle se ne svrši. 
2CH.24.11	I kad donošahu Leviti kovèeg po zapovijesti carevoj, vidjevši da ima mnogo novaca, dolažaše pisar carev i poslanik poglavara sveštenièkoga, te izruèivahu kovèeg, potom ga opet odnošahu i ostavljahu na njegovo mjesto; i tako èinjahu svaki dan, i nakupiše mnogo novaca. 
2CH.24.12	I davaše ga car Jodaj nastojnicima nad poslom oko doma Gospodnjega, a oni naimahu kamenare i drvodjelje da se obnovi dom Gospodnji, i kovaèe koji rade od gvožða i od mjedi, da se opravi dom Gospodnji. 
2CH.24.13	I poslovahu poslenici, i opravljanje napredovaše pod njihovijem rukama, te povratiše domu Božijemu oblièje njegovo, i utvrdiše ga. 
2CH.24.14	A kad svršiše, donesoše pred cara i Jodaja novce što pretekoše; i od toga naèini sudove za dom Gospodnji, sudove za službu i za žrtve, i kadionice, i druge sudove zlatne i srebrne. I tako prinošahu žrtve paljenice u domu Gospodnjem jednako svega vijeka Jodajeva. 
