MAT.1.1	A wo li nwer nyi etꞌtohngo ji Jisos Kraist lohng no, ji jolo mmon a Devid,
ROM.1.7	N kpꞌnyono tv wahn ane kpee, ba kpo kor Esowo, wahn ji li go Rom. Á ma-n lung re wahn jol ane babe.
ROM.1.7	Nong, Esowo Nso ejahre, a Ntul a Jisos Kraist ka-n nnoobo, a elkoono.
ROM.1.8	N kpꞌgboko mbang kak Esowo ebame saam sehng goji Jisos Kraist tib wahn ane kpee. Tibre njini kpee ebwuk bade ana ḿ ma taame tv Esowo.
ROM.1.9	Esowo bi n kpo lok-e a eltim eltim ename kpee, eji n kpꞌtiingi nnoobo etib bi Mmon ewe, ye wo kp-m yiimi ntianse re n kpo gahm-n gahm go egame ero ngare anyehng anyehng. 
ROM.1.10	Ero ebame bi n kpo kak, n kpo gboongo Esowo ngare anyehng anyehng re, lꞌfere kor-e, á lim mbang anv, me m ba nyehn-n.
ROM.1.11	Tibre kp-m sahb kꞌkor re me n nyehn-n, eji n lꞌkak-n ebo bio bi etohko, ń fere tahne.
ROM.1.12	Jia lohngo re, e bahke jo kak atemtem eltim. Ekakesehk ejahne bahk-m eltim kak, ekakesehk ejame tob kak-n eltim.
ROM.1.13	Abonanee, n kpꞌsebe re wahn kahn re, nkpel tvv n jo toobo re me m ba go egahne, eji n lꞌba, ba bong akab nti nyamongo go egahne, jang jang ana m bongo goji ane bako ba tob li ane baka baka. Ejum ji kpan-m re me n kꞌba go egahne tete sik anv. 
ROM.1.14	Tibre n kpi aneb Grik mbong, a aneb ekulugbe, a akahnkahn ane, a ane ba kil kahne ejumjum.
ROM.1.15	Owo wahnge n kpꞌnoko re me n tob ba go Rom, ba tiing-n nnoobo etib fvfo.
ROM.1.16	N nehme be ndon go eltiingi nnoobo etib bi Kraist.
ROM.1.17	Tibre nnoobo etib bi kpo lennge ana nne bahke ma li eno go esamahr bi Esowo. Li ka nne no kpꞌtaame, fere soro asi ano. Ana nwer Esowo bungu no re, “Etingi nne bahke bele elkpin tib go ege eltaame.”
ROM.1.18	Tibre Esowo eblennge ana erakatahng eje bahke lohngo go ege ejahbetul ba gbo tub abi ane, fere gbo tub ane kpee ba kil-e elkake. Go bo abꞌbi wo, bo kpo kpan etingitingi jia.
ROM.1.19	Ji ane bahke ma kahn bade Esowo eblennge bo, tibre Esowo bi ma tib bo. 
ROM.1.20	Bomo wuku wuku eji Esowo limi njini, ane ebnyehn nsahm enye nyi li go njinanjini, fere nyehn sange sange ana á lohko li Esowo go nsol nyi á limi no, jol eji nne lꞌkꞌma nyehn Esowo.
ROM.1.21	Tibre bo kꞌkahn Esowo, jol bo we kaam ekpunu ji kehn bo jol-e kake. Jol saam bo we kakem. Ntir nyi bo kpꞌtiri anv, bo kpꞌfere tir mbol mbol. Ntim ebo li ekpakekpake, ebfere gbo ejannge.
ROM.1.22	Eji bo kpꞌrodo elbo bum ana akahnkahn, bobfere jol agboolo.
ROM.1.23	Bobfere yaange ellub ni Esowo bi lꞌkꞌtiki kpo, fere ko alokelom nya li go elfoongo nne no bahke kpoko, a ni nruk, a ni enyam, a ni enyo, fere kpꞌkake. 
ROM.1.24	Owo Esowo ma yake bo re bo jo lim nsol nyi ki li saang, nyi kpo kor bo go ellimi, fere jo ko agubjing ebo, jo lim nsol ndon atemtem.
ROM.1.25	Tibre bobyaange etingitingi ji Esowo, fere ko efahnge, kpꞌkake nsol nyi Esowo limi no, fere jo loko nsol nyio, kehn nyi bo jol kake Esowo bi limi lim nsol nyio, bi fuumu re ane jo tehk-e go njinanjini. Emen.
ROM.1.26	Esi jio ji wahnge Esowo ma yake bo re bo jo lim nsol ndon nyi kpo kor bo go ellimi. Anebkal ebyaange eljini ni bo, fere kpꞌnoongo atemtem.
ROM.1.27	Ano wo fvfo aneblum ma tob yake eljini ni bo jo lim a anebkal, fere kpꞌsahb jo mꞌmelle bo go bo a ntim re bo jo noongo atemtem. Aneblum kpꞌlimi nsol ndon atemtem, owo wahnge bo kpꞌnyehne etingitingi erem bi fuumu a bo go bo agubjing tib go bo abꞌbi.
ROM.1.28	Bo joom seb re Esowo fili ntir atahng ebo. Owo wahnge á kehm yake bo re, abi ntir jo fili ntim ebo, eji bo lꞌfere jo lim ji ki fuumu re bo lim.
ROM.1.29	Elkohn abꞌbi anyehng anyehng ebrur bo go bo a ntim, ana abi nsol alimi, amahr abaare, ebi ntir, ala ateele, ane awulu, etul arake, enehm, eblum alimi, a areyi alimi. 
ROM.1.30	Bo kpo kiimi afahnge lake ane. Esowo kpo sab bo. Bo kpo lim agadagv, fere jo lim agabbe, fere jo wor anyo. Bo kpo fum abꞌbi. Bo kpehme kak babnde, a babnnyehn. 
ROM.1.31	Bo li agboolo. Ekakesehk bo kpimm. Elkoro bo kpimm. Ndon bo kpimm.
ROM.1.32	Jol eji bo kpꞌkahne ntahm nyi Esowo nyi bungu re, ane ba lꞌlim elkohn nsol ana nyia fuumu re bo kpo, bo kpo kpe soro na asi, jo lim nsol nyia, fere jo taame re, ane bako tob jo lim ano.
ROM.2.1	Fvfo, a lꞌjo lam nne noko, a nehm ma laange kunu ejum ajehng ajehng, afi a jolo elkohn nne awo. Tibre eji a kpꞌlame nne noko, a kpi elna ebi ka. Tibre wo jꞌnehm o ji kpꞌlame, a kpo tob lim nsol nyꞌnehm.
ROM.2.2	E kpꞌkahne re, Esowo kpꞌlimi go nseenge, eji á kpꞌlame ane ba kpo lim nsol ana nyia.
ROM.2.3	Mbi, anv, a kpꞌtiri renan? A lꞌlam ane bako ba kpo lim elkohn nsol ana nyio, eji wofono antahng kpꞌtob lim ano, anv a bahke ma be for go elam ji Esowoa? 
ROM.2.4	Afi a kpo rod afang nya nnoobo nyi Esowo, a elkpooro ene, a elkpuumu ene, jo lim mbene? Anv, a nehme kahn re, nnoobo nyi Esowo kpo tib nne mbang nyi egbokondona?
ROM.2.5	A kpi etahnsi ji a kil gboko ndon. Eji a kpꞌlimi ano, a kpꞌkuuru na erem bum elna sik efung erakatahng ji Esowo bahke tibi re á kpo lam etingitingi elam.
ROM.2.6	Tibre Esowo bahke tuuru nne awohng awohng jang jang ana á limi no.
ROM.2.7	Ane bandiki ba kpi ekakesehk go nnoobo alimi, fere jo seb ellub ni Esowo, a ekpunu, a elkpin ni ki kpi esꞌkohlo, bo ba Esowo bahke tuuru bo, ka elkpin ni li go njinanjini. 
ROM.2.8	Ane bandiki, agubjing ebo nya kpo ga kor bo, bo fere jo ten etingitingi, fere jo toono ebi mbang, bo ba Esowo bahke tuuru bo, ka egburu erakatahng eje.
ROM.2.9	Nne awohng awohng no lꞌlim abꞌbi, á bahke nyehne erem, fere jol ndon ndon. Jus ji bahke gboko mbang, Grik toono.
ROM.2.10	Wo, nne no lꞌlim ji kpꞌnobo, Esowo bahk-e kake ellub, a ekpunu, go elkoono. Jus ji bahke gboko mbang, Grik toono.
ROM.2.11	Tibre Esowo kpehme rang nnene.
ROM.2.12	Ane ba limi abiafem, ba ki kahn atahm na Moses, bo bahke tane, jol eji bo ki wꞌwoomo go elwo ni atahm.
ROM.2.13	Tibre ane ba kpꞌwuku atahm sang bahke lehke eno go esamahr Esowo. Ane ba kpꞌbumu atahm, bo ba bahke lehke eno.
ROM.2.14	Ane baka baka ba ki nyi atahm, bo lꞌfere lim ji atahm bungu no, ana bo tiri no go bo a ntim, li ana bo kpi atahm go bo a ntim, jol eji bo kil kahne atahm nya Moses. 
ROM.2.15	Bo kpo tib go bo elkpin re, ji atahm bungu no, Esowo nyꞌnyon go bo a ntim.
ROM.2.16	Ano wo bahke jolo go efung bi Esowo bahke lame nsol nyi wob ane go atahng sehng goji Jisos Kraist.
ROM.2.17	A kpo lung elna re, wo nne a Jus. A kpehme bum atahm, wobtahm tonngo na tonngo go atahm,
ROM.2.18	A kpꞌkahne mbang nyi Esowo. A kpꞌmale elyehke ji kpꞌnobo, tibre bo ma-a tib atahm. 
ROM.2.19	Woblohko kahn go etingitingi re, a bahke ma jo tib awakamahr mbang, fere kahn re, a li ana ellennge ka ane ba jehk go ejannge, 
ROM.2.20	a ntubelle no agboolo ane, a ntꞌtibi no abonse, eji a ma kahn atahm nya nsol kpee, a etingitingi wob no, nyi li ka nne re á kahn. 
ROM.2.21	Eji a kpo tib ane bako, jen ji wahnge a kil tob tib elna? A kpo bung alum Esowo re, “Ka jo v ejv!” Jen ji wahnge wofono antahng kpꞌvohko ejv!
ROM.2.22	A kpo bung re, “Ka jo lim erehbe!” Jen ji wahnge wofono antahng kpꞌlimi erehbe?
ROM.2.23	A kpo geere kak atahm. Jen ji wahnge a kpo daange Esowo eji a kpo soodo atahm enye? 
ROM.2.24	Ana nwer Esowo bungu no re, “Wahn Jus, wahn ba wahnge, ane baka baka kpo bung ebi bada mbing nyi Esowo.”
ROM.2.25	A lꞌjo bum atahm, nrur nyi a ma yehke bahke nobo a na. A lꞌfere soodo atahm, nrur nyi a yehke no li ana a kala yehke nrur.
ROM.2.26	Anv, nne no kala yehke nrur lꞌjo bum atahm, Esowo we nehm ko ana nne no ma yehke nrura?
ROM.2.27	Ane baka baka ba kala yehke nrur, ba kpꞌbumu atahm, bo bahk-a ebi ka, wo ji ma yehke nrur, fere soodo atahm Esowo nya bo nyono no, nya a kpi no.
ROM.2.28	Nne no li nne a Jus go ngubjing wo wo, ye etingitingi nne a Jus sang. Nrur nyi bo kpo yehke go ngubjing, etingitingi nrur ayehke sang.
ROM.2.29	Etingitingi nne a Jus li nne no li nne a Jus go ege atahng. Etingitingi nrur ayehke li nrur nyi nne yehke go ege eltim.
ROM.3.1	Anv, ejum ajehng ajehng jia, ji Jus kpi no sehnge ane baka bakaa? Nsehng anyi li go nrur ayehke? 
ROM.3.2	Nsehng nyia gbalee go mbang anyehng anyehng go etingitingi.
ROM.3.3	Anv, egom ji ki jo taame tv mee? Ekꞌtaame ebo ji bahke wahnge Esowo kꞌkpe bel ekakesehka?
ROM.3.4	Eꞌee, ano sang, Esowo li go etingitingi. Ane kpee ba kpo soodo.
ROM.3.4	Ana nwer Esowo bungu re, “O Esowo, alum nya a kpo bung, ane bahke nyehne re, lohko li go etingitingi. Bo lꞌkak-a elam, a bahke lehke eno.”
ROM.3.5	Alum nya n yahke bung a, n kpꞌbungu go mbang nyi ane kpo bung. Anv, abꞌbi enyahre lꞌtib re, Esowo li nne no ma li eno, e li ma bung re, Esowo ebsoodo, eji á kak-r erema? 
ROM.3.6	Eꞌee. Li re li ano, kehn Esowo bahke ma lam njini renan? 
ROM.3.7	Anv, nsoodo enyame lꞌlim re, etingitingi ji Esowo kpe gbal na budu, fere ka-e ellub, jen ji wahnge á kp-m lungu re nne abiafem, fere jo ka-m ebi? 
ROM.3.8	Jen ji wahnge e lꞌkꞌlim abꞌbi, eji nnoobo lꞌlohng ona?
ROM.3.9	Anv, wahr Jus, wahr ba ga nob sehnge ane baka bakaa? Eꞌee. M ma-n tohko tib re, Jus, a ane baka baka wob go elwo ni abiafem.
ROM.3.10	Ana nwer Esowo bungu no re,
ROM.3.10	“Jol nne na awohng ana wꞌwohng limm, no li go etingitingi.
ROM.3.11	Nnene limm, no kpꞌkahne.
ROM.3.11	Nnene limm, no kpꞌsebe Esowo.
ROM.3.12	Ane kpee ebsennge Esowo njahm.
ROM.3.12	Bobtan mbang, bo ane kpee.
ROM.3.12	Nnene limm, no kpo lim nnoobo,
ROM.3.12	jol na awohng limm.
ROM.3.13	Alum nnyo nya bo li ana esꞌsvv ji kpo lohng elahm bi bo ki bulu.
ROM.3.13	Nliki ebo nyi bo kpo ko,
ROM.3.13	jo nehm ane.
ROM.3.13	Alum nnyo nya bo kpi afa ana nya enyo.
ROM.3.14	Anyo ebo li akuk akuk,
ROM.3.14	a asabsab alum.
ROM.3.15	Bo kpehme jahk ane wul.
ROM.3.16	Edi ajehng ajehng ji bo lꞌje,
ROM.3.16	elrannge,
ROM.3.16	a erem kpꞌtoono bo njahm.
ROM.3.17	Mbang elkoono bo nyimm.
ROM.3.18	Bo kpehme fahl Esowo go mbang anyehng anyehng.”
ROM.3.19	E kpꞌkahne re, ejum ajehng ajehng ji atahm bungu no li ka ane ba wob go elwo ni atahm,
ROM.3.20	Tibre nnene limm, no bahke lehke eno go esamahr bi Esowo, tib eji á limi ji atahm bungu no.
ROM.3.21	Anv, Esowo ebtib ane mbang nyi bo bahke ma li eno go ege esamahr. Mbang nyio, mbang atahm sang. Atahm, a anyehnamahr Esowo yiimi ntianse re, 
ROM.3.22	ane kpo li eno go esamahr bi Esowo tib go eltaame ni bo kpꞌtaame tv Jisos Kraist. Eno jio li ka ane kpee ba lꞌtaame tv-e.
ROM.3.23	tibre ane kpee eblim abiafem. Ellub ni Esowo ebrin bo.
ROM.3.24	Anv, bobli eno tib go ayare nya nnoobo nyi Esowo, nya sehnge go abo nya Kraist Jisos ji ma fak bo yake,
ROM.3.25	ye ji Esowo yak-e no ka, eji alung eme lꞌwahnge eltim naang-e, á fere tahm ka bo go bo abiafem, bo lꞌtaame tv-e. Eji Esowo yake Jisos ka, á sebe re á tib mbang nyi ane bahke ma li eno go ege esamahr. Tibre wuku wuku Esowo jo kpuumu abiafem nya bo jo lim fere gbake bum go nkpe.
ROM.3.26	Wo anv, Esowo ebtib re, ye li go etingitingi, fere tib eno eje. Nne no lꞌtaame tv Jisos, ye wo bahke lehke eno go ege esamahr.
ROM.3.27	Ejum aji e bahke woro nnyo kunu? Ejumjum. Jen ji wahnge? Tibre e kpehme bel eltahre tib go eltum alimi, e kpo bel eltahre tib go eltaame.
ROM.3.28	Tibre e kpꞌsahb bꞌbum re, nne bahke lehke eno tib go eltaame, á nehm li eno tib go atahm abumu. 
ROM.3.29	Anv, Esowo li Esowo bi Jus bi bia? Á tobem li Esowo bi ane baka baka fvfoa? Eꞌee, á tob li Esowo bi ane baka baka!
ROM.3.30	Tibre Esowo li na abehng, bi bahke koko ane ba ma yehke nrur, a ba kil jo yehke nrur. Bo bahke lehke eno go ege esamahr tib go bo eltaame. 
ROM.3.31	Anv, wahr ebrange na atahm nya Moses tib go eltaame niaa? Eꞌee! E kpꞌyiimi atahm njahm.
ROM.4.1	Jen ji e bahke bungu bade Ebraham nso ejahre, no e lohng go ege etꞌtohngo? 
ROM.4.2	Li re Ebraham li eno go esamahr bi Esowo tib go nsol nyi á limi no, kehn á jol bele ejum ji á jol jo wor nnyo kunu. Go esamahr bi Esowo, nsol nyio, nyi nnyo aworo sang.
ROM.4.3	Nwer Esowo bungu renan? Bungu re, “Ebraham taame tv Esowo. Owo wahnge Esowo fang-e kak go ellong ane ba ma li eno go ege esamahr.”
ROM.4.4	Tibre nne no lꞌlim eltum, bo lꞌkpi-e, akpohko nyao bo we yarem na. Li ana mbong. 
ROM.4.5	Nne no kil jo lim eltum atahm, á lꞌbum Esowo go etingitingi, bi kpo lim abi ane, bo li eno, eltaame ene ni bahke wahnge Esowo ko-e ana nne no ma li eno.
ROM.4.6	Devid fvfo tob bungu bade elfuulu ni nne kpo bel, no Esowo m-e fange kak go ellong ane ba ma li eno, ba ki lim eltum atahm. 
ROM.4.7	Á bungu re,
ROM.4.7	“Elfuulu li a ane
ROM.4.7	ba Esowo ma tahm ka bo go bo abiafem,
ROM.4.7	fere bulu abꞌbi ebo.
ROM.4.8	Elfuulu li a nne
ROM.4.8	no Ntul Esowo kil ebkpe fange abiafem enye kak go nwer.”
ROM.4.9	Anv, elfuulu nia li ka ane ba ma yehke nrur ba baa, afi tob li ka ane ba kil jo yehke nrur? E kpꞌbungu re, Eltaame ni Ebraham taame no, ni wahnge Esowo fang-e no kak go ellong ane ba ma li eno. 
ROM.4.10	Ngare anyi ejum jia jolo no? Jolo ngare nyi Ebraham kala yehke nrura, afi ngare nyi á ma yehke nrur? Jolem ngare nyi á ma yehke nrur, jolo ngare nyi á kala yehke nrur. 
ROM.4.11	Esowo tong-e re, á yehke nrur, eji lꞌjol elliingi ni bahke wahnge á kahn re, yebli eno go esamahr bi Esowo tib go ege eltaame ni á taame no ngare nyi á kala yehke nrur. Owo wahnge eltaame ni á taame no ngare nyi á kala yehke nrur. Owo wahnge Ebraham ma jol nde no ane ba ma taame, ba kil jo yehke nrur, eji Esowo lꞌtob fange bo kak go ellong ane ba ma li eno. 
ROM.4.12	Á tob li nde no ane ba ma yehke nrur, ba ki yehke nrur nyi nyi, ba tob jo toono mbang eltaame ni Ebraham nso ejahre taame no ngare nyi á kala yehke nrur.
ROM.4.13	Esowo nyame tong Ebraham, a abon ebe re bo bahke bele njini ana ejum elehke elkv. Tib eltaame ni Ebraham taame no ni wahnge Esowo ko-e ana nne no ma li eno. Esowo nyamem tong-e tib eji á jo bum atahm. 
ROM.4.14	Li re ane ba kpo bum atahm bahke bele ji Esowo nyame no, kehn eltaame ejumjum limm, fvfo kehn enyam bi Esowo li mbol mbol. 
ROM.4.15	Tibre atahm kpo ko erakatahng ji Esowo ba a ji. Edi ji atahm ki li, owo atahm agboko kil jo jol.
ROM.4.16	Esowo nyame re, á bahke kake ane ba ma taame tv-e njini, eji lꞌjol ejum ayare ji nnoobo enye ka abon ba Ebraham kpee. Limm ka abon ba kpo bum atahm ba ba, tob li ka abon ba kpꞌtaame elkohn eltaame nio ni Ebraham. Tibre ye wo li nso ejahre, wahr ane kpee.
ROM.4.17	Ana nwer Esowo bungu no re, “M ma-a lim re, wo jol nde no ajoobo ane tvv.” Ye wo li nso ejahre go esamahr bi Esowo, bi á taame tv-e, ye ji kpo ka akvne elkpin, fere lim nsol nyi kala jꞌjol.
ROM.4.18	Ebraham taame tv Esowo, fere jo kunu ekpu go ejum ji kehn nne lꞌkꞌtiki kunu ekpu, ji jolo re, á bahke jolo nde no ajoobo ane tvv. Ana nwer Esowo bungu no re, “Abon eba bahke ruru sehng.”
ROM.4.19	Ngare nyio sa ntiil Ebraham kang nnya atahl alon. Jol eltaame ene tikem gbod, jol eji á kahne re, yebkul sehng go mmon ajele, fere kahn re, Sera nkal ewe jolo ngum. 
ROM.4.20	Á tikem bel ekꞌtaame go ege eltim, fere faabe enyam bi Esowo. Á yiimi tꞌtahne go mbang nyi á taame no tv, fere jo ka Esowo ellub. 
ROM.4.21	Á sahb kꞌkahn re, nne no ma nyam tong-e bahke ma lim.
ROM.4.22	Ano wo wahnge Esowo ko-e “ana nne no ma li eno tib go ege eltaame.” 
ROM.4.23	Alum Esowo nya bo nyono re, “Esowo ko Ebraham ana nne no ma li eno,” bo nyonem tib esi Ebraham ntahngtahng. 
ROM.4.24	Bo tob nyono tib wahr ji Esowo bahk-r tob ko ana ane ba ma li eno, wahr ji ma taame tv nne no nyahme Jisos Ntul ewahre go elkv,
ROM.4.25	ye ji kpo no tib go egahre abiafem, Esowo fere nyahm-e go elkv, eji e lꞌli eno go ege esamahr.
ROM.5.1	Anv, eji e ma li eno go esamahr bi Esowo tib go egahre eltaame, wahr ebjol go elkoono a Esowo, ni sehnge go abo nya Jisos Kraist ntul ewahre.
ROM.5.2	Ye wo ma ba yang mbang ka-r, nyi li song kak go nnoobo nyi Esowo, nyi e yim no anv, fere kpꞌgeere kak ekunukpu re e bahke bele ellub ni Esowo.
ROM.5.3	Jol ano ano sang, e kpꞌtob geere kak erem ebahre, tibre e kpꞌkahne re, erem kpo ko elkpuumu ba a ni.
ROM.5.4	Elkpuumu kpo lim mbang Esowo jo kpuuru ane. Elkpuuru nio ni kpo ko ekunukpu ba a ji. 
ROM.5.5	Esowo bi e kp-e kunu ekpu, á nehm tiki kane. Tibre Esowo ebyaange Etingi Etohko kak go egahra ntim, ji á yar-r no ka. Owo wahng ka elkoro ni Esowo ma rur go egahra ntim.
ROM.5.6	Ngare nyi e kpeke li na li, e ki kpi ekakebo ajehng ajehng, Kraist ba kpo go ngare nyi nno ka ane ba ki nyi Esowo. 
ROM.5.7	Bahke riidi re nne kehm kpoko go esi etingitingi nne. Fundiki nne nondiki bahke taame elkv go esi nnooba nne.
ROM.5.8	Wo, Esowo ebtib ana wahr kp-e koro. Tibre ngare nyi e kpeke li aneb abiafem, Kraist ba kpo ka-r.
ROM.5.9	Eji e ma li eno go esamahr bi Esowo tib go alung ma Jisos, lꞌlim renan, á ki-r tahre yehke go ege erakatahng?
ROM.5.10	Ngare nyio nyi e jolo anebekv ba Esowo, Esowo ba limi etem a nahre tib go elkv ni Mmon ewe. Anv, eji e ma jol atem ba Esowo, bahke limi renan, e lꞌkꞌbel eltahre tib go ege elkpin? 
ROM.5.11	Jol ano ano sang, e kpꞌtob geere kak Esowo tib Jisos Kraist Ntul ewahre no ma-r lim re wahr jol go etem a Esowo.
ROM.5.12	Nne awohng wo wahnge abiafem ba go njini. Abiafem nyao nya ko elkv ba a ni. Elkv kehm sehnge ane kpee. Tibre ane kpee eblim abiafem.
ROM.5.13	Etingitingi, abiafem tohko jol go njini, Esowo kehm kake atahm. Atahm tohko jol, nnene nehm fange abiafem kak go nwer.
ROM.5.14	Bomo ngare nyi Adam tete ba rehng ngare nyi Moses, elkv ni jo fili ane. Jo tob fili ane ba ki lim elkohn abiafem ana ni Adam limi no, ji jolo go elfoongo ni nne no kpꞌbake.
ROM.5.15	Ane abal baa limm jang jang. Tibre ayare nya Esowo ka mbol mbol limm ana abiafem nya Adam. Ane gbalee ba ma kpo tib elsoodo ni nne awohng. Wo, nnoobo nyi Esowo nyi ga gbal, a ayare enye nya á ma yare ane gbalee ka mbol mbol tib nnoobo nyi nne noo na awohng, Jisos Kraist.
ROM.5.16	Ayare nya Esowo ka mbol mbol limm jang jang ana abiafem nya nne noo na awohng. Tibre eji Esowo ma lam elsoodo nio na anehng, njini kpee ebli ebi. Wo anv, eji ane gbalee ma soodo nsoodo gbalee, Esowo ebka ayare enye, eji njini lꞌli eno. 
ROM.5.17	Elsoodo ni nne awohng ni wahnge elkv jo fili ane tib nne awohng noo. Wo anv, ane kpꞌbele nnoobo nyi Esowo nyi ma tv, a ayare enye nya á ka mbol mbol nya li eno alehke. Bo bahke tob bel elkpin, fere jol atul tib nne awohng noo no li Jisos Kraist.
ROM.5.18	Ana elsoodo ni nne awohng wahnge re ane kpee li ebi, ano wo fvfo nne awohng no limi ejum ajehng ji jolo go etingitingi ma tob wahnge re ane kpee li eno, fere bel elkpin. 
ROM.5.19	Ana nne awohng no ki wuk Esowo limi re ane gbalee jol aneb abiafem, ano wo fvfo nne awohng no wuku Esowo ma tob lim, eji ane gbalee bahke lehke eno.
ROM.5.20	Esowo ka atahm, eji ane lꞌkahn re abiafem ebtv sehng. Eji abiafem ma kpe tv, nnoobo ebkpe tv budu.
ROM.5.21	Ana abiafem jo fili ane go nsahm nyi elkv, ano wo fvfo nnoobo nyi Esowo kpꞌfili ane go nsahm nyi etingitingi, fere ka bo elkpin ni li go njinanjini ni sehnge go abo nya Jisos Kraist Ntul ewahre.
ROM.6.1	Anv, ejum aji e bahken bꞌbung? Anv, nobo re wahr soro asi go abiafem, eji nnoobo lꞌtv-a?
ROM.6.2	Eꞌee! Jen ji wahnge wahr ji ma kpo elkv ni e ma sehnge abiafem, bahke kpe lim elkpin ni abiafem? 
ROM.6.3	Ń nehme kahn re, wahr kpee ji ma bel ewohngalahb re wahr jol ajehng a Kraist Jisos, e bele ewohngalahb ji e ma kpo a nea?
ROM.6.4	Ewohngalahb jia lohngo re, wahr ebkpo, bo ma-r kpa kak a ne, eji e lꞌjol go elkpin ni nfenfe, ana Kraist nyahme go elkv tib go ellub ni nde.
ROM.6.5	Lꞌjol nyi e ma kpo ana ye, fere jol ajehng a ne go elkv ni á kpo no, e bahke tob nyahme ana ye, fere jol a ne go elkpin ni nfenfe. 
ROM.6.6	E kpꞌkahne re, nkꞌkulu elkpin enahre bobkum go ekros a Jisos eji elkpin enahre ni abiafem lꞌmal, e kꞌkpe jol aju nya abiafem.
ROM.6.7	Tibre ye ji ma kpo ano ebfor go abiafem.
ROM.6.8	Lꞌjol nyi e ma kpo a Kraist, e kpꞌbumu re, e bahke tob jol go elkpin a ne. 
ROM.6.9	Fvfo, e kpꞌkahne re, eji Kraist ma nyahme go elkv, á nehm kpe tiki kpo ekpokokpoko. Elkv, nsahm anyehng anyehng kpeem kpi nyi bahk-e ma kpe fili. 
ROM.6.10	Elkv ni á kpo no, á kpo nkpelkpel anyehng sehnge abiafem. Wo, elkpin ni á li a ni anv, ni Esowo ni.
ROM.6.11	Ano wo fvfo ḿ bahke tob rod elnahne bum ana ane ba ma kpo sehnge abiafem, fere bel elkpin ni Esowo ni li goji Kraist Jisos.
ROM.6.12	Fvfo, nong, abiafem kꞌjo fili agubjing enyahne nya bahke kpoko, eji ń lꞌkꞌjo toono abi nsol nya kpo melle ane go bo a ntim. 
ROM.6.13	Kana tiki yake ejum ngubjing ajehng ajehng tv abiafem, eji nnehm lꞌkꞌrod, jo lim abꞌbi. Yaken elnahne ka Esowo ana ane ba bo ma yehke bo go elkv, feere a bo go elkpin. Yaken agubjing enyahne ka Esowo, eji á lꞌrod, jo lim nsol nyi li go etingitingi.
ROM.6.14	Tibre abiafem wahn nehm kpe jo fili, eji ń ki kpe wob go elwo ni atahm, ń fere wob go elwo ni nnoobo nyi Esowo.
ROM.6.15	Anv, jen ji e bahke limi? Wahr lim abiafema, tib eji e ki wob go elwo ni atahma, e wob go elwo ni nnoobo nyi Esowoa? Eꞌee! Nong, kꞌjol ano!
ROM.6.16	Ń nehme kahn re, nne no ń lꞌyake elnahne ka-e ana aju, fere jo lok-e, ye ji ń kp-e loko, ye wo ń li aju enyea?
ROM.6.17	Me n kak Esowo saam, tibre wuku wuku ń jolo aju nya abiafem, wo anv, wahn ebfere jol ane ba kpꞌtoono etingitingi eltibi a ntim a ntim enyahne kpee, ni ḿ ma yake elnahne ka. 
ROM.6.18	Esowo ma-n lim, wahn eblohng go abiafem, fere for. Wahn ebfere jol aju nya nsol nyi li go etingitingi. 
ROM.6.19	Mbang nyi nne nyi n kpꞌbungu a. Tibre n tohko bung ano, ń nehm kahn ana lohngo no. Wuku wuku ń yake agubjing enyahne ka, fere jol aju nya nsol nyi ki li saang, ń jo gbale go abꞌbi. Anv, yaken agubjing enyahne ka, wahn fere jol aju nya nsol nyi li go etingitingi, eji ń lꞌjol ejahne ejahne.
