GEN.1.1	No princípio Deus criou o céu e a Terra. 
ISA.26.10	isso não os fará serem mais justos.
ISA.26.10	Até na terra de retidão continuam a praticar a maldade
ISA.26.10	e não atentam para a tua grandeza, ó 
ISA.26.11	Não ligam às tuas ameaças,
ISA.26.11	nem lhes interessa que o teu punho já esteja estendido.
ISA.26.11	Mostra-lhes o teu zelo para com o teu povo e talvez isso os envergonhe.
ISA.26.11	Sim, os teus adversários arderão com o fogo que lhes reservas!
ISA.26.12	porque tudo o que temos e somos vem de ti!
ISA.26.13	Ó 
ISA.26.13	outros senhores, que não tu, tiveram domínio sobre nós,
ISA.26.13	mas agora é só a ti que adoramos.
ISA.26.14	Aqueles que antes servimos morreram;
ISA.26.14	foram-se e nunca voltarão à vida.
ISA.26.14	Vieste contra eles e os destruíste;
ISA.26.14	já há muito que estão esquecidos.
ISA.26.15	Tu, 
ISA.26.15	e assim manifestaste a tua glória.
ISA.26.15	Aumentaste largamente as fronteiras da nossa terra!
ISA.26.16	quando o teu castigo estava sobre eles,
ISA.26.16	fizeram-te uma oração no seu íntimo.
ISA.26.17	Como nos fez falta a tua presença, 
ISA.26.17	Sofremos como uma mulher grávida que grita quando dá à luz
ISA.26.17	e se torce com as dores de parto.
ISA.26.18	Nós também nos torcemos em agonia,
ISA.26.18	mas foi tudo em vão.
ISA.26.18	Nenhuma salvação veio à Terra,
ISA.26.18	nem nasceram novos habitantes do mundo.
ISA.26.19	Mas os vossos mortos tornarão a viver
ISA.26.19	e também o meu cadáver ressuscitará!
ISA.26.19	Os que habitam no pó despertarão e cantarão de alegria,
ISA.26.19	porque a luz da vida, da parte de Deus,
ISA.26.19	descerá sobre eles como o orvalho.
ISA.26.20	Vai para casa, meu povo, e fecha-te no quarto! Esconde-te por um pouco de tempo, até que a cólera do 
ISA.26.21	Vejam! O 
ISA.27.1	Naquele dia, o 
ISA.27.2	No dia da libertação de Israel será cantado este hino:
ISA.27.2	“Israel é a minha vinha;
ISA.27.3	eu, o 
ISA.27.3	cada dia a regarei;
ISA.27.3	dia e noite vigiarei para a guardar dos seus inimigos.
ISA.27.4	A minha ira contra Israel já passou.
ISA.27.4	Se encontrar espinhos e sarças perturbando-a,
ISA.27.4	hei de queimá-los.
ISA.27.5	A menos que esses meus inimigos se rendam
ISA.27.5	e peçam a paz e a minha proteção.”
ISA.27.6	Virá o tempo em que Jacob criará raízes, crescerá, desabrochará, florescerá e encherá a terra com os seus frutos!
ISA.27.7	Terá Deus castigado Israel tanto como os seus inimigos? 
ISA.27.8	Não! Porque os seus inimigos foram literalmente devastados, mas Israel foi punido apenas por algum tempo e exilado para longe da sua terra como se tivesse sido soprado por um vento tempestuoso do leste. 
ISA.27.9	E porque fez Deus isso? Foi para tirar os seus pecados, para o despojar de todos os seus ídolos, de todos os seus altares de idolatria; altares onde nunca mais se adorará, postes ídolos de Achera e altares de incenso que não ficarão mais de pé. 
ISA.27.10	As suas cidades fortes, rodeadas de muralhas, ficarão vazias e silenciosas, as casas abandonadas e as ervas crescerão nas ruas, porque não serão pisadas; haverá bezerros pastando, por toda a parte, comendo os seus ramos e rebentos.
ISA.27.11	O meu povo é como os ramos quebrados e secos duma árvore que servem apenas para arder sob uma panela de comida. São uma nação de loucos, um povo insensato e sem entendimento, porque se desviaram de Deus. Por isso, aquele que os criou não terá misericórdia deles, nem lhes mostrará piedade.
ISA.27.12	Contudo, naquele dia o 
ISA.27.13	Nesse dia, ouvir-se-á tocar a grande trombeta e muitos que estavam já destinados a morrer no meio dos seus inimigos, na Assíria e no Egito, serão salvos e trazidos para Jerusalém, para adorarem o 
ISA.28.1	Ai da Samaria, rodeada pelo seu rico vale, coroa orgulhosa e o deleite dos bêbedos de Efraim! Ai da sua beleza passageira, o glorioso ornamento duma nação de gente caída nas valetas das ruas, vencida pelo vinho! 
ISA.28.2	Porque o Senhor enviará um poderoso exército contra vocês; será como uma tremenda saraivada que vos cairá em cima e vos abaterá até ao chão. 
ISA.28.3	A coroa soberba, o gozo dos ébrios de Efraim, será atirada ao chão e pisada aos pés dos seus inimigos. 
ISA.28.4	A sua beleza superficial, com todo aquele fértil vale a rodeá-la, desaparecerá de repente como o primeiro figo maduro que é rapidamente colhido e engolido.
ISA.28.5	Então, por fim, o 
ISA.28.6	Ele dará aos seus juízes um grande desejo de justiça e uma grande coragem aos seus soldados, que se batem até à última gota de sangue, fazendo recuar o combate até às portas da cidade. 
ISA.28.7	No entanto, neste momento Jerusalém é governada por bêbedos! Os seus sacerdotes e os seus profetas cambaleiam, vacilam e tropeçam, cometendo erros e enganos absolutamente estúpidos. 
ISA.28.8	As suas mesas estão cobertas de vómito. Por toda a parte há sujidade.
ISA.28.9	“Mas afinal quem pensa Isaías que é”, diz o povo, “para falar assim desta maneira? Seremos nós criancinhas que ainda mal sabem falar? 
ISA.28.10	Anda aqui a dar-nos sentenças e mais sentenças, sempre aos bocadinhos, uma linha de cada vez, em palavras muito simples!”
ISA.28.11	Na verdade, por lábios estranhos e por outra língua falará a este povo. 
ISA.28.12	A quem disse: “Este é o lugar de descanso! Deem repouso ao que está cansado! Este é o lugar do alívio!” Mas não quiseram ouvir. 
ISA.28.13	Então o 
ISA.28.14	Portanto, ouçam a palavra do 
ISA.28.15	“Fizemos um pacto com a morte, uma aliança com o mundo dos mortos!”, dizem vocês. “Quando o flagelo destruidor passar não nos apanhará, porque fizemos da mentira o nosso refúgio e da falsidade um esconderijo!”
ISA.28.16	Mas o 
ISA.28.17	Pegarei na linha e no prumo da justiça para verificar a verticalidade da muralha que estão a construir. A saraiva varrerá o refúgio da mentira; uma avalanche inundará o esconderijo da falsidade. 
ISA.28.18	Anularei a vossa aliança com a morte e com o mundo dos mortos, de tal forma que, quando vier o flagelo destruidor, serão esmagados. 
ISA.28.19	Essa cheia tornará a vir, uma e outra vez, arrebatando-vos, até que por fim a força inconfundível da verdade dos meus avisos vos acordará.”
ISA.28.20	A cama que fizeram é demasiado curta para se deitarem; os cobertores são muito curtos, não vos tapam o bastante. 
ISA.28.21	O 
ISA.28.22	Por isso, não escarneçam mais, para que o vosso castigo não venha a tornar-se ainda mais duro; porque Deus, o 
ISA.28.23	Ouçam-me! Ouçam o que vos quero dizer! 
ISA.28.24	Será que um lavrador passa todo o tempo a lavrar sem nunca chegar a semear? Ficará ele o tempo todo a abrir sulcos na terra sem nunca vir a plantar? 
ISA.28.25	Não será que depois de nivelar o solo, acabará por plantar sementes, os grãos de nigela e depois os de cominho, o trigo, o milho miúdo e a cevada, nos regos convenientes, e o centeio nas margens? 
ISA.28.26	Ele bem sabe o que deve fazer, porque é Deus quem o ensina e lhe faz ver como são as coisas.
ISA.28.27	Ele não debulha todos os grãos da mesma maneira. Um malho nunca é usado sobre a ervilhaca; bate-se antes com uma vara. Não se passa uma roda debulhadora sobre cominhos; sacodem-se antes, levemente, com um pau. 
ISA.28.28	O trigo esmiuça-se facilmente, por isso, não se trilha continuamente. 
ISA.28.29	O 
ISA.29.1	“Ai de Ariel
ISA.29.2	Mas eu vos enviarei uma pesada sentença e haverá choro e tristeza. Jerusalém se tornará para mim como a antiga Ariel, uma fornalha de Deus. 
ISA.29.3	Eu serei o vosso inimigo. Rodearei Jerusalém e levantarei um cerco contra ela; construirei à sua volta pontes de ataque para a destruir. 
ISA.29.4	A tua voz será como um sopro, como um débil gemido, porque sairá debaixo da terra onde estás enterrada.
ISA.29.5	No entanto, repentinamente, os teus implacáveis inimigos voarão para longe, como fino pó levado pelo vento. 
ISA.29.6	Num instante, eu, o 
ISA.29.7	Todas as nações que combatem Ariel desaparecerão como um sonho! 
ISA.29.8	Tal como uma pessoa a morrer de fome sonha com comida, mas continua esfomeada, e um indivíduo cheio de sede sonha com bebida, mas permanece enfraquecido e com sede ao acordar, assim acontecerá com a multidão das nações que lutam contra o monte Sião, que de maneira nenhuma alcançarão.”
ISA.29.9	Estão admirados e incrédulos? Não acreditam nisso? Pois então, já que o querem, continuem assim cegos e vão por diante! O vosso entendimento está obtuso e não é do vinho! Cambaleiam, mas não é por terem bebido! 
ISA.29.10	É porque o 
ISA.29.11	Por isso, todos estes acontecimentos futuros são como um livro fechado para eles. Dá-se esse livro a alguém que sabe ler e dirá: “Não posso lê-lo, está fechado e selado!” 
ISA.29.12	Dá-se a outra pessoa que não sabe ler e dirá: “Tenho pena, mas nem sequer sei ler!”
ISA.29.13	Assim, o Senhor diz: “Este povo aproxima-se de mim com os lábios, mas o seu coração está longe de mim. Honra-me apenas com tradições humanas aprendidas de cor. 
ISA.29.14	Por isso, continuarei a fazer uma obra espantosa com eles; será destruída a sabedoria dos seus sábios e escondida a competência dos inteligentes.”
ISA.29.15	Ai dos que tentam esconder os seus planos do 
ISA.29.16	Como é possível ser-se tão estúpido! Não será ele, o oleiro, muito maior do que vocês, os vasos de barro que ele faz? Serão vocês capazes de dizer: “Não foi ele quem nos fez!”? Uma máquina dirá do seu inventor: “Não percebe nada disto!”?
ISA.29.17	Porventura o Líbano não se tornará num campo fértil e não se pensará que o campo fértil é uma floresta? 
ISA.29.18	Nesse dia, os surdos ouvirão as palavras do livro e os cegos, livres da escuridão e das trevas, as compreenderão. 
ISA.29.19	Os humildes serão cheios da alegria que vem do 
ISA.29.20	Os tiranos serão reduzidos a nada, os escarnecedores acabarão e os que conspiram o mal serão mortos: 
ISA.29.21	o violento, que briga com o seu próximo sem razão, os que, escondidos, fazem uma espera para bater no juiz que os sentenciou, e aqueles que são sempre desonestos e injustos.
ISA.29.22	Esta é a razão por que o 
ISA.29.23	Porque, quando virem os seus filhos e o que vou fazer no meio deles, me reconhecerão como o Deus santo de Jacob e ficarão espantados. Louvarão o Santo de Israel e o adorarão! 
ISA.29.24	Os que andam no erro acreditarão na verdade e os que sempre refilam terão, enfim, o desejo de ser ensinados!
ISA.30.1	Ai dos filhos rebeldes!”, diz o 
ISA.30.2	Porque foi sem me consultar que desceram ao Egito para procurar ajuda, confiando no Faraó para lhe pedir proteção. 
ISA.30.3	Mas a segurança do Faraó será a vossa vergonha e o refúgio à sombra do Egito a vossa humilhação. 
ISA.30.4	Ainda que o seu poder se estenda a Zoã e a Hanes, para onde enviou os príncipes de Judá, 
ISA.30.5	contudo, virá a servir-vos só para vergonha; de nenhum proveito vos será!”
ISA.30.6	Vejam, a viagem vagarosa que fazem para o Egito, através desse terrível deserto, com jumentos e camelos carregados de toda a espécie de coisas ricas para pagar o auxílio do Egito! Lá vão eles, atravessando aquela zona árida e perigosa, onde vivem leões e rápidas víboras e serpentes venenosas. 
ISA.30.7	Afinal, o Egito nada lhes dará em troca, pois as promessas do Egito não têm valor nenhum! “Animal
ISA.30.8	Vai e escreve estas minhas palavras a respeito do Egito, para que fiquem escritas para sempre, até ao fim dos tempos, como um ato de acusação contra a descrença de Israel! 
ISA.30.9	Porque além de rebeldes, são teimosos! Não querem ouvir a Lei do 
ISA.30.10	Dizem aos videntes: “Calem-se já! Não queremos mais dos vossos discursos!” Ou então: “Não queremos cá dessas coisas da verdade, assuntos desagradáveis! Queremos ouvir coisas mais suaves, mais aprazíveis, mesmo que não sejam bem a verdade, mesmo que sejam mentiras! 
ISA.30.11	Ponham de parte toda essa negrura! Saiam do caminho estreito! Estamos fartos de ouvir falar do Santo de Israel e de tudo o que ele diz!”
ISA.30.12	Aqui está a resposta do Santo de Israel: “Visto que desprezam o que vos digo e acreditam mais na opressão e nas mentiras, cairão calamidades repentinamente sobre vocês. 
ISA.30.13	Será como um muro velho cheio de fendas e já meio a cair. De um momento para o outro desmorona-se e desfaz-se no chão. 
ISA.30.14	Deus vos desfará como um vaso rachado, sem misericórdia! Não ficará um só bocado aproveitável, que sirva sequer para apanhar brasas no fogo ou para trazer um pouco de água do poço.”
ISA.30.15	É por isso que o 
ISA.30.16	‘Não!’, dizem vocês. ‘Obteremos a ajuda do Egito que nos há de dar rápidos cavalos para podermos correr para a batalha.’ Se querem rapidez, hão de vê-la sim, mas será a dos vossos inimigos a perseguir-vos! 
ISA.30.17	Um só deles chegará a perseguir mil fugitivos! Cinco deles, apenas, conseguirão dispersar-vos e nem mesmo dois poderão fugir juntos! Serão como uma bandeira lá no cimo distante duma montanha!”
ISA.30.18	Mesmo assim, o 
ISA.30.19	Ó meu povo de Sião, que habita em Jerusalém, não hão de chorar mais, porque Deus seguramente terá compaixão de vocês, perante os vossos rogos. Ele vai responder-vos. 
ISA.30.20	Mesmo tendo-vos dado o pão da adversidade e a água da aflição, ele será convosco para vos ensinar: os vossos mestres não se esconderão mais; vê-los-ão com os vossos próprios olhos. 
ISA.30.21	E se vierem a desviar-se do caminho de Deus e a seguir noutras direções, ouvirão então uma voz atrás de vocês dizendo: “Não! O caminho é este! Vão antes por aqui e nunca mais se desviem nem para um lado nem para o outro!” 
ISA.30.22	Hão de destruir todos os vossos ídolos de prata e as vossas imagens de ouro, deitando-as fora como coisas imundas, e até vos meterá nojo tocar-lhes. “Fora com isto daqui!”, dirão vocês.
ISA.30.23	Nessa altura, Deus vos abençoará com chuva, na altura em que dela necessitarem, com maravilhosas colheitas e com ricas pastagens para o vosso gado. 
ISA.30.24	Os bois e os jumentinhos que ajudam a lavrar a terra comerão grão puro, limpo da palha pelo vento. 
ISA.30.25	Nesse dia, em que Deus intervier para destruir os vossos inimigos, em que as torres desabarem, dar-vos-á correntes de água que jorrarão de cada montanha, de cada colina. 
ISA.30.26	A Lua será tão luminosa como o Sol e a luz deste tão intensa como o brilho de sete dias juntos! Será pois assim, quando o 
ISA.30.27	Reparem, que o nome do 
ISA.30.28	A sua ira jorra como uma torrente sobre os povos, para os varrer para bem longe. Ele peneirará as nações orgulhosas; pôr-lhes-á um freio que as fará extraviarem-se.
ISA.30.29	Contudo, o povo de Deus cantará cânticos de santa alegria, como nas reuniões de culto ou como quando se realizam celebrações solenes de adoração. O seu povo terá alegria no coração, como quando o flautista conduz uma peregrinação de Jerusalém até à montanha do 
