GEN.1.1	Naa tiba jutyunu uwanun, Dios tiba deke' faawaandu, selu bain, tu bain dekemi. 
JHN.8.9	Tsejtu Jesús tsandi pañu meetu, kayu yapa rukuula ajke' demiindundanmalan, kumuinchi kuipa pumula bain main main miinchin demijiila. Tsa deiñu, Jesús juntsa shinbuban pui shuwami vejan cha' kejtsapala. 
JHN.8.10	Tsenñu Jesús ma-uidi' juntsa shinbunu entsandi pake'meemi: ¿Nuka naa de-in, ñunu kuipa pumula? ¿Naa muba ñunu uwain kuipa faawarei'tu den? timi. 
JHN.8.11	Tsandiñu juntsa shinbu: Bale ruku, muba tsanguindetyuve, timi. Tsenñu Jesús tsandimi: Naa i bain ñunu kuipa faawaan jutyuyu; miide, tsaaren ujcha malatyude, timi.
JHN.8.12	Jesús manen chachillanu entsandimi: Iyaa kumuinchi chachillachi ñillu juuñuuyu. Mun in bendaa ne' bain naa-uwanuba dishkejtsa juuñuu nen jutyuve, tsaityu', uwain Diosba ura' chumishtimu ñillu juuya kanu detsuve, timi.
JHN.8.13	Tsenñu fariseola entsandila: Ñuya maali ñu' mitya balela' ne patiñundintsuve; tsa' mitya juntsa palaa kavitu keñuya pai'ñuba ne uraa juunu juve, tila.
JHN.8.14	Tsa detiñu Jesús entsa mandikami: Naa maali in mitya ne patintsuñu bain, juntsa kuinda baleve. Iya nukaa ja' bain, nukaa jindu' bain minuren, ñullaa ne pensangue'keraa juba dejutyuve nukaa iya ja', nukaa jintsuñu bain. 
JHN.8.15	Ñulla entsa tusha chumu chachilla naake kata' kavitu ke' kuipa pumu deeñuba juntsanguemu deeve, tsaanuren iyaa munuba kavitu ke' kuipa putyuyu. 
JHN.8.16	Tsaaren iya kavitu kishu juntsaa, juntsa kavitu jumu mika deechu' juve, iya maali tsanguindyu' inu engu eemu Apabaa bulu kavitu keñu' mitya. 
JHN.8.17	Ñuichi Moisés' wandya lei kiikanuya pai testeku tsaandene ma padetinmalaa ma kuinda baleve ti' pillave. 
JHN.8.18	Naa tsaañu bain, iya in mitya iren ma testeku majuuyu, tsenmala kama testeku inchi jumaa inu engu eemu ruku in Apaa juntsave, timi.
JHN.8.19	Tsenñu yala entsandi pake'meela: Tsen, ¿nunba ñu' apa? tila.
JHN.8.19	Tsa detiñu Jesús entsandimi: Ñulla inu bain, naa in Apanu bain kerajdetuve, inu keratuya in Apanu bain kerachu deeve, timi.
JHN.8.20	Jesús entsandimiya aa eleshasha ufeenda pupukenu kajun keesha mijakaandaa tsandimi. Tsaaren muba peesu kaindyula, Jesúschi kayu tsai' kayanu malu jaindyuñu' mitya.
JHN.8.21	Jesús manen entsa mandimi: Iya miinu tsuyu, tsenmala ñulla inu mi'ketu mangatai'mujchi ujcha landun peyanu detsuve. Tsenmin in jinshaa ñulla janu dejutyuve, timi.
JHN.8.22	Tsandiñu judíola yai tene entsandila: Tsaaya, ¿maali peyanu pensangui'mujchin tsandii, ya' jinshaa lala jinu dejutyuve timi? tila.
JHN.8.23	Tsenñu Jesús kayu pa' jindu tsandimi: Ñullaa engu chumu deeve, iyaa kai'sha chumuyu; ñullaa entsa tusha chumu chachi deeve, tsaaren iyaa entsa tusha chumu chachi jutyuyu. 
JHN.8.24	Tsa' mityandiyu ñulla' ujcha' mitya peyanu detsuve, tsaju' iyaa juyu tiñun, ñulla meranguityushu juntsaa, uwain ñulla' ujcha' mitya peyanu detsuve, timi.
JHN.8.25	Tsandiñu chachilla entsandi manbake'meela: Tsaaya, ¿ñu muyu? tila.
JHN.8.25	Tsa detiñu Jesús entsandikami: Kaspele naati pamu' bain, chaikama juntsaren juwashaaka. 
JHN.8.26	Ñullanu laapu' panu pure' kuinda tanayu, naa ne kavitu ke' kuipa ma pukenuu juu bain tsaren tanayu. Tsaaren iya chachillanu papatyeeshu juntsa kuindaa inu engu eemu anbutityu ruku juushu juntsanu naatintsu meenamuwa' bain juntsaa iya papatiyu, timi.
JHN.8.27	Tsenñuren meenamu chachilla jaiba aseetangui'la ya' Apanaa laapu' pantsuñu bain, 
JHN.8.28	tsejtu tsa deeñu Jesús entsa mandimi: Chachi Tiya' Nakayamunu kai'sha kuusanu e'laataa, umaa juntsa uwanu mijanu detsuve, iyaa juntsayu titu, iyaa juntsa ju' naa-uwanuba jumuwaañu bain; tsenmin juntsa uwanaa, naa tiba iya maali ne tsanguichi tenñu kityu', in Apa tyee pasa tyañu bain juntsaa patimuñu bain. 
JHN.8.29	Inu engu eemu ruku ibaren bulu puve; tsejtu inu tyeenguisa tyañu bain juntsaren naa-uwanuba kentsuñu' mitya, ne inu maali tirekibanguindyuve, timi.
JHN.8.30	Jesús tsandipa' dyañu pure' chachi yanu keranguikila.
JHN.8.31	Tsenñu Jesús yanu keranguemu judío chachillanu entsandimi: Ñullaren iya naati pañuba naa-uwanu bain tsai jindetsushu juntsaa, uwain in disipulunu detsuve. 
JHN.8.32	Tsenmin naajaa uwain anbuda jutyu mijakaamu palaañu bain keemijanu detsuve. Tsenmala juntsa anbuda jutyu mijakaamu palaa ñullanu livee kenu tsuve, timi.
JHN.8.33	Tsandiñu yala entsandila: Lalaya Abraham millanu sera' jamu chachi deeyu, tsenmin jayuuba ne muchiba manda-imu chachi tiya' taawasha ke' kuwa' kerajdetuyu. Tsaanuba, ¿tyeenditundiyu livee inu detsuve, timi? tila.
JHN.8.34	Tsa detiñu Jesús entsandimi: Uwaindiyu ujcha lamulaya yala' ujchachiren veelachi manda-i' taawasha ke' kumu chachi juuñu deeve. 
JHN.8.35	Manda-i' taawasha kemu chachiya ma paande chachillaba naa-uwanuba ne yaibaren bulu tsanatyuve; tsaanuren ma paande chachilla' naya naa-uwanuba vela' ji'mujchi yaibaren bulu tsanamuve. 
JHN.8.36	Tsa' mitya ya' Naren ñullanu livee kishu juntsaa, uwain ñulla liveeju chachinu dejuve. 
JHN.8.37	Ñulla uwain Abraham millanu sera' jamu chachi deeve, tsejturen inu tu'nu detyave, in palaanu meedindyatyu' mitya. 
JHN.8.38	Tsenmin iya ti naajaa in Apa inu keewaamuñu bain juntsaa pamuyu, tsenmala ñullaa ti naajaa ñulla' apanu mere' bain, juntsaa kemu deeve, timi.
JHN.8.39	Tsenñu yala entsandila: Kumuinchi lalaya Abrahamnu tene defale' jayu, tila.
JHN.8.39	Tsa detiñu Jesús entsandimi: Uwain ñulla Abraham milla' naaba jutuya, ya tyeenguemuwaañu bain juntsaa kichu deeve, 
JHN.8.40	tsaanuren ñulla tsanguityu', iya anbutindyu' Diosa' mika ura kuinda mijakares nemunaa tu'nu tyatya deive. ¡Abrahamya tsaa firu' kityuwaave! 
JHN.8.41	Tsa' mitya ñullaya ñulla' apa tyee kemuñu bain juntsanguemu deeve, timi.
JHN.8.41	Tsandiñu yala entsa mandila: Lalaya ishui na dejutyuyu; lala' apaya Diosren main juuve, tila.
JHN.8.42	Tsa detiñu Jesús entsa mandimi: Uwain Diosya ñulla' Apaaba juñuya, ñulla inu estyachu deeve, iya Diosa' jungaa fale' ja' enu entsanañu' mitya. Tsenmin iya ne maali tsai' jachi tenñu jaindyuyu, Diosya inu engu eeve. 
JHN.8.43	¿Nejdeeyu in palaanu jaiba aseetanguenu jui'la? Ñulla ti ju' tsaaba dejutyuve, in kuindanu meepungui kindyatyunchin ne tsa deeve. 
JHN.8.44	Dyabulaa ñulla' apa juñu' mitya, ya tyee kisa tyamuñu bain juntsaa tene kenu tyatya deive. Tiba ajke' deke' peepunu uwatalan Dyabuluya yumaa cha' tu'mu keengayawaave. Tsenmin naa-uwanu bain tiba ura' kityu, anbuda palaaren patimu juve. Tsa' mitya naa-uwanu anbutiti' bain, ya naaju ju' bain tsangue keewaawaakive uwain anbumu' mitya; naa-uwanuba ya tene anbutimishtimuve. 
JHN.8.45	Tsaaren ñulla inaa keranguityu deeve, iyaa ura' pantsuñu' mitya. 
JHN.8.46	¿Maa ñulla mallee i bain ujcha lamaa ti' entsangue keewaanu dejuyu? Tsen ñullanu iya ura' pantsuba, ¿nen deeyu ñulla inu keranguityu jujuula? 
JHN.8.47	Mun Diosa' chachilla ju' bain juntsalaya Diosnu meenguemu deeve, tsaanuren ñullaa meenguityu deeve, Diosa' chachi dejutyu' mitya, timi.
JHN.8.48	Tsandi' dyañu judíola entsandila: Lala mika ura' papatikeeñuve, ñu Samariasha chumu chachi, dyabulu ma puuve tiititu, tila.
JHN.8.49	Tsa detiñu Jesús entsa mandimi: Iyaa dyabulu putyuyu. Iya in Apanu ura' keewaanaa kentsuren ñullaa inu vejmi' ne firu tindetsuve. 
JHN.8.50	Iya ura' katawa' balenguranu pensa jutyuyu, main veraa tsaa mi'kentsu' kavitu kemu juve. 
JHN.8.51	Uwaindiyu mun in palaanu meenguemulaya naa-uwanuba peyan dejutyuve, timi.
JHN.8.52	Tsenñu judíola entsandi manbakala: Umaa kayu ura' demijayu uwain ñu dyabulu ma puuñuba; naa Abraham bain, naa kumuinchi vejan Diosa' mitya pamu rukula bain peyamuwa deesuba, ¿tyeenditundiyu ñuya: Mun in palaanu meenguemulaya naa-uwanuba peyan dejutyuve, tiitimi? 
JHN.8.53	Tsejtu, ¿kaspee chumu lala' apa Abraham millanu ñaa kayu pulla balee? Ya bain, naa Diosa' mitya pamu rukula bain, tsaren peyamuwa deeñuba, ¿ñaa muyu tenñundiyu, tsandimi? tila.
JHN.8.54	Tsa detiñu Jesús entsa mandimi: Iren maali ura' kemu katawachi tenñu ne mityakishu juntsaa, jui'ñuba ne uraanu juve. Tsaanuren inu ura' katakaamuya in Apaa juntsave, ñulla' Diosve tiitidetishu juntsa ruku. 
JHN.8.55	Naa ñullaa yanu kerajdetuñu bain, iyaa kerayu; tsa' mitya tsandenna iya yanu kerajtuyu tishu juntsaa, ñulla tsaa i bain anbutimutaa tsandinu tsuyu. Tsaaren iya uwain yanu kerayu, tsenmin iya ya' palaanu meenguemuyu. 
JHN.8.56	Ñulla' tinbu apa Abrahamya, iya ma malu januuñu bain kuindan mijaituren yuj sundyamuwaave. Tsenmin uwain tsaa puiñu bain ma entsangue kata' mika sundyamuwaave, timi.
JHN.8.57	Tsenñu judío chachilla entsa mandila: Ñu chaiba naa 50 añuba jutyushuba, ¿tyeenditundiyu tsen Abrahamnu katamuyu tiitimi? tila.
JHN.8.58	Tsa detiñu Jesús entsandi manbakami: Uwaindiyu, iya naa Abrahamba jutyunu uwanun iya juyu, timi.
JHN.8.59	Tsandiñu chachilla shupuka dekadundaila Jesúsnu tya'kenu. Tsa dekiñu, Jesús pantsudi' junu aa eleshanu malu' mijiimi.
JHN.9.1	Jesús dapulla' jindu ma ruku kapuka putyu nakayamunu katami. 
JHN.9.2	Tsenñu ya' disipulula entsandi pake'meela: Mashturu, ¿nejtaa entsa ruku kapuka putyu nakayatu in? ¿Maali ya' ujcha' mityaa tsaitu in? ¿Ya' apala ujcha detañaa tsaitu in? tila.
JHN.9.3	Tsa detiñu Jesús entsandi pakami: Naa ya' ujcha kuipa' mitya bain, ne ya' apala' ujcha kuipa' mitya bain jutyuve. Tsaimiya Dios tyee tsamantsaa kenuu juñuba yanu tsaa keewaranaa tsaive. 
JHN.9.4	Tsaju' kayu kependyuya inu eemu ruku' taawasha kentsunu tsuyu, kepenmalaya mu bain taawasha ken dejutyuñu' mitya. 
JHN.9.5	Entsa tusha in chungamaya iya chachillachi ñillu juuñuuyu, timi.
JHN.9.6	Tsandi' dyatu Jesús, tunu inbi ke' tuba pijpa kike', kapuka putyu ruku' kapukanu pijpa munguitu 
JHN.9.7	entsandimi: Siloé pusushaa pitsaajide, timi (Siloé tishu juntsaa “Eramu” titu).
JHN.9.7	Tsenñu kapuka putyu ruku junga ji' pitsale' katamu tiya' miimi. 
JHN.9.8	Tsenñu ya' ya keetaa chumu chachilla bain, naa yanu kaspeleya lushi pakes neneintsu kataataakemu chachilla bain entsa entsandila: Tsen, ¿entsa ruku, lushi pake' u'tandin chuchunamuwaasu juntsa unbere jutyuu? tiitila.
JHN.9.9	Tsenmala mantsalaya: Uwain juntsa rukuve, detiñun; veelaya: Juntsa jutyuve, veraren tsaave juntsa ruku keraami, tiitila.
JHN.9.9	Tsandindetsuñuren juntsa ruku bain entsa entsandimi: Uwain iya juntsa rukun tsaayu, tiitimi.
JHN.9.10	Tsejtu tsa tsandiñu entsandi pake'meela: Tsaashu juntsaa, ¿nejtaa challa katamu tiyayu? tila.
JHN.9.11	Tsa detiñu ya entsandikami: Jesús tiitidetishu juntsa unberee ya' inbi tuba yande' in kapukanu mungue', inu Siloé pi pususha ji' pitsaade tiñu, junga ji' pitsaataa katamu tiyayu, timi.
JHN.9.12	Tsandiñu entsandi manbake'meela: Tsen, ¿nuka naanain juntsa ruku? tila. Tsenñu ya manbakatu: Mijtuyu, timi.
JHN.9.13	Kaspeleya kapuka putyuren ura' mandiyamu rukunu fariseola' junga tajila, 
JHN.9.14	Jesús tsangue' tu munguetu saaduma lekanu malunaa tsangue' ura' manñu' mitya. 
JHN.9.15	Tsenñu fariseola bain: ¿Naa itaa tsai' ura' mandiyu? ti' pake'meela. Tsejtu tsa detiñu ya entsandi pakami: Kapukanu tu munguiñu pitsaakemiren, challaa katamu tiyaiyu, timi. 
JHN.9.16	Tsenñu mantsa fariseola entsandila: Entsa ruku tiba Diosa' junga jamu jun jutyuve, saaduma lekanu malunuren balenguutyu ju' entsangue' mitya, tila.
JHN.9.16	Tsenñuren mantsalaya: Tsen tsaashu juntsaa, ¿nejtaa Diosyaa tsanguekaantsuve tyainuu jumu ke' keewaawaa kichunga, ujcha lamu rukuba? tiitila. Tsa' mitya tsandi' main main vee vee pensa jui shuwatu, 
JHN.9.17	manen manbake'meela kaspeleya kapuka katatyuren umaa katamu rukunu. Tsejtu entsandila: Yaa ñunu kapuka ura' manñu' mitya, ¿ñaa juntsa rukunu muve tinu juyu? tila.
JHN.9.17	Tsa detiñu entsandimi: Inchiya Diosa' mitya pamu rukuve, timi.
JHN.9.18	Naa tsandiñu bain judíola jaiba ma keranguindyatyuula, juntsa ruku kaspelee katatyuren, umaa katamu tiyañu bain, tsejtu ya' apalanu demika', 
JHN.9.19	entsandi pake'meela: ¿Entsa uwain ñulla' naa? ¿Entsanu uwain kapuka putyu nakayamuve tinu dejuu, ñulla? Tsaawaashu juntsaa, ¿nejtaa challaa katamun? tila.
JHN.9.20	Tsa detiñu, ya' apala entsandi pakala: Uwain entsa lala' na kapuka katatyu paijmu nave; 
JHN.9.21	tsaaren mijdetuyu challa nejtaa katamu tiyañu bain, tsenmin maa ne tsangue' katakaamu tireñu bain mijtunchi ma judeeyu. Yanu pake'meedei, yumaa ruku' mitya, yaren maali wainnu tsuve, tila.
JHN.9.22	Ya' apala tsandi pakalaya, judío bale rukulanu jeetyataa tsandila, matyu naajulaa Jesúsya Dioschi Mi'ke' Kayamuve detiñuba, tsandimulanuya yala' waku wakudinu yasha mamikan jutyu ti' ma tsai deshuwañu' mitya. 
JHN.9.23	Tsa' mityaa ya' apala: Ya yumaa rukuve, yanu pake'meedei, tila.
JHN.9.24	Tsenñu judío bale rukula kapuka katatyuren ura' mandimu rukunu mamikatu tsandila: Diosa' ajuusha punañungue pensangue' lalanu narake wainsa tenve. Lala mideeyu juntsa unbere ujcha lan unbereñu bain, tila.
JHN.9.25	Tsa detiñu, ya entsandi pakami: Iyaa mijtuyu naa ujcha lamu rukuñu bain, naa ujcha latyuñu bain, tsaaren kaspelee katatyu jumuren, challa katamu'ba juntsaa miyu, timi.
JHN.9.26	Tsenñu manbake'meetu tsandila: ¿Ñunu naa ken? ¿Tyeenguitaa ñunu katakaren? tila.
JHN.9.27	Tsa detiñu entsa mandikami: Yumaa i ñullanu mika wainyu, tsenñuren ñulla inu keranguindetyatyuve, tsaaba ¿tyeenguinaa mawainsa tenguen? Tsejtu, ¿ñuiba ya' disipulu tiyanu tenguee? timi.
JHN.9.28	Tsenñu na'baasa firu' padeti' entsa mandila: Ka ñaaba juumiñu ya' disipulu dejutyuyu. Lalaya Moisés' disipulu deeyu. 
JHN.9.29	Tsenmin lalaya mideeyu Dios, Moisésnaa pamuwaañu bain, tsaaren entsa unberenaa nuka fale' jamuuñu bain ne miiba dejui'yu, tila.
JHN.9.30	Tsa detiñu ya bain entsa mandimi: ¡Ka'! ¿Naajutaa ne tsaatun? ¡Ya nuka jamuñuba ñullaa naa miba dejutyunun, tsangue' inu katakaamu tiretunguiñu! 
JHN.9.31	Tsaaren mu bain mikeyave ujcha lamulanuya Dios meepungui kityuwaañuba, yanu balengure', ya tyee kisa tyañu bain tsaa kemulanun meepungui kikemuwaave. 
JHN.9.32	Jayuuba mera' kerajdetuyu ne main kapuka katatyu nakayamunun, mangatakaave tiñu kuindaya. 
JHN.9.33	Tsa' mitya entsa unbere Diosa' junga jamu jui'tuya tibangui'chuve, timi.
JHN.9.34	Tsenñu yala entsa mandila: Ñu ujchan juu nakayamaa, ¿lalanu mijakaanu tenguee? tila. Tsandi' yala' waku wakudinu yanu tsaa manguelaakitu, mamikan jutyu tirekila.
JHN.9.35	Kapuka katatyuren ura' mandimu rukunu yala' waku wakudinu yanu tsangue' majuka'laa dekiñuba Jesús mijami, tsejtu bene yaba mangatatu entsandi pake'meemi: ¿Chachi Tiya' Nakayamunu keranguimuyu ñu? timi.
JHN.9.36	Tsandiñu ya entsandikami: Bale ruku, tsen ¿mun juntsa? Inu wainka, tsenmala i yanu keranguichi, timi.
JHN.9.37	Tsenñu Jesús entsa mandimi: Ñu yumaa kerave, iyaa juntsayu, challa ñuba kuinda kikentsaashu juntsa, timi.
JHN.9.38	Tsandiñu umaa juntsa ruku, Jesús' ajuusha teledi': Tsaaya, iyaa ñunu keranguiyu, timi.
JHN.9.39	Tsenñu bene Jesús tsandimi: Iya entsa tusha jamiya, kavitu kenaa jayu, kapuka katatyulanu katakaanu, tsenmin katamulanaa katatyungue tirenu, timi.
JHN.9.40	Tsandiñu demeetu mantsa fariseola, yaba bulu deputu, entsandi pake'meela: ¿Nen? Tsaashu juntsaa, ¿laa bain kapuka putyutu deewa? tila.
JHN.9.41	Tsa detiñu Jesús entsandi pakami: Ñullan kapuka pui'tuya ñulla' ujcha' mitya kuipajtuchu deeve; tsaaren ñulla katamu deeyu tyamu de' mityaa, kuipa deeve, timi.
JHN.10.1	Tsejtu Jesús tsandimi: Uwaindiyu, mun uveja punu veetasha ya' juukapanu vityu' vee mujtu viishu juntsaa, taamu, firu' chachee tsainu tsuve. 
JHN.10.2	Tsenmala mun vinu juukapanaa vi' bain, juntsaya uveja washkemaa tsainu tsuve. Tsaju' uveja washkemu rukuya ura ya' juukapanaa vimuve, 
JHN.10.3	tsenmala uveja keenamu ruku veeta juukapa juukinmala, uveja washkemu rukaa tsaintsuñuba aseetanguenu dejuve uvejala ya' palaaren meekitun. Tsejtu uveja washkemu ruku ya' uvejalanu uvejamee mumunu pa' jin i-i' avindala dekalare' eenu juve. 
JHN.10.4	Tsai' dekalaake' ya' uvejala' ajkesha puu jinmala, ya' bendaa jinu detsuve, ya' palaanu mera de' mitya. 
JHN.10.5	Tsaaren main vee ruku ne juunuya jayuuba bendaa jityu' masmi' ne denepiyaimu deeve, veela' palaanu aseeta dejutyu' mitya, timi.
JHN.10.6	Jesús tsandi' yala naaken chumu deeñu bain, juntsanu laapu' kuinda juu kiñuren, yala jaiba aseetangui'la tyeendi' tsandiñu bain. 
JHN.10.7	Tsaañu' mitya Jesús entsa mandimi: Uwaindiyu, iyaa uveja viviinu juukapa juuñuuyu. 
JHN.10.8	Iya kayu jaindyu, ajke' ja' uvejalanu washkenu kidekishu juntsalaya taamu, urajtu chachi tene judeeve. Tsenñu' mitya yalanuya meranguityuwa deeve uvejala. 
JHN.10.9	Iyaa juukapa juuñuuyu; mun in junaa pulla' juusha vi' bain livee inu detsuve, tsai' uveja juuñuuya deju' veetasha mavi' mafaamin, fintsumi tape kataataakenu detsuve.
JHN.10.10	Taamuya naa-uwanu bain taanguenun jaimuve, tu'nu bain, naa firu' kenu bain, tsaanuren iyaa ñulla naa-uwanuba uwain Diosba tichiba yamuj jutyu ura' dechusa tenñaa jayu. 
JHN.10.11	Iyaa uveja ura' washkemu rukuyu. Mun uvejalanu ura' washkemu' bain uvejala' mitya peyainuuba faashu juntsaa peyamuve; 
JHN.10.12	tsaaren lushinchi taawasha kemu ne juu chachiya ura washkemu ruku juumiñu, tsenmin uveja miya ruku juumiñu, nei'ba jeengucha jantsu katamin uvejalanu shuyikiken tsaa nepiyaimuve, tsenmala jeengucha ja' deketake' tsaa na'baasa de-eekemuve. 
JHN.10.13	Tsaju' lushinchi taawasha kemu unbereya, yaa lushinaa kayu aa pensa ju', uvejalanuya nebaade ne kureke' mityaa nepiya' jimuve.
JHN.10.14+JHN.10.15	Iyaa uveja ura' washkemu rukuyu. Tsenmin iyaa in uvejala' mityan peyanuu juyu. Naajuinga in Apa inu naaju kerañu bain i bain yanu tsa keraashu, naa i bain in uvejalanu naaju kerañuba yai bain inu entsa kera deeve. 
JHN.10.16	Entsa veetanu putyu kayu vee uvejala bain miyayu. Juntsalanu bain i demikanmala yai bain in palaanu meenu detsuve. Tsenmee ma veetanu tene punañu denanmala, uveja washkemu ruku bain iren main juunu tsuyu.
JHN.10.17	Iya tu'kutyaturen manen mangujpa' manchunu juñu' mityaa, in Apa inu estyamuve. 
JHN.10.18	Muba inu tu'kaakenuu dejutyuve, iren tsaikutindyuya. Tsaju' naa peya' bain, mangujta' chunuu jumu juyu. Entsa tsainuuya in Apaa inu juntsaide, tive.
JHN.10.19	Jesús tsandi' pañu demeetu, judíola manen main main vee vee pensa juu mashuwaila. 
JHN.10.20	Tsejtu pure' judíola entsa entsandila: Dyabuluchi ma ikayaa yujka juunuba, ¿tyeenguenaa meemeediyu? tiitila.
JHN.10.21	Tsenmala kayu veelaya entsa entsandila: Mu bain dyabuluchi ikayaalaya tsandi panu dejutyuve. Tsejtu, ¿dyabulu kapuka putyulanu mangatakaanu jun? tiitila.
JHN.10.22	Shu tinbu malutala fandangu mantsula Jerusalénsha, aa elesha Dioschin juu demandirenu malu manchañu' mitya. 
JHN.10.23	Tsenñu Jesús aa elesha chunu jurusha avindala putu, “Faapanbeesha nenu shili Salomónchi” tinu panbeetaa nentsumi. 
JHN.10.24	Tsenñu judíola yanu yatai de-uidi' entsandi pake'meela: Tsen, ¿naa-uwanuba lala pensandandaa tsananuj deewa? Ñu Dioschi Mi'ke' Kayamushu juntsaa, umaa lalanu urati wainka, tila.
JHN.10.25	Tsa detiñu Jesús entsandi pakami: Iya ñullanu mika wainñun inu dekeranguityuve. In Apa' mitya i kiikeeshu juntsalaren ñullanu narati wandindetsuve iya muñu bain, 
JHN.10.26	tsaanun ñulla keranguityu deeve, in uveja dejutyu' mitya. 
JHN.10.27	In uvejalaa in palaanu mera deeve; i bain yalanu entsa kerayu, tsenmin yalaa in bendaa jamu deeve. 
JHN.10.28	Iya yalanu naa-uwanuba Diosba ura' chujtinu kentsuyu. Tsenñu' mitya jayuuba piyan dejutyuve, tsenmin mu bain inu ne yalanu manchi'ken dejutyuve. 
JHN.10.29	In Apa kayu munuba depullaa rukaa, tsangue' inu juntsa uvejalanu dekuñu' mitya, mu bain in Apa' tyaapanuya manchi'ken dejutyuve. 
JHN.10.30	Iya in Apaba main judeeyu, timi.
JHN.10.31	Tsenñu judíola manen shupuka manga' yanu demandya'kenu kiñu, 
JHN.10.32	Jesús entsandimi: In Apa tsanguikaañu iya ñulla' ajuusha tiba pure' uraa kikiyu. Tsaanuren, ñulla juntsa' mityaa inu shupuka' kenundiyandetsumiya, ¿naaju' mityaa ura tsanguenu dejuyu? timi.
JHN.10.33	Tsandiñu judíola entsandila: Ne ñu ti ke' ura' kiñu juntsan mitya shupuka' kenu dejutyuyu; ñu' palaaya Diosnu kentsure' paa judeeñu' mityaa tsanguenu detsuyu. Ñu tiba jutyu ma cha' ruku ne juuren maalin jei Dios tikutinu kiikive, tila.
JHN.10.34	Tsenñu Jesús tsandimi: Dios tsandikaañu ¿ñulla' lei kiikanu entsa pillajtuu: 
JHN.10.35	Munaa juntsa tsandi' bain Diosa' pilla kiikanuren ñulla dyus deeve ti' ma tsandive, tsenmin Diosa' pilla kiikanuya tinu bain tsa jutyuve tinu jukeetyuve. 
JHN.10.36	Tsa' mitya, Diosren inu mi'ke' ka' entsa tusha eeñuba, ¿nejtaa iya Diosa' Nayu titu, Diosnu kentsure' pave tijdetiyu, ñulla? 
JHN.10.37	Iren in Apa' kentsumi ki'shu juntsaa, keranguityukai. 
JHN.10.38	Tsaaren in Apa' kenu taawashaa kishu juntsaa, naamika inuren keranguindendyuñu bain, in keñu taawashanuya keranguidei. Tsenmee umaa demija' aseetanguenu detsuve in Apa in mitya chumunmala, i bain ya' mityaa chumuñu bain, timi.
JHN.10.39	Tsenñu manen peesu manganu dekiñuren, Jesús manepiyaimi.
JHN.10.40	Tsejtu Jesús manen Jordán pi bejkusha miitu, junu kaspele Juan mungaren pupunanu tenabi kajdimi. 
JHN.10.41	Tsenñu pure' chachilla ji' kerakitu entsa entsandila: Naamika Juanya Diosyaa tsanguekaantsuve tyainuu jumu maliiba ke' keewaatyuwa ju' bain, kumuinchi entsa unberenu laapu' patimuwaasu juntsa kuindaya mika ura' pamuwaañuve, tila. 
JHN.10.42	Tsejtu pure' chachilla Jesúsnu keranguikila juntsa tenabi.
JHN.11.1	María ya' naatala Martaba Betania pebulubi chula. Tsenñu junu ma ruku Lázaro mumu dilu tsumi. 
JHN.11.2	Entsa dilu tsumu ruku Lázaro' tsujki Maríaa ma bijee Jesús' neepanu pindyupi mungue' ya' achuwachi demanguijtikemu shinbuwaami. 
JHN.11.3	Tsai' juntsa pai tsujkila, Jesúsnu entsandi kuinda eela: Bale Ruku, ñu' estya estyainu ruku dilu tsuve, tila.
JHN.11.4	Tsenñu Jesús mijatu tsandimi: Entsaya peya' pinu diipeya jutyuve, tsai' diikaaviñu naa Dios tsamantsaa ju'ba juntsa keewaanu bain, tsenmin naa Diosa' Na bain naaju tsamantsaa juñuba juntsaa keewaanu bain tsaitu ive, timi.
