MAT.1.1	Ma əlfa na Zezu Krestu, wətən Davitti*, wətən Abraham:
ROM.5.2	Ɗə wətaf Zezu Krestuwi, mərah wəzar gu'o aza mbəlembəle na Maŋgəlva, ndəni an məsam aban kakaŋ gesi. Ndən dəda neken səm zəmə, mərmak wənnan amakram naw rəh gakdak na Maŋgəlva. 
ROM.5.3	An dəday van əmpa bo, mənam tatə neken zəm ko adəv wən tattuwãha, məsənka wən tattuwãh warban sən ɗəf dəɓəs gəni. 
ROM.5.4	Əɓəsən waziw guk ɓəlɓəl aba wəraka, wəziw ɓəlɓəl aba wərak bo, ndəni kədarma wənnan amakrok nawrəh zəga. 
ROM.5.5	An məs mərəm amakraməŋ arbəsəm na wil ɓa. Vi Maŋgəlva arban səmək əŋgla nani, apsəmək Əmpəs nani.
ROM.5.6	Gala məsam məza sembe azam naɗɗa zəga an dəslə ɓa, yaŋ Krestu amtə vimə, mənam məzu ɓoŋgoŋ aka Maŋgəlva, amtək də pay məs Maŋgəlva aɗiyə. 
ROM.5.7	Tuwãhi ɗəf dətaf gən əmta vi ɗəf an təstəssə. Kuzuŋ ɗəf maɓɓan wasok zən wətaf əmta vi ɗəf diiɗa diiɗa soko. 
ROM.5.8	Amma Maŋgəlva arban səmək va aŋgələmə, pay məsəm də mambray namə Krestu adek əmta mbamə. 
ROM.5.9	Kakaŋ na məsamək ɗii təstəs aba Maŋgəlva vi əmta na Zezu, an dəday ki askəmpa na, dəndəni mədawkoh səma wəda gədəv na Maŋgəlva an dədazani. 
ROM.5.10	Məzu seɓeŋ na Maŋgəlva mənan lakəŋka, amma yaŋ wənam asler dəndən, də əmta na Wətəni. Ya adan kakaŋ məslerik dəndən, Krestu wakoh gəm səma kita na Maŋgəlva. 
ROM.5.11	An məs dədayki askəmpa na, mənam tatə neken zəm də wəsap nam də Maŋgəlva vi Zezu Krestu, ndəni Ɗəfdaya namə ndən də slerem də Maŋgəlva.
ROM.5.12	Vi wənna ɗəf takayi mambray ade aka dəlva, də mambray nani əmta ade adəv dəlva. Vini əmta asan aket ɗii pakə, vi ndəɗaŋ pak aɗɗaŋgək mambraya. 
ROM.5.13	Daga Maŋgəlva dəɗi ma henziŋ tagay ɓa, mambray taya duniya səkay. Amma Maŋgəlva dəŋɗan va mambray ɓa, vi dəɓəl ənah na henziŋgi tagay ɓa. 
ROM.5.14	Də as pakə, daga səza Adam ha gap aza Moyis, əmta tayaket ɗii pakə, ko vi dəɗɗaŋ mambray vana Adam ɓa zlaŋ, nan dəŋger wəpprəm an Maŋgəlva anah ɓa.
ROM.5.14	Adammi foto na ɗəf məs dədazani. 
ROM.5.15	Wən an Adam aray gənəŋ asləna də əvəl na Maŋgəlva na mekeleŋgəŋ məs avəl də ɗəffəŋ ɓa. Gesiŋ ɗii diiɗa amtaŋgək vi mambray na ɗəf taka. Amma mbəlembəle na Maŋgəlva dəday kiyən əmpa də diiɗa, vaski kan avəlsit ɗii diiɗa vi wənna ɗəf taka ndəni Zezu Krestu. 
ROM.5.16	Əvəl na Maŋgəlva adayək ki mambray na ɗəf taka də sembe. Kita na Maŋgəlva azlbek ɗii pakə, vi mambray na ɗəf taka. Amma mbəlembəle na Maŋgəlva adayək ki mambray pakə, akpaŋgetik ɗii pak təstəssə. 
ROM.5.17	Gesiŋ əmta atəŋgək wərah zən vi ɗəf taka agəɗ mambraya. Amma an dəday kana, ndəni dəgəɗ də ɗəf maɓɓani, ndəni Zezu Krestu. Vi wənnani mərah mbəlembəle na Maŋgəlva diiɗa də təstəs nani, mərahək wəzəm məlĩ nan də zeŋgille.
ROM.5.18	Nəmna: Maŋgəlva aɗiyək dolgoy na mambray sit ɗii pakə, vi mambray məs Adam aray gən katər gəni. Vaski bo Maŋgəlva wakpaŋget ɗii pak təstəssə, wapsit zeŋgille vi ɗəf taka agəɗ mogoni. 
ROM.5.19	Ɗii diiɗa akpaŋgaŋgək məɗɗaŋ mambraya, vi ɗəf taka dəŋger wəpprəm ma Maŋgəlva ɓa. Vas bo ɗii diiɗa wasoŋ təstəs aba Maŋgəlva, vi ɗəf taka apprəm ma Maŋgəlva.
ROM.5.20	Ma henziŋ ade akan na, vi mambray dəzlər gən abe abe. Amma an mambray adek akan na mbəlembəle na Maŋgəlva dədazan akan day. 
ROM.5.21	Sembe na mambray arbanək zən də əmta. Amma sembe na mbəlembəle na Maŋgəlva də goŋga nani, arbanək zən də wəkoh na suwa ha faɗə, məs mərah də Zezu Krestu Ɗəfdaya namə.
ROM.6.1	Mbar mədawnəh kandi? Aməsban wəɗɗa mambray abe abe vi mərah gən mbəlembəle na Maŋgəlva diiɗa sa? 
ROM.6.2	Midi haya agəɗ na vas ɓa! Klaza mambray məmtəm mənani, ya mədəray mədaw sam adəv mambray əmpa di? 
ROM.6.3	Adan mətafək baptem, məsapək də Zezu Krestu. Kəsənənək na lewi wəsap də əmta nani. 
ROM.6.4	Ɗə wətaf baptem nani məndəkəm dəndən. Amma va nan van asil səkəti əmta də sembe na Maŋgəlva məs də gakdaka, vaski nam bo mərah wəsam madaram də zeŋgille meleketeni.
ROM.6.5	An məsapək adəv əmta nan dəndən, əmta məs dəgil vanani, asna nam bo waməsil səkəti əmta vanani. 
ROM.6.6	Məsənka, ɗəffan na dəvəm məsam dabəŋ dəndən na, amtək də Krestu aka wəlaŋga məzliwrihe, vi gəɓa zəm an də mambray dəzə gən kuɗupu, va wənah na an məs mambray aday kiyən, vi mədaw sam balemɗe na mambray əmpa ɓa. 
ROM.6.7	Vi an ɗəf amtəka, nan akohuk səva sembe na mambray səkay. 
ROM.6.8	An məmtək də Krestu, mətafək wənnan na, asna waməmbəl dəndən. 
ROM.6.9	Məsənək gesiŋ na Krestu asilik səkəti əmta, amtəna ɗaah əmpa ɓa, əmta tay də sembe akan əmpa ɓa. 
ROM.6.10	Klaza mambray na təl takayi amtə, amma yaŋ kadawsan kan kakaŋ də zeŋgille meleketeni, vi Maŋgəlva. 
ROM.6.11	Vaski nokum bo, mula zukum va məmtukum klaza mambraya, mula zukum bo va madorokum vi Maŋgəlva vi wəsap nokum taka də Zezu Krestu.
ROM.6.12	Ya vas kana, kədapanən mambray dəsan gən məlĩ aka gəɓa zukum an namtaŋ ɓa, kədasbanən wəsim zəga nan ɓa. 
ROM.6.13	Kədapanən mambray dəɗɗe gin zigeɗ naza zukum ɓa, ka zigeɗ naɗɗa wəza na mambray ɓa. Amma məpsən zukum sən Maŋgəlva dərəŋ, vi kəgulyoŋguk səza əmta, kətoŋgoŋguk atəki nawkoho. Məppan Maŋgəlva dəgəɗ wəza dit zigeɗ naza gəɓa zukum, va zigeɗ naɗɗa wəza an təstəssə. 
ROM.6.14	Vas na, mambray azəm na məlĩ akokum əmpa ɓa, vi kəsbanən wənna ma henziŋ ɓa, say wənna mbəlembəle na Maŋgəlva.
ROM.6.15	Adan mbəlembəle na Maŋgəlvayi dədaw zəm məlĩ akamə, məza ma henziŋgi ɓa, asna say məsban gən wəɗɗa mambray kana sa? Kay tay vas ɓa! 
ROM.6.16	Kəsənən ɓa sa? Ɗəf məs kəppanən zukum ka balemɗe nani, man kədapprəmaŋ. An munokum tatəpprəmən ma mambray na, asna wakukum atəki əmta. Ya an munokum tatəpprəmən ma Maŋgəlva, asna wakəsoŋ təstəs aba Maŋgəlva. 
ROM.6.17	Soko sən Maŋgəlva, lahəŋ na balemɗe na mambray kənanaŋ, amma kakaŋ na munokum tatəsbanən goŋga nan də makrokum taka, ndəni məs kərəhaŋ də iyagani. 
ROM.6.18	Məmokumi səka balam na mambraya, kəkpaŋgaŋgək balemɗe na goŋga. 
ROM.6.19	Əntatə nah sukum wən məkpaŋga, də wənna balam vi karban sukum an məs dəslə. Lahəŋ na kəppanənək zukum pak balemɗe na zəga darnyaw də garzlaw pak vi kaɗɗa mambraya. Vaski bo kakaŋ kana, məppan zukum pak ka balemɗe na goŋga vi kədawaŋ gən va an Maŋgəlva aŋgələ.
ROM.6.20	Gala kəsoŋ balemɗe na mambraya, də mokum kənanaŋ ndol ɗar aza goŋga. 
ROM.6.21	Mi kərəhaŋ kan də wəza nan di? Gesiŋ wil tay dukumən sən wənnan kakaŋka, vi wəgrak na wəza nani, ndəni əmta. 
ROM.6.22	Amma kakaŋ na balemɗe na mambray kənanaŋ əmpa ɓa, nokum kəkpaŋgaŋgək balemɗe na Maŋgəlva. Vini say kədawaŋ gən va an məs Maŋgəlva aŋgələ, wəgrak na wəza nokum ndəni zeŋgille ana suwa ha faɗə. 
ROM.6.23	Vi riba na mambray ndəni əmta, amma mbəlembəle məs Maŋgəlva adapsəmə, ndəni zeŋgille na suwa ha faɗə məs mərah də wəsler nam də Zezu Krestu Ɗəfdaya namə.
ROM.7.1	Milmiŋgiɗwa, kəsənənək an nəŋgəl ənah sukum səkay, vi kəsənənək ma henziŋ. Ma henziŋ bo nan tay zəm məlĩ aka ɗəf pay asan madaran kaaka'ə. 
ROM.7.2	Va guluk namba zile, wənna ma henziŋ aynatək aza zilta pay adaw san egge tagay. An zilit amtəka, nat təppələk səza ma henziŋ nani. 
ROM.7.3	Vi wənəski an təgəmək zil mbərən daga dəɓəl əmta ɓa, kawyəti na, məgəd mana'a. Amma an zilit amtəka, wənna ma henziŋ na zilit tayakat əmpa ɓa, an təgəmək ɗəf mbərən na nan təgəɗ mana'a əmpa ɓa. 
ROM.7.4	Vaski bo də munokum milmiŋgiɗwa, kəmtaŋgək də Krestu. Vaski məmtukum kənanaŋ klaza ma henziŋ. Kakaŋ na, na ɗəf mbərən kənanaŋ ɓa, ɗəf məs dəsil səkəti əmta kənanaŋ. Kakaŋ na wakəɓapaŋ wətər wəray sən Maŋgəlva də wəza nokum. 
ROM.7.5	Gala mədasban wəɗum na gəɓa zəmə, əsim zəga adayək ki zəmə, agulmək adəv mambraya. Ma henziŋ asil gənək əsim zəga azamə, yaŋ mədaɗɗa an naw kisəm əmta. 
ROM.7.6	Amma kakaŋ na mərəhək kiyəm səza ma henziŋ, məmtəm mənan aza ma henziŋ məs dinamə. Vini kana, məsbana Maŋgəlva də tive an məsvan lahəŋ ɓa, də wənna ma henziŋ məvernəŋ ɓa. Mənam tatəsban Maŋgəlva kakaŋ kan də tive meleketeni ndəni də əmpəs nani.
ROM.7.7	Mbar mədawnah kan di? Ma henziŋ na mbərayni sa? Tay vas ɓa! Amma va ma henziŋ dənah na kədaw sim zəga ɓana, əsim zəga azəm gəm na saha ɓa. 
ROM.7.8	Ma henziŋ dəsil gən əsim zəga azaw ko midi pakə. Va ma henziŋ tay ɓana, mambray wamtə kəta. 
ROM.7.9	Lahəŋ na madaraw nan kəta, daga nəɓəl wəsən ma henziŋ tagay ɓa. Adan ma henziŋ ade, yaŋ mambray atəŋ wəmbəla. 
ROM.7.10	Yaŋ naw nəmtəka, ma henziŋ ade bo vi karban tive nawkohyi, amma yaŋ akisu əmta. 
ROM.7.11	Yaŋ mambray agəɗ wəza də ma henziŋ naka, vi kawrakawa, yaŋ abayu də ma henziŋ naka.
ROM.7.12	Gesiŋ ma henziŋ səza Maŋgəlva ade, ma henziŋ nan salalayi aslək sawɓa, mogoni sawɓa. 
ROM.7.13	Ya yas vaski na zəga mogon wakisu əmta sa? Tay vas ɓa sam! Vasna mambrayi dəgəɗ wəza də zəga mogonəŋka, ha ndəni kay baywa, vi mambray dərban gən zən na mambrayi gesiŋ. Vi wənna ma henziŋgi, mambray arah tive narban daraw nan pakə.
ROM.7.14	Məsənək gesiŋ ma henziŋ səza Maŋgəlva ade, amma nawa, ɗəf mədaku nani, balam na mambray nani. 
ROM.7.15	Nawsən an nədaɗɗa ɓa, naɗɗa an nəŋgəl ɓa, amma say an məs nəzelli nədaɗɗa. 
ROM.7.16	An nəŋglu an nədaɗɗa ɓa, asna nəsənək na ma henziŋ mogoni. 
ROM.7.17	Vasna əntə nədaɗɗan sən kiyu ɓa, amma mambray anna makraw dədaɗɗani. 
ROM.7.18	Nəsənka zəga mogon tay zaw ɓa, əntatə gaya ka nəgəɗ gən mogoni, amma naw ɓapən ɓa. 
ROM.7.19	Naɓapəɗɗa mogon məs nəŋgələŋ ɓa, say mambray an məs nəzeli. 
ROM.7.20	An əntatəɗɗa zəga an nəzeli, asna əntə nədaɗɗan də əŋgla naw ɓa, mambray ana dəvu dədaɗɗani.
ROM.7.21	Aŋki tive na wəza naw va adawdawa: An nəŋgələk wəɗɗa mogoni, say mbrayen nədaɗɗa kaaka'ə. 
ROM.7.22	Makraw neki də ma henziŋ na Maŋgəlva sawɓa, amma gəɓa zu tayəsban ma henziŋ maɓɓani. 
ROM.7.23	Ma henziŋ nan tay gay də ma henziŋ an maɗulaw aŋgələ, yaŋ kan akpaŋgaw balam na mambraya, yaŋ kan ma henziŋ na mambray aska wəlla gəɓa zuwa. 
ROM.7.24+ROM.7.25	Maɗulaw aŋgluwək ma henziŋ na Maŋgəlva, amma wəza naw tayəsban ma henziŋ na mambraya.
ROM.7.24+ROM.7.25	Midi haya, na saha nani! Zəga tay dəpəl su əmpa ɓa, say əmta. Naway nawgilgu sədəv wəzəm saha nawəŋ di? Soko sən Maŋgəlva vi zəzay na Zezu Krestu, Ɗəfdaya namə.
ROM.8.1	Vini kana, an ɗəf asapək də Zezu Krestu na, Maŋgəlva ataw na kita akan ɓa. 
ROM.8.2	Tayəsban dawka na Əmpəs məs məzapsən zeŋgille də tive nasap də Zezu Krestu, dawka nan akoh gənək səza dawka na mambray də an namta pakə. 
ROM.8.3	Maŋgəlva sən kiyən aɓapək wəɗɗa an ma henziŋ dəɓap wəɗɗan ɓa, vi mədakəm mənani. Aslənək Wətən də gəba zən va ɗəffa, məs dənan wərak na mambray vanet ɗii pakə. Adəv gəɓa zə ɗəffi ataw kita aka mambraya. Də vaski kan adayki mambraya. 
ROM.8.4	Kakaŋ na waməɓap wəɗɗa goŋga an məs ma henziŋ ada sohon azamə, vi nam ma Əmpəs na Maŋgəlva mədapprəma, ana gəɓa zəm mədapprəm ɓa. 
ROM.8.5	An ɗəf asbanək əŋgla na zəni, asna əŋgla nan wadayki maɗulan kana. Amma an Əmpəs na Maŋgəlva asanək amakrani, asna Əmpəs nan wazəm məlĩ aka maɗulani. 
ROM.8.6	Ɗəf məs dəsban əŋgla na zəni, wamtə, amma ɗəf məs dəsban Əmpəs na Maŋgəlva, nan warah zeŋgille nasuwa ha faɗ də zamə.
ROM.8.7	Ɗəf məzasban əŋgla na gəɓa zəni, nan məzu seɓ na Maŋgəlvayi. Asbanna dawka na Maŋgəlva ɓa, gesiŋ asbanna dawka nan ɓa. 
ROM.8.8	Ɗəf məzasban əŋgla na gəba zəni, ɗəf nan tay lew ara Maŋgəlva ɓa. 
ROM.8.9	Amma nokum na, əŋgla na gəɓa zukum aday na kikum ɓa. Munokum tatəpprəmən ma Əmpəs na Maŋgəlva, an vaski gesiŋ na Əmpəs nan tay san amakrokum, ɗəf məs dərah Əmpəs məs Krestu adapsən ɗəf ɓa, nan ɗəf nani ɓa. 
ROM.8.10	An Krestu tayəɗɗa wəza amakrokum, asna gəɓa zukum wamtə vi wənna mambraya, amma Əmpəs na Maŋgəlva wapsukum zeŋgille vi təstəs kənanaŋ aba Maŋgəlva. 
ROM.8.11	Maŋgəlva asil gənək Krestu səkəti əmta. An Əmpəs nan taya makrokum, asna wandəf gən sukum gəɓa zukum məs dəmtə də Əmpəs nani.
ROM.8.12	Milmiŋgiɗwa, vi wənnəski ɗəf tay nagəɗ səm dewle nasban əŋgla na gəɓa zəm ɓa, dewle nan agraka. 
ROM.8.13	An kəsbanənək əŋgla na gəɓa zukum, wakəmtaŋ. Amma an kəpprəmənək ma Əmpəs na Maŋgəlva ka dəbay gən əŋgla na gəɓa zukum, asna wakəsoŋ madarokum. 
ROM.8.14	Məzəpprəmən ma Əmpəs na Maŋgəlva pakə, ndəɗaŋgəŋ dədakpaŋgaŋ kiritn Maŋgəlva. 
ROM.8.15	Vasna wən tay kədaw təŋgən wəker aba Maŋgəlva sən əmpa ɓa, vi əmpəs məs apsukuməŋ dəkpaŋgokum balemɗe nan ɓa, amma say ka kirtin akpaŋgokum. Əmpəs nan tay san adəv kum. Vi wənnəski, mənah səm sən Maŋgəlva na, Affəmə! 
ROM.8.16	Yaŋ Əmpəs na Maŋgəlva adawnah sən əmpəs nam na, nam kirtin Maŋgəlva mənan gesiŋ. 
ROM.8.17	Ya an kirtin mənan na, asna wamərah zəga an məs məzaɓan sit kirtini, zəga məs apsən Krestu wəŋ bo, wapsəmə. Vi an mərahək hara bonoy na Krestu məs azəm saha, asna wamərah haran nam səza gakdak nani.
ROM.8.18	Nəɗumək wənna wəzəm saha nam adəv duniya an kakaŋkəŋka. Ya gesiŋ kaw slani wənnan də gakdak məs Maŋgəlva adaɗum narban səməŋ ɓa. 
ROM.8.19	Vi zəga məs Maŋgəlva agəɗ pakə, tay pay məs Maŋgəlva adarban sit kirtin də gakdaka. 
ROM.8.20	Maŋgəlva apanək duniya pak dəzə gəni, amma vi mambray nani ɓa. Maŋgəlva asgan adəv kita na, vi mambray net ɗiiyi. 
ROM.8.21	Də as pak Maŋgəlva apsənək tive sən duniya dəga gən wənna əman kiyən səka balam nawzan zəni, dəsap gən dit kirtin adəv wərah kiti də gakdaka. 
ROM.8.22	Məsənka, kakaŋ zlaŋ na duniya tayənɗəsa tay zəm saha va ɗak məzuwa. 
ROM.8.23	Duniyayi kaaka ɓa, amma də mənam kirtin əmpəs na Maŋgəlva məs wəvəl nan dabəŋ, mənam tatənɗəsa. Mamaka əŋgla kaw sam də Maŋgəlva va kirtini, amamək səza wəzzan gəɓa zamə. 
ROM.8.24	Wəkoh nam tay ta'a kana, amma də wəgani hara kana. Amma an mula gən zəga nan təmsa aza harami na, asna zəga məs mədaga ka mərah gənəŋka, wəɗum nawga zəga an də goŋgay ɓa. Naway dədawnah na kuzuŋ aka zəga məs adawla də haran di? 
ROM.8.25	Amma an mənam tatə gan mərah gən zəga nan məza mənam təmsa ulan tagay ɓa, asna mənam tatə gan də wəɓəsən.
ROM.8.26	Əmpəs na Maŋgəlva tay baah səmə, vi mədakəm mənani. Məsən wəzuli sən Maŋgəlva va an də slə ɓa. Əmpəs sən kiyən tay zuli sən Maŋgəlva vimə, də ma net ɗiiyi ɓa. 
ROM.8.27	Maŋgəlva məzu kayan makret ɗiiyi, asənək məs əmpəs adaw kayani. Vi Əmpəs na Maŋgəlva tay zuli viyit ɗii na Maŋgəlva va an Maŋgəlva aŋgələ.
ROM.8.28	Məsənka an ɗəf aŋgluwək Maŋgəlva, asna zəga məs Maŋgəlva agəɗ pak wasan zəga mogon azani, an məs Maŋgəlva aɗum sən də əŋgla nani. 
ROM.8.29	Daga far lahəŋki Maŋgəlva asinik ɗii nan məs awel pakə, vi dərəhaŋ gən wəkoh vana Wətəni, vi Krestu bo dəsan gən tizi abet milmiŋgiɗin diiɗa. 
ROM.8.30	Ɗiiyen məs Maŋgəlva aynan wənnan viyit far pak ayeke, akpaŋgetik təstəs abani atoŋgitik adəv gakdak nani.
ROM.8.31	Kakaŋ na, mi dəmbər səm nawpel əmpa di? An Maŋgəlva tay də mənam na, naway nawzelem əmpa di? 
ROM.8.32	Dərma van aka Wətən ɓa, amma appanək amtək agəlam pakə, ya yas vaski na, apsəm na zəga pak dəndən ɓa sa? 
ROM.8.33	Naway nawzəm kiyit ɗiiyen Maŋgəlva awel di? Ɗəf tay ɓa, vi Maŋgəlva arbetik na, ɗii təstəssəŋ abani. 
ROM.8.34	Ɗəf tay naw ɓap uwiliyit ɓa. Vi Krestu amtək viti. An dəday ki askəmpa na, asilik səkəti əmta, tay tuŋgo akava dəzəŋ na Maŋgəlva, tay kaman Maŋgəlva vimə. 
ROM.8.35	Ya an vaski na, naway naɓap uɗakam də əŋgla na Krestu di? Bonoy sa, wən tattuwãh sa, wərma mama sa, may sa, saha sa, wən mbrayen sa, walla əmta, sa? 
ROM.8.36	Va wən məverin adəv ɗerewel anah na:
ROM.8.36	Aka wən noki məsɓət huruɓu, ama əmta,
ROM.8.36	yaŋ adawləmən va timeŋgiɗ məs adawkaŋ atəki nawtaw wəleti.
ROM.8.37	Amma adəv Zəgas pak na, waməday kiyən gesiŋ də wəbaah na Krestu məs dəŋgələmə. 
ROM.8.38	Nəsənək gesiŋ, zəga tay nawɗakam də əŋgla nan ɓa, ko əmta, ko zeŋgille, ko maslayɗe, ko sembeɗ meɓɓet temme, ko wənziya an kakaŋka, ko wənziya an dədazani, 
ROM.8.39	ko, sembeɗ na disiŋ walla sembeɗ namba dəlva fuŋ, Maŋgəlva arban səmək əŋgla nan də Zezu Krestu Ɗəfdaya namə. Vi wənnani gesiŋ zəga tayaka dəlvəŋ dədawɓap uɗakam də əŋgla na Maŋgəlva ɓa.
ROM.9.1	An nədawnah kakaŋkəŋ na, gesiŋgi. Na Krestu nani, tepelke nədawa ɓa. Əmpəs Salala* tay zəm məlĩ aka wəɗum na makrawa, ndəni məzaw ku abe nəwə na tepelke ɓa. 
ROM.9.2+ROM.9.3	Gərəŋ nan sawɓa, makraw tay troh troh pay pak vi wənnet milmiŋgiɗu dit əlfiŋgiɗwa. Va mbaguwi kəta na, anəŋglu Maŋgəlva dəray guwə gəni, də uɗakaw də Krestu vi wənneti. 
ROM.9.4	Net kpak əlfa net Israyelɗeŋ, ɗii məs Maŋgəlva aweləŋ. Maŋgəlva akpaŋgetik ka kirtini, arban sitik gakdak nani. Aynanək wənnan dənɗaŋ, apsitik ma henziŋ də wəsban Maŋgəlva an də goŋga, də mogon məs anah napsit diiɗa, 
ROM.9.5	ndəɗaŋgəŋ dəhiŋgiɗəm madabəŋ. Ko Krestu, səza əlfa neti. Usoko sən Maŋgəlva məs dəsan metiŋ aka zəga pakə, ha faɗə. Amin.
ROM.9.6	Nənah na əpel na Maŋgəlva zəga ɗar mekeleŋgi ɓa. Amma Maŋgəlva də wel ɗii na Israyel pak ka ɗii nan ɓa. 
ROM.9.7	Ma əlfa na Abrahammi pak kirtin Abraham məŋ də goŋga ɓa. Maŋgəlva anah sən Abraham na: Say səza Isakki adaŋɗanən ma əlfa noko. 
ROM.9.8	Va wənah na, ɗii məs muwet va ɗii pak adawaŋ na, ndəɗaŋgəŋ kirtin Maŋgəlva ɓa, say məs muwet də wəpel na Maŋgəlva ndəɗaŋgəŋ adaŋɗetin ka kirtini. 
ROM.9.9	Va Maŋgəlva anah na: An pay va nəɗum sən agapka, anəde, wanərəhət Saratu tuwək wina.
ROM.9.10	Wənnəski kaaka ɓa. Amma əŋga mula wənnet kirtit Rebekka suleŋ ɗa. Affit takay, ndəni dəhəm Isak. 
ROM.9.11+ROM.9.12	Amma məs Maŋgəlva awel na, aziw gənək aka wəɗum nani. Ndəni anah sət Rebekka na: An daya wagəɗ wəza aba an sawã. Maŋgəlva anəh wənnan na, məɓəlli uwet tagay ɓa, walla dəɗaŋ gən wəza mogoni walla mbrayen ɓa. Maŋgəlva duwel aza ula wəza net ɓa, wənnan tayərban na Maŋgəlvayi də wel də əŋgla nan katər gəni. 
ROM.9.13	Va məverin adəv ɗerewel məsvani: Zakubu nəŋgələ, Isuwa nəzeli!
ROM.9.14	An vaski na, mbari mədawnah di? Ya an məs dəslə ɓay Maŋgəlva adaɗɗa sa? Tay vas ɓa! 
ROM.9.15	Apsən Moyis na: Wanəwəl saha aka ɗəf məs duwəl səsahən, wa nəmba ɗəf məzu mba'ən. 
ROM.9.16	Vasna wənnan pak tay vi əŋgla na ɗəf ɓa, walla aka gurom na ɗəf ɓa, say də ula saha na Maŋgəlva kaaka'ə. 
ROM.9.17	Maŋgəlva anah sənək məlĩ Firawna adəv ɗerewel məsvan na: Nəɗikuk məlĩya vi wən taka kaaka'ə, vi nərban gən sembe na məlĩ naw akoko, vi iya naw də tray gən aka dəlva fuŋ pakə. 
ROM.9.18	Va wənah na, vaski Maŋgəlva adawla saha aka ɗəffan aŋgələ, vaski adaɗɗa ɗəf maɓɓan kiyən ɓəllə.
ROM.9.19	Kuzuŋ akənah suwənna: Ya an vaski na, vi mi Maŋgəlva adawnah səm na kəray gənənka di? Naway naɓap ətak an aŋgəl di? 
ROM.9.20	Midi haya! Mədəŋga mənan məbay gən ma də Maŋgəlva di? Ya zəga məɗɗan wanah sən ɗəf məs dəɗɗa na: Vi mi kəɗu vaŋ di sa? 
ROM.9.21	Mərkaŋ tat də sembe aka dələv narka ɓa sa? Də dələv məs takaŋka wa təɓap wərka mesteɓeɗ sula, aŋka mesteɓe na sləma, aŋ tamə ɗarə.
ROM.9.22	Vaski kan va wəza na Maŋgəlva asani. Azet ɗii meɓɓet na, aŋgəl ərban əda gədəv nan də sembe nani. Aslək dəzaŋ gəni, amma aɓəs sitike də əŋgla nan diiɗa. 
ROM.9.23	Azet ɗii meɓɓet bo, aŋgələk ərban gakdak nan diiɗa, awlak səsahti, azaɓan sitik daga far laŋka vi dərəhən gən gakdak nani. 
ROM.9.24	Anamiyi ayə, suweleŋgit Yahudiyenɗe kaaka ɓa, amma gəm suweleŋgit ɗii məs Yahudiyenɗeŋ ɓa pakə. 
ROM.9.25	Va Oze anah adəv ɗerewel məsvan na:
ROM.9.25	Ɗiiyen məs dəsoŋ ɗii nawəŋ lahəŋ ɓa,
ROM.9.25	wanəkpaŋget ka ɗii nawa.
ROM.9.25	Ɗii məs nəŋgliw lahəŋ ɓa,
ROM.9.25	nəkpaŋgetik ka ɗii məs nəŋgələ.
ROM.9.26	Akəti məs mənah lahəŋ na:
ROM.9.26	Ɗii naw kənanaŋ ɓa.
ROM.9.26	Adakki mənah sit na:
ROM.9.26	Kirtin Maŋgəlva madaran kənanaŋ.
ROM.9.27	Məs kleŋ Ezay bo apelik aka wənnet Israyelɗe. Amna: Ko an Israyelɗe anzləraŋgək va hoyoŋko aməlpa, ɗii məs nawkohoŋ suweleŋgit asoŋ na diiɗa ɓa. 
ROM.9.28	Ɗəfdaya wagrak an aɗum səka dəlva, wagrak go'u. 
ROM.9.29	Va Ezay anah laŋka amna:
ROM.9.29	Va Ɗəfdaya məs dəsan məlĩ aka zəga pakə,
ROM.9.29	dəpəl səm zemvəm kəta ɓana,
ROM.9.29	məkpaŋgək va Sodoma, kəta waməslə, də Gomorra.
ROM.9.30	Mbar mədawnah kakaŋ kandi? Ɗiiyen Yahudiyenɗeŋ ɓa, dəkayaŋ tive nasuwa təstəs aba Maŋgəlva ɓa, də as pak arəhənək əsuwa təstəs abani, Maŋgəlva aɗiyik ka ɗii təstəssə, vi atafən Krestu. 
ROM.9.31	Israyelɗe agayaŋgək əsban ma henziŋ, vi dəsoŋ gən təstəs aba Maŋgəlva, amma dərəhən ɓa. 
ROM.9.32	Vi midi? Vi agayaŋgək əɗɗa mogon sən Maŋgəlva də wəza neti. Məza də ətaf ɓa. Ndəni amgbayaŋ aza gərəm məs adawyaŋ na, gərəm namgbaya. 
ROM.9.33	Va məver wənnan lahəŋ na:
ROM.9.33	A Siyonayi nədawɗi gərəm namgbay git ɗiiyi,
ROM.9.33	də məlɓe nazlbeti.
ROM.9.33	Amma ko naway dətafa kita armana ɓa.
ROM.10.1	Də makraw takayi milmiŋgiɗwa, nəŋgəl əlfiŋgiɗu dəkohoŋ gəni, nəppana əkaman Maŋgəlva viyit ɓa. 
