MAT.1.1	Atea, David, Abraham pãrami ca niiricʉ, Jesucristo ñicʉ̃ jʉ̃mʉa niiquĩricarãre owa tuurique nii:
JHN.12.16	Ména jĩcãtoacãra, jãa cʉ̃ buerã pea, atere jãa tʉo majitiwʉ. Ca bii yaicoaricʉ nii pacagʉ Jesús cʉ̃ ca cati tuaro jiropʉ docare, ate niipetirije cʉ̃re cʉ̃ja ca tiiriquere, Ʉmʉreco Pacʉ wederiquepʉ cʉ̃ ca biiperena cʉ̃ja ca owarique ca niirijere jãa tʉo majiwʉ.
JHN.12.17	Bojoca, Lázarore maja opepʉ ca niigʉre jʉo wiene cojo, ca bii yairicarã watoare cʉ̃ ca cati tuaro cʉ̃re tii, Jesús cʉ̃ ca tiiri tabere cʉ̃ mena ca niiricarã pea cʉ̃ja ca ĩariquere aperãre wederucuwa. 
JHN.12.18	To biri paʉ bojoca Jesús're bocarã doowa, ca ĩa ñaaña maniri wãme cʉ̃jare cʉ̃ ca tii ĩñoriquere cʉ̃jare cʉ̃ja ca wederiquere ca tʉoricarã niiri. 
JHN.12.19	To biro cʉ̃ja ca biirijere ĩarã, fariseos pea o biro ameri ĩiupa:
JHN.12.19	—Mee, mʉja ĩati: O biro cʉ̃ja ca biirijere mani ca camotaaticãjata, do biro mani tiiricaro mani. Ĩañaaqué, bojoca niipetirã cʉ̃ jĩcʉ̃rena tʉo nʉnʉjeecãma —ĩiupa.
JHN.12.20	Tii boje rʉmʉre Ʉmʉreco Pacʉre ca ĩi nʉcʉ̃ bʉorã Jerusalén'pʉ ca maa waaricarã watoare niiupa jĩcãrã griegos. 
JHN.12.21	Cʉ̃ja pea Galilea yepare ca niiri macã Betsaida macʉ̃ Felipe pʉto eari, o biro cʉ̃re ĩi jãiupa:
JHN.12.21	—Jãa Jesús're jãa ĩacãrʉgamijapa —ĩiupa. 
JHN.12.22	To biro cʉ̃ja ca ĩiro tʉori, Felipe pea, Andrés peere wedegʉ waaupi. To biri cʉ̃ja pʉarãpʉ Jesús're wederã eawa.
JHN.12.23	To biro cʉ̃ja ca ĩiro, Jesús pea o biro cʉ̃jare ĩi yʉʉwi:
JHN.12.23	—Mee, yʉ, Ca Nii Majuropeegʉ Macʉ̃ bii yairi jiro yʉ ca cati tuapa tabe eacoa. 
JHN.12.24	Yee méé yʉ ĩi: Trigo apega, oteya maniricara to ca boacoajata, tiiga wado biicã yerijãa waa. Tiigare otejata docare, wii, bʉcʉa, pairo dica cʉti.
JHN.12.25	Cʉ̃ ca catirijere ca maigʉa, cʉ̃ ca cati niirijere tii yaiocãrucumi. Ati yepare cʉ̃ ca cati niirijere bʉaro ca maitigʉ pea, cʉ̃ ca caticõa niipere bʉarucumi. 
JHN.12.26	Jĩcʉ̃ yʉ yeere ca tii nʉnʉjeerʉgʉ ʉno, yʉ mena cʉ̃ doojato. Yʉ yeere ca tii nʉnʉjeegʉa, yʉ ca niiri tabera niirucumi cʉ̃ cãa. Yʉ yeere ca tii nʉnʉjeegʉre, yʉ Pacʉ añuro cʉ̃re tii nʉcʉ̃ bʉorucumi —ĩiwi Jesús.
JHN.12.27	To biro ĩicã, o biro ĩiwi:
JHN.12.27	—“Mecʉ̃acãre bʉaro peti yʉ tʉgoeñarique paicã,” ¿Do biro yʉ ĩigʉti? ¿“Cáacʉ, ate yʉ ca tʉgoeña pairijere yʉre ametʉeneña,” yʉ ĩigʉti? ¡Yʉ ĩiticu! Aterena ĩigʉ yʉ doowʉ. 
JHN.12.28	Cáacʉ, do biro ca tiiya manigʉ mʉ ca niirijere bojocare ĩñoña —ĩiwi Jesús.
JHN.12.28	To biro cʉ̃ ca ĩirora, ʉmʉreco tutipʉ o biro ĩi wedeo cojowʉ:
JHN.12.28	—Mee, do biro ca tiiya manigʉ yʉ ca niirijere yʉ ĩño yerijãawʉ. Yʉ ĩño nemorucu ñucã —ĩi wedeowʉ. 
JHN.12.29	Bojoca too ca tʉo niirã pea:
JHN.12.29	—Bʉpo niibujãwi —ĩiwa.
JHN.12.29	Aperã pea:
JHN.12.29	—Ʉmʉreco Pacʉ pʉto macʉ̃ Jesús mena wedegʉ ĩibujãwi —ĩiwa.
JHN.12.30	To biro cʉ̃ja ca ĩiro, Jesús pea o biro cʉ̃jare ĩiwi:
JHN.12.30	—Ano ca wederijere mʉja ca tʉorijea yʉre ĩiro méé ĩi. Mʉjare ĩima ĩiro ĩi. 
JHN.12.31	Mee mecʉ̃ra nii, ati yepa macãrã Ʉmʉreco Pacʉre cʉ̃ja ca ĩa beje ecopa tabe. Ñucã mecʉ̃ra ati yepare ca doti niigʉ Satanás cãa, Ʉmʉreco Pacʉre cõa wiene ecorucumi. 
JHN.12.32	To biri yucʉ tenipʉ yʉre paa pua tuuri, cʉ̃ja ca ami mʉene nʉcõrije mena, ati yepa macãrã paʉ cʉ̃ja ca ñañarije wapare tʉgoeña wajoari, yʉ peere cʉ̃ja ca tʉo nʉnʉjeero yʉ tiirucu —ĩiwi. 
JHN.12.33	Atere ĩigʉa, “O biri wãme yʉ bii yairucu,” ĩigʉ ĩiwi.
JHN.12.34	To biro Jesús cʉ̃ ca ĩirijere tʉorã, bojoca pea o biro cʉ̃re ĩiwa:
JHN.12.34	—Jãa, doti cũurique: “Ʉmʉreco Pacʉ cʉ̃ ca tiicojo cojogʉ Mesías, to birora caticõa niirucumi,” ca ĩirijere jãa maji. ¿Ñee tiigʉ mʉ pea, “Ca Nii Majuropeegʉ Macʉ̃, yucʉ tenipʉ paa pua tuuri ami mʉene nʉcõ ecorucumi,” mʉ ĩiti? ¿Nii cʉ̃ niiti Ca Nii Majuropeegʉ Macʉ̃? —cʉ̃re ĩi jãiñawa.
JHN.12.35	To biro cʉ̃ja ca ĩiro, o biro ĩiwi Jesús:
JHN.12.35	—Ména yʉ, Ʉmʉreco Pacʉ cʉ̃ ca boorore biro niiriquere ca wede majiogʉ, no cõro mééacãra mʉja watoare yʉ ca niiro ʉno, yʉ ca wederijere añuro yʉre tʉo nʉnʉjeeya, “To biro biibocu,” mʉja ca ĩitiri tabere ca naitĩarije mʉjare ca bii ñaapea eatipere biro ĩirã. Ca naitĩaro jĩa boeri méé ca waagʉa, “Too pee yʉ waacu,” ĩi majitimi. 
JHN.12.36	Yʉ, Ʉmʉreco Pacʉ cʉ̃ ca boorore biro niiriquere ca wede majiogʉ
JHN.12.37	Cʉ̃ja ca ĩarora to cõro paʉ ca ĩa ñaaña manirije cʉ̃ ca tii bau niirije ca nii pacaro, Jesús're tʉo nʉnʉjeeticãwa. 
JHN.12.38	Biiropʉa, Ʉmʉreco Pacʉ yee quetire wede jʉgueri majʉ Isaías niiquĩricʉ:
JHN.12.38	“Ʉpʉ, ¿noa pee jãa ca wederijere cʉ̃ja tʉo nʉnʉjeeti? ¿Ʉpʉa, noa peere cʉ̃ ca tutuarijere cʉ̃ tii bau nii ĩñomijapari?” cʉ̃ ca ĩiquĩricarore biro bii earo biiwʉ.
JHN.12.39	To biri Jesús cʉ̃ ca wederijere tʉo nʉnʉjee majitiwa. Ñucã teerena ĩigʉ:
JHN.12.40	“Ca ĩatirãre biro cʉ̃jare tii, ca tʉo jeeño majitirã cʉ̃jare tii, cʉ̃jare tiijapi Ʉmʉreco Pacʉ.
JHN.12.40	Ĩa maji, tʉo puo, tʉgoeña yeri wajoa, biicãri yʉ peere cʉ̃ja ca tʉo nʉnʉjeero, yʉ pee cãa cʉ̃jare ametʉene, yʉ ca tiitipere biro ĩigʉ,” ĩi owaquĩupi Isaías.
JHN.12.41	Isaías, atere to biro ĩiupi, Jesús yee ca añu majuropeerijere ca ĩaricʉ niiri. To biri Jesús cʉ̃ ca biipere wedeupi. 
JHN.12.42	To biirije to ca ĩicã pacaro, paʉ judíos, to biri jĩcãrã bojocare ca jʉo niirã menapʉra, díámacʉ̃ Jesús're tʉo nʉnʉjeewa. Cʉ̃ja pea Jesús're ca tʉo nʉnʉjeerã niicã pacarã, fariseos're uwima ĩirã bau niiro, “Jesús're ca tʉo nʉnʉjeerã jãa nii,” ĩitiwa, nea poo juu buerica wiijeripʉra cʉ̃jare cʉ̃ja ca cõa wienetipere biro ĩirã. 
JHN.12.43	Ʉmʉreco Pacʉ cʉ̃jare cʉ̃ ca nʉcʉ̃ bʉorije ametʉenero, bojoca cʉ̃ja ca nʉcʉ̃ bʉorije peere ca boorã niiri, to biro biiwa.
JHN.12.44	Jesús pea tutuaro wederique mena o biro ĩiwi:
JHN.12.44	—Díámacʉ̃ yʉre ca tʉo nʉnʉjeegʉa, yʉ jĩcʉ̃rena tʉo nʉnʉjeegʉ méé tiimi. Yʉ Pacʉ yʉre ca tiicojo cojoricʉ cãare tʉo nʉnʉjeegʉ tiimi. 
JHN.12.45	Yʉre ca ĩagʉ cãa, yʉre ca tiicojo cojoricʉ cãare ĩami. 
JHN.12.46	Yʉ, ca boerije ca niigʉra ati yepapʉre yʉ doowʉ, díámacʉ̃ yʉre ca tʉo nʉnʉjeerã, ca naitĩaropʉ cʉ̃ja tuaticãjato ĩigʉ. 
JHN.12.47	To ca bii pacaro yʉ ca wederijere tʉocã pacagʉ, tee ca ĩirore biro ca tii nʉnʉjeetigʉra, yʉ méé yʉ nii, ñañaro cʉ̃re ca tiipʉ. Yʉa bojocare ñañaro tiigʉ doogʉ méé yʉ doowʉ. Cʉ̃jare ametʉenegʉ doogʉ yʉ doowʉ. 
JHN.12.48	Yʉre booti, yʉ ca wederijere tʉorʉgati, ca biigʉa mee, ñañaro cʉ̃re ca tiipʉre cʉo yerijãami. Yʉ ca wedejãrijera ca tʉjari rʉmʉ ca niiropʉre ñañaro cʉ̃re tiicãrucu. 
JHN.12.49	Yʉa, yʉ majurope yʉ ca boori wãmera wedegʉ méé yʉ ĩi. Yʉ Pacʉ yʉre ca tiicojo cojoricʉpʉra, “Ate mʉ wederucu; atere mʉ bue majiorucu,” yʉre ĩi cojowi. 
JHN.12.50	Yʉa, yʉ Pacʉ cʉ̃ ca tii dotirijera, to birora caticõa niirique maquẽ ca niirijere añuro yʉ maji. To biri, yʉ ca ĩirije cõrorena yʉ Pacʉ yʉre cʉ̃ ca wede doti cojoricarore birora yʉ wede —ĩiwi.
JHN.13.1	Mee Pascua boje rʉmʉ ea waaro biiwʉ. Jesús pea, cʉ̃ Pacʉ mena niigʉ waarʉgʉ, ati yepare cʉ̃ ca waa weopa tabe ca ea waarijere majiupi. Cʉ̃a, ati yepa macãrã cʉ̃ yaarã cʉ̃re ca tʉo nʉnʉjeerãre to birora ca maicã jʉo dooricʉ niiri, bʉaropʉra cʉ̃ ca mairijere ĩñowi. 
JHN.13.2	Baarica tabe eacoawʉ yua. Mee Satanás pea, Simón macʉ̃ Judas Iscariote peera, Jesús're cʉ̃ ca wedejãapere cʉ̃ ca tʉgoeñarijepʉre cʉ̃re tʉgoeña cõa jãacãupi. 
JHN.13.3	Jesús pea, Ʉmʉreco Pacʉ pʉtopʉ cʉ̃ ca dooriquere, ñucã Ʉmʉreco Pacʉ pʉtopʉra cʉ̃ ca tua waapere, to biri cʉ̃ Pacʉ, niipetirijepʉrena ca doti niigʉ cʉ̃re cʉ̃ ca tiiriquere, majiwi. 
JHN.13.4	To biri ca baa duwiricʉra wãmʉ nʉcã, cʉ̃ jutiro jotoa macãrore tuu wee cũu, jutiro quejero amiri cʉ̃ wẽñarica daa cʉtiri tabe jia tuuwi. 
JHN.13.5	To biro tiicã, jotʉ bapapʉ oco waa piori, tee mena jãa, cʉ̃ buerã dʉporire coeri, jutiro quejero cʉ̃ wẽñarica daa cʉtiri tabe cʉ̃ ca jia tuuricaro mena tuu bopo nʉnʉa waawi Jesús.
JHN.13.6	Simón Pedro dʉporire coegʉ doogʉ cʉ̃ ca tiirora, cʉ̃ pea o biro ĩicãwi Jesús're:
JHN.13.6	—Wiogʉ, ¿mʉ, yʉ dʉporire coegʉ doogʉ mʉ tiiti? —ĩiwi.
JHN.13.7	To biro cʉ̃ ca ĩiro, Jesús pea:
JHN.13.7	—Mecʉ̃acãra ména o biro yʉ ca tiirijere mʉ tʉo puoti; jiro jañuri mʉ tʉo puorucu ména —cʉ̃re ĩiwi.
JHN.13.8	Pedro pea o biro cʉ̃re ĩiwi ñucã:
JHN.13.8	—Mʉra, jĩcãti ʉno peera yʉ dʉporire mʉre yʉ coe dotiti majuropeecãrucu —ĩiwi.
JHN.13.8	To biro cʉ̃ ca ĩiro, Jesús pea o biro ĩi yʉʉwi Pedrore:
JHN.13.8	—Mʉ dʉporire yʉ ca coetijata, yʉ yaarã mena macʉ̃ mʉ niiticãrucu —cʉ̃re ĩiwi.
JHN.13.9	To biro cʉ̃ ca ĩiro, Pedro pea ñucã o biro cʉ̃re ĩiwi:
JHN.13.9	—Wiogʉ, to docare yʉ dʉpori wadorena yʉre coeeto. Yʉ amori, yʉ dʉpʉga cãare coeya —ĩiwi Jesús're.
JHN.13.10	To biro cʉ̃ ca ĩiro, Jesús pea:
JHN.13.10	—Mee, ca uwa coe yapanoricʉpʉra, õweri manigʉ cʉ̃ ca niiro macã, cʉ̃ dʉpori wadore coerique boo. Mʉja, ca õweri manirãre biropʉ mʉja nii mee. Biirãpʉa, niipetirãpʉra to biro mʉja biiti. Niimi jĩcʉ̃ ñañarije ca tʉgoeñarique cʉtigʉ; cʉ̃ niimi mʉja watoare ca õweri cʉtigʉre biro ca niigʉ —cʉ̃re ĩi yʉʉwi Pedrore. 
JHN.13.11	Niipetirãpʉra, “Õweri manirã wado mʉja niiti” cʉ̃ ca ĩijata, cʉ̃re ca wedejãa buiyeecõapʉre cʉ̃re majiri to biro jãare ĩiwi Jesús.
JHN.13.12	Jãa, cʉ̃ buerã dʉporire coe yapano, cʉ̃ jutiro jotoa macãro cʉ̃ ca tuu wee cũuricarore ami jãña, cʉ̃ ca duwirica tabepʉra ea nuu waa, o biro jãare ĩiwi Jesús:
JHN.13.12	—¿Mʉjare yʉ ca tiijãrijere mʉja tʉo puoti? 
JHN.13.13	Mʉja, yʉre “Jãare Ca Buegʉ,” “Jãa Wiogʉ,” yʉre mʉja ĩi. Díámacʉ̃ra mʉja ĩi: “Cʉ̃ra yʉ nii”. 
JHN.13.14	To biri yʉ, mʉjare ca Buegʉra, mʉja Wiogʉra, jĩcʉ̃ pade coteri majʉre biro mʉja dʉporire yʉ ca coejãrore birora mʉja cãa, mʉja majurope mʉja dʉporire ca ameri coeparã mʉja nii. 
JHN.13.15	Jĩcã wãme mʉjare yʉ tii ĩñojãwʉ, mʉjare yʉ ca tiijãrore birora mʉja ca tiipere biro ĩigʉ. 
JHN.13.16	Díámacʉ̃ mʉjare yʉ ĩi: Pade coteri majʉ jĩcʉ̃ ʉno peera cʉ̃ wiogʉ ametʉenero niitimi. Ñucã jĩcʉ̃ ca doti cojo ecoricʉ cãa, cʉ̃re ca doti cojogʉ ametʉenero niitimi.
JHN.13.17	To biri atere tʉo jeeñori teere mʉja ca tii niijata, añuro ʉjea niirã mʉja niirucu.
JHN.13.18	” “Mʉja niipetirãpʉre ĩigʉ méé” yʉ ĩi, biigʉpʉa. Yʉa, yʉ ca beje jeericarãre yʉ maji. Ʉmʉreco Pacʉ wederiquere owarica pũuropʉ: “Yʉ mena ca baa duwigʉra yʉre ca ĩa tutigʉ nii eacãmi,” cʉ̃ja ca ĩi owarique ca ĩirore birora ca biipe niiro bii.
JHN.13.19	Mee, tee ca biiparo jʉguero atere mʉjare yʉ wede majio jʉguecã, yʉ ca ĩiricarore biro ca biiro ĩarã, to birora ca niicõa niigʉ yʉ, yʉ ca niirijere mʉja ca tʉo nʉnʉjeepere biro ĩigʉ. 
JHN.13.20	Díámacʉ̃ mʉjare yʉ ĩi: Yʉ yee quetire yʉ ca wede doti cojogʉre añuro ca tʉo nʉnʉjeegʉa, yʉrena tʉo nʉnʉjeegʉ tiimi. Ñucã yʉ ca wederijere ca tʉo nʉnʉjeegʉ cãa, yʉre ca tiicojoricʉrena tʉo nʉnʉjeegʉ tiimi —jãare ĩi wedewi Jesús.
JHN.13.21	Teere to biro jãare ĩi wede yapanogʉra, Jesús pea cʉ̃ ca cati niirijepʉ bʉaro tʉgoeña yapa pua, díámacʉ̃ o biro jãare ĩi wede majiowi:
JHN.13.21	—Atere díámacʉ̃ mʉjare yʉ ĩi: Jĩcʉ̃ mʉja mena macʉ̃ra yʉre wedejãa buiyee cõacãgʉ doogʉ tiimi —jãare ĩiwi.
JHN.13.22	To biro cʉ̃ ca ĩiro, jãa, cʉ̃ buerã pea: “Cʉ̃re ĩigʉ ĩicumi” ĩi majitima ĩirã, jãa majuropeera jãa ameri ĩacã duwi yujuwʉ yua. 
JHN.13.23	Ména yʉ, bʉaro Jesús cʉ̃ ca maigʉ pea, baarica tabere cʉ̃ pʉtoacã yʉ duwiwʉ. 
JHN.13.24	Simón Pedro pea yʉre ĩa cojori, “ ‘¿Ñirure mʉ ĩiti?’ cʉ̃re ĩi jãiñaña” ĩigʉ, cʉ̃ amori mena tii cõoñari, yaioroacã yʉre jãiña doti cojowi. 
JHN.13.25	To biro yʉre cʉ̃ ca ĩi jãiña dotiro ĩari, yʉ pea Jesús pʉto jañuriacã waari:
JHN.13.25	—Wiogʉ, ¿nii peti cʉ̃ niiti? —cʉ̃re yʉ ĩiwʉ.
JHN.13.26	To biro yʉ ca ĩiro, Jesús pea o biro yʉre ĩi yʉʉwi:
JHN.13.26	—Pan tabere weyori yʉ ca tiicojogʉ niimi —ĩiwi. To biro ĩigʉra, pan quire weyori, Simón macʉ̃ Judas Iscariote petire cʉ̃re tiicojocãwi. 
JHN.13.27	To biro cʉ̃re cʉ̃ ca tiiro, pan quire cʉ̃ ca ñeerije menara, Judas Iscariote yeripʉre Satanás ñaajãa nʉcãcoaupi mee. To biri Jesús pea o biro cʉ̃re ĩiwi:
JHN.13.27	—Mʉ ca tiipere yoari méé tiiya —ĩiwi. 
JHN.13.28	To biro Jesús cʉ̃ ca ĩirijere, jãa, cʉ̃ buerã to ca duwirã pea, jĩcʉ̃ peera jãa tʉo majiticãwʉ. 
JHN.13.29	Judas pea jãa yee wapa tiirica tiiri ca jãñari poare ca ĩa nʉnʉjeegʉ cʉ̃ ca niiro macã, jĩcãrã jãa mena macãrã pea: “ ‘Boje rʉmʉ maquẽ apeye ʉno wapa tiigʉja,’ ĩigʉ ĩicumi,” ĩiupa. “Ape tabera, ‘Ca boo pacarãre apeye ʉno cʉ̃jare tiicojogʉja,’ ĩigʉ ĩicumi Jesús,” ĩi tʉgoeñacãupa. 
JHN.13.30	To biri Judas pea, pan quire cʉ̃re cʉ̃ ca joa noniro, ami baa, witicoawi. To biro cʉ̃ ca bii witi waari tabere mee ñamipʉ niiwʉ yua.
JHN.13.31	Judas cʉ̃ ca witi waaro jiro, Jesús pea o biro jãare ĩiwi:
JHN.13.31	—Mecʉ̃ra yʉ, Ca Nii Majuropeegʉ Macʉ̃, yʉ yee ca añu majuropeerijere mʉjare yʉ ĩñorucu. Ñucã yʉ menara mʉjare bii ĩñorucu, Ʉmʉreco Pacʉ yee ca añu majuropeerije cãa. 
JHN.13.32	Yʉ, Ca Nii Majuropeegʉ Macʉ̃, Ʉmʉreco Pacʉ cʉ̃ ca tutua majuropeerijere yʉ ca ĩñorore birora, Ʉmʉreco Pacʉ pee cãa, yʉ ca nii majuropeerijere ĩñorucumi. Yoari mééra teere tiirucumi. 
JHN.13.33	Yʉ puna yʉ ca mairã, mʉja menare yoaro yʉ niitirucu. Mʉja pea yʉre mʉja amamirucu, judíos're yʉ ca ĩirore birora mʉjare yʉ ĩi mecʉ̃ra: Yʉ ca waari tabepʉre mʉja waatirucu. 
JHN.13.34	To biri ati wãme wãma wãmere mʉjare yʉ tii doti: “Mʉja ca niiro cõrora ameri maiña.” Mʉjare yʉ ca mairore birora mʉja cãa, mʉja ca niiro cõrora ameri mai niiña. 
JHN.13.35	Mʉja ca niiro cõrora mʉja ca ameri mairo ĩarã, yʉ buerã mʉja ca niirijere niipetirã ĩa majirucuma —ĩiwi.
JHN.13.36	To biro cʉ̃ ca ĩiro, Simón Pedro pea o biro ĩi jãiñawi Jesús're:
JHN.13.36	—Wiogʉ, ¿noopʉ waagʉ mʉ tiiti? —cʉ̃re ĩiwi.
JHN.13.36	To biro cʉ̃re cʉ̃ ca ĩiro, Jesús pea:
JHN.13.36	—Mecʉ̃ra, yʉ ca waari tabepʉre yʉre mʉ nʉnʉ waa majiti ména. Jiropʉ docare, yʉ ca waari tabepʉre yʉre mʉ nʉnʉ waarucu —ĩiwi.
JHN.13.37	To biro cʉ̃ ca ĩiro, Pedro pea o biro cʉ̃re ĩiwi:
JHN.13.37	—Wiogʉ, ¿ñee tiigʉ mecʉ̃ra mʉre yʉ nʉnʉ waa majitigajati? Mʉ ca bii yaipa tabe ʉnorena, mʉre ca bii yai bojapʉra niicãgʉ yʉ bii yʉa —ĩiwi Jesús're.
JHN.13.38	To biro cʉ̃ ca ĩiro, Jesús pea:
JHN.13.38	—Mʉa, ¿díámacʉ̃ra yʉre mʉ bii yai bojagʉti? Díámacʉ̃ mʉre yʉ ĩi: Ãbocʉ cʉ̃ ca wedeparo jʉguero, itiati peti, “Jesús're yʉ majiti,” mʉ ĩi ditorucu —ĩiwi Pedrore.
JHN.14.1	Ñucã o biro jãare ĩi nʉnʉa waawi Jesús:
JHN.14.1	—Tʉgoeñarique paiticãña mʉja. Tʉgoeñarique paitirãra, Ʉmʉreco Pacʉ peere díámacʉ̃ tʉo nʉnʉjee, ñucã yʉ cãare díámacʉ̃ tʉo nʉnʉjee, tiicã niiña. 
JHN.14.2	Yʉ Pacʉ cʉ̃ ca niiri tabepʉre niirica taberi paʉ nii. To biro to ca biitijata, mee mʉjare yʉ wede yerijãabojacupa. To biri mʉja ca niipa taberire mʉjare queno yuegʉ waagʉ yʉ bii. 
JHN.14.3	Toopʉ waa, mʉja ca niipa tabere queno yapano, yʉ doorucu ñucã, yʉ mena mʉjare jee waarʉgʉ. O biro yʉ ca tiiro, yʉ ca niiri tabera mʉja niirucu mʉja cãa. 
JHN.14.4	Mee, mʉja maji yʉ ca waari tabepʉre ca nii eari maare —ĩiwi.
JHN.14.5	To biro Jesús cʉ̃ ca ĩiro, Tomás pea:
JHN.14.5	—Wiogʉ, “Toopʉ waacumi,” mʉre jãa ĩi majiti. ¿Do biro pee tiicãri, tii maare jãa majibogajati? —ĩiwi Jesús're.
JHN.14.6	To biro cʉ̃re cʉ̃ ca ĩiro, Jesús pea o biro cʉ̃re ĩi yʉʉwi:
JHN.14.6	—Yʉ yʉ nii, tii maa, díámacʉ̃ wado ca ĩigʉ, caticõa niiriquere ca tiicojogʉ, yʉ jʉori wado yʉ Pacʉ pʉtopʉre ea waa majirique nii. 
JHN.14.7	Díámacʉ̃ra yʉre mʉja ca majijata, yʉ Pacʉ cãare mʉja majirucu. Mee mecʉ̃ menapʉra cʉ̃re mʉja maji yerijãa, cʉ̃re ca ĩa niirucujãrã niiri —cʉ̃re ĩiwi Jesús.
JHN.14.8	To biro cʉ̃ ca ĩiro, Felipe pea o biro ĩiwi ñucã Jesús're:
JHN.14.8	—Wiogʉ, mʉ Pacʉre jãare ĩñoña. Tee menara jãare añucãrucu —cʉ̃re ĩiwi.
JHN.14.9	To biro cʉ̃re cʉ̃ ca ĩiro:
JHN.14.9	—Felipe, yoaro mʉja mena yʉ ca nii pacaro, ¿ména yʉre mʉ majiticãti? Mee yʉre ca ĩagʉa, yʉ Pacʉ cãare ĩami. ¿Ñee tiigʉ mʉ pea, “Mʉ Pacʉre jãare ĩñoña,” yʉre mʉ ĩiti? 
JHN.14.10	¿Yʉ Pacʉ yʉpʉre nii, ñucã yʉ cãa yʉ Pacʉpʉre nii, jãa ca biirijere díámacʉ̃ mʉ tʉo nʉnʉjeeticãti? Mʉjare yʉ ca ĩirijere, yʉ ca tʉgoeñarora mʉjare ĩigʉ méé yʉ tii. Yʉ Pacʉ yʉpʉre ca niigʉra, cʉ̃ paderiquere tiimi. 
JHN.14.11	Yʉa, yʉ Pacʉpʉre nii, yʉ Pacʉ pee cãa yʉpʉre nii, jãa bii, mʉjare yʉ ca ĩi wederijere díámacʉ̃ tʉo nʉnʉjeeya. Atere díámacʉ̃ mʉja ca tʉotijata, yʉ ca tii niirije jʉori pee yʉre tʉo nʉnʉjeeya petopʉra.
JHN.14.12	”Yee méé mʉjare yʉ ĩi: Díámacʉ̃ yʉre ca tʉo nʉnʉjeegʉa, yʉ ca tiirije cãare tiirucumi. Ñucã yʉ ca tiirije ametʉene jañuro tiirucumi. Mee, yʉ pea yʉ Pacʉ pʉto waacoagʉ yʉ bii. 
JHN.14.13	Mʉja ca jãirije cõrorena jãirã, “Jesús cʉ̃ ca dotiro mena teere yʉ ĩi” ĩicãri, Ʉmʉreco Pacʉre mʉja ca jãirijere, mʉja ca jãirore biro yʉ tiirucu, yʉ, cʉ̃ Macʉ̃ menapʉ, yʉ Pacʉ yee ca añu majuropeerijere to bii ĩñojato ĩigʉ. 
JHN.14.14	“Jesús cʉ̃ ca dotiro mena teere yʉ ĩi,” ĩiri mʉja ca jãirije cõrorena, mʉja ca jãirore biro yʉ tiirucu.
JHN.14.15	”Yʉre mʉja ca maijata, mʉjare yʉ ca tii doti cũurijere, yʉ ca dotirore biro mʉja tii nʉnʉjeerucu. 
JHN.14.16	Yʉ pea, yʉ Pacʉpʉre apĩ yʉ jãirucu, mʉja ca tʉgoeña bayiro ca tiipʉ, mʉja mena to birora ca niicõa niipʉ, Añuri Yeri díámacʉ̃ ca ĩigʉre mʉjare cʉ̃ tiicojojato ĩigʉ. 
JHN.14.17	Ʉmʉreco Pacʉre ca majitirã, cʉ̃re ĩati, cʉ̃re majiti, ca biicãrã niiri cʉ̃re ñee majitima. Mʉja pea cʉ̃re mʉja maji, cʉ̃a, mʉja mena to birora niicõa niimi. Ñucã to birora mʉjapʉre niicõa niirucumi. 
JHN.14.18	Biigʉpʉa, ca pacʉ dia weo ecoricarãre biro mʉjare yʉ cũutirucu. Yʉ doorucu ñucã, mʉja mena niigʉ doogʉ. 
JHN.14.19	Ca yoa waatirora, Ʉmʉreco Pacʉre ca majitirã yʉre ĩa nemotirucuma. Mʉja pea yʉre mʉja ĩarucu, mʉja mena yʉ ca niirijere. Ca catigʉ niigʉ yʉ bii yʉa. To biri mʉja cãa, yʉre birora ca catirã mʉja niirucu. 
JHN.14.20	Tii rʉmʉ ca earo, yʉ, yʉ Pacʉpʉre yʉ ca niirijere, mʉja cãa yʉpʉre mʉja ca niirijere, ñucã yʉ pee cãa mʉjapʉre yʉ ca niirijere, mʉja ĩa majirucu. 
JHN.14.21	Yʉ ca dotirijere tʉori, tee ca ĩirore biro ca tii nʉnʉjeegʉ niimi, díámacʉ̃ra yʉre ca maigʉ. Yʉre ca maigʉre, yʉ Pacʉ cãa cʉ̃re mairucumi. Yʉ cãa cʉ̃re mai, cʉ̃re yʉ ca mairijere cʉ̃re ĩño, yʉ tiirucu —jãare ĩi wedewi Jesús.
JHN.14.22	To biro jãare cʉ̃ ca ĩiro, Judas (Iscariote méé pea) Jesús're o biro cʉ̃re ĩi jãiñawi:
JHN.14.22	—Wiogʉ, mʉa ¿ñee tiigʉ Ʉmʉreco Pacʉre ca majitirãre, mʉ ca niirique cʉtirijere ĩñotigʉra jãa wadore mʉ ĩñogʉti? —cʉ̃re ĩiwi.
JHN.14.23	To biro cʉ̃ ca ĩiro, Jesús pea o biro cʉ̃re ĩi yʉʉwi:
JHN.14.23	—Yʉre ca maigʉa, yʉ wederique ca ĩirore biro tii nʉnʉjeemi. To biro ca biigʉre, yʉ Pacʉ cʉ̃re mairucumi. To biri jãa pʉarãpʉra yʉ Pacʉ mena cʉ̃ pʉtopʉ doo, cʉ̃ mena jãa niirucu. 
