MAT.1.1	Yisa Masiya
ACT.3.5	Le u ni mir lig bi, ki nyi ke u yin kan niba le bi ban.
ACT.3.6	Amaa le Piita bei u ke, “Maa jɔɔ iligi, amaa maah jɔɔ nan le n yin ta seiŋ nan. Yisa Masiya wan nyan Nazarif nan a yinl bu, fii choon na.” 
ACT.3.7	Le ki choo u nɔɔjiim ki fiin u, libol nmɔn le uja-n a taafar nin u talangbin pɔɔg. 
ACT.3.8	Le u yug sir u taai bu, le ki piin ki choon jin. Le ki nɔɔ bi kɔɔ iwonjiɛn niin ni, ki choon ki yugir ki mabir, ki pag don Uwonbɔr. 
ACT.3.9	Bininfobin biɛn kaah nan kan waah choon ki pagir Uwonbɔr man nin, 
ACT.3.10	le bi biɛ ke uma ye uja wan nan ka iwonjiɛn niin n-yaa timansanmɔnn ŋan n-yaan ki miɛ-n, le ni ŋaa bi lijinjeel nin ligaril naah ŋa wee u nan chonn.
ACT.3.11	Umiɛr nmɔn kaah la nan ŋmag Piita nin Jɔnn nin, le ni ŋa bininfobin biɛn ligaril, le bi guun lagin bi ban, baah nan lagin tab nan yaan nmɔn le bi yi ke Solomɔnn a dɔŋin. 
ACT.3.12	Piita kaah kan bininfobin n-yonn man nin, le u bei bi ke: “Nim Iziral yaab, ba ŋa wee ni gar ni uninfo nan buu? Ba ŋa wee ni lig ti, a li ke tim a pɔɔm bee ti binben ŋam bu le che kuwɔbig nmɔn fii ki choon naa? 
ACT.3.13	Uwonbɔr wan nan ye Abiraham nin Azig nin Jekɔb nin ti yaajam a Wonbɔru nan, U ma ye wan don U toon tun, Yisa le ni ta u ki ŋubin bi yudam a nɔɔn ke bin ku u, le Palati nan bigin un jaa u, le ni ji yii u Palati a nintogil. 
ACT.3.14	Ni yii Kasi daan nin Ubuchin daan le ki bei Palati ke un nyan uninfo kurin ki sei ni. 
ACT.3.15	Nim le ku limiɛfol daan nmɔn, amaa le Uwonbɔr fiin u nkumin. Le tim le ye ni siɛradam. 
ACT.3.16	“Yada nin Yisa a yinl bu le uja wan wee ni kan ki nyi u nan pɔɔg ki fin choon, waah ŋa Yisa a yinlin yada n bu. Yada kan wee u jɔɔn le che u kan kutebug ni biɛn a numin.
ACT.3.17	“Tɔ, n nabum, n nyi ke nim nin ni sanliibin biɛn nan tun nan wee naa nyi le. 
ACT.3.18	Amaa ni ye nan wee Uwonbɔr nan tun ki gbeen nan wee u nan chinn che u linlemin biɛn pag ke U Masiya nan li ji fala-n. 
ACT.3.19	Mambu, ni kpenn ni binbema ki dan Uwonbɔr ban, wee un ŋunn ni toonbir, ni ŋa man na wee npɔŋim a yonn nnya Uyudaan ban ki foon, 
ACT.3.20	U li tun Masiya ni ban, wan wee u pii nan gann u ki sei ni nan, u ma ye Yisa. 
ACT.3.21	Yisa nmɔn la yin be Uwonbɔr a niin le, hali nin iyoo kaah na li foon, le Uwonbɔr n mann tiwann biɛn, ke waah nan che U kasi a linlem pag iyoo yan nan jon nin.
ACT.3.22	“Nan bu-n Moziz len ke, 
ACT.3.23	Le uninfo wan kaa pelig u bɔr ke, Uwonbɔr li nyan udaan u ninfobin.’
ACT.3.24	“Ibamɔn, ulinlenn Samɔɔl, nin bilinlem ban ŋɔɔrin u bɔɔn, nan biɛn nan pag nan tun daandaan nan na. 
ACT.3.25	 Nim le ye bilinlem nmɔn a naachim nin tipoor tan wee Uwonbɔr nan poo sei ni yaajamin. U nan bei Abiraham ke, ‘A yaabil uba bu tikaar npii dulinya nan yaab biɛn.’ 
ACT.3.26	Uwonbɔr kaah nan gann U toon tun wi, u nan chinn tun u ni ban le, ke un kpenn ni pootom a binbem wee u kaar n nin fir pii ni.”
ACT.4.1	Piita nin Jɔnn kaah la nan si ki pag tenn bininfobin ni, le biminmanib nin ban guu iwonjiɛn niin a ninkpelu nin Sadusi yaab dan bi ban. 
ACT.4.2	Bi ŋuui nan fii itoon ni bu le takpem baah wɔɔn bininfobin ke, Yisa nan fii nkumin ni. 
ACT.4.3	Le bi nan choo bi, naah nan ye kujɔɔg n bu le bi nan kɔɔn bi kuloondiigin ke ni wonn wee. 
ACT.4.4	Amaa le bininfob takpem ban gbir Piita a bɔr nmɔn nan ŋa yada, le biwonjiɛm a kanl nan fii ke turiŋmu paam.
ACT.4.5	Naah nan won kutaag, le Juu yaab a yudam nin bininkpeeb nin ban wɔɔnn Uwonbɔr a siim nan lagin tab Jerusalam. 
ACT.4.6	Ban nan lagin nmɔn yaan biminmanib a ninkpelu Anasi nan be niin, nin Kayafasi, nin Jɔnn nin Alɛgzanda nin kumanug a yudaau nmɔn a niin yaab bibam. 
ACT.4.7	Le ki che bi ta Piita nin Jɔnn dan bi ban, le bi baan bi ibinbaan ke, “Npɔɔn mi la ba bee ŋma a yinl wee ni ta fiin kiwɔbim nan naa?”
ACT.4.8	Le Piita gbee nin Kasi a Naaŋ le ki bei bi ke: “Nim Juu yaab a yudam nin bininkpeeb! 
ACT.4.9	Ni ye ni yin ti dinan ki nan ji ti tibɔr ki jiin litoonl ŋanl lan wee ti tun sei kiwɔbig nan, ki baan ti taah ŋa man wee u nan kan kutebug ke, 
ACT.4.10	ni ŋan nin nim Iziral yaab biɛn mu biɛ ke: Yisa Masiya wan ye Nazarif a ninfou win a yinl bu, le uja wan si ni numin nan kan kutebug. Yisa nmɔn le ni nan che bi kpaa u lidapunpunl bu-n, amaa le Uwonbɔr fiin u nkumin. 
ACT.4.11	 U ma le Uwonbɔr a gbɔŋ pag u bu ke,
ACT.4.11	‘Kudaag
ACT.4.11	ki ma nan yin ye kijaantelig ŋaŋ.’
ACT.4.12	Nŋmarim kaa be u ba ban ni, le liyinl liba le kaa be dulinya nan yaan wee Uwonbɔr ta sei bininfob ke bin yin ki kan nŋmarimi, see Yisa a binba.”
ACT.4.13	Biyudam nmɔn kaah nan kan Piita nin Jɔnn kaah jɔɔ sufu pɔɔril man nmɔn, ki biɛ ke bi ye bininfob ban kaa jon ntinnim nbamɔmi, ni nan gar bi le, le bi biɛ ke bijab nan nyi be nin Yisa u. 
ACT.4.14	Amaa baah nan kan uja wan kan kutebugin si Piita nin Jɔnn ban nin, le baa ji kan bimɔb ban li pag ki bii bi. 
ACT.4.15	Le bi nan che bi nyan Juu yaab a yudam
ACT.4.16	Le ki baan tab ke, “Ti yin ŋa bijab nmɔn nii? Bininfob ban biɛn be Jerusalam nan pii nyi ligaril a toon yan wee bi tun, mambu ni che taa ji li fir niɛ bi. 
ACT.4.17	Amaa taah li ŋa man wee tibɔr nan laa mɔɔn ki foo bininfob biɛn ye nan le, ni che ti kpaan bi, wee bi laa ji yi Yisa a yinl ki tenn bininfobi.”
ACT.4.18	Mambu le bi yin bi kɔɔ ndiin le ki bei bi ke, bi li nyi bin ta Yisa a yinl ki pag bee ki wɔɔn uba. 
ACT.4.19	Amaa le Piita nin Jɔnn jiin bi ke, “Ni ŋan nin Uwonbɔr ban nin ti chee ni mɔb bee Uwonbɔr aa, ni jiin sei ni bau. 
ACT.4.20	Nan bu-n tim kaa li fir jiɛn ki laa pag nan wee ti kan ki gbir n bu.”
ACT.4.21	Baah nan kɔɔn bi bijawaam takpem a bɔɔn, le bi jaa bi ke bi li chaau, baa nan kan nsan man bu wee bi li nɔɔ ki dar bi tuli yi, nan bu-n bininfobin biɛn nan pagir Uwonbɔr le, ligaril a toon lan tun nin bu. 
ACT.4.22	Uja wan nan kan ligaril a tebug nmɔn nan por jon ibin pinau.
ACT.4.23	Baah jaa Piita nin Jɔnn ni, le bi jir kun bitab ban, ki tan bei bi kumanug a yudam nin bininkpeebin kaah bei bi man. 
ACT.4.24	Bi mu kaah gbir man nin, le bi biɛn lagin ki miɛ Uwonbɔr nin nmɔpɔɔn ki ke, “Npɔɔn takpen daan, fin le naan paab nin tum, nin imɔg nin nan biɛn be i yaan. 
ACT.4.25	A nan che A Kasi a Naaŋin gbeen ti yaaja Defid, wan ye A toon tun win le u pag ke,
ACT.4.25	‘Ba ŋa wee ibol nan pel nin iŋuu,
ACT.4.25	le bininfob lolig ilol yan kaa ŋan naa?
ACT.4.26	le biyudam lagin tab
ACT.4.26	ke bin kɔnn Uwonbɔr nin U ninfo gannkaau Masiya.’
ACT.4.27	“Ni ye ibamɔn le ke Herɔd, nin Pontiɛ Palati, nin ban kaa ye Juu yaab nin Iziral yaab sin nan lagin kitiŋ nan yaan le, ki lol ilol ke bin ku A kasi a yomu Yisa, wan wee A gann wee u ye A Masiya nan. 
ACT.4.28	Le bi tun nan wee A pii nan tiɛr A bamin nin A pɔɔmin ke ni na li ŋaan. 
ACT.4.29	Daandaan nan, Uyudaan lig baah fann ti man wee ki ter tim ban ye A toon tun nan wee ti fir pag A bɔr nmɔn nin lipoobil. 
ACT.4.30	Tann A nɔɔ paan bininfob bu ki che bin kan kutebug, tun ligaril a siɛra nin lijinjeel a toon, A kasi a toon tun Yisa a yinlin a pɔɔn n bu.”
ACT.4.31	Baah miɛ Uwonbɔr ki diɛ nan, le baah be kudiig kan a poolin nin degin. Le Kasi a Naaŋ gbeen bi biɛn nan, le bi pag Uwonbɔr a bɔr nin lipoobil.
ACT.4.32	Biwonjiɛmin biɛn nan jɔɔ sufu uba nin potiɛl liba le. Bi ni uba kaa nan ŋmag waah jɔɔ nan ke ni ye u binba yaali, amaa bi nan por baah jɔɔ nan nmɔn tenn tab le. 
ACT.4.33	Iyaayoo nmɔn le itoon nmɔn nan jin Uyudaan Yisa a kum a fiim a siɛra, nin npɔɔn takpen le Uwonbɔr a nyunyunbasanl takpem nan be bi biɛn bu. 
ACT.4.34	Uba kaa nan be niin ki ye fala daan ni, nan bu-n, ban jɔɔ bi tɔɔl tɔɔl a paan nin bi niin ti kɔɔr le, ki gaa iligi ki ta dan, 
ACT.4.35	ki nan sei itoon nin, le bin por ki sei uninfo biɛn nin waah kpaan un gaa man.
ACT.4.36	Uja uba nan be niin le u yinl ye Josef, u nan ye Liifai yaab a bol a ninfou le, wan wee bi ma u Saipuru a tiŋin nan, itoon nin yi u ke Banabasi (ni taai ye pɔɔninba daan a bija), 
ACT.4.37	le u nan kɔɔr u paam ki gaa mi ligi ki ta dan ki nan sei itoon nin.
ACT.5.1	Uja uba mu nan be le u yinl ye Ananiɛsi, le u poo mu a yinl mu ye Safira, le bi nan kɔɔr bi paam ki gaa mi ligi. 
ACT.5.2	Le ki nyan ilig iba ki woon, ke u poo nyi i bu, amaa le ki ta yan gurin dan ki nan sei itoon nin.
ACT.5.3	Le Piita baan u ke, “Ananiɛsi, ba ŋa wee a che Sintani kɔɔ a sufu ni, wee a por tibɔkar ki sei Kasi a Naaŋ ki nyan ilig yan wee a kɔɔr a paamin ki woon naa? 
ACT.5.4	Ŋaah nan kɔɔr npaan nin ni, maa nan ye a yaan lee? Ŋaah ji kɔɔr ki gaa ilig yan nin, yaa be a nɔɔn lee? Ke ba ŋa wee a tiɛr man a sufu ni naa? Naa ye uninfo le a por tibɔkar nmɔn ki sei, amaa ni ye Uwonbɔr le.”
ACT.5.5	Ananiɛsi kaah gbir man n-yonn man ni, le u nyiɛr lu tum ki kpo. Le bijawaam choo ban biɛn nan gbir nan tun nmɔn. 
ACT.5.6	Le binaachipɔm yuur u ki pɔbin likinkenlin ki ta u nyan ki tan pii u.
ACT.5.7	Le ni kpiɛ wama, le u poo mu kɔɔn, kaa la nyi nan ŋa. 
ACT.5.8	Le Piita baan u ke, “Beim ni, fin nin a chal a paam man wee ni nan kɔɔrin a ligi a biɛn sɔɔ?”
ACT.5.8	Le u jiin ke, “Nn i biɛn le yen.”
ACT.5.9	Le Piita baan u ke, “Ba ŋa wee ni kpaag bimɔb, ki mag Uyudaan a Naaŋ aa? Lig! Ban ta a chal ki tan pii-n a taai li dɔ ntimansanmɔnn nan, bi ji li yuur a mu.” 
ACT.5.10	Libol nmɔn, le u mu nyiɛr lu u tum ki kpo. Le binaachipɔmin kɔɔn ki nan kan waah kpo dɔ, le bi ji yuur u mu nyan ki tan pii u bagin u chal. 
ACT.5.11	Le bijawaam nan mann choo biwonjiɛm a laguŋin nin ban biɛn nan gbir nan tun nmɔn takpem.
ACT.5.12	Itoon nin nan tun ligaril a siɛra nin lijinjeel a toon le takpem bininfobin a sisiigin. Biwonjiɛm biɛn nan ti lagin tab Solomɔnn a dɔŋin le. 
ACT.5.13	Hali nin bininfobin kaa nan jɔɔ li nungbeel bi ni-n, baa nan fir lagin bi ban ni, amaa le ki sin nan pag ki don Yisa a bɔɔnɔɔbin takpem. 
ACT.5.14	Nin nima biɛn ni, le bijab nin bipiib takpem nan ŋa Uyudaan yada le nin kpiɛ bi kanlin. 
ACT.5.15	Mambu le bininfob nan nyan nin bibaarib, ki paan bi gadum nin tiwandɔɔn wann bu, nsan gbaan ke Piita nan chaa jo n-yonn man ke, u jinjiim li lu bibam bu. 
ACT.5.16	Le bininfob ban be Jerusalam a tinbumin mu tu bibaarib, nin ban wee nnaanbiim mugir bin ki dan, le bi biɛn nan kan kutebug.
ACT.5.17	Le biminmanib a yudaau nin u tab biɛn ban ye Sadusi yaab nan jɔɔ lipiiponl nin itoon nin. 
ACT.5.18	Le bi choo itoon nin ki kɔɔn bi kuloondiig kan bi loog bininfob biɛn. 
ACT.5.19	Amaa lidaal a nyiɛg le Uyudaan a malaka jiirin ki nan loor kuloondiigin a naanganl, ki nyan itoon nmɔn niin. 
ACT.5.20	Le ki bei bi ke, “Ni li chaa iwonjiɛn niin nan yaan, ki tan sir, ki bei bininfobin limiɛfol pɔnl nan a bɔr biɛn na.”
ACT.5.21	Baah gbir u bɔr nmɔn, le bi jon ki tan kɔɔ iwonjiɛn niin nmɔn yaan, njakpanyiɛn ki piin ki wɔɔn bininfob.
ACT.5.21	Biminmanib a yudaau nin u tabin kaah nan dan ni, le bi yin Iziral yaab a yudamin biɛn, le ki tun ke bin tan nyan Yisa a toon yin kuloondiigin ni ki ta bi dan. 
ACT.5.22	Amaa baah nan tan fo kuloondiig nmɔn yaan ki tan lig, kaa nan kan bi, le ki jir bisanliibin ban ki tan bei bi ke, 
ACT.5.23	“Ti foo kuloondiigin ki miin inaangan nin kpal le; le ban guun si ki guu, amaa le ti loor kaa kan uba kuloondiigin a poolin ni.” 
ACT.5.24	Ban guu iwonjiɛn niin a ninkpelu nin biminmanib a yudamin kaah gbir man nin, le ni ŋa bi kuŋmaruŋ nin lijinjeel, nan na li ŋa.
ACT.5.25	Le uba kɔɔn, ki nan bei bi ke, “Ni lig! Bijab ban wee ni ta ŋa kuloondiigin nin, bi si iwonjiɛn niin ki wɔɔn bininfob Uwonbɔr a bɔr.” 
ACT.5.26	Iyaayoo nmɔn le ban guu iwonjiɛn niin nin a ninkpelu nin u tabin jon ki tan ta itoon nin ki jirin. Baa nan nyan bi nin npɔɔn ni, nan bu-n bi nan san bijawaam le ke bininfobin na li gabir bi itangbag.
ACT.5.27	Baah nan ta itoon nin jirin n-yonn man nin, le bi che bi sir Juu yaab a yudam a nintogil, wee biminmanib a yudaan win baan bi ibinbaan, 
ACT.5.28	Le u len ke, “Ti nan sei ni bimɔb nin inunman, ke ni laa wɔɔn bininfob li yinl nan ni, ke lig naah ta nwɔɔnim nmɔn ki yar Jerusalam a gbanann biɛn, wee ki che Yisa a cham nan yin be ti nɔɔn.”
ACT.5.29	Le Piita nin u tooi tabin jiin ke: “Ni kpaa le nin ti chee Uwonbɔr a mɔb le ki jiɛn uninfosaal a mɔb! 
ACT.5.30	Yisa wan wee ni pii nan kpa u lidapunpunl bu wee u kpe-n, Uwonbɔr wan ye ti Wonbɔru nan fiin u nkumin na. 
ACT.5.31	Le ki don u ki tan kaan U baan tɔɔl a nɔɔjiim paam, ki ŋa u ki Bɔrbig nin Ufeer, ke Iziral yaabin kpenn bi binbema, wee un jiɛn bi toonbir ki per bi. 
ACT.5.32	Tim nin Kasi a Naaŋin le ye ni nan a siɛradam, le Uwonbɔr ta U Kasi a Naaŋ nmɔn sei ban cheel U mɔb.”
ACT.5.33	Juu yaab a yudamin kaah gbir man n-yonn man nin, le bi ŋuui fii, le bi ban bin ku bi. 
ACT.5.34	Amaa Farasiim a ninfou uba nan be niin, le u yinl ye Gamaliɛl, u nan ye wan wɔɔnn Uwonbɔr a siim le, le bininfob biɛn tenn u jilima, le u fii sir Juu yaab a yudam a laguŋ nmɔn yaan, ki len ke bin laan ta itoon nmɔn ki nyan nkaafiin wamau; 
ACT.5.35	le ki sin bei biyudam nmɔn ke, “Hei Iziral yaab, ni li nyi naah ke ni ŋa bininfob nan man nan fa. 
ACT.5.36	Iyoo yan nan jon nin, Tiudiɛ nan wɔɔn u ba le ke u ye lininfo takpenl le, le bijab kobina nan nɔɔ u bɔɔn, amaa baah nan nan ku win, u bɔɔnɔɔbin biɛn nan worin na, le ni biɛn ŋa yɔli. 
ACT.5.37	U kum a bɔɔn, le Judasi wan nan ye Galilii a ninfo win mu nyan ki sir lininfo kanl a yonn, ki wɔɔn u ba, ki kpenn bininfob takpem a lam le bi nɔɔ u. Le bininfob ji nan ku u, le u bɔɔnɔɔbin biɛn worin. 
ACT.5.38	Mambu, n kpaan ni le ke ni paan jaa bininfob nmɔn na! Ki che bi li chaau! Wee ni ye bi toon nmɔn ye bininfosaalib yaan le ke, naa yin tun ni. 
ACT.5.39	Amaa ni ye ni nyan Uwonbɔr ban ke, naa li fir gɔɔ bi. Ni li kan ke ni kɔnn Uwonbɔr le.”
ACT.5.40	Le biyudam nmɔn nin chee Gamaliɛl a mɔb ki yin itoon nin ki kɔɔn, ki che bi boo bi ki ta bi jaa, ki sei bi bimɔb ke, bi li nyi ki laa mɔɔn Yisa a yinl nmɔn ni.
ACT.5.41	Le itoon nin nan nyan Juu yaab a yudamin ban nin nmɔn, nin baah kpaan nin bin ji ifa Yisa a yinl bu-n. 
ACT.5.42	Lidaal biɛn ke bi chaa iwonjiɛn niin ni le, le ki jin mɔɔn Yisa a yinl bininfob a niin yin, ke Yisa le ye Masiya, ki ji mɔɔn u bɔŋann nin.
ACT.6.1	N-yonn man wee Yisa a bɔɔnɔɔb nan mann kpiɛgin, le Juu yaab ban pag Girig a leen yin, nan ŋulin Juu yaab ban pag Hiiburu a leen yin bu, nan bu-n bi pukɔɔi kaa nan gaan tijiir naah bi ye bi li gaan man ni ni. 
ACT.6.2	Le itoon piig nin bilee-n yin Yisa a bɔɔnɔɔbin biɛn ki lagin tab, ki bei bi ke, “Naa ŋan nin ti jiɛn Uwonbɔr a bɔr a mɔɔnim ki paar tijiir a tolimin ni. 
ACT.6.3	N nabum, ni lig wee ki gann bijab bilile ni sisiigin, ban wee ni nyi ke bi gbee nin Kinaaŋin nin nlam gɔr kaam, wee ti ta man a toon ki sei bi, 
ACT.6.4	wee tim nta ti tɔɔl a saŋi ki ŋa liwonmiɛlin, nin Uwonbɔr a bɔrin a wɔɔnimin.”
ACT.6.5	Ni nan gbee bininfobin biɛn a numa, le bi gann Sitifin, wan gbee nin Kasi a Naaŋ ki jɔɔ yada nan, nin Filib, Pirokorusi, nin Nikanor, nin Timonn, nin Pamenasi, nin Nikolasi, wan nan nyan Antiɛg wee ki kpenn u wonjiɛnl ki nɔɔ Juu yaab a wonjiɛnlin. 
ACT.6.6	Le bi ta bi jon itoon nan ban, le bi ta bi nɔɔi ki paan bi bu ki miɛ Uwonbɔr ki sei bi.
ACT.6.7	Le bi mann mɔɔn Uwonbɔr a bɔrin. Le Yisa a bɔɔnɔɔb ban be Jerusalam nan a kanl nan kpiɛ weem weem, le Uwonbɔr a minmanib takpem chee Yisa a bɔŋann nin ki ŋa u yada.
ACT.6.8	Daandaan nan, Sitifin uja wan wee Uwonbɔr a nyunyunbasanl nin u pɔɔm nan be u bu-n, u nan tun ligaril a siɛra nin lijinjeel a toon le bininfobin a sisiigin. 
ACT.6.9	Le bininfob biba nan fii ki yii Sitifin a bɔr, bi nan ye ‘Yemba’ le ki nyan ban nan kan nŋmarim ki be Juu yaab a wonjiɛn
ACT.6.10	Amaa baa nan fir pag nyaŋ Sitifin ni, nan bu-n u na pag nin nlam gɔr kaam le nin Kinaaŋ a pɔɔm.
ACT.6.11	Le bi kɔɔ bininfob biba bu ki gbaa bi ke bin len ke, “Ti gbir waah pag imɔbon iba ki sugir Moziz nin Uwonbɔr.”
ACT.6.12	Baah len man n-yonn man nin, le bininfobin, nin bininkpeebin, nin ban wɔɔnn Uwonbɔr a siimin a ŋuui fii, le bi fii ki choo Sitifin, ki ta u jon Juu yaab a yudamin ban. 
ACT.6.13	Le bi ji ŋmag bininfob biba ni, ki ke bin por tibɔkar ke, “Iyoo biɛn uja nan le choon le ki pag ki bii iwonjiɛn niin nin Moziz a siimin. 
ACT.6.14	Nan bu-n ti gbir u ke Yisa wan ye Nazarif a ninfo win li ber iwonjiɛn niin ki ji kpenn Moziz a kaal lan wee u nan ta sei ti nan.”
ACT.6.15	Le ban nan lagin ka Juu yaab a yudam a laguŋ nmɔn yaan biɛn nan ta bi numbili ki kpaa Sitifin, ki nan kan u num paam kaah nann Malaka a num.
ACT.7.1	Le biminmanib a yudaau baan Sitifin ke, “Baah galiŋ man nan sin ye ibamɔn naa?”
ACT.7.2	Le Sitifin jiin ke, “N nabum nin n baam, ni pel n bɔr nan na man! N-yonn man wee ti yaaja Abiraham nan be Mesopotamiya a tingbɔŋin, iyaayoo ki miin waa la jon Haran ni, le Uwonbɔr a pag degir u bu. 
ACT.7.3	 Ki bei u ke, ‘Nya a tiŋin nin a ninfobin; wee ki li chaa kitiŋ kan wee n li wɔɔn niŋ nan.’
ACT.7.4	“Iyaayoo nmɔn le u fii ki jiɛn Chalidiɛn a tiŋ nmɔn, le ki jon ki tan kal Haran. U baa a kum a bɔɔn le Uwonbɔr che u fii niin, ki dan kitiŋ kan yaan wee ni nin be nan. 
ACT.7.5	Waa nan sei u kitiŋ a faali, hali waa nan ta kitiŋ nmɔn a bɔgil wama ki sei wi. Amaa le ki siin limɔsiinl ke u li sei, u ma nin u yaabili ki tiŋ nmɔn, hali nin Abiraham kaah kaa la nan jɔɔ kibig nan. 
ACT.7.6	Uwonbɔr nan bei u nan le: ‘A yaabili na yin ye bicham le kitiŋ kan kaa ye bi yaagi, le bi li ŋa bi biyom niin, ki kan limugil takpem, ki tan kpaa ibin kobina. 
ACT.7.7	Amaa N li dar libol lan che bi tun tenn bi ke biyom nan a tul. Ni bɔɔn bu, N li nyan bi kitiŋ nmɔn yaan, ki dan kitiŋ nan yaan, ki nan jiɛnim.’
ACT.7.8	Uwonbɔr nan siin lipunjiil a mɔsiinl le ki sei Abiraham. Le Abiraham nan ma Azig, le ki nan jii u punl iween itaa daal. Le Azig mu nan ma Jekɔb, le Jekɔb mu nan ma u naachim piig nin bilee-n, ban ye ti yaajaninkpeebin.
ACT.7.9	“Jekɔb a naachim nmɔn kaah nan jɔɔ lipiiponl bi waal Josef bu-n, le bi nan choo u kɔɔr sei Ijibir yaab ke uyomin. Amaa Uwonbɔr nan be nin u, 
ACT.7.10	le ki nyan u limugil nmɔn biɛn nin. Ki sei Josef nlam, ki che Ijibir a bɔr yudaau Faro ban u bɔr; ki ŋa u uyudaan Ijibir a tiŋin nin u niin biɛn.
ACT.7.11	“Le nkom nan lu Ijibir a tiŋin nin Kenn a tiŋin biɛn, le fala choo bininfob ke ni bir, le ti yaajam a jiir par. 
ACT.7.12	Jekɔb kaah nan gbir ke tijiir be Ijibir n-yonn man ni, le u tun u buwaab niin. Ni ma nan ye bi chinchinn a chaam Ijibir. 
ACT.7.13	“Bi chaam man nan kpiɛ milee-n, le Josef nin che u nabum nmɔn biɛ u, le Faro nin biɛ Josef a niin yaab. 
ACT.7.14	Ni bɔɔn bu le Josef nin tun bi ke bin tan ta u baa Jekɔb nin u niin yaab dan Ijibir ni, bi nan ye bininfob pilile nin bi ŋmu le. 
ACT.7.15	“Le Jekɔb nin u niin yaab fii jon Ijibir ki tan kal, bi nan be niin le u ma nin ti yaajam biɛn nan kpo. 
ACT.7.16	Le bi ta bi gbanann kun Sekim ki tan pii kukaag kan wee Abiraham nan ta ilig ki daa ki Hamor a naachim ban nin.
ACT.7.17	“N-yonn kaah nan nan mal nin Uwonbɔr ngbeen U mɔsiinl lan wee U nan siin sei Abiraham nan, ki miin ti ninfob Iziral yaab ban nan be Ijibir ni nan yab pam. 
ACT.7.18	Ni bɔɔn bu le ubɔr uba nan jin Ijibir a naam, u mu kaa nan nyi Josef bu. 
ACT.7.19	Le ubɔr nmɔn nan ŋmag ti ninfobin nŋmag birim, ki to bi bu takpem, ki ji mug ti yaajamin ke bin nyan bi biliɛm bi niin yin ki ta bi gaba wee bin kpo.
ACT.7.20	“Iyaayoo le bi nan nan ma Moziz, le waah nann u biliɛtabi, ki be u baa a niin iŋmal itaa. 
ACT.7.21	Baah nan nyan u iniin n-yonn man nin, le u bɔrin a bisa kan u ki ta u ki wubir u, ke u tɔɔl a bija-n. 
ACT.7.22	Le bi nan wɔɔn Moziz nlam man biɛn wee Ijibir yaab jɔɔ, le u ŋa uninfoja u leen yin nin u toon yin.
ACT.7.23	“Moziz kaah nan nan foo ibin pina n-yonn man nin, le u nan bon ke un gɔnn u bol a ninfob Iziral yaab. 
ACT.7.24	Waah nan choon gɔnn bi nan, le ki nan kan Ijibir a ninfou kaah mugir Iziral a ninfou, le u dan ki nan fee u ki jaa, ki ku Ijibir a ninfo win. 
ACT.7.25	Moziz nan tiɛr ke u tɔɔl a ninfob Iziral yaab li biɛ ke Uwonbɔr ta u ma le ke un fee bi jaa, amaa le baa biɛ. 
ACT.7.26	Le ni won kutaag, le u ji kan Iziral yaab bilee kaah be kɔn. Le u ban waah li ŋa bi man wee bin jir ki mɔŋ nin tab, le ki bei bi ke, ‘Ni lig ni ye nnabum le nin tab; ke ba ŋa wee ni boo tab baa?’
ACT.7.27	“Amaa le wan mugir u kpiɛgin tir Moziz ki jaa ngbaan ki baan u, ‘Ŋma ŋaaŋ ti yudaau, nin ti bɔjiru waa? 
ACT.7.28	 A yin kum le ke ŋaah won ku Ijibir a ninfo win man nin naa?’ 
ACT.7.29	Moziz kaah gbir man n-yonn man nin, le u guun ki nyan Ijibir, ki jon Midiya a tiŋin ki tan be niin ki ye uchaan, ki nan kɔɔn upii ki ma nbijam milee.
ACT.7.30	“Ibin pina a bɔɔn, le malaka degir Moziz bu ki nann nŋmipeen ki gaan kukunkɔɔg bu ki mal Sina a jɔɔl bu. 
ACT.7.31	“Moziz kaah kan man nin, le ni ŋa u ligaril. Le u fɔɔr mal ke un mann lig, le ki gbir Uyudaan a kukɔl ke, 
ACT.7.32	 ‘Min le ye ni yaajam a Weem, ki ye Abiraham a Weem, ki ye Azig nin Jekɔb a Weem.’ Le bijawaam kɔɔ Moziz, le u nin si ki jegil kaa ji fir lig niin ni.
ACT.7.33	“Le Uyudaan bei u ke, ‘Pir a naatagiya; ke ŋaah si nan yaan nmɔn ye kasi a bol le. 
ACT.7.34	N kan Ijibir yaab kaah mugir N tɔɔl a ninfob Iziral yaab Ijibir a tiŋin man na, ki ji gbir bi fabin ya. Man le N jiirin ke N nan fee bi ki jaa. Mambu, dan wee N tuŋ wee a jir Ijibir.’
ACT.7.35	“Moziz nmɔn le Iziral yaab nan yii u ki baan u ke, ‘Ŋma ŋaaŋ ti yudaau nin ti bɔjiru waa?’ Amaa u ma le Uwonbɔr gann ke u le ye bi yudaau nin bi feeru, le u ma Uwonbɔr che Malaka pag sei Moziz kumɔɔchiɛg a ŋmiimin, ki tun u niin. 
ACT.7.36	Le u nan nyan bi Ijibir, ki tun ligaril nin lijinjeel a toon Ijibir a tiŋ nmɔn yaan nin limɔgmanlin nin baah ji nan be kukunkɔɔg bu ibin pina-n. 
