MAT.1.1	Yeezuu yaabɔɔ wɔɔ ba n nɩ: Yeezuu ɩ yɩrɛ ɩ ʊ, cir *Davɩd Nyɩ m, Abraham do gʊaa m sɔ.
JHN.18.16	Pɩyɛɛr n jɩm garga ra, hallɛ ma, karɩndanyɩ deem kʊ wosocɛmannɩbər jɩtaarɛ b'a dɔ bɩ bɔ, an meer ba kan lʊ k'a nɩ dɔm har bɩ lɛ ma bɩ kɩ, an Pɩyɛɛr gaa, an gasʊ m. 
JHN.18.17	Zibəənyɩlʊ k'a nɩ dɔm hallɛ ma bɩ n a hɩ m, a ʊ: «Gʊaa naa do, a karɩndanyɩnɔ wɔɔ gʊaa deem bɛɛ n'ɩbɩɩ m sɔ ra?» Pɩyɛɛr n a nyɩ bɔ ʊ, a ʊ: «Ayy…, a bɛɛ m mɔɔ nɩ y.» 
JHN.18.18	Zibəənyɩnɔ wɔɔ kan Wosocɛ dɔmazannɔ wɔɔ kɩ sɛ hɛ, ŋn'ɩ nyɩ kam ma, bala, nyɛɛm ɩ barɛ. Pɩyɛɛr nyɩnta kan ŋ kɩ, an nɩ nyɩ kam ma sɔ.
JHN.18.19	Wosocɛmannɩbər jɩtaarɛ bɩ nɩ Yeezuu larm a karɩndanyɩnɔ wɔɔ ma kan a hɔdɩndarɛ bɩ kɩ. 
JHN.18.20	Yeezuu n a nyɩ bɔ ʊ, a ʊ: «Mɔɔ pa da gʊaa haay m, mɔɔ hɔ dɩnda gʊɔɔ m dɔmɩm haay *sokʊmacɛrɔ ʊ kan *Wosocɛ ʊ kɩ, bɩncɛ kʊ zɩɩfʊrɔ haay n'a som kʊ ma ʊ, bɩ mɔɔ n hɔsɩ nyaakʊm da, m a hɩ y. 
JHN.18.21	Bɔ minto m, ɩbɩɩ nɩ mɔɔ larlɛ? Hɔ kʊ mɔɔ hɩ bɩ, gʊɔɔ kʊ ŋ y'a tʊr ka mɔɔ ma rɔ wɔɔ lar. Ŋ hɔ kʊ mɔɔ hɩ bɩ dɔ mɩŋŋa.» 
JHN.18.22	Yeezuu k'a naa hɩ bɩ, Wosocɛ dɔmazaa deem k'a nyɩnta b'ʊ b'a wɔ ta rɛ, an n'a hɩrɛ, a ʊ: «Bɔ minto m, ɩbɩɩ n'a nyɩ bɔm wosocɛmannɩbər jɩtaarɛ m ncɩnaaʊ?» 
JHN.18.23	Yeezuu n a nyɩ bɔ nʊ, a ʊ: «Kʊ ŋʊaar mɔɔ ba, k'ɩ hɩ m m. Bɩ kʊ sɩra mɔɔ hɩ, bɔ minto, ɩ nɩ mɔɔ zɛrɛ?»
JHN.18.24	Bɩ jɛ ʊ bɩ, Hannɩ a ka, ŋnɩ Yeezuu sur, ŋnɩ ta m wosocɛmannɩbər jɩtaarɛ *Kayiifʊ zi.
JHN.18.25	Bɩ ma bɩ, Sɩmɔɔn Pɩyɛɛr ɩ nyɩ kam sɛ ma. N n a hɩ m, n ʊ: «A karɩndanyɩnɔ wɔɔ gʊaa deem bɛɛ n'ɩbɩɩ m na?» Pɩyɛɛr n bɩsɩ ka, a ʊ: «Mɔɔ bɛɛ y!» 
JHN.18.26	Wosocɛmannɩbər jɩtaarɛ bɩ zibəənyɩ kʊ Pɩyɛɛr a tʊr gʊ ma bɩ danyɩ n a hɩ m, a ʊ: «Mɔɔ n ɩbɩɩ yɩ gɔsɩra ʊ b'ʊ kan kɩ ra?» 
JHN.18.27	Pɩyɛɛr n a ya, an bɩsɩ ka. Lɛɛm bɩ, koo n baa da.
JHN.18.28	Ŋ bɔ Yeezuu m Kayiifʊ har ʊ, ŋnɩ ta m dʊdɔkarɛ bɩncɛ ʊ. Bɩ ma bɩ, wutigʊta m. Gʊɔɔ kʊ ŋ ta m nɔ wɔɔ n gasʊ dʊdɔkarɛ bɩncɛ ʊ b'ʊ y, a y'a *dintim ka a ma, a n a da ma a *pakkɩ cibsa bɩ bɩ y. 
JHN.18.29	Bɩ minto bɩ, *Pɩlatɩ n bɔ an ta ŋ zi garga ra b'ʊ, an a hɩ ŋ nɩ, a ʊ: «Bɔ mim awɔɔ n'a kam gʊaa naa do ra?» 
JHN.18.30	Ŋ n a nyɩ bɔ ʊ, ŋ ʊ: «Kʊ gʊaa naa do, kʊ zibʊnyaa bɛɛ a a ba, wɔɔ y'a nyasʊrɛ ʊ a ka ɩbɩɩ ʊ ra?» 
JHN.18.31	Pɩlatɩ n a hɩ ŋ nɩ, a ʊ: «K'a gaa a dʊdɔ ka a zim amba awɔɔ *lɛrɔ wɔɔ n'a hɩm bɩ m.» Zɩɩfʊrɔ jɩtannɔ wɔɔ n a hɩ m, ŋ ʊ: «N n lɛ ka wɔɔ ʊ k'ʊ gər zɛ y!» 
JHN.18.32	Meerbaa kʊ Yeezuu a ba, a zɛ zaa minto bɩ, yɩ an nawʊrɛ ncɩnaaʊ, an kʊ yɩ.
JHN.18.33	Pɩlatɩ n gasʊ dʊdɔkarɛ bɩncɛ ʊ b'ʊ, an Yeezuu bir an a lar, a ʊ: «Zɩɩfʊrɔ cir n'ɩbɩɩ m nɩ?» 
JHN.18.34	Yeezuu n a nyɩ bɔ ʊ, a ʊ: «Ɩbɩɩ nɩ naa hɩrɛ ɩ zim gɛ? Gɛɛ, gʊɔɔ gɔsɩnnɔ ɩ mɔɔ mim hɩ ɩbɩɩ nɩ?» 
JHN.18.35	Pɩlatɩ n a nyɩ bɔ nʊ, a ʊ: «Zɩɩfʊ bɛɛ m mɔɔ nɩ y. Ɩbɩɩ dogʊɔɔ, wosocɛmannɩbənno jɩtannɔ y'ɩbɩɩ nyasʊ, ŋn'ɩbɩɩ ka mɔɔ ʊ! Bɔ ɩbɩɩ ba?» 
JHN.18.36	Yeezuu n a nyɩ bɔ ʊ, a ʊ: «Mɔɔ cirbəə bɩ, durnya naa do hɔ bɛɛ y. Kʊ mɔɔ cirbəə bɩ durnya naa do hɔ nɩ, mɔɔ dɔmazannɔ yar bam kʊ ŋ bɩ mɔɔ nyasʊ, ŋnɩ mɔɔ ka zɩɩfʊrɔ jɩtannɔ wɔɔ ʊ y. Bɩ mɔɔ cirbəə bɩ, durnya naa do hɔ bɛɛ y.» 
JHN.18.37	Pɩlatɩ n a hɩ m, a ʊ: «K'a maam cir n'ɩbɩɩ m wa?» Yeezuu n a nyɩ bɔ ʊ, a ʊ: «Ɩbɩɩ y'a hɩ, ɩ zim, cir m mɔɔ m. Yɩ mɔɔ ʊ m bʊr durnya ʊ, kʊ m bɩ sɩra kasɛtɩ ka. Gʊaa k'a sɩra ŋʊa bɩ, a y'a tʊr kam mɔɔ leer ma.» 
JHN.18.38	Pɩlatɩ n a hɩ m, a ʊ: «Bɔ m sɩra?»
JHN.18.38	K'a naa hɩ bɩ, a a ya, an ta garga ra b'ʊ, an aa zɩɩfʊrɔ wɔɔ yɩ, an a hɩ ŋ nɩ, a ʊ: «Kʊ mɔɔ nɩ, mɔɔ n mim kʊ gʊaa naa do a zar bɩ yɩ y. 
JHN.18.39	K'a mim ka awɔɔ m, kʊ pakkɩ cibsa a zɔ, kʊ m gʊaa bɔ, m wɔ saa bɩ, awɔɔ lɛ taa kʊ m zɩɩfʊrɔ cir bɩ bɔ, m wɔ saa gɛ?» 
JHN.18.40	Ŋ n'ɩ zee darɛ, ŋ ʊ: «Naa do bɛɛ y, k'a Barabas bɔ!» A n bɔkarɛ, Barabas bɩ do, gərzer m.
JHN.19.1	*Pɩlatɩ n a ka, ŋnɩ Yeezuu zɛ madɩɩrɔ m. 
JHN.19.2	Rɔm sʊrdaarɔ n laa waa, ŋn'a ku a mim ma, ŋnɩ cinno huu kʊ n y'a ba pɛɛra piinə m sa, ŋn'a da ra, 
JHN.19.3	ŋn'a zɔ ma, ŋn'a hɩrɛ, ŋ ʊ: «Wɔɔ ɩ yaa darɛ ɩbɩɩ m, zɩɩfʊrɔ cir!» Ŋ n'a wɔ tɩntam lɛ. 
JHN.19.4	Pɩlatɩ n a bɔ, an bɔ garga ra, an a hɩ zɩɩfʊrɔ wɔɔ m, a ʊ: «Awɔɔ yɩ ra, mɔɔ y'a gaarɛ, m bɔ m garga ra naa ʊ. Awɔɔ y'a dɔrɛ a ʊ, mɔɔ n mim k'a a zar bɩ yɩ y.» 
JHN.19.5	Yeezuu n bɔ garga ra b'ʊ, kan laa bɩ kɩ, cinno huu bɩ kɩ a ra. Pɩlatɩ n a hɩ ŋ nɩ, a ʊ: «Ba gʊaa bɩ n na.» 
JHN.19.6	Kʊ wosocɛmannɩbənno jɩtannɔ kan a gʊɔɔ wɔɔ kɩ a yɩ bɩ, ŋ y'a sɩŋŋɩda ba, ŋn'ɩ zee darɛ, ŋ ʊ: «K'a wɔ gɔdarkʊra ma, k'a wɔ gɔdarkʊra ma!» Pɩlatɩ n a hɩ ŋ nɩ, a ʊ: «K'a gaa a wɔ gɔdarkʊra ma a zim. Bala, mɔɔ n hɔsɩ yɩ, an a ba, an bʊnyaa y.» 
JHN.19.7	Zɩɩfʊrɔ jɩtannɔ wɔɔ n a nyɩ bɔ nʊ, ŋ ʊ: «Wɔɔ ɩ lɛ m, bɩ kan wɔɔ lɛ bɩ kɩ, a a ga zɛ m, bala, a a mɩŋŋa sa, an a ba Woso Nyɩ!»
JHN.19.8	Kʊ Pɩlatɩ mim naa do ma bɩ, dabɔʊ a nyasʊ an lɛ da biisi m. 
JHN.19.9	A n a bɔ, an ta dʊdɔkarɛ bɩncɛ ʊ b'ʊ, an a hɩ Yeezuu m, a ʊ: «Ɩ to ɩbɩɩ ʊ ka?» Yeezuu n hɔsɩ nyɩ bɔ nʊ y. 
JHN.19.10	Pɩlatɩ n a hɩ m, a ʊ: «Ɩbɩɩ bɩr a nyɩ bɔm mɔɔ nʊ ra? Ɩbɩɩ n a dɔ, ɩ ʊ, mɔɔ m da ma, m wɔ saa ɩbɩɩ ma ra, gɛɛ, mɔɔ m da ma, m a ka, ŋn'ɩbɩɩ wɔ gɔdarkʊra ma ra?» 
JHN.19.11	Yeezuu n a nyɩ bɔ nʊ, a ʊ: «Ɩbɩɩ b'ɩ dam ma ɩ hɔsɩ ba mɔɔ m k'a a to bɛɛ n y'a ʊ brama, n n lɛ ka ɩbɩɩ ʊ y. Bɩ minto y'a ka sɔ, gʊaa k'a mɔɔ nyasʊ an mɔɔ ka ɩbɩɩ ʊ bɩ, mimbʊnyaa gandaara a a ba!»
JHN.19.12	Bɩ tɛkka ma, Pɩlatɩ y'a kam ma k'a wɔ saa ma, zɩɩfʊrɔ wɔɔ nɩ zee darɛ ŋ ʊ: «K'ɩbɩɩ wɔ saa ma, *Rɔm cir gʊaasɩba bɛɛ n'ɩbɩɩ m dɔ y! Bala, gʊaa k'a mɩŋŋa ba cir bɩ, cir bɩ jɩm m.» 
JHN.19.13	Pɩlatɩ k'a naa ma bɩ, a a ka, ŋnɩ bɔ Yeezuu m. Pɩlatɩ n nyɩnta dʊdɔkarɛ gɔ bɩ ra, bɩncɛ kʊ n'a birm *ebree lemim m Gabata b'ʊ. 
JHN.19.14	Pakkɩ cibsa *bankarɛ hinni m, sinuu ʊ. Pɩlatɩ n a hɩ zɩɩfʊrɔ wɔɔ m, a ʊ: «Awɔɔ cir bɩ ba n nɩ!» 
JHN.19.15	Ŋ n'ɩ zee darɛ, ŋ ʊ: «K'a zɛ gər! K'a zɛ gər! K'a wɔ gɔdarkʊra ma!» Pɩlatɩ n a hɩ, a ʊ: «M awɔɔ cir bɩ wɔ gɔdarkʊra ma ra?» Wosocɛmannɩbənno jɩtannɔ wɔɔ n a nyɩ bɔ ʊ, ŋ ʊ: «Wɔɔ ba cir vanta m kʊ Rɔm cir bɛɛ y.» 
JHN.19.16	Pɩlatɩ n Yeezuu ka ŋ ʊ, kʊ ŋ n'a wɔ gɔdarkʊra ma. 
JHN.19.16	Ŋ n Yeezuu nyasʊ. 
JHN.19.17	Yeezuu n a gɔdarkʊra busu a zim, an bɔ, an ta bɩncɛ kʊ n n'a birm Minkorgo, n n'a hɩm ma ebree lemim m Golgotaa b'ʊ. 
JHN.19.18	Bɩncɛ bɩ do ʊ, ŋ y'a wɔ ʊ gɔdarkʊra ma kan gʊɔɔ hɩɩyɔɔ kɩ, deem jɩsa, deem bɩsɩ, Yeezuu nɩ ŋ bire ʊ. 
JHN.19.19	*Pɩlatɩ n gʊrsɩra ba warga ma, an a wɔ gɔdarkʊra b'ʊ, an n'a hɩrɛ, a ʊ: Yeezuu Nazarɛtɩ gʊaa, zɩɩfʊrɔ cir. 
JHN.19.20	Zɩɩfʊrɔ gʊɔɔ gʊta warga bɩ karɩnda ba, bala, bɩncɛ kʊ ŋ Yeezuu wɔ gɔdarkʊra ma bɩ bɩ laatʊ tara nɔ bɩ ma y. B'a gʊrsɩra ba n y'a ʊ ebree lemim m, grɛkkɩ lemim m, kan latɛn lemim kɩ m. 
JHN.19.21	Zɩɩfʊrɔ *wosocɛmannɩbənno jɩtannɔ wɔɔ n a hɩ Pɩlatɩ m, ŋ ʊ: «Ɩ b'a gʊrsɩra ba zɩɩfʊrɔ cir y, a gʊrsɩra ba: A a hɩ, a ʊ, zɩɩfʊrɔ cir n a mɩ.» 
JHN.19.22	Pɩlatɩ n a nyɩ bɔ ʊ, a ʊ: «Hɔ kʊ mɔɔ gʊrsɩra ba bɩ, a ba mɔɔ ʊ.»
JHN.19.23	Kʊ Rɔm sʊrdaarɔ wɔɔ Yeezuu wɔ gɔdarkʊra ma, ŋn'a nya bɩ, ŋ y'a huuro gʊr, ŋn'a jir lɛ si. Gʊaa biyəə a yɩ deem. Zaba b'ɩ gɔɔta. A ba n y'a ʊ deem jilli. 
JHN.19.24	Sʊrdaarɔ wɔɔ n'a hɩm kʊ m, ŋ ʊ: «Ʊ b'a kaansʊ y, ʊ pʊɛɛga da ma, ʊ dɩga a, kʊ nka n n'a yɩrɛ.» Kʊ *Wosoci bɩ meerbaa naa do n kʊ yɩ: ‹Ŋ mɔɔ huuro jinjir kan kʊ kɩ, ŋnɩ pʊɛɛga da mɔɔ zaba ma.› Hɔ kʊ sʊrdaarɔ wɔɔ a ba bɩ n naa.
JHN.19.25	Yeezuu gɔdarkʊra bɩ jɩr ʊ bɩ, a da ɩ jɩnɩm b'ʊ kan a da bɩ dam kɩ, Klopas lʊ Maarii kɩ, kan Magdalaa kʊ Maarii kɩ. 
JHN.19.26	K'a a da bɩ yɩ kan a karɩndanyɩ k'a ŋʊa bɩ kɩ bɩ, a a hɩ a da bɩ m, a ʊ: «M naa, ba ɩ nyɩ n na!» 
JHN.19.27	Bɩ jɛ ʊ bɩ, an a hɩ a karɩndanyɩ bɩ m, a ʊ: «Ba ɩ da n na!» Wakatɩ bɩ do ma, karɩndanyɩ b'a da bɩ gaa, an doo m.
JHN.19.28	Yeezuu k'a a dɔ kɛɛrɛ a ʊ, hɔ haay ba an nya, kʊ *Wosoci meerbaarɔ wɔɔ n kʊ yɩ bɩ, a a hɩ, a ʊ: «Mɩsɩ nɩ mɔɔ zɛm.» 
JHN.19.29	Gər ɩ nyɩnta b'ʊ bɛɛ hɛɛnr n a han. Ŋ n *hizɔp gɔ sa ŋnɩ hɔ k'an mafʊ-mafʊ kʊsɩ ma, ŋn'a nyɔɔ bɛɛ hɛɛnr ma, ŋn'a ka Yeezuu ʊ. 
JHN.19.30	Kʊ Yeezuu bɩ mi bɩ, a a hɩ, a ʊ: «Hɔ haay ba an nya.» A n a mim zuutə, an ga.
JHN.19.31	Kʊ pakkɩ cibsa *bankarɛ hinni m bɩ, nyibəə gasʊ zɩɩfʊrɔ wɔɔ ʊ, ŋ lɛ baa kʊ gəəno wɔɔ n gɔɔta gɔdarkʊrarɔ wɔɔ ma *sabaa hinni ʊ b'ʊ y. Sabaa bɩ do, cibsa gʊta m. Ŋ y'a yɛ *Pɩlatɩ han, k'a ŋ gannɔ yɩnyar, k'a ŋ zer gɔdarkʊrarɔ wɔɔ ma. 
JHN.19.32	Sʊrdaarɔ wɔɔ n bɩ gʊɔɔ kʊ ŋ yɩ ŋ wɔ gɔdarkʊra ma kan Yeezuu kɩ rɔ wɔɔ gannɔ yɩnyar: lɛɛkarɛzaa bɩ kan a nyaʊrɛzaa bɩ kɩ. 
JHN.19.33	Kʊ ŋ lee ku Yeezuu zi bɩ, ŋ yaa dɩga a, a ga kara, bɩ ŋ n a gannɔ yɩnyar y. 
JHN.19.34	Bɩ sʊrdaarɔ wɔɔ gʊaa deem a hɔn sɔɔn m a boon ma, ma n bɔ kan hi kɩ. 
JHN.19.35	Gʊaa k'a yɩ b'a kasɛtɩ ka, b'a kasɛtɩ bɩ sɩra m. B'a dɔ, a ʊ, sɩra an n'a hɩm, k'awɔɔ n a si sɩra sɔ. 
JHN.19.36	Sɩra m, ba naa haay ʊ, kʊ *Wosoci meerbaa naa do n kʊ yɩ: ‹A yaarɔ wɔɔ haay deem taan… bɩ yarlɛ y.›
JHN.19.37	Wosoci bɩ bɩncɛ niŋŋə ta ʊ, an n'a hɩrɛ, a ʊ: ‹Ŋ zɛm bɩ gʊaa kʊ ŋ y'a hɔn bɩ yɩ.›
JHN.19.38	Minno nɔɔn duro kʊ ŋ cem bɩ, Arimatee kʊ gʊaa Zozɛf k'a nyɩnta Yeezuu karɩndanyɩ sɛɛrɛ, nyi k'a n'a bam zɩɩfʊrɔ jɩtannɔ wɔɔ m bɩ minto. A bɩ zaa yɛ *Pɩlatɩ han k'a Yeezuu gər bɩ sa. Pɩlatɩ n zaa ka, an bʊr an b'a gər bɩ sa. 
JHN.19.39	Nikodɛm bʊr sɔ. A ɩ nyɩnta an ta Yeezuu zi gunuu ʊ bɩ. A *mɩɩr war kʊ ma kan tidəər kʊ n n'a birm alʊɛsɩ kɩ, n a a zɔ a cilo bukərku ma. 
JHN.19.40	Ŋ n Yeezuu gər bɩ sa, ŋnɩ pɛɛrarɔ bumburgu ma kan tidəər kɩ amba zɩɩfʊrɔ gər birle m. 
JHN.19.41	Brikə nɩ bɩncɛ kʊ ŋ Yeezuu wɔ gɔdarkʊra ma ʊ b'ʊ, brikə bɩ do nɔ ʊ, yaa daa nɩ b'ʊ, n n gər bir ʊ cɩna y. 
JHN.19.42	Bɩ kʊ zɩɩfʊrɔ wɔɔ n'a bankarɛ *sabaa k'a n'a bam k'a sɩŋŋɩda sa minto bɩ, bɩ yaa bɩ do k'an jɩnjɛɛm sɔ bɩ, ŋ Yeezuu bir ʊ.
JHN.20.1	*Hatʊ hinni b'ʊ wutigʊta m, bɩ ma bɩ dɔ n mɛ y, Magdalaa Maarii ta yaa ra b'ʊ, a yaa dɩga a, n jaa bɩ gʊ yaa bɩ lɛ rɛ. 
JHN.20.2	A n bra si, an aa Sɩmɔɔn Pɩyɛɛr yɩ, kan karɩndanyɩ deem kʊ Yeezuu a ŋʊa bɩ kɩ, an a hɩ ŋ nɩ, a ʊ: «N Zuuba bɔ yaa b'ʊ, bɩ wɔɔ n a dɔ kʊ ta n y'a ʊ m ka y.»
JHN.20.3	Pɩyɛɛr n bɔ kan karɩndanyɩ deem bɩ kɩ, ŋnɩ ta yaa ra b'ʊ. 
JHN.20.4	Ŋ hɩɩya haay bra si, karɩndanyɩ deem bɩ bra si, an cem Pɩyɛɛr han, an lɛɛ ka yaa ra b'ʊ. 
JHN.20.5	A n zerga an pɛɛrarɔ wɔɔ yɩ, ŋn'ɩ kuntəm b'ʊ. Bɩ, a n gasʊ y. 
JHN.20.6	Sɩmɔɔn Pɩyɛɛr k'a zu a jɛ ʊ bɩ, a lee ku sɔ. A n gasʊ yaa bɩ nɔ ʊ, an pɛɛrarɔ wɔɔ yɩ, ŋn'ɩ kuntəm b'ʊ, 
JHN.20.7	kan pɛɛra kʊ n y'a burgu a mim ma bɩ kɩ. Bɩ, bɩ n nyɩnta kan pɛɛrarɔ wɔɔ kɩ y. A huŋŋu n y'a ʊ, n n a cɩnta bɩncɛ vanta ʊ. 
JHN.20.8	Karɩndanyɩ k'a lɛɛ ka an lee ku bɩ gasʊ yaa ʊ b'ʊ kɛɛrɛ. A n a yɩ, an sɩra ka. 
JHN.20.9	Bɩ ŋ gɔɔta, ŋ n *Wosoci bɩ jɩ ma y. Bala, a a hɩ, a ʊ, Yeezuu y'a mɩm bɔŋ ʊ gəəno bire ʊ.
JHN.20.10	Bɩ kur bɩ, karɩndanyɩnɔ wɔɔ a wusigə, ŋnɩ doo.
JHN.20.11	Maarii gɔɔta garga ra yaa bɩ jɩr ʊ, an nɩ nyi kam. K'a nɩ nyi bɩ kam bɩ, a zerga, an dɩga yaa b'ʊ, 
JHN.20.12	an malɛɛkarɔ yɩ hɩɩya, ŋn'ɩ huu furo m a ma, ŋnɩ nyɩnta bɩncɛ kʊ ŋ Yeezuu gər bɩ wʊta ʊ b'ʊ. Deem n'a mim ma, deem n'a gannɔ ma. 
JHN.20.13	Ŋ n a hɩ lʊ bɩ m, ŋ ʊ: «Bɔ nyi ɩbɩɩ n'a karɛ?» A n a nyɩ bɔ ŋ nʊ, a ʊ: «Mɔɔ Zuuba n y'a busu, bɩ kʊ ta n y'a ʊ m ka, mɔɔ n a dɔ y.» 
JHN.20.14	K'a nɩ meer bɩ bam bɩ, a a bɔ an dɩga, an Yeezuu yɩ an nɩ jɩnɩm b'ʊ, b'a n a dɔ, a ʊ, Yeezuu nɩ y. 
JHN.20.15	Yeezuu n a hɩ m, a ʊ: «Lʊ, bɔ minto ɩ nɩ nyi karɛ? Nka ɩbɩɩ nɩ kam ma?» Lʊ bɩ hɔɔn ʊ bɩ, brikə bɩ dɔmazaa m, a ʊ: «Zuuba, k'ɩbɩɩ y'a busu, k'ɩ bɩncɛ hɩnka mɔɔ m, mɔɔ yaa busu.» 
JHN.20.16	Yeezuu n a hɩm, a ʊ: «Maarii». A n a wusigə, an a hɩ m *ebree lemim m, a ʊ: «Rabuni» bɩ lɛ taa k'a hɩ, a ʊ: «Karɩnsaamba.» 
JHN.20.17	Yeezuu n a hɩ m, a ʊ: «Ɩ bɩ mɔɔ da jɩm ʊ y, mɔɔ n ta m Zɩ zi cɩna y. Bɩ, ta ɩ yaa hɩ mɔɔ danyɩnɔ wɔɔ m, ɩ ʊ, mɔɔ ɩ tarɛ m Zɩ k'a n'awɔɔ Zɩ bɩ zi, mɔɔ Woso k'a n'awɔɔ Woso bɩ zi.» 
JHN.20.18	Magdalaa kʊ Maarii bɩ n b'a hɩ karɩndanyɩnɔ wɔɔ m, a ʊ: «Mɔɔ Zuuba yɩ, hɔ k'a hɩ mɔɔ m bɩ ba n nɩ!»
JHN.20.19	Hinni bɩ do yirbəə m, k'a nyɩnta *hatʊ hinni bɩ, karɩndanyɩnɔ wɔɔ cɛlɛrɔ tɩnta a ma nyi kʊ ŋ n'a bam zɩɩfʊrɔ jɩtannɔ wɔɔ m bɩ minto. Yeezuu n bʊr, an bɩ jɩm ŋ bire ʊ, an a hɩ, a ʊ: «Laafɩɩ n bɩr kan awɔɔ kɩ.» 
JHN.20.20	K'a nɩ meer bɩ bam bɩ, a a wɔrɔ wɔɔ hɩnka ŋ nɩ kan a boon bɩ kɩ. Kʊ karɩndanyɩnɔ wɔɔ Zuuba yɩ bɩ, ŋ haay heer nyɔɔ. 
JHN.20.21	Yeezuu n a ya, an a hɩ, a ʊ: «Laafɩɩ n bɩr kan awɔɔ kɩ. Kʊ mɔɔ Zɩ mɔɔ nyɔɔ bɩ, mɔɔ y'awɔɔ nyɔɔm sɔ.» 
JHN.20.22	K'a meer ba ncɩnaaʊ bɩ, a hoon si ŋ ma, an a hɩ ŋ nɩ, a ʊ: «K'a *Sɛnt-Ɛspri si. 
JHN.20.23	Gʊɔɔ k'awɔɔ n nɩ ŋ mimbʊnyaarɔ sugur karɛ ŋ ʊ rɔ wɔɔ, ŋ sugur yɩrɛ. Gʊɔɔ k'awɔɔ bɩr ŋ mimbʊnyaarɔ sugur karɛ ŋ ʊ rɔ wɔɔ, ŋ bɩ sugur yɩrɛ y.»
JHN.20.24	Bɩ ma bɩ, bueerehɩɩyɔɔ wɔɔ gʊaa deem Toma kʊ n n'a birm Didim bɩ n nyɩnta kan ŋ kɩ Yeezuu hɩnkarɛ dɔmɩm b'ʊ y. 
JHN.20.25	Karɩndanyɩnɔ gɔsɩnnɔ wɔɔ n a hɩ m, ŋ ʊ: «Wɔɔ Zuuba yɩ!» A n a nyɩ bɔ ŋ nʊ, a ʊ: «Kʊ mɔɔ n karɔ wɔɔ yaarɔ yɩ a wɔrɔ wɔɔ ʊ, kʊ mɔɔ n m nyʊkʊm nyɔɔ ka yaa deem ʊ, kʊ mɔɔ n m wɔ du a boon b'ʊ, mɔɔ b'a sire y.»
JHN.20.26	Dɔmɩm sinnyə kur bɩ, karɩndanyɩnɔ wɔɔ a ya, ŋn'a zɛ kʊ ra har ʊ b'ʊ, Toma nɩ kan ŋ kɩ. Yeezuu n bʊr, bɩ ma bɩ, ŋ cɛlɛrɔ wɔɔ tɩnta, an bɩ jɩm ŋ bire ʊ, an a hɩ ŋ nɩ, a ʊ: «Laafɩɩ n bɩr kan awɔɔ kɩ.» 
JHN.20.27	Bɩ jɛ ʊ bɩ, an a hɩ Toma m, a ʊ: «Ɩ zɔ, ɩ ɩ nyʊkʊm nyɔɔ naa ʊ, k'ɩ dɩga mɔɔ wɔrɔ ma, ɩ wɔ bɩ da mɔɔ mɛ ma, k'ɩ nyɔɔ mɔɔ boon ʊ, k'ɩ sɩra ka kɛɛrɛ, k'ɩ ba sɩrakarɛzaa.» 
JHN.20.28	Toma n a nyɩ bɔ ʊ, a ʊ: «Mɔɔ Zuuba, mɔɔ Woso.» 
JHN.20.29	Yeezuu n a hɩ m, a ʊ: «K'ɩbɩɩ mɔɔ yɩ bɩ y'a ka, ɩbɩɩ n sɩra ka mɔɔ ʊ. Mimbirenyɩntazannɔ m gʊɔɔ kʊ ŋ n a yɩ, bɩ ŋ sɩra ka rɔ wɔɔ m.»
JHN.20.30	Yeezuu hoserlo ba gʊta karɩndanyɩnɔ wɔɔ mɩm ʊ bɩ n n a gʊrsɩra ba ci naa do nɔ ʊ y. 
JHN.20.31	Nawɔnnɔ gʊrsɩra ba n y'a ʊ, k'awɔɔ n sɩra ka, a ʊ, Yeezuu m *Krista, a m Woso Nyɩ. Bɩ, k'awɔɔ sɩra ka, k'a *mɩsɩrbaa yɩ a tɔ ma.
JHN.21.1	Bɩ jɛ ʊ bɩ, Yeezuu a ya, an a hɩnka a karɩndanyɩnɔ m Tiberiyaadɩ kɔ lɛ ra. A hɩnkarɛ bɩ ba n nɩ.
JHN.21.2	Sɩmɔɔn Pɩyɛɛr kan Toma kʊ n n'a birm Didim bɩ kɩ, Galilee kʊ Kanaa gʊaa Natanayɛl kɩ, Zebedee nyɩnɔ kɩ, kan karɩndanyɩnɔ gɔsɩnnɔ kɩ hɩɩya, ŋn'a zɛ kʊ ra. 
JHN.21.3	Sɩmɔɔn Pɩyɛɛr n a hɩ ŋ nɩ, a ʊ: «Ta mɔɔ nawʊm kʊ m aa zɔnɔ ba.» Ŋ n a hɩ m, ŋ ʊ: «Wɔɔ tam kan ɩbɩɩ kɩ.» Ŋ n bɔ, ŋnɩ gasʊ kɔɔlʊʊ b'ʊ, bɩ gum bɩ do ʊ, ŋ n hɔsɩ nyasʊ y. 
JHN.21.4	Bɩ ma bɩ, dɔ mɛ. Yeezuu n jɩm kɔ lɛ ra b'ʊ, bɩ karɩndanyɩnɔ wɔɔ n a dɔ ŋ ʊ, Yeezuu nɩ y. 
JHN.21.5	A n a hɩ ŋ nɩ, a ʊ: «Hey! Nyɩnɔ, zɔnɔ b'awɔɔ ʊ ra?» Ŋ n a nyɩ bɔ nʊ, ŋ ʊ: «Ayy…» 
