MAT.1.1	Oyo ezali bakombo ya bankoko ya Yesu Kristo, mwana ya David, mwana ya Abraham :
ACT.7.7	Kasi, Nzambe alobaki lisusu : “Nakopesa etumbu na ekolo oyo ekokomisa bango bawumbu. Mpe na sima, bakobima na mokili yango mpe bakosambela ngai na esika oyo.”
ACT.7.8	Bongo, Nzambe asalaki boyokani na Abrayami, mpe elembo ya boyokani yango ezalaki : kokata nzoto ya mibali. Abrayami abotaki Izaki mpe akataki ye nzoto ya mibali sima ya mikolo mwambe ya mbotama na ye. Izaki abotaki Jakobi mpe akataki ye nzoto ya mibali, bongo Jakobi mpe abotaki bakoko na biso zomi na mibale mpe akataki bango nzoto ya mibali.
ACT.7.9	Lokola bakoko na biso bayokelaki Jozefi likunya, batekaki ye mpo ete azala mowumbu na Ejipito. Kasi Nzambe azalaki na ye elongo, 
ACT.7.10	mpe akangolaki ye na minyoko na ye nyonso. Apesaki ye bwanya mpe asalelaki ye ngolu na miso ya Faraon, mokonzi ya Ejipito, oyo akomisaki ye moyangeli ya Ejipito mpe ya ndako na ye mobimba.
ACT.7.11	Nzoka nde, nzala moko ya makasi ekotaki na Ejipito mobimba mpe na Kanana, ememaki pasi penza, bongo bakoko na biso bazalaki lisusu na eloko ya kolia te. 
ACT.7.12	Tango Jakobi ayokaki ete ble ezali na Ejipito, atindaki bakoko na biso mbala ya liboso. 
ACT.7.13	Na mbala ya mibale, Jozefi amilakisaki epai ya bandeko na ye, bongo Faraon ayaki koyeba libota ya Jozefi. 
ACT.7.14	Bongo, Jozefi atindaki ete bakende kozwa tata na ye Jakobi elongo na bandeko na ye nyonso. Bango nyonso bazalaki bato tuku sambo na mitano. 
ACT.7.15	Boye, Jakobi akendaki kovanda na Ejipito, epai wapi ye na bakoko na biso bakufaki. 
ACT.7.16	Bamemaki banzoto na bango na engumba ya Sishemi mpe bakundaki yango na lilita oyo Abrayami asombaki na mbongo epai ya bana ya Amori, tata ya Sishemi.
ACT.7.17	Wana tango oyo Nzambe alingaki kokokisa elaka oyo apesaki na Abrayami ekomaki pene, motango ya bato na biso na Ejipito ekomaki ebele penza. 
ACT.7.18	Boye, mokonzi mosusu oyo ayebaki eloko moko te mpo na Jozefi azwaki bokonzi na Ejipito. 
ACT.7.19	Na mayele mabe, mokonzi yango anyokolaki bakoko na biso kino kotinda bango na makasi ete babwaka bana na bango oyo babotami sika mpo ete bakufa.
ACT.7.20	Ezalaki na tango wana nde Moyize abotamaki. Nzambe asalaki ye kitoko mingi. Babatelaki ye sanza misato na ndako ya tata na ye. 
ACT.7.21	Wana baboti na ye batiaki ye libanda, mwana mwasi ya Faraon azwaki ye mpe abokolaki ye lokola mwana na ye penza. 
ACT.7.22	Bayekolisaki Moyize na bwanya nyonso ya bato ya Ejipito, mpe akomaki moto na nguya na maloba mpe na misala.
ACT.7.23	Tango Moyize akokisaki mibu tuku minei, azwaki mokano ya kokende kotala bandeko na ye, bato ya Isalaele. 
ACT.7.24	Awa amonaki moto moko ya Ejipito kobeta moto ya ekolo na ye, akotelaki moto ya Isalaele, azongisaki mabe na moto ya Ejipito mpe abomaki ye. 
ACT.7.25	Moyize akanisaki ete bandeko na ye bakososola ete Nzambe alingaki kosalela ye mpo na kokangola bango ; nzoka nde, bango basosolaki yango te. 
ACT.7.26	Na mokolo oyo elandaki, Moyize akutaki bato ya Isalaele mibale kobunda. Boye, alingaki kozongisa boyokani kati na bango. Alobaki na bango : “Ah baninga na ngai, bozali bandeko ; mpo na nini bozali kosalana mabe ?”
ACT.7.27	Kasi moto oyo azalaki konyokola ndeko na ye, atindikaki Moyize mpe alobaki : “Nani atie yo mokonzi mpe mosambisi na biso ? 
ACT.7.28	Boni, olingi koboma ngai ndenge obomaki moto ya Ejipito lobi ?”
ACT.7.29	Tango Moyize ayokaki bongo, akimaki na mokili ya Madiani epai wapi avandaki lokola mopaya mpe abotaki bana mibale ya mibali.
ACT.7.30	Na sima na mibu tuku minei, anjelu moko abimelaki Moyize na esobe, pene ya ngomba Sinayi, kati na moto ya mwa nzete oyo ezalaki kopela. 
ACT.7.31	Tango Moyize amonaki yango, akamwaki makasi. Mpe awa azalaki kopusana mpo na kotala yango malamu, ayokaki mongongo na Yawe koloba : 
ACT.7.32	“Nazali Nzambe ya bakoko na yo, Nzambe ya Abrayami, ya Izaki mpe ya Jakobi.” Moyize alengaki na somo mpe akokaki kutu kotala te.
ACT.7.33	Bongo, Nkolo alobaki na ye : “Longola basandale na yo, pamba te esika oyo otelemi ezali mabele ya bule. 
ACT.7.34	Namoni minyoko ya bato na ngai na Ejipito. Nayoki kolela na bango mpe nakiti mpo na kokangola bango. Mpe yaka sikʼoyo, nakotinda yo ete ozonga na Ejipito.”
ACT.7.35	Ezalaki kaka Moyize oyo bandeko na ye baboyaki tango balobaki : “Nani atie yo mokonzi mpe mosambisi ?” nde Nzambe atindaki mpo ete azala mokonzi mpe mokangoli na bango, na lisungi ya anjelu oyo abimelaki ye na mwa nzete. 
ACT.7.36	Abimisaki bango na Ejipito, na nzela ya bikamwa mpe ya bilembo minene oyo asalaki kuna, na ebale monene ya Motane mpe na esobe, mibu tuku minei.
ACT.7.37	Ezalaki kaka Moyize wana oyo alobaki na bato ya Isalaele : “Nzambe akotindela bino mosakoli moko lokola ngai, oyo akowuta kati na bandeko na bino.” 
ACT.7.38	Tango bakoko na biso basanganaki na esobe, ezalaki ye nde azalaki molobeli kati na bakoko na biso mpe anjelu oyo asololaki na ye na ngomba ya Sinayi epai wapi azwaki Maloba ya bomoi mpo na kopesa biso.
ACT.7.39	Kasi, bakoko na biso baboyaki kotosa ye. Batombokelaki ye mpe bazwaki likanisi ya kozonga na Ejipito. 
ACT.7.40	Balobaki na Aron : “Salela biso banzambe oyo bakotambola liboso na biso. Pamba te, toyebi te soki makambo nini ekomeli Moyize oyo abimisaki biso na Ejipito !” 
ACT.7.41	Ezalaki na mikolo wana nde basalaki ekeko ya mwana ngombe. Bapesaki makabo na ekeko yango mpe basalaki feti mpo na kopesa lokumu na misala ya maboko na bango.
ACT.7.42	Kasi Nzambe apesaki bango mokongo mpe atikaki bango ete basambela minzoto ndenge ekomama na buku ya basakoli :
ACT.7.42	“Bato ya Isalaele,
ACT.7.42	bozalaki kobonzela ngai mbeka
ACT.7.42	mpe kopesa ngai makabo,
ACT.7.42	mibu tuku minei na esobe ?
ACT.7.43	Bomemaki nde ndako ya kapo ya Moloki
ACT.7.43	mpe monzoto ya nzambe na bino Rofa,
ACT.7.43	banzambe ya bikeko oyo bosalaki
ACT.7.43	mpo na kokumamela !
ACT.7.43	Yango wana, nakotinda bino na bowumbu,
ACT.7.43	mosika koleka Babiloni !”
ACT.7.44	Bakoko na biso bazalaki na Ndako ya kapo ya Boyokani na esobe. Batongaki yango ndenge Nzambe atindaki Moyize, kolanda ndakisa oyo amonaki. 
ACT.7.45	Sima ya kozwa Ndako ya kapo yango, bakoko na biso na bokambami ya Jozue, bamemaki yango tango babotolaki mikili ya bapagano, mikili oyo Nzambe abenganaki liboso na bango. Mpe Ndako ya kapo yango etikalaki kuna kino na tango ya Davidi ; 
ACT.7.46	oyo azwaki ngolu na miso ya Nzambe mpe asengaki ete atongela Nzambe ya Jakobi ndako. 
ACT.7.47	Kasi Salomo nde moto atongelaki ye ndako.
ACT.7.48	Nzoka nde, Ye oyo Aleki Likolo avandaka te na bandako oyo bato batonga ndenge mosakoli aloba :
ACT.7.49	“Likolo ezali kiti na ngai ya bokonzi,
ACT.7.49	mpe mabele ezali enyatelo ya makolo na ngai.
ACT.7.49	Ndako ya ndenge nini penza bokoki kotongela ngai ?
ACT.7.49	Elobi Yawe,
ACT.7.49	To esika ya bopemi ya ndenge nini penza bokoki kobongisela ngai ?
ACT.7.50	Boni, ezali maboko na ngai te nde esalaki biloko wana nyonso ?”
ACT.7.51	Bato ya mito makasi, ya mitema mabanga mpe bakufa matoyi ! Bozali kaka ndenge moko na bakoko na bino : botelemelaka tango nyonso Molimo Mosantu ! 
ACT.7.52	Boni, ezalaki solo ata na mosakoli moko oyo bakoko na bino bazangaki konyokola ? Kutu, babomaki ezala basakoli oyo basakolaki koya ya Moyengebene, Ye oyo bosili sikʼoyo koteka mpe koboma, 
ACT.7.53	bino bato oyo bozwaki Mobeko ya Nzambe na nzela ya ba-anjelu, kasi botosaki yango te.
ACT.7.54	Tango bato ya Likita-monene bayokaki bongo, batombokaki makasi mpe bakomaki kolia mino mpo na Etieni. 
ACT.7.55	Kasi, lokola Etieni atondisamaki na Molimo Mosantu, atalaki na likolo, amonaki nkembo ya Nzambe mpe Yesu atelema na loboko ya mobali ya Nzambe.
ACT.7.56	Alobaki : “Botala, namoni likolo efongwami mpe Mwana na Moto atelema na loboko ya mobali ya Nzambe !”
ACT.7.57	Bongo, bakangaki matoyi na bango, bagangaki makasi penza mpe bango nyonso basangelaki ye, 
ACT.7.58	bamemaki ye libanda ya engumba mpe babambaki ye mabanga. Na tango wana, batatoli batikaki bilamba na bango epai ya elenge mobali moko na kombo ya Saulo.
ACT.7.59	Wana bazalaki kobamba ye mabanga, Etieni abondelaki : “Nkolo Yesu, yamba molimo na ngai !”
ACT.7.60	Bongo, afukamaki mpe agangaki makasi : “Nkolo, kotangela bango lisumu oyo te !”
ACT.7.60	Tango kaka Etieni alobaki bongo, akufaki.
ACT.8.1	Saulo mpe azalaki na molongo ya bato oyo bandimaki ete baboma Etieni. Kaka na mokolo wana, minyoko moko ya makasi penza ekweyelaki Lingomba na Yelusalemi. Bandimi nyonso bapalanganaki na Yudea mpe na Samari, longola kaka bantoma. 
ACT.8.2	Bato oyo batosaka mibeko ya Nzambe bakundaki Etieni mpe balelaki ye mingi. 
ACT.8.3	Kasi, Saulo abandaki kosala nyonso mpo na kopanza Lingomba. Azalaki kokota na bandako nyonso mpo na kokanga mibali mpe basi, mpe kobwaka bango na boloko.
ACT.8.4	Nzoka nde, bandimi oyo bapalanganaki, bakomaki koteya Liloba ya Nzambe bisika nyonso bazalaki kokende. 
ACT.8.5	Filipo akendaki na engumba moko ya Samari, mpe kuna, ateyaki Klisto. 
ACT.8.6	Tango bato nyonso bayokaki Filipo koteya mpe bamonaki bikamwa oyo azalaki kosala, bayokaki na bokebi makambo oyo azalaki koloba. 
ACT.8.7	Pamba te, milimo ya mbindo ezalaki kobima na koganga makasi kati na bato mingi oyo bazalaki na yango. Bato mingi oyo bakufa makolo, mpe oyo batambolaka tengu-tengu bazalaki kobika. 
ACT.8.8	Boye, bato ya engumba yango batondisamaki na esengo mingi penza.
ACT.8.9	Nzoka nde, wuta kala, ezalaki na moto moko na engumba wana, oyo kombo na ye ezalaki Simona. Azalaki kosala misala ya maji. Azalaki kokamwisa bato nyonso ya Samari mpe azalaki komimona moto monene. 
ACT.8.10	Bato nyonso, bato minene mpe bato mike bazalaki koyokela ye mpe bazalaki koloba : “Moto oyo azali na nguya ya Nzambe, oyo babengaka : ‘Nguya monene !’ ” 
ACT.8.11	Bazalaki kolanda ye mpo ete wuta kala, azalaki kokamwisa bango na misala na ye ya maji. 
ACT.8.12	Kasi tango bandimaki sango malamu oyo Filipo ateyaki mpo na Bokonzi ya Nzambe mpe mpo na Kombo ya Yesu Klisto, mibali mpe basi bazwaki libatisi. 
ACT.8.13	Simona mpe andimaki, boye ye mpe azwaki libatisi. Azalaki kolanda Filipo bisika nyonso oyo azalaki kokende, mpe azalaki kokamwa komona bilembo minene mpe bikamwa oyo ezalaki kosalama.
ACT.8.14	Wana bantoma, na Yelusalemi, bayokaki ete bato ya Samari bayambi Liloba ya Nzambe, batindelaki bango Piere mpe Yoane. 
ACT.8.15	Tango bakomaki kuna, babondelaki mpo na bango mpo ete bazwa Molimo Mosantu. 
ACT.8.16	Pamba te, Molimo Mosantu akitelaki nanu ata moto moko te kati na bango ; bazwaki kaka libatisi na Kombo ya Nkolo Yesu. 
ACT.8.17	Boye, Piere na Yoane batielaki bango maboko mpe bazwaki Molimo Mosantu.
ACT.8.18	Tango Simona amonaki ete bato oyo bandimaki bazwaki Molimo Mosantu wana bantoma batielaki bango maboko, apesaki Piere mpe Yoane mbongo, 
ACT.8.19	mpe alobaki :
ACT.8.19	—Bopesa ngai mpe nguya oyo, mpo ete moto nyonso oyo ngai mpe nakotiela maboko akoka kozwa Molimo Mosantu !
ACT.8.20	Kasi, Piere azongiselaki ye :
ACT.8.20	—Tika ete yo na mbongo na yo bokufa, mpo okanisi ete okoki kosomba likabo ya Nzambe na mbongo ! 
ACT.8.21	Solo, ozali na libula to na makoki kati na mosala oyo te, pamba te motema na yo ezali sembo te liboso ya Nzambe. 
ACT.8.22	Yango wana, bongwana na mabe na yo mpe bondela Nkolo, tango mosusu akoki kolimbisa yo na oyo okanisaki na motema. 
ACT.8.23	Pamba te, namoni ete motema na yo etonda na zuwa mpe ozali mowumbu ya masumu.
ACT.8.24	Boye, Simona azongisaki :
ACT.8.24	—Bino nde bobondela Nkolo mpo na ngai, mpo ete likambo moko te na oyo bowuti koloba ekomela ngai !
ACT.8.25	Tango basilisaki kotatola mpe kosakola Liloba ya Nkolo, Piere mpe Yoane bazongaki na Yelusalemi, mpe bazalaki koteya sango malamu na mboka ebele ya Samari.
ACT.8.26	Anjelu ya Nkolo alobaki na Filipo :
ACT.8.26	—Telema, kende na sude, na nzela ya esobe, nzela oyo ewuta na Yelusalemi mpe ekenda kino na Gaza !
ACT.8.27	Boye, Filipo atelemaki mpe akendeki, mpe na nzela, akutanaki na soda moko oyo baboma mokongo, azalaki moto ya mboka Etiopi. Azalaki mokonzi monene mpe azalaki na mokumba ya kobatela bomengo nyonso ya Kandase, mokonzi mwasi ya Etiopi. Moto yango ayaki na Yelusalemi mpo na kokumamela Yawe, 
ACT.8.28	bongo azalaki kozonga na mboka na ye. Avandaki kati na shar na ye mpe azalaki kotanga mokanda ya mosakoli Ezayi. 
ACT.8.29	Boye, Molimo alobaki na Filipo : “Kende mpe pusana pene ya shar wana.”
ACT.8.30	Filipo akendaki mbangu pene ya shar yango mpe ayokaki ye kotanga mokanda ya mosakoli Ezayi.
ACT.8.30	Atunaki ye :
ACT.8.30	—Boni, ozali kososola makambo oyo ozali kotanga ?
ACT.8.31	Ye azongisaki :
ACT.8.31	—Ndenge nini nakoki solo kososola yango, soki moto alimboleli ngai te ?
ACT.8.31	Bongo, abengaki Filipo ete amata na shar mpe avanda pembeni na ye.
ACT.8.32	Tala eteni ya Makomi oyo azalaki kotanga :
ACT.8.32	“Bamemaki ye lokola meme oyo balingi koboma,
ACT.8.32	lokola mwana meme oyo ekangi monoko
ACT.8.32	liboso ya moto oyo azali kolongola yango suki,
ACT.8.32	bongo afungolaki monoko na ye te.
ACT.8.33	Basambwisaki ye mpe baboyaki kolongisa ye.
ACT.8.33	Nani akolobela bakitani na ye ?
ACT.8.33	Pamba te, balongoli bomoi na ye na mokili !”
ACT.8.34	Bongo, soda oyo baboma mokongo atunaki Filipo :
ACT.8.34	—Nabondeli yo, yebisa ngai : mosakoli azali koloba makambo oyo mpo na nani ? Alobaki yango mpo na ye moko, to mpo na moto mosusu ? 
ACT.8.35	Boye, Filipo ayebisaki ye sango malamu ya Yesu, na nzela ya eteni wana ya Makomi.
ACT.8.36	Wana bazalaki kokoba na mobembo na bango, bakomaki na esika moko oyo ezalaki na mayi ; bongo soda oyo baboma mokongo alobaki :
ACT.8.36	—Tala, mayi yangʼoyo. Eloko nini ekoki kopekisa ngai ete nazwa libatisi ?
ACT.8.37	[Filipo alobaki :
ACT.8.37	—Soki kaka ondimi na motema na yo mobimba, okoki kozwa libatisi !
ACT.8.37	Ye azongisaki :
ACT.8.37	—Nandimi ete Yesu Klisto azali Mwana ya Nzambe
ACT.8.38	Atindaki ete batelemisa shar. Boye, bango mibale, Filipo mpe soda oyo baboma mokongo bakitaki na mayi, mpe Filipo abatisaki ye. 
ACT.8.39	Tango babimaki na mayi, Molimo ya Nkolo alongolaki Filipo, mpe soda oyo baboma mokongo amonaki ye lisusu te. Bongo, azongelaki mobembo na ye na esengo nyonso penza. 
ACT.8.40	Nzoka nde, Filipo amonanaki na Azoti, mpe kuna azalaki koteya sango malamu na bingumba nyonso epai wapi azalaki kolekela, kino akomaki na Sezare.
ACT.9.1	Nzoka nde, Saulo azalaki kaka kokanela mpe koluka koboma bayekoli ya Nkolo. Akendaki epai ya mokonzi ya banganga-Nzambe, 
ACT.9.2	mpe asengaki ye mikanda mpo na kopesa na bandako ya mayangani ya Damasi, mpo ete soki akuti ndambo ya bato kuna, basi to mibali oyo bazali kolanda nzela ya Nkolo, akanga bango mpe amema bango na Yelusalemi.
ACT.9.3	Tango azalaki kokende mpe akomaki pene ya Damasi, na mbala moko, amonaki pole moko kowuta na likolo mpe kongengela ye. 
ACT.9.4	Boye, akweyaki na mabele mpe ayokaki mongongo moko koloba na ye :
ACT.9.4	—Saulo, Saulo, mpo na nini ozali konyokola ngai ?
ACT.9.5	Saulo atunaki :
ACT.9.5	—Nkolo, yo nani ?
ACT.9.5	Mongongo ezongisaki :
ACT.9.5	—Ezali ngai Yesu oyo yo ozali konyokola. 
ACT.9.6	Kasi sikʼoyo telema, kota na engumba, mpe kuna bakoyebisa yo makambo oyo osengeli kosala.
ACT.9.7	Bato oyo bazalaki kosala mobembo elongo na Saulo batelemaki mpe bazangaki maloba ya koloba. Bayokaki mongongo yango, kasi bamonaki moto moko te. 
ACT.9.8	Saulo atelemaki wuta na mabele, kasi tango afungolaki miso, azalaki komona lisusu te. Boye, basimbaki ye na loboko mpe bamemaki ye na Damasi. 
ACT.9.9	Asalaki mikolo misato : komona te, kolia te mpe komela te.
ACT.9.10	Moyekoli moko azalaki na Damasi, kombo na ye ezalaki Ananiasi. Nkolo abengaki ye na emoniseli :
ACT.9.10	—Ananiasi !
ACT.9.10	Ye azongisaki :
ACT.9.10	—Nkolo, ngai oyo !
ACT.9.11	Nkolo alobaki na ye :
ACT.9.11	—Telema, kende na ndako ya Yuda, oyo ezali na balabala oyo babengaka : “Alima,” mpe tuna moto moko ya mboka Tarse, oyo azali kobondela. Kombo na ye Saulo. 
ACT.9.12	Pamba te, amonaki na emoniseli moto moko kombo na ye Ananiasi ayaki mpe atielaki ye maboko mpo ete amona lisusu !
ACT.9.13	Kasi Ananiasi azongisaki :
ACT.9.13	—Nkolo, nayoka makambo mingi mpo na moto wana, mpe ndenge anyokolaki babulami na yo na Yelusalemi. 
ACT.9.14	Mpe ayei awa na Damasi, na bokonzi oyo bakonzi ya banganga-Nzambe bapesi ye mpo na kokanga bato nyonso oyo babondelaka yo.
ACT.9.15	Kasi Nkolo alobaki na Ananiasi :
ACT.9.15	—Kende, pamba te nasila kopona moto wana mpo ete azala esaleli na ngai mpo na komema Kombo na ngai na bikolo ya bapaya mpe epai ya bakonzi na bango, elongo na bato ya Isalaele. 
ACT.9.16	Nakolakisa ye ndenge nini asengeli konyokwama mpo na Kombo na ngai !
ACT.9.17	Bongo, Ananiasi akendaki. Akotaki na ndako mpe atielaki Saulo maboko. Alobaki na ye : “Ndeko na ngai Saulo, Nkolo Yesu oyo abimelaki yo na nzela tango ozalaki koya awa, atindi ngai mpo ete omona lisusu mpe otonda na Molimo Mosantu !”
ACT.9.18	Kaka na tango wana, biloko moko lokola baposo ya mbisi, ekweyaki wuta na miso ya Saulo. Boye, akomaki lisusu komona. Atelemaki mpe azwaki libatisi ; 
ACT.9.19	mpe sima ya kolia, nzoto na ye ezongaki lisusu makasi.
ACT.9.19	Saulo avandaki mwa mikolo elongo na bayekoli oyo bazalaki na Damasi. 
ACT.9.20	Kaka na tango wana, abandaki koteya na bandako ya mayangani ete Yesu azali Mwana ya Nzambe. 
ACT.9.21	Bato nyonso oyo bazalaki koyoka ye, bazalaki kokamwa mingi penza mpe bazalaki kotuna : “Boni, ezali ye te moto azalaki konyokola bato oyo babelelaka Kombo ya Yesu na Yelusalemi ? Ayei awa te mpo na kokanga mpe komema bango epai ya bakonzi ya banganga-Nzambe ?” 
ACT.9.22	Nzoka nde, kondima ya Saulo ezalaki se kokoba kolendisama mpe azalaki kondimisa Bayuda oyo bavandaka na Damasi ete Yesu azali solo Klisto.
ACT.9.23	Sima ya mikolo ebele, Bayuda bayokanaki mpo na koboma Saulo. 
ACT.9.24	Kasi bato bayebisaki Saulo makambo oyo bazalaki kobongisa mpo na ye. Butu mpe moyi, bazalaki kokengela bikuke ya engumba mpo na koluka koboma ye. 
ACT.9.25	Bongo, mokolo moko na butu, bayekoli na ye bakamataki ye, batiaki ye na kitunga mpe bakitisaki ye na libanda ya miri.
ACT.9.26	Tango Saulo akomaki na Yelusalemi, alukaki kosangana na bayekoli, kasi bango nyonso bazalaki kobanga ye, pamba te bazalaki penza kondima te ete akomi moyekoli. 
ACT.9.27	Kasi Barnabasi akamataki ye mpe amemaki ye epai ya bantoma. Ayebisaki bango ndenge nini Saulo amonaki Nkolo na nzela ya Damasi, mpe makambo oyo Nkolo alobaki na ye. Ayebisaki bango mpe lisusu ndenge nini ateyaki, na kobanga te, na Damasi na kombo ya Yesu. 
ACT.9.28	Bongo, Saulo avandaki elongo na bango. Azalaki kotambola na bonsomi nyonso kati na Yelusalemi mobimba mpe koteya na kobanga te, na Kombo ya Nkolo. 
ACT.9.29	Saulo azalaki kosolola mpe kotia tembe na Bayuda oyo balobaka monoko ya greki, nzoka nde, bango bazalaki koluka nzela ya koboma ye. 
ACT.9.30	Tango bandeko bayokaki likambo yango, bamemaki Saulo na Sezare, mpe longwa kuna, batindaki ye na Tarse.
ACT.9.31	Lingomba ezalaki na kimia mingi kati na Yudea mobimba, na Galile mpe na Samari. Ezalaki kokola na kondima, kotosa Nkolo mpe motango ya bandimi na yango ezalaki kobakisama na lisungi ya Molimo Mosantu.
ACT.9.32	Lokola Piere azalaki tango na tango kosala mibembo kati na mboka, akendaki mpe kotala basantu oyo bavandaka na mboka Lidi. 
ACT.9.33	Kuna, amonaki moto moko, na kombo ya Ene, oyo alala na etoko wuta mibu mwambe mpo ete azalaki na maladi ya buka-buka. 
ACT.9.34	Piere alobaki na ye : “Ene, Yesu Klisto abikisi yo ; telema mpe bongisa mbeto na yo !”
ACT.9.34	Kaka na tango wana, Ene atelemaki. 
ACT.9.35	Tango bato nyonso oyo bavandaka na Lidi mpe na esobe ya Saroni bamonaki ye, bandimelaki Nkolo.
ACT.9.36	Ezalaki na moyekoli moko ya mwasi na Jafa, na kombo ya Tabita, oyo babongola na monoko ya greki Dorkasi, elingi koloba : “Mboloko.” Azalaki tango nyonso kosala bolamu mpe kosalisa babola. 
ACT.9.37	Nzoka nde, na mikolo wana, azwaki maladi mpe akufaki. Sima ya kosokola nzoto na ye, batiaki yango na shambre ya likolo. 
ACT.9.38	Lidi ezalaki pene ya Jafa. Boye, tango bayekoli bayokaki sango ete Piere azali na Lidi, batindelaki ye mibali mibale mpo na koloba na ye : “Tobondeli yo, yaka noki !”
ACT.9.39	Piere akendaki elongo na bango. Tango akomaki, bamemaki ye na shambre ya likolo. Basi nyonso oyo bakufela mibali bayaki kozingela ye mpe bazalaki kolela. Boye, bazalaki kolakisa ye banzambala mpe bilamba misusu oyo Dorkasi azalaki kotonga wana azalaki nanu elongo na bango. 
