MRK.1.1	Seo mar a tha an Deagh Sgeul mu Iosa Crìosd, Mac Dhè, a' tòiseachadh. 
COL.4.2	Feuch gum bi sibh ag ùrnaigh gu dìcheallach, 's gum bi sibh furachail agus taingeil. 
COL.4.3	Bithibh ag ùrnaigh air ar sonne cuideachd, 's iarraibh gum fosgail Dia doras dhuinn a shearmonachadh an fhacail. 'S e am facal sin an diamhaireachd a th'air a foillseachadh ann an Crìosd, agus 's ann air a sgàth a tha mise sa phrìosan. 
COL.4.4	Bu mhath leam gun cuirinn an cèill i dìreach mar as còir dhomh. 
COL.4.5	Bithibh glic nuair a tha sibh a' dèanamh gnothach ris an fheadhainn a tha taobh a‑muigh a' chreidimh, 's cuiribh ur tìm gu deagh bhuil. 
COL.4.6	Bruidhnibh riu daonnan le fìor choibhneas. Ma chumas sibh ur seanchas fallain — air a dheagh shailleadh — bidh fhios agaibh ciamar as còir dhuibh freagairt a thoirt do gach duine.
COL.4.8	Tha mi ga chur thugaibh a dh'aon ghnothach 's gum bi fios agaibh mur deidhinn-ne, 's gus ur cridheachan a mhisneachadh. 
COL.4.9	Tha Onesimus, bràthair dìleas gràdhach a bhuineas dhan àite agaibh fhèin, a' dol còmhla ris. Innsidh iadsan dhuibh a h‑uile nì a tha a' tachairt an seo.
COL.4.11	Tha beannachdan a' tighinn thugaibh cuideachd bho Iosua ris an canar Iustus. 'S ann dha na h‑Iùdhaich a bhuineas an triùir aca. 'S iadsan a‑mhàin as an treubh sin a tha ag obair còmhla rium as leth rìoghachd Dhè, is thug iad cuideachadh mòr dhomh. 
COL.4.12	Tha Epaphras, a bhuineas dhan àite agaibh fhèin 's a tha na sheirbhiseach do dh'Iosa Crìosd, a' cur a bheannachdan thugaibh. Tha e daonnan ag ùrnaigh air ur son le a neart uile, 's e ag iarraidh gun seas sibh gu daingeann sa chreideamh, 's gum bi sibh a' tighinn gu làn ìre agus eòlas cinnteach a thaobh gach nì a rùnaichcas Dia. 
COL.4.13	Tha mi fhìn a' togail fianais air cho cruaidh 's a tha e ag obair as ur leth, 's as leth nan creidmheach eile ann an Laodiosèa 's ann an Hierapolis. 
COL.4.14	Tha an dotair gràdhach, Lùcas, agus Dèmas a' cur bheannachdan thugaibh. 
COL.4.15	Thoiribh-se ar beannachdan gu na bràithrean a th'ann an Laodiosèa, gu Nimpha 's an eaglais a tha a' coinneachadh san taigh aice. 
COL.4.16	Nuair a leughas sibh an litir seo nur measg fhèin, dèanaibh cinnteach gun tèid a leughadh san eaglais ann an Laodiosèa cuideachd, 's gun leugh sibh fhèin an litir a sgrìobh mi 's a thig thugaibh bho Laodiosèa. 
COL.4.17	Agus canaibh ri Archipus e bhith cinnteach gun cuir e crìoch air an obair a ghabh e os làimh ann an seirbhis an Tighearna.
COL.4.18	'S ann lem làimh fhìn a tha mise, Pòl, a' sgrìobhadh na dùrachd a leanas. Cumaibh air chuimhne gu bheil geimhlean orm. 'S e mo mhiann gum meal sibh gràs Dhè.
PHM.1.1	Tha Pòl, a tha na phrìosanach air sgàth Iosa Crìosd, agus ar bràthair Timòteus a' cur na litir seo gu ar co‑obraiche gràdhach Philèmon, 
PHM.1.2	agus an eaglais a tha a' coinneachadh na thaigh; gu ar piuthair Aphia, agus gu Archipus a tha a' cathachadh còmhla rinn. 
PHM.1.3	Gun robh gràs agus sìth agaibh bho Dhia ar n‑Athair agus bhon Tighearna Iosa Crìosd.
PHM.1.4	Tha mi a' toirt taing dham Dhia gach uair a tha mi gad chuimhneachadh 's ag ùrnaigh air do shon, 
PHM.1.5	oir tha mi a' cluinntinn mar a tha thu a' gràdhachadh sluagh Dhè uile, agus a' cur d'earbsa anns an Tighearna Iosa. 
PHM.1.6	Tha mi ag iarraidh gum bi an dàimh a tha eadarainn air sgàth do chreidimh a' toirt fìor eòlas dhuinn air gach nì math as urrainn dhuinn a dhèanamh airson Chrìosd. 
PHM.1.7	A bhràthair chòir, tha do ghràdh a' toirt mòran aoibhneis agus misneachd dhomh, a chionns gun tug thu urad a thogail do chridheachan nan creidmheach.
PHM.1.8	Mar sin, dh'fhaodainn, nan tograinn, mar do bhràthair ann an Crìosd, a bhith cho dàna 's gun toirinn òrdugh dhut a thaobh dè as còir dhut a dhèanamh. 
PHM.1.9	Ach air sgàth a' ghràidh a tha eadarainn, 's ann as fheàrr leam iarrtas a chur thugad. Tha mi a' dèanamh seo a dh'aindeoin 's gur mi Pòl, 's mi air tighinn gu aois, 's mi nise cuideachd nam phrìosanach air sgàth Iosa Crìosd. 
PHM.1.10	Tha m'iarrtas as leth Onesimuis, a thàinig gu bhith na mhac dhomh fhìn sa chreideamh nuair a bha mi sa phrìosan. 
PHM.1.11	Bha àm ann nach robh e gu feum sam bith dhutsa, ach tha e a‑nise feumail dhutsa agus dhòmhsa. 
PHM.1.12	Ged a tha gràdh mo chridhe agam air, tha mi ga chur air ais thugad. 
PHM.1.13	Bu mhath leam a chumail ann an seo còmhla rium, gus an dèanadh e, nad àite fhèin, mo chuideachadh agus mi nam phrìosanach air sgàth an t‑Soisgeil. 
PHM.1.14	Ach cha robh mi airson dad a dhèanamh gun do chead, gus am biodh tu deònach coibhneas a nochdadh led thoil fhèin 's chan ann ge b'oil leat. 
PHM.1.15	Dh'fhaodadh gur ann airson gum biodh e còmhla riut gu bràth tuilleadh a bha Onesimus dealaichte bhuat airson greiseag. 
PHM.1.16	Chan e dìreach seirbhiseach a th'ann tuilleadh, ach mòran a bharrachd; 's e th'ann ach bràthair gràdhach anns a' chreideamh. Air cho measail 's gu bheil e agamsa, bidh e nas measaile buileach agadsa an dà chuid mar dhuine agus mar chreidmheach anns an Tighearna.
PHM.1.17	Mar sin, ma tha thu gam mheas mar fhear-dàimh, gabh ris-san mar a ghabhadh tu rium fhìn. 
PHM.1.18	Ma rinn e ole sam bith, no ma dh'fhalbh e le dad ort, cuir sin air a' chùnntais agamsa. Tha mise Pòl a' sgrìobhadh seo lem làimh fhìn: Pàighidh mise air ais thu. 
PHM.1.19	Cha ruig mi a leas a chur nad chuimhne gur ann tromhamsa a tha beatha agad fhèin anns a' chreideamh. 
PHM.1.20	Leis a sin, a bhràthair chòir, dèan thusa coibhneas dhòmhsa anns an Tighearna; thoir togail dham chridhe mar mo charaid ann an Crìosd.
PHM.1.21	Tha mi làn chinnteach, 's mi a' sgrìobhadh seo, gun dèan thu an rud a tha mi ag iarraidh — gu dearbh, gun dèan thu barrachd air na tha mi ag iarraidh. 
PHM.1.22	Bu mhath leam cuideachd gun cuireadh tu seòmar air leth dhomh, oir tha dòchas agam gum freagair Dia na h‑ùrnaighean agaibh uile, 's gum bi mi air ais còmhla ribh.
PHM.1.24	agus cuideachd mo cho-obraichean Marcus, Aristarchus, Dèmas, agus Lùcas. 
PHM.1.25	Gun robh gràs an Tighearna Iosa Crìosd a' gabhail còmhnaidh annaibh.
