GEN.1.1	Apanll chtakchu, kanindaatstam, tsapootstam tinarangiya. 
MRK.8.28	Wipunashsha: Ashpatam tputs shiyaa Wangarineezuwa ichumampani támeeshiniwa átssincha, tárangu. Itaru, ashpatam shiyaa zitaminazuwa Apanllee kuk kamanimapaneezuwa támeeshiniwa atanaya. Ashpatam shiyaa Elíyasarinparee yusur kanapeeshiniwa átssincha shiyaatsi; mang, tárangiya wipunashiya. 
MRK.8.29	Isussha: Itaru, ¿siystawa; nuwaa chakand átssa? átu, Pitorsha: Shiy Apanlltishcha Ipusamarini; mang tárangiya. 
MRK.8.30	Itaru, Isus kamapshimaam kamachtarangiya.
MRK.8.31	Anumunsha, waanaatsi watsipun kamanirangiya. Tputseem kinarangitaati, ashiritaa kiyung kachiychina; tárangu. Iyashuch kurakarini nuwaa izuurisha ngatchinllinaya. Iyashuch apanllpan urkari nuwaa natsachapandanaya. Móysispaniri wirkar kamanimapan nuwaa ngatachpasinaya. Nuwaa pachakchitaateesinaya, nuwaa Apari zar tuchparinshini ituyamachindanaya, mang Isus tárangiya wipunasheetsi. 
MRK.8.32	Wazareetsi kamanirangiya wipunasheetsi. Pitorsha Isusoo tasaseeru, nambarangiya. 
MRK.8.33	Isus natpunuyaru, wipunashee ichinguru pakeeru, Pitoroo nambarangiya. ¿Mayaamsha yashing' tamapari ashiru nuwaa tamundaksha? tárangu. Shiy tputs ashiritam chinaksha. Itaru, yuwaa Apanll chinaku anoo shiy nda chinaksha; tárangiya.
MRK.8.34	Anumunshacha tputseetstam, misha wipunasheetstam ichinguru kuruzurangu, Nuwash tachitamaam zandkus, saanaatsi taarashis chinarintspa. Nuwamand kamini tsipaneetsis pchindintspa; nuwash izuuru tchitangasindama; tárangu. 
MRK.8.35	Tputs waanaatsi tapachindaku, Yashingup naachiya; itaru, nuwamun kamini watsipunootstaa nda pachindku, nuwsha tapachindachima. 
MRK.8.36	Mishat, tputs maachi ichinguru payukinaari, ¿antaati anpataja kamungumaam taar? nduni. Tsipakchu, Yashingup naachiya. 
MRK.8.37	¿Antaati Apanllish pshtumaam kurikpat pshtucheeja? ndambari.
MRK.8.38	Nish tsapurunasush Apanllee kuk kapeetkus, nuwaa pazikus, nuwsha siyaatstam tpazchintspa, watam tputseem kinaranginawa. Yusur kuskachuri, Aparpati wasundururpat ichinguruni kuschina. Anush nuwsha tputsee tpazchina; tárangiya Isusu.
MRK.9.1	Nuwaa kuki mazinangtsa. Siy naturi nuwaa mazinaktaatis, itaru ndatuma tsiparus, ashpatamtis Apanllee taárash pangachpasa; Apanllee wizpuririni pangatssa; tuwasiningamarineetsi punirustatssa; mang, tárangiya Isusu.
MRK.9.2	Anumunsha minam matayaru maats Isus Pitorpat, Wangpat, Sandeekurinpatini machip kárirangana. Ashpamari machtayaru Isussha wachu nllitaritamsha kinarangu, 
MRK.9.3	mang wamarsha kurakurtaru mbursheerangiya. Kiz káchaktat ¿tamaree ashiru mburshirini taach? Pinasakiya. 
MRK.9.4	Zitaminarini mang anshu tsimbun yakarangu; Móysisarini, misha Elíyasarini yakarangana. Isuspat mang tsiyatarangana. 
MRK.9.5	Pitorsha mang: Mayistoroo mang tárangu. Washunandari nish taakuni, wanasiriya. Nuw tuchip tambtachima; neetsiri taapani, ichee, tárangu. Min shiyaam tambtachima, misha Móysisarineempa, misha Elíyasarineempa; támbap ashirangiya Pitoru. 
MRK.9.6	Itaru, watam kizpur puniksin, Pitor mangush ¿ameecheezi tsiyatkuri? átu támbap ashirangiya. 
MRK.9.7	Msassha kuseeru, yambutatara mang ashirangiya. Msasish mang kimarangu; Isusoo nuw shiyaa ipartana. Ksumish chinaktana. Isusootsiri kuk mazinangtsa; mang, tárangiya. 
MRK.9.8	Wipunashsha nap ashku, tputs nduni. Mang Isusootsimsha parangana.
MRK.9.9	Machip karuwkatssin, Isussha wipunasheetsi: Siy parangis anoo kamanintspa; mang, tárangu. Nuwsha Apanlltaati tputseem kinarangina. Itaru, nuw tsipakchuri, nuw támkachuri, siysa anush tputsee kamanimaam waritaksa; tárangiya Isusu. 
MRK.9.10	Ashiriya, uwshtisin Isus wipunash kamapshirangana. Itaru, waanpatatshtisin tsiyatkusin, Isus: Nuw tsipayaruri, támchima; ¿mayaatsi át? tárangana.
MRK.9.11	Ashiri wipunashsha Isusoo mashirangana: Móysispaniri wirkar kamanimapan: Elíyasarinpaz ashiru uru kuskamchu, Apanllshapa Ipusamarini kuschiya átssincha, tárangana. 
MRK.9.12+MRK.9.13	Isussha: Annaa zurkusin, tárangana, tárangu. Apanll: Ipari ndatuma tsapurunasush zanganchuri, Elíyasarinpaz ashiru zanganchimasima, tárangiya. Ashiritam Elíyasarinpaz ashiru tputs na kuseenlliya. Anootsiri sing tumineenllinaya. Ashiri anoo tputs natsarangusin pacharangana; tárangiya Isusu. Átu an Wangarineetsi, tárangiya. Isussha: Apanll kuk ateeja; Ipari tputseem kinakchu, tputstisin yutarit tsiyateersin, kiyung yachachinllinaya; Apanll kuk atuwa, tárangiya Isusu.
MRK.9.12+MRK.9.13	Ashiri yuwaa Isus wipunash Isusoo mangoonarangana anoo kamaneena.
MRK.9.14	Ashirucha, machish karuweersin, wipunaship naateersin, tputsee zapan parangana. Wipunashpa Móysispaniri wirkar kamanimapanpata nambaptar ashirangana. 
MRK.9.15	Tputssha Isusoo pakeersin, punirustambach ashirangana. Isusungaz iriputaranll ashirangsin, ¿Tamarimta, ichee? ¿Kuseeramchish shiya? tárangana. 
MRK.9.16	Isussha wipunasheetsi: ¿Maya tsiyataksa saanpatata? tárangiya.
MRK.9.17	Tputssha yámarangu, Ichee; Ipareetsi yaramaam yushindarangina. Ipari makukishcha, watam yashinguwa, tárangu. 
MRK.9.18	Yashing ipareetsi kiyung yachakchu, uru tsapush tupantsakchu, waris kukish chpukat chpukat ashku, wanassha katsats katsats shitamach ashku ipari. Mbamatangamach ashkiya. Ipunsheetsish yashingoo tchiyangi táyaruri, ipunshish xapoorangana, tárangiya tputsi.
MRK.9.19	Isussha mang: Nuwaa mangoonamaam ngataksa, mang tárangu. Siyaam nguti kiyung kachiykina. Ashtaa, iparish yamashini; mang, tárangiya Isusu.
MRK.9.20	Tputssha Isusush nlluraa kamuz yamayashinu yushindarangana. Yashingsha Isusoo pakeeru nlluraatsi kasirangu, nllursha tujm taramach ashirangiya. Wanuts tatata shitaramach kuripungakatara kuripungakatara ashirangiya. Warissha kukush chpukat chpukat shitar ashirangiya. 
MRK.9.21	Isussha nlluraatsi wapar ¿Ashin zutaranga? tárangiya. Waparsha: nllurtamasa chtarangiya tárangu. 
MRK.9.22	Nlluraa yashing' pachamaam zapan yacharangiya. Sumasush kapeet, kungush kapeet ashirangiya. Shiy yasarinaareesha yaramaam nayaningandama, tárangiya. 
MRK.9.23	Isussha: ¿Mayaamsha yasarinaareesha yarangandama átsha nuwaatsi? Shiy nuwamun mangish tatkinaareesha xapoomaam wanindaja, tárangiya. 
MRK.9.24	Nllursha wapar kizpur tsiyatku, Ichee, mangoonamana mangoonaktana. Mangoonamaam istanganda; tárangiya. 
MRK.9.25	Tputs zapan mikeeru kusta kusta kusta ashirangsin, Isussha yashingoo zapan nambarangiya. Yashingoo, ¿mayaamsha shiy ashiksha? Mitssharittishcha. Makukishtishcha. Shtungangi átana. Ayamtaati nllurash pshtucheezish ndambari, tárangiya Isusu yashingootsi.
MRK.9.26	Nllursha kizpur ay táyaru, tatata tatata shitaru, yashingsha shitungarangiya. Nllursha tsipari ashiru tamuramach ashirangu, tputssha: Tsipayanllchimanda, tárangana. 
MRK.9.27	Isussha nlluraa uw putayaru, nllursha chiyzarangiya. Yareeru kasarangiya.
MRK.9.28	Minupsha pangus Isus pshtuyaru, wipunashinand shaniyarsin, wipunashsha masharangiya. Iy yashingoo tashitungamaam yacharanguni, itaru xapooranginiya. ¿Tamashta ashkini? tárangiya. 
MRK.9.29	Isussha: Yashing ashpatam mbam tashitungamaama. Apanllpa ndunnaa tsiyatkuch, yashingoo tashitungamaam pinasakchi, tárangiya.
MRK.9.30	Anamunsha, anush káyaru, Kapárnáwap naatarangiya. Apus wanipamasaja maarangiya. Wipunashee tayaspatapi átu apinll naatarangana. Tputs yasarusinapa átu, yaktash nda naparangiya. 
MRK.9.31	Isus wipunashee tayaspatarangu; Nuw Apanlltaati tputseem kinaranguri, ashtaa tputs nuwaa tamapingayarusin, putayarusin, nuwaa pachachapsinaya. Ashiritaa nuwsha tuchip zari támchima, ákatach ashirangiya. 
MRK.9.32	Wipunashsha mazinarangitaatssin, nda mangoonarangana. Pazirangusin, nda Isusoo mashirangana manga.
MRK.9.32	Ashiriya, yuwaa Isus nlluraa yararangu anoo kamaneena.
MRK.9.33+MRK.9.34	Ashiri naantaatssin, zapish Kapárnáwaa watsiritkachu, wipunashsha: ¿Chakaja nish kasiru taar? waanpatatin, tárangana. Kuseersin, pangusush pshtuyarusin, Isussha: ¿Ngootsish naantachu saanpata mayaatssha tsiyatarangsa? tárangiya. Isussha wipunash nda yámkusin, 
MRK.9.35	wipunashee 12: Naani, tsiyatpani táyaru, shaniyeersin, Isussha: Mazinangantsa, tputs m'chach' tamatarpari ashiru nuwash tachitkachu, ashiri an nuwash kizpuritam taachiya, tárangiya.
MRK.9.36	Nlluraatssha pakchee naani táyaru, tuxiykeerangiya upusshu. Pachipeeru, 
MRK.9.37	Tputs nlluraa pakchi nuwamun kamini chinakuch, ashiri nuwaa chinachtamtaya, tárangu. Mishat, nuwaa chinakuch, Apanlleetstam aranginasha chinachchi, tárangiya.
MRK.9.38	Wangsha, Ichee, tputs shiyamun wizpurirish yashingoo tchiyarangu anoo parangina; tárangu. ¿Mayaama shiy ashiksha? Antaati shiy iyashcheezish; watsta; táyashinina, tárangiya Wanga. 
MRK.9.39	Isussha mang: Watsta tárinllpa. Tputs nuwamun sur yashingoo tashitungakchu, ¿antaati nuwaa yutarit tsiyatcheeja? 
MRK.9.40	¿Antaati tputs iyaa istaku kundaraja? mang, tárangiya Isusu. 
MRK.9.41	Nuw siyaa itsinsaru atina: Nllitarit tputs shiyaam yaschinlla, mangush chinaku, in tputs Apanllee Ipusamarini yasati átu, yásku an ashku anoo Apanll kapung istachitamta; tárangiya.
MRK.9.42	Mishat, tputs Apanllee mangoonamana mangoonkita, itaru yashingchichsha anoo yutarit yaspatakchu, wayarpunshu samand kapunguw kásiyaruch, musash ipusunandush kapeetkachuch, wanimaam waritakcha, tárangiya Isusu.
MRK.9.43+MRK.9.44	Apaz kuwiptish yutaritshishee patatkachush, ashiriya kuweetsish turungcha. Turuyarush, kapeeteerush, minungichimsha Apanllish urutamari kis taachsha. An ashkush waritacha. Itaru, shiy xarashshee nda kapeetkush, shiy sumasush Yashingup naachsha. Urutamari anush kiyung kachiychiytachsha; tárangiya Isusu. 
MRK.9.45+MRK.9.46	Apaz k'tsiptish yutaritshiship naakush, ashiriya k'tseetsish turungcha. Minungichimsha kutsish Apanllish urutamari kis taachsha. Itaru, shiy nda xarashshee kapeetkush, Apanll sumasish shiyaa kapeetchiya Yashingpiya. 
MRK.9.47	Apaz kchiptish yutaritshishee napkush, ashiriya kcheetsish yuxungcha. Yuxeerush minungichichsha kachish anparee Apanllish pstuchsha. An waritariya. Itaru, xarashshee ndunnaa kapeetkush, Apanll sumasish shiyaa kapeetchiya Yashingpiya. 
MRK.9.48	Anush uru kindutakpaz ashirush kiyung kachiyachsha. Sumas ztazcheeja, ndambari, tárangiya Isusu. 
MRK.9.49+MRK.9.50	Nuw kuki yum tamapari ashiru kumaku itaru yarkiya. Tputsee ichinguru yachamaam taariya. Ndunnaa nuw kuki mangush kumakpaz ashiru, ashiri yashingupsha sumasush kapeetkachu, watstamamari muchchiya.
MRK.9.49+MRK.9.50	Yuwaa Isus waanaatsi wipunashi waneerangu anoo kamaneena.
MRK.10.1	Minush zar Isus Galileyaa kasayaru, tsap Utaá sura amb naatarangiya. Ortagaa kung kítarangiya. Yusur tputs zapan shaniyarangana. Isussha tayaspatattar ashirangiya.
MRK.10.2	Parísiypanshuch tputs kuseersin, Isusoo imamarpamaam masharangana; Tputs wizanllee kasakchu, ¿Waritacheeja? ¿Shiy amaksha? tárangana. 
MRK.10.3	Isussha: ¿Móysisarini kamachtarangu amaranga? tárangu manga. 
MRK.10.4	Parísiypanshuchsha:
MRK.10.4	Tputs, Izanlli kasachima átu, kirakaa kasamaam tuyandachiya. Wizanlleem kirakaa panayaru, izuurumamari kizaa kapeetchiya;
MRK.10.5	Isussha: Siy wanasir taamaam ngatarangus, ashirucha Móysisarini yandarangasha, tárangu, 
MRK.10.6	Itaru, Apanll tsapoo tinamaam iwapayaru, tputseemshat tinarangiya. Chtaru kamuzaatsima tinarangu, anumunshat wipunasheemsha kizaatssha tinarangitamta.
MRK.10.7	Ashirucha, tputssha kamuz uru waparee, wanireetstam kasayaru, izuuru wizanllpatamarisha minumaripaz nutsas ashirusin taachinllinaya. 
MRK.10.8	Ashkachu tsimbunataa tputs minamaritpaz nutsas ashiru taachiya. Ashiriya, ndusha tsimbun tputsi; minumaripaz ashiru taachiya.
MRK.10.9	Apanllsha kamuz wizanllpat minumarishat tputs ínarangu, ¿tamaree wizanllee kasach? Mishat, tputsee wizanlli itutsimaam yutarittamcha;
MRK.10.10	Pangusush pshtuyarusin, wipunashsha: ¿Kamuzich izanlleetsich kasakuch yutaritaja átish? tárangana. 
MRK.10.11	Isussha: Mazinangcha: tputs wizanllee kasayaru, nllitaritaa yamakchu, yutaritsha taakiya; yuwaa ichtaru kasarangu anoo tayutaritkiya, tárangiya Isusu. 
MRK.10.12	Kizsha wazaranllee kasayaru, kamuzaa nllitaritaa zaranllku, yutarittam taakiya, tárangiya.
MRK.10.12	Watamcha Isus kizaa nda kasamaam tayaspatarangu anu.
MRK.10.13	Mishat, Isusush nlluraa yushindarangana. Isus nlluraa pachipap atusin kusaranganaya. Itaru, Isussha wipunash táranganaya; Watsta. ¿Mayaamshta Isusoo muntaksa? táranganaya. 
MRK.10.14	Isus anoo mazinayaru, tsiyantarangiya. Nuwash waani nlluraa kuspana; zanganintspa, tárangiya. Tputs nllurpaz ashiru nuwaa chinaku, anoo Apari kizpur chinakiya. Ancha Apanll tiptsiriya. 
MRK.10.15	Ashiriya, tputs ndunnaa nllur tamapari ashiru Apanllee chinaku, ayamtaati Apanllish pshtucheeja, ndambaree; tárangiya. 
MRK.10.16	Sheeru, nlluraatssin yamayaru, pachipeeru, Shiyaa Apanll chinakiya táyaru, nlluraam Waparpat tsiyatarangiya.
MRK.10.16	Yuwaa Isus nlluraa chinarangu anoo kamaneena.
MRK.10.17	Minush zari Isus Ortagush kung káyashinu naantachu, tputs iriptaranll timucheeru tsiyatarangiya. Ichee, shiy wanasirtishcha. ¿Apanllee taárash urutari payumaam tamaycheezi? tárangu. 
MRK.10.18	Isussha: ¿Mayaamsha shiy wanasirtishcha nuwaa átsha? tárangu. Apanllimaritcha wanasiriya, tárangiya. 
MRK.10.19	Shiy Apanllee kamachtamarini mazinakpasha. Watam Apanll:
MRK.10.19	Ngutis tputsee pcharintspa.
MRK.10.19	Minpa kiz imbangartarintspa.
MRK.10.19	Maacheetsi shuchirintspa.
MRK.10.19	Tputsee mantsir tsiyatintspa. Tputsee ngichintspa.
MRK.10.19	Apareetsis wanasir ksutangtsa. Kuk payungtsa.
MRK.10.19	Aneereetstamtish wanasir ksutangtsa; kukoo payungtamtsa;
MRK.10.19	watam atuwa. ¿Anoo tamarangsha? mang, tárangiya Isusu. 
MRK.10.20	Tputssha: Apanllee kamachtamarini ichinguru payukuri, anpatari wachinaranginawa, tárangiya. 
MRK.10.21	Isussha napku anoo tputs chinarangiya. Itaru, shiyaam minum arangeem wand pshatakiya, Isus tárangu, Mazinangcha; maachiritaatsish paxanxeerush, tuchingeerush, pukireemsha panangcha. Sheerush, nuwash tchitangandama. Ashkachush, Apanllushsha shiyaam maachi pshatacheeja, ndambaree; mang, tárangiya. 
MRK.10.22	Itaru, tputssha maachtaa zapani payurangiya; an tputs kurkirimuncha. Ashirucha, Isusoo kuk mazinayaru, ngateeru, mang' mantsarangiya.
MRK.10.23	Isussha wipunashee tasaseeru, Wirakuch Apanllish pshtumaam mbamcha; mang, tárangiya Isusu. 
MRK.10.24	Wipunashsha Isusoo kuk mazinayarusin, ¿Tamakee ashik? tárangana. Isussha yusur: Nlluris, Apanllish pshtumaam mbamcha; tárangiya. 
MRK.10.25	Mazinangantsa; Kameechu wanuts kapungu m'kushash wach pshtumaam pinasaku. Ashikpaz ashkiya wirakuch Apanllush pshtumaam aranganasha mbama; tárangiya Isusu. 
MRK.10.26	Wipunashsha: Maya, ashkachinaariya ashiru, ¿tamayareezich kamungchich? tárangiya. 
MRK.10.27	Isussha wipunashee napku, Chaanamuntari kamungumaam wanindaja; itaru Apanll chiyaa tapachindachiya. Antaati Apanllina xaptareeja, nda; tárangiya.
MRK.10.28	Itaru, Pitorsha: Ichee, mazinangancha. Shiyaam kaminish maachiritaatsini kasarangtanicha mang táyaru, 
MRK.10.29	Isussha: Mazinangantsa; watsapunee kasakchu, zoonlleetstam, wizareetstam, wapareetstam, wanireetstam, wipaatstam, mazareetstam kasakchu, nuwangaz kamini nuwash tachitku, 
MRK.10.30	tputs ashkinaari ashiru, Apanllinasha aranginasha na in istachiya. Yap xiyku amb ichinguru Apanll istachiya. Pangoomtampaz, zuwanlleemtampaz; wizareemtampaz wanireemtampaz; wipaamtampaz; mazareemtampaz, ashiritampaz ashiru panachiya; itaru kiyungupa kachiychinllinaya. Itaru, Apanllush watsapunu urutamari taachiya; mang, tárangiya Isusu. 
MRK.10.31	Mazinangantsa; Tputs nish tsapurunasish kizpuritaa taaku, itaru Apanllush kuskachu tsapush taachiya. Mishat, tputs nish nda kizpuritaa taaku, itaru Apanllush kizpur taachiya, mang tárangiya Isusu.
MRK.10.31	Yuwaa Isus: Apanllish pshtumaam mbamcha, tárangu anoo kamaneena.
MRK.10.32	Isus Irusarinap arap naamachu, uwma yamazaru naatarangiya. Wipunashsha punirustaatssin, nllitaritam tputs tachitarangusin, kizpur punirangana. Itaru, Isussha: Naanints tsiyatpani, tárangiya wipunasheetsi 12. Yuwaa Irusarinshuch Isusoo ashtachinllina anoo kamanirangiya. 
MRK.10.33	Na Irusarinap naachiniya, tárangiya. Nuwaa tputseem kinarangitaati kiyung yachchinllinaya. Tputssha nuwaa tamapingachiya. Sheeru, Apanllee kuk tayaspatataru antam, misha apanllpantaa urkari, nuwaa tupchachindanaya. Tunarip nuwaa machtayarusin, 
MRK.10.34	uwshtisin waana much naach naach sheersin, misha nuwamun kawachta shitarusin, pachachindanaya nuwaatsi. Itaru, zari tuchpashu yusur támchima; Isus tárangasha wipunasheetsi.
MRK.10.34	Ashiri yuwaa Isus waanaatsi watsipun yusur kamanirangu anoo kamaneena.
MRK.10.35	Sípitiyurini wipa Sandeekurini, misha Wanga Isusush kuseersin, Ichee, na shiyaa tamundachinipa. Shiynaa ngatinllpa, ichee; tárangana. 
MRK.10.36	Isussha: ¿Maya zandaksa? tárangu, 
MRK.10.37	uwsha: Yusur kuskachush, 'sinush kuskachush, zuwanlli shiyanungi mbazinungich kuxinku, nuwsha shiyanung mbutsutsunungich kuxinkachuri, iyaa kizpur kurakaam ínangasindama, tárangana. 
MRK.10.38	Isussha: Anoo shiy kaapa nda mangoonaksha. Nuw kizpur kiyung kachiychima. ¿Itaru, siy kiyung kachiymaam ndusha ngatchis? tárangiya. 
MRK.10.39	Ashiri Sandeekurintam, Wangtam: Iyaam kiyung kachiymaam waritachtamparee; ngatcheezini, ndambaree tárangana. Isussha: Zuraktishcha. Nuw tamaparina ashiru siy kiyung kachiychitampasa. 
MRK.10.40	Itaru, nuw siyaa tputsee kasiru ipusamaam pinasaktana. Apanll waana ipuschiya yuwaa zandku anootsi; tárangiya Isusu Sandeekootsi.
MRK.10.41	Isussha wipunash kuwiz iptaru an mazinazinaw ashirangsin, tsiyantaranganaya Sandeekurineetsi. 
MRK.10.42	Itaru, Isussha wipunasheetssha: Na mazinangtsa; Siyamari kurakaris tamapari ashirus taarintspa. Siy tunaree tputs yasaksa. Kurak uru wamari kasiru taariya. Wamkursha kasiru taaku, tputsee zapani kamachtat kamachtat ashkana. 
MRK.10.43+MRK.10.44	Itaru, siysa Apanllis tiptsiris shirintspa. Kasiru taamaam zandkus, ashiriya tputsee chinayarus istangtsa. M'chachpaz ashiru tputsee istakinaareesa, Apanllsha siyaa kis chinachiya, tárangiya. 
MRK.10.45	Napa nuw tputseem kinarangitaati tputsee istamaam nish tsapurunasush kusarangina. Antaati tputsee nuwaa istanda ateezi, nda. Nuw tsipakchuri, tputsee zapan yashingoo itutschima; tárangiya Isusu.
MRK.10.45	Ashiri yuwaa Isus wipunash kurakaam kinamaam zandarangana anoo kamaneena.
MRK.10.46	Ashiri Irusarinap naantaatssin, minush zari Isus wipunashpa tputs zapanpa yaktash Jericosh pshturangana. Arangeem shitungeersin, Bártimiy, Timíyu wipa, wach mchusaatsi, ngootsinung kuxinxinaw watungasheem kutataw parangana. 
MRK.10.47	Tputs Isus Násaretshuchi naanllpa atusin, Bártimiysha: Isusoo, istanda, watam Dapiyarinchichshawa átu, 
MRK.10.48	Tputssha mang nambarangu, ¿Mayaamsha tamundaksha? Zamachiyshpa; tárangiya. Itaru, Bártimiysha nda sambaytarangu, manga. Isusoo, istanda; tárangiya. 
MRK.10.49	Isussha mazinayaru, Kuruzungints; táyaru, tputssha mchusaa: Mangish mantsarinllpa. Isus shiyaa kuruzkiya. Chiyzangi; pza pangatish, tárangana. 
MRK.10.50	Bártimiysha wamaree yushta sheeranllu, chiyzata sheeranllu, Isusup naatarangiya. 
MRK.10.51	Isussha: ¿Mayaamsha nuwaa kuruzuksha? ¿Tamanda átsha? átu, wach mchussha: Mayistoroo, kachi yaranda; nappi átana; mang, tárangiya. 
MRK.10.52	Isussha: Nuwamun mangish taturangush, ashiri shiyaa yareena. Naangsi; tárangu, musásirisha napta ashirangiya. Sheeru, ngootsush Isusush tachitarangiya.
MRK.10.52	Watamcha tsiyatssis Bártimiyoo yararangu anu.
MRK.11.1	Isus Irusarinap naantachu, yaktash Betaniyaa maayaranllu, machish Olivash sura kusarangiya. Anush mang xiyarteeramchusin, Isussha wipunashee tsimbun kamachtarangiya. 
MRK.11.2	Siyma yamazayarus naangints; Isus tárangu. Yaktap taarip tasasaru amb naatssa. Pshtuyarus, burroo karupan tusisimaa pangatssa. Tapureerus, machtantsa. An burr tsasaritcha; anamun tputs kuxintareeja. 
MRK.11.3	Itaru, tputs siyaa: ¿Mayaamsha chineetsi tapuriksa? atinaari ashiru, siysa: Watam iy kurakarini kamachtaranguwa; musásiritam tuwanpuchiya; tángtsa; tárangiya Isusu. 
MRK.11.4	Uwshtisin naayarandsin, yaktash kuseersin, burroo karupana parangana. Pangusush shitungashinungi wachunung tusiseeru parangana; tapurirangana. 
MRK.11.5	Tputssha xiyxeewu, ¿Tamaksa? ¿Mayaamsha tapuriksa burrootsi? tárangu, 
MRK.11.6	uwshtisin: Watam iy kurakarini kamachtaranguwa, tárangana. Táyaru, tputssha: Ashiri machingsi táyarusin, 
MRK.11.7	yamayashinusin, Isusush yushindarangana. Wipunashtisin wamaree tuwapimashee yusheersin, burrumun ush xanateersin, Isussha anumun kuxinarangiya. 
MRK.11.8	Wamaree ngootsush muta muta sheersin, masharoo ngootsinung katupeersin, muta muta ashirangana. 
MRK.11.9	Wazapan tputs shurangarsin, ashpatam tputs wasina naatarangana, ashpatam tachitarangana; zamangarangana.
MRK.11.9	Apaa, iyaa izuuru tapachindangcha.
MRK.11.9	Iyaam wanasiri taamaam istangcha, atiniya.
