GEN.1.1	Idi punganay, pinarsua ti Dios ti lubong.
2CH.23.16	Nangaramid ni Jehoyada iti katulagan a nangisapataan ti ari ken dagiti tattao nga agbalinda a tattao ni Yahweh. 
2CH.23.17	Kalpasanna, napanda amin iti templo ni Baal ket rinakrakda. Binurakburakda dagiti altar ken dagiti imahen sadiay ket pinapatayda ni Mattan a padi ni Baal iti sango dagiti altar. 
2CH.23.18	Dinutokan ni Jehoyada dagiti papadi ken Levita a mangimaton iti trabaho iti Templo. Annongenda dagiti rebbengenda nga intuyang ni Ari David kadakuada; isuda ti mangpuor kadagiti daton a maidatag ken ni Yahweh kas mayannurot iti Linteg ni Moises. Imatonanda pay ti panagtokar ken dagiti maangay a parambak. 
2CH.23.19	Pinaguardiaan ni Jehoyada dagiti ruangan ti Templo tapno awan ti makastrek a saan a nadalus iti imatang ti linteg.
2CH.23.20	Kalpasanna, pinaayabanna dagiti ofisiales ti armada, dagiti mabigbigbig nga umili, dagiti agtuturay ken dagiti amin a tattao, ket intulodda ti ari iti palasio manipud iti Templo. Simrekda iti kadakkelan a ruangan ket nagtugaw ti ari iti trono. 
2CH.23.21	Ket siraragsak a nagrambak dagiti amin a tattao. Timmalna ti siudad idi natayen ni Atalia.
2CH.24.1	Pito ti tawen ni Joas idi agari iti Juda, ket 40 a tawen a nagturay idiay Jerusalem. Ni Zibia a taga-siudad ti Beerseba ti inana. 
2CH.24.2	Kabayatan ti panagbiag ni Jehoyada a padi, nalinteg ti inar-aramid ni Joas iti imatang ni Yahweh. 
2CH.24.3	Ni Jehoyada ti nangpili iti dua nga assawa ni Joas. Naparaburanda kadagiti annak a lallaki ken babbai.
2CH.24.4	Iti saan a nabayag kalpasan ti pannakaisaad ni Joas nga ari, napanunotna a tarimaanen ti Templo. 
2CH.24.5	Binilinna dagiti papadi ken Levita a mapanda kadagiti siudad ti Juda tapno agur-orda iti umdas a kuarta a masapul iti tinawen a pannakatarimaan ti Templo. Ngem saan nga inaramid a dagus dagiti Levita ti imbagana. 
2CH.24.6	Iti
2CH.24.6	(
2CH.24.7	Dagiti pasurot ni Atalia, dayta dakes a babai,
2CH.24.8	Binilin ti ari dagiti Levita nga agaramidda iti kahon a pakaikabilan dagiti maur-or ket ikabilda iti ruangan ti Templo. 
2CH.24.9	Pinaiwaragawagda iti entero a Jerusalem ken Juda nga yeg ti tunggal maysa ti buisna ken ni Yahweh, ti buis nga immuna a siningir ni Moises nga adipen ti Dios idi addada idiay let-ang. 
2CH.24.10	Naragsakan dagiti tattao ken dagiti panguloda, ket inyegda dagiti buisda ket napno ti kahon a nangikabilanda. 
2CH.24.11	Inaldaw nga ipan dagiti Levita ti kahon iti ofisial ti ari a para-aywan iti kahon. Tunggal mapno ti kahon, umay ti sekretario ti ari ken ti pannakabagi ti Nangato a Padi ket alaenda ti kuarta. Kalpasanna, isublida ti kahon iti lugarna. Ket adu a kuarta ti nakolektada.
2CH.24.12	Ti ari ken ni Jehoyada ti mangted iti kuarta kadagiti mangimaton iti pannakatarimaan ti Templo. Nangtangdanda kadagiti kantero, karpintero ken mammanday a mangtarimaan iti Templo. 
2CH.24.13	Impasnek dagiti trabahador ti nagtrabaho, ket binangonda manen ti Templo kas iti sigud a kasasaad ken kalagdana. 
2CH.24.14	Idi natarimaanen ti Templo, naited iti ari ken ni Jehoyada dagiti saan a nausar a balitok ken pirak. Naaramid dagitoy a malukong ken dadduma nga alikamen iti Templo.
2CH.24.14	Kabayatan ti panagbiag ni Jehoyada, nagtuloy latta ti kadawyan a pannakaidatag dagiti daton a mapuoran iti Templo. 
2CH.24.15	Lakay unayen idi matay; nadanonna ti 130 a tawen. 
2CH.24.16	Intabonda iti pakaitantaneman dagiti ari iti Siudad ni David, kas panangbigbigda iti panagserbina kadagiti Israelita, iti Dios ken iti Templo.
2CH.24.17	Ngem kalpasan ti ipapatay ni Jehoyada, inuyotan dagiti papangulo ti Juda ni Ari Joas nga ipangagna ida. 
2CH.24.18	Insardeng dagiti tattao ti panagdaydayawda iti Templo ni Yahweh, ti Dios dagidi kapuonanda ket nagdaydayawda kadagiti imahen ken simbolo ni Asera a diosa. Gapu iti aramidda, nakapungtot ni Yahweh ket dinusana ti Juda ken Jerusalem. 
2CH.24.19	Nangibaon kadagiti profeta a mangballaag kadakuada tapno agsublida kenkuana ngem saan nga impangag ida dagiti tattao. 
2CH.24.20	Kalpasanna,
2CH.24.21	Ngem nagmaymaysa dagiti tattao a mangpapatay ken ni Zacarias. Nakiraman ni Ari Joas iti planoda ket binilinna ida a mangbato ken ni Zacarias iti paraangan ti Templo. 
2CH.24.22	Saan a pinampanunot ti ari ti napasnek a panagserbi kenkuana ni Jehoyada nga ama ni Zacarias; pinapapatayna ketdi ni Zacarias. Idi agbugbugsot ni Zacarias, kinunana, “Makita koma ti 
2CH.24.23	Idi aggibus ti tawen, rinaut ti armada ti Siria ti Juda ken Jerusalem, pinapatayda amin dagiti pangulo ket adu ti sinamsamda nga inyawid idiay Damasco. 
2CH.24.24	Bassit ti armada ti Siria ngem impalubos ni Yahweh a parmekenda ti armada ti Juda a dakdakkel nga adayo ngem isuda. Binaybay-an ngamin dagiti tattao ni Yahweh a Dios dagidi kapuonanda. Kastoy ti pannakadusa ni Ari Joas. 
2CH.24.25	Nasaem ti pannakasugatna ket idi pimmanaw dagiti kabusor, dua kadagiti ofisialesna ti nagtulag a mangpapatay kenkuana. Pinatayda ni Ari Joas iti iddana tapno maibales ti pannakapapatay ti anak
2CH.24.26	Ni Zabad nga anak ni Simat nga Ammonita ken ni Josabad nga anak ni Simrit a Moabita dagiti nangisikat kenkuana.) 
2CH.24.27	Nailanad iti 
2CH.25.1	Agtawen ni Amazias iti 25 idi maisaad nga ari ket 29 a tawen a nagturay idiay Jerusalem. Ni Jehoadden a taga-Jerusalem ti inana. 
2CH.25.2	Napintas dagiti aramidna iti imatang ni Yahweh nupay saan a napasnek iti daytoy. 
2CH.25.3	Apaman a napabileg ni Amazias ti panagturayna, pinatayna dagiti ofisiales a nangpapatay ken ni amana. 
2CH.25.4	Nupay
2CH.25.5	Binunggo-bunggoy ni Amazias dagiti amin a lallaki iti tribu ti Juda ken iti tribu ti Benjamin iti nadumaduma a grupo dagiti mannakigubat, segun ti kapuonan a nagtaudanda. Nangdutok kadagiti ofisiales a mangipangulo kadagiti bunggoy a sagsangaribu ken sagsangagasut. Mairaman dagiti amin a lallaki nga agtawen iti 20 wenno nasursurok pay; agdagupda iti 300,000. Napilida a soldado a sisasagana a makigubat ken nalaing nga agaramat iti pika ken kalasag. 
2CH.25.6	Nangtangdan pay iti 100,000 a mannakigubat nga Israelita; uppat a tonelada a pirak ti intangdanna kadakuada. 
2CH.25.7	Ngem adda profeta a napan iti ari ket kinunana kenkuana, “Dimo itugot dagitoy soldado nga Israelita. Awan ti 
2CH.25.8	Mabalin nga ipagarupmo a pabilgendaka
2CH.25.9	Sinaludsod ni Amazias iti profeta, “Ngem kasano ngaruden dagiti pirak nga intangdanko kadakuada?”
2CH.25.9	Insungbat ti profeta, “Ad-adu pay ti maited ti Dios kenka ngem iti dayta!” 
2CH.25.10	Ngarud, pinagawid ni Amazias dagiti natangdanan a mannakigubat ket nagawidda a kasta unay ti pungtotda kadagiti taga-Juda.
2CH.25.11	Pinatured ni Amazias ti pakinakemna ket impanguloanna ti armadana a napan iti Tanap ti Asin. Sadiay, pinapatayda ti 10,000 a mannakigubat nga Edomita. 
2CH.25.12	Tiniliw met ti armada ti Juda ti 10,000 a mannakigubat. Impanda dagitoy a balud iti tuktok ti rangkis iti siudad ti Sela sada intappuak ida ket natayda amin a nagdisso kadagiti bato.
2CH.25.13	Kabayatanna, rinaut dagiti mannakigubat nga Israelita a pinagawid ni Amazias dagiti siudad ti Juda iti nagbaetan ti Samaria ken Bet-horon. Pinatayda ti 3,000 a lallaki ket adu ti sinamsamda.
2CH.25.14	Idi nagsubli ni Amazias kalpasan ti panangparmekna kadagiti Edomita, inyawidna dagiti imahen a pagdaydayawanda, insaadna dagitoy, nagdaydayaw ket nagpuor iti insenso a kas pagdatonna. 
2CH.25.15	Nakapungtot ni Yahweh gapu iti daytoy ket nangibaon iti maysa a profeta ken ni Amazias. Sinaludsod ti profeta, “Apay nga agdaydayawkayo kadagiti ganggannaet a didiosen? Dida pay maisalakan dagiti tattaoda iti pannakabalinmo!”
2CH.25.16	Agsasao pay la ti profeta idi kinuna ti ari, “Kaano pay ti panangisaadmi kenka a mammagbaga kaniak? Sumardengka amangan no papapatayka!”
2CH.25.16	Nagsardeng ti profeta ngem sakbay a nagsardeng, kinunana, “Ammokon nga inkeddeng ti Dios a dadaelennaka gapu ta inaramidmo amin dagitoy ket dimo impangag ti balakadko.”
2CH.25.17	Nakiuman ni Amazias nga ari ti Juda kadagiti mammagbaga kenkuana. Kalpasanna, pinaibagana ken ni Joas nga ari ti Israel nga anak ni Joacaz ken apoko ni Jehu ti panangkaritna nga aggubatda.
2CH.25.18	Kastoy ti sungbat ni Joas ken ni Amazias: “Iti naminsan, idiay Bantay Libano, pinaibaga ti maysa a siitan a kayo iti maysa a sedro: ‘Ipaasawam ti balasangmo iti anakko.’ Adda atap nga animal a limmabas ket binaddebaddekna ti kayo. 
2CH.25.19	Ita, Amazias, pagpangpangasmo a pinarmekmo dagiti Edomita ngem ibalakadko kenka a dika rumrummuar iti balaymo. Apay nga agsapsapulka iti riri a pakadadaelam laeng ken dagiti tattaom?”
2CH.25.20	Ngem saan a nangipangag ni Amazias. Pagayatan ngamin ti Dios a maparmek ni Amazias gapu iti panagdaydayawna kadagiti dios dagiti Edomita. 
2CH.25.21	Iti kasta, naggubat ni Joas nga ari ti Israel ken ni Amazias nga ari ti Juda. Nagrangetda idiay Betsemes iti Juda; 
2CH.25.22	naparmek ti armada ti Juda ket nagtataray a nagawid dagiti mannakigubat. 
2CH.25.23	Tiniliw ni Joas ni Amazias ket impanna idiay Jerusalem. Sadiay, rinebbana ti bakud ti siudad manipud Ruangan ti Efraim agingga iti Ruangan ti Suli; agrukod daytoy iti 200 a yarda. 
2CH.25.24	Inyawidna idiay Samaria ti amin a sinamsamna a balitok ken pirak iti Templo, ti alikamen ti Templo a ginuardiaan dagiti kaputotan ni Obed Edom ken dagiti gameng ti palasio. Nagyawid pay kadagiti tattao a kas balud.
2CH.25.25	Sangapulo ket lima pay a tawen ti panagbiag ni Amazias nga ari ti Juda kalpasan ti ipapatay ni Joas nga ari ti Israel. 
2CH.25.26	Nailanad iti 
2CH.25.27	Manipud nagsukir ken ni Yahweh, naisiksikaten ti biagna idiay Jerusalem agingga a nagkamang iti siudad ti Lakis ngem sinurot dagiti kabusorna sadiay ket pinapatayda. 
2CH.25.28	Insakayda ti bangkayna iti kabalio sada impan idiay Jerusalem. Naitabon iti pakaitantaneman dagiti ari iti Siudad ni David.
2CH.26.1	Pinili dagiti amin a tattao ti Juda ni Uzzias nga anak ni Amazias a mangsukat iti amana nga ari. Sangapulo ket innem ti tawen ni Uzzias. ( 
2CH.26.2	Kalpasan ti ipapatay ni Amazias, sinakup manen ni Uzzias ti Elat ket tinarimaanna ti siudad.)
2CH.26.3	Agtawen iti 16 ni Uzzias idi maisaad nga ari ket nagturay idiay Jerusalem iti 52 a tawen. Ni Jecolia a taga-Jerusalem ti inana. 
2CH.26.4	Kas iti amana, naimbag ti inar-aramidna iti imatang ni Yahweh. 
2CH.26.5	Ni Zacarias ti mamalbalakad kenkuana maipapan iti relihion. Iti unos ti panagbiag ni Zacarias, napudno ni Uzzias a nagserbi ken ni Yahweh ket binendisionan ti Dios.
2CH.26.6	Ginubat ni Uzzias dagiti Filisteo. Rinebbana dagiti bakud dagiti siudad ti Gat, Jamnia ken Asdod; nangbangon kadagiti nasarikedkedan a siudad iti asideg ti Asdod ken kadagiti dadduma a lugar idiay Filistia. 
2CH.26.7	Tinulongan ti Dios iti panangparmekna kadagiti Filisteo, kadagiti Arabo nga agnanaed iti Gurbaal ken kadagiti Meunita. 
2CH.26.8	Nagbuis dagiti Ammonita ken ni Uzzias. Bimmileg ket nagdindinamag uray pay idiay Egipto.
2CH.26.9	Tapno nalagda dagiti sarikedked ti Jerusalem, nangbangon ni Uzzias kadagiti torre a pagwanawanan iti Ruangan ti Suli, iti Ruangan ti Tanap ken iti pagsikkoan ti bakud. 
2CH.26.10	Nagbangon pay kadagiti nasarikedkedan a pagwanawanan iti tay-ak ket nagkali iti adu a bubon gapu ta dadakkel ti pangen ti bakana iti akinlaud nga arisadsad dagiti turod ken kadagiti tanap. Gapu ta magustoanna ti panagtalon, indagadagna kadagiti tattao ti panagmulada iti ubas ken panagbangkagda iti katurturodan ken iti nadam-eg a daga.
2CH.26.11	Dakkel ti armadana a sisasagana a makigubat. Nabingbingay daytoy iti adu a bunggoy segun ti listaan nga adda kada Jehiel ken Maaseyas a sekretariona. Ni Hananias a maysa kadagiti ofisiales ti ari ti mangimaton iti armadana. 
2CH.26.12	Agdagup iti 2,600 dagiti ofisiales iti armada. 
2CH.26.13	Adda 307,500 a soldado iti babaenda a nalaing a makigubat kadagiti kabusor ti ari. 
2CH.26.14	Ni Uzzias ti nangted kadagiti masapsapul ti armada—kalasag, pika, helmet, kabal, bai ken pana, ken kadagiti bato a pagpallatibong. 
2CH.26.15	Sadiay Jerusalem, nagaramid dagiti para-partuatna kadagiti sarapa dagiti para-pana ken dagiti para-pallatibong nga adda kadagiti torre ken sulsuli ti bakud ti siudad. Nagdinamag iti amin a lugar ket kasta unay ti bilegna gapu kadagiti tulong a naited kenkuana.
2CH.26.16	Ngem idi nagbalin a nabileg ni Ari Uzzias, timmangsit ket daytoy ti nakaigapuan ti pannakarpuogna. Binusorna ni Yahweh a Diosna; simrek ngamin iti Templo tapno agpuor iti insenso iti altar ti insenso. 
2CH.26.17	Simmurot ni Azarias a kaduana ti 80 a napipigsa ken natutured a papadi 
2CH.26.18	tapno
2CH.26.19	Sitatakder ni Uzzias iti Templo iti abay ti altar a pagpuoran iti insenso ket siiiggem iti insensario. Nakapungtot kadagiti papadi ket dagus nga adda nagbettak a kukutel
2CH.26.20	Idi kitaen ni Azarias ken dagiti kaduana a papadi ti ari ket naimatangda ti kukutel iti mugingna, dinagdagusda a pinapanaw iti Templo. Nagdardaras a rimmuar ti ari gapu ta dinusa ni Yahweh.
2CH.26.21	Manipud idin agingga iti ipapatay ni Ari Uzzias, saan a nadalus iti imatang ti linteg gapu iti sakitna. Saanen a nakastrek iti Templo. Nagnaed iti bukodna a balay. Naikkat kenkuana dagiti pagrebbenganna a kas ari ket ni Jotam nga anakna ti nangituray iti pagilian.
2CH.26.22	Insurat ni profeta Isaias nga anak ni Amoz dagiti dadduma a banag nga inaramid ni Ari Uzzias bayat ti panagturayna. 
2CH.26.23	Natay
2CH.27.1	Duapulo ket lima ti tawen ni Jotam idi maisaad nga ari ket 16 a tawen a nagturay idiay Jerusalem. Ni Jerusa nga anak ni Zadok ti inana. 
2CH.27.2	Naimbag ti inar-aramidna iti imatang ni Yahweh a kas ken ni amana; ngem saan a kas ken ni amana a nagbasol babaen iti panagpuorna iti insenso
2CH.27.3	Ni Jotam ti nangbangon iti Akin-amianan a Ruangan ti Templo ket adu ti tinarimaanna iti bakud ti siudad iti maysa a disso iti Jerusalem a maaw-awagan iti Ofel. 
2CH.27.4	Kadagiti kabambantayan ti Juda, nagbangon kadagiti siudad ket kadagiti bakir, nagpatakder kadagiti sarikedked ken torre a pagwanawanan. 
2CH.27.5	Nakigubat iti ari ti Ammon ken ti armadana ket pinarmekna ida. Pinilitna dagiti Ammonita nga agbayad kenkuana iti buis iti las-ud ti tallo a tawen: uppat a tonelada a pirak, 50,000 a salup ti trigo ken 50,000 a salup ti sebada. 
2CH.27.6	Nagbalin a nabileg nga ari ni Jotam gapu ta sipupudno a nagtulnog ken ni Yahweh a Diosna. 
2CH.27.7	Nailanad iti 
2CH.27.8	Agtawen iti 25 idi maisaad nga ari ket 16 a tawen a nagturay idiay Jerusalem. 
2CH.27.9	Idi natay, naitabon idiay Siudad ni David. Ni Ahaz nga anakna ti simmukat kenkuana nga ari.
2CH.28.1	Duapulo ti tawen ni Ahaz idi maisaad nga ari ket nagturay iti 16 a tawen idiay Jerusalem. Dina tinulad ti naimbag nga aramid ni Ari David a kapuonanna; nagaramid ketdi iti saan a kaay-ayo ni Yahweh. 
2CH.28.2	Tinuladna dagidi aramid dagiti ari ti Israel. Nagpasukog kadagiti imahen ni didiosen a Baal; 
2CH.28.3	nagpuor iti insenso iti Tanap ti Hinnom; ket pinuoranna pay dagiti annakna a kas daton kadagiti imahen. Tinuladna dagiti makarimon nga ugali dagiti tattao a pinapanaw ni Yahweh iti daga idi dumteng dagiti Israelita. 
2CH.28.4	Nagidatag ni Ahaz kadagiti daton ken nagpuor kadagiti insenso kadagiti pagdaydayawan kadagiti nangato a lugar, kadagiti turod ken iti sirok ti tunggal narukbos a kayo.
2CH.28.5+2CH.28.6	Gapu
2CH.28.7	Maysa a soldado nga Israelita nga agnagan iti Zikri ti nangpatay ken ni Maaseyas nga anak ni Ari Ahaz, ni Azrikam a mangimaton iti palasio, ken ni Elkana a sumaruno iti ari iti turay. 
2CH.28.8	Tiniliw dagiti mannakigubat nga Israelita ti 200,000 a babbai ken ubbing a kailianda ket innalada ida a kas balud. Adu ti sinamsamda a kinabaknang nga inyawidda idiay Samaria.
2CH.28.9	Ngem adda profeta ni Yahweh nga agnaed idiay Samaria; Oded ti naganna. Idi agsubli ti armada ti Israel ket dandanida sumrek iti siudad a kaduada dagiti balud a taga-Juda, sinabat ti profeta ida ket kinunana kadakuada, “Nakapungtot idi ti 
2CH.28.10	Ita, panggepyo a tagabuen dagiti lallaki ken babbai a taga-Jerusalem ken Juda! Diyo kadi ammo a nagbasolkayo met iti 
2CH.28.11	Denggendak. Kakabsatyo dagitoy a balud. Wayawayaanyo ida tapno saan nga agdissuor kadakayo ti pungtot ti 
2CH.28.12	Uppat kadagiti kangrunaan a pangulo ti Akin-amianan a Pagarian ti nangsupring iti inaramid ti armada. Isuda da Azarias nga anak ni Jehohanan, Berekias nga anak ni Mesillemot, Jehizkias nga anak ni Sallum ken Amasa nga anak ni Hadlai. 
2CH.28.13	Kinunada, “Diyo ipan ditoy dagiti balud! Nagbasoltayon iti 
2CH.28.14	Iti kasta, inyawat ti armada dagiti balud ken dagiti sinamsamda kadagiti tattao ken kadagiti panguloda. 
2CH.28.15	Nadutokan dagiti uppat a lallaki a mangted iti kawes dagiti balud; innalada dagiti kawes kadagiti sinamsamda. Inikkanda ida iti kawes ken sapatos, umdas a kanen ken inumenda sada sinapsapoan dagiti sugatda iti lana ti olibo. Impasakayda iti asno dagiti saan a makapagna ket insublida dagiti amin a balud idiay Jerico, ti siudad dagiti palma iti sakup ti Juda. Kalpasanna, nagawid dagiti Israelita idiay Samaria.
2CH.28.16+2CH.28.17	Rinugian manen dagiti Edomita ti panangrautda iti Juda ket adu ti tiniliwda a balud, isu a nagpatulong ni Ari Ahaz iti emperador ti Asiria. 
2CH.28.18	Iti dayta a tiempo, rarauten dagiti Filisteo dagiti ili iti akinlaud nga arisadsad dagiti turod ken iti akin-abagatan a Juda. Sinakupda dagiti siudad ti Betsemes, Aijalon ken Gederot ken dagiti siudad ti Soco, Timna, ken Gimzo agraman dagiti barrioda ket nagnaedda sadiay iti agnanayon. 
2CH.28.19	Gapu ta sinalungasing ni Ari Ahaz dagiti kalintegan dagiti tattaona ket sinukirna ni Yahweh, riniribuk ni Yahweh ti Juda. 
2CH.28.20	Ngarud, idinto a tulongan koma ni Tiglat Pileser ni Ahaz, binusorna ketdi ket inyegna ti riribuk kenkuana. 
2CH.28.21	Innala ni Ahaz ti amin a kinabaknang ti Templo, ti palasio ken dagiti taeng dagiti pangulo dagiti tattaona ket intedna iti emperador ti Asiria. Nupay kasta, saan a nakatulong daytoy.
2CH.28.22	Idi kakaro ti pannakadidigrana, dayta nga Ahaz, inyad-addana ketdi ti nagbasol ken ni Yahweh. 
2CH.28.23	Nagidatag kadagiti daton kadagiti didiosen dagiti taga-Siria a nangparmek kenkuana. Kinunana, “Tinulongan dagiti didiosen dagiti Siriano dagiti ari ti Siria ket nalabit a tulongandak met no agidatonak kadakuada.” Ngem, daytoy ti nakaigapuan ti panagdissuor ti didigra kenkuana ken iti pagarianna. 
2CH.28.24	Saan la a dayta. Binurburakna ti amin nga alikamen ti Templo. Sinerraanna ti Templo ket nagbangon kadagiti altar iti amin a paset ti Jerusalem. 
2CH.28.25	Iti tunggal siudad ken ili ti Juda, nagbangon kadagiti lugar a pagdaydayawan ken pakapuoran iti insenso a maipaay kadagiti ganggannaet a didiosen. Kastoy ti nakaigapuan ti panagpungtot ni Yahweh kenkuana, ti Dios dagidi kapuonanna.
2CH.28.26	Nailanad iti 
2CH.28.27	Natay
2CH.29.1	Duapulo ket lima ti tawen ni Hezekias idi agari iti Juda ket 29 a tawen a nagturay idiay Jerusalem. Ni Abiha nga anak ni Zacarias ti inana. 
2CH.29.2	Kas ken ni David a kapuonanna, nalinteg ti inar-aramidna iti imatang ni Yahweh.
2CH.29.3	Iti umuna a bulan ti tawen kalpasan ti pannakaisaad ni Hezekias a kas ari, linuktanna manen dagiti ruangan ti Templo ket pinatarimaanna ida. 
2CH.29.4	Inummongna dagiti papadi ken dagiti Levita iti akindaya a paraangan ti Templo 
2CH.29.5	ket imbagana kadakuada, “Dakayo a Levita, aramidenyo ti seremonia ti pannakadalus ti bagiyo ken ti Templo ti 
2CH.29.6	Saan a napudno dagidi kapuonantayo iti 
2CH.29.7	Rinikpanda dagiti ruangan ti Templo, iniddepda dagiti pagsilawan ket saanda a nagpuor iti insenso wenno nagidatag kadagiti daton a mapuoran iti Templo ti Dios ti Israel. 
2CH.29.8	Iti pungtot ti 
2CH.29.9	Natay dagidi kapuonantayo iti paggugubatan ket naipanaw a kas balud dagiti assawa ken annaktayo.
2CH.29.10	“Ita, napanunotko ti makitulag iti 
2CH.29.11	Annakko, dikay agtaktak. Dakayo ti pinili ti 
2CH.29.12+2CH.29.13+2CH.29.14	Dagitoy dagiti Levita nga adda sadiay:
2CH.29.12+2CH.29.13+2CH.29.14	Iti familia ni Coat, ni Mahat nga anak ni Amasai ken ni Joel nga anak ni Azarias
2CH.29.12+2CH.29.13+2CH.29.14	Iti familia ni Merari, ni Kis nga anak ni Abdi ken ni Azarias nga anak ni Jehallelel
2CH.29.12+2CH.29.13+2CH.29.14	Iti familia ni Gerson, ni Joa nga anak ni Zimna ken ni Eden nga anak ni Joa
2CH.29.12+2CH.29.13+2CH.29.14	Iti familia ni Elizafan, da Simri ken Jeuel
2CH.29.12+2CH.29.13+2CH.29.14	Iti familia ni Asaf, da Zacarias ken Mattanias
2CH.29.12+2CH.29.13+2CH.29.14	Iti familia ni Heman, da Jehuel ken Simei
2CH.29.12+2CH.29.13+2CH.29.14	Iti familia ni Jedutun, da Semaias ken Uzziel
