MAT.1.1	Ninteh iwejkatatawah n Cristo Jesús, non walewatok itech David iwa noijki walewatok itech Abraham.
ACT.10.9	Ijkuak owalmostlatik kemi tlajko tonati, ijkuak oyayah itech ojtli iwa yoonajsiah Jope, Pedro otlejkok omotiotsajtsilito ikpak kali. 
ACT.10.10	Non ora oxitlatlatoka iwa okinekia tlakuas. Pero ijkuak okichijchiwilijtokah tlan kikuas, okitak se tlawilnextílistli kemi ijkuak se tejtemiki, 
ACT.10.11	iwa okitak n ilwikak omotlapo iwa itla kemi se patlawak manta non oilpitiwalaya ik nawi ipuntajwah, owaltemoaya ixko tlali. 
ACT.10.12	Itech non manta owalayah miakeh yolkameh de nawi inmikxiwah, yolkameh non motilanah ixko tlali iwa totomeh. 
ACT.10.13	Ijkuakó okikak se tlájtoli non okili:
ACT.10.13	—Ximoketsa Pedro, xitlamikti iwa xitlakua.
ACT.10.14	Pedro otlanankili:
ACT.10.14	—Amó, Noteko, porke ayik nikuajtika itla tlan amo chipawak nion itla pitsotik.
ACT.10.15	N tlájtoli oksepa okínotski iwa okili:
ACT.10.15	—Tlan Dios yokichipa, amo xikijto amo chipawak.
ACT.10.16	Ijkó otlamochi eyi welta, iwa san nima n manta oksepa omókopki ilwikak. 
ACT.10.17	Pedro omoka san tlakaktok, omokuatlapowijtoka tlan kijtosneki tlan okimonextili. Ijkuakó okalakikoh kan kaltentli itlakawah n Cornelio non otlajtlantiwalayah kan icha n Simón. 
ACT.10.18	Otlakakalatskeh iwa otlajtlankeh kox ompa okalotitoka se tlakatl non itoka Simón, akin noiwa kinotsah Pedro. 
ACT.10.19	Iwa kemi Pedro ok omokuatlapowijtoka tlan kijtosneki tlan okimonextili, n Espíritu Santo okili:
ACT.10.19	—Xikkaki, eyi tlakah mitstemoah. 
ACT.10.20	Ximoketsa, xitemo iwa xio inwah. Amo xikmoli kox tias noso amó, porke Ne onikintítlanki.
ACT.10.21	Ijkuakó Pedro otemok okinmajsito n tlakah non Cornelio okwalintítlanki, iwa okinmili:
ACT.10.21	—Ye ne akin nomejwah nonkitemoah, ¿tlan nonkimonekiltiah?
ACT.10.22	Yejwah otlanankilijkeh:
ACT.10.22	—Otechaltítlanki n kapita Cornelio. Ye se tlakatl yekmilajka iwa kitlakita Dios, iwa nochteh n judíojteh kitlakitah iwa kitlasojtlah. Se iángel Dios okili mamitsnotsaki iwa xiwia icha, para makikaki nochi tlan tejwatsi tikilis.
ACT.10.23	Ijkuakó Pedro okinkalaki ijtik icha iwa okinkaloti non yúali. Keman owalmostlatik Pedro oyá inwah. Sikimeh tokniwah de Jope noiwa oyajkeh inwah.
ACT.10.24	Ijkuak owalbiktlatik okalakitoh Cesarea kan Cornelio sa okinchixtoka. Noiwa ompa okatka ichantlakawah iwa oksikimeh tlakah non satlawel íwa omowikaya. 
ACT.10.25	Ijkuak Pedro okalakito, Cornelio okiski okinselito kan kaltentli iwa san nima owalmotlankuáketski iyakapa para kiweyiliskia. 
ACT.10.26	Pero Pedro okiketsalti, iwa okili:
ACT.10.26	—Ximoketsa, porke ne noiwa san ni tlakatl kemi te.
ACT.10.27	Iwa motlapowijtiwih okalakeh sansikah. Ompa ijtik kali Pedro okinmajsito miakeh tlakah. 
ACT.10.28	Ijkuakó Pedro okinmili:
ACT.10.28	—Nomejwah kuali nonkimatokeh itlanawatil Moisés amo techkawilia tejwah akimeh ti judíojteh matimonelokah iwa akimeh amo judíojteh, nion matikalaktinemikah incha. Pero Dios yonechititi amaka manikita kemi yaskia amitla ipati noso amo chipawak inawak Dios. 
ACT.10.29	Yika, san nima ijkuak onechilijkeh maniwiki oniwalewak iwa mach onikijto kox amo niweletis niwits. Axa nikneki nikmatis, tleka onontlatitlankeh manechnotsatih.
ACT.10.30	Ijkuakó Cornelio otlanankili:
ACT.10.30	—Ya kipia nawi tonati, kemi nin ora las tres de tiotlak, ne onimotiotsajtsilijtoka nika nocha, ijkuakó se tlakatl non otsotlania itlakeh, omoketsako noyakapa. 
ACT.10.31	Iwa onechili: “Cornelio, Dios okikak motiotsajtsilis iwa Ye okilnamik kenijki tikimpalewia akimeh amitla kipiah. 
ACT.10.32	Axa kiné, xikintitlani motlakawah kan altepetl de Jope makinotsatih n Simón akin noiwa itoka Pedro. Ye kalotitok icha n ok se Simón non kintekiti kuitlaxteh iwa chantitok itempa n atl.” 
ACT.10.33	Yika totokatijkak onikintítlanki notlakawah mamitstemotih, iwa kuali otikchi otiwala. Axa nika tikateh tinochteh ixpa n Totajtsi Dios, iwa tiknekih tikkakiskeh nochi tlan Toteko omitsnawati techiliki.
ACT.10.34	Ijkuakó Pedro opé tlajtoa iwa okijto:
ACT.10.34	—Axa nikajsikamati, Dios amo kintlasojtla san sikimeh, iwa oksikimeh amó, 
ACT.10.35	yej itech nochi nin tlaltíkpaktli, Dios kinselia akimeh kitlakitah iwa kichiwah tlan kuali. 
ACT.10.36	Totajtsi Dios okwaltítlanki Cristo Jesús makinmatiltiki nochteh n tlakah de Israel n kualitlájtoli non kitemakah yolsewílistli, Jesús Ye n Toteko de tejwah tinochteh. 
ACT.10.37	Nomejwah kuali nonkimatokeh nochi tlan opanok kan chantitokeh n judíojteh. Opejki kan tlali de Galilea, ijkuak Juan Bautista otlamachti iwa otlakuaateki. 
ACT.10.38	Nomejwah nonkimatokeh kenijki Dios okimák weletílistli n Jesús de Nazaret ika n Espíritu Santo, iwa kenijki Ye okitechiwilijtinemia tlan kuali iwa okimpajtiaya nochteh akimeh otlaijyowijtinemia imak n diablo. Jesús okichi nochi noni porke Dios okipalewiaya. 
ACT.10.39	Iwa tejwah kuali tikmatokeh nochi tlan Jesús okichi ompa kan tlali de Judea iwa itech Jerusalén. Pero satepa okimiktijkeh ipan se krus. 
ACT.10.40	Iwa ipan eyi tonati, Dios okiyoliti iwa okichi matechmonextili tejwah. 
ACT.10.41	Amo okinmonextili nochteh n tlakah, yej sanwel tejwah akimeh Dios achto yotechpejpenka para matiktematiltikah tlan Jesús okichi. Iwa ijkuak Jesús omoyoliti, tejwah otitlakuajkeh iwa otikonikeh íwa. 
ACT.10.42	Noiwa otechnawati matitetlapowikah iwa matikinmatiltikah n tlakah, Dios okitlali n Jesús kemi teyolsewi innawak non yolitokeh iwa akimeh yomikkeh. 
ACT.10.43	Iwa ya wejkawitl, nochteh n profetas yotlajtoayah de Jesús, okijtoayah nochteh akimeh tlaneltokaskiah itech Itoka n Jesús, Dios kintlapojpolwiskia de intlajtlakolwah.
ACT.10.44	Pedro ok otlajtojtoka ijkuak n Espíritu Santo owala intech nochteh akimeh okikaktokah tlan okimiliaya. 
ACT.10.45	Iwa n judíojteh non okineltokayah Cristo Jesús non owalajkeh iwan Pedro, san omotlajtlachialtijkeh ijkuak okitakeh Dios noiwa okinmák n Espíritu Santo akimeh amo judíojteh. 
ACT.10.46	Porke okinkakiah otlajtoayah iwa okiweyijkachiwayah Dios ika oksikimeh tlájtolteh. 
ACT.10.47	Ijkuakó Pedro okinmili:
ACT.10.47	—Ninteh tlakah noiwa yokiselijkeh n Espíritu Santo kemi tejwah, ¿kox onka se akin amo kitekawilis mamokuaatekikah ninteh tlakah?
ACT.10.48	Iwa san nima Pedro otlanawati makinkuaatekikah itech Itoka n Cristo Jesús. Otlanki yejwah okitlatlautijkeh n Pedro mamokawa kanaj kech tonati inwah.
ACT.11.1	N tlatematiltijkeh iwa n tokniwah non okatkah Judea akimeh okineltokayah n Cristo Jesús okimatkeh noiwa non amo judíojteh yokineltokakeh itlajtol Dios. 
ACT.11.2	Iwa ijkuak Pedro omókopki Jerusalén, okajwakeh sikimeh judíojteh non osirkunsidaritokah iwa yokineltokakeh n Cristo Jesús. 
ACT.11.3	Yejwah okitlajtlanijkeh:
ACT.11.3	—¿Tleka tikalaktinemi incha non amo sirkunsidaritokeh, iwa titlakuajtinemi inwah?
ACT.11.4	Ijkuakó Pedro opé kintlapowia nochi tlan omochi, iwa okinmili:
ACT.11.5	—Ne onikatka kan altepetl non itoka Jope, iwa ijkuak onimotiotsajtsilijtoka, opé kemi yaskia nitejtemiktok, onikitak owaltemok de ilwikak kemi se manta patlawak non oilpitiwalaya itech nawi ipuntajwah iwa omotlaliko noyakapa. 
ACT.11.6	Ijkuak oniontláchixki ijtik non manta, onikinmitak sikimeh yolkameh non okimpiayah nawi inmikxiwah, sikimeh yolkameh tekuanimeh, sikimeh non motilanah ixkotlali iwa miakeh totomeh. 
ACT.11.7	Iwa onikak se tlájtoli non onechili: “Ximoketsa Pedro, xitlamikti iwa xitlakua.” 
ACT.11.8	Pero Ne onitlanankili: “Amó, Noteko, porke ayik nikuajtika itla tlan amo chipawak nion itla pitsotik.” 
ACT.11.9	Ijkuakó n tlájtoli non onechaltlapowiaya de ilwikak, oksepa onechili: “Tlan Dios yokichipa, amo xikijto amo chipawak.” 
ACT.11.10	Ijkó otlamochi eyi welta, iwa otlanki san ken kajki oksepa otlejkok ilwikak. 
ACT.11.11	Ijkuakó eyi tlakah okalakitoh kan onikalotitoka. Yejwah okwalintitlankeh desde Cesarea para manechtemokih. 
ACT.11.12	Iwa n Espíritu Santo onechnawati manio inwah, iwa amo manikmoli kox nias noso amó. Noiwa nowa oyajkeh ninteh chikwase n tokniwah non nika kateh. Tinochteh otikalakeh ichan se tlakatl, 
ACT.11.13	non otechtlapowi kenijki ompa icha okitak omoketoka se ángel, iwa okili: “Xikintitlani sikimeh tlakah kan altepetl de Jope makinotsatih n Simón, akin noiwa kinotsah Pedro, 
ACT.11.14	ye mitsilis kenomi nomechtlapojpolwiskeh de nomotlajtlakolwah, te iwa nochi mochantlakawah.” 
ACT.11.15	Iwa ijkuak opé nikintlapowia, n Espíritu Santo owala intech, ijkó kemi achto owala totech. 
ACT.11.16	Ijkuakó onikilnamik tlan okijto n Toteko: “Milák, Juan otlakuaateki ika atl, pero nomejwah nonmokuaatekiskeh ika n Espíritu Santo.” 
ACT.11.17	Iwa tla Totajtsi Dios noiwa yejwah okinmák tlan tejwah otechtliokoli ijkuak otikneltokakeh n Toteko Cristo Jesús, ¿akin ne para nikilis Dios amo ijkó makichiwa?
ACT.11.18	Ijkuak n tokniwah de Jerusalén okikakeh nochi ni tlan Pedro okinmili, omoyolsewijkeh iwa okiweyijkachijkeh Dios, iwa okijtojkeh:
ACT.11.18	—¡Axa tikajsikamatih Dios noiwa kinkawilia mamolnamikikah non amo judíojteh, iwa makipiakah n semijkak yolílistli!
ACT.11.19	Non tonati ijkuak okimiktijkeh n Esteban, noiwa opé kintotojtokah akimeh noiwa okineltokayah Cristo Jesús, iwa sikimeh ochocholojkeh Fenicia, Chipre iwa Antioquía. Ompa okinmatiltijkeh itlajtol Dios sanwel n judíojteh. 
ACT.11.20	Pero sikimeh non otlaneltokayah itech Cristo Jesús okatkah de Chipre iwa de Cirene. Ijkuak okalakikoh kan altepetl de Antioquía noiwa opé kitematiltiah n kualitlájtoli de Dios n tlakah de Grecia. 
ACT.11.21	Iweletilis n Toteko Dios okatka inwah iwa okimpalewiaya. Miakeh okineltokakeh iwa omoyolpatlayah inawak Toteko Jesús.
ACT.11.22	Ijkuak n tokniwah de Jerusalén non okineltokayah Cristo Jesús okimatkeh tlan opanotoka kan altepetl de Antioquía, okititlankeh n Bernabé mawia ompa. 
ACT.11.23	Ijkuak Bernabé okalakito Antioquía iwa okitak kenijki Dios okintiochijtoka, saikpanoa opakmik. Okinyolchika nochteh, iwa okinmili nochipa makitlakitakah n Toteko ika nochi inyolo. 
ACT.11.24	Bernabé okatka kuali tlakatl, otentoka ika n Espíritu Santo iwa okiyekneltokaya n Toteko. Yika miakeh omoseitiliayah inawak n Toteko.
ACT.11.25	Satepa, Bernabé oyá kan altepetl de Tarso okitemoto n Saulo, iwa ijkuak okajsik, okiwík para Antioquía. 
ACT.11.26	Saulo iwa Bernabé omokajkeh se xiwitl iwan akimeh kineltokah n Cristo Jesús non ompa ochantitokah, iwa miakeh tlakah okinmachtijkeh. Ompa Antioquía opé kintokayotiah cristianos n tokniwah non kineltokah Cristo.
ACT.11.27	Itech nekateh tonatijmeh sikimeh profetas non owalayah de Jerusalén okalakitoh Antioquía. 
ACT.11.28	Iwa seme de yejwah non omonotsaya Ágabo, owalmóketski iwa ika ichikawalis n Espíritu okinmatilti n tokniwah non ompa okatkah walaskia se weyi apisotl itech nochi n tlaltíkpaktli. Iwa milák ijkó otlamochi itech nekateh tonatijmeh ijkuak Claudio okatka weyi tekiwa de Roma. 
ACT.11.29	Ijkuakó n tokniwah de Antioquía akimeh okineltokayah n Cristo Jesús, omotlapowijkeh iwa omokajkeh kimpalewiskeh ika tlan weletis, iwa kintitlaniliskeh n tokniwah non ochantitokah Judea. 
ACT.11.30	Iwa milák okichijkeh. Nochi tlan okoololojkeh, okimakakeh n Bernabé iwa Saulo, iwa yejwah oyajkeh okinmakatoh n tetajmeh non ompa tlayakantokeh.
ACT.12.1	Itech nekateh tonatijmeh, n rey Herodes Agripa Primero opé kintotojtoka sikimeh tokniwah non kineltokah Cristo Jesús. 
ACT.12.2	Otlanawati makimiktikah ika espada n Jacobo, ikni n Juan, 
ACT.12.3	iwa kemi okitak okiwilitakeh n judíojteh, noiwa okitsak n Pedro. Ni otlamochi itech ilwitl de Paskua ijkuak mokua n paj non amo kipia levadura. 
ACT.12.4	Ijkuak Herodes okikitski n Pedro, okitsak telpiloya iwa ompa okintlali nanawi soldadojteh para makimokuitlawijtokah. Herodes okimoliaya kikixtis ixpa n tlakah de non altepetl asta mapano n ilwitl de Paskua. 
ACT.12.5	Ijkó kiné, Pedro otsaktoka telpiloya iwa kuali okimokuitlawijtokah, pero akimeh okineltokayah Cristo Jesús nochipa omotiotsajtsiliayah por ye.
ACT.12.6	Pedro okochtoka iwa oilpitoka ika ome kadenajteh, iwa tlanajnakastla ome soldadojteh. Noiwa oksikimeh soldadojteh okimokuitlawijtokah kaltempa. Non yúali Herodes okimoli kikixtis n Pedro ijkuak tlanesis, iwa kiteixpantis innawak n tlakah de non altepetl. 
ACT.12.7	Ijkuakó ompa kan otsaktoka n Pedro owalmonexti se iángel n Toteko Dios iwa se tláwili okintlawilnextili. N ángel okolini n Pedro kan ikespa, okijxiti iwa okili:
ACT.12.7	—¡Ximejtiwetsi!
ACT.12.7	Ijkuakó n kadenajteh non ika omailpitoka n Pedro, owetskeh. 
ACT.12.8	Iwa n ángel okili:
ACT.12.8	—Ximotlajkoilpi iwa ximokakti.
ACT.12.8	Ijkuak Pedro yomotlajkotelini iwa yomokakti, n ángel oksepa okili:
ACT.12.8	—Xikmokenti mokapa iwa xiwiki nowa.
ACT.12.9	Pedro oyá iwan ángel maya amo okimatia kox milák noso amo milák tlan okichiwaya n ángel. Ye okimoliaya chamo san tejtemiktok. 
ACT.12.10	Pero achto okimpanawijkeh sikimeh soldadojteh non ompa otlamokuitlawijtokah, otlanki okimpanawijkeh oksikimeh soldadojteh. Ijkuak okalakitoh kan sawa de tépostli non okatka itempa n ojtli iselti owalmotlapo, iwa ijkuak yonejnenkeh ok se ojtli sansikah, n ángel okikajte iselti n Pedro. 
ACT.12.11	Ijkuakó Pedro okajsikama tlan opanotoka, iwa okijto:
ACT.12.11	—Axa ya nikajsikamati n Toteko Dios, Ye Akin okwaltítlanki iángel, manechpalewiki imak Herodes iwa de nochi tlan judíojteh okinekiah nechtoktiskeh.
ACT.12.12	Ijkuak kuali yokajsikama milák yokiski de kan otsaktoka, Pedro oyá icha n María, ina n Juan akin noiwa kinotsah Marcos. Ompa okatkah miakeh non omotiotsajtsilijtokah. 
ACT.12.13	Ijkuak Pedro otlakakálatski itech kaltentli non okatka kan patio, se íchpochtli non itoka Rode otlachiato akin otlakakalatoka. 
ACT.12.14	Pero ijkuak okitenkak n Pedro, mach otlatlapo iwa satlawel opaki. Yej omotlelo tlaijtik okimilito, Pedro tlakakalatok itech kaltentli. 
ACT.12.15	Yejwah okilijkeh:
ACT.12.15	—¡San tikuamimiktik!
ACT.12.15	Iwa maya ye okimiliaya milák Pedro okatka itech kaltentli, yejwah okijtoayah:
ACT.12.15	—Mach ye, san iángel.
ACT.12.16	Pedro omoka tlakakalatok, iwa ijkuak otlatlapojkeh iwa okitakeh, san omotlajtlachialtijkeh. 
ACT.12.17	Pero Pedro san okimanotski amo matlajtokah. Iwa otlanki opé kintlapowia kenijki Toteko Dios okikixti de kan otsaktoka. Iwa okinmili:
ACT.12.17	—Nochi tlan onomechili, xikmatiltikah n Jacobo iwa n oksikimeh tokniwah.
ACT.12.17	Ijkuakó okiski iwa oyajki oksika.
ACT.12.18	Ijkuak otláneski, n soldadojteh opé motletleloah iwa mach okimatiah tlan kichiwaskeh porke amo okimatiah kan ik oyá n Pedro. 
ACT.12.19	Herodes Agripa Primero otlanawati makitemotih n Pedro, pero kemi amo okajsikeh, okintlatsintoki n soldadojteh iwa otlanawati makinmiktikah. Satepa Herodes Agripa Primero okiski de Judea iwa ochanchiwato Cesarea.
ACT.12.20	Herodes Agripa Primero okualantoka iwa n tlakah non ochantitokah Tiro iwa Sidón, pero yejwah omotlapowijkeh iwa omoyekkajkeh yaskiah kitatiweh n Herodes para makintlapojpolwi. Yika okimotlatlalwijkeh n Blasto akin okatka tekiwa de n rey, para makintlajtolpalewi inawak Agripa, porke n tlakah de Tiro iwa Sidón okonkuiah tlan kikuaskeh kan ipaís n rey. 
ACT.12.21	Herodes Agripa Primero okitlali se tonati ijkuak motlapowiskia inwah, iwa ijkuak oajsik non tonati, okinmonaki itlakenwah non kinmonakiah n reyes, omoyayanti iwa opé kintlapowia. 
ACT.12.22	Ijkuakó n tlakah opé tsajtsih:
ACT.12.22	—¡Akin tlajtojtok amo san se tlakatl, yej se dios!
ACT.12.23	San nima ompa kan okatka, se iángel Toteko Dios okichi mamokokojtiwetsi n Herodes Agripa Primero, porke amo okiweyijkachi Dios, ookuiloak iwa omikki.
ACT.12.24	Pero itlajtol Dios okachi omoxitiniaya, iwa sentetl omotetlapowiaya.
ACT.12.25	Ijkuak Bernabé iwa Saulo yokitlamijkeh inteki kan altepetl de Jerusalén, owalmokopkeh Antioquía iwa okualikakeh inwah n Juan akin noiwa itoka Marcos.
ACT.13.1	Itech altepetl de Antioquía kan omoololoayah non kineltokah Cristo Jesús, okatkah profetas iwa tlamachtijkeh. Yejwah ninteh: Bernabé, Simón akin okitokayotiayah Tliliwik, Lucio de Cirene, Manaén, non omoskalti iwan Herodes Antipas Primero n tlanawati de Galilea, iwa Saulo. 
ACT.13.2	Se tonati, ijkuak yejwah omotiotsajtsilijtokah iwa omosaujtokah, n Espíritu Santo okijto:
ACT.13.2	—Techxelilikah n Bernabé iwa Saulo para makichiwakah n tekitl non yonikimpejpenili.
ACT.13.3	Satepa, ijkuak yotlankeh omotiotsajtsilijkeh iwa omosaujkeh, okintlalijkeh inmawah impah, iwa okinmakajkeh.
ACT.13.4	Satepa, n Espíritu Santo okintítlanki n Bernabé iwa Saulo, iwa oyajkeh Seleucia, iwa ompa otlejkokeh itech se barko iwa oyajkeh Chipre. 
ACT.13.5	Ijkuak okalakitoh kan altepetl de Salamina non kajki itempa n weyi atl, ompa opé kitematiltiah itlajtol Dios kan insinagogajwah n judíojteh. Juan noiwa oyaya inwah iwa okimpalewiaya. 
ACT.13.6	Onentinenkeh itech nochi n isla iwa okalakitoh kan altepetl de Pafos, ompa okajsitoh se tetlajchiwi israelita non itoka Barjesús akin otlakajkayawaya iwa okijtoaya ye profeta. 
ACT.13.7	Nin tetlajchiwi omowikaya iwan tekiwa Sergio Paulo, akin okatka se tlakatl ixtlamatini. Ye otlanawati makinnotsatih n Bernabé iwa Saulo, porke okinekia kikakis itemachtilis Dios. 
ACT.13.8	Pero Barjesús n tetlajchiwi, akin noiwa itoka Elimas, omokuejso iwan Bernabé iwa Saulo, porke amo okinekia makineltoka itlajtol Dios n tekiwa Sergio Paulo. 
ACT.13.9	Ijkuakó n Saulo, akin noiwa itoka Pablo, kemi okipixtoka n Espíritu Santo, okisentlajtlatak n tetlajchiwi 
ACT.13.10	iwa okili:
ACT.13.10	—¡Tekajkaya, teyolijtlako! ¡Ikone n diablo iwa tetlawelitak de nochi tlan kuali! ¿Asta kemania tikinkawas tikinkajkayajtinemis n tlakah para amo makajsikah n milaktik ojtli de Dios? 
ACT.13.11	Ika noni, n Toteko Dios mitstlaijyowiltis iwa ayakmó weletis titlachias kanaj kech tonati, iwa mach weletis tikitas itlawilnextilis n tonati.
ACT.13.11	San nima n Elimas owalixtlejtlepuyawakeh ixtololowah, iwa sa otlamatemoaya para makimatilanakah ken ayakmó otlachiaya. 
ACT.13.12	Ijkuak n tekiwa okitak tlan opanok, okineltokak Toteko, porke okitlajtlachialti itlamachtilis.
ACT.13.13	Pablo iwa akimeh oyayah inwah otlejkokeh itech barko, okiskeh de Pafos iwa oyajkeh kan altepetl de Perge kan tlali de Panfilia. Pero Juan Marcos okinkakajte iwa omókopki Jerusalén. 
ACT.13.14	Satepa okiskeh de Perge iwa oyajkeh kan altepetl de Antioquía, non kajki itech tlali de Pisidia. Iwa itech sábado ijkuak mosewia n judíos, okalakeh kan sinagoga iwa ompa omotlajtlalijkeh. 
ACT.13.15	Satepa, ijkuak yotlankeh okiamapojkeh itlanawatil Moisés iwa intlajkuilol n profetas, n tlanawatijkeh de non tiopa, okilijkeh se tlakatl non ompa okatka makoninmiliti n Pablo iwa Bernabé ijkí:
ACT.13.15	—Nokniwah, tla nonkipiah itla tlájtoli non ika weletis nonkinyolchikawaskeh akimeh nika kateh, weletis nonkijtoskeh.
ACT.13.16	Ijkuakó Pablo owalmóketski, okinmánotski para san matlakaktokah, iwa okijto:
ACT.13.16	—Xikkakikah tlakah de Israel, iwa nomejwah akimeh nonkitlakitah Dios: 
ACT.13.17	N Dios de Israel okimpéjpenki totatawah. Ye okiweyijkatlali topueblo maya amo intlal ompa kan okatkah ijkuak okatkah kan tlali de Egipto. Iwa satepa ika iweletilis okinkixti de ompa. 
ACT.13.18	Dios okinxikoli nochi tlan yejwah okichiwayah kan amaka chanti kemi ome póali (40) xiwitl, 
ACT.13.19	iwa okimpojpolo n tlakah de chikome nasiones non ochantitokah itech tlalmeh de Canaán, iwa nonteh tlalmeh okinmaxkatili totatawah. 
ACT.13.20	Satepa, kemi nawisiento iwa ome póali iwa májtlaktli (450) xiwitl, Dios okintlali jueses non okinnawatijtokah asta nekateh tonatijmeh ijkuak owala n profeta Samuel. 
ACT.13.21	Ijkuakó yejwah okitlajtlanilijkeh Dios makintlalili se rey para makinnawatijto, iwa Dios okinmák n Saúl akin okinnawatijtoka ome póali (40) xiwitl. Nin Saúl ye ikone n Cis, iwejkaixwi n Benjamín. 
ACT.13.22	Satepa, Dios okipatlak n Saúl, iwa okitlali n David mayeto inrey, iwa Dios okijto: “Yonikajsik David, ikone n Isaí, se tlakatl akin nechpaktia iwa kichiwas nochi tlan Ne nikneki.” 
ACT.13.23	Iwa se ixwi non walewatok de David, Ye n Jesús Akin Dios okitítlanki para makinmakixtiki n tlakah de Israel kemi yowejka okijtojka kititlaniskia. 
ACT.13.24	Ijkuak Jesús ayamó owalaya, n Juan okinmatiltiaya itlajtol Dios n tlakah de Israel, iwa okimiliaya mamoyolpatlakah inawak Dios iwa mamokuaatekikah. 
ACT.13.25	Iwa ijkuak Juan yoyaya mikiti, okijto: “Mach ne akin nomejwah non kimoliah, porke nokuitlapa wits se akin ne amo nimixewia nikaktojtomas.”
ACT.13.26	'Nokniwah, nomejwah akimeh nonwalewatokeh de Abraham, iwa nomejwah akimeh amo non judíojteh pero nonkitlakitah Dios: nomejwah nomechtitlaniliah nin tlájtoli non techmakixtia. 
ACT.13.27	Porke akimeh ochanchiwayah Jerusalén iwa intlayakanwah mach okimatiah kox Jesús, nion okajsikamatiah intlajtol n profetas maya okiamapoaya itech sinagogas nochi sábado. Yika, ijkuak okimiktijkeh n Jesús, innewiah okichijkeh tlan ya wejkawitl okijtojkeh n profetas. 
ACT.13.28	Iwa maya amo okipiaya itla tlajtlákoli para kimiktiskiah, yejwah okitlajtlanilijkeh n Pilato matlanawati makimiktikah. 
ACT.13.29	Satepa ijkuak okitoktijkeh n Jesús nochi tlan oijkuilitokah. Okitemowijkeh de kan krus iwa okitookakeh ijtik se miketékochtli. 
