MAT.1.1	Chitabu cha lukolo lwa Yesu Kiristu, mtsukulu wa Daudi, iyakalile mtsukulu wa Abrahamu. 
ACT.13.40	Mwalangitse lelo ileke kuwalawila imbuli yawalongile manabii we Imulungu, 
ACT.13.41	‘Mtegheletse mwemwe imbetsa, mkangawale mwaghe.
ACT.13.41	Kwaapfila nene nitsotenda ichinu mne ghamatsuwa ghenu,
ACT.13.41	ichinu yang'amtsochitoghola ghendo
ACT.13.41	hata imunu ang'awalongela!’ ”
ACT.13.42	Pauli na Balinaba hawang'ali wolawa mne ing'anda ya ukulombela, iwanu wawalomba watse walonge ipfinu pfino mne litsuwa lya Sabato ilikutsa. 
ACT.13.43	Mtingano haghumalile, Wayahudi wengi ne iwanu wengi iwali si Wayahudi bae iwompfuka Imulungu wawawinza. Pauli na Balinaba walomba nawo, wawaghela ghumoyo waghendelele mne uluso we Imulungu.
ACT.13.44	Mne litsuwa lya Sabato liwinzile, iwanu wa ghumji ghose wetingana kuhulikitsa imbuli ye Imulungu. 
ACT.13.45	Lekeni Wayahudi hawonile mtingano aghwo, wona chepfu, wabela aghala ghayang'ali yolonga Pauli, kuya wamligha. 
ACT.13.46	Lekeni Pauli na Balinaba wawedika bila kupfuka, “Tsatubamighwa tanu tuwalongele mwemwe imbuli ye Imulungu, lekeni kwaapfila mwoilema na kwibona ka ng'ambamighwa bae kuwa na ughima wa ghamatsuwa ghose. Lelo twowaghendela iwanu iwali si Wayahudi bae. 
ACT.13.47	Kwaapfila Imtwatsa tsakatulaghitsa apfi, ‘Nikwika uwe ghumwanga kwe iwanu iwali si Wayahudi bae, uwaghalile ukombotsi mbaka utsighilo we isi.’ ”
ACT.13.48	Iwanu iwali si Wayahudi bae hawahulike apfo, wadeng'elela na waitunya imbuli ye Imtwatsa, na wose iwasaghulighwe kwa ughima wa ghamatsuwa ghose watoghola.
ACT.13.49	Imbuli ye Imtwatsa yenela mne isi yose ila. 
ACT.13.50	Lekeni Wayahudi wawasongesa iwapinga iwohulikitsighwa, iwampfukile Imulungu, ne iwakulu we isi ila. Wandusa kuwadununza Pauli na Balinaba, kuya wawawinga mna isi yawo. 
ACT.13.51	Nawo iwatumighwa wawakung'usila timbwisi lya ghamaghulu ghawo, kuya waghenda mne isi ya Ikoniya. 
ACT.13.52	Na iwanang'ina tsawadeng'elela na wamema Ghumuhe Mwenzeluka.
ACT.14.1	Ako Ikoniya Pauli na Balinaba tsawaghenda mne ing'anda ya ukulombela ya Wayahudi ka pfawaghendagha. Na kwaapfila pfawalongile, Wayahudi ne iwanu iwali si Wayahudi wengi wamtoghola Yesu. 
ACT.14.2	Lekeni Wayahudi ing'awotoghola wawasongesa iwanu iwali si Wayahudi bae wawahile iwanu iwamtoghole Yesu. 
ACT.14.3	Pauli na Balinaba waghendelela kukala ako matsuwa mengi, walonga mbuli tse Imtwatsa bila kupfuka, iyalanguse usenga wa uluso wake ka wa kweli kwa kuweng'a uwetso wa kutenda pfihulo ne ipfinu pfa ukukangawatsa. 
ACT.14.4	Iwanu wa isi ila tsaweghola, wangi wawawinza Wayahudi na wangi wawawinza iwatumighwa.
ACT.14.5	Kuya iwanu iwali si Wayahudi na Wayahudi ne iwakulu wawo walamla wawatendele pfihile iwatumighwa awo, na wawatowe ne ghamabwe. 
ACT.14.6	Lekeni iwatumighwa hawahulike imbuli ayo watsumila Lisitira na Deribe, isi ya Likaniya na mne isi itsili habehi, 
ACT.14.7	ako waghendelela kupeta Imbuli Inoghile.
ACT.14.8	Ako Lisitira tsakukala ne imunu yaholole ghamaghulu, tsakakala chimbete kulawa kwelekighwa kwake na ng'aghendile bae. 
ACT.14.9	Imunu ayo kamhulikitsa Pauli hayang'ali yolonga, na Pauli hayamtsodolele tsinenge, kamwona imunu ayo kotoghola ka kodaha kuhonetsighwa, 
ACT.14.10	kakemelela, “Wime wima kwa ghamaghulu ghako!” Bahala imunu ayo kadaluka, kandusa kughenda. 
ACT.14.11	Na mtingano hawonile chatendile Pauli wakemelela kwa Chilukoniya, “Milungu iwa ka wanu, nayo ituhulumkila twetwe.” 
ACT.14.12	Wamwing'a taghwa Balinaba Seyu, na Pauli wamkema Heme kwaapfila yeye tsakakala mlonga mkulu. 
ACT.14.13	Mlapfa inambiko wa Seyu, ing'anda yake ye ukulombela iikalile aho kunze kwe ghumji, kaghala ng'ombe na maluwa mna imibani ya ghumji kwaapfila yeye na mtingano ghula ghwe iwanu tsawabama wawalapfile nambiko iwatumighwa.
ACT.14.14	Lekeni Pauli na Balinaba hawahulike apfi, waghadegha maghwanda ghawo, watsumila mne mtingano ghwe iwanu, wakemelela. 
ACT.14.15	“Amweye, ebali mwotenda apfi? Twetwe pfipfila twa iwanu ka mwemwe. Twowaghalila Imbuli Inoghile ili mpfileke ipfinyagho, na mumuhindukile Imulungu yane ughima, iyalumbile kulanga ne isi ne ibahali ne ipfinu pfose ipfili mumo. 
ACT.14.16	Ghumwande, tsakawaleka iwanu wose watende ka pfawobama. 
ACT.14.17	Lekeni ng'alekile bae kwilangusa kwa kuwatendela ghanoghile, kaweng'a imvula kulawa kulanga na ghamapfuno kwa imisimu, kawagholela ipfijo pfingi na kuwamemesa deng'elelo mne mimoyo yenu.” 
ACT.14.18	Hata ka tsawalonga apfo, ikala pfikomu kuwaghoma waleke kuwatambikila.
ACT.14.19	Lekeni Wayahudi wamwenga iwalawile Antiyokiya ne Ikoniya tsawatsa, wawatenda iwanu wawe chinu chimwe nawo. Wamtowa Pauli ne ghamabwe, wamkwegha mbaka kunze kwe ghumji, tsawapfikitsa kafa. 
ACT.14.20	Lekeni iwanang'ina hawamtsunguluke, Pauli kenuka koya ukaye. Litsuwa liwinzile yeye na Balinaba waghenda Deribe.
ACT.14.21	Tsawapeta Imbuli Inoghile mne isi ayo na iwanu wengi wamtoghola Yesu. Kuya woya Lisitira na Ikoniya na Antiyokiya. 
ACT.14.22	Wawaghuma ghumoyo iwanang'ina, wawalomba wakale mne ukutoghola kula. Wawalongela, “Twobamighwa tubitile mne maghayo mengi ukwingila mne undewa we Imulungu.” 
ACT.14.23	Pauli na Balinaba hawamalitse kuwasaghula iwakulu mna chila kingili lye iwanu iwomtoghola Kiristu, walomba na wafunga ukuja, kuya waweka mna ghamoko ghe Imtwatsa iwamtoghole.
ACT.14.24	Kuya Pauli na Balinaba woka Pamfiliya kubitila Pisidiya. 
ACT.14.25	Hawamalitse kupeta imbuli ako Periga, wahulumka mbaka Ataliya.
ACT.14.26	Kulawa Ataliya, wadina mne mnumbwi, woya Antiyokiya, hanu hala hawawalombele iwanu uluso we Imulungu kwa isang'ano ila yawaitimitse.
ACT.14.27	Hawapfikile hala, tsawetingana na iwanu iwamtoghole Yesu, wawalongela ipfinu pfose pfayatendile Imulungu hamwe nawo, na pfayawapfughulile libani lye ukutoghola iwanu iwali si Wayahudi bae. 
ACT.14.28	Na wakala ako kwa matsuwa mengi, hamwe ne iwanu iwamtoghole Yesu.
ACT.15.1	Tsakukala ne wanu iwalawile Yudeya wapfika Antokiya, na wandusa kuwalangulitsa iwanu iwamtoghole Yesu, wawalongela, “Ka ng'amkwingila ngoma ka pfalaghitse Musa ng'amdaha kukombolighwa.” 
ACT.15.2	Imbuli ino iwatenda Pauli na Balinaba wesonge nawo. Apfo Pauli na Balinaba wasaghulighwa hamwe ne iwanu wangi wa Antiyokiya iwamtoghole Yesu waghende Yerusalemu kuwona iwatumighwa ne iwabala kwaajili ye imbuli ayo.
ACT.15.3	Tsawaghalighwa na Wakiristu, na hawang'ali woghenda wabitila Foinike na Samariya, wawalongela iwanu iwali si Wayahudi bae pfawamtoghole Imulungu. Imbuli ino iwadeng'elesa ng'ani iwanu wose iwamtoghole Yesu. 
ACT.15.4	Hawapfikile Yerusalemu wabokelighwa na iwanu iwamtoghole Yesu ne iwatumighwa ne iwabala, nawo wawalongela ipfinu pfose Imulungu pfayatendile kubitila wawo. 
ACT.15.5	Lekeni iwanu wangi iwamtoghole Yesu kulawa kingili lya Mafarisayo wema, walonga, “Yobamighwa iwanu iwali si Wayahudi bae wengile ngoma na waghakinde malaghitso gha Musa.”
ACT.15.6	Iwatumighwa ne iwabala wetingana ili walangule imbuli ayo. 
ACT.15.7	Hawamalitse mdawalo, Petiri kenuka, kawalongela, “Ndughu tsangu, mwomanya ka ghumwande Imulungu tsakanisaghula kulawa mna mwemwe niwapetele Imbuli Inoghile iwanu iwali si Wayahudi bae, wahulike na kuitoghola. 
ACT.15.8	Imulungu iyomanya imimoyo ye iwanu kalangusa ka kawatoghola kwa kuweng'a Ghumuhe Mwenzeluka, ka pfayatendile kuna twetwe. 
ACT.15.9	Ng'atendile bae ubaghutsi wowose kuna twetwe na kuna wawo, kaideghetesa imimoyo yawo kwa ukutoghola. 
ACT.15.10	Lelo ebali, mwomghetsa Imulungu kwa kuwatwika imtsigho mtito iwamtoghole Yesu, imtsigho yang'atudahile twetwe kuwinula wala iwabala wetu? 
ACT.15.11	Lekeni twotoghola kuwa twokombolighwa kwa uluso we Imtwatsa Yesu, ka wawo pfawotoghola.”
ACT.15.12	Apfo mtingano wose we iwanu tsaghunyamala wawategheletsa Balinaba na Pauli wowalongela pfihulo na pfinu pfa kukangawatsa pfayatendile Imulungu kubitila wawo kwe iwanu iwali si Wayahudi. 
ACT.15.13	Hawamalitse kulonga, Jakobu kalonga, “Ndughu tsangu mnitegheletse. 
ACT.15.14	Simoni tsakatulongela Imulungu pfayawatendele iwanu iwali si Wayahudi aho mwanduso, tsakawasaghula wangi wawo wawe iwanu wake. 
ACT.15.15	Imbuli tse manabii we Imulungu tseghala ghendo ne imbuli ino, ka Ghamaandiko pfagholonga,
ACT.15.16	Imulungu kolonga, ‘Hambele he ipfinu pfino nitsakuya,
ACT.15.16	na nene nitsochitsenga keli chibumbulika cha Daudi ichighwile.
ACT.15.16	Nitsotsenga mahame ghake
ACT.15.16	na kuchimitsa keli.
ACT.15.17	Ili iwanu iwasighale wambame Imtwatsa,
ACT.15.17	ne iwanu iwali si Wayahudi bae wose yaniwakemile wawe wangu.
ACT.15.18	Apfi pfipfo pfayolonga Imtwatsa, iyatendile imbuli ino imanyike kulawa ghumwande.’
ACT.15.19	Yakobu kaghendelela kulonga, “Lelo nene nolamla pfino, tuleke kuwadununza iwanu iwali si Wayahudi bae iwamuhundukile Imulungu, 
ACT.15.20	ila tuwandikile ibaluwa ya kuwalongela waleke ukuja ipfijo ipfihinyighwe kwa kutambikighwa kwe ipfinyagho, waleke utsinzi, waleke ukuja imnyama yabotighwe na waleke ukunwa idamu. 
ACT.15.21	Kwaapfila kulawa ghumwande Malaghitso gha Musa tsaghapetighwa chila kaye mne tsing'anda tse Imulungu chila litsuwa lya Sabato.”
ACT.15.22	Kuya iwatumighwa ne iwabala hamwe ne kingili lye iwanu wose iwomtoghola Kiristu walamla kuwasaghula iwanu mghati mwawo na kuwaghala Antiyokiya hamwe na Pauli na Balinaba. Apfo wawasaghula Yuda iyakemighwe Barisaba, na Sila. Awo tsawakala pfilongotsi we iwanu iwamtoghole Yesu. 
ACT.15.23	Waweng'a ibaluwa ino,
ACT.15.23	“Twetwe iwatumighwa ne iwabala ne iwandughu tsenu twowalamsani mwemwe iwanu iwali si Wayahudi bae imumtoghola Imulungu yamli ako Antiyokiya, Siriya na Kilikiya. 
ACT.15.24	Kwaapfila tuhulika ka iwanu wangi iwalawile kuna twetwe wawahanganya na waitsufa mimoyo yenu kwa chawalongile, lekeni ng'awatumighwe na twetwe bae. 
ACT.15.25	Apfo twitingana hamwe, tulamla kusaghula iwanu na kuwaghala kuna mwemwe hamwe na sale tsetu tsina Balinaba na Pauli, 
ACT.15.26	iwanu iwalapfile ughima wawo kwa taghwa lye Imtwatsa Yesu Kiristu. 
ACT.15.27	Apfo twowatuma Yuda na Sila kuna mwemwe. Awo watsowalongela iwenyegho acho chatumwandikileni. 
ACT.15.28	Ghumuhe Mwenzeluka katulangusa tuleke kuwatwika mtsigho kubita aghano ghambamighwa mghamanye, 
ACT.15.29	mleke ukuja ipfijo ipfitambikighwe kwe ipfinyagho, mleke ukunwa idamu, na mleke ukuja chibudu, na mleke utsinzi. Mtsotenda ghoya mng'aghaleka agho. Mkale tseghamba.”
ACT.15.30	Iwanu awo walawa Yerusalemu wahulumkila Antiyokiya, baho wawakema iwanu wose iwomtoghola Kiristu, waweng'a ibaluwa ila. 
ACT.15.31	Nawo hawamalitse kuisoma, mbuli tsake tsiwaghuma ghumoyo, tsawadeng'elela sideke. 
ACT.15.32	Kuya Yuda na Sila kwaapfila wawo iwenyegho tsawakala manabii we Imulungu, walonga mengi kuwaghuma ghumoyo na kuwaghela ngupfu iwanu iwamtoghole Yesu. 
ACT.15.33	Na hawamalitse kukala ako, iwanu iwamtoghole Yesu wawalekela waghende tseghamba kwa awo iwawatumile. 
ACT.15.34	Lekeni Sila kalamla kusighala.
ACT.15.35	Pauli na Balinaba wakala ako Antiyokiya, ako walangulitsa na kupeta Imbuli ye Imtwatsa hamwe ne iwanu wamwenga wengi.
ACT.15.36	Haghabitile matsuwa mengi, Pauli kamlongela Balinaba, “Leka tuye kuchughu tukawalole wayetu iwamtoghole Yesu mne kaye tsose tsatuwapetele imbuli ye Imtwatsa na kuwona pfawoghendelela.” 
ACT.15.37	Balinaba tsakabama yamsole Yohane iyakemighwe Maliki waghende naye. 
ACT.15.38	Lekeni Pauli ng'abamile bae waghende na Maliki, kwaapfila tsakawaleka akula Pamfiliya na ng'aghendelele ne isang'ano hamwe nawo. 
ACT.15.39	Kuya wesonga ng'ani mbaka weghola. Balinaba kamsola Maliki, wadina mne mnumbwi waghenda Kupulo. 
ACT.15.40	Naye Pauli kamsaghula Sila, ne iwanu iwamtoghole Kiristu wa hanu hala hawamalitse kuwalombela uluso we Imtwatsa, woka. 
ACT.15.41	Tsakabita Siriya na Kilikiya kughaghuma ghumoyo makanisa.
ACT.16.1	Pauli kapfika Deribe, kuya kapfika Lisitira. Baho tsakukala ne imunu yumwe iyomtoghola Yesu, taghwa lyake Timoteo. Mai wake tsakala Myahudi iyamtoghole Imtwatsa, lekeni aba wake tsakakala Mgiriki. 
ACT.16.2	Timoteo tsayang'ali yotogholighwa ne iwanu iwamtoghole Yesu iwakalile Lisitira na Ikoniya. 
ACT.16.3	Pauli tsakabama yelongotse naye, apfo kamwingitsa ngoma kwaajili ya Wayahudi iwakalile isi ila, kwaapfila wose tsawamanya aba wake kakala Mgiriki. 
ACT.16.4	Na hawang'ali wakwanga mne kaye tsila, waweng'a iwanu iwamtoghole Imtwatsa malaghitso ighalamlighwe ne iwatumighwa ne iwabala ako Yerusalemu na kuwalongela waghakinde. 
ACT.16.5	Apfo makanisa ghongetseka mne ukutoghola, ne iwanu iwomtoghola Imtwatsa wang'ali wakongetseka chila litsuwa.
ACT.16.6	Pauli na wayaghe waghenda mne isi ya Firigiya na Galatiya, kwaapfila waghomighwa na Ghumuhe Mwenzeluka waleke kulonga imbuli ila mne isi ye Asiya. 
ACT.16.7	Hawapfikile habehi na Misiya, tsawabama waghende Bisiniya, lekeni Ghumuhe ghwa Yesu kawaghoma. 
ACT.16.8	Apfo wabita Misiya, wahulumkila Tirowa. 
ACT.16.9	Chilo chila Pauli tsakona ghamaono ghe imunu wa Makedoniya kema, komlomba, kalonga, “Loka utse Makedoniya utwapfile!” 
ACT.16.10	Pauli hayamalitse kwona ghamaono, baho twiyandaa tughende Makedoniya, kwaapfila twona ka Imulungu katukema kuwalongela Imbuli Inoghile.
ACT.16.11	Kulawa Tirowa, tudina mnumbwi mbaka Samotirake, litsuwa liwinzile tupfika Napoli. 
ACT.16.12	Kulawa ako tughenda Filipi, kaye ng'ulu mne isi ya Makedoniya, hane undewa wa Chirumi. Tukala ako kwa ghamatsuwa mengi. 
ACT.16.13	Mne litsuwa lya Sabato tsatughenda kune ghumto kunze mwa libani lya ghumji, baho tsatupfikitsa kung'akalile na hanu he ukulombela. Tukala hasi, tulonga ne iwapinga iwatingane hanu hala. 
ACT.16.14	Mna awala iwatutegheletse tsakukala ne ipinga yumwe iyompfuka Imulungu. Tsakakemighwa Lidiya, ipinga ayo kolawila mne ghumji ghwa Tiyatira. Yeye tsaang'ali youtsa maghwanda gha bei ng'ulu. Imulungu tsakapfughula ghumoyo ghwake kubokela aghala ghayalongile Pauli. 
ACT.16.15	Hayamalitse kubatitsighwa yeye ne iwanu wa kaye yake, katulomba tughende ukaye yake, kalonga, “Ka mmbona nene nomtoghola Imtwatsa, mtse mkale ukaye yangu.” Katulomba ghendo tughende.
ACT.16.16	Litsuwa limwe hatung'ali twoghenda hanu he ukulombela tutingana ne imtumwa yumwe mwali iyakalile ne ichinyamkela wa kulaghula. Mwali ayo tsayang'ali yowapatila sendi nyingi ng'ani iwatwatsa wake kwa ukulaghula kwake. 
ACT.16.17	Mwali ayo tsakamkoleletsa Pauli na twetwe, aku kokemelela, “Iwanu wano wa iwatumighwa we Imulungu iyali kuchanya ng'ani. Womlongelani pfamdaha ukukombolighwa!” 
ACT.16.18	Tsakatenda apfo chila litsuwa, mbaka Pauli tsakona maya, kamghalukila ichinyamkela yula kamlongela, “Nokulaghitsa kwa taghwa lya Yesu Kiristu, lawa kuna mwali yuno!” Bahala ichinyamkela kamlawa.
ACT.16.19	Iwatwatsa wake hawamanyile ka lolelo lyawo lya kupata sendi lyuka, wawaghogha Pauli na Sila, wawakwegha mbaka kuna ghulilo hambele he iwakulu we isi. 
ACT.16.20	Wawaghala kwe iwalamutsi, walonga, “Iwanu wano Wayahudi, nawo wotenda hengele muisi mwetu, 
ACT.16.21	kuya wolangulitsa mbuli tse ipfihendo ipfatughomighwe twetwe Waroma kupfibokela au kupfiwinza.” 
ACT.16.22	Iwanu wose welunga kuwatowa Pauli na Sila.
ACT.16.22	Kuya iwalamutsi waghadegha maghwanda gha Pauli na Sila, walaghitsa watowighwe pfiboko. 
ACT.16.23	Hawamalitse kuwatowa ng'ani, waweka mwigheletsa, wamlaghitsa mkalitsi wa chifungo yawalolese ghendo. 
ACT.16.24	Naye hayabokele ghamalaghitso agho, kaweka mne ichiheleto cha mghati, kawoha ghamaghulu ghawo kwa libao.
ACT.16.25	Lekeni chilo chikulu Pauli na Sila tsawang'ali womlomba Imulungu na kumwimbila na ukumtunya, ne iwanu wangi iwohighwe wang'ali wowategheletsa. 
ACT.16.26	Bahala tsaghulawila mdedemo mkulu ghwe iisi mbaka lukwambatsa lwa chifungo luhighisika. Baho imibani ipfughuka na tsimingu tsa chila imunu tsileghela. 
ACT.16.27	Mkalitsi yula wa ligheletsa kalamka, na honile imibani ya ligheletsa ipfughuka, kasola limaghe kabama yekome imwenyegho kwaapfila tsakapfikitsa iwohighwa watsuma. 
ACT.16.28	Lekeni Pauli kakemelela, “Uleke kwilagha umwenyegho! Wose twabaha!”
ACT.16.29	Imkalitsi ayo wa ligheletsa kalomba chitasa chighalighwe, katsumila mng'anda, keghwisa mmaghulu mwa Pauli na Sila aku kodedema. 
ACT.16.30	Kuya kawalapfa kunze kawaghutsa, “Watwatsa wangu, nendetse ili ng'ombolighwe?”
ACT.16.31	Wamwidika, “Umtoghole Imtwatsa Yesu, naghwe kutsokombolighwa hamwe ne kaye yako.” 
ACT.16.32	Wampetela imbuli ye Imtwatsa, yeye ne iwanu wose iwali mkaye mwake. 
ACT.16.33	Ichilo chichila yula imkalitsi wa ligheletsa kawasola, kawopfugha ipfilonda pfawo, kuya yeye ne iwanu wa kaye yake wabatitsighwa. 
ACT.16.34	Kawasola Pauli na Sila kawaghala ukaye yake, kawekila ichijo, naye na iwanu wa kaye yake yose wadeng'elela kwaapfila sambi tsawang'ali womtoghola Imulungu.
ACT.16.35	Lupfilipfili iwalamutsi wawatuma iwakulu we asikali kwe imkalitsi wa ligheletsa walonga, “Walekeni iwanu wala woke.”
ACT.16.36	Ayula imkalitsi wa chifungo kamlongela Pauli. “Iwalamutsi walaghitsa ghweghwe na Sila mlekelighwe. Lelo mwodaha kuka, mghende tseghamba.”
ACT.16.37	Lekeni Pauli kawalongela iwakulu we asikali, “Watutowa hambele he iwanu hata ka ng'atutendile totso, na twetwe twa Waroma, kuya watwika mwigheletsa. Lelo wobama watulapfe chinyelenyele. Bae! Leka watse watulapfe iwenyegho.”
ACT.16.38	Iwakulu we asikali wawalongela iwalamutsi, na hawahulike kuwa Pauli na Sila tsawakala iwanu wa Roma, wapfuka. 
ACT.16.39	Apfo watsa, wawalomba wawasamehe, kuya wawalapfa mne ligheletsa na kuwalomba walawe mne ghumji ghula. 
ACT.16.40	Pauli na Sila hawalawile mchifungo waghenda mne ing'anda ya Lidiya, baho wetingana ne iwanu iwamtoghole Yesu, wawaghela ghumoyo. Kuya woka.
ACT.17.1	Pauli na Sila waghenda mbaka Tesalonike, wabitila Amfipoli na Apoloniya, ako tsakukala ne ing'anda ya ukulombela ya Wayahudi. 
ACT.17.2	Pauli ka pfatsowele, kengila mne ing'anda ye ukulombela ne ukulonga nawo kwa matsuwa gha sabato madatu, kwa Ghamaandiko Mahenzeluka kawalongela na 
ACT.17.3	kuwalangusa ka ibamighwa Kiristu yadununzike na kutsilihuka. Pauli kalonga, “Ayu Yesu yaniwapetela mbuli tsake, iyo Kiristu Mkombotsi.” 
ACT.17.4	Wayahudi wangi watoghola na welunga na Pauli na Sila, pfipfila na Wagiriki iwampfukile Imulungu ne iwapinga wengi pfilongotsi watoghola.
ACT.17.5	Lekeni Wayahudi wona chepfu, wawasola iwanu wehile kulawa mne ghulilo, wandusa kutenda hengele mne kaye yose. Wengila mng'anda mwa Yasoni kuwabama tsina Pauli na Sila ili wawaghale kunze kune iwanu. 
ACT.17.6	Lekeni ng'awawapfikile bae, apfo wamkwegha Yasoni ne iwanu wangi iwamtoghole Yesu mbaka kwe iwakulu wa ghumji, wakemelela, walonga, “Iwanu wano iwaihinyile iisi yose lelo watsa hano, 
ACT.17.7	na Yasoni kawabokela ukaye yake. Wawo wose wolema kutenda malaghitso gha Mkulu wa Roma, wolonga kuna imndewa yungi, taghwa lyake Yesu.”
ACT.17.8	Iwakulu we isi ne iwanu hawahulike apfo tsawaghanzika. 
ACT.17.9	Iwakulu awo wawatotsa faini Yasoni na wayaghe, kuya wawalekelela woke.
ACT.17.10	Chilo hachingile iwanu iwamtoghole Yesu wawaghala Pauli na Sila ako Bereya. Hawapfikile ako, waghenda mne ing'anda ye ukulombela ya Wayahudi. 
ACT.17.11	Iwanu wa Bereya wang'ali wotegheletsa pfinoghile kubita iwanu wa Tesalonike. Kwaapfila waibokela imbuli kwa kusulukila, na chila litsuwa wang'ali woghalola ghoya Ghamaandiko Mahenzeluka, wone ka Pauli ang'ali yolongesa. 
ACT.17.12	Wayahudi wengi watoghola ka pfawatoghole iwapinga wengi wa Chigiriki wane ukulu ne iwamale wengi wa Chigiriki.
ACT.17.13	Wayahudi wa Tesalonike hawamanyile Pauli yang'ali yopeta imbuli ye Imulungu ako Bereya, pfipfila nawo waghenda ako, wandusa kulisongesa kingili lye iwanu. 
ACT.17.14	Bahala iwanu iwamtoghole Yesu wamghala Pauli kumwani. Lekeni Sila na Timoteo wasighala ako Bereya. 
ACT.17.15	Awala iwanu iwamghalile Pauli, waghenda naye mbaka Asene. Kuya wamleka, woya na malaghitso gha tsina Sila na Timoteo ka waleke kukawa kumuwinza Pauli.
ACT.17.16	Pauli hayang'ali yowabeta ako Asene, honile isi ila imema pfinyagho pfingi pfe milungu, kehilwa mmoyo mwake. 
ACT.17.17	Apfo ang'ali yolonga na Wayahudi na Wagiriki iwompfuka Imulungu mne ing'anda ye ukulombela. Pfipfila chila litsuwa yang'ali yolonga ne iwanu iyatingane nawo mne ghulilo. 
ACT.17.18	Iwanu wa Epikuro na Stoiki iwang'ali welangulitsa falisafa wandusa kwisonga naye.
ACT.17.18	Wangi walonga, “Angu mbotsi yuno yolonga choni?” Wangi walonga, “Kakoneka kopeta mbuli tse milungu migheni.” Walonga apfo kwaapfila Pauli yang'ali yopeta imbuli ya Yesu na ukutsilihuka. 
ACT.17.19	Kuya wamsola, wamghala hanu he ukutinganila ha Areopagho, wamlongela, “Utulongele malangulitso ghachi ghano gha sambi ghweghwe ghaulonga? 
ACT.17.20	Kwaapfila kutughalila ipfinu pfihenza, na twetwe twobama tumanye mbuli atso tsina mana yachi.” 
ACT.17.21	Iwanu wa Asene na iwagheni iwang'ali wokala ako tsawang'ali wotumila matsuwa ghawo ghose kulonga na kuhulikitsa mbuli tse sambi.
ACT.17.22	Apfo Pauli kema hambele ha mtingano wa Areopagho, kalonga, “Amweye iwanu wa Asene nene nakona mwemwe mwa iwanu yamuwinza dini ghendo. 
ACT.17.23	Kwaapfila haning'ali nibita na kulola ghoya hanu hamlombela, mbona hanu hakulapfila inambiko handikighwe. Kwe Imulungu ing'ayomanyika. Lelo nene nowapetela mbuli tsake yuyo yamumtambikila bila kummanya.
ACT.17.24	“Imulungu iyalumbile isi na pfinu pfose ipfili mumo, ka Imtwatsa wa kulanga na iisi, ng'okala bae mne ng'anda tse Imulungu itsitsengighwe kwa ghamoko ghe iwanu. 
ACT.17.25	Wala ng'otumikighwa kwa ghamoko ghe iwanu, ka yeye kobama ichinu chochose, kwaapfila yeye imwenyegho koweng'a iwanu wose ughima na muhe na ipfinu pfose. 
ACT.17.26	Kulawa kwe imunu yumwe, katenda ghamataifa ghose ghe iwanu ghakale mne iisi yose. Tsakalamla kulawa ghumwande, tsuwachi na kwani ghamataifa agho ghang'akalile. 
ACT.17.27	Imulungu katenda apfo ili iwanu wambame na wamwone hata kwa kubumbulitsa bumbulitsa, hata apfo Imulungu ng'ali kutali bae ne iwanu wose. 
ACT.17.28	‘Kwaapfila kuna yeye twetwe twokala, twoghenda na kuwa na ughima wetu.’ Ka yumwe wenu imtunga wila pfalongile, ‘Twetwe wose twa mweleko wake’
