MAT.1.1	Kitabu cha lukolo lwa Yesu Kilisito mzukulu wa Daudi, mzukulu wa Abulahamu.
ROM.14.3	Wanhu woja kila kinhu sekewawabeze waja hawajaga kila kinhu. Na waja woja mboga mboga ziiyeka sekewawataguse waja woja kila kinhu, kwavija Mulungu kawatogola. 
ROM.14.4	Vino gweye kwa nani mbaka umtaguse msang'hanaji wa miyago? Mkulu wa msang'hanaji ayo, ayo yonda yasagule kamba kadaha hebu kalemelwa. Na kodaha kwavija Mndewa kodaha kumtenda yahume.
ROM.14.5	Munhu kodaha kugesa hana siku imoja ng'hulu kubanza zose, na munhu iyagwe kodaha kugesa siku zose ziigala. Avo kila munhu yalole kamba viyogesa vinoga. 
ROM.14.6	Munhu yogesa siku imoja ng'hulu kubanza zose kotenda avo mbuli ya Mndewa, na munhu yoja kila kinhu kotenda vivo mbuli ya Mndewa kwavija komgwaa nhogolwa Mulungu. Vivija munhu yoleka kuja lujo luyagwe kotenda vivo mbuli ya Mulungu, nayo vivija komgwaa nhogolwa Mulungu. 
ROM.14.7	Kwavija kuduhu munhu yoyose vitwili yokuwa mgima kwa mbuli yake mwenyego na vivija kuduhu munhu yofa kwa mbuli yake mwenyego. 
ROM.14.8	Avo twahawa wagima twa wagima mbuli ya Mndewa, na twahafa tofa mbuli ya Mndewa. Avo twahafa hebu twahawa wagima twa wanhu zake Mndewa. 
ROM.14.9	Kwavija Kilisito kafa na kazilibuka muladi yawe Mndewa wa wanhu wagima na wafile. 
ROM.14.10	Gweye habali umtagusa miyago? Hebu habali umbeza miyago? Kwavija hana siku tokwima mgameso ga Mulungu tutagusigwe. 
ROM.14.11	Kwavija Maandiko Gang'alile golonga,
ROM.14.11	“Mndewa kolonga, kamba vija vinili mgima,
ROM.14.11	kila munhu konifugamila
ROM.14.11	na kila munhu kolonga, niye na Mulungu.”
ROM.14.12	Kila munhu vitwili, komulongela Mulungu mbuli zake mwenyego.
ROM.14.13	Avo tuleke kuitagusa na seketuwakimile waetu hebu kuwahonza watende nzambi. 
ROM.14.14	Kwavija niilumba na Mndewa Yesu, nojuwa goya vinhu vose vinoga kudigwa, lakini munhu yokona kinhu kiha kudigwa, kinhu acho kiha kumwake heyo. 
ROM.14.15	Wahamgevuza miyago mbuli ya lujo luuja, aho kuduhu unogelwa. Sekeutogole lujo lwako luwe kilamuso cha kumtenda miyago yabanange kutamanila kwake, kwavija Kilisito kafa mbuli yake! 
ROM.14.16	Sekeutogole kija kiugesa kinoga kibezigwe. 
ROM.14.17	Kwavija Undewa wa Mulungu siyo mbuli ya kuja na kung'wa. Lakini mbuli ya kutenda ganogile, tindiwalo na deng'ho, vose vino volawa kwa Loho Yang'alile. 
ROM.14.18	Munhu yomsang'hanila Kilisito kamba avo, komnogeza Mulungu na kotogoligwa na wanhu.
ROM.14.19	Avo tugoge ng'hani kusang'hana mbuli zigala tindiwalo na kuigangamiza. 
ROM.14.20	Sekeuibanange sang'hano ya Mulungu mbuli ya lujo. Vose vidigwa vinoga, lakini havinogile kuja lujo londa lumuhonze miyago yatende nzambi. 
ROM.14.21	Vinoga kuleka kuja nyama hebu kung'wa divai hebu kusang'hana kinhu chochose chonda kimuhonze miyago yatende nzambi. 
ROM.14.22	Gendelela kukigoga kija kiutogola mgameso ga Mulungu wako. Kamweda munhu ija hagesa muumoyo wake kamba kabananga kwa gaja goyogesa ganoga kusang'hana. 
ROM.14.23	Lakini munhu yeli na shaka yahaja kotagusigwa, kwavija koja kuno hamtamanila Mulungu, na mbuli yoyose isang'hanigwa bila kumtamanila Mulungu iha.
ROM.15.1	Tweye tumtamanila Mulungu kwa nguvu tuwataze waetu womtamanila Mulungu kwa kunyolila muladi wadahe kufunga umoyo mna ukunyolila kwao. Seketutende gaja gotunogela tweye twiiyeka. 
ROM.15.2	Kila munhu vitwili yamnogeze miyage kumtenda yamwede, muladi yagangamale kumtamanila Mulungu. 
ROM.15.3	Kwavija Kilisito hasang'hane gamnogele heyo yaiyeka. Lakini kamba Maandiko Gang'alile vigalonga, “Maligo gose gawakuligile gweye, vivija wandiga niye.” 
ROM.15.4	Kila kinhu chandikigwe ako umwaka chandikigwa kutufunza tweye, muladi kwa kubetela na kuigangamiza tumtamanile Mulungu kubitila Maandiko Gang'alile. 
ROM.15.5	Mulungu yeli chanduso cha kufunga umoyo na kugangamala, yawatende muwe kinhu kimoja kwa kukweleleza viyatendile Yesu Kilisito, 
ROM.15.6	muladi mweye mose kwa moyo umoja na sauti imoja mumgwee nhogolwa Mulungu, Tata wa Mndewa wetu Yesu Kilisito.
ROM.15.7	Igonekeni, mugale ukulu kwa Mulungu, kamba Kilisito viyawagoneke mweye. 
ROM.15.8	Kwavija nowalongela, Kilisito kawasang'hanila Wayahudi kuwalagusila Mulungu kotenda kija kiyalongile, kotenda kija kiyailagane na wahenga zao kilawilile, 
ROM.15.9	na kuwatenda wanhu haweli Wayahudi wamgwee nhogolwa Mulungu kwa bazi jake. Kamba Maandiko Gang'alile vigalonga,
ROM.15.9	“Avo, nokugwaa nhogolwa kwa wanhu haweli Wayahudi,
ROM.15.9	nokwimba nyila za kuditogola twaga jako.”
ROM.15.10	Vivija golonga,
ROM.15.10	“Wanhu hamwili Wayahudi deng'heleleni hamoja na wanhu wa Mulungu!”
ROM.15.11	Vivija golonga,
ROM.15.11	“Wanhu wose hamwili Wayahudi, mtogoleni Mndewa,
ROM.15.11	makabila gose ga mwiisi, mtogoleni Mndewa!”
ROM.15.12	Vivija mtula ndagu wa Mulungu Isaya kolonga,
ROM.15.12	“Kolawilila munhu mulukolo lwa Yese,
ROM.15.12	nayo kowatawala wanhu haweli Wayahudi,
ROM.15.12	na wao womtamanila.”
ROM.15.13	Mulungu yotamaniligwa, yawatende mudeng'helele ng'hani na muwe na tindiwalo kwa kumtamanila kwenu, muladi kutamanila kwenu kukule kwa udahi wa Loho Yang'alile.
ROM.15.14	Ndugu zangu, niye nogesa mweye munoga ng'hani, na mna nzewele zose na modaha kuifunza wenyego. 
ROM.15.15	Lakini mna ibaluwa ino sidumbile kwandika mbuli za kuwakumbuseni mbuli ndodo ziiyeka, nhenda avo kwavija Mulungu kangwaa ng'hekewa, 
ROM.15.16	ya kuwa mtumigwa wa Yesu Kilisito kwa kuwasang'hanila wanhu haweli Wayahudi. Nosang'hana kamba mulava nhosa kwa kuwapetela wanhu Mbuli Inogile ilawa kwa Mulungu, muladi wanhu haweli Wayahudi wawe nhosa itogoligwa kwa Mulungu, itendigwe ing'ale kubitila Loho Yang'alile. 
ROM.15.17	Kwa kuilumba na Yesu Kilisito, nodaha kuigodela sang'hano yangu kwa Mulungu. 
ROM.15.18	Silonga mbuli yoyose iyagwe, ila mbuli ija iiyeka iyaitendile Kilisito kubitila niye, kuwalongoza wanhu haweli Wayahudi wamtegeleze Mulungu. Nhenda avo kwa kulonga na kusang'hana, 
ROM.15.19	kwa udahi wa unzonza na vifukuzi, kwa kubitila udahi wa Loho wa Mulungu. Avo muumwanza wangu kulawa Yelusalemu mbaka Iluliko, niwapetela wanhu Mbuli Inogile yose ya Kilisito. 
ROM.15.20	Siku zose nosulukila kuwapetela wanhu Mbuli Inogile kila hanhu hawanadihulika twaga da Kilisito, muladi sekenizenge mna ichandusilo cha munhu iyagwe. 
ROM.15.21	Kamba Maandiko Gang'alile vigalonga,
ROM.15.21	“Wanhu hawanalongeligwa mbuli yake wokona,
ROM.15.21	na waja hawanamuhulika wojuwa.”
ROM.15.22	Lekaavo miyanza mingi ndemelwa kwiza kumwenu. 
ROM.15.23	Lakini sambi ng'homeleza sang'hano yangu mziisi zino, na kwavija ng'hala nibeta kwa miyaka mingi kwiza kumwenu, 
ROM.15.24	sambi notamanila kutenda vivo. Nolonda nize kuwalola muumwanza wangu wa kuchola Sipania, na nolonda mweye munhaze nivike ako, nahamambukiza kudeng'helela kukala na mweye. 
ROM.15.25	Lakini sambi nochola ako Yelusalemu kuwasang'hanila wanhu wa Mulungu. 
ROM.15.26	Kwavija wanhu wamtogole Yesu weli Makedonia na Akaya wanogelwa na walava nhunza wawataze wanhu wa Mulungu weli wakiwa kuko Yelusalemu. 
ROM.15.27	Wao wenyego wadeng'helela kutenda vivo, lakini walondeka kutenda vivo, kwavija wanhu haweli Wayahudi wamweda kiloho kubitila Wayahudi, na wanhu haweli Wayahudi wolondeka wawatende Wayahudi wamwede kubitila vinhu vao. 
ROM.15.28	Nahamambukiza sang'hano ino na kuwagwaa sente ziwasangiligwe, nowatembelela nahawa muumwanza wa kuchola Sipania. 
ROM.15.29	Nojuwa naheza kumwenu, nowagalila mbuli zose zinogile kulawa kwa Kilisito.
ROM.15.30	Avo ndugu zangu, kwa udahi wa Mndewa wetu Yesu Kilisito na kwa unogelwa ugaligwa na Loho Yang'alile, nowapula muilumbe na niye munhaze kumpula Mulungu. 
ROM.15.31	Mpuleni Mulungu yanihonye kulawa mmakono ga wanhu hawamtogole Yesu ako Yudea, na sang'hano yangu ako Yelusalemu itogoligwe na wanhu wa Mulungu weli kuko. 
ROM.15.32	Avo Mulungu yahalonda, nokwiza kumwenu kwa deng'ho, nibwihile hamoja na mweye. 
ROM.15.33	Mulungu yogala tindiwalo yakale na mweye mose. Ona.
ROM.16.1	Nolonda mumjuwe lumbu jetu Foibe, mtazaji wa kibumbila cha wanhu wamtogole Yesu ako Kenkela. 
ROM.16.2	Nowapula mumbokele kwa twaga da Mndewa, kamba viilondeka kwa wanhu wa Mulungu, mumtaze kila kinhu kiyolonda kulawa kumwenu, kwavija kawataza wanhu wengi na vivija kumwangu niye.
ROM.16.3	Walamuseni Pilisila na mkasano wake Akula, wasang'hanaji wayangu kwa kuilumba na Yesu Kilisito. 
ROM.16.4	Wao wauhonza ugima wao mbuli yangu. Nowagwaa nhogolwa ng'hani siyo niye niiyeka, lakini vivija vibumbila va wanhu haweli Wayahudi wamtogole Yesu. 
ROM.16.5	Nowalamusa kibumbila cha wanhu wamtogole Yesu woiting'hana mzikae zao.
ROM.16.5	Mulamuseni mbwigangu Epaineto yasongile kumtogola Kilisito mwiisi ya Asiya. 
ROM.16.6	Mulamuseni Malia yawasang'hanile kwa kuiyoha. 
ROM.16.7	Vivija mulamuseni Anduloniko na Yunia, Wayahudi wayangu wagodekigwe na niye. Wao wajuwika ng'hani na watumigwa na wanongolela kumtogola Kilisito.
ROM.16.8	Mulamuseni Ampiliato mbwigangu inimnogela kwa kuilumba na Mndewa. 
ROM.16.9	Vivija mulamuseni Ulibano, msang'hanaji miyetu mwiisang'hano ya Kilisito, vivija nomulamusa mbwigangu inimnogela Sitaku. 
ROM.16.10	Mulamuseni Apele, ija sang'hano yake kwa Kilisito yoneka kuwa inoga. Ndamusileni wanhu wose weli mng'anda ya Alisitobulo. 
ROM.16.11	Nomulamusa Helodiani, Muyahudi miyangu, na wanhu wamtogole Yesu mng'anda ya Nalikisi.
ROM.16.12	Ndamusileni watwanzi iwomsang'hanila ng'hani Mndewa, Tulufena na Tulufosa na mbwigangu Pelisi, yamsang'hanile ng'hani Mndewa. 
ROM.16.13	Ndamusileni Lufo, yasaguligwe na Mndewa, na mamake yanitendile mwanage siku zose. 
ROM.16.14	Ndamusileni Asunikilito na Fulegoni na Helime na Patuloba na Helima na wanhu wamtogole Yesu weli hamoja nao. 
ROM.16.15	Ndamusileni Filologo na Yulia, na Nelea na lumbu jake, na Olimpa na wanhu wose wa Mulungu weli hamoja nao.
ROM.16.16	Muilamuse kwa nzila ilagusa moinogela. Vibumbila vose va wanhu wamtogole Yesu Kilisito vowalamusa.
ROM.16.17	Ndugu zangu nowapula ng'hani, muiteganye na wanhu wowatenda muigole na kuwatenda muikwale, kwa kugalema mafundizo gamufunzigwe. Kaleni kutali nao! 
ROM.16.18	Kwavija wose wotenda kamba vivo hawamsang'hanila Mndewa wetu Kilisito, lakini wosang'hana mbuli ya zinda zao. Kwa mbuli zao zaumulile na ulonzi wa kutewenza wowavizila wanhu hawaujuwile uvizi awo choni. 
ROM.16.19	Kila munhu kahulika vimumtegeleze Mndewa, avo nowadeng'helela ng'hani, nolonda muwe na nzewele ya kujuwa ganogile, lakini sekemulongigwe kwa kutenda nzambi. 
ROM.16.20	Nayo Mulungu yogala tindiwalo hakawa kumuhonda Mwenembago yeli hasi mmagulu genu.
ROM.16.20	Ng'hekewa ya Mndewa wetu Yesu ikale na mweye.
ROM.16.21	Timoseo msang'hanaji miyangu, kowalamusa, vivija Lukio na Yasoni na Sosipateli na Wayahudi wayangu wowalamusa.
ROM.16.22	Na niye Telitio, nyandike baluwa ino, nowalamusa kwa twaga da Mndewa.
ROM.16.23	Na Gayo, mwenekae wangu na kibumbila cha wanhu wose wamtogole Yesu woiting'hanaga mng'anda yake, kowalamusa. Vivija Elasito mwikaji wa sente za buga dino na miyage Kwalito, wowalamusa. 
ROM.16.24	Ng'hekewa ya Mndewa wetu Yesu Kilisito ikale na mweye mose. Ona.
ROM.16.25	Tumtogole Mulungu, yodaha kuwagangamiza mna Imbuli Inogile iniwapetele mbuli ya Yesu Kilisito, kwa kugubula ukweli ukalile ufisigwe miyaka heleketwaa. 
ROM.16.26	Lakini sambi ukweli awo ugubuligwa kubitila maandiko ga watula ndagu wa Mulungu, na kwa lagizo da Mulungu yeliduhu uhelelo, ulagusigwa kwa wanhu wa isi zose muladi wose watogole na kutegeleza.
ROM.16.27	Mulungu yaiyeka yeli na nzewele, siku zose yagweleligwe ukulu kubitila Yesu Kilisito! Ona.
1CO.1.1	Niye Paulo, nikemigwa niwe mtumigwa wa Yesu Kilisito, kamba viyalondile Mulungu, na vivija ndugu yetu Sositenesi, 
1CO.1.2	towandikila mweye wanhu wa Mulungu muli kudibuga da Kolinto. Mweye mose mukemigwe muwe wanhu wang'alile wa Mulungu, mweye mwa wanhu wa Mulungu kwa kuilumba na Yesu Kilisito, hamoja na wanhu wose weli kila hanhu womgwaa ukulu Mndewa wetu Yesu Kilisito, Mndewa wao na vivija Mndewa wetu.
1CO.1.3	Mulungu Tataetu na Mndewa Yesu Kilisito wawagwee ng'hekewa na tindiwalo.
1CO.1.4	Siku zose niye nomgwaa nhogolwa Mulungu wangu, kwavija kawagwaa mweye ng'hekewa, kubitila Yesu Kilisito. 
1CO.1.5	Kwavija mweye muilumba na Kilisito, mugweleligwa vinhu vose vinogile, mugweleligwa nzewele zose na kujuwa mbuli zose zimulonga. 
1CO.1.6	Usenga mbuli ya Kilisito, Mulungu kautenda wike mizizi mmizoyo yenu, 
1CO.1.7	avo hamuswelile nhunza yoyose ilawa kwa Loho Yang'alile, kipindi vimumbeta kwa kusulukila Mndewa wetu Yesu Kilisito vonda yagubuligwe. 
1CO.1.8	Nayo kowagangamiza mbaka kuuhelelo, muladi sekemoneke mubananga mna Isiku ya Mndewa wetu Yesu Kilisito. 
1CO.1.9	Mulungu yawakemile mweye muilumbe na Mwanage, Yesu Kilisito Mndewa wetu, kotenda gaja gayalongile.
1CO.1.10	Ndugu zangu, nowapula kwa twaga da Mndewa wetu Yesu Kilisito, muitogolele mbuli yoyose yumulonga, muladi sekemuigole mweye kwa mweye. Muilumbe goya na mugese dimoja na mulonde kinhu kimoja. 
1CO.1.11	Ndugu zangu, wanhu wayagwe wa lukolo lwa Kiloe wanongela fulu ipile kuwa mogomba mweye kwa mweye. 
1CO.1.12	Niye nolonga vino, kwavija kila munhu kolonga jake. Ino kolonga, “Nomkweleleza Paulo,” iyagwe kolonga, “Nomkweleleza Apolo,” iyagwe kolonga, “Nomkweleleza Kefa,” na iyagwe kolonga, “Nomkweleleza Kilisito.” 
1CO.1.13	Vino, Kilisito kaigola? Vino, Paulo ayo yawambigwe mumsalaba mbuli ya mweye? Hebu mubatizigwa muwe wanahina wa Paulo?
1CO.1.14	Nomgwaa nhogolwa Mulungu kwavija simbatize munhu yoyose kumwenu, ila niwabatiza Kilisipo na Gayo. 
1CO.1.15	Avo kuduhu munhu yodaha kulonga kabatizigwa kuwa mwanahina wangu. 
1CO.1.16	Ona vija, vivija niwabatiza wanhu wa lubuga lwa Sitefana, lakini sikumbuka kamba nimbatiza munhu yoyose iyagwe. 
1CO.1.17	Kilisito hanitumile niye kubatiza, lakini kanituma niwapetele wanhu Mbuli Inogile, na siyo kwa kutamanila nzewele za wanhu, muladi kuitenda ifa ya Kilisito mumsalaba sekeyage bule.
1CO.1.18	Kwavija usenga mbuli ya ifa ya Kilisito mumsalaba yokoneka mbuli ya kibozi kwa wanhu wopotela, lakini kumwetu tweye tukomboligwa, usenga awo ni nguvu ya Mulungu. 
1CO.1.19	Kwavija Maandiko Gang'alile golonga,
1CO.1.19	“Nozibananga nzewele za wanhu weli na nzewele,
1CO.1.19	na ubala wa wanhu nowasa kutali.”
1CO.1.20	Avo, kakwahi yeli na nzewele? Hebu mfundiza Malagizo ga Musa? Hebu wakulu wa kuibamilila wa kipindi kino? Mulungu kaitenda nzewele ya wanhu wa mwiisi ino ubozi!
1CO.1.21	Kamba viili nzewele ya Mulungu, wanhu wa mwiisi hawadaha kumjuwa heyo kubitila nzewele zao wenyego. Lakini Mulungu kanogelwa kuwakombola waja womtogola kubitila usenga awo utuwapetela na ukoneka kwa wanhu weli na nzewele kamba ubozi. 
1CO.1.22	Wayahudi wolonda kulola kilaguso, Wagiliki wozahila nzewele. 
1CO.1.23	Lakini tweye tompeta Kilisito yawambigwe mumsalaba. Usenga uno wowagevuza Wayahudi na kwa wanhu haweli Wayahudi wokoneka ubozi. 
1CO.1.24	Lakini kwa waja wakemigwe na Mulungu, Wayahudi hamoja na haweli Wayahudi, Kilisito ayo nguvu ya Mulungu na nzewele za Mulungu. 
1CO.1.25	Kwavija kija kikoneka ubozi wa Mulungu, kina nzewele kubanza nzewele za wanhu, na kija kikoneka kunyolila kwa Mulungu, kina nguvu kubanza nguvu za wanhu.
1CO.1.26	Ndugu zangu, kumbukeni vimukalile baho umwaka Mulungu viyawakemile, wanhu bwando kumwenu wakala waduhu hata nzewele za wanhu wa mwiisi ino, wanhu bwando wakala waduhu nguvu hebu weli na ukulu. 
1CO.1.27	Lakini Mulungu katenda giladi, kasagula vinhu vija vikoneka na wanhu wa mwiisi va kibozi muladi kuwatenda wanhu weli na nzewele wagwe kinyala, na kasagula vinhu vija vikoneka na wanhu wa mwiisi vonyolila muladi kuwatenda wanhu weli na nguvu wagwe kinyala. 
1CO.1.28	Mulungu kasagula vinhu vija vikoneka na wanhu wa mwiisi si vinhu goya na wovibeza na hawavigesa bule muladi yavinange vija vigesigwa na wanhu wa mwiisi kuwa vinoga ng'hani. 
1CO.1.29	Avo kuduhu munhu yodaha kuigodela kinhu chochose mgameso ga Mulungu. 
1CO.1.30	Lakini Mulungu kawatenda muilumbe na Yesu Kilisito, kamtenda Kilisito yawe nzewele yetu. Kubitila heyo totendigwa tunoga mgameso ga Mulungu, na twa wanhu wa Mulungu na tokomboligwa. 
1CO.1.31	Avo Maandiko Gang'alile golonga, “Munhu yoyose yolonda kuigoda, yaigodele kija kiyasang'hane Mndewa.”
1CO.2.1	Ndugu zangu, niye vinizile kumwenu sizile kuwapetela usenga wa Mulungu, ufisigwe kwa ulonzi mdala hebu kwa ubala wa wanhu. 
1CO.2.2	Kwavija vinikalile na mweye, silondile kugesa kinhu chochose lakini Yesu Kilisito na ifa yake mumsalaba. 
1CO.2.3	Avo vinizile kumwenu, ng'hala bule nguvu na nikala nodumba na kugwaya. 
1CO.2.4	Mafundizo gangu na usenga wangu havilavigwe kwa mbuli zamulile kulawa kuna zinzewele za munhu, lakini kwa nguvu ya Loho wa Mulungu. 
1CO.2.5	Nitenda vivo, muladi kutamanila kumwenu sekekukale mna zinzewele za wanhu ila mna inguvu ya Mulungu.
1CO.2.6	Avo, nowapetela usenga uli na nzewele kwa wanhu waja tamanilo jao dikangale. Lakini siyo nzewele za mwiisi ino hebu nguvu ya wakulu wa mwiisi ino, awo wonda wabanangigwe. 
1CO.2.7	Nowapetela nzewele ifisigwe ya Mulungu, yaisagule mbuli ya ukulu wetu isi ing'hali hainaumbigwa. 
1CO.2.8	Kuduhu mndewa wa kipindi kino yaijuwile nzewele ino. Maza waijuwile, sambi wamuwambe mumsalaba Mndewa wa ukulu. 
1CO.2.9	Lakini Maandiko golonga,
1CO.2.9	“Mbuli zija hazinakoneka na munhu hebu kuhulikigwa,
1CO.2.9	mbuli hazinagesigwa mmizoyo ya wanhu,
1CO.2.9	mbuli azo Mulungu kawekila wanhu womnogela.”
1CO.2.10	Lakini Mulungu katugubulila mbuli azo kubitila Loho wake. Kwavija Loho Yang'alile kozahila kila kinhu, hata mbuli za Mulungu ziifisile ng'hani. 
1CO.2.11	Kuduhu munhu yojuwa viyogesa munhu iyagwe, ila loho yake munhu ayo. Vivo ili kuduhu yajuwile mbuli za Mulungu ila Loho wa Mulungu yaiyeka. 
1CO.2.12	Hatubokele bule loho wa wanhu wa isi ino, lakini tubokela Loho yatumigwe na Mulungu, muladi tudahe kugajuwa gaja gose tugweleligwe na Mulungu.
1CO.2.13	Avo hatulonga mbuli zifundizigwe na nzewele za wanhu, lakini kwa mbuli zifundizigwe na Loho Yang'alile, vituwafambulila mbuli za loho waja weli na Loho Yang'alile. 
1CO.2.14	Munhu yoyose yeliduhu Loho Yang'alile hadaha kubokela vinhu kulawa kwa Loho wa Mulungu. Wanhu wano hawazijuwa mbuli azo, kumwao zokoneka ubozi, kwavija mbuli azo zodahika kufambuligwa kwa kutazigwa na Loho Yang'alile yaiyeka. 
1CO.2.15	Munhu yoyose yeli na Loho wa Mulungu, kodaha kujuwa kila kinhu kinogile, lakini kuduhu yodaha kumtagusa. 
1CO.2.16	Maandiko golonga,
1CO.2.16	“Nani yajuwile viyogesa Mndewa?
1CO.2.16	Nani yodaha kumgwaa magesa?”
1CO.2.16	Lakini tweye togesa viyogesa Kilisito.
1CO.3.1	Ndugu zangu, kulonga ukweli, sidahile kulonga na mweye kamba vinilonga na wanhu weli na Loho wa Mulungu. Nilonda kulonga na mweye kamba wanhu wa mwiisi ino, kamba wana ving'hele waja tamanilo jao kwa Kilisito hadinakangala. 
1CO.3.2	Nilondeka kuwagwaa maziwa mung'we, lakini si lujo mdala, kwavija hamudahile kukija. Hata sambi hamudaha bule kukija, 
1CO.3.3	kwavija mweye mung'hali mokala kamba viwokala wanhu wa mwiisi ino. Avo moiyonela migongo na kugomba wenyego, vino, ino hailagusa kuwa mweye mung'hali wanhu wa mwiisi ino na mokala kamba viwokala wanhu wa isi ino? 
1CO.3.4	Imoja wenu kolonga, “Niye nomkweleleza Paulo,” na iyagwe kolonga, “Niye nomkweleleza Apolo,” Vino, hamutenda kamba wanhu wa mwiisi viwotenda?
1CO.3.5	Vino, Apolo ayo nani? Na Paulo ayo nani? Tweye twa wasang'hanaji wa Mulungu, tuwatenda mweye mutogole. Kila imoja wetu kotenda sang'hano iyagweleligwe na Mndewa. 
1CO.3.6	Niye nihanda mbeyu, Apolo kagelela mazi, lakini Mulungu heyo yaitendile ikule. 
1CO.3.7	Kwavija yahandile na ija yaigelele mazi waduhu chochose, lakini Mulungu heyo yaitendile ikule. 
1CO.3.8	Munhu yahandile na munhu yaigelele mazi wose wa kinhu kimoja, Mulungu komgweka kila imoja kwa sang'hano yake yaitendile. 
1CO.3.9	Kwavija wose tosang'hana hamoja na Mulungu, mweye muwa kamba mgunda wa Mulungu.
1CO.3.9	Vivija mwa ng'anda ya Mulungu. 
1CO.3.10	Kwa ng'hekewa iyangwelele Mulungu, nhenda sang'hano ya mzengaji yanogile, nika chandusilo chake na munhu iyagwe kozenga uchanha yake. Lakini kila munhu yozenga kolondeka yatiganye viyozenga. 
1CO.3.11	Kuduhu munhu iyagwe iyodaha kwika chandusilo, kwavija Mulungu kamwika Yesu Kilisito yaiyeka yawe chandusilo. 
1CO.3.12	Uchanha mwa chandusilo acho wanhu wozenga kwa zahabu hebu shaba hebu mabwe ganogile ng'hani, na wayagwe wozenga kwa mibiki, majani hebu usoti. 
1CO.3.13	Ukunoga kwa sang'hano ya munhu hokoneka mna isiku ija Kilisito vondayaifisule. Kwavija mna isiku ayo moto wogubula sang'hano ya kila munhu, moto wozigeza sang'hano zao kulagusa kamba zinoga. 
1CO.3.14	Kamba kija kizengigwe uchanha mwa ichandusilo chokala bila kulukula moto, mzengaji kobokela nhunza. 
1CO.3.15	Lakini kamba sang'hano ya munhu yolukula, mzengaji koyagiza, lakini heyo mwenyego kokomboligwa, kamba munhu yahonyeke kulawa kuna umoto.
1CO.3.16	Mweye mujuwa kuwa mwa ng'anda ya Mulungu na Loho wa Mulungu kokala mgati mmwenu! 
1CO.3.17	Avo, munhu yoyose yoibananga ng'anda ya Mulungu, Mulungu nayo kombananga munhu ayo. Kwavija ng'anda ya Mulungu ing'ala, na mweye wenyego mwa ng'anda ya Mulungu.
1CO.3.18	Sekemwiivizile! Munhu yoyose kumwenu yogesa kana nzewele za mwiisi ino, muleke yawe mbozi, muladi yawe na nzewele. 
1CO.3.19	Kwavija nzewele za wanhu wa mwiisi ino ni ubozi mgameso ga Mulungu. Kamba Maandiko Gang'alile vigolonga, “Mulungu kowanamata weli na nzewele muubala wao,” 
1CO.3.20	na vivija Maandiko golonga, “Mndewa kojuwa viwogesa wanhu weli na nzewele siyo chochose.” 
1CO.3.21	Avo, sekemuigodele wanhu, kwavija vinhu vose venu. 
