GEN.1.1	No princípio, Deus criou os céus e a terra.
NEH.6.10	Algum tempo depois, fui visitar Semaías, filho de Delaías e neto de Meetabel, que não podia sair de sua casa. Ele disse: “Vamos nos encontrar no templo de Deus e trancar as portas. Esta noite seus inimigos virão matá-lo”.
NEH.6.11	Eu, porém, respondi: “Alguém de minha posição deve fugir do perigo? Alguém como eu deve entrar no templo para salvar a vida? Não farei isso!”. 
NEH.6.12	Percebi que Deus não tinha falado com Semaías, mas que ele havia sido contratado por Sambalate e Tobias para anunciar essa profecia contra mim. 
NEH.6.13	Eles esperavam me intimidar e me fazer pecar. Assim, poderiam me difamar e me desacreditar.
NEH.6.14	Lembra-te, ó meu Deus, de todo mal feito por Tobias e Sambalate. E lembra-te da profetisa Noadia e de todos os outros profetas que tentaram me intimidar.
NEH.6.15	Por fim, no dia 2 de outubro,
NEH.6.16	Quando nossos inimigos e as nações vizinhas souberam disso, ficaram assustados e sentiram-se humilhados. Perceberam que a obra havia sido realizada com a ajuda de nosso Deus.
NEH.6.17	Durante esses 52 dias, Tobias e os nobres de Judá trocaram várias cartas. 
NEH.6.18	Muitos em Judá haviam jurado lealdade a Tobias, pois seu sogro era Secanias, filho de Ará, e seu filho Joanã era casado com a filha de Mesulão, filho de Berequias. 
NEH.6.19	Eles sempre me falavam das boas ações de Tobias e lhe contavam tudo que eu dizia. E Tobias continuava a mandar cartas de ameaça para me intimidar.
NEH.7.1	Depois que o muro foi terminado e que eu havia colocado as portas em seus lugares, foram nomeados os guardas das portas, os cantores e os levitas. 
NEH.7.2	Entreguei a responsabilidade de governar Jerusalém a meu irmão Hanani e a Hananias, comandante da fortaleza, pois era um homem fiel que temia a Deus mais do que a maioria dos homens. 
NEH.7.3	Eu lhes disse: “Não deixem as portas abertas durante a parte mais quente do dia.
NEH.7.4	Nesse tempo, a cidade era grande e espaçosa, mas a população era pequena e nenhuma das casas havia sido reconstruída. 
NEH.7.5	Então meu Deus me deu a ideia de convocar todos os nobres e as autoridades da cidade e todos os cidadãos comuns para registrá-los. Eu havia encontrado o registro genealógico dos primeiros a regressar a Judá. Nele estava escrito:
NEH.7.6	Esta é uma lista dos judeus da província que regressaram do cativeiro. O rei Nabucodonosor os havia deportado para a Babilônia, mas eles voltaram para Jerusalém e Judá, cada um para sua cidade de origem. 
NEH.7.7	Seus líderes eram Zorobabel, Jesua, Neemias, Seraías,
NEH.7.7	Este é o número de homens de Israel que regressaram do exílio:
NEH.7.8	da família de Parós, 2.172;
NEH.7.9	da família de Sefatias, 372;
NEH.7.10	da família de Ará, 652;
NEH.7.11	da família de Paate-Moabe (descendentes de Jesua e de Joabe), 2.818;
NEH.7.12	da família de Elão, 1.254;
NEH.7.13	da família de Zatu, 845;
NEH.7.14	da família de Zacai, 760;
NEH.7.15	da família de Bani,
NEH.7.16	da família de Bebai, 628;
NEH.7.17	da família de Azgade, 2.322;
NEH.7.18	da família de Adonicam, 667;
NEH.7.19	da família de Bigvai, 2.067;
NEH.7.20	da família de Adim, 655;
NEH.7.21	da família de Ater (descendentes de Ezequias), 98;
NEH.7.22	da família de Hassum, 328;
NEH.7.23	da família de Bezai, 324;
NEH.7.24	da família de Jora,
NEH.7.25	da família de Gibar,
NEH.7.26	do povo de Belém e Netofa, 188;
NEH.7.27	do povo de Anatote, 128;
NEH.7.28	do povo de Bete-Azmavete, 42;
NEH.7.29	do povo de Quiriate-Jearim, Quefira e Beerote, 743;
NEH.7.30	do povo de Ramá e Geba, 621;
NEH.7.31	do povo de Micmás, 122;
NEH.7.32	do povo de Betel e Ai, 123;
NEH.7.33	do povo de Nebo Ocidental,
NEH.7.34	dos cidadãos de Elão Ocidental,
NEH.7.35	os cidadãos de Harim, 320;
NEH.7.36	os cidadãos de Jericó, 345;
NEH.7.37	os cidadãos de Lode, Hadide e Ono, 721;
NEH.7.38	os cidadãos de Senaá, 3.930.
NEH.7.39	Estes são os sacerdotes que regressaram do exílio:
NEH.7.39	da família de Jedaías (da linhagem de Jesua), 973;
NEH.7.40	da família de Imer, 1.052;
NEH.7.41	da família de Pasur, 1.247;
NEH.7.42	da família de Harim, 1.017.
NEH.7.43	Estes são os levitas que regressaram do exílio:
NEH.7.43	das famílias de Jesua e Cadmiel (descendentes de Hodavias),
NEH.7.44	os cantores da família de Asafe, 148;
NEH.7.45	os guardas das portas das famílias de Salum, Ater, Talmom, Acube, Hatita e Sobai, 138.
NEH.7.46	Os descendentes destes servidores do templo regressaram do exílio:
NEH.7.46	Zia, Hasufa, Tabaote,
NEH.7.47	Queros, Sia, Padom,
NEH.7.48	Lebana, Hagaba, Salmai,
NEH.7.49	Hanã, Gidel, Gaar,
NEH.7.50	Reaías, Rezim, Necoda,
NEH.7.51	Gazão, Uzá, Paseia,
NEH.7.52	Besai, Meunim, Nefusim,
NEH.7.53	Baquebuque, Hacufa, Harur,
NEH.7.54	Baslute,
NEH.7.55	Barcos, Sísera, Tamá,
NEH.7.56	Nesias e Hatifa.
NEH.7.57	Os descendentes destes servos do rei Salomão regressaram do exílio:
NEH.7.57	Sotai, Soferete, Peruda,
NEH.7.58	Jaala, Darcom, Gidel,
NEH.7.59	Sefatias, Hatil, Poquerete-Hazebaim e Ami.
NEH.7.60	Ao todo, os servidores do templo e os descendentes dos servos de Salomão eram 392.
NEH.7.61	Nessa ocasião, outro grupo regressou das cidades de Tel-Melá, Tel-Harsa, Querube, Adã
NEH.7.62	Estavam nesse grupo as famílias de Delaías, Tobias e Necoda, 642 pessoas ao todo.
NEH.7.63	Também regressaram as famílias de três sacerdotes: Habaías, Hacoz e Barzilai. (Esse Barzilai havia se casado com uma mulher descendente de Barzilai, de Gileade, e assumido o nome da família dela.) 
NEH.7.64	Procuraram seus nomes nos registros genealógicos, mas não os encontraram, por isso não se qualificaram para servir como sacerdotes. 
NEH.7.65	O governador ordenou que não comessem das porções dos sacrifícios separadas para os sacerdotes até que um sacerdote consultasse o S
NEH.7.66	Portanto, os que regressaram para Judá foram 42.360, 
NEH.7.67	além dos 7.337 servos e servas e dos 245 cantores e cantoras. 
NEH.7.68	Levaram consigo 736 cavalos, 245 mulas,
NEH.7.69	435 camelos e 6.720 jumentos.
NEH.7.70	Alguns dos chefes das famílias fizeram donativos para a obra. O governador deu à tesouraria o total de 8,6 quilos de ouro,
NEH.7.71	Os outros líderes deram à tesouraria o total de 172 quilos
NEH.7.72	O restante do povo deu 172 quilos de ouro, 1.200 quilos
NEH.7.73	Assim, os sacerdotes, os levitas, os guardas das portas, os cantores, os servidores do templo e alguns do povo se estabeleceram perto de Jerusalém. O restante do povo regressou às suas cidades em todo o Israel.
NEH.8.1	Em outubro,
NEH.8.2	Assim, no dia 8 de outubro,
NEH.8.3	Ficou de frente para a praça, junto à porta das Águas, desde o amanhecer até o meio-dia, e leu em voz alta para todos que podiam entender. Todo o povo ouviu com atenção a leitura do Livro da Lei.
NEH.8.4	O escriba Esdras estava em pé sobre uma plataforma de madeira feita para a ocasião. À sua direita estavam Matitias, Sema, Anaías, Urias, Hilquias e Maaseias; à sua esquerda, Pedaías, Misael, Malquias, Hasum, Hasbadana, Zacarias e Mesulão. 
NEH.8.5	Esdras estava sobre a plataforma, à vista de todo o povo. Quando o viram abrir o Livro da Lei, todos se levantaram.
NEH.8.6	Esdras louvou o S
NEH.8.7	Em seguida, os levitas Jesua, Bani, Serebias, Jamim, Acube, Sabetai, Hodias, Maaseias, Quelita, Azarias, Jozabade, Hanã e Pelaías instruíram o povo acerca da Lei, e todos permaneceram em seus lugares. 
NEH.8.8	Liam o Livro da Lei de Deus, explicavam com clareza o significado do que era lido e ajudavam o povo a entender cada passagem.
NEH.8.9	Então o governador Neemias, o sacerdote e escriba Esdras e os levitas que instruíam o povo disseram: “Não se lamentem nem chorem num dia como este! Hoje é um dia consagrado ao S
NEH.8.10	E Neemias
NEH.8.11	Os levitas também acalmaram o povo, dizendo: “Aquietem-se! Não fiquem tristes! Hoje é um dia santo!”. 
NEH.8.12	Então o povo saiu para comer e beber numa refeição festiva, para repartir o alimento e celebrar com grande alegria, pois tinham ouvido e entendido as palavras de Deus.
NEH.8.13	No dia 9 de outubro,
NEH.8.14	Enquanto estudavam a Lei, descobriram que o S
NEH.8.15	Ele tinha dito que se devia fazer uma proclamação por todas as suas cidades e em Jerusalém, para que o povo fosse até os montes apanhar ramos de oliveiras cultivadas e oliveiras silvestres,
NEH.8.16	O povo saiu, cortou ramos e os usou para construir cabanas nos terraços das casas, nos seus pátios, nos pátios do templo de Deus, na praça junto à porta das Águas e na praça junto à porta de Efraim. 
NEH.8.17	Então todos que haviam regressado do cativeiro moraram nessas cabanas durante a festa, e todos estavam cheios de grande alegria. Os israelitas não celebravam a festa dessa maneira desde os dias de Josué,
NEH.8.18	Durante os sete dias da festa, Esdras leu o Livro da Lei de Deus a cada dia. Então, no oitavo dia, realizaram uma reunião solene, conforme prescrito.
NEH.9.1	No dia 31 de outubro,
NEH.9.2	Os que eram de descendência israelita se separaram de todos os estrangeiros. Levantaram-se e confessaram seus pecados e as maldades de seus antepassados. 
NEH.9.3	Durante três horas,
NEH.9.4	Os levitas Jesua, Bani, Cadmiel, Sebanias, Buni, Serebias, Bani e Quenani estavam em pé em sua plataforma e clamavam em alta voz ao S
NEH.9.5	Então os levitas Jesua, Cadmiel, Bani, Hasabneias, Serebias, Hodias, Sebanias e Petaías disseram ao povo: “Levantem-se e louvem o S
NEH.9.5	“Louvado seja teu nome glorioso! Exaltado seja acima de toda bênção e todo louvor!
NEH.9.6	“Somente tu és o S
NEH.9.7	“Tu és o S
NEH.9.8	Viste a fidelidade de seu coração e fizeste com ele uma aliança, para dar a ele e à tua descendência a terra dos cananeus, dos hititas, dos amorreus, dos ferezeus, dos jebuseus e dos girgaseus. E cumpriste tua promessa, pois és sempre fiel à tua palavra.
NEH.9.9	“Viste a aflição de nossos antepassados no Egito e ouviste os clamores deles junto ao mar Vermelho.
NEH.9.10	Fizeste sinais e maravilhas contra o faraó, seus oficiais e todo o seu povo, pois sabias como tratavam arrogantemente nossos antepassados. Tens uma fama tremenda, que não foi esquecida. 
NEH.9.11	Dividiste o mar, para que teu povo atravessasse em terra seca, e depois lançaste seus inimigos nas profundezas do mar, e eles afundaram como pedras nas águas impetuosas. 
NEH.9.12	Conduziste nossos antepassados com uma coluna de nuvem durante o dia e uma coluna de fogo durante a noite, para que encontrassem o caminho por onde deviam ir.
NEH.9.13	“Desceste ao monte Sinai e falaste com eles do céu. Deste estatutos justos, leis verdadeiras e decretos e mandamentos bons. 
NEH.9.14	Tu os instruíste a respeito de teu sábado santo. Ordenaste, por meio de teu servo Moisés, que obedecessem a teus mandamentos, decretos e leis.
NEH.9.15	“Providenciaste-lhes pão do céu quando tiveram fome e água da rocha quando tiveram sede. Ordenaste que fossem e tomassem posse da terra que juraste lhes dar.
NEH.9.16	“Nossos antepassados, porém, eram orgulhosos e teimosos e não deram atenção a teus mandamentos. 
NEH.9.17	Não quiseram obedecer e não se lembraram dos milagres que havias realizado em favor deles. Em vez disso, rebelaram-se e nomearam um líder para levá-los de volta à escravidão no Egito.
NEH.9.18	mesmo quando fizeram um ídolo em forma de bezerro e disseram: ‘Este é seu deus que os tirou do Egito!’. Sim, cometeram blasfêmias terríveis!
NEH.9.19	“Mas, em tua grande misericórdia, não os abandonaste para morrer no deserto. A coluna de nuvem continuava a conduzi-los durante o dia, e a coluna de fogo lhes mostrava o caminho durante a noite. 
NEH.9.20	Enviaste teu bom Espírito para instruí-los e não deixaste de lhes dar maná do céu para se alimentarem, nem água para matarem a sede. 
NEH.9.21	Tu os sustentaste no deserto durante quarenta anos, e nada lhes faltou. Suas roupas não se desgastaram, nem seus pés ficaram inchados.
NEH.9.22	“Depois, entregaste reinos e nações a nossos antepassados e distribuíste teu povo por todos os cantos da terra. Eles tomaram posse da terra de Seom, rei de Hesbom, e da terra de Ogue, rei de Basã. 
NEH.9.23	Tornaste seus descendentes tão numerosos como as estrelas do céu e os trouxeste para a terra que havias prometido a seus antepassados.
NEH.9.24	“Eles entraram e tomaram posse da terra. Tu derrotaste nações inteiras diante deles e entregaste nas mãos de teu povo os cananeus que habitavam na terra. Teu povo fez o que quis com essas nações e seus reis. 
NEH.9.25	Nossos antepassados conquistaram cidades fortificadas e terras férteis. Apossaram-se de casas cheias de coisas boas, com cisternas já escavadas e com vinhedos, olivais e muitas árvores frutíferas. Comeram até se fartar, engordaram e desfrutaram de tuas muitas bênçãos.
NEH.9.26	“Apesar de tudo isso, foram desobedientes e se rebelaram contra ti. Deram as costas para tua Lei, mataram os profetas que enviaste para adverti-los a voltarem para ti e cometeram blasfêmias terríveis. 
NEH.9.27	Por isso, tu os entregaste nas mãos de seus inimigos, que os fizeram sofrer. Nos momentos de angústia, porém, clamaram a ti, e tu os ouviste do céu. Em tua grande misericórdia, enviaste libertadores que os livraram de seus inimigos.
NEH.9.28	“Mas, assim que teu povo tinha descanso, voltava a praticar o mal diante de ti. Portanto, permitiste que seus inimigos os dominassem. E, no entanto, quando teu povo voltava para ti e pedia socorro, tu os ouvias novamente. Em tua misericórdia, tu os resgataste muitas vezes.
NEH.9.29	“Tu os advertiste a voltarem para tua Lei, mas eles se tornaram orgulhosos e desobedeceram a teus mandamentos. Não cumpriram teus estatutos, que dão vida a quem lhes obedece. Em rebeldia, deram as costas para ti e, teimosamente, não quiseram ouvir. 
NEH.9.30	Por muitos anos, foste paciente com eles. Enviaste teu Espírito, que os advertiu por meio dos profetas. Ainda assim, eles se recusaram a ouvir. Por isso, mais uma vez, permitiste que os povos da terra os dominassem. 
NEH.9.31	Em tua grande misericórdia, porém, não os destruíste completamente nem os abandonaste para sempre. Que Deus bondoso e compassivo tu és!
NEH.9.32	“Agora, nosso Deus, o grande, poderoso e temível Deus, que guardas tua aliança de amor leal, não permitas que te pareçam insignificantes todas as dificuldades que enfrentamos. Grande aflição veio sobre nós e sobre nossos reis, líderes, sacerdotes, profetas e antepassados, sobre todo o teu povo, desde os dias em que os reis da Assíria triunfaram sobre nós até hoje. 
NEH.9.33	Foste justo todas as vezes que nos castigaste. Agimos perversamente e nos deste apenas o que merecíamos. 
NEH.9.34	Nossos reis, líderes, sacerdotes e antepassados não obedeceram à tua lei nem deram ouvidos às advertências em teus mandamentos e preceitos. 
