GEN.1.2	A terra, porém, era 
1KI.6.21	Salomão cobriu também de ouro puro a casa por dentro e fez passar cadeias de ouro por dentro do oráculo, que cobriu de ouro. 
1KI.6.22	Cobriu inteiramente de ouro a casa toda; também cobriu de ouro 
1KI.6.24	Uma asa do querubim tinha cinco cúbitos, e a outra tinha cinco; desde a extremidade duma asa até a extremidade da outra havia dez cúbitos. 
1KI.6.25	O outro querubim também tinha dez cúbitos; ambos os querubins eram da mesma medida e da mesma forma. 
1KI.6.26	Um querubim tinha dez cúbitos de alto, assim também o outro. 
1KI.6.27	Pôs os querubins dentro da casa interior; 
1KI.6.28	Cobriu de ouro os querubins.
1KI.6.29	Em volta de todas as paredes da casa, tanto na divisão mais interior como na mais exterior, fez de entalhe querubins, palmeiras e flores abertas. 
1KI.6.30	Também cobriu de ouro o soalho da casa, tanto na divisão mais interior como na mais exterior. 
1KI.6.31	Para a entrada do oráculo, fez de pau de oliveira portas; a verga da porta e as ombreiras constituíam a quinta parte da parede. 
1KI.6.32	Assim, fabricou de pau de oliveira duas portas; e nelas fez de entalhe querubins, palmeiras e flores abertas, que cobriu de ouro. Também estendeu o ouro sobre os querubins e sobre as palmeiras. 
1KI.6.33	Assim, para a entrada do templo, fez também de pau de oliveira ombreiras que constituíam a quarta parte da parede; 
1KI.6.34	e, de madeira de cipreste, 
1KI.6.35	Nelas, esculpiu querubins, palmeiras e flores abertas; e cobriu-as de ouro ajustado às figuras entalhadas. 
1KI.6.36	Edificou o átrio interior de três ordens de pedras lavradas e duma ordem de vigas de cedro.
1KI.6.38	No undécimo ano, no mês de bul, que é o oitavo mês, foi acabada a casa em todas as suas partes e tal como devia ser. Levou Salomão sete anos para edificá-la.
1KI.7.2	Edificou a casa do bosque do Líbano, a qual tinha cem cúbitos de comprido, cinquenta de largo e trinta de alto, repousando sobre quatro ordens de colunas de cedro, com vigas de cedro sobre as colunas. 
1KI.7.3	Por cima, a cobertura era de cedro, abrangendo as câmaras laterais em número de quarenta e cinco, quinze em cada ordem, as quais repousavam sobre as colunas. 
1KI.7.4	Havia entradas para a luz em três ordens, e janela correspondia a janela em três fileiras. 
1KI.7.5	Todas as portas e ombreiras eram de vigas em quadro; e janela correspondia a janela em três fileiras. 
1KI.7.6	O pórtico, que tinha cinquenta cúbitos de comprido, e trinta de largo, fê-lo de colunas; e, defronte delas, outro pórtico com colunas e 
1KI.7.7	Fez também o Pórtico do Trono, onde julgasse, a saber, o Pórtico do Juízo, o 
1KI.7.8	A sua casa de morada, em outro átrio por dentro do pórtico, era de obra semelhante. 
1KI.7.9	Todos esses edifícios, por dentro e por fora, eram de pedra de preço, a saber, de pedras cortadas sob medida, serradas à serra desde os fundamentos até o cimo das paredes, e por fora até o grande átrio. 
1KI.7.10	Os fundamentos eram de pedras de preço, pedras grandes, de dez e de oito cúbitos, 
1KI.7.11	e, por cima delas, pedras de preço, cortadas sob medida, e madeira de cedro. 
1KI.7.12	Ao redor do grande átrio, havia três ordens de pedras cortadas e uma ordem de vigas de cedro, tais como o átrio interior da Casa de Jeová 
1KI.7.14	que era filho duma mulher viúva da tribo de Naftali, e dum homem de Tiro, que trabalhava em bronze. Hirão 
1KI.7.15	Pois formou 
1KI.7.16	Fez também dois capitéis de bronze fundido para os pôr sobre o alto das colunas; um capitel tinha cinco cúbitos de altura, e o outro capitel tinha também cinco cúbitos de altura. 
1KI.7.17	Havia redes de malhas e grinaldas de cadeias, para os capitéis que estavam sobre o alto das colunas: sete para um capitel e sete para o outro. 
1KI.7.18	Fez as colunas, e havia duas ordens de romãs ao redor, por cima duma rede para cobrir os capitéis que estavam no alto das colunas; assim também fez para o outro capitel. 
1KI.7.19	Os capitéis que estavam no alto das colunas, no pórtico na parte que figuravam lírios, tinham quatro cúbitos. 
1KI.7.20	Perto da parte globular, próximo à rede, os capitéis que estavam em cima sobre as duas colunas, tinham 
1KI.7.21	Levantou as colunas no pórtico do templo; tendo levantado a coluna direita, pôs-lhe o nome de Jaquim; e, tendo levantado a coluna esquerda, pôs-lhe o nome de Boaz. 
1KI.7.22	O trabalho figurando lírios estava em cima das colunas. Assim se acabou a obra das colunas.
1KI.7.24	Por baixo da sua borda, havia 
1KI.7.25	Firmava-se sobre doze bois, três dos quais olhavam para o norte; três, para o ocidente; três, para o sul; e três, para o oriente. O mar lhes ficava por cima, e todas as partes posteriores dos seus corpos estavam para a banda de dentro. 
1KI.7.26	A grossura do mar era dum palmo; e a sua borda foi feita como a dum copo, como a flor dum lírio. Ele levava dois mil batos.
1KI.7.28	A obra das bases era a seguinte: tinham elas almofadas entre as junturas; 
1KI.7.29	sobre as almofadas que estavam entre as junturas havia leões, bois e querubins; nas junturas da parte de cima havia uma projeção, e debaixo dos leões e dos bois havia festões pendentes. 
1KI.7.30	Cada base tinha quatro rodas de bronze e eixos de bronze; os seus quatro pés tinham uns como ombrinhos fundidos, que, tendo festões ao lado, estavam debaixo do lavatório. 
1KI.7.31	A abertura na parte superior da base que recebia o capitel era dum cúbito; e a abertura no capitel era redonda, como a obra dum pedestal, e dum cúbito e meio, tendo a sua borda entalhes, cujas almofadas eram quadradas, não redondas. 
1KI.7.32	Debaixo das almofadas, estavam as quatro rodas, cujos eixos descansavam na base; cada roda tinha cúbito e meio de altura. 
1KI.7.33	As rodas eram como as dum carro; os seus eixos, as suas pinas, os seus raios e os seus cubos, tudo era fundido. 
1KI.7.34	Aos quatro cantos de cada base, havia quatro ombrinhos que faziam parte das mesmas. 
1KI.7.35	No alto da base, havia um cinto redondo, que tinha meio cúbito de alto, e, sobre o topo da mesma, os seus esteios e as suas almofadas formavam uma só peça com ela. 
1KI.7.36	Nas placas dos seus esteios e nas almofadas, gravou querubins, leões e palmeiras, segundo o espaço que havia em cada uma, com festões ao redor. 
1KI.7.37	Deste modo fez as dez bases; todas tinham a mesma fundição, a mesma medida e a mesma forma.
1KI.7.39	Pôs as dez bases, cinco ao lado direito e cinco ao lado esquerdo da casa; e pôs o mar ao lado direito da casa, da banda oriental, na direção do sul.
1KI.7.40	Fez também Hirão os lavatórios, e as pás, e as bacias. Acabou Hirão de fazer toda a obra que executou para o rei Salomão na Casa de Jeová: 
1KI.7.41	as duas colunas, e os dois globos dos capitéis que estavam sobre o alto das colunas; 
1KI.7.42	as quatrocentas romãs para cobrir as duas redes: duas ordens de romãs para cada rede, para cobrir os dois globos dos capitéis que estavam sobre as colunas; 
1KI.7.43	as dez bases e os dez lavatórios sobre as bases; 
1KI.7.44	o mar com os doze bois por baixo; 
1KI.7.45	os caldeirões, e as pás, e as bacias; todos esses vasos que fez Hirão para o rei Salomão na Casa de Jeová eram de bronze polido. 
1KI.7.46	O rei os fez fundir na planície do Jordão, numa terra argilosa entre 
1KI.7.47	Deixou Salomão de pesar todos os vasos devido ao seu excessivo número; 
1KI.7.48	Fez Salomão todos os vasos que estavam na Casa de Jeová: 
1KI.7.49	os candeeiros, cinco à direita e cinco à esquerda, diante do oráculo, de ouro puro; 
1KI.7.50	as taças, os apagadores, as bacias, as colheres e 
1KI.8.2	Todos os homens de Israel se congregaram junto ao rei Salomão na ocasião 
1KI.8.3	Chegaram todos os anciãos de Israel, e 
1KI.8.4	Fizeram subir a arca de Jeová, e a 
1KI.8.5	O rei Salomão, com toda a congregação de Israel que tinha concorrido a ele, 
1KI.8.6	Puseram os sacerdotes a arca 
1KI.8.7	Pois os querubins estendiam as suas asas sobre o lugar da arca e cobriam de cima a arca e os seus varais. 
1KI.8.8	Os varais sobressaíam tanto, que já do santuário, diante do oráculo, eram vistas as suas pontas; porém de fora não se viam. Ali estão até o dia de hoje. 
1KI.8.9	Na arca não havia senão as duas tábuas de pedra que Moisés nela metera em Horebe, 
1KI.8.10	Tendo os sacerdotes saído do santuário, 
1KI.8.11	de modo tal que os sacerdotes não podiam ter-se em pé para ministrarem por causa da nuvem. Pois a glória de Jeová encheu a Casa de Jeová.
1KI.8.13	Na verdade, edifiquei uma casa para a tua morada, 
1KI.8.14	O rei voltou o rosto e 
1KI.8.15	Salomão disse: 
1KI.8.16	Desde o dia em que tirei do Egito o meu povo de Israel, não escolhi cidade alguma de todas as tribos de Israel para edificar uma casa, a fim de que 
1KI.8.17	Ora, meu pai Davi desejava edificar uma casa ao nome de Jeová, Deus de Israel. 
1KI.8.18	Mas Jeová disse a Davi, meu pai: Já que desejaste edificar uma casa ao meu nome, fizeste bem em o desejar; 
1KI.8.19	todavia, tu não edificarás a casa ao meu nome, porém teu filho, que há de sair de teus lombos, esse edificará a casa a meu nome. 
1KI.8.20	Jeová cumpriu a palavra que falou, pois eu 
1KI.8.21	Ali, constituí um lugar para a arca, 
1KI.8.23	e disse: Jeová, Deus de Israel, 
1KI.8.24	Tu guardaste ao teu servo Davi, meu pai, o que lhe prometeste; pela tua boca o disseste e pela tua mão o cumpriste, assim como hoje se vê. 
1KI.8.25	Agora, Jeová, Deus de Israel, guarda ao teu servo Davi, meu pai, o que lhe prometeste, dizendo: 
1KI.8.26	Agora, Jeová, Deus de Israel, cumpra-se a tua palavra 
1KI.8.27	Porém habitará verdadeiramente Deus sobre a terra? Eis que 
1KI.8.28	Contudo, atende, Jeová, meu Deus, a oração do teu servo e à sua súplica, para ouvires o clamor e a oração que o teu servo faz hoje diante de ti, 
1KI.8.29	a fim de que os teus olhos estejam abertos de noite e de dia sobre esta casa, sobre este lugar, do qual disseste: O meu nome estará ali; para ouvires a oração que o teu servo fará, voltado para este lugar. 
1KI.8.30	Ouve a súplica do teu servo e do teu povo de Israel, 
1KI.8.32	ouve no céu, move-te e julga os teus servos, 
1KI.8.34	então, ouve no céu, perdoa o pecado do teu povo de Israel e torna a levá-los à terra que deste a seus pais.
1KI.8.36	então, ouve no céu e perdoa os pecados dos teus servos, do teu povo de Israel, 
1KI.8.38	toda oração e súplica que qualquer homem ou todo o povo de Israel fizer, conhecendo cada um a chaga do seu coração e estendendo as mãos para esta casa, 
1KI.8.39	ouve no céu, lugar da tua habitação, perdoa, move-te e retribui a cada um conforme os seus caminhos e 
1KI.8.40	para que se temam todos os dias em que viverem na terra que deste a nossos pais.
1KI.8.41	Também, quanto ao estrangeiro, que não é do teu povo de Israel, quando vier dum país longínquo por causa do teu nome 
1KI.8.42	(porque hão de ouvir do teu grande nome, 
1KI.8.43	então, ouve no céu, lugar da tua habitação, e faze tudo o que o estrangeiro te pedir, 
1KI.8.44	Se o teu povo sair à guerra contra os seus inimigos, seja qual for o caminho por que o enviares, 
1KI.8.45	ouve, no céu, a sua oração e a sua súplica e defende a sua causa.
1KI.8.46	Se pecarem contra ti 
1KI.8.47	todavia, 
1KI.8.48	se voltarem a ti de todo o seu coração e de toda a sua alma, na terra dos seus inimigos, que os levaram cativos, e orarem a ti 
1KI.8.49	ouve, no céu, lugar da tua habitação, a sua oração e a sua súplica, defende a sua causa, 
1KI.8.50	perdoa ao teu povo que houver pecado contra ti e bem assim todas as transgressões que tiverem cometido contra ti 
1KI.8.51	(
1KI.8.52	para que os teus olhos estejam abertos à súplica do teu povo de Israel, a fim de os ouvires sempre que a ti clamarem. 
1KI.8.53	Porque tu, ó Senhor Jeová, os separaste dentre todos os povos da terra, para tua herança, 
1KI.8.55	Pôs-se em pé e 
1KI.8.56	Bendito seja Jeová, que deu descanso ao seu povo de Israel, segundo tudo o que prometeu! 
1KI.8.57	Seja conosco Jeová, nosso Deus, assim como foi com nossos pais; 
1KI.8.58	para 
1KI.8.59	Que estas minhas palavras, com que supliquei diante de Jeová, estejam presentes de dia e de noite a Jeová, nosso Deus, para que defenda ele a causa do seu servo e a causa do seu povo de Israel, como cada dia o exigir; 
1KI.8.60	a fim de que todos os povos da terra saibam que 
1KI.8.61	Seja perfeito o vosso coração com Jeová, nosso Deus, para andardes nos seus estatutos e guardardes os seus mandamentos, como hoje o fazeis.
1KI.8.63	Para o sacrifício de ofertas pacíficas, que fez a Jeová, ofereceu Salomão vinte e dois mil bois e cento e vinte mil ovelhas. 
1KI.8.64	No mesmo dia, consagrou o rei o meio do átrio que estava diante da Casa de Jeová, pois ali ofereceu o holocausto, a oferta de cereais e a gordura das ofertas pacíficas, porque 
1KI.8.65	Nesse tempo, 
1KI.8.66	Ao oitavo dia, despediu ele o povo, que abençoou ao rei e se foi para as suas tendas alegre e de coração contente por toda a bondade que Jeová manifestara a Davi, seu servo, e a Israel, seu povo.
1KI.9.2	apareceu-lhe Jeová segunda vez, como lhe tinha aparecido em Gibeão. 
1KI.9.3	Jeová disse-lhe: Ouvi a oração e a súplica que fizeste diante de mim; santifiquei esta casa que edificaste, 
1KI.9.4	Quanto a ti, 
1KI.9.5	estabelecerei o trono do teu reino sobre Israel para sempre, como prometi a teu pai Davi, dizendo: Não te faltará um sucessor sobre o trono de Israel. 
1KI.9.6	Porém, se vos desviardes, vós e vossos filhos, e não me seguirdes, nem guardardes os meus mandamentos e os meus estatutos que vos tenho proposto; mas, se fordes servir a outros deuses e lhes derdes culto, 
1KI.9.7	exterminarei a Israel da terra que lhe dei; 
1KI.9.8	Embora esta casa seja tão alta, todavia, todo o que por ela passar pasmará e assobiará, e dir-se-á: 
1KI.9.9	Ser-lhe-á dito em resposta: 
1KI.9.11	(Ora, Hirão, rei de Tiro, tinha fornecido a Salomão madeiras de cedro e de cipreste e ouro segundo tudo o que este desejava.), então, deu a Hirão vinte cidades na terra da Galileia. 
1KI.9.12	Saiu Hirão de Tiro para ver as cidades que Salomão lhe tinha dado, e não lhe agradaram. 
1KI.9.13	Disse: Que cidades são estas que me deste, irmão meu? E chamou-lhes Terra de 
1KI.9.14	Hirão tinha enviado ao rei cento e vinte talentos de ouro.
1KI.9.15	A razão da leva de trabalhadores forçados que fez o rei Salomão é esta: edificar a Casa de Jeová, e a sua própria casa, e 
1KI.9.16	Faraó, rei do Egito, subiu e tomou a Gezer; queimou-a com fogo, matou os 
1KI.9.17	Salomão edificou Gezer, e Bete-Horom, a baixa, 
1KI.9.18	e Baalate, e Tamar, no deserto do país, 
1KI.9.19	e todas as cidades-armazéns que Salomão tinha, e 
1KI.9.20	Quanto a todo o povo que tinha ficado dos amorreus, dos heteus, dos perizeus, dos heveus e dos jebuseus, que não eram dos filhos de Israel; 
1KI.9.21	dos seus filhos que lhe tinham sucedido na terra, 
1KI.9.22	Porém 
1KI.9.23	Os principais oficiais que estavam sobre a obra de Salomão eram 
1KI.9.24	Subiu, porém, 
1KI.9.25	Oferecia Salomão 
1KI.9.27	Mandou Hirão na frota os seus servos, marinheiros, entendidos em náutica, juntamente com os servos de Salomão. 
1KI.9.28	Chegaram a 
1KI.10.1	Ora, 
1KI.10.2	Chegou a Jerusalém com uma comitiva muito grande, com camelos 
1KI.10.3	E Salomão deu-lhe resposta a todas as suas perguntas; nada houve que fosse oculto ao rei, nem coisa que não lhe explicasse. 
1KI.10.4	Tendo a rainha de Sabá visto toda a sabedoria de Salomão, e a casa que tinha edificado, 
1KI.10.5	e a comida da sua mesa, e os assentos dos seus oficiais, e as funções, e vestidos dos que o serviam, e os seus copeiros, e a 
1KI.10.6	Disse ao rei: Era verdadeira a fama que na minha terra ouvi acerca dos teus atos e da tua sabedoria. 
1KI.10.7	Todavia, eu não dei crédito às palavras, até que vim e vi com os meus próprios olhos. Eis que me não contaram a metade; a tua sabedoria e a tua prosperidade excedem a fama que ouvi. 
1KI.10.8	Felizes os teus homens, felizes estes teus servos, que estão sempre diante de ti e que ouvem a tua sabedoria! 
1KI.10.9	Bendito seja Jeová, teu Deus, que se agradou de ti, para te colocar sobre o trono de Israel! 
1KI.10.10	Deu ela ao rei cento e vinte talentos de ouro, e especiarias em grande quantidade, e pedras preciosas; nunca mais apareceu tamanha abundância de especiarias como a que a rainha de Sabá deu ao rei Salomão.
1KI.10.11	Também 
1KI.10.12	Da madeira de almugue fez o rei balaústres para a Casa de Jeová e para a casa do rei, como também harpas e alaúdes para os cantores; não se trouxe, nem se viu mais semelhante madeira de almugue até o dia de hoje.
1KI.10.13	O rei Salomão deu à rainha de Sabá tudo o que ela desejou e lhe pediu, afora o que lhe deu da sua real munificência. Assim, voltou e foi para sua terra com os seus servos.
1KI.10.14	Ora, 
1KI.10.15	afora o que entrava dos vendedores ambulantes, e do tráfico dos negociantes, e de todos os reis do povo misto, e dos governadores da terra. 
1KI.10.16	Fez o rei Salomão duzentos paveses de ouro batido; seiscentos siclos de ouro foram destinados para cada pavês. 
1KI.10.17	Fez também trezentos escudos de ouro batido; três arráteis de ouro foram destinados para cada escudo. 
1KI.10.18	Fez mais o rei um grande trono de 
1KI.10.19	O trono tinha seis degraus, e o alto do trono era redondo pelo espaldar; de ambos os lados, tinha braços junto ao assento, e dois leões estavam junto aos braços. 
1KI.10.20	Doze leões estavam ali sobre os seis degraus de um e de outro lado; não se fez obra semelhante em nenhum dos reinos. 
1KI.10.21	Todos os vasos de que se servia o rei Salomão para beber eram de ouro, e todos os vasos da casa do bosque do Líbano eram de ouro puro. Nenhum era de prata; a ela não se dava apreço algum nos dias de Salomão. 
1KI.10.22	Pois 
1KI.10.24	Todo o mundo buscava a face de Salomão 
