GEN.1.1	No princípio Deus criou os céus e a terra.
ECC.10.18	Por causa da preguiça, o telhado se enverga;
ECC.10.18	por causa das mãos indolentes, a casa tem goteiras.
ECC.10.19	O banquete é feito para divertir,
ECC.10.19	e o vinho torna a vida alegre,
ECC.10.19	mas isso tudo se paga com dinheiro.
ECC.10.20	Nem em pensamento insulte o rei!
ECC.10.20	Nem mesmo em seu quarto amaldiçoe o rico!
ECC.10.20	Porque uma ave do céu poderá levar as suas palavras,
ECC.10.20	e seres alados poderão divulgar o que você disser.
ECC.11.1	Atire o seu pão sobre as águas
ECC.11.1	e depois de muitos dias você tornará a encontrá-lo.
ECC.11.2	Reparta o que você tem com sete, até mesmo com oito,
ECC.11.2	pois você não sabe que desgraça poderá cair sobre a terra.
ECC.11.3	Quando as nuvens estão cheias de água,
ECC.11.3	derramam chuva sobre a terra.
ECC.11.3	Quer uma árvore caia para o sul quer para o norte,
ECC.11.3	onde cair ficará.
ECC.11.4	Quem fica observando o vento não plantará,
ECC.11.4	e quem fica olhando para as nuvens não colherá.
ECC.11.5	Assim como você não conhece o caminho do vento,
ECC.11.5	nem como o corpo é formado
ECC.11.5	também não pode compreender as obras de Deus,
ECC.11.5	o Criador de todas as coisas.
ECC.11.6	Plante de manhã a sua semente,
ECC.11.6	e mesmo ao entardecer
ECC.11.6	não deixe as suas mãos ficarem à toa,
ECC.11.6	pois você não sabe o que acontecerá,
ECC.11.6	se esta ou aquela produzirá,
ECC.11.6	ou se as duas serão igualmente boas.
ECC.11.7	A luz é agradável,
ECC.11.7	é bom ver o sol.
ECC.11.8	Por mais que um homem viva,
ECC.11.8	deve desfrutar sua vida toda.
ECC.11.8	Lembre-se, porém, dos dias de trevas,
ECC.11.8	pois serão muitos.
ECC.11.8	Tudo o que está para vir não faz sentido.
ECC.11.9	Alegre-se, jovem, na sua mocidade!
ECC.11.9	Seja feliz o seu coração nos dias da sua juventude!
ECC.11.9	Siga por onde seu coração mandar,
ECC.11.9	até onde a sua vista alcançar;
ECC.11.9	mas saiba que por todas essas coisas
ECC.11.9	Deus o trará a julgamento.
ECC.11.10	Afaste do coração a ansiedade
ECC.11.10	e acabe com o sofrimento do seu corpo,
ECC.11.10	pois a juventude e o vigor são passageiros.
ECC.12.1	Lembre-se do seu Criador
ECC.12.1	nos dias da sua juventude,
ECC.12.1	antes que venham os dias difíceis
ECC.12.1	e se aproximem os anos
ECC.12.1	em que você dirá: “Não tenho satisfação neles”;
ECC.12.2	antes que se escureçam o sol e a luz,
ECC.12.2	a lua e as estrelas,
ECC.12.2	e as nuvens voltem depois da chuva;
ECC.12.3	quando os guardas da casa tremerem
ECC.12.3	e os homens fortes caminharem encurvados;
ECC.12.3	quando pararem os moedores por serem poucos,
ECC.12.3	e aqueles que olham pelas janelas enxergarem embaçado;
ECC.12.4	quando as portas da rua forem fechadas
ECC.12.4	e diminuir o som da moagem;
ECC.12.4	quando o barulho das aves o fizer despertar,
ECC.12.4	mas o som de todas as canções parecer fraco para você;
ECC.12.5	quando você tiver medo de altura,
ECC.12.5	e dos perigos das ruas;
ECC.12.5	quando florir a amendoeira,
ECC.12.5	o gafanhoto for um peso
ECC.12.5	e o desejo já não se despertar.
ECC.12.5	Então o homem se vai para o seu lar eterno,
ECC.12.5	e os pranteadores já vagueiam pelas ruas.
ECC.12.6	Sim, lembre-se dele,
ECC.12.6	antes que se rompa o cordão de prata,
ECC.12.6	ou se quebre a taça de ouro;
ECC.12.6	antes que o cântaro se despedace junto à fonte,
ECC.12.6	a roda se quebre junto ao poço,
ECC.12.7	o pó volte à terra, de onde veio,
ECC.12.7	e o espírito volte a Deus, que o deu.
ECC.12.8	“Tudo sem sentido! Sem sentido!”, diz o mestre.
ECC.12.8	“Nada faz sentido! Nada faz sentido!”
ECC.12.9	Além de ser sábio, o mestre também ensinou conhecimento ao povo. Ele escutou, examinou e colecionou muitos provérbios. 
ECC.12.10	Procurou também encontrar as palavras certas, e o que ele escreveu era reto e verdadeiro.
ECC.12.11	As palavras dos sábios são como aguilhões, a coleção dos seus ditos como pregos bem fixados, provenientes do único Pastor. 
ECC.12.12	Cuidado, meu filho; nada acrescente a eles.
ECC.12.12	Não há limite para a produção de livros, e estudar demais deixa exausto o corpo.
ECC.12.13	Agora que já se ouviu tudo,
ECC.12.13	aqui está a conclusão:
ECC.12.13	Tema a Deus e obedeça aos seus mandamentos,
ECC.12.13	porque isso é o essencial para o homem
ECC.12.14	Pois Deus trará a julgamento tudo o que foi feito,
ECC.12.14	inclusive tudo o que está escondido,
ECC.12.14	seja bom, seja mau.
SNG.1.1	Cântico dos Cânticos de Salomão.
SNG.1.2	Ah, se ele me beijasse,
SNG.1.2	se a sua boca me cobrisse de beijos…
SNG.1.2	Sim, as suas carícias são mais agradáveis
SNG.1.2	que o vinho.
SNG.1.3	A fragrância dos seus perfumes é suave;
SNG.1.3	o seu nome é como perfume derramado.
SNG.1.3	Não é à toa que as jovens o amam!
SNG.1.4	Leve-me com você! Vamos depressa!
SNG.1.4	Leve-me o rei para os seus aposentos!
SNG.1.4	Estamos alegres e felizes por sua causa;
SNG.1.4	celebraremos o seu amor mais do que o vinho.
SNG.1.4	Com toda a razão você é amado!
SNG.1.5	Estou escura, mas sou bela,
SNG.1.5	ó mulheres de Jerusalém;
SNG.1.5	escura como as tendas de Quedar,
SNG.1.5	bela como as cortinas de Salomão.
SNG.1.6	Não fiquem me olhando assim porque estou escura;
SNG.1.6	foi o sol que me queimou a pele.
SNG.1.6	Os filhos de minha mãe zangaram-se comigo
SNG.1.6	e fizeram-me tomar conta das vinhas;
SNG.1.6	da minha própria vinha, porém,
SNG.1.6	não pude cuidar.
SNG.1.7	Conte-me, você, a quem amo,
SNG.1.7	onde faz pastar o seu rebanho
SNG.1.7	e onde faz as suas ovelhas
SNG.1.7	descansarem ao meio-dia?
SNG.1.7	Se eu não o souber,
SNG.1.7	serei como uma mulher coberta com véu
SNG.1.7	junto aos rebanhos dos seus amigos.
SNG.1.8	Se você, a mais linda das mulheres,
SNG.1.8	se você não o sabe,
SNG.1.8	siga a trilha das ovelhas
SNG.1.8	e faça as suas cabritas pastarem
SNG.1.8	junto às tendas dos pastores.
SNG.1.9	Comparo você, minha querida,
SNG.1.9	a uma égua das carruagens do faraó.
SNG.1.10	Como são belas as suas faces entre os brincos,
SNG.1.10	e o seu pescoço com os colares de joias!
SNG.1.11	Faremos para você brincos de ouro
SNG.1.11	com incrustações de prata.
SNG.1.12	Enquanto o rei estava em seus aposentos,
SNG.1.12	o meu nardo espalhou sua fragrância.
SNG.1.13	O meu amado é para mim
SNG.1.13	como uma pequenina bolsa de mirra
SNG.1.13	que passa a noite entre os meus seios.
SNG.1.14	O meu amado é para mim
SNG.1.14	um ramalhete de flores de hena
SNG.1.14	das vinhas de En-Gedi.
SNG.1.15	Como você é linda, minha querida!
SNG.1.15	Ah, como é linda!
SNG.1.15	Seus olhos são pombas.
SNG.1.16	Como você é belo, meu amado!
SNG.1.16	Ah, como é encantador!
SNG.1.16	Verdejante é o nosso leito.
SNG.1.17	De cedro são as vigas da nossa casa,
SNG.1.17	e de cipreste os caibros do nosso telhado.
SNG.2.1	Sou uma flor
SNG.2.1	um lírio dos vales.
SNG.2.2	Como um lírio entre os espinhos
SNG.2.2	é a minha amada entre as jovens.
SNG.2.3	Como uma macieira entre as árvores da floresta
SNG.2.3	é o meu amado entre os jovens.
SNG.2.3	Tenho prazer em sentar-me à sua sombra;
SNG.2.3	o seu fruto é doce ao meu paladar.
SNG.2.4	Ele me levou ao salão de banquetes,
SNG.2.4	e o seu estandarte sobre mim é o amor.
SNG.2.5	Por favor, sustentem-me com passas,
SNG.2.5	revigorem-me com maçãs
SNG.2.5	pois estou doente de amor.
SNG.2.6	O seu braço esquerdo esteja debaixo da minha cabeça,
SNG.2.6	e o seu braço direito me abrace.
SNG.2.7	Mulheres de Jerusalém, eu as faço jurar
SNG.2.7	pelas gazelas e pelas corças do campo:
SNG.2.7	não despertem nem provoquem o amor
SNG.2.7	enquanto ele não o quiser.
SNG.2.8	Escutem! É o meu amado!
SNG.2.8	Vejam! Aí vem ele,
SNG.2.8	saltando pelos montes,
SNG.2.8	pulando sobre as colinas.
SNG.2.9	O meu amado é como uma gazela,
SNG.2.9	como um cervo novo.
SNG.2.9	Vejam! Lá está ele atrás do nosso muro,
SNG.2.9	observando pelas janelas,
SNG.2.9	espiando pelas grades.
SNG.2.10	O meu amado falou e me disse:
SNG.2.10	Levante-se, minha querida,
SNG.2.10	minha bela, e venha comigo.
SNG.2.11	Veja! O inverno passou;
SNG.2.11	acabaram-se as chuvas e já se foram.
SNG.2.12	Aparecem flores na terra,
SNG.2.12	e chegou o tempo de cantar
SNG.2.12	já se ouve em nossa terra
SNG.2.12	o arrulhar dos pombos.
SNG.2.13	A figueira produz os primeiros frutos;
SNG.2.13	as vinhas florescem e espalham sua fragrância.
SNG.2.13	Levante-se, venha, minha querida;
SNG.2.13	minha bela, venha comigo.
SNG.2.14	Minha pomba que está
SNG.2.14	nas fendas da rocha,
SNG.2.14	nos esconderijos,
SNG.2.14	nas encostas dos montes,
SNG.2.14	mostre-me seu rosto,
SNG.2.14	deixe-me ouvir sua voz;
SNG.2.14	pois a sua voz é suave
SNG.2.14	e o seu rosto é lindo.
SNG.2.15	Apanhem para nós as raposas,
SNG.2.15	as raposinhas que estragam as vinhas,
SNG.2.15	pois as nossas vinhas estão floridas.
SNG.2.16	O meu amado é meu, e eu sou dele;
SNG.2.16	ele pastoreia entre os lírios.
SNG.2.17	Volte, amado meu,
SNG.2.17	antes que rompa o dia
SNG.2.17	e fujam as sombras;
SNG.2.17	seja como a gazela
SNG.2.17	ou como o cervo novo
SNG.2.17	nas colinas escarpadas
SNG.3.1	A noite toda procurei em meu leito
SNG.3.1	aquele a quem o meu coração ama,
SNG.3.1	mas não o encontrei.
SNG.3.2	Vou levantar-me agora e percorrer a cidade,
SNG.3.2	irei por suas ruas e praças;
SNG.3.2	buscarei aquele a quem o meu coração ama.
SNG.3.2	Eu o procurei, mas não o encontrei.
SNG.3.3	As sentinelas me encontraram
SNG.3.3	quando faziam as suas rondas na cidade.
SNG.3.3	“Vocês viram aquele a quem
SNG.3.3	o meu coração ama?”, perguntei.
SNG.3.4	Mal havia passado por elas,
SNG.3.4	quando encontrei aquele a quem
SNG.3.4	o meu coração ama.
SNG.3.4	Eu o segurei e não o deixei ir,
SNG.3.4	até que o trouxe para a casa de minha mãe,
SNG.3.4	para o quarto daquela que me concebeu.
SNG.3.5	Mulheres de Jerusalém, eu as faço jurar
SNG.3.5	pelas gazelas e pelas corças do campo:
SNG.3.5	Não despertem nem incomodem o amor
SNG.3.5	enquanto ele não o quiser.
SNG.3.6	O que vem subindo do deserto,
SNG.3.6	como uma coluna de fumaça,
SNG.3.6	perfumado com mirra e incenso
SNG.3.6	com extrato de todas as especiarias dos mercadores?
SNG.3.7	Vejam! É a liteira de Salomão,
SNG.3.7	escoltada por sessenta guerreiros,
SNG.3.7	os mais nobres de Israel;
SNG.3.8	todos eles trazem espada,
SNG.3.8	todos são experientes na guerra,
SNG.3.8	cada um com a sua espada,
SNG.3.8	preparado para enfrentar os pavores da noite.
SNG.3.9	O rei Salomão fez para si uma liteira;
SNG.3.9	ele a fez com madeira do Líbano.
SNG.3.10	Suas traves, ele fez de prata;
SNG.3.10	seu teto, de ouro.
SNG.3.10	Seu banco foi estofado em púrpura;
SNG.3.10	seu interior foi cuidadosamente preparado
SNG.3.10	pelas mulheres de Jerusalém.
SNG.3.11	Mulheres de Sião, saiam!
SNG.3.11	Venham ver o rei Salomão!
SNG.3.11	Ele está usando a coroa,
SNG.3.11	a coroa que sua mãe lhe colocou
SNG.3.11	no dia do seu casamento,
SNG.3.11	no dia em que o seu coração se alegrou.
SNG.4.1	Como você é linda, minha querida!
SNG.4.1	Ah, como é linda!
SNG.4.1	Seus olhos, por trás do véu, são pombas.
SNG.4.1	Seu cabelo é como um rebanho de cabras
SNG.4.1	que vêm descendo do monte Gileade.
SNG.4.2	Seus dentes são como um rebanho de ovelhas
SNG.4.2	recém-tosquiadas que vão subindo do lavadouro.
SNG.4.2	Cada uma tem o seu par;
SNG.4.2	não há nenhuma sem crias.
SNG.4.3	Seus lábios são como um fio vermelho;
SNG.4.3	sua boca é belíssima.
SNG.4.3	Suas faces, por trás do véu,
SNG.4.3	são como as metades de uma romã.
SNG.4.4	Seu pescoço é como a torre de Davi,
SNG.4.4	construída como arsenal.
SNG.4.4	Nela estão pendurados mil escudos,
SNG.4.4	todos eles escudos de heroicos guerreiros.
SNG.4.5	Seus dois seios são como filhotes de cervo,
SNG.4.5	como filhotes gêmeos de uma gazela
SNG.4.5	que repousam entre os lírios.
SNG.4.6	Enquanto não raia o dia
SNG.4.6	e as sombras não fogem,
SNG.4.6	irei à montanha da mirra
SNG.4.6	e à colina do incenso.
SNG.4.7	Você é toda linda, minha querida;
SNG.4.7	em você não há defeito algum.
SNG.4.8	Venha do Líbano comigo, minha noiva,
SNG.4.8	venha do Líbano comigo.
SNG.4.8	Desça do alto do Amana,
SNG.4.8	do topo do Senir, do alto do Hermom,
SNG.4.8	das covas dos leões
SNG.4.8	e das tocas dos leopardos nas montanhas.
SNG.4.9	Você fez disparar o meu coração,
SNG.4.9	minha irmã, minha noiva;
SNG.4.9	fez disparar o meu coração
SNG.4.9	com um simples olhar,
SNG.4.9	com uma simples joia dos seus colares.
SNG.4.10	Quão deliciosas são as suas carícias,
SNG.4.10	minha irmã, minha noiva!
SNG.4.10	Suas carícias são mais agradáveis que o vinho,
SNG.4.10	e a fragrância do seu perfume
SNG.4.10	supera o de qualquer especiaria!
SNG.4.11	Os seus lábios gotejam a doçura
SNG.4.11	dos favos de mel, minha noiva;
SNG.4.11	leite e mel estão debaixo da sua língua.
SNG.4.11	A fragrância das suas vestes
SNG.4.11	é como a fragrância do Líbano.
SNG.4.12	Você é um jardim fechado,
SNG.4.12	minha irmã, minha noiva;
SNG.4.12	você é uma nascente fechada,
SNG.4.12	uma fonte selada.
SNG.4.13	De você brota um pomar de romãs
SNG.4.13	com frutos seletos,
SNG.4.13	com flores de hena e nardo,
SNG.4.14	nardo e açafrão, cálamo e canela,
SNG.4.14	com todas as madeiras aromáticas,
SNG.4.14	mirra e aloés e as mais finas especiarias.
SNG.4.15	Você é
SNG.4.15	um poço de águas vivas,
SNG.4.15	que descem do Líbano.
SNG.4.16	Acorde, vento norte!
SNG.4.16	Venha, vento sul!
SNG.4.16	Soprem em meu jardim,
SNG.4.16	para que a sua fragrância
SNG.4.16	se espalhe ao seu redor.
SNG.4.16	Que o meu amado entre em seu jardim
SNG.4.16	e saboreie os seus deliciosos frutos.
SNG.5.1	Entrei em meu jardim,
SNG.5.1	minha irmã, minha noiva;
SNG.5.1	ajuntei a minha mirra com as minhas especiarias.
SNG.5.1	Comi o meu favo e o meu mel;
SNG.5.1	bebi o meu vinho e o meu leite.
SNG.5.1	Comam, amigos,
SNG.5.1	bebam quanto puderem, ó amados!
SNG.5.2	Eu estava quase dormindo,
SNG.5.2	mas o meu coração estava acordado.
SNG.5.2	Escutem! O meu amado está batendo.
SNG.5.2	Abra-me a porta, minha irmã,
SNG.5.2	minha querida, minha pomba,
SNG.5.2	minha mulher ideal,
SNG.5.2	pois a minha cabeça está encharcada de orvalho;
SNG.5.2	o meu cabelo, da umidade da noite.
SNG.5.3	Já tirei a túnica;
SNG.5.3	terei que vestir-me de novo?
SNG.5.3	Já lavei os pés;
SNG.5.3	terei que sujá-los de novo?
SNG.5.4	O meu amado pôs a mão por uma abertura da tranca;
SNG.5.4	meu coração começou a palpitar por causa dele.
SNG.5.5	Levantei-me para abrir-lhe a porta;
SNG.5.5	minhas mãos destilavam mirra,
SNG.5.5	meus dedos vertiam mirra,
SNG.5.5	na maçaneta da tranca.
SNG.5.6	Eu abri, mas o meu amado se fora;
SNG.5.6	o meu amado já havia partido.
SNG.5.6	Quase desmaiei de tristeza!
SNG.5.6	Procurei-o, mas não o encontrei.
SNG.5.6	Eu o chamei, mas ele não respondeu.
SNG.5.7	As sentinelas me encontraram
SNG.5.7	enquanto faziam a ronda na cidade.
SNG.5.7	Bateram-me, feriram-me;
SNG.5.7	e tomaram o meu manto,
SNG.5.7	as sentinelas dos muros!
SNG.5.8	Ó mulheres de Jerusalém, eu as faço jurar:
SNG.5.8	se encontrarem o meu amado,
SNG.5.8	que dirão a ele?
SNG.5.8	Digam-lhe que estou doente de amor.
SNG.5.9	Que diferença há entre o seu amado e outro qualquer,
SNG.5.9	ó você, das mulheres a mais linda?
SNG.5.9	Que diferença há entre o seu amado e outro qualquer,
SNG.5.9	para você nos obrigar a tal promessa?
SNG.5.10	O meu amado tem a pele bronzeada;
SNG.5.10	ele se destaca entre dez mil.
SNG.5.11	Sua cabeça é como ouro, o ouro mais puro;
SNG.5.11	seus cabelos ondulam ao vento como ramos de palmeira;
SNG.5.11	são negros como o corvo.
SNG.5.12	Seus olhos são como pombas
SNG.5.12	junto aos regatos de água,
SNG.5.12	lavados em leite,
SNG.5.12	incrustados como joias.
SNG.5.13	Suas faces são como um jardim de especiarias
SNG.5.13	que exalam perfume.
SNG.5.13	Seus lábios são como lírios
SNG.5.13	que destilam mirra.
SNG.5.14	Seus braços são cilindros de ouro
SNG.5.14	com berilo neles engastado.
SNG.5.14	Seu tronco é como marfim polido
SNG.5.14	adornado de safiras.
SNG.5.15	Suas pernas são colunas de mármore
SNG.5.15	firmadas em bases de ouro puro.
SNG.5.15	Sua aparência é como o Líbano;
SNG.5.15	ele é elegante como os cedros.
SNG.5.16	Sua boca é a própria doçura;
SNG.5.16	ele é mui desejável.
SNG.5.16	Esse é o meu amado, esse é o meu querido,
SNG.5.16	ó mulheres de Jerusalém.
SNG.6.1	Para onde foi o seu amado,
SNG.6.1	ó mais linda das mulheres?
SNG.6.1	Diga-nos para onde foi o seu amado
SNG.6.1	e o procuraremos com você!
SNG.6.2	O meu amado desceu ao seu jardim,
SNG.6.2	aos canteiros de especiarias,
SNG.6.2	para descansar
SNG.6.2	e colher lírios.
SNG.6.3	Eu sou do meu amado, e o meu amado é meu;
SNG.6.3	ele descansa entre os lírios.
SNG.6.4	Minha querida, você é linda como Tirza,
SNG.6.4	bela como Jerusalém,
SNG.6.4	admirável como um exército e suas bandeiras.
SNG.6.5	Desvie de mim os seus olhos,
SNG.6.5	pois eles me perturbam.
SNG.6.5	Seu cabelo é como um rebanho de cabras
SNG.6.5	que descem de Gileade.
SNG.6.6	Seus dentes são como um rebanho de ovelhas
