MAT.1.1	Am maŋge ŋen maŋge ŋen sokbem kotnepeme Zisas ek Abalaam ma Dewit egegat iŋsokŋit penaŋ sokbeye.
ACT.5.23	“Nin met pataŋ zemti set damuŋ ekŋen bee nsakwep sekekek kaliŋaŋ tapme ekti set mâtâti moekmann ombemindendeŋaŋ ekŋenaŋ keŋan ku talo.” 
ACT.5.24	Zet kegok zeme nâmti sâpe sâpe bumbu an sambe ekŋengat ŋeŋaŋin ma sesewat mka temaŋgalen antipdakutum ekŋengat ŋeŋaŋin ekŋenaŋ ombemindendeŋaŋ ekŋenaŋ kwawabien ke zeme nâmti nâmtemtem temaŋ mbien. 
ACT.5.25	Tazem timatnepeme an ŋenaŋ pataŋ zemkwati zeye, “An in mka katikŋan met kek indeyo ekŋen piwan kwawaloyaŋ sesewat mka teman daen moti animbi Zet Zapat Dolakŋaŋ Penaŋ tadiindoip.” 
ACT.5.26	Zeme nâmti sesewat mka temaŋgalen damuŋ mimi egat ŋeŋaŋinaŋ an notnaŋ ndatime sesewat mka temanen meti nin mot ekŋengat zet zenepemann amnaŋ nanzaŋaŋ ndoseipmagen zemti kiŋgapeŋ met ombemindendeŋaŋ ekŋen zesewak sewak mimindemti indatkobien.
ACT.5.27	Indatim koti amobotnaŋ ondedagen indat koindeme ekŋengat tuŋguwinan tapme sâpe sâpe bumbu an sambeyet ŋeŋaŋinaŋ pigok indayaŋkwesiye, 
ACT.5.28	“Nin an kapiyet kwit zapatnaŋ am ekŋenmagen zempalakŋaŋ ku bembeyet zemkulumindewan. Âpme in Zelusalem mkaen am zapat ke ewe zempalakŋaŋ bemti an Zisas ke kuwien e nin kukuŋaŋnok manzemndoip.”
ACT.5.29	Zeme Pitamak ombemindendeŋaŋ notnaŋ ekŋenaŋ dopmaŋ pigok gilik zem zewien, “Nin amgalen zet gawepumti Kawawaŋgalen zet kulumann ŋep penaŋ ku bewe. 
ACT.5.30	In Zisas tewen kumti masasokpeme gakiye yaŋgut yeŋsokŋnemak ningalen Kawawaŋaŋ buteme wageyaŋ ewe alik mamain. 
ACT.5.31	Âpme Kawawaŋaŋ mme wapme wapmoti ikŋaŋgat betnaŋ penaset Amobotnaŋ peme tati Islael am yomengatnan keŋŋ gilik zemann ndatitiyet mulup zet eyo saye. Keyepmti Islael amnaŋ Zisasmagen yom zemkawaŋ bemann egaŋ yomm katimndendeyet damuŋ matazin. 
ACT.5.32	Nin zet tazenuwen pi wa kwitnaŋ kwitnaŋ notnaŋ sokbemâpme eknâmâtâben ke manzemkawaŋ benup. In Kawawaŋgalen zet gawepumti mame Kawawaŋaŋ Emetakŋaŋ Teŋ ikŋaŋgat keŋ taoletnaŋgapmti tewalaŋ indaye egaŋ in zet sambe kapi zemkawaŋ bemindame kegogak ekmâtâbep.”
ACT.5.33	Zet kegok zeme an ŋeŋaŋ ekŋenaŋ nâmti keŋin bekanaŋ penaŋ beme ombemindendeŋaŋ ekŋen indome gakikiyet zenâ zenâ mbien.
ACT.5.34	Amobotnaŋgalen ondedak keyet keŋan an ŋen Gamaliel ek an zii zet zikat indanda. An ke am sambeyaŋ nâmpeme mobotnaŋ penaŋ mambemtan. Egaŋ watati, “Ombemindendeŋaŋ ekŋen belaknik zemindeme zupman baen towewegat,” zeye. 
ACT.5.35	Zeme ombemindendeŋaŋ ekŋen zemindeme towepme ilinak tati amobotnaŋ sambe ekŋengat zeye, “In an ekŋen kapi kwileki ŋen mimindasâgât nâseip beme weyaŋnâmâtâtati mseip. 
ACT.5.36	Itnaŋaŋ tipman baen an ŋen kwitnaŋ Teudas egaŋ wati, ‘Neŋ amobotnaŋ,’ zem mme am 400 kegogaŋ ekmagen met wetekumti manepeme an ke kume amŋane ekŋenaŋ kalaŋ mekopme ondedak nin takwage ewan yek beye. 
ACT.5.37	Ya naman bam an ŋen Zuda zeme ke Galili mkaengatnaŋ egaŋ gapmanan am kwilin bemtiti mulup mge kan keyet am notnaŋ Zudayaŋ zet kelakŋaŋ mimindeme koti ek mâti meti amobotnaŋ notnaŋ mtoindesâgât mme ekŋenaŋ ek kegogak kume gakime maŋgeŋane ekŋen indomkume kalaŋ mekobien. 
ACT.5.38	Keyepmti in am ekŋen kapi indondopiŋ belak indeme talit. An ŋenaŋ ŋeŋaŋ bemti tapm beween mulup tabep kapiyaŋ ŋep towembe. 
ACT.5.39	Âk Kawawaŋaŋ ikŋaŋ ŋeŋaŋ beme tapmip beme in m aleme yek bewe. Mneti nin Kawawaŋgalen mulupgat kasa mbanupmagengat eksewanup!”
ACT.5.40	Kegok zeme an ŋeŋaŋ notnaŋ tabien ekŋenaŋ nâme ŋep beme ombemindendeŋaŋ ekŋen ewe indazemtetime mopme sindiwaŋ indomti Zisasiyet kwizet buŋamaŋ ewe tusumti ku zenzeyelen zemkulumindemti zemindeme 
ACT.5.41	toti met Zisasiyet kwizet buŋamaŋgapmti katikŋaŋ bemtati sindem ma sakambuk time keyet Kawawaŋaŋ nâme ŋep beyeyepmti oloŋen mti 
ACT.5.42	kan kataŋ sesewat mka temanen ma am nâmkiŋpepemak ekŋengalen mka kataŋ ondekmeti Zisas Kilaisiyet kwizet buŋamaŋ ewe zempalakŋaŋ bemebien.
ACT.6.1	Kan keyet am nâmkiŋpepemak maŋge temaŋ penaŋ sokbemti mambien keyepmti am Glik zet manzemtemien ekŋenaŋ zewien, “In am zet Ibulu manzeip in kan kataŋ meu ma milawat makalaŋkuip kataŋ ningalen kwambet notnaŋ dolakŋaŋ ku maweyaŋindeip.” Kegok zemti zetnaŋ belaknik bugan sokbeye. 
ACT.6.2	Keyepmti ombemindendeŋaŋ 12 ekŋenaŋ nâmkiŋpepemak am ekŋen ondekindemti zewien, “Nin segalen bandimgat yayaŋ mti Kawawaŋgalen buŋam zapat zenze mulup pemann toweme ŋep ku bewe. 
ACT.6.3	Keyepmti notnne, in ilinaŋgat tuŋguwinaŋgatnaŋ an nânâŋinmak ma an kwizet buŋamin dolakŋaŋ Emetak Teŋaŋ keŋinan bemisik matazin. Ekŋen keboŋ indik mâtâti an 7 indaikti kopme nin segalen bandim mulup maminup kapi ekŋengat belinan bemann ekŋenaŋ mbep. 
ACT.6.4	Âpme nin dundundu ma Kawawaŋgalen zet zapat ammagen zemzikat indanda mulup etaŋ mbanup.”
ACT.6.5	Zet ke zeme nâmkiŋpepemak am ekŋenaŋ nâme ŋep beme an 7 kapigok indaikbien:
ACT.6.5	Stiwen ek an nâmkiŋpepeŋaŋ kaliŋaŋ ma keŋanen Emetak Teŋaŋ bemisik matatan.
ACT.6.5	Ek ma Pilip
ACT.6.5	ma Polokolasimak
ACT.6.5	Naikena
ACT.6.5	ma Taimonmak
ACT.6.5	Pamenas
ACT.6.5	ma Nikolas an kapi Antiok msalengatnan egaŋ Zuda am ekŋenmak eweŋan kot tusumti am nâmkiŋpepemak bewien an ekŋen kegok indaikbien. 
ACT.6.6	Mti an ekŋen kapi ombemindendeŋaŋ ekŋenmagen indatimepme ekŋenaŋ belin ŋokŋinan bemti dundum indemti mulup ke belinan bemindewien.
ACT.6.7	Kegok mme Kawawaŋgalen zelaŋ meti Zelusalem am m eleŋ beleŋ bemindeme Zisas nembaŋane ekŋenmagen tatusumepme sambe penaŋ beye ma sâpe sâpe bumbu an notnaŋ sambe ekŋenaŋ nâmkiŋpepe aikti ekŋenmagen metusumâbien.
ACT.6.8	Stiwen ek Kawawaŋmagengatnaŋ keŋ taolet ma windeyaŋ bemisik tapme am sambe tuŋguwinan menok kwitnaŋ kwitnaŋ sambe mge. 
ACT.6.9	Kegok mme Zuda am notnaŋ msalin yaŋaŋ pemti Silia ma Aleksandia ma Silisia ma Esia msalen met mamaŋaŋaŋ koti sesewat mka ŋen kwitnaŋ “Am Lala” ekŋengalen manzemtemien ke kot tusumti mamamtemien ekŋen keyaŋ yaŋbemti Stiwenmak zet mmot mtot mbien. 
ACT.6.10	Âpme Kawawaŋgalen Emetak Teŋaŋ Stiwen nânâ dolakŋaŋ same zet tazemaŋge keyepmti an notnaŋaŋ egalen zetgat windeŋaŋ ŋep ku mtopepeyelen sepem tabemaŋge. 
ACT.6.11	Keyepmti ekŋenaŋ am notnaŋ zet dâsuki notnaŋ bemzenzeyet zet kelakŋaŋ buzak set mimindeme ekŋenaŋ zet dâsuki pigok zewien, “Penaŋ, nin tatnâmann egaŋ Mosesimak Kawawaŋ egetgat zet mobotnaŋ tapmmaŋge.” 
ACT.6.12	Ekŋenaŋ kok zemti am notnaŋ ma sesewat mka temaŋgalen an damuŋ notnaŋ ma zii zet zikat indanda an notnaŋ ekŋengat keŋin walapme ekŋenaŋ zelin nâmti kot Stiwen wati ondedak temanen mebien. 
ACT.6.13	Ekŋenaŋ am notnaŋ Stiwengat bemzenze zet notnaŋ zenzeyet zemindeme ekŋenaŋ ondedagen meti sekŋaŋ bemzenze zet notnaŋ sambe Stiwengat ewe pigok zewien, “Kan sambe an kapiyaŋ sesewat mka kapiyet ma Mosesiyelen zii zet zemtalalat zet manzeme eknup. 
ACT.6.14	Nin tatnâmann egaŋ zet ŋen ewe pigok zeye, ‘Zisas Nasalet mkaengatnaŋ egaŋ sesewat mka temaŋ bekapi kumasek muti Mosesiyaŋ mama mimi notnaŋ zikat ndaye ke egaŋ mguluk gilik mme naman sepemaŋ ŋen bewe,’” kok zeye. 
ACT.6.15	Âpme am notnaŋ amobotnaŋ ekŋenmak ondedak temanen tapmambien ekŋenaŋ Stiwen zimosetnaŋ ekme Kawawaŋgalen ensel ekŋengalen zimoselin keboŋ beme weyaŋeksememuŋ mtapmambien.
ACT.7.1	Âpme sâpe sâpe bumbu an ŋeŋaŋaŋ Stiwengat pigok yaŋkwesiye, “Amnaŋ gâgât zet sambe tazeip kapi penaŋ ma dâsuki ze zemane nâmbi?”
ACT.7.2	Yaŋkwesime Stiwenaŋ pigok zeye, “Bipnotnne, neŋ pigok zema nâit. Yeŋsokŋ Abalaamaŋ ewe Alan mka msalen mebepiŋ Mesopotamia msalen mame busatnaŋ toŋaŋ Kawawaŋaŋ sokbemsamti pigok dunduye,
ACT.7.3	‘Neŋ msat ŋen zikat gama geŋ amdine ma msadi kapi katikpemti ke mepmambanik.’ 
ACT.7.4	Zemti zempeme Abalaamaŋ nâmti keyet kataŋ Kalidia msat ke pemti met Alan mkaen matatan. Mka ke Silia msat keyet keŋan tazin. Ya ke met manepeme bipmaŋ e gakime naman Kawawaŋaŋ zempeme mka ke pemti msat ŋen kot tiye yaŋ msat timpeye keyegak nin matatnup. 
ACT.7.5	Wa msat ke egat penaŋ ku saye ma msat butnaŋ bugan ku ketalasim saye yek. Egaŋ nembaŋepiŋ maŋge yaŋgut Kawawaŋaŋ maneti msat ke ekmak nembaŋane indandayet zetik mimindeye. 
ACT.7.6	Mti Kawawaŋaŋ zet ŋen ewe kapigok dunduye,
ACT.7.6	‘Iŋsokdine ekŋenaŋ nup kan 400 pi msat tuŋgupman belak mamti amgat sisiliŋ mulup etaŋ mti ola olat palen ma sek sindem palen mambep.’ 
ACT.7.7	Mti Kawawaŋaŋ zet ŋen ewe pigok zeye,
ACT.7.7	‘Am maŋge kwiyaŋ sisiliŋ mulup an etaŋ indatimti mambep ekŋen ke neŋ dopmaŋ mutumindamti gilik zemindatima koti msat kapi mamti neŋ etaŋ sesewatnamti mambep.’ 
ACT.7.8	Kok zemti egaŋ Abalaamak tususu mge keyet piliŋaŋ Abalaamgat nemuŋaŋ ŋen sokbeme sekŋaŋ butnaŋ antitiyet zempeye keyepmti Abalaam manepeme nemuŋaŋ Aisak sokbemtapme kasup 8 beme Aisakgat sekŋaŋ butnaŋ antimpeye. Âpme Aisakgat nemuŋaŋ Zekop sokbeme Aisagaŋ Zekop sakam kegogak mpeye. Yanaman Zekopgat nembaŋane 12 sokbewien ekŋen bee Zekowaŋ sakam kegogak etaŋ mimindeye.
ACT.7.9	Âpme yeŋsokŋne an 12 keyaŋ meniŋin isikŋaŋ Zosep biwinaŋ gogot penaŋ mampemtan keyepmti ekpeŋpeŋ mpemti an ekŋenmagen beme mânep indamti Izip msalen wapmeti sisiliŋ an peme mamtan 
ACT.7.10	yaŋgut Kawawaŋaŋ ekmak tati nukŋaŋ sambe keyet keŋan mukulem mti nânâ dolakŋaŋ same mulupmaŋ dolakŋaŋ mme Izip am ekŋengalen amobotnaŋ Palaoyaŋ egomti nâmpeme ikŋaŋgalen kwitnaŋ kwitnaŋ damuŋ mti Izip amgalen amobotnaŋ eyo mamtan. 
ACT.7.11	Kan keyet meuyet kambeŋ temaŋ Izip msalen ma Kenan msalen sokbem weme yeŋsokŋne ekŋenaŋ meuyet penaŋ timabien. 
ACT.7.12	Kegok tapme Zekowaŋ nâme amnaŋ Izip msalen meu tapme takwitip kegok zeme nâmti nembaŋane zemindeme meu kwitisât Izip msalen mebien. Met kwitimti kot e nime delaŋ zeme 
ACT.7.13	naman sekŋan ewe mepme meniŋin Zosewaŋ yaŋaŋaŋ datnaneyet zemâtâtindame amobotnaŋ Palao egaŋ Zosepgat sipbutnane nâmâtâtindeye. 
ACT.7.14	Âpme Zosewaŋ datnaneyaŋ met biwin Zekop aiikokogalen zeme ekŋenaŋ met biwin aikti amŋane notnaŋ indaaikti kobien ekŋen am 75 kogaŋ 
ACT.7.15	koti Izip msalen ke maneti Zekowaŋ gakiye. Âpme Zekopgat nemuŋane ningat yeŋsokŋne ekŋenaŋ ewe Izip msalen keyegak maneti kegogak gakimâbien. 
ACT.7.16	Gakime iŋsokŋine ekŋenaŋ indatim met Sikem msat Abalaamaŋ am sumgat nâmti Emo ekŋengalen msat butnaŋ ŋen kwitiye ke maindabemtemien.
ACT.7.17	Âpme Kawawaŋaŋ Abalaamgat zetik mpeye keyet kanaŋ daŋgome Islael am ekŋenaŋ Izip msalen omba penaŋ 
ACT.7.18	sambeleŋti mame Izip amobotnaŋ alakŋaŋ ŋen sokbeye keyaŋ Zosewaŋ mamti mulup dolakŋaŋ mkwage keyet yaŋaŋ 
ACT.7.19	kandati ningat yeŋsokŋne ekŋenmagen meluwaŋ mgasik penaŋ mti zeme mulup temaŋ penaŋ mamtemien. Âpme amobotnaŋ alakŋaŋ keyaŋ yeŋsokŋne ekŋenaŋ nemuŋine indatimti met zupman indeme gakikiyet zemkatik bemindeme nemba an timti met tuyen matimemetan. 
ACT.7.20	Kan keyet Moses nemba okak sokbeye ek sek sepemaŋ dolakŋaŋ penaŋ. Âpme mamaŋ bipmaŋaŋ eyoŋga tuk pi mkaŋinan ke buzak enzilimpeme tapme matatemien. 
ACT.7.21	Tapmetneti met suasembeen peme weme tuyen mebeme Palaoyet nambaŋaŋaŋ metneti aikti nemba ke mkot toŋaŋ bemti ekdamuŋ mme 
ACT.7.22	bugan sememe Izip am ilinaŋgalen mama mimiŋinaŋgalen nânâ ke ma zet zemusuwewet zenze ke zemzikat sam mme egaŋ zet zemâtâti mulupmaŋ dolakŋaŋ mkwage.
ACT.7.23	Mosesiyaŋ ke manepeme nup kan 40 mee kok beme Islael am notnane bugan meindidigalen 
ACT.7.24	nâmti indiksât selen tapmetneti ekme Izip an ŋenaŋ Islael an ŋen takume ekti Mosesiyaŋ notnaŋ Islael ke mukulem mpemti Izip an bee kume gakiye. 
ACT.7.25	Mti Mosesiyaŋ Islael am maŋgeŋene kapiyaŋ kapigok nâip nâŋge. Kawawaŋaŋ nâgât pembenaŋ nnaŋgapmti gilik zemndatiwe. Nâip nâŋge yaŋgut ekŋenaŋ kegok ku nâmbien. 
ACT.7.26	Naman mise ŋen ewe indiksâgât meti ekme Islael an zulaŋ ilidak taâmalu idikti idasubemti zeye, ‘In sip kwewaŋ kwilekiyet taâlup?’ 
ACT.7.27	Zeme an aŋkuk ŋeŋaŋ yaŋbemti mge egaŋ notnaŋ takumaŋge e peme tapme Moses âtâpeme mepme ŋenzinziŋ msamti zeye, ‘Geŋ kwiyaŋ nin ndadamuŋ mti zemdelaŋ zenze mulup mimiyet zemgeye? 
ACT.7.28	Geŋ saŋen Izip an ŋen kumane gakiyan ewan alak naman neŋ nâmane gakikiyet nâmti kot tazenik?’ 
ACT.7.29	Kegok zeme nâmti Mosesiyaŋ Izip amobotnaŋ egaŋ zapat kapi nâmti nowemagen zemti kiŋgati Midian ekŋengalen msalen kunzuŋmet ke mamti imbiŋaŋ msat keyetnaŋ wati mame nemuŋanet yumuŋ zut sokbewun.
ACT.7.30	Egaŋ Midian msalen ke meti nup kan 40 kegok mame delaŋ zeme kan tuŋgupmaŋ keyet Sainai Kalaŋ kandaŋan msat tuŋgupman am piŋan ke mame Kawawaŋgalen enselŋenaŋ tep ŋotekŋan tep tazime keyet keŋaset sokbemsaye. 
ACT.7.31	Mosesiyaŋ tep ke tazime yaŋaŋ ekmâtâsâgât nâmti mululumti sokŋan tapmetnepeme Amobotnaŋaŋ Mosesiyet pigok dunduye, 
ACT.7.32	‘Moses, neŋ yeŋsokdine Abalaam, Aisak ma Zekop ekŋengalen Kawawaŋ.’ Zeme Mosesiyaŋ zet ke nâmti kiŋgati sebelaŋ diŋdiŋ mti mot eegat nâmtemtem mti belak kusumti tage. 
ACT.7.33	Âpme Amobotnaŋaŋ zeye,
ACT.7.33	‘Geŋ msat imti tadik ke kambuk penaŋ keyet setwewedi gulumm. 
ACT.7.34	Neŋ Izip msalen aminne sisipeŋpeŋ mimindame sek sindem temaŋ palen tati si kembeŋ mname nâmti indamukulem msât kwatolap. Keyet geŋ wati Izip msalen meti indatim kot.’ 
ACT.7.35	Kawawaŋaŋ zet kegok zeme Mosesiyaŋ kiŋgaga e yaŋaŋ kapigogat. Egaŋ Izip msalen daen mame Islael am ekŋenaŋ ek kiŋgati zewien, ‘Geŋ kwiyaŋ ningalen amobotnaŋ ma damuŋ temaŋ geye?’ Zeme kunzuŋti koge an ke naman tep ŋotekŋan tep tazime Kawawaŋgalen enselaŋ tep keŋan sokbemsame ke ekti kusumtapme Kawawaŋaŋ Islael am ekŋengat amobotnaŋin onzempemti zempeme meti Islael am ŋeŋaŋ bemindemti indatim kokogat mege. 
ACT.7.36	Izip msalen meti indatimkosât tati Izip msalen menok sepemaŋ igak igak mme amobotnaŋ Palaoyaŋ ekti kiŋgatindeme selen indatimeti nup kan 40 pi Nembu Ŋamanen ma msat tuŋgupman mee pi menok sepem igak igak mti indatimti koge. 
ACT.7.37	Kopmambe Mosesiyaŋ Islael am pigok diindoye, ‘Bam Kawawaŋaŋ ningat tuŋgupmnaŋgatnaŋ notn ŋen mti onzempeme neŋ golaŋ zenze an mayapnok mambe.’ 
ACT.7.38	Âpme Mosesiyaŋ indatimti met msat tuŋgupman ondekindeme tapme egaŋ ikŋak Sainai Kalaŋan mowepme ensel egaŋ zet zapat dunduye. Mme Mosesiyaŋ zet mamaŋaŋmak ke nâmtimtoti nin dindome nâmâtâbenn.
ACT.7.39	Yaŋgut yeŋsokŋne ekŋenaŋ Mosesiyelen zetgat wisat mti bamkumpemti nânâŋinaŋ gilik zemti naman Izip msalen mesâgâlak manâmtemien. 
ACT.7.40	Âpme Mosesiyaŋ kalaŋan ke moti ewe ke mame Islael am ekŋenaŋ Elongat zewien, ‘Geŋ ningat kawawaŋ ŋen weyaŋnda. Mosesiyaŋ Izip msalengatnan ndatim kot msat tuŋgupman pi kilom ndemti deset melep e nin ku nânupgat geŋ ke mimndamane keyaŋ ŋeŋaŋ bemndame naman gilik zemti Izip mkaenak mebanup.’ 
ACT.7.41	Zeme egaŋ makau nembaŋaŋ weŋaŋ ŋen ke betnaŋaŋ weyaŋpeme weme bepmeluwaŋin ke ekti oloŋen mti sâpe sâpe bum samti age silik temaŋ msawien. 
ACT.7.42	Mobotnaŋ kegok mme Kawawaŋaŋ indikti pigok nâmti bamkumindeye. Ekŋenaŋ kasup eyoŋga ma wenzimgat ŋep sesewatsasayelen nâmti kegok mge. Muluwaŋ keboŋ keyet golaŋ zenze an ekŋenaŋ Kawawaŋaŋ Islael am ekŋengat zet pigok zeye ke mtati Kawawaŋgalen Zet Itnaŋanen meluwaŋ kapigok mge,
ACT.7.42	‘Islael am, in msat tuŋgupman nup kan 40 mambien kan keyet in sipsip ma makau kumti sâpe sâpe ke nâgât buwien? 
ACT.7.43	In kawawaŋin nopiom Mâlok ek sesewatsamti egalen sesewat mka mzalaŋ walalatnaŋ ke luaŋzamti mamaip. Ma in kawawaŋin wenzim Lepan ke sesewatsamti egat weŋaŋ weyaŋpeme weme luaŋzamti mamaip. Keyepmti neŋ zemindema Babilon mka temaŋ ke sebempemti naman beŋan daen mebep.’ 
ACT.7.44	Eweŋan yeŋsokŋne ekŋenaŋ msat tuŋgupman mamtemien ke ekŋenaŋ Kawawaŋ penaŋgalen sesewat mka mzalaŋ ke gapum mamti egat masesewatsamtemien. Mka mzalaŋ ke Kawawaŋaŋ ikŋaŋ Moses sokbemsamti mka mzalaŋ zigok walalagalen keyet weŋaŋ zikat samti zemâtâtsaye keyet kataŋ walabien. 
ACT.7.45	Bam yeŋsokŋne ekŋenaŋ biwine ekŋenmagen sesewat mka mzalaŋ ke mgapumti Zosuayaŋ ŋeŋaŋ bemindeme kasaen mepme Kawawaŋaŋ ikŋaŋ indamukulem mti kasaŋine indamâpme mepme msat kapi indaye. Âpme sesewat mka mzalaŋ ke matakwatnepeme Dewit amobotnaŋ sokbeye. 
ACT.7.46	Âpme Zekopgalen Kawawaŋaŋ Dewit keŋ sewakŋaŋ mpeme nâmti Kawawaŋgat sesewat mka ŋen walalagat nâmti Kawawaŋgat yaŋkwesiye yaŋgut Kawawaŋaŋ ku nâmpeye. 
ACT.7.47	Maneti bam Dewitgat nemuŋaŋ Solomonaŋ Kawawaŋgalen sesewat mka ke walage.
ACT.7.48	Yaŋgut Amobotnaŋ Temaŋ Penaŋ kululuŋen main egaŋ sesewat mka amnaŋ walalatnaŋ keyet keŋan ku matazin. Kegogapmti Kawawaŋaŋ ikŋaŋ pigok zeme golaŋ zenze an Aizayayaŋ meluwaŋ pigok mge, 
ACT.7.49	‘Amobotnaŋaŋ pigok zein, “Kululuŋ ke nâlen mundumm penaŋ ke tati msalen belak setnnaŋ etaŋ maimtalap. Keyepmti in nâlen mka pe sepemaŋ ziboŋ penaŋ walabep? Ma neŋ mundumm ziboŋanen penaŋ tot kâtnâm tabap? 
ACT.7.50	Neŋ betnnaŋ kwitnaŋ kwitnaŋ ke ku mban ma?” ’
ACT.7.51	In an keŋin katikŋaŋ penaŋ Kawawaŋgalen zet wakŋinaŋ nânâ nâmtiŋgut keŋinan penaŋ ku mambeip. Mti itnaŋaŋ yeŋsokŋineyaŋ mamtemienok in Emetak Teŋaŋ inmagen mulup msâpmme in kan kataŋ belak maâtâpeme mezin. 
ACT.7.52	An Teŋ toŋaŋ sokbembeyelen zet golaŋ zenze an ekŋenaŋ manzemkwatemien ekŋenmagen ŋen aŋgalaŋ pewien? Sokŋine ekŋenaŋ an keboŋ sambe penaŋ indomwalet mkwabien. Yaŋ maneti an ikŋaŋ ke sokbeme am in kapiyaŋ kume gakiye. 
ACT.7.53	In Kawawaŋgalen zii zet ensel ekŋenaŋ indawien ke nânâ nâmtiŋgut makuluip nâip!”
ACT.7.54	Stiwenaŋ zet kegok diindome an ŋeŋaŋ ondedagen tabien ekŋenaŋ tiwin kwasime egat ŋenzinziŋ temaŋ penaŋ mbien. 
ACT.7.55	Mme Stiwen Emetak Teŋaŋ keŋanen bemisikme zikatnaŋ kululuŋen gwaen ekme mopme Kawawaŋgalen busatnaŋ keŋan Zisasiyaŋ Kawawaŋgat betnaŋ penaset tapme 
ACT.7.56	ekti zeye, “Kululuŋen gwaen egit! Neŋ kululuŋ ŋandeme Kawawaŋgat Nemuŋaŋ am mamaen sokbeye egaŋ Kawawaŋgat betnaŋ penaset tapme egap!”
ACT.7.57+ACT.7.58+ACT.7.59+ACT.7.60	Kegok zeme am sambe tabien ekŋenaŋ wakŋin bekekti zet oyak oyak temaŋ mti wati ekmagen windembemti met âtâpeme mebe kokot mti tetimti Zelusalem mka temaŋ solonan baen topemti an ŋeŋaŋ ekŋenaŋ kolowin sakŋaŋgatnaŋ gulumti an zomolim Sâl egat kandaŋan bempeme tapme ekŋenaŋ yaŋbemti nanzaŋ mâtâti kume an notnaŋaŋ indamukulem mti kume egaŋ kusumtati Amobotnaŋ Zisasiyet pigok dunduye, “Amobotnaŋ Zisas, geŋ nâlen emetakŋ mi!” Kegok zemti tot pedondom tati kwizet temaŋ penaŋ kumti zeye, “Geŋ an ekŋen tatnoip kapiyelen myuŋguŋguŋin katipe.” Kegok zemti wembekatnaŋ topme gakime Sâlaŋ ke tati ekti keyet nâme dolakŋaŋ penaŋ beye. Âpme sesewat mka temaŋgalen an damuŋ ekŋenaŋ gilik zem meti sâpe sâpe bumbu an ŋeŋaŋ temaŋ egat zapatnaŋ met zeme nâŋge.
ACT.8.1+ACT.8.2	Âpme an notnaŋ Zisasiyelen mama mimi mâti mamtemien ekŋenaŋ nâmtalat meti Stiwengat sekŋaŋ mti am sumen mmet bemti ambembesi temaŋ mbien. Kan keyet penaŋ yaŋbemti am nâmkiŋpepemak Zelusalem mkaen mamtemien ekŋen kasa kasa mimindame ekŋenaŋ kalaŋti Zudia ma Samalia msalen mekopme ombemindendeŋaŋ ekŋenaŋ etaŋ Zelusalem mkaen matatemien.
ACT.8.3	Âpme Sâl egaŋ setetekŋaŋ palakŋaŋ beme ŋeŋaŋ bemti animbi nâmkiŋpepemak indawaleti ekŋengalen mka kataŋ moti indatime kwawepme mka katikŋaŋ timet maindemtan.
ACT.8.4	Kegok mti am nâmkiŋpepemak indamâpme ekŋenaŋ msat sambe lala bubuk mekoti Zet Zapat Dolakŋaŋ Penaŋ msat sambe zemkawaŋ bemâbien. 
ACT.8.5	Âpme Piliwan Samalia am ekŋengalen mka ŋande temaŋ ŋengat pataŋ zemti am Kilaisiyelen Zet Zapat Dolakŋaŋ Penaŋ zemkawaŋ bemindame 
ACT.8.6	am sambe ekŋenaŋ zetnaŋ nâmti tikŋaŋgat mbien. Ma kwitnaŋ kwitnaŋ mamanamaŋ mti 
ACT.8.7	am we bekanaŋinmak sambe tabien ekŋen we bekanaŋin indapmâpme am keŋangatnan kwati ŋakŋak mti kunzuŋbien ma am sambe notnaŋ selin belin wesiŋ mee pi mme dolakŋaŋ bemâbien. 
ACT.8.8	Keyepmti mka keyelen am ekŋenaŋ Pilipgat oloŋen mti Kawawaŋgat kwizet buŋamaŋ mwabien.
ACT.8.9	Âpme mka temaŋ keyet keŋan an ŋen mamtan kwitnaŋ Saimon egaŋ ke mamti aŋkambuk mulup nup kan sambe penaŋ mamtan. Mti egaŋ ikŋaŋgat sekŋaŋ mmoti, “Neŋ amobotnaŋ mayap,” zeme animbi sambeyaŋ egat nâmpeme mobotnaŋ mambemtan. 
ACT.8.10	Egaŋ kegok mme amobotnaŋ ma tototnaŋ ekŋenaŋ Saimongat zetnaŋ nâme mobotnaŋ beme zewien. “An kapiyaŋ Kawawaŋmagen Winde Temaŋ manzeip ke timti mamin.” 
ACT.8.11	Âpme egaŋ aŋkambuk mulup nup kan sambe penaŋ mti mamkwage keyepmti am ekŋenaŋ egat nâme mobotnaŋ penaŋ mambemtan. 
ACT.8.12	Kegok mti manepeme Piliwaŋ met pataŋ zemti animbi sambe Kawawaŋgalen zemâtâtât katnanen mama keyet yaŋaŋ ma Zisas Kilaisiyet yaŋaŋ zemkawaŋ bemindame nâmti nâmkiŋpepe aikme tu zulutindeye. 
ACT.8.13	Âpme Saimon egaŋ kegogak zet nâmkatik bemti nâmkiŋpepe aikme tu zulutpeme Pilipgat kandaŋan mame Piliwaŋ kwitnaŋ kwitnaŋ mamanamaŋ mme ekti nâmtemtem mamtan.
