MAT.1.1	Si Jesus a sya a Cristo
ROM.9.24	Si'tamoynaod in saray tutawo nin pinili' tan nisadya' na. Ambo' tamo' nin si'kami nin Judio, pati si'kamo anamaet et a lamang nin ambo' nin Judio. 
ROM.9.25	Siin a wana nin Dios itaw sa libron nipaisurat na kona ni Oseas. Wana,
ROM.9.25	“Saray ambo' nin gindat nin tutawo ko,
ROM.9.25	ikwinta kosaraynan tawo ko.
ROM.9.25	Saray gindat a ambo' ko nin kawa'nan,
ROM.9.25	saraynay ibarita' kon kawa'nan ko.”
ROM.9.26	Wana et nin Dios,
ROM.9.26	“Itaw sa siin nin lugar a nibarita' ko intaw konran tutawodtaw a ambo' kosaran tutawo,
ROM.9.26	naalilbi' ana a a'nak kosara, si'ko nin si sibibyay a Dios.”
ROM.9.27	Maipa'ka' anamaet konran Israelita, wanan na'teng ana ni Prupita Isaias, “Abir nin bara'mo sara ka'baw nin buyangin sa baybay a puri na ni Israel, daite' sara tamo' li' a maisalba sa panunusa na nin Dios, 
ROM.9.28	ta talaga nin, si Dios ket dali'-dalien nayna li' nin yadien a paninintinsya na konran tutawo.”
ROM.9.29	Nipadles nan lamang ni Prupita Isaias a wana,
ROM.9.29	“No si Uunuren nin Mampag'uray sa Sarba,
ROM.9.29	ket kai natamo nin kina'dwan nin nibati' a si'tamon umno tamo',
ROM.9.29	impos natamo kumon nin
ROM.9.29	bilang sa nangyadi' konran tutawo sa Sodoma tan sa Gomorra.”
ROM.9.30	Edet, ani a naadal tamoyna mangibwat sa sain? Wanti e: Saray ambo' nin Judio, kai ra nin nipamuspusan a mag'in saran mapteg sa pangingikit nan Dios, bale' nikwinta nasaran mapteg nin Dios bana' sa nipagmatalek ra sa man-gaw'en na para konra. 
ROM.9.31	Sara anamaet bale' a puri na ni Israel a nipamuspusan ray mag'in nin mapteg sa pangingikit nan Dios yupa' sa panunumbok ran Gugan-gan, ambo' sara et nin mapteg sa pangingikit na. 
ROM.9.32	Ambale'? Bana' ta say padalan ra ket say mabistan gugawa' ra imbis a magmatalek sara sa gaw'en nan Dios. Sa kaaandi' ran akuen yay sya a makapamapteg kumon konra a sya si Cristo, bara'mo sara nin tutawon nipadugpa' nin nisakin konan si bato. 
ROM.9.33	Wanin a wanan Dios nin mabasa sa Masanton Kasuratan. Wana,
ROM.9.33	“Reng'en mo. Isen sa Sion
ROM.9.33	Ket, maipadugpa' sara ta inuryan raya.
ROM.9.33	Bale' si si'numan nin magmatalek kona,
ROM.9.33	kai ya gapo nin maima-ima.”
ROM.10.1	Bubsat, wanin anay pakarabay ko a saray kapada ko nin Judio ket maisalba sara kumon. Siin tanay pirmi nin man'idasal-dasal ko para konra. 
ROM.10.2	Matistigusan ko nin alaki a pakarabay ra nin mapaririket rayay Dios, bale' kai ra nin matarusan no pa'no a pamaririket kona. 
ROM.10.3	Anaod, kai ra nin rabay nin alilbien a no pa'noy pamag'in nan Dios a mapteg saray tutawo sa pangingikit na tan nangwa' saran padalan ran bukod a say panunumbok ra sa Gugan-gan. Ket, kai rayayna nin mantumbuken a padalan nan Dios nin mamapteg konra. 
ROM.10.4	Anaod, sa padalan nan Dios, si Cristo, tinukid nayna a tikapen nin Gugan-gan sa pag'in nin mapteg ta pigaw nin ikwinta nasaran mapteg nin Dios a sarba ra nga'min nin tawon magmatalek sa ginwa' na ni Cristo.
ROM.10.5	Nisurat na ni Moises sa Masanton Kasuratan a ta pigaw nin si sayay tawo ket mag'in ya nin mapteg sigon sa tikapen nin Gugan-gan, matkap nan tukiden lawas a sarba nga'min nin ipagwa', ket, mabyay yan iti konan Dios.
ROM.10.6	Bale' nipaisurat nan lamang nin Dios kona nin pakatandaan a say pag'in nin mapteg nin maipatukdo' sa pagmamatalek ket ambo' gapo nin maidap nin maga'muran. Wana,
ROM.10.6	“Andi' moyo nin ipa'ka' a matkap a main nin muli' sa langit,” ta pigaw nin keen naya kalapen a Cristo.
ROM.10.7	“Andi' moyo anamaet a lamang nin ipa'ka' a matkap a main nin mako sa priswan nin ubot sa rarem nin luta',” ta pigaw nin pasublien nayan mabyay a Cristo.
ROM.10.8	Anaod, wanti e a mabasa tamo et sa Masanton Kasuratan,
ROM.10.8	“Maabot anay bubibilin nan Dios ta adani komoyo;
ROM.10.8	mapag'iirgwan moyo a maipa'ka' sa sayti tan pipanemtem moyo anamaet.”
ROM.10.8	Siin nin mismo a bibilin na maipa'ka' sa pagmamatalek a man'ipatanda' mi. 
ROM.10.9	Wanti na e:
ROM.10.9	No ibari-barita' mo konran tutawo a si Jesus ket syay Uunuren mo, tan masibulot a nakem mo nin mamper a pinasubli' nayan mabyay nin Dios, maisalba ka.
ROM.10.10	Anaod, sa kanakman na ket mamper yay sayay tawo ket maikwinta nan Dios a mapteg ya. Anamaet, sa pangingipatutuo na ket ma'kit a naisalba yayna. 
ROM.10.11	Wanin ta wanan Dios a mabasa sa Masanton Kasuratan, “Si si'numan a magmatalek kona, kai ya gapo nin maima-ima.”
ROM.10.12	Wana nin “si si'numan,” ta kasan pinilian kona, Judio man o ambo' nin Judio. Pari-pariho a syay Uunuren nin sarba tamon mampagmatalek kona tan kasan duga' nan ibi a inganga'do na konran sarba ran tumawag kona 
ROM.10.13	ta mabasa tamo sa Masanton Kasuratan, “Sarba ran manawat nin paisalba konan si Uunuren, ket maisalba nasara.”
ROM.10.14	Wanin man, bangli' no wamoyoyna a kai rayaynaod nin magwa' nin kidawatan nin tulong a sayay kai ra nin mampagmatalkan. Kai sara anamaet nin magmatalek kona no kai ra nin narnge' a maipa'ka' kona. Kai ran lamang nin marnge' a maipa'ka' kona no kasan mangipatanda' konra. 
ROM.10.15	Anamaet, magwa' tamo' a si sayay tawo ket mako ya nin ipatandaan na konra no ibaki' ya. Ket anaod, mabasa tamon wana sa Masanton Kasuratan, “Aninay anda' no rumate' saray mangipatanda' nin mabistan patanda'!”
ROM.10.16	Narnge' rayayna bale' a mabistan patanda'. Wanin man, daite' sara tamo' a namper ta wanayna sin saytaw et ni Isaias konan Dios, “Uunuren, bara'mon kasan namper sa niparate' mi konra!”
ROM.10.17	Edet, si sayay tawo, magkamain ya tamo' nin pagmamatalek kona ni Cristo no narnge' nay katutu'wan maipa'ka' kona tan marnge' na tamo' a maipa'ka' kona ni Cristo no ipatandaan kona.
ROM.10.18	Wanin man, ipa'ka' tamoyna a saray Judio, bangli' no kai sara nin mampagmatalek ta kai ra et nin narnge'. Impusibli in bale'! Anaod, naitayak yayna a Mabistan Patanda' a bilang sa mabasan nipaisurat nan Dios,
ROM.10.18	“Sa sarban lugar, narnge' yaynay patanda' ra
ROM.10.18	ta nipatanda' ya sa sarban nasyon iti sa mundo.”
ROM.10.19	Magwa' tamo et anamaet nin ipa'ka' a angangko saray Israelita ket kai ra nin natarusan a niyakay konra. Bale' matarusan rayna kumon. Ma'kit nin wanin ta primiro, nipau-pau'na nayna nin Dios sa nipaisurat na kona ni Moises,
ROM.10.19	“Paimbelen katamo li' yupa' sa
ROM.10.19	panginginga'do ko konran tutawon wamoyo ket nipwira sara.
ROM.10.19	Pasagren katamo li' bana' ta
ROM.10.19	tanda' rakon saray ignuranti.”
ROM.10.20	Ikarwa, diritsawan na et nin nibarita' in nin Dios sa nipaisurat na kona ni Isaias maipa'ka' konran ambo' nin Judio a wana,
ROM.10.20	“Nadumog rakon saray kai nin mampaningkap kongko,
ROM.10.20	tan abirno nin kai rako nin tiningkap, nikitanda' ako konra.”
ROM.10.21	Wana anamaet a lamang nin Dios maipa'ka' konran saray puri na ni Israel,
ROM.10.21	“Ni'nu-ni'no koyna nin nisagyat a sumubli' sara kongko bale' kai sara gapo nin mangimbabaet ta pinasyan tuloy nin kabengedan tan kasupladwan ra.”
ROM.11.1	Anamaet, magwa' tamon ipa'ka' a wanti e: Angangko si Dios, ginurutan nasaraynay Israelita bana' sa sain.
ROM.11.1	Ambo' gapo nin wanin! Si'kon diri, Israelita akoynaod. Puri nako ni Abraham tan puon koya anamaet a lamang si puri na a si Benjamin. 
ROM.11.2	Si Dios, kai nasara nin ginurutan a tutawon nangibwat et sin tarana' ket pinili' nasaraynan mag'in nin tutawo na. Siguradon tanda' moyay isturya sa Masanton Kasuratan maipa'ka' kona ni Elias sin nagriklamo ya konan Dios kuntra konran kapada nan Israelita. Wana konan Dios, 
ROM.11.3	“Uunuren, pinati-pati rasaraynay prupita mo tan yimba-yimba' ray ualtar nin pangraywan komo. Kal-la si'ko tanay natra' nin mansumunor komo, ket rabay rako et nin patyen.”
ROM.11.4	Ket wanti ey ni'bat nan Dios kona, “Kai, ambo' mo nin bukod ta main saray nipurok koyna nin pitunribon kapada mon puri na ni Israel a kai nin mampangrayo konan si dios-dios a si Baal.”
ROM.11.5	Wanin anamaet a lamang konan sitin panaon. Bana' sa kamaungan na, main nin umno kami et nin Judio nin nipurok na. 
ROM.11.6	Bana' ta nipurok nakami bana' sa kamaungan na, ambo' gapo in nin bana' sa gugawa' mi. No say puon a ipurok nasaran Dios a tutawo ket say gugawa' ra, kai ana maibarita' a nipurok nasara bana' sa kamaungan na.
ROM.11.7	Ma'kit edet sa sain a saray ka'bawan konran puri na ni Israel nin man'ipamuspusan ray mag'in nin mapteg sa pangingikit nan Dios, kai sara nag'in nin mapteg. Saray umno ra nin pinili' nan Dios, saraytaw a nikwinta na nin mapteg. Saray ka'bawan bale' tinmib'ey anay kukanakman ra ket kai rayna nin matarusan a katutu'wan. 
ROM.11.8	Mabasa in nin peteg sa Masanton Kasuratan. Wana,
ROM.11.8	“Si Dios, bara'mon pinakdar nay kukanakman ra.
ROM.11.8	Ket, anggan sawanin ket kai ra et nin ma'kit a man'ipa'kit na tan kai ra et nin mataros a man'ibarita' na.”
ROM.11.9	Wana anamaet a lamang ni Adi' David sa nisurat na,
ROM.11.9	“Mangla'wan pa kumon konra in say bubagay a mampamin karigawan konra.
ROM.11.9	Mag'in nin bara'mon papan in kumon konra,
ROM.11.9	tan mag'in nin pinakakablit nin pakadusawan ra;
ROM.11.10	kumapoy kumon a mata ra ta pigaw nin kai ra nin mapipigaw in,
ROM.11.10	tan gumukot sara kumon anggan-angga bana' sa sain say mambalatayen ra.”
ROM.11.11	Magwa' tamon ipa'ka' a wanti e: Bana' ta saray kapada kon Judio ket kai raya nin naalilbi' a syay Cristo, ket nanganggayti sa nikasida' raynan anggan-angga.
ROM.11.11	Ambo' gapo nin wanin! No kai edet, sin kai sara nin nagmatalek konan Dios, ginwa' na a maisalba saray ambo' nin Judio ta pigaw nin sa wanin ket, umibeg saray puri na ni Israel ket rabayen rayna anamaet a magmatalek kona. 
ROM.11.12	Sawanin, ma'kit tamo a sin nagsiandi' saran mangako' a Judio sa ginwa' nan Dios tan na'met ra a pammindisyon na konra, ininganga'do nasara tan binindisyunan nasaran Dios a abaw nin raruman tutawo. Ket no wanin a ginwa' nan Dios, ay ket mas laloyna li' nin anina nin anda' no masibulot saraynan mayi kona a Judio!
ROM.11.13	Ket komoyo nin ambo' nin Judio, ibarita' koyti:
ROM.11.13	Nibaki' nakon Dios nin apostol na komoyon ambo' nin Judio, ket manted'en koytin trabaho nin nipagwa' kongko 
ROM.11.14	sa ilalo ko nin bana' sa panunulong ko komoyo ket umibeg sara komoyoy kapada kon Judio. Ket yupa' sa wanin, magmatalek sara anamaet ket maisalba nasaran Dios.
ROM.11.15	Anaod, no say nipamauryan na konran Judio ket nag'in nin nakakituno a abaw nin raruman tutawo konan Dios, anina li' nin anda' no akuen nasarayna a Judio nin Dios! Bara'mo li' anaod nin pinasubli' saran mabyay a nati!
ROM.11.16	Tanda' tamo a no si nu'nan nagwa' nin tinapay ket maikana' ya konan Dios, maikana' ya anamaet a lamang a masa a pangibwatan na. Anamaet, no si puon nan sayay kayon olibo ket naipurok yan para konan Dios, naipurok anamaet a lamang a susanga nan siin a kayo. Kipada sara sa sain a Judio a sara a susanga tan saray puon ra a puon nin olibo. 
ROM.11.17	Sawanin bale', pinukan nan Dios a raruman sanga nan sitin kayo. Si'kamo anamaet nin ambo' nin Judio, bara'mo kamon sanga nin raruman kayon olibo a basta nin tinmubo'. Kinalap kamo tan nisu'pek kamo sa gindat nin kami'nan nin pinukan nin sanga, nin mangkibyay kamo konan nimula a kayo. Kapadan nisu'pek nin sanga nin mangkibyay mangibwat sa marigsa nin yamot, mangkirama' kamo sa abaw nin bindisyon a nipangako' nan Dios konran puon ran Judio. 
ROM.11.18	Ket andi' kamo anaod rumangas a wamoyo mas maong kamo dyan saray Judio nin bara'mon sangan pinukan. Panemtemen moyon sanga kamo tamo'. Kai nin mangkibyay a yamot komoyo no kai edet, si'kamoy mangkibyay sa yamot.
ROM.11.19	Bangli' no rumangas kamoyna a wamoyo “Ya, no kai kami nin mas mabli nin ambo' nin Judio dyan saray Judio nin bara'mon sangan napukan, mayin a nisili nakamin Dios sa lugar ra?”
ROM.11.20	O', tutuon page' a nisili nakamo bana' ta kai sara nin magmatalek kona. Si'kamo anamaet, nisili nakamon Dios konra bana' tamo' ta nagmatalek kamo kona. Edet, andi' kamo nin rumangas no kai pakanda' kamo sa magwa' na nin gaw'en ana bungat komoyo. 
ROM.11.21	No si Dios ket kai nasara nin ininganga'do a Judio nin sara a bara'mon peteg nin sanga nan kayo, lalo nakamoynan magwa' nin kai nin inganga'dwen no gaw'en moyoy kapadan ginwa' ran Judio.
ROM.11.22	Adalen moyo edet nin maong no pa'no ya kamaong a Dios, tan no pa'no yaynamaet nin mabayani nin manusa. Dinusa nasaray Judio a sinmubag kona, bale' komoyo, mapainganga'do ya dapot no ituluy-tuloy moyoy magmatalek sa kamaungan na komoyo. Bale' no kai, pukanen nakamo anamaet. 
ROM.11.23	Sara anamaet a Judio nin bara'mon sangan pinukan, no sumubli' saran magmatalek ana sa ginwa' nan Dios para konra, akuen nasaran uman nin Dios a bara'mo saran sangan naisubli' nin nigalet konan puon ta magwa' nan gaw'en in nin Dios. 
ROM.11.24	Anaod, ambo' nin urdinaryo in a ginwa' nan Dios komoyon ambo' nin Judio a bara'mon sangan kayon basta nin tinmubo' nin kinalap mi'sa nisu'pek konan nimulan man'alilaen. Edet, mas maibagay nin adayo' nin isubli' nasaran Dios sa gindat a lugar ra a Judio nin sara a bara'mon peteg a sanga nan kayon nimula.
ROM.11.25	Bubsat, rabay kon matandaan moyaytin katutu'wan a gindat nin kai man'ipatandaan. Ipatandaan koyti komoyo ta pigaw nin kai mag'in nin pinasyan kata'gayan anan pangingikit moyo sa lalaman moyon diri. Sain say katib'eyan nin ulo ran raruman puri na ni Israel nin kai magmatalek konan Dios, ambo' in nin pirmaninti. Mi'teng tamo' in anggan marate' a awro a sarba ran ambo' nin Judio nin rinabay nan Dios nin magmatalek kona ket magmatalek sarayna kona. 
ROM.11.26	No saytaw li', maisalba nasaraynay puri na ni Israel. Main nin mabasan wanan Dios sa Masanton Kasuratan maipa'ka' sa sain. Wana,
ROM.11.26	“Si Mangingisalba, mangibwat ya konran tutawo sa Jerusalem
ROM.11.26	Galten na li' a puon nin pakadusa ran saray puri na ni Israel
ROM.11.27	Matukid ana in li' nin nipangako' ko konra a pakasawen koynay kasalanan ra.”
ROM.11.28	Bana' anaod ta kai raya timper a Mabistan Patanda', nag'in saran kakuntra na nin Dios ket, komoyo nin ambo' nin Judio, naibi a pagkanawanawan maisalba kamo. Wanin man, bana' ta saray pinili' nan tutawo na, tan bana' sa nipangako' na konran puon ra, mabli sara et a lamang konan Dios. 
ROM.11.29	Anaod, kai na gapo nin babawien nin Dios no si'no saray sinagyat nayna tan say abaw a bindisyon a nipangako' nayna konra. 
ROM.11.30	Si'kamon ambo' nin Judio, gindat a kinmuntra kamo konan Dios. Bale' bana' sa pangunguntra ran Judio kona, nipa'kit nan Dios a inganga'do na komoyo. 
ROM.11.31	Wanin ra anamaet sawanin nin Judio komoyo sin saytaw a mangkumuntra sara konan Dios. Ket, yupa' sa parihon padalan sa ginwa' nan Dios komoyo, inganga'dwen nasara li' anamaet. 
ROM.11.32	Sawanin si Dios, nipa'kit na a sarba ket sikakasalanan tan manepeg nin madusa ta pigaw nin magkamain nin padalan a maipa'kit nay inganga'do na sa sarban tutawo.
ROM.11.33	Wanin anay kamaungan nan Dios! Say kadunungan tan pakatanda' na ket kai gapo nin matukod! Kasa gapo nin si'numan a magwa' nin manita sa paninintinsya na tan makapangipapalaway sa man-gaw'en na!
ROM.11.34	Anaod, wanan mabasa sa Masanton Kasuratan,
ROM.11.34	“Si'noy masrepan nay pangingisip nan Dios?
ROM.11.34	Si'no anamaet a makapangipapalaway no ani a mabista nin gaw'en na?
ROM.11.35	Si'noy nakautangan nan maong a nakem ta pigaw nin matkap a tubaleen naya?
ROM.11.35	Kasa gapo!”
ROM.11.36	Syay namarsa nin bungat ana. Syan lamang anamaet a mampangalinya nin sarba, tan say sarba ket nigagaran pangibwatan nin rayo na. Itandudo' ya kumon a ngaran nan Dios anggan-angga!
ROM.11.36	Peteg a wanin!
ROM.12.1	Sawanin edet, bubsat, wanti e a ay'ay ko pa komoyo: Bana' sa alakin inganga'do nan Dios kontamo, isuko' moyoy kadiryan moyo kona nin tubale' kona. Da'ton in kona nin paririketen yan pagkakabyay moyo nin para tamo' kona tan say pamaringgas moyon byay moyo. Wanin a manepeg nin pagsisirbi moyo kona. 
ROM.12.2	Andi' kamo nin kikumpurmi sa padalan nin pagkakabyay sa sitin kapresan a panaon. Say gaw'en moyoyna edet, aburuyan moyon birngen nan Dios a kukanakman moyo ket masilyan a pitatawo moyo. Sa wanin, maamingaw moyoyna li' no ani a rabay nan Dios para komoyo. Sayti ket say matunong tan mabista, say makapaririket konan Dios, tan say kasan kakurangan nin pagkakabyay moyo sa pangingikit na.
ROM.12.4	Kapada nan lalaman a saya ya tamo' bale' abaw a parti na tan barang sayay parti ket sakalakoy kausaran, 
ROM.12.5	si'tamo anamaet nin mampagmatalek kona ni Cristo, abirno nin abaw atamon saka-sakalakon tutawo, pa'sar tamo a sayan-sayay lalaman bana' sa nikaipasaya tamo kona ni Cristo. Say nikaikalamo' tamo anamaet a lamang sa barang saya tan saya ket pa'sar say nikaikalamo' nin puparti nan lalaman sa saya tan saya.
ROM.12.6	Ket, mangibwat sa kamaungan nan Dios nibi nay lugaren tamo ket main ana a barang saya kontamo nin saka-sakalakon naiduman pakababa' nin maiseke' sa sain nin lugaren tamo. Bilang wadi' anaod, si saya ket napuyaan yan pakababa' nin mangipatanda' nin say iti sa kanakman nan Dios, ket matkap kumon a sayti nin ipatandaan na ket maitukoy sa mantepren na a nibarita' nan Dios kona. 
ROM.12.7	No say naipuya' kona ket say pakababa' nin magsirbi konran raruman tawo, sain kumon a gaw'en na. No say pakababa' nin mangyakay nin katutu'wan a nipuya' kona, sain kumon a gaw'en na. 
ROM.12.8	No say pakababa' nin mamagsen nin pammemper a nipuya' kona, sain kumon a gaw'en na. No say pakababa' nin mami a nipuya' kona, mami ya nin masibulot a pinanakem. No say pakababa' nin mangipangulo a nipuya' kona, pakandaen nay pangingipangulo na. Ket no say pakababa' nin tumulong konran makatkap nin tulong a nipuya' kona, gaw'en nan siririket.
ROM.12.9	Peteg kumon a pangangado' moyo tan ambo' tamo' nin wadi'-wadi':
ROM.12.9	Guraen moyoy kadukaan ket, ted'en moyoynay pangwa' nin maabig. 
ROM.12.10	Mikawa'nanan kamon pikawa'nanan nin mibubsat. U'nawen moyon igalang a saya tan saya. 
ROM.12.11	Andi' kamo tumamlad no kai edet, pakaseseg kamo. Sirbyan moya nin masibulot a kanakman a Uunuren tamo. 
ROM.12.12	Paririketen kamo nin pangingilalo moyon mabistay marate' moyo li'. Agwantawan moyoy dya'dya' a rumate'-rate' komoyo. Andi' moyo nin lingatan no kai edet, lawas kamon dumasal. 
ROM.12.13	Itao moyoy main moyo konran kapada moyon tawo nan Dios nin mampagkurang tan siririket kamo kumon lawas nin manan'ili. 
ROM.12.14	Idasalan moyo saray mampamadya'dya' komoyo nin bindisyunan nasaran Dios. Andi' moyo idasal a dusawen nasara kumon nin Dios. 
ROM.12.15	Kiririket kamo konran saray main nin puon nin rumiriket, tan kibereng kamo konran iti sa kaberengan. 
ROM.12.16	Miaaluyon kumon a kukanakman moyo. Andi' kamo nin mipata'gay no kai edet, kilimug-limog kamo konran saray main nin mampagkurangan komoyo.
ROM.12.17	Andi' moyo sara nin amanwen nin kadukaan a mangwa' nin duka' komoyo. Ipamuspusan moyo a say gaw'en moyo ket kusto sa angan-angan nin sarban tutawo. 
ROM.12.18	Sa anggawan nin mababa' moyo, ipamuspusan moyo a katuno moyo a sarban tawo no magwa'.
ROM.12.19	Bubsat, andi' kamo nin gumale' konran magkasalanan komoyo. IpaDios moyoynay panunusa konra bana' sa sager na ta wanan Dios a mabasa sa Masanton Kasuratan,
ROM.12.19	“Iti kongko a kanepegan nin gumale'. Si'koy manusa.”
ROM.12.20	Say gaw'en tamoyna edet ket sayti e nin wanan Masanton Kasuratan,
ROM.12.20	“No si kalaban moyo ket mabitil ya, pakanen moya. No milata' ya, painumen moya.
ROM.12.20	Sa wantin gaw'en moyo duming'ey yan maong sa duka' a ginwa' na komoyo.”
ROM.12.21	Matkap a andi' kamo nin talwen nin say kadukaan no kai edet, talwen moyoy kadukaan yupa' sa pangwa' moyo nin say maabig.
ROM.13.1	Say barang saya komoyo ket matkap a paisirong konran saray iti sa uray ta kasan pakayadi' ran mampag'uray nin sarain no kai nasara nin binyan nin Dios, tan sarain saray iti sa uray ket si Dios a lamang a nangikwadsen konra. 
ROM.13.2	Ket saray manguntra konran mampag'uray, mangkuntrawen ra anamaet nin lamang a nitalaga nan Dios; ket bana' sa pangunguntra ra, madusa sara. 
