MRK.1.1	Kha mbɨghar Iesus Krais Gotɨn Otar rɨkɨnarɨ kharaghava amuisiri iŋaarir aghuuir gunɨm mbɨŋgeeghi.
ACT.5.10	Pita mbɨŋgɨvɨre itima, Safaira aŋnɨ usuaniiŋn irɨghava aremi. Gumasir iŋgaa avhen zaa garima aŋna aremisi mee ana nigha akɨran gugha aŋn mananɨ umoghɨ mbɨroghɨrama ana athɨ. 
ACT.5.11	Mauthughura avhighevhigheni ikhɨv Kraisɨna andarsi bar mem mbato. Gumasi, bisir kharsiva oraesi tharsi, mee bar ivhɨra avhighavighi.
ACT.5.13	Gumasir igharis tharsi, men phoghaousua thange nɨghɨnɨsi phatɨ. Mee meni izɨɨri ufha ikaaŋi, mee othɨvhana aghuuŋga amui. 
ACT.5.14	 Marsi nɨghɨnɨghana aghavagharan Ikhɨvan ikha mena avhen zuima, men rɨmbomboni bar guavanambo. 
ACT.5.15	 Kamagha amuisi gumasi arɨmarɨr gumasi nigha mee athuui rako akurigha ariigha mee niia zaava utuavɨm mbɨroghɨn mee arɨsi. Mee kamagh nɨghɨnɨghana aghavaghar iti, aro Pita aŋgisiraghtima aŋn iŋeendagh arɨmarɨr gumasir iphɨn ikhɨti, mee nom inderaghami. 
ACT.5.16	 Uthughun khavɨn ivhɨra Jerusalem mbɨroghɨn itirɨ uŋuimbar sovsegher gumasira avhɨrara, mee nona arɨmarɨr gumasi rako amisi nigha ze. Mauthughura mee ivhɨra non gumasi rako amisirɨ unduur maghatɨsi aphasasi tharsi nigha zesima, mee barbar nomthegha indera.
ACT.5.18	Sadiusiiŋn phoghɨn gumasir marsi menɨ usuiragha rɨvɨnan kɨrthɨghan ikhɨva athɨ. 
ACT.5.19	 Mee rɨvɨnan kɨrthɨghan itima, rɨmaaŋn Ikhɨvan ensel ithɨɨ ukuigha mee nigha akɨran ze. 
ACT.5.20	Ensel kamaghɨm mbɨŋgeeghi, “Gee maaŋɨ, Gotɨ rɨphena mbɨroghɨnɨ utughɨva mɨghasɨgh ikaamiri ikɨran ikaman gun gumasi rako amisi vɨkɨm.” 
ACT.5.21	Iesusɨm mbɨsevisi gumasi amɨrɨtusi rɨmaaŋra, ensel mem mbɨkemisi moghɨn Gotɨ rɨphenam mbɨroghɨn gua, gumasi rako amisir surea amui.
ACT.5.21	Mauthughura Gotɨna aphuraphurava aghae rako bisir aŋga anɨndi gumasiri ikhɨv nona akuruvasi tharsir phorugha zaa, Judariro osɨmndɨsiva oraghava anda rɨkɨrir rɨphenana garir gumasir dɨɨsima, mee gua nori akuvagha iti. Israelɨn izɨɨri iti gumasira aruura nori akuvagha iti. Mee Iesusɨm mbɨsevisi gumasi nigh zaaousua rɨvɨnan kɨrthɨghan rɨphenan garir gumaghousua akama amanda. 
ACT.5.22	Mauthughura ganganir gumasi marsi gua rɨvɨnan khɨrthɨgha rɨphenan otogha garima mee khagh iti phatɨsima, mee nomthegha zaava bighan khavɨn gunɨm mbɨŋgeeghi, 
ACT.5.23	“Ee rɨvɨnan khɨrthɨgha rɨphenan garima mee inderaghavɨra an ithɨɨraakaa rɨkuusima, rɨvɨnan kɨrthɨghan rɨphenan garir gumasi aŋn ithɨɨra akaar utuivighav iti. Maghɨra ee ithɨɨ ukuigha garima, thav avheni iti phatɨ.”
ACT.5.24	Mee gua bighan khavɨn gun mbɨkemisi, Gotɨ rɨphenan garir gumasir aphan koma Gotɨna aphuraphurava aghae rako bisir aŋga anɨndi gumasiri ikii phura nɨghɨnɨsi, “Manmagha amisi bigh nomthegh othuivti?” 
ACT.5.25	Mauthughura gumaghan mav zaa kamaghɨusue, “Gee oraisire! Gee rɨvɨnan khɨrthɨgha ariisi gumasi Gotɨ rɨphena mbɨroghɨn utuivighava gumasi rako amisir surea amui.” 
ACT.5.26	 Kamagha amuisima Gotɨ rɨphenan garir gumasir aphan, a nombɨn phorugha iŋaari tharsi, men phorugha gua Iesusɨm mbɨsevisi gumasi nigha zii. Mee kamagh avhighavighava, gumasi rako amisi aŋgɨr meŋgi nivighemi, kamagha amuigha mee phura inɨmɨra mee nigha zii.
ACT.5.30	 Gera Iesusɨ mbɨsuegha khani ighuuvan ana gurasima aŋna aremi, ena avhav Got, Iesusɨ ufhuesi a nomthegha rɨkavhi. 
ACT.5.31	 Got ana nigha nona agharan guvɨn aŋna athɨsima, ana mɨghasɨgha itir ikɨran aghuuŋ enɨ ufhuaragha zui gumagh ko gumasir akuruvaghamir gumagh ikaami. A Israeli ramuightima mee nɨghɨnɨsigh ɨraghti Got meno othevir maghatɨsi gɨna amaaŋga. 
ACT.5.32	 Ee Got amuisi bisir kharsir gunɨm mbɨŋgeeghi. Gotɨnɨ Utum ivhɨra Got amuisi bisir kharsir gunɨm mbɨŋgeeghi. Aŋm mbaragha aŋn gɨn zui tharsi, Got nonɨ Utum meŋga anɨndi.
ACT.5.34	Uthughun khavɨn Farisiiŋn akoghɨn gumaghan mav Gamaliel, Judariro othevi surea amuir gumagh. Gumasi rako amisi aŋni izɨɨ ufhii. A Judariro osɨmndɨsiva oraghava anda rɨkɨrir rɨphenan avhen rɨkavhigha utugha, mbɨŋgeeghi, Iesusɨm mbɨsevisi gumasi thange akɨran ikhɨɨ. 
ACT.5.35	A mbɨŋgɨŋgɨr kharsigha amui, “Israeliiŋn akhoghɨn gumasi, gee othɨva thav gumasir kharsi ramuamɨusua inderaghavɨra nɨghɨnɨghri. 
ACT.5.36	 Boghumɨra Teudas otogha kamagh nombɨ mbɨŋgɨ kamaghɨusue, ‘Khɨɨ gumaghan aphanan mav.’ A mbɨkemisima 400ɨn mɨn gusi gumasi aŋn gɨn gue. Uthughun khavɨn gavman aŋm mbɨsuesima, aŋna aremi. Kha uthughun aŋn gɨn zuir tharsi mee bar atamatamɨra are. Mee amuisi bighan khav aghaa otosi phatɨ. 
ACT.5.37	 Teudas aremigha gɨvasima aŋn gɨn gavman gumasi rɨmborir uthughun oto. Galilin distrighɨn gumaghan mav Judas a gumasir bɨsan mavɨnɨ ufhuaragha gua mee gavmanɨn phorugham mbɨsosi. A ivhɨra aremisi aŋn gɨn zui tharsi, mee atamatamɨra are. 
ACT.5.38	 Kamagha amuisima thighira, bighan khav khɨɨ kamagh gee mbɨkɨmamɨusua. Bigha thavɨn gumasir kharsir amua thaghɨri! Mee thaeghtima mee mara maaŋɨ! Gee phura gan, men iŋaar gumagha thavɨn iphɨnɨ uthughɨva, deeŋgirɨghami. 
ACT.5.39	 Mee Gotɨn izɨɨnɨ uthughɨva bigha thavɨ ramuighti, gee men thɨvan thughatɨs phatɨ. Gee inderaghɨva ganri! Gee Gotɨn phorugh nori vɨsueghemi.”
ACT.5.39	Mee Gamalielɨn nɨghɨnɨghan gɨn gue. 
ACT.5.40	 Mauthughura Iesusɨm mbɨsevisi gumasir dɨɨsima, mee avhen guesima mee phura mee fhasoroghi. Mee Iesusɨn izɨɨn bisi vɨkɨman men thɨvagha mee thaesima mee gue. 
ACT.5.41	 Mee gua mbɨŋgeeghi, “Got emɨusua bar iphuigha ee mbɨnamɨnaaŋ athɨsi, ee Iesusɨni izɨɨn osɨmndɨsi nii.” Mee kamagh Judariro osɨmndɨsiva oraghava anda rɨkɨrir rɨphenan avhen itir gumasi thaegha gua bari iphui. 
ACT.5.42	 Mee mɨghasɨgha gua Gotɨ rɨphenan mbɨroghɨn guava igharisi gumasir rɨphenir gua akaar aghuuir gumasi rako amisi vɨŋgɨva men surea amuavɨre iti. Mee akamɨ ukura kamaghɨm mbɨŋgeeghi, “Iesus a Got nom ee niamɨusua mbɨsevisi gumagh.”
ACT.6.2	Kamagha amuisima Iesusɨm mbɨsevisi gumasir 12 pɨla, mee suren gumasi bar men dɨɨsima mee zaa nori akuvasima, mee kamagh mem mbɨŋgeeghi, “Ee Gotɨna akamɨ ukurir iŋaara thaeghɨva aghan iŋaara ramuaŋga, kamagh a inderasi phatɨ. 
ACT.6.3	 Kamagha amuisima, ena avheeŋmbuagha, gee norir thooŋn 7 pɨlan gumasia mbɨsevi. Men othevi, gumasi rako amisir arɨmasi rɨfhaaŋn bar inderagha, Gotɨnɨ Utum meŋgi izɨvasima, mee ivhɨra nɨghɨnɨghan aghuuŋ iti. Ee mee nighɨva iŋaaran khavɨra athɨghtima mee aŋn ganaŋgami. 
ACT.6.4	Ara ee nori iŋaaran khaniiŋ ramuaŋga. Ee Gotɨn phorughum mbɨkɨmɨva, Gotɨna akamana aghuuŋn gumasi rako amisir sure ramuaŋga.”
ACT.6.6	 Mee gumasir kharsi nigha Iesusɨm mbɨsevisi gumasir arɨmasi rɨfhaaŋn gusima mee afharir men aphanir iphɨn athɨgha memɨusua Gotɨn phorugham mbɨŋgeeghi.
ACT.6.9	 Marsi rɨkavhigha Stivenɨn phorugha mee akaar nori vatosi. Mee Gotɨn phorugha mbɨŋgeer rɨphen aŋn izɨɨ Osɨmndɨsi Phatɨsi Gumasi Rɨphen. Mee Sairininɨ uŋuun gumasi, rako Aleksandrianɨ uŋuun gumasi, ko Silisian distrighɨn ko Esian distrighɨn gumasi. Mee Stivenɨn phorugha nori vatosi. 
ACT.6.10	 Uthughun khavɨn Gotɨnɨ Utum nɨghɨnɨghan aghuuŋ Stiven aŋga anɨɨŋi. Kamagha amuisi, Judarir akoghɨn gumasi ana akaar iŋgarɨgha ramuan iŋgura. 
ACT.6.11	 Mee moŋgava, gumasir marsi khorir amuamɨusua mee bɨra mbɨŋgeeghi, “Gee kamagh mbɨkɨm, ‘Ee orasima Stivenɨm mbɨŋgɨŋgɨr maghatɨsira Moses ri Gotɨ amui.’ ” 
ACT.6.12	Othɨvhan khavɨn mee gumasi rako amisi, gumasira aphani rako Judariro othevi ikeeŋsi gumasi navigh amuima anda rɨkavhi. Mee Stivenɨmɨusua gughava aŋnɨ usuiragha ana nigha Judariro osɨmndɨsiva oraghava anda rɨkɨrir rɨphenana avhen iti gumasir arɨmasi rɨfhaaŋ gue. 
ACT.6.13	 Mee khorirɨ mbɨŋgɨŋgɨ tharsir aŋ ramuamɨusua gumasir marsi nii. Gumasir kharsi kamaghɨm mbɨŋgeeghi, “Gumaghan khav mɨghasɨgha akaar maghatɨsi Gotɨ rɨphenam mbɨŋgɨva ivhɨra Moses osɨrisiro othevi vɨŋgeeghi. 
ACT.6.14	Ee orasima a kamaghɨm mbɨŋgeeghi, ‘Gumaghan khav Nasaretiiŋn gumagh, Iesus, a Gotɨ rɨphenan khava rɨphɨrighɨva aŋra afharaveghɨva, Moses fhomɨra eŋga aniiŋsir othevi oteghɨvɨkɨnighemi.’ ” 
ACT.6.15	Kha uthughun Judariro osɨmndɨsiva oraghava anda rɨkɨrir rɨphenana avhen iti gumasi barbar apiighav ikava arɨmaghaniiŋ barɨm mbɨghɨravɨra Stivenɨn gari. Mee garima an khom enselɨn mɨn afhogha sii.
ACT.7.1	Gotɨna aphuraphurava aghae rako bisir aŋga anɨndi gumasiri ikhɨv, Stivena azaaghi, “Mee niiŋga asir akaar kharsi, anda guisimbaaŋra, o?” 
ACT.7.2	 Mee mbɨkemisima Stiven men akam ikara, “Nana aveeŋmbua rako nan inasi gee nambaragh! Ena avhav Abraham, a thighar Haranɨnɨ uŋuun maŋŋanga, a Mesopotemianɨ unuaghɨnan ikhavɨre itima, aŋaran iti Got aŋm mbato. 
ACT.7.3	Aŋm mbɨŋgɨ kamaghɨusue, ‘Nɨɨ nona andarsir ko nonɨ unuaghɨna thaeghɨva khɨɨ nɨɨn khɨvamirɨ unuaghɨnan maaŋɨ.’ 
ACT.7.4	 Abraham Kaldianɨ unuaghɨna thaegha guava Haranɨnɨ uŋuun iti. Uthughun khavɨn aŋni inaghavesɨn ovhevheeŋn gɨn, Got ana amandasi unuaghɨnan khavɨ ee thighira aŋn iti. 
ACT.7.5	 Gotɨ unuaghɨnan asɨgha thuaaŋ rɨthugha a nona avavigha aniiŋsi phatɨ. Got aŋn phorugha akama rɨkɨra kamaghɨusue, aŋn phorugh aŋna avhav tharsi ivhɨra unuaghɨnan khavɨn ikaami. Uthughun khavɨn Abraham nombɨ boori phatɨ. 
ACT.7.6	 Got kamagh Abrahamɨm mbɨŋgeeghi, ‘Nɨɨn avhavi, igharisirɨ unuaghɨnan ikaami. Mee gua igharisi unuaghɨnan iŋaari gumasir kɨnir mɨn itima 400 pɨlan ombarira avhen mee phuv meŋga amui. 
ACT.7.7	 Khɨɨ mee meŋga amuisiro othevir maghatɨsi khɨɨ gɨna anda ikaravaghami. Gɨn mee unuaghɨnan khava thaegh akɨran zɨva aŋanan khavɨn ikhɨva nan izɨɨ ufhaami.’ 
ACT.7.8	 Got fhomɨra unuaghɨnana asɨgha thuaaŋn Abraham ranɨɨŋmɨusua akama rɨŋgɨrana aghavaghara mbɨkemi. Gumughun Got akaman aghavagharan khavɨn aŋga anɨɨŋga kamaghɨusue, ‘Nɨɨ othɨvhan khavɨn gɨn maaŋɨva nona andarsi bar men momooŋn niro ofhɨsia rɨghorighɨri. Gɨn gee bighan khavɨn gan nɨghɨnɨghami, “Got fhomɨra ena avhav Abrahamɨn phorugha rɨkɨrisira akam.” ’ Kamagha amuisima Abrahamɨna amuuŋ Aisaghɨ otesima, 8 pɨlanɨ uthusir gɨn Abraham Aisaghɨn momooŋn nerɨn ofhɨgha rɨtu. Aisagh Jekovɨn inaghavesɨn otogha Jekovɨn nerɨn ofhɨgha rɨtu. Bar gɨn Jekov ena avhavir 12 pɨlan inaghavesi otogha ivhɨra men momooŋn niro ofhɨsi rɨghori.
ACT.7.12	 Kha uthughun Jekov orasima aghae Isivɨnɨ unuaghɨni itima, mamagha amuigha, a ena avhavi amandasima mee ufhuarasir arorɨa amua zui. 
ACT.7.13	 Mee nomthegha zuir arorɨn gua, Josevɨn garima a nombɨn gun nona avheeŋmbua vɨkeemigha, maghɨra men gun ativasi gumagha mbɨkemisima a mee ikaaŋi. 
ACT.7.14	 Kha bighaaŋn gɨnɨ, Josev noni inaghavhesɨusuava akama amaŋga dɨɨsima, Jekov nona andarsi rakua mee aŋna aghan gue. Mee rɨmbombon 75 ɨnɨ utu. 
ACT.7.15	 Gumughun Jekov Isivɨnɨ unuaghɨnan gughava aremi. Ena avhavi mee ivhɨra arɨɨghire. 
ACT.7.16	 Mee men khuu nigha nomthegha Sekemɨnɨ uŋuun zegha mee akɨman umoghɨn thooŋga arɨsi, Abraham fhomɨra Sekemɨnɨ uŋuun ikha Hamorɨn otarir aghaanɨ uvhuesirɨ umogh.
ACT.7.18	Gɨn ativasir gumaghan igharisi thav, a Josev thange ana ikeeŋsi phatɨgha, a Isivɨn ativasi gumagh iti. 
ACT.7.19	 A en gumasi rako amisir khoru amua othevir maghatɨsi ena avavigha amui. Gumughun mee non boorir irɨrɨvi phura akɨran usueghava, arɨmamɨusua meŋga aghorima mee arɨghɨre. 
ACT.7.20	 Uthughun khavɨn Mosesɨni inaghamuuŋ aŋm mbate, a Gotɨna arɨmasi rɨfhaaŋn bar inderasir otar. A ikɨniiŋn phunini ko mbɨkethavɨn noni inaghavesɨ rɨphenan itima, aŋni inaghamuuŋ nombɨra aŋn gari. 
ACT.7.21	 Gɨn mee ana nigha akɨran an athɨsima, ativasi gumaghan guiv ana nigha gua non otaran mɨn aŋn gari. 
ACT.7.22	Gumughun Moses Isivir nɨghɨnɨghan aghuuŋ nigha mbɨŋgɨmɨŋgɨr aghavaghari rako iŋaarira aghavagharigha amui.
ACT.7.24	A Israelɨn mavɨn garima Isivɨnɨ unuaghɨnan gumaghan mav aŋm mbɨsogha iphasavɨra aŋga amui. Mauthughura Moses gua aŋn akuruvagha, Isivɨn gumaghan othɨvhan maghatɨgh ikarvagha, aŋm mbɨsuesi ana aremi. 
ACT.7.25	Uthughun khavɨn Moses kamagh nɨghɨnɨsi, ana andarsi kamagh ikeeŋgɨm mbɨkɨmaŋga, Got men akuruvaghaousuava na amanda. Mee bar ikeeŋsi phatɨ. 
ACT.7.26	Amɨrɨtusi rɨmaaŋra Moses garima Israelɨn gumaghaniiŋ noniiŋm mbɨsosi. Mauthughura aniiŋ noniiŋm mbɨsosima a gua navana amɨɨŋndɨghan aniiŋga anɨɨŋga aniiŋm mbɨŋgeeghi, ‘Mani, aŋgo oragh, aŋgo aveeŋndɨniiŋ, aŋgo thoghousua kaghɨra noni mbɨsosi?’ 
ACT.7.27	Thighira osɨmdɨsigha mbɨnɨŋmbaaŋga amuisi gumagh, a Mosesɨ arughavɨkɨnigha kamaghɨusue, ‘Thɨɨŋra nɨɨ ambɨsevisi nɨɨ en gumaghan aphan ko osɨmndɨsiva oraghava anda rɨkɨrir gumagh? 
ACT.7.28	Nɨɨ boghumɨn Isivɨnɨ unuaghɨnan gumagham mbɨsuesi ana aremisi moghɨn, nɨɨ thighira nam mbɨsoghusua nam mbɨsueghti khɨɨ arɨmaŋga.’ 
ACT.7.29	 An aŋm mbɨkemisima Moses kamagh oraegha Isivɨnɨ unuaghɨnan thaegha ara gua Midianɨnɨ unuaghɨnan ikha amuuŋn ikhava otaran phuninim mbate.
ACT.7.31	Uthughun khavɨn a bighan khavɨn ganigha rɨŋgavan maghatɨgha amui. A bar aghangera maaŋɨ inderaghɨvɨra ganamɨusuava amuava, Ikhɨvan ithɨɨŋ mbarasi, 
ACT.7.32	‘Khɨɨ nɨɨn avhav Got, Abraham ri Aisak koma Jekov.’ Am mbɨŋgeema, Moses inɨgha ganan avhighavighi. 
ACT.7.33	 Mauthughura Ikhɨv aŋm mbɨŋgeeghi, ‘Nɨɨ utughav itir aŋan, khara nanɨ unuaghɨn khɨɨ aŋn thɨva. Kamagha amuisi, nɨɨ nona aŋgarir shari usue. 
ACT.7.34	Nan gumasi rako amisi Isivɨnɨ unuaghɨnani itima mee othevir bar maghatɨsira meŋga amuima khɨɨ gani. Khɨɨ mena arareeva oraegha, men osɨmndɨsia gɨvaousua zighiri. Nɨɨ zɨɨ. Khɨɨ nomthegh Isivɨn nɨɨ amaaŋga.’
ACT.7.36	 A mee nigha Isiva thaeghaousuava rɨŋgavan maghatɨgha amuir othevi rako gamgaaŋn bisira avhɨrara amui. A Isivɨnɨ unuaghɨn ko Retsin amaaghasɨgha rɨmɨni ikhɨvan othevir kharsigha amui. A gumasi iti phatɨsira aŋanan a 40 pɨlan ombaarir andagha amui. 
ACT.7.37	 Khara Mosesɨn khavɨra, a Israeli mbɨŋgɨ kamaghɨusue, ‘Got gen thooŋn akam nigha zii gumagha thav nan mɨn ana mbɨsevighemi.’ 
ACT.7.38	 Gumughun Israeli gumasi iti phatɨsira aŋanan nori akuvagha itima a mena arɨghan iti, a Sainaian oraghɨn guavanambosi ensel aŋm mbɨkemi. Aŋna akaman aŋamɨre iti thav ee ranɨɨŋmɨusua, aŋga nɨɨŋi.
ACT.7.40	 Mee Aronɨ mbɨŋgeeghi, ‘Ee ikeeŋsi phatɨ, ee nigha Isivɨnɨ unuaghɨnana akɨran zesi gumaghan khav, Moses, theghɨnan bighaaŋ aŋmbato. Nɨɨ emɨusua marɨvir gua ramuightima anda enɨ ufhuaraghɨ utuavɨn maŋŋaŋga.’ 
ACT.7.41	 Uthughun khavɨn marɨvan khom mee burmagharɨnɨ uŋuughan mɨna aŋga amui. Mee ana azenara afhaghava ana aphuraphurava aghae rako bisir aŋga anɨɨŋgava aŋni izɨɨ ufhii. Mee aghughuiigha amua inighinighava isaman ikhɨva amui. 
ACT.7.42	 Kamagha amuisima Got akɨrɨ ragha meŋga asegha mee thaesi mee ovheen itir mbɨkovir izɨɨri ufhii. Gotɨn akam nigha zesi gumasi mee ana osɨrisi a mem mbɨghar iti. A kamaghɨusue, ‘Gee Israeliiŋn akhoghɨn gumasi, mara gee 40 pɨlan ombaarir gumasi iti phatɨsira aŋanan ikha Gotɨn aphuraphura aghae rako bisir aŋga anɨndi? Bar phatɨ. 
ACT.7.43	Gee asaaŋ Moleghɨn marɨvan khoman ambɨkav gee aŋgi isaghuphugha, ivhɨra asaaŋ Refanɨm mbɨkovan iŋeendaghe isaghuphughava arui. Kha asaaŋni, gee aniiŋn othevir gɨn maŋŋamɨusua aniiŋga amui. Kamagha amuisima, Got genɨ unuaghɨnan gem mbatueghɨva, gee amandaghtima gee maaŋɨ Babilonɨnɨ unuaghɨna thaeghɨva maaŋɨ uvhuaaŋn ikaami.’ 
ACT.7.45	 Ena avhavi ambɨkav nigha, aŋgɨ uphugha Josuan gɨn zii. Mee gua igharisi uŋuun guesima, Got mena akuragha aŋni itir gumasi rako amisigha avharasima, mee ma unuaghɨn nii. Ambɨkhavan khav men phorugha ikhavɨre itima Devitɨnɨ uthugh oto. 
ACT.7.46	 Devit Gotɨna arɨmasi rɨfhaaŋn inderasi Got inderaghavɨra aŋga amui. A kamagh Gotɨn azaaghi, ‘Khɨɨ Jekovɨn Gotɨusua rɨphena ramuaŋga, o?’ An aŋna azarasima Got mbɨŋgeeghi, ‘Phatɨ.’ 
ACT.7.47	 Got mbɨkemigha gɨvasima, gɨn Solomonra aŋmɨusua rɨphenan iŋaari.
ACT.7.49	 ‘Got kamaghɨusue, “Ovhee nana ambirembiiŋna aŋan. Unuaghɨn khɨɨ nonɨ usuaniiŋ asira aŋan. Manmagh garir rɨphena thav, nɨɨ namɨusua aŋ ramuamɨusua? Khɨɨ avughusuamira aŋan managh iti? 
ACT.7.50	Bisir kharsi, khɨɨ bar andagha amui.” ’ ”
ACT.7.52	 Geni inasi osɨmndɨsir Gotɨna ambuuŋn gumasi barbar meŋga anɨndi. Mee fhomɨra Gotɨna arɨmasi rɨfhaaŋn inderasi gumagh zaamir bighaaŋn gunɨm mbɨŋgema, gen inasi mee mbɨsosi mee arɨɨghire. Thighira gee ana nigha gumasir maghatɨsir afharɨ athɨgha aŋm mbɨsuesi an aremi. 
ACT.7.53	 Enseli Mosesɨm mbɨkemigha aŋga aniiŋsi othevi ana andar geŋga aniiŋsima gee andar gɨn zui phatɨ.”
ACT.7.55	 Mauthughura Gotɨnɨ Utum Stivengi izɨvasima, a khogha Gotɨnɨ uŋuun Gotɨn aŋaran aghavagharan garima Iesus Gotɨna agharan guvɨnɨ utughav iti. 
ACT.7.56	 A kamaghɨm mbɨŋgeeghi, “Gee Gan! Khɨɨ Gotɨnɨ uŋuun garima, a ukuighirɨsima Gumasir Otar Gotɨna agharan guvɨn utughavi iti.”
ACT.7.57	Mee kamagh oraegha mbɨghɨravɨra dɨɨva arava afharir nonɨ ukuaria phɨrigha, akhɨrɨsiigha aŋmɨusua zui. 
ACT.7.58	 Mee ana ukurugha uŋuuni ikhɨvan akɨran gugha, maghɨrama aŋgɨr aŋgi inivi. Akamana aŋga asi tharsi nona akɨran sharasi shaarɨ usuegha gumaghan ikaman mavɨna aŋgarira aghan anda usue. Aŋni izɨɨ Solɨn. 
ACT.7.59	 Mee aŋgɨr aŋgi inivavɨre itima, Stiven Gotɨn phorugham mbɨŋgeeghi, “Ikhɨv Iesus, nan utum nii.” 
ACT.7.60	 A noni itɨvɨnia rɨphɨrigha irɨgha mbɨghɨravɨra deeghi, “Ikhɨv, men othɨvhan maghatɨghan khav aŋgɨ nɨghɨnɨgha thaghɨri, ana gɨna amanda.” A kamaghɨm mbɨkemigha maghɨrama aremi.
ACT.8.1	Kha uthughun mee Stivenɨm mbɨsuesima ana aremi. Ana aremisima mee Jerusalemɨni iti Kraisɨn phorus tharsi phuvɨra mee mbɨsogha, othevir maghatɨsir meŋga amui. Kamagha amuisima, Kraisɨn phorus tharsi bar ara Judian distrigh ko Samarian distrighɨn gue. Uthughun khavɨn Iesusɨm mbɨsevisi gumasi Jerusalemɨni iti. 
ACT.8.2	Mauthughura gumasi Gotɨn apheeŋn iti tharsi, mee Stivenɨn khum nigha umoghɨ athɨgha phuvɨra aŋmɨusuava azii. 
ACT.8.3	 Kha uthughun Sol Kraisɨn phorus tharsi mee ikava, mee rafharavaghavhɨrei rɨpheni uvhuaghuvhuagha andar gua gumasi rako amisi ivhɨra mee nigha mee akuvagha rɨvɨnan khɨrthɨgha arɨsi.
ACT.8.5	Uthughun khavɨn Filip Samarian distrighɨn avhen itirɨ uŋuun mavɨn gua, Got nom ee niamɨusua mbɨsevisi gumaghan akamɨ ukuri. 
ACT.8.6	A gamgaaŋ iti bisigha amuima, nori akuvasi gumasi rako amisi nori aŋm mbɨzeva orasima, a rɨŋgavan maghatɨgha amuir othevigha amuima anda othuivima, mee andar garava ukuari ariigha bar inderaghavɨra aŋm mbarasi. 
ACT.8.7	 Mee Filivɨn garima a unduur maghatɨsir gumasi rako amisigha aphasasi tharsi vatosima, mee fhigha dɨɨva arava mee thamɨraghava akɨran zui. Gumasira avhɨrara usue rako afhari amɨrasi tharsi rako usue maghatɨsi tharsi ivhɨra nomthegha indera. 
ACT.8.8	Kamagha amuisima, uŋuun khavɨn amisi rako gumasi bari aŋgi iphui.
ACT.8.9	Gumaghan mavɨn izɨɨ Saimon, a fhomɨra Samarianɨ uŋuun ikha atomtorir maghatɨsigha amuima, Samarian gumasi rako amisi aŋn ganigha rɨŋgavan maghatɨgha amui. Ana mɨghasɨgha kamaghɨm mbɨŋgeeghi, “Khɨɨ gumaghan ikhɨv.” 
ACT.8.10	Gumasir ikii koma gumasi rako amisir kɨni, mee Saimonɨn akamamba oraghaousua vhusvhusi. Mee kamaghɨm mbɨŋgeeghi, “Kha asaaŋn gamgaaŋ, aŋni izɨɨ Gamgaaŋn Bar Ikɨv, Saimon a ma gamgaaŋ.” 
ACT.8.11	A uthusira avhɨrara atomtorir maghatɨsigha amuima mee andar garava, rɨŋgavan maghatɨgha amui. Bighan khavɨusua, mee aŋna akamamba oraghaousua vhusvhusigha aŋn gɨa arui. 
ACT.8.12	Thighira Filip, a Got kha bisigha ativamirɨ uthughun akamana aghuuŋ ko Krais Iesusɨn izɨɨn akamɨ ukuri. Kamagha amuisima, gumasi rako amisi nɨghɨnɨghana aghavaghar Filivɨn akaman ikava, mee urue. 
ACT.8.13	Mauthughura Saimon ivhɨra nɨghɨnɨghana aghavaghar ikava a ivhɨrou urue. Uthughun khavɨn Saimon Filivɨn gɨa arua garima, Filip rɨŋgavan maghatɨgha amuir othevi rako gamgaaŋn bisir ikiigha amuima anda othuivima, a rɨŋgavan maghatɨgha amui.
ACT.8.14	Uthughun khavɨn Iesusɨ mbɨsevisi gumasi Jerusalemɨni iti tharsi orasima, Samarian gumasi rako amisi Gotɨna akam nigha gɨvasima, kamagha amuisima mee Pita ri Jon amandasima aniiŋ memɨusua gu. 
ACT.8.15+ACT.8.16	 Samarian gumasi rako amisi, mee Ikhɨv Iesusɨni izɨɨn uruegha, mee Gotɨnɨ Utum nisi phatɨ. Kamagha amuisima Pita ri Jon gua otogha mee Gotɨnɨ Utum niamɨusua, aniiŋ memɨusua Gotɨn phorugham mbɨŋgeeghi. 
ACT.8.17	 Mauthughura aniiŋ Gotɨn phorugham mbɨkemigha, nona aghari ufhueghava men iphɨna athɨsima mee Gotɨnɨ Utum nii.
ACT.8.18	Mauthughura Saimon garima, Iesusɨm mbɨsevisi gumasi non aghari ufhueghava men iphɨna athɨsima mee Gotɨnɨ Utum nii. Mauthughura ana aŋgɨro ovɨsi nigha aniiŋga anɨŋga, kamaghɨm mbɨŋgeeghi, 
ACT.8.19	“Aŋgo gamgaaŋn khav ivhɨra na raniiŋtima, khɨɨ nona afharimuu ufhegh thavɨn iphɨra thɨghtima, a Gotɨnɨ Utum niaŋga.”
ACT.8.21	 Nɨɨn navana avhee Gotɨna arɨmasi rɨfhaaŋn inderasi phatɨ. Kamagha amuisima, nɨɨ Gotɨn iŋaaran avhen ikaami thughatɨs phatɨ. 
