MAT.1.2	Abraham Aisak nɨŋuva. Aisak Jekop nɨŋuva. Juda nɨŋusinava naŋga nɨŋuranava nɨŋuva Jekop. 
MAT.20.17	Jisas Jerusalemɨrɨm umi. Kamata nuŋandɨ 12 sɨmbɨrasara haŋɨnɨŋ tɨmbuta muvu umi. Kamata uhuhu kwɨbɨ hinɨŋgin nurɨŋ ambami, 
MAT.20.18	Narɨ indarɨmara. Musi ara Jerusalem yawɨmɨndaŋ. Kamatɨrɨŋ Krundu Ñɨŋiŋ Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋ naŋga tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋɨndu kumaŋgɨmbañɨ tamɨmandɨyu. Kamata nuŋ ŋgatɨŋgɨruta yɨvutatamatamarɨm kuyu kahañɨrɨmandɨyu. 
MAT.20.19	Kamata krunzapa muŋɨnɨŋɨndu kumaŋgɨmbañɨ tamɨmandɨyu. Kamatu nuŋ kandɨhaŋɨnɨŋ ambasuvata pɨŋgɨrawɨsɨta, ahuandɨñɨ yɨvuwɨrɨmbɨmandɨyu. Kamatu arɨkiŋgɨvɨ kɨta kwɨrɨ hañɨ aŋga yahamɨrɨmandɨ, vami.
MAT.20.20	Kɨyɨhandata, Sebedindu ñɨŋisɨm arɨkimbat, naŋga nɨŋum Jisas kɨyɨmi payɨmu. Kamata nɨŋum tanda mɨkwɨmɨkwɨnɨta Jisasɨŋ ambami, Naŋ muhɨmɨrɨm kitɨwɨrɨman, vami. 
MAT.20.21	Kamatɨhi Jisas nuŋ nɨmavamba kitɨhumi, Na muhɨmɨrɨm pirɨkɨna, vami. Kamavahi navundi haŋambɨ Jisasɨŋ ambami, Na aru miku yɨvurahata, yandɨ ñɨŋi arɨkimbatɨŋ ambɨna, mu nɨma nandɨ kuma kandɨ sambavu mɨnzɨti, mu nɨma nandɨ kuma kakayɨ sambavu mɨnzɨm, vata pirɨkɨnɨ, vami. 
MAT.20.22	Kamavahi Jisas kuyu kandɨha indarɨta ambami, Kitɨhura vana nɨŋandihindu sapa ha maŋgamaŋgarandara. Narɨ arɨkimbat, kuku kuvɨrahuvɨra vuŋgɨ yi kuvɨrɨman hañɨ narɨ kuvɨrɨmandɨra vaha, vami. Kamavahi arɨkimbat nuŋ ambamu, Ara andɨharɨŋ, vamu. 
MAT.20.23	Kamavahu Jisas arɨkimbatɨŋ ambami, Narɨ yandɨ kuku kuvɨrahuvɨra vuŋgɨ hañɨ kuvɨrɨmandɨra. Hara yɨhɨramahi ninɨmbaha taya kandɨ sambavu mɨnzɨti, ninɨmbaha taya kakayɨ sambavu mɨnzɨmɨnzɨ sɨmbɨra nɨŋandɨhin yandɨma. Mɨnzɨmɨnzɨ maka kandɨhaŋɨnɨŋ krundu, yandɨ Yavandak sɨwɨtamami ŋɨnɨŋ, vami. 
MAT.20.24	Kamatɨhu Jisasɨndu 10 sɨmbɨrasara haŋɨnɨŋ nɨŋusi nɨŋura kandɨhamatɨmu kuyu ha indarɨta, arɨkimbatɨrɨm kɨpuhɨputɨmu. 
MAT.20.25	Kamata Jisas nuŋandɨ sɨmbɨrasara haŋɨnɨŋ uraramahi payɨhu ambami, Narɨ ŋgandara. Aru miku muyɨndu haŋɨnɨŋ nurɨŋandɨ krunzaparɨm arɨŋandɨ kuyu taya indarɨmu vata tɨkatɨkatmaŋgarandu. Naŋga nurɨŋandɨ kru aru haŋɨnɨŋ, krunavundi nurɨŋandɨ kuyu sɨhanaŋga mɨŋahandamu vata, tuvɨrandu. 
MAT.20.26	Hara kandɨhamata vana ha narɨ naŋga maŋgɨyɨm. Narɨŋandɨ ñiŋgiñɨndu kru muvat aru mɨŋga kɨyɨman vɨrɨmandɨ hama, narɨŋandɨ sɨmbɨrakara mɨŋga kɨyɨm. 
MAT.20.27	Kru mikuyɨ kɨyɨman vɨrɨmandɨ hama, narɨŋandɨ sɨmbɨrakara saŋ mɨŋga kɨyɨm. 
MAT.20.28	Kamata maña Krundu Ñɨŋi hama krunavundi nɨŋambirɨm sɨmbɨra mɨŋamu vata mambayɨmi. Sɨmbɨra mɨŋata nuŋandɨ kwɨrandɨ ha nuŋambi ŋguta kɨmuta krunavundi sambɨ mut mɨŋɨtɨnɨ vata payɨmi, vami.
MAT.20.29	Jisas naŋga nuŋandɨ sɨmbɨrasara haŋɨnɨŋ pɨhu aru Jeriko mitata umu. Kamatɨhu krunavundi sambɨ sɨkwɨ nurɨ naŋga umu. 
MAT.20.30	Kamatɨhu kru arɨkimbat kwɨmbɨ tɨvɨ hañɨ mɨnzɨta kɨyɨmu. Arɨkimbat kandɨhaŋɨnɨŋ tamɨŋga ñumi ŋɨnɨŋ. Harɨm Jisas payɨ vahu indarɨta kuyu kɨmbañɨ patɨvat ambamu, Aru mɨŋga na Devit Nɨŋuñɨŋgi. Na arɨŋ sɨhiŋga, vamu. 
MAT.20.31	Kamavahu krunavundi indarɨta arɨkimbatɨŋ ambahɨmuta ambamu, Mɨka narɨŋandɨha satimɨmara, vamu. Kamavahura arɨkimbat sɨhinda sɨhinda kuyu kɨmbañɨ ambamu, Aru mɨŋga na Devit Nɨŋuñɨŋgi, na arɨŋ sɨhiŋga, vamu. 
MAT.20.32	Kamavahu Jisas taŋguramata arɨkimbatɨŋ ambami, Yi narɨŋ pamatɨrɨman, vami. 
MAT.20.33	Kamavahi arɨkimbat kɨmbɨ ambamu, Aru mɨŋga, arɨŋandɨ tamɨŋga nɨŋɨnɨŋ mɨŋavɨhɨrɨ, vamu. 
MAT.20.34	Kamavahu Jisasɨŋ arɨkimbatɨrɨm mavɨndɨmi. Kamata kumandamata arɨkimbatɨndu tamɨŋga hañɨ tɨmbusarahi, sarɨwayɨ ŋandiŋ tamɨŋga nurɨŋandɨ haŋɨnɨŋ avindɨhi tɨhɨrañamu. Kamatɨhi arɨkimbat Jisas naŋga umu. 
MAT.21.1+MAT.21.2	Jisas naŋga nuŋandɨ sɨmbɨrasara haŋɨnɨŋ Jerusalem yɨvurahɨrɨmɨndɨhu arɨñɨndɨmi. Kamata Apu Oliv tamayɨ yahuta pɨhu Betfage yɨvurahamu. Kamata Jisas sɨmbɨrasara arɨkimbatɨŋ sɨmbɨta nɨmavami, Pɨhu kututa ŋgarɨŋ ndañɨ umara. Uta sɨkwɨtaya ŋgɨtɨra donki mu siki tɨmburamɨtu kɨyɨmandɨ, ñɨŋi nuŋandɨ handahara nu naŋga kɨhɨrɨ kɨyɨmandɨ. Siki ha kuyɨvata arɨkita yi kɨyɨman nɨñɨ tɨmbuta payɨmara. 
MAT.21.3	Kamatɨra kru mumɨŋga narɨŋɨrɨm kuyu mu ambɨtiŋgata ambamara, Donki arɨkita nɨŋɨnɨŋ, Aru hama sɨmbɨra naŋga, vamba ambamara. Kamavɨtɨra sɨkwɨtaya sɨmbɨti arɨkita payɨmandɨyu, vami. 
MAT.21.4	Kanɨmata vana yɨvurahami nɨŋandɨhinɨrɨm kuha kru Gotɨndu kuyu mɨŋata ambavaravara mɨŋga kuyu nɨmata ambami ha kandɨsɨkwɨsɨkwɨ yɨvurahami. Nɨmavamba ambami, 
MAT.21.5	Saion hati krunavundirɨm kuyu nɨŋandɨhin ambavaramara, Nɨŋgamara. Narɨŋandɨ aru miku nɨma payɨ. Nu kru ñɨmbi manɨman hama payɨmañandɨ. Kamata donki hɨmba munɨñɨ mɨnzɨ. Nu donki mɨwɨrɨ nɨñɨ mɨnzɨta payɨ, vami.
MAT.21.6	Kamata sɨmbɨrasara arɨkimbat uta Jisas ambami maña andɨmu. 
MAT.21.7	Kamata donki nɨŋum naŋga ñɨŋi ha tɨmbuta payɨmu. Kamata arɨkimbat nurɨŋandɨ mɨkwɨrɨ kuta haŋɨnɨŋ donkindu kutɨ hañɨ yɨvutɨhumu. Kamatɨhu Jisas kɨmba hañɨ mɨnzɨmi.
MAT.21.8	Kamatɨhi krunavundi sambɨ nurɨŋandɨ mɨkwɨrɨ kuta haŋɨnɨŋ sɨharanzɨhara kɨndɨmbat hañɨ yɨvutɨhumu. Kamatɨhu muvɨra ahumakamaka mɨkɨ naŋga haŋɨnɨŋ tahɨrandahɨra kɨndɨmbatɨyɨ tamamu. 
MAT.21.9	Kamatɨndɨ krunavundi Jisasɨndu kasiram ndambu umu ndaŋɨnɨŋ naŋga sɨhɨndɨ payɨmu nɨŋɨnɨŋ, sɨhanaŋga nɨmavamba taŋguvɨhumu, Devit Nɨŋuñɨŋgirɨm kɨnzɨhɨnzɨtɨm. Kru Aru nɨmandu ñɨmbiyɨ payɨmi nɨmaŋ, Got nuŋ avindamam. Got kɨmbayɨndu sɨkwɨ nɨmarɨm kɨnzɨhɨnzɨtɨm, vamu.
MAT.21.10	Jisas Jerusalem indɨhuhi, pɨhu aru hañɨndu krunavundi sɨhanaŋga ŋgata pɨndɨrata nɨmavamba kitɨhumu, Kru kanɨma ninɨndɨmbanzɨkwɨ, vamu. 
MAT.21.11	Kamavahu krunavundi nu naŋga umu haŋɨnɨŋ ambamu, Nu Jisas, kru Gotɨndu kuyu mɨŋata ambavaravara mɨŋga. Pɨhu Nasaret, pɨrɨvɨsa Galilindu mɨŋga payɨ, vamu.
MAT.21.12	Jisas Gotɨŋ kɨrañɨŋguhu tavɨ hañɨndu upɨyɨ indɨhumi. Kamata kru kandɨhaŋu tɨmbahɨrɨs sɨmbɨra mɨŋamu haŋɨnɨŋ sɨhanaŋga pɨŋguvarami. Kamata kru tɨmbahɨrɨs tɨvɨrandu haŋɨnɨŋɨndu pina haŋɨnɨŋ, naŋga kava tamahuhu mut mɨŋandu haŋɨnɨŋɨndu mɨnzɨmɨnzɨ maka haŋɨnɨŋ mɨŋasiŋgɨvarami.
MAT.21.13	Kamata nurɨŋ ambami, Gotɨndu aŋgwɨmɨkɨyɨ nɨmavamba ambami, Yandɨ tavɨ nɨŋaŋdɨhin yi naŋgandaya kuyundavaravara tavɨ kɨyɨmandɨ, vamba ambami. Hara narɨ andɨhara kru kurɨhahurɨha naŋga kipa naŋga haŋɨnɨŋɨndu sipɨrusipɨru upɨ maña kɨyɨ, vami.
MAT.21.14	Kamata Jisas Gotɨŋ kɨrañɨŋguhu tavɨ hañɨndu upɨyɨ kɨyɨmi. Kamatɨhi tamɨŋga ñumi naŋga tanda ñamba haŋɨnɨŋ nu kɨyɨmiyɨ payɨhu nurɨŋ mɨŋavindamami. 
MAT.21.15+MAT.21.16	Hara Gotɨŋ kɨrañɨŋguhundu aru miku haŋɨnɨŋ naŋga tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋ, Jisas muhɨmɨmuhɨm avinzɨkwɨ sihɨrami haŋɨnɨŋ ŋgamu. Naŋga ñɨŋisɨrambɨ Gotɨŋ kɨrañɨŋguhu tavɨ hañɨndu upɨyɨ kɨta nɨmavamba taŋguvɨhumu, Narɨ Devit Nɨŋuñɨŋgirɨm kɨnzɨhɨnzɨtɨmara, vahu indarɨmu. Harɨm nurɨŋ kɨtɨrɨtɨhi, Jisasɨŋ nɨmavamba kitɨhumu, Na ñɨŋisɨrambɨ nɨŋɨnɨŋ kuyu ambayu nɨ indarɨna, vamu. Kamavahu Jisas kɨmbɨ ambami, Ara yi indarɨn. Hara narɨ kuyu nɨ Gotɨndu aŋgwɨmɨkɨyɨ ŋgatɨŋgɨruta mambaha ŋgandara. Devit Gotɨŋ ambami, Ñɨŋi sukɨsɨrambɨ nandɨ ñɨmbi tɨhuyahandu, vamba ambami, vami. 
MAT.21.17	Kamata Jisas nurɨŋ mitata pɨhu aru hañɨndu tapɨrañɨ pindɨhami. Kamata aŋga pata kandɨhɨvɨ hañɨ Betani kɨyɨmi.
MAT.21.18	Kamata kɨvɨsuŋ nda Jisas sɨhinda pɨhu aru hañɨ aŋga uhi, nuŋ avɨhatɨmi. 
MAT.21.19	Kamata kɨndɨ tɨvɨ hañɨ ŋgahi ahu fik muŋandɨhin kɨyɨhi arɨhañɨ umi. Hara ŋgahira kandɨhañɨ kandɨ maŋgɨyɨmi. Mɨkɨ haŋɨnɨŋ ndaya kɨyɨhu ahu fik haŋandɨhinɨrɨm ambami, Na sɨhinda kandɨ mandamɨrɨmana, manɨŋganzɨkwɨ, vami. Kamavahi sarɨwayɨŋandi ahu fik haŋandɨhin kwɨrɨñandɨmi. 
MAT.21.20	Kamatɨhi nuŋandɨ sɨmbɨrasara haŋɨnɨŋ kandɨha ŋgata pɨndɨramu. Kamata nɨmavamba kitɨhumu, Pamatɨhi ahu fik nɨŋandɨhin sarɨwayɨŋandi kwɨrɨñandɨ, vamu. 
MAT.21.21	Kamavahu Jisas kɨmbɨ ambami, Narɨŋ yi kandɨ ambin, narɨ indarɨmaŋgarata, narɨŋandɨ indarɨmit arɨkita maŋgɨti, yi ahu fik nɨŋandɨhin andɨn maña narɨndahara sɨwɨmaña musa andɨhara. Naŋga kandɨ vana nindaya maŋandɨhara. Apu ndaŋandɨhin nɨmavamba ambɨtɨra, Na yahamɨrata kumbɨtɨhuta añakɨŋguku ndañɨ mɨŋgu vamba ambɨtɨra, ambahara maña andɨhi. 
MAT.21.22	Ara indarɨmaŋgarata Got naŋga kuyundavarɨmandɨra ha, muhɨmɨmuhɨm mɨŋɨrɨm ambɨrɨmandɨra ha, narɨ mɨŋɨmandɨra, vami.
MAT.21.24	Kamavahu Jisas kɨmbɨ ambami, Yindahara narɨŋ muhɨmɨrɨm kitɨwɨrɨman. Kamatɨn kɨmbɨ yaŋ kandɨ ambɨtɨra ŋgatanda, yi narɨŋ yaŋ ninɨmbaha taya ñɨmbi ŋguhi sɨmbɨra mɨŋandinɨrɨm ambɨtɨn indarɨmandɨra. 
MAT.21.25	Jon krunavundiŋ kukuyɨ mɨŋaŋgɨrundi vana ha pañɨndu mɨŋami. Kandɨha Gotɨndu pɨhuyɨndu vana vaha, mana krundu vana taya vaha, vami. Kamavahi nurɨŋambi masamasa ambamu, Ara Gotɨndu pɨhuyɨndu vana vɨtɨrɨŋ arɨŋ nɨmavamba kitɨwɨrɨmandɨ, Ara mumɨndɨhi nuŋambirɨm maŋindarɨmaŋgarandara, vamba ambɨrɨmandɨ. 
MAT.21.26	Hara kaŋandɨhin krundu vana vataŋgata krunavundirɨm pɨŋitɨvɨmɨ. Krunavundi Jonɨrɨm kru Gotɨndu kuyu mɨŋata ambavaravara mɨŋga vamba ambandundɨhi, vamu. 
MAT.21.27	Kamavata Jisasɨŋ ambamu, Ara maŋgandarɨŋ, vamu. Kamavahu Jisas nurɨŋ ambami, Yindahara ninɨmbaha taya yaŋ ñɨmbi ŋguhi sɨmbɨra kanɨŋandɨhin mɨŋandinɨrɨm narɨŋ maŋambɨmɨnda, vami.
MAT.21.29	Kamavahi ñanɨŋ ambami, Yaŋ yakwɨrɨtɨ, vamba ambami. Hara kɨyɨhi nuŋandɨ indarɨmit hambu tɨvɨrahi umi. 
MAT.21.30	Kamata nɨŋuva uta ñɨŋi muhamarɨm sɨwɨmaña kuyu nda ambahi ñɨŋi hama ambami, Yava urɨmanɨ, vamba ambami. Hara maŋumi, vami. 
MAT.21.31	Jisas kamavata ambami, Ñɨŋi arɨkimbat hañɨndu ninɨndaya nɨŋuva ambami maña andɨmi, vami. Kamavahi ambamu, Kima hama, vamu. Kamavahu Jisas nurɨŋ ambami, Narɨŋ yi kandɨ ambin, kru gavaman ndamarɨm tɨmbahɨrɨs mɨŋamɨŋa haŋɨnɨŋ, naŋga navundi kru mɨŋavɨŋgɨrɨvɨŋgɨrɨ haŋɨnɨŋ wɨsa Gotɨndu tɨwɨyɨ kɨyɨmandɨyu. 
MAT.21.32	Jon narɨ kɨyɨmarañɨ yɨvurahata narɨŋ tɨtɨtɨ vana taya isɨhuramami, hara nuŋɨrɨm maŋindarɨmaŋgaramara. Kru gavaman ndamarɨm tɨmbahɨrɨs mɨŋamɨŋa haŋɨnɨŋ, naŋga navundi kru mɨŋavɨŋgɨrɨvɨŋgɨrɨ haŋɨnɨŋ nɨŋambirɨm indarɨmaŋgaramu. Kandɨhamata vana andɨhu ŋgamara, hara narɨŋandɨ indarɨmit hambu tɨvɨrahi nɨŋambirɨm maŋindarɨmaŋgaramara, vami.
MAT.21.34	Kamata wain haŋɨnɨŋ kandɨ tamɨrɨm andɨmi. Kamatɨhi nuŋandɨ sɨmbɨrasara saŋ muvɨraŋ uta kɨva sɨmbɨra mɨŋamɨŋa haŋɨnɨŋ kɨyuyɨ nuŋandɨ wain mɨndɨ mɨŋamu vata sɨmbɨhi umu. 
MAT.21.35	Kamatɨhu kru kɨva hañɨ sɨmbɨra mɨŋandu haŋɨnɨŋ sɨmbɨrasara saŋ haŋɨnɨŋ mɨŋata, muhamaŋ yɨvuta, muhamaŋ yɨvutatamahu kɨmuhi, muhamaŋ tɨmba kavaramu. 
MAT.21.36	Kamatɨhu kɨyɨhandata kɨva nɨŋuva hama sɨhinda nuŋandɨ sɨmbɨrasara saŋ muvɨraŋ sɨmbɨhi nurɨ kɨyɨmuyɨ umu. Kimaŋgimañɨ sɨmbɨmi haŋɨnɨŋ taratɨvɨrata sambɨmarɨ sɨmbɨmi. Kamatɨhi kɨvayɨ sɨmbɨra mɨŋamu haŋɨnɨŋ sɨmbɨrasara saŋ kandɨhaŋɨnɨŋ ndahara sɨwɨmaña musa nda andɨmu. 
MAT.21.37	Kamatɨhu kɨta kɨva nɨŋuva hama nuŋandɨ ñɨŋi tɨmbanzɨkwɨŋ sɨmbɨhi nurɨ kɨyɨmuyɨ umi. Nɨŋuva ambami, Yandɨ ñɨŋi nɨmandu kuyu indarɨmandɨyu, vamba ambami. 
MAT.21.38	Hara kru kɨva hañɨ sɨmbɨra mɨŋandu haŋɨnɨŋ ŋgahu ñanɨŋ payɨhi nurɨŋambi masamasa kuyundavarata ambamu, Kru nɨma nɨŋuvandu muhɨmɨmuhɨm nu mɨŋɨmandɨ. Harɨm nuŋ yɨvutatamata, nɨŋuvandu kɨva nɨ ara mɨŋɨm, vamba ambamu. 
MAT.21.39	Kamavata kru hamaŋ mɨŋahandata pɨŋgɨrɨta uta kɨva tapa kut hambu kavarahu indɨhuhi yɨvutatamahu kɨmumi. 
MAT.21.40	Harɨm muyɨvɨ kɨva nɨŋuva hama pata kru nuŋandɨ kɨva hañɨ sɨmbɨra mɨŋandu haŋɨnɨŋ pamata musa andɨrɨmandɨ, vami. 
MAT.21.41	Kamavahi nuŋ ambamu, Kru ñamba kandɨhaŋɨnɨŋ pɨsiŋgarɨmandɨ. Kamata wain kɨva ha mɨŋata kru muŋɨnɨŋ ŋguti karatamɨrɨmandɨyu. Kamata ñaña mɨŋamɨŋa tɨwɨmiyɨ yɨvutɨhɨruramata nuŋ ŋgumandɨyu, vamu. 
MAT.21.42	Kamavahu Jisas nurɨŋ nɨmavamba kitɨhumi, Narɨ Gotɨndu aŋgwɨmɨkɨyɨ kuyu mandambu nɨŋu ŋgatɨŋgɨruta mambaha ŋgamara. Kuyu kandɨha ambami, Tɨmba tavɨ tɨhutɨhu haŋɨnɨŋ ñamba vata tɨvɨmbu tamamu. Tɨmba kandɨha tɨhu tavɨ tapa mɨŋahandahandandu tɨmba avi ŋandi kɨyɨ. Aru hama nuŋambi kandɨhɨm ha andɨhi yɨvurahahi ara ŋgaharɨŋ avindɨmbanzɨkwɨ kɨyɨ, vamba ambami. 
MAT.21.43	Kamataharɨm narɨŋ yi ambin, kuha narɨ Gotɨndu tɨwɨyɨ kɨyɨmara. Hara narɨŋ Got tɨhɨmitata krunavundi muŋɨnɨŋ mɨŋɨmandɨ. Kamati nuŋandɨ tɨwɨyɨ kɨta, nuŋandɨ kuyu taya mɨŋahandɨrɨmandɨyu. 
MAT.21.44	Kamata kru tɨmba hɨmba kandɨhañɨ mɨŋgata yɨvɨrɨmandɨ hama punzɨ haŋɨnɨŋ yɨvurɨvumbɨrɨmandɨ. Hara tɨmba kandɨha kru ŋgɨmba muyɨ mɨŋgata yɨvɨrɨmandɨ ha, tɨmba ha kru kandɨhamaŋ yɨvɨti mɨñɨndɨrɨmandɨ, vami.
MAT.21.45	Kamavahi Gotɨŋ kɨrañɨŋguhundu aru miku haŋɨnɨŋ naŋga Farisi tɨhi kuyu kandɨha indarɨta ambamu, Nɨ arɨŋambirɨmɨnzɨkwɨ ambi, vamu. 
MAT.21.46	Harɨm Jisasɨŋ mɨŋahandɨmɨndaŋ nzɨkwɨ vata andɨmu. Hara krunavundi Jisasɨrɨm kru Gotɨndu kuyu mɨŋata ambavaravara mɨŋga vamba indarɨmitandu. Harɨm krunavundirɨm pɨŋitumu.
MAT.22.1	Jisas sɨhinda aru miku haŋɨnɨŋ tɨhi kuyu mu ŋguta nɨmavami, 
MAT.22.2	Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha aru miku mumɨŋgandu maña. Kru ñɨŋi nuŋandɨ hama navundi urɨrɨmɨndɨhi, aru miku hama ñahuravɨmi. 
MAT.22.3	Kamata tɨmu kandɨhañɨ payɨmandɨyu vata kruŋ ambami. Kamata ñaña hɨvɨ hañɨ nuŋandɨ sɨmbɨrasara saŋ haŋɨnɨŋ uta kru kandɨhaŋɨnɨŋ tɨmbuta payɨmara vata sɨmbɨhi umu. Kamatɨhi uta ambahu payɨvayɨrɨm yakwɨrɨvarata mambayɨmu. 
MAT.22.4	Kamatɨhu sɨhinda nuŋandɨ sɨmbɨrasara saŋ muvɨraŋɨnzɨkwɨ sɨmbɨta ambami, Uta kru ambasɨmin haŋɨnɨŋ nɨmavamba ambamara. Ŋgamara, nu nuŋandɨ bulmakau kru muvɨra naŋga sɨhɨm muvɨra kwɨrandɨ naŋga haŋɨnɨŋ ndahara yɨvutatamata ñaña nuŋandɨha sɨwɨtami. Kamataharɨm pata ñamara, vamba ambamara, vamba ambami. 
MAT.22.5	Kamavahi aru miku hamandu sɨmbɨrasara saŋ haŋɨnɨŋ uta kru haŋɨnɨŋ ambami maña ambavaramu. Kamatɨhura nurɨŋandɨ kuyu maŋindarɨta siŋgunziŋgu umu. Muhama nuŋandɨ kɨvayɨ umi. Muhama nuŋandɨ tɨmbahɨrɨs sɨmbɨra mɨŋɨrɨm umi. 
MAT.22.6	Hara muvɨra, aru miku hamandu sɨmbɨrasara saŋ haŋɨnɨŋ mɨŋahandata sɨhumɨŋguyu ŋguta yɨvutatamahu kɨmumbɨramu. 
MAT.22.7	Kamatɨhu aru miku hamaŋ kɨtɨrɨtɨhi nuŋandɨ saŋganzara haŋɨnɨŋ sɨmbɨhi umu. Uta kru nuŋandɨ sɨmbɨrasara saŋ yɨvutatamamu haŋɨnɨŋ sɨhanaŋga yɨvuvarahu kɨmuta mɨtumu. Kamata nurɨŋandɨ pɨhu aru ha kɨramu. 
MAT.22.8	Kamata aru miku hama nuŋandɨ sɨmbɨrasara saŋ haŋɨnɨŋɨrɨm ambami, Kru naŋga navundiŋ mɨŋavɨsɨhuramata ñahuravɨravɨndu ñaña sɨwɨ kɨyɨ. Hara kru uraramasɨmin haŋɨnɨŋ aviŋɨnɨŋ ma, harɨm pata mañɨrɨmandɨyu. 
MAT.22.9	Kamataharɨm kwɨmbɨhiŋgɨrɨñɨ uhuhu kru sɨhanaŋga ŋgɨmandɨra haŋɨnɨŋ, uraramɨtɨra tɨmu nɨñɨ payɨmu, vamba ambami. 
MAT.22.10	Kamavahi nuŋandɨ sɨmbɨrasara saŋ kandɨhaŋɨnɨŋ kwɨmbɨ sɨhanaŋgayɨ siŋgunziŋgu uhuhu krunavundi ŋgamu haŋɨnɨŋ yɨvutɨhɨruramamu, krunavundi ñamba ŋɨnɨŋ naŋga aviŋɨnɨŋ. Kamatɨhu pata ñɨrɨm mɨnzɨhu tavɨ ha yavurɨmi. 
MAT.22.11	Kamata krunavundi mɨnzɨta kɨyɨhuhu, aru miku hama nurɨŋ ŋgɨrɨm indɨhumi. Kamata ŋgahira kru mundama mɨkwɨrɨ avi kru naŋga navundiŋ mɨŋavɨsɨhuramata ñahuravɨndu hɨvɨyɨ tamandu ŋandi mandamami. 
MAT.22.12	Kamatɨhi aru miku hama kitɨhumi, Yambɨha, na mumɨndɨhi mɨkwɨrɨ aviŋandɨhin mandamɨmat pindɨhana, vamba ambami. Kamavahira kru hamandu kuyu maŋgɨyɨmi. 
MAT.22.13	Kamata aru miku hama sɨmbɨrasara saŋ haŋɨnɨŋɨrɨm nɨmavamba ambami, Nuŋandɨ kuma tanda nɨ sɨmahata kavarɨtɨra tapɨra kɨvɨmɨŋgwɨ humba ndambu indɨhuta kɨyɨm. Pɨhu kɨvɨmɨŋgwɨ kandɨhañɨ irɨharɨha mɨka satɨpɨrɨmandɨyu, vamba ambami, vami. 
MAT.22.14	Kamavata Jisas ambami, Indarɨmara, Got krunavundi sambɨ uraramandi. Hara mɨnzavatɨvatɨŋ ndaya pindɨhavindɨharɨm yɨhɨramandi, vami.
MAT.22.16	Kamata nurɨŋandɨ sɨmbɨrasara haŋɨnɨŋ naŋga Herotɨnduyɨndu kru muvɨraŋ sɨmbɨhu, Jisas kɨyɨmiyɨ uta nuŋ ambamu, Ahusɨki, ara naŋ ŋgandarɨŋ, na kandɨtaya ambavava mɨŋga. Kamata krunavundiŋ kuyu kandɨtaya Gotɨndu vana ambavarandana. Na kru mumɨŋgarɨm ndahara mambɨŋitundana. Na kruŋ kuyu sɨwɨmaña ndaya ambaramandana, ñɨmbi naŋga ŋɨnɨŋ naŋga ñɨmbi manɨman ŋɨnɨŋ. 
MAT.22.17	Kamataharɨm arɨŋ ambɨna ŋgɨm. Na pamata indarɨna, Sisarɨŋ tɨmbahɨrɨs ŋguharɨŋ vaha, mana mambaha ŋguharɨŋ, vamu. 
MAT.22.18	Kamavahura Jisas nurɨŋandɨ indarɨmit ñamba ha atɨnda ŋgami, harɨm ambami, Kru kuyusɨhɨrɨmbɨhapɨha narɨ, yaŋ mumɨndɨhi kuyusɨhɨrɨrɨm andɨra. 
MAT.22.19	Yaŋ tɨmbahɨrɨs tamandara muha isɨhuramɨtɨra ŋgɨtɨn, vami. Kamavahi tɨmbahɨrɨs mɨŋgɨya kɨrɨs taya nu kɨyɨmiyɨ mɨŋata payɨmu. 
MAT.22.20	Kamatɨhu Jisas nurɨŋ nɨmavamba kitɨhumi, Ñɨmbi naŋga kɨpumɨka nɨ ninɨndu, vami. 
MAT.22.21	Kamavahi ambamu, Sisarɨndu, vamu. Kamavahu ambami, Sisarɨndu hɨm Sisarɨŋ ŋgumara, Gotɨndu hɨm Gotɨŋ ŋgumara, vami. 
MAT.22.22	Kamavahi kuyu kandɨha indarɨta pɨndɨrata, nuŋ mitata umu.
MAT.22.24	Ahusɨki, Moses ambami, Kru mumɨŋga ñɨŋi maŋgavɨmat kwɨmɨtiŋgata, nɨmburiŋ nɨŋura urata ñɨŋi kavɨti, nɨŋusindu krunzapa ha manziŋgundɨmɨ, vamba ambami. 
MAT.22.25	Kuha arɨŋandɨ ñiŋgiñɨ kru mɨnza susukiyɨndu taya kuma timu, tamu arɨkinzɨpi tɨŋgɨruramata vat kɨrasɨmu. Kamata Kima hama navundi urata kɨta kɨmumi, hara ñɨŋi maŋgavumi. Harɨm nɨŋura Yaŋgɨv hama navundi kandɨhaŋambɨŋ urami. 
MAT.22.26	Kamatɨhi nɨŋura Yaŋgɨv hama ndahara ñɨŋi maŋgavɨmat kɨmumi. Kamatɨhi Kari hama ndahara sɨwɨmañanda ñɨŋi maŋgavɨmat kɨmumi. Kamatataya uta imbɨ, Imbima hama ndahara kɨmumi. 
MAT.22.27	Sɨhanaŋga kɨmuta mɨtuhu, kɨta imbɨ navundi haŋambɨ kɨmumi. 
