MAT.1.1	Iesu Keriso vouḡa nizeꞌe ꞌahi eꞌe. Aniꞌe kini Davida mariga ebu zuni Aberahamo mariga.
LUK.7.38	Ebu roḡaeꞌa ne diuḡadu Iesu ḡaruḡa onamadu niauꞌenaꞌa, odaḡa babaḡano ḡuḡuriro. Ebu niḡa vuḡaniꞌa Iesu oda rana sore buanadu abune vanirotene, iguḡa hina odaḡa zauhe iminiro. Ebu gubaneꞌenaꞌa, odaḡa furaꞌinadu dehoro beuꞌiro.
LUK.7.39	Iesu oganoga radu huniroteꞌe Farisea vazeḡa Simonaꞌa roḡae eꞌeꞌa ꞌouge haḡairoteꞌe horonirotene, ani ane zamao zamariro, raenaꞌa, “Vaze ꞌadiꞌe peroveta vazeḡa reine, ani roḡae nagiḡaniꞌa oboneꞌetaꞌe ederiꞌuma. Ebu roḡae ꞌahiꞌe sauꞌa rae ederiꞌuma!” 
LUK.7.40	Ebu Iesuꞌa niro, raenaꞌa, “Simona, e hari ꞌahoga ḡeꞌuma.” Simonaꞌa ninaꞌa, “Ihore vazeḡa, ehoꞌi!”
LUK.7.41	Ebu Iesuꞌa hari meꞌodo haro, raenaꞌa, “Vaze ꞌaheuꞌa vaze ꞌahoḡa mazao moni gezo madu bare haꞌuma reiro. ꞌAhoganiꞌa moni 500 meiro, aꞌe 500 mada gauḡa moniḡa. U ꞌahoḡaniꞌaꞌe moni 50 meiro, aꞌe 50 mada gauḡa moniḡa. 
LUK.7.42	Ebu vaze ꞌaheuꞌe moni vazeḡa mazao moni baronoga mene idararo, eꞌanoꞌo moni vazeḡaniꞌa zinaꞌa, 'Ahiga, ago baronoꞌi!'”
LUK.7.42	Iesuꞌa hari eꞌe hauḡirotene, Simona ḡadiniro, raenaꞌa, “ꞌOugine, anianine boꞌaḡanoꞌe iniuꞌa moni vazeḡa mazao ufeta zamare borofiꞌuma?” 
LUK.7.43	Simonaꞌa naenaeniro. “E zamarone, vaze moni 500 madu moni vazeḡaniꞌa ḡararo haroteꞌe vazeḡa.” Ebu Iesuꞌa ninaꞌa, “Ḡa naenaeꞌe duduga.”
LUK.7.44	Ebu Iesuꞌa roḡae tehe ḡianadu Simona niro, raenaꞌa, “Ḡa roḡae ꞌadaꞌa eḡe mazao haḡateꞌe horonahe? E ḡa ne diuḡatene, ḡaꞌe odahe vuzuꞌoga veize vu mene eneha. Rehano roḡae ꞌahiꞌe eḡe oda ani ni vuḡa hina abunadu iguḡa hina zauhe imineha. 
LUK.7.45	Ḡaꞌe mene gubahe furaꞌiheha, rehano roḡae ꞌahiꞌe eḡeꞌa diuḡi arateꞌeꞌanoꞌo odahe mene riꞌiriꞌi furaꞌineha. 
LUK.7.46	Ḡaꞌe vadiniheo dehoro mene beuꞌeha, rehano aniꞌa e odao dehoro hohoga manoḡa beuꞌeha. 
LUK.7.47	Eꞌanoꞌo eḡeꞌa ḡaꞌohe. Moni 500 madu moni vazeḡaꞌa ḡararo haroteꞌe vazeḡa teige, roḡae ꞌahiꞌe ane sauꞌa ḡehaḡa ꞌai rae modeha, eꞌanoꞌo ani eḡe zamare borofadu ꞌouge haḡaeha. Rehano moni 50 madu moni vazeḡaꞌa ḡararo haroteꞌe vazeḡa teige, sauꞌa ufiḡa haḡaeꞌeteꞌe vazeḡaꞌe ane sauꞌa tahife rae modiꞌuma ebu e tahife zamariꞌuma.”
LUK.7.48	Ebu Iesuꞌa roḡae ninaꞌa, “Ḡa sauꞌa ꞌai rae modeha.” 
LUK.7.49	ꞌOugirotene, Iesu teite ogaroteꞌe azaḡaꞌe zamariro, raenaꞌa, “ꞌAhiꞌe iniu? Ani vaze sauꞌa zuni rae modehehe?” 
LUK.7.50	Ebu Iesuꞌa roḡae niro. “Ḡaꞌe eḡe mae ḡihiheha, eꞌanoꞌo ḡae sauꞌanonoꞌo ḡabodeha. Zamaḡo roḡenadu onamoꞌi!”
LUK.8.1	Eꞌe enogano Iesuꞌe haba nunu zu ne ꞌahoga ꞌahoga onamadu Badiꞌaꞌa ibitohauꞌeteꞌe habaꞌa, hariḡa manoḡa haraminu ebu tahiꞌaḡa 12 zuni ane ḡatininu. 
LUK.8.2	Ebu vine sauꞌaniꞌa ragano reiroteꞌe zu ugi nunuꞌa meiroteꞌe roḡaeḡa roḡaeḡaꞌe ugize manoradu Iesu duḡuru danaziro. Ze boꞌaḡano Magadala neḡa roḡae niḡa Maria aniꞌe vine sauꞌa 7 raganonoꞌo hegone buniroteꞌe roḡaeḡa. 
LUK.8.3	Ebu Kuza inuḡa niḡa Ioana. Kuza aniꞌe kiniḡa Heroda gau zu neḡa taufeꞌeteꞌe vazeḡa. Roḡae ꞌahoga niḡa Susana zu roḡae ꞌahoga ꞌahoganiꞌa zeḡe zeḡe ḡau hina Iesu ebu ane tahiꞌatahiꞌa danaziro.
LUK.8.4	Mada ꞌahogano vaze ḡuḡuvaḡaniꞌa Iesu haba nunuonoꞌo Iesu vaḡe ariro. ꞌOugadu Iesuꞌa hari ꞌahoga idaniro, raenaꞌa,
LUK.8.5	“Hihi vazeḡa ꞌahoganiꞌa mebaḡano ezone ḡora onamiro. Ani mebaḡano ezone feune ragavirotene, nuꞌe oda ibiḡano rururaro. Eꞌe ezoneḡaꞌe vazeꞌa rana edau oname onainu zu niniꞌa onadu au hauḡiro. 
LUK.8.6	Ezone nuꞌe hadi habaꞌano rururaro. Eꞌe ezoneḡaꞌe ḡuhuriro, rehano roraro, mazaḡa rahaꞌe mene abuꞌa. 
LUK.8.7	Ezone nuꞌe ve renogano rururaro. Ebu ezone zu ve renoga tibano ḡuhure bororaro. Rehano ve renoganiꞌa ezone ḡuhuḡa simarinadu mene iniro. 
LUK.8.8	U ezone nuꞌe raha manoḡano rururadu faine ḡuhure bororaro, ebu vesu hugaꞌe ḡae 100 hudaro.” Iesu ani ḡoere hauḡirotene, ani ḡihau ḡoeriro, raenaꞌa, “Teḡaḡeta vazeḡaꞌe faifaine egadu huga ederoꞌi!”
LUK.8.9	Ebu Iesu tahiꞌatahiꞌaꞌa hari eꞌe huga ani ḡadiniro. 
LUK.8.10	Iesuꞌa naenaeziro, raenaꞌa, “Zaꞌe Badiꞌaꞌa ibitoziniꞌeteꞌe moneo ꞌuꞌuru tiꞌeteꞌe ihozeꞌohe. Rehano vaze nuꞌe hari huga niduꞌa hari idaidaḡa hina ihozeꞌohe, eꞌanoꞌo zeꞌe huga mene ederiꞌuma. Peroveta azaḡaniꞌa amahi ꞌahige reiro, raenaꞌa,
LUK.8.10	'Zeꞌe Badiꞌaꞌa nagini haḡaeꞌetaꞌe horoneꞌohe rehano, hugaꞌe mene horoniꞌuma.
LUK.8.10	Zeꞌe Badiꞌaꞌa nagini raꞌetaꞌe igiꞌohe rehano, eꞌe hugaꞌe mene ederiꞌuma.'
LUK.8.11	Eḡeꞌa ezone feune ḡorauꞌeteꞌe hariḡa idaidaḡa hugaꞌe rae deheniꞌuma. Ezoneꞌe Badiꞌa ḡoere. 
LUK.8.12	Ezone ibio ruruneꞌetaꞌaꞌe, vazeꞌa Badiꞌa ḡoere igiꞌohe. Rehano zeꞌa Badiꞌa ḡoere mene mae ḡihinadu ḡabone mene hidifine, Sataniꞌa zeḡe zamaonoꞌo Badiꞌa ḡoere mae vaḡineꞌohe. 
LUK.8.13	Ezone hadi habaꞌano rururuꞌetaꞌe, Badiꞌa ḡoere igiꞌetene matuꞌuzeta mae ḡihineꞌohe. Rehano ze fieꞌe ire taiga oꞌoꞌa heuḡa, eꞌanoꞌo mada tahiḡa daꞌo fieꞌohe. Ebu Sataniꞌa tuhuze nuriꞌetene uiteꞌohe. 
LUK.8.14	Ezone ve renoga zamaḡano rururuꞌetaꞌe, ze Badiꞌa ḡoere igiꞌohe. Rehano radiuꞌeteꞌe madaḡano, zamarone aduga borofeꞌohe, haba toheḡa ufeta zamareꞌohe zu haba ḡauḡa manomano hina ufeta matuꞌeꞌohe. Eꞌanoꞌo zeꞌe mene iniꞌohe. 
LUK.8.15	U ezone raha manoḡano rururuꞌetaꞌe, mene ḡurireꞌenaꞌa zama manoḡano Badiꞌa ḡoere igiꞌohe. Ebu zeꞌe aduga hideꞌe rehano, Badiꞌaꞌa matuꞌeꞌeteꞌe haḡaiḡa haḡaeꞌenaꞌa, hudauꞌohe.
LUK.8.16	Vaze ꞌahoganiꞌa ihure hufine siuva hina mene ogone tiꞌuma ga fata ꞌuꞌuḡano mene tiꞌuma. Rehano ne diuḡeꞌeteꞌe vazeꞌa agaḡa horonoga veize, midau tiꞌeteꞌe habaꞌano midauꞌohe. 
LUK.8.17	Ihureꞌa ḡau niduꞌa aganeꞌeteꞌe teige, ꞌuꞌuru radiuꞌeteꞌe ḡauḡa niduꞌa fureraꞌuma. Ebu ogone ḡahineꞌeteꞌe ḡauḡa zuni horoniꞌuma. 
LUK.8.18	Eꞌano'o eḡeꞌa ziꞌeteꞌe ḡoeꞌa faine zamare egoꞌi! Faifaine zamare igiꞌeteꞌe azaḡaꞌe, Badiꞌaꞌa edeḡa boro ziniꞌuma. U mene faine zamare igiꞌeteꞌe azaḡaꞌe, Badiꞌaꞌa zeꞌe tahiḡa edeḡa rae zamareꞌeteꞌe zuni mae vaḡiniꞌuma.
LUK.8.19	Eꞌe enogano Iesu viꞌa ebu negoḡa duḡuruꞌa ani vaḡe onamiro, rehano vaze ḡuḡuvaḡa ꞌahine ani uhiḡa onamoga mene idararo. 
LUK.8.20	Ebu vaze ꞌahoḡaniꞌa Iesu niro, raenaꞌa, “Ḡa viꞌu zu negoḡo duḡuruꞌa ḡiaꞌihi radu ne enona edau radiuꞌohe.” 
LUK.8.21	Ebu Iesuꞌa naenaeziro, raenaꞌa, “Badiꞌa ḡoere egadu haḡaiḡa haḡaeꞌeteꞌe azaḡaꞌe eḡe nanu zu eḡe nego.”
LUK.8.22	Mada ꞌahogano Iesuꞌa ane tahiꞌatahiꞌa teite ḡasio tiradu ze ziro, raenaꞌa, “Aro, duꞌura moneafa fare onamihi.” Ebu ze fare onamiro. 
LUK.8.23	Ze fare onameꞌeteꞌe zamaḡano, Iesu ani baziro. Ebu zavara boroꞌa feuradu vuꞌa ḡasi kafere diuḡadu foꞌariro. Zeꞌe ariga runeo diuḡiro! 
LUK.8.24	ꞌOugirotene, Iesu tahiꞌatahiꞌaꞌa ani evaniro, raenaꞌa, “Zuhiꞌa Boro, Zuhiꞌa Boro, eme izidi hunuhuneꞌohe!”
LUK.8.24	Ebu Iesuꞌa evatadu zavara zu saꞌu riḡa ḡoreziro, raenaꞌa, “Sifu radadu roḡeranoꞌi!” Ani ꞌouge reirotene, zavara zu saꞌuꞌa hauḡiro zu duꞌuraꞌa roḡeraro. 
LUK.8.25	Ebu Iesuꞌa ziro, raenaꞌa, “Za eḡe mazao mene fieꞌohe!” Rehano, zeḡe niduꞌa rihauꞌenaꞌa zu zaguzagauꞌenaꞌa, ḡadititiro. “Ahiꞌe iniu? Aniꞌa zavara zu saꞌu riḡa ḡorezitene, ḡoeꞌa egohuꞌohe!”
LUK.8.26	Eꞌe enogano, Iesu zu ane tahiꞌatahiꞌaꞌa Galilea duꞌuraḡa moneafa ruhau faradu Gerasa
LUK.8.27	Iesu ani ḡasionoꞌo buarotene, eꞌe habaꞌano vine sauꞌa sauꞌaḡeta vazeḡa ꞌahoganiꞌa Iesu hidiro. Aniꞌe mada faḡa firina zu neḡano mene radiunu, rehano ꞌidu habaꞌano radiudo. 
LUK.8.28+LUK.8.29	Vine sauꞌaniꞌa vaze ꞌadiꞌe mada ḡehaḡa ibitohaudoteꞌe uꞌano, haba eꞌe azaḡaniꞌa auri miniḡa riḡa hina evoꞌa zu odaḡa batune teadu taufe radiudo. Rehano aniꞌa mini eꞌe riꞌi ḡuzuhadu vine sauꞌaniꞌa tuḡune haba bohaꞌa onamido.
LUK.8.28+LUK.8.29	Aniꞌa Iesu horonirotene, Iesuꞌa riḡa ḡoreniro, raenaꞌa, “Vine sauꞌa toraga, ani mazaonoꞌo buanoꞌi!” Ani Iesu zamao hiḡau bauradu ḡaniḡanaro, raenaꞌa, “Iesu, Ḡihiꞌahune Badiꞌaḡa Ubuga! Ḡaꞌe eḡe mazao nagini urateꞌohe? E umiꞌeꞌohe, aduga aḡo enoꞌi!” 
LUK.8.30	Ebu Iesuꞌa ḡadiniro, raenaꞌa, “Ḡa niḡo iniu?” Ebu aniꞌa naenaeniro. “E niꞌe Legioni!
LUK.8.31	Vine sauꞌa sauꞌaniꞌa Iesu uminiro, raenaꞌa, “Eme hoꞌone ḡonaga oꞌoꞌano
LUK.8.32	Eꞌe madaḡano aba ḡehaḡaꞌe haba maḡano ogaunu. Eꞌanoꞌo vine sauꞌa sauꞌaꞌa bare Iesu uminiro. “Eme aba eꞌe mazao diuḡoga tuḡufoꞌi!” Iesuꞌa naenaezinaꞌa, “Idaḡa, buꞌanadu onamoꞌi!” 
LUK.8.33	Ebu vine sauꞌa sauꞌa ꞌai vaze eꞌe mazaonoꞌo buanadu aba ḡehaḡa mazao diuḡe ḡouriro. Aba ḡehaḡa ꞌai maḡa beꞌanoꞌo dure ovoadu duꞌurao hunuhune rudaro.
LUK.8.34	Aba taufeꞌeteꞌe azaḡaniꞌa naginiꞌa fureraroteꞌe horonadu, ferau uhiḡa neḡa zu habaꞌa habaꞌa onamiro. Ebu eꞌe hariḡa vazevaze mazao meꞌodiro. 
LUK.8.35	Vaze ḡehaḡaꞌa naginiꞌa fureraroteꞌe ḡianoga veize Iesu vaḡe onamiro. Ze onamirotene, vine sauꞌaḡeta vazeḡa eꞌe dabua vidanadu zamarone manoḡano Iesu oda babaḡano ehoriroteꞌe horoniro. Eꞌanoꞌo zeꞌe rihau ḡouriro. 
LUK.8.36	Ebu fureraroteꞌe haḡaiḡa niduꞌa horoniroteꞌe azaḡaniꞌa haba ꞌahoga ꞌahoganonoꞌo onairoteꞌe azaḡa mazao Iesuꞌa vine sauꞌaḡeta vaze eꞌe nougenouge ḡaboniroteꞌe meꞌodoziniro. 
LUK.8.37	ꞌOugadu Gerasa habaꞌa azaḡa niduꞌaꞌe rihoꞌa mae ḡouriro. Ebu zeꞌe Iesuꞌa eꞌe habaꞌanonoꞌo vaḡinoga veize uminiro. Eꞌanoꞌo Iesuꞌe ḡasio tiradu bare duꞌura moneafa fare onamiro.
LUK.8.38	Vine sauꞌaonoꞌo manoriroteꞌe vazeḡaꞌe Iesu teite onamoga veize uminiro. Rehano Iesuꞌa ani tuḡuneꞌenaꞌa, niro. 
LUK.8.39	“Mene. Ḡa bare neḡo onamadu Badiꞌaꞌa ḡae mazao haḡai manoḡa haḡateꞌe nabuḡo ihozoꞌi!” Eꞌanoꞌo ani bare onamadu ne niduꞌa ragaveꞌenaꞌa, Iesuꞌa ani mazao nagini haḡairoteꞌe haḡaiḡa meꞌodo ziniro.
LUK.8.40	Iesuꞌa faradu ruhau hebetirotene, vaze ḡehaḡaniꞌa hidadu mae ḡihiniro, mazaḡa zeꞌe mada faḡa guhiniro. 
LUK.8.41	Ebu vaze ꞌahoga niḡa Iairoꞌa onamadu Iesu oda babaḡano ḡuḡuriro. Aniꞌe nuꞌonuꞌo neḡa ḡianeꞌeteꞌe vazeḡa ḡihiꞌaḡa. Aniꞌa Iesu uminiro, raenaꞌa, “E ne aradu aboehe fainoꞌi!” 
LUK.8.42	Ani aboḡaꞌe tibuhuga eꞌe daꞌo zu muriḡaꞌe 12. Aniꞌe ugine sausaunadu ariga rudaro.
LUK.8.42	Ebu Iesuꞌa Iairo teite ane ne onamiroteꞌe zamaḡano vaze ḡuḡuvaḡaniꞌa naenaenoꞌo bibine runiro. 
LUK.8.43	Vaze ḡehaḡa boꞌaḡano, roḡae ꞌahogaꞌe roḡae ugiꞌa madu muri 12 zamaḡano adudu radiro. Rehano gohe vazeḡa ꞌahoganiꞌa zu manonoga mene idararo. 
LUK.8.44	Ebu aniꞌe ugiḡaniꞌa manoroga veize Iesu ḡaruna hegote aradu dabuaḡa ariḡa tuꞌiniro. ꞌOugirotene, ugiḡaniꞌa ḡarihe hune hauḡiro! 
LUK.8.45	Ebu Iesuꞌa ḡadimaro, raenaꞌa, “Iniuꞌa e tuꞌiheha?” Vaze niduꞌaꞌa naenaeninaꞌa, “Eme mene tuꞌiꞌeha.” Ebu Peteroꞌa raenaꞌa, “Zuhia Boro, vaze ḡuḡuvaḡaniꞌa bibiꞌeꞌeteꞌe uꞌano, vaze ḡehaḡaniꞌa ḡa tuꞌiꞌeha.” 
LUK.8.46	Rehano Iesuꞌa niro, raenaꞌa, “E edereha, vaze ꞌahoḡaniꞌa tuꞌihadu e mazaonoꞌo gigiꞌa inaraheꞌa buaneha, ebu vaze eꞌe faineha.” 
LUK.8.47	Iesuꞌa ꞌouge zirotene roḡae eꞌe ani mazao naginiꞌa fureraroteꞌe uꞌuranoga mene idaḡa rae zamariro. Ebu ani rihauꞌenaꞌa rereru Iesu vaḡe onadu ani oda babaḡano tuḡe ḡuḡuriro. Ebu ani nougadu Iesu dabuꞌa tuꞌinateꞌe, zu ḡarihe manorateꞌe hariḡa vaze niduꞌa ziro. 
LUK.8.48	Ebu Iesuꞌa roḡae eꞌe ninaꞌa, “Aboe, ḡaꞌe eḡe mazao fiateꞌe uꞌano, ugiḡoꞌa manoreha. Eꞌanoꞌo matuꞌuḡota onamoꞌi!”
LUK.8.49	Iesu ani roḡae eꞌe ḡoreneꞌenoḡano vaze ꞌahoganiꞌa Iairo neonoꞌo onaadu Iairo niro, raenaꞌa, “Ḡa aboḡo ꞌai rudaneha. Eꞌanoꞌo ihore vazeḡaꞌa ḡa ne onamoga veize ago umine banoꞌi!” 
LUK.8.50	Rehano Iesuꞌa hari eꞌe egadu, Iairo ninaꞌa, “Zamaḡo ago adufoꞌi! Eḡe mazao fioꞌi! ꞌOugine, ḡa aboḡoꞌe bare ḡabodiꞌuma.”
LUK.8.51	Ebu ze oname Iairo neo feuriro. Iesuꞌa Petero, Iakobo, Ioane zu roḡae komeꞌa viꞌa moga daꞌo tutuze neo diuḡiro, u vaze ꞌahoga ꞌahogaꞌe mene zamaze zouziro. 
LUK.8.52	Ze diuḡirotene, vaze niduꞌaꞌa ne zamaḡano harae niau radiunu. Ebu Iesuꞌa ziro, raenaꞌa, “Ago nianoꞌi! Aniꞌe mene rudaneha, rehano bazeꞌohe.” 
LUK.8.53	Zeꞌa ani eḡofoharo, mazaḡa zeꞌe roḡae tahiꞌaꞌa rudanataꞌaꞌe edeḡa. 
LUK.8.54	Ebu Iesuꞌa roḡae komeꞌa abine ḡihinadu hune niro, raenaꞌa, “Eḡe tahiꞌa, iḡunoꞌi!” 
LUK.8.55	Eꞌe zamaḡano ani viganiꞌa bare onaadu ḡarihe hune ḡabode iḡuniro. Ebu Iesuꞌa eꞌea radiroteꞌe azaḡa ziro, raenaꞌa, “Ogomu nu hanoꞌi!” 
LUK.8.56	Ani viꞌa mogaꞌe zaguzagau rudaro. Rehano Iesuꞌa ḡoere riḡa zinaꞌa, “Naginiꞌa fureranataꞌe vaze ago zoꞌi!”
LUK.9.1	Iesuꞌa ane tahiꞌatahiꞌa 12 huze nuꞌoziro. Ebu vine sauꞌa niduꞌa uhize buzeꞌeteꞌe zu ugi azaḡa faizeꞌeteꞌe gigiꞌaḡa ziniro. 
LUK.9.2	Ebu Badiꞌaꞌa ibitohauꞌeteꞌe habaꞌa moneo vaze ihozoga zu ugi azaḡa faizoga veize tuḡuziro. 
LUK.9.3	Izema aniꞌa ze tuḡuzogano, raenaꞌa, “Zae ragavo zamaḡano oꞌoꞌa huga ago moꞌi! Tuḡu, tunahu, ogomu, moni zu dabuꞌa ꞌahoga zuni ago odohoꞌi! 
LUK.9.4	Noꞌe habaꞌano ne ꞌahoga diuḡoꞌidene, eꞌea daꞌo radoꞌi! Ebu zaeꞌa haba eꞌe modeꞌeteꞌe madaḡa roꞌidene, ne eꞌe mode iḡunoꞌi! 
LUK.9.5	Haba ꞌahogano ne azaḡaniꞌa zae mene mae zouzadu ne eꞌe modoꞌidene, odaze huꞌuruḡa zauhe mode manahoꞌi! Aꞌe zeꞌa mene ḡihurine, aduga hidiꞌuma rae ihoziꞌuma.” 
LUK.9.6	Ebu Iesu tahiꞌatahiꞌa 12 neḡa neḡano ragavadu hari manoḡa haramiro zuni ugi azaḡa manoziro.
LUK.9.7	Heroda Antipasi, Galilea habaꞌa kiniḡaꞌe Iesu hariḡa igirotene, aniꞌe zamaḡa ꞌadaꞌadiro, mazaḡa vaze nuꞌa raenaꞌa, “Iesuꞌe Ioane Babatiso. Aniꞌa ibite rudanadu bare ḡabodeha.” 
LUK.9.8	U vaze nuꞌe raenaꞌa, “Aniꞌe peroveta vazeḡa, Elia. Aniꞌa bare fureraneha,” ebu vaze nuꞌe raenaꞌa, “Aniꞌe peroveta ibiꞌaḡa vazeḡa ꞌahoga, ebu bare ḡabodeha.” 
LUK.9.9	Rehano Herodꞌa ꞌahiḡe reiro, “Ahiꞌe mene Ioane, mazaḡa aniꞌe goruniro. Nougadu vazeꞌa 'Aniꞌe Ioane,' rae ḡoaneꞌohe?” Eꞌanoꞌo ani Iesuꞌe iniu vaze rae ḡianihi reiro.
LUK.9.10	Apostolo azaḡaniꞌa Iesu vaḡe bare onairo. Ebu zeḡeꞌa nagini haḡairoteꞌe niduꞌa Iesu meꞌodo haro. Ebu Iesuꞌa sifu zeḡe teite vaḡinadu Betesaida habaꞌa onamiro. 
LUK.9.11	Rehano vaze ḡuḡuvaḡa ze aniꞌe noꞌe onameꞌetaꞌe ederadu zeḡe niduꞌa ani hegotiro. Ebu Iesuꞌa ze mae ḡihizadu Badiꞌaꞌa ibitohauꞌeteꞌe habaꞌa ziro zu ugi azaḡa faiziro.
LUK.9.12	Ḡorava rarotene, Iesu tahiꞌatahiꞌa 12 ani vaḡe aradu niro, “ꞌAhiꞌe haba bohaꞌa. Ogomu vaḡoga ebu ohere bazoga veize, vaze niduꞌa ne uhiḡa uhiḡano tuḡuzoi!” 
LUK.9.13	Rehano Iesuꞌa reiro, raenaꞌa, “Zaeꞌa ogomu zenoꞌi!” Ebu ze ani naenaeniro. “Mene idaḡa! Eme mazaoꞌe beredi fuꞌo ebu ḡozone ꞌaheu daꞌo. Vaze ḡehaḡa ꞌahi ḡubuzoga veize, ogomu ḡehaḡa hoitine manoḡa!” 
LUK.9.14	Eꞌea vaze niduꞌa boꞌaḡano ohoze daꞌoꞌe niduꞌa 5,000 radiunu.
LUK.9.14	Iesuꞌa ane tahiꞌatahiꞌa ziro, raenaꞌa, “Ze ꞌahige zoꞌi, '50 rovonerovone ehoroꞌi'” 
LUK.9.15	ꞌOugadu Iesu reiroteꞌe idunaḡano vaze niduꞌa ehoriro. 
LUK.9.16	Eꞌe ḡarugano Iesuꞌa beredi fuꞌo zu ḡozone ꞌaheu madu adure ḡianeꞌenaꞌa, Badiꞌa mazao manoḡa tauḡi reiro. Ebu beredi zu ḡozone tahi tahe vaheḡe ane tahiꞌatahiꞌa zinadu ze ḡahuḡe ḡemiro. 
LUK.9.17	Zeḡe niduꞌa au ubararo ebu Iesu tahiꞌatahiꞌa ogomu ḡahaꞌa ḡahaꞌaꞌe tunahu niduꞌa 12 irivaꞌoniro.
LUK.9.18	Mada ꞌahogano Iesuꞌe ane daꞌo kurau radiro, ebu ane tahiꞌatahiꞌa daꞌo ane teite radiro. Ebu Iesuꞌa ze ḡadiziro, “Vazeꞌa eꞌe iniu rae raꞌohe?” 
LUK.9.19	Zeḡeꞌa naenaeninaꞌa, “Nuꞌe 'Ioane Babatiso', nuꞌe 'Elia,' raꞌohe. Nuꞌe raenaꞌa, 'Amahi rudaroteꞌe peroveta vazeḡa ꞌahoganiꞌa ḡabode iḡuniro.'” 
LUK.9.20	Ebu Iesuꞌa ḡadiziro, raenaꞌa, “U zaꞌa raꞌetene eꞌe iniu?” Peteroꞌa ninaꞌa, “Ḡaꞌe Badiꞌaꞌa tuḡuꞌiroteꞌe vazeḡa, Keriso!” 
LUK.9.21	Iesuꞌa ḡoere riḡa ziro, raenaꞌa, “ꞌAdi ḡoeꞌa vaze ꞌahoga ago zoꞌi!”
LUK.9.22	Ebu ani raenaꞌa, “Eḡe, Vaze Ubuganiꞌa aduga ḡehaḡa hidiꞌuma. Vaze boroboro, Badiꞌa dibuꞌo hauꞌeteꞌe ḡihiꞌaḡaḡihiꞌaḡa zu Mose goro ḡoeꞌa ihozeꞌeteꞌe azaḡaniꞌa heꞌeheꞌehiꞌuma zu uḡuhiꞌuma. Rehano mada uḡidu zamaḡano bare ḡabode iḡuniꞌuma.”
LUK.9.23	Ebu Iesuꞌa zeḡe niduꞌa zinaꞌa, “Iniuꞌa eḡe ḡaruna hegotiꞌuma roꞌidene, ane ura haḡaiḡa niduꞌa modadu, mada niduꞌa ane satauro odoheꞌenaꞌa, eḡe hegotoꞌi! 
LUK.9.24	Mazaḡa iniu vaze ane ḡabone obone giganine, ani ḡabone tuḡutuḡu mene hidiꞌuma. Rehano iniu vaze ane ḡabone eḡe ꞌuano ahetine, ḡabone tuḡutuḡu hidiꞌuma. 
LUK.9.25	Vaze ꞌahoganiꞌa haba niduꞌa madu ḡaboneḡa mae vaḡinine, nagini manoḡa hidiꞌuma? 
LUK.9.26	Vazeꞌa eḡe zu eḡe ḡoere oꞌonine, eḡeꞌa eḡe agaḡano, mamahe aḡaḡano ebu tuḡure viga zaḡoḡa aḡaḡano bare ovaine, eḡe, Vaze Ubuga zu ani oꞌoniꞌuma. 
LUK.9.27	E hube hune ziꞌohe, faifaine egoꞌi! Izidi zae boꞌaḡano vaze nunuꞌa, izema rudanogano, Badiꞌaꞌa ibitohauꞌeteꞌe habaꞌa horoniꞌuma.
LUK.9.28	Mada fuꞌo uḡidu fare ḡarugano Iesuꞌa Petero, Iakobo ebu Ioane zamaze maḡa rana kuranoḡa radu itiro. 
LUK.9.29	Ani kurauꞌeteꞌe zamaḡano, iraḡaniꞌa nufiro zu dabuaḡaniꞌa uranadu vazavazahiro. 
LUK.9.30+LUK.9.31	Eꞌe madaḡano vaze ꞌaheu, Mose zu Eliaꞌa fureradu ze Iesu teite ḡoaniro.
LUK.9.32	Petero zu Iesu tahiꞌa ꞌaheuꞌe baze rudaro. Zeꞌa evatirotene Iesu agaḡa zu ani uhiḡano vaze ꞌaheu edanoga horoziro. 
LUK.9.33	Mose ebu Eliaꞌa Iesu muhinoga madaḡa meirotene, Peteroꞌa Iesu niro, raenaꞌa, “Zuhiꞌa Boro, eme ꞌadama radiuꞌeteꞌe manoḡa tauḡi! Emeḡe uḡiduꞌa nugo taruha uḡidu ogoratihi, tibaꞌe ḡae veize, tibaꞌe Mose veize ebu tibaꞌe Elia veize.” Petero aniꞌa nagini raꞌetaꞌe aḡuꞌa. 
LUK.9.34	Ani ꞌouge reirotene ḡozeꞌa ovadu ogoziro, eꞌanoꞌo ze rihau rudaro. 
LUK.9.35	Ebu ḡoze zamaḡanonoꞌo Badiꞌa ago ꞌahoga igiro, raenaꞌa, “ꞌAhiꞌe eḡe Ubude, eḡeꞌa ohotiroteꞌe vazeḡa. Ani ḡoere egohanoi!” 
LUK.9.36	Agoꞌa hauḡirotene Iesu ane daꞌo horoniro. Zeḡe uḡiduꞌa nagini horoniroteꞌe vaze ꞌahoganiꞌa mene rae fureniro.
LUK.9.37	Mada eꞌe ḡarugano Iesu zu ane tahiꞌatahiꞌa teite maḡanonoꞌo ovairo, ebu vaze ḡuḡuvaḡa hidiro. 
LUK.9.38	Vaze ḡuḡuva zamaḡanonoꞌo vaze ꞌahoganiꞌa Iesu huniro, raenaꞌa, “Ihore vazeḡa, e ḡa umiꞌeꞌohe. Eḡe ubude tibuhuga ꞌadi ḡabonoꞌi! 
