GEN.1.1	Uluk fohon, Maromak naseꞌi laleꞌan no raiklaran.
JHN.9.31	Ita hotu-hotu hatene, Naꞌi Maromak la rona baa ema aat. Mais rona baa ema mak neon loos, no moris tuir Niakaan hakara.
JHN.9.32	Nahuu nosi Naꞌi Maromak naseꞌi laleꞌan no raiklaran toꞌo baa oras neꞌe, la noo lia ida moos mak katak nosi ema mak nadiꞌak nola ema mak matan delek hodi moris. 
JHN.9.33	Kalo Yesus la mai nosi Naꞌi Maromak, Nia la bele nalo saa ida nuneꞌe.”
JHN.9.34	Sia nataa naꞌak, “Hoi! O neꞌe, ema aat hori okaan inan nahoris nola o! Oin nunabee toꞌo o manorin fila ami? Notar lalek neꞌe!” Hotu sia teꞌur sai nia, toꞌo lelen nia nosi uma hamulak.
JHN.9.35	Yesus rona nola naꞌak, Yahudi ulun sia teꞌur sai ema mak uluk matan delek nia, Nia baa buka ema nia toꞌo netan. Nia nusu baa ema nia naꞌak, “Nunabee? O fiar baa Ema Raiklaran Isin ka?”
JHN.9.36	Mais ema nia nusu fila naꞌak, “Nia see ida? Ita Boot tulun katak lai, nebee haꞌu kbele fiar baa Nia.”
JHN.9.37	Yesus moos katak naꞌak, “O masoru mola Nia tiꞌan, tan Nia mak noꞌi dale no o neꞌe.”
JHN.9.38	Rona nola nunia, ema nia naꞌak, “Haꞌu kfiar Ita Boot!” Nia moos nakniꞌa nodi loꞌu-sudur baa Yesus.
JHN.9.39	Hotu Yesus katak baa nia naꞌak, “Haꞌu kmai iha raiklaran neꞌe atu tetu ema raiklaran. Nebee, ema matan delek bele naree, no ema mak natene aan matan moon, bele dadi delek.”
JHN.9.40	Iha nia noo ema Farisi naꞌin hira mak rona Yesus dale nia. Sia nusu naꞌak, “Nunabee tiꞌan? Ami moos ema delek ka?”
JHN.9.41	Yesus nataa naꞌak, “Kalo ema ida delek, tan nia la natene hanorin loos, nia la sala. Mais emi sala tiꞌan, tan emi dale haꞌak, emi matan moon.”
JHN.10.1	Hotu, Yesus dale nodi lia hatetek naꞌak, “Rona, tan Haꞌukaan dalen neꞌe, tebes no loos: hanoin baa bibi malae lalutuk. Kalo ema tama lalutuk la tuir nanokar, mais saꞌe tuir baꞌa, malorek tiꞌan naꞌak, ema nia ema naꞌok.
JHN.10.2	Mais kalo makbalin, nia tama tuir nanokar, tan nia mak naliku bibi malae. 
JHN.10.3	Ema mak daka nanokar natene makbalin, hotu loke nanokar bodik nia. Bibi malae sia moos natene makbalin lian. Oras nia bolu naran ida-idak, sia tuir nia baa luan. 
JHN.10.4	Nia laꞌo uluk, foin sia lolok tuir, tan natene niakaan lian. 
JHN.10.5	Kalo ema mak lahoos siakaan makbalin, bibi malae sia la lolok tuir, mais nalai sasin, tan la natene ema nia lian.”
JHN.10.6	Yesus dale lia hatetek neꞌe bodik ema nia sia, mais sia la kohi lia isin.
JHN.10.7	Hotu Yesus dale tenik naꞌak, “Rona, tan Haꞌukaan dalen neꞌe, tebes no loos. Haꞌu neꞌe, nanokar iha bibi malae lalutuk. 
JHN.10.8	Ema hotu-hotu mak mai uluk Haꞌu, sia hanesan naꞌok. Haꞌukaan bibi malae la rona baa sia. 
JHN.10.9	Tebes. Haꞌu neꞌe, mak nanokar. Ema mak tama tuir Haꞌu, netan moris. Sia dadi hanesan bibi malae mak tama-sai atu buka haa-hemun.
JHN.10.10	Naꞌok sia mai atu nanaꞌo, atu noꞌo, no nadodok mohu ema siakaan moris. Mais Haꞌu kmai atu foo moris kabaas.
JHN.10.11	Haꞌu, makbalin diꞌak mak daka diꞌa-diꞌak Haꞌukaan bibi malae sia. Haꞌu kodi liman rua latan Haꞌukaan moris toꞌo mate, nebee Haꞌukaan bibi malae sia bele netan moris. 
JHN.10.12	Kalo ema seluk mak daka bibi malae sia, oras nia naree asu fuik ida mai, nia nalai nela. Hotu asu fuik nia kohi nola ida, rumak sia nalai karin. Ema mak daka oin nunia, lahoos bibi malae naꞌin. 
JHN.10.13	Nia serwisu nakara nola osan dei, lahoos nadomi bibi malae sia.
JHN.10.14	Tebes! Haꞌu, makbalin diꞌak mak daka diꞌa-diꞌak Haꞌukaan bibi malae sia. Haꞌu katene sia. Sia moos natene Haꞌu. 
JHN.10.15	Nunia moos, Haꞌukaan Ama iha laleꞌan natene Haꞌu. Haꞌu moos katene Nia. Haꞌu kodi liman rua latan Haꞌukaan moris toꞌo mate, nebee Haꞌukaan bibi malae sia bele netan moris.
JHN.10.16	Haꞌu moos koo bibi malae seluk sia mak sei la tama dauk baa lalutuk. Haꞌu kmusti baa libur kola sia. Kalo sia rona nola Haꞌukaan lian, sia natene kedan. Hodi nunia, Haꞌukaan bibi malae sia dadi baa natar ida, makbalin ida.
JHN.10.17	Haꞌukaan Ama iha laleꞌan dadobe Haꞌu, tan Haꞌu kodi liman rua latan Haꞌukaan moris toꞌo mate, nebee Haꞌu kbele moris kikar. 
JHN.10.18	La noo ema ida mak naseten Haꞌu klatan Haꞌukaan moris toꞌo mate, mais Haꞌu naꞌin kakara. Haꞌu koo beran latan Haꞌukaan moris. Haꞌu moos koo beran atu kola kikar. Haꞌu ksimu kola ukun nia kosi Haꞌukaan Ama iha laleꞌan.”
JHN.10.19	Rona nola Yesus dale nunia, ema Yahudi sia toe malu tenik. 
JHN.10.20	Ema waꞌin nosi sia naꞌak, “Hoi! Ema neꞌe bula tiꞌan! Arumak diabu tekar! Tan saa emi hanono baa Nia?”
JHN.10.21	Mais ema balu naꞌak, “Neꞌe lahoos ema bulak mak dale. Hanorin mak kabaas nunia, la isin ida dauk sai nosi diabu ibun! Diabu moos la nalo ema matan delek toꞌo moon.”
JHN.10.22	Baa oras nia, ema Yahudi sia nadahur loron boot ida atu nodi nanoin oras siakaan bei uluk sia namanas nikar Uma Hamulak Huun. Loron boot nia, kona baa rai udan.
JHN.10.23	Oras nia, Yesus laꞌo iha Uma Hamulak Huun lalawar, toꞌo fatin ida naran ‘Fatin Naꞌi Soleman’. 
JHN.10.24	Naree Yesus mai, Yahudi ulun sia kabuun nola Nia, hotu sia katak naꞌak, “Hoi! O mabenar ami toꞌo wainhira? Kalo O neꞌe tebe-tebes Kristus, maꞌak malorek.”
JHN.10.25	Yesus nataa naꞌak, “Haꞌu katak tiꞌan, mais emi la hoꞌuk fiar. Tadak blaar mak Haꞌu kaseꞌi hotu-hotu, kaseꞌi kodi Haꞌukaan Ama beran. Lia nia nalore naꞌak, Haꞌu neꞌe see. 
JHN.10.26	Mais emi sei la fiar, tan emi lahoos Haꞌukaan bibi malae. 
JHN.10.27	Haꞌukaan bibi malae malolok sia, natene Haꞌukaan lian. Haꞌu moos katene sia. Sia moos tuir Haꞌu. 
JHN.10.28	Haꞌu kfoo moris nima-nimak baa sia. Neꞌe naꞌak, sia la naksasa kedas nosi Naꞌi Maromak. La noo ema ida kois mak bele nadau nola sia nosi Haꞌu. 
JHN.10.29	Haꞌukaan Ama iha laleꞌan mak latan sia baa Haꞌu. Nia mak boot kaliuk. La noo ema ida kois mak bele nadau nola sia nosi Nia. 
JHN.10.30	Haꞌu neꞌe ko Haꞌukaan Ama, Ami mesak ida.”
JHN.10.31	Rona nola nunia, Yahudi ulun sia foti tenik fatuk atu tuda noꞌo Yesus. 
JHN.10.32	Mais Yesus katak baa sia naꞌak, “Haꞌu katudu tiꞌan lia kabaas waꞌin nosi Haꞌukaan Ama. Emi hodi lia makonak ida nabee atu tuda hoꞌo Haꞌu?”
JHN.10.33	Sia nataa naꞌak, “Ami atu tuda O, lahoos tan matudu lia kabaas. Mais tan O dale mahaat Naꞌi Maromak. O ema raiklaran, mais O mola aan nuꞌu Naꞌi Maromak!”
JHN.10.34	Hotu Yesus nataa naꞌak, “Iha Hakerek Moon, Naꞌi Maromak duꞌuk katak kedan nosi emikaan bei uluk sia naꞌak ‘Emi neꞌe, nuꞌu maromak, tan emi dadi oan baa Nia Mak Aas Kaliuk’.
JHN.10.35	Ita hatene nanis la noo lia fuan ida mak bele hoꞌas lakon hosi Hakerek Moon laran. Dadi, kalo Naꞌi Maromak duꞌuk filak ema nuꞌu ‘maromak’, 
JHN.10.36	tan saa emi laran moras kalo Haꞌu katak kaꞌak, Haꞌu neꞌe, Naꞌi Maromak Oan? Neꞌe, la tama kakutak, tan Nia mak natudu Haꞌu, hotu solok Haꞌu kmai iha raiklaran neꞌe. 
JHN.10.37	Nuneꞌe. Kalo Haꞌu la kalaꞌo Niakaan serwisu, lalika fiar baa Haꞌu. 
JHN.10.38	Mais kalo Haꞌu kalaꞌo tebes, emi nokbiit fiar, tan haree tiꞌan tadak blaar mak kaseꞌi. Hodi nunia, emi hatene haꞌak, Haꞌu talin aan ko Haꞌukaan Ama. Nia moos talin aan no Haꞌu.”
JHN.10.39	Rona nola nunia, sia buka kohi Nia tenik, mais Nia sasin luku.
JHN.10.40	Hotu Yesus baa nikar mota Yordan balu baa, iha fatin mak uluk Yohanis sarani ema. Hotu, Nia nein heik iha nia.
JHN.10.41	Ema waꞌin mai buka Nia, nodi dale naꞌak, “Yohanis la nalo tadak blaar ida kois. Mais lia hotu-hotu mak nia dale nosi Yesus neꞌe, loos!” 
JHN.10.42	Ema waꞌin moos fiar baa Nia iha fatin nia.
JHN.11.1+JHN.11.2	Noo ema ida, naran Lasarus. Nia nein iha leo Betania namutuk no biin naꞌin rua naran Maria no Marta. (Maria neꞌe, mak uluk fui mina morin baa Yesus ain, hotu noꞌas nodi niakaan fuuk.) Baa dala ida, Lasarus moras todan.
JHN.11.3	Niakaan biin sia solok lia baa Yesus naꞌak, “Ita Boot belun Lasarus, moras todan.”
JHN.11.4	Rona lia nia, Yesus dale naꞌak, “Moras neꞌe la nodi nia baa mate. Naꞌi Maromak atu nodi lia neꞌe natudu Niakaan kabaas, nebee ema foti-nahaas Haꞌu, mak Niakaan Oan neꞌe.”
JHN.11.5	Yesus dodan Marta no alin Maria no Lasarus. 
JHN.11.6	Mais oras Nia rona naꞌak, Lasarus moras, Nia sei nein loron rua tenik iha mota Yordan balu baa. 
JHN.11.7	Nunia hotu, Nia katak baa maktuir sia naꞌak, “Mai ita baa hikar Lasarus leon iha rai Yudea.”
JHN.11.8	Mais sia sakar naꞌak, “Foin da-dauk neꞌe, Yahudi ulun sia atu tuda noꞌo Ita Boot iha nebaa. Oras neꞌe Ita Boot sei nakara tenik baa nebaa ka?”
JHN.11.9	Yesus nataa naꞌak, “Keta hataꞌuk! Sura loron, loro matan naksinak hori seisawan toꞌo loraik. Neꞌe naꞌak, noo kroman tuku sanulu resin rua laran. Kalo laꞌo iha kroman, ema la sidi ain, tan loro nakroma raiklaran. 
JHN.11.10	Mais kalo laꞌo iha makukun, ema sidi ain, tan la noo kroman.”
JHN.11.11	Yesus dale notu nunia, Nia katak tenik naꞌak, “Itakaan belun Lasarus toba tiꞌan. Mais Haꞌu atu kbaa fuꞌa kadeer nia.”
JHN.11.12	Rona Yesus dale nunia, maktuir sia naꞌak, “Ita Boot. Kalo nia toba, neꞌe naꞌak, nia atu diꞌak nikar.”
JHN.11.13	Tuir loos, Yesus dale soe lia nosi Lasarus mamaten. Mais, sia la kohi. 
JHN.11.14	Hotu Nia katak malorek naꞌak, “Nuneꞌe. Lasarus mate tiꞌan. 
JHN.11.15	Mais Haꞌu neon diꞌak, tan baa oras nia mate, Haꞌu la iha. Mai ita baa Lasarus ona, nebee saa mak atu dadi, bele nalo emi fiar baa Haꞌu.”
JHN.11.16	Iha nia moos no maktuir ida, naran Tomas, mak ema temi naꞌak, “oa karuak”. Rona Yesus dale nunia, nia katak baa maktuir rumak sia naꞌak, “Mai ona! Diꞌak liu ita hotu-hotu baa nebaa, nebee ita mate bele-bele ho Nia.”
JHN.11.17+JHN.11.18+JHN.11.19	Nunia hotu, Yesus sia baa leo Betania.
JHN.11.17+JHN.11.18+JHN.11.19	Leo nia, dook nosi kota Yerusalem kilo tolu dei. Ema Yahudi waꞌin moos mai nosi nebaa atu namalu neon namutuk no Marta no Maria.
JHN.11.17+JHN.11.18+JHN.11.19	Yesus sia toꞌo leo tehen, foin natene naꞌak, ema nakoi Lasarus loron haat tiꞌan.
JHN.11.20	Oras Marta rona nola Yesus mai tiꞌan, nia sai baa nasoru Nia. Mais Maria nein iha uma laran dei. 
JHN.11.21	Nasoru tiꞌan, Marta katak baa Yesus naꞌak, “Adeei, Ama Boot! Kalo Ama iha neꞌe, nanis haꞌukaan alin la mate. 
JHN.11.22	Mais haꞌu kfiar, Ama nakara nusu saa baa Naꞌi Maromak, Ama nanis netan.”
JHN.11.23	Hotu Yesus katak baa nia naꞌak, “Marta! Okaan alin atu moris nikar.”
JHN.11.24	Marta nataa naꞌak, “Tebes. Haꞌu katene, baa oras rai falu fila Naꞌi Maromak atu nalo haꞌukaan alin moris nikar bele-bele no ema hotu-hotu mak mate tiꞌan.”
JHN.11.25	Mais Yesus katak naꞌak, “Haꞌu koo beran atu kalo ema moris nikar, tan Haꞌu neꞌe, moris huun. Ema mak fiar baa Haꞌu, masik sia mate tiꞌan moos, sia netan moris toꞌo nima-nimak. 
JHN.11.26	Nunia moos baa ema mak sei moris. Marta, o fiar baa Haꞌukaan dalen neꞌe ka?”
JHN.11.27	Marta nataa naꞌak, “Heꞌe, Ama Boot! Haꞌu kfiar Ama Boot neꞌe, Kristus, Naꞌi Maromak Oan mak Nia nameno tiꞌan atu solok mai raiklaran neꞌe.”
JHN.11.28	Marta dale notu nunia, nia moos fila uma. Toꞌo baa, nia bolu nola alin Maria. Sia rua mesan, hotu Marta katak naꞌak, “Ama Boot mai tiꞌan. Nia nakara nasoru o.” 
JHN.11.29+JHN.11.30+JHN.11.31	Rona nola nunia, Maria nariik lai-lais baa nasoru Yesus. Ema Yahudi mak tuur iha uma laran naree nunia, sia moos tuir kedas Maria, tan sia naneo naꞌak, nia atu baa tanis iha rate.
JHN.11.29+JHN.11.30+JHN.11.31	Baa oras nia, Yesus sia sei la tama dauk baa leo laran, tan sia sei iha fatin mak ohin sia nasoru Marta. 
JHN.11.32	Toꞌo fatin nia baa, Maria naree Yesus, hotu nia nakniꞌa iha Yesus ain nodi katak naꞌak, “Adeei, Ama Boot! Kalo Ama iha neꞌe, nanis haꞌukaan alin la mate.”
JHN.11.33	Naree Maria no ema Yahudi mak tuir nia sia tanis nadeꞌun aan, Nia neon monu nodi noran susar. 
JHN.11.34	Hotu Nia nusu naꞌak, “Emi hakoi nia iha nabee?”
JHN.11.34	Sia nataa naꞌak, “Mai Ama Boot! Mai haree duꞌuk baa.”
JHN.11.35	Rona nola nunia, Yesus moos luun turu, tan neon susar basuk. 
JHN.11.36	Hotu ema Yahudi nia sia dale baa malu naꞌak, “Maree kokon baa. Nia nadomi Lasarus liu resik!”
JHN.11.37	Mais balu dale naꞌak, “Ema neꞌe, bele namoon ema delek matan. Tan saa Nia la bele sori nola Lasarus nebee keta mate?”
JHN.11.38	Nunia hotu, Yesus neon susar tenik. Nia nareꞌis aan baa fatuk kuak mak ema nakoi Lasarus baa. Fatuk kuak nia, sia taka tiꞌan nodi fatuk boot ida. 
JHN.11.39	Naree nunia, Yesus naruka ema iha nia sia naꞌak, “Foti sees fatuk neꞌe!”
JHN.11.39	Rona nola nunia, Marta, mak Lasarus biin, sakar naꞌak, “Keta, Ama Boot! Nia mate loron haat tiꞌan! Nanis dois tiꞌan.”
JHN.11.40	Mais Yesus foo natene baa nia naꞌak, “O sei manoin ka lale, ohin Haꞌu kdale nia? Haꞌu katak tiꞌan kaꞌak, kalo o fiar tebe-tebes baa Haꞌu, o atu maree Naꞌi Maromak Niakaan makaꞌas.”
JHN.11.41	Hotu, ema naꞌin hira dudu sees fatuk boot nosi rate nia. Yesus tanaat saꞌe baa laleꞌan, nodi katak naꞌak, “Ama! Haꞌu ksera dodan, tan Ama rona Haꞌu. 
JHN.11.42	Haꞌu katene hori uluk tiꞌan Ama rona Haꞌu nohuun. Tan baa nia, Haꞌu kdale tenik baa oras neꞌe iha ema waꞌin oin, nebee sia natene, Ama mak solok Haꞌu.” 
JHN.11.43	Dale notu nunia, Yesus nahii nodi lian makaꞌas naꞌak, “Lasarus! Sai mai ona!”
JHN.11.44	Ema maten nia moos sai kedas nosi kuak nia. Tais mak ema nodi falun ain no liman, sei nafati. Tais lesu moos sei taka nola oin. Hotu Yesus naruka ema iha nia sia naꞌak, “Loke hola tais nia lai, nebee nia bele laꞌo!”
JHN.11.45	Naree nunia, ema Yahudi waꞌin mak mai namalu neon no Maria, fiar baa Yesus. 
JHN.11.46	Mais balu baa nasara lia nia baa ema partee Farisi sia.
JHN.11.47	Rona hotu lia nia, naꞌilulik ulun sia no ema Farisi sia naklibur atu kabuar lia fuan. Sia dale baa malu naꞌak, “Ema nia naseꞌi tadak blaar oi-oik tiꞌan! Ita musti halo nunabee tenik? 
JHN.11.48	Kalo ita habusik Nia dei, ema hotu-hotu bele fiar baa Nia hanesan naꞌin. Hodi nunia, sondadu ukunrai Roma nadodok itakaan Uma Hamulak Huun no ita ema Yahudi hotu-hotu.”
JHN.11.49	Natoon baa tinan nia, Kayafas mak dadi siakaan naꞌilulik ulun boot. Nia dale baa sia naꞌak, “Hoi, beik sia! Emi la hatene saa ida! 
JHN.11.50	Diꞌak liu, ema ida mate bodik ema hotu-hotu. Kalo lale, sondadu Roma sia nadodok welon ita ema Yahudi tomak.” 
JHN.11.51	Tuir loos, Kayafas dalen nia, Naꞌi Maromak mak dale nodi Kayafas oin, tan tinan nia, Kayafas mak naꞌilulik ulun boot. Hodi nunia, nia katak kedan naꞌak, Yesus atu mate bodik ema Yahudi hotu-hotu. 
JHN.11.52	Mais tuir loos, Yesus la mate bodik ema Yahudi mesan dei. Nia mate bodik Naꞌi Maromak oan sia hotu-hotu iha raiklaran neꞌe. Sia tuur keke lema rai, mais Nia atu nalo sia dadi baa hutun ida.
JHN.11.53	Nahuu baa oras nia, ema Yahudi ulun sia nametis lia mesak atu noꞌo Yesus, tuir Kayafas dalen.
JHN.11.54	Tan baa nia, Yesus la nalore aan tenik iha Yahudi ulun siakaan klaran. Nia no maktuir sia nakiduk baa leo ida, naran Efraim, kreꞌis rai leet ida. Hotu, sia nein heik iha nia.
JHN.11.55	Natoon baa nia, ema Yahudi siakaan loron boot Paska kreꞌis tiꞌan. Sura tinan, ema waꞌin nosi luan mai kota Yerusalem atu tuir nadahur Paska iha nia. Sia mai uluk atu namoos aan tuir ukun-badu. 
JHN.11.56	Ema waꞌin mak mai Yerusalem baa tinan nia, nakara nasoru Yesus. Toꞌo Uma Hamulak Huun, sia nusu baa malu naꞌak, “Nunabee? Yesus moos mai dahur ka, lale?” 
JHN.11.57	Mais naꞌilulik ulun sia no ema Farisi sia naruka naꞌak, “Kalo noo ema mak natene Yesus iha nabee, hasara baa ami lai!” Sia dale nunia, tan sia nakara kohi Yesus.
JHN.12.1	Nunia hotu, sei hela loron neen foin loron Paska toꞌo mai. Yesus sia moos fila nikar baa leo Betania, mak Lasarus leon. Lasarus nia, ema mak Yesus nalo moris nikar nosi mate. 
JHN.12.2	Yesus sia toꞌo baa, Lasarus no feton sia sale Nia nebee naa kalan bele-bele no sia. Yesus moos simu. Marta naliku haan, Lasarus tuur naa bele-bele no Yesus. 
JHN.12.3	Hotu, Maria nola mina morin folin todan botir ida. Nia fui baa Yesus ain, hotu nia noꞌas Yesus ain nodi fuuk. Mina morin nuhar lema keꞌan nia tomak.
JHN.12.4	Naree Maria nalo nunia, Yesus Niakaan maktuir ida naran Yudas Iskariot (mak atu faꞌan lakon Yesus), namuun aan naꞌak, 
JHN.12.5	“Tan saa la faꞌan mina morin nia dei? Mina morin nia folin todan hanesan ema kansera tinan ida. Diꞌak liu faꞌan baa dei, nebee faꞌe osan baa ema mukit sia!”
JHN.12.6	Tuir loos, Yudas dale nunia, lahoos tan nia nadomi ema mukit sia. Mais tan nia naꞌok teen. Nia dadi baa Yesus siakaan ema makaer osan, mais isin ida-idak nanaꞌo nola.
JHN.12.7	Mais Yesus nakahik naꞌak, “Habusik nalo baa. Nodi fui mina morin neꞌe, feto neꞌe nahulin kedan Haꞌukaan maten, foin ema nakoi Haꞌu. 
JHN.12.8	Ema mukit sia iha emikaan klaran nohuun. Mais la kleur ona, Haꞌu la kamutuk ko emi tenik.”
JHN.12.9	Ema waꞌin rona nola naꞌak Yesus iha leo Betania, sia mai atu nasoru Nia. Sia moos mai atu naree Lasarus, tan sia rona tiꞌan naꞌak, Yesus nalo Lasarus moris nikar nosi mate. 
JHN.12.10	Naree ema waꞌin nunia, naꞌilulik ulun sia kabuar lia fuan atu noꞌo Lasarus. 
JHN.12.11	Ulun sia nakara nunia, tan sia nataꞌuk ema Yahudi la rona baa sia ona. Tan ema waꞌin mak rona lia Lasarus, sia hotu-hotu fiar baa Yesus.
JHN.12.12	Baa awan, ema lear mak mai atu tuir dahur Paska iha Yerusalem, sia rona nola naꞌak, Yesus moos atu mai tuir dahur. 
JHN.12.13	Hotu, sia baa kotu nola beet tahan atu nodi simu Yesus mai, hanesan ema simu naꞌin boot. Sia nahii bele-bele naꞌak,
JHN.12.13	“
JHN.12.13	Naꞌi Maromak natudu tiꞌan laran diꞌak baa Naꞌi Israꞌel.
JHN.12.13	Nia mai nodi Naꞌi Maromak naran!”
JHN.12.14	Baa oras nia, sia netan kuda keledai salak ida, hotu Yesus saꞌe. Lia nia natoꞌo lia mak hakerek tiꞌan iha Hakerek Moon naꞌak,
JHN.12.15	“Emi, ema Yerusalem, keta hataꞌuk!
JHN.12.15	Emi, ema ‘Sion’, mana baa nebaa lai!
JHN.12.15	Emikaan Naꞌin mai tiꞌan!
JHN.12.15	Nia mai, saꞌe kuda keledai salak ida.”
JHN.12.16	Baa oras nia, Yesus Niakaan maktuir sia la natene lia nia isin. Mais nosi ikus, oras Nia moris nikar tiꞌan nosi mate hotu Naꞌi Maromak foti-nahaas Nia, foin sia nanoin nola naꞌak, ema lear siakaan hahalok nia kona baa saa mak hakerek tiꞌan iha Hakerek Moon.
JHN.12.17	Natoon baa Yesus nalo Lasarus moris nikar nodi bolu sai nosi rate, ema lear moos iha fatin nia. Sia dale keke lia nia tan naree nodi matan duꞌuk. 
JHN.12.18	Rona nola Yesus naseꞌi tadak blaar nia, ema hetak waꞌin mai simu Nia oras atu tama Yerusalem. 
JHN.12.19	Naree nunia, ema Farisi sia dale baa malu naꞌak, “Lei haree! Ema hotu-hotu iha raiklaran neꞌe nalau aan tuir Nia! Baa ikus, ita mak susar! Kalo nunia, ita atu halo nunabee tenik?”
JHN.12.20	Natoon baa nia, ema Yunani naꞌin hira nosi rai seluk moos mai tuir nadahur bele-bele loron boot Paska iha Yerusalem. Masik sia lahoos ema Yahudi, sia moos loꞌu-sudur baa Naꞌi Maromak. 
JHN.12.21	Sia mai nasoru Yesus Niakaan maktuir ida naran Filipus, nosi leo Betsaida iha rai Galilea. Sia nusu baa Filipus naꞌak, “Mau! Ami bele hasoru Yesus ka?”
JHN.12.22	Rona nola nunia, Filipus baa naꞌak Andreas. Hotu, sia rua baa nasara baa Yesus. 
JHN.12.23+JHN.12.24	Yesus moos dale naꞌak, “Haꞌukaan oras toꞌo mai tiꞌan. Haꞌu kmusti mate uluk lai, foin Naꞌi Maromak foti-nahaas Haꞌu. Tebes! Haꞌukaan dalen neꞌe, tebes no loos. Kalo ita kuda hare fini musan ida, fini nia musti dodok iha rai lai, foin bele moris nodi nasai fuan waꞌin lear. Kalo la dodok nunia, fini nia nafati musan ida. 
JHN.12.25	Ema mak la titu Naꞌi Maromak hakaran, mais nadomi resik niakaan moris iha raiklaran neꞌe, niakaan moris la noo folin. Mais ema mak nadiꞌa aan latan to-tomak niakaan moris iha raiklaran neꞌe, nia atu netan moris nima-nimak.
JHN.12.26	Ema mak nakara serwisu bodik haꞌu, nia musti tuir Haꞌu bei-beik. Kalo Haꞌu iha nabee, nia iha nia. Kalo nia nalo nunia, Haꞌukaan Ama iha laleꞌan moos nakneter nia.”
JHN.12.27	Nunia hotu, Yesus dale tenik naꞌak, “Haꞌukaan neon susar basuk, toꞌo la katene atu kaꞌak saa. Iha Haꞌukaan neon, Haꞌu kakara kusu baa Ama nuneꞌe: ‘Ama! Sori Haꞌu nebee Haꞌu lalika kona susar boot neꞌe toꞌo mate.’ Tebes. Haꞌu kakara kusu Ama nunia, mais la kusu falik, tan Nia solok Haꞌu kmai, nebee Haꞌu kmate. 
JHN.12.28	Tan baa nia, Haꞌu kusu nuneꞌe dei: ‘Ama. Haꞌu kalo tuir Ama hakaran dei, nebee ema hotu-hotu foti-nahaas Ama naran.’ ”
JHN.12.28	Natoon baa oras nia moos, lia maliak ida nosi laleꞌan naꞌak, “Haꞌu kfoti-kahaas tiꞌan Haꞌukaan naran. Oras neꞌe, Haꞌu atu kfoti-kahaas tenik.”
JHN.12.29	Ema lear mak nariik iha nia moos rona nola lia maliak nia. Sia dale naꞌak, “Hoi! Noo kokur lian!”
JHN.12.29	Mais balu naꞌak, “Lale! Lia maliak nia, makbukar laleꞌan ida mak dale baa Yesus.”
JHN.12.30	Mais Yesus katak baa sia naꞌak, “Lia maliak mak ohin sai nosi laleꞌan nia, bodik emi, lahoos bodik Haꞌu. 
JHN.12.31	Naꞌi Maromak Niakaan oras toꞌo tiꞌan atu tetu ema raiklaran. Niakaan oras moos toꞌo tiꞌan atu natoba nola aꞌaat huun mak kaer ukun iha raiklaran. 
JHN.12.32	Kalo ema nasaꞌe Haꞌu tiꞌan iha ai karuus, Haꞌu atu kalaꞌo kola ema hotu-hotu dadi baa Haꞌukaan ema.” 
JHN.12.33	(Hodi nunia, Yesus nalore kedan Nia atu mate oin nunabee.)
JHN.12.34	Hotu, ema iha nia sia nusu naꞌak, “Ami leno tiꞌan iha Hakerek Moon naꞌak, Kristus atu moris nima-nimak. Kristus no Ema Raiklaran Isin nia, ema ida dei ka, lahoos? Kalo tebes nunia, tan saa Ama Boot naꞌak, ‘Ema atu nasaꞌe Ema Raiklaran Isin iha ai karuus?’ Ema Raiklaran Isin nia, mak see?”
