MAT.1.1	Bokanda bon’eotwelo ena Yesu Masiya, bon’ona Dawidi, bon’ona Abalayama.
JHN.12.25	Ende onongolanga lacina aundamele liiko lonande, angungya loho, koko ende onoka liiko lonande bowe ena loko lone, angomonya loho nko lacin’ena liiko lonelofakale. 
JHN.12.26	Nko boto ankambel’emi bikambwa, ankilake; ko enayal’emi, bosali’onami angoyala nko meho. Nko boto ankambel’emi bikambwa, Bafango’onami angokumy’ende. 
JHN.12.27	Isanga bolimo’onami boka bolito bike mene, ko yoi linalingi’m’otenda nai? Nongila nde, Bafango, ombikya ena heure ene? Ohonde ncina eneki’m’oyaka ena heure ene nd’ene. 
JHN.12.28	Bafango, kumya lina lineamene. Nkwaho lofoso loya ena loola, ate, Mokumya liho, ko nongokumya liho lakina. 
JHN.12.29	Bato’aho bik’ike banemalaki ko banokaki, baila, iy’ate, Likungola nde liho; bamoi, Mbo ekima ena loola atendaki l’ende. 
JHN.12.30	Yesu aotenda, ate, Lofoso lone lotaya lacin’enami: loyaka lacin’enino. 
JHN.12.31	Isanga etendelo en’akambo ban’ato bana loko lone emoyela; isanga lifoka lina loko lone angofodyama. 
JHN.12.32	Koko emi, yombo liledyama ena liko lina loko, nongosuma bato bahatu eneyal’emi. 
JHN.12.33	Aotenda yoi line lacina aatume bokotua bon’ewedi benengi’nd’owa. 
JHN.12.34	Bato’aho bik’ike bamokutwela, iy’ate, Tomoka en’asangya Masiya angoyala nko njalama; iya, enil’e oka Bon’on’oto angiledyama, ncina eka nai? Bon’oho bon’oto ayali nai? 
JHN.12.35	Koko Yesu amasumola, ate, Fololo eyali l’ino nk’ilalela kei: boongya likenda kuma fololo eyali l’ino, lacina liucu litokokwel’ino; lacina ende onoyakende ena liucu afanonganya mboka enaco’ende. 
JHN.12.36	Bimedyaka Fololo, kuma boyali l’eho, lacin’eho boyalame ban’ana fololo. Yesu aotenda baoyi’ane, ko aocoa oyafisamela.
JHN.12.37	Koko iyo, kanga ende akambaki bikambwa bine bike bina mpefa nk’en’aiso’aniyo, batiimedya tu;
JHN.12.38	nko lacin’eho yoi linaliki Yesaya bosumoli otendak’ale yilame, ate,
JHN.12.38	Nkolo, onimedyaki hosimo’oniso oka nai?
JHN.12.38	Ko lo lona Yawe lomenya eneyali nai?
JHN.12.39	La ncina ene, iyo batinya yimedya, lacin’oka Yesaya atendaki lakina, ate,
JHN.12.40	Amokomba baiso’aniyo, ko amocilingitanya betem’eniyo;
JHN.12.40	Batongoyena l’aiso’aniyo, ko batongononganya l’etem’eniyo,
JHN.12.40	Batongohelengwa,
JHN.12.40	Ko ntongoyaikya.
JHN.12.41	Yesaya atendaki baoyi’ane lacin’eneki’nd’oenaka bokoka bonande; ko atendaki lacin’enande. 
JHN.12.42	Koko bike bona bafoka nkoho bamimedya; ohonde bateyanya imeedyo iniyo ena fololo lacin’ena Bafalusi, batongofodyama ena sunagoga; 
JHN.12.43	lacin’oka baoka lokumo lon’ato mposa eneleki mposa enek’iy’ookaka lokumo lona Yakomba.
JHN.12.44	Yesu aololua, ate, Ononjimedy’emi, afanjimedy’emi: aimedy’ende onontomaki. 
JHN.12.45	Ko ononjen’emi, aen’ende onontomaki. 
JHN.12.46	Emi moya yoka fololo ena loko, lacina boto l’oto ononjimedya afayalamaki lakina ena liucu. 
JHN.12.47	Yomb’oto’on’etaketaka aoka baoyi’anami, ko afamony’aho, emi mpatendel’ende likambo, lacin’emi ntaya oyotendel’ato bana loko bakambo: njaki oyaikya. 
JHN.12.48	Ende onontembol’emi, ko afatambe baoyi’anami, ayali l’omoi onomotendela bakambo: yoi linaliki’m’otendaka, liho lingokoiy’ende likambo en’ina bona nsimbo; 
JHN.12.49	lacin’oka ntatenda yoi linamamene: Bafango onontomaki, ende ampaki bosimo bonongi’m’osumol’ato, ko la yoi linalingi’m’otenda. 
JHN.12.50	Ko emi ley’oka lotomo lonande loyali nko liiko lonelofakale; lacin’eho, baoyi’aho banatend’emi, latenda nk’eyok’o noki Bafango ontomaka lacina ntende.
JHN.13.1	En’oso bon’elambedya, Yesu aeyaki’oka esike enande emoyela lacina aume ena loko lone ko acu eneyali Bafango. Ende aokaki banandamene banayaaki ena loko nganji, ko amaoka nganji yengoko nsimbo. 
JHN.13.2	Koko en’elelo ena toma tona likolo, eneki Satana oilaka lokanyi en’otema bona Yudasa, bise Keliota, bon’ona Simona, lacina aangele Yesu; 
JHN.13.3	ko eneki Yesu oeyak’oka Bafango amomofa bikambwa bihitu en’akas’anande, ko aeyoka ayaki eneyali Yakomba, ko lakina angocoa nk’eneyali Yakomba; 
JHN.13.4	aemala en’elelo ena toma, ko aambya bisenda binande, aotamba itambala, ko aokakel’iho en’okeke’onande. 
JHN.13.5	Nkwaho aangol’asi ena salani, ko aomatsa lisonga bakaka ban’akili, ko aolifol’aho l’itambala iniki’nd’okakelaka en’okeke’onande. 
JHN.13.6	Koko aoya eneyali Simona Petelo. Ende amosumola, ate, Nkolo, E osonga nde bakak’anami? 
JHN.13.7	Yesu amokutwela, ate, Yoi linakamb’emi ofanonganya isanga: ongononganya nde ena mbusa. 
JHN.13.8	Petelo amosumola, ate, Ofasongaki bakak’anami tu. Yesu amokutwela, ate, Yomb’emi mpakosonge, ofana liondo l’emi tu. 
JHN.13.9	Simona Petelo amosumola, ate, Nkolo, ef’akak’anami kei: song’akas’anami ko l’ote nkoho. 
JHN.13.10	Yesu amosumola, ate, Boto onokaki basi, akolana lacina asonga bakaka kei, ko amboyala soto mene; ko ino boyali soto, ohonde ef’inatu. 
JHN.13.11	Lacin’oka aeyaki boto’oho onocoa oyangela; la ncina eho ate, Ino boyali soto, koko ef’inatu.
JHN.13.12	Koko eneki’nd’osongaka bakak’aniyo, aotamba bisenda binande, aokisase lakina ena toma, ko amalokwela, ate, Ino bomononganya nde ekambwa eneki’m’okokambelak’ino? 
JHN.13.13	Ino bontang’emi Bolaki la Nkolo: yok’oho botenda nk’olotsi, lacin’emi nde nde nkoho. 
JHN.13.14	Koko yomb’emi, Nkolo la Bolaki, nsongaki bakak’anino, akoli eneyal’ino bosongelana bakaka nk’o samb’oho. 
JHN.13.15	Lacin’oka mokof’ino ndembi, lacina ino bile yoka bosamb’onoki’m’okilelak’ino. 
JHN.13.16	Solosolo, solosolo, lakosumol’ino, boombo afaleki nyangetuke enande, ko ekima afaleki ende onotomaki. 
JHN.13.17	Yomb’ino bomeya baoyi’ane, ko bokamba baho, ino boyali l’ekiko. 
JHN.13.18	Mpatende lacin’en’inatu: leya banaki’m’osonaka; nde, lacina Bitengelo bina Yakomba biilame, eneki yoi otengamaka, ate, Ende onola mampa l’emi amompomela ncinji ena likaka linande.
JHN.13.19	Lakosumol’ino yoi line isanga, kuma liho litilame, lacin’eho enengi liho oilama ino bimedy’oka emi nde nde nk’ende.
JHN.13.20	Solosolo, solosolo, lakosumol’ino, onongotamb’ende onongi’m’otoma, antamb’emi; ko onontamb’emi, atamb’ende onontomaki.
JHN.13.21	Eneki Yesu otendaka yok’osamb’oho, aoka bolito bike mene en’olimo, ko aotenda yoi, ate, Solosolo, solosolo, lakosumol’ino, omoi’onino angonjangela. 
JHN.13.22	Bakili baolendana ta, ko baokandakanda lacin’ena boto’oho onom’end’oilak’oka angangela. 
JHN.13.23	Omoi’ona bakili onoki Yesu ookaka nganji ayaaki ena mesa ena toma, nko njekama ena ntolo ena Yesu. 
JHN.13.24	Simona Petelo ailel’ende ndembi la likasa, aufole Yesu boto onom’end’otangaka. 
JHN.13.25	Koko bokili’oho onekama ena ntolo ena Yesu, amufola, ate, Nkolo, boto’oho nai? 
JHN.13.26	Yesu aokutola, ate, Nk’ende onongi’m’otutela etate, njofe. Ko aotamba etate, aotut’eho, ko aofa Yudasa, bon’ona Simona, bise Keliota. 
JHN.13.27	Ena mbusa en’etutelo, Satana aotua eneyali Yudasa. Nkwaho Yesu amosumola, ate, Yoi linakamb’e, Ila liho nk’isanga. 
JHN.13.28	Koko efan’oniyo banakisak’ase ena mesa ena toma oneyaki ncina eneki’nd’otendaka l’ende yok’osamb’oho; 
JHN.13.29	koko lacina eneki Yudasa otolaka ntombe, bamoi baokanel’oka Yesu amolosumola, ate, Coaka oyotosombele toma tona elambedya; yombo lacina afe bato biinda iyema imoi. 
JHN.13.30	Koko ende, eneki’nd’otambaka etate eneki Yesu otutaka, aofola isasanga. Eyaaki nko boco.
JHN.13.31	Eneki’nd’ofolaka, Yesu aila, ate, Isanga Bon’on’oto aokumyama, ko Yakomba aokumyama lacin’enande; 
JHN.13.32	koko yombo Yakomba aokumyama laci n’enande, Yakomba angokumya eneyal’endamene, ko angookumya isasanga. 
JHN.13.33	Ban’anami ban’asali, nongoyala l’ino nk’ilalela; ino bongompona, ko yok’onoki’m’osumolaka Ba-Yuda, emite, Enaco’emi, ino bofayelisa meho; isanga lakosumol’ino nk’osamb’oho. 
JHN.13.34	Lakof’ino lisangya lina litoto, lacina bokana nganji; yok’onoki’m’okookak’ino nganji, ino bokana nganji nk’osamb’oho. 
JHN.13.35	Yok’osamb’oho bato bahatu bangey’oka ino boyali bakili’anami, yombo bokana nganji.
JHN.13.36	Simona Petelo amosumola, ate, Nkolo, ocoa meya? Yesu amokutwela, ate, Bili bonaco’emi, ofankilisa meho isanga; ohonde ongonkila en’esike ena mbusa. 
JHN.13.37	Petelo amosumola, ate, Nkolo, ncina enefakokilis’emi isanga eka nai? Nongambya liiko lonami lacin’ene. 
JHN.13.38	Yesu amokutwela, ate, Ongambya liiko lone lacin’enami fo! Solosolo, solosolo, lakosumol’e, kuma nkoko ena mpame eteke, ongonjangan’emi beangana besaso.
JHN.14.1	Botalangake betem’enino bekeswa la lokeseli. Bimedya Yakomba; bonjimedy’emi nkoho. 
JHN.14.2	En’otumba bon’afango’onami batonga bayali bike. Yombo etayala yok’osamb’oho, tumbe mokosumol’ino. Locoa oyokokolanyedy’ino edye ntutuma. 
JHN.14.3	Koko yombo locoa okokolanyedya edye, nongoya lakina, ko nongokotamb’ino eneyal’emamene, lacin’eho en’edye eneyal’emi, ino boyalama nko meho. 
JHN.14.4	Ko bili bonaco’emi, ino beya; ko beya mboka. 
JHN.14.5	Toma amosumola, ate, Nkolo, enaco’e tofeya; ko tongononganya mboka yok’osamb’oya? 
JHN.14.6	Yesu amosumola, ate, Emi nde nde Mboka, ko la Solosolo, ko la Liiko; efan’oto onoya eneyali Bafango yengoko l’emi kei. 
JHN.14.7	Yomb’ino bonjeyak’emi, tumbe beyaki Bafango’onami nkoho. Bisik’ine bomey’ende, ko bomeena. 
JHN.14.8	Filipo amosumola, ate, Nkolo, ototume Bafango: yoi linalang’iso nko liho kei. 
JHN.14.9	Yesu amokutwela, ate, Moyala l’ino bolingolingo yok’one, ko otanjeye, Filipo? Ende ononjen’emi, amena Bafango; ko out’oila, ate, Ototume Bafango, bosamb’oya? 
JHN.14.10	Ofimedy’oka emi njali eneyali Ba fango, ko Bafango ayali eneyal’emi? Baoyi banakosumol’emi, mpatende baho eneyal’emamene: Bafango onoyali eneyal’emi, endamene kongokamba bikambwa. 
JHN.14.11	Bonjimedyak’oka njali eneyati Bafango ko Bafango ayali eneyal’emi: yombo bofakolana l’oho, bonjimedya lacin’ena bikambwa mene. 
JHN.14.12	Solosolo, solosolo, lakosumol’ino, ende ononjimedy’emi angokamba bikambwa binakamb’emi, ko angokamba bikambwa bimoi binileki bine, lacina emi locoa eneyali Bafango’onami. 
JHN.14.13	Ko baoyi ban’etaketaka banang’in’oufola ena lina linami, nongila baho, lacin’eho Bafango akumyame eneyali Bona. 
JHN.14.14	Nko bufola yoi lin’etaketaka ena lina linami, nongila liho. 
JHN.14.15	Yombo bonjoka nganji, tumbe bongomonya beeka benami. 
JHN.14.16	Ko nongufola Bafango, ko angokof’ino Bokambi’omoi, lacin’eho ayalame l’ino nko njalama, 
JHN.14.17	nko Bolimo bona Solosolo, onofatambamisa l’ato bana loko, lacin’oka iyo bafeen’ende, ko bafeeya: ino bey’ende, lacin’ende aoyalama l’ino njalama, ko angoyala en’etem’enino. 
JHN.14.18	Mpakocikaki biciki: nongoya eneyal’ino. 
JHN.14.19	Nk’ilalela kei, ko bato bana loko bafanjenaki lakina; ohonde ino bongonjena: lacina emi njaike, ino bongika nk’osamb’oho. 
JHN.14.20	En’in’oho bongey’oka emi njali eneyali Bafango, ko ino boyali eneyal’emi, ko emi eneyal’ino. 
JHN.14.21	Ende onoyali la beeka benami, ko amonya beho, ende kongonjok’emi nganji; ko ende ononjok’emi nganji, Bafango’onami angook’ende nganji, ko emamene nongook’ende nganji, ko nongoyotum’emamene eneyal’ende. 
JHN.14.22	Yudasa (efa bise Keliota) amosumola, ate, Nkolo, ncina enayotum’e eamene eneyal’iso, ko ofayotume eneyali bato bana loko, eka nai? 
JHN.14.23	Yesu amokutwela, ate, Nk’oto anjok’emi nganji, angomonya yoi linami, ko Bafango’onami angok’ende nganji, ko tongoya eneyal’ende, tongila litonga liniso eneyal’ende. 
JHN.14.24	Ende onofanjok’emi nganji, afamonya baoyi’anami; koko yoi lineyok’ino lifayali linami: nko lina Bafango onontomaki nde liho.
JHN.14.25	Mokosumol’ino baoyi’ane kuma njali l’ino. 
JHN.14.26	Koko Bokambi, nko Bolimo bon’olotsi, onongi Bafango otoma ena lina linami, angokolak’ino baoyi bahatu, ko angokoofody’ino baoyi bahatu banaki’m’okosumolak’ino. 
JHN.14.27	Lokocikel’ino mwi, lokof’ino mwi enami; mpakof’ino la bokotua bonafeela bato bana loko. Botalangake betem’enino bekeswa la lokeseli, ko botokake bofolu en’etem’enino. 
JHN.14.28	Ino bokaki eneki’m’okosumolak’ino, Locoa, ko nonguta eneyal’ino. Yombo bonjokaki nganji, tumbe bonyangelaki eneki’m’oilak’oka, Locoa eneyali Bafango, lacina Bafango andek’emi. 
JHN.14.29	Mokosumol’ino en’esik’ene, kuma yoi liho litilame, lacin’eho enengi liho oilama ino bimedya. 
JHN.14.30	Mpit’otenda l’ino bike, lacina lifoka lina loko lone aoya, koko afan’iyema eneyal’emi; 
JHN.14.31	ohonde emi njakambe yok’onoki Bafango ontomaka, lacin’eho bato bana loko bey’oka emi loka Bafango nganji. Bemala, tocu.
JHN.15.1	Emi nde nde bokoli bona vina bona solosolo, ko Bafango’onami ayali Mene lisala lina bekoli. 
JHN.15.2	Etange l’etange eneyali eneyal’emi enefote bemamo, aumol’eho; ko akula etange l’etange enot’emamo, lacina eote bemamo la mpula. 
JHN.15.3	Isanga bomokulwa lacin’ena yoi linaliki’m’okosumolak’ino. 
JHN.15.4	Bomboyala eneyal’emi, ko emi eneyal’ino; yoka bosambo bonofotisa etange bemamo, ehoamene kei, yengoko eho eoyaela en’okoli bona vina: nk’osamb’oho l’ino, yengoko ino boyaela eneyal’emi. 
JHN.15.5	Emi nko bokoli bona vina, ino nko bitange; ende onoyali eneyal’emi nko njalama, ko emi eneyal’ende, ende aota bemamo bike; lacin’oka yombo boalana l’emi bofakambisa ekambwa emoko. 
JHN.15.6	Yomb’oto afayale eneyal’emi njalama, ende aokama yok’etange, ko aonyelala, ko baosusanya biho, ko baofusa biho ena nkoi, ko biolika. 
JHN.15.7	Yomb’ino boyaela eneyal’emi, ko baoyi’anami baoyaela en’etem’enino, bongufola yoi lin’etaketaka linalang’ino, ko liho lingilama eneyal’ino. 
JHN.15.8	Yomb’ino boot’emamo bike, Bafango’onami angokumyama la yoi liho, ko ino bongoyala bakili’anami. 
JHN.15.9	Nk’eyok’onoki Bafango’onami onjokak’emi nganji, emi nkookak’ino nganji nk’osamb’oho: ino bomboyala ena nganji enami. 
JHN.15.10	Yombo bomonya beeka benami, bongoyala ena nganji enami, yok’onoki’m’omonyaka beeka ben’afango’onami, ko njomboyala ena nganji enande. 
JHN.15.11	Mokosumol’ino baoyi’ane lacin’eho ekiko enami eyalame eneyal’ino njalama, ko lacina ekiko enino efule nko mpula. 
JHN.15.12	Boeka bonami nd’one: bokana nganji, yok’onoki’m’okookak’ino nganji. 
JHN.15.13	Efan’oto onoyali la nganji eneleki ene, nko boto aambya liiko lonande lacin’ena bifili binande. 
JHN.15.14	Yomb’ino bila beeka benami, ino boyali bifili binami. 
JHN.15.15	Mpakeelel’ino lakina baombo, lacina boombo afeya baoyi banakamba nyangetuke enande; mokeelel’ino bifili, lacin’oka nkosumolak’ino baoyi bahatu banaki’m’ookaka eneyali Bafango’onami. 
JHN.15.16	Ino botanson’emi: emi kongosonak’ino, ko nkotomaki lacina bocu, boyote bemamo, ko bemamo’enino beyalame nko njalama; lacin’eho yoi lin’etaketaka lin’ufol’ino Bafango ena lina linami, akofe. 
JHN.15.17	Lakof’ino beeka bene: bokana nganji. 
JHN.15.18	Nk’en’oka bato bana loko bakook’ino bowe, bey’oka banjokak’emi bowe en’oso. 
JHN.15.19	Yomb’ino bomoyala bana-loko, tumbe bato bana loko bamoka baniyoamene nganji; ohonde enefayal’ino bana-loko, eneki’m’okosonolak’ino ena loko, nko lacin’eho, baise loko bakook’ino bowe. 
JHN.15.20	Bokanedyaka yoi linaliki’m’okosumolak’ino: Boombo afaleki nyangetuke enande. Yombo bamonyom’emi, bangokonyom’ino nkoho; koko yombo bamomonya yoi linami, bangomonya linino nkoho. 
JHN.15.21	Koko bangokiilel’ino baoyi’ane bahatu lacin’ena lina linami, nko lacina enefey’iyo ende onontomaki. 
JHN.15.22	Yomb’emi ntaya ko ntatenda l’iyo, tumbe bataat’owe; ohonde isanga bafana nsako ena bowe’oniyo. 
JHN.15.23	Ende ononjok’emi bowe, aoka Bafango’onami bowe nkoho. 
JHN.15.24	Yombo ntakamba ena ntoto eniyo bikambwa binitakamba boto’okina tu, tumbe iyo bataat’owe; ohonde isanga bamonjen’emi ko l’afango’onami, ko bamotok’is’afe bowe. 
JHN.15.25	Koko yoi line limilama lacin’eho yoi linalitengamaki’ale en’asangy’aniyo yilame, ate, Banjokaki bowe efana ncina. 
JHN.15.26	Koko enengi Bokambi oya, onongi’m’okotomel’ino eneyal Bafango, nko Bolimo bona solosolo onofola eneyali Bafango, ende angoyala temoin enami; 
JHN.15.27	koko ino bongoyala temoins inami nkoho, lacin’oka boyaaki l’emi nk’ena limatsako.
JHN.16.1	Mokosumol’ino baoyi’ane lacina bofapusumwa. 
JHN.16.2	Bangokofody’ino en’etonga bena basunagoga; O, esike engoyela eneng’ende onokoyak’ino okanel’oka akambela Yakomba ekambwa. 
JHN.16.3	Bangokamba baoyi’ane lacin’oka bateya le Bafango l’emi. 
JHN.16.4	Koko mokosumol’ino baoyi’ane lacin’eho, nk’en’oka esike ena baho eoyela, boofw’oka nkosumolaki. Ntakosumola baho ena limatsako mene, lacin’oka njaaki nko l’ino. 
JHN.16.5	Koko isanga locoa eneyal’ende onontomaki; koko efan’onino ononjufola, ate, Ocoa meya? 
JHN.16.6	Ohonde lokeseli lolola en’etem’enino lacin’eneki’m’okosumol’ino baoyi’ane. 
JHN.16.7	Koko yoi line linakosumol’emi liyali nko solosolo: eleki bolotsi eneyal’ino lacina ncu, lacin’oka, yomb’emi mpacu, Bokambi afayaki eneyal’ino; koko yombo locoa, nongotom’ende eneyal’ino. 
JHN.16.8	Koko enengi’nd’oya, angakola bato bana loko ena likambo lina bowe, ko la mbongi, ko l’etendelo en’akambo: 
JHN.16.9	ena likambo lina bowe, lacin’oka bafanjimedya; 
JHN.16.10	ena likambo lina mbongi, lacin’oka locoa eneyali Bafango’onami, ko bofanjene lakina; 
JHN.16.11	ko l’ena likambo lin’etendelo en’akambo, lacin’oka lifoka lina loko lone amokoiyama likambo. 
JHN.16.12	Njali l’aoyi’akina bike oyokosumol’ino, koko bofinya yokisa baho isanga. 
JHN.16.13	Koko enengi’nd’oya, nko Bolimo bona solosolo, ende angokolond’ino ena solosolo ehatu; lacina ende afatendaki l’eango enandamene: angotenda nko baoyi’aho banok’ende, ko angokosumol’ino baoyi banangoya. 
JHN.16.14	Angonkumy’emi, lacin’oka angotamba eneyal’emi, ko angokosumol’ino. 
JHN.16.15	Baoyi bahatu banata Bafango bayali nko banami; nko la ncina eho lokosumolaka, emite, Angotamba eneyali baoyi’anami, ko angokosumol’ino. 
JHN.16.16	Efan’olingolingo bofanjenaki; ko lakina efan’olingolingo ko bongonjena; lacina locoa eneyali Bafango. 
JHN.16.17	Lacin’eho, bakili’anande bamoi baotendana, Mbo ncina ena yoi line linatosumol’ende eka nai? ate, Efan’olingolingo bofanjenaki, ko lakina efan’oli ngolingo ko bongonjena; ko, Lacin’oka locoa eneyali Bafango. 
JHN.16.18	Baila, Mbo yoi line linatend’ende, noka, Efan’olingolingo, lind’oya? Tofanonganya yoi linatend’ende. 
JHN.16.19	Yesu aofokol’oka basokolanga oyufol’ende; ko aila, ate, Ino bufolana nde ncina ena yoi linaliki’m’otendak’oka, Efan’olingolingo bofanjenaki, ko lakina efan’olingolingo ko bongonjena? 
JHN.16.20	Solosolo, solosolo, lakosumol’ino, bongolela la mposoli, ko bongosaa, ohonde bana loko bangonyangela; ino bongoka lokeseli, koko lokeseli lonino longohalingwa ekiko. 
JHN.16.21	Nk’en’oka boyoto ayatate la lonwa, ayali la lokeseli lacin’oka esike enande emoyela; koko enakady’ende yota bona afut’okanedya bino biniki’nd’oenaka: aokanedya nk’ekiko lacin’oka boto amolotwa ena loko. 
JHN.16.22	Koko ino, isanga boyali la lokeseli; koko nongokeen’ino lakina, ko betem’enino bengonyangela, ko efaataki boto onongokokumol’ino enyanga enino. 
JHN.16.23	Koko en’in’oho bofanjufolaki bufo bomoko tu. Solosolo, solosolo, lakosumol’ino, baoyi l’aoyi banang’in’oufola Bafango ena lina linami, angokof’ino baho. 
JHN.16.24	Ino botufole iyema ena lina linami: bufolaka, ko bongotamba, lacina ekiko enino efule.
JHN.16.25	Mokosumol’ino baoyi’ane la bikolanya; esike engoya enefatendaki emi l’ino lakina ena bikolanya: nongokosumol’ino yoi lina Bafango nko fololo. 
JHN.16.26	En’in’oho bongufola ena lina linami, ko mpil’oka nongokufwel’ino Bafango, 
JHN.16.27	lacin’oka Bafango mene akook’ino nganji, lacin’oka bomonjok’emi nganji, ko bomimedy’oka mpolaki eneyali Bafango. 
JHN.16.28	Mpolaki eneyali Bafango, ko njaki ena loko; koko lakina locika loko, ko locoa eneyali Bafango. 
