MAT.1.1	Ọnwan wụ ẹkụkwọ banyeni Jizọsị wụ Kraịstị hụn wụ nwa Defidi, nwa Ebraham.
ACT.7.36	Mozizi nọ gha alị Ijiptu wepụha wẹ, rụnkọ ọrụn-atụmẹnya lẹ ihiẹn-nghọsị imẹ alị Ijiptu lẹ Ohimin ufie lẹ imẹ atụ, ọrọgbọ ahụa ọgụnnaị. 
ACT.7.37	Mozizini wụ hụn sị ụmụ Izrẹlụ, ‘Osolobuẹ k'a gha imẹ umunẹ ụnụ wepụhanị ụnụ onyẹ-amụma k'o dọn wepụha m.’ 
ACT.7.38	Mozizi wụ onyẹ hụn kị ndị nke Osolobuẹ imẹ atụ ogẹn ahụn, ya lẹ Mmọn-ozi ahụn gwa a oku elu Ugu Saịnaị; ịya du ndị nẹdi ẹnyi kanị; ịya nahan Osolobuẹ oku ndị ahụn e ye ndụn o ye ẹ ye ẹnyi.
ACT.7.39	“Kanị ndị nẹdi ẹnyi kanị a jụ n'e humẹkọnị w'a isi; a jụ w'a ọjụjụ ụya, lakin alị Ijiptu imẹ obi wẹ, 
ACT.7.40	a sị wẹ Ẹrọnụ, ‘Mẹmẹni ẹnyi mmọn nị wẹ dumẹ ẹnyi, ni ẹnyi amarịnzị ihiẹn mẹ Mozizini wepụha ẹnyi alị Ijiptu.’ 
ACT.7.41	Ogẹn hụ kẹ wẹ gi kpụ nwa-efin, chụnyen'ẹ ẹjan; wẹ nọ rimẹni ihiẹn ẹka wẹ mẹmẹ oriri. 
ACT.7.42	Ya kẹ Osolobuẹ nọ gbakitọ wẹ azụụn, ha wẹ ye nị wẹ femẹ ihiẹn ndị rị igwere. Ya kẹ ndị-amụma de, sị,
ACT.7.42	‘Heuu, ikpụlọ Izrẹlụ!
ACT.7.42	Ẹlẹkwọ mmẹ kẹ ụnụ gbuni anụ ndị ahụn;
ACT.7.42	ẹlẹ mmẹ kẹ ụnụ chụnyesọnmẹni
ACT.7.42	ẹjan ndị ahụn imẹ atụ
ACT.7.42	ọrọgbọ ahụa ọgụnnaị.
ACT.7.43	Ụnụ e buru ụlọ-mmọn Molẹkị
ACT.7.43	lẹ okokisẹ mmọn ụnụ wụ Refanị,
ACT.7.43	mmọn ndị ụnụ kpụ
ACT.7.43	nị ụnụ hụn ụzọ e fe wẹ;
ACT.7.43	m k'e gi ufiri ẹ chụ ụnụ shikwọrị Babilọnụ
ACT.7.44	“Ogẹn ahụn wẹ gi rị a ghahunmẹ imẹ atụ hụ, ndị nẹdi ẹnyi bu Ọdụ Ashịa-ẹri hụ hụn a ghọsị nị wẹ lẹ Osolobuẹ rị. Wẹ rụn a kẹ Osolobuẹ dọn gwa Mozizi ogẹn o gi sị a rụn a kẹ hụn ọ ghọsị a. 
ACT.7.45	Ọdụ hụ e ru ẹka ndị nẹdi ẹnyi hụn rị ogẹn Joshụa, wẹ nọ bubanhan a imẹ alị hụ Osolobuẹ kwe wẹ nkwa a. Ọhụn mẹ kẹ wẹ banhan d'a napụ ndị Chuku chụpụnị wẹ alị. Ọdụ hụ rị imẹ igunrun wẹ d'e ru ogẹn Defidi. 
ACT.7.46	Chuku gi ẹnya rị mma lee Defidi: o mẹ ekpere, rịọ Chuku n'ọ nị a tụnnị Chuku, Chuku Jekọpụ, ebe obibi. 
ACT.7.47	Solomọnụ tụnnị nwan Osolobuẹ ụlọ hụ. 
ACT.7.48	“Kanị Onyẹ Hụ Kachanrịnnị ara bi ụlọ wẹ gi ẹka tụn. Ịya kẹ onyẹ-amụma gi sị,
ACT.7.49	‘Osolobuẹ sị,
ACT.7.49	“Elu-igwee wụ ukpo m;
ACT.7.49	ụwa wụ ebe m'a gbakwasị ụkụ.
ACT.7.49	Elee ụlọ k'i k'a tụnnị m nwan,
ACT.7.49	elebe kẹ m'a nọ zu ikẹn?
ACT.7.50	Ẹlẹ mmẹ mẹmẹ ihiẹn ndịnị ile?” ’
ACT.7.51	“Ndị isi-ikẹn! Ndị kwalẹni ugun imẹ obi lẹ ntịn! Ogẹn ile kẹ ụnụ gi e gbọndọn Mmọn-nsọ, e mẹ kẹ ndị nẹdi ụnụ! 
ACT.7.52	Elee onyẹ-amụma kẹ ndị nẹdi ụnụ kpokpolẹni? Uwẹ gbu ndị hụn ku oku ọbịbịa Kraịstị Onyẹ Ezi-omumẹ, ụnụ nwẹn wụ nwan ndị ren'ẹ lẹ ndị gbun'ẹ! 
ACT.7.53	Ndị Osolobuẹ ye Iwu ghahanị ndị mmọn-ozi, kanị emẹni wẹ ẹ!”
ACT.7.54	Ogẹn wẹ gi nụ ihiẹnni Stivini rị e ku, okẹn ọnụma nọ bịa wẹ, wẹ nọ gi iwe tan'a ẹka eze
ACT.7.55	Kanị Stivini Mmọn-nsọ jun imẹ ẹ nọ lee ẹnya elu-igwee, hụn ọghọ Osolobuẹ, hụnzị Jesu k'o turu ẹka-nni Osolobuẹ. 
ACT.7.56	Ọ nọ sị, “Lee ni! M rị a hụn elu-igwee k'o kpupụ: m rịzị a hụn Nwa nke Ịhịan ebe o turu ẹka-nni Osolobuẹ!”
ACT.7.57	Kanị, wẹ nọ gi ẹka kụkin ntịn, dọ oro ye ọnụ, zụnburu ẹ. 
ACT.7.58	Wẹ nọ gha imẹ obodo dọkpụnpụha a; ya wẹ nọ mama a ọmụma. Ndị ọshẹri hụ wẹhẹn'ẹ a gbụpụsọnmẹọlẹ ẹkwa wẹ yọtọ ụkụ okorọbịa ohu ẹfan a wụ Sọlụ n'o lepụ ẹnya. 
ACT.7.59	Ogẹn wẹ gi rị a ma Stivini ọmụma, ọ nọ mẹ ekpere, sị, “Di-nwọnni-ẹnyi wụ Jesu, dodo nabanhan mmọn m!” 
ACT.7.60	Ya ọ nọ gbu osekpu, weshi olu elu, yi, “Di-nwọnni-ẹnyi, agụnkwọlẹ njọnị yeni wẹ!” O kugụ a, ọ nọ nwụnhụn.
ACT.8.1	Sọlụ a kwadọnghọ wẹ kẹ wẹ rị e gbu Stivini.
ACT.8.1	Gha ụhụọhịn hụ jẹnmẹ, wẹ nọ kpokpomẹ ndị ụka rị Jerusalẹm ọda-ọda. Wẹ ile nọ gbayịya, gbashisọnmẹ ẹgbẹrẹ Judia lẹ Sameria — wezụka ndị-ozi hụ pụ-ichẹn.
ACT.8.2	Ogẹn wẹ gi magbu Stivini, ikẹnnyẹ e feshi Osolobuẹ ikẹn nọ bịa d'e buru ozun ẹ d'e li; wẹ nọ kwan ọda-ọda kwanshi elu nị Stivini a nwụnhụn.
ACT.8.3	Kanị Sọlụ nkẹ hụ a lụ nọ kụsị ụka Jesu, a gha ụlọ-ụlọ a dọkpụnpụha ikẹnnyẹ lẹ ikpoho kweri ni Jesu, e bu wẹ e che ụlọ-ngan.
ACT.8.4	Ogẹn hụ, ndị hụn gbayịyanị hụ e zi oziọma ebe-lẹ-ebe wẹ ru. 
ACT.8.5	Filipu nkẹ nọ jẹn isi-obodo Sameria, gwa wẹ oku Kraịstị. 
ACT.8.6	Ogẹn igunrun rịsọnmẹ ebẹhụ gi nụ ihiẹn Filipu rị e ku, hụnzị ọrụn-atụmẹnya ọ rị a rụn, wẹ ile nọ gọn ẹ ntịn, 
ACT.8.7	makẹni eje-mmọn rị imẹ ndị bu ọda hụ a gha imẹ wẹ a pụha, yikọ oro; ndị ọrọ lẹ ndị ngụrọ bu ọda hụ a dịnhịn, 
ACT.8.8	okẹn ịghọghọ e jun obodo hụ.
ACT.8.9	Ogẹn ahụn, okẹnnyẹ ohu ẹfan a wụ Saịmọnụ bi obodo hụ. O gi ọgụn e mẹ ihiẹn a tụ ndị Sameria ile ẹnya; ọ hụ a kpọ enwẹn ẹ okẹn ịhịan. 
ACT.8.10	Wẹ ile e gọn ẹ ntịn, kẹ onyẹ uku kẹ onyẹ-nta, a sị, “Okẹnnyẹni ya gi Ikẹn Osolobuẹ ahụn w'a kpọ ‘Okẹn-ikẹn.’ ” 
ACT.8.11	Wẹ hụ e gọn ẹ ntịn makẹni o tekẹmẹkẹ o gi ọgụn e mẹ ihiẹn a tụ wẹ ẹnya.
ACT.8.12	Ogẹn wẹ gi kweri oziọma Alị-eze Osolobuẹ lẹ ẹfan Jizọs Kraịstị hụn Filipu rị e zi, wẹ nọ mẹ wẹ mirin-Chuku, kẹ ikẹnnyẹ kẹ ikpoho. 
ACT.8.13	Saịmọnụ lẹ nwẹn ẹ nọ kwerizidẹ; e mẹgụ w'a mirin-Chuku, ọ nọ sọnhunmẹmẹ Filipu; okẹn ọrụn-atụmẹnya lẹ ihiẹn-nghọsị ọ rị a hụn Filipu rị a rụn hụ a tụ a ẹnya ọda-ọda.
ACT.8.14	Ogẹn ndị-ozi hụ pụ-ichẹn hụn rị Jerusalẹm gi nwan nụ nị ndị Sameria a nabanhangụọ oku Osolobuẹ, wẹ nọ zijẹnni wẹ Pita lẹ Jọnụ. 
ACT.8.15	Ogẹn wẹ gi ru ebẹhụ, wẹ nọ mẹni ndị kwerini ekpere nị wẹ nwọnhẹn Mmọn-nsọ — 
ACT.8.16	(makẹni imẹ wẹ ile o ke nwọn hụn Mmọn-nsọ hidankwasị, wẹ gihụ ẹfan Di-nwọnni-ẹnyi wụ Jizọsị mẹ wẹ mirin-Chuku.) 
ACT.8.17	Ya Pita lẹ Jọnụ nọ bu ẹka kwasị wẹ, wẹ nọ nwọnhẹn Mmọn-nsọ.
ACT.8.18	Ogẹn Saịmọnụ gi hụn nị Ndị-ozi hụ pụ-ichẹn buhụ ẹka kwasị wẹ, e nwọnhẹn wẹ Mmọn-nsọ, ọ nọ wẹhẹ egho n'o ye wẹ: 
ACT.8.19	ọ sị, “Yezi ni mmẹ nwẹn ikẹnni, kẹni, m buhụ ẹka kwasị ịhịan, o nwọnhẹn Mmọn-nsọ.”
ACT.8.20	Pita nọ sị a, “Ịyụ lẹ egho i la iwi! Makẹni i ro n'ị k'a saẹka gi egho ṅọnrin oyiye Osolobuẹ! 
ACT.8.21	Y'a rị imẹ ihiẹnni, onwọnzikwọnị ihiẹn runi i imẹ ẹ, makẹni obi i ezinrinni ẹnya Osolobuẹ. 
ACT.8.22	Rogharịkwọ nwan eje-ihiẹnni i mẹ, y'e mẹ ekpere, rịọ Di-nwọnni-ẹnyi; ikẹnkwọ ọ gbagharị ị iroroni. 
ACT.8.23	Makẹni a hụnọlẹ m nị eje ẹnya-ụfụ gi i, nị njọ kẹnzikwọ ị ẹgbụn.”
ACT.8.24	Saịmọnụ nọ sị Pita lẹ Jọnụ, “Dodo ni, mẹ ni ni m ekpere, rịọ Di-nwọnni-ẹnyi, makẹ ihiẹnni ụnụ ku gha e mẹ m.”
ACT.8.25	Ogẹn Pita lẹ Jọnụ gi shịagụnị Di-nwọnni-ẹnyi ẹri, zigụ ozi Di-nwọnni-ẹnyi, wẹ nọ lakin Jerusalẹm, zikọ oziọma imẹ obodo mẹsọnmẹ ẹkẹrẹ-ẹkẹrẹ bu ọda rị alị Sameria.
ACT.8.26	Ya mmọn-ozi Di-nwọnni-ẹnyi nọ sị Filipu, “Lihi, shi ụzọ hụ rị ẹbamịn ndịdan-mirin hụn gha Jerusalẹm pụ Gaza.” (W'a ra ghaka ụzọnị.) 
ACT.8.27	Ya ọ nọ lihi, jẹnmẹ. Ọ nọ kunrun onyẹ Ẹtiopịa. Okẹnnyẹni wẹ wara wụ iho-aza hụn e dọnmẹ egho lẹ ihiẹn ile okpoho wụ Kandesi eze Ẹtiopịa nwọn. Ọ bịa Jerusalẹm d'e fe ofufe. 
ACT.8.28	Ọ lakọ nwan alakọ; ọ nọdị alị imẹ ụgbọ-anyịnyan a, gụnkọ Ẹkụkwọ Azaya onyẹ-amụma. 
ACT.8.29	Mmọn-nsọ nọ sị Filipu, “Jẹn d'a nọkunmẹchanrịn ụgbọ-anyịnyan hụ.” 
ACT.8.30	Ya Filipu nọ gbakunrun ụgbọ-anyịnyan hụ, nụ kẹ okẹnnyẹ hụ rị a gụn Ẹkụkwọ Azaya onyẹ-amụma. Ọ nọ jụ a, sị, “Ị hụ nwan a ghọta ihiẹn ị rị a gụn?”
ACT.8.31	Okẹnnyẹ hụ nọ za, sị, “Nanị m'e dọn ghọta omẹni a kọwanịnị wẹ m'a?” Ọ nọ rịọ Filipu n'o nyinhẹn d'e du ẹ nọdị imẹ ụgbọ-anyịnyan hụ. 
ACT.8.32	Ọ rị a gụn ebẹhụ Ẹkụkwọ-nsọ nọ sị,
ACT.8.32	“Wẹ nọ duru ẹ
ACT.8.32	nọkẹ atụnrụn wẹ dukọ d'e gbu;
ACT.8.32	ọ gba wẹ nkịtịn
ACT.8.32	kẹ atụnrụn wẹ rị a kọ ẹṅẹnrẹn
ACT.8.32	dọn a gba nkịtịn.
ACT.8.33	Wẹ nọ kpari ẹ;
ACT.8.33	wẹ nọ ma a ikpe —
ACT.8.33	bụ onwọnni ihiẹn o mẹ.
ACT.8.33	Onyẹ jẹnkọ d'e kuzi oku ụmụ a,
ACT.8.33	ebe o mẹni wẹ gbuchu ẹ egbuchu elu ụwa?”
ACT.8.34	Okẹn-okporo hụ nọ sị Filipu, “Dodo, gwa m, onyẹ kẹ onyẹ-amụmanị rị e ku oku ẹ? Ya lẹ enwẹn ẹ ra onyẹ ọzọ?” 
ACT.8.35	Ya kẹ Filipu nọ gha ebẹhụ okẹnnyẹ hụ rị a gụn zimẹ ẹ oziọma banyeni Jizọsị. 
ACT.8.36	E jẹnbe wẹ, wẹ nọ hụn mirin; okẹn-okporo hụ nọ sị, “Lee mirin ebeni! Kị k'a han m emẹlẹ mirin-Chuku?” 
ACT.8.37	[Filipu nọ sị a, “Omẹni y'e gighọ obi i ile kweri, nị wẹ mẹghọ ị mirin-Chuku.” Ọ nọ za, sị, “E kwerighọ m nị Jesu Kristi wụ Nwa Osolobuẹ.”]
ACT.8.38	Ya okẹn-okporo nọ sị onyẹ rị a nyann'a ụgbọ-anyịnyan hụ kụsị; okẹn-okporo lẹ Filipu nọ banye imẹ mirin, Filipu nọ mẹ ẹ mirin-Chuku. 
ACT.8.39	Ogẹn wẹ gi gha imẹ mirin pụha, idẹnmizi, Mmọn-nsọ Di-nwọnni-ẹnyi nọ jụrụ Filipu; okẹn-okporo hụ ahụnzịn'a, ya okẹn-okporo hụ nọ gi ịghọghọ jẹnmẹ ebe o jẹnkọ.
ACT.8.40	Ebe Filipu nkẹ nọzị hụn enwẹn ẹ wụ Azọtusu. Ọ nọ jẹnsọnmẹ, zikọ oziọma imẹ obodo ile rị ẹgbẹrẹ hụ d'e ru n'ọ pụha Sizaria. 
ACT.9.1	Kanị Sọlụ nkẹ hụkwọ a ban mban n'o k'e gbuchanrịn ndị ile e sọn Ụzọ Di-nwọnni-ẹnyi. O jẹnburu onyẹ-isi nchụn-ẹjan, 
ACT.9.2	sị a deye ẹ ẹkụkwọ-ozi jẹnni ụlọ-ofufe ndị Ju ile rịkwọrị Damaskọsụ, kẹni, ọ hụn onyẹ ọwụlẹ rị e sọn Ụzọ-Jesu ebẹhụ, o kẹnmẹhẹn wẹ Jerusalẹm, ọsụọn'a okẹnnyẹ mọbụ okpoho.
ACT.9.3	Ogẹn o gi nwan jẹnkọ, nọchimẹmẹ Damaskọsụ, idẹnmizi, ukpẹ nọ gha elu-igwee nwunkpu ẹ. 
ACT.9.4	Ọ nọ dan; ọ nọ nụ olu hụn sị a, “Sọlụ, Sọlụ, k'ị rị e kpokponi m?”
ACT.9.5	Ọ nọ sị, “Di-nwọnni m, onyẹ k'ị wụ?” Olu hụ nọ sị, “Mmẹ wụ Jizọsị ị rị e kpokpo. 
ACT.9.6	Ka lihi nwan n'ị banye imẹ obodo; wẹ k'a gwa ị ihiẹn i k'e mẹ.”
ACT.9.7	Ikẹnnyẹ ya lẹ wẹ wị turuhụ ebẹhụ, o ri wẹ ọnụ, makẹni wẹ hụ a nụ olu hụ bụ ahụnnị wẹ onyẹ ọwụlẹ. 
ACT.9.8	Ya Sọlụ nọ lihi ọtọ: ẹnya a hụkwọ e ti, kanị ọ rịzị e legha ụzọ. Wẹ nọ kwọndọn ẹ ẹka, we ẹ ban obodo Damaskọsụ. 
ACT.9.9	O leghanị ụzọ, o rini, ọ ranị, ọrọgbọ akpọhịn ẹtọ.
ACT.9.10	Imẹ Damaskọsụ, o nwọn onyẹ nsọnmazụụn Kraịstị w'a kpọ Ananayasị. Ọ nọ hụn ọhụn ebe Di-nwọnni-ẹnyi nọ kpọ a, “Ananayasị!” ya nwẹn nọ za, sị, “Di-nwọnni-ẹnyi, e lee m.”
ACT.9.11	Di-nwọnni-ẹnyi nọ sị a, “Lihi n'i jẹn Ọgbara-ogbe ahụn w'a kpọ Streti. I ru iwe Judasị
ACT.9.12	ọ hụnghọlẹ ọhụn ebe okẹnnyẹ ohu ẹfan a wụ Ananayasị banhan, bu ẹka kwasị a, kẹni ọ leghamazị ụzọ.”
ACT.9.13	Kanị Ananayasị nọ za, sị, “Di-nwọnni-ẹnyi, ndị bu ọda a gwaọlẹ m oku okẹnnyẹni lẹ eje-ihiẹn ile o mẹ ndị-nsọ ị rị Jerusalẹm. 
ACT.9.14	Ọ rị nwan ebeni makẹni onyẹ-isi nchụn-ẹjan e yegụọ a ikẹn n'o gi nwụnrụn ndị ile a kpọku ẹfan ị.”
ACT.9.15	Kanị Di-nwọnni-ẹnyi nọ sị a, “Jẹnmẹ, makẹni okẹnnyẹni kẹ m họrị n'ọ wụrụ ihiẹn-ọrụn m hụn k'e we ẹfan m jẹnni alị ndị ọzọ lẹ ndị-nze lẹ ndị Izrẹlụ; 
ACT.9.16	mmẹ lẹ enwẹn m jẹnkọ d'a ghọsị a okẹn afụnfụn ẹfan m k'e buhẹn'ẹ.”
ACT.9.17	Ananayasị nọ jẹnmẹ. O ru ebẹhụ, ọ nọ banye imẹ ụlọ ahụn, bụ ẹka kwasị Sọlụ, sị a, “Sọlụ nwẹnẹ m, Di-nwọnni-ẹnyi wụ Jesu hụn ị hụn ụzọ k'i lala zihẹ m kẹni i leghamazị ụzọ lẹni Mmọn-nsọ jun imẹ i.” 
ACT.9.18	Ozigbo hụ, ihiẹn nọkẹ okpukpu-azụn nọ gha Sọlụ ẹnya danpụha, ọ nọ leghamazị ụzọ. Ya ọ nọ lihi, wẹ nọ mẹ ẹ mirin-Chuku. 
ACT.9.19	O ri ihiẹn-oriri, ndụn nọ ban a. Ya lẹ ndị nsọnmazụụn Kraịstị rị Damaskọsụ nọ nọdị akpọhịn ole-lẹ-ole.
ACT.9.20	Ozigbo, ọ nọ kumẹ oku Jesu imẹ ụlọ-ofufe ndị Ju rịsọnmẹ ebẹhụ, a sị wẹ, “Ịya wụ Nwa Osolobuẹ
ACT.9.21	Ọ tụ wẹ ile nụn'a ẹnya, wẹ hụ a sị, “Ọnwan ẹlẹ okẹnnyẹnẹi te rị e kpokpo ndị a kpọku ẹfannị imẹ Jerusalẹm? Ẹlẹ ya k'ọ bịanị nwan ebeni, kẹni ọ kẹnmẹnrin wẹ jẹnni ndị-isi nchụn-ẹjan?”
ACT.9.22	Kanị ẹka Sọlụ hụ e zewaye, ndị Ju bi Damaskọsụ asanị ẹka gburi ọnụ a, makẹni ọ hụ a ghọsịchanrịn nị Jizọsị wẹ rị e ku oku ẹ wụ Kraịstị
ACT.9.23	Ọ nọbe, ndị Ju nọ zun'ẹ umẹ nị wẹ gbu ẹ. 
ACT.9.24	Kanị Sọlụ nọ nụ ihiẹn wẹ romẹ. Wẹ hụ e che nche ọnụ-mgbọn rịsọnmẹ obodo hụ uhinhin lẹ efinnaị nị wẹ gbu ẹ. 
ACT.9.25	Kanị ndị kweri oku ẹ rị e sọnn'ẹ nọ gi imẹ uhinhin bu ẹ che imẹ ụkpalị, gha oghe rị mgbọn obodo hụ dọtu ẹ alị. 
ACT.9.26	Ogẹn o gi ru Jerusalẹm, o te chọ n'ọ banyeni ndị nsọnmazụụn Jesu, kanị egun ẹ rị a tụ wẹ ile makẹni ekwerini wẹ n'o họnringụọ onyẹ nsọnmazụụn Jesu. 
ACT.9.27	Ya kẹ Banabasị nọ we Sọlụ jẹnni ndị-ozi ahụn pụ-ichẹn, kọwanị wẹ kẹ Sọlụ dọn hụn Di-nwọnni-ẹnyi ụzọ, kọwazịnị wẹ nị Di-nwọnni-ẹnyi a gwagụọ Sọlụ oku; ọ gwazị wẹ kẹ Sọlụ dọn ku oku ẹfan Jizọsị imẹ Damaskọsụ, e ku ẹ e kushi ẹ ikẹn. 
ACT.9.28	Ya Sọlụ nọ bannị wẹ, e sọn wẹ e bi imẹ Jerusalẹm. Ọ hụ e ku oku Di-nwọnni-ẹnyi, e kushi ẹ ikẹn. 
ACT.9.29	Ọ hụzị e sọn ndị Ju gha obodo ebo lụaha e ku, e sọn wẹ a dọ ndọndọ; kanị wẹ hụ a chọ nị wẹ gbu ẹ. 
ACT.9.30	Ogẹn ndị kwerini Kraịstị gi marịn nị wẹ rị a chọ nị wẹ gbu ẹ, wẹ nọ we ẹ shi Sizaria, sị a lashi Tasọsụ.
ACT.9.31	Ya kẹ ndị ụka rị Judia lẹ Galili lẹ Sameria ogẹn hụ nọ zu ikẹn ukpokpo wẹ rị e kpokpo wẹ. Wẹ hụ e zekẹnmẹ, e gi egun Di-nwọnni-ẹnyi e bi, Mmọn-nsọ hụ e yeni wẹ ẹka e buwaye ọda.
ACT.9.32	Ogẹn Pita gi rị e jẹnhunmẹ d'a hụn ndị ile kwerini, ọ nọ jẹn d'a hụn ndị-nsọ, ndị itu-Kraịstị, bi obodo Lida. 
ACT.9.33	Ebẹhụ k'ọ nọ hụn okẹnnyẹ ohu ẹfan a wụ Ẹnasị hụn dinẹ kete ahụa ẹsatọ ịnwaịn, makẹni ọrọ kinmin ẹ. 
ACT.9.34	Pita nọ sị a, “Ẹnasị, Jesu Kristi a zụọgụọ ị; lihi, heri ute i!” Ya ọ nọ lihi ọtọ ozigbo! 
ACT.9.35	Ndị ile bi Lida lẹ Sharọnụ a hụn Ẹnasị n'o lihigụọ, wẹ nọ rogharị, sọnmẹ Di-nwọnni-ẹnyi.
ACT.9.36	Imẹ Jọpa, o nwọn okpoho ohu ẹfan a wụ Tabita hụn wụ onyẹ nsọnmazụụn Jesu (Asụsụ Griki, Tabita wụ Dọkasị hụn wụ Ele). Tabita e mẹ ọghọ ọda-ọda, o yeni ndị igbẹnnyẹ ẹka ọhụnma-ọhụnma. 
ACT.9.37	Emu a kụma a, ọ nọ nwụnhụn. A wụgụ w'a ẹhụ, wẹ nọ bu ẹ dinẹ mmughẹ rị ibe elu. 
ACT.9.38	Lida nọkunmẹ Jọpa; ndị nsọnmazụụn Jesu a nụ nị Pita rị Lida, wẹ nọ zi ikẹnnyẹ ẹbụọ d'a rịọ a, sị, “Dodo, bịa obodo ẹnyi ozigbo!” 
ACT.9.39	Ya Pita nọ lihi, sọnmẹ wẹ. E ru w'ẹ, wẹ nọ w'ẹ shi mmughẹ hụ rị ibe elu. Ikpoho ile di wẹ nwụnhụn e fihunmẹ Pita, a kwan ẹkwan, a ghọsị a ẹwuru tueni lẹ ẹkwa ndị ọzọ Dọkasị kpa k'ọ rị ndụn. 
ACT.9.40	Pita nọ sị wẹ ile pụ; ọ nọ gbu osekpu, mẹ ekpere. Ya ọ nọ gbehutọ, bu ihun zimẹ ozun hụ, sị, “Tabita, lihi.” Ya Tabita nọ shịapụ ẹnya; ọ hụn Pita, ọ nọ nọdị alị. 
ACT.9.41	Pita nọ kwọndọn ẹ ẹka, weli ẹ. Ya Pita nọ kpọ ndị itu-Kraịstị lẹ ikpoho ndị ahụn di wẹ nwụnhụn, we Tabita ghọsị wẹ, wẹ nọ hụn a n'ọ rịzị ndụn. 
ACT.9.42	Ya ihiẹnni nọ kpọgbarị Jọpa ile, ndị bu ọda nọ kwerini Di-nwọnni-ẹnyi. 
ACT.9.43	Pita nọ nọdị Jọpa akpọhịn ole-lẹ-ole iwe onyẹ w'a kpọ Saịmọnụ, hụn a rụn ọrụn akpụkpọ.
ACT.10.1	Imẹ obodo Sizaria, o nwọn okẹnnyẹ ohu ẹfan a wụ Kọnẹlusu hụn a kị ndị-agha ọgụn-isẹn imẹ itu-agha w'a kpọ Itu Itali. 
ACT.10.2	Okẹnnyẹni e feshi Osolobuẹ ikẹn, a tụ egun Osolobuẹ, ya lẹ ezi-lẹ-ụlọ a ile. O yesọnmẹ ndị igbẹnnyẹ rị alị hụ ihiẹn. Ọ kpọku Osolobuẹ ogẹn ile.
ACT.10.3	Ihiẹn nọkẹ ọkụrọkụ ẹtọ efinnaị, ọ nọ hụn ọhụn, hụn kẹ mmọn-ozi Osolobuẹ banhan, hị a, “Kọnẹlusu!” 
ACT.10.4	Ya nwẹn nọ bu ẹnya tụma mmọn-ozi hụ yeni egun, sị a, “Di-nwọnni m, kị rọ?” Mmọn-ozi hụ nọ sị a, “Ekpere i lẹ ihiẹn i rị e ye ndị-igbẹnnyẹ e rugụọ elu-igwee, Osolobuẹ e gigụọ a nyanhan ị. 
ACT.10.5	Zijẹn wẹ nwan Jọpa d'e wẹhẹ okẹnnyẹ ohu ẹfan a wụ Saịmọnụ hụn w'a kpọ Pita; 
ACT.10.6	ọ rị nke Saịmọnụ hụn a rụn ọrụn akpụkpọ hụn iwe ẹ rị ẹhụ Ohimin.” 
ACT.10.7	Ogẹn mmọn-ozi hụ gwa a oku gi pụgụ, Kọnẹlusu nọ kpọ idibo ẹ ẹbụọ lẹ onyẹ-agha ohu e feshi Osolobuẹ ikẹn imẹ ndị e jẹnn'ẹ ozi. 
ACT.10.8	Ogẹn o gi gwagụ wẹ ihiẹn ile mẹni, ọ nọ zi wẹ Jọpa.
ACT.10.9	Eki e fọn, ibẹka ọkụrọkụ mmẹbụọ efinnaị anwụn gi a rị isi, ikẹnnyẹ ahụn e rumẹ obodo hụ. Ogẹn hụ kẹ Pita nkẹ gi shi elu ụlọ d'e mẹ ekpere. 
ACT.10.10	Ẹgụn a gụnma a, ọ nọ sị wẹ n'o k'e ri ihiẹn-oriri. Ogẹn wẹ gi rị e mẹmẹ ihiẹn-oriri hụ, ọ nọkẹ sị ụran rọ bụ ẹlẹ ụran, 
ACT.10.11	ọ nọ hụn kẹ elu-igwee kpupụ, hụn ihiẹn nọkẹ ẹkwa shịanị k'ọ gha elu lala rịkẹ sị wẹ dọdọn ẹ ntịn a ẹnịnọ. 
ACT.10.12	Anụ ile nwọn ụkụ ẹnọ lẹ ndị ile a rịnị lẹ nnụnụ ile e fe elu hụ imẹ ẹ. 
ACT.10.13	Ya ọ nọ nụ olu sị, “Pita, lihi; gbu n'i ri.”
ACT.10.14	Kanị Pita nọ za, sị, “Mba-o, Di-nwọnni-ẹnyi! Erituni m ihiẹn rụnị mọbụ ihiẹn ẹnyi a sọ.”
ACT.10.15	Olu hụ nọ gwazị a oku nke mgbe ẹbụọ, sị, “Akpọkwọlẹ ihiẹn Osolobuẹ mẹgụ n'ọ rị ọchan ihiẹn w'a sọ.” 
ACT.10.16	Ihiẹnni e mẹpụ mgbe ẹtọ, wẹ nọ weri ihiẹn nwẹn ozigbo shi elu-igwee.
ACT.10.17	Ihiẹnni gba Pita ngharị-ẹnya ọda-ọda; ebe ọ rị e ro ihiẹn ọ wụ kẹ ndị hụ Kọnẹlusu zihẹ nọ ru ebẹhụ, turu ọnụ-mgbọn, a jụ kẹ elebe kẹ iwe onyẹ w'a kpọ Saịmọnụ rị. 
ACT.10.18	E weshi wẹ olu wẹ elu, jụ kẹ Saịmọnụ w'a kpọ Pita hụzị ebẹhụ.
ACT.10.19	Pita nkẹ hụkwọ e ro ihiẹn ọ hụn, Mmọn-nsọ nọ nwan sị a, “Lee ẹ, ikẹnnyẹ ẹtọ rị a chọ ị. 
