GEN.1.1	Ha tinikangan, han pagtuha han Dyos han bug-os nga kalibutan ug han mga butang ha kalangitan
JOB.38.35	Ngan kon sugoon mo an kikidlat hin pag-idlap,
JOB.38.35	makada ba ini ha imo nga masiring, “Aadi ako ha pag-alagad ha imo”?
JOB.38.36	Hin-o an nagsusumat han tamsi nga ibis
JOB.38.36	o hin-o an nagsusumat han sunoy nga maabot na an uran?
JOB.38.37	Hin-o an makinaadmananon nga makakaihap han mga dampog,
JOB.38.37	ngan makakagpakiling han mga dampog basi makauran,
JOB.38.38	uran nga nakakapatig-a basi magburubuk-ol an mga tapotapo?
JOB.38.39	Nakakaagi ka ba hin pagkaon para han mga liyon,
JOB.38.39	ngan binubusog mo ba in ginugutom nga nati nga mga liyon,
JOB.38.40	kon natago ini didto han mga lungib,
JOB.38.40	o nagama didto han ira nga luoban?
JOB.38.41	Hin-o man an nagtutubong han mga uwak kon nagsusudoysudoy ini nga ginugutom,
JOB.38.41	kon nangangaro ha akon hin pagkaon an ira mga piso?
JOB.39.1	Maaram ka ba han takna nga igin-aanak han mga kanding ha bukid?
JOB.39.1	Nakakita ka na ba hin nag-aanak nga ihalas nga bugsok?
JOB.39.2	Maaram ka ba han kaiha han ira pagburod?
JOB.39.2	Maaram ka ba han panahon han ira pag-anak?
JOB.39.3	Maaram ka ba kon san-o hira maluob hin pag-anak?
JOB.39.4	Didto han kagurangan nagmamakusog an mga nati;
JOB.39.4	nabaya ini ngan diri na nabalik.
JOB.39.5	Hin-o an naghatag han ihalas nga mga asno hin layaw nga kinabuhi?
JOB.39.5	Hin-o an nagbuhi ngan nagpalayaw ha ira?
JOB.39.6	Iginhatag ko an kamingawan nga ira urokyan,
JOB.39.6	ngan ginpaukoy ini didto han kapatagan nga maasin.
JOB.39.7	Napahirayo hira han maaringasa nga mga syudad,
JOB.39.7	ngan waray makakagpaanad ngan makakagpirit ha ira hin pagbuhat.
JOB.39.8	An kabukiran amo an mga toril nga ira pananabsaban,
JOB.39.8	diin nangingita hira hin bisan ano nga lapyo nga banwa nga sadang makaon.
JOB.39.9	Magtratrabaho ba para ha imo in simaron nga baka?
JOB.39.9	Naruruyag ba ini hin pagluob didto han imo kamalig kon gab-i na?
JOB.39.10	Mahihigtan mo ba ini hin pisi ngan makakapaarado ka ba ha iya?
JOB.39.10	O magagamit mo ba ini hin pagpakaros han imo kaumhan?
JOB.39.11	Makakatapod ka ba han iya kakusgan,
JOB.39.11	basi buhaton niya an imo mabug-at nga trabaho?
JOB.39.12	Naglalaom ka ba nga makakagamit ka ha iya hin paghakot han imo inani,
JOB.39.12	ngan pagdara han giniok ngadto han imo kamalig?
JOB.39.13	Hinkamalaksi pumalapaka an mga pako hin duong nga tamsi!
JOB.39.13	Kundi waray duong nga makakalupad sugad hin talabong.
JOB.39.14	Binabayaan han duong an iya mga bunay dida ha tuna,
JOB.39.14	basi ini pagpasoan han alisngaw han tuna.
JOB.39.15	Diri ini maaram nga bangin tamakan an iya mga bunay
JOB.39.15	o buongon hin ihalas nga mananap.
JOB.39.16	Sugadsugad nga diri iya an mga bunay,
JOB.39.16	ngan diri ini nababaraka nga nakarag la an iya mga pagkabudlay.
JOB.39.17	Amo ako an naghimo ha iya nga lurong ngan waray ko tagi hiya hin kinaadman.
JOB.39.18	Kundi kon natikang na hiya hin pagdalagan,
JOB.39.18	gintataw-an la niya an bisan ano nga kabayo ngan sumarakay.
JOB.39.19	Ikaw ba, Job, an naghatag hin kusog han mga kabayo,
JOB.39.19	ngan naghatag ha ira han hilawig nga mga bungday?
JOB.39.20	Ginpalukso mo ba ini sugad hin mga duron,
JOB.39.20	ngan ginhadlok mo an mga tawo pinaagi han ira hirihiri?
JOB.39.21	Ginkokotkot nira an tuna didto han kahamub-an;
JOB.39.21	nadasmag hira ngadto ha pag-awayan ha bug-os nira nga kusog.
JOB.39.22	Diri ini maaram kon ano an kahadlok,
JOB.39.22	ngan waray espada nga nakakapaisol ha ira.
JOB.39.23	An mga hinganiban nga gindadara han mga nangangabayo ha ira nangangaradol ngan nag-iidlap.
JOB.39.24	Tungod hin kasindak nabungkalas an kakabayohan;
JOB.39.24	diri gud hira nahahawiran kon magpatunog na han trompeta.
JOB.39.25	Naghihirihiri ini ha kada pagtutunog han trompeta;
JOB.39.25	nakakabaho ini hin away nga hirayo pa,
JOB.39.25	ngan nakakabati hira han goliat kon nasugo an mga opisyal.
JOB.39.26	Ikaw ba an nagtutdo han banog hin paglupad?
JOB.39.26	kon binubuklad tipatimogan an iya mga pako?
JOB.39.27	Nahulat ba han imo sugo in usa nga agila hin paghimo han salag didto ha pungkay han kabukiran?
JOB.39.28	Nagsasalag hiya didto han gihahagtaasi nga mga bato,
JOB.39.28	ngan hinihimo niya nga marig-on nga arayopan an mga tais nga talimpungayan.
JOB.39.29	Tikang didto nagbabantay hiya ha hirani ngan ha hirayo hin sadang niya patayon ngan kaonon.
JOB.39.30	Maglulupadlupad an mga agila harani han patay nga mga lawas,
JOB.39.30	ngan nainom han dugo an piso pa nga mga agila.
JOB.40.1+JOB.40.2	Job, gin-ayat mo an Dyos nga Labi Kamakagarahum;
JOB.40.1+JOB.40.2	mabaton ka pa ba o diri?
JOB.40.3+JOB.40.4	Diri na ako magyayakan hin bisan ano.
JOB.40.5	Labaw na han kaangayan an akon iginyakan.
JOB.40.6	Niyan tikang han bagyo naghimangraw na liwat an 
JOB.40.7	Tindog na ngan pagpakalalake,
JOB.40.7	ngan batona an akon mga pakiana.
JOB.40.8	Karuyag mo ba ipasabot nga diri ako matadong—
JOB.40.8	pagsasayopon mo ba ako ngan ikaw amo an matadong?
JOB.40.9	Sugad ka ba ha akon kakusog?
JOB.40.9	Makusog ba an pag-aningal han imo tingog sugad kakusog han akon?
JOB.40.10	Kon makakahimo ka, tindog ha imo dungog ngan parayaw;
JOB.40.10	pagbisti hin pagkaharangdon ngan pagkatahom.
JOB.40.11	Tan-awa adton mga magpinahitas-on;
JOB.40.11	ihuwad an imo kasina ngan himoa nga magpaubos hira.
JOB.40.12	Tinuod, tan-awa ngan himoa nga magpaubos hira;
JOB.40.12	pataya an mga magraot dida han ira tinitindogan.
JOB.40.13	Iglubong hira ngatanan dida ha tuna;
JOB.40.13	gaposa hira didto ha kalibutan han mga patay.
JOB.40.14	Niyan ako an syahan nga magdadayaw ha imo,
JOB.40.14	ngan matangdo ako nga ikaw an nakadaog han pagdarag-an para ha imo.
JOB.40.15	Tan-awa an higante nga mananap nga Behemot;
JOB.40.15	gintuha ko ini ngan gintuha ko man ikaw.
JOB.40.15	Nakaon ini hin banwa sugad hin baka,
JOB.40.16	kundi hin kamakusog han iya lawas,
JOB.40.16	ngan hin kadako hin gahom dida ha iya mga kusog.
JOB.40.17	Natindog an iya ikog sugad hin sidro,
JOB.40.17	ngan magkusog an iya mga bitiis.
JOB.40.18	Sugad hin bronse kamarig-on an iya mga tul-an,
JOB.40.18	ngan sugad hin puthaw nga mga barra an iya mga bitiis.
JOB.40.19	Ini an labi ka makatitingala han ngatanan nga akon mga binuhat!
JOB.40.19	An iya Magburuhat la an makakadaog ha iya.
JOB.40.20	Naturok an banwa nga gintutubong ha iya,
JOB.40.20	dida han kapungtoran nga gin-uuyagan han mga ihalas nga kamanampan.
JOB.40.21	Naluob hiya ha sirong han mga katungkan,
JOB.40.21	ngan natago didto ha mga tangbo han bangalog.
JOB.40.22	Nasirong hiya ha lindong han mga katungkan ngan han mga kahoy nga naloyloy an mga sanga ha ligid han sapa.
JOB.40.23	Diri hiya nahahadlok hin masulog nga salog;
JOB.40.23	diri hiya napaalantod bisan dinadasmagan han Jordan an iya bayhon.
JOB.40.24	Hin-o in makakabuta ngan makakadakop ha iya?
JOB.40.24	O hin-o in makakabitik han iya simod?
JOB.41.1	Makakawil mo ba an Lebiatan,
JOB.41.1	o mahihigtan mo hin pisi an iya dila?
JOB.41.2	Matutuhog mo ba hin pisi an iya simod,
JOB.41.2	o makakaw-itan mo ba an iya sulang?
JOB.41.3	Maghahangyo ba hiya ha imo nga buhian mo hiya?
JOB.41.3	Makikimalooy ba hiya ha imo?
JOB.41.4	Makikigsabot ba hiya ha imo ngan magsasaad ba hiya hin pag-alagad ha imo ha kadayonan?
JOB.41.5	Hihigtan mo la ini sugad hin hinuptan nga tamsi,
JOB.41.5	sugad hin usa nga butang nga magliliaw han imo mga surugoon nga kababayen-an?
JOB.41.6	Mag-aaragaw ba an mga mangirisda hin pagpalit ha iya?
JOB.41.6	Pag-aatadohon ba ini han mga negosyante hin pagbaligya?
JOB.41.7	Maluluob mo ba an iya panit hin pagtusoktusoka han ipangirisda nga mga bangkaw,
JOB.41.7	o madudultan mo hin pana an iya ulo?
JOB.41.8	Pag-onggita hiya hin makausa ngan magmamaan ka gud;
JOB.41.8	diri mo na gud hingangalimtan an away!
JOB.41.9	Bisan hin-o nga nakakakita kan Lebiatan nagmamatalaw ngan nahihiraptay ha tuna.
JOB.41.10	Mapintas hiya kon inuunggit;
JOB.41.10	waray magpapasipara hin pag-ato ha iya.
JOB.41.11	Hin-o in makakaaway hini ngan diri hiya maaano?
JOB.41.11	Waray gud makakahimo hini ha bug-os nga kalibutan.
JOB.41.12	Tugoti ako hin pagsumat ha imo hiunong han mga bitiis ni Lebiatan,
JOB.41.12	ngan hin pagsaysay han kadako ngan kakusog niya.
JOB.41.13	Waray makakariksi han iya panit,
JOB.41.13	o makakatahos han bado nga puthaw
JOB.41.14	Hin-o an makakapanganga han iya baba,
JOB.41.14	nga may-ada makangingirhat nga mga ngipon?
JOB.41.15	Hinimo an iya bungkog
JOB.41.15	ngan matig-a sugad hin bato.
JOB.41.16	Igintugkop an kada usa ngadto han sunod hin sigo gud,
JOB.41.16	ngan diri ngani makakaagi bisan in hangin.
JOB.41.17	Maupay gud an pagkaturogkop hini ngatanan ngan waray gud makakagburublag hini.
JOB.41.18	Naidlap in kapawa kon ginsusunga hiya,
JOB.41.18	ngan nasilaw an mga mata hini sugad han nasirang nga adlaw.
JOB.41.19	Naulyab in mga laga tikang han iya baba,
JOB.41.19	ngan nagkakalupad in mga sispa.
JOB.41.20	Nag-uusbok hin aso tikang han iya irong sugad hin aso hin mga banwa nga ginharing ha ilarom hin usa nga daba.
JOB.41.21	Nakakasunog an iya ginhawa;
JOB.41.21	naulyab in mga laga tikang han iya baba.
JOB.41.22	Kusgan an iya liog nga nahahadlok an ngatanan nga iginkakatapo ha iya.
JOB.41.23	Waray maluya nga bahin ha iya panit;
JOB.41.23	matig-a ngan madig-on ini sugad hin puthaw.
JOB.41.24	Kublan an iya kasingkasing sugad hin bato;
JOB.41.24	matig-a sugad hin gilingan nga bato.
JOB.41.25	Kon nabangon hiya, nahahadlok bisan an gikukusogi;
JOB.41.25	makalolooy hira tungod hin kahadlok.
JOB.41.26	Waray espada nga makakasamad ha iya waray bangkaw o pana o sugob nga makakamatay ha iya.
JOB.41.27	Para ha iya malubay an puthaw sugad la hin uhot,
JOB.41.27	ngan malumo an bronse sugad la hin gabok nga kahoy.
JOB.41.28	Waray pana nga makakapadalagan ha iya,
JOB.41.28	sugad la hin mga uhot kagaanay an mga bato nga ilinalabay ngadto hini.
JOB.41.29	Para ha iya an iturubal sugad la hin uhot hin kahumok,
JOB.41.29	ngan nagtitinawa la hiya kon binabangkaw hiya han mga tawo.
JOB.41.30	An iya tiyan sugad hin magtarom nga mga buong nga daba;
JOB.41.30	ginpupusok hini an lapokon nga tuna sugad hin usa nga pakaras.
JOB.41.31	Ginkukutaw niya an dagat sugad hin nagkakaladkad nga tubig,
JOB.41.31	ngan pinapabura ini sugad hin linaso nga lana nga na bukal ha daba.
JOB.41.32	Ibinibilin niya in mahamis nga dalan ha iya luyo,
JOB.41.32	ngan nabalod ngan nabora an dagat nga iya inaagian.
JOB.41.33	Waray gud bisan ano ha tuna nga makakatanding ha iya;
JOB.41.33	usa ini nga binuhat nga waray pagkahadlok.
JOB.41.34	Ubos gud ha iya pagkit-on bisan an labi ka magpinahitas-on nga mga mananap;
JOB.41.34	hadi hiya han ngatanan nga ihalas nga kamanampan.
JOB.42.1	Niyan binmaton han 
JOB.42.2	Maaram ako, 
JOB.42.2	nga makakahimo ka han ngatanan nga imo karuyag.
JOB.42.3	Napakiana ka kon ano nga sinususnan ko an imo kinaadman,
JOB.42.3	nga usa man la ako nga tawo nga waray hibaro.
JOB.42.3	Naghimangraw ako hiunong hin mga butang nga waray nakon hisabti,
JOB.42.3	hiunong hin mga urosahon nga makuri ko hin duro matukib.
JOB.42.4	Ginsiring mo ako nga pamatian ta ikaw samtang naghihimangraw ka,
JOB.42.4	ngan pagbaton han imo mga pakiana.
JOB.42.5	Hadto anay hinbaroan ko la an iginsumat ha akon han iba,
JOB.42.5	kundi yana hinkit-an ko na ikaw han akon kalugaringon nga mga mata.
JOB.42.6	Sanglit naaawod ako han ngatanan nga akon iginyakan,
JOB.42.6	ngan nagbabasol ako nga nahigda ha tapotapo ngan ha mga agbon.
JOB.42.7	Katapos han 
JOB.42.8	Yana pagdara ngadto kan Job hin pito nga mga todo nga baka ngan pito nga mga karnero nga lalaki, ngan ighalad ini sugad nga mga halad nga tinubod para ha iyo. Mag-aampo hi Job para ha iyo, ngan pamamatian ko an iya pag-ampo, ngan diri ko kamo pagpapakaalohan sugad han angay ha iyo. Waray kamo maghimangraw han kamatuoran hiunong ha akon sugad han iya ginbuhat.”
JOB.42.9	Gintuman nira Elipas, Bildad, ug Sopar an iginpabuhat ha ira han 
JOB.42.10	Niyan katapos ni Job pag-ampo para han iya tulo nga kasangkayan, nagmainuswagon na liwat hiya ngan gintagan hiya han 
JOB.42.11	Dinmuaw kan Job an ngatanan niya nga kabugtoan nga kalalaken-an ug kababayen-an ngan an iya hadto anay kasangkayan ngan nakigkombite ha iya didto han iya balay. Ginpakita nira an ira pagpaid ngan ginliaw hiya tungod han ngatanan nga kakurian nga ginhatag ha iya han 
JOB.42.12	Ginpakaupay han 
JOB.42.13	Nagin amay pa hiya hin pito nga mga anak nga kalalaken-an ngan tulo nga kababayen-an. 
JOB.42.14	Ginngaranan niya kan Jemima an suhag nga babaye, Kesiya an ikaduha, ngan Keren-hapuc an puto.
JOB.42.15	Waray na iba nga kababayen-an ha bug-os nga kalibutan nga sugad kamaghusay han mga anak nga kababayen-an ni Job. Gintagan hira han ira amay hin bahin han panurundon kaupod han ira kabugtoan nga kalalaken-an.
JOB.42.16	Katapos hini nakaabot pa hi Job hin panuigon nga 140, igo nga kaiha hin pakakita han iya mga apo, ngan mga apo han iya mga apo. 
JOB.42.17	Ngan namatay hiya nga lagas na gud hin duro.
PSA.1.1	Palaran an tawo nga diri natuod
PSA.1.1	han sagdon han mga magraot,
PSA.1.1	nga diri nasunod han susbaranan
PSA.1.1	han mga makasasala
PSA.1.1	o natampo hadton nagtatamay
PSA.1.1	han Dyos.
PSA.1.2	Lugod, ikinalilipay niya an pag-aram han balaod han 
PSA.1.2	ngan pamalandong hini ha adlaw ngan ha gab-i.
PSA.1.3	Pareho hiya hin kahoy nga naturok ha ligid hin sapa,
PSA.1.3	nga nabunga ha igo nga panahon,
PSA.1.3	ngan diri nalalaya an iya mga dahon.
PSA.1.3	Nauswag hiya han ngatanan
PSA.1.3	nga iya binubuhat.
PSA.1.4	Diri sugad hini adton mga magraot,
PSA.1.4	kundi sugad hira hin ohot nga iginpapalid han hangin.
PSA.1.5	Sanglit pagsisirotan han Dyos an mga makasasala
PSA.1.5	ngan ibubulag hira tikang han mga magtadong.
PSA.1.6	Kay an Dyos an nagmamangno han iya mga tawo,
PSA.1.6	kundi mawawara han kadayonan an mga nagbubuhat hin karat-an.
PSA.2.1	Kay ano nga an kanasoran,
PSA.2.1	nagplano man hin kasamokan?
PSA.2.1	Kay ano nga an mga tawo,
PSA.2.1	waray hangkag nga hin plano naghimo?
PSA.2.2	Nasupak, nasupil an ira kahadian,
PSA.2.2	nagkaarabuyon pa an ira mga punoan;
PSA.2.2	han 
PSA.2.2	pati an Hadi nga ginpili nira.
PSA.2.3	“Gawas kita han pagkahadi nira,
PSA.2.3	isalikway ta an ira pagdumara.”
PSA.2.3	Amo ini an siring nira.
PSA.2.4	Tikang ha langit han iya trono,
PSA.2.4	gintinawaan la hira han 
PSA.2.4	Gintamay an ira maluya nga plano.
PSA.2.5	Ha iya kasina, hira ginpahimangno;
PSA.2.5	ginhadlok hira han kapungot niya nga duro.
PSA.2.6	Iya siring, “Ha Sion,
PSA.2.6	an akon hadi akon igbubutang.”
PSA.2.7	Siring han hadi, “Akon ipapahibaro,
PSA.2.7	an pulong ha akon han 
PSA.2.7	Nagsiring hiya, ‘Ikaw an anak ko,
PSA.2.7	Yana nga adlaw ako an amay nimo.
PSA.2.8	Pangaro kay ikaw akon tatagan,
PSA.2.8	imo an ngatanan nga kanasoran,
PSA.2.8	ug an bug-os nga kalibutan.
PSA.2.9	Mahigpit nga gahom an imo paghadi ha ira,
PSA.2.9	Magsasarang hira sugad hin buong nga daba.’”
PSA.2.10	Mga kahadian, pamatii ako,
PSA.2.10	hini nga akon pahimatngon ha iyo;
PSA.2.10	pag-aram kamo hini nga pagturon-an,
PSA.2.10	kamo nga mga punoan han kalibutan:
PSA.2.11	Pagataman upod hin kahadlok han 
PSA.2.11	ha iya atubangan pangurog 
PSA.2.12	ngan yukbo;
PSA.2.12	ngan bangin dumugang an iya kasina,
PSA.2.12	ngan mapatay kamo hin tigda.
PSA.2.12	Malipayon an ngatanan nga mapakadto,
PSA.2.12	hin panalipod ha iya pangaro.
PSA.3.1	Damo, O 
PSA.3.1	damo gud kaupay an nakontra ha akon!
PSA.3.2	Nagyayakan hira hiunong ha akon
PSA.3.2	ngan nasiring, “Diri gud hiya bubuligan han Dyos.”
PSA.3.3	Kundi ikaw, O 
PSA.3.3	tinatagan mo ako hin pagdarag-an
PSA.3.3	ngan pinapahiuli mo an akon kusog.
PSA.3.4	Ha 
PSA.3.4	ngan iya ako ginbaton tikang han iya baraan nga bukid.
PSA.3.5	Nahigda ako ngan nakaturog,
PSA.3.5	ngan ha bug-os nga gab-i pinananalipdan ako han 
PSA.3.6	Diri ako nahahadlok han yinukot-yukot nga mga kaaway
PSA.3.6	nga nagpapalibot ha akon.
PSA.3.7	Kadi, O 
PSA.3.7	Kastigoha an ngatanan ko nga mga kaaway
PSA.3.7	ngan ayaw na hira tugoti hin pagdaot ha akon.
PSA.3.8	An katalwason natikang han 
PSA.3.8	pagbendisyonan unta niya an iya katawhan.
PSA.4.1	Batona ako ha akon pag-ampo,
PSA.4.1	O Dyos nga akon mananalipod!
PSA.4.1	Ginbuligan mo ako dida han akon kakurian.
PSA.4.1	Kalooyi ako yana ngan pamatii an akon pag-ampo.
PSA.4.2	Tubtob san-o pa an iyo pagtamay
PSA.4.2	ha akon, kamo nga mga tawo?
PSA.4.2	Tubtob san-o an iyo pagkinaruyag
PSA.4.2	han buwa ngan waray pulos nga mga pulong?
PSA.4.3	Hibaroi nga ginpili han 
PSA.4.3	an mga magtadong para ha iya ngahaw,
PSA.4.3	ngan pinamamatian niya ako kon nagsasangpit ako ha iya.
PSA.4.4	Kahadlok ngan undang na pagpinakasala;
PSA.4.4	paghunahunaa ini hin maupay kon ha mamingaw napahuway ka.
PSA.4.5	Ighalad ngadto ha 
PSA.4.5	ngan sarigi hiya hin matuod.
PSA.4.6	Damo an mga nag-aampo,
PSA.4.6	“Hatagi kami hin damo nga mga kaupayan, O 
PSA.4.6	Siplati kami han imo pagkalooy!”
PSA.4.7	Kundi an kalipay nga imo iginhatag ha akon darudamo pa gud kay han ira makakarawat upod han ngatanan nira nga pagkaon ug bino.
PSA.4.8	Ha akon pagpahuway,
PSA.4.8	nakaturog ako ha kalinaw;
PSA.4.8	kay ikaw la, O 
PSA.4.8	an nagmamangno ha akon.
PSA.5.1	Dungga an akon mga pulong, O 
PSA.5.1	ngan pamatii an akon mga pangaraba.
PSA.5.2	Pamatii an akon pagtawag hin pakibulig,
PSA.5.2	o hadi ko ngan Dyos ko!
PSA.5.2	Ha imo ako nag-aampo.
PSA.5.3	Ha kaagahon dinudungog mo an akon tingog;
PSA.5.3	ha pagsirang han adlaw naghahalad ako han akon pag-ampo
PSA.5.3	ngan hinuhulat ko an imo baton.
PSA.5.4	Usa ka nga Dyos nga diri nalilipay han maraot nga binuhatan;
PSA.5.4	diri ka natugot hin karat-an ha imo atubangan.
PSA.5.5	Nangangalas ka pagtan-aw han mga magpahitas-on;
PSA.5.5	Napupungtan mo an ngatanan nga magburuhat hin magraot.
PSA.5.6	Ginpupuo mo an ngatanan nga mga buwaon ngan gintatamay an mga magpintas ngan mga maglimbong.
PSA.5.7	Kundi tungod han imo dako nga gugma makakasulod ako ngadto ha imo balay;
PSA.5.7	Makakasingba ako ha imo baraan nga Templo
PSA.5.7	ngan mayukbo ako pagtahod ha imo.
PSA.5.8	Mandoi ako hin pagbuhat han imo kabubut-on;
PSA.5.8	himoa nga matadong an imo dalan nga akon pagsusundon.
PSA.5.9	Diri gud kasasarigan an pulong han akon mga kaaway;
PSA.5.9	an ira la karuyag amo an pagpatay.
PSA.5.9	Manamit ngan matam-is an ira mga pulong,
PSA.5.9	kundi puno gud ini hin makamaratay nga limbong.
PSA.5.10	Paghukmi ngan siroti hira, O Dyos;
PSA.5.10	magdara unta han ira pagkapukan an ira kalugaringon nga magraot nga mga tinguha.
PSA.5.10	Paiwasa hira ha imo atubangan
PSA.5.10	tungod han damo nira nga mga sala,
PSA.5.10	ngan han ira pagsupil ha imo.
PSA.5.11	Kundi magkakalipay an ngatanan nga gintalwas mo;
PSA.5.11	dayuday makakagkanta hira hin kalipay.
PSA.5.11	Panalipdi adton mga nahigugma ha imo;
PSA.5.11	tungod ha imo malipayon gud hira.
PSA.5.12	Bendisyoni adton mga magsinugtanon ha imo, O 
PSA.5.12	nananalipod ha ira an imo gugma sugad hin taming.
PSA.6.1	Ha imo kapungot, ayaw ako pagkastigoha!
PSA.6.2	Kalooyi ako nga tugob hin kaluya, 
PSA.6.2	Tagi ako hin kusog,
PSA.6.2	kapoy na ako hin duro.
PSA.6.3	An bug-os ko nga kinabuhi,
PSA.6.3	lonlon kasakitan.
PSA.6.3	Maiha pa ba, 
PSA.6.3	an imo ha akon pagtabang?
PSA.6.4	Pakadi, 
PSA.6.4	ha imo kalooy, ha kamatayon ako bawia.
PSA.6.5	Hingangalimtan ka ha tuna han mga patay;
PSA.6.5	an mga pagdayaw ha imo waray.
PSA.6.6	Maluya na ako tungod han kabidoan,
PSA.6.6	Kada gab-i mahulos an akon higdaan;
PSA.6.6	hamog na hin mga luha an akon ulonan,
PSA.6.6	tungod han pagtangis nga diri kapupudngan.
PSA.6.7	Makuri na an akon pagkita,
PSA.6.7	kay nanhuhupong na an akon mga mata,
PSA.6.7	han pagtinangis nga waray na hunong,
PSA.6.7	buhat ha akon han mga kaaway nakon.
PSA.6.8	Pahirayo ha akon,
PSA.6.8	kamo nga nagbuhat hin karat-an.
PSA.6.8	An akon pagtangis,
PSA.6.8	han 
PSA.6.9	nabaton hiya han akon pangaro hin pakitabang;
PSA.6.9	ngan an akon pag-ampo dayuday pinamamatian.
PSA.6.10	An akon mga kaaway
PSA.6.10	masabot han mapait nga kaalo,
PSA.6.10	han pagkakawang han ira mga paniguro;
PSA.6.10	magkakasaramok hira ngan mangangalagiw.
PSA.7.1	ako nadangop hin panalipod;
PSA.7.1	Talwasa ako ngan bawia han mga nagbubukod,
PSA.7.2	bangin sugad hin liyon ako nira dad-on
PSA.7.2	ha dapit nga waray makakatalwas ha akon,
PSA.7.2	ngan didto ira ako paghunothunoton.
PSA.7.3+PSA.7.4	kon nakasala ako hin tawo,
PSA.7.3+PSA.7.4	ginraogdaog ko in kaaway,
PSA.7.3+PSA.7.4	hin sangkay ako naglingo—
PSA.7.3+PSA.7.4	bisan ano hini nga akon ginbuhat—
PSA.7.5	tugoti an kaaway ha akon paglanat,
PSA.7.5	tugoti pagtigbas, ha akon pagpatay,
PSA.7.5	bayaan ha tuna kinabuhi waray.
PSA.7.6	Bangon, O 
PSA.7.6	tungod han imo kasina!
PSA.7.6	Tindog ngan an pamintas han kaaway asdanga;
PSA.7.6	pagmata, panginano ug buligi ako!
PSA.7.6	An katadongan ha imo an nagsusugo.
PSA.7.7	Tiroka ngada ha imo
PSA.7.7	an ngatanan nga katawhan,
PSA.7.7	ngan paghadi ikaw ha ira
PSA.7.7	tikang ha kahitas-an.
PSA.7.8	Ikaw an maghurukom
PSA.7.8	han ngatanan nga mga tawo.
PSA.7.8	Upaya ha akon an paghukom
PSA.7.8	kay waray sala ako.
PSA.7.9	Ikaw an Dyos nga matadong,
PSA.7.9	naghuhukom han hunahuna ug karuyagan namon.
