MAT.1.1	Azezi n de Adavidi yɩɩŋa, la Abraham yɩɩŋa yaabdõma n wãna:
ROM.4.12	La Abraham ken dɛna la nẽr-sɛba n wã la sɔ-yaaba, la dagɩ nẽr-sɛba n wen wã la mã'a, la de la sɛba n bɔ Nawẽnnɛ sɩra wʋ Abraham n yʋʋn bɔ sɩra se'em, dee yʋʋn nãn ka wã la.
ROM.4.13	Nawẽnnɛ yʋʋn bĩŋe nõorɛ bɔ la Abraham, la a yɩɩsɩ yetɩ ba wʋn wa sɔna dũnia. La dagɩ Abraham n sakrɩ lɔɔ la ĩyã tɩ a bĩŋe nõorɛ la, la de la ẽn bɔ Nawẽnnɛ sɩra, tɩ Nawẽnnɛ yetɩ a masɛ ẽŋa zẽ'am na ĩyã. 
ROM.4.14	La sãn de nɩ nẽrba n sakrɩ lɔɔ la ĩyã tɩ ba tɔ'ɔra bõn-sõma sɛba tɩ Nawẽnnɛ bĩŋe nõorɛ la, bɛla bɔ sɩra la ka tarɩ yõorɔ, la Nawẽnnɛ nõor-bĩŋre la ka tarɩ võorɛ. 
ROM.4.15	Lɔɔ la sɩ'ɩsgɔ botɩ Nawẽnnɛ sũure n isgra. La zẽ'e-sɛka tɩ lɔɔ la ka boe, sɩ'ɩsgɔ mẽ ka boe.
ROM.4.16	Bɛla, la de la bɔ sɩra ĩyã, tɩ Nawẽnnɛ nõor-bĩŋre la wʋn dɛna yel-sõnnɛ bɔ'a n tarɩ yõorɔ bɔ Abraham yɩɩsɩ la wuu. La, la ka de a yɩɩsɩ sɛba n dolɩ lɔɔ la mã'a ĩyã, la de la nẽr-sɛba wuu n bɔ Nawẽnnɛ sɩra wʋ Abraham n yʋʋn bɔ sɩra se'em na. Abraham n de tɩ wuu sɔ-yaaba. 
ROM.4.17	La gʋlsɛ Nawẽnnɛ gõŋɔ pʋam yetɩ: «Mam wʋn botɩ fʋ lebge so'olʋm buuri zozo'e sɔ-yaaba.» A de la tõma sɔ-yaaba Nawẽnnɛ tɩ a bɔ ẽ sɩra la zẽ'am. Nawẽnnɛ n botɩ kũm vɔ'ɔra, dee botɩ sɛla n ka boe bɔna. 
ROM.4.18	Abraham yʋʋn bɔ la Nawẽnnɛ sɩra, tara pʋtẽ'erɛ gu'ura sɛla tɩ a ka tarɩ nɩ pʋtẽ'erɛ tɩ la tã wʋn ẽŋɛ. Bɛla tɩ a lebge so'olʋm buuri zozo'e sɔ-yaaba, wʋ Nawẽnnɛ n yʋʋn yetɩ a yɩɩsɩ wʋn zo'oge se'em na.
ROM.4.19	Abraham yʋʋn kʋrgɛ mɛ, tara wʋ yʋʋma kɔbga, dee la kũm, dee tɩ a pɔga Asaara yʋʋn dɛna kõndɔgrɛ, dee kʋrgɛ, la baa bɛla Abraham n bɔ Nawẽnnɛ sɩra la ka bo'oge. 
ROM.4.20	Nawẽnnɛ n yʋʋn bĩŋe nõorɛ tɩ a ẽŋɛ sɛla bɔ ẽ na, a yɛm yʋʋn ka yɔɔrɩ, a bɔ sɩra mɛ. La ẽn yʋʋn bɔ sɩra la basɛ mɛ tɩ a yẽ pãŋa nã'asra Nawẽnnɛ. 
ROM.4.21	A sũure yʋʋn kɛ'ɛm mɛ tɩ a mina sõŋa sõŋa tɩ Nawẽnnɛ tã wʋn ẽŋɛ ẽn bĩŋe a nõorɛ tɩ a ẽŋɛ se'em na mɛ. 
ROM.4.22	Bɛla tɩ Nawẽnnɛ yetɩ a masɛ mɛ ẽŋa zẽ'am, ẽn bɔ sɩra la ĩyã. 
ROM.4.23	La dagɩ ẽŋa mã'a ĩyã tɩ la gʋlsɛ yetɩ: «Nawẽnnɛ yetɩ a masɛ ẽŋa zẽ'am.» 
ROM.4.24	La po dɛna la tõma mẽ ĩyã. Tõma n bɔ Nawẽnnɛ n vo'oge tɩ Zuudãana Azezi sɩra la ĩyã, tɩ Nawẽnnɛ yetɩ tɩ masɛ ẽŋa zẽ'am. 
ROM.4.25	Nawẽnnɛ daan basɛ tɩ ba kʋ Azezi la tõma tõon-be'ero ĩyã, dee vo'oge ẽ tɩ a botɩ tõma dɛna nẽrba n masɛ a zẽ'am.
ROM.5.1	Bɛla, Nawẽnnɛ botɩ tõma dɛna sɛba n masɛ a zẽ'am na, tõma n bɔ ẽ sɩra la ĩyã. La tõma tarɩ sũ-mã'asʋm mɛ naagɛ la Nawẽnnɛ tõma Zuudãana Azezi-krisi ĩyã. 
ROM.5.2	Azezi-krisi n botɩ tɩ tãna wʋn kẽ Nawẽnnɛ zẽ'am yẽ a yel-sõnnɛ, tõma n bɔ ẽ sɩra la ĩyã. Yel-sõnnɛ ẽŋa tɩ tõma te'ege zɛ kãŋkãŋɛ, dee ɩta sũ-yẽlga tara pʋtẽ'erɛ gu'ura tɩ tɩ wʋn yẽ na'am pãŋa Nawẽnnɛ zẽ'am. 
ROM.5.3	La tõma ken ɩta la sũ-yẽlga nãmsgɔ pʋam, tõma mi tɩ nãmsgɔ botɩ tɩ mõrgra sẽnna la nẽŋa. 
ROM.5.4	Tɩ sãn mõrgra sẽnna nẽŋa, la botɩ tɩ ɩta la sɩra yãŋra. Tɩ sãn ɩta sɩra yãŋra, la botɩ tɩ tara pʋtẽ'erɛ gu'ura la sɛla tɩ tɩ bɔ sɩra la. 
ROM.5.5	Pʋtẽ'e-ẽŋa tɩ tɩ tarɩ la kãn ẽŋɛ tɩ yãnnɛ, se'ere n soe la, Nawẽnnɛ Sɩa la tɩ a bɔ tõma la ẽŋɛ la a nõŋlʋm tɩ sũa pʋam.
ROM.5.6	Se'ere n soe la, tõma n daan ka tã wʋn looge yelle la, Nawẽnnɛ n looge yɛm wakat-sɛka la n paagɛ la, Krisi ki mɛ tõon-be'ero dõma ĩyã. 
ROM.5.7	La de la toogo tɩ nẽra ki nẽra n masɛ ĩyã. La dase'ere, tã tɩ nẽr-sɛka wʋn yẽ bʋraanɛ sakɛ ki nẽr-sõŋɔ ĩyã. 
ROM.5.8	La Nawẽnnɛ pa'alɛ ẽŋa n nõŋɛ tõma zozo'e se'em mɛ, tɩ tõma n daan ken dɛna tõon-be'ero dõma la, tɩ Krisi ki tõma ĩyã. 
ROM.5.9	Krisi n ki tɩ a zɩɩm yese la ĩyã n botɩ tõma masɛ Nawẽnnɛ zẽ'am, bɛla, la de la sɩra tɩ Krisi n wʋn fãagɛ tõma, tɩ tɩ põsɛ Nawẽnnɛ sũ-isgre. 
ROM.5.10	Tõma daan de la Nawẽnnɛ bɛ'ɛba, la a Dayʋa la kũm ĩyã tɩ tõma naagɛ la ẽ. Bɛla, tõma n naagɛ la Nawẽnnɛ na, la de la sɩra tɩ Krisi n vɔa la ĩyã, tɩ wʋn yẽ fãarɛ. 
ROM.5.11	Sɛla n pa'asɛ, tõma ɩtɩ sũ-yẽlga mɛ la Nawẽnnɛ, tõma Zuudãana Azezi-krisi ĩyã, ẽŋa n botɩ tõma naagɛ la Nawẽnnɛ na.
ROM.5.12	La de la nẽra ayɩla n yʋʋn tõm tõon-be'ero ĩyã n botɩ tõon-be'ero wa'am dũnia. Tɩ tõon-be'ero la tarɩ kũm wa'am. Bɛla tɩ kũm kʋʋra nẽrsaalba wuu, ban tõnnɩ tõon-be'ero la ĩyã. 
ROM.5.13	Halɩ lan dẽŋɛ Nawẽnnɛ n bɔ Amoyisi a lɔɔ la, tõon-be'ero yʋʋn boe dũnia zuo mɛ. La lɔɔ la n yʋʋn nãn ka boe la, Nawẽnnɛ yʋʋn ka geelɩ tõon-be'ero. 
ROM.5.14	Halɩ lan pɔsɛ Adam wakatɛ tarɩ ka paagɛ Amoyisi wakatɛ la, kũm põn bɔna mɛ tãna nẽrba. Baa la nẽr-sɛba tõon-be'ero n ka ãn wʋ Adam n yʋʋn sɩ'ɩsɛ Nawẽnnɛ nõorɛ se'em na wuu ki mɛ.
ROM.5.14	Adam yʋʋn de la Azezi n yetɩ a wa'am na wõnnɛ. 
ROM.5.15	La ba dagɩ bʋyɩla. Adam tuure la, la Nawẽnnɛ bɔ'a la ka tã wʋn dɩkɛ makɛ taaba. Nẽra ayɩla tuure ĩyã n botɩ nẽrba zozo'e kiira. La bãŋɛ-ya tɩ Nawẽnnɛ yel-sõnnɛ n ãn sõŋa gãnna, la de la nẽra ayɩla n de Azezi-krisi ĩyã tɩ Nawẽnnɛ ẽŋɛ nẽrba zozo'e yel-sõnnɛ zo'oge gãŋɛ. 
ROM.5.16	Nawẽnnɛ bɔ'a la n ɩtɩ sɛla la, de la to'ore la nẽra ayɩla tõon-be'ero n ẽŋɛ sɛla la. Nẽra ayɩla tõon-be'ero la tarɩ la sarɩyadia wa'am, tɩ la sẽna la sɩbgrɛ. La nẽrba n tõm tõon-be'ero zozo'e la poorʋm, Nawẽnnɛ yel-sõnnɛ tɩ a ẽŋɛ bɔ nẽrba la botɩ ba masɛ mɛ a zẽ'am. 
ROM.5.17	Lan de nẽra ayɩla tuure ĩyã tɩ kũm tãna nẽrba wuu la, bãŋɛ-ya tɩ nẽra ayɩla n de Azezi-krisi mã'a ĩyã, nẽr-sɛba wuu tɩ Nawẽnnɛ ẽŋɛ ba yel-sõnnɛ zo'oge, botɩ ba masɛ a zẽ'am na, wʋn vɔa mɛ, dita na'am Azezi-krisi ĩyã.
ROM.5.18	Bɛla, nẽra ayɩla tuure n botɩ Nawẽnnɛ dita nẽrba wuu sarɩya sɩbgra ba la, bɛla mẽ, nẽra ayɩla mã'a tõonɛ n masɛ la ĩyã n botɩ nẽrba wuu masɛ Nawẽnnɛ zẽ'am tara vɔm. 
ROM.5.19	Nẽra ayɩla n sɩ'ɩsɛ Nawẽnnɛ nõorɛ ĩyã n botɩ nẽrba zozo'e dɛna tõon-be'ero dõma la, bɛla mẽ, nẽra ayɩla mã'a n sakɛ Nawẽnnɛ nõorɛ ĩyã, tɩ Nawẽnnɛ botɩ nẽrba zozo'e dɛna nẽrba n masɛ a zẽ'am. 
ROM.5.20	La sãn dɛna lɔɔ la, a wa'am mɛ tɩ tuure wʋn zo'oge pãɩ. La zẽ'e-sɛka tɩ tõon-be'ero zo'orɩ pa'asra, Nawẽnnɛ yel-sõnnɛ zo'orɩ mɛ pa'asra gãnna bɛla. 
ROM.5.21	Bɛla, tõon-be'ero n tarɩ pãŋa botɩ nẽrba kiira la, bɛla mẽ, Nawẽnnɛ yel-sõnnɛ n tarɩ pãŋa botɩ nẽrba masɛ a zẽ'am tara vɔm n ka ba'asrɩ, tɩ Zuudãana Azezi-krisi ĩyã.
ROM.6.1	Bɛla, tɩ wʋn yetɩ bẽm? Tɩ wʋn ken tõnna la tõon-be'ero tɩ Nawẽnnɛ yel-sõnnɛ pa'asɛ zo'oge bɩɩ? 
ROM.6.2	Ayɛɩ, la dagɩ bɛla. La sãn dɛna tõon-be'ero ɩrgɔ yelle, tõma de la kũm, tõon-be'ero ka le sɔna tõma. Tɩ wʋn ẽŋɛ la wãne le tõnna tõon-be'ero? 
ROM.6.3	Yãma ka mi tɩ tõma wuu n mise ko'om lagɩm na Azezi-krisi dɛna ayɩla la, tõma lagɩm na ẽ mɛ dɛna ayɩla a kũm na pʋam? 
ROM.6.4	Bɛla, ko'om misga la pʋam tõma po lagɩm na ẽ mɛ ki, tɩ ba laagɛ tõma la ẽ lɛ. Nawẽnnɛ n de tɩ Sɔ na'am pãŋa n botɩ Krisi vo'oge la, tõma mẽ vɔa la vɔm paalga.
ROM.6.5	La de la sɩra tɩ tõma n lagɩm na Krisi dɛna ayɩla a kũm pʋam na, bɛla, tõma mẽ wʋn lagɩm na ẽ dɛna ayɩla, vo'oge wʋ ẽŋa n vo'oge se'em na. 
ROM.6.6	Tɩ mina-ya tɩ tõma n de se'em kʋrʋm na lagɩm na Krisi mɛ ki dɔ-puurŋa la zuo, tɩ tõma tõon-be'ero yɛmleego pãŋa wʋn sã'am ba'asɛ, tɩ tõma kãn le dɛna tõon-be'ero yamsɩ. 
ROM.6.7	Se'ere n soe la, nẽra sãn ki, tõon-be'ero ka le tara pãŋa la ẽ. 
ROM.6.8	La tõma sãn lagɩm na Krisi ki, tõma mi sɩra sɩra tɩ tõma mẽ wʋn lagɩm na ẽ vɔa. 
ROM.6.9	Tõma mi tɩ Krisi ki mɛ, tɩ Nawẽnnɛ vo'oge ẽ, tɩ a kãn le ki. Kũm ka le tara pãŋa la ẽ. 
ROM.6.10	Krisi n ki la, a ki la nõorɛ ayɩla sã'am tõon-be'ero pãŋa wakatɛ wuu ĩyã. La lɛɛlɛ tɩ a vɔa wã, a vɔa bɔ'ɔra la Nawẽnnɛ nã'asgɔ. 
ROM.6.11	Bɛla mẽ, geele-ya ya mẽŋa wʋ yãma ki mɛ tɩ tõon-be'ero ka le sɔna ya, dee vɔa bɔ'ɔra Nawẽnnɛ nã'asgɔ, yãma n lagɩm na Azezi-krisi dɛna ayɩla la ĩyã.
ROM.6.12	Bɛla, da basɛ-ya tɩ tõon-be'ero le sɔna ya vɔm wã n ba'asrɩ la, botɩ ya sakɛ a yɛmleego n de be'em na. 
ROM.6.13	Da dɩkɛ-ya ya ĩyã zẽ'esɩ to'oto'ore tɩ ba dɛna tõon-be'ero tõoma lɔgrɔ tɩ ya tara ba tõnna be'em. Dɩkɛ-ya ya mẽŋa bɔ Nawẽnnɛ wʋ nẽrba n ki dee vo'oge. Dɩkɛ-ya ya ĩyã zẽ'esɩ to'oto'ore la wuu bɔ Nawẽnnɛ tɩ a tara ba tõnna sɛla n masɛ. 
ROM.6.14	Tõon-be'ero kãn le sɔna ya, se'ere n soe la, lɔɔ la ka le sɔna ya, la de la Nawẽnnɛ yel-sõnnɛ n soe ya.
ROM.6.15	Bɛla, tɩ wʋn yetɩ bo? Tɩ wʋn tõnna la tõon-be'ero, lɔɔ la n ka soe tõma, dee tɩ Nawẽnnɛ yel-sõnnɛ sɔna tõma la ĩyã bɩɩ? Ayɛɩ, la dagɩ bɛla. 
ROM.6.16	Ya mi tɩ ya sãn dɩkɛ ya mẽŋa bɔ nẽra dɛna a yamŋa sakɛ a nõorɛ, ya sɩrɩ de la sɛka tɩ ya sakrɩ la yamsɩ. Bɛla, ya sãn sakɛ tõon-be'ero, ya de la tõon-be'ero yamsɩ, tɩ la sẽna la kũm. La ya sãn sakɛ Nawẽnnɛ nõorɛ, ya de la a yamsɩ, tɩ a botɩ ya dɛna nẽrba n masɛ a zẽ'am. 
ROM.6.17	Tɩ pʋ'ʋsɛ Nawẽnnɛ a yel-sõnnɛ: Kʋrʋm, yãma daan de la tõon-be'ero yamsɩ, la yãma to'oge sɩra zãsŋɔ la mɛ wʋ ban zãsʋm ya se'em na, sakɛ ẽ la ya sũure wuu. 
ROM.6.18	Nawẽnnɛ yese ya tõon-be'ero yamnɛ pʋam mɛ, botɩ ya dɛna sɛla n masɛ yamsɩ. 
ROM.6.19	Mam dɩkɛ la nẽrsaalba yelle makɛ bɔ ya, yãma n ka wõnnɩ sɛla võorɛ tɔtɔ la ĩyã. Yãma n daan dɩkɛ ya ĩyã zẽ'esɩ wuu bɔ tõon-dẽgrɔ, la tõon-be'ero tɩ ba tara ba tõnna tõon-be'ero la, bɛla mẽ, lɛɛlɛ wã, dɩkɛ-ya ya mẽŋa wuu bɔ, tõnna sɛla n masɛ, welge to'ore dɛna pʋpeelem dõma.
ROM.6.20	Yãma n daan de tõon-be'ero yamsɩ la, sɛla n masɛ daan ka soe ya. 
ROM.6.21	Tõon-sɛba tɩ ya daan tõm na, ya yẽ la bẽm yõorɔ ba pʋam? Lɛɛlɛ wã, la de la yãnnɛ bɔ ya, tõon-bãma ba'asgɔ de la kũm. 
ROM.6.22	La lɛɛlɛ wã, Nawẽnnɛ yese ya tõon-be'ero pʋam mɛ, tɩ ya lebge Nawẽnnɛ yamsɩ. Ya yõorɔ de la ya welge to'ore malgra ya mẽŋa dɛna pʋpeelem dõma. Bõn-ẽŋa ba'asgɔ de la vɔm n ka ba'asrɩ. 
ROM.6.23	Asɩra, tõon-be'ero yɔɔrɔ de la kũm. La Nawẽnnɛ yel-sõnnɛ bɔ'a de la vɔm n ka ba'asrɩ, tɩn lagɩm na tɩ Zuudãana Azezi-krisi dɛna ayɩla la ĩyã.
ROM.7.1	M sɔbiisi, mam tɔgrɩ la yãma n mi lɔɔ la. Ya mi tɩ lɔɔ la soe nẽra la wakat-sɛka tɩ a vɔa la. 
ROM.7.2	Tɩ dɩkɛ makrɛ: Pɔka sãn ele, lɔɔ la lʋ ẽ mɛ lagɩm na a sɩra halɩ ka paagɛ a sɩra la vɔm tɛka. La a sɩra la sãn ki, pɔka la yese elle lɔɔ la n lʋ ẽ na a sɩra la pʋam mɛ. 
ROM.7.3	Bɛla, a sãn ele bʋraaga ayẽma, dee tɩ a sɩra la ken vɔa, a ẽŋɛ la yalsɩ. La a sɩra la sãn ki, ɛlga lɔɔ la ka le sɔna ẽ. Bɛla, a sãn ele bʋraaga ayẽma, a ka ẽŋɛ yalsɩ.
ROM.7.4	M sɔbiisi, yãma zẽ'am la mẽ de la bɛla. La sãn dɛna la Amoyisi lɔɔ la yelle, yãma de la kũm, tɩ lɔɔ la ka le sɔna ya, yãma n lagɩm na Krisi ki la ĩyã. Bɛla lɛɛlɛ wã, yãma yãŋa de la nẽra ayẽma n soe ya, la de la Krisi n ki tɩ Nawẽnnɛ vo'oge ẽ na n soe ya, tɩ tɩ wʋn tõnna tõon-sõma bɔ'ɔra Nawẽnnɛ. 
ROM.7.5	Kʋrʋm, tõma n daan vɔa wʋ tõma mẽŋa n boorɩ se'em na, lɔɔ la botɩ tõma yɛmleego bɔɔra la be'em, basɛ tɩ tõma ĩyã zẽ'esɩ wuu ɩta sɛla n sẽm na kũm. 
ROM.7.6	La lɛɛlɛ wã, tõma to'oge tɩ mẽŋa lɔɔ la zẽ'am mɛ. Se'ere n soe la, tõma lebge la kũm lɔɔ la zẽ'am, a daan tarɩ tõma wʋ tõma boe la yʋ'a deego pʋam na. Bɛla lɛɛlɛ wã, tõma dolɩ la so-paalɛ tɩ Nawẽnnɛ Sɩa pa'alɛ tɔ, tõnna bɔ'ɔra Nawẽnnɛ, la ka le dɛna lɔɔ kɛka n gʋlsɛ la tɩ tõma dolɩ.
ROM.7.7	Bɛla, tɩ wʋn yetɩ bẽm? Tɩ wʋn yetɩ lɔɔ la de la tõon-be'ero bɩɩ? Ayɛɩ, la dagɩ bɛla. La lɔɔ la daan sãn ka boe nɩ, mam kãn bãŋɛ tõon-be'ero n de sɛla. Lɔɔ la daan sãn ka yele yetɩ: «Da ɩta sũure», mam kãn bãŋɛ nɩ sũure n de sɛla. 
ROM.7.8	Lɔɔ la n bɔ tõon-be'ero sore tɩ a botɩ mam ɩta sɛla n de sũure buuri wuu. Se'ere n soe la, lɔɔ la sãn ka boe nɩ, tõon-be'ero de la bõn-kɩ'ɩŋa. 
ROM.7.9	Kʋrʋm, mam n daan ka bãŋɛ lɔɔ la, mam daan vɔa mɛ, tɩ yelle kana. La mam n yãŋa bãŋɛ lɔɔ la, tɩ tõon-be'ero tara pãŋa tõnna, dee tɩ mam ki. 
ROM.7.10	Lɔɔ la n de nɩ a tarɩ nẽrba sẽŋɛ vɔm zẽ'am na, a tarɩ mam sẽŋɛ la kũm zẽ'am. 
ROM.7.11	Tõon-be'ero la n yẽ folle la, a dɩkɛ la lɔɔ la pã'asɛ mam yãŋɛ, botɩ mam ki.
ROM.7.12	Bɛla, lɔɔ la de la bõn-sõŋɔ. Nõorɛ tɩ Nawẽnnɛ bɔ la mẽ de la bõn-sõŋɔ, masɛ ãna sõŋa. 
ROM.7.13	Bɛla, sɛla n ãn sõŋa la n botɩ mam lebge kũm bɩɩ? Ayɛɩ, la dagɩ bɛla. La de la tõon-be'ero la n soe bɛla, a dɩkɛ la lɔɔ la n ãn sõŋa la botɩ mam ki, tɩ la puke pa'alɛ tɩ a sɩrɩ de la tõon-be'ero. Bɛla tɩ lɔɔ la botɩ tõon-be'ero yãŋa lebge sɛla n de tõon-be'e-kãtɛ halɩ tɩ la yõsgɛ.
ROM.7.14	Tɩ mi tɩ lɔɔ la de la Nawẽnnɛ Sɩa yelle. La mam de la nẽrsaala tɩ tõon-be'ero tara mam ɩta ẽŋa n boorɩ se'em. 
ROM.7.15	Mam ka wõnnɩ mam n ɩtɩ sɛla la võorɛ. Se'ere n soe la, mam ka ɩtɩ mam boorɩ tɩ m ẽŋɛ sɛla la, mam ɩtɩ la sɛla tɩ mam ka boorɩ tɩ m ẽŋɛ la. 
ROM.7.16	Mam sãn ɩta sɛla tɩ mam ka boorɩ la, la pa'alɛ tɩ mam sakɛ tɩ lɔɔ la ãn sõŋa mɛ. 
ROM.7.17	Bɛla, la dagɩ mam n ɩtɩ bɛla, la de la tõon-be'ero n boe mam pʋam tõnna. 
ROM.7.18	La de se'em na, mam mi tɩ sɛla n ãn sõŋa ka boe mam pʋam. Mam boorɩ tɩ m yetɩ, sɛla n ãn sõŋa ka boe mam n de nẽrsaala mẽŋa n vɔa se'em na pʋam. Mam boorɩ tɩ m ẽŋɛ sɛla n ãn sõŋa mɛ, la mam ka tarɩ pãŋa wʋn ẽŋɛ. 
ROM.7.19	Bɛla, mam ka ɩtɩ sõŋa la tɩ mam boorɩ tɩ m ẽŋɛ la, dee ɩta be'em na tɩ mam ka boorɩ tɩ m ẽŋɛ la. 
ROM.7.20	Mam sãn ɩta sɛla tɩ mam ka boorɩ la, la dagɩ mam n ɩtɩ bɛla, la de la tõon-be'ero la n boe mam pʋam tõnna.
ROM.7.21	Bɛla, mam bãŋɛ bõn-ẽŋa mɛ: Mam n boorɩ tɩ m ẽŋɛ sɛla n ãn sõŋa la, mam tã ɩta la sɛla n de be'em mã'a. 
ROM.7.22	Mam sũure pʋam, mam ɩtɩ sũ-yẽlga mɛ la Nawẽnnɛ lɔɔ la. 
ROM.7.23	La mam yẽ la bõnɔ ayẽma n boe mam pʋam zɛbra la mam pʋtẽ'e-sõŋɔ la, botɩ mam dɛna tõon-be'ero la n boe mam pʋam tõnna la yamŋa. 
ROM.7.24	La de la ninbãalga bɔ mam. Ãne n wʋn fãagɛ mam be'em n boe mam pʋam tara mam wɛ'ɛsa kũm zẽ'am wã pʋam? 
ROM.7.25	Tɩ pʋ'ʋsɛ Nawẽnnɛ a yel-sõnnɛ, ẽŋa n fãagɛ tɔ, tɩ Zuudãana Azezi-krisi ĩyã.
ROM.7.25	Bɛla, mam pʋtẽ'erɛ pʋam mam sakrɩ la Nawẽnnɛ lɔɔ la. La mam mẽŋa n boorɩ se'em na n botɩ mam tõnna tõon-be'ero.
ROM.8.1	Bɛla, sɩbgrɛ ka le bɔna nẽr-sɛba n lagɩm na Azezi-krisi dɛna ayɩla la zuto. 
ROM.8.2	Se'ere n soe la, Nawẽnnɛ Sɩa pãŋa n bɔ'ɔrɩ vɔm Azezi-krisi ĩyã la n fãagɛ tɔ tõon-be'ero, la kũm pãŋa pʋam. 
ROM.8.3	Lɔɔ la ka tã wʋn fãagɛ nẽrsaalba basɛ, se'ere n soe la, nẽrsaalba ɩtɩ la ba mẽŋa n boorɩ se'em botɩ a ka tarɩ pãŋa. La sɛla tɩ lɔɔ la ka tã'agɛ ẽŋɛ la, Nawẽnnɛ ẽŋɛ mɛ. A tõm na a mẽŋa Dayʋa, tɩ a lebge nẽrsaala ãna wʋ nẽrsaalba n de tõon-be'ero dõma, tɩ a ki yese tõon-be'ero. A kũm na pʋam tɩ Nawẽnnɛ di tõon-be'ero sarɩya sã'am a pãŋa nẽrsaalba pʋam. 
ROM.8.4	Nawẽnnɛ ẽŋɛ bɛla tɩ tɩ masɛ ɩta wʋ lɔɔ la n yetɩ se'em na, tõma n vɔa wʋ Nawẽnnɛ Sɩa n boorɩ se'em, dee ka vɔa wʋ nẽrsaalba mẽŋa n boorɩ se'em na. 
ROM.8.5	Nẽr-sɛba n vɔa wʋ nẽrsaalba n boorɩ se'em na, nẽrsaalba mẽŋa yɛmleego n boorɩ se'em na n pakɛ ba. La nẽr-sɛba n vɔa wʋ Nawẽnnɛ Sɩa n boorɩ se'em na, Nawẽnnɛ Sɩa n boorɩ se'em na n pakɛ ba. 
ROM.8.6	Nẽrsaala mẽŋa yɛmleego n boorɩ se'em, sẽm na kũm. La a sãn dɔla Nawẽnnɛ Sɩa n boorɩ se'em na, la bɔ'ɔrɩ la vɔm, la sũ-mã'asʋm. 
ROM.8.7	Nẽra sãn dɔla nẽrsaalba mẽŋa n boorɩ se'em na, la de la be'em la Nawẽnnɛ, se'ere n soe la, nẽrsaala mẽŋa n boorɩ se'em na ka sakrɩ Nawẽnnɛ lɔɔ la, la a põn ka tãna wʋn sakɛ ẽ. 
ROM.8.8	Nẽr-sɛba n dolɩ nẽrsaalba mẽŋa n boorɩ se'em na ka tã wʋn paagɛ Nawẽnnɛ yɛm.
ROM.8.9	La yãma ka le vɔa wʋ nẽrsaalba mẽŋa n boorɩ se'em na, yãma vɔa wʋ Nawẽnnɛ Sɩa n boorɩ se'em na, Nawẽnnɛ Sɩa n boe la yãma la ĩyã. Nẽr-sɛka woo n ka tarɩ Krisi Sɩa la, a ka de Krisi nẽra. 
ROM.8.10	La Krisi sãn bɔna la ya, Nawẽnnɛ Sɩa la bɔ'ɔrɩ ya la vɔm, Nawẽnnɛ n botɩ ya masɛ a zẽ'am na ĩyã. La ya ĩyã wʋn ki mɛ tõon-be'ero ĩyã. 
ROM.8.11	La Nawẽnnɛ n vo'oge Azezi la, a Sɩa la sãn bɔna la ya lɛ, ẽŋa n vo'oge Azezi-krisi n ki la, wʋn botɩ a Sɩa n boe la ya lɛ la, mẽ bɔ ya ĩyã n kiiri la vɔm paalga.
ROM.8.12	Bɛla, m sɔbiisi, la de la pẽrgrɛ tɩ tɩ vɔa wʋ Nawẽnnɛ Sɩa n boorɩ se'em na, la dagɩ tɩ vɔa wʋ tɩ mẽŋa yɛmleego n boorɩ se'em na. 
ROM.8.13	Ya sãn ɩta nẽrsaalba mẽŋa n boorɩ se'em na, ya wʋn ki mɛ. La ya sãn botɩ Nawẽnnɛ Sɩa pãŋa kʋ tõon-sɛba tɩ nẽrsaala mẽŋa boorɩ la, ya wʋn vɔa. 
ROM.8.14	Nẽr-sɛba wuu n dolɩ sore tɩ Nawẽnnɛ Sɩa pa'alɩ ba la, de la Nawẽnnɛ kɔma. 
ROM.8.15	Nawẽnnɛ Sɩa la tɩ a bɔ ya la ka botɩ ya dɛna yamsɩ, le zɔta dabeem. A botɩ ya dɛna la Nawẽnnɛ kɔma, tɩ a bɔ sore tɩ ya wi'ira Nawẽnnɛ yetɩ: «Abba», n boorɩ tɩ la yetɩ «tɩ Sɔ». 
ROM.8.16	Nawẽnnɛ Sɩa la mẽŋa tɔgrɩ la tõma sɩa pa'ala yetɩ tõma de la Nawẽnnɛ kɔma. 
ROM.8.17	Tõma n de a kɔma la, tɩ wʋn po to'oge bõn-sõma sɛba tɩ a bĩŋe tɩ a bɔ a kɔma la, tɩ wʋn lagɩm na Krisi po to'oge bõn-sɛba tɩ a wʋn to'oge la. Tõma n nãmsrɩ la Krisi lɛ la, tɩ mẽ wʋn po lagɩm na ẽ yẽ nã'asgɔ.
ROM.8.18	Mam mi mɛ tɩ nãmsgɔ sɛba tɩ tõma tarɩ zĩna wã de la fẽe, ka tã wʋn dɩkɛ makɛ la nã'asgɔ sɛka tɩ tõma wʋn wa yẽ la. 
ROM.8.19	Bɛla n soe tɩ sɛla wuu tɩ Nawẽnnɛ nãam na gu'ura bɔɔra tɩ ba yẽ Nawẽnnɛ kɔma nã'asgɔ n wʋn puke la tɔtɔ. 
