MAT.1.1	Rûrû i ru rûrîîyo rwa Yiesû Kîrîstû wa mûciî wa Ndaundi, wa rûciaro rwa Îburaîmu.
ACT.9.8	Saûrû aûka, aarancûkia îndî ataûmba kwona. Antû babu baarî na bo bamûgwata njara bamûtongoreeria baakinya Ndamasiki. 
ACT.9.9	Saûrû aakara ntugû ithatû atakwona. Na ntugû inu ithatû ataarîa kana anyua nwa mbi.
ACT.9.10	Gûku Ndamasiki ikwarî na mûthingati wa Mwathani eetagwa Anania. Mwathani amwîta na njîra ya kîoneki, “Anania!”
ACT.9.10	Anania eetîga auga, “Yîî, Mwathani!”
ACT.9.11	Mwathani amwîra, “Îthi na barabara îra yîtagwa ‘Îndûngaru,’ ûthi kwa Njundas ûûrithîrie oogo muntû wa kuuma Taarisas, eetagwa Saûrû. Îîndî ûgu nakûromba na 
ACT.9.12	nkûmwonia na njîra ya kîoneki muntû eetagwa Anania aayîîte amwaigîîra njara kaingo atua kwona.”
ACT.9.13	Anania eera Mwathani, “Mwathani, imbîgîîtue mantû ma muntû ûyu kuumania na antû baingî, bûra athîînîîtie antû baaku Njerusaremu. 
ACT.9.14	Aayîîte naaga arî na watho kuuma kîrî *athînjîri bara banene ba Ngai eetîgîîrîîtue kûgwata bara bonthe barî athingati baaku.”
ACT.9.15	Mwathani eera Anania, “Îthi. Nthuurîîte muntû ûyu atambia riîtwa rîakwa kîrî bara batarî Ayaundi, anene, na antû ba Isiraeri. 
ACT.9.16	Nwa mwanka anyamaare n'ûntû bwakwa na nkamwonia bûra akaanyamaara.”
ACT.9.17	Anania aathi aakinya kwa Njundas. Aigîîra Saûrû njara auga, “Mûruayia Saûrû, Mwathani, ta we Yiesû, ûra eebonaniirie kîrî woû ûrî njîraani, n'we aantûmîîte kaingo ûtua kwona kaîrî na ûûyûrwa i Kîrundu Ûmûtheru.”
ACT.9.18	Warîru gîntû gîkari ta magoko ma îkûyû mauma meetho ma Saûrû. Aatua kwona kaîrî, aabaatithua. 
ACT.9.19	Aarîa irio aagwata inya.
ACT.9.19	Saûrû aakarakaranga ntugû igana ûna na athingati ba Yiesû naagu Ndamasiki. 
ACT.9.20	Aanjîîria gûtûmîîria *masinagoogiini akîonanagia atî Yiesû i Mwana wa Ngai. 
ACT.9.21	Bonthe bara beegagua agîtûmîîria ibaarigaraga. Baûranagia, “Anga muntû ûyû t'ûra aranyamaaragia bara beetîgîîtie Yiesû Njerusaremu? Anga akîîya ûûgû tika araayîîte kûbagwatithia bairwa Njerusaremu kîrî *athînjîri bara banene ba Ngai?”
ACT.9.22	Îndî amwe noogu, Saûrû aathi na mbere gûtûmîîria, ûcamba bûkîongeerekaga. Noonaniirie bwega atî Yiesû n'we *Mesia, mwanka Ayaundi bara baatûîre Ndamasiki baaga kîûria gîa kûmûûria.
ACT.9.23	Nyuma ya ntugû igana ûna, Ayaundi baarûtha mûceemanio baabanga kûmûûraga. 
ACT.9.24	Îndî Saûrû aamenya mûbango wao. Mûthenya na ûtugû, Ayaundi babu baamûgiitagîra mîîrîgaani ya rûthingo rûra rwathiûrûkîrîte taûni kaingo bamûûraga. 
ACT.9.25	Kwoogu ûtugû bûmwe eetîgîri baatûrithîîria Saûrû bantû kwarî na mwanya rûthingooni, bamwîndamîîrîa oogo bamwîkîrîte gîkabûûni.
ACT.9.26	Saûrû aacooka Njerusaremu, aageria kûgwatanîra na eetîgîri bara bangî. Îndî bonthe ibaamûkuthûkaga n'ûntû bateetîgagia kana wabu naarî agûtuîka mûthingati wa Yiesû. 
ACT.9.27	Baranaba amûthûkia amwira kîrî atûmwa. Abeera bûra Mwathani eebonaniirie kîrî Saûrû na bûra aariirie n'we arî njîraani. Baranaba eera atûmwa bûra Saûrû aatûmîîrie Ndamasiki kwa riîtwa rîa Yiesû arî na ûcamba. 
ACT.9.28	I rîo eetîgîri baagwatanîîre na Saûrû. Saûrû aariûnga Njerusaremu agîtûmagîîria na ûcamba kwa riîtwa rîa Mwathani.
ACT.9.29	Saûrû naatûmîîrie kinya Ayaundi bara baaragia Kîîngiriki. Aakararania na bo mwanka beenda kûmûûraga. 
ACT.9.30	Eetîgîri bakûmenya ûgu baakuthûkia Saûrû bamwira Kaisaria. Bakûmûkinyithia Kaisaria bamwîra acooke kwao Taarisas.
ACT.9.31	Eetîgîri ba Njundea, Gariiri, na Samaria ibaarî na ûkiri. Baathiire bakîongeerekaga na bakîgîîyaga ûûmîîria, bakîîgagua baganîrîtwe i Kîrundu Ûmûtheru na bagîkuthûkaga Mwathani.
ACT.9.32	Petûrû waakîriûngaga gûntû na gûntû, aariûngîra eetîgîri ba taûni yeetagwa Runda. 
ACT.9.33	Eethîra muntû taûni înu eetagwa Ainias. Ainias aarî kîonje na aatûîre amaami mûkondorooni mîanka înana. 
ACT.9.34	Petûrû amwîra, “Ainias, Yiesû Kîrîstû nagûkworia. Ûkîîra ûûmbie mûkondoro waku.” Warîru Ainias aarûngama. 
ACT.9.35	Antû ba taûni înu na ba taûni ya Caroni bakwona ûgu baagarûka kîrî Mwathani.
ACT.9.36	Kûrî mwekûrû ûmwe wa taûni yeetagwa Njopa aarî mwîtîgîri, eetagwa Tabiitha. (Na Kîîngiriki i bûmwe na Ndorokas. Ndorokas i ‘Nthia’.) Aarî mwekûrû aarûthaga mantû meega na aateethagia nkîa rîonthe. 
ACT.9.37	Îndî kagiitaani gaku aayua, aakua. Antû baathambia kiimba gîake, beetithia ngorobaani baiga ku. 
ACT.9.38	Taûni înu ya Njopa îtirî kûraaya na ya Runda. Kwogû eetîgîri bakûmenye Petûrû naarî Runda baatûma antû baîrî. Antû babu baathi bamwîra, “Tûthi Njopa na mpwî.”
ACT.9.39	Petûrû aacookania na bo warîru. Petûrû bagûkinya, beetia ngoroba. Eethîra eekûrû ntigwa bakîrîraga. Bamwonia nguo ira Ndorokas aatumaga arî mwoyo. 
ACT.9.40	Petûrû abaruta nja bonthe. Aaturia maru aaromba. Rîru aacooka eera kiimba, “Tabiitha, ûka!” Tabiitha aarancûkia oona Petûrû, aakara nthîgûrû. 
ACT.9.41	Petûrû amûgwata njara amûrûngamia. Eeta eetîgîri na eekûrû bara ntigwa abanenkera Ndorokas arî mwoyo.
ACT.9.42	Mantû mamu maamenyekana Njopa yonthe. Antû baingî beetîgia Mwathani. 
ACT.9.43	Petûrû aakarakara Njopa kwa muntû aatagutaga njûo eetagwa Simioni.
ACT.10.1	Ikwarî na muntû eetagwa Koronerias taûni ya Kaisaria. Aarî mûrûngamîîri wa mbûûtû ya ndûa yeetagwa Mbûûtû ya Itaaria. 
ACT.10.2	Aarî muntû aatîîyîte Ngai na aamûkuthûkaga amwe na antû ba mûciî wake bonthe. Naateethagia nkîa mûno na aarombaga Ngai rîonthe. 
ACT.10.3	Mûthenya ûmwe ta thaa kenda oona kîoneki. Mûraîka wa Ngai aathûngîra amwîta, “Koronerias!”
ACT.10.4	Koronerias akwona mûraîka aamaka. Amûûria, “N'ata, Mwathani?”
ACT.10.4	Mûraîka ûyu amwîra, “Ngai atiriganîrîtue i maromba maaku na ûteethio bûra ûteetheetie na bu nkîa. 
ACT.10.5	Tûma antû Njopa bageete muntû eetagwa Simioni, kaîrî Petûrû. 
ACT.10.6	Arîkara kwa muntû atagutaga njûo eetagwa Simioni, atûîre akubî na îria.”
ACT.10.7	Mûraîka akûthi, Koronerias eeta aruti ngûgî baake ba mûciî baîrî na mûcikaarî ûmwe. Mûcikaarî ûyu aarî ûmwe wa bara baamûkaragia na naarombaga Ngai. 
ACT.10.8	Abeera bunthe bûra gwakarîkîîte. Rîru abatûma Njopa.
ACT.10.9	Rûûni antû babu wabarî njîraani barî akubî gûkinya Njopa, ta thaa thiita Petûrû i rîo aarî agwîtia rûûgûrû rwa nyomba kûromba. 
ACT.10.10	Neegagua yûûra. Kwoogu neendaga kûrîa irio. Irio bikîrugagwa, oonua kîoneki. 
ACT.10.11	Oona îgûrû rîrugûkîîte na gîntû gîakari ta cuka înene îîndamîîrîîtue agu kwarî na mwanya îrî ngwate koona cionthe irî inya. 
ACT.10.12	Yarî na nyamû cia mîthemba yonthe. Nyamû cia magûrû mana, cia gwîkururia na nyoni. 
ACT.10.13	Petûrû eegua kayû kamwîra, “Petûrû, thînja nyamû ino wîgaagûre!”
ACT.10.14	Petûrû auga, “Arî buru, Mwathani, n'ûntû gûtirî rîo ndaarîa gîntû gîtaagîrîte kana gîtarî kîtheru.”
ACT.10.15	Kayû gaku kaîrî kamwîra, “Ûtigeete into Ngai atheretie bitaagîrîte!”
ACT.10.16	Gwakarîkire ûgu maita mathatû. Na warîru cuka înu yacookua îgûrû.
ACT.10.17	Petûrû akîthûgaanagîria gîtûmi gîa kîoneki gîku, antû bara baatûmîîtwe i Koronerias ibaarî bakwathîîrwa baakinya mwîrîgaani wa nyomba ya Simioni îra Petûrû aakaraga. 
ACT.10.18	Beetana baûrithîria kana ikwarî na mûgeni aakaraga gûku eetagwa Simioni Petûrû.
ACT.10.19	Petûrû waagîcûûgagia kûmenya gîtûmi gîa kîoneki gîku, Kîrundu amwîra, “Kûrî antû bathatû bagûgûcûa. 
ACT.10.20	Îndama na ûtikeegue ûrî na nkanja ûrega kûthi na bo, n'ûntû i niû mbatûmîîte kîrî woû.”
ACT.10.21	Petûrû eendama ngorobaani eera antû babu, “I niû ûra bûgûcûa. N'ata kûrî?”
ACT.10.22	Antû babu bamwîra, “Tûtûmîîtwe kîrî woû i Koronerias, mûtongoria wa mbûûtû ya ndûa. I muntû ûmwagîru akuthûkaga Ngai na atîîyîtwe n'Ayaundi bonthe. I mûraîka aramwîrire wîtwe ûthi gwake kaingo ûmwîra ntûmwa îra ûrî n'yo.”
ACT.10.23	Petûrû eera antû babu bakûrûke nyomba baraare.
ACT.10.23	Rûûni rûkîîrî Petûrû aathi na antû babu na bamwe ba eetîgîri ba kuuma naagu Njopa. 
ACT.10.24	Rûûni baakinya Kaisaria. Beethîra Koronerias abeeteereete barî na antû ba mûciî wao na acoore baake bara eetîîte. 
ACT.10.25	Petûrû agûkinya ûgu, Koronerias amûthagaana amûturîria maru, amwîndamîîra akîmûgonga. 
ACT.10.26	Îndî Petûrû amûûkîîria amwîra, “Rûngama. Niû ndî muntû ta woû tu.”
ACT.10.27	Baakûrûka nyomba bakîaragia. Petûrû eethîra antû baingî beethîreene gûku. 
ACT.10.28	Petûrû auga, “Biû bwingwa ibwiyî atî, Mûyaundi atiîtîgîîrîîtue i watho bwa ndini yake eengîrana kana ariûngîra muntû atarî Mûyaundi. Îndî Ngai narîîkîîtie kûmbonia ntigeete muntû ataagîrîte kana atarî mûtheru. 
ACT.10.29	Kwoogu gîku i kîo kîratûmire ûkûûmbîta mbîtîgîîria kûûya ntakûûria kîûria. Tambîîra gîtûmi gîa gûntûmana.”
ACT.10.30	Koronerias amwîra, “Ta îîndî tûrî, thaa kenda cia mûthenya, mbere ya îco, indarombaga ndî nyomba. Nthûti îmwe, ndoona muntû eekîrîte nguo ciayicaga aaya aarûngama mbere yakwa. 
ACT.10.31	Aambîta, ‘Koronerias!’ Aambîîra, ‘Ngai neegîîtue maromba maaku na atiriganîrîtue n'ûteethio bûra ûteetheetie na bu nkîa. 
ACT.10.32	Kwoogu tûmana Njopa wîtîrwe muntû eetagwa Simioni, kaîrî Petûrû. Arîkara kwa muntû atagutaga njûo eetagwa Simioni, atûîre akubî na îria.’ 
ACT.10.33	Kwoogu i rîo ndatûmanire wîtwa nthûti weenu na ûkûrûtha bwega waya. Îîndî tûrî aaga twinthe meethooni ma Ngai twîgua bûra bunthe Mwathani akwîrîîte ûtwîra.”
ACT.10.34	Petûrû aanjîîria kûbaarîria. Abeera, “Îîndî nkûmenya i mma gûtirî antû Ngai eendeete nkûrûki ya bara bangî. 
ACT.10.35	Kîrî wakîra mûgongo, ûra akuthûkaga Ngai na arûthaga bûra kwagîrîte, Ngai namwîtîgagîra. 
ACT.10.36	Ndî na mma bûreegua ntûmwa îra Ngai aatûmanire kîrî antû ba Isiraeri na bûra aatûmîîrie ntheto îmbega îra îreetaga ûkiri gûkûrûkîîra kîrî Yiesû Kîrîstû, Mwathani wa bonthe. 
ACT.10.37	Na ibwîgîîtue mantû mara maatuîkîkire Njundea, mara maanjîîrie na Gariiri nyuma ya Njoana agûtûmîîria mantû ma ûbaatithio. 
ACT.10.38	Ibwiyî bûra Ngai eetûûrîrie Yiesû wa Nasareethi maguta na njîra ya Kîrundu Ûmûtheru na amûûyûria inya. Na n'ûntû Ngai naarî amwe n'we, Yiesû aathi gûntû na gûntû akîrûthaga mantû meega na akîoragia bara baathîînagua i Nkoma.
ACT.10.39	“Tiû, atûmwa, tûrî akûûyî ba mantû monthe mara Yiesû aarûthire nthîgûrû ya Ayaundi na Njerusaremu. Aûragirwe na njîra ya kwambwa mûtharabaani, 
ACT.10.40	îndî Ngai amûriûkia ntugû ya ithatû, aatûma ooneka arî mwoyo. 
ACT.10.41	Îndî ti bonthe baamwonire. Akûûyî bara Ngai aathuurîîte i bo baamwonire bonka. Na akûûyî babu i tiû, atûmwa. Na kûrîa tûrarîyanîra amwe n'we na twanyunyanîra amwe n'we nyuma ya akûriûka. 
ACT.10.42	Aatwîrire tûtûmîîrie antû na tûkûûyîîre atî, we n'we Ngai athuurîîte akaagiitîra îgamba bara barî mwoyo na bara bakuû. 
ACT.10.43	Iroria bionthe n'akûûyî. Biaugire ûra wonthe amwîtîgagîra akaarekerwa meeyia maake gûkûrûkîîra kîrî riîtwa rîake.”
ACT.10.44	Petûrû athiîte na mbere kwaria, Kîrundu Ûmûtheru eendamîîra bara bonthe beegiirue ntûmwa yake. 
ACT.10.45	Eetîgîri ba Ayaundi bara baayanîîtie na Petûrû kuuma Njopa baarigara mûno Kîrundu Ûmûtheru akwîndamîîra kinya antû batarî Ayaundi, 
ACT.10.46	n'ûntû baaragia na nthiomi ingeni na ibaakumagia Ngai.
ACT.10.46	Petûrû auga, 
ACT.10.47	“Wata bûra tiû tweerwe Kîrundu Ûmûtheru, nwa ta bu kinya antû baba beewa. Kwoogu ka kûrî we abarigîîria batikaabaatithue?” 
ACT.10.48	Petûrû auga babaatithue kwa riîtwa rîa Yiesû Kîrîstû. Antû babu beera Petûrû akarakarange kwao ntugû igana ûna.
ACT.11.1	Atûmwa na eetîgîri bara bangî ba Njundea beegua antû bataarî Ayaundi ibeetîgîîre kiugo kîa Ngai. 
ACT.11.2	Petûrû agûcooka Njerusaremu, eetîgîri bamwe ba Ayaundi bataagwatanîra n'we. 
ACT.11.3	Bamwîra, “Ûrathûngîîre nyomba cia antû batarî bataane warîyanîra na bo!”
ACT.11.4	Petûrû aanjîîria kûbataranîria bwega bûra gwakarîkire. Abeera, 
ACT.11.5	“Ntugû îmwe ndî taûni ya Njopa nkîrombaga, ndoona kîoneki. Ndoona ndeendamîîrua mwanka ara ndarî gîntû gîakari ta cuka înene îtambûrûkîîtue kuuma îgûrû, îrî ngwate koona cionthe irî inya. 
ACT.11.6	Ndaraithîîria bwega ndoona îrî na nyamû cia mîthemba yonthe. Nyamû cia magûrû mana, cia mîciî na cia kîthaka, cia gwîkururia, na nyoni. 
ACT.11.7	Ndeegua kayû kambîîra, ‘Petûrû, thînja nyamû ino wîgaagûre.’
ACT.11.8	“Ndauga, ‘Arî buru, Mwathani, n'ûntû gûtirî rîo ndaarîa gîntû gîtaagîrîte kana gîtarî kîtheru.’
ACT.11.9	“Kayû gaku kaaragia kuuma îgûrû kaîrî kambîîra, ‘Ûtigeete into Ngai atheretie bitaagîrîte.’ 
ACT.11.10	Gwakarîkire ûgu maita mathatû, rîru nyamû inu cionthe ciacookua îgûrû.
ACT.11.11	“Îgiitaani warîru ikwarî na antû bathatû baarûngi agu nyomba înu ndakaraga. Baatûmîîtwe kîrî niû kuuma Kaisaria. 
ACT.11.12	Kîrundu aambîîra ntikeegue ndî na nkanja ndega kûthi na bo. Aruayia baba tûraayaniirie na bo kuuma Njopa, baba bathanthatû bûkwona aaga, i bo twathiire na bo nyomba ya muntû ûyu eetagwa Koronerias. 
ACT.11.13	Tûgûkinya, Koronerias atwîra bûra oonangire mûraîka aaya kîrî we nyomba yake. Mûraîka ûyu amwîra, ‘Tûmana Njopa wîtîrwe muntû agwîtwa Simioni, kaîrî Petûrû. 
ACT.11.14	Agakwîra mîgambo îgaatûma wonoka na antû baaku bonthe.’
ACT.11.15	“Nkwanjîîria kwaria, Kîrundu Ûmûtheru abeendamîîra wata bûra na tiû aatwîndamîîre kagiita ka mbere. 
ACT.11.16	Ndaririkana mîgambo îra Mwathani aariirie auga, ‘Njoana aabaatithaniirie na rûûyî. Îndî bûkaabaatithua na Kîrundu Ûmûtheru.’ 
ACT.11.17	Weegua Ngai naabeere kîewa ta kîra tiû aatwere tûgwîtîgia Mwathani Yiesû Kîrîstû rî, ndî ûû ndigîîria Ngai?”
ACT.11.18	Bara bataagwatanagîra na Petûrû bakwîgua mantû mamu baatiga. Baakumia Ngai bauga, “Kwoogu Ngai neete antû batarî Ayaundi kaanya kinya bo beerira kaingo batûûra mwoyo?”
ACT.11.19	Eetîgîri bara baanyagaaraniirie n'ûntû bwa kûnyamaarua kûra kwaumaniirie na gûkua gwa Stibini, bamwe baao baathiire bwa nthîgûrû ya Boinîcia, Kupooro na taûni ya Antiokia bagîtûmagîîria Ayaundi bonka. 
ACT.11.20	Îndî bamwe ba bo ba kuuma Kupooro na Kureni baathiire Antiokia baatûmîîria mantû ma Mwathani Yiesû kîrî antû bataarî Ayaundi. 
ACT.11.21	Inya ya Mwathani nîarî amwe na bo. Antû baingî beetîgia, baagarûka baatuîka ba Mwathani.
ACT.11.22	Mantû mamu maakinyîîra kanica ya Njerusaremu baatûma Baranaba athi Antiokia. 
ACT.11.23	Agûkinya oona bûra Ngai aathaarimaga antû, aakena. Abeekîra wîru bonthe abeera bathi na mbere nkoro ciao kwîgua irî kîrî Mwathani, beerikîîtie. 
ACT.11.24	Baranaba aarî muntû ûmwega na aûyûrîîtwe i Kîrundu Ûmûtheru, na aarî na wîtîgio bûûnene mûno. Antû baingî boongeereka baatuîka ba Mwathani.
ACT.11.25	Baranaba auma Antiokia aathi Taarisas gûcûa Saûrû. 
ACT.11.26	Akûmûgwatithania baacookania n'we Antiokia. Baranaba na Paûrû baagwatana na kanica ya Antiokia, baakarania na bo mwanka wathira wabakîrutanaga gîkundi kîînene gîa antû. Na agu taûni ya Antiokia noogo eetîgîri beetîîrwe rîa mbere ‘Akîrîstû’.
ACT.11.27	Kagiitaani wagaku iroria bimwe bia kuuma Njerusaremu biaya Antiokia. 
ACT.11.28	Ûmwe wa iroria bibu eetagwa Agabas, aarûngama. Kwa inya ya Kîrundu Ûmûtheru aaroria auga yûûra rîînene mûno rîkaaya nthîgûrû yonthe (na wabu yûûra rîru irîayire kagiita kara mûnene ûra eetagwa Kîraundia aathanaga Rooma). 
ACT.11.29	Eetîgîri ba Antiokia baagwatanîra bauga wakîra muntû arute gîntû kûringana na bûra inya yake îgana batûme ûteethio kîrî eetîgîri ba Njundea. 
ACT.11.30	Beethîrania baatûma Baranaba na Saûrû bairîra akûrû ba kanica, Njerusaremu.
ACT.12.1	Kagiitaani wagaku, mûnene Eronde ûra eetagwa Angripa, aanjîîria kûnyamaaria eetîgîri. 
ACT.12.2	Njakubu, mûruagina wa Njoana aûragwa na rûyiû. 
ACT.12.3	Eronde akwona Ayaundi bara bataarî eetîgîri baakeneera kûûragwa kwa Njakubu, aagendeeria. Aagwatithia Petûrû kagiita ga kûrîa *kîatho kîa mîgaate îtaimbithîîtue. 
ACT.12.4	Petûrû akûgwatwa aingîrwa nceera. Aakarua n'ikundi bina bia acikaarî bana, bana. Eronde aabangîîte Petûrû akaarutwa nceera îgiita rîa *Pasaka rîathira amûgiitîre îgamba antû bakîonaga. 
ACT.12.5	Kwoogu Petûrû aakara nceera. Îndî antû ba kanica ibaamûrombagîra mûno.
ACT.12.6	Ûtugû, mbere ya ntugû îra Eronde aabangîîte kûgiitîra Petûrû îgamba, ta wîthîre Petûrû aamaami gatîgatî ga acikaarî baîrî athaîkîîtwe na nyororo ciîrî. Na ikwarî na acikaarî bangî mûrangooni. 
ACT.12.7	Nthûti îmwe mûraîka wa Mwathani aaya aarûngama gûku ndeni ya kanyomba kara Petûrû aingîrîtwe. Werû bwatharara gûku ndeni. Mûraîka ûyu aaringaringa Petûrû mbaru, amwîra, “Ûka na mpwî!” Nyororo ira Petûrû athaîkîîtwe na cio njara ciakandûkana warîru, ciagwa nthî. 
ACT.12.8	Mûraîka amwîra, “Îbîthîranie na wîkîre iraatû biaku.” Petûrû aarûtha ûgu. Mûraîka amwîra, “Îkîra nguo yaku îra ndaaya, ûnthingate.”
ACT.12.9	Petûrû aathingata mûraîka atakûmenya weegua bûra mûraîka aarûthaga i bu wabu gwakarîkaga kana i kîoneki kîarî. 
ACT.12.10	Petûrû na mûraîka baakûrûka acikaarî ba mbere bara baamûkarîîtie na bangî kaîrî. Rîru baakinyîîra mûrango wa cuuma wa ome buru ûra warî wa kuumagarûka kûthi bwa taûni. Mûrango ûyu warugûka ungwa, bauma. Bakûthi na barabara îmwe mbere ya bakoomoka bagwata îngî mûraîka aathi, aatiga Petûrû wenka.
ACT.12.11	Petûrû aarîcûkwa. Auga, “Wabu îîndî nkûmenya i Mwathani agûtûmîîte mûraîka wake anduta kîrî Eronde, kaingo bûra Ayaundi bareerîgîîrîîte bûtakarîka.” 
ACT.12.12	Petûrû akûmenya ûgu aathi nyomba ya Maria, kûra antû baingî beethîreene bakîrombaga. Maria aarî gina wa Njoana ûra kaîrî eetagwa Maariko. 
ACT.12.13	Petûrû aaringaringa mwîrîga. Mwarî ûmwe, mûruti ngûgî, eetagwa Ronda aathi kwona n'ûû aarî. 
ACT.12.14	Akûthi eegua kanyua ga Petûrû. Aakena mûno aacooka na rwîro atamûrugûrîrîte i gîkeno. Eera antû, “Petûrû arî mwîrîgaani.”
ACT.12.15	Antû bamwîra, “I nkoma ûrî na cio!” Îndî mwarî ûyu abeera wabu n'ûmma. Antû bauga, “Nwanga ûkeegua i mûraîka wake.”
ACT.12.16	Petûrû nwa aarî ome akîringaringaga mûrango. Bakûrugûra bamwona baarigara mûno. 
ACT.12.17	Petûrû aboonia na njara bakire. Abeera bûra Mwathani amûruta nceera, na abeera beere Njakubu na eetîgîri bara bangî mantû mamu. Auma aathi gûntû kûngî.
ACT.12.18	Rûûni gûgûkea acikaarî baarigicana mûno. Bataiyî bûra ûkîûmba kwîgua gwakarîkîîte kîrî Petûrû. 
ACT.12.19	Eronde aaruta watho auga Petûrû acûîwe, îndî atooneka. Aûria acikaarî bara baamûkarîîtie mantû mamu. Aaruta watho auga baûrawe. Eronde auma Njundea, aathi aakara Kaisaria îgiita rîgana ûna.
ACT.12.20	Eronde aathûûra n'antû ba Turo na Sindoni. Kwoogu antû babu baabanga kûthi kûmwona. Îndî mbere, baamba baûria muntû eetagwa Burastas abateetheerie. Burastas aarî mûrûngamîîri wa kambî ya mûnene, Eronde. Bakûmwona, rîru baabanga kûthi gûcûa bagwatanîra na Eronde, n'ûntû nthîgûrû yao yeegwatagia kwona irio kuumania na nthîgûrû yake.
ACT.12.21	Ntugû îra baagwatanîîre îgûkinya, Eronde eekîrîte nguo cia ûnene aakarîra gîtî kîa ûnene, abaarîria. 
ACT.12.22	Antû bauga na inya, “Gaku i kayû ka ngai, ti ka muntû.” 
ACT.12.23	Warîo mûraîka wa Mwathani aakaanûkia Eronde n'ûntû ataatîîya Ngai. Aarîwa i maginyo, aakua.
ACT.12.24	Kiugo kîa Mwathani kîathi na mbere gûtamba, eetîgîri boongeereka. 
ACT.12.25	Baranaba na Saûrû bakûrîîkia ngûgî yao bauma Njerusaremu, baacooka Antiokia. Baathi na Njoana ûra kaîrî eetagwa Maariko.
ACT.13.1	Kanica ya Antiokia ikwarî na iroria na bara baarutanaga bara bangî. Baarî Baranaba, Simioni (ûra kaîrî eetagwa ‘Muntû ûmûyirû’), Rusias wa kuuma Kureni, Manaeni ûra aakûranîîtie amwe na Eronde ûra eetagwa Antipas, na Saûrû. 
ACT.13.2	Kagiita kamwe antû babu batîîrîrîte kûrîa irio n'ûntû bwa maromba, Kîrundu Ûmûtheru abeera, “Ndekeriani Baranaba na Saûrû barute ngûgî îra mbeetîîte baruta.” 
ACT.13.3	Baathi na mbere na gûtîîrîra kûrîa irio, baaromba. Rîru babu bangî baigîîra Baranaba na Saûrû njara, babarekeeria baathi.
ACT.13.4	Kwoogu Baranaba na Saûrû bagûtûmwa i Kîrundu Ûmûtheru, baathi taûni yeetagwa Serukia. Baatwa meeri baathi gîcîgîîrioni kîa îria gîetagwa Kupooro. 
