GEN.1.2	Ja maa oli autio ja tyhjä, ja pimeys oli syvyyden päällä, ja Jumalan Henki liikkui vetten päällä. 
PSA.107.25	joka kohotti korkealle sen aallot.
PSA.107.26	He kohosivat taivasta kohti,
PSA.107.26	he vajosivat syvyyksiin;
PSA.107.26	heidän sielunsa menehtyi tuskasta.
PSA.107.27	He horjuivat ja hoippuivat kuin juopunut,
PSA.107.27	ja kaikki heidän taitonsa hämmentyi.
PSA.107.28	Mutta hädässänsä he huusivat Herraa,
PSA.107.28	ja hän päästi heidät heidän ahdistuksistaan.
PSA.107.29	Hän tyynnytti myrskyn,
PSA.107.29	ja meren aallot hiljenivät.
PSA.107.30	ja hän vei heidät toivottuun satamaan.
PSA.107.31	Kiittäkööt he Herraa hänen armostansa
PSA.107.31	ja hänen ihmeellisistä teoistaan ihmislapsia kohtaan.
PSA.107.32	Kunnioittakoot häntä kansan seurakunnassa
PSA.107.32	ja vanhinten kokouksessa häntä ylistäkööt.
PSA.107.33	Hän muutti virrat erämaaksi
PSA.107.33	ja vesilähteet kuivaksi maaksi,
PSA.107.34	sen asukasten pahuuden tähden.
PSA.107.35	ja kuivan maan vesilähteiksi.
PSA.107.36	Ja hän asetti nälkäiset sinne asumaan
PSA.107.36	ja he rakensivat kaupungin asuaksensa.
PSA.107.37	Ja he kylvivät peltoja ja istuttivat viinitarhoja,
PSA.107.37	jotka tuottivat satoisan hedelmän.
PSA.107.38	ja hän antoi heille paljon karjaa.
PSA.107.39	onnettomuuden ja huolten painon alla,
PSA.107.40	ruhtinasten päälle
PSA.107.40	ja panee heidät harhailemaan
PSA.107.40	tiettömissä autiomaissa,
PSA.107.41	hän kohotti köyhän kurjuudesta
PSA.107.41	ja teki suvut suuriksi kuin lammaslaumat.
PSA.107.42	ja kaiken vääryyden täytyy tukkia suunsa.
PSA.107.43	Joka viisas on, se ottakoon näistä vaarin
PSA.107.43	ja ajatelkoon Herran armotekoja.
PSA.108.1	Laulu; Daavidin virsi.
PSA.108.2	minä tahdon veisata ja soittaa;
PSA.108.2	valmis on minun sieluni.
PSA.108.3	Heräjä, harppu ja kannel.
PSA.108.3	Minä tahdon herättää aamuruskon.
PSA.108.4	Herra, sinua minä kiitän kansojen joukossa
PSA.108.4	ja veisaan sinun kiitostasi kansakuntien keskellä.
PSA.108.5	ja ulottuu ylitse taivasten
PSA.108.5	ja sinun totuutesi hamaan pilviin asti.
PSA.108.6	Korota itsesi yli taivasten, Jumala,
PSA.108.6	ja levitköön sinun kunniasi yli kaiken maan.
PSA.108.7	auta oikealla kädelläsi
PSA.108.7	ja vastaa minulle.
PSA.108.8	Jumala on puhunut pyhäkössänsä.
PSA.108.8	Minä riemuitsen, minä jaan Sikemin
PSA.108.8	ja mittaan Sukkotin laakson.
PSA.108.9	Minun on Gilead, ja minun on Manasse;
PSA.108.9	Efraim on minun pääni suojus,
PSA.108.9	Juuda minun valtikkani.
PSA.108.10	Mooab on minun pesuastiani,
PSA.108.10	Edomiin minä viskaan kenkäni,
PSA.108.10	minä riemuitsen Filistean maasta.
PSA.108.11	Kuka vie minut varustettuun kaupunkiin?
PSA.108.11	Kuka saattaa minut Edomiin?
PSA.108.12	Etkö sinä, Jumala, hyljännyt meitä?
PSA.108.12	Et lähtenyt, Jumala, meidän sotajoukkojemme kanssa!
PSA.108.13	Anna meille apu ahdistajaa vastaan,
PSA.108.13	sillä turha on ihmisten apu.
PSA.108.14	hän tallaa meidän vihollisemme maahan.
PSA.109.1	Jumala, minun ylistykseni, älä ole vaiti.
PSA.109.2	jumalattoman ja petollisen suun,
PSA.109.2	he puhuttelevat minua valheen kielellä.
PSA.109.3	Vihan sanoilla he ovat minut piirittäneet,
PSA.109.3	ja syyttä he sotivat minua vastaan.
PSA.109.4	Rakkauteni palkaksi he minua vainoavat,
PSA.109.4	mutta minä ainoastaan rukoilen.
PSA.109.5	ja rakkauteni vihalla.
PSA.109.6	ja seisokoon syyttäjä hänen oikealla puolellansa.
PSA.109.7	ja hänen rukouksensa tulkoon synniksi.
PSA.109.8	ottakoon toinen hänen kaitsijatoimensa.
PSA.109.9	ja hänen vaimonsa leskeksi.
PSA.109.10	anelkoot kaukana kotinsa raunioilta.
PSA.109.11	Anastakoon koronkiskuri kaiken hänen omansa,
PSA.109.11	ja riistäkööt vieraat hänen vaivannäkönsä.
PSA.109.12	Älköön kukaan osoittako hänelle laupeutta,
PSA.109.12	älköönkä kukaan armahtako hänen orpojansa.
PSA.109.13	pyyhittäköön heidän nimensä pois toisessa polvessa.
PSA.109.14	pysykööt Herran muistossa,
PSA.109.14	älköönkä hänen äitinsä syntiä
PSA.109.14	pyyhittäkö pois.
PSA.109.15	ja hävittäköön hän heidän muistonsa maan päältä.
PSA.109.16	Sillä se mies ei ajatellutkaan tehdä laupeutta,
PSA.109.16	vaan vainosi kurjaa ja köyhää
PSA.109.16	ja sydämen tuskassa olevaa, tappaaksensa hänet.
PSA.109.17	Hän rakasti kirousta,
PSA.109.17	ja se kohtasi häntä;
PSA.109.17	hän ei huolinut siunauksesta,
PSA.109.17	ja se väistyi hänestä kauas.
PSA.109.18	Hän puki kirouksen yllensä niinkuin vaatteensa,
PSA.109.18	ja se meni hänen sisuksiinsa niinkuin vesi
PSA.109.18	ja hänen luihinsa niinkuin öljy.
PSA.109.19	Se olkoon hänellä viittana, johon hän verhoutuu,
PSA.109.19	ja vyönä, johon hän aina vyöttäytyy.
PSA.109.20	Tämä olkoon Herralta minun vainoojaini palkka
PSA.109.20	ja niiden, jotka puhuvat pahaa minua vastaan.
PSA.109.21	auta minua nimesi tähden,
PSA.109.21	sillä sinun armosi on hyvä,
PSA.109.21	pelasta minut.
PSA.109.22	Sillä minä olen kurja ja köyhä,
PSA.109.22	ja sydämeni on haavoitettu minun rinnassani.
PSA.109.23	minut pudistetaan pois kuin heinäsirkka.
PSA.109.24	Polveni horjuvat paastoamisesta,
PSA.109.24	ja minun ruumiini on laihtunut lihattomaksi.
PSA.109.25	minut nähdessään he nyökyttävät päätänsä.
PSA.109.26	Auta minua, Herra, minun Jumalani,
PSA.109.26	pelasta minut armosi jälkeen;
PSA.109.27	ja he saakoot tuta, että tämä on sinun kätesi,
PSA.109.27	että sinä, Herra, sen teit.
PSA.109.28	Jos he kiroavat, siunaa sinä,
PSA.109.28	jos he nousevat, joutukoot häpeään,
PSA.109.28	mutta palvelijasi saakoon iloita.
PSA.109.29	ja verhotkoon heitä heidän häpeänsä niinkuin viitta.
PSA.109.30	ja monien keskellä minä ylistän häntä.
PSA.109.31	pelastaakseen hänet niistä, jotka hänet tuomitsevat.
PSA.110.1	Herra sanoi minun herralleni:
PSA.110.1	"Istu minun oikealle puolelleni,
PSA.110.1	kunnes minä panen sinun vihollisesi
PSA.110.1	sinun jalkojesi astinlaudaksi".
PSA.110.2	hallitse vihollistesi keskellä.
PSA.110.3	sinun sotaanlähtösi päivänä:
PSA.110.3	pyhässä asussa sinun nuori väkesi nousee eteesi,
PSA.110.3	niinkuin kaste aamuruskon helmasta.
PSA.110.4	"Sinä olet pappi iankaikkisesti,
PSA.110.4	Melkisedekin järjestyksen mukaan".
PSA.110.5	Herra on sinun oikealla puolellasi,
PSA.110.5	hän musertaa kuninkaat vihansa päivänä.
PSA.110.6	ruumiita viruu kaikkialla;
PSA.110.6	hän murskaa päitä laajalti maan päällä.
PSA.110.7	Hän juo purosta tien varrelta;
PSA.110.7	sentähden hän kohottaa päänsä.
PSA.111.1	Minä kiitän Herraa kaikesta sydämestäni
PSA.111.1	hurskasten kokouksessa ja seurakunnassa.
PSA.111.2	Suuret ovat Herran teot,
PSA.111.2	kaikkien niiden tutkisteltavat,
PSA.111.2	jotka niitä rakastavat.
PSA.111.3	Kunnialliset ja korkeat ovat hänen työnsä,
PSA.111.3	ja hänen vanhurskautensa pysyy iankaikkisesti.
PSA.111.4	Hän on säätänyt ihmeellisten tekojensa muiston;
PSA.111.4	armollinen ja laupias on Herra.
PSA.111.5	hän muistaa liittonsa iankaikkisesti.
PSA.111.6	Hän ilmoitti kansallensa tekojensa voiman,
PSA.111.6	hän antoi heille pakanain perintöosan.
PSA.111.7	Hänen kättensä teot ovat totiset ja oikeat;
PSA.111.7	luotettavat ovat kaikki hänen asetuksensa.
PSA.111.8	Ne pysyvät järkkymättä aina ja iankaikkisesti;
PSA.111.8	ne ovat tehdyt totuudessa ja oikeudessa.
PSA.111.9	sääti liittonsa ikuisiksi ajoiksi;
PSA.111.9	pyhä ja peljättävä on hänen nimensä.
PSA.111.10	hyvä ymmärrys kaikille, jotka sitä noudattavat.
PSA.111.10	Hänen ylistyksensä pysyy iankaikkisesti.
PSA.112.1	Autuas se mies, joka Herraa pelkää
PSA.112.1	ja suuresti halajaa hänen käskyjänsä!
PSA.112.2	oikeamielisten suku tulee siunatuksi.
PSA.112.3	Varallisuus ja rikkaus on hänen huoneessansa,
PSA.112.3	ja hänen vanhurskautensa pysyy iankaikkisesti.
PSA.112.4	armollinen, laupias ja vanhurskas.
PSA.112.5	joka on laupias ja antaa lainaksi,
PSA.112.5	joka hoitaa asiansa oikeuden mukaan.
PSA.112.6	Sillä ei hän ikinä horju;
PSA.112.6	vanhurskas säilyy ikuisessa muistossa.
PSA.112.7	hänen sydämensä on vahva,
PSA.112.7	sillä hän turvaa Herraan.
PSA.112.8	kunnes hän vihdoin ilolla katselee ahdistajiaan.
PSA.112.9	hänen vanhurskautensa pysyy iankaikkisesti,
PSA.112.9	hänen sarvensa kohoaa kunniassa.
PSA.112.10	hän kiristelee hampaitaan ja pakahtuu.
PSA.112.10	Jumalattomien halut raukeavat tyhjiin.
PSA.113.1	Ylistäkää, te Herran palvelijat,
PSA.113.1	ylistäkää Herran nimeä.
PSA.113.2	nyt ja iankaikkisesti.
PSA.113.3	olkoon Herran nimi ylistetty.
PSA.113.4	Herra on korkea yli kaikkien pakanakansain,
PSA.113.4	yli taivasten kohoaa hänen kunniansa.
PSA.113.5	joka korkealla asuu
PSA.113.6	ja katsoo syvälle —
PSA.113.6	taivaassa ja maassa?
PSA.113.7	korottaa loasta köyhän
PSA.113.8	asettaaksensa hänet ruhtinasten rinnalle,
PSA.113.8	hänen kansansa ruhtinasten rinnalle,
PSA.113.9	iloisena lasten äitinä!
PSA.113.9	Halleluja!
PSA.114.1	Jaakobin suku vieraskielisestä kansasta,
PSA.114.2	Israel hänen valtakunnaksensa.
PSA.114.3	Jordan kääntyi takaisin.
PSA.114.4	kukkulat niinkuin lammasten karitsat.
PSA.114.5	Mikä sinun on, meri, kun pakenet,
PSA.114.5	mikä sinun, Jordan, kun käännyt takaisin?
PSA.114.6	Te vuoret, miksi hypitte kuin oinaat,
PSA.114.6	te kukkulat, kuin lammasten karitsat?
PSA.114.7	Vapise, maa, Herran kasvojen edessä,
PSA.114.7	Jaakobin Jumalan kasvojen edessä,
PSA.114.8	kovan kiven vesilähteeksi.
PSA.115.1	vaan omalle nimellesi anna kunnia
PSA.115.1	armosi ja totuutesi tähden.
PSA.115.2	"Missä on heidän Jumalansa?"
PSA.115.3	mitä ikinä hän tahtoo, sen hän tekee.
PSA.115.4	ihmiskätten tekoa.
PSA.115.5	Niillä on suu, mutta eivät ne puhu,
PSA.115.5	niillä on silmät, mutta eivät näe.
PSA.115.6	Niillä on korvat, mutta eivät kuule,
PSA.115.6	niillä on nenä, mutta eivät hajua tunne.
PSA.115.7	Niiden kädet eivät koske,
PSA.115.7	niiden jalat eivät astu,
PSA.115.7	ei tule ääntä niiden kurkusta.
PSA.115.8	ja kaikki, jotka turvaavat niihin.
PSA.115.9	hän on heidän apunsa ja kilpensä.
PSA.115.10	Te, Aaronin suku, turvatkaa Herraan —
PSA.115.10	hän on heidän apunsa ja kilpensä.
PSA.115.11	Te, Herraa pelkääväiset, turvatkaa Herraan —
PSA.115.11	hän on heidän apunsa ja kilpensä.
PSA.115.12	hän siunaa Israelin sukua,
PSA.115.12	hän siunaa Aaronin sukua,
PSA.115.13	hän siunaa niitä, jotka Herraa pelkäävät,
PSA.115.13	niin pieniä kuin suuriakin.
PSA.115.14	sekä teitä että teidän lapsianne.
PSA.115.15	hänen, joka on tehnyt taivaan ja maan.
PSA.115.16	Taivas on Herran taivas,
PSA.115.16	mutta maan hän on antanut ihmisten lapsille.
PSA.115.17	ei kukaan hiljaisuuteen astuneista.
PSA.115.18	nyt ja iankaikkisesti.
PSA.115.18	Halleluja!
PSA.116.1	sillä hän kuulee minun ääneni ja rukoukseni;
PSA.116.2	sillä hän on kallistanut korvansa minun puoleeni,
PSA.116.2	ja minä huudan häntä avuksi kaiken elinaikani.
PSA.116.3	tuonelan ahdistukset kohtasivat minua;
PSA.116.3	minä jouduin hätään ja murheeseen.
PSA.116.4	Mutta minä huusin avukseni Herran nimeä:
PSA.116.4	"Oi Herra, pelasta minun sieluni!"
PSA.116.5	meidän Jumalamme on laupias.
PSA.116.6	Herra varjelee yksinkertaiset;
PSA.116.6	minä olin viheliäinen, mutta hän auttoi minua.
PSA.116.7	sillä Herra on tehnyt sinulle hyvin.
PSA.116.8	minun silmäni kyynelistä, jalkani kompastumasta.
PSA.116.9	Minä saan vaeltaa Herran kasvojen edessä
PSA.116.9	elävien maassa.
PSA.116.10	minä, joka olin kovin vaivattu.
PSA.116.11	"Kaikki ihmiset ovat valhettelijoita".
PSA.116.12	Kuinka minä maksan Herralle
PSA.116.12	kaikki hänen hyvät tekonsa minua kohtaan?
PSA.116.13	Minä kohotan pelastuksen maljan
PSA.116.13	ja huudan avukseni Herran nimeä.
PSA.116.14	kaiken hänen kansansa edessä.
PSA.116.15	hänen hurskaittensa kuolema.
PSA.116.16	Oi Herra, minä olen sinun palvelijasi,
PSA.116.16	sinun palvelijasi minä olen,
PSA.116.16	sinun palvelijattaresi poika!
PSA.116.16	Sinä päästit minun siteeni.
PSA.116.17	Sinulle minä uhraan kiitosuhrin
PSA.116.17	ja huudan avukseni Herran nimeä.
PSA.116.18	Minä täytän lupaukseni Herralle
PSA.116.18	kaiken hänen kansansa edessä
PSA.116.19	Herran huoneen esikartanoissa,
PSA.116.19	sinun keskelläsi, Jerusalem.
PSA.116.19	Halleluja!
PSA.117.1	ylistäkää häntä, kaikki kansat.
PSA.117.2	ja Herran uskollisuus pysyy iankaikkisesti.
PSA.117.2	Halleluja!
PSA.118.1	sillä hänen armonsa pysyy iankaikkisesti.
PSA.118.2	sillä hänen armonsa pysyy iankaikkisesti.
PSA.118.3	Näin sanokoon Aaronin suku;
PSA.118.3	sillä hänen armonsa pysyy iankaikkisesti.
PSA.118.4	Näin sanokoot ne, jotka Herraa pelkäävät;
PSA.118.4	sillä hänen armonsa pysyy iankaikkisesti.
PSA.118.5	Herra vastasi minulle
PSA.118.5	ja asetti minut avaraan paikkaan.
PSA.118.6	mitä voivat ihmiset minulle tehdä?
PSA.118.7	ja minä saan ilolla katsella vihamiehiäni.
PSA.118.8	kuin turvata ihmisiin.
PSA.118.9	kuin turvata ruhtinaihin.
PSA.118.10	Kaikki pakanat piirittivät minua —
PSA.118.10	Herran nimessä minä lyön heidät maahan.
PSA.118.11	He piirittivät minua joka taholta —
PSA.118.11	Herran nimessä minä lyön heidät maahan.
PSA.118.12	Niinkuin mehiläiset he minua piirittivät —
PSA.118.12	he sammuvat kuin tuli orjantappuroissa.
PSA.118.12	Herran nimessä minä lyön heidät maahan.
PSA.118.13	Sinä sysäsit minua kovasti, että kaatuisin,
PSA.118.13	mutta Herra auttoi minua.
PSA.118.14	ja hän tuli minulle pelastajaksi.
PSA.118.15	kuuluu vanhurskaitten majoissa:
PSA.118.15	Herran oikea käsi tekee väkeviä tekoja.
PSA.118.16	Herran oikea käsi korottaa,
PSA.118.16	Herran oikea käsi tekee väkeviä tekoja.
PSA.118.17	ja julistan Herran töitä.
PSA.118.18	Herra minua kyllä kuritti,
PSA.118.18	mutta kuolemalle hän ei minua antanut.
PSA.118.19	käydäkseni niistä sisälle kiittämään Herraa.
PSA.118.20	Tämä on Herran portti:
PSA.118.20	vanhurskaat käyvät siitä sisälle.
PSA.118.21	Minä kiitän sinua siitä, että vastasit minulle
PSA.118.21	ja tulit minulle pelastajaksi.
PSA.118.22	on tullut kulmakiveksi.
PSA.118.23	Herralta tämä on tullut;
PSA.118.23	se on ihmeellistä meidän silmissämme.
PSA.118.24	Tämä on se päivä, jonka Herra on tehnyt;
PSA.118.24	riemuitkaamme ja iloitkaamme siitä.
PSA.118.25	Oi Herra, auta,
PSA.118.25	oi Herra, anna menestys!
PSA.118.26	me siunaamme teitä Herran huoneesta.
PSA.118.27	Herra on Jumala,
PSA.118.27	ja hän antoi valon meille loistaa.
PSA.118.27	Sitokaa juhlauhrit köysillä
PSA.118.27	alttarin sarviin asti.
PSA.118.28	Minun Jumalani, sinua minä kunnioitan.
PSA.118.29	Kiittäkää Herraa, sillä hän on hyvä;
PSA.118.29	sillä hänen armonsa pysyy iankaikkisesti.
PSA.119.1	jotka Herran laissa vaeltavat!
PSA.119.2	hänen todistuksistaan,
PSA.119.2	jotka etsivät häntä kaikesta sydämestänsä,
PSA.119.3	vaan vaeltavat hänen teillään!
PSA.119.4	Sinä olet asetuksesi säätänyt,
PSA.119.4	että niitä tarkasti noudatettaisiin.
PSA.119.5	Oi, jospa minun vaellukseni olisi vakaa,
PSA.119.5	niin että noudattaisin sinun käskyjäsi!
PSA.119.6	Silloin minä en joudu häpeään,
PSA.119.6	kun katselen kaikkia sinun käskyjäsi.
PSA.119.7	Minä kiitän sinua vilpittömällä sydämellä,
PSA.119.7	kun opin sinun vanhurskautesi oikeudet.
PSA.119.8	Minä noudatan sinun käskyjäsi,
PSA.119.8	älä minua peräti hylkää.
PSA.119.9	Kuinka voi nuorukainen pitää tiensä puhtaana?
PSA.119.9	Siten, että hän noudattaa sinun sanaasi.
PSA.119.10	Minä etsin sinua kaikesta sydämestäni,
PSA.119.10	älä salli minun eksyä pois sinun käskyistäsi.
PSA.119.11	Minä kätken sinun sanasi sydämeeni,
PSA.119.11	etten tekisi syntiä sinua vastaan.
PSA.119.12	Kiitetty ole sinä, Herra,
PSA.119.12	opeta minulle käskysi.
PSA.119.13	Huulillani minä julistan
PSA.119.13	kaikki sinun suusi oikeudet.
PSA.119.14	Minä iloitsen sinun todistustesi tiestä,
PSA.119.14	niinkuin kaikkinaisesta rikkaudesta.
PSA.119.15	Minä tutkistelen sinun asetuksiasi
PSA.119.15	ja katselen sinun polkujasi.
PSA.119.16	enkä sinun sanaasi unhota.
PSA.119.17	Tee palvelijallesi hyvin, että minä eläisin
PSA.119.17	ja noudattaisin sinun sanaasi.
PSA.119.18	Avaa minun silmäni näkemään
PSA.119.18	sinun lakisi ihmeitä.
PSA.119.19	älä salaa minulta käskyjäsi.
PSA.119.20	ikävöidessäni alati sinun oikeuksiasi.
PSA.119.21	jotka poikkeavat pois sinun käskyistäsi.
PSA.119.22	Poista minun päältäni häväistys ja ylenkatse,
PSA.119.22	sillä minä otan sinun todistuksistasi vaarin.
PSA.119.23	Ruhtinaatkin istuvat
PSA.119.23	ja pitävät neuvoa minua vastaan,
PSA.119.23	mutta palvelijasi tutkistelee sinun käskyjäsi.
PSA.119.24	Sinun todistuksesi ovat minun iloni,
PSA.119.24	ne ovat minun neuvonantajani.
PSA.119.25	Minun sieluni on vaipunut tomuun;
PSA.119.25	virvoita minua sanasi jälkeen.
PSA.119.26	Minä kerron vaellukseni,
PSA.119.26	ja sinä vastaat minulle;
PSA.119.26	opeta minulle käskysi.
PSA.119.27	Saata minut ymmärtämään asetustesi tie,
PSA.119.27	niin minä tutkistelen sinun ihmeitäsi.
PSA.119.28	Minun sieluni itkee murheesta;
PSA.119.28	vahvista minua sanasi jälkeen.
PSA.119.29	Käännä minusta pois valheen tie,
PSA.119.29	ja anna armostasi minulle lakisi.
PSA.119.30	Minä olen valinnut totuuden tien,
PSA.119.30	olen asettanut eteeni sinun oikeutesi.
PSA.119.31	Minä riipun kiinni sinun todistuksissasi,
PSA.119.31	Herra, älä anna minun joutua häpeään.
PSA.119.32	Minä juoksen sinun käskyjesi tietä,
PSA.119.32	sillä sinä avarrat minun sydämeni.
PSA.119.33	niin minä seuraan sitä loppuun asti.
PSA.119.34	Anna minulle ymmärrys
PSA.119.34	ottaakseni sinun laistasi vaarin
PSA.119.34	ja noudattaakseni sitä kaikesta sydämestäni.
PSA.119.35	Anna minun vaeltaa sinun käskyjesi polkua,
PSA.119.35	sillä sitä minä halajan.
PSA.119.36	ei väärän voiton puoleen.
PSA.119.37	Käännä silmäni pois turhuutta katselemasta,
PSA.119.37	anna minun saada virvoitus sinun teilläsi.
PSA.119.38	Anna palvelijallesi toteutua lupauksesi,
PSA.119.38	joka on annettu sinua pelkääville.
PSA.119.39	Poista minusta häväistys, jota pelkään,
PSA.119.39	sillä sinun oikeutesi ovat hyvät.
PSA.119.40	Katso, minä ikävöitsen sinun
PSA.119.40	asetuksiasi;
PSA.119.40	virvoita minua vanhurskaudellasi.
PSA.119.41	Tulkoon minulle sinun armosi, Herra,
PSA.119.41	sinun apusi, sinun lupauksesi jälkeen,
PSA.119.42	että minä voisin vastata herjaajalleni;
PSA.119.42	sillä sinun sanaasi minä turvaan.
PSA.119.43	Älä ota peräti pois minun suustani
PSA.119.43	totuuden sanaa,
PSA.119.43	sillä sinun oikeuteesi minä panen toivoni.
PSA.119.44	Minä tahdon alati noudattaa sinun lakiasi,
PSA.119.44	aina ja iankaikkisesti.
PSA.119.45	sillä sinun asetuksiasi minä kysyn.
PSA.119.46	kuningasten edessä,
PSA.119.46	enkä häpeään joudu.
PSA.119.47	Minä iloitsen sinun käskyistäsi,
PSA.119.47	jotka ovat minulle rakkaat.
PSA.119.48	Minä kohotan käteni sinun käskyjesi puoleen,
PSA.119.48	jotka ovat minulle rakkaat,
PSA.119.48	ja tutkistelen sinun säädöksiäsi.
PSA.119.49	Muista sana, jonka olet palvelijallesi puhunut,
PSA.119.49	sillä sinä olet antanut minulle toivon.
PSA.119.50	että sinun lupauksesi minua virvoittaa.
PSA.119.51	Julkeat pilkkaavat minua kovin,
PSA.119.51	mutta sinun laistasi minä en poikkea.
PSA.119.52	Herra, minä ajattelen sinun tuomioitasi,
PSA.119.52	tuomioitasi hamasta ikiajoista asti,
PSA.119.52	ja minä saan lohdutuksen.
PSA.119.53	Minut valtaa palava vihastus
PSA.119.53	jumalattomien tähden,
PSA.119.53	jotka hylkäävät sinun lakisi.
PSA.119.54	Sinun käskysi ovat minun ylistysvirteni
PSA.119.54	minun muukalaisuuteni majassa.
PSA.119.55	ja minä noudatan sinun lakiasi.
PSA.119.56	Tämä on minun osakseni suotu:
PSA.119.56	että otan vaarin sinun asetuksistasi.
PSA.119.57	minä olen päättänyt noudattaa sinun sanojasi.
PSA.119.58	Minä etsin sinun mielisuosiotasi
PSA.119.58	kaikesta sydämestäni;
PSA.119.58	ole minulle armollinen lupauksesi mukaan.
PSA.119.59	Minä tutkin teitäni,
PSA.119.59	ja käännän askeleeni sinun
PSA.119.59	todistustesi puoleen.
PSA.119.60	Minä riennän viivyttelemättä
PSA.119.60	noudattamaan sinun käskyjäsi.
PSA.119.61	Jumalattomain paulat piirittävät minua,
PSA.119.61	mutta minä en unhota sinun lakiasi.
PSA.119.62	sinun vanhurskautesi oikeuksista.
PSA.119.63	jotka sinua pelkäävät
PSA.119.63	ja noudattavat sinun asetuksiasi.
PSA.119.64	opeta minulle käskysi.
PSA.119.65	Sinä osoitat palvelijallesi hyvyyttä
PSA.119.65	sanasi jälkeen, Herra.
PSA.119.66	Opeta minulle hyvä ymmärrys ja tieto,
PSA.119.66	sillä sinun käskyihisi minä panen uskallukseni.
PSA.119.67	Ennenkuin minut nöyryytettiin, minä eksyin,
PSA.119.67	mutta nyt minä noudatan sinun sanaasi.
PSA.119.68	Sinä olet hyvä, ja hyvin sinä teet;
PSA.119.68	opeta minulle käskysi.
PSA.119.69	Julkeat tahraavat minua valheillansa,
PSA.119.69	mutta minä otan sinun asetuksistasi vaarin
PSA.119.69	kaikesta sydämestäni.
PSA.119.70	mutta minä iloitsen sinun laistasi.
PSA.119.71	Hyvä oli minulle, että minut nöyryytettiin:
PSA.119.71	niin minä opin sinun käskysi.
PSA.119.72	kuin tuhannet kappaleet kultaa ja hopeata.
