GEN.1.2	Maa oli autio ja tyhjä, pimeys peitti syvyydet, ja Jumalan henki liikkui vetten yllä.
ISA.44.15	Siitä hän myös valmistaa jumalan,
ISA.44.15	jonka eteen heittäytyy,
ISA.44.15	siitä hän tekee patsaan,
ISA.44.15	jota sitten kumartaa.
ISA.44.16	Puolet puusta hän polttaa,
ISA.44.16	paistaa sen päällä lihaa, syö,
ISA.44.16	tulee kylläiseksi, lämmittelee ja sanoo: »Hohhoijaa!
ISA.44.16	Siinäpä kunnon tuli. Jo alkaa tarjeta!»
ISA.44.17	Mutta lopusta puusta hän veistää itselleen jumalan,
ISA.44.17	patsaan, jota hän kumartaa ja palvoo.
ISA.44.17	Hän rukoilee sitä ja sanoo:
ISA.44.17	– Pelasta minut! Olethan sinä minun jumalani!
ISA.44.18	Mitään he eivät tiedä, mitään eivät ymmärrä!
ISA.44.18	Heidän silmänsä ovat tahmautuneet umpeen, eivät he näe,
ISA.44.18	heidän sydämensä on turtunut, eivät he tajua.
ISA.44.19	Eivät he ota opikseen,
ISA.44.19	ei heillä ole älyä eikä ymmärrystä sanoa:
ISA.44.19	– Puolet siitä poltin tulisijassa,
ISA.44.19	hiilloksella paistoin leipää,
ISA.44.19	paistoin lihaa ja söin.
ISA.44.19	Ja sen rippeistä minä tein tuollaisen iljetyksen!
ISA.44.19	Puupölkkyäkö tässä pitäisi kumartaa?
ISA.44.20	Tyhjän perässä juoksija!
ISA.44.20	Hänen harhautunut sydämensä eksyttää hänet.
ISA.44.20	Ei hän osaa pelastaa itseään,
ISA.44.20	ei sanoa itselleen:
ISA.44.20	– Petosta! Minun käteni pitää kiinni tyhjästä!
ISA.44.21	muista, Israel,
ISA.44.21	että minä olen sinut muovannut, sinä olet minun palvelijani,
ISA.44.21	sinä et minulta unohdu, Israel.
ISA.44.22	sinun syntisi kuin pilviverhon.
ISA.44.22	Palaa minun luokseni,
ISA.44.22	minä olen lunastanut sinut vapaaksi.
ISA.44.23	iloitkaa, maan syvyydet,
ISA.44.23	puhjetkaa riemuun, te vuoret,
ISA.44.23	te metsät ja jokainen metsän puu:
ISA.44.23	Herra on lunastanut Jaakobin!
ISA.44.23	Hän on pelastanut Israelin,
ISA.44.23	hän on osoittanut kirkkautensa.
ISA.44.24	hän, joka jo kohdussa muovasi sinut:
ISA.44.24	– Minä olen Herra, olen tehnyt kaiken!
ISA.44.24	Yksinäni minä leväytin auki taivaan,
ISA.44.24	muovasin maan kenenkään auttamatta.
ISA.44.25	ja todistan taikurit petkuttajiksi,
ISA.44.25	minä kukistan maan viisaat
ISA.44.25	ja osoitan heidän tietonsa typeryydeksi.
ISA.44.26	Mutta palvelijani sanan minä toteutan
ISA.44.26	ja panen täytäntöön sanansaattajieni neuvot.
ISA.44.26	Minä sanon Jerusalemille: »Sinä saat asukkaasi takaisin»,
ISA.44.26	ja Juudan kaupungeille: »Teidät rakennettakoon jälleen!»
ISA.44.26	Minä annan kaupunkieni nousta raunioista.
ISA.44.27	minä kuivatan sinun syöverisi.»
ISA.44.28	Mitä minä tahdon, sen hän toteuttaa,
ISA.44.28	hän sanoo Jerusalemille: »Sinut rakennettakoon»,
ISA.44.28	ja temppelille: »Sinut perustettakoon jälleen!»
ISA.45.1	Näin sanoo Herra Kyyrokselle,
ISA.45.1	jonka hän on voidellut kuninkaaksi,
ISA.45.1	jonka oikeaan käteen Herra on tarttunut
ISA.45.1	alistaakseen kansat hänen eteensä,
ISA.45.1	temmatakseen vyön kuninkaiden kupeilta,
ISA.45.1	avatakseen hänelle portit ja ovet
ISA.45.1	niin ettei niitä kukaan sulje:
ISA.45.2	– Minä kuljen sinun edelläsi.
ISA.45.2	Vuorimaat minä tasoitan,
ISA.45.2	pronssiovet murran,
ISA.45.2	rautateljet isken irti.
ISA.45.3	Minä annan sinulle aarteet pimeistä piiloistaan
ISA.45.3	ja kalleudet kätköistään,
ISA.45.3	jotta oppisit tietämään,
ISA.45.3	että se, joka sinua nimeltä kutsuu,
ISA.45.3	olen minä, Herra, Israelin Jumala.
ISA.45.4	Palvelijani Jaakobin tähden,
ISA.45.4	Israelin, valittuni, tähden
ISA.45.4	minä sinut nimeltä kutsuin,
ISA.45.4	annan sinulle kunnianimen,
ISA.45.4	vaikka sinä et minua tunne.
ISA.45.5	ei ole muuta jumalaa kuin minä.
ISA.45.5	Vaikka sinä et minua tunne,
ISA.45.5	minä vyötän sinut,
ISA.45.6	jotta auringon nousun mailta sen laskun sijoille saakka
ISA.45.6	opittaisiin tietämään,
ISA.45.6	että muuta jumalaa ei ole,
ISA.45.6	että minä yksin olen Herra,
ISA.45.7	ja tuotan yhtä lailla onnen ja onnettomuuden.
ISA.45.7	Minä olen Herra. Kaiken tämän minä teen.
ISA.45.8	virratkoon oikeus ylhäältä pilvistä,
ISA.45.8	avautukoon maa ja kasvakoon pelastuksen hedelmää
ISA.45.8	ja versokoon vanhurskaus!
ISA.45.8	Minä, Herra, olen tämän luonut.
ISA.45.9	voi ruukunsirpaletta sirpaleitten joukossa!
ISA.45.9	Sanooko savi muovaajalleen: »Mitä sinä pystyt tekemään?»
ISA.45.9	Sanooko teos tekijälleen: »Ei sinulla ole taitajan kättä.»
ISA.45.10	Voi sitä, joka sanoo isälle: »Sinäkö muka pystyit siittämään?»
ISA.45.10	ja äidille: »Sinäkö muka synnytit?»
ISA.45.11	Näin sanoo Herra, Israelin Pyhä,
ISA.45.11	hän, joka on Israelin luonut:
ISA.45.11	– Tekö vaatisitte minut tilille lapsistani,
ISA.45.11	tekö antaisitte minulle neuvoja ja ohjeita
ISA.45.11	omien kätteni töistä?
ISA.45.12	ja loin ihmisen sitä asumaan.
ISA.45.12	Minä levitin käsilläni auki taivaan
ISA.45.12	ja käskyilläni ohjasin sen joukkoja.
ISA.45.13	Minä tasoitan hänen tiensä,
ISA.45.13	ja hän rakentaa minun kaupunkini.
ISA.45.13	Vankeuteen viedyn kansani hän päästää rauhassa lähtemään
ISA.45.13	maksua tai lahjuksia vaatimatta.
ISA.45.13	Näin sanoo Herra Sebaot.
ISA.45.14	– Egyptin vaivalla hankkimat varat
ISA.45.14	ja Nubian kauppavoitot
ISA.45.14	tulevat sinun omaksesi.
ISA.45.14	Sebalaiset, nuo kookkaat miehet,
ISA.45.14	saapuvat luoksesi ja jäävät alamaisiksesi.
ISA.45.14	Sinun perässäsi he kulkevat, kahleissa astuvat,
ISA.45.14	sinun eteesi kumartuvat,
ISA.45.14	sinua rukoilevat:
ISA.45.14	»Vain sinun keskuudessasi, Israel, on Jumala,
ISA.45.14	muuta jumalaa ei ole.»
ISA.45.15	sinä Israelin Jumala, Pelastaja!
ISA.45.16	halveksittuina kulkevat kuvien tekijät,
ISA.45.17	mutta Herra pelastaa Israelin,
ISA.45.17	pelastaa ainiaaksi.
ISA.45.17	Te ette joudu häpeään ettekä pilkan kohteiksi,
ISA.45.17	ette ikinä.
ISA.45.18	Näin sanoo Herra,
ISA.45.18	Jumala, joka loi taivaan
ISA.45.18	ja muovasi ja valmisti maan,
ISA.45.18	joka asetti sen perustuksilleen,
ISA.45.18	ei luonut sitä tyhjäksi
ISA.45.18	vaan teki sen asumista varten,
ISA.45.18	näin hän sanoo:
ISA.45.18	– Minä olen Herra, eikä muuta jumalaa ole.
ISA.45.19	jossakin maan hämärässä kolkassa.
ISA.45.19	En ole neuvonut Jaakobin jälkeläisiä
ISA.45.19	etsimään minua
ISA.45.19	autiudesta ja tyhjyydestä.
ISA.45.19	Ei, minä olen Herra,
ISA.45.19	minä puhun julki totuuden
ISA.45.19	ja minun sanani ovat oikeat.
ISA.45.20	tulkaa tänne kaikki,
ISA.45.20	te muukalaiskansoista eloon jääneet!
ISA.45.20	Mitään eivät ymmärrä
ISA.45.20	ne, jotka kantavat puisia jumalankuviaan
ISA.45.20	ja rukoilevat jumalaa, joka ei ketään auta.
ISA.45.21	ilmoittakaa ja kertokaa meille:
ISA.45.21	kuka antoi tästä tiedon jo ammoin,
ISA.45.21	kuka kertoi sen aikoja sitten?
ISA.45.21	Kuka muu kuin minä, Herra!
ISA.45.21	Ei ole muuta jumalaa kuin minä.
ISA.45.21	Minä olen vanhurskas pelastaja,
ISA.45.21	ei ole ketään muuta.
ISA.45.22	Kääntykää minun puoleeni, maan kaikki ääret,
ISA.45.22	antakaa pelastaa itsenne,
ISA.45.22	sillä minä olen Jumala, eikä muuta jumalaa ole.
ISA.45.23	minun suuni on lausunut tämän totuuden,
ISA.45.23	peruuttamattoman sanan:
ISA.45.23	– Minun edessäni on notkistuva jokainen polvi,
ISA.45.23	jokainen suu on vannova minun nimeeni!
ISA.45.24	– Vain Herralla on voima,
ISA.45.24	hän tekee pelastuksen tekoja.
ISA.45.24	Häveten tulevat Herran luokse
ISA.45.24	kaikki ne, jotka ovat hehkuneet vihaa häntä vastaan.
ISA.45.25	Herran avulla
ISA.45.25	koko Israelin heimo saa pelastuksen,
ISA.45.25	ja se ylistää itseään onnelliseksi.
ISA.46.1	Bel sortuu polvilleen, Nebo vaipuu tomuun!
ISA.46.1	Juhtien selkään, uupuvien eläinten taakaksi
ISA.46.1	nostetaan nuo juhlasaatossa kannetut patsaat.
ISA.46.2	Tomuun ne vaipuvat, polvilleen sortuvat,
ISA.46.2	eivät ne pysty kantamaan ketään turvaan.
ISA.46.2	Vankeuteen vaeltaa koko joukko.
ISA.46.3	koko Israelin heimon jäännös!
ISA.46.3	Kuulkaa te, joita olen joutunut nostamaan ja kantamaan
ISA.46.3	hamasta syntymästänne saakka,
ISA.46.3	äitinne kohdusta asti!
ISA.46.4	Teidän vanhuutenne päiviin saakka minä olen sama,
ISA.46.4	vielä kun hiuksenne harmaantuvat, minä teitä kannan.
ISA.46.4	Niin minä olen tehnyt ja niin yhä teen,
ISA.46.4	minä nostan ja kannan ja pelastan.
ISA.46.5	kenet asettaisitte rinnalleni?
ISA.46.5	Kenen kaltaiseksi te minut katsoisitte,
ISA.46.5	kuka olisi minun vertaiseni?
ISA.46.6	vaa’alla punnitsee hopeaa
ISA.46.6	ja palkkaa mestarin tekemään jumalan.
ISA.46.6	Sitä hän kumartaa, sen eteen heittäytyy,
ISA.46.7	pystyttää sen paikalleen. Siinä se seisoo,
ISA.46.7	ei minnekään liiku, ei mihinkään hievahda.
ISA.46.7	Sitä hän huutaa avuksi, mutta ei se vastaa,
ISA.46.7	ei pelasta häntä ahdingosta.
ISA.46.8	Ottakaa tämä varteen ja olkaa tarkkoina,
ISA.46.8	pitäkää tämä mielessänne, te luopiot!
ISA.46.9	Muistakaa menneitä aikoja, muinaisista alkaen:
ISA.46.9	minä olen Jumala, eikä muuta jumalaa ole.
ISA.46.9	Minä olen Jumala, ei kukaan ole minun vertaiseni.
ISA.46.10	jo ammoin ilmaissut sen, mikä ei ollut tapahtunut vielä.
ISA.46.10	Näin minä sanon, ja päätöksessäni pysyn,
ISA.46.10	kaiken, mitä tahdon, minä toteutan:
ISA.46.11	Minä kutsuin idästä haukan,
ISA.46.11	kaukaisesta maasta päätökseni toteuttajan.
ISA.46.11	Minä olen sanonut sanani ja panen sen toimeen,
ISA.46.11	olen kaiken suunnitellut ja saatan sen päätökseen.
ISA.46.12	Kuulkaa minua, te joilla on pöyhkeä sydän,
ISA.46.12	te jotka olette kaukana vanhurskaudesta!
ISA.46.13	Minun pelastava vanhurskauteni ei ole kaukana,
ISA.46.13	olen tuonut sen lähelle teitä.
ISA.46.13	Minun apuni ei ole myöhässä.
ISA.46.13	Siioniin minä tuon pelastuksen,
ISA.46.13	Israelille annan kirkkauteni.
ISA.47.1	tytär Babylon!
ISA.47.1	Istu maahan, Kaldean tytär,
ISA.47.1	siinä on nyt valtaistuimesi!
ISA.47.1	Ei sinua enää mainita hienoksi ja hehkeäksi.
ISA.47.2	Tartu jauhinkiviin! Jauha!
ISA.47.2	Huntusi riisu,
ISA.47.2	helmuksesi kohota,
ISA.47.2	sääresi paljasta
ISA.47.2	ja kahlaa virtojen poikki!
ISA.47.3	häpeäsi on kaikkien nähtävissä.
ISA.47.3	Kun minä käyn kostamaan,
ISA.47.3	ei kukaan voi minua estää,
ISA.47.4	sanoo meidän lunastajamme.
ISA.47.4	Hänen nimensä on Herra Sebaot,
ISA.47.4	Israelin Pyhä.
ISA.47.5	Väisty pimentoon, istu ääneti,
ISA.47.5	Kaldean tytär.
ISA.47.5	Ei sinua enää kutsuta
ISA.47.5	valtakuntien valtiattareksi.
ISA.47.6	Kun minä vihastuin omaan kansaani,
ISA.47.6	minä annoin oman maani
ISA.47.6	sinun häväistäväksesi, Babylon.
ISA.47.6	Mutta sinä olit armoton kansaani kohtaan.
ISA.47.6	Vanhustakin sinä rasitit
ISA.47.6	raskaimmalla ikeellä.
ISA.47.7	Sinä sanoit: »Aina ja iäti
ISA.47.7	minä olen valtiatar.»
ISA.47.7	Muuta et päästänyt mieleesi,
ISA.47.7	kaiken loppua et ajatellut.
ISA.47.8	sinä joka elät turvattuna
ISA.47.8	ja sanot mielessäsi: »Vain minä! Kukaan ei ole vertaiseni.
ISA.47.8	Minä en koskaan jää leskeksi,
ISA.47.8	koskaan en menetä lapsiani!»
ISA.47.9	äkkiä, yhtenä ja samana päivänä:
ISA.47.9	lasten kuolema ja leskeys.
ISA.47.9	Koko voimallaan ne kohtaavat sinua
ISA.47.9	huolimatta taikojesi runsaudesta
ISA.47.9	ja monien loitsujesi voimasta.
ISA.47.10	Sinä teit kaikessa rauhassa pahaa
ISA.47.10	ja ajattelit: »Ei minua kukaan näe.»
ISA.47.10	Sinun viisautesi ja taitosi
ISA.47.10	harhauttivat sinut,
ISA.47.10	niin että sanoit: »Vain minä, kukaan ei ole vertaiseni!»
ISA.47.11	Mutta nyt sinä saat pahuutesi palkan,
ISA.47.11	sitä et osaa manata pois.
ISA.47.11	Onnettomuus kaatuu sinun päällesi,
ISA.47.11	etkä pysty torjumaan sitä.
ISA.47.11	Ja äkkiarvaamatta vyöryy ylitsesi perikato,
ISA.47.11	jota et osannut odottaa.
ISA.47.12	Astu toki esiin loitsuinesi
ISA.47.12	ja runsaine taikoinesi!
ISA.47.12	Niiden parissahan olet puuhaillut nuoruudestasi saakka
ISA.47.12	– ehkäpä voit saada avun,
ISA.47.12	ehkä pelotat pahan pois!
ISA.47.13	Olethan uuvuksiin asti harjoittanut taikojasi.
ISA.47.13	Astukoot siis esiin sinua puolustamaan
ISA.47.13	nuo taivaan jaottelijat ja tähtien tähyäjät,
ISA.47.13	jotka aina uuden kuun tullen
ISA.47.13	ilmoittavat, mikä sinua odottaa!
ISA.47.14	Katso, he ovat kuin olkia,
ISA.47.14	tuli polttaa heidät,
ISA.47.14	he eivät voi pelastaa edes itseään
ISA.47.14	sen liekistä.
ISA.47.14	Ei se ole hiillos, jonka luona lämmitellään,
ISA.47.14	ei valkea, jonka äärellä istuskellaan.
ISA.47.15	Noin käy kumppaniesi, joiden kanssa olet ahkeroinut
ISA.47.15	hamasta nuoruudestasi saakka.
ISA.47.15	He hoipertelevat kuka minnekin
ISA.47.15	– kukaan ei sinua pelasta.
ISA.48.1	jota kutsutaan Israelin nimellä,
ISA.48.1	kuulkaa, te jotka olette versoneet Juudan siemenestä
ISA.48.1	ja vannotte Herran nimeen,
ISA.48.1	te jotka sanotte olevanne Israelin Jumalan palvelijoita
ISA.48.1	mutta ette ole, ette vakaasti ja vilpittömästi.
ISA.48.2	pyhän kaupungin mukaan
ISA.48.2	ja turvaudutte Israelin Jumalaan,
ISA.48.2	häneen, jonka nimi on Herra Sebaot!
ISA.48.3	Menneet asiat minä kerroin
ISA.48.3	jo kauan ennen kuin ne tapahtuivat,
ISA.48.3	minä annoin ne tiedoksi, lausuin ne julki.
ISA.48.3	Kun tartuin toimeen, kaikki toteutui heti.
ISA.48.4	että sinun niskasi on rautaa
ISA.48.4	ja otsasi vaskea,
ISA.48.5	minä kerroin sinulle tämän jo aikoja sitten,
ISA.48.5	annoin sinun kuulla kaikesta tästä jo ennen sen toteutumista,
ISA.48.5	ettet voisi sanoa: »Minun omat jumalani ovat tämän tehneet,
ISA.48.5	minun taotut ja valetut patsaani
ISA.48.5	ovat näin säätäneet.»
ISA.48.6	Tästä kaikesta olet jo kuullut. Mieti nyt sitä!
ISA.48.6	Etkö jo myönnä, että näin on?
ISA.48.6	Tästä lähtien minä ilmoitan sinulle uusia asioita,
ISA.48.6	tallessa pidettyjä, sellaisia, joita et tiennyt.
ISA.48.7	Ne on luotu nyt, ei aikoja sitten,
ISA.48.7	ennen tätä päivää et ole niistä kuullut
ISA.48.7	etkä voi sanoa: »Tuon minä jo tiesin!»
ISA.48.8	Et ole niistä kuullut, et tiennyt,
ISA.48.8	koskaan ne eivät ole korviisi kantautuneet.
ISA.48.8	Minä tiesin, että sinä olet uskoton,
ISA.48.8	»luopio kohdusta alkaen», siinä nimesi.
ISA.48.9	Oman nimeni tähden minä olen pitkämielinen.
ISA.48.9	Jotta minua yhäti ylistettäisiin,
ISA.48.9	minä hillitsen vihani
ISA.48.9	enkä tuhoa sinua.
ISA.48.10	niin kuin hopeaa sulatetaan,
ISA.48.10	mutta en hopean tähden.
ISA.48.11	sillä minä en salli nimeäni häväistävän,
ISA.48.11	kunniaani minä en toiselle anna.
ISA.48.12	sinä, Israel, jonka olen kutsunut!
ISA.48.12	Minä se olen.
ISA.48.12	Olen ensimmäinen,
ISA.48.12	ja olen myös viimeinen.
ISA.48.13	minun oikea käteni löi levälleen taivaan.
ISA.48.13	Minä lausuin niiden nimen,
ISA.48.13	ja siinä ne olivat.
ISA.48.14	Kuka teistä, jumalat, voisi ilmoittaa niin kuin minä:
ISA.48.14	»Se mies, joka on minulle mieluinen,
ISA.48.14	toteuttaa tahtoni Babyloniassa
ISA.48.14	ja Kaldean kansan parissa.»
ISA.48.15	Minä olen tämän ilmoittanut, minä olen hänet kutsunut,
ISA.48.15	minä olen nostanut hänet esiin
ISA.48.15	ja johtanut hänen tiensä menestykseen.
ISA.48.16	Alun alkaenkaan en ole puhunut tästä salassa.
ISA.48.16	Jo silloin kun nämä tapahtumat alkoivat,
ISA.48.16	minä olin läsnä.
ISA.48.16	– Ja nyt Herra, minun Jumalani, on antanut minuun henkensä
ISA.48.16	ja lähettänyt minut.
ISA.48.17	joka lunastaa sinut vapaaksi:
ISA.48.17	– Minä olen Herra, sinun Jumalasi,
ISA.48.17	Minä opetan sinulle, mikä on sinulle hyväksi,
ISA.48.17	minä opastan sinua tielläsi.
ISA.48.18	Silloin sinun onnesi olisi runsas kuin virta,
ISA.48.18	sinulle tuleva siunaus loputon kuin meren aallot,
ISA.48.19	sinun jälkeläisesi lukemattomat kuin hiekan jyvät.
ISA.48.19	Sinun nimesi ei koskaan häviäisi,
ISA.48.19	ei sitä pyyhittäisi pois minun silmieni edestä.
ISA.48.20	rientäkää kotiin kaldealaisten maasta!
ISA.48.20	Kertokaa tästä riemuiten,
ISA.48.20	kuuluttakaa, viekää viesti
ISA.48.20	maan ääriin asti.
ISA.48.20	Sanokaa: »Herra on lunastanut
ISA.48.20	palvelijansa Jaakobin vapaaksi!»
ISA.48.21	kun hän vei heidät autiomaahan:
ISA.48.21	veden hän sai vuotamaan
ISA.48.21	kalliosta heille,
ISA.48.21	hän halkaisi kallion,
ISA.48.21	ja vedet virtasivat.
ISA.48.22	sanoo Herra.
ISA.49.1	kuunnelkaa, kansakunnat, jotka asutte etäällä!
ISA.49.1	Jo ennen syntymääni Herra kutsui minut.
ISA.49.1	Kun vielä olin äitini kohdussa,
ISA.49.1	hän antoi minulle nimen.
ISA.49.2	kätensä varjoon hän minut kätki,
ISA.49.2	hän teroitti minut kuin nuolen,
ISA.49.2	viineensä hän minut talletti.
ISA.49.3	Israel, sinussa minä osoitan kirkkauteni.»
ISA.49.4	Minä sanoin:
ISA.49.4	»Turhan takia olen itseni uuvuttanut,
ISA.49.4	tyhjään olen haaskannut voimani.
ISA.49.4	Mutta onhan oikeuteni Herran kädessä,
ISA.49.4	palkkani Jumalan huomassa.»
ISA.49.5	Ja nyt sanoo Herra,
ISA.49.5	hän, joka teki minut palvelijakseen kohdusta alkaen
ISA.49.5	palauttaakseen Jaakobin luokseen
ISA.49.5	ja kootakseen Israelin suojaansa
ISA.49.5	– olen siis ollut Herralle arvokas
ISA.49.5	ja minun Jumalani on minun voimani –
ISA.49.6	– Ei riitä, että olet minun palvelijani
ISA.49.6	ja saatat ennalleen Jaakobin heimot,
ISA.49.6	tuot takaisin Israelin eloonjääneet.
ISA.49.6	Minä teen sinusta valon kaikille kansoille,
ISA.49.6	niin että pelastus ulottuu maan ääriin saakka.
ISA.49.7	tälle kaikkien halveksimalle, muukalaisten inhoamalle,
ISA.49.7	itsevaltiaitten orjalle:
ISA.49.7	– Kuninkaat saavat vielä nähdä!
ISA.49.7	He nousevat osoittamaan kunnioitusta,
ISA.49.7	ruhtinaat heittäytyvät maahan edessäsi.
ISA.49.7	Herran tahdosta näin tapahtuu,
ISA.49.7	hänen, joka on uskollinen,
ISA.49.7	Israelin Pyhän,
ISA.49.7	hänen, joka on sinut valinnut.
ISA.49.8	– Armon hetkellä minä vastaan sinulle,
ISA.49.8	pelastuksen päivänä minä autan sinua.
ISA.49.8	Minä olen luonut sinut
ISA.49.8	toteuttamaan sen liiton,
ISA.49.8	jonka tein tämän kansan kanssa,
ISA.49.8	jotta saattaisit ennalleen maan,
ISA.49.8	jotta uudelleen jakaisit autioituneet perintömaat,
ISA.49.9	ja pimeydessä viruville: »Tulkaa valoon!»
ISA.49.9	Tallatuilta teiltäkin he löytävät ravintonsa,
ISA.49.9	paljas kalliorinne on heille laidunmaa.
ISA.49.10	ei heitä ahdista helle eikä auringon polte,
ISA.49.10	sillä heitä ohjaa heidän armahtajansa,
ISA.49.10	joka vie heidät lähteiden ääreen.
ISA.49.11	Vuorille minä teen kulkuväylät,
ISA.49.11	minun valtatieni kulkevat korkealla.
ISA.49.12	nuo pohjoisesta, nuo meren suunnalta
ISA.49.12	ja nuo Assuanin maasta.
ISA.49.13	Ratketkaa riemuun, te vuoret!
ISA.49.13	Herra lohduttaa kansaansa,
ISA.49.13	hän hoivaa köyhiä lapsiaan.
ISA.49.14	»Herra on minut hylännyt,
ISA.49.14	Jumalani on minut unohtanut!»
ISA.49.15	– Unohtaako äiti rintalapsensa,
ISA.49.15	unohtaisiko hoivata kohtunsa hedelmää?
ISA.49.15	Vaikka hän unohtaisikin,
ISA.49.15	minä en sinua unohda.
ISA.49.16	Käsieni ihoon minä olen sinut piirtänyt,
ISA.49.16	ja niin sinun muurisi ovat aina silmieni edessä.
ISA.49.17	Jo rientävät sinun rakentajasi tänne,
ISA.49.17	sinun repijäsi ja raastajasi pakenevat pois.
ISA.49.18	he kokoontuvat yhteen,
ISA.49.18	he tulevat luoksesi kaikki!
ISA.49.18	Niin totta kuin elän
ISA.49.18	– näin sanoo Herra –
ISA.49.18	sinä saat pukea heidät yllesi kuin korun,
ISA.49.18	kuin morsian saat kietoa heidät käädyiksesi.
ISA.49.19	Sinun talosi olivat raunioina ja peltosi autioina,
ISA.49.19	koko maasi oli hävitetty.
ISA.49.19	Nyt se tulee asukkailleen ahtaaksi!
ISA.49.19	Sinun ahnaat raastajasi kaikkoavat.
ISA.49.20	mutta saat vielä kuulla, kuinka he sanovat toisilleen:
ISA.49.20	»Täällä on ahdasta,
ISA.49.20	siirry vähän, että minäkin mahdun asumaan.»
ISA.49.21	Silloin sinä kysyt mielessäsi:
ISA.49.21	»Kuka on nämä minulle synnyttänyt?
ISA.49.21	Minähän olin lapseni menettänyt ja hedelmätön,
ISA.49.21	karkotettu ja syrjään sysätty.
ISA.49.21	Kuka on nämä minulle kasvattanut?
ISA.49.21	Minähän jäin yksin, hylätyksi –
ISA.49.21	mistä nämä ovat tulleet?»
ISA.49.22	– Minä kohotan käteni, kutsun kansoja
ISA.49.22	ja nostan merkiksi viirini.
ISA.49.22	Sylissään he tuovat poikasi
ISA.49.22	ja olallaan kantavat tyttäresi.
ISA.49.23	ja ruhtinattarista heidän imettäjiään.
ISA.49.23	He heittäytyvät kasvoilleen maahan sinun eteesi
ISA.49.23	ja nuolevat tomun sinun jaloistasi.
ISA.49.23	Niin sinä opit tietämään, että minä olen Herra:
ISA.49.23	ne, jotka minua odottavat, eivät joudu häpeään.
ISA.49.24	voiko vanki paeta valtiaan käsistä?
ISA.49.25	Mutta Herra sanoo näin:
ISA.49.25	– Nyt otetaan sotasankarilta hänen vankinsa
ISA.49.25	ja valtiaalta riistetään hänen saaliinsa!
ISA.49.25	Minä ahdistan sitä, joka sinua ahdistaa,
ISA.49.25	ja sinun lapsesi minä pelastan.
ISA.49.26	Minä syötän sinun sortajillesi heidän omaa lihaansa,
ISA.49.26	he juopuvat omasta verestään, kuin rypäleen mehusta.
ISA.49.26	Ja kaikki, mikä elää, oppii tietämään,
ISA.49.26	että minä, Herra, olen sinun pelastajasi,
ISA.49.26	että sinun lunastajasi on Jaakobin Väkevä.
ISA.50.1	– Onko jossakin erokirja,
ISA.50.1	jolla olisin ajanut teidän äitinne pois luotani?
ISA.50.1	Tai olenko myynyt teidät jollekin velkojalleni?
ISA.50.1	Ei! Teidät myytiin omien rikkomustenne tähden
ISA.50.1	ja äitinne lähetettiin pois teidän pahojen tekojenne tähden.
ISA.50.2	miksi ei kukaan vastannut, kun kutsuin?
ISA.50.2	Onko käteni liian lyhyt, liian voimaton
ISA.50.2	ostamaan teidät vapaiksi,
ISA.50.2	enkö minä pystyisi teitä pelastamaan?
