GEN.1.1	Nel principio Dio creò i cieli e la terra.
EST.6.4	Il re disse: «Chi c’è nel cortile?» C’era Aman che era venuto nel cortile esterno della casa del re, per dire al re di fare impiccare Mardocheo alla forca che egli aveva preparata per lui. 
EST.6.5	I servitori del re gli risposero: «Ecco, c’è Aman nel cortile». E il re disse: «Fatelo entrare».
EST.6.6	Aman entrò e il re gli chiese: «Che si deve fare a un uomo che il re vuole onorare?» Aman disse in cuor suo: «Chi altri vorrebbe il re onorare, se non me?» 
EST.6.7	E Aman rispose al re: «Per l’uomo che il re vuole onorare 
EST.6.8	si prenda la veste reale che il re suole indossare e il cavallo che il re suole cavalcare, e sulla cui testa è posta una corona reale; 
EST.6.9	si consegni la veste e il cavallo a uno dei prìncipi più nobili del re; si faccia indossare quella veste all’uomo che il re vuole onorare, lo si faccia percorrere a cavallo le vie della città, e si gridi davanti a lui: “Così si fa all’uomo che il re vuole onorare!”». 
EST.6.10	Allora il re disse ad Aman: «Fa’ presto, prendi la veste e il cavallo, come hai detto, e fa’ a quel modo a Mardocheo, a quel Giudeo che siede alla porta del re; e non tralasciare nulla di quello che hai detto». 
EST.6.11	Aman prese la veste e il cavallo, fece indossare la veste a Mardocheo, gli fece percorrere a cavallo le vie della città, e gridava davanti a lui: «Così si fa all’uomo che il re vuole onorare!»
EST.6.12	Poi Mardocheo tornò alla porta del re, ma Aman si affrettò ad andare a casa sua, tutto addolorato e con il capo coperto. 
EST.6.13	Aman raccontò a Zeres sua moglie e a tutti i suoi amici tutto quello che gli era accaduto. I suoi saggi e Zeres sua moglie gli dissero: «Se Mardocheo davanti al quale tu hai cominciato a cadere è della razza dei Giudei, tu non potrai resistergli. Soccomberai davanti a lui». 
EST.6.14	Mentre essi parlavano ancora con lui, giunsero gli eunuchi del re, i quali si affrettarono a condurre Aman al convito che Ester aveva preparato.
EST.7.1	Il re e Aman andarono dunque al convito con la regina Ester. 
EST.7.2	Anche in questo secondo giorno il re disse a Ester, mentre bevevano il vino durante il convito: «Qual è la tua richiesta, o regina Ester? Ti sarà concessa. Che desideri? Fosse anche la metà del regno, l’avrai». 
EST.7.3	Allora la regina Ester rispose: «Se ho trovato grazia agli occhi tuoi, o re, e se così piace al re, la mia richiesta è che mi sia donata la vita; e il mio desiderio, che mi sia donato il mio popolo. 
EST.7.4	Perché io e il mio popolo siamo stati venduti per essere distrutti, uccisi, sterminati. Se fossimo stati venduti per diventare schiavi e schiave, non avrei parlato; ma il nostro avversario non potrebbe riparare al danno fatto al re con la nostra morte».
EST.7.5	Il re Assuero prese a dire alla regina Ester: «Chi è, e dov’è colui che ha tanta presunzione da fare questo?» 
EST.7.6	Ester rispose: «L’avversario, il nemico, è quel malvagio di Aman». Allora Aman fu colto da terrore in presenza del re e della regina. 
EST.7.7	Il re tutto adirato si alzò, e dal luogo del convito andò nel giardino del palazzo; ma Aman rimase per implorare la grazia della vita alla regina Ester, perché vedeva bene che nel suo cuore il re aveva deciso la sua rovina.
EST.7.8	Poi il re tornò dal giardino del palazzo nel luogo dove bevevano il vino. Intanto Aman si era gettato sul divano sul quale si trovava Ester; e il re esclamò: «Vuole addirittura far violenza alla regina, davanti a me, in casa mia?» L’ordine uscì dalla bocca del re, e coprirono la faccia ad Aman; 
EST.7.9	Carbona, uno degli eunuchi, disse in presenza del re: «Ecco, è perfino rizzata in casa di Aman la forca alta cinquanta cubiti che Aman ha fatto preparare per Mardocheo, il quale aveva parlato per il bene del re». E il re disse: «Impiccateci lui!» 
EST.7.10	Così Aman fu impiccato alla forca che egli aveva preparata per Mardocheo, e l’ira del re si calmò.
EST.8.1	In quello stesso giorno il re Assuero donò alla regina Ester la casa di Aman, il nemico dei Giudei. E Mardocheo si presentò al re, perché Ester aveva dichiarato la parentela che li univa. 
EST.8.2	Il re sfilò l’anello che aveva fatto togliere ad Aman e lo diede a Mardocheo. Ed Ester diede a Mardocheo il governo della casa di Aman.
EST.8.3	Poi Ester parlò di nuovo al re, si gettò ai suoi piedi e lo supplicò con le lacrime agli occhi di impedire gli effetti della malvagità di Aman, l’Agaghita, e delle trame da lui ordite contro i Giudei. 
EST.8.4	Allora il re stese lo scettro d’oro verso Ester; ed Ester si alzò, rimase in piedi davanti al re 
EST.8.5	e disse: «Se così piace al re, se io ho trovato grazia agli occhi suoi, se la cosa gli pare giusta e se io gli sono gradita, si scriva per revocare le lettere scritte da Aman, figlio di Ammedata, l’Agaghita, con il perfido proposito di far perire i Giudei che sono in tutte le province del re. 
EST.8.6	Perché come potrei io reggere nel vedere la calamità che colpirebbe il mio popolo? Come potrei reggere nel vedere la distruzione della mia stirpe?» 
EST.8.7	Allora il re Assuero disse alla regina Ester e a Mardocheo, il Giudeo: «Ecco, io ho dato a Ester la casa di Aman, e questi è stato appeso alla forca, perché aveva voluto mettere la mano addosso ai Giudei. 
EST.8.8	Scrivete dunque, in favore dei Giudei, come vi parrà meglio, nel nome del re, e sigillate con l’anello reale; perché ciò che è scritto in nome del re e sigillato con l’anello reale è irrevocabile».
EST.8.9	Senza perdere tempo, il ventitreesimo giorno del terzo mese, cioè il mese di Sivan
EST.8.10	Si scrisse dunque in nome del re Assuero, si sigillarono le lettere con l’anello reale e si mandarono per mezzo di corrieri che cavalcavano cavalli veloci, usati per il servizio del re, nati da stalloni reali. 
EST.8.11	Con queste lettere il re autorizzava i Giudei, in qualunque città si trovassero, a radunarsi e a difendere la loro vita, a distruggere, uccidere, sterminare, senza escludere i bambini e le donne, tutta la gente armata, di qualunque popolo e di qualunque provincia fosse, che li assalisse, e a saccheggiare i suoi beni; 
EST.8.12	e ciò, in un medesimo giorno, in tutte le province del re Assuero: il tredici del dodicesimo mese, cioè il mese di Adar. 
EST.8.13	Queste lettere contenevano una copia del decreto che doveva essere bandito in ogni provincia e pubblicato fra tutti i popoli, perché i Giudei si tenessero pronti per quel giorno a vendicarsi dei loro nemici. 
EST.8.14	Così i corrieri che cavalcavano cavalli veloci, usati per il servizio del re, partirono immediatamente, in tutta fretta, per ordine del re; e il decreto fu promulgato nella residenza reale di Susa.
EST.8.15	Mardocheo uscì dalla presenza del re con una veste reale viola e bianca, con una grande corona d’oro e un mantello di bisso e di porpora; la città di Susa alzava grida di gioia ed era in festa. 
EST.8.16	I Giudei poi erano raggianti di gioia, di entusiasmo e di gloria. 
EST.8.17	In ogni provincia, in ogni città, dovunque giungevano l’ordine del re e il suo decreto, ci furono, tra i Giudei, gioia, entusiasmo, banchetti e feste. Molte persone appartenenti ai popoli del paese si fecero Giudei, perché il timore dei Giudei si era impadronito di loro.
EST.9.1	Il dodicesimo mese, cioè il mese di Adar, il tredicesimo giorno del mese, quando l’ordine del re e il suo decreto dovevano essere applicati, il giorno che i nemici dei Giudei speravano di averli in loro potere, avvenne invece tutto il contrario; poiché furono i Giudei ad avere in loro potere i loro nemici. 
EST.9.2	I Giudei si radunarono nelle loro città, in tutte le province del re Assuero, per mettere la mano su quelli che cercavano di fare loro del male; nessuno poté resistere loro, perché erano stati presi dal timore dei Giudei. 
EST.9.3	Tutti i capi delle province, i satrapi, i governatori e quelli che svolgevano gli affari del re diedero manforte ai Giudei, perché avevano paura di Mardocheo. 
EST.9.4	Mardocheo infatti era potente nel palazzo del re, e la sua fama raggiungeva tutte le province, perché quest’uomo, Mardocheo, diventava sempre più potente.
EST.9.5	I Giudei dunque colpirono tutti i loro nemici, passandoli a fil di spada, uccidendoli e sterminandoli; fecero dei loro nemici quello che vollero. 
EST.9.6	Nella residenza reale di Susa i Giudei uccisero e sterminarono cinquecento uomini, 
EST.9.7	misero a morte Parsandata, Dalfon, Aspata, 
EST.9.8	Porata, Adalia, Aridata, 
EST.9.9	Parmasta, Arisai, Aridai e Vaizata, 
EST.9.10	i dieci figli di Aman, figlio di Ammedata, il nemico dei Giudei, ma non si diedero al saccheggio.
EST.9.11	Quel giorno stesso il numero di quelli che erano stati uccisi nella residenza reale di Susa fu portato a conoscenza del re. 
EST.9.12	Il re disse alla regina Ester: «Nella residenza reale di Susa i Giudei hanno ucciso, hanno sterminato cinquecento uomini e i dieci figli di Aman; che avranno mai fatto nelle altre province del re? Che cosa chiedi ancora? Ti sarà dato. Che altro desideri? L’avrai». 
EST.9.13	Allora Ester disse: «Se così piace al re, sia permesso ai Giudei che sono a Susa di fare anche domani quello che era stato decretato per oggi; e siano appesi alla forca i dieci figli di Aman». 
EST.9.14	E il re ordinò che così fosse fatto. Il decreto fu promulgato a Susa, e i dieci figli di Aman furono impiccati. 
EST.9.15	I Giudei che erano a Susa si radunarono ancora il quattordicesimo giorno del mese di Adar e uccisero a Susa trecento uomini; ma non si diedero al saccheggio.
EST.9.16	Gli altri Giudei che erano nelle province del re si radunarono anch’essi, difesero la loro vita, ed ebbero riposo dagli attacchi dei loro nemici; uccisero settantacinquemila di quelli che li odiavano, ma non si diedero al saccheggio.
EST.9.17	Questo avvenne il tredicesimo giorno del mese di Adar; il quattordicesimo giorno si riposarono, e ne fecero un giorno di banchetti e di gioia. 
EST.9.18	Ma i Giudei che erano a Susa si radunarono il tredicesimo e il quattordicesimo giorno di quel mese; il quindicesimo giorno si riposarono, e ne fecero un giorno di banchetti e di gioia. 
EST.9.19	Perciò i Giudei della campagna che abitano in città non murate fanno del quattordicesimo giorno del mese di Adar un giorno di gioia, di banchetti e di festa, nel quale gli uni mandano dei regali agli altri.
EST.9.20	Mardocheo scrisse queste cose e mandò delle lettere a tutti i Giudei che erano in tutte le province del re Assuero, vicini e lontani, 
EST.9.21	ordinando loro di celebrare ogni anno i giorni quattordici e quindici del mese di Adar 
EST.9.22	come i giorni nei quali i Giudei ebbero riposo dagli attacchi dei loro nemici e il mese in cui il loro dolore venne mutato in gioia, il loro lutto in festa, e di fare di questi giorni, giorni di banchetti e di gioia, nei quali gli uni mandassero regali agli altri e si facessero doni ai bisognosi. 
EST.9.23	I Giudei si impegnarono a continuare quello che avevano già cominciato a fare, e che Mardocheo aveva loro scritto; 
EST.9.24	poiché Aman, figlio di Ammedata, l’Agaghita, il nemico di tutti i Giudei, aveva tramato contro i Giudei per distruggerli e aveva gettato il Pur, vale a dire la sorte, per sgominarli e farli perire; 
EST.9.25	ma quando Ester si fu presentata davanti al re, questi ordinò per iscritto che la scellerata macchinazione che Aman aveva ordita contro i Giudei fosse fatta ricadere sul capo di lui, e che egli e i suoi figli fossero appesi alla forca. 
EST.9.26	Perciò quei giorni furono detti Purim, dal termine Pur. Secondo tutto il contenuto di quella lettera, in seguito a tutto quello che avevano visto a questo proposito e che era loro accaduto, 
EST.9.27	i Giudei stabilirono e presero per sé, per la loro discendenza e per tutti quelli che si sarebbero aggiunti a loro, l’impegno inviolabile di celebrare ogni anno quei due giorni nel modo prescritto e al tempo fissato. 
EST.9.28	Quei giorni dovevano essere commemorati e celebrati di generazione in generazione, in ogni famiglia, in ogni provincia, in ogni città; e quei giorni di Purim non dovevano cessare mai di essere celebrati fra i Giudei, e il loro ricordo non doveva mai cancellarsi fra i loro discendenti.
EST.9.29	La regina Ester, figlia di Abiail, e il Giudeo Mardocheo riscrissero con ogni autorità, per dar peso a questa loro seconda lettera relativa ai Purim. 
EST.9.30	A tutti i Giudei, nelle centoventisette province del regno di Assuero, si mandarono lettere contenenti parole di pace e di fedeltà, 
EST.9.31	per fissare bene quei giorni di Purim nelle loro date precise, come li avevano ordinati il Giudeo Mardocheo e la regina Ester, e come essi stessi li avevano stabiliti per sé e per i loro discendenti in occasione del loro digiuno e dei loro lamenti. 
EST.9.32	Così l’ordine di Ester confermò l’istituzione dei Purim, e ciò fu scritto in un libro.
EST.10.1	Il re Assuero impose un tributo al paese e alle isole del mare. 
EST.10.2	Quanto a tutti i fatti concernenti la potenza e il valore di Mardocheo e quanto alla completa descrizione della sua grandezza e del come il re lo rese grande, sono cose scritte nel libro delle Cronache dei re di Media e di Persia. 
EST.10.3	Il Giudeo Mardocheo infatti era il secondo dopo il re Assuero, grande fra i Giudei e amato dalla moltitudine dei suoi fratelli; cercò il bene del suo popolo e parlò per la pace di tutta la sua razza.
JOB.1.1	C’era nel paese di Uz
JOB.1.2	Gli erano nati sette figli e tre figlie; 
JOB.1.3	possedeva settemila pecore, tremila cammelli, cinquecento paia di buoi, cinquecento asine e una servitù molto numerosa. Quest’uomo era il più grande di tutti gli Orientali
JOB.1.4	I suoi figli erano soliti andare gli uni dagli altri e a turno organizzavano una festa; e mandavano a chiamare le loro tre sorelle perché venissero a mangiare e a bere con loro. 
JOB.1.5	Quando i giorni della festa terminavano, Giobbe li faceva venire per purificarli; si alzava di buon mattino e offriva un olocausto per ciascuno di essi, perché diceva: «Può darsi che i miei figli abbiano peccato e abbiano rinnegato Dio in cuor loro». Giobbe faceva sempre così.
JOB.1.6	Un giorno i figli di Dio vennero a presentarsi davanti al 
JOB.1.7	Il 
JOB.1.8	Il 
JOB.1.9	Satana rispose al 
JOB.1.10	Non lo hai forse circondato di un riparo, lui, la sua casa e tutto quel che possiede? Tu hai benedetto l’opera delle sue mani e il suo bestiame ricopre tutto il paese. 
JOB.1.11	Ma stendi un po’ la tua mano, tocca quanto egli possiede, e vedrai se non ti rinnega in faccia». 
JOB.1.12	Il 
JOB.1.13	Un giorno, mentre i suoi figli e le sue figlie mangiavano e bevevano vino in casa del loro fratello maggiore, giunse a Giobbe un messaggero a dirgli: 
JOB.1.14	«I buoi stavano arando e le asine pascolavano là vicino, 
JOB.1.15	quand’ecco i Sabei
JOB.1.16	Quello parlava ancora, quando ne giunse un altro a dire: «Il fuoco di Dio è caduto dal cielo, ha colpito le pecore e i servi e li ha divorati; io solo sono potuto scampare per venirtelo a dire».
