MAT.1.1	Nke e̱ nyi re-lo nzhwe Jesu Krristi, kowe
ACT.5.33	Rotsu Brrá Nné e̱ ne mbe ho ni, rehwie mbe yhwi we yang, he̱rri á ne̱ ne kre he mbe we yhwi. 
ACT.5.34	Me̱di ya nne Farisi a tsi mbe ne e ki ye he Gamaliye, ne ngu nyi nne mie̱ Nti Nka ne ga nné nna zhwozhwo ki ngwa grime̱, ngu a cinye̱ a yarri Rotsu Brrá Nné nna, ngu a ci he ré ka wru mi ne nnenté nna. 
ACT.5.35	Wire ngu a he ne mbe he, “Nné Isrreela, nyi hwie nka te̱nte̱ a kya ne nyi ce̱ nying ne nné mbe rre̱. 
ACT.5.36	A rotu ncwuee, ya nne ne i ki ye he Tiuda i wru nwie yaa kywo he ngu be nne, he̱rri nné weje nnywa weni á ne̱ ne ki zhwe. Me̱di ko i ya cwu ya ewie we̱, aha a zhe ne i ya ki yhwe̱, ga nné ki zhwe ana á yaa se̱. 
ACT.5.37	A merin ngu, Yahuda Galili i wru a zheng hwie nné, aa kwa nné piriri. Ngu a ma a zhe ne i ya ki yhwe̱, ga nné ki zhwe e̱ á yaa se̱ zhwozhwo. 
ACT.5.38	Aha nii, a nka ne̱, nje he ne nyi he nyi we we a mwa yi mbe! Nyi we we ré ne̱ ne ciee mbe! Aha kundu kya ne mbe rwe e̱ ka kya ne mbe shi mi ne̱ ri wru nwie nneywí, mahu a cwo a ci shweni. 
ACT.5.39	Me̱di kundu ngu ri wru nwie Be̱ne̱, ko shi nyi hung we drre̱ we̱; se ka nyi bra timi nyi shi we nko ne Be̱ne̱.”
ACT.5.39	Ngbe mbe e̱ shî kya ne Gamaliye ngu he, 
ACT.5.40	wire mbe e̱ ci ré ngwie mi ne nnenté nna, á a we kra we kra we kra, á a we gara nka he shi de̱ ré bra ree he nneywí nka a yarri lo Jesu wa we̱. Wire mbe e̱ we cire.
ACT.5.41	Nnenté e̱ á wrru nwie Rotsu Brrá Nné nna ne rekwi aha ne Be̱ne̱ we ngwa riwie̱ng shwe cinci aha lo Jesu. 
ACT.5.42	Ko zohu otu á shi a agrraa Brranyi re bra grra a reri nwie ke̱ we ne mie̱ nneywí nka re brro Nka Rina he nyi Jesu ngu nyi Krristi.
ACT.6.1	A zhe ana, re̱se̱ ne nné zhwe Jesu mbe cwo ning bra ci piriri, nné Yahudi mbiye ne mbe he nka Heleni á ne̱ ne krro nka ne nné na mbe he nka Ibrrani aha ne ko mbe ci nkwile̱ ne kpambrrú mbe a zheng kye yâ we̱ ko zohu otu. 
ACT.6.2	Aha ni, nnenté shwa ne otu wehwie nna mbe e̱ ye nné ce̱ nka zhwozhwo, mbe e̱ he, “Ko shi ye̱ye̱rri ngbe nzhi ne̱ nzhi we cwuong brro nka Be̱ne̱ e̱ nzhi ne̱ ne kye yâ we̱. 
ACT.6.3	Aha nii, re-gimbe, nyi e̱ nyi kyie nné natsie̱ a tsi nyi ne e we hu he á shî ne igbe̱ Nshe Wiri ngbe zentsi, ngbe nzhi we we mi ne cwuo nke ne̱. 
ACT.6.4	Wire nzhi e̱ nzhi e̱ ning tu rici a mwo rumwo ngbe cwuong brro nka.”
ACT.6.5	Nka nna a kla ekpri nné nna zhwozhwo rehwie, ngbe mbe e̱ kyie Sitivi ne ngu nyi nne bi sa rie gbangba ne ngu bra shî ne igbe̱ Nshe Wiri; mbe e̱ kyie Fili, ngbe Prrokorru, ngbe Nikano, ngbe Timo, ngbe Pamena, ngbe ne Nikola nne Antakyia ne ngu i ke̱she bra ngu ne̱ ne zhwe teede nné Yahudi. 
ACT.6.6	Ngbe mbe e̱ be ne mbe a nwie nnenté nna. Nnenté e̱ we ku Be̱ne̱ nwie we gara nva.
ACT.6.7	Ngbe nka Be̱ne̱ e̱ ning bra ywa ncwuee. Nné zhwe Jesu a Urrushelima a á cwo ne ning bra ci piriri we yang; he̱rri re-prristi we yang á ne̱ ne se̱ nka Jesu.
ACT.6.8	Sitivi ne ehwie rina Be̱ne̱ ngbe igbe̱ Be̱ne̱ shî a ngu a nyi re-ankyang hwie̱ nga onu ngbe ngbá re-sheede a nyyi nneywí. 
ACT.6.9	Me̱di yá nné zonggrung mwe na ne e ki ye he zonggrung mwe nné srra srra nci mbe
ACT.6.10	Me̱di koó hung drre̱ Sitivi ne nka we̱ ko tsie̱ tsie̱ aha zhwe zentsi ngbe Nshe Be̱ne̱ ne ngu shi a ngu.
ACT.6.11	Ngbe mbe e̱ ngwa yá nné ncwé̱ ranranng he ré ya he he mbe ho Sitivi ngu cwí Musa nwie he nkang dzie̱ Be̱ne̱; 
ACT.6.12	he̱rri á cwua nneywí, ngbe brrá nné, ngbe nné mie̱ Nti Nka Musa ré deze ne re̱zhe̱. Á pie Sitivi mbe e̱ ki kwa re be nwie Rotsu Brrá Nné Yahudi. 
ACT.6.13	Mbe e̱ be mi ne nné ngwa sheede rabrra, mbe e̱ he, “Ngu nne ne̱ srrá re he we nkang dzie̱ Brranyi wiri nzhi ngbe Nti Nkang Mie̱ Nka Musa. 
ACT.6.14	Aha nzhi ho ngu he he ngu Jesu nne Nazarra ana shi gu Brranyi ne̱, ngbe we̱ ning brru bra ga re-teede nzhi ne Musa i níng ngwa.”
ACT.6.15	Ga nné ne mbe shi srra be a Rotsu Brrá Nné nna zhwozhwo á rwi riyii mbe e̱ ri riyii Sitivi shi shi nyi na ya njeli.
ACT.7.1	Ngbe Brra Prristi e̱ rin Sitiving he, “Re-nka ne e he ne̱ nyi cence e̱e̱?”
ACT.7.2	Sitivi e̱ ki shing he, “Re-gimbe ngbe re-be̱ nje! Nyi sa uucwu nyi ho! Be̱ne̱ bi brra grime̱ i ya wre̱ nwie be̱ nzhi Ibrrahin ne ngu ka shi we Mesopotamia ne ngu rishi ya srra a Harra.
ACT.7.3	Be̱ne̱ e̱ he ne ngu he, ‘We ngwie̱ ngwe̱ ngbe nné ngwe̱ ne̱, ngbe ngwe̱ ywa a ngwie̱ ne nje shi re ting.’
ACT.7.4	“Aha ni ngu a we ngwie̱ Kaldiya, ngu a ya srra a Harra. A zhe ne be̱ ngu ya hu, Be̱ne̱ e̱ be ne ngu a ngwie̱ ne nyi ning shî ne̱.
ACT.7.5	Me̱di ko Be̱ne̱ i ki ngwa yankya na rici ngu we̱ ko ngbe mbè na nyie nta zunzrru. Me̱di Be̱ne̱ i sa jee he mbè ngwie̱ ne̱ ri ya hwie̱ na ngu ngbe ne nzhwe ngu, ko ngbe ne a zhe nna ko Ibrrahin e̱ i bi ko ewe we̱.
ACT.7.6	Be̱ne̱ i he ne ngu he: ‘Nzhwe ngwe̱ e̱ á cwo a hwie̱ nné ice a yaka ngwie̱; á cwo a hwie̱ hwié, he̱rri á ri we ngwa cinci re-rie nnywa weni.
ACT.7.7	Me̱di nje ri nyi nné ngwie̱ ne mbe cwo a hwie̱ hwié mbe e̱ nka n we na uucwu; wire a merin nke, wé̱ wru a ngwie̱ nna re be ning ye mbè a nwie ne̱.’
ACT.7.8	Ngbe Be̱ne̱ e̱ sa jee ngbe ne Ibrrahin ne sheedeng ca ikpe rwe̱ ntó. A zhe ne Ibrrahin e̱ bî Ishaku, ngu a ki cie̱ ikpe rwe̱ ntó a otu na klanva. Re be merin, Ishaku a ya bî Yakubu, ngbe Yakubu a ya hwie̱ be̱ brrá yó nzhi tiya komo shwa ne otu wehwie.
ACT.7.9	“He̱rri aha ne brrá yó nzhi e̱ rehwie mbe i rro ne gimbe mbe Usufu, á ki rie̱ re ya hwie̱ hwie a ngwie̱ Masarr. Me̱di Be̱ne̱ i shi ngbe ne ngu,
ACT.7.10	aa ki kye̱ a yarri re-cinci zhwozhwo. Aa ngwa Usufu zentsi ngbe e̱kpe̱e̱ng srra shwe̱ a nyyi Frrahona nggwe̱ Masarr. Aha ni Frrahona a ki ngwa ringgwe̱ ngwie̱ Masarr ngbe ne eri ngu zhwozhwo.
ACT.7.11	“Wire ya brra nzhwo a ya kpe a ngwie̱ Masarr ngbe a ngwie̱ Kaana zhwozhwo, aa be ne cinci we yang he̱rri ko yó nzhi e̱ á ya hung she kya ye we̱. 
ACT.7.12	A zhe ne Yakubu ngu ya ho he bi yâ a Masarr, ngu a te yó nzhi e̱. Nke e̱ i nyi ywa mbe na ce̱ucwung. 
ACT.7.13	A ywa mbe na hwie, Usufu a ti re-gimbe ngu rici ngu, wire Frrahona a hu re-gimbe Usufu fa.
ACT.7.14	Aha ni Usufu a te ré ya he ne be̱ ngu ngbe nné nva ngu zhwozhwo nshwa natsie̱ ne otu wecwuoo ré be.
ACT.7.15	Wire Yakubu a ne̱ re nzhi Masarr, ewie ne ngu ya hu a miimi ngbe yó nzhi e̱ zhwozhwo.
ACT.7.16	Á a ning brru mi ne nkwe mbe re be Shekye, á ya nyie̱ a ria ne Ibrrahin ngu i se̱ a nwie rewe Hamo a onu cwe ncwe̱.
ACT.7.17	“Re̱se̱ ne zhe ya cwu dudu ngbe Be̱ne̱ re nyi kya ne ngu i ning sa Ibrrahin jee e̱, ngbe nné nzhi a Masarr e̱ mbe e̱ ning bra ci piriri we yang.
ACT.7.18	Ngbe yaka nggwe̱ ne ko ngu hu ko yankya a rici Usufu we̱ ngu a ya se̱ ringgwe̱. 
ACT.7.19	Ngu a brra nné nzhi e̱ ne zentsi, aa ngwa yó nzhi e̱ ge̱zhe̱, aa we ci ne ce ré zi re-birina mbe ne mbe nyi rewe shwo aha ngbe ré kwi.
ACT.7.20	A nyi a zheng ana ne i ning bî Musa. Ewe nna bi rina kpe̱kpe̱. Á ki bro a ri be̱ ngu he̱rri nyhwe̱ wetsie̱.
ACT.7.21	A zhe ne e ya wru mi ne ngu ci, ewena Frrahona a ya ki fo, ngu a ya ne̱ ne ki bro shi nyi ewe ngu.
ACT.7.22	Musa a mie̱ ga re-zentsi nné Masarr zhwozhwo, aa ya ci a bi igbe̱ a yarri re-nka ngbe ne re-cwuo.
ACT.7.23	“A zhe ne Musa ngu ya cwu re-rie nshwa weni, ehwie e̱ ki kpra he re ya dzie re-gimbe ngu nné Isrreela.
ACT.7.24	Ngu a ya timi ne ya nne Masarr shi ci ya mbe ruhu. Ngu a ywa he ngu ya ki sheng ngbe ngu ki trrang, ngu a yhwe̱ nne Masarr nna. 
ACT.7.25	(Musa ra he ka nné na ngu a á shi hu re̱se̱ng he Be̱ne̱ shi nyi cwuo ne ngu ngbe ngu we kyia, me̱di koó hu we̱.) 
ACT.7.26	A otu na ngu ning zhweng, aa ya timi ne nné Isrreela wehwie mbe shi nko we nci mbe. Ngu a ne̱ he ngu shi we ka, ngu a he ne mbe he, ‘Kyet, a wene! We nyi re-gimbe e̱ nyi nda ngu ci nyi shi yaa ti re-ruhu he ni e̱?’
ACT.7.27	“Me̱di nne bi vini ne ngu shi ci gimbe ngu a ruhu a, aa lu Musa re nzhi bamba, ngu a he, ‘Hooda, nyi nye̱ ngu re ci ngwe̱ hwie̱ nggwe̱ ngbe nne níng nyi nzhi e̱ nka a? 
ACT.7.28	Ngwe̱ ce̱ ning yhwe̱ shi ne ngwe̱ i yhwe̱ nne Masarr ana a rwi e̱e̱?’ 
ACT.7.29	A zhe ne Musa ho ni, ngu a to a Masarr re nzhi Midia, ewie ne ngu ya ning srra he̱rri ngu a she rewerento wehwie.
ACT.7.30	“A zhe ne ngu a ci re-rie nshwa weni, ngbe ya njeli e̱ ya wre̱ a nwie ngu a yarri lendo ne ngu yé gbe̱e̱ ekwe a tsi yi dudu ne Ngbra Sine.
ACT.7.31	A zhe ne ngu rí ni, ngu a hwie̱ nga we onu aha kya ne ngu ri. Ngu a ne̱ re nzhi ring dudu, ngbe ngu a ho cwue Brrabe̱ ngu he: 
ACT.7.32	‘A nyi nje Be̱ne̱ yó ngwe̱, Be̱ne̱ Ibrrahin, ngbe Ishaku, ngbe Yakubu.’ Musa a ne̱ ne tsi rwe̱ gbe̱gbe̱gbe̱, ko bra ce̱ fo riyii ze re ri wa we̱.
ACT.7.33	“Wire Brrabe̱ e̱ he ne ngu he, ‘Trru re-tamri ngwe̱ aha ewie ne ngwe̱ shi ning yo ana nyi ewie wiri. 
ACT.7.34	Nje shwe̱ riyii nje rí zhwe ge̱zhe̱ ne nné nje shi shweng a Masarr. Nje hó ruhu mbe ne mbe ku, nyi ngwiee nje wro re be we trru. Be we zhe ne ne̱, nje shi re te a ngwie̱ Masarr.’
ACT.7.35	“A bra nyi we ngu Musa ne̱ ne nné Isrreela i ki ra nwie he ne ngu he, ‘Nyi nye̱ ngu re ci ngwe̱ hwie̱ nggwe̱ nzhi ngbe nne níng nyi nka aa?’ Nyi ngu a ne Be̱ne̱ we rici ngu ya wre̱ nwie ngu shi shi nyi ya njeli a gbe̱e̱ ekwe ye lendo ngu ki te re ya hwie̱ nggwe̱ mbe ngbe nne we kyia.
ACT.7.36	Aa ya we kwa wru mi ne mbe Masarr. Aa nyi ngbá re-ankyang hwie̱ nga onu ngbe re-sheede a Masarr, ngbe a Brra Nzhwo Shwo, ngbe a tsi yi ne mbe ning ci re-rie nshwa weni.
ACT.7.37	“A nyi ngu Musa ne̱ ngu i he ne nné Isrreela he, ‘Be̱ne̱ ri níng wru mi ne ya nne ti re̱se̱ng shi ne ngu ning te nje ne̱
ACT.7.38	Nyi ngu ne ngu i shi ngbe rotsu nné Isrreela a tsi yi, a i shi ngbe yó nzhi, ngbe ne njeli ne ngu i he nka ne ngu a brra Ngbra Sine ana, he̱rri ngu se̱ nti nka nce nwie Be̱ne̱ ngu níng ngwa.
ACT.7.39	“Me̱di ko yó nzhi e̱ i ce̱ ki ho nka we̱, á i ki ra kpe̱kpe̱, he̱rri a yarri rehwie mbe á ne̱ ne hwie we nka ning brru re nzhi Masarr. 
ACT.7.40	Á he ne Arruna he, ‘Níng nyi yá re-kpanshwu ne mbe shi níng kwa. Aha ngu Musa ne ngu wru ne nzhi a Masarr ne̱, ko nzhi hu kya ne ngu ki ci we̱!’
ACT.7.41	A nyi a zhe ana ne mbe i nyi kpanshwu shi shi nyi ya ewe nnywa. Á ne̱ ne ki nyi re-teede nwie nyi re-para re ngwa kya ne mbe nyi ne nva mbe grime̱.
ACT.7.42	Aha ni Be̱ne̱ e̱ nga nva a we we á ne̱ ne ye re̱nde̱ zinye̱ mbè shi shi kya ne e wie a yarri krre̱de̱ nné ti re̱se̱ng he:
ACT.7.42	‘Nyi nné Isrreela! A re-rie nshwa weni ne nyi i shi a tsi yi e̱,
ACT.7.42	nyi nje ne nyi i ning be ne ankya
ACT.7.42	nwie nyi re-teedeng shwi ankya rehwe e̱e̱?
ACT.7.43	Ko nyi brranyi Moleki ne nyi i ko re gye̱ mi
ACT.7.43	he̱rri ngbe ne e̱nde̱ kpanshwu Rrefa
ACT.7.43	A nyi re-kpanshwu ne̱ ne i nyi aha nyi we ye mbè.
ACT.7.43	Aha nii, nje shi níng yu
ACT.7.43	he̱rri nyi ya wara ngwie̱ Babila
ACT.7.43	nwie srra shi nné gyiaa.’
ACT.7.44	“Yó nzhi e̱ á i bi Ndu na sheede shî Be̱ne̱ ngbe mbe a tsi yi. Á i ki nyi we shi kya ne Be̱ne̱ ngu i ti Musang, we ye̱ye̱rri ne kya ngu Musa i ri.
ACT.7.45	Re be merin, yó nzhi nkiye ne mbe i se̱ ndu nna a zhe Joshwua, á be mi a ngwie̱ Nné Nzhwe Ngwie̱ ne Be̱ne̱ i we yu we nyyi mbe ngu we we mi ne re-ngwie̱ nna. A i shi nva yó nzhi e̱ he̱rri re be zhe Dooda.
ACT.7.46	Dooda a she ehwie rina Be̱ne̱, ngu a rin he ngu ra no Be̱ne̱ Yakubu eri.
ACT.7.47	Me̱di nyi Solomo ngu i ya ki no eri nna.
ACT.7.48	“Me̱di ngu Brrabe̱ Bi Grime̱ Zhwozhwo a ko srra a eri ne nneywi ngu no we̱. We shi ne nne ti re̱se̱ng ngu i he he:
ACT.7.49	‘Nyi zinye̱ ngu nyi ncwu ringgwe̱ nje,
ACT.7.49	ngbe ebe ngwie̱ e̱ nyi ncwung sa ta nje.
ACT.7.49	A nyi zohu zhwe eri nyi shi hung nong aha nje e̱e̱?
ACT.7.49	Brrabe̱ he ni!
ACT.7.49	Ewieng srra nje e̱ we̱ shi a heng?
ACT.7.50	Ko nyi nje ne nje nyi ga re-ankya ne̱ zhwozhwo ne va nje we̱ e̱e̱?’
ACT.7.51	“Nyi nné klo nci! Nyi ne nyi nyí nné tsi ngwie̱ a yarri rehwie nyi, ko re-uucwu nyi e̱ á ho nka Be̱ne̱ we̱! Ko zohu zhe nyi ra Nshe Wiri we shi yó nyi e̱!
ACT.7.52	Á sa she ya nne ti re̱se̱ng ne̱ ne yó nyi e̱ á we̱sa ki ngwa ge̱zhe̱ e̱e̱? He̱rri á yhwi ngbe nné mbiye ne mbe ti re̱se̱ be Nne Redziee. Nyi ngwiee nyi e̱ ma nyi ki rie̱, nyi ki yhwe̱. 
ACT.7.53	A nyi nyi ne nyi i se̱ Nti Nkang Mie̱ Nka Be̱ne̱ ne re-njeli i ngwa, me̱di ko nyi e̱ nyi zhwe we̱!”
ACT.7.54	Re̱se̱ ne Rotsu Brrá Nné Yahudi i ho ni, á dzio rehwie we yang nwie ye nnyi kakaka nwie ki ri. 
ACT.7.55	Me̱di Sitivi ne ngu shî ne igbe̱ Nshe Wiri e̱ ngu a rwi riyii ri zinye̱, ngu a ri grime̱ Be̱ne̱ ngbe Jesu ne ngu yo a nva nyye Be̱ne̱. 
ACT.7.56	Ngu a he, “Ri, nje ri zinye̱ ngu kla ne Kowe Nneywi ngu yo a nva nyye Be̱ne̱!”
ACT.7.57	Ne mbe ho ni, mbe e̱ ku re-uucwu mbe, mbe e̱ kro nku ne brrá re-riwie̱ng cwue. We zhe zunzrru mbe e̱ gu rrutututu mbe e̱ ya kpe ngu, 
ACT.7.58	á ki kwa, mbe e̱ wru mi ne ngu a yarri ngwie̱ nna, mbe e̱ ya ne̱ ne ki ta ne ngbatsie. A zhe nna, nné bi nka a rici ngu a
ACT.7.59	A zhe ne mbe shi ki ta, Sitivi e̱ ku Be̱ne̱ he, “Brrabe̱ Jesu, fo nshe nje!” 
ACT.7.60	Ngbe ngu a hu be ne re-ruhu, ngu a ci onu ne brra riwie̱ng cwue he, “Brrabe̱, shi de̱ ngwe̱ ke̱ ne lu ne e̱ngwie̱ mbe ne̱ we̱.” A zhe ne ngu he ni, ngu a zhwu cwue.
ACT.8.1	Ngbe Shawulu a yó miimi nwie shing he ré ki yhwe̱.
ACT.8.1	A tuuye ya brra ge̱zhe̱ e̱ deze a rici ekpri nné ce̱ nka a Urrushelima. Ga nné ce̱ nka zhwozhwo, á we se̱ kakap a re-nkla ngwie̱ Yahudi ngbe Samariya, se we nnenté. 
ACT.8.2	Ngbe yá nné to owu Be̱ne̱ e̱ ya nyie̱ Sitivi nwie ku rana riywe̱ we yang.
ACT.8.3	Me̱di Shawulu a ne̱ ne ci ekpri nné ce̱ nka brrine̱. A ngwi reri reri ne ngu prre ntó ngbe mbrrú re we kwa re cwo cing a uucwu gyiaa.
ACT.8.4	Nné ce̱ nka ne mbe yaa sē̱, á ya ne̱ ne brro Nka Rina nna ko he ne mbe ning ywa. 
ACT.8.5	Fili e̱ wro re nzhi yarri ngwie̱ Samariya, ngu a ya ne̱ ne we brro nka Krristi a miimi. 
ACT.8.6	A zhe ne rigwe̱ nneywí mbe hó nka ne Fili ngu brro, ne mbe bra rí re-ankyang hwie̱ nga onu ne ngu nyí, mbe e̱ ning bra tso re-uucwu nwie ho kya ne ngu he. 
ACT.8.7	Ngbe nné piriri ne mbe bi re-rije, re-rije mbe e̱ á wrru nwie kyie̱ re̱zhe̱ gbangba, he̱rri nné kwi nkye̱ ngbe nnenkú piriri á she kyia. 
ACT.8.8	Aha ni rehwie nné ngwie̱ nna á kla we yang.
ACT.8.9	A a bi ya krrootu ne e ki ye he Sima ne ngu srra a ngwie̱ nna. Aa fo zhe ne ngu nyi re-ankya ci nné Samariya ré hwie̱ nye̱ we ronu. He̱rri a yaa kywo he ngu a ma ngu be nne. 
ACT.8.10	Ga nné ngwie̱ nna zhwozhwo brrabrráng ngbe iishíng á tso re-uucwu nwie ki ho nka ngbe wé̱ he, “Nke ne̱ nyi igbe̱ Be̱ne̱ ne e ki ye he Brra Igbe̱.” 
ACT.8.11	Á ki ho nka ni aha aa fo zhe we yang ne ngu srra re nyi re-ankya ne ngu we ci ré hwie̱ nye̱ we ronu ne ankya krrootu krrootu. 
ACT.8.12	Me̱di a zhe ne mbe ya shî Nka Rina Ringgwe̱ Be̱ne̱ ngbe nka Jesu Krristi ne Fili ngu we brrong, á a we nyi batisma zhwozhwo mbe ntó ngbe mbrrú. 
ACT.8.13	Ga ngbe Sima we rici ngu a ma aa shî, á a ki nyi batisma. Ngu a ne̱ ne zhwe Fili ko zohu ewie ne ngu ning ywa nwie nga we onu aha ngbá re-sheede ngbe re-ankyang hwie̱ nga onu ne ngu ri.
ACT.8.14	A zhe ne nnenté a Urrushelima mbe ya ho he nné Samariya á se̱ nka Be̱ne̱, mbe e̱ te Pita ngbe Yohana re nzhi nwie mbe. 
ACT.8.15	A zhe ne mbe ya cwu a nwie nna, mbe e̱ we ku Be̱ne̱ aha ngbe ré she Nshe Wiri, 
ACT.8.16	aha koó ma ne Nshe Wiri be a zete ya mbe we̱ wire; á ma ne nyi we batisma ne e we nying a yarri lo Brrabe̱ Jesu. 
ACT.8.17	Pita ngbe Yohana a we gara nva, ngbe mbe e̱ she Nshe Wiri.
ACT.8.18	Re̱se̱ ne Sima ri he nné mbiye ana á she Nshe Wiri aha ne nnenté e̱ we gara nva, ngu a we ngwa ncwe̱. 
ACT.8.19	Ngu a he ne Pita ngbe Yohana he, “Nyi ning ngwa zhwe igbe̱ ne̱ ma aha ngbe ko nye̱ ne nje ki gara nva re she Nshe Wiri.”
ACT.8.20	Me̱di Pita a ki shing he, “Nde ngwe̱ ngbe ncwe̱ ngwe̱ e̱ nyi mwe nyi ci shweni! Ngwe̱ hwie he á sé̱ kya na na Be̱ne̱ e̱ ne ncwe̱ e̱e̱? 
ACT.8.21	Ko ning bi va ngwe̱ a ncwuo nzhi ne̱ we̱, aha ko ehwie ngwe̱ shi tsantsa a nwie Be̱ne̱ we̱. 
ACT.8.22	Se̱ ywe̱ ne zhwe e̱ngwie̱ ne̱ ngbe ngwe̱ cwe nva ne Brrabe̱, de̱e̱nte̱ wo we̱ re we e̱ngwie̱ ngwe̱ ne zhwe hwie nka a nu rie ngwe̱ ne̱. 
ACT.8.23	Aha nje ri ngwe̱ bi ehwie rro we yang ne e̱ngwie̱ re rrwe.”
ACT.8.24	Sima a he ne Pita ngbe Yohana he, “Kusu, cwe nva ne Brrabe̱ aha nje, aha ngbe de̱ ga re-ankya ne nyi he ne̱ ré ning she we̱.”
ACT.8.25	Re̱se̱ ne Pita ngbe Yohana mbe ngwa sheede nwie ti nka Brrabe̱, mbe e̱ ning brru re nzhi Urrushelima nwie cwo re brro Nka Rina a re-nkla Samariya piriri.
ACT.8.26	Ya njeli Brrabe̱ e̱ he ne Fili he, “Deze ngwe̱ wro a nva kudu a rê Urrushelima re nzhi Gaza ne ngu grra a tsi yi ana.” 
ACT.8.27	Aha nii, aa deze ngu a pie rê, ngu a ya she ya brra nne ringgwe̱ Itopia
ACT.8.28	ne ngu ning brru ngu nyia re si ri nwie to a zete eekyie ntsié̱ re hwie 
ACT.8.29	Ngbe Nshe Wiri e̱ he ne Fili he, “Ywa, cwo re nzhi dudu ne eekyie ntsié̱ ncwi e̱.”
ACT.8.30	Fili e̱ wre̱ ne ywa nwie nna ne ncii, ngu a ho nne nna ngu hwie krre̱de̱ Ishaya nne ti re̱se̱ng. Fili e̱ ki rinng he, “Ma ngwe̱ hu re̱se̱ kya ne ngwe̱ hwié ne̱ e̱e̱?”
ACT.8.31	Ngu a ki shing he, “Ma n ce̱ rimi n hu a? Se ka ya nne re bra ning ting wire.” Ngbe ngu a he ne Fili he re ngra re ya srra ngbe ne ngu.
ACT.8.32	Ewie ne nne nna ngu ri shi hwieng nna he:
ACT.8.32	“Á ki kwa shi nyi canve ne e nyia re nzhi cie̱ng,
ACT.8.32	cereng shi shi ewe canve a nwie nné ki hlu rehwe,
ACT.8.32	koo bra ko riti nka we̱.
ACT.8.33	Á ki ci nshwu, koó ki nyi nka tsantsa we̱.
ACT.8.33	Nyi nye̱ re he nka aha nné nva ngu a?
ACT.8.33	Srra ngu a be ngwie̱ e̱ ya cwu gamang.”
ACT.8.34	Ngbe nne nna a rin Filing he, “Kusu ning ting, ngu nne ti re̱se̱ng ne̱ a he nka ne̱ a rici nye̱ ma? A he nka ne̱ aha rici ngu, ka a rici yaka ya nne ye̱?” 
ACT.8.35	Wire Fili e̱ ce̱ we ne ewie ne nne nna ngu hwie a krre̱de̱ ana, ngu a ki ti Nka Rina Jesu Krristi.
ACT.8.36	A zhe ne mbe shi ciee a rê nna, mbe e̱ ya cwu nwie ne ngu bi nzhwo rishi, ngbe nne ringgwe̱ nna ngu a he, “Ko nyi rishi ne̱ oo? Nyi nda we̱ ci ko wé̱ ning nyi batisma a he e̱ we̱ e̱?”
ACT.8.36	[ 
ACT.8.37	Fili e̱ he ne ngu he, “Wé̱ hung re nyi batisma kundu ngwe̱ shî a nu rie ngwe̱ zhwozhwo.”
ACT.8.37	Ngbe nne nna a ki shing he, “Nje shî he Jesu Krristi nyi Kowe Be̱ne̱.”]
ACT.8.38	Nne ringgwe̱ nna a he ré ci eekyie ntsié̱ nna ré hwie̱ yo. Ngu a wru ngbe ne Fili, ngbe mbe e̱ wro gbengbe re nzhi kuru rishi. Fili e̱ ya ki nyi batisma a miimi. 
ACT.8.39	Me̱di re̱se̱ ne mbe wru rishi mbe cwugu re be ci, Nshe Wiri Brrabe̱ e̱ wre̱ ne fo Fili ne̱ mi. Ko nne ringgwe̱ nna bra kara ki ri wa we̱, me̱di aa wara we ne ciee ngu nwie nyi rekwi. 
ACT.8.40	Fili e̱ ya she rici ngu a ya ngwie̱ ne e ki ye he Azotu; ngu a ne̱ we ne cwo re brro Nka Rina a ga re-ngwie̱ zhwozhwo he̱rri ngu ma ya cwu Kesariya.
ACT.9.1	Me̱di Shawulu ke̱ ne yhwi we fufufu he ngu shi yhwi nné zhwe Brrabe̱. Aa ywa a nwie Brra Prristi, 
ACT.9.2	ngu a ya rin he ré ki ngwa krre̱de̱ sheede re nzhi a re-zonggrung mwe a Damaska, aha kundu ngu ri ya she ya nne ne ngu zhwe Rê ne̱, ka re nyi nto ka mbrru, ngu a we rrwe re be mi a Urrushelima.
ACT.9.3	A zhe ne ngu cwo re be wre̱ dudu ne Damaska, we zhe zunzrru nse̱ e̱ wru zinye̱ ngu a tsie̱ a nwie ngu ke̱sss. 
ACT.9.4	Ngu a gu kpe, ngbe ngu a ho ya cwue ngu he ne ngu he, “Shawulu, Shawulu, ngwe̱ ning ngwa cinci ni e̱ aha nda?”
ACT.9.5	Ngbe Shawulu a he, “Ngwe̱ nyi nye̱, Brrabe̱?”
ACT.9.5	Cwue nna a shî he, “A nyi nje Jesu ne ngwe̱ ning ngwa cinci ne̱. 
ACT.9.6	Me̱di deze ngwe̱ ngwie a ngwie̱ nna, á shi re ti kya ne se ngwe̱ nyi.”
ACT.9.7	Nné ne mbe shi ciee ngbe Shawulu a á hwie̱ yo ranng koó bra nka we̱; á ho cwue nna, me̱di koó ri ko ya nne we̱. 
ACT.9.8	Shawulu a he ngu deze ngu kla riyii, koo hung ri ko yankya we̱. Mbe e̱ ki kwa va re nzhi Damaska. 
ACT.9.9	Aa ci rotu wetsie̱ ngu shi ncwue̱, koo ye ka re shwe yankya we̱.
ACT.9.10	A a bi ya nne ce̱ nka a Damaska ne e ki ye he Ananiya. Brrabe̱ ki ye a yarri revi he, “Ananiya!”
