GEN.1.1	Diɲyɛ tasìige e, Kile à nìɲyiŋi ná ɲìŋke dá. 
JHN.15.5	Mii u ɲyɛ ɛrɛzɛn cige, yii pi ɲyɛ ku ŋkéɲyi. Ŋgemu ká ntɛ̀ɛn mii wwoɲɛɛge e, ka mii i ntɛ̀ɛn urufoo woge e ke, urufoo sí raa kacɛnŋii niɲyahagii pyi Kile á. Mii aha mpyi mii ɲyɛ ná yii e mɛ, yii sì n‑jà yafyin pyi Kile á mɛ.
JHN.15.6	Ŋgemu ká mpyi u ɲyɛ a ɲɛn'a tɛ̀ɛn mii wwoɲɛɛge e mɛ, urufoo sí n‑wà cyíinŋi na, bà ɛrɛzɛnŋi ŋkéɲyi maha ŋkwɔ̀n a wà mɛ. Yi sí n‑waha, pi sí yi lwɔ́ n‑wà nage e. 
JHN.15.7	Yii aha ntɛ̀ɛn mii wwoɲɛɛge e, ka mii jwumpe si ŋkwôro yii funŋ'i, kyaa maha kyaa yii na ɲcaa ke, yii aha lire ɲáare, li sí n‑pyi yii á. 
JHN.15.8	Yii aha kacɛnŋii niɲyahagii pyi Kile á, lire li sí li cyêe na yii ɲyɛ mii 
JHN.15.9	Bà mii kyal'à táan na Tuŋi á mɛ, amuni yii kyal'à táan mii á. Yii tɛ̀ɛn mii tàange e. 
JHN.15.10	Yii aha a mii toŋi kurigii ɲaare, yii sí n‑kwôro mii tàange e, bà mii à na Tuŋi wuŋi kurigii ɲaara maa ŋkwôro u tàange e mɛ.
JHN.15.11	Mii na mpe puni yu bà funntange ku ɲyɛ mii i ke, kuru si mpyi si yii ɲî mɛ. Lire e yii funntange sí n‑fûnŋɔ. 
JHN.15.12	Mii toŋi u ŋge: yii yiye kyaa táan yiy'á, bà yii kyal'à táan mii á mɛ. 
JHN.15.13	Mà ma múnaani kan kwùŋ'á ma ceveebii kurugo, tàange sì n‑tòro kuru na mɛ. 
JHN.15.14	Nde mii à jwo yii á ke, yii aha a lire pyi, lire e yii sí n‑pyi mii cevee. 
JHN.15.15	Mii saha sì raa yii yiri na báarapyii mɛ, ɲaha na yɛ báarapyiŋi sì n‑jà u kàfooŋi karigii puni cè mɛ. Ŋka mii à yii pyi na ceveebii, ɲaha na yɛ kyaa maha kyaa mii à ta na Tuŋi á ke, mii à yii kâla cyire puni na. 
JHN.15.16	Yii bà pi à mii cwɔɔnrɔ mà dɛ! Ŋka mii u à yii cwɔɔnrɔ mà pyi tùnntunmii, yii raa báare Kile á, u u mpyi báara ŋgemu tɔ̀ɔnŋi u ɲyɛ u sì n‑kwɔ̀ mɛ. Lire pyiŋkanni na, yii aha kyaa maha kyaa ɲáare mii Tuŋi á ná mii mɛge e ke, u sí lire kan yii á. 
JHN.15.17	Nde mii na ɲcaa yii á ke, lire li ɲyɛ yii yiye kyaa táan yiy'á.»
JHN.15.18	«Yii kyaa ká mpɛn diɲyɛ sùpyir'á, yii li cè na mii kyal'à fyânha a pɛn pi á. 
JHN.15.19	Yii ná diɲyɛ sùpyire n'a mpyi niŋkin, yii kyaa mpyi na sí n‑táan pi á, ɲaha na yɛ yii mpyi na sí n‑pyi pi á. Ŋka yii saha ɲyɛ pi á mɛ, mii à yii cwɔɔnrɔ pi shwɔhɔl'e. Lire kurugo yii kyal'à pɛn pi á.
JHN.15.20	Jwumpe mii à fyânha a jwo yii á ke, yii funŋke cwo puru na na báarapyiŋi sì n‑jà n‑pêe n‑tòro u ɲùŋufooŋi na mɛ. Ná pìl'à mii kyérege, pìi sí yii kyérege mú. Ná pìl'à ɲɛɛ mii jwumpe na, pìi sí ɲɛɛ yii wumpe na mú. 
JHN.15.21	Ɲyɛ cyire karigii puni sí n‑pyi yii na mii mɛge kurugo, ɲaha na yɛ ŋge u à mii tun ke, pi ɲyɛ a uru cè mɛ. 
JHN.15.22	Mii n'a mpyi mii ɲyɛ a pa maa jwo ná pi e mɛ, làwwugo mpyi na sì n‑jà n‑cyán pi na mɛ. Ŋka numɛ tashwɔgɔ ɲyɛ pi na mɛ. 
JHN.15.23	Mii kyal'à pɛn ŋgemu á ke, mii Tuŋi kyaa mú à pɛn urufol'á. 
JHN.15.24	Karigii cyi à sìi sùpya sàha cyi pyi a ɲya mɛ, kàmpyi mii mpyi a cyire pyi a cyêe pi na mɛ, pi 
JHN.15.25	Lire pyiŋkanni na, ɲje yi mpyi a sémɛ pi Kile Jwumpe Semɛŋi i na “Pi à mii kyaa pɛn piy'á ɲùŋɔ baa
JHN.15.26	Ɲyɛ Tɛgɛfooŋi mii sí n‑tun yii á, si ɲjîri Tufooŋi yyére ke, uru u ɲyɛ 
JHN.15.27	Yii mú sí raa mii kyaa yu sùpyir'á, ɲaha na yɛ mii ná yii na ɲyɛ siɲcyan fo mii karigii tasiige e.»
JHN.16.1	Ka Yesu si núr'à jwo: «Mii à ɲcyii karigii puni jwo yii á, bà li si mpyi, tèni ká nɔ, yaaga kà ɲjà yii kɛ̂ɛnŋɛ ɲjige Kile kuni i mɛ. 
JHN.16.2	Pi sí n‑pa raa yii kɔ̀re s'a yige 
JHN.16.3	Pi sí cye le cyire karigii puni i s'a mpyi yii na, ɲaha na yɛ pi ɲyɛ a Tufooŋi Kile cè mɛ, pi ɲyɛ a mii cè mú mɛ. 
JHN.16.4	Mii à ɲcyii karigii puni jwo yii á mà yaha, li ɲùŋke ku ɲyɛ cyi tèepyiini ká nɔ, yii i li cè na mii à cyi jwo yii á mà kwɔ̀.
JHN.16.4	Mii ɲyɛ a cyi jwo yii á fo tasiige e mɛ, ɲaha na yɛ mii mpyi ná yii e. 
JHN.16.5	Numɛ mii kɛ̀ɛge na tunvooŋi yyére, sùpya ɲyɛ a ta yii e mà mii takarege yíbe mɛ. 
JHN.16.6	Ŋka mii à jà a mpe jwumpe jwo ná yii e ke, ka yii yyahayi si ntanha. 
JHN.16.7	Lire ná li wuuni mú i, sèeŋi mii na yu, mii ŋkàreŋ'à pwɔ́rɔ yii á, ɲaha na yɛ ná mii ɲyɛ a kàre mɛ, Tɛgɛfooŋi sì n‑pa yii á mɛ. Ŋka mii aha ŋkàre, mii sí u tùugo yii á. 
JHN.16.8	U aha mpa, u sí diɲyɛ sùpyire 
JHN.16.9	U sí pi kapiini cyêe pi na, ɲaha na yɛ pi ɲyɛ a dá mii na mɛ. 
JHN.16.10	U sí li cyêe pi na na pi ɲyɛ a tíi mɛ, ɲaha na yɛ mii sí núru n‑kàre na Tuŋi yyére, yii saha sì mii ɲya mɛ. 
JHN.16.11	U sí li cyêe pi na na pi sɔ̀nŋɔŋkanni ɲyɛ a ɲwɔ mɛ, ɲaha na yɛ yog'à kwɔ̀n a kwɔ̀ ŋge diɲyɛŋi ɲùŋufooŋi na.
JHN.16.12	Karii niɲyahagii na ɲyɛ mii u jwo yii á sahaŋki, ŋka cyi fành'à pêe yii na numɛ. 
JHN.16.13	Lire e 
JHN.16.14	Li sí pèente taha mii na, ɲaha na yɛ mii jwumpe li sí raa yu yii á. 
JHN.16.15	Yaaga maha yaaga ku ɲyɛ Tufooŋi á ke, kuru na ɲyɛ mii á. Lire kurugo mii à jwo na Kile Munaani li sí mii jwumpe lwɔ́ s'a yu yii á.»
JHN.16.16	Yesu à jwo u 
JHN.16.17	Yesu à puru jwo ke, ka u cyelempyiibii pìi si wá na piye yíbili: «Ɲje u à jwo ke, yire ɲwɔhe ku ɲyɛ ɲaha yɛ? U à jwo “Ɲcyɛ̀rɛ yii saha sì mii ɲya mɛ, ŋka lire kàntugo, ɲcyɛ̀rɛ yii sí mii ɲya.” U à jwo mú “Mii kɛ̀ɛge Tufooŋi yyére.” 
JHN.16.18	Uru ɲcyɛ̀rɛŋi ɲwɔhe ku ɲyɛ ɲaha yɛ? Wuu ɲyɛ a uru yyaha cè mɛ.» 
JHN.16.19	Yesu à cè na pi sí raa uru yíbili ke, maa jwo: «Mii à jwo “Ɲcyɛ̀rɛ yii saha sì mii ɲya mɛ, maa núr'a jwo ɲcyɛ̀rɛ yii sí mii ɲya ke” lire na yii na yiye yíbili la? 
JHN.16.20	Sèeŋi na mii sí n‑sìi yi jwo yii á, yii sí mɛɛ sú, yii sí n‑paara, ŋka diɲyɛ sùpyire sí múguro. Yii yyahayi sí n‑tanha, ŋka yii yyetanhare sí n‑kɛ̂ɛnŋɛ mpyi funntanga. 
JHN.16.21	Ceeŋi yaceni ká yîri, li ziŋi funmpɛɛnre maha u pyi u a yyahe tanha, ɲaha na yɛ pyàŋi tèesini yyefug'à nɔ u na. Ŋka u aha si a kwɔ̀, kuru funntange cye e, u maha funŋɔ wwɔ̀ yyefuge na. 
JHN.16.22	Amuni yii wuuni sí n‑pyi. Yii sí yyaha tanha numɛ, ŋka mii saha sí yii ɲya. Lire tèni i, yii ná funntange ku sí n‑pyi, sùpya sì n‑jà kuru shwɔ yii na mɛ.
JHN.16.23	Kuru canŋke ká nɔ, yii saha sì yaaga yíbe mii á mɛ. Sèeŋi na mii sí n‑sìi yi jwo yii á, yii aha mii Tuŋi ɲáare kyaa maha kyaa na ná mii mɛge e ke, u sí lire pyi yii á. 
JHN.16.24	Yii sàha ŋkwɔ̀ a yaaga ɲáare Tufooŋi á ná mii mɛge e mɛ. Yii u ɲáare, u sí yii kan. Lire ká mpyi, yii funntange sí n‑fûnŋɔ.
JHN.16.25	Ɲyɛ mii à jwo ná yii e tàanliŋkil'e, ŋka tèni là sí n‑pa nɔ, mii saha sì raa yu ná yii e amuni mɛ, mii sí raa fíniŋi raa yu yii á Tufooŋi kyaa na. 
JHN.16.26	Kuru canŋke ká nɔ, yii sí raa Tufooŋi ɲáare ná mii mɛge e, li saha sì nɔ mii u a u ɲáare yii kyaa na mɛ. 
JHN.16.27	Ɲaha na yɛ Tufooŋi yabiliŋ'à yii kyaa táan uy'á, na yii á mii kyaa táan yiy'á, maa dá li na na mii à fworo ur'e. 
JHN.16.28	Sèe wi, mii à fworo Tufooŋi i, maa mpa diɲyɛŋi i, numɛ mii na yîri diɲyɛŋi i s'a ŋkɛ̀ɛge Tufooŋi yyére.»
JHN.16.29	Yesu à puru jwo ke, ka 
JHN.16.30	Numɛ wuu à cè na mu à karigii puni cè a kwɔ̀, mu saha ɲyɛ na ntɛ̀n pi i mu yíbe mɛ, lire e wuu à dá na mu à fworo Kile e.»
JHN.16.31	Ka Yesu si pi pyi: «Sèe yii à dá mii na numɛ la? 
JHN.16.32	Ɲyɛ tèni là sí n‑pa nɔ, li bá à nɔ a kwɔ̀, yii puni sí n‑fê n‑caala, shin maha shin sí n‑kàre u pyɛnge e, si mii kanni yaha. Ŋka sèeŋi na, mii kanni bà u sì n‑pyi mɛ, Tufooŋi ɲyɛ ná mii i. 
JHN.16.33	Mii à mpe jwo, bà yii si mpyi si yyeɲiŋke ta mii ná yii wwoɲɛɛge e mɛ. Yii sí n‑kyaala naha diɲyɛŋi i, ŋka yii màban le yiye e, mii à fànha ta diɲyɛŋi na mà kwɔ̀.»
JHN.17.1	Yesu à puru jwo ke, maa u ɲyiigii yîrige nìɲyiŋi na, maa jwo: «Tufooŋi, tèn'à nɔ numɛ, mu u pèenɛ taha ma Jyaŋi na, bà u si mpyi si pèenɛ taha mu na mú mɛ. 
JHN.17.2	Ɲyɛ mu à fànhe kan u á sùpyire puni ɲùŋɔ na, mpii mu à kan u á ke, u u shìŋi niŋkwombaaŋi kan pir'á. 
JHN.17.3	Pi shìŋi niŋkwombaaŋi sí u ɲyɛ pi mu kanni cè Kileŋi sèe wuŋi, pi i mu tùnntunŋi Yesu 
JHN.17.4	Mii à mu pêe naha ɲìŋke na. Tùnnture mu mpyi a kan mii á ke, t'à fûnŋɔ. 
JHN.17.5	Tufooŋi, na pêe maye yyére numɛ, bà mii mpyi a pêe mu taan mà diɲyɛŋi ta u sàha sìi mɛ.
JHN.17.6	Sùpyire mu à cwɔɔnrɔ diɲyɛŋi i mà kan mii á ke, mii à mu mɛge cyêe ti na. Pi mpyi mu wuu, mu s'à pi kan mii á, pi mú s'à ɲɛɛ mà mu jwumpe yaha piye funŋ'i. 
JHN.17.7	Numɛ, pi à cè na yaaga maha yaaga mu à kan mii á ke, na kur'à fworo mu i. 
JHN.17.8	Jwumpe mu à jwo mii á ke, puru mii à jwo pi á mú, pi s'à ɲɛɛ pu na. Pi à tɛ̀ɛn li taan sèeŋi na na mii à yîri mu yyére, maa dá li na na mu u à mii tun.
JHN.17.9	Mii ɲyɛ na mu ɲáare diɲyɛ sùpyire kyaa na mà dɛ. Mpii mu à kan mii á ke, pire kyaa na mii na mu ɲáare, ɲaha na yɛ pire pi ɲyɛ mu wuubii. 
JHN.17.10	Yaaga maha yaaga ku ɲyɛ mii á ke, kuru na ɲyɛ mu wogo, yaaga maha yaaga ku ɲyɛ mu á ke, kuru mú na ɲyɛ mii wogo. Mii 
JHN.17.11	Mii sí n‑fworo ŋge diɲyɛŋi i, mii kɛ̀ɛge mu yyére, pi sí n‑kwôro naha. Tufooŋi niɲcɛnŋi, pi mâra ma tàanna ná ma mɛge mpèeŋi i, mu a kuru ŋkemu kan mii á ke, bà pi si mpyi si mpyi niŋkin mii ná mu fiige mɛ. 
JHN.17.12	Tèni i mii mpyi ná pi e ke, mii à pi mâra mà tàanna ná mu mɛge mpèeŋi i, mu à ŋkemu kan mii á ke. Mii à pi puni kàanmucya maa pi shwɔ, pi wà ɲyɛ a pînni mɛ, fo li mpyi a jwo a yaha ŋge u sí n‑pînni ke, mpe pu mpyi a sémɛ Kile Jwumpe Semɛŋi i ke, ka lire si puru pyi p'à fûnŋɔ.
JHN.17.13	Ŋka numɛ mii kɛ̀ɛge mu yyére, mii na ɲcyii puni yu mà mii yaha naha diɲyɛŋi i, bà pi si mpyi si mii funntange puni ta mɛ. 
JHN.17.14	Mii à pi kâla mu jwumpe na. Pi kyal'à pɛn diɲyɛ sùpyir'á ɲaha na yɛ pi ɲyɛ ŋge diɲyɛŋi wuu mɛ, bà mii ɲyɛ mii ɲyɛ ŋge diɲyɛŋi wu mɛ. 
JHN.17.15	Mii ɲyɛ na mu ɲáare maa pi lwɔ́ a yige naha diɲyɛŋi i mà dɛ, mii na mu ɲáare ma raa pi kàanmucaa Sitaanniŋi na. 
JHN.17.16	Pi ɲyɛ ŋge diɲyɛŋi wuu mɛ, bà mii mú ɲyɛ mii ɲyɛ ŋge diɲyɛŋi wu mɛ. 
JHN.17.17	Sèeŋi cyêe pi na, bà pi si mpyi si piye puni kan mu á mɛ. Mu jwumpe pu ɲyɛ uru sèeŋi. 
JHN.17.18	Bà mu à mii tun diɲyɛŋi i mɛ, amuni mii à pi tun wani mú. 
JHN.17.19	Mii à naye puni kan mu á pi kurugo, bà pi mú si mpyi si piye puni kan mu á mɛ.
JHN.17.20	Mii ɲyɛ na mu ɲáare pire kanni kyaa na mɛ, mpii pi sí n‑dá mii na pi jwumpe kurugo ke, mii na mu ɲáare pire kyaa na mú, 
JHN.17.21	bà pi puni si mpyi si mpyi niŋkin mɛ. Tufooŋi, mii ná mu à sàa wwɔ̀ pyiŋkanni ndemu na ke, pi puni pi pyi niŋkin ná wuu e amuni, lire e diɲyɛ sùpyire sí n‑dá li na na mu u à mii tun.
JHN.17.22	Pèente mu à kan mii á ke, tire mii à kan pi á, bà pi si mpyi si wwɔ̀ si mpyi niŋkin mii ná mu fiige mɛ. 
JHN.17.23	Pyiŋkanni na mii ná pir'à wwɔ̀ mà pyi niŋkin, ka mii ná mu si wwɔ̀ mà pyi niŋkin ke, pi wwɔ̀ pi i mpyi niŋkin amuni. Lire ká mpyi, diɲyɛ sùpyire sí n‑cè na mu u à mii tun, si ɲcè na mu à pi kyaa táan may'á, bà mu à mii kyaa táan may'á mɛ. 
JHN.17.24	Tufooŋi, mii aha mpyi cyage ŋkemu i ke, sùpyire mu à kan mii á ke, mii la ɲyɛ tire ti tɛ̀ɛn, tir'à mii pèente wíi wani, mu à tire ntemu kan mii á ke, ɲaha na yɛ mu à mii kyaa táan may'á, mà diɲyɛŋi ta u sàha sìi mɛ. 
JHN.17.25	Tufooŋi, mu u à tíi ke, diɲyɛ sùpyire ɲyɛ a mu cè mɛ, ŋka mii wi ke, mii à mu cè, mii 
JHN.17.26	Mii à pi pyi pi à mu cè, mii sí pi pyi pi mu cè sahaŋki. Bà mu à mii kyaa táan may'á mɛ, kuru tàange fiige ku pyi pi shwɔhɔl'e, mii ná pire si wwɔ̀ wuu u mpyi niŋkin.»
JHN.18.1	Ɲyɛ Yesu à puru jwumpe jwo ke, ka u ná u 
JHN.18.2	Yesu mpyi a têe na sì ná u cyelempyiibil'e kuru cyage e. Ɲyɛ Zhudasi u mpyi na sí Yesu le cye e ke, uru mpyi a kuru cyage saha cè. 
JHN.18.3	Mà Yesu ná u cyelempyiibii sanmpii yaha kuru cyage e, ka Zhudasi si nɔ wani. Sòrolashikuruŋɔ ná 
JHN.18.4	Karigii cyi mpyi na sí Yesu ta ke, u mpyi a cyire cè a kwɔ̀. Ka u u file pi na, maa pi yíbe: «Jofoo yii na ɲcaa yɛ?» 
JHN.18.5	Ka pi i u pyi: «Nazarɛti kànhe shinŋi Yesu.» Ka Yesu si pi pyi: «Mii u ŋge!»
JHN.18.5	Lir'à ta Zhudasi u mpyi na sí Yesu le cye e ke, uru mpyi pi shwɔhɔl'e. 
JHN.18.6	Tèni i Yesu à jwo: «Mii u ŋge!» ke, ka pi i wá na núruli kàntugo fo mà sà ɲcwo ɲìŋke na. 
JHN.18.7	Ka u u núr'a pi yíbe: «Jofoo yii na ɲcaa yɛ?» Ka pi i jwo: «Nazarɛti kànhe shinŋi Yesu.» 
JHN.18.8	Ka u u núr'a pi pyi: «Mii ɲyɛ a jwo yii á mà kwɔ̀ na mii u ŋge mà? Kampyi mii yii saha na ɲcaa, yii na fyèɲwɔhɔshiinbii yaha pi a sì.» 
JHN.18.9	Lir'à pyi ke, jwumpe Yesu à jwo na: «Mii Tuŋi, shin maha shin mu à kan mii á ke, u wà ɲyɛ a pînni mɛ
JHN.18.10	Lir'à Simɔ Pyɛri ta ná kàshikwɔnŋwɔɔg'e, ka u u ku dìr'a wwû mà tɛ̀g'a 
JHN.18.11	Ka Yesu si Pyɛri pyi: «Ŋwɔɔni le li fwuuni i. Lire sanni i ke, kyaage lwɔhe mii Tuŋi à yaha mii mɛɛ na ke, mu la ɲyɛ mii u ku bya mà?»
JHN.18.12	Ɲyɛ Yesu à puru jwo ke, ka sòrolashiibii ná pi ɲùŋufooŋi ná Kileɲaarebage saɲcwɔnsigibii si u cû maa u cyeyi pwɔ. 
JHN.18.13	Maa fyânha a kàre ná u e Ana
JHN.18.14	Uru u mpyi a 
JHN.18.15	Pi niŋkaribii ná Yesu i, Simɔ Pyɛri ná cyelempyaŋi wabɛr'à taha pi fye e, màceŋɛ na mpyi uru 
JHN.18.16	Pyɛri mpyi a kwôro pyɛnge ɲwɔge na, cyíinŋi na. Ŋge cyelempyaŋi u mpyi sáragawwuubii ɲùŋufembwɔhe shinceŋi ke, ka uru si fworo cyíinŋi na, bilicwoŋi u mpyi na pyɛnge ɲwɔge kàanmucaa ke, maa jwo ná ur'e, maa Pyɛri lèŋɛ pyɛnge funŋke e.
JHN.18.17	Ɲyɛ Pyɛri niɲjyiŋi, ka uru bilicwoŋi si jwo u á: «Tá mu mú ɲyɛ ŋge nàŋi cyelempyaŋi wà mɛ?» Ka Pyɛri si jwo: «Ɔnhɔ, mii ɲyɛ u wà mɛ!» 
JHN.18.18	L'à pyi wyeere tèni i, báarapyiibii ná Kileɲaarebage saɲcwɔnsigibii mpyi a yyére na kyànhigii nage ware, Pyɛri mú mpyi a yyére na ku ware ná pi e.
JHN.18.19	Ɲyɛ 
JHN.18.20	Ka Yesu si u pyi: «Mii ɲyɛ a kyaa jwo ŋwɔhɔre e mɛ. Tère maha tère mii mpyi maha sùpyire kâlali 
JHN.18.21	Ɲaha kurugo mu saha na mii yíbili yɛ? Mpii pi à ɲɛn'a mii jwumpe lógo ke, sà pire yíbe ɲje mii à jwo pi á ke, pir'à yi lógo fo mà ɲwɔ.»
JHN.18.22	Yesu à puru jwo ke, Kileɲaarebage kàanmucyafooŋi u mpyi a yyére u taan ke, ka uru si kantawaa bwɔ̀n u e, maa u pyi: «Sáragawwuubii ɲùŋufembwɔhe ɲwɔ mu à shwɔ amɛ la?» 
JHN.18.23	Ka Yesu si nàŋi pyi: «Kampyi jwumpimɛ mii à jwo, cyage k'à pu pi ke, kuru jwo na á. Kampyi jwumpimɛ bà mɛ, ɲaha na mu à mii bwɔ̀n yɛ?» 
JHN.18.24	Ɲyɛ ka Ana
JHN.18.25	Mà Simɔ Pyɛri yaha u u nage ware, wà à u pyi: «Tá mu mú ɲyɛ ŋge nàŋi 
JHN.18.26	Ɲyɛ nàŋi niŋgeŋke Pyɛri a kwɔ̀n ke, 
JHN.18.27	Ka Pyɛri si núr'a yi kyáala. Ka ŋkùpooŋi si ntíl'a mɛɛ sú.
JHN.18.28	Lire kàntugo pi à yîri ná Yesu i Kayifu yyére maa ŋkàre fànhafooŋi pyɛngɛ
JHN.18.29	Lire kurugo fànhafooŋi 
JHN.18.30	Ka pi i u pyi: «Ŋge nàŋi n'a mpyi u ɲyɛ a kapii pyi mɛ, wuu mpyi na sí u le mu cye e mɛ.» 
JHN.18.31	Ka Pilati si pi pyi: «Yii yabilimpii pi u cû yii i u kataanmpe cwɔɔnrɔ yii tàanna ná yii 
JHN.18.32	Lir'à pyi ke, jwumpe Yesu mpyi a jwo u mbòŋi kyaa na ke, ka puru si fûnŋɔ. 
JHN.18.33	Lire tèni i, ka Pilati si núr'a jyè u bage e, maa Yesu yyere, maa u yíbe: «Yahutuubii Saanŋi u ɲyɛ mu la?» 
JHN.18.34	Ka Yesu si u pyi: «Mu à yi jwo maye e laa, pìi pi à yi jwo mu á mii kyaa na?» 
JHN.18.35	Ka Pilati si u pyi: «Mu à mii ɲya Yahutu la? Mu kìni shiinbii ná 
JHN.18.36	Ka Yesu si u pyi: «Mii Saanre ɲyɛ naha diɲyɛŋi woro mɛ. Kàmpyi ti mpyi naha woro, mii fyèɲwɔhɔshiinbii mpyi na sí kàshige kwɔ̀n, bà Yahutuubii ɲùŋufeebii si mpyi pi àha ɲjà mii cû mɛ, ŋka sèeŋi na, mii Saanre ɲyɛ naha woro mɛ.» 
JHN.18.37	Ka Pilati si u pyi: «Lire e ke saanwa u ɲyɛ mu la?» Ka Yesu si u pyi: «Mu yabiliŋi u à jwo na mii ɲyɛ saanwa! Mii à pa si diɲyɛŋi i, si sèeŋi cyêe sùpyire na. Shin maha shin la ku ɲyɛ s'a ɲaare sèeŋi fye e ke, urufoo sí ɲɛɛ raa mii jwumpe núru.» 
JHN.18.38	Ka Pilati si jwo: «Ɲaha k'à sìi sèeŋi yɛ?»
JHN.18.38	U à puru jwo ke, maa fwor'a kàre Yahutuubii yyére sahaŋki, maa sà yyére pi yyaha na, maa pi pyi: «Mii nàha sàa tìgire cyage ta ŋge nàŋi na mɛ! 
JHN.18.39	Ɲyɛ ná lire na ɲyɛ kalyee, yyee maha yyee bilereŋkwoŋi kataanni ká nɔ, mii maha yii sùpya yige kàsuŋi i, li sí n‑bɛ̂ yii á mii u Yahutuubii Saanŋi yige la?» 
JHN.18.40	Ka Yahutuubii si jwo fànha na: «Ɔnhɔ, uru yaha wani! Barabasi yige!» Mà li ta uru ŋge na mpyi kapimpyi.
JHN.19.1	Ɲyɛ 
JHN.19.2	Ka sòrolashiibii si ŋguro cîn mà pyi saanra ɲùntoŋɔ mà tò u na, maa saanlii vàanntinmbwɔhɔ niɲyɛga le u na. 
JHN.19.3	Maa file u na, marii ŋko: «
JHN.19.4	Ka Pilati si núr'a fworo cyíinŋi na, maa sùpyire pyi: «Mii sí yii yaha yii fworo ná u e tafage e, bà yii si mpyi si ɲcè na mii nàha a sàa tìgire cyaga ta u na mɛ.» 
JHN.19.5	Ka Yesu si fworo tafage e, ŋgure nìntoŋke ɲyɛ u ɲùŋke na, saanbii vàanntinmbwɔhe sí ɲyɛ u yacige e. Ka Pilati si jwo sùpyir'á: «Nàŋi u ŋge.»
JHN.19.6	Tèni i 
JHN.19.7	Ka Yahutuubii ɲùŋufeebii si Pilati pyi: «
JHN.19.8	Pilati à puru lógo ke, ka là si bâra u fyagare na sahaŋki. 
JHN.19.9	Ka u u núr'a jyè ná Yesu i bage e, maa u yíbe: «Taa mu à yîri ke?» Ka Yesu si fyâha u na. 
JHN.19.10	Ka Pilati si u pyi: «Mu à fyâha mii na la? Mu ɲyɛ a cè na síŋi ɲyɛ mii á mà mu yaha, lire ɲyɛ mɛ mà mu kwòro cige na mà?» 
JHN.19.11	Ka Yesu si u pyi: «Kile u à uru síŋi kan mu á niɲjaa. Ná lire bà mɛ, mu mpyi na sì n‑jà kyaa pyi mii na mɛ. Lire e ŋge u à mii cû mà le mu cye e ke, urufoo u 
JHN.19.12	Yesu à puru jwo ke, ka Pilati si wá na kaɲuŋɔ caa si Yesu ta ɲjaha. Ŋka Yahutuubii saha mpyi ŋko fànha na: «Mu aha ŋge nàŋi yaha, mu saha sì n‑pyi 
JHN.19.13+JHN.19.14	Kuru canŋke nùmpanŋa na mpyi 
JHN.19.15	Ka pi i wá na ŋko fànha na: «Yii u bò! Yii u bò! Yii u kwòro cige na!» Ka Pilati si pi pyi: «Mà yii saanŋi yabiliŋi kwòro cige na la?» Ka Kile sáragawwuubii ɲùŋufeebii si u pyi: «Saanwa ɲyɛ wuu á mà tòro Sezari na mɛ
JHN.19.16	Kàntugo ka Pilati si Yesu yaha pi á pi sà ŋkwòro kworokworocige na.
JHN.19.16	Ka sòrolashiibii si Yesu cû a kàre. 
JHN.19.17	Maa fworo ná u e kànhe kàntugo, maa u kworokworocige tɛ̀gɛ u yabiliŋi ɲuŋ'i. Ka pi i ŋkàre cyage k'e, pi maha kuru yiri: «Ɲuŋkwɔɔge Cyage» 
JHN.19.18	Kuru cyage e pi à Yesu kwòro cige na, maa shiin shuunni kwòro ciyi na u taan. Wà mpyi u kàniŋke na, u sanŋi sí ɲyɛ u kàmɛni na.
JHN.19.19	Ka 
JHN.19.20	 niɲyahara à tire sémɛre kâla, ɲaha kurugo yɛ Yesu takworoge ná kànhe laage mpyi a tɔɔn mɛ. Mà bâra lire na, tire sémɛre mpyi a sémɛ 
JHN.19.21	Ka 
JHN.19.22	Ka Pilati si pi pyi na nte t'à sémɛ a kwɔ̀ ke, tire ti sí n‑sìi n‑yaha wani.
JHN.19.23	Ɲyɛ sòrolashiibil'à Yesu kwòr'a kwɔ̀ cige na ke, maa u vàanɲyi lwɔ́ a táa tataayi sicyɛɛre, pi shin maha shin à taaga lwɔ́, ka pi i u vàanntinmbwɔhe lwɔ́ mú, kuru na mpyi jwòoŋkuriibaa. 
JHN.19.24	Maa jwo piy'á na pi àha kuru vàanntinŋke táa mɛ, na pi ŋkyaanlwooni pyi, ŋge u sí ku ta ke, urufoo sí n‑cè. Jwumpe p'à sémɛ Kile Jwumpe Semɛŋi i ke, lir'à pyi bà puru si mpyi si fûnŋɔ mɛ. L'à sémɛ:
JHN.19.24	«Pi à mii vàanɲyi táa piye na,
JHN.19.24	maa ŋkyaanlwooni pyi mii vàanntinmbwɔhe kurugo
JHN.19.24	Lire nde sòrolashiibil'à pyi.
JHN.19.25	Yesu nuŋi ná u nuŋi sìɲɛɛŋi ná Kilopasi cwoŋi Mariyama ná Mariyama mà yîri Magidala kànhe e, pire mpyi a yyére Yesu kworokworocige taan. 
JHN.19.26	Yesu à u nuŋi ɲya, maa u ɲyii 
JHN.19.27	Maa núr'a jwo u cyelempyaŋ'á: «Mu nuŋi u ɲyɛ ŋge.» Mà lwɔ́ kuru canŋke na, ka cyelempyaŋi si u kɛ̂ɛnŋɛ uye yyére.
