GEN.1.1	Paat ra talimpuun i paat ri Aki Kapuuno' napasauk ra limbowon am namingkal ra tana' ti.
NEH.13.9	Aku pana nanusub boo maa' raginio upacara pamasawan baalon tayar ru lamin-lamin no. Kopongo raginio nanusub aku ra ulun nampasaguli' ra ngaangai' kuliamos Baloi ru 
NEH.13.11	Nansawai aku ra pagawai-pagawai sabap ra nampalilian ra Baloi ru 
NEH.13.12	Ngaangai' mamagun ru Israil pana nagibit boo saguli' ra taak sampiopor unor-unor, wain am umau jaitun ra Baloi ru 
NEH.13.13	Ulun ragitilo pinangandoi ku koson magalung ra intok-intok pambulian ra ulaan no: i Silimia, sangulun imam; i Jadok, sangulun mapandai kaga' ra Ukum ri Musa; i Pidaya, sangulun Liwi. I Ganan anak ri Jakur, akupu ri Matanya no am mangindangan risilo. Mangintopot aku ra ilo no maintopot koson mantayar ra kuliamos-kuliamos raginio ra gino ngai' ru ulun mangandoi mabaya' ra guang mabanis.
NEH.13.14	Iou Aki Kapuuno', karaa' noyo ngaangai' ondo' binaal kuno ra tayar Baloi ru 
NEH.13.16	Kukula' ngaulun intor ra Tirus ondo' minayan giu' ra Jirusalim nagibit ra papait am mansalinut kuliamos ra Jirusalim, am tinalan nilo ra ulun ru Jaudi paat ra orou Sabat. 
NEH.13.17	Nansawai aku ra tingganai-tingganai ru Jaudi. Indagu aku, “Ilai' binaal min ra malaat no! Jinamalan min orou Sabat. 
NEH.13.18	Ginio sabap no ri Aki Kapuuno' nangukum ra kinamatuaan takali ragili am namuso ra bandar ti. Raino akau nangkinibit ri Aki Kapuuno' siminangit poyo ra Israil ra jinamol orou Sabat!”
NEH.13.19	Ginio boo ra nanusub aku maa' raginio kulobon garabang ru bandar angabin paat ra tumalimpuun ra moonong orou Sabat, iono kokotolop ayuk ru mato ru orou,
NEH.13.20	Igondo' kapoam induo ulun-ulun mantatalan ondo' mantalan ra kuliamos nombolong giu' ra liwar ru timbok ru bandar. 
NEH.13.21	Pinakara' ku ilo, “Kolondo' onong min masuaban maginaa ra giu' no. Amon ru baalon min poyo baal raginio, moporos timbalos kuno ramuyun.” Intor raginio kalo boo minatong ilo paat ra orou Sabat. 
NEH.13.22	Nanusub aku ra ulun ru Liwi maa' raginio mangimpasau ra inan am magalung ra kulobon-kulobon garabang koson magilong ra ulun maa' raginio mangurumat ra orou Sabat.
NEH.13.22	Iou Aki Kapuuno', karaa' noyo aku sabap ra baal ragitio, am pakaasi' no raki' sabap ra togom Muno ondo' maayo.
NEH.13.24	Santayaran ra anak nilo mindagu ra ragu ru Asdod kapoam ragu ra bokon, kaa' kalo mapandai ilo mindagu ra ragu mai. 
NEH.13.25	Nansawai aku ra bala ru ungkuyon no am nagulas risilo. Linamba' ku ilo am namubul ra abuk nilo. Aku pana nanusub boo risilo nagibot ralalom inggalan ri Aki Kapuuno' ra totopot ilo kapoam anak-anak nilo kalo boo magandu' ra ulun bansa' ra bokon. 
NEH.13.26	Indagu aku risilo, “Ruandu' bansa' ra bokon noyo ondo' nangkinibit ra Raja' Salomo makatula. Raja' Salomo nakatabual poyo inggalan intor ra raja'-raja' ra bansa' ra bokon. Motogom i Aki Kapuuno' riso am nampasauk riso ra raja' ru titikop ru Israil. Kabalu' pana koon raginio, makatula io sabap ra inambi' ru ruandu' bansa' ra bokon. 
NEH.13.27	Mapara' kia laat ru binaal mino! Baani kau manggal ri Aki Kapuuno' ra nagagandu' ra ruandu' bansa' ra bokon!”
NEH.13.29	Iou Aki Kapuuno', karaa' noyo ati kulaan ngaangai' ulun no nampajamol ra kandoi ru imam am nabantuan ondo' binaal Muno ra imam-imam am ulun ru Liwi.
NEH.13.30	Koon raginio noyo aku nampapasau ra bansa' ru Israil intor ra ngaangai' pangimayaan ra suai. Nangaru' aku no ra aturan ra tayar ru imam-imam am ulun ru Liwi maa' raginio sigagama' makapandai ra kandoi nano. 
NEH.13.31	Nangaru' aku no ra paat ra ulun ondo' magibit ra luton koson monolob ra taak simbalui, am paat ra ulun magibit ra taak nilo, iono ampos ru unor-unor am kikinawa' ondo' kasaa' maansak.
NEH.13.31	Iou Aki Kapuuno', karaa' noyo ngaangai' baal ragitio, am barakato' noyo aku.
EST.1.3	Paat ra bilor katalu ru pamarintaan nano, nambaal Raja' Agaswiros ra bunsag maayo koson ra ngaangai' ru tingganai am pagawai nano. Panglima-panglima ru Pirsia am Midia, am niayuk gabenor-gabenor am pagawai mangaatang intor ra wilayah-wilayah minaya' saang ra bunsag no. 
EST.1.4	Buoi onom ngansila' raja' no nampatalang ra kalangkayaan ru istana nano, am kinoonsoi am kinaayo ru pamarintaan nano.
EST.1.5	Kopongo raginio nambaal raja' ra bunsag ra tayar ru ngaangai' mamagun ru pusor bandar, ondo' langkaya' am poyo ondo' musikin. Bunsag no binaal giu' ra taman ru istana raja', am saminggu' buoi no. 
EST.1.6	Liliut ru istana binungaan ra tabir intor ra konoon linon makabatik motomou am mapulak, ondo' binangkos ra ribin linon matanggilung ondo' malumis, am pinasangut ra golong-golong pirok ondo' pinatakin ra lugu'-lugu' marmar. Sofa-sofa intor ra mas am pirok giu' ra liliut ru istana, pinabanta' giu' ra rasawat ru sulig ondo' inanian ra marmar mapulak, hablur malia', am kulapa' ru mutiara ondo' manguliat, am batu pirus motomou. 
EST.1.7	Inula' ru raja' masuang kaga' wain ondo' pinasulung ralalom ru sangkir-sangkir mas nansalinut batik. 
EST.1.8	Wain ondo' ininum ru tambului-tambului kalo inuar. Nangani' raja' ra susuban ra kambo-kambo ru istana maa' raginio magayam ra moonong tambului sumugut ra kasagaan ru sigagama'.
EST.1.9	Liliwa' raginio, giu' ra ralalom ru istana Andu' raja' Wasti niayuk nambaal ra bunsag ra bala ruandu'.
EST.1.10	Paat ra orou katulu' ru bunsag no, nanginum raja' saboi naansukan kaga'. Raja' pana nampiau boo ra tulu' ngaulun ungkuyon sida-sida ondo' nasauk ra kambo nano galama': I Miguman, Bijta, Arbona, Bigta, Abagta, Jitar am i Karkas. 
EST.1.11	Nanusub raja' risilo nagibit ra Andu' raja' Wasti riso am nangkaraun ra pamarintaan. Andu' raja' no mantalur kaga' am makaguang raja' mampakito ra kinantalur nano ra tingganai-tingganai am tambului-tambului nano. 
EST.1.12	Kaa' paat ra sida-sida no nampasaboi ra susuban ru raja', Andu' raja' Wasti marara' matong. Binaal nano nangkinibit ra raja' siminangit kaga'.
EST.1.13	Mokoondo' raja' ra kaindalaman koson makitaak ra ginuang ru ulun mangapintar intor ra pangkuatan ru undang-undang am kaulayan. Ginio ra piniau ru raja' ulun-ulun maminson riso koson mangkuot ra atan ondo' musiti' baalon ralalom ru baal koson raginio. 
EST.1.14	Ulun-ulun maminson ra raja' ondo' masalok piawon iono i Karsina, Sitar, Admata, Tarsis, Miris, Marsina am i Mimukan. Ilo pagawai ru Pirsia am Midia ondo' masawat kaga' kandoi ralalom ru pamarintaan raginio. 
EST.1.15	Kon ru raja' ra tulu' ngaulun maminson no, “Sinusub ku noyo kambo mongoi ra Andu' raja' Wasti nabaya' ra susuban maa' raginio matong io raki', kaa' marara' io. Sumugut ra undang-undang, atan kia musiti' takau baalon riso?”
EST.1.16	Kon ri Mimukan ra raja' am tingganai-tingganai, “Andu' raja' Wasti sala' ka ayuk nagasab noyo rirun, kaa' niayuk ra pagawai-pagawai muno, am poyo ngaangai' ungkuyon ra ralalom ru pamarintaan! 
EST.1.17	Sabap ra mokorongog ayuk bala ru ruandu' ra binaal ru Andu' raja' no, moonong ruandu' ra ralalom ru pamarintaan kalo mangurumat ra ralaki nano. Mindagu ilo, ‘Raja' Agaswiros nanusub maa' raginio Andu' raja' Wasti muma', kaa' marara' io matong.’ 
EST.1.18	Paat ra andu'-andu' ru pagawai ru raja' Pirsia am Midia nokorongog intor ra paliso ru andu' raja' no, maaru' ilo pana mataki' mambala' ra baal raginio ra ralaki nilo. Kinibit ru ginio, andu' manggal ra susuban ru ralaki am ralaki sumangit ra andu'. 
EST.1.19	Ginio ra amon ru mangiou kou raja', ingkualo' rondo' susuban ra Andu' raja' Wasti kalo boo iowon muma' ra raja'. Susuban raginio musiti' saukon ra undang-undang ru Pirsia am Midia maa' raginio kalo lair boo masulang. Mopongo raginio, pataako' intok ru Andu' raja' Wasti ra ruandu' bokon ondo' moonsoi poyo. 
EST.1.20	Paat ra makatanou susuban muno giu' ra titikop ru pamarintaan ondo' malangka' ti, am moonong ruandu' mangurumat boo ra ralaki nano, ondo' io langkaya' am poyo musikin.”
EST.1.21	Raja' am pagawai-pagawai nano nangiou ra inatang ri Mimukan no, am raja' pana mataki' nambaal raginio. 
EST.1.22	Nangator raja' ra surat susuban ra ngaangai' wilayah giu' ra ralalom ru pamarintaan nano, ralalom ru moonong ragu am tulisan giu' ra wilayah raginio. Susuban no mindagu ra
EST.2.1	Kopongo kukula' buoi, kabalu' pana raja' kalo boo siminangit, lakat poyo makara' ru raja' binaal ru Andu' raja' Wasti am ondo' binaal nano riso. 
EST.2.2	Sabap raginio kukula' ngaulun maminson ondo' mamaar ra raja' minindagu, “Kua kia kalo maguyum kou ra ralaa ondo' mantalur koson rirun? 
EST.2.3	Musiti' kou mampalantik ra pagawai giu' ra ngaangai' wilayah ru pamarintaan, am susubo' ilo magibit ra ngaangai' ralaa mangantalur ra istana ruandu' giu' ra Susan, pusor bandar ti. Pataako' ilo ra alungin ri Igai, sida-sida ondo' nasauk ra tingganai ru sasambaloi ru istana ruandu'. Io magalung risilo am mangani' ra pamabasan ru kinapasau risilo. 
EST.2.4	Mopongo raginio, musiti' kou mampili' sangulun ralaa ondo' kalaayan mu toojo, lantiko' io koson ra andu' raja' mamalit ra Andu' raja' Wasti.”
EST.2.4	Nangiou raja' ra pinson raginio, am binaal no.
EST.2.5	Giu' ra pusor bandar Susan, mokoondo' sangulun ru Jaudi ininggalanan ri Mordikai anak ri Jair. Io papag ri Kis am Simii intor ra bansa' ru Binjamin. 
EST.2.6	Rinakop i Mordikai paat ra Jirusalim kinala ru Nibukadnijar, raja' ru Babilonia, Inibit i Mordikai ra Babilonia nababaya' ri Joyakin iono raja' ru Jiuda, am masuang poyo ulun rinakop ra bokon. 
EST.2.7	I Mordikai mokoondo' ra pantukir ininggalanan ri Ester. Inggalan ru Ibrani nano i Gadasa. I Ester sangulun ralaa ondo' bulos nano mantalur am makainan ra moonsoi. Matuo ri Ester minatoi noyo, am io nasauk ra pinangkaanak ri Mordikai. Tinalaanak io koson ra anak ri Mordikai galama'.
EST.2.8	Kopongo susuban ru raja' no pinatanou, masuang ralaa inibit ra Susan, am i Ester soroi risilo ngai'. Inibit io ra istana, inalungan ri Igai, tingganai ru sasambaloi ru istana ruandu'. 
EST.2.9	Maansayan kaga' i Igai magilong ri Ester am masaga' riso. Kinataki' ri Igai nangani' ri Ester ra pamabasan ru kinapasau am niayuk akanon ra linuntuk. Nangani' io ri Ester ra lamin ondo' moonsoi kaga' giu' ra ralalom ru istana ruandu' no. Nanusub niayuk i Igai ra tulu' ngaulun ralaa ondo' pinili' timpoko' intor ra istana raja' koson magayam ri Ester.
EST.2.10	Buoi ru ginio inopot ri Ester ra io sangulun ru Jaudi, sabap ra sinugut no pinson ri Mordikai. 
EST.2.11	Moonong orou mugar-ugar ri Mordikai giu' ra liliut tampilon ra saang ru istana ruandu' no koson makapandai ra ati kulaan baal ri Ester, am atan ondo' masauk riso.
EST.2.12	Buoi ru pamabasan ra kinapasau kaindalaman no sambilor: onom ngansila' ra umau mur, am onom ngansila' poyo ra umau mangaamis owou ra bokon. Kopongo raginio, moonong ralaa no mampapalit paumaan ra Raja' Agaswiros. 
EST.2.13	Paat ra sangulun ralaa mingkual intor ra istana ruandu' koson paumaan ra raja', iowon io mambayang ra atan ayuk ondo' kasagaan nano. 
EST.2.14	Ralaa no ibiton ra istana raja' paat ra mamai' ti, am suabon no ibiton io ra istana ra bokon alungin ri Saasgas, sida-sida ondo' magalung ra ruandu' parulug ru raja'. Ralaa raginio kalo boo paumaan ra raja' ondo' ak am raja' masaga' riso am mampiau riso ra manabit ra inggalan nano.
EST.2.15	Nasaboi boo paat ri Ester koson muma' ra raja'. I Ester iono anak ri Abiail, am pantukir ri Mordikai, ondo' nagalung riso koson ra anak nano galama'. Kaansayin i Ester ru moonong ulun ondo' nakakito riso. Pakasaboi paat nano, nambayang i Ester minaya' ra nanuluan am pinson ri Igai, sida-sida ondo' nasauk ra tingganai ru istana ruandu' no. 
EST.2.16	Koon raginio noyo paat ra bilor katulu' ra pamarintaan ru Raja' Agaswiros, ginio ra sila' koopor, iono sila' Tibit, inibit i Ester paumaan ra Raja' Agaswiros giu' ra istana. 
EST.2.17	Napabansuk i Ester ra guang am napakaansuk ra raja' nasailan intor ra ngaangai' ralaa ra bokon. Ginio ra io noyo ondo' kalaayan toojo ru raja'. Pinakaraun ru raja' karaun ru pamarintaan ra ulu ri Ester am nampasauk riso ra andu' raja' koson namalit ri Wasti. 
EST.2.18	Kopongo raginio, nambaal raja' ra bunsag maayo koson mangurumat ri Ester am nampiau ra ngaangai' tingganai am pagawai nano. Pinatanou ru raja' orou tumangus
EST.2.19	Liliwa' raginio i Mordikai linantik ru raja' nasauk ra sangulun pagawai ru pagun. 
EST.2.20	Saboi ra paat raginio i Ester lakat poyo kalo nambala' ra osoi pana ra io ulun ru Jaudi. Nanginggalar i Mordikai riso mambala' ra osoi pana intor ru bansa' nano. Giminagaya' io ri Mordikai koson paat ra io lakat poyo lalaing am inalungan ri Mordikai.
EST.2.21	Paat ra sangarawan, paat ra i Mordikai nangandoi giu' ra istana, i Bigtan am i Tiris, iono ruo ngaulun sida-sida ondo' magalung ra kulobon mongoi ra lamin-lamin ru raja', maruol guang ra raja'. Ginio ra nangatang ilo koson mamatoi ra raja'. 
EST.2.22	Nakapandai i Mordikai ra inatang nilono am pambala' ra Andu' raja' i Ester. Nagindibok Andu' raja' Ester nambala' ra raja' intor ra atan ondo' napandayan ri Mordikai. 
EST.2.23	Paat ra baal raginio inimumuyan, napandayan toojo ra pambalaan raginio motopot; karuruo ngaulun no inukuman ra tairon. Kopongo raginio nanusub raja' maa' raginio baal raginio tulisin ra ralalom ru buuk panulisan rasmi ru pamarintaan.
EST.3.1	Kopongo kukula' buoi, nampalantik Raja' Agaswiros ra sangulun ondo' ininggalanan ri Gaman nasauk ra menteri masawat kaga'. I Gaman iono anak ri Gamidata intor ra papag ri Agag.
EST.3.2	Nanusub raja' maa' raginio ngaangai' pagawai ondo' nangandoi ra raja' mangurumat ri Gaman am migulatur riso. Ngaangai' ulun giminagaya' ra susuban no ondo' ak am i Mordikai. 
EST.3.3	Pagawai-pagawai ra bokon ondo' nangandoi ra raja' nangkuot ri Mordikai ra sabap nano minanggal ra susuban ru raja'. 
EST.3.4	Moonong orou mampajajal ilo riso maa' raginio maya' ayuk, kaa' marara' i Mordikai manugut ra bilin nilo. Kono, “Aku ti ulun ru Jaudi, ginio ra aku kalo migulatur samba ra ulun.” Binalaan nilo i Gaman ra baal raginio sabap ra moogot ilo makapandai ra atan pamakuan no ri Mordikai. 
EST.3.5	Siminangit kaga' i Gaman paat ra io nakapandai ra i Mordikai marara' migulatur samba riso. 
EST.3.6	Pakapandai i Gaman ra i Mordikai ulun ru Jaudi, namatas io ra sala' ka ayuk koson mangukum ri Mordikai kaa' niayuk mamuso ra ulun-ulun ru Jaudi giu' ra titikop ru pamarintaan ru Pirsia.
EST.3.7	Paat ra bilor koopor am ruo ra pamarintaan ru Raja' Agaswiros, paat ra sila' kasaa', iono sila' Nisan, nanusub i Gaman maa' raginio ulun magugundi' (ondo' sabiton ra “purim”) koson mangaru' ra orou am sila' ondo' maaya' koson manugut ra inatangan malaat no. Pupus no, ondo' inaru' iono orou koopor am talu ra sila' koopor am ruo, iono sila' Adar.
EST.3.8	I Gaman pana nambala' boo ra raja', kono, “Raja' kuno, mokoondo' rondo' bansa' ondo' nokosoroi ra moonong wilayah giu' ra titikop ru pamarintaan mutu. Mokoondo' ilo ra kaulayan ondo' suai toojo ra kaulayan ru bansa' ra bokon. Ra mulu' poyo ra kalo gumagaya' ilo ra undang-undang ru pamarintaan. Ginio ra, moonsoi pai' mu polosoo' ilo mambaal ra kasagaan nilo. 
EST.3.9	Amon ru mangiou kou, moonsoi ingkualon surat susuban koson mamuso risilo. Amon apuon mu inatangan ragitio, mangintopot aku ra makasubol masailan intor ra 340,000 ngakilogram pirok ra ralalom ru intok pambulian ra rapu' ru raja' ra tayar ru pentadbiran ru pamarintaan.”
EST.3.10	Pokorongog ra baal raginio, paguso' ru raja' sinsing intor ra bubua' ru kalindu' nano; sinsing raginio noyo ondo' pinakai no koson ra saap ru papatanawan rasmi. Pinataak ru raja' sinsing no ra pantula' maayo ru ulun ru Jaudi, iono i Gaman anak ri Gamidata, papag ri Agag. 
EST.3.11	Indagu raja' riso, “Pataakon ku rirun bansa' raginio am ruit nilo. Baalo' noyo atan ondo' ilain mu ra moonsoi risilo.”
EST.3.12	Ginio ra paat ra orou koopor am talu ru sila' kasaa', nampiau i Gaman ra ngaangai' mamamatik ru raja'. Nanusub i Gaman risilo manulis ra surat sumugut ra ngaangai' ondo' sinusub nano. Surat no pana pinaalig boo ra ralalom ru ngaangai' ragu, am pinaralin ra ralalom ru ngaangai' tulisan ondo' pinakai ra ralalom ru pamarintaan. Surat no tinulisan ralalom inggalan ru Raja' Agaswiros am sinaapan ra saap nano. Kopongo raginio surat no inataran ra ngaangai' panguasa', gabenor am pagawai. 
EST.3.13	Susuban no mataki' inataran ru ulun-ulun sinusub ra moonong wilayah ru pamarintaan. Suang ru susuban no nambala' ra ralalom songorou, iono paat ra orou koopor am talu ru sila' Adar, ngaangai' ulun ru Jaudi, matutuo am mamulok, ruandu' am lalaing, musiti' potoyon ra kalo makaasi', am rapu' nilo gaawon. 
EST.3.14	Susuban no musiti' potonowon giu' ra moonong wilayah maa' raginio ngaangai' ulun tumampos ra paat nano masaboi.
EST.3.15	Ulun-ulun sinusub mataki' minintor koson mangator ra surat-surat no ra ngaangai' wilayah. Mabaya' ra susuban ru raja', ragu no pinatanou niayuk giu' ra pusor bandar Susan. Raja' am i Gaman nantuturung liliwa' manginum ra wain, kaa' bandar Susan najajou sabap ra tanou raginio.
EST.4.1	Pokorongog i Mordikai ra ngaangai' ondo' nasauk noyo, rinilak no bayang nano koson ra tatandu' mangiluk. Nambayang io ra konoon karung, tinaukan ulu nano ra kaau, am minugar-ugar giu' ra bandar liliwa' nantangi' ra matangil am malumpus. 
EST.4.2	Pupus no nakasaboi io giu' ra kulobon garabang ru istana, kaa' kalo siminubol io, sabap ra ulun ondo' nambayang ra karung kalo iowon sumubol. 
EST.4.3	Giu' ra moonong wilayah, ra ati ayuk ragu ru raja' no binasa', ulun ru Jaudi manulaboi am malumpus. Nampali ilo, nantangi' am nampalaa; am masuang ra gino ngai' ilo ondo' nambayang ra karung am liminangan ra rasawat ru kaau.
EST.4.4	Paat ra ruandu'-ruandu' mangngandoi am sida-sida ondo' mangandoi ri Ester nambala' riso ra atan ondo' binaal ri Mordikai, magalabo kaga' i Ester. Nangator io ri Mordikai ra bayang maa' raginio kalo mambayang io ra karung, kaa' marara' i Mordikai mangapu raginio. 
EST.4.5	Kopongo raginio nampiau i Ester ri Atak, sangulun ra sida-sida giu' ra istana ondo' pinangandoi ru raja' koson mangandoi ri Ester. Nanusub i Ester ri Atak mangkuot ri Mordikai ra atan ondo' tatanga' masauk am kua pambaal io raginio. 
EST.4.6	Minongoi i Atak ri Mordikai giu' ra padang ru bandar, giu' ra saang ru kulobon garabang ru istana. 
EST.4.7	Nambala' i Mordikai riso ra ngaangai' ondo' nailian nano, am kula' suang ru ruit pirok ondo' binantu' ri Gaman koson pasubolon ra ralalom ru intok pambulian ra rapu' ru raja', mopongo ngaangai' ulun ru Jaudi potoyon. 
EST.4.8	Nangani' io ri Atak ra ralin ru surat ru raja' ondo' pinatanou noyo giu' ra Susan, ondo' mokoondo' ra susuban koson mamuso ra ngaangai' ulun ru Jaudi. Nanusub i Mordikai ri Atak nagibit ra surat no ri Ester am nambala' ra sinail baal raginio riso. Nangitaak niayuk i Mordikai maa' raginio muma' i Ester ra raja' am makimasi' ra tayar ru bansa' nano. 
EST.4.9	Kopongo raginio minongoi i Atak ri Ester am nampasaboi ra bilin ri Mordikai riso. 
EST.4.10	Kaa' nanusub i Ester ri Atak sumaguli' ri Mordikai ra bilin ragitio, 
EST.4.11	“Osoi ayuk, ungkuyon kapoam ruandu', ukumin ra potoyon, amon ru mumpos io muma' ra raja' giu' ra istana, giu' ra liliut tampilon ra ralalom, ra kalo piawon ru raja' galama'. Ginio noyo undang-undang, am ngaangai' ulun, ondo' ulun maminson ra raja' am poyo mamagun, makapandai ra baal raginio. Mokoondo' rondo' ralan ayuk koson lumabus intor ra undang-undang raginio, iono paat ra raja' mampatutui ra jujuga' mas nano ra ulun ondo' matong uma'. Kaa' sansila' noyo raja' kalo nampiau raki'.”
EST.4.12	Kopongo i Mordikai nakaapu ra bilin ri Ester no, 
EST.4.13	nangator io ra pampakaraan ragitio ri Ester, “Pai' pangkara' ra maa' kou maayag poyo intor ra ulun ru Jaudi ra bokon sabap ayuk ra minayan kou giu' ra istana. 
EST.4.14	Amon ru mongkoror kou ayuk ra koon ragitio baal ti, maaru' ulun ru Jaudi makaapu ra indangan intor ra suruga' am bayagon ilo, kaa' okou galama' matoi am sasambaloi ru ama' muno maluus. Osoi makapandai, maaru' lair koson ra bulintok ragitio noyo okou pinili' masauk ra andu' ru raja'!”
EST.4.15	Kopongo raginio nangator i Ester ra bilin ragitio ri Mordikai, 
EST.4.16	“Susubo' ngaangai' ulun ru Jaudi giti ra Susan ti tumimung. Susubo' ilo mampali am makiasi' ilo ra tayar raki'. Pai' pangakan kapoam panginum ra atan-atan pana buoi talu ngoorou am talu ngorondom. Aku galama' am ralaa-ralaa magayam kuno pana mambaal raginio. Mopongo raginio muma' aku ra raja', kabalu' pana binaal raginio manggal ra undang-undang. Amon ru musiti' aku matoi sabap ra baal raginio, polosoon aku no matoi!”
EST.4.17	Kopongo raginio minugar i Mordikai intor ra giu' no am nambaal ra ngaangai' ondo' binilin ri Ester.
EST.5.1	Paat ra orou katalu ru nampalian nano, nambayang i Ester ra bayang ru andu' raja', am ongoi ra liliut tampilon ralalom giu' ra istana am minigor giu' ra saang ru kulobon balairung. Tatanga' raja' nanturung giu' ra rasawat ru panturungan ru raja' ondo' nakatingkuang ra kulobon no. 
EST.5.2	Pakakito raja' ri Andu' Raja' Ester minigor giu' ra liwar, motogom raja' riso, am patutuyo' jujuga' mas riso. Ginio ra jalai i Ester am kombongo' pompor ru jujuga' no. 
EST.5.3	Raja' pana pangkuot boo, “Atan kuayan mutu, Andu' Raja' Ester? Raguo'! Mangani' aku inda' pana ru sampiruo intor ra pamarintaan kutu.”
EST.5.4	Taam i Ester, “Amon ru mangiou kou raja', moogot aku mampiau rirun am i Gaman mongoi ra bunsag ondo' baalon ku koson rirun ra rondom no.”
EST.5.5	Ginio ra nanusub raja' ri Gaman muma' ra mataki' maa' raginio makasugut ilo maninong ra piau ri Ester. Minatong raja' am i Gaman ra bunsag ondo' binaal ri Ester. 
EST.5.6	Paat ra ilo nagiginum ra wain, pangkuot raja' ri Ester, “Raino raguo' gogoton muno, am iowon ku. Atan pana kitaakon muno aniin ku, kabalu' pana sampiruo intor ra pamarintaan kutu!”
EST.5.7	Taam i Ester, 
EST.5.8	“Amon ru iowon mu koson mangani' ra kitaakon kuno, moogot aku mampiau rirun raja' am i Gaman igondo' poyo mongoi ra bunsag ondo' baalon kuno ra susuab. Paat raginio bagu no mambala' aku ra kitaakon kuno rirun raja'.”
EST.5.9	Paat i Gaman minuli' intor ra bunsag no, guang nano naansukan am maantak. Kaa' pakakito i Gaman ri Mordikai giu' ra kulobon garabang ru istana, am kalo miningor i Mordikai kapoam nampakito ra tatandu' mangurumat paat io nansail, siminangit kaga' i Gaman. 
EST.5.10	Kaa' inorot no guang nano am narampus uli' ra baloi nano. Nampiau io ra rangan-rangan nano ra baloi nano am nampiau ra andu' nano i Jiris nanturung nababaya' risilo. 
EST.5.11	Liminimbau i Gaman ra saang nilo – mapara' boo langkaya' nano, mapara' boo suang ru anak ungkuyon nano, mapara' boo kinaatang ru intok ondo' inapu no intor ra raja', am sawat ru pangkat nano intor ra pagawai ra bokon. 
EST.5.12	“Naruangan poyo,” rinayus poyo ri Gaman, “Andu' Raja' Ester nangkimait ayuk ra raja' am aku galama' minongoi ra bunsag ondo' binaal nano, am susuab piniau akai poyo koson sumaang ra bunsag. 
EST.5.13	Kaa' ngaangai' no kolondo' onong raki' ra buoi kuno magilong ri Mordikai ulun ru Jaudi no manturung giu' ra kulobon garabang ru istana.”
EST.5.14	Pokorongog ra baal raginio, andu' nano am ngaangai' rangan nano mindagu, “Tirongo' rondo' lugu' panairan ra sawat no 22 ngamito, am rumondom ra susuab no kitaakon maa' raginio mangukum raja' ra tairon i Mordikai. Akau pana makasaang boo ra bunsag no ra guang maansukan.” Nampaguang i Gaman ra inatangan no moonsoi. Ginio ra nanusub io ra ulun mambaal ra lugu' pampatairan no.
EST.6.1	Paat rondom raginio niayuk raja' kalo mokororot. Ginio ra, kitaako' ru raja' maa' raginio tinulisan rasmi ru pamarintaan alapon am nanusub raja' ra ulun mambasa' raginio. 
EST.6.2	Tayar ondo' binasa' nakaaya' tinulisan ra i Mordikai nambala' noyo ra inatangan mamatoi ra raja', ondo' inatang ri Bigtan am i Tiris, ruo ngaulun sida-sida ondo' magalung ra lamin-lamin ru raja'. 
EST.6.3	Pangkuot raja', “Itakau ti nangurumat noyo kia am niayuk nambalos ra binaal moonsoi ri Mordikai no?”
EST.6.3	Taam kambo-kambo ru raja', “Kalo poyo raja' mai. Kolondo' atan-atan inapu nano!”
EST.6.4	Kopongo raginio pangkuot raja', “Osoi kia ra gino ngai' pagawai kuno ondo' soroi ra istana raino ti?”
EST.6.4	Nakainamot ra i Gaman bagu ayuk minumpos ra liliut ru istana. Minatong io koson makitaak ra raja' koson manair ri Mordikai ra lugu' panairan ondo' tinirong noyo. 
EST.6.5	Ginio ra indagu kambo-kambo ru raja', “Soroi i Gaman ragiti, raja' mai. Moogot io muma' rirun raja' mai.”
EST.6.5	Indagu raja', “Susubo' io sumubol.”
EST.6.6	Ratong i Gaman ra muma', am indagu raja' riso, “Mokoondo' sangulun ondo' masaga' aku mangani' ra pangurumatan. Atan kia ondo' musiti' kuno baalon riso?”
